Malayalam,Punjabi
തൽക്ഷണ വോൾട്ടേജ്,ਤਤਕਾਲ ਵੋਲਟੇਜ
നിര്ദ്ദേശം,ਹਦਾਇਤ
ഇൻസുലേറ്റിംഗ് മെറ്റീരിയൽ,ਇਨਸੂਲੇਟਿੰਗ ਸਮੱਗਰੀ
വൈദുതിരോധനം,ਇਨਸੂਲੇਸ਼ਨ
ഇൻസുലേഷൻ പ്രതിരോധം,ਇਨਸੂਲੇਸ਼ਨ ਟੱਪਣ
സുഖാനുസൃതം,ਇਨਸੂਲੇਟਰ
സംയോജിത സർക്യൂട്ട്,ਇੰਟੀਗਰੇਟਡ ਸਰਕਟ
നെറ്റ്വർക്ക് സംയോജിപ്പിക്കുന്നു,ਨੈੱਟਵਰਕ ਨੂੰ ਏਕੀਕ੍ਰਿਤ ਕਰਨਾ
സൂർ,ਇੰਟੀਗਰੇਟਰ
ബുദ്ധി,ਬੁੱਧੀਮਾਨ
തീവത,ਤੀਬਰਤਾ
സംഭാഷണത്തിന്റെ തീവ്രത,ਬੋਲਣ ਦੀ ਤੀਬਰਤਾ
ഇന്റർ ചാനൽ ഇടപെടൽ,ਅੰਤਰ ਚੈਨਲ ਦਖਲ
പരസ്പരബന്ധം,ਇੰਟਰਲੇਵ
ഇടപെടല്,ਗੱਲਬਾਤ ਕਰਨੀ
ഇന്ററക്ട്രേഷൻ,ਗੱਲਬਾਤ
ഇന്റര്കോം,ਇੰਟਰਕਾੱਮ
പരസ്പരബന്ധിതമായത്,ਇੰਟਰਸੀਕੇਸ਼ਨਵਿਟੀ
ഇന്റർഫേസ്,ਇੰਟਰਫੇਸ
ഇന്റർഫേസ് സ്കാനിംഗ്,ਇੰਟਰਫੇਸ ਸਕੈਨਿੰਗ
ഇടപെടൽ,ਦਖ਼ਲਅੰਦਾਜ਼ੀ
ഇടപെടൽ മേഖല,ਦਖਲ ਦਾ ਜ਼ੋਨ
ഇന്റർഫെറിംഗ് ചാനൽ,ਦਖਲ ਦੇਣ ਵਾਲੇ ਚੈਨਲ
ഇടപെടുന്ന ആവൃത്തി,ਦਖਲਅੰਦਾਜ਼ੀ ਬਾਰੰਬਾਰਤਾ
റേഡിയോ ഫ്രീക്വൻസി സിഗ്നൽ ഇടപെടുക,ਦਖਲਅੰਦਾਜ਼ੀ ਰੇਡੀਓ ਬਾਰੰਬਾਰਤਾ ਸੰਕੇਤ
ഇന്ററാം,ਅੰਤਰਫ੍ਰੇਮ
പരസ്പരബന്ധം,ਇੰਟਰਲੇਵ
ഇന്റർലോയ്ഡ്,ਇੰਟਰਲੇਡ
ഇന്റർലോവ്ഡ് സ്ട്രീം,ਇੰਟਰਲੀਏਡ ਸਟ੍ਰੀਮ
ഇന്റർലീവ്,ਇੰਟਰਲੇਵਰ
ഭഭിചാരം,ਇੰਟਰਲੇਵਿੰਗ
ഭഭിചാരം,ਇੰਟਰਲੇਵਿੰਗ
ഇന്റർലീവിംഗ് കാലയളവ്,ਇੰਟਰਲੇਵਿੰਗ ਪੀਰੀਅਡ
ഇന്റർലോക്ക് സർക്യൂട്ട്,ਇੰਟਰਕੈਕ ਸਰਕਟ
ഇന്റർലോക്ക് സ്വിച്ച്,ਇੰਟਰਲੌਕ ਸਵਿਚ
ഇന്റർലോക്കിംഗ്,ਇੰਟਰਲੋਕਿੰਗ
ഇന്റർമീഡിയറ്റ് പരാജയം,ਵਿਚਕਾਰਲੀ ਅਸਫਲਤਾ
ഇന്റർമീഡിയറ്റ് ആവൃത്തി,ਵਿਚਕਾਰਲੀ ਬਾਰੰਬਾਰਤਾ
ഇന്റർമീഡിയറ്റ് ഫ്രീക്വൻസി ഓസിലേറ്റർ,ਵਿਚਕਾਰਲੀ ਬਾਰੰਬਾਰਤਾ
ഇടയ്ക്കിടെ,ਰੁਕ-ਰੁਕ ਕੇ
ഇടവിട്ടുള്ള കറന്റ്,ਰੁਕ-ਰੁਕ ਕੇ ਮੌਜੂਦਾ
ഇന്റർമോഡലേഷൻ,ਇੰਟਰਮੋਡੀਜੂਲੇਸ਼ਨ
ഇന്റർമോഡുലേഷൻ വക്രീകരണം,ਇੰਟਰਮੋਜ਼ਨ ਵਿਗਾੜ
ഇന്റർമോഡുലേഷൻ എമിഷൻ,ਇੰਟਰਮੋਜ਼ਨ ਦੇ ਨਿਕਾਸ
ഇന്റർമോഡുൾട്ടേഷൻ ടെസ്റ്റ്,ਇੰਟਰਮੋਜ਼ਨ ਟੈਸਟ
ഇന്റർനെറ്റ്,ਇੰਟਰਨੈੱਟ
ഇന്റർനെറ്റ് പ്രക്ഷേപണം,ਇੰਟਰਨੈੱਟ ਪ੍ਰਸਾਰਣ
ഇന്റർനെറ്റ് ചാറ്റിംഗ്,ਇੰਟਰਨੈੱਟ ਚੈਟਿੰਗ
ഇന്റർനെറ്റ് പ്രോട്ടോക്കോൾ സ്റ്റാക്ക്,ਇੰਟਰਨੈਟ ਪ੍ਰੋਟੋਕੋਲ ਸਟੈਕ
ഇന്റർനെറ്റ് റേഡിയോ,ਇੰਟਰਨੈੱਟ ਰੇਡੀਓ
ഇന്റർനെറ്റ് സ്ട്രീമിംഗ്,ਇੰਟਰਨੈੱਟ ਸਟ੍ਰੀਮਿੰਗ
ഇന്റർനെറ്റ് വീഡിയോ,ਇੰਟਰਨੈੱਟ ਵੀਡੀਓ
ഇന്ററോപ്പറബിളിറ്റി,ਅੰਤਰ-ਕਾਰਜਸ਼ੀਲਤਾ
ഇന്റർപോളേഷൻ,ਇੰਟਰਪੋਲੇਸ਼ਨ
വാഖാതാവ്,ਦੁਭਾਸ਼ੀਏ
തടസ്സപ്പെടുത്തുക,ਵਿਘਨ
തടസ്സം,ਰੁਕਾਵਟ
തടസ്സം,ਵਿਘਨ
ഇടവേള,ਅੰਤਰਾਲ
ഇൻട്രാകോഡിംഗ്,ਇੰਟਰਕੋਡਿੰਗ
ഇൻട്രാഫ്രെയിം,ਇੰਟਰਾਫ੍ਰੇਮ
ഗതാഗത,ਇੰਟਰਨੇਟ
ഇൻട്രാപക്റ്റൂർ,ਇਨਟਰੇਪੈਕਸ਼ਨਚਰ
ഇൻട്രാവേബ്,ਇੰਟਰਾਵੈਬ
ആന്തരിക അർദ്ധചാലകം,ਅੰਦਰੂਨੀ ਸੈਮੀਕੰਡਕਟਰ
വിപരീത വർക്ക്,ਉਲਟਾ ਮੌਜੂਦਾ
വിപരീത സ്പേഷ്യൽ പ്രവർത്തിക്കുന്നു,ਉਲਟਾ ਸਥਾਨ ਦਾ ਕੰਮ
വിപരീതം,ਉਲਟਾ
വിപരീത ഞാൻ ആന്റിന,ਉਲਟਾ ਐਲ ਐਂਟੀਨਾ
വിപരീത വി ആന്റിന,ਉਲਟਾ v ਅਨਟਨਨਾ
വിഹിതം,ਇਨਵਰਟਰ
കമരഹിതമായ,ਅਨਿਯਮਿਤ
അപ്രസക്തമായ ഘടകം,ਅਸਪਸ਼ਟ ਤੱਤ
ഐസോലേഷൻ നെറ്റ്വർക്ക്,ਇਕੱਲਤਾ ਨੈਟਵਰਕ
ഒറ്റപ്പെടുത്തല്,ISolator
ജമ്മവർ,ਜੈਮਰ
ജാമിംഗ്,ਜਾਮ
ജാർഗോൺ ഫയൽ,ਜਾਰਗਨ ਫਾਈਲ
ജാവ സ്ക്രിപ്റ്റ്,ਜਾਵਾ ਸਕ੍ਰਿਪਟ
ജിംഗിൾ,ਜਿੰਗਲ
ജിറ്റർ,Jitter
കൂട്ടായ്മ,ਸ਼ਾਮਲ ਕਰਨ ਵਾਲੇ
സന്ധി,ਜੁਆਇੰਟ
ജോയിന്റ്,ਸ਼ਾਮਲ
ജമ്പൻ,ਜੰਪਰ
JUKK,ਕਬਾੜ
ജങ്ക് മെയിൽ,ਬੇਕਾਰ ਚਿਠੀ
കേർണൽ,ਕਰਨਲ
താക്കോല്,ਕੁੰਜੀ
കീബോര്ഡ്,ਕੀਬੋਰਡ
ശ്രേഷ്ഠന്,ਕੀਰ
മുഖ്യ),ਕੀਨੋਟ
കിലോകിൾ,ਕਿਲ੍ਹੇ ਚੱਕਰ
കിലോകോമ്പ്,ਕਿਲ੍ਹੇ
കിലോവാട്ട്,ਕਿਲੋਟ
കിനെമാറ്റിക്സ്,ਕਿਨਮੈਟਿਕਸ
കാൽമുട്ട് പോയിന്റ് വോൾട്ടേജ്,ਗੋਡੇ ਬਿੰਦੂ ਵੋਲਟੇਜ
ഉരുണ്ടപിടി,ਗੋਬ
നോളജ് ബേസ്,ਗਿਆਨ ਅਧਾਰ
വിജ്ഞാന പ്രാതിനിധ്യം,ਗਿਆਨ ਦੀ ਨੁਮਾਇੰਦਗੀ
L നെറ്റ്വർക്ക്,L ਨੈੱਟਵਰਕ
L വിഭാഗ ഫിൽട്ടർ,L ਸੈਕਸ਼ਨ ਫਿਲਟਰ
ലജ്ജയും ലീഡും,Lag ਅਤੇ ਅਗਵਾਈ
പ്രധാനം,Lagging ਮੌਜੂਦਾ
പവർ ഫാക്ടർ ലഹരി,ਪਛੜਨਾ ਪਾਵਰ ਫੈਕਟਰ
മാരകമായ,ਲਮੀਨੇਟਡ
വിളക്ക്,ਦੀਵੇ
ലാപ്ടോപ്പ്,ਲੈਪਟਾਪ
ലേസർ ആവൃത്തി,ਲੇਜ਼ਰ ਬਾਰੰਬਾਰਤਾ
ഒളിഞ്ഞിരിക്കുന്ന പിശക്,ਅਸ਼ੁੱਧ ਗਲਤੀ
ഒളിഞ്ഞിരിക്കുന്ന ചൂട്,ਨਿਰੰਤਰ ਗਰਮੀ
വാപ്തി,ਵਿਥਕਾਰ
അടുക്ക്,ਪਰਤ
കെട്ടിടത്തിന്റെ പ്ളാന്,ਖਾਕਾ
ലേ layout ട്ട് പ്ലാൻ,ਲੇਆਉਟ ਯੋਜਨਾ
ഈയം,ਲੀਡ
പ്രമുഖ ഘട്ടം,ਪ੍ਰਮੁੱਖ ਪੜਾਅ
ചോർച്ച തടയുന്ന,ਲੀਕ ਸਬੂਤ
ചോർച്ച,ਲੀਕ
പാട്ടത്തിനെടുത്ത സർക്യൂട്ട്,ਲੀਜ਼ਡ ਸਰਕਟ
ലെന്സ്,ਲੈਂਸ
ലെവൽ സൂചകം,ਪੱਧਰ ਸੂਚਕ
നേരിയ നിയന്ത്രണം,ਲਾਈਟ ਕੰਟਰੋਲ
നേരിയ പേന,ਲਾਈਟ ਕਲਮ
മിന്നൽ അരംഭം,ਬਿਜਲੀ ਦੀ ਪ੍ਰੇਸ਼ਾਨ
രൂക്ഷമായ,ਸੀਮਾ
ആംപ്ലിഫയർ പരിമിതപ്പെടുത്തുന്നു,ਐਂਪਲੀਫਾਇਰ ਨੂੰ ਸੀਮਿਤ ਕਰਨਾ
വരി നഷ്ടം,ਲਾਈਨ ਦਾ ਨੁਕਸਾਨ
ലൈൻ ശബ്ദം,ਲਾਈਨ ਸ਼ੋਰ
വീക്ഷണരേഖ,ਨਜ਼ਰ ਦੀ ਲਾਈਨ
ലൈൻ ഘട്ടം,ਲਾਈਨ ਪੜਾਅ
ലൈൻ ട്രാൻസ്മിഷൻ,ਲਾਈਨ ਸੰਚਾਰ
ലൈൻ അൺലോഡുചെയ്തു,ਲਾਈਨ ਅਨਲੋਡ
രേഖീയ ക്വാണ്ടിയർ,ਲੀਨੀਅਰੁਮਾਰੀ
രേഖീയത,ਰੇਖਾ
ലൈൻ-കോക്സിയൽ,ਲਾਈਨ-ਕੋਐਕਸਿਆਲ
ലൈൻ-ഇക്സൈസർ,ਲਾਈਨ-ਬਰਾਬਰੀ
ലൈൻ-ആവൃത്തി,ਲਾਈਨ-ਬਾਰੰਬਾਰਤਾ
ലൈൻ-ഇംപെഡൻസ്,ਲਾਈਨ-ਪ੍ਰੇਸ਼ਾਨ
ലൈൻ-ക്വാർട്ടർ തരംഗദൈർഘ്യം,ਲਾਈਨ-ਕੁਆਰਟਰ ਵੇਵੈਲਥ
ബന്ധം,ਲਿੰਕ
ലിങ്കറുകാരന്,ਲਿੰਕ
ലിപ്-മൈക്രോഫോൺ,ਲਿਪ-ਮਾਈਕ੍ਰੋਫੋਨ
തത്സമയ സംപ്രേക്ഷണം,ਲਾਈਵ ਪ੍ਰਸਾਰਣ
തത്സമയ സർക്യൂട്ട്,ਲਾਈਵ ਸਰਕਟ
തത്സമയ പരിപാടി,ਲਾਈਵ ਪ੍ਰੋਗਰਾਮ
ഭാരം,ਲੋਡ
ഭാരം താങ്ങാനുള്ള കഴിവ്,ਲੋਡ ਸਮਰੱਥਾ
ചുമക്കുന്ന ശേഷി ലോഡുചെയ്യുക,ਲਿਜਾਣ ਦੀ ਸਮਰੱਥਾ ਲੋਡ ਕਰੋ
സ്വഭാവം ലോഡുചെയ്യുക,ਲੋਡ ਗੁਣ
ഇംബത ലോഡുചെയ്യുക,ਲੋਡ ਰੁਕਾਵਟ
ലോഡുചെയ്തു,ਲੋਡ ਹੋ ਗਿਆ
ലോഡർ,ਲੋਡਰ
ലോഡിംഗ്,ਲੋਡ ਹੋ ਰਿਹਾ ਹੈ
കോയിൽ ലോഡുചെയ്യുന്നു,ਕੋਡ ਲੋਡ ਕਰਨਾ
ലോഡ്-ടെസ്റ്റ്,ਲੋਡ-ਟੈਸਟ
ലോലിറ്റി,ਲੋਬ
ലോബ് ആന്റിന,ਲੋਬੇ ਐਂਟੀਨਾ
ലോക്കൽ ഏരിയ നെറ്റ്വർക്ക്,ਸਥਾਨਕ ਏਰੀਆ ਨੈਟਵਰਕ
പ്രാദേശിക ബാറ്ററി,ਸਥਾਨਕ ਬੈਟਰੀ
പ്രാദേശിക ഓസ്സിലേറ്റർ,ਸਥਾਨਕ c ਸਿਲੇਟਰ
മരത്തടി,ਲਾਗ
ലോഗ് ബുക്ക്,ਲੌਗ ਬੁੱਕ
ലോഗിൻ ചെയ്യുക (ലോഗിൻ ചെയ്യുക),ਲੌਗ ਇਨ ਕਰੋ (ਲੌਗ ਇਨ ਕਰੋ)
ലോഗ് ഓഫ് ചെയ്യുക (ലോഗ് out ട്ട് ചെയ്യുക),ਲੌਗ ਬੰਦ (ਲਾਗ ਆਉਟ)
ലോഗ് ഷീറ്റ്,ਲਾਗ ਸ਼ੀਟ
ലോഗരിതം,ਲੋਗਰੀਥਮ
ലോഗരിത്മിക് ആംപ്ലിഫയർ,ਲੋਗਰੀਥਿਕਮਿਕ ਐਂਪਲੀਫਾਇਰ
ലോഗരിഥമിക് അനുപാതം,ਲੋਗਰੀਥਿਮਿਕ ਅਨੁਪਾਤ
ലോഗരിഥമിക് പ്രതികരണം,ਲੋਗਰੀਥਿਮਿਕ ਜਵਾਬ
ലോഗരിത്മിക് സ്കെയിൽ,ਲੋਗਰੀਥਿਮਿਕ ਸਕੇਲ
പവേശിക്കുക,ਲਾਗਿੰਗ
തര്ക്കശാസ്തം,ਤਰਕ
ലോജിക് ഗേറ്റ്,ਤਰਕ ਗੇਟ
ലോജിക് പ്രവർത്തനം,ਤਰਕ ਕਾਰਜ
യുക്തിയുക്തമായ,ਲਾਜ਼ੀਕਲ
ലോജിക്കൽ ഫ്രെയിം,ਲਾਜ਼ੀਕਲ ਫਰੇਮ
ലോഗോ ഉൾപ്പെടുത്തൽ,ਪ੍ਰਵੇਸ਼ ਕਰਨ ਵਾਲੇ
ദേശാന്തരരേഖ,ਲੰਬਕਾਰ
ലൂപ്പ്,ਲੂਪ
ലൂപ്പ് ആന്റിന,ਲੂਪ ਐਂਟੀਨਾ
ലൂപ്പ് നേട്ടം,ਲੂਪ ਲਾਭ
ലൂപ്പ് ടെസ്റ്റ്,ਲੂਪ ਟੈਸਟ
അയഞ്ഞ കോൺടാക്റ്റ്,Oose ਿੱਲਾ ਸੰਪਰਕ
അയഞ്ഞ കപ്ലിംഗ്,Loose ਿੱਲੇ ਕਪਲਿੰਗ
നഷ്ടമില്ലാത്ത ആന്റിന,ਘਾਟੇ ਐਂਟੀਨਾ
നഷ്ടമില്ലാത്ത കംപ്രഷൻ,ਘਾਟਾ
നഷ്ടം കംപ്രഷൻ,ਘਾਟੀ
ഉച്ചത്തിൽ (ശബ്ദം),ਉੱਚਾ (ਆਵਾਜ਼)
ഉച്ചഭാഷിണി,ਲਾ loud ਥਸਪੀਕਰ
കുറഞ്ഞ ആവൃത്തി,ਘੱਟ ਬਾਰੰਬਾਰਤਾ
താഴ്ന്ന നിലയിലുള്ള ഭാഷ,ਘੱਟ ਪੱਧਰ ਦੀ ਭਾਸ਼ਾ
കുറഞ്ഞ നഷ്ടപ്പെട്ട തീറ്റ,ਘੱਟ ਘਾਟੇ ਫੀਡਰ
കുറഞ്ഞ നഷ്ടം വഴക്കമുള്ള കോക്സിയൽ കേബിൾ,ਘੱਟ ਨੁਕਸਾਨ ਲਚਕਦਾਰ ਕੋਕਸਿਅਲ ਕੇਬਲ
കുറഞ്ഞ ശബ്ദം റിസീവർ,ਘੱਟ ਸ਼ੋਰ ਪ੍ਰਾਪਤ ਕਰਨ ਵਾਲਾ
കുറഞ്ഞ പരിക്രമണ ഉപഗ്രഹം,ਘੱਟ ਬਕਾਇਆ ਸੈਟੇਲਾਈਟ
കുറഞ്ഞ പാസ് ഫിൽട്ടർ,ਘੱਟ ਪਾਸ ਫਿਲਟਰ
കുറഞ്ഞ റിയാൻസ് എർത്ത്,ਘੱਟ ਪ੍ਰਤੀਕ੍ਰਿਆ
കുറഞ്ഞ പ്രതിരോധ പാത,ਘੱਟ ਵਿਰੋਧ ਰਸਤਾ
ലഗ്,ਲੱਗ
ലളിനൻസ്,ਪ੍ਰਕਾਸ਼
പിണ്ഡമായി,ਬੁਲਾਇਆ ਗਿਆ
മാക്രോ ബ്ലോക്ക്,ਮੈਕਰੋ ਬਲਾਕ
മാക്രോ നിർവചനം,ਮੈਕਰੋ ਪਰਿਭਾਸ਼ਾ
മാക്രോ വിഷൻ,ਮੈਕਰੋ ਵਿਜ਼ਨ
മാന്ത്രിക കണ്ണ്,ਜਾਦੂ ਦੀ ਅੱਖ
കാന്തം,ਚੁੰਬਕ
കാന്തികക്ഷേത്രം,ਚੁੰਬਕੀ ਖੇਤਰ
കാന്തിക ഫ്ലക്സ്,ਚੁੰਬਕੀ ਪ੍ਰਵਾਹ
കാന്തിക പോൾ,ਚੁੰਬਕੀ ਖੰਭੇ
കാന്തിക കൊടുങ്കാറ്റ്,ਚੁੰਬਕੀ ਤੂਫਾਨ
മാഗ്നറ്റിക് സ്വിച്ച്,ਚੁੰਬਕੀ ਸਵਿਚ
മാഗ്നറ്റിക് ടേപ്പ്,ਚੁੰਬਕੀ ਟੇਪ
കാന്തികത,ਚੁੰਬਕੀ
മെയിൽ ലയനം,ਮੇਲ ਮਰਜ
അയക്കേണ്ട പട്ടിക,ਮੇਲਿੰਗ ਲਿਸਟ
പ്രധാന കാരിയർ,ਮੁੱਖ ਕੈਰੀਅਰ
നിലനിറുത്തുക,ਕਾਇਮ ਰੱਖੋ
പരിപാലനം,ਰੱਖ ਰਖਾਵ
പരിപാലന ടീം,ਰੱਖ-ਰਖਾਅ ਟੀਮ
ഭൂരിപക്ഷം കാരിയർ,ਬਹੁਗਿਣਤੀ ਕੈਰੀਅਰ
കോൺടാക്റ്റ് റിലേ നിർമ്മിക്കുക,ਸੰਪਰਕ ਰੀਲੇਅ ਬਣਾਓ
നിർമ്മിക്കുക-ബ്രേക്ക് സ്വിച്ച്,ਮੇਕ-ਐਂਡ-ਬਰੇਕ ਸਵਿੱਚ
പുരുഷ-കണക്റ്റർ,ਮਰਦ-ਕੁਨੈਕਟਰ
മനുഷ്യൻ ശബ്ദമുണ്ടാക്കി,ਆਦਮੀ ਨੇ ਰੌਲਾ ਪਾਇਆ
മാനേജ്മെന്റ് വിവര സിസ്റ്റം (IS),ਪ੍ਰਬੰਧਨ ਜਾਣਕਾਰੀ ਪ੍ਰਣਾਲੀ (ਮਿਸ)
കൃത്രിമം,ਹੇਰਾਫੇਰੀ
സ്വമേധയാലുള്ള നിയന്ത്രണം,ਮੈਨੁਅਲ ਕੰਟਰੋਲ
സ്വമേധയാലുള്ള രീതി,ਮੈਨੁਅਲ ਵਿਧੀ
സുരക്ഷാ മുൻകരുതൽ മാനുവൽ,ਸੁਰੱਖਿਆ ਸਾਵਧਾਨੀ ਦਾ ਦਸਤਾਵੇਜ਼
സ്വമേധയാ പ്രവർത്തിക്കുന്നു,ਹੱਥੀਂ ਚਲਾਏ ਗਏ
നിര്മ്മാതാവ്,ਨਿਰਮਾਤਾ
പൊയ്മുഖം,ਮਾਸਕ
മൂടാണ്,ਮਾਸਕੀ
ത്തണക്കാരന്,ਮਾਸਕਰ
മറക്കുന്നു,ਮਾਸਕਿੰਗ
മാസ്കിംഗ് സ്വഭാവം,ਮਾਸਕਿੰਗ ਵਰਤਾਓ
ഓഡിയോയുടെ മാസ്കിംഗ് പ്രഭാവം,ਆਡੀਓ ਦਾ ਮਾਸਕਿੰਗ ਪ੍ਰਭਾਵ
മാസ്കിംഗ് പരിധി,ਮਾਸਕਿੰਗ ਥ੍ਰੈਸ਼ੋਲਡ
മാസ്കിംഗ് ടോൺ,ਮਾਸਕਿੰਗ ਟੋਨ
കപ്പല്പായ്മരം,ਮਸਤ
മാസ്റ്റ് റേഡിയേറ്റർ,ਮਸਤ ਰੇਡੀਏਟਰ
മാസ്റ്റർ നിയന്ത്രണം,ਮਾਸਟਰ ਕੰਟਰੋਲ
മാസ്റ്റർ ഓസ്കിൽറർ,ਮਾਸਟਰ ਓਸਕਿਲਟਰ
മാച്ച്-ഇംപെഡൻസ്,ਮੈਚ-ਪ੍ਰੇਸ਼ਾਨ
പൊരുത്തപ്പെടുന്ന നെറ്റ്വർക്ക്,ਮੈਚਿੰਗ ਨੈਟਵਰਕ
പൊരുത്തപ്പെടുന്ന സ്റ്റബ്,ਮੈਚਿੰਗ ਸਟੱਬ
പൊരുത്തപ്പെടുന്ന ട്രാൻസ്ഫോർമർ,ਮੈਚਿੰਗ ਟਰਾਂਸਫਾਰਮਰ
മെറ്റീരിയൽ-സംഭരണം,ਪਦਾਰਥਕ-ਖਰੀਦ
മാട്രിക്സ്,ਮੈਟਰਿਕਸ
പരമാവധി,ਵੱਧ ਤੋਂ ਵੱਧ
പരമാവധി ഡിമാൻഡ് സൂചകം,ਵੱਧ ਤੋਂ ਵੱਧ ਮੰਗ ਸੰਕੇਤਕ
പരമാവധി പവർ ഡെൻസിറ്റി,ਵੱਧ ਤੋਂ ਵੱਧ ਬਿਜਲੀ ਦੀ ਘਣਤਾ
പരമാവധി സംവേദനക്ഷമത,ਵੱਧ ਤੋਂ ਵੱਧ ਸੰਵੇਦਨਸ਼ੀਲਤਾ
പരമാവധി താപനില,ਵੱਧ ਤੋਂ ਵੱਧ ਤਾਪਮਾਨ
പരമാവധി ഉപയോഗയോഗ്യമായ ആവൃത്തി,ਵੱਧ ਤੋਂ ਵੱਧ ਵਰਤੋਂ ਯੋਗ ਬਾਰੰਬਾਰਤਾ
പരമാവധി മൂല്യം,ਵੱਧ ਤੋਂ ਵੱਧ ਮੁੱਲ
പരാജയപ്പെടാനുള്ള സമയം,ਫੇਲ੍ਹ ਹੋਣ ਦਾ ਸਮਾਂ
ശരാശരി മൂല്യം,ਮਤਲਬ ਮੁੱਲ
അളന്ന സിഗ്നൽ,ਮਾਪਿਆ ਸੰਕੇਤ
അളവ്,ਮਾਪ
ഉപകരണം അളക്കുന്നു,ਮਾਪਣ ਵਾਲਾ ਉਪਕਰਣ
ഉപകരണങ്ങൾ അളക്കുന്നു,ਮਾਪਣ ਵਾਲੇ ਉਪਕਰਣ
ഉപകരണം അളക്കുന്ന ഉപകരണം,ਮਾਪਣ ਵਾਲੇ ਸਾਧਨ
ഫീൽഡ് ശക്തിയുടെ അളവ് അളക്കുന്നു,ਫੀਲਡ ਦੀ ਤਾਕਤ ਦੇ ਸਾਧਨ ਨੂੰ ਮਾਪਣਾ
ടേപ്പ് അളക്കുന്നു,ਮਾਪਣ ਟੇਪ
യന്തനിര്മ്മാണം,ਵਿਧੀ
മീഡിയ സെർവർ,ਮੀਡੀਆ ਸਰਵਰ
മധസ്ഥാനം,ਮਾਧਿਅਮ
ഇടത്തരം ആവൃത്തി,ਦਰਮਿਆਨੀ ਬਾਰੰਬਾਰਤਾ
ഇടത്തരം ഫ്രീക്വൻസി തരംഗം,ਦਰਮਿਆਨੀ ਬਾਰੰਬਾਰਤਾ ਲਹਿਰ
ഇടത്തരം വേവ് (MW),ਦਰਮਿਆਨੀ ਵੇਵ (MW)
മെഗാ-ഓം,ਮੈਗਾ-ਓਮ
മെഗർ,ਮੇਜਰ
സ്മരണം,ਯਾਦਦਾਸ਼ਤ
സാമഹമായ,ਸਲਾਹ ਦੇਣਾ
മെനു ബാർ,ਮੇਨੂ ਬਾਰ
മെർക്കുറി സ്വിച്ച്,ਮਰਕਰੀ ਸਵਿਚ
ലയിക്കുന്നു,ਮਰਜਣਾ
ദൂത്,ਸੁਨੇਹਾ
മെറ്റാഡാറ്റ,ਮੈਟਾਡੇਟਾ
മെറ്റൽ-ഓക്സൈഡ് അർദ്ധചാലകൻ ഡയോഡ്,ਧਾਤ-ਆਕਸਾਈਡ ਸੈਮੀਕੰਡਕਟਰ ਡਿਓਡ
മെറ്റൽ-ഷീത്ത് കേബിൾ,ਮੈਟਲ-ਸ਼ੀਟਡ ਕੇਬਲ
മാപിനി,ਮੀਟਰ
മീറ്ററിംഗ് പാനൽ,ਮੀਟਰਿੰਗ ਪੈਨਲ
മൈക്ക,ਮੀਕਾ
മൈക്ക-ഇൻസുലേഷൻ,ਮੀਕਾ-ਇਨਸੂਲੇਸ਼ਨ
മൈക്രോ-,ਮਾਈਕਰੋ-
മൈക്രോ ഘടകം,ਮਾਈਕਰੋ ਕੰਪੋਨੈਂਟ
മൈക്രോ കമ്പ്യൂട്ടർ,ਮਾਈਕਰੋ ਕੰਪਿ computer ਟਰ
മൈക്രോ കൺട്രോളർ,ਮਾਈਕਰੋ-ਕੰਟਰੋਲਰ
മൈക്രോ ഇലക്ട്രോണിക്സ്,ਮਾਈਕਰੋ-ਇਲੈਕਟ੍ਰਾਨਿਕਸ
മൈക്രോഫോൺ,ਮਾਈਕ੍ਰੋਫੋਨ
മൈക്രോഫോണിക്സ്,ਮਾਈਕ੍ਰੋਫੋਨਿਕਸ
മൈക്രോപ്രൊസസ്സർ,ਮਾਈਕ੍ਰੋਪ੍ਰੋਸੈਸਰ
മൈക്രോ-വോൾട്ട് (എംവി),ਮਾਈਕਰੋ-ਵੋਲਟ (ਐਮਵੀ)
മൈക്രോവേവ്,ਮਾਈਕ੍ਰੋਵੇਵ
മൈക്രോവേവ് ആന്റിന,ਮਾਈਕ੍ਰੋਵੇਵ ਇਰਾਟਨਾ
മൈക്രോവേവ് ബീം,ਮਾਈਕ੍ਰੋਵੇਵ ਸ਼ਤੀਰ
മിഡ്-ബാൻഡ്,ਮਿਡ-ਬੈਂਡ
കുടിയേറ്റം,ਮਾਈਗ੍ਰੇਸ਼ਨ
മൈഗ്രേഷൻ പാത്ത്,ਮਾਈਗ੍ਰੇਸ਼ਨ ਮਾਰਗ
ചെറുതാക്കുക,ਛੋਟਾ
ചെറുതാക്കിയത്,ਛੋਟਾ
ഏറ്റവും കുറഞ്ഞ,ਘੱਟੋ ਘੱਟ
കുറഞ്ഞ താപനില,ਘੱਟੋ ਘੱਟ ਤਾਪਮਾਨ
കുറഞ്ഞ ഉപയോഗയോഗ്യമായ ഫീൽഡ് കരുത്ത്,ਘੱਟੋ ਘੱਟ ਵਰਤੋਂ ਯੋਗ ਖੇਤਰ ਦੀ ਤਾਕਤ
ന്യൂനപക്ഷ കാരിയർ,ਘੱਟ ਗਿਣਤੀ ਕੈਰੀਅਰ
തെറ്റി വായിക്കുക,ਗਲਤ
