Telugu,Marathi
నాన్-కోరెంట్  మాడ్యులేషన్  వ్యవస్థ,सुसंगत  मॉड्यूलेशन  प्रणाली
నాన్-కాంపాక్ట్,नॉन-कॉम्पॅक्ट
నాన్-కంజుక్షన్,नॉन-कॉन्जंक्शन
కనెక్ట్ చేయబడలేదు  నిల్వ,कनेक्ट केलेले नाही  संचयन
కానిది కాదు  అంశం,संयुक्त  आयटम
కాని డేటా సమితి  క్లాకింగ్,डेटा सेट नाही  क्लॉकिंग
విధ్వంసక  కర్సర్,विनाकारण  कर्सर
విధ్వంసక  చదవండి,विनाकारण  वाचा
విధ్వంసక  ఆపరేషన్ చదవండి,विनाकारण  ऑपरेशन वाचा
నాన్ డిస్ట్రక్టివ్  చదవండి,विनाशकारी  वाचा
నాన్-డిటెర్మినిజం,नॉन-डिटेरिनिझम
నాన్-డిటెర్మినిస్టిక్  ఆటోమాటా,नॉन-डिस्ट्रिमिनिस्टिक  ऑटोमाटा
నాన్ డయల్ ట్రంక్,नॉन डायल ट्रंक
నాన్-డిస్జక్షన్,नॉन-डिस्झंक्शन
సమానత్వం కానిది,समानता नाही
సమానత్వం కానిది  గేట్,समानता नाही  गेट
సమానత్వం కానిది  ఆపరేషన్,समानता नाही  ऑपरेशन
సమానత్వం లేనిది  మూలకం,नॉन-समकक्षता  घटक
ఉరిహించలేనిది  మధ్యస్థం,नॉन-इरेबल  मध्यम
ఉరిహించలేనిది  ప్రోగ్రామబుల్  పరికరం,नॉन-इरेबल  प्रोग्राम करण्यायोग्य  साधन
ఉరిహించలేనిది  నిల్వ,नॉन-इरेबल  संचयन
పర్యవేక్షించని కీ,नॉन-एस्केपिंग की
అమలు చేయలేనిది  ప్రకటన,एक्झिक्युटेबल न करता  विधान
క్రమానుగత క్లస్టర్ విశ్లేషణ,नॉन-पदानुक्रमित क्लस्टर विश्लेषण
నాన్-ఇంపాక్ట్ ప్రింటర్,नॉन-इफेक्ट प्रिंटर
ఇంటరాక్టివ్ కానిది,परस्परविरोधी
నాన్-లీనియర్  వక్రీకరణ,रेखीय नसलेले  विकृती
నాన్-లీనియర్  సర్వోత్తమీకరణం,रेखीय नसलेले  सर्वोत्तमीकरण
నాన్-లీనియర్  ప్రోగ్రామింగ్,रेखीय नसलेले  प्रोग्रामिंग
నాన్-లీనియర్  రిగ్రెషన్ మోడల్,रेखीय नसलेले  रीग्रेशन मॉडेल
లోడలేనిది  అక్షర సమితి,लोड करण्यायोग्य  वर्ण संच
లోడ్ చేయని లైన్,नॉन-लोड लाइन
లాకింగ్ కానిది,नॉन-लॉकिंग
నాన్-మ్యాపింగ్  మోడ్,नॉन-मॅपिंग  मोड
నాన్ మెమరీ  సూచన  సూచన,नॉन-मेमरी  संदर्भ  सूचना
నాన్-నెగటివ్  సంఖ్య,नकारात्मक  क्रमांक
నాన్-ఆపరేషన్  సూచన,गैर-ऑपरेशन  सूचना
నాన్-రిమిటివ్  కేటాయింపు,नॉन-प्रीमेटिव्ह  वाटप
నాన్-ప్రొసిడరల్  భాష,नॉन-प्रक्रिया  इंग्रजी
నాన్-ప్రొసీజర్  ఆధారిత  భాష,नॉन-प्रक्रिया  देणारं  इंग्रजी
ఉత్పాదకత లేని  ఎన్నికలో,नॉन-प्रोडक्टिव्ह  मतदान
ఉత్పాదకత లేని  పని,नॉन-प्रोडक्टिव्ह  कार्य
ప్రోగ్రామ్ చేయబడలేదు  హాల్ట్,नॉन-प्रोग्राम केलेले  थांबवा
నాన్ రియల్ టైమ్  ప్రాసెసింగ్,रिअल-टाइम  प्रक्रिया
తిరిగి పొందలేనిది  లోపం,पुनर्प्राप्त करण्यायोग्य  त्रुटी
ప్రతిబింబించే సిరా,गैर-प्रतिबिंबित शाई
నాన్-రెసిడెంట్  స్థానం,अनिवासी  स्थिती
పునర్వినియోగపరచలేనిది,पुन्हा न करता येण्यासारख्या
నాన్-సిమల్టేనియస్ ట్రాన్స్మిషన్,बिगर समान प्रसारण
నిల్వ చేయని పరికరం,नॉन-स्टोरेज डिव्हाइस
నాన్-స్విచ్డ్ లైన్,नॉन-स्विच लाइन
నాన్-స్విచింగ్  కనెక్షన్,नॉन-स्विचिंग  कनेक्शन
నాన్-టెర్మినల్ నోడ్,टर्मिनल नोड
పారదర్శకంగా లేని  మోడ్,पारंपारिक गैर-पारदर्शक  मोड
అస్థిరత లేనిది  మెమరీ,नॉन-अस्थिर  मेमरी
నాన్-వోలేటైల్ రామ్,नॉन-अस्थिर रॅम
అస్థిర నిల్వ,नॉन-अस्थिर संचयन
బరువు లేని కోడ్,नॉन-वेटेड कोड
లేదు,नाही-ऑप
నో-ఆపరేషన్,गैर-ऑपरेशन
NOP సూచన,एनओपी सूचना
లేదా,किंवा नाही
లేదా మూలకం,किंवा घटक नाही
లేదా ఫంక్షన్,नाही कार्य
గేట్ లేదా గేట్,किंवा गेट
సాధారణ పరిచయం,सामान्य संपर्क
సాధారణ దిశ  ప్రవాహం,सामान्य दिशा  प्रवाह
సాధారణీకరించండి,सामान्यीकरण
సాధారణీకరించిన పరికరం  సమన్వయం,सामान्यीकृत डिव्हाइस  समन्वय
సాధారణీకరించిన రూపం,सामान्यीकृत फॉर्म
సాధారణం,सामान्य
సాధారణంగా మూసివేయబడుతుంది  సంప్రదించండి,सामान्यत: बंद  संपर्क
సాధారణంగా తెరిచి ఉంటుంది  సంప్రదించండి,सामान्यत: उघडा  संपर्क
సాధారణ ప్రతిస్పందన,सामान्य प्रतिसाद
సాధారణ పరీక్ష,मानदंड चाचणी
కాదు,नाही
కాదు మరియు,नाही आणि नाही
కాదు మరియు  ఆపరేషన్,नाही आणि नाही  ऑपरेशन
నాట్-బోత్  ఆపరేషన్ (ఆపరేషన్ (= కాని  సంయోక్ష),दोन्ही नाही  ऑपरेशन (= नॉन  संयोग)
సర్క్యూట్ కాదు,सर्किट नाही
మూలకం కాదు,घटक नाही
సమానత్వం కాదు  గేట్,समतुल्य नाही  गेट
గేట్ కాదు,गेट नाही
అప్పుడు కాదు  మూలకం,नाही-नंतर  घटक
అప్పుడు కాదు  (= మినహాయింపు),नाही-नंतर  (= बहिष्कार)
అప్పుడు కాదు  గేట్,नाही-नंतर  गेट
అప్పుడు కాదు  ఆపరేషన్,नाही-नंतर  ऑपरेशन
ఆపరేషన్ కాదు,ऑपरेशन नाही
కాదు. లేదా,नाही-किंवा नाही
కాదు. లేదా  ఆపరేషన్,नाही-किंवा नाही  ऑपरेशन
నాట్  పూరక  (= రాడిక్స్  పూర్తి),शून्य  पूरक  (= रेडिक्स  पूरक)
శూన్య రాష్ట్రం,शून्य राज्य
న్యూక్లియస్  ప్రారంభించడం  ప్రోగ్రామ్,न्यूक्लियस  आरंभिकरण  कार्यक्रम
శూన్య పాత్ర,शून्य वर्ण
శూన్య పాత్ర  స్ట్రింగ్,शून्य वर्ण  स्ट्रिंग
శూన్య చక్రం,शून्य चक्र
శూన్య డిటెక్టర్,शून्य डिटेक्टर
శూన్య రేఖ,शून्य ओळ
శూన్య జాబితా (= ఖాళీ  జాబితా),शून्य यादी (= रिक्त  यादी)
శూన్య లొకేటర్ విలువ,शून्य लोकेटर मूल्य
శూన్య రికార్డు,शून्य रेकॉर्ड
శూన్య స్ట్రింగ్ (= ఖాళీ స్ట్రింగ్),शून्य स्ट्रिंग (= रिक्त स्ट्रिंग)
నుల్ అణచివేత,एनयूएल दडपशाही
సంఖ్య నియంత్రణ,क्रमांक नियंत्रण
సంఖ్య క్రంచర్,क्रमांक क्रंचर
సంఖ్య జనరేటర్,क्रमांक जनरेटर
సంఖ్య సమూహం,क्रमांक गट
నంబరింగ్ ప్లాన్,क्रमांकन योजना
నంబరింగ్ ప్లాన్  ప్రాంతం,क्रमांकन योजना  क्षेत्र
సంఖ్య పరిధి,क्रमांक श्रेणी
సంఖ్య  ప్రాతినిథ్యం,क्रमांक  प्रतिनिधित्व
సంఖ్య  ప్రాతినిథ్యం  వ్యవస్థ,क्रमांक  प्रतिनिधित्व  प्रणाली
సంఖ్య క్రమం,क्रमांक क्रम
సంఖ్య సేవ,क्रमांक सेवा
సంఖ్య సేవ  ఆపరేటర్,क्रमांक सेवा  ऑपरेटर
సంఖ్యా వ్యవస్థ,संख्या प्रणाली
సంఖ్యా విశ్లేషణ,संख्यात्मक विश्लेषण
సంఖ్యా కోడ్,संख्यात्मक कोड
సంఖ్యా నియంత్రణ,संख्यात्मक नियंत्रण
సంఖ్యా డేటా,संख्यात्मक डेटा
సంఖ్యా సరళ  బీజగణితం,संख्यात्मक रेखीय  बीजगणित
సంఖ్యా స్థిరత్వం,संख्यात्मक स्थिरता
సంఖ్యా టేప్,संख्यात्मक टेप
సంఖ్యా అణు  చిహ్నం,संख्यात्मक अणु  चिन्ह
సంఖ్యా  బ్యాక్-స్పేస్  పాత్ర,संख्यात्मक  बॅक-स्पेस  वर्ण
సంఖ్యా బిట్ డేటా,संख्यात्मक बिट डेटा
సంఖ్యా పాత్ర,संख्यात्मक वर्ण
సంఖ్యా పాత్ర  సమాచారం,संख्यात्मक वर्ण  डेटा
సంఖ్యా పాత్ర  సెట్,संख्यात्मक वर्ण  सेट
సంఖ్యా పాత్ర  ఉపసమితి,संख्यात्मक वर्ण  सबसेट
సంఖ్యా కోడ్,संख्यात्मक कोड
సంఖ్యా-కోడెడ్  అక్షర సమితి,संख्यात्मक कोडेड  वर्ण संच
సంఖ్యా నియంత్రణ,संख्यात्मक नियंत्रण
సంఖ్యా డేటా,संख्यात्मक डेटा
సంఖ్యా సవరణ  పాత్ర,संख्यात्मक संपादित  वर्ण
సంఖ్యా అంశం,संख्यात्मक आयटम
సంఖ్యా అక్షరం,संख्यात्मक शाब्दिक
సంఖ్యా ప్యాడ్,संख्यात्मक पॅड
సంఖ్యా పంచ్,संख्यात्मक पंच
సంఖ్యా  ప్రాతినిథ్యం,संख्यात्मक  प्रतिनिधित्व
సంఖ్యా షిఫ్ట్,संख्यात्मक शिफ्ट
సంఖ్యా స్థలం  పాత్ర,संख्यात्मक जागा  वर्ण
సంఖ్యా స్ట్రింగ్,संख्यात्मक स्ट्रिंग
సంఖ్యా పదం,संख्यात्मक शब्द
నైబుల్,Nybble
నైక్విస్ట్ రేటు,Nyquist दर
ఆబ్జెక్ట్ ఆర్కిటెక్చర్  (ఆబ్జెక్ట్ ఓరియంటెడ్  వాస్తుశిల్పం),ऑब्जेक्ट आर्किटेक्चर  (ऑब्जेक्ट-देणारं  आर्किटेक्चर)
ఆబ్జెక్ట్ కోడ్,ऑब्जेक्ट कोड
ఆబ్జెక్ట్ కోడ్  అనుకూలత,ऑब्जेक्ट कोड  सुसंगतता
ఆబ్జెక్ట్ కంప్యూటర్,ऑब्जेक्ट संगणक
ఆబ్జెక్ట్ డెక్,ऑब्जेक्ट डेक
ఆబ్జెక్ట్ డెఫినిషన్,ऑब्जेक्ट व्याख्या
ఆబ్జెక్టివ్ ఫంక్షన్,वस्तुनिष्ठ कार्य
ఆబ్జెక్ట్ లాంగ్వేజ్,ऑब्जेक्ट भाषा
ఆబ్జెక్ట్ లైబ్రరీ,ऑब्जेक्ट लायब्ररी
ఆబ్జెక్ట్ మెషిన్,ऑब्जेक्ट मशीन
ఆబ్జెక్ట్ మోడల్,ऑब्जेक्ट मॉडेल
ఆబ్జెక్ట్ మాడ్యూల్,ऑब्जेक्ट मॉड्यूल
ఆబ్జెక్ట్ మాడ్యూల్  గ్రంధాలయం,ऑब्जेक्ट मॉड्यूल  लायब्ररी
ఆబ్జెక్ట్ ఓరియంటెడ్  వాస్తుశిల్పం,ऑब्जेक्ट-देणारं  आर्किटेक्चर
ఆబ్జెక్ట్ ఓరియంటెడ్  భాష,ऑब्जेक्ट देणारं  इंग्रजी
ఆబ్జెక్ట్ ప్యాక్,ऑब्जेक्ट पॅक
ఆబ్జెక్ట్ దశ,ऑब्जेक्ट फेज
ఆబ్జెక్ట్ ప్రోగ్రామ్,ऑब्जेक्ट प्रोग्राम
ఆబ్జెక్ట్ రొటీన్,ऑब्जेक्ट रूटीन
ఆబ్జెక్ట్ సమయం,ऑब्जेक्ट वेळ
ఆక్టల్ కోడ్,ऑक्टल कोड
అష్ట అంకె,ऑक्टल अंक
అష్ట సంఖ్య,ऑक्टल नंबर
అష్ట సంఖ్య  వ్యవస్థ,ऑक्टल नंबर  प्रणाली
అక్టోనరీ,ऑक्टोनरी
బేసి-ఈవెన్ చెక్,विचित्र-अगदी चेक
బేసి-ఈవెన్ పదం  సమయం,विचित्र-इव्हन शब्द  वेळ
బేసి సమానత్వం,विचित्र समता
బేసి పారిటీ చెక్,विचित्र समता तपासणी
ఆఫీస్ ఆటోమేషన్,कार्यालय ऑटोमेशन
కార్యాలయ సమాచారం  వ్యవస్థ,कार्यालयीन माहिती  प्रणाली
ఆఫ్-లైన్,ऑफ-लाइन
ఆఫ్-లైన్ పరికరాలు,ऑफ-लाइन उपकरणे
ఆఫ్-లైన్ మోడ్,ऑफ-लाइन मोड
ఆఫ్-లైన్ ప్రాసెసింగ్,ऑफ-लाइन प्रक्रिया
ఆఫ్-లైన్ నిల్వ,ऑफ-लाइन स्टोरेज
ఆఫ్-లైన్ వ్యవస్థ,ऑफ-लाइन सिस्टम
ఆఫ్-లైన్ యూనిట్,ऑफ-लाइन युनिट
ఆఫ్‌సెట్,ऑफसेट
ఆఫ్‌సెట్ పంచ్,ऑफसेट पंच
ఆఫ్‌సెట్ స్టాకర్,ऑफसेट स्टॅकर
ఆఫ్‌సెట్ సిస్టమ్,ऑफसेट सिस्टम
ఆఫ్‌సెట్ వేరియబుల్,ऑफसेट व्हेरिएबल
సమయం ముగిసింది,रिकामा वेळ
బిట్ మీద,बिट वर
ఆన్-చిప్ నియంత్రణ  లాజిక్,ऑन-चिप नियंत्रण  तर्कशास्त्र
షరతుపై,अटीवर
డిమాండ్ వ్యవస్థపై,मागणी प्रणालीवर
వన్-అడ్రస్,एक-पत्ता
వన్-అడ్రస్  సూచన,एक-पत्ता  सूचना
వన్-చిప్,एक-चिप
ఒక డైమెన్షనల్  భాష,एक-आयामी  इंग्रजी
ఒక-మూలకం,एक-एलिमेंट
వన్-ఫర్-వన్,एकासाठी एक
వన్-ఫర్-వన్  అనువాదం,एकासाठी एक  अनुवाद
ఒక గేట్ (= = లేదా  గేట్),एक गेट (= किंवा  गेट)
ఒక-స్థాయి చిరునామా,एक-स्तरीय पत्ता
ఒక-స్థాయి కోడ్,एक-स्तरीय कोड
ఒక-స్థాయి స్టోర్,एक-स्तरीय स्टोअर
ఒక స్థాయి  సబ్‌ట్రౌటిన్,एक-स्तरीय  सबरूटिन
ఒక-అవుట్పుట్,एक आउटपुट
వన్-షాట్ సర్క్యూట్,एक-शॉट सर्किट
వన్-స్టాప్ ఆపరేషన్,एक स्टॉप ऑपरेशन
ముఖాముఖి  సమీకరించేవాడు,एक ते एक  असेंबलर
ముఖాముఖి  ఫంక్షన్,एक ते एक  कार्य
ఒకటి నుండి ఒకటి  ఫంక్షన్,एक ते एक वर  कार्य
ఒక మార్గం  కమ్యూనికేషన్,एकेरि मार्ग  संप्रेषण
వన్ వే లింక్డ్ లిస్ట్,एक मार्ग जोडलेली यादी
వన్-వే  ప్రసార,एकेरि मार्ग  संसर्ग
వన్-వే ట్రంక్,एक-वे ट्रंक
ఆన్-లైన్,ऑनलाईन
ఆన్-లైన్ బ్యాచ్  ప్రాసెసింగ్,ऑनलाईन बॅच  प्रक्रिया
ఆన్-లైన్  కమ్యూనికేషన్,ऑनलाईन  संप्रेषण
ఆన్-లైన్ డయాగ్నస్టిక్స్,ऑनलाईन डायग्नोस्टिक्स
ఆన్-లైన్ పరికరాలు,ऑनलाईन उपकरणे
ఆన్-లైన్ ఫ్లై,ऑनलाईन फ्लाय
ఆన్-లైన్ ఇన్పుట్,ऑनलाईन इनपुट
ఆన్-లైన్ మోడ్,ऑनलाईन मोड
ఆన్-లైన్ ప్లాటర్,ऑनलाईन प्लॉटर
ఆన్-లైన్ ప్రాసెసింగ్,ऑनलाईन प्रक्रिया
ఆన్-లైన్ ప్రోగ్రామ్  అభివృద్ధి,ऑनलाईन प्रोग्राम  विकास
ఆన్-లైన్  ప్రోగ్రామింగ్,ऑनलाईन  प्रोग्रामिंग
ఆన్‌లైన్ శోధన,ऑनलाईन शोध
ఆన్-లైన్ నిల్వ,ऑनलाईन स्टोरेज
ఆన్-లైన్ సిస్టమ్,ऑनलाईन सिस्टम
ఆన్-లైన్ టెర్మినల్,ऑनलाईन टर्मिनल
ఆన్-లైన్ టెర్మినల్  పరీక్ష,ऑनलाईन टर्मिनल  चाचणी
ఆన్-లైన్ పరీక్ష,ऑनलाईन चाचणी
ఆన్-లైన్ పరీక్ష వ్యవస్థ,ऑनलाईन चाचणी प्रणाली
ఆన్-లైన్ యూనిట్,ऑनलाईन युनिट
ఫంక్షన్‌లో,फंक्शन वर
ఓపెన్ చిరునామా,उघडा पत्ता
ఓపెన్ కోడ్,ओपन कोड
ఓపెన్ కలెక్టర్,खुले जिल्हाधिकारी
ఓపెన్ కలెక్టర్  పరికరం,खुले जिल्हाधिकारी  साधन
ఓపెన్ కాంటాక్ట్ టోన్,संपर्क टोन उघडा
అవధులు లేకుండుట,ओपन-एन्ड
ఓపెన్-ఎండ్ లైన్,ओपन-एन्ड लाइन
ఫైలును తెరవండి,फाईल उघडा
ఓపెన్ లూప్ కంట్రోల్,ओपन लूप नियंत्रण
ఓపెన్ లూప్ సిస్టమ్,ओपन लूप सिस्टम
ఓపెన్ నంబరింగ్,ओपन नंबरिंग
ఓపెన్ రొటీన్,नित्यक्रम उघडा
ఓపెన్ షాప్,खुले दुकान
ఓపెన్ షాప్  ఆపరేషన్,खुले दुकान  ऑपरेशन
ఓపెన్ సబ్‌ట్రౌటిన్,सबरूटिन उघडा
ఓపెన్ సిస్టమ్,ओपन सिस्टम
ఓపెన్ సిస్టమ్స్  ఇంటర్ కనెక్షన్,ओपन सिस्टम  इंटरकनेक्शन
ఓపెన్ సిస్టమ్స్  ఇంటర్‌వర్కింగ్,ओपन सिस्टम  इंटरवर्किंग
ఓపెన్ వైర్,ओपन वायर
ఓపెన్-వైర్ లైన్,ओपन-वायर लाइन
ఒపెరాండ్,ऑपरेंड
ఆపరేషన్ ఫీల్డ్,ऑपरेंड फील्ड
మోడ్ ఆపరేట్ చేయండి,ऑपरेट मोड
ఆపరేటింగ్ ఆలస్యం,ऑपरेटिंग विलंब
ఆపరేటింగ్  పర్యావరణం,ऑपरेटिंग  वातावरण
ఆపరేటింగ్ పరిధి,ऑपरेटिंग श्रेणी
ఆపరేటింగ్ నిష్పత్తి,ऑपरेटिंग रेशो
ఆపరేటింగ్ స్థలం,ऑपरेटिंग स्पेस
ఆపరేటింగ్ సిస్టమ్,ऑपरेटिंग सिस्टम
ఆపరేటింగ్ సిస్టమ్  ఫంక్షన్,ऑपरेटिंग सिस्टम  कार्य
ఆపరేటింగ్ సమయం,ऑपरेटिंग वेळ
ఆపరేటింగ్ వోల్టేజ్  సూచిక,ऑपरेटिंग व्होल्टेज  सूचक
ఆపరేషన్,ऑपरेशन
కార్యాచరణ  పాత్ర,कार्यरत  वर्ण
కార్యాచరణ మోడ్,ऑपरेशनल मोड
కార్యాచరణ సంకేతం,ऑपरेशनल चिन्ह
కార్యాచరణ యూనిట్,ऑपरेशनल युनिट
కార్యాచరణ పదం,ऑपरेशनल शब्द
ఆపరేషన్ కోడ్,ऑपरेशन कोड
ఆపరేషన్ నియంత్రణ  భాష,ऑपरेशन नियंत्रण  इंग्रजी
ఆపరేషన్ నియంత్రణ  ప్రకటన,ऑपरेशन नियंत्रण  विधान
ఆపరేషన్ చక్రం,ऑपरेशन सायकल
ఆపరేషన్ డీకోడర్,ऑपरेशन डीकोडर
ఆపరేషన్  వ్యక్తీకరణ,ऑपरेशन  अभिव्यक्ती
ఆపరేషన్ ఫీల్డ్,ऑपरेशन फील्ड
ఆపరేషన్ సంఖ్య,ऑपरेशन क्रमांक
ఆపరేషన్ భాగం,ऑपरेशन भाग
ఆపరేషన్ నిష్పత్తి,ऑपरेशन रेशो
కార్యకలాపాల విశ్లేషణ  (= కార్యకలాపాలు  పరిశోధన),ऑपरेशन्स विश्लेषण  (= ऑपरेशन्स  संशोधन)
కార్యకలాపాల నియంత్రణ,ऑपरेशन्स कंट्रोल
కార్యకలాపాలు  మల్టీ టాస్క్,ऑपरेशन्स  बहु कार्य
ఆపరేషన్ సమయం,ऑपरेशन वेळ
ఆపరేటర్,ऑपरेटर
ఆపరేటర్  అధికారం  రికార్డ్,ऑपरेटर  अधिकृतता  विक्रम
ఆపరేటర్  కమాండ్,ऑपरेटर  आज्ञा
ఆపరేటర్ కన్సోల్,ऑपरेटर कन्सोल
ఆపరేటర్ నియంత్రణ  భాష,ऑपरेटर नियंत्रण  इंग्रजी
ఆపరేటర్ నియంత్రణ  ప్యానెల్,ऑपरेटर नियंत्रण  पॅनेल
ఆపరేటర్ లోపం,ऑपरेटर त्रुटी
ఆపరేటర్ మార్గదర్శకత్వం  కోడ్,ऑपरेटर मार्गदर्शन  कोड
ఆపరేటర్  జోక్యం  విభాగం,ऑपरेटर  हस्तक्षेप  विभाग
ఆపరేటర్ సందేశం,ऑपरेटर संदेश
ఆపరేటర్ భాగం,ऑपरेटर भाग
ఆపరేటర్ ట్రంక్,ऑपरेटर ट्रंक
OP రిజిస్టర్,ओपी रजिस्टर
ఆప్టికల్ బైనరీ  శోధన చెట్టు,ऑप्टिकल बायनरी  शोध वृक्ष
ఆప్టికల్ పాత్ర  గుర్తింపు,ऑप्टिकल वर्ण  ओळख
ఆప్టికల్ ఫైబర్,ऑप्टिकल फायबर
ఆప్టికల్ ఫాంట్,ऑप्टिकल फॉन्ट
ఆప్టికల్ మార్క్  పఠనం,ऑप्टिकल मार्क  वाचन
ఆప్టికల్ మెమరీ,ऑप्टिकल मेमरी
ఆప్టికల్ రీడర్,ऑप्टिकल रीडर
ఆప్టికల్ స్కానర్,ऑप्टिकल स्कॅनर
ఆప్టికల్ స్కానింగ్,ऑप्टिकल स्कॅनिंग
ఆప్టికల్ మంత్రదండం,ऑप्टिकल कांडी
సరైన విలీనం  చెట్టు,इष्टतम विलीनीकरण  झाड
సర్వోత్తమీకరణం,सर्वोत्तमीकरण
ఆప్టిమం కోడింగ్,इष्टतम कोडिंग
వాంఛనీయ  ప్రోగ్రామింగ్,इष्टतम  प्रोग्रामिंग
ఎంపిక,पर्याय
ఐచ్ఛిక హాల్ట్  సూచన,पर्यायी थांब  सूचना
ఐచ్ఛిక విరామం  సూచన,पर्यायी विराम द्या  सूचना
ఐచ్ఛిక స్టాప్  సూచన,पर्यायी स्टॉप  सूचना
ఐచ్ఛిక పదం,पर्यायी शब्द
ఎంపిక జాబితా,पर्याय यादी
ఆప్టో కప్లర్,ऑप्टो कपलर
ఆప్టోఎలక్ట్రానిక్స్,ऑप्टोइलेक्ट्रॉनिक्स
ఆప్టోఎలెక్ట్రానిక్  సాంకేతికం,ऑप्टोइलेक्ट्रॉनिक  तंत्रज्ञान
Optoisolater,ऑप्टोइसोलॅटर
లేదా,किंवा
లేదా సర్క్యూట్,किंवा सर्किट
ఆర్డర్ చేసిన చెట్టు,ऑर्डर केलेले झाड
ఆర్డరింగ్ బయాస్,बायस ऑर्डर करणे
ఆర్డరింగ్ రిలేషన్,ऑर्डर संबंध
ఆర్డర్ గణాంకాలు,ऑर्डर आकडेवारी
ఆర్డర్ వైర్ సర్క్యూట్లు  (= ఆర్డర్ సర్క్యూట్),ऑर्डर वायर सर्किट्स  (= ऑर्डर सर्किट)
ఆర్డర్ వైర్  మల్టీప్లెక్స్,ऑर्डर वायर  मल्टीप्लेक्स
సాధారణ చిహ్నం,सामान्य प्रतीक
లేదా మూలకం,किंवा घटक
సంస్థాగత  సమాచారం  వ్యవస్థ,संघटनात्मक  माहिती  प्रणाली
లేదా గేట్,किंवा गेट
అసలు భాష,मूळ भाषा
లేదా మిక్సర్,किंवा मिक्सर
లేదా ఆపరేషన్,किंवा ऑपरेशन
ఆర్తోగోనల్  విశ్లేషణ,ऑर्थोगोनल  विश्लेषण
ఆర్తోగోనల్ ప్రాతిపదిక,ऑर्थोगोनल आधार
ఆర్తోగోనల్ జాబితా,ऑर्थोगोनल यादी
ఆర్తోగోనల్  మెమరీ,ऑर्थोगोनल  मेमरी
ఆర్థోనార్మల్  విశ్లేషణ,ऑर्थोनॉर्मल  विश्लेषण
డోలనం చేసే విధమైన,ओसीलेटिंग क्रमवारी
అవుట్ కనెక్టర్,कनेक्टर आउट
అవుట్ డిగ్రీ,बाहेर पदवी
బాహ్య కోడ్,बाह्य कोड
అవుట్లర్  మాక్రోఇన్స్ట్రక్షన్,आउटलर  मॅक्रोइन्स्ट्रक्शन
అవుట్పుట్,आउटपुट
అవుట్పుట్ ప్రాంతం,आउटपुट क्षेत्र
అవుట్పుట్ వాదన,आउटपुट प्रतिपादन
అవుట్పుట్ బ్లాక్,आउटपुट ब्लॉक
అవుట్పుట్ నిరోధించడం  కారకం,आउटपुट अवरोधित करणे  घटक
అవుట్పుట్ సామర్ధ్యం,आउटपुट क्षमता
అవుట్పుట్ సామర్థ్యం,आउटपुट क्षमता
అవుట్పుట్ ఛానెల్,आउटपुट चॅनेल
అవుట్పుట్ డేటా,आउटपुट डेटा
అవుట్పుట్ పరికరం,आउटपुट डिव्हाइस
అవుట్పుట్ ఫైల్,आउटपुट फाइल
అవుట్పుట్ జాబ్ స్ట్రీమ్  (= అవుట్పుట్  స్ట్రీమ్),आउटपुट जॉब स्ट्रीम  (= आउटपुट  प्रवाह)
అవుట్పుట్ లిమిటెడ్  ప్రక్రియ,आउटपुट मर्यादित  प्रक्रिया
అవుట్పుట్ లిమిటెడ్  వ్యవస్థ,आउटपुट मर्यादित  प्रणाली
అవుట్పుట్ మాడ్యూల్,आउटपुट मॉड्यूल
అవుట్పుట్ ఆదిమ,आउटपुट आदिम
అవుట్పుట్ ప్రక్రియ,आउटपुट प्रक्रिया
అవుట్పుట్ ప్రోగ్రామ్,आउटपुट प्रोग्राम
అవుట్పుట్ ప్రోగ్రామ్  మాడ్యూల్,आउटपुट प्रोग्राम  मॉड्यूल
అవుట్పుట్ పంచ్,आउटपुट पंच
అవుట్పుట్ క్యూ,आउटपुट रांग
అవుట్పుట్ రిజిస్టర్,आउटपुट रजिस्टर
అవుట్పుట్ రిజిస్టర్  బఫర్,आउटपुट रजिस्टर  बफर
అవుట్పుట్ రొటీన్,आउटपुट दिनचर्या
అవుట్పుట్ రొటీన్  జనరేటర్,आउटपुट दिनचर्या  जनरेटर
అవుట్పుట్ స్థితి,आउटपुट राज्य
అవుట్పుట్ స్టేట్మెంట్,आउटपुट स्टेटमेंट
అవుట్పుట్ స్ట్రీమ్,आउटपुट प्रवाह
అవుట్పుట్ టేప్  సార్టింగ్,आउटपुट टेप  वर्गीकरण
అవుట్పుట్ యూనిట్,आउटपुट युनिट
అవుట్పుట్ వర్క్ క్యూ,आउटपुट कार्य रांग
అవుట్పుట్ రచయిత,आउटपुट लेखक
స్పూల్ ప్రాంతం,बाहेर स्पूल क्षेत्र
అధిక సామర్థ్యం,जास्त क्षमता
ఓవర్ఫ్లో,ओव्हरफ्लो
ఓవర్ఫ్లో చెక్,ओव्हरफ्लो चेक
ఓవర్ఫ్లో కండిషన్,ओव्हरफ्लो अट
ఓవర్ఫ్లో లోపం,ओव्हरफ्लो त्रुटी
ఓవర్ఫ్లో మినహాయింపు,ओव्हरफ्लो अपवाद
ఓవర్ఫ్లో ఫీల్డ్,ओव्हरफ्लो फील्ड
ఓవర్ఫ్లో సూచిక,ओव्हरफ्लो निर्देशक
ఓవర్ఫ్లో స్థానం,ओव्हरफ्लो स्थिती
