Telugu,Kannada
పురుగుల తెగులు,ಕೀಟ ಕೀಟ
పురుగు,ಕೀಟಸಾಮಾನ್ಯ
పురుగుమందు,ಕೀಟನಾಶಕ
పురుగుమందు,ಕೀಟಭಾರಿಯ
ఇన్సోలేషన్,ಬಿಸಿಲು
కరగని,ಬಿಡಿಸಲಾಗದ
నాడులు,ಇನ್ಸ್ಟಾರ್ (ಕೀಟ)
ఇన్సులేటర్,ನಿರಂಕುಶಾಧಿಕಾರಿ
ఇంటిగ్రేటెడ్ డిసీజ్ మేనేజ్‌మెంట్,ಸಂಯೋಜಿತ ರೋಗ ನಿರ್ವಹಣೆ
ఇంటిగ్రేటెడ్ పోషక నిర్వహణ,ಸಂಯೋಜಿತ ಪೋಷಕಾಂಶಗಳ ನಿರ್ವಹಣೆ
ఇంటిగ్రేటెడ్ పెస్ట్ మేనేజ్‌మెంట్,ಸಂಯೋಜಿತ ಕೀಟ ನಿರ್ವಹಣೆ
తీవ్రత,ತೀವ್ರಗೊಳಿಸುವಿಕೆ
ఇంటెన్సివ్,ತೀವ್ರ
ఇంటర్‌క్రాప్,ಅಂತರ್ರೋಗ
(పరస్పర కల్చే,ಅಂತರಸಂಪರ್ಕ (ಅಂತರಸಂಪರ್ಕ)
వడ్డీ,ಆಸಕ್ತಿ
ఇంటర్నోడ్,ಅಂತರಪರ್ -ಆವರಣ
కణ విభజన,ಇಂಟರ್ಫೇಸ್ (ಕೋಶ ವಿಭಾಗ)
ఇంటర్‌పోలేషన్,ರಾಕ್ಷಸ
ఇంటర్-స్టెరైల్,ಅಂತರ್ರೋಗದ
జాబితా,ದಾಸ್ತಾನು
విలోమం,ವಿಪರ್ಯ
Insucre,ಆಕ್ರೋಶ
అయాన్,ಅಯಾನು
వికిరణం,ವಿಕಿರಣ
నీటిపారుదల,ನೀರಾವರಿ
ISO యుగ్మ వికల్పాలు,ಐಸೊ ಆಲೀಲ್ಸ್
ISO ఉత్పత్తి వక్రత,ಐಎಸ್ಒ ಉತ್ಪನ್ನ ಕರ್ವ್
ఐసోబార్,ಐಸೋಬಾರ್
ఐసోగామి,ಐಸೊಗಾಮಿ
ఐసోలేషన్ దూరం,ಪ್ರತ್ಯೇಕತೆ
ఐసోప్లాయిడ్,ಸಮೋಪ್ಸುಯು
ఐసోక్వాంట్,ಲೋಕದ
ఐసోటోప్,ಐಸೋಟೋಪ್
ఇండియన్ బిర్చ్,ಭಾರತೀಯ ಬರ್ಚ್
ఇండియన్ బ్లూ పైన్,ಭಾರತೀಯ ನೀಲಿ ಪೈನ್
భారతీయ చెర్రీ,ಭಾರತೀಯ ಚೆರ್ರಿ
భారతీయ జునిపెర్,ಭಾರತೀಯ ಜುನಿಪರ್
భారతీయ కినో చెట్టు,ಭಾರತೀಯ ಕಿನೋ ಮರ
భారతీయ లారల్ చెట్టు,ಭಾರತೀಯ ಲೌರಲ್ ಮರ
భారతీయ పిచ్చి,ಭಾರತೀಯ ಹುಚ್ಚು
ఇండియన్ మాడ్లర్,ಭಾರತೀಯ ಹುಚ್ಚು
ఇండియన్ పోడో ఫైలం,ಭಾರತೀಯ ಪೊಡೊ ಫೈಲಮ್
ఇండిగో,ಇಂಡಿಗೊ
ఇటాలియన్ మిల్లెట్,ಇಟಲಿಯ ರಾಗಿ
ఐవరీ ట్రీ,ದಂತ ಮರ
ఐవీ పొట్లకాయ/చిన్న పొట్లకాయ,ಐವಿ ಗೌರ್ಡ್/ಲಿಟಲ್ ಸೋರೆಕಾಯಿ
బెల్లం,ನುಗ್ಗಿ
జపోనికా రైస్,ಜಪೋನಿಕಾ ಅಕ್ಕಿ
జాసిద్,ಜಲಾರತಿ
జవానికా రైస్,ಜಾವಾನಿಕಾ ಅಕ್ಕಿ
జెల్లింగ్,ಕವಣೆ
H ుమ్ సాగు,ಜಮ್ ಕೃಷಿ
జంపింగ్ జన్యువు,ಜಿಗಿಯುವ ಜೀನ್
జంక్ DNA,ಜಲ್ಲಿಕ
బాల్య దశ,ಬಾಲಕಿಯ ಹಂತ
జాకరంద,ಸ ೦ ಗಂಗಲ
జాక్‌ఫ్రూట్,ಜಕ್ಕೆ
జామున్,ಜಾಮಿನ
జాస్మిన్,ಮಲ್ಲಿಗೆ
జట్టి ఖట్టి,ಜಟ್ಟಿ ಖಟ್ಟಿ
జాట్రోఫా,ಜಾಟ್ರೋಫಾ
జనపనార,ದಣಿಸು
జాసిడ్స్,ಜಸ್ಸಿಡ್ಸ್
కయోలిన్,ಕವಣೆ
KAOLINITE,ಕ್ವಾಲಿನೈಟ್
KAOLINITE,ಕ್ವಾಲಿನೈಟ್
కారింగైమా,ಕರಿಚೈಮಾ
కారియోడెస్మా,ಕಸಪೋಕ್ತಿ
కార్యోగామి,ಕಟೋಗಮಿ
కర్ణభ్యాసనము,ಕ್ಯಾರೋಗ್ರಾಮ್ (ಇಡಿಯೋಗ್ರಾಮ್)
కారియోకినిసిస్,ಕರಿಯೊಕಿನಿಸ್
కార్యాలజీ,ಸ್ವಾರಸ್ಯ
కారియోలిసిస్,ಕಸಪಂಕ್ತಿ
కారియన్,ಕರಿಯಾನ್
కార్యోటైప్,ಬಾವ್ಯ
అల్గ,ಕೆಲ್ಪ್ (ಪಾಚಿ)
కెల్విన్ సైకిల్,ಕೆಲ್ವಿನ್ ಚಕ್ರ
కెరాటిన్,ಕಸ
కెర్నల్,ಪಟಲ
ఖైరా వ్యాధి,ಖೈರಾ ಕಾಯಿಲೆ
ఖరీఫ్,ಖಾರಿಫ್
తమాషా,ತಮಾಷೆ
కైనెటోచోర్,ಧನಸಹಾಯ
వంటగది తోట,ಅಡಿಗೆಮನೆ
క్లీన్ఫిల్టర్ సిండ్రోమ్,ಕ್ಲೈನ್‌ಫಿಲ್ಟರ್ ಸಿಂಡ್ರೋಮ್
Klenow భాగం,ಕ್ಲೆನೋ ತುಣುಕು
ముడి,ಗಲಾಟೆ
కోచ్ యొక్క పోస్టులేట్,ಕೋಚ್ ಅವರ ಪೋಸ್ಟ್ಯುಲೇಟ್
కొరిమి,ಕೊಪ್ಪೆನ್ಸ್ ವರ್ಗೀಕರಣ (ಹವಾಮಾನ)
క్రెబ్స్ చక్రం,ಕ್ರೆಬ್ಸ್ ಚಕ್ರ
కుర్టోసిస్,ಕರ್ಟಿಸಿಸ್
KVK,ಕೆವಿಕೆ (ಕೃಷಿ ವ್ಯರ್ಥಾದ ಕೇಂದ್ರ)
కడమ్,ಕಾದಮ್
కాలే,ಕಾಲ್ನಡಸು
కాన్స్ గడ్డి,ಕಾನ್ಸ್ ಹುಲ್ಲು
కరోండా,ಕರೋಂಡ
"కిడ్నీ బీన్, రాజ్మా","ಕಿಡ್ನಿ ಬೀನ್, ರಾಜ್ಮಾ"
కివిఫ్రియుట్,ಕಿವಿಫ್ರೂಟ್
నోల్ ఖోల్,ನಾಲ್ ಖೋಲ್
కోడాంపులి,ಕಾದು
కోడో మిల్లెట్,ಕಾದೋ ರಾಗಿ
కోకామ్ బటర్ ట్రీ (మాంగోస్టీన్),ಕೊಕಾಮ್ ಬೆಣ್ಣೆ ಮರ (ಮ್ಯಾಂಗೋಸ್ಟೀನ್)
ఖాప్రా బీటిల్,ಖಮ್ರ ಜೀರುಂಡೆ
L.D.50 (ప్రాణాంతక మోతాదు 50),ಎಲ್.ಡಿ.50 (ಮಾರಕ ಡೋಸ್ 50)
ల్యాబ్ టు ల్యాండ్,ಲ್ಯಾಂಡ್ ಟು ಲ್ಯಾಂಡ್
లేబుల్,ಹದಗೆಟ್ಟ
శ్రమ,ದುಡಿಮೆ
లాక్ ఒపెరాన్ మోడల్,ಲ್ಯಾಕ್ ಒಪೆರಾನ್ ಮಾದರಿ
చనుబాలివ్వడం,ಪಾದಚಾರಿ
క్షీరసమూరం,ಲ್ಯಾಕ್ಟೋಜೆನಿಕ್ ಹಾರ್ಮೋನ್ (ಪ್ರೊಲ್ಯಾಕ್ಟಿನ್)
లాక్టోస్,ಕ್ಷೀರ
లాగింగ్ స్ట్రాండ్,ಹಿಂದುಳಿಯುವ ಎಳ
లాంబ్డా క్లోనింగ్ వెక్టర్,ಲ್ಯಾಂಬ್ಡಾ ಕ್ಲೋನಿಂಗ್ ವೆಕ್ಟರ್
లామినార్ గాలి ప్రవాహం,ಲ್ಯಾಮಿನಾರ್ ಗಾಳಿಯ ಹರಿವು
దీపం బ్రష్ క్రోమోజోమ్,ದೀಪದ ಕ್ರೋಮೋಸೋಮ್
భూమి,ನೆಲ
భూమి సామర్థ్య వర్గీకరణ,ಭೂ ಸಾಮರ್ಥ್ಯ ವರ್ಗೀಕರಣ
భూమి సామర్థ్య పటం,ಭೂ ಸಾಮರ್ಥ್ಯದ ನಕ್ಷೆ
భూమి క్షీణత,ಭೂ ಅವನತಿ
భూమి సమాన నిష్పత్తి,ಭೂ ಸಮಾನ ಅನುಪಾತ
ల్యాండ్ లెవలింగ్,ಭೂ ಸ್ಥಾನ
భూమి పునరుద్ధరణ,ಭೂ ಸುಧಾರಣೆ
ల్యాండ్ స్కేపింగ్,ಭೂದೃಶ್ಯ
భూమి అనుకూలత,ಭೂ ಸೂಕ್ತತೆ
భూ వినియోగ విధానం,ಭೂ ಬಳಕೆಯ ಮಾದರಿ
లాంగర్‌హాన్స్ కణాలు,ಲ್ಯಾಂಗರ್‌ಹ್ಯಾನ್ಸ್ ಕೋಶಗಳು
లోపం రేటు,ಕಳೆದುಹೋಗುವ ದರ
లార్వా,ಲಾರ್ವಾಗಳು
జాప్యం,ಸುಪ್ತತೆ
గుప్త,ಸುಪ್ತ
గుప్త సంక్రమణ,ಸುಪ್ತ ಸೋಂಕು
పార్శ్వ,ಪಾರ್ಶ್ವದ
లాటరైట్ నేలలు,ಲ್ಯಾಟೈಟ್ ಮಣ್ಣು
రబ్బరు పాలు,ಜರಡಿ
లాథరిజం,ತತ್ತ್ವ
లాటిన్ స్క్వేర్ డిజైన్ (ఎల్‌ఎస్‌డి),ಲ್ಯಾಟಿನ್ ಸ್ಕ್ವೇರ್ ವಿನ್ಯಾಸ (ಎಲ್ಎಸ್ಡಿ)
లాటిస్,ಚೂರುಪಟ್ಟು
కంపన ప్రయోజనం యొక్క చట్టం,ಕನ್ವರ್ಸಿಟಿವ್ ಬೆನಿಫೇಜ್ ಕಾನೂನು
స్థిరమైన రాబడి యొక్క చట్టం,ನಿರಂತರ ಆದಾಯದ ಕಾನೂನು
రాబడిని తగ్గించే చట్టం,ರಿಟರ್ನ್ಸ್ ಕಡಿಮೆಯಾಗುವ ಕಾನೂನು
పెరుగుతున్న చట్టం,ಹೆಚ್ಚುತ್ತಿರುವ ಮರುಪರಿಶೀಲಿಸುವ ಕಾನೂನು
కారకాలు పరిమితం చేసే చట్టం,ಅಂಶಗಳನ್ನು ಸೀಮಿತಗೊಳಿಸುವ ಕಾನೂನು
కనీస చట్టం,ಕನಿಷ್ಠ ಕಾನೂನು
ప్రత్యామ్నాయ చట్టం,ಬದಲಿ ಕಾನೂನು
వేరియబుల్ నిష్పత్తుల చట్టం,ವೇರಿಯಬಲ್ ಅನುಪಾತಗಳ ಕಾನೂನು
పొర,ಹರಿ
లేఅవుట్,ಲೆಔಟ್
లీచేట్,ಚೂರು
లీచింగ్ సామర్థ్యం,ಸೋರಿಕೆ ದಕ್ಷತೆ
లీచింగ్ అవసరం,ಲೀಚಿಂಗ್ ಅವಶ್ಯಕತೆ
ప్రముఖ స్ట్రాండ్,ಪ್ರಮುಖ ಎಳೆಯ
ఆకు ప్రాంతం వ్యవధి,ಎಲೆ ಪ್ರದೇಶದ ಅವಧಿ
ఆకు ప్రాంత సూచిక,ಎಲೆ ಪ್ರದೇಶದ ಸೂಚ್ಯಂಕ
ఆకు ప్రాంత నిష్పత్తి,ಎಲೆ ಪ್ರದೇಶ ಅನುಪಾತ
ఆకు మైనర్,ಎಲೆಗಾರ
ఆకు పరీక్ష,ಪಟ ಪರೀಕ್ಷೆ
ఆకు,ಎಲೆ
కరపత్రం,ಕರಪತ್ರ
లీజు,ಗುತ್ತಿಗೆ
చిక్కుళ్ళు,ದ್ವಿಮತಿ
లీసా - (తక్కువ శక్తి ఇన్పుట్ స్థిరమైన వ్యవసాయం),ಲೀಸಾ - (ಕಡಿಮೆ ಶಕ್ತಿಯ ಇನ್ಪುಟ್ ಸುಸ್ಥಿರ ಕೃಷಿ)
లెంటిసెల్,ಮೊಲಕಡೆ
లెంటో క్యాపిల్లరీ పాయింట్,ಲೆಂಟೊ ಕ್ಯಾಪಿಲ್ಲರಿ ಪಾಯಿಂಟ್
లెప్టోనెమా,ಕುಣಿಕೆ
లెప్టోస్పిరోసిస్,ಕುಡಲುಬೀಜ
లెరో-మార్ఫిక్,ಲೆಯೋ
గాయం,ಉಂಗುರ
ప్రాణాంతక మ్యుటేషన్,ಬೇಸರ
ల్యూకోప్లాస్ట్,ಪಡಗ
స్థాయి టెర్రేస్,ತೋಟ
లెవెలర్,ಲೆವೆಲರ್ (ಲೆವೆಲರ್)
స్థాయి స్థాయికిట,ಲೆವೆಲಿಂಗ್ (ಭೂಮಿಯ)
లే వ్యవసాయం,ಲೆಯ ಕೃಷಿ
లైబిగ్ యొక్క కనీస చట్టం,ಕನಿಷ್ಠ ಲೈಬಿಗ್ ಕಾನೂನು
లిగేషన్,ಬಂಧನ
తేలికపాటి పరిహారం పాయింట్,ಲಘು ಪರಿಹಾರ ಬಿಂದು
కాంతి సంతృప్త తీవ్రత,ಬೆಳಕಿನ ಶುದ್ಧತ್ವ ತೀವ್ರತೆ
కాంతి ప్రసార నిష్పత్తి,ಬೆಳಕಿನ ಪ್ರಸರಣ ಅನುಪಾತ
లైట్ ట్రాప్,ಲಘು ಬಲೆ
పరిమితి,ಮಿತಿಗೊಳಿಸುವುದು
పరిమితి,ಮಿತಿಯ
పరిమితం చేసే కారకం,ಸೀಮಿತಗೊಳಿಸುವ ಅಂಶ
లిమోనైట్,ಲಿಮೊನೈಟ್
లైన్,ರೇಖೆ
సరళ ప్రతిస్పందన,ರೇಖೀಯ ಪ್ರತಿಕ್ರಿಯೆ
అనుసంధానం,ಸಂಬಂಧ
అనుసంధాన సమూహం,ಸಂಪರ್ಕದ ಗುಂಪು
లింకర్,ಕೊಂಡಿ
లింట్ ఇండెక్స్,ಲಿಂಟ್ ಸೂಚ್ಯಂಕ
Linters,ಕುರಿಮರಿ
లిపిడ్,ನಿಶರ
లిపోలిసిస్,ಲಿಪೊಲಿಸಿಸ್
లిక్విడేషన్,ದ್ರವೀಕರಣ
లిస్టర్,ಕವಣೆ
లిస్టర్,ಕವಣೆ
జాబితా,ಪಟ್ಟಿ
లిథోస్పియర్,ಅಶ್ಮರೀಗೋಪಿ
లిట్టర్,ಕಸ
లైవ్ మల్చెస్,ಹಸಿಗೊಬ್ಬರಗಳು
లివర్‌వోర్ట్,ಲಿವರ್ ವರ್ಟ್
పశువులు,ಜಾನುವಾರು
స్థానిక నియంత్రణ,ಸ್ಥಳೀಯ ನಿಯಂತ್ರಣ
లోకస్,ಸ್ಥಳ
మిడుత,ಮಿಡತೆ
బస (పంట బస),ವಸತಿ (ಕ್ರಾಪ್ ಲಾಡ್ಜಿಂಗ್)
లోడిక్యూల్,ಕಸಾಯಿಖಾನೆ
Wheess,ಸ ೦ ಗಂಗಲ
లోగార్తిమిక్ పరివర్తన,ಲಾಗಾರ್ಥಿಮಿಕ್ ರೂಪಾಂತರ
లాంగ్ - డే మొక్క,ಲಾಂಗ್ - ಡೇ ಪ್ಲಾಂಟ್
లాంగ్ వేవ్ రేడియేషన్,ಉದ್ದನೆಯ ತರಂಗ ವಿಕಿರಣ
లూప్,ಕುಣಿಕೆ
లాపింగ్,ಕಳೆದುಹೋಗುವ
కలప,ಚೂರು
లక్స్,ಲಡ್ಸ್
లగ్జరీ వినియోగం (పోషకం),ಐಷಾರಾಮಿ ಬಳಕೆ (ಪೋಷಕಾಂಶ)
లగ్జరీ జన్యువులు,ಐಷಾರಾಮಿ ಜೀನ್‌ಗಳು
లైకోపీన్,ಹಳ್ಳಿಗೋಳು
శోషరస,ದುಗ್ಧರಸ
లైసిమీటర్,ಲೈಸಿಮೀಟರ್
సెల్ యొక్క లైసిస్,ಜೀವಕೋಶದ ಲೈಸಿಸ್
లైసోజెని,ಭಾಷೆಯ
లైసోజోమ్,ಲೈಸೋಸೋಮ್
లైసోజైమ్,ಸಣ್ಣ
లాక్ ట్రీ,ಉಕ್ಕಿನ
లక్ష,ಪಟ
"లేడీ ఫింగర్, ఓక్రా","ಲೇಡಿ ಫಿಂಗರ್, ಓಕ್ರಾ"
భూమి కాల్‌ట్రోప్‌లు,ಲ್ಯಾಂಡ್ ಕ್ಯಾಲ್ಟ್ರಾಪ್ಸ್
లాంటానా,ಲಾಂಧನ
లాథైరస్,ಚೂರುಪಾರು
లీక్,ಕೀಲು
నిమ్మ గడ్డి,ನಿಂಬೆ ಹುಲ್ಲು
నిమ్మకాయ,ನಿಂಬೆ
కాయధాన్యం,ಮಸೂರ
లెక్వోరిస్,ಮರಳು
పాలకూర,ಕೊಂಚು
లిల్లీ,ಲಿಲ್ಲಿ
సున్నం,ಸುಣ್ಣ
లిన్సీడ్,ಹಳ್ಳದ
లిట్చి,ಪಂಥದ
సామలు,ಸ್ವಲ್ಪ ರಾಗಿ
పొడవైన పుచ్చకాయ,ಲಾಂಗ್ ಕಲ್ಲಂಗಡಿ
పొడవైన మిరియాలు,ಉದ್ದನೆಯ ಮೆಣಸು
లోక్వాట్,ಗಡಿನ
లోటస్,ಕಮಲ
లార్సెర్న్,ಕಣ್ಣುಹಾಯ
లాక్ క్రిమి,ಲಾವಿನ ಕೀಟ
లేడీ బర్డ్ బీటిల్,ಲೇಡಿ ಬರ್ಡ್ ಜೀರುಂಡೆ
ఆకు మైనర్,ಎಲೆಗಾರ
ఆకు రోలర్,ಎಲೆಯ ರೋಲರು
ఆకు వెబ్బర్,ಎಲೆಗಳು
మిడుత,ಮಿಡತೆ
స్థూల పరిణామం,ಬೃಹತ್ ವಿಕಸನ
మాక్రోక్లైమేట్,ಸಣ್ಣಕಾಯಿ
స్థూల కణాలు,ಸ್ಥೂಲಕಾಯ
స్థూల,ಬೃಹತ್ ಪ್ರಮಾಣ
మాక్రోన్యూట్రియంట్,ಸಣ್ಣ
మాక్రోపోర్స్,ಸಣ್ಣ
మాగ్గోట్,ಚಾಚು
మాగ్మా,ಶಿಲಾಪವ
మెగ్నీషియా,ಮೆಗ್ನೀಷರೆ
మెగ్నీషియం,ಮೆಗ್ನಾಲ
మాగ్నెటిక్ స్టిరర్,ಕಾಂತೀಯ ಸ್ಟಿರರ್
పరిమాణం,ಪ್ರಮಾಣ
మహువా కేక్,ಮಹುವಾ ಕೇಕ್
మెయింటెనర్ లైన్,ನಿರ್ವಹಣಕಾರ
నిర్వహణ,ನಿರ್ವಹಣೆ
మొక్కజొన్న షెల్లర్,ಮೆಕ್ಕೆ ಜೋಳದ ಶೆಲ್ಲೆಗಾರ
మగ శుభ్రత,ಬರಡಾದ
వైకల్యం,ವಿರೂಪತೆ
ప్రాణాంతకత,ಕೆಡುಮಾಡುವಿಕೆ
పోషకాహార లోపం,ಅಪೌಷ್ಟಿಕತೆ
దుర్వినియోగం,ದುರುಪಯೋಗ
మాల్టింగ్,ಗದ್ದಲ
మాంగర్,ಗಲ್ಲಿಗೇರಿಸು
మడ అడవులు,ಮ್ಯಾಂಡ್ರೋವ್
మనోమీటర్,ಕುರಿಮರಿ
మనోమీటర్,ಕುರಿಮರಿ
మాంటిస్సా (లోగారిథం యొక్క),ಮಾಂಟಿಸ್ಸಾ (ಲಾಗರಿಥಮ್ನ)
ఎరువు,ಗೊಬ್ಬರ
ఎరువు,ಗೊಬ್ಬರ
ఉపాంత,ಅಂಚಿನ
ఉపాంత వ్యయం,ಸ್ವಲ್ಪ ವೆಚ್ಚ
ఉపాంత భూమి,ಸಮಗ್ರ ಭೂಮಿ
ఉపాంత ఉత్పత్తి,ಕನಿಷ್ಠ ಉತ್ಪನ್ನ
ఉపాంత రాబడి,ಅಂಚು
మెరైన్,ಸಮುದ್ರ
గుర్తు,ಗುರುತು (ಆನುವಂಶಿಕ)
సంత,ಮಾರುಕಟ್ಟೆ
విక్రయించదగినది,ಮಾರಾಟವಾಗಬಲ್ಲ
విక్రయించదగిన మిగులు,ಮಾರುಕಟ್ಟೆ ಮಾಡಬಹುದಾದ ಹೆಚ್ಚುವರಿ
మార్కెట్ మిగులు,ಮಾರುಕಟ್ಟೆ ಹೆಚ್ಚುವರಿ
మార్కెటింగ్,ಮಾರಾಟ
మార్ష్,ಜವಳು
ద్రవ్యరాశి ప్రవాహం,ಸಾಮೂಹಿಕ ಹರಿ
సామూహిక ఎంపిక,ಸಾಮೂಹಿಕ ಆಯ್ಕೆ
మాస్-స్పెక్ట్రోమీటర్,ಸಾಮೂಹಿಕ ಮಾಪಕ
మాస్ట్,ಮಾಸ್ಟಿ
తల్లి వారసత్వం,ತಾಯಿಯ ಆನುವಂಶಿಕತೆ
సంభోగం,ಸಂಯಮ
మెట్రిక్ సంభావ్యత,ಮೆಟ್ರಿಕ್ ಸಾಮರ್ಥ್ಯ
పరిపక్వత,ಪಕ್ವವಾಗುವಿಕೆ
పరిపక్వత (పంట),ಪ್ರಬುದ್ಧತೆ (ಬೆಳೆ)
గరిష్టంగా అందుబాటులో ఉన్న నీరు,ಲಭ್ಯವಿರುವ ಗರಿಷ್ಠ ನೀರು
గరిష్ట పంట,ಗರಿಷ್ಠ ಬೆಳೆ
గరిష్ట అవశేష పరిమితి,ಗರಿಷ್ಠ ಶೇಷ ಮಿತಿ
గరిష్ట స్థిరమైన దిగుబడి,ಗರಿಷ್ಠ ಸುಸ್ಥಿರ ಇಳುವರಿ
గరిష్ట థర్మామీటర్,ಗರಿಷ್ಠ ಥರ್ಮಮೀಟರ್
గరిష్ట నీటి హోల్డింగ్ సామర్థ్యం,ಗರಿಷ್ಠ ನೀರು ಹಿಡುವಳಿ ಸಾಮರ್ಥ್ಯ
మేడో ఆర్చర్డింగ్,ಹುಲ್ಲುಗಾವಲು
మీలీ,ಅಕ್ಕ
సగటు విచలనం,ಸರಾಸರಿ ವಿಚಲನ
సగటు జీవితం (అణు),ಸರಾಸರಿ ಜೀವನ (ಪರಮಾಣು)
సముద్ర మట్టం సగటు,ಸರಾಸರಿ ಸಮುದ್ರ ಮಟ್ಟ
చదరపు అర్థం,ಸರಾಸರಿ ಚದರ
కొలత,ಅಳತೆ
కొలత,ಅಳತೆ
యాంత్రిక,ಯಂತ್ರದ
యాంత్రిక విశ్లేషణ,ಯಾಂತ್ರಿಕ ವಿಶ್ಲೇಷಣೆ (ಮಣ್ಣು)
యాంత్రిక ఇంపెడెన్స్,ಯಾಂತ್ರಿಕ ಪ್ರತಿರೋಧ
యాంత్రిక వ్యవసాయం,ಯಾಂತ್ರಿಕೃತ ಕೃಷಿ
మధ్యస్థ,ಮಧ್ಯಮ
Plant షధ మొక్క,Plantಷಧಿ
మధ్యధరా వాతావరణం,ಮೆಡಿಟರೇನಿಯನ್ ಹವಾಮಾನ
మెగాగామెటోజెనిసిస్,ಮೆಗಾಗಮೆಟೋಜೆನೆಸಿಸ್
మెగాస్పోరంగియా,ಮೆಗಾಸ್ಪೊರಾಂಜಿಯ
మహశితుడు,ಮೆಗಾಸ್ಪೋರ್ (ಮ್ಯಾಕ್ರೋಸ್ಪೋರ್)
మెగాస్పోరోజెనిసిస్,ಮಹಾಗಶೂಲೆ
మియోసిస్,ಮೈಯಾಸೆ
మెలో నేల,ಕರಗಿದ ಮಣ್ಣು
DNA యొక్క ద్రవీభవన,ಡಿಎನ್‌ಎ ಕರಗುವಿಕೆ
మెంబ్రేన్ ఫిల్టర్,ಪೊರೆಯ ಫಿಲ್ಟರ್
మెండెలియన్ వారసత్వం,ಮೆಂಡೆಲಿಯನ್ ಆನುವಂಶಿಕತೆ
మెండెలిజం,ಮೆಂಡೆಲಲೀಕರಣ
మెండెల్ యొక్క వారసత్వ చట్టం,ಮೆಂಡೆಲ್ ಅವರ ಆನುವಂಶಿಕ ನಿಯಮ
సరుకుల,ಸರಕು
మెర్క్యురీ,ಪಾದರಸ
మెరిస్టెమ్,ವರ್ಧನೋತಕ
మెసోక్లిమేట్,ಮಣ್ಣು
మీసోడెర్మ్,ಮಾಸು
మెసోఫిల్,ಹಠಾತ್ತ
మెసోఫైట్,ಮಸಿ
మీసో-పోర్స్,ಕೊಳೆತ ರಂಧ್ರಗಳು
మెసోస్పియర్,ಪಥ
దూత,ಮೆಸೆಂಜರ್ ಆರ್ಎನ್ಎ (ಎಂ-ಆರ್ಎನ್ಎ)
జీవక్రియ,ಚಯಾಪಚಯ
జీవక్రియలు,ಚಯಾಪಚಯಿಗಳು
మెటల్ డ్యామ్,ಲೋಹದ ಅಣೆಕಟ್ಟು
మెటామార్ఫిక్ రాళ్ళు,ರೂಪಾಂತರದ ಬಂಡೆಗಳು
మెటామార్ఫోసిస్,ರೂಪಾಂತರ
మెటాఫేస్,ರೂಪಕ
మెటాస్ట్రస్,ಸಮನಗೈ
మెటాక్సేనియా,ಮೆಟಾಕ್ಸೇನಿಯಾ
వాతావరణ శాస్త్రం,ಹವಾಮಾನಶಾಸ್ತ್ರ
మెథెమోగ్లోబినేమియా,ಮೆಥೆಮೊಗ್ಲೋಬಿನೆಮಿಯಾ
పద్ధతి ప్రదర్శన,ವಿಧಾನ ಪ್ರದರ್ಶನ
మైకా,ಮೈಕಾ
మైక్రో బేసిన్,ಸೂಕ್ಷ್ಮ ಜಲಾನಯನ
మైక్రో జంతుజాలం,ಮೈಕ್ರೋ ಪ್ರಾಣಿಗಳು
సూక్ష్మజీవి,ಸೂಕ್ಷ್ಮಜೀವಿ
సూక్ష్మజీవుల బయోమాస్ కార్బన్,ಸೂಕ್ಷ್ಮಜೀವಿಯ ಜೀವರಾಶಿ ಇಂಗಾಲ
సూక్ష్మజీవుల క్షీణత,ಸೂಕ್ಷ್ಮಜೀವಿಯ ಅವನತಿ
సూక్ష్మజీవుల పురుగుమందు,ಸೂಕ್ಷ್ಮಜೀವಿಯ ಕೀಟನಾಶಕ
మైక్రోబయాలజీ,ಸೂಕ್ಷ್ಮ ಜೀವವಿಜ್ಞಾನ
సూక్ష్మజీవి,ಸೂಕ್ಷ್ಮಜೀವಿ
మైక్రోక్లైమేట్,ಮೈಕ್ರೋ ಗಲಿimateೇದ
సూక్ష్మ పర్యావరణం,ಸೂಕ್ಷ್ಮ ಪರಿಸರ
మైక్రోఫ్లోరా,ಮೈಕ್ರೋಫ್ಲೋರಾ
మైక్రోగామెటోజెనిసిస్,ಮೈಕ್ರೋಜೀಟಜನಿಸ್
మైక్రోర్రిగేషన్,ಮೈಕ್ರೋ ಇರಿಗೇಷನ್
మైక్రోమెటొరాలజీ,ಮೈಕ್ರೋಮೀಟ ವಿಜ್ಞಾನ
మైక్రోన్యూట్రియంట్,ಸೂಕ್ಷ್ಮ ಉಪಕಾರದ
మైక్రోప్లాట్,ಮೈಕ್ರೋಪ್ಲಾಟ್
మైక్రోపోర్,ಸೂಕ್ಷ್ಮ
మైక్రోపైల్,ಮೈಕ್ರೋ ಪಲಾಯನ
మైక్రోస్కోపీ,ಸೂಕ್ಷ್ಮ ದಹೆ
మైక్రోస్పోరింగియం,ಸೂಕ್ಷ್ಮ ಪ್ರಮಾಣದ
మైక్రోస్పోర్ సంస్కృతి,ಮೈಕ್ರೋಸ್ಪೋರ್ ಸಂಸ್ಕೃತಿ
మైక్రోస్పోర్ మదర్ సెల్,ಮೈಕ್ರೋಸ್ಪೋರ್ ಮದರ್ ಸೆಲ್
మైక్రోస్పోర్,ಸೂಕ್ಷ್ಮ ಪಾಲನ
