Hindi,Assamese
अनुदेश शब्दाकार,নিৰ্দেশনা ক্ৰিয়া
यंत्र,যন্ত্ৰ
यंत्रीकरण,যান্ত্ৰিকীকৰণ
यंत्रीकरण प्रवर्धक,যান্ত্ৰিকীকৰণ পৰিবৰ্ধক
यंत्रीकरण ट्रांसफॉर्मर,যান্ত্ৰিকীকৰণ ট্ৰেন্সফৰ্মাৰ
विद्युतरोधी गेट,ইনচুলেটেড গেট
रोधी गेट फेट,প্ৰতিৰোধী গেট ভাগ্য
विद्युत रोधी,ইনচুলেটৰ
रोधी,এন্টিপাৰ্স্পিৰেণ্ট
INT संकेत,INT সংকেত
INTA संकेत,INTA সংকেত
INTE संकेत,INTE সংকেত
एकीकृत परिपथ (आई.सी),সংহত বৰ্তনী (IC)
एकीकृत परिपथ (आई.सी),সংহত বৰ্তনী (IC)
एकीकृत अंतःक्षेपण तर्क,সংহত ইনজেকচন লজিক
समाकलक,ইন্টিগ্ৰেটৰ
तीव्रक,intensifier
अंतरांकीय ट्रासड्यूसर,ডিফাৰেন্সিয়েল ট্ৰেন্সডুচাৰ
अंतराइलेक्ट्रोड धारिता,আন্তঃইলেক্ট্ৰ&#39;ড ধাৰণক্ষমতা
अंतरपृष्ठ,আন্তঃপৃষ্ঠ
अंतरापृष्ठ आवेश,আন্তঃপৃষ্ঠ চাৰ্জ
अंतरापृष्ठ युग्मन,আন্তঃপৃষ্ঠ সংযোজন
अंतरापृष्ठि परिपथ,আন্তঃপৃষ্ঠ বৰ্তনী
व्यतिकरण क्षीणन,হস্তক্ষেপ ক্ষীণকৰণ
व्यतिकरण फिल्टर,হস্তক্ষেপ ফিল্টাৰ
अंतर्ग्रथन क्रमवीक्षण,চিনেপ্স স্কেনিং
अंतर्ग्रथन,চিনেপ্স
अंतःबंधन हैंड शेक,আন্তঃবন্ধন হেণ্ড শ্বেক
मध्यवर्ती आवृत्ति (आई.एफ.),মধ্যৱৰ্তী কম্পাঙ্ক (IF)
मध्य आवृत्ति,মধ্যম কম্পাঙ্ক
आंतरायिक विफलता,মাজে মাজে বিফলতা
अंतरामॉडुलन,আন্তঃমডুলেচন
अंतरामाडुलन विरूपण (आइ.एम.डी.),আন্তঃমডুলেচন বিকৃতি (IMD)
आंतरिक आवृत्ति प्रतिपूरण,আভ্যন্তৰীণ কম্পাঙ্ক ক্ষতিপূৰণ
निर्वचक,ব্যাখ্যাকৰোতা
अंतरायन,মাজতে বাধা দিয়া
अंतरायन,মাজতে বাধা দিয়া
विच्छिन्न सतत तरंग (आई सी डब्लयू),বিচ্ছিন্ন অবিৰত তৰংগ (ICW)
अंतर प्रतीक व्यतिकरण (आइ एस आई),আন্তঃপ্ৰতীক হস্তক্ষেপ (ISI)
अंतरायन पंजी,ৰেজিষ্টাৰত বাধা দিয়া
अंतरायन संकेत,বাধা সংকেত
नैज द्रव्य,বস্তুগত ধন
प्रतिलोम फूरिये रूपांतर (आइ एफ टी),বিপৰীত ফুৰিয়েৰ ৰূপান্তৰ (IFT)
प्रतिलोमी परत,বিপৰীত স্তৰ
प्रतिलोमी विद्युत प्रदाय,ৰিভাৰ্ছ পাৱাৰ চাপ্লাই
प्रतिलोमक,বিপৰীতমুখী
प्रतिलोमक,বিপৰীতমুখী
प्रतिलोम योजक,বিপৰীত যোগকৰণ
प्रतिलोमी प्रवर्धक,ইনভাৰ্ছ এম্প্লিফায়াৰ
प्रतिलोम प्रवर्धक,ইনভাৰ্ছ এম্প্লিফায়াৰ
प्रतिलोम निवेश,বিপৰীত বিনিয়োগ
Io/M संकेत,Io/M সংকেত
Io/R संकेत,Io/R সংকেত
प्वधॉ ladsr,পানী ladsr
आयन,আয়ন
आयन रोपण,আয়ন ৰোপণ
आयन रोपण,আয়ন ৰোপণ
आयन अनुनादी अवशोषण,আয়ন অনুনাদ শোষণ
आयनन,আয়নীয়কৰণ
आयनन,আয়নীয়কৰণ
आयनन धारा,আয়নীয়কৰণ কাৰেণ্ট
आयन मंडलीय संचरण,আয়নমণ্ডল সংক্ৰমণ
आयन मंडलीय संचरण,আয়নমণ্ডল সংক্ৰমণ
लौह क्रोड,লোহাৰ কোৰ
लौह-वेन मीटर,লোহাৰ ভেন মিটাৰ
ISA बस,আই এছ এ বাছ
पृथक्कारी प्रवर्धक,আইছ&#39;লেটিং এম্প্লিফায়াৰ
पृथक्कारी,বিভাজক
समदैशिक विकिरक,সমস্থানিক বিকিৰণ
J/S अनुपात,J/S অনুপাত
जैक,jack
जैक प्लग,জেক প্লাগ
j-प्रदर्श,j-প্ৰদৰ্শন
संधि फेट,চুক্তিৰ ভাগ্য
जिटर,জিটাৰ
J-K फ्लिप-फ्लॉप,জে কে ফ্লিপ-ফ্লপ
जॉनसन कोड,জনছন কোড
जॉनसन गणक,johnson স্ক&#39;ৰকাৰী
जॉनसन रव,জনছন ৰেভ
जोन कर्तन परिपथ,জ&#39;ন ছিয়াৰিং চাৰ্কিট
जे-प्रचालक,j-অপাৰেটৰ
जोसेफसन संधि,জোচেফছন চুক্তি
जॉयस्टिक,জয়ষ্টিক
झंपक,টিপটিপিয়া
संधि,সন্ধি
संधि धारिता,চুক্তি ধাৰণ কৰা
संधि डायोड,জংচন ডাইঅ&#39;ড
संधि पृथक्करण,চুক্তি পৃথকীকৰণ
संधि ताप,সংযোগস্থলৰ তাপ
संधि ट्रांजिस्टर,জংচন ট্ৰেঞ্জিষ্টৰ
कारनॉ मानचित्र,carnow মানচিত্ৰ
कॉर्नो अभिचित्र,cornrow অংকন
केल गुणांक,কেল সহগ
केल्विन द्विसेतु,কেলভিন ডাবল ব্ৰীজ
केल्विन वार्से वोल्टता विभाजनी,kelvin wars ভল্টেজ ডিভাইডাৰ
केर सेल,ker কোষ
की बोर्ड (कुंजी पट),কী বৰ্ড
कुंजी पट्ट,কী বৰ্ড
कुंजी भंडारण पंजी,কী সংৰক্ষণ পঞ্জিকা
कुंजीपटल,কিবৰ্ড
कुंजीपटल,কিবৰ্ড
कुजीयित AGC,কীযুক্ত AGC
प्रतिघाव,কাউণ্টাৰ ইনজুৰি
किलो हर्ट्ज,কিলো হাৰ্টজ
किरचॉफ का धारा नियम,কিৰ্চহফৰ ধাৰাটোৰ আইন
किरचॉफ वोल्टता नियम,kirchhoff ভল্টেজ নিয়ম
जानु वोल्टता,ভল্টেজ জানি লওক
KVK अनुमतांक,কেভিকে ৰেটাৰ
प्रयोगशाला विद्युत प्रदाय,পৰীক্ষাগাৰৰ শক্তি যোগান
प्रयोगशाला मानक,পৰীক্ষাগাৰৰ মানদণ্ড
लैविरिंथ आवेष्टन,লেভিৰিন্থ সন্নিৱিষ্ট কৰক
प्रलाक्ष प्रक्रम,প্ৰলাক্ষ প্ৰক্ৰিয়া
सोपाननुमा D/A परिवर्तक,উচ্চ D/A ৰূপান্তৰক
पश्चता,অনুতাপ কৰা
पश्चता प्रतिकारित पुर्निवेश प्रवर्धक,পিছলৈ ক্ষতিপূৰণ পুনৰ বিনিয়োগ এম্প্লিফায়াৰ
लैम्बर्ट्स कोज्या नियम,লেম্বাৰ্টৰ ক’চাইন নিয়ম
लैंप पुनर्भरण,লেম্প ৰিচাৰ্জ
स्थानिक जालक्रम प्रबंधक,স্থানীয় নে&#39;টৱৰ্ক ব্যৱস্থাপক
अवरण क्षेत्र,কভাৰ এৰিয়া
भूदृश्य विधा,লেণ্ডস্কেপ মোড
भूदृश्य मॉनीटर,লেণ্ডস্কেপ মনিটৰ
भाषा कोडांतरण,ভাষা একত্ৰিত কৰা
भाषा संसाधित्र,ভাষা প্ৰচেছৰ
भाषा अनुनाद क्रमादेश,ভাষা অনুনাদ প্ৰগ্ৰেমিং
उभयनिष्ठ,সাধাৰণ
लाप्लास समीकरण,লেপ্লেচ সমীকৰণ
लाप्लास रूपांतरण,লেপ্লেচ ৰূপান্তৰ
एल.ए.पी.एम.,এল এ পি এম
लैपटॉप कंप्यूटर,লেপটপ কম্পিউটাৰ
एल.ए.आर.ए.एम.,লাৰাম
वृहत् फ्रेम,ডাঙৰ ফ্ৰেম
वृहद् त्रैज्य बंकन,বৃহৎ ব্যাসাৰ্ধৰ লেবেলিং
"LSI एल.एस.आइ., विशाल एकीकरण","এল এছ আই এল এছ আই, বৃহৎ সংহতি"
वृहत् एकीकरण (एल.एस.आई.),গণ সংহতি (LSI)
दीर्घ संकेत प्रवर्धक,দীঘল সংকেত পৰিবৰ্ধক
लारमोर परिशुद्धक,larmore পিউৰিফায়াৰ
लेसर,লেজাৰ
लेसर डायोड,লেজাৰ ডাইঅ&#39;ড
लेसर इंजन,লেজাৰ ইঞ্জিন
लेसर मुद्रित्र,লেজাৰ প্ৰিন্টাৰ
लेसर भंडारण,লেজাৰ সংৰক্ষণ
लेसर देहली,লেজাৰ চিল
अंतिम प्रवेश बहिर्गमन,শেষ প্ৰৱেশৰ প্ৰস্থান
लैच,লেচ
सिटकनी बंद करना,লেচ অফ
खराद कर्तन,লেথ শ্বিয়াৰিং
प्रसुप्तिकाल,নিদ্ৰাহীনতা
पार्श्व कर्तन निकाय,কাষৰ ছিয়াৰিং ব্যৱস্থা
पार्श्विक विसरण,পাৰ্শ্বীয় প্ৰসাৰণ
पार्श्व पी.एन.पी. ट्रॉजिस्टर,পাৰ্শ্বীয় পিএনপি ট্ৰেঞ্জিষ্টৰ
पार्श्व ट्रांजिस्टर,কাষৰ ট্ৰেঞ্জিষ্টৰ
एल क्षीणकारी,l ক্ষীণ কৰা
संधि नियम,সন্ধিৰ নিয়ম
परत,কোট
परत अंतरापृष्ठ,স্তৰৰ আন্তঃপৃষ্ঠ
आयनमंडलीय परत,আয়নমণ্ডলীয় স্তৰ
परतन,স্তৰ
खाका,ৰুপৰেখা
आदि प्ररूप खाका पट्ट,সাঁচ সাঁচ
अनुयोगी मूल्यांकन,আবেদন মূল্যায়ন
एल.सी.,এল চি
LCALL निर्देश,LCALL নিৰ্দেশনা
एल.डी.,ld
"अग्रता, लेड","সীহ, সীহ"
अग्रता प्रतिकारीत पुनर्भरण प्रवर्धक,অগ্ৰাধিকাৰ ক্ষতিপূৰণযুক্ত ৰিচাৰ্জ এম্প্লিফায়াৰ
अग्रग कोर,ফ্ৰন্ট কোৰ
क्षरण अनुरूप स्विचन,জাৰণ এনালগ চুইচিং
क्षरण फ्लक्स,খহনীয়া প্ৰবাহ
क्षरण विधा,খহনীয়া ধৰণ
मंडूक प्लुति प्रवर्धक,পেডক বাঁহী এম্প্লিফায়াৰ
मंडूक प्लुति परीक्षण,পেডক প্লুটি পৰীক্ষা
अधिगमन वक्र,শিক্ষণ বক্ৰ
पट्टायित लाइन मोडेम,লিজড লাইন মডেম
पट्टायिक समय,লিজৰ সময়
अल्पतम सार्थक द्वयंक,কম অৰ্থপূৰ্ণ খেল
लेकलान्श शुष्क सेल,লেক্লাঞ্চ শুকান কোষ
प्रकाश उत्सर्जक डायोड,পোহৰ নিৰ্গত কৰা ডাইঅ&#39;ড
LED सूचक,LED সূচক
वामावर्ती ध्रुवण,ঘড়ীৰ কাঁটাৰ বিপৰীত দিশত মেৰুকৰণ
वाम औचित्य,বাওঁফালৰ ন্যায্যতা
दंतकथा,কিংবদন্তী
लेंज नियम,lange ৰ নিয়ম
लीओ मुद्रित्र,লিও প্ৰিন্টাৰ
अक्षर गुणता,চিঠিৰ মানদণ্ড
स्तर सक्रिय निवेश,স্তৰৰ সক্ৰিয় বিনিয়োগ
स्तर कोडन,স্তৰৰ ক&#39;ডিং
स्तर विस्थापक,লেভেল শ্বিফ্টাৰ
स्तर स्थानांतरण,স্তৰ স্থানান্তৰ
स्तरीकरण,স্তৰবিন্যাস
स्तर संवेदी अंतारायम,স্তৰ সংবেদনশীল অন্তৰায়াম
शाब्दिक शाहन,আক্ষৰিক শ্বাহন
शब्दकोश,অভিধান
लीडेन जार,লেইডেন জাৰ
अनुभाषक संग्रह,দোভাষী সংগ্ৰহ
वाहक आयु-काल,বাহক বয়স
प्रकाश,পাতল
आलोक वक्र,পোহৰৰ বক্ৰ
प्रकाश उत्सर्जक डायोड (एल.ई.डी),লাইট ইমিটিং ডাইঅ&#39;ড (LED)
प्रकाश लब्धि,পোহৰৰ লাভ
प्रदीप्तिमापी,ফটোমিটাৰ
प्रकाश लेखनी,পোহৰৰ ষ্টাইলাছ
प्रकाश नली,পোহৰৰ নলী
सीमक,limiter
सीमांत विकिरण,প্ৰান্তীয় বিকিৰণ
लिंडेमान इलेक्ट्रोमापी,lindemann ইলেক্ট্ৰ&#39;মিটাৰ
रेखा कोड,লাইন ক&#39;ড
रेखा प्रतिबंधन,লাইন নিষেধাজ্ঞা
रेखा चालक,লাইন ড্ৰাইভাৰ
रेखा हैंडलर,লাইন হেণ্ডলাৰ
रेखा अंतरापृष्ठ,লাইন আন্তঃপৃষ্ঠ
रेखा निर्गम ट्रांसफॉर्मर,লাইন আউটপুট ট্ৰেন্সফৰ্মাৰ
रेखा वर्णक्रम,ৰেখা বৰ্ণালী
रेखा तुल्यकलित एस.एम.पी.एस.,লাইন ছিঙ্ক SMPS
रेखा तरंग रूप,ৰেখা তৰংগ ৰূপ
रैखिक प्रवर्धक,ৰৈখিক পৰিবৰ্ধক
रैखिक व्यूह,ৰৈখিক এৰে
रैखिक सहसंबंध गुणांक,ৰৈখিক সম্পৰ্ক সহগ
रैखिक विरूपण,ৰৈখিক বিকৃতি
रेखीय प्रवणीत जंक्शन,ৰৈখিক ঢাল সংযোগ
रैखिक अंतवेंशन,ৰৈখিক হস্তক্ষেপ
रैखिक मॉडुलन विधि,ৰৈখিক মডুলেচন পদ্ধতি
रैखिक कला फिल्टर,ৰৈখিক কলা ফিল্টাৰ
रैखिक ध्रुवण,ৰৈখিক মেৰুকৰণ
रैखिक क्षेत्र,ৰৈখিক ক্ষেত্ৰফল
रैखिक नियंत्रक,ৰৈখিক নিয়ন্ত্ৰক
रैखिक गति,ৰৈখিক গতি
रैखिक स्विचन,ৰৈখিক চুইচিং
रेखीय आयाम माडुलित निकाय,ৰৈখিক প্ৰসাৰণ মডুলেটেড ব্যৱস্থা
"लिंक परत, श्रृंखला परत","লিংক স্তৰ, শৃংখল স্তৰ"
श्रृंखलक क्रमादेश,ছিৰিয়েল প্ৰগ্ৰেম
संयोजक सीमक,সংযোগ কৰা সীমাবদ্ধক
ओष्ठ माइक्रोफोन,ওঁঠৰ মাইক্ৰ&#39;ফোন
लिसाजू आकृति,lisaju চিত্ৰ
लिसाजू विधि,Lissajous পদ্ধতি
श्रोता,দৰ্শক
श्रोता श्रांति,দৰ্শকৰ ক্লান্তি
श्रवण शीर्षफोन,শুনা হেডফোন
लिथियम प्राथमिक बैटरी,লিথিয়াম প্ৰাথমিক বেটাৰী
लिथोमुद्रण,লিথ&#39;প্ৰিণ্টিং
शिला मुद्रण,ৰক প্ৰিন্টিং
जीवंत संगीत,লাইভ মিউজিক
लायड फिशर चुंबकीय वर्ग,লয়ড ফিচাৰ মেগনেটিক স্কোৱাৰ
लोड,ভাৰ
भार गुणक,লোড ফ্যাক্টৰ
लोड प्रतिबाधा,লোড ইম্পিডেন্স
उद्भार रेखा,লিফ্ট লাইন
भारण,ভাৰ
लोब एरियल,লোব আকাশী
स्थानिक जालक्रम (LAN),স্থানীয় নেটৱাৰ্ক (LAN)
स्थानीय बस,স্থানীয় বাছ
स्थानीय बस वीडियो तंत्र,স্থানীয় বাছ ভিডিঅ&#39; ব্যৱস্থা
स्थानीय प्रसार बस,স্থানীয় ট্ৰেন্সমিছন বাছ
स्थानीय वार्ता,স্থানীয় কথা
अभिबंधन प्रवर्धक,এচাইনমেণ্ট এম্প্লিফায়াৰ
अभिबंधक,ৰক্ষক
अभिबंध पाश,বাধা লুপ
सत्रारंभ,অধিবেশন আৰম্ভ
लघुगुणकीय आवर्त्ती ऐन्टेना,লগাৰিদমিক কম্পাঙ্ক এন্টেনা
प्रचा लेखन,প্ৰচাৰ লিখা
तर्क विश्लेषक,যুক্তি বিশ্লেষক
तर्क सेल व्यूह,লজিক চেল এৰে
तर्क परिपथ,লজিক বৰ্তনী
तर्क प्रविष्टि,যুক্তি প্ৰৱেশ
तर्क कुल,যুক্তিৰ মুঠ
तर्क कलन,লজিক কেলকুলাছ
तर्क गेट,লজিক গেট
तर्क विश्लेषण,যুক্তি বিশ্লেষণ
लोगो,জনগোষ্ঠীসমূহ
लघुगुणकीय अभिवर्धक,লগাৰিদমিক এম্প্লিফায়াৰ
लघुगणक प्रवर्धक,লগাৰিদমিক এম্প্লিফায়াৰ
लघुगणकीय अपक्षय,লগাৰিদমিক বতৰৰ পৰিৱৰ্তন
लघुगणकीय पैमाना,লগাৰিদমিক স্কেল
दीर्घपुच्छ युग्म,উপবৃত্তাকাৰ যোৰ
बड़ा शब्द,ডাঙৰ শব্দ
"लाउडस्पीकर, ध्वनि विस्तारक युक्ति","লাউডস্পীকাৰ, এম্প্লিফাইং ডিভাইচ"
निम्न आवृत्ति प्रतिकारण,কম কম্পাঙ্ক ক্ষতিপূৰণ
निम्न आवृत्ति रव,কম কম্পাঙ্ক শব্দ
निम्न आवृत्ति खाँच फिल्टर,কম কম্পাঙ্ক খাঁজ ফিল্টাৰ
निम्न आवृत्ति संचरण,কম কম্পাঙ্ক সংক্ৰমণ
निम्न आवृत्ति ट्रांसफॉर्मर,কম কম্পাঙ্ক ট্ৰেন্সফৰ্মাৰ
"निम्न स्तर, अनुरूप संकेत","নিম্ন স্তৰৰ, এনালগ সংকেত"
निम्न रव,কম শব্দ
निम्न रव केबल,কম শব্দৰ কেবল
निम्न पारक फिल्टर,লো পাছ ফিল্টাৰ
निम्न पारक फिल्टर,লো পাছ ফিল্টাৰ
निम्न पारक RC परिपथ,কম শক্তিৰ RC বৰ্তনী
निम्न देहली तर्क,কম থ্ৰেছহোল্ড লজিক
निम्न वोल्टता शक्ति स्रोत,কম ভল্টেজৰ শক্তিৰ উৎস
निम्न पार्श्व आवृत्ति,কম প্লেবেক কম্পাঙ্ক
निम्न पार्श्व आवृत्ति,কম প্লেবেক কম্পাঙ্ক
LP खाँचा,এল পি স্লট
LP रिकार्ड,এল পি ৰেকৰ্ড
LS वोल्टता ऑफसेट रक्षण,LS ভল্টেজ অফছেট সুৰক্ষা
अल्पतम सार्थक द्वयंक,কম অৰ্থপূৰ্ণ খেল
अल्पतम सार्थक अंक,কম উল্লেখযোগ্য নম্বৰ
विशाल एकीकरण,বৃহৎ সংহতি
निम्न विभव,কম বিভৱ
लग,ৰূপ
ल्यूमेन,লুমেন
ल्यूमेन घंटा,লুমেন ঘন্টা
ज्योतिर्मयता,উজ্জ্বলতা
ज्योतिर्मयता संकेत,আলোকসজ্জা চিন
ज्योति फ्लक्स,শিখাৰ প্ৰবাহ
ल्यूमर-ब्रोधन फोटोमीटर,লুমাৰ-ব্ৰোধন ফটোমিটাৰ
स्थानीकृत घटक मॉडल,স্থানীয়কৃত উপাদান আৰ্হি
रेखीय वोल्टता विभेद ट्रांसफॉर्मर,ৰৈখিক ভল্টেজ ডিফাৰেন্সিয়েল ট্ৰেন্সফৰ্মাৰ
मशीन कालचक्र,মেচিন চক্ৰ
मशीन भाषा,মেচিন ভাষা
मैकितोश कंप्यूटर,macitosh কম্পিউটাৰ
मैजिक टी,যাদু চাহ
चुंबक,চুম্বক
चुंबकीय प्रवर्धक,চুম্বকীয় পৰিবৰ্ধক
चुंबकीय बुदबुद स्मृति,চুম্বকীয় বুদবুদ স্মৃতিশক্তি
चुंबकीय क्रोड,চুম্বকীয় কোৰ
चुंबकीय युग्मन,চুম্বকীয় সংযোজন
चुंबकीय आँकड़ा भंडारण,চুম্বকীয় তথ্য সংৰক্ষণ
चुंबकीय विक्षेप,চুম্বকীয় বিচ্যুতি
चुंबकीय डिस्क,চুম্বকীয় ডিস্ক
चुंबकीय क्षेत्र,চুম্বকীয় ক্ষেত্ৰ
चुंबकीय फ्लक्स,চুম্বকীয় প্ৰবাহ
चुंबकीय फोकसन,চুম্বকীয় ফ&#39;কাচ
चुंबकीय शैथिल्य,চুম্বক সংশ্লেষণ
चुंबकीय बल रेखा,চুম্বকীয় বল ৰেখা
चुंबकीय उद्ग्राही,চুম্বকীয় সংগ্ৰাহক
चुंबकीय ध्रुवता,চুম্বকীয় মেৰুত্ব
चुंबकीय ध्रुवता,চুম্বকীয় মেৰুত্ব
चुंबकीय संतृप्ति,চুম্বকীয় পৰিপূৰকতা
चुंबकीय परिरक्षण,চুম্বকীয় ৰক্ষাকৱচ
चुंबकीय प्रक्षोभ,চুম্বকীয় বিক্ষিপ্ততা
चुंबकीय टेप,চুম্বকীয় টেপ
मैगनेटोमीटर,চুম্বকমাপক
चुंबकीय प्रेरक बल (mmf),চুম্বকীয় চালিকা শক্তি (mmf)
मैग्नेट्रॉन,মেগনেট্ৰন
आवर्धन,বৃদ্ধি
परिमाण,পৰিমাণ
परिमाण तुलनित्र,মাত্ৰা তুলনাকাৰী
परिमाण फलन,পৰিমাণৰ ফলন
वृहत् अभिकलित्र,ডাঙৰ কম্পিউটাৰ
मुख्य लाइन धारा,মূল লাইন ষ্ট্ৰিম
बहुसंख्यक वाहक,সংখ্যাগৰিষ্ঠ বাহক
बहुसंख्यक वाहक धारा,সংখ্যাগৰিষ্ঠ বাহক কাৰেণ্ট
"पुम संयोजक, पुंसंयोजक","পাম্প সমন্বয়ক, পুনঃসংযোজিত"
मैन (महानगरीय क्षेत्र नेटवर्क),MAN (মেট্ৰ&#39;পলিটান এৰিয়া নেটৱৰ্ক)
मैनचेस्टर कोडन,মানচেষ্টাৰ ক&#39;ডিং
मानव-जनित रव,মানুহৰ কোলাহল
अपूर्णांश,mantissa
प्रतिचित्रण,মেপিং
मारकोनी ऐंटेना,মাৰ্কোনি এন্টেনা
चिन्ह/दिक्काल अनुपात,চিহ্ন/সময় অনুপাত
आवरण,কভাৰটো
मास्क प्रोग्रामित रॉम,মাস্ক প্ৰগ্ৰেম কৰা rom
अच्छादनशील अंतरायन,ভাল কামৰ বাধা
आच्छद रोम,কভাৰ ৰম
"मात्रा, द्रव्यमान","আয়তন, ভৰ"
मास्टर घड़ी,মাষ্টাৰ ঘড়ী
मास्टर दोलित्र,মাষ্টাৰ দোলক
सुमेलित फिल्टर,মিল থকা ফিল্টাৰ
सुमेलित लोड,মিল থকা লোড
सुमेलन,মিল থকা
मैट्रिक्स समीकरण,মেট্ৰিক্স সমীকৰণ
प्रधान ऐन्टेना टी.वी.,হেড এন্টেনা টিভি
अधिकतम अग्रधारा,সৰ্বোচ্চ ফৰৱাৰ্ড
अधिकतम लब्धि,সৰ্বোচ্চ লাভ
अधिकतम शक्ति अंतरण प्रमेय,সৰ্বোচ্চ শক্তি স্থানান্তৰ উপপাদ্য
अधिकतम अनुमतांक,সৰ্বোচ্চ নম্বৰ
अधिकतम व्युत्क्रम वोल्टता,সৰ্বোচ্চ বিপৰীত ভোল্টেজ
अधिकतम उपयोज्य आवृति (MUF),সৰ্বোচ্চ ব্যৱহাৰযোগ্য কম্পাঙ্ক (MUF)
मैक्सटर्म,maxterm
मैक्सवेल समीकरण,মেক্সৱেল সমীকৰণ
सूक्ष्म चैनल संरचना,মাইক্ৰ&#39; চেনেলৰ গঠন
एम-व्युत्पन्न फिल्टर,M-উত্পন্ন ফিল্টাৰ
माध्य मुक्त पथ,মানে মুক্ত পথ
औसत मान,গড় মূল্য
वर्गमाध्य मूल्य,বৰ্গ গড় মান
मापक यंत्र,জোখ লোৱা যন্ত্ৰ
यांत्रिक फिल्टर,যান্ত্ৰিক ফিল্টাৰ
चिकित्सा इलेक्ट्रॉनिकी,চিকিৎসা ইলেক্ট্ৰনিকছ
मेगा ओम,মেগা ওম
मेगाबाइट,মেগাবাইট
मेगर,megger
स्मृति,স্মৃতিচাৰণ
स्मृति अभिगम काल,মেমৰি অভিগম সময়
स्मृति सरणी,মেমৰি এৰে
स्मृति बफर पंजी,মেমৰি বাফাৰ ৰেজিষ্টাৰ
स्मृति कोशिका,স্মৃতিশক্তি কোষ
स्मृति कोशिका 'रेस अराउंड' अवस्था,স্মৃতি কোষৰ ‘ৰেচ আৰউণ্ড’ পৰ্যায়
स्मृति चिप,মেমৰি চিপ
सूक्ष्म परिपथ,মাইক্ৰ&#39; চাৰ্কিট
स्मृति चक्र,স্মৃতি চক্ৰ
स्मृति चक्रकाल,স্মৃতি চক্ৰ
स्मृति प्रतिचित्र,মেমৰি মেপ
स्मृति प्रतिचित्रित निवेश/निर्गम,মেমৰি মেপ কৰা ইনপুট/আউটপুট
स्मृति पठन,স্মৃতিশক্তি পঢ়া
स्मृति लेखन,স্মৃতি লিখা
"मेन्यू, प्रसूचि","মেনু, কেটেলগ"
अक्षीय तल,অক্ষীয় সমতল
जाल,জাল
जाल विश्लेषण,জাল বিশ্লেষণ
जाल धारा,মেছ ষ্ট্ৰিম
जाल समीकरण,মেছ সমীকৰণ
धातु,ধাতু
धातु-बॉक्स,ধাতুৰ বাকচ
धातु फिल्म प्रतिरोधक,ধাতুৰ ফিল্ম ৰেজিষ্টৰ
धात्विकीकरण,ধাতৱীকৰণ
मीटर,মিটাৰ
एम.एफ.टी.डी. (बहुआवर्ती स्वर डायलिंग),এম এফ টি ডি (একাধিক টোন ডায়েলিং)
मो,মো
एम.आई.सी. (माइक्रोवेव एकीकृत परिपथ),এম আই চি (মাইক্ৰৱেভ ইন্টিগ্ৰেটেড চাৰ্কিট)
अभ्रक संधारित्र,মাইকা কেপাচিটৰ
एम.आई.सी.आर.,এম আই চি আৰ
सूक्ष्म बंकन,সূক্ষ্ম চিহ্ন
माइक्रो कंप्यूटर,মাইক্ৰ&#39;কম্পিউটাৰ
सूक्ष्म नियंत्रक,মাইক্ৰ&#39; নিয়ন্ত্ৰক
सूक्ष्म इलेक्ट्रॉनिकी,মাইক্ৰ&#39; ইলেক্ট্ৰনিক্স
माइक्रोफैराड,মাইক্ৰ&#39;ফেৰাড
माइक्रोफिश,মাইক্ৰ&#39;ফিছ
सूक्ष्म अनुदेश,মাইক্ৰ&#39; নিৰ্দেশনা
सूक्ष्माष्टि आधारित प्रचालन निकाय,মাইক্ৰস্কোপিক অপাৰেটিং চিষ্টেম
सूक्ष्म तर्क,সূক্ষ্ম যুক্তি
माइक्रोन,মাইক্ৰন
माइक्रोफोन,মাইক্ৰ&#39;ফোন
सूक्ष्मकर्णी प्रभाव,মাইক্ৰ’টনিক প্ৰভাৱ
"माइक्रोप्रोसेसर, सूक्ष्म संसाधित्र","মাইক্ৰ&#39;প্ৰচেছৰ, মাইক্ৰ&#39;প্ৰচেছৰ"
सूक्ष्म संसाधित्र कोड,মাইক্ৰ&#39;প্ৰচেছৰ ক&#39;ড
माइक्रो प्रोग्राम,মাইক্ৰ&#39; প্ৰগ্ৰেম
"सूक्ष्म क्रमादेशन, सूक्ष्म प्रोग्रामन","মাইক্ৰ&#39; প্ৰগ্ৰেমিং, মাইক্ৰ&#39; প্ৰগ্ৰেমিং"
माइक्रो सेकंड,মাইক্ৰ&#39; ছেকেণ্ড
सूक्ष्म पट्टी ऐंटेना,মাইক্ৰ&#39; ষ্ট্ৰিপ এন্টেনা
सूक्ष्म पट्टी संचरण लाइन,মাইক্ৰ&#39; ষ্ট্ৰিপ ট্ৰেন্সমিছন লাইন
"सूक्ष्म तरंग, माइक्रोवेव","মাইক্ৰৱেভ, মাইক্ৰৱেভ"
सूक्ष्म तरंग प्रवर्धक,মাইক্ৰৱেভ এম্প্লিফায়াৰ
सूक्ष्म तरंग ऐंटेना,মাইক্ৰৱেভ এন্টেনা
सूक्ष्म तरंग कड़ी,মাইক্ৰ&#39; ৱেভ লিংক
सूक्ष्म तरंग संचरण विंडो,মাইক্ৰৱেভ ট্ৰেন্সমিছন উইণ্ড&#39;
