Punjabi,Malayalam
ਰੋਟੇਸ਼ਨਲ ਸਥਿਰਤਾ,ഭ്രമണ സ്ഥിരത
"ਅੱਧੀ ਚੌੜਾਈ, ਅੱਧੀ ਚੌੜਾਈ","പകുതി വീതി, പകുതി വീതി"
ਹਾਲ ਗੁਣਾਂਕ,ഹാൾ കോഫിഫിഷ്യന്റ്
ਹਾਲ ਪ੍ਰਭਾਵ,ഹാൾ പ്രഭാവം
"ਮਾਹੌਲ, ਆਭਾ","അന്തരീക്ഷം, പ്രഭാവലയം"
"ਹੈਮਿਲਟੋਨੀਅਨ (ਵੀ.), ਹੈਮਿਲਟੋਨੀਅਨ (ਐਡੀ.)","ഹാമിൽട്ടോണിയൻ (വി.), ഹാമിൽട്ടോണിയൻ (എഡി.)"
"ਮੈਨੁਅਲ ਲੈਂਸ, ਹੈਂਡ ਲੈਂਸ","മാനുവൽ ലെൻസ്, ഹാൻഡ് ലെൻസ്"
ਹਾਰਡ ਕੋਰ,ഹാർഡ് കോർ
ਮਜ਼ਬੂਤ,കോട്ട
ਸਖ਼ਤ ਕਰਨਾ,കാഠിന്യം
ਵੱਧ ਤੋਂ ਵੱਧ ਛੇਦ ਕਰਨ ਵਾਲੀ ਕਿਰਨ,പരമാവധി സുഷിരം കിരണം
ਅਲਟਰਾਫਾਸਟ ਗਾਮਾ ਰੇ,അൾട്രാഫാസ്റ്റ് ഗാമാ റേ
ਗਲਤ ਨਿਦਾਨ,തെറ്റായ രോഗനിർണയം
"ਕਠੋਰਤਾ, ਘੁਸਪੈਠ","കാഠിന്യം, നുഴഞ്ഞുകയറ്റം"
ਸੁਣਨ ਦੀ ਕਮਜ਼ੋਰੀ,ശ്രവണ വൈകല്യം
ਅਲਟਰਾਫਾਸਟ ਐਕਸ-ਰੇ,അൾട്രാഫാസ്റ്റ് എക്സ്-റേകൾ
"ਹਾਰਮੋਨਿਕ, ਹਾਰਮੋਨਿਕ, ਹਾਰਮੋਨਿਕ, ਹਾਰਮੋਨਿਕ","ഹാർമോണിക്, ഹാർമോണിക്, ഹാർമോണിക്, ഹാർമോണിക്"
"ਇੰਟਰਐਕਟਿਵ ਵਿਸ਼ਲੇਸ਼ਣ, ਗੁਣਵੱਤਾ","സംവേദനാത്മക വിശകലനം, ഗുണനിലവാരം"
ਸੰਚਾਰ,ആശയവിനിമയം
ਹਾਰਟੀ ਅਨੁਮਾਨ,ഹാർട്ടി ഏകദേശം
ਹਾਰਟਲੇ ਸਰਕਟ,ഹാർട്ട്ലി സർക്യൂട്ട്
ਹਾਈਡ੍ਰੋਜਨ ਬੰਬ,ഹൈഡ്രജൻ ബോംബ്
"ਸਿਰਲੇਖ, ਸਿਰਲੇਖ",തലക്കെട്ട്
"ਸਿੱਧਾ ਪ੍ਰਭਾਵ, ਸਿਰ-ਉੱਤੇ ਟੱਕਰ","നേരിട്ടുള്ള ആഘാതം, കൂട്ടിയിടി"
ਗਰਮੀ,ചൂട്
ਹੀਟਿੰਗ,ചൂടാക്കൽ
ਗਰਮੀ ਦੀ ਲਹਿਰ,ചൂട് തരംഗം
ਆਕਾਸ਼ੀ ਸਰੀਰ (ਗਰਮੀ ਦੀ ਲਹਿਰ),ആകാശ ശരീരം (ചൂട് തരംഗം)
ਵੱਡੇ ਨਿਊਕਲੀਅਸ,വലിയ ന്യൂക്ലിയസ്
ਲੰਬੀ ਜੋੜੀ,നീണ്ട കപ്ലിംഗ്
"ਉਚਾਈ, ਉਚਾਈ, ਉਚਾਈ","ഉയരം, ഉയരം, ഉയരം"
ਉਚਾਈ ਪ੍ਰਭਾਵ,ഉയരം പ്രഭാവം
ਹੇਟਲਰ-ਲੰਡਨ ਵਿਵਾਦ,ഹെയ്റ്റ്ലർ-ലണ്ടൻ തർക്കം
ਕੁੰਡਲਨੀ,കുണ്ഡലിനി
ਸੂਰਜੀ ਕੇਂਦਰਿਤ,സൂര്യകേന്ദ്രീകൃതമായ
ਹੈਲਮਹੋਲਟਸ ਮੁਕਤ ਊਰਜਾ,helmholts സ്വതന്ത്ര ഊർജ്ജം
ਹੈਨਰੀ,ഹെൻറി
ਛਾਪਿਆ,അച്ചടിച്ചത്
ਹਰਟਜ਼-ਲਹਿਰ,ഹെർട്സ്-തരംഗം
ਹੱਜ,ഹജ്ജ്
ਅਜੀਬ ਊਰਜਾ ਇਲੈਕਟ੍ਰੋਨ,വിചിത്രമായ ഊർജ്ജ ഇലക്ട്രോണുകൾ
ਵਿਭਿੰਨ ਅੰਕੜੇ,വൈവിധ്യമാർന്ന രൂപങ്ങൾ
ਵਿਭਿੰਨ,വൈവിധ്യമാർന്ന
"heteronuclear, heteronuclear","ഹെറ്ററോ ന്യൂക്ലിയർ, ഹെറ്ററോ ന്യൂക്ലിയർ"
heisler ਮਿਸ਼ਰਤ,ഹെയ്സ്ലർ അലോയ്
ਹੈਕਸ ਧੁਰਾ,ഹെക്സ് അക്ഷം
"ਹੈਕਸਾਗੋਨਲ ਕ੍ਰਿਸਟਲ, ਚਤੁਰਭੁਜ ਕ੍ਰਿਸਟਲ","ഷഡ്ഭുജാകൃതിയിലുള്ള ക്രിസ്റ്റൽ, ചതുരാകൃതിയിലുള്ള ക്രിസ്റ്റൽ"
ਛੋਟਾ ਕੈਮਰਾ,ചെറിയ ക്യാമറ
"ਥਰਮਾਮੀਟਰੀ, ਹਾਈਪਰਥਰਮਾਮੀਟਰੀ","തെർമോമെട്രി, ഹൈപ്പർതെർമോമെട്രി"
"ਉੱਚ ਵੋਲਟੇਜ, ਉੱਚ ਵੋਲਟੇਜ","ഉയർന്ന വോൾട്ടേജ്, ഉയർന്ന വോൾട്ടേജ്"
"ਮੋਰੀ, ਮੋਰੀ, ਮੋਰੀ","ദ്വാരം, ദ്വാരം, ദ്വാരം"
ਹੋਲੋਗ੍ਰਾਮ,ഹോളോഗ്രാം
ਹੋਲੋਗ੍ਰਾਫੀ,ഹോളോഗ്രാഫി
"ਸਮਰੂਪਤਾ, ਸਮਰੂਪਤਾ","ഏകത, ഏകത"
"ਸਮਰੂਪ, ਸਮਰੂਪ, ਸਮਰੂਪ, ਸਮਰੂਪ, ਸਮਰੂਪ","ഏകതാനമായ, ഏകതാനമായ, ഏകതാനമായ, ഏകതാനമായ, ഏകതാനമായ"
ਹੁੱਕ ਦਾ ਕਾਨੂੰਨ,ഹുക്കിന്റെ നിയമം
ਹਰੀਜੱਟਲ,തിരശ്ചീനമായ
"ਹਾਰਸ ਪਾਵਰ, ਹਾਰਸ ਪਾਵਰ","കുതിരശക്തി, കുതിരശക്തി"
ਪਰਾਹੁਣਚਾਰੀ,ആതിഥ്യമര്യാദ
ਗਰਮ ਬੈਂਡ,ചൂടുള്ള ബാൻഡ്
ਸੁਪਰ ਊਰਜਾ ਕੈਰੀਅਰ,സൂപ്പർ എനർജി കാരിയർ
ਉੱਚ ਊਰਜਾ ਇਲੈਕਟ੍ਰੋਨ,ഉയർന്ന ഊർജ്ജ ഇലക്ട്രോൺ
ਰੰਗ ਸ਼ੇਡ,നിറം ഷേഡ്
"ਹਮ, ਅਸੀਂ","ഹം, ഞങ്ങൾ"
"ਉਚਾਰਨ, ਨਮੀ","ഉച്ചാരണം, ഈർപ്പം"
humidor,ഈർപ്പം
"ਨਮੀ, ਨਮੀ","ഈർപ്പം, ഈർപ്പം"
huygens ਕਾਨੂੰਨ,ഹ്യൂഗൻസ് നിയമം
ਹਾਈਬ੍ਰਿਡ,സങ്കരയിനം
ਹਾਈਬ੍ਰਿਡੀਕਰਨ,ഹൈബ്രിഡൈസേഷൻ
ਹਾਈਡ੍ਰੌਲਿਕ,ഹൈഡ്രോളിക്
"hydrodynamic, hydrodynamic","ഹൈഡ്രോഡൈനാമിക്, ഹൈഡ്രോഡൈനാമിക്"
"hydrodynamics, hydrodynamics, hydrodynamics","ഹൈഡ്രോഡൈനാമിക്സ്, ഹൈഡ്രോഡൈനാമിക്സ്, ഹൈഡ്രോഡൈനാമിക്സ്"
ਹਾਈਡਰੋਜਨ ਪਦਾਰਥ,ഹൈഡ്രജൻ പദാർത്ഥം
ਹਾਈਡ੍ਰੋਲੋਜੀ,ജലശാസ്ത്രം
ਜਲ ਬੋਰਡ,ജലബോർഡ്
ਹਾਈਡ੍ਰੋਸਟੈਟਿਕ,ഹൈഡ്രോസ്റ്റാറ്റിക്
"hydrostatics, hydrostatics","ഹൈഡ്രോസ്റ്റാറ്റിക്സ്, ഹൈഡ്രോസ്റ്റാറ്റിക്സ്"
"ਹਾਈਗਰੋਮੀਟਰ, ਹਾਈਗਰੋਮੀਟਰ","ഹൈഗ്രോമീറ്റർ, ഹൈഗ്രോമീറ്റർ"
ਹਾਈਗ੍ਰੋਮੈਟਰੀ,ഹൈഗ്രോമെട്രി
ਹਾਈਗ੍ਰੋਮੀਟਰ,ഹൈഗ്രോമീറ്റർ
ਹਾਈਗ੍ਰੋਸਕੋਪਿਕ,ഹൈഗ്രോസ്കോപ്പിക്
ਹਾਈਪਰਬੌਲਿਕ,ഹൈപ്പർബോളിക്
ਉੱਚ ਚਾਰਜ ਹਾਈਪਰ ਚਾਰਜ,ഉയർന്ന ചാർജ് ഹൈപ്പർ ചാർജ്
ਘੱਟੋ-ਘੱਟ,ചുരുങ്ങിയത്
ਲੰਬੀ ਨਜ਼ਰ,ദീർഘദൃഷ്ടി
hyperrani - ਨਿਊਕਲੀਅਸ,ഹൈപ്പർറാനി - ന്യൂക്ലിയസ്
hyperon,ഹൈപ്പറോൺ
ਸੁਪਰਸੋਨਿਕ,സൂപ്പർസോണിക്
ਸੁਪਰ ਅਸਮਾਨ,സൂപ്പർ ആകാശം
ਪਰਿਕਲਪਨਾ,അനുമാനം
"ਕਲਪਨਾਤਮਕ, ਕਲਪਨਾਤਮਕ","സാങ്കൽപ്പിക, സാങ്കൽപ്പിക"
ਉਬਾਲਣ ਬਿੰਦੂ,തിളനില
ਨੀਂਦ,മയക്കം
ਬਰਫ਼,ഐസ്
ਬਰਫ਼ ਦਾ ਕ੍ਰਿਸਟਲ,ഐസ്-ക്രിസ്റ്റൽ
ਆਦਰਸ਼,ഐഡിയൽ
ਆਦਰਸ਼ਕ,ആദർശവത്കരിക്കപ്പെട്ടു
"ਸਮਾਨ, ਸਮਾਨ, ਅਟੁੱਟ","സമാനമായ, സമാന, അവിഭാജ്യ"
"ਪਛਾਣ, ਪਛਾਣ, ਪਛਾਣ, ਪਛਾਣ","തിരിച്ചറിയൽ, തിരിച്ചറിയൽ, തിരിച്ചറിയൽ, തിരിച്ചറിയൽ"
"ਪਛਾਣ ਬੀਕਨ, ਪਛਾਣ ਬੀਕਨ","ഐഡന്റിഫിക്കേഷൻ ബീക്കൺ, ഐഡന്റിഫിക്കേഷൻ ബീക്കൺ"
"ਸਮਾਨ, ਸਮਾਨ, ਸਰਵ ਵਿਆਪਕ, ਵਿਅਕਤੀਗਤਤਾ","സമാനം, സമാനം, സർവ്വവ്യാപി, വ്യക്തിത്വം"
ਕੰਮ ਰਹਿਤ,ജോലിയില്ലാത്ത
"ਅਕਿਰਿਆਸ਼ੀਲ ਸਮਾਂ, ਪ੍ਰੋਗਰਾਮ ਪ੍ਰੀਖਿਆ ਦਾ ਸਮਾਂ","നിഷ്ക്രിയ സമയം, പ്രോഗ്രാം പരീക്ഷ സമയം"
ਜਗਾਉਣ ਲਈ,ജ്വലിപ്പിക്കാൻ
igniter,ഇഗ്നിറ്റർ
ਇਗਨੀਸ਼ਨ,ജ്വലനം
ਹਦਾਇਤ ਦੀ ਅਣਦੇਖੀ,നിർദ്ദേശം അവഗണിക്കുക
ਰੋਸ਼ਨੀ ਘਣਤਾ,പ്രകാശ സാന്ദ്രത
ਰੋਸ਼ਨੀ ਕਰਨ ਵਾਲਾ,പ്രകാശകൻ
ਰੋਸ਼ਨੀ ਕਰਨ ਵਾਲਾ,പ്രകാശകൻ
ਰੋਸ਼ਨੀ ਗੇਜ,ലൈറ്റിംഗ് ഗേജ്
ਰੋਸ਼ਨੀ ਕਰਨ ਵਾਲਾ,പ്രകാശകൻ
ਪ੍ਰਤੀਬਿੰਬ,പ്രതിഫലനം
"ਕਲਪਿਤ, ਕਾਲਪਨਿਕ, ਕਲਪਨਾਤਮਕ","സാങ്കൽപ്പികം, സാങ്കൽപ്പികം, സാങ്കൽപ്പികം"
ਡੁੱਬੀ ਵਸਤੂ,മുങ്ങിയ വസ്തു
ਡੁੱਬਣਾ,നിമജ്ജനം
ਰੁਕਾਵਟ ਪ੍ਰਵੇਸ਼,ഇംപഡൻസ് നുഴഞ്ഞുകയറ്റം
"ਪ੍ਰਭਾਵ, ਪ੍ਰਭਾਵ, ਪ੍ਰਭਾਵ, ਟੱਕਰ, ਰੀਬਾਉਂਡ","ആഘാതം, ആഘാതം, ആഘാതം, കൂട്ടിയിടി, തിരിച്ചുവരവ്"
ਪ੍ਰਭਾਵ ਪ੍ਰਭਾਵ,ആഘാതം പ്രഭാവം
ਰੁਕਾਵਟ,പ്രതിരോധം
ਹੈਰਾਨ ਕਰਨ ਵਾਲਾ,ഞെട്ടിപ്പിക്കുന്നത്
ਲਾਗੂ ਦਬਾਅ,പ്രയോഗിച്ച സമ്മർദ്ദം
"impregnated, embedded","സന്നിവേശിപ്പിച്ച, ഉൾച്ചേർത്ത"
ਭਾਵਨਾ,പ്രേരണ
ਅਸ਼ੁੱਧ,അശുദ്ധമായ
ਬਾਹਰੀ ਚਾਲਕਤਾ (ਬਾਹਰੀ ਚਾਲਕਤਾ),ബാഹ്യ ചാലകത (ബാഹ്യ ചാലകത)
ਸੁਣਨਯੋਗਤਾ,കേൾവിക്കുറവ്
ਸੁਣਨਯੋਗ ਨਹੀਂ,കേൾക്കാത്ത
incandescence,ജ്വലനം
ਚਮਕਦਾਰ,ജ്വലിക്കുന്ന
rapsodic,റാപ്സോഡിക്
ਆਗਾਮੀ,വരാനിരിക്കുന്ന
ਸੰਕੁਚਿਤਤਾ,അപര്യാപ്തത
ਵਧੀ ਹੋਈ ਓਸਿਲੇਸ਼ਨ,വർദ്ധിച്ചുവരുന്ന ആന്ദോളനം
ਵਧਿਆ ਚੁੰਬਕਤਾ,വർദ്ധിച്ച കാന്തികത
ਮੁਫਤ ਵੰਡ,സൗജന്യ വിതരണം
"ਅਨੰਤ, ਅਨਿਸ਼ਚਿਤ, ਅਨਿਸ਼ਚਿਤ, 4 ਅਨਿਸ਼ਚਿਤ","അനന്തമായ, അനിശ്ചിതമായ, അനിശ്ചിതമായ, 4അനിശ്ചിതത്വമുള്ള"
"ਘਾਤਕ, ਸੰਕੇਤਕ, 3 ਸੂਚਕਾਂਕ","മാരകമായ, പോയിന്റർ, 3 സൂചിക"
"ਅਸਿੱਧੇ, ਅਸਿੱਧੇ","പരോക്ഷമായ, പരോക്ഷമായ"
ਪ੍ਰੇਰਿਤ,പ്രചോദനം നൽകി
"ਆਗਮਨ, ਪ੍ਰੇਰਣਾ, ਸ਼ਾਮਲ ਕਰਨਾ","വരവ്, ഇൻഡക്ഷൻ, ഇൻഡക്ഷൻ"
ਪ੍ਰੇਰਣਾਦਾਇਕ,പ്രചോദനാത്മകമായ
ਪ੍ਰੇਰਕ,പ്രേരകൻ
inertial,ജഡത്വം
ਅਮੁੱਕ ਸਰੋਤ,ഒഴിച്ചുകൂടാനാവാത്ത ഉറവിടം
"ਬੇਅੰਤ, ਬੇਅੰਤ","അനന്തമായ, അനന്തമായ"
"ਅਨੰਤਤਾ, ਬੇਅੰਤ","അനന്തം, അനന്തം"
"ਬੇਅੰਤ, ਬੇਅੰਤ","അനന്തമായ, അനന്തമായ"
ਜਲਣਸ਼ੀਲਤਾ,ജ്വലനം
ਜਲਣਸ਼ੀਲ,ജ്വലിക്കുന്ന
ਪ੍ਰਵਾਹ,ഒഴുക്ക്
ਪ੍ਰਵਾਹ,ഒഴുക്ക്
ਜਾਣਕਾਰੀ,വിവരങ്ങൾ
ਬਹੁਤ ਘੱਟ ਬਾਰੰਬਾਰਤਾ,വളരെ കുറഞ്ഞ ആവൃത്തി
ਇਨਫਰਾਰੈੱਡ,ഇൻഫ്രാറെഡ്
ਸੁਣਨਯੋਗ ਨਹੀਂ,കേൾക്കാത്ത
ਆਵਾ ਸ਼ਰਵਿਕੀ,അവ ശ്രാവികി
ਅਸੰਗਤਤਾ,പൊരുത്തക്കേട്
ਵੱਖਰਾ,വ്യത്യസ്തമായ
ਸ਼ੁਰੂਆਤੀ,പ്രാരംഭം
ਟੀਕਾ,കുത്തിവയ്പ്പ്
ਦਾਖਲ ਕਰੋ,നൽകുക
"ਅੰਦਰਲਾ, ਅੰਦਰਲਾ, ਅੰਦਰਲਾ, ਅੰਦਰਲਾ","ആന്തരിക, ആന്തരിക, ആന്തരിക, ആന്തരിക"
"ਇਨਪੁਟ (ਐਨ.), ਇਨਪੁਟ (ਵੀ.)","ഇൻപുട്ട് (എൻ.), ഇൻപുട്ട് (വി.)"
ਗੁੰਡਾਗਰਦੀ,ധിക്കാരം
ਲਾਈਵਸ਼ਨ,ലൈവേഷൻ
"ਮਾਮੂਲੀ, ਮਾਮੂਲੀ","നിസ്സാരമായ, നിസ്സാരമായ"
ਨਿਗਰਾਨੀ,മേൽനോട്ടത്തിലാണ്
"ਇੰਸਟਾਲੇਸ਼ਨ, ਇੰਸਟਾਲੇਸ਼ਨ, ਇੰਸਟਾਲੇਸ਼ਨ","ഇൻസ്റ്റലേഷൻ, ഇൻസ്റ്റലേഷൻ, ഇൻസ്റ്റലേഷൻ"
ਪਲ,നിമിഷം
ਹਿਦਾਇਤ,നിർദ്ദേശം
ਮਸ਼ੀਨ,യന്ത്രം
ਮਕੈਨੀਕਲ,മെക്കാനിക്കൽ
"ਮਸ਼ੀਨੀਕਰਨ, ਅਸੈਂਬਲੀ","യന്ത്രവൽക്കരണം, അസംബ്ലി"
"ਇਨਸੂਲੇਟਿੰਗ, ਇਨਸੂਲੇਟਿੰਗ","ഇൻസുലേറ്റിംഗ്, ഇൻസുലേറ്റിംഗ്"
ਇੰਸੂਲੇਟਿੰਗ,ഇൻസുലേറ്റിംഗ്
"ਇੰਸੂਲੇਟਿੰਗ, ਇਨਸੂਲੇਟਿੰਗ, ਇਨਸੂਲੇਟਿੰਗ","ഇൻസുലേറ്റിംഗ്, ഇൻസുലേറ്റിംഗ്, ഇൻസുലേറ്റിംഗ്"
"1 ਪੂਰੀ ਸੰਖਿਆ, ਪੂਰਨ ਅੰਕ","1പൂർണ്ണ സംഖ്യ, പൂർണ്ണസംഖ്യ"
ਅਖੰਡਤਾ,സമഗ്രത
"ਪੂਰਨ ਅੰਕ, ਪੂਰਨ ਅੰਕ","അവിഭാജ്യ, പൂർണ്ണസംഖ്യ"
ਏਕੀਕਰਣ,സംയോജനം
"ਤੀਬਰ, ਗੁੱਸੇ ਵਾਲਾ","തീവ്രമായ, ക്രുദ്ധമായ"
ਤੀਬਰਤਾ,തീവ്രത
"ਖਿੱਚ, ਪ੍ਰਵੇਗ","ട്രാക്ഷൻ, ത്വരണം"
"ਤੀਬਰਤਾ, ਤੀਬਰਤਾ, ਤੀਬਰਤਾ","തീവ്രത, തീവ്രത, തീവ്രത"
ਤੀਬਰ,തീവ്രമായ
ਗੱਲਬਾਤ ਕਰਨੀ,ഇടപെടൽ
ਅੰਤਰ-ਪਰਮਾਣੂ,ഇന്ററാറ്റോമിക്
"ਵਟਾਂਦਰਾ, ਲੈਣ-ਦੇਣ","വിനിമയം, ഇടപാട്"
"ਅੰਤਰ-ਨਿਰਭਰਤਾ, ਅੰਤਰ-ਨਿਰਭਰਤਾ","പരസ്പരാശ്രിതത്വം, പരസ്പരാശ്രിതത്വം"
ਪਰਸਪਰ ਨਿਰਭਰ,പരസ്പരാശ്രിതം
ਆਪਸੀ ਫੈਲਾਅ,പരസ്പര വ്യാപനം
ਇੰਟਰਫੇਸ ਸਫ਼ਾ,ഇന്റർഫേസ് പേജ്
ਕਰਾਸ ਭਰਨ,ക്രോസ് ഫിൽ
ਇੰਟਰਫੇਸ ਕੋਣ,ഇന്റർഫേസ് ആംഗിൾ
"ਦਖਲਅੰਦਾਜ਼ੀ, ਦਖਲਅੰਦਾਜ਼ੀ, ਰੁਕਾਵਟ","ഇടപെടൽ, ഇടപെടൽ, തടസ്സം"
ਅੰਤਰ-ਗੈਲੈਕਟਿਕ,ഇന്റർഗാലക്‌റ്റിക്
"ਅੰਦਰਲਾ, ਅੰਦਰਲਾ, ਅੰਦਰਲਾ (ਵੀ.), ਅੰਦਰਲਾ, ਅੰਦਰਲਾ, ਅੰਦਰਲਾ (ਵੀ.)","അകം, അകം, അകം (വി.), അകം, അകം, അകം (വി.)"
"synapse, synapse","സിനാപ്സ്, സിനാപ്സ്"
"ਵਿਚਕਾਰਲਾ, ਸੈਕੰਡਰੀ, ਮੱਧ, ਮੱਧ","ഇടത്തരം, ദ്വിതീയ, ഇടത്തരം, ഇടത്തരം"
intermetallic,ഇന്റർമെറ്റാലിക്
"ਰੁਕ-ਰੁਕ ਕੇ, ਰੁਕ-ਰੁਕ ਕੇ","ഇടവിട്ടുള്ള, ഇടവിട്ടുള്ള"
ਅੰਤਰ-ਆਣੂ,ഇന്റർമോളികുലാർ
ਅੰਦਰੂਨੀ,ആന്തരികം
ਅੰਤਰਰਾਸ਼ਟਰੀ,അന്താരാഷ്ട്ര
ਇੰਟਰਸਟੀਸ਼ੀਅਲ,ഇന്റർസ്റ്റീഷ്യൽ
ਅੰਤਰਗ੍ਰਹਿ,ഗ്രഹാന്തരം
ਇੰਟਰਪੋਲੇਸ਼ਨ,ഇന്റർപോളേഷൻ
ਸਾਰਥਕਤਾ,അർത്ഥപൂർണത
"ਚੋਣਕਾਰ, ਦੁਭਾਸ਼ੀਏ","ഇലക്‌ടർ, ഇന്റർപ്രെറ്റർ"
ਰੁਕਾਵਟ,തടസ്സപ്പെടുത്തുന്നയാൾ
ਨੂੰ ਕੱਟਣਾ,വിഭജിക്കുന്നു
"ਇੰਟਰਸੈਕਸ਼ਨ, ਇੰਟਰਸੈਕਸ਼ਨ, ਇੰਟਰਸੈਕਸ਼ਨ","കവല, കവല, കവല"
ਅੰਤਰਾਲ,ഇടവേള
ਇੰਟਰਸਟਲਰ,നക്ഷത്രാന്തരം
ਇੰਟਰਸਟੀਸ਼ੀਅਲ,ഇന്റർസ്റ്റീഷ്യൽ
"ਪਾੜਾ, ਪਾੜਾ","വിടവ്, വിടവ്"
ਬੰਦ ਕਰੋ,അടുത്ത്
ਅੰਤ ਵਿੱਚ,ഒടുവിൽ
ਅੰਤਰ-ਪਰਮਾਣੂ,ഇന്ററാറ്റോമിക്
"ਨਾਜ਼ (ਵਾਰਸ), ਅੰਤਰ (ਅੰਦਰੂਨੀ)","നാസ് (അവകാശി), അന്തർ (ആന്തരികം)"
ਯਕੀਨਨ,ഉറപ്പാണ്
"ਕਾਢ, ਕਾਢ","കണ്ടുപിടുത്തം, കണ്ടുപിടിത്തം"
"ਉਲਟ, ਉਲਟ, ਉਲਟ","വിപരീതം, വിപരീതം, വിപരീതം"
"ਉਲਟਾ, ਉਲਟਾ","വിപരീതം, വിപരീതം"
ਦੀ ਨੁਮਾਇੰਦਗੀ ਕਰਨ ਲਈ,പ്രതിനിധീകരിക്കാൻ
"ਉਲਟ, ਉਲਟ","വിപരീതം, വിപരീതം"
ਅੰਨ੍ਹਾ,അന്ധൻ
turbid ਤਰਲ,കലങ്ങിയ ദ്രാവകം
ਅਦਿੱਖਤਾ,അദൃശ്യത
ਅਦਿੱਖ,അദൃശ്യ
ਆਇਨ,അയോൺ
ionic,അയോണിക്
ionizable,അയണീകരിക്കാവുന്ന
"ionize ਕਰਨ ਲਈ, ionize ਕਰਨ ਲਈ","അയണീകരിക്കാൻ, അയണീകരിക്കാൻ"
"ionosphere, ionosphere","അയണോസ്ഫിയർ, അയണോസ്ഫിയർ"
ionosphere,അയണോസ്ഫിയർ
ਆਇਰਿਸ,ഐറിസ്
irradiated,വികിരണം
ਕਿਰਨ,വികിരണം
ਤਰਕਹੀਣ,യുക്തിരഹിതമായ
"ਅਟੱਲ, ਅਟੱਲ, ਅਟੱਲ","മാറ്റാനാകാത്ത, അപരിഹാര്യമായ, പരിഹരിക്കാനാവാത്ത"
ਅਨਿਯਮਿਤ,ക്രമരഹിതം
ਨਾ ਬਦਲਣਯੋਗ,മാറ്റാനാവാത്ത
ਘੁੰਮਣਾ,കറങ്ങുന്നു
"isotropic, isotropic ਵਕਰ","ഐസോട്രോപിക്, ഐസോട്രോപിക് വക്രം"
ਸਾਪੰਤ੍ਰੋਪਿਕ ਤੌਰ ਤੇ,സപാൻട്രോപ്പിക്കൽ
"ਮੈਂ ਸੰਕੇਤ ਕਰਦਾ ਹਾਂ, ਮੈਂ ਸੰਕੇਤ ਕਰਦਾ ਹਾਂ","ഞാൻ സിഗ്നൽ, ഞാൻ സിഗ്നൽ"
"ਆਈਸੋਬਾਰ, ਆਈਸੋਟੋਪ","ഐസോബാറുകൾ, ഐസോടോപ്പുകൾ"
"isobaric, ਸੰਤੁਲਿਤ, ਸੰਤੁਲਿਤ","ഐസോബാറിക്, സമതുലിതമായ, സമതുലിതമായ"
"ਆਈਸੋਮੈਟ੍ਰਿਕ ਲਾਈਨ, ਆਈਸੋਟੋਨਿਕ ਲਾਈਨ","ഐസോമെട്രിക് ലൈൻ, ഐസോടോപ്പ് ലൈൻ"
iso-ionic,ഐസോ-അയോണിക്
ਸਮਰੂਪ,ഹോമോലോജസ്
ਸਮਕਾਲੀ ਲਾਈਨ,സിൻക്രണസ് ലൈൻ
ਸਮਕਾਲੀ ਗਤੀ,സിൻക്രണസ് വേഗത
isometric,ഐസോമെട്രിക്
ਸਮਾਨਤਾ ਵਾਲਾ,തുല്യശക്തി
ਸਮਾਨ-ਊਰਜਾ,തുല്യ ഊർജ്ജസ്വലമായ
"ਸਮਭੁਜ (v.), ਆਈਸੋਸੀਲਸ ਲਾਈਨ (ਐਡੀ.)","ഇക്വിലാറ്ററൽ (വി.), ഐസോസിലിസ് ലൈൻ (എഡി.)"
"ਵੱਖ ਕਰਨਾ, (adj.), ਵੱਖ ਕਰਨਾ, ਵੱਖ ਕਰਨਾ (ver.)","വേർപെടുത്തുക, (അദ്ദേഹം.), വേർപെടുത്തുക, വേർപെടുത്തുക (ver.)"
"ਅਲੱਗ, ਅਲੱਗ, ਸਿੰਗਲ","ഒറ്റപ്പെട്ട, ഒറ്റപ്പെട്ട, ഒറ്റ"
"ਵਿਛੋੜਾ, ਵਿਛੋੜਾ, ਵਿਛੋੜਾ","വേർപിരിയൽ, വേർപിരിയൽ, വേർപിരിയൽ"
ਆਈਸੋਮਰ,ഐസോമർ
ਆਈਸੋਮਰ,ഐസോമർ
isomerism,ഐസോമെറിസം
"isometric, ਤਿਕੋਣ, ਘਣ, isometric","ഐസോമെട്രിക്, ട്രൈറ്റസോൾ, ക്യൂബിക്, ഐസോമെട്രിക്"
isomorphism,ഐസോമോർഫിസം
isomorphic,ഐസോമോർഫിക്
isotherm,ഐസോതെർം
isotherm,ഐസോതെർം
ਆਈਸੋਟੋਪ,ഐസോടോപ്പുകൾ
ਆਈਸੋਟੋਪ,ഐസോടോപ്പുകൾ
ਆਈਸੋਟ੍ਰੋਪਿਕ,ഐസോട്രോപിക്
ਸਰਕੂਲਰ ਲਾਈਨ,വൃത്താകൃതിയിലുള്ള രേഖ
isomorphism,ഐസോമോർഫിസം
ਦੁਹਰਾਓ,ആവർത്തനം
ਅੰਦਰੂਨੀ ਸੈਮੀਕੰਡਕਟਰ,ആന്തരിക അർദ്ധചാലകം
ਜੈਮ ਇੰਟਰਫੇਰੋਮੀਟਰ,ജാം ഇന്റർഫെറോമീറ്റർ
