Telugu,Odiya
హాషింగ్,ଧୋଇବା
హాషింగ్ అల్గోరిథం,ହ୍ୟାସିଂ ଆଲଗୋରିଦମ |
హాషింగ్ ఫంక్షన్,ହାସିଂ ଫଙ୍କସନ୍ |
హాషింగ్ టెక్నిక్,ହ୍ୟାସିଂ କ techni ଶଳ |
హాష్ మొత్తం,ହ୍ୟାସ୍ ସମୁଦାୟ |
హాష్ విలువ,ହ୍ୟାସ୍ ମୂଲ୍ୟ |
శీర్షిక,ଶୀର୍ଷଲେଖ
హెడర్ కార్డ్,ହେଡର୍ କାର୍ଡ |
హెడర్ లేబుల్,ହେଡର୍ ଲେବଲ୍ |
హెడర్ విభాగం,ହେଡର୍ ସେଗମେଣ୍ଟ |
హెడర్ షీట్,ହେଡର୍ ସିଟ୍ |
తల అంతరం,ମୁଣ୍ଡ ଫାଙ୍କ
శీర్షిక,ଶିରୋନାମା
శీర్షిక రికార్డులు,ହେଡିଙ୍ଗ୍ ରେକର୍ଡଗୁଡିକ |
పట్టుకుంది,ଧରାଯାଇଛି
సంకోచం,ଦ୍ୱିଧା
హెటెరోడిన్  రిసెప్షన్,HerTroyne  ଗ୍ରହଣ
హెటెరోడిన్  పునరావృతం,HerTroyne  ପ୍ରତ୍ୟାହାର
వైవిధ్య  మల్టీప్లెక్స్,ହେଟେରୋଜେନସ୍ |  ସ୍ୱତନ୍ତ୍ର-
వైవిధ్య  నెట్‌వర్క్,ହେଟେରୋଜେନସ୍ |  ନେଟୱର୍କ
హ్యూరిస్టిక్,ହ୍ୟୁରିଷ୍ଟିକ୍ |
హ్యూరిస్టిక్ పద్ధతి,ହ୍ୟୁରିଷ୍ଟିକ୍ ପଦ୍ଧତି |
హెక్సాడెసిమల్,ଷୋଡଶମିକ |
హెక్సాడెసిమల్  స్థిరాంకం,ଷୋଡଶମିକ |  ସ୍ଥିର
హెక్సాడెసిమల్  సంజ్ఞామానం,ଷୋଡଶମିକ |  ଉଲ୍ଲେଖ
హెక్స్ ప్యాడ్,ହେକ୍ସ ପ୍ୟାଡ୍ |
దాచిన లైన్,ଲୁକ୍କାୟିତ ରେଖା |
దాచిన లైన్  తొలగింపు,ଲୁକ୍କାୟିତ ରେଖା |  ଅପସାରଣ
క్రమానుగత  వర్గీకరణ,କ୍ରମଆଗତ  ବର୍ଗୀକରଣ
క్రమానుగత  కంప్యూటర్  నెట్‌వర్క్,କ୍ରମଆଗତ  କମ୍ପ୍ୟୁଟର  ନେଟୱର୍କ
క్రమానుగతంగా  సమకాలీకరించబడింది  నెట్‌వర్క్,ହାଇରାର୍କିକାଲ୍ |  ସିଙ୍କ୍ରୋନାଇଜ୍ |  ନେଟୱର୍କ
క్రమానుగత  నెట్‌వర్క్,କ୍ରମଆଗତ  ନେଟୱର୍କ
క్రమానుగత  నిర్మాణం,କ୍ରମଆଗତ  ଗଠନ
సోపానక్రమం,ହାଇରାର୍କି |
యొక్క సోపానక్రమం  కార్యకలాపాలు,ର ହାଇରାର୍କି |  ଅପରେସନ୍ସ
అధిక చిరునామా,ଉଚ୍ଚ ଠିକଣା
అధిక బైట్,ଉଚ୍ଚ ବାଇଟ୍
అధిక సాంద్రత,ଉଚ୍ଚ ଘନତା |
అధిక పౌన .పున్యం  పంపిణీ  ఫ్రేమ్,ଉଚ୍ଚ ଫ୍ରିକ୍ୱେନ୍ସି  ବଣ୍ଟନ  ଫ୍ରେମ୍
అధిక స్థాయి కంపైలర్,ଉଚ୍ଚ ସ୍ତରୀୟ କମ୍ପାଇଲର୍ |
అధిక స్థాయి డేటా లింక్ నియంత్రణ,ଉଚ୍ଚ ସ୍ତରୀୟ ତଥ୍ୟ ଲିଙ୍କ୍ ନିୟନ୍ତ୍ରଣ |
ఉన్నతమైన స్థానం  సమీకరించేవాడు,ଉଚ୍ଚ ସ୍ତର  ଏକତ୍ରିତ |
అధిక స్థాయి మూలం  కోడ్,ଉଚ୍ଚ ସ୍ତରୀୟ ଉତ୍ସ |  କୋଡ୍
అధిక లైటింగ్,ଉଚ୍ଚ ଆଲୋକ
హై ఆర్డర్  స్థానం,ଉଚ୍ଚ କ୍ରମ  ଅବସ୍ଥାନ
అధిక ప్రవాహం,ଉଚ୍ଚ ପାସ୍
అధిక పనితీరు  పరికరాలు,ଉନ୍ନତ ପ୍ରର୍ଦଶନ  ଉପକରଣ
హై పంచ్,ଉଚ୍ଚ ପିଚ୍ |
హై స్పీడ్ క్యారీ,ହାଇ ସ୍ପିଡ୍ ବହନ
హై స్పీడ్ రీడర్,ହାଇ ସ୍ପିଡ୍ ରିଡର୍ |
అధిక వినియోగ సమూహం,ଉଚ୍ଚ ବ୍ୟବହାର ଗୋଷ୍ଠୀ |
హైవే,ରାଜପଥ
హాయ్-లో టారిఫ్,ହାଏ-ଲୋ ଶୁଳ୍କ |
హిరాగానా,ହିରାଗାନା |
చరిత్ర ఫైల్,ଇତିହାସ ଫାଇଲ
చరిత్ర రన్,ଇତିହାସ ଚାଲିବା |
కొట్టుట,ହିଟ୍
ఫ్లైలో కొట్టండి  ప్రింటర్,ମାଛି ଉପରେ ହିଟ୍ କର |  ପ୍ରିଣ୍ଟର୍
లైన్‌లో కొట్టండి,ରେଖାରେ ହିଟ୍ କରନ୍ତୁ |
హిట్ నిష్పత్తి,ହିଟ୍ ଅନୁପାତ
సౌకర్యాన్ని పట్టుకోండి,ହୋଲ୍ଡ ସୁବିଧା |
పుంజం పట్టుకోవడం,ବିମ୍ ଧରି ରଖିବା |
సమయం పట్టుకోవడం,ସମୟ ଧରି
సూచనలను పట్టుకోండి,ନିର୍ଦ୍ଦେଶନାମା
నమూనాను పట్టుకోండి,ଗୋଲ୍ଡ ପ୍ୟାଟର୍
హోలెరిత్ కార్డ్,ହୋଲରାଇଥ୍ କାର୍ଡ |
హోలెరిత్ కోడ్,ହୋଲର୍ରିଥ୍ କୋଡ୍ |
హోలోగ్రామ్,ହୋଲଗ୍ରାମ
హోలోగ్రాఫిక్ ఆధారిత  వ్యవస్థ,ହୋଲୋଗ୍ରାଫିକ୍ ଆଧାରିତ |  ସିଷ୍ଟମ୍
ఇంటి చిరునామ,ଘର ଠିକଣା
హోమ్ కీ,ଗୃହ କୀ
హోమ్ లూప్,ହୋମ୍ ଲୁପ୍ |
హోమ్ నంబరింగ్  ప్రణాళిక ప్రాంతం,ଗୃହ ଗଣନା  ଯୋଜନା କ୍ଷେତ୍ର
హోమియోటిస్,ହୋମେଡୋଷ୍ଟାଟାଇସ୍
ఇంటి స్థానం,ଗୃହ ପଦ
హోమ్ రికార్డ్,ଗୃହ ରେକର୍ଡ |
సజాతీయ  నెట్‌వర్క్,ସମଲିଙ୍ଗୀ  ନେଟୱର୍କ
హాప్పర్,ହପର୍
క్షితిజ సమాంతర ఫీడ్,ଭୂସମାନ୍ତର ଫିଡ୍ |
క్షితిజ సమాంతర రాస్టర్  కౌంట్,ଭୂସମାନ୍ତର ରାଷ୍ଟର |  ଗଣନା
క్షితిజ సమాంతర వ్యవస్థ,ଭୂସମାନ୍ତର ସିଷ୍ଟମ
క్షితిజ సమాంతర పట్టిక,ଭୂସମାନ୍ତର ଟେବୁଲ୍ |
క్షితిజ సమాంతర  పట్టిక  పాత్ర,ଭୂସମାନ୍ତର  ଟାବଲେସନ୍  ବର୍ଣ୍ଣ
క్షితిజ సమాంతర  ర్యాపారౌండ్,ଭୂସମାନ୍ତର  ରାଗିଲା |
హోస్ట్,ହୋଷ୍ଟ
హోస్ట్ అప్లికేషన్  ప్రోగ్రామ్,ହୋଷ୍ଟିକ ଆପ୍ଲିକେସନ୍  ପ୍ରୋଗ୍ରାମ୍
హోస్ట్ కంప్యూటర్,ହୋଷ୍ଟ କମ୍ପ୍ୟୁଟର
హోస్ట్ ఇంటర్ఫేస్,ଶତ୍ରୟ ଇଣ୍ଟରଫେସ୍
హోస్ట్ నోడ్,ହୋଷ୍ଟ ନୋଡ୍
హోస్ట్ స్విచ్,ହୋଷ୍ଟ ସୁଇଚ୍ |
హోస్ట్ సిస్టమ్,ହୋଷ୍ଟ ସିଷ୍ଟମ୍
వేడి చట్రం,ଗରମ ଖାସ୍ |
హాట్ స్టాండింగ్,ଗରମ ଛିଡା |
హాట్ జోన్,ହଟ ଜୋନ୍
హౌస్ కీపింగ్,ଘର ରଖୁଛି |
హౌస్ కీపింగ్  ఆపరేషన్,ଘର ରଖୁଛି |  ଅପରେସନ୍
హబ్,ହବ୍
హబ్ లేఅవుట్,ହବ୍ ଲେଆଉଟ୍ |
మానవ సహాయంతో  యంత్రం  అనువాదం,ମନୁଷ୍ୟର ସାହାଯ୍ୟ  ଯନ୍ତ୍ର  ଅନୁବାଦ
మానవ ఆధారిత  భాష,ମାନବଜାତି |  ଭାଷା
వేటాడు,ଶିକାର
హైబ్రిడ్ కాయిల్,ହାଇବ୍ରିଡ୍ କୋଇଲ୍ |
హైబ్రిడ్ కంప్యూటర్,ହାଇବ୍ରିଡ୍ କମ୍ପ୍ୟୁଟର |
హైబ్రిడ్ ఇంటిగ్రేటెడ్  సర్క్యూట్,ହାଇବ୍ରିଡ୍ ଏକୀକୃତ |  ସର୍କିଟ
హైబ్రిడ్ ఇంటర్ఫేస్,ହାଇବ୍ରିଡ୍ ଇଣ୍ଟରଫେସ୍
హైబ్రిడ్  ప్రోగ్రామింగ్,ହାଇବ୍ରିଡ୍ |  ପ୍ରୋଗ୍ରାମିଂ
హైబ్రిడ్ సెట్,ହାଇବ୍ରିଡ୍ ସେଟ୍ |
హైబ్రిడ్ వ్యవస్థ,ହାଇବ୍ରିଡ୍ ସିଷ୍ଟମ୍ |
హైఫెన్ డ్రాప్,ହାଇଫେନ୍ ଡ୍ରପ୍ |
గుర్తింపు  విభజన,ପରିଚୟ  ବିଭାଜନ
ఐడెంటిఫైయర్,ପରିଚାୟକ
ఐడెంటిఫైయర్ పదం,ପରିଚାୟକ ଶବ୍ଦ
గుర్తింపు,ପରିଚୟ
గుర్తింపు మూలకం,ପରିଚୟ ଉପାଦାନ |
గుర్తింపు గేట్,ପରିଚୟ ଫାଟକ
గుర్తింపు ఆపరేషన్,ପରିଚୟ କାର୍ଯ୍ୟ
గుర్తింపు యూనిట్,ପରିଚୟ ୟୁନିଟ୍ |
పనిలేకుండా అక్షరం,ନିଷ୍କ୍ରିୟ ଚରିତ୍ର
ఐడిల్ లైన్,ନିଷ୍କ୍ରିୟ ରେଖା
ఐడిల్ లైన్  ముగింపు,ନିଷ୍କ୍ରିୟ ରେଖା  ସମାପ୍ତି
ఐడిల్ లింక్,ନିଷ୍କ୍ରିୟ ଲିଙ୍କ
ఉంటే మరియు మాత్రమే-  మూలకం ఉంటే,ଯଦି-ଏବଂ-କେବଳ-  ଯଦି ଉପାଦାନ
ఉంటే మరియు మాత్రమే-  గేట్ ఉంటే,ଯଦି-ଏବଂ-କେବଳ-  ଯଦି ଗେଟ୍
ఉంటే మరియు మాత్రమే-  ఆపరేషన్ ఉంటే,ଯଦି-ଏବଂ-କେବଳ-  ଯଦି ଅପରେସନ୍
రిపీటర్ ఉంటే,ଯଦି ପୁନରାବୃତ୍ତି |
స్టేట్మెంట్ ఉంటే,ଯଦି ଷ୍ଟେଟମେଣ୍ଟ
If-theen మూలకం,ଯଦି-ତା'ପରେ ଉପାଦାନ |
If-then-else,ଯଦି-ener- ense
If-theen గేట్,ଯଦି-ତା'ପରେ ଗେଟ୍ |
If-then  ఆపరేషన్,ଯଦି-ତା'ପରେ  ଅପରେସନ୍
పట్టించుకోకుండా,ଅବଜ୍ ignore ା କର |
పాత్రను విస్మరించండి,ଚରିତ୍ରକୁ ଅଣଦେଖା କରନ୍ତୁ |
అక్రమ పాత్ర,ବେଆଇନ ଚରିତ୍ର |
అక్రమ ఆపరేషన్,ବେଆଇନ ଅପରେସନ୍ |
చిత్రం,ପ୍ରତିଛବି |
చిత్ర యాంటెన్నా,ପ୍ରତିଛବି ଆଣ୍ଟେନା |
చిత్ర ప్రాంతం,ପ୍ରତିଛବି କ୍ଷେତ୍ର |
ఇమేజ్ డిసెక్టర్,ପ୍ରତିଛବି ବିକୃତ |
చిత్ర గ్రాఫిక్స్,ପ୍ରତିଛବି ଗ୍ରାଫିକ୍ସ |
చిత్ర ప్రింటర్,ପ୍ରତିଛବି ମୁଦ୍ରଣ |
బొమ్మ లేదా చిత్రం సరి చేయడం,ପ୍ରତିଛବି ପ୍ରକ୍ରିୟାକରଣ |
చిత్ర సెన్సార్,ପ୍ରତିଛବି ସେନସର |
చిత్ర స్థలం,ପ୍ରତିଛବି ସ୍ଥାନ
తక్షణ ప్రాప్యత,ତୁରନ୍ତ ପ୍ରବେଶ
తక్షణ ప్రాప్యత  నిల్వ,ତୁରନ୍ତ ପ୍ରବେଶ  ସଂରକ୍ଷଣ
తక్షణ చిరునామా,ତୁରନ୍ତ ଠିକଣା
వెంటనే  చిరునామా,ତୁରନ୍ତ  ଠିକଣା
తక్షణ డేటా,ତୁରନ୍ତ ତଥ୍ୟ |
వెంటనే  సూచన,ତୁରନ୍ତ  ନିର୍ଦ୍ଦେଶ
వెంటనే  ప్రాసెసింగ్,ତୁରନ୍ତ  ପ୍ରକ୍ରିୟାକରଣ
తక్షణ పని,ତୁରନ୍ତ କାର୍ଯ୍ୟ
ఇంపాక్ట్ పేపర్,ପ୍ରଭାବ କାଗଜ |
ఇంపాక్ట్ ప్రింటర్,ପ୍ରଭାବ ପ୍ରିଣ୍ଟର୍ |
అత్యవసరం  మాక్రోఇన్స్ట్రక్షన్,ଅଜ୍ଞାତ  ମାକ୍ରିନୋସୋଜ୍ |
అత్యవసరమైన ఆపరేషన్,ଅପରିହାର୍ଯ୍ୟ ଅପରେସନ୍ |
అత్యవసరం  ప్రకటన,ଅଜ୍ଞାତ  ଷ୍ଟେଟମେଣ୍ଟ
చిక్కు,ପ୍ରଭାବ
అవ్యక్త చిరునామా,ପ୍ରଭାବଶାଳୀ ଠିକଣା
అవ్యక్త  ప్రకటన,ପ୍ରଭାବଶାଳୀ |  ଘୋଷଣା
చిరునామా సూచించింది,ପ୍ରଭାବୀକୃତ ଠିକଣା
INTINTER,ସୁରକ୍ଷିତ
ముద్రణ,ଛାପିବା
ముద్రణ స్థానం,ଛାପ ସ୍ଥିତି
మెరుగైన మొబైల్  టెలిఫోన్ సేవ,ଉନ୍ନତ ମୋବାଇଲ୍ |  ଟେଲିଫୋନ୍ ସେବା
ప్రేరణ,ପ୍ରେରଣା
ప్రేరణ శబ్దం,ପ୍ରେରଣା ଶବ୍ଦ
నిష్క్రియాత్మక లింక్,ନିଷ୍କ୍ରିୟ ଲିଙ୍କ୍ |
నిష్క్రియాత్మక నోడ్,ନିଷ୍କ୍ରିୟ ନୋଡ୍ |
నిష్క్రియాత్మక స్టేషన్,ନିଷ୍କ୍ରିୟ ଷ୍ଟେସନ |
ఇన్బ్యాండ్ సిగ్నలింగ్,ଇନବ୍ୟାଣ୍ଡ ସିଗ୍ନାଲ୍ |
సంఘటన సమయం,ଘଟଣା ସମୟ
ప్రారంభ వైఫల్యం,ଅନୁସୂଚିତ ବିଫଳତା |
ఇన్-సర్క్యూట్  ఎమ్యులేషన్,In-ସର୍କିଟ |  ପ୍ରତିଜ୍ଞା
చేర్చడం,ଅନ୍ତର୍ଭୂକ୍ତ
కలుపుకొని లేదు  ఆపరేషన్,ଅନ୍ତର୍ଭୂକ୍ତ-କିମ୍ବା  ଅପରେସନ୍
కలుపుకొని లేదా మూలకం,ଅନ୍ତର୍ଭୂକ୍ତ-କିମ୍ବା ଉପାଦାନ
కలుపుకొని లేదా గేట్,ଅନ୍ତର୍ଭୂକ୍ତ-କିମ୍ବା ଫାଟକ |
కలుపుకొని లేదా  ఆపరేషన్,ଅନ୍ତର୍ଭୂକ୍ତ-କିମ୍ବା  ଅପରେସନ୍
కలుపుకొని సూచన,ଅନ୍ତର୍ଭୂକ୍ତ ସନ୍ଦର୍ଭ
కలుపుకొని ఉన్న విభాగం,ଅନ୍ତର୍ଭୂକ୍ତର ବିଭାଗ
ఇన్‌కమింగ్ సందేశం,ଆସୁଥିବା ବାର୍ତ୍ତା |
ఇన్కమింగ్ ట్రంక్,ଆସୁଥିବା ଟ୍ରଙ୍କ୍
అసంబద్ధమైన,ଅବମାନନା
ఇంక్రిమెంట్,Ention
పెరుగుతున్న  కంపైలర్,ବର୍ଦ୍ଧିତ |  ସଙ୍କଳନକାରୀ
పెరుగుతున్న  కంప్యూటర్,ବର୍ଦ୍ଧିତ |  କମ୍ପ୍ୟୁଟର
పెరుగుతున్న  అమలు,ବର୍ଦ୍ଧିତ |  ନିଷ୍ପାଦନ
పెరుగుతున్న  ఇంటిగ్రేటర్,ବର୍ଦ୍ଧିତ |  ଇଣ୍ଟିଗାର୍ଡ
పెరుగుతున్న  ప్రాతినిథ్యం,ବର୍ଦ୍ଧିତ |  ପ୍ରତିନିଧିତ୍ୱ
పెరుగుతున్న వెక్టర్,ବର୍ଦ୍ଧିତ ଭେକ୍ଟର |
ఇంక్రిమెంటర్,ବୃଦ୍ଧି |
ఇంక్రిమెంట్ పరిమాణం,ବର୍ଦ୍ଧିତ ଆକାର |
ఇండిగ్రీ,ଇଘଗତୀ
ఇండెంట్,Indent
ఇండెంట్ టాబ్  పాత్ర,ଇଣ୍ଡେଣ୍ଟ ଟ୍ୟାବ୍ |  ବର୍ଣ୍ଣ
అనిశ్చిత  వ్యవస్థ,ଅନିର୍ଦ୍ଦିଷ୍ଟ |  ସିଷ୍ଟମ୍
అనిశ్చిత (x)  రాష్ట్రం,ଅନିର୍ଦ୍ଦିଷ୍ଟ (x)  ରାଜ୍ୟ
సూచిక నిర్మాణం,ସୂଚକାଙ୍କ ନିର୍ମାଣ |
సూచిక అక్షరం,ସୂଚକାଙ୍କ ବର୍ଣ୍ଣ
సూచిక డేటా అంశం,ଇଣ୍ଡେକ୍ସ ଡାଟା ଆଇଟମ୍ |
ఇండెక్స్డ్ చిరునామా,ଇଣ୍ଡେକ୍ସ ହୋଇଥିବା ଠିକଣା |
ఇండెక్స్డ్ డేటా పేరు,ସୂଚକାଙ୍କ ତଥ୍ୟ ନାମ |
ఇండెక్స్డ్ డేటా సెట్,ଇଣ୍ଡେକ୍ସଡ୍ ଡାଟା ସେଟ୍ |
ఇండెక్స్డ్ ఫైల్,ଇଣ୍ଡେକ୍ସ ହୋଇଥିବା ଫାଇଲ୍ |
ఇండెక్స్డ్ సీక్వెన్షియల్  యాక్సెస్ పద్ధతి,ସୂଚକାଙ୍କ କ୍ରମାଗତ |  ପ୍ରବେଶ ପଦ୍ଧତି
ఇండెక్స్డ్ సీక్వెన్షియల్  డేటా సెట్,ସୂଚକାଙ୍କ କ୍ରମାଗତ |  ତଥ୍ୟ ସେଟ୍ ହୋଇଛି |
ఇండెక్స్డ్ సీక్వెన్షియల్  సంస్థ,ସୂଚକାଙ୍କ କ୍ରମାଗତ |  ସଂଗଠନ |
సూచిక ప్రవేశం,ସୂଚକାଙ୍କ ଏଣ୍ଟ୍ରି |
సూచిక ఫైల్,ସୂଚକାଙ୍କ ଫାଇଲ |
సూచిక రంధ్రం,ସୂଚକାଙ୍କ ଗର୍ତ୍ତ
ఇండెక్సింగ్,ସୂଚକାଙ୍କ
ఇండెక్సింగ్ మరియు  సంగ్రహించడం,ସୂଚକାଙ୍କ ଏବଂ  ବିସ୍ତୃତ
సూచిక పేరు,ସୂଚକାଙ୍କ ନାମ
సూచిక ప్రణాళిక,ସୂଚକାଙ୍କ ଯୋଜନା
సూచిక రిజిస్టర్,ଇଣ୍ଡେକ୍ସ ରେଜିଷ୍ଟର |
సూచిక తిరిగి  పాత్ర,ସୂଚକାଙ୍କ ରିଟର୍ନ  ବର୍ଣ୍ଣ
సూచిక సీక్వెన్షియల్  ఫైల్,ସୂଚକାଙ୍କ କ୍ରମାଗତ |  ଫାଇଲ୍ |
సూచిక సీక్వెన్షియల్  విధానం,ସୂଚକାଙ୍କ କ୍ରମାଗତ |  ପଦ୍ଧତି
సూచిక స్లాట్,ଇଣ୍ଡେକ୍ସ ସ୍ଲଟ୍ |
సూచిక పదం,ସୂଚକାଙ୍କ ଶବ୍ଦ
సూచిక పదం,ସୂଚକାଙ୍କ ଶବ୍ଦ
సూచిక,ସୂଚକ
పరోక్ష ప్రాప్యత,ପରୋକ୍ଷ ଆକ୍ସେସ୍ |
పరోక్ష చిరునామా,ପରୋକେକ୍ଟ ଠିକଣା
పరోక్ష చిరునామా,ପରୋକେକ୍ଟ ଠିକଣା
పరోక్ష సూచన,ପରୋକେକ୍ଟ ନିର୍ଦ୍ଦେଶ
వ్యక్తిగత లైన్  సేవ,ବ୍ୟକ୍ତିଗତ ରେଖା  ସେବା
అనుమితి ఇంజిన్,ଇନଫେରେନ୍ସ ଇଞ୍ଜିନ୍ |
నాసిరకం (= సబ్‌స్క్రిప్ట్),ନିମ୍ନ (= ସଦସ୍ୟତା)
అనంతమైన ప్యాడ్ పద్ధతి,ଅସୀମ ପ୍ୟାଡ୍ ପଦ୍ଧତି |
ఇన్ఫిక్స్ సంజ్ఞామానం,ଇନଫିକ୍ସ ନୋଟେସନ୍ |
ఇన్ఫిక్స్ ఆపరేషన్,ଇନଫିକ୍ସ ଅପରେସନ୍ |
ఇన్ఫర్మేటిక్స్,ସୂଚନା
సమాచారం,ସୂଚନା
సమాచారం-  బేరర్ ఛానల్,ସୂଚନା-  ଧାରକ ଚ୍ୟାନେଲ |
సమాచార బిట్,ସୂଚନା ବିଟ୍
సమాచారం  ఛానెల్,ସୂଚନା  ଚ୍ୟାନେଲ୍ |
సమాచారం  విషయము,ସୂଚନା  ବିଷୟବସ୍ତୁ
సమాచారం  కంటెంట్ బైనరీ  యూనిట్,ସୂଚନା  ବିଷୟବସ୍ତୁ ବାଇନାରୀ |  ଏକକ
సమాచారం  కంటెంట్ దశాంశం  యూనిట్,ସୂଚନା  ବିଷୟବସ୍ତୁ ଦଶମିକ |  ଏକକ
సమాచారం  సహజమైన కంటెంట్  యూనిట్,ସୂଚନା  ବିଷୟବସ୍ତୁ ପ୍ରାକୃତିକ |  ଏକକ
సమాచార ఖర్చు,ସୂଚନା ଖର୍ଚ୍ଚ
సమాచారం  అభిప్రాయ వ్యవస్థ,ସୂଚନା  ମତାମତ ବିବରଣୀ |
సమాచార ప్రవాహం  విశ్లేషణ,ସୂଚନା ପ୍ରବାହ  ବିଶ୍ଳେଷଣ |
సమాచారం  ఫంక్షన్,ସୂଚନା  କାର୍ଯ୍ୟ
సమాచారం  ఇంటర్‌చేంజ్,ସୂଚନା  ଅଦଳବଦଳ
సమాచారం  కొలత,ସୂଚନା  ମାପ
సమాచారం  ప్రాసెసింగ్,ସୂଚନା  ପ୍ରକ୍ରିୟାକରଣ
సమాచార రేటు,ସୂଚନା ହାର
సమాచారం  తిరిగి పొందడం,ସୂଚନା  ପୁନରୁଦ୍ଧାର
సమాచారం  తిరిగి పొందే వ్యవస్థ,ସୂଚନା  ପୁନରୁଦ୍ଧାର ବ୍ୟବସ୍ଥା
సమాచారం  సెపరేటర్,ସୂଚନା  ପୃଥକତା
ఇన్ఫర్మేషన్ సింక్,ସୂଚନା ବୁଡ଼ିବା |
సమాచారం  మూలం,ସୂଚନା  ଉତ୍ସ
సమాచారం  సాంకేతికం,ସୂଚନା  ଟେକ୍ନୋଲୋଜି
సమాచార సిద్ధాంతం,ସୂଚନା ସିଦ୍ଧାନ୍ତ
సమాచారం  బదిలీ మాడ్యూల్,ସୂଚନା  ସ୍ଥାନାନ୍ତର ମଡ୍ୟୁଲ୍ |
సమాచార పదం,ସୂଚନା ଶବ୍ଦ
స్వాభావిక  పారదర్శకత,ଅନ୍ତର୍ନିହିତ |  ସ୍ୱଚ୍ଛତା
వారసత్వ లోపం,ଉତ୍ତରାଧିକାରୀ ତ୍ରୁଟି |
నిరోధిత ఇన్పుట్,ପ୍ରତିବନ୍ଧିତ ଇନପୁଟ୍ |
నిరోధిత రాష్ట్రం,ପ୍ରତିବନ୍ଧିତ ଅବସ୍ଥା |
నిరోధించే సిగ్నల్,ସଙ୍କେତ ପ୍ରତିବନ୍ଧକ |
పల్స్ నిరోధించండి,ପଲ୍ସକୁ ପ୍ରତିବନ୍ଧିତ କରେ |
అంతర్గత రేఖ,ଇନ୍-ହାଉସ୍ ଲାଇନ |
అంతర్గత వ్యవస్థ,ଇନ୍-ହାଉସ୍ ସିଷ୍ଟମ୍ |
ప్రారంభ చిరునామా,ପ୍ରାରମ୍ଭିକ ଠିକଣା
ప్రారంభ పరిస్థితి  మోడ్,ପ୍ରାରମ୍ଭିକ ଅବସ୍ଥା  ମୋଡ୍
ప్రారంభ సూచన,ପ୍ରାରମ୍ଭିକ ନିର୍ଦ୍ଦେଶ |
ప్రారంభించడం,ପ୍ରାରମ୍ଭ
ప్రారంభించండి,ଆରମ୍ଭ କରନ୍ତୁ |
ప్రారంభ దినచర్య,ପ୍ରାରମ୍ଭିକ ରୁଟିନ୍ |
ప్రారంభ క్రమం,ପ୍ରାରମ୍ଭିକ ଆଦେଶ
ప్రారంభ విధానం,ପ୍ରାରମ୍ଭିକ ପଦ୍ଧତି |
ప్రారంభ ప్రోగ్రామ్  లోడ్,ପ୍ରାରମ୍ଭିକ ପ୍ରୋଗ୍ରାମ  ଲୋଡ୍
ప్రారంభ ప్రోగ్రామ్  లోడర్,ପ୍ରାରମ୍ଭିକ ପ୍ରୋଗ୍ରାମ  ଲୋଡର୍
ఇనిషియేటర్ విధానం,ପ୍ରାରମ୍ଭକାରୀ ପ୍ରଣାଳୀ |
ఇనిషియేటర్ టాస్క్,ପ୍ରାରମ୍ଭକ କାର୍ଯ୍ୟ
ఇనిషియేటర్/టెర్మి-  నాటర్,ପ୍ରାରମ୍ଭକ / ଟେରେମି-  ନାଟକ
ఇంకింగ్,ଇଙ୍କିଙ୍ଗ୍
ఇంక్ జెట్ ప్రింటర్,ଇଙ୍କି ଜେଟ୍ ପ୍ରିଣ୍ଟର୍ |
సిరా ఏకరూపత,ଇଙ୍କି ୟୁନିଫର୍ମର |
ఇన్-లైన్ కోడ్,ଧାଡି କୋଡ୍ |
ఇన్-లైన్ విధానం,ଇନ-ଲାଇନ୍ ପ୍ରଣାଳୀ |
ఇన్-లైన్ ప్రాసెసింగ్,ଇନ-ଲାଇନ୍ ପ୍ରକ୍ରିୟାକରଣ |
ఇన్-లైన్ రికవరీ,ଇନ-ଲାଇନ୍ ପୁନରୁଦ୍ଧାର |
ఇన్-లైన్ సబ్యుటిన్,ଲାଇନ୍ ସବାବୁଟାଇନ୍ |
లోపలి కోడ్,ଭିତର କୋଡ୍
లోపలి  మాక్రోఇన్స్ట్రక్షన్,ଭିତର  ମାକ୍ରିନୋସୋଜ୍ |
పనిచేయలేని సమయం,ନିରପେକ୍ଷ ସମୟ |
మొక్కల వ్యవస్థ  (= ఇన్హౌస్  వ్యవస్థ),ଇନ୍-ଉଦ୍ଭିଦ ବ୍ୟବସ୍ଥା |  (= ଇନ୍ହାଉସ୍  ସିଷ୍ଟମ୍)
ఇన్పుట్ ప్రాంతం,ଇନପୁଟ୍ ଏରିଆ
ఇన్పుట్ బ్లాక్,ଇନପୁଟ୍ ବ୍ଲକ୍
ఇన్పుట్ నిరోధించడం కారకం,ଇନପୁଟ୍ ବ୍ଲକିଂ | କାରକ
ఇన్పుట్ బఫర్  రిజిస్టర్,ଇନପୁଟ୍ ବଫର୍ |  ପଞ୍ଜିକରଣ କର |
ఇన్పుట్ ఛానెల్,ଇନପୁଟ୍ ଚ୍ୟାନେଲ୍ |
ఇన్పుట్ డేటా  ధ్రువీకరణ,ଇନପୁଟ୍ ଡାଟା |  ବ valid ଧତା
ఇన్పుట్ ఫీల్డ్,ଇନପୁଟ୍ ଫିଲ୍ଡ
