English,Gujarati
Heat sink,ગરમીનો સિંક
Hertz (Hz),હર્ટ્ઝ (હર્ટ્ઝ)
Heterodyne,વિજાતીય
Heterodyne receiver,પરચુરણ પ્રાપ્તકર્તા
Heterodyne whistle (heterodyne interference),હેટરોડિન વ્હિસલ (હેટરોડિન દખલ)
Heuristic,ઉપદ્રવને લગતું
Hexadecimal,હેક્સાડેસીલ
Hierarchical modulation,અધિક્રમિક મોડ્યુલેશન
Hi-Fi (high fidelity),હાય-ફાઇ (ઉચ્ચ વફાદારી)
High boost,Boંચી વૃદ્ધિ
High frequency,ઉચ્ચ આવર્તન
High frequency oscillation,ઉચ્ચ આવર્તન ઓસિલેશન
High frequency response,ઉચ્ચ આવર્તન પ્રતિભાવ
High level programme language,ઉચ્ચ કક્ષાની કાર્યક્રમ ભાષા
High pass filter,ઉચ્ચ પાસ ફિલ્ટર
High power transmitter,ઉચ્ચ વીજળીનું ટ્રાન્સમીટર
High quality reception,ઉચ્ચ ગુણવત્તાનો સ્વાગત
High speed connectivity,ઉચ્ચ ગતિ કનેક્ટિવિટી
High speed data system,ઝડપી ગતિ -પદ્ધતિ
Histogram,Histંચર
Home page,સ્વદેશ પાનું
Hook,હાંસીને કા hookવું
Hook up wire,હૂક અપ વાયર
Horizontal blackout period,આડી બ્લેકઆઉટ સમયગાળો
Horizontal blanking,આડી
Horizontal definition (horizontal resolution),આડી વ્યાખ્યા (આડી ઠરાવ)
Horizontal deflection oscillation,આડી ડિફ્લેક્શન ઓસિલેશન
Horizontal line,આડી રેખા
Horizontal section,આડા વિભાગ
Horizontal sweep circuit,આડી સ્વીપ સર્કિટ
Horn loudspeaker,શિંગડા
Host,યજમાન
Hot spot,ગરમ સ્થળ
House keeping,ગૃહ રાખવાનું
Hub,હબ
Hue,રંગ
Huffman coding,હફમેન કોડિંગ
Hum,ગડબડ
Human audio perception,માનવીય Audio ડિઓની દ્રષ્ટિ
Human audio system,માનવ audio ડિઓ પદ્ધતિ
Human hearing mechanism,માનવ સુનાવણી પદ્ધતિ
Human video perception,માનવ વિડિઓ દ્રષ્ટિ
Humidity,ભેજ
Hybrid,સંકર
Hybrid circuit,સંકર સર્કિટ
Hybrid intergrated circuit,વર્ણમાલિક સર્કિટ
Hydrometer,જળમાર્ગ
Hyper,અતિશયોક્તિ
Hyper media,અતિસિપરી માધ્યમ
Hyper text,અસાધારણ લખાણ
Hyperlink,અતિશયોક્તિ
Icon,મૂર્તિ
Identification,ઓળખ
Identifier,ઓળખકર્તા
Ignite,સળગવું
Ignition,પ્રભુત્વ
Illuminance,રોશની
Illumination,રોશની
Image,તસવીર
Image antenna,છબી
Image capture,છબી
Image iconoscope,છબી -આઇકોનોસ્કોપ
Image map,તસવીર
Image orthicon,તસવીર
Image processing,તસવીર
Image setter,છબી રચિત
Imaginary,કાલ્પનિક
Impedance,અવરોધ
Impedance matching,અવરોધ
Impedance matching circuit,અવરોધ
Impedance mismatch,અવરોધ
Impedance of free space,ખાલી જગ્યાનો અવરોધ
Impedance transformation,અવરોધ -પરિવર્તન
Import,આયાત
Impregnated,ગર્ભિત
Impress voltage,પ્રભાવિત કરવું
Impulse,આવેશ
Impulse response,મતાધિકાર પ્રતિભાવ
Impurity conductivity,અશુદ્ધ વાહકતા
Impurity semiconduction,અશુદ્ધતા
Inactive,નિષ્ક્રિય
Inactive window,નિષ્ક્રિય બારી
Inaudible,અશ્રાયત
Incandescence,અગ્નિથી બનેલું
Incident ray,ઘટના કિરણ
Inclusion,સમાવેશ
Incoming signal,આવતો સંકેત
Indicator,સૂચક
Indigenous,સ્વદેશી
Inductance,ઇજા
Inductive-reactance,સંલગ્ન-રિએક્ટન્સ
Inflammable material,સળગેલી સામગ્રી
Infor patch,Infor પેચ
Information,જાણ
Information architecture,માહિતી સ્થાપત્ય
Information bit,માહિતી
Information digit,માહિતી અંક
Information kiosk,માહિતી કિઓસ્ક
Information process,માહિતી પ્રક્રિયા
Information technology,માહિતી પ્રૌદ્યોગિકી
Infotainment,રોષ
Infrared radiation,ઇજાગ્રસ્ત રેએડિએશન
Infrastructure,ઈન્ફ્રાસ્ટ્રક્ચર
Ingest,પીપવું
Ingredients,ઘટકો
Initialization word (IW),પ્રારંભિક શબ્દ (આઇડબ્લ્યુ)
Inner codes,આંતરિક કોડ
Innovation,નવીનીકરણ
Input,નિઘન
Input line,ઇનપુટ રેખા
Input unit,ઇનપુટ એકમ
Input voltage,આવતો વિજપ્રવાહ
Input-output,ઇનપુટ આઉટપુટ
Insert,દાખલ કરવું
Insertion loss,દાખલ કરવું
Installation,ગોઠવણી
Instantaneous voltage,તત્કાલ વોલ્ટેજ
Instruction,સૂચના
Insulating material,ઇન્સ્યુલેટીવ સામગ્રી
Insulation,ઉન્મત્ત
Insulation resistance,ઇન્સ્યુલેશન પ્રતિકાર
Insulator,અલગ પાડનાર
Integrated circuit,ઇન્ટિગ્રેટેડ સર્કિટ
Integrating network,એકીકૃત નેટવર્ક
Integrator,સંક્રમક
Intelligence,બાતમી
Intensity,તીવ્રતા
Intensity of speech,વાણી -વાણી
Inter channel interference,આંતર ચેનલ દખલ
Interleave,ઇન્ટરલેવ
Interaction,ક્રિયાપ્રતિક્રિયા
Interactivity,ક્રિયાપ્રતિક્રિયા
Intercom,અંતર્ગત
Interconnectivity,સંબંધ
Interface,પ્રસારણ
Interface scanning,ઇન્ટરફેસ -સ્કેનીંગ
Interference,હસ્તક્ષેપ
Interference zone,આંતરતાનો વિસ્તાર
Interfering channel,દખલ કરવી
Interfering frequency,દખલ કરવાની આવર્તન
Interfering radio frequency signal,રેડિયો આવર્તન સંકેત દખલ
Interframe,અંતર્દ્ય
Interleave,ઇન્ટરલેવ
Interleaved,અંતરે
Interleaved stream,સંગ્રહિત પ્રવાહ
Interleaver,મેલીકટર
Interleaving,સાંધા
Interleaving,સાંધા
Interleaving period,અંતર્ઘોષ સમય
Interlock circuit,અંતરાલ
Interlock switch,અંતરીલ સ્વીચ
Interlocking,એકસમાન
Intermediate failure,મધ્યવર્તી નિષ્ફળતા
Intermediate frequency,મધ્યવર્તી આવર્તન
Intermediate frequency oscillator,મધ્યવર્તી આવર્તન ઓસિલેટર
Intermittent,તૂટક તૂટક
Intermittent current,તૂટક તૂટક વર્તમાન
Intermodulation,આંતરસંલાલ
Intermodulation distortion,અંતર્જ્ulationાન
Intermodulation emission,અંતર્દૃષ્ટિનું ઉત્સર્જન
Intermodulation test,આંતરસંલાવે પરીક્ષણ
Internet,ઈનકાર
Internet broadcasting,ઇન્ટરનેટ બ્રોડકાસ્ટિંગ
Internet chatting,ઇન્ટરનેટ
Internet protocol stack,ઇન્ટરનેટ પ્રોટોકોલ સ્ટેક
Internet radio,ઇન્ટરનેટ રેડિયો
Internet streaming,ઇન્ટરનેટ સ્ટ્રીમિંગ
Internet video,ઇન્ટરનેટ વિડિઓ
Interoperability,ભાષાંતરક્ષમતા
Interpolation,પ્રક્ષેપણ
Interpreter,દુભાષિયા
Interrupt,અટકાવવું
Interruption,અટકાયત
Interruptor,ખલેલકાર
Interval,અંતરાલ
Intracoding,સાંકળ
Intraframe,અંદરનો ભાગ
Intranet,જાડું
Intrapicture,પુનરાવર્તન
Intraweb,એક જાતની
Intrinsic semiconductor,અંતર્ગત સેમિકન્ડક્ટર
Inverse current,વિપરીત પ્રવાહ
Inverse spatial operate,Verse ંધી અવકાશી સંચાલન
Inverted,Vertંધું
Inverted L antenna,Ver ંધી એલ એન્ટેના
Inverted V antenna,Ver ંધી વી એન્ટેના
Inverter,Inલટું
Irregular,અનિયમિત
Irrelevant element,અપ્રસ્તુત તત્વ
Isolation network,અલગ -અલગ નેટવર્ક
Isolator,અલગ પાડનાર
Jammer,ઘાટ
Jamming,જખમ
Jargon file,કલાલ
Java script,જાવા સ્ક્રિપ્ટ
Jingle,ઝબૂકવું
Jitter,ગફલત
Joiner,જોડાણ કરનાર
Joint,સંયુક્ત
Jointed,મેનું
Jumper,ગડબડી
Junk,કચરો
Junk mail,નકામો મેઇલ
Kernel,કર્કશ
Key,મુખ્ય
Keyboard,પાટિયું
Keyer,ક keyંગું
Keynote,મહત્ત્વ
Kilocycle,કિલોસાયકલ
Kilovolt,કિલોવોલ્ટ
Kilowatt,કિલોવોટ
Kinematics,સંયોજક
Knee point voltage,ઘૂંટણ
Knob,મૂઠ
Knowledge base,જ્ઞાન પૃષ્ટ
Knowledge representation,જ્ knowledgeાન પ્રતિનિધિત્વ
L network,એલ નેટવર્ક
L section filter,એલ વિભાગ ફિલ્ટર
Lag and lead,લેગ અને લીડ
Lagging current,પાછળ
Lagging power factor,પાછળ પાવર પરિબળ
Laminated,સ્તુતિશીલ
Lamp,દીવો
Laptop,લેપટોપ
Laser frequency,લેસર આવર્તન
Latent error,સુવ્યવસ્થિત ભૂલ
Latent heat,આંતરિક ઉષ્મા
Latitude,અક્ષરશ
Layer,સ્તર
Layout,બાંધકામ
Layout plan,ગોઠવણ યોજના
Lead,દોરી
Leading phase,અગ્રણી તબક્કો
Leak proof,પ્રૂફ
Leakage,રખડુ
Leased circuit,લીઝ્ડ સર્કિટ
Lens,લેન્સ
Level indicator,કક્ષાના સૂચક
Light control,પ્રકાશ નિયંત્રણ
Light pen,પ્રકાશ કલમ
Lightning arrester,લાઈટનિંગ એરેસ્ટર
Limiter,મર્યાદા
Limiting amplifier,મર્યાદિત એમ્પ્લીફાયર
Line loss,હારી જવું
Line noise,વાક્યનો અવાજ
Line of sight,દૃષ્ટિની લાઇન
Line phase,હરોળ
Line transmission,મહત્ત્વ
Line unloaded,રેખા
Linear quantiser,રેખીય ક્વોન્ટીઝર
Linearity,સુશોભન
Line-coaxial,રેખાને લગતું
Line-equaliser,રેખા-ક્ષેત્રાકાર
Line-frequency,રેખાખરની આવર્તન
Line-impedance,વાક્ય-અવબાધ
Line-quarter wavelength,રેખા-ચતુર્થાંશ
Link,સંબંધ
Linker,કોરી
Lip-microphone,જિદ્દી
Live broadcast,જીવંત પ્રસારણ
Live circuit,જીવંત સરકી
Live programme,જીવંત કાર્યક્રમ
Load,બોજો
Load capacity,ભારક્ષમતા
Load carrying capacity,ભાર વહન ક્ષમતા
Load characteristic,ભાર લાક્ષણિકતા
Load impedance,ભાર અટકાવવું
Loaded,ભરેલું
Loader,લોહિયો
Loading,ભારણ
Loading coil,કોઇલ લોડિંગ
Load-test,ભાર-પરીક્ષા
Lobe,ઝઘડો
Lobe antenna,Loંચી એન્ટેના
Local area network,સ્થાનિક ક્ષેત્ર નેટવર્ક
Local battery,સ્થાનિક બેટરી
Local oscillator,સ્થાનિક ઓસિલેટર
Log,લોગ
Log book,લોગ -બુક
Log in (log on),લ log ગ ઇન કરો (લ log ગ ઇન)
Log off (log out),લ log ગ ઓફ (લ log ગ આઉટ)
Log sheet,લોગશીલી
Logarithm,મસાલેદાર
Logarithmic amplifier,લોગરીધમિક એમ્પ્લીફાયર
Logarithmic ratio,લોગરીધમિક ગુણોત્તર
Logarithmic response,લોગરીધમિક પ્રતિભાવ
Logarithmic scale,લૌકિક ધોરણ
Logging,ફાંટો
Logic,તર્કશાસ્ત્ર
Logic gate,તર્ક -દ્વાર
Logic operation,તર્કશાસ્ત્ર
Logical,તાર્કિક
Logical frame,તાર્કિક રચના
Logo inserter,લોગો દાખલ કરનાર
Longitude,રેખાંશ
Loop,ફટકો
Loop antenna,લૂપ એન્ટેના
Loop gain,લૂપ ફાયદો
Loop test,લૂપ પરીક્ષણ
Loose contact,છૂટક સંપર્ક
Loose coupling,સંતાપ
Lossless antenna,લોસલેસ એન્ટેના
Lossless compression,લોસલેસ કમ્પ્રેશન
Lossy compression,હારી સંકોચન
Loudness (sound),લાઉડનેસ (ધ્વનિ)
Loudspeaker,લાઉડ સ્પીકર
Low frequency,ઓછી આવર્તન
Low level language,નીચા કક્ષાની ભાષા
Low loss feeder,ઓછું ખોટ ફીડર
Low loss flexible coaxial cable,ઓછી ખોટ લવચીક કોક્સિયલ કેબલ
Low noise receiver,નીચા અવાજ પ્રાપ્તકર્તા
Low orbitting satellite,નીચા ઓર્બિટિંગ ઉપગ્રહ
Low pass filter,નીચા પાસ ફિલ્ટર
Low reactance earthing,ઓછી પ્રતિક્રિયા આપવાની કમાણી
Low resistance path,ઓછો પ્રતિકાર માર્ગ
Lug,ખસી કરવું
Luminance,ભ્રષ્ટતા
Lumped,ગઠ્ઠો લગાડવો
Macro block,પારકાન
Macro definition,મેક્રો વ્યાખ્યા
Macro vision,બનાવટ
Magic eye,જાદુઈ આંખ
Magnet,ચુંબક
Magnetic field,ચુંબકીય ક્ષેત્ર
Magnetic flux,ચુંબકીય પ્રવાહ
Magnetic pole,ચુંબકીય ધ્રુવ
Magnetic storm,ચુંબકીય તોફાન
Magnetic switch,ચુંબકીય સ્વીચ
Magnetic tape,ચુંબકીય ટેપ
Magnetism,ચુંબનત્વ
Mail merge,ટપાલ મક્કો
Mailing list,ટપાલ યાદી
Main carrier,મુખ્ય વાહક
Maintain,જાળવી
Maintenance,જાળવણી
Maintenance team,જાળવણી ટીમ
Majority carrier,બહુમતી
Make contact relay,સંપર્ક રિલે બનાવો
Make-and-break switch,બનાવટની સ્વીચ
Male-connector,પુરુષ-જોડકવાર
Man made noise,માણસે અવાજ કર્યો
Management information system (MIS),મેનેજમેન્ટ ઇન્ફર્મેશન સિસ્ટમ (એમઆઈએસ)
Manipulated,ચાલાકીભર્યું
Manual control,હસ્તકલા નિયંત્રણ
Manual method,પદ્ધતિ પદ્ધતિ
Manual of safety precaution,સલામતી માર્ગદર્શિકા
Manually operated,મેન્યુઅલી સંચાલિત
Manufacturer,ઉત્પાદક
Mask,મહોરું
Maskee,મસકી
Masker,માસ્ક
Masking,છુપાયેલો
Masking behaviour,માસ્કીંગ વર્તન
Masking effect of audio,Audio ડિઓ -માસ્કિંગ અસર
Masking threshold,માસ્કિંગ થ્રેશોલ્ડ
Masking tone,માસ્કીંગ સ્વર
Mast,મસ્ત
Mast radiator,મસ્ત -રેડિયેટર
Master control,મુખ્ય નિયંત્રણ
Master oscillatror,માસ્ટર ઓસિલાટોર
Match-impedance,મેચ-અવબાધ
Matching network,મેચિંગ નેટવર્ક
Matching stub,મેચિંગ સ્ટબ
Matching transformer,મેચિંગ ટ્રાન્સફોર્મર
Material-procurement,ભૌતિક-તૈયારી
Matrix,માળખું
Maximization,મહત્તમ
Maximum demand indicator,મહત્તમ માંગ સૂચક
Maximum power density,મહત્તમ શક્તિ ઘનતા
Maximum sensitivity,મહત્તમ સંવેદનશીલતા
Maximum temperature,મહત્તમ તાપમા
Maximum usable frequency,મહત્તમ ઉપયોગી આવર્તન
Maximum value,મહત્તમ મૂલ્ય
Mean time to failure,નિષ્ફળતાનો સરેરાશ સમય
Mean value,સરેરાશ કિંમત
Measured signal,માપેલ સંકેત
Measurement,માપ
Measuring device,માપવાનું સાધન
Measuring equipment,માપવાની સાધનસામગ્રી
Measuring instrument,માપવાનું સાધન
Measuring instrument of field strength,ક્ષેત્રની શક્તિનું સાધન માપવા
Measuring tape,માપવાની ટેપ
Mechanism,યંત્ર
Media server,માધ્યમ સર્વર
Medium,માધ્યમ
Medium frequency,મધ્યમ આવર્તન
Medium frequency wave,મધ્યમ આવર્તન તરંગ
Medium wave (MW),મધ્યમ તરંગ (મેગાવોટ)
Mega-ohm,મેગા-ઓહમ
Megger,મેગર
Memory,યાદ
Mentoring,માર્ગદર્શન
Menu bar,લૈંગિક પટ્ટી
Mercury switch,ક્રુ -સ્વીચ
Merging,વિલીનીકરણ
Message,સંદેશ
Metadata,મેટાડેટા
Metal-oxide semiconductor diode,ધાતુ- ox ક્સાઇડ સેમિકન્ડક્ટર ડાયોડ
Metal-sheathed cable,ધાતુની આવરણવાળી કેબલ
Meter,મીટર
Metering panel,મીટરિંગ પેનલ
Mica,માઇકલ
Mica-insulation,માઇકલ-ઇન્સ્યુલેશન
Micro-,સૂક્ષ્મ
Micro component,સૂક્ષ્મ ઘટક
Micro computer,સૂક્ષ્મ કમ્પ્યુટર
Micro-controller,સૂક્ષ્મ નિયંત્રણ કરનાર
Micro-electronics,સૂક્ષ્મ ઇલેક્ટ્રોનિક્સ
Microphone,માઇક્રોફોન
Microphonics,સુક્ષ્મસજીવો
Microprocessor,માઇક્રોપ્રોસેસ્રેસ
Micro-volt (mV),માઇક્રો-વોલ્ટ (એમવી)
Microwave,સૂક્ષ્મ
Microwave antenna,માઇક્રોવેવ એન્ટેના
Microwave beam,માઇક્રોવેવ બીમ
Mid-band,મધ્યમ
Migration,સ્થળાંતર
Migration path,સ્થળાંતર માર્ગ
Miniature,લઘુ
Miniaturized,લઘુચિત્ર
Minimum,ન્યૂનતમ
Minimum temperature,લઘુત્તમ તાપમાન
Minimum usable field strength,લઘુત્તમ ઉપયોગી ક્ષેત્ર શક્તિ
Minority carrier,લઘુમતી કારીગર
Miscue,ખોટી વાતો
Mix,એકઠું કરવું
Mixed blanking,મિશ્ર ખાલી
Mixed sync,મિશ્ર સમન્વય
Mixer,મિશ્રણ કરનાર
Mixer tube,મિક્સર નળી
Mixing,મિશ્રણ
Mixing circuit,મિશ્રણ સર્કિટ
Mnemonic,સ્મરણ સંબંધી
Mnemonics,નેમોમિક્સ
Mobile,ફરડ
Mobile multimedia application,મોબાઈલ -મલ્ટિમીડિયા એપ્લિકેશન
Mobile TV,ફરતી ટીવી
Mode,પદ્ધતિ
Mode of failure,નિષ્ફળતાની પદ્ધતિ
Mode of propagation,પ્રચાર પદ્ધતિ
Model,નમૂનો
Modem,Emાળ
Modern FM transmitter,આધુનિક એફએમ ટ્રાન્સમીટર
Modern trends,આધુનિક વલણો
Modes of configuration,રૂપરેખાંકન
Modify,ફેરફાર કરવો
Modulated continuous wave,મોડ્યુલેટેડ સતત તરંગ
Modulated signal,મોડ્યુલેટેડ સિગ્નલ
Modulated waveform,મોડ્યુલેટેડ તરંગફોર્મ
Modulation,વિપુલતા
Modulation amplitude,મોડ્યુલેશન કંપનવિસ્તાર
Modulation capability,મોડ્યુલેશન ક્ષમતા
Modulation frequency,મોડ્યુલેશન આવર્તન
Modulation index,વિપુલ અનુક્રમણિકા
Modulation linearity,રીંછલા
Modulation meter,મોડ્યુલેશન મીટર
Modulation monitor,મોડ્યુલેશન મોનિટર
Modulation percentage,વિપુલ ટકાવારી
Modulator,વિધિ કરનાર
Module,વિધિ
Moisture,ભેજ
Momentum,વેગ
Monitor,મોનીટર
Monitoring,અનુશ્રવણ
Monitoring and analysis techniques,દેખરેખ અને વિશ્લેષણ તકનીકો
Monitoring and control,દેખરેખ અને નિયંત્રણ
Monitoring station,નિરીક્ષણ મથક
Monochrome,એકલતા
Monophonic transmission,એકલતા
Morph,મોર્ફ
Morphing,મોરફિંગ
Morphism,ક morંગું
Mosaic,મોઝેક
Motherboard,માતૃત્વ
Motion compensation,દરખાસ્ત
Motion estimation,ગતિ અંદાજ
Motion vector,ગતિ -વેક્ટર
Motion video,ગતિપત્રક
Motor,મોટર
Motor operator,મોટર operatorપરેટર
Motor starter,મોટર
Mount,પર્વત
Mouse,ઉંદર
Mouse interface,માઉસ ઇન્ટરફેસ
Movement,ગતિવિધિ
Multi channel extension,મલ્ટિ ચેનલ વિસ્તરણ
Multicasting,બહુવિધ
Multichannel signals,બહુવિધ સંકેતો
Multidirectional microphone,બહુવિધ માઇક્રોફોન
Multilingual commentary,આંતરભાષીય ભાષ્ય
Multimedia,બહુમાળી
Multimedia kiosk,બહુધા ભાગ
Multimeter,બહુવિધ
Multipath,બહુ વધારે
Multipath reception,મલ્ટીપાથ
Multiphase,નગર
Multiple,બહુવિધ
Multiple access system,બહુવિધ પ્રવેશ પદ્ધતિ
Multiplex,અનેકગણું
Multiplexer,મલ્ટીપ્લેક્સર
Multiplexing,મલ્ટિપ્લેક્સિંગ
Multistage amplifier,બહુવિધ એમ્પ્લીફાયર
Multitasking,બહુવિધ
Multivibrator,આંતર -માળ
Mute,ચૂપ
Mutual conductance,પરસ્પર વાહકતા
Mutual impedance,પરસ્પર અવરોધ
Mutual inductance,પરસ્પર ઉપાય
Mutual interference,પરસ્પર દખલ
Nano-technology,નેનો તકનીકી
Narrowband,સાંકડી
Narrowcasting,સંકુચિત
Natural draft,કુદરતી ડ્રાફ્ટ
Navigator,નૌકાદળ
Negative,નકારાત્મક
Negative bias,નકારાત્મક પક્ષપાત
Negative charge,નકારાત્મક ખર્ચ
Negative feedback,નકારાત્મક પ્રતિસાદ
Negative peak,નકારાત્મક ટોચ
Negative resistance,નકારાત્મક પ્રતિકાર
Net gain,ચોખ્ખો ફાયદો
Net loss,ચોખ્ખી ખોટ
Netiquette,રણનીતિ
Network,નેટવર્ક
Network analyzer,નેટવર્ક વિશ્લેષક
Network file system,નેટવર્ક ફાઇલ પદ્ધતિ
Network planning,નેટવર્ક આયોજન
Network termination,નેટવર્ક સમાપ્તિ
Networking,નેટવર્કિંગ
Neutral,તુરંત
Neutralising,તત્ત્વો પાડનારું
News room automation,સમાચાર -ખંડ
Nibble,ઝૂકી જવું
Niche,વિશિષ્ટ
No load test,કોઈ લોડ ટેસ્ટ
Node,નોડ
Noise,અવાજ
Noise figure,અવાજ
Noise filter,અવાજનું ફિલ્ટર
Noise floor,અવાજનું માળખું
Noise gate,અવાજનો દરવાજો
Noise immunity,અવાજની પ્રતિરક્ષા
Noise killer,અવાજની કિલર
Noise level,અવાજનું સ્તર
Noise power,અવાજ
Noise shaping quantizer,અવાજ આકારની ક્વોન્ટીઝર
Noise source,અવાજ
Noise suppression circuit,અવાજ દમન સર્કિટ
Noise suppressor,અવાજ -દમન કરનાર
Noise temperature,ઘોંઘાટનું તાપમાન
Noise temperature,ઘોંઘાટનું તાપમાન
Noise triangle,અવાજ ત્રિકોણ
Noise voltage,અવાજ
Noiseless,ઘોંઘાટહીન
Noiseless coding,ઘોંઘાટહીન કોડિંગ
Noisy reception,ઘોંઘાટીયા સ્વાગત
Nominal usable field strength,નજીવી ઉપયોગી ક્ષેત્ર શક્તિ
Non-direcitonal microphone,બિન-વ્યરી માઇક્રોફોન
Non-inductive load,બિન-પ્રલોભન ભાર
Non-inductive resistance,બિન-પ્રેરણાત્મક પ્રતિકાર
Non-sinosoidal wave,બિન-સિનોસોઇડલ તરંગ
Non-volatile memory,બિન-અસ્થિર મેમરી
NOR gate,કે દરવાજો
Normal speed,સામાન્ય ગતિ
Normal supply,સામાન્ય પુરવઠો
Notch,સજાવટ
Notch filter,સરસ ફિલ્ટર
Numerical,સંખ્યાત્મક
Numerically controlled oscillator,સંખ્યાત્મક રીતે નિયંત્રિત ઓસિલેટર
Nut-bolt,અખરોટ
Nyquist-Shannon theorem,NYQUIST-શેનોન પ્રમેય
Object-oriented,પદાર્થ કેન્દ્રિત
Octal,અકાર્ય
Octave of frequency,આવર્તન
Octet,અખરોટ
Off-line,Offઘો
Offset,Offંચું કરવું
Ohm,સેમ
Ohm meter,ઓહ્મ મીટર
Oil circuit breaker,તેલ સર્કિટ તોડનાર
Oil filter,તેલ ફિલ્ટર
Oil immersed,ડૂબેલું
Oil level gauge,તેલ -સ્તરનું પ્રમાણ
Omni-directional antenna,ઓમેની-સ્તરીય એન્ટેના
Omni-directional microphone,સર્વ-સ્તરીય માઇક્રોફોન
On demand,માંગને લઈને
On-demand streaming,ઓન-ડિમાન્ડ સ્ટ્રીમિંગ
On-line (online),ઓન લાઇન () નલાઇન)
Online analytical processing,વિશ્લેષણાત્મક પ્રક્રિયા
On-off,ચાલું બંધ
On-off keying modulation,Keyફ- Key ફ કીઇંગ મોડ્યુલેશન
Open circuit,ખુલ્લો સર્કિટ
Open source,ખુલ્લા સ્ત્રોત
Open system,ખુલ્લી પદ્ધતિ
Operating frequency,ઓપરેટિંગ આવર્તન
Operating system,કાર્યરત પદ્ધતિ
Operation,સંચાલન
Operator,Operatorપરેટર
Optical fibre,Ticalપિક ફાઇબર
Optical frequency,Frequપ્ટિકલ આવર્તન
Optical reduction,Ticalપિક ઘટાડો
Optical resolution,Ticalપિક ઠરાવ
Optical track,Ticalપ -પાટા
Optimum working frequency,મહત્તમ કાર્યકારી આવર્તન
Optocoupler,વિપુલ
Optoelectronics,ટોઇલેક્ટ્રોનિક્સ
OR gate,અથવા દરવાજો
Orbit,ભ્રમણકક્ષા
Oscillator,Oscાળ
Oscillogram,ઓસિલોગ્રામ
Oscillograph,Oscાળ
Oscilloscope,ઓસિલોસ્કોપ
Outer interleaver,બાહ્ય
Outgoing feeder,બિન -ખર્ચ કરનાર ફીડર
Output,ઉત્પાદન
Output level,ઉત્પાદન સ્તર
Output meter,ઉત્પાદન માપ
Output transformer,ઉત્પાદન -પરિવર્તનશીલ
Output valve,આઉટપુટ વાલ્વ
Output waveform,ઉત્પાદન -તરંગફોર્મ
Outside broadcast (OB),બહાર પ્રસારણ (ઓબી)
Oven,ભઠ્ઠી
Over coupling,અતિશય જોડાણ
Over modulation,ઓવર -મોડ્યુલેશન
Over voltage,વધારે
Overall attenuation,સમગ્ર ધ્યાન
Overall broadcast reliability,એકંદર પ્રસારણ વિશ્વસનીયતા
Overall efficiency,સમગ્ર કાર્યક્ષમતા
Overall reception reliability,એકંદર સ્વાગત વિશ્વસનીયતા
Overall response,સમગ્ર પ્રતિસાદ
Overall system,સમગ્ર પદ્ધતિ
Overdubbing,વધુ પડતું
Overhead line,ઓવરહેડ લાઈન
Overhead wire,ઓવરહેડ વાયર
Overload,ઓવરલોડ
Overload protection devices,ઓવરલોડ સુરક્ષા ઉપકરણો
Overload trip,ઓવરલોડ સફર
Oversampling,વધારે પડતું
Packed,ભરેલું
Packet switching,પેકેટ સ્વિચિંગ
Packetization,પેકેટીકરણ
Packetized,પેકેટ કરેલું
Pad,પ padક
Paging,આંચકી
Pan screen,પાન -પાન
Panel,પેનલ
Panning,ગડગાડી
Panorama,વિચિત્ર
Parabolic microphone,પેરાબોલિક માઇક્રોફોન
Paradigm shift,દાખલો
Paradox,વિરોધાભાસ
Parallel port,સમાંતર બંદર
Parameter,પરિમાણ
Parasitic loss,પરજીવી નુકસાન
Parasitic oscillation,પરોપજીવી -છરી
Parity bit,સમાનતા
Parity testing,સમાન પરીક્ષણ
Parsec,પાર્સેક
Partial resolution,આંશિક ઠરાવ
Passband,પર્વત
Passive,નિષ્કલંક
Passive network,નિષ્ક્રિય નેટવર્ક
Password,પાસશ
Patch,ગાળો
Patch cord,પેચ કોર્ડ
Path loss,માર્ગ
Pattern,વારાડો
Payload,પાયમારો
Peak altitude,ટોચની altંચાઈ
Peak anode current,શિરોબિંદુ
Peak limiter,ટોચની મર્યાદા
Peak load,ટોચનો ભાર
Peak value,ટોચની કિંમત
Peaking,ટોચ
Peak-to-peak voltage,શિખર થી પીક વોલ્ટેજ
Peer-to-peer,સહભાગી થી સહભાગી
Perceptional model,ધારણાત્મક
Perceptual model,સમજશક્તિનું
Performance,કામગીરી
Perigee,પેશી
Periodic test,સામયિક કસોટી
Peripheral,ઉપસર્ગ
Peripherals,પેરિફેરન્સ
Permeability,અભેદ્યતા
Permittivity,મંજૂરી પરવાનગી
Phantom power supply,ફેન્ટમ વીજ પુરવઠો
Phase,તબક્કો
Phase alteration line,તબક્કામાં ફેરફાર રેખા
Phase comparator,તબક્કાની તુલનાકાર
Phase delay,તબક્કા
Phase discriminator,તબક્કાની ભેદભાવ કરનાર
Phase locked loop frequency synthesizer,તબક્કા લ locked ક લૂપ ફ્રીક્વન્સી સિન્થેસાઇઝર
Phase modulation,તબક્કા -મોડ્યુલેશન
Phase reversal,તબક્કાવાર reલટું
Phase shift keying,તબક્કાની પાળી -ચાવી
Phone in console,કન્સોલમાં ફોન
Phone in programme,કાર્યક્રમ
Physical layer,ભૌતિક સ્તર
Pictorial,સચિત્ર
