Kannada,Telugu
ಮಾನವ ದಿನಗಳು,మండేలు
ಒಂದು ಬಗೆಯ ಶವ,పనిగంటలు
ಪ್ರಣಾಳಿಕೆ,మానిఫెస్టో
ಕುಶಲತೆ,తారుమారు
ಕುಶಲ,యుక్తి
ಮಾನವಶಕ್ತಿ,మానవశక్తి
ಮ್ಯಾನ್ ಟು-ಮ್ಯಾನ್ ಶ್ರೇಯಾಂಕ,మ్యాన్-టు-మ్యాన్ ర్యాంకింగ్
ಕೈಪಿಡಿ,మాన్యువల్
ಕೈಪಿಡಿ ಕಾರ್ಮಿಕ,మాన్యువల్ లేబర్
ತಯಾರಿಸು,తయారీ
ತಯಾರಕ,తయారీదారు
ಹಸ್ತಪ್ರತಿ,మాన్యుస్క్రిప్ట్
ನಕ್ಷೆ,మ్యాప్
ಅಂಚು,మార్జిన్
ಅಂಚಿನ,ఉపాంత
ವೈವಾಹಿಕ ಸ್ಥಿತಿ,వైవాహిక స్థితి
ಮಾರಾಟ,మార్కెటింగ్
ಮಾರ್ಕೆಟಿಂಗ್ ಆರ್ಥಿಕತೆ,మార్కెటింగ్ ఎకానమీ
ಗುರುತು,మార్క్
ಅಂಕಪಟ್ಟಿ,గణాంకాల పట్టి
ಗಳಿಸಿದ ಅಂಕಗಳು,వచ్చిన మార్కులు
ಸಮೂಹ,మాస్
ಸಮೂಹ ಸಂವಹನ,సామూహిక కమ్యూనికేషన్
ಸಾಮೂಹಿಕ ಬಳಕೆ,సామూహిక వినియోగం
ಸಾಮೂಹಿಕ ರೋಗನಿರೋಧಕ ಶಕ್ತಿ,సామూహిక రోగనిరోధకత
ಸಮೂಹ ಮಾಧ್ಯಮ,మాస్ మీడియా
ಸಮೂಹ ಉತ್ಪಾದನೆ,భారీ ఉత్పత్తి
ಮಾಸ್ಟರ್ ಫೈಲ್,మాస్టర్ ఫైల్
ಕಾರ್ಯಕ್ರಮ ನಿರ್ವಾಹಕ,వేడుకల మాస్టర్
ಯಜಮಾನಿಕೆ,మాస్టర్ ప్లాన్
ಹೊಂದಾಣಿಕೆ ಅನುದಾನ,మ్యాచింగ్ గ్రాంట్
ವಸ್ತು,పదార్థం
ಮಾತೃತ್ವ,ప్రసూతి
ಹೆರಿಗೆ ರಜೆ,ప్రసూతి సెలవు
ಮೆಟ್ರಿಕಿಕ್ಯೂಟ್ ಮಾಡು,మెట్రిక్యులేట్
ವೈವಾಹಿಕ,మ్యాట్రిమోనియల్
ಪ್ರಬುದ್ಧ,పరిపక్వత
ಪ್ರಬುದ್ಧತೆ,పరిపక్వత తేదీ
ಗರಿಷ್ಠ,గరిష్టంగా
ಅಂದರೆ,అంటే
ಅಳತೆ,కొలత
ಅಳತೆ,కొలత
ಅಳತೆ,కొలమానాలను
ಯಂತ್ರಕಾರ,మెకానిక్
ಯಂತ್ರದ,యాంత్రిక
ಯಾಂತ್ರಿಕ ವ್ಯವಸ್ಥೆ,విధానం
ಮಾಧ್ಯಮಗಳು,మీడియా
ಮಧ್ಯಪ್ರವೇಶಿಸು,మధ్యవర్తిత్వం
ವೈದ್ಯ,మెడికల్
ವೈದ್ಯಕೀಯ ಲಾಭ,వైద్య ప్రయోజనం
ವೈದ್ಯಕೀಯ ಪರೀಕ್ಷೆ,వైద్య పరీక్ష
O-ಷಧದ,మెడికో-లీగల్
ಮಾಧ್ಯಮ,మధ్యస్థం
ಕ್ಯಾಮೆರಾದಲ್ಲಿ ಸಭೆ,కెమెరాలో సమావేశం
ಸದಸ್ಯ,సభ్యుడు
ಜ್ಞಾಪಕ,మెమో
ಸ್ಮಾರಕ,స్మారక చిహ్నం
ಮಾನಸಿಕ ಸಾಮರ್ಥ್ಯ,మానసిక సామర్థ్యం
ಮೆಳ್ಳಿ,మెను
ವಿಲೀನ,విలీనం
ಅರ್ಹತೆ,మెరిట్
ಅರ್ಹ ಪಟ್ಟಿ,మెరిట్ జాబితా
ಅರ್ಹವಾದ,మెరిటోరియస్
ಯೋಗ್ಯತೆಗಳು,యోగ్యత
ಅರ್ಹ ವಿದ್ಯಾರ್ಥಿವೇತನ,మెరిట్ స్కాలర్‌షిప్
ಸಂದೇಶ,సందేశం
ವಿಧಾನ,విధానం
ವಿಧಾನಶಾಸ್ತ್ರ,పద్దతి
ಮಹಾನಗರ ಪ್ರದೇಶ,మెట్రోపాలిటన్ ప్రాంతం
ಮಧ್ಯದ ಆದಾಯ ಗುಂಪು,మధ్య ఆదాయ సమూహం
ಮಧ್ಯವರ್ತಿ,మిడిల్మాన్
ಸೂತ್ರಮಾಪಕ,మిడ్‌వైఫరీ
ವಲಸಿಗ,వలస
ಮೈಪನೆ,మైలేజ్
ಉಗ್ರಗಾಮಿತ್ವ,మిలిటెన్సీ
ಸಹಸ್ರಮಾನದ,మిలీనియం
ಕಿರುಚಲ,సూక్ష్మ
ಕನಿಷ್ಠ,కనిష్ట
ಗಣಿಗಾರಿಕೆ,గనుల తవ్వకం
ಸಚಿವರ,మంత్రి
ಸಚಿವಾಲಯ,మంత్రిత్వ శాఖ
ಸಣ್ಣ,మైనర్
ಅಲ್ಪಸಂಖ್ಯಾತ,మైనారిటీ
ಸಣ್ಣ ಕೃತಿಗಳು,చిన్న పనులు
ನಿಮಿಷಗಳು,నిమిషాలు
ದುರುಪಯೋಗ,దుర్వినియోగం
ದುರುಪಯೋಗ,దుర్వినియోగం
ನ್ಯಾಯದ ಗರ್ಭಪಾತ,న్యాయం యొక్క గర్భస్రావం
ವಿವಿಧ,ఇతరాలు
ಕಿಡಿಗೇಡಿ,అల్లరి
ತಪ್ಪಾಗಿ ವರ್ಗೀಕರಿಸುವಿಕೆ,మిస్‌క్లాసిఫికేషన్
ದುರುಪಯೋಗ,దుష్ప్రవర్తన
ದಾರಿ ತಪ್ಪಿಸು,తప్పుదారి పట్టించేది
ಗಾಬರಿಗೊಳಿಸುವಿಕೆ,దుర్వినియోగం
ತಪ್ಪು ನಿರೂಪಣೆ,తప్పుగా పేర్కొనడం
ಸತ್ಯಗಳ ತಪ್ಪು ವಿವರಣೆ,వాస్తవాలను తప్పుగా గుర్తించడం
ತಪ್ಪುಗ್ರಹಿಕೆ,అపార్థం
ದುರುಪಯೋಗ,దుర్వినియోగం
ಮಿಶ್ರ ಆರ್ಥಿಕತೆ,మిశ్రమ ఆర్థిక వ్యవస్థ
ಜನಸಮೂಹ,మాబ్
ಮೊಬೈರಿ,మొబైల్
ಚಲನಶೀಲತೆ,మొబిలిటీ
ಕ್ರಮ,మోడ్
ಮಾದರಿ,మోడల్
ಸಾಧಾರಣಕಾರ,మోడరేటర్
ಮಾರ್ಪಾಡು,మార్పు
ಮಂತ್ರವಾದ,కార్యనిర్వహణ పద్ధతి
ವಿತ್ತೀಯ ಅನುದಾನ,ద్రవ్య మంజూరు
ಹಣ,డబ్బు
ಮೇಲ್ವಿಚಾರಣೆ ಮಾಡು,మానిటర్
ಏಕಗಮನ,ఏకస్వామ్యం
ಏಕಲೇಖಿ,మోనోగ్రామ్
ಏಕಸ್ವಾಮ್ಯ,గుత్తాధిపత్యం
ಏಕತಾನತೆ,మోనోటోనీ
ಮಾಸಿಕ ಪ್ರವಾಸ ಡೈರಿ,నెలవారీ టూర్ డైరీ
ತಿಂಗಳಿಂದ ತಿಂಗಳಿಗೆ,నెల నుండి నెల
ನೈತಿಕ,నైతికత
ನಿತ್ಯ,ధైర్యం
ನೈತಿಕ ಟರ್ಪಿಟ್ಯೂಡ್,నైతిక టర్పిట్యూడ్
ನೀಚ,తాత్కాలిక నిషేధం
ಮರಣ ಪ್ರಮಾಣ,మరణాలు
ಅಡಮಾನ,తాకట్టు
ಅತ್ಯಂತ ಗೌಪ್ಯ,చాలా రహస్య
ಮಾತೃ ಭಾಷೆ,మాతృ భాష
ಚಲನೆ,కదలిక
ಚಲನೆಯ ಅಧ್ಯಯನ,చలన అధ్యయనం
ಪ್ರೇರಣೆ,ప్రేరణ
ಉದ್ದೇಶ,ఉద్దేశ్యం
ಗುರಿ,నినాదం
ಮುಖವಾಣಿ,మౌత్‌పీస్
ಚಲಿಸಬಲ್ಲ,కదిలే
ಚಲಿಸು,కదలిక
ಚಲನೆ,ఉద్యమం
ಬಹುಮುಖ,బహుళ
ವಿವಿಧೋದ್ದೇಶ,బహుళార్ధసాధక
ಪುರಸಭೆಯ ತೆರಿಗೆ,మునిసిపల్ పన్ను
ವಸ್ತು ಸಂಗ್ರಹಾಲಯ,మ్యూజియం
ರೋಲ್,మస్టర్ రోల్
ರೂಪಾಂತರ,మ్యుటేషన్
ಮಧುರ,ముటాటిస్ ముటాండిస్
ಪರಸ್ಪರ ಹೂಂದಾಣಿಕೆ,పరస్పర అవగాహన
ಹೆಸರಿನ ಚೀಟಿ,పేరును చూపించే కార్డు
ಮಾದಕ ವಸ್ತುವಿನ,మాదకద్రవ్య
ನಿರೂಪಣಾ ಮೌಲ್ಯಮಾಪನ,కథనం మదింపు
ನಿರೂಪಕ,కథకుడు
ರಾಷ್ಟ್ರ,దేశం
ರಾಷ್ಟ್ರೀಯ,జాతీయ
ರಾಷ್ಟ್ರಗೀತೆ,జాతీయవాదం
ರಾಷ್ಟ್ರೀಯತೆ,జాతీయత
ರಾಷ್ಟ್ರೀಕರಣ,జాతీయం
ರಾಷ್ಟ್ರೀಯ ಭಾಷೆ,జాతీయ భాష
ರಾಷ್ಟ್ರೀಯ ಉಳಿತಾಯ ಪ್ರಮಾಣಪತ್ರ,నేషనల్ సేవింగ్స్ సర్టిఫికేట్
ಸ್ಥಳೀಯ,స్థానిక
ನೈಸರ್ಗಿಕ,సహజ
ಸಹಜವಾಗಿಸುವಿಕೆ,నాచురలైజేషన్
ನೌಕಾ ಬಲ,నావికా శక్తి
ಸಂಚರಿಸಬಹುದಾದ,నావిగేబుల్
ಸಂಚಾರ,నావిగేషన్
ನಾಚಿಕೆಗೇಡು,Nayes
ಅಗತ್ಯ ಕ್ರಮ,అవసరమైన చర్య
ಅವಶ್ಯಕವಾದ,అవసరం
ಋಣಾತ್ಮಕ,ప్రతికూల
ನಿರ್ಲಕ್ಷ್ಯ,నిర్లక్ష్యం
ನಿರ್ಲಕ್ಷ್ಯ,నిర్లక్ష్యం
ನಗಣ್ಯ,అతితక్కువ
ಮಾತುಕತೆ,చర్చల చర్చ
ನೆಗೋಶಬಲ್ ಸಾಧನ,చర్చించదగిన పరికరం
ಮಾತುಕತೆ,చర్చలు
ಸಮಾಲೋಚಕ,సంధానకర్త
ಸ್ವಜನಪಕ್ಷಪಾತ,నేపాటిజం
ಬಲೆ,నెట్
ನಿವ್ವಳ ಹೂಡಿಕೆ,నికర పెట్టుబడి
ತಟಸ್ಥ,తటస్థ
ಸುದ್ದಿ,వార్తలు
ಸುದ್ದಿಪತ್ರ,వార్తాలేఖ
ಪತ್ರಿಕೆ,వార్తాపత్రిక
ಸುದ್ದಿ ಓದುಗ,న్యూస్ రీడర్
ಸೋದರ ಸಂಬಂಧಿ,బంధువు తదుపరి
ರಾತ್ರಿ ಕರ್ತವ್ಯ,నైట్ డ్యూటీ
ನಿಲ್ ವರದಿ,నిల్ రిపోర్ట్
ಪ್ರವೇಶವಿಲ್ಲ,ప్రవేశం లేదు
ಬೇಡಿಕೆಯ ಪ್ರಮಾಣಪತ್ರವಿಲ್ಲ (= ಬಾಕಿ ಪ್ರಮಾಣಪತ್ರವಿಲ್ಲ),డిమాండ్ సర్టిఫికేట్ లేదు (= బకాయి సర్టిఫికేట్ లేదు)
ನಾಮಕರಣ,నామకరణం
ನಾಮಮಾತ್ರ ವೆಚ್ಚ,నామమాత్రపు ఖర్చు
ನಾಮಮಾತ್ರ ಮೌಲ್ಯ (= ಮುಖ ಮೌಲ್ಯ),నామమాత్రపు విలువ (= ముఖ విలువ)
ನಾಮಕರಣ ಮಾಡು,నామినేట్
ನಾಮಕರಣ,నామినేషన్
ನಾಮನಿರ್ದೇಶನ,నామినీ
ಯುಗೇತರ,నాన్-ఏజ్
ವಾಗ್ದಾನ ಮಾಡದ,నాన్-కాంట్రిబ్యూటరీ
ಅನಿವಾರ್ಯವಲ್ಲದ,అనవసరమైనది
ಪಜಾಯವಿಲ್ಲದ,గెజిటెడ్ కానిది
ಬಡ್ಡಿರಹಿತ ಬೇರಿಂಗ್,వడ్డీ లేని బేరింగ్
ನ್ಯಾಯಾಧೀಶನಲ್ಲದ,న్యాయ-కాని
ಸಚಿವರಲ್ಲದ,నాన్-మిస్టీరియల్
ಸಮರವಲ್ಲದ,చర్చించలేనిది
ಅಧಿಕಾರಿಯಲ್ಲದ,నాన్-ఆఫీషియల్
ಪಾವತಿ ಮಾಡದಿರುವುದು,"ఎగవేత, చెల్లింపులో వైఫల్యం"
ಪಾವತಿಸದ ಪ್ರಮಾಣಪತ್ರ,పేమెంట్ కాని సర్టిఫికేట్
ಅಭ್ಯಾಸವಲ್ಲದ ಭತ್ಯೆ,ప్రాక్టీస్ కాని భత్యం
ಮರುಕಳಿಸದ ಖರ್ಚು,పునరావృతం కాని వ్యయం
ಮರುಪಾವತಿಸಲಾಗದ,తిరిగి ఇవ్వబడదు
ಶಾಸನ್ಯದ,నాన్-స్టాట్యూటరీ
ತೆರಪಿನ ಆದಾಯ,టాక్సబుల్ కాని ఆదాయం
ತಾಂತ್ರಿಕೇತರ ಪೋಸ್ಟ್,నాన్-టెక్నికల్ పోస్ట్
ಅಸಾಂಪ್ರದಾಯಿಕ,సాంప్రదాయేతర
ಮೌಖಿಕ ಸಂವಹನ,అశాబ్దిక కమ్యూనికేషన్
ಆಕ್ಷೇಪಣೆ ಪ್ರಮಾಣಪತ್ರವಿಲ್ಲ,అభ్యంతర ధృవీకరణ పత్రం లేదు
"ಲಾಭವಿಲ್ಲ, ನಷ್ಟವಿಲ್ಲ","లాభం లేదు, నష్టం లేదు"
ರೂ normಿಯ,ప్రమాణం
ಸಾಮಾನ್ಯ,సాధారణ
ಧೂಮಪಾನವಿಲ್ಲ,పొగ త్రాగరాదు
ಗಮನಾರ್ಹ,గుర్తించదగినది
ಅನ್ವಯಿಸುವುದಿಲ್ಲ (N.A.),వర్తించదు (N.A.)
ಲಭ್ಯವಿಲ್ಲ (ಎನ್.ಎ.),అందుబాటులో లేదు (N.A.)
ಸೂಚನೆ,గమనిక
ಗಮನಿಸು,నోటీసు
ಗಮನಾರ್ಹ,గుర్తించదగినది
ಅಧೀನೀಕರಣ,నోటిఫికేషన్
ಸೂಚಿಸಿದ ಪ್ರದೇಶ,నోటిఫైడ్ ప్రాంతం
ಗಮನಿಸುವುದು ಮತ್ತು ಕರಡು ಮಾಡುವುದು,గమనించడం మరియు ముసాయిదా
ಕಲ್ಪನೆ,నోషనల్ పే
ನೆಗೋಶಬಲ್ ಅಲ್ಲ,బేరానికి వీలులేని
ನೆಗೋಶಬಲ್ ಇನ್ಸ್ಟ್ರುಮೆಂಟ್ ಅಲ್ಲ,చర్చించదగిన పరికరం కాదు
ನ್ಯೂಕ್ಲಿಯಸ್,న్యూక్లియస్
ಶೂನ್ಯ,శూన్య
ಶೂನ್ಯ ಮತ್ತು ಅನೂರ್ಜಿತ,శూన్య మరియు శూన్యత
ಸಂಖ್ಯೆ,సంఖ్య
ಸಂಖ್ಯೆಯಲ್ಲಿರುವುದು,నంబరింగ్
ಸಂಖ್ಯಾ,సంఖ్య
ಪ್ರಮಾಣ,ప్రమాణస్వీకారం
ನಿಷ್ಠೆಯ ಪ್ರಮಾಣ,విధేయత ప్రమాణం
ಕಚೇರಿಯ ಪ್ರಮಾಣ,కార్యాలయ ప్రమాణం
ವಿಧೇಯತೆ,విధేయత
ಸಾಬೀತಾದ,సంస్మరణ
ವಸ್ತು,వస్తువు
ಆಕ್ಷೇಪಣೆ,అభ్యంతరం
ಉದ್ದೇಶಪೂರ್ವಕ,లక్ష్యం
ವಸ್ತುಗಳು ಮತ್ತು ಕಾರಣಗಳು,వస్తువులు మరియు కారణాలు
ಕಡ್ಡಾಯ,విధిగా
ಅಶ್ಲೀಲ,అశ్లీల
ಅಶ್ಲೀಲವಾದ ಗೆಸ್ಚರ್,అశ్లీల సంజ్ఞ
ವೀಕ್ಷಕ,పరిశీలకుడు
ಬಳಕೆಯಲ್ಲಿಲ್ಲದ,వాడుకలో లేదు
ಪ್ರತಿರೋಧ,అడ్డంకి
ಸ್ಪಷ್ಟ,స్పష్టంగా
ಸಾಂದರ್ಭಿಕ,అప్పుడప్పుడు
ವಾಸಸ್ಥಳ,ఆక్యుపెన్సీ
ವಾಸಿಸುವ,యజమాని
ಉದ್ಯೋಗ,వృత్తి
ಆಕ್ರಮಿಸು,ఆక్రమించు
ಮಯೆಗುದಿಲು,ఆక్ట్రోయి డ్యూటీ
ರಜಾ ದಿನ,సెలవు
ಕರ್ತವ್ಯದ ಹೊರತಾಗಿ,ఆఫ్ డ్యూటీ
ಆಕ್ರಮಣಕಾರಿ,ప్రమాదకరం
ಅರ್ಪಿಸು,ఆఫర్
ನೇಮಕಾತಿಯ ಪ್ರಸ್ತಾಪ,నియామకం ఆఫర్
ಕಚೇರಿ,కార్యాలయం
ಲಾಭದ ಕಚೇರಿ,లాభం యొక్క కార్యాలయం
ಅಧಿಕೃತ,అధికారిక
ಅಧಿಕಾರ,అధికారికత
ಅಧಿಕೃತ,అధికారిక విధి
ಅಧಿಕಾರ,అధికారిక సభ్యులు
ಅಧಿಕೃತ ಭಾಷೆ,అధికారిక భాష
ಅಧಿಕೃತವಾಗಿ,అధికారికంగా
ಅಧಿಕೃತ ವರದಿ,అధికారిక నివేదిక
ಅಧಿಕೃತ ಆವೃತ್ತಿ,అధికారిక వెర్షన్
ಅಧಿಕಾರಾವಧ,ఆఫీషియేటింగ్
ದಾಖಲೆಯ ಆಫ್,మనలో మనమాట
ಸರಿ (ಒ.ಕೆ.),సరే (O.K.)
ಸುಖವಾದಿ,అంబుడ్స్‌మన్
ಖಾತೆಯಲ್ಲಿ ಅನುದಾನ,ఖాతా మంజూరులో
ಬೇಡಿಕೆಯಮೇರೆಗೆ,కోరిక మేరకు
ಕರ್ತವ್ಯದ ಮೇಲೆ,విధి నిర్వహణలో
ಒಂದು ಕಡೆ,ఏక పక్షంగా
ಸಾಲಿನಲ್ಲಿ,లైన్‌లో
ವಿಶೇಷ ಕರ್ತವ್ಯ,ఆన్-స్పెషల్ డ్యూటీ
ಉದ್ಯೋಗ ತರಬೇತಿಯ ಮೇಲೆ,ఉద్యోగ శిక్షణ లో
ಹೊರೆ,ఓనస్
ತೆರೆದ ದಿನ,ఓపెన్ డే
ತೆರೆದ ವ್ಯವಸ್ಥೆಯ,ఓపెన్ సిస్టమ్
ತೆರೆಯುವ,తెరవడం
ತೆರೆಯುವ ಸಮತೋಲನ,ప్రారంభ నిల్వ
ತೆರೆಯುವ ಸಮಯ,తెరచు వేళలు
ಮುಕ್ತ ಕಲಿಕೆ,ఓపెన్ లెర్నింగ్
ತೆರೆದ ಪತ್ರ,ఓపెన్ లెటర్
ಓಪನ್ ಯೂನಿವರ್ಸ್,ఓపెన్ యూనివర్శిటీ
ನಿರ್ವಹಣಾ ವೆಚ್ಚ,నిర్వహణ ఖర్చు
ಕಾರ್ಯಾಚರಣಾ ಸಿಬ್ಬಂದಿ,ఆపరేటింగ్ సిబ్బంది
ಕಾರ್ಯಾಚರಣೆ,ఆపరేషన్
ಕಾರ್ಯಕಾರಿಯಾದ,ఆపరేటివ్
ಅಭಿಪ್ರಾಯ,అభిప్రాయం
ವಿರೋಧ,వ్యతిరేకత
ಆಯ್ಕೆ,ఎంపిక
ಮೌಖಿಕ,నోటి
ಆಜ್ಞ,ఆర్డర్
ಆದೇಶ ಪರಿಶೀಲನೆ,ఆర్డర్ చెక్
ಮೀಸಲಾತಿ ಆದೇಶ,రిజర్వేషన్ క్రమం
ಸಲ್ಲಿಕೆ,నిర్ణయం
ಸಂಸ್ಥೆ,సంస్థ
ಸಂಸ್ಥೆ ಪಟ್ಟಿ,వ్యవశ్థాపక పట్టిక
ಸಂಘಟಕ,నిర్వాహకుడు
ಆಧಾರಿತ,ఆధారిత
ಮೂಲದ,అసలైన
ಮೂಲ ವಿಭಾಗ,అసలు విభాగం
ಮೂಲ ಮಾರಾಟ ಪತ್ರ,ఒరిజినల్ సేల్ డీడ్
ಮೇಲ್ನೋಟದ ಮಾಲೀಕರು,అనియంత్రిత యజమాని
ಸ್ಫೋಟ,అకస్మాత్తుగా వ్యాపించడం
ಸಜ್ಜು ಭತ್ಯೆ,దుస్తులను భత్యం
ಹೊರಹೋಗುವ ಸದಸ್ಯ,అవుట్గోయింగ్ సభ్యుడు
ಹೊರಹೋಗುವ ಫೈಲ್,అవుట్గోయింగ్ ఫైల్
ವಿನಿಯೋಗಿಸು,వ్యయం
ಮಜಲು,అవుట్లెట్
ರೂಪರೇಖೆಯನ್ನು,రూపురేఖలు
ಮೇಲ್ನೋಟ,Lo ట్లుక్
ನ್ಯಾಯಾಲಯದಿಂದ ಹೊರಗಿದೆ,కోర్టు నుండి
ಹಳೆಯದು,కాలాంతరం చెందింది
ಆದೇಶದಿಂದ ಹೊರಗಿದೆ,పనిచేయటంలేదు
ಮುದ್ರಣದಿಂದ ಹೊರಗಿದೆ,ముద్రణ నుండి
ಹೊರಗಡೆ ತಿರುಗಿ,మలుపు తిరిగింది
ತಿರುವು ಹಂಚಿಕೆಯಿಂದ,మలుపు కేటాయింపు
ಹೊರಹ ಬಂತುರು,అవుట్‌పోస్ట్
ಉತ್ಪಾದನೆ,అవుట్పుట్
ಸಂಪೂರ್ಣ ಖರೀದಿ,పూర్తిగా కొనుగోలు
ಹೊರಗುತ್ತಿಗೆ,Our ట్‌సోర్స్
ಬಾಕಿ ಉಳಿದಿರುವ,అసాధారణ
ವಯಸ್ಸಿಗೆ ತಕ್ಕಂತೆ,వయస్సు కంటే ఎక్కువ
ಒಟ್ಟಾರೆ,మొత్తం
ಒಟ್ಟಾರೆ ಕೊರತೆ,మొత్తం లోటు
ಓವರ್ ಬಿಲ್ಲಿಂಗ್,ఓవర్ బిల్లింగ్
ಹೊರನೋಟು,అధిక ఛార్జ్
ಅತಿ ಕಡಿಮೆ,మీరిన
ಅತಿರೇಕ,అతిగా అంచనా
ಓವರ್ಹೆಡ್ ಹೊಣೆಗಾರಿಕೆ,ఓవర్ హెడ్ ఛార్జ్
ಅತಿಕ್ರಮಣ,అతివ్యాప్తి
ಆದ್ಯತೆಯನ್ನು ಅತಿಕ್ರಮಿಸುವುದು,ప్రాధాన్యతను అధిగమించడం
ಅತಿಯಾದ ಗುಣ,ఓవర్-రూల్
ಮೇಲ್ವಿಚಾರಣೆ,పర్యవేక్షణ
ಅಧಿಕಾವಧಿ ವೇತನ,ఓవర్ టైం పే
ಅತಿ ಮೌಲ್ಯಮಾಪನ,ఓవర్‌వాల్యుయేషన్
ಮಾಲಿಕತ್ವ,యాజమాన్యం
ಚಿರತೆ,ప్యాకేజీ
ಎಲ್ಲವನ್ನೊಳಗೊಂಡ ವ್ಯವಹಾರ,ప్యాకేజీ ఒప్పందం
ಪ್ಯಾಕಿಂಗ್ ಮತ್ತು ಗುರುತು,ప్యాకింగ్ మరియు మార్కింగ్
ಪ್ಯಾಕಿಂಗ್ ಪಟ್ಟಿ,ప్యాకింగ్ జాబితా
ಒಪ್ಪಂದ,ఒప్పందం
ಪಾವತಿಸಿದ,చెల్లించిన
ಪಾವತಿಸಿದ ಬಂಡವಾಳ,చెల్లింపుల మూలధనం
ಕರಪತ್ರ,కరపత్రం
ಫಲಕ,ప్యానెల్
ಕಾಗದ,కాగితం
ಹಣ್ಣು,పారా
ಪ್ರಮುಖವಾದ,పారామౌంట్
ಪೋಷಕರು,తల్లిదండ్రులు
ಪೋಷಕ,తల్లిదండ్రుల
ಪೋಷಕ ಕಚೇರಿ,మాతృ కార్యాలయం
ಸರ್ವಶ್ರೇಷ್ಠ,అత్యద్బుతము
ಪಾರಿ ಪಾಸು,పారి పాసు
ಸಮಾನತೆ,పారిటీ
ಸಂಸತ್ತು,పార్లమెంటు
ಭಾಗ,భాగం
ಭಾಗ ಫೈಲ್,పార్ట్ ఫైల్
ಭಾಗಶಃ,పాక్షికం
ಭಾಗವಹಿಸು,పాల్గొనండి
ನಿರ್ದಿಷ್ಟ,ప్రత్యేకించి
Particulars,వివరాలు
ವಿಭಾಗ,విభజన
ಪಾಲುದಾರ,భాగస్వామి
ಪಾಲುದಾರಿಕೆ ಪತ್ರ,భాగస్వామ్య దస్తావేజు
ಭಾಗ ಪಾವತಿ,పార్ట్ చెల్లింపు
ಅರೆಕಾಲಿಕ,పార్ట్ టైమ్
ಪಕ್ಷ,పార్టీ
ಸಮಾನ ಮೌಲ್ಯ,సమాన విలువ
ಉತ್ತೀರ್ಣ,పాస్
ಅಂಗೀಕಾರ,పాసేజ్
ಗುಪ್ತಪದ,పాస్వర్డ్
ಪೇಟೆ,పేటెంట్
ಪೋಷಕ,పోషకుడు
ಪಾವತಿ,చెల్లించండి
ಬಿಲ್ ವೇತನ,చెల్లించే బిల్లు
ಪಾವತಿಸಿ ಪ್ರಮಾಣಪತ್ರ,పే సర్టిఫికేట్
ವೇತನ ದಿನ,పే రోజు
ಪಾವತಿಸುವವನು,చెల్లింపుదారు
ಪಾವತಿಸುವವನು,చెల్లింపుదారు
ಪಾವತಿ,చెల్లింపు
ತೀರಿಸು,చెల్లించండి
ವೇತನ ಆದೇಶ,పే ఆర్డర్
ಪೇ ರೋಲ್,పేరోల్
ಪೇ ಸ್ಕೇಲ್,పే స్కేల్
ಗುಪ್ತವಾದ,ధనవి
ದಂಡ,శిక్ష
ದಂಡ ಸಂಹಿತೆ,శిక్షా స్మృతి
ದಂಡದ ಬಡ್ಡಿ,శిక్షా వడ్డీ
ದಂಡಿಸು,జరిమానా విధించండి
ದಂಡ,పెనాల్టీ
ಬಾಕಿ ಉಳಿದಿದೆ,పెండింగ్‌లో ఉంది
ಪೆನ್ ಡೌನ್ ಸ್ಟ್ರೈಕ್,పెన్ డౌన్ సమ్మె
ಪಿಂಚಣಿ,పెన్షన్
ಒಡ್ಡಿಕೊಳ್ಳಬಹುದಾದ,పెన్షనబుల్
ಪಿಶಕ್ತಾರ,పెన్షనర్
ಪಿಂಚಣಿ ಯೋಜನೆ,పెన్షన్ పథకం
ವರ್ಷಕ್ಕೆ,ఏడాదికి
ಪ್ರತಿ ಧಾರಕ,ప్రతి బేరర్‌కు
ತಲಾ (= ಪ್ರತಿ ತಲೆಗೆ),తలసరి (= తలకి)
ಶೇಕಡಾ,శాతం
ದೀರ್ಘಕಾಲಿಕದ,శాశ్వత
ಆದ್ಯತೆಯ ಖರೀದಿ,ప్రిఫరెన్షియల్ కొనుగోలు
ನಿರ್ವಹಿಸು,ప్రదర్శించండి
ಪ್ರದರ್ಶನ,పనితీరు
ಅವಧಿ,కాలం
ನಿಯತಕಾಲಿಕ,ఆవర్తన
ಪರಿಶೀಲನೆಯ ಅವಧಿ,సమీక్షలో ఉన్న కాలం
ಸುಳ್ಳುತನ,పెర్జరీ
ವಿಶ್ವಾಸಾರ್ಹ,ప్రోత్సాహకాలు
ಶಾಶ್ವತ,శాశ్వత
ಪ್ರತಿ ಪುರುಷರು,ప్రతి మెన్సెం
ಅನುಮತಿ,అనుమతించదగినది
ಅನುಮತಿ,అనుమతి
ಅನುಮತಿ,అనుమతి
ಅನುಮತಿ,అనుమతి
ಶಾಶ್ವತವಾದ,శాశ్వత
ಶಾಶ್ವತತೆ,శాశ్వతత్వం
ಪರ್ಕ್ವಿಸೈಟ್‌ಗಳು (= ಪರ್ಕ್ಸ್),Perquisites (= ప్రోత్సాహకాలు)
ವೈಯಕ್ತಿಕ,వ్యక్తి
ವೈಯಕ್ತಿಕ ಸ್ವತ್ತುಗಳು,వ్యక్తిగత ఆస్తులు
