Bengali,Hindi
রৈখিক ক্রমিককরণ,रैखिक क्रमीकरण
রৈখিক প্রোগ্রামিং,रैखिक प्रोग्रामन
লিনিয়ার প্রোগ্রামিং অ্যালগরিদম,रैखिक प्रोग्रामन कलन-विधि
লিনিয়ার প্রোগ্রামিং সমস্যা,रैखिक प्रोग्रामन समस्या
লিনিয়ার রিগ্রেশন,रैखिक समाश्रयण
রৈখিক রিগ্রেশন সহগ,रैखिक समाश्रयण गुणांक
"রৈখিক সম্পর্ক, সূচকীয় সম্পর্ক","रैखिक संबंध, एकघाती संबंध"
রৈখিক জনসংখ্যা,रैखिक समष्टि
লিনিয়ার সাবস্পেস,रैखिक उपसमष्टि
রৈখিক রূপান্তর,रैखिक रूपांतरण
লিনিয়ার রিগ্রেশন,रैखिक उपनति
লিনিয়ার ডিফারেনশিয়াল অনুমান,रैखिक अनभिनत आकल
রৈখিক বেগ,रैखिक वेग
লাইন অবিচ্ছেদ্য,रेखा समाकल
ছেদ লাইন,प्रतिच्छेद-रेखा
রিগ্রেশন লাইন,समाश्रयण-रेखा
স্থানিক ভেক্টর,स्थानगत सदिश
স্থানীয় সর্বোত্তম,स्थानीय इष्टतम
"locus, locus","बिन्दुपथ, रेखापथ"
লগ লগ লগ,"लॉग, लठठा, संलेख"
"লগারিদমিক, লগারিদমিক","लघुगणकीय, लॉगेरिथ्मीय"
লগারিদমিক নির্ভুলতা,लघुगणकीय यथार्थता
লগারিদম গণনা,लॉगेरिथ्मीय परिकलन
"লগারিদমিক বক্ররেখা, লগারিদমিক বক্ররেখা","लॉगेरिथ्मीय वक्र, लघुगणकीय वक्र"
লগারিদমিক ডেরিভেটিভ,लघुगणकीय अवकलज
লগারিদমিক ডিফারেনশিয়াল,लघुगणकीय अवकलन
"লগারিদমিক ফাংশন, লগারিদমিক ফাংশন","लॉगेरिथ्मीय फलन, लघुगणकीय फलन"
"লগারিদমিক গড়, জ্যামিতিক গড়","लघुगणकीय माध्य, गुणोत्तर माध्य"
লগারিদমিক স্বাভাবিক বন্টন,लघुगणकीय प्रसामान्य बंटन
লগারিদমিক সম্পর্ক,लघुगणकीय संबंध
লগারিদমিক স্কেল,लघुगणकीय मापक्रम
"লগারিদম সিরিজ, লগারিদম সিরিজ","लॉगेरिथ्मीय श्रेणी, लघुगणकीय श्रेणी"
"লগারিদমিক সর্পিল, লগারিদমিক সর্পিল","लॉगेरिथ्मीय सर्पिल, लघुगणकीय सर्पिल"
"লগারিদম টেবিল, লগারিদম টেবিল","लॉगेरिथ्मीय सारणी, लघुगणकीय सारणी"
"লগারিদম, লগারিদম","लॉगेरिथ्म, लघुगणक"
যুক্তিবিদ্যা,तर्क
যৌক্তিকভাবে সমতুল্য,तर्कत: तुल्य
"গ্রোথ কার্ভ, পার্ল-রিড কার্ভ","वृद्धिघात वक्र, पर्ल-रीड वक्र"
"লগ স্বাভাবিক বন্টন, লগ স্বাভাবিক বন্টন","लघुगणक प्रसामान्य बंटन, लॉग प्रसामान्य बंटन"
"দ্রাঘিমাংশ, দ্রাঘিমাংশ","रेखांश, देशांतर"
"loop, loop, noose (no.), loop (ver.), praspanda","पाश, ल्रूप, फंदा (सं.) पाशन (क्रि.), प्रस्पंद"
"নির্বাচনী প্রচারণা, লটারি","प्रचयन, प्रचायिका, लॉटरी"
আন্ডারলাইন,अधोरेखा
নিম্ন সীমা,निम्न परिबंध
লো রিম্যান-ইনটিগ্রাল,निम्न रीमान-समाकल
কম যোগফল,निम्न योगफल
ত্রিভুজাকার ম্যাট্রিক্স অনুসরণ করে,निम्न त्रिभुजीय आव्यूह
ম্যাকলারিন ছড়িয়ে পড়ে,मैक्लारिन प्रसार
"মায়া নম্বর, ম্যাজিক নম্বর, স্থায়িত্ব নম্বর","माया संख्या, मैजिक संख्या, स्थायित्व संख्या"
জাদু বর্গ,मैजिक वर्ग
উজ্জ্বল সীমা,कांतिमान-सीमा
মেইলিং প্রশ্নাবলী,डाक प्रेषित प्रश्नावली
মেইল দ্বারা জরিপ,डाक द्वारा सर्वेक्षण
ওভারহেড সীমা,उपरि परिबंध
দীর্ঘ চাপ,दीर्घ चाप
আবদ্ধ সেট,उपरिबद्‌ध समुच्चय
বহুমূল্য ফাংশন,बहुमान फलन
"মানচিত্র, মানচিত্র, মানচিত্র","नक्शा, मानचित्र, प्रतिचित्र"
সেটে ম্যাপিং,समुच्चय में प्रतिचित्रित करना
সেট ম্যাপিং,समुच्चय का प्रतिचित्रण
প্রান্তিক সম্ভাবনা,उपांत प्रायिकता
গাণিতিক বিশ্লেষণ,गणितीय विश्लेषण
গাণিতিক যুক্তি,गणितीय तर्क
গাণিতিক কেন্দ্র,गणितीय केंद्र
গাণিতিক জটিলতা,गणितीय जटिलता
গাণিতিক অর্থনীতি,गणितीय अर्थशास्त्र
গাণিতিক প্রত্যাশা,गणितीय प्रत्याशा
গাণিতিক ফর্ম,गणितीय रूप
"গাণিতিক গঠন, গাণিতিক বিন্যাস","गणितीय संरूपण, गणितीय संरूप"
গাণিতিক পরিচয়,गणितीय सर्वसमिका
"গাণিতিক যুক্তি, গাণিতিক যুক্তি","गणितीय तर्कशास्त्र, गणितीय तर्क"
গানিতিক প্রতিমাণ,गणितीय निदर्श
গাণিতিক অভিপ্রায়,गणितीय आशय
ম্যাট্রিক্স তির্যককরণ,मैट्रिक्स विकर्णन
ম্যাট্রিক্স বিপরীত,आव्यूह-व्युत्क्रम
ম্যাট্রিক্স ইনভার্সন,आव्यूह-व्युत्क्रमण
ম্যাট্রিক্স পুনরাবৃত্ত পদ্ধতি,आव्यूह पुनरावर्ती विधि
ম্যাট্রিক্স পদ্ধতি,मैट्रिक्स पद्‌धति
ম্যাট্রিক্স গুণ,आव्यूह गुणन
ধ্রুবকের ম্যাট্রিক্স,अचरों का आव्यूह
প্রভাবশালী ম্যাট্রিক্স,प्रभाविता आव्यूह
ম্যাট্রিক্স অপারেটর,आव्यूह संकारक
ম্যাট্রিক্স বহুপদী,आव्यूह बहुपद
ম্যাট্রিক্স প্রিন্টিং,आव्यूह मुद्रण
ম্যাট্রিক্স পণ্য,आव्यूह-गुणनफल
সর্বাধিক করা,अधिकतमीकृत
"সর্বোচ্চ, সর্বোচ্চ, সর্বোচ্চ","महत्तम, अधिकतम, उच्चतम"
সর্বোচ্চ পরম মান,अधिकतम निरपेक्ष मान
সর্বোচ্চ F-অনুপাত,महत्तम F-अनुपात
সর্বোচ্চ সম্ভাবনা,अधिकतम संभाविता
মহলপিষ্ট,महाल्पिष्ठ
মহান উপসংহার,महाल्पिष्ठ निकष
ফাংশনের সর্বোচ্চ,फलन का अधिकतम
ম্যাক্সওয়েল-বোল্টসম্যান পরিসংখ্যান,मैक्सवेल-बोल्ट्समान सांख्यिकी
বিচ্যুতি,माध्य विचलन
বিচ্যুতি স্কয়ার গড়,विचलन वर्ग माध्य
বর্গক্ষেত্র মানে ত্রুটি,वर्ग माध्य त्रुटि
"গড়, গড় মান","माध्यमान, औसत मान"
মানে উপপাদ্য,माध्यमान प्रमेय
বুদবুদ পরিমাপ,ककुदता माप
"মধ্যমা, মধ্যমা, মধ্যমা, মধ্যমা","मध्य, मध्यस्थ, माध्यिका, मीडियन"
মধ্যম কেন্দ্র,माध्यिका केंद्र
মধ্য বক্ররেখা,मध्यककुदी वक्र
মেসোথেলিওমা,मध्यककुदता
বার্তা,संदेश
"কাস্টম, পদ্ধতি","रीति, विधि"
মুছে ফেলার পদ্ধতি,विलोपन विधि
বিপরীত পদ্ধতি,प्रतिलोमन-विधि
পুনরাবৃত্তি পদ্ধতি,पुऩरावृत्ति विधि
অন্তত বর্গ,न्यूनतम वर्ग विधि
টর্ক পদ্ধতি,आघूर्ण विधि
অনুরূপ ত্রিভুজ পদ্ধতি,समरूप त्रिभुज विधि
ঢাল অবতরণ পদ্ধতি,प्रवणतम अवरोहण विधि
সংকলন পদ্ধতি,संकलन-विधि
অনির্ধারিত সহগ পদ্ধতি,अनिर्घारित गुणांक विधि
দূরত্ব জনসংখ্যা,दूरीक समष्टि
মেট্রিক সিস্টেম,मीटरी पद्‌धति
মেট্রিক ইউনিট,मेट्रिक इकाई
মাইক্রো তত্ত্ব,सूक्ष्म सिद्‌धांत
মধ্য,मध्य
মধ্যমা,मध्यपद
কেন্দ্রীয় বিন্দু,मध्य बिंदु
মধ্যবিন্দু সূত্র,मध्यबिंदु सूत्र
ন্যূনতম বহুপদ,अल्पिष्ठ बहुपद
মিনিমা তত্ত্ব,अल्पमहिष्ठ सिद्‌धांत
"সর্বনিম্ন, সর্বনিম্ন, সর্বনিম্ন","न्यूनतम, अल्पतम, निम्नतम"
নিচু বিন্দু,निम्निष्ठ बिंदु
অন্তত বহুপদ,अल्पतम बहुपद
ন্যূনতম ফাংশন,फलन का न्यूनतम
সংক্ষিপ্ত চাপ,लघु चाप
ছোট চিঠি,लघु अक्षष
আবদ্ধ উপসেট,निम्न परिबद्‌ध उपसमुच्चय
"বিয়োগ, ঋণ","माइनस, ऋण"
ঋণচিহ্ন,ऋण चिह्न
মিশ্র ভগ্নাংশ,मिश्र भिन्न
বিকল্প ডিভাইস,सविकल्प युक्ति
"মোড, মোড, পদ্ধতি, পদ্ধতি, পদ্ধতি, মোড","बहुलक, मोड, विधि, रीति, प्रणाली, विधा"
"মডুলাস, মডুলাস","मापांक, मोड्यूलस"
জটিল সংখ্যার মডুলাস,सम्मिश्र संख्या का मापांक
মুহূর্ত,आघूर्ण
টর্ক ফাংশন,आघूर्णजनक फलन
শক্তির মুহূর্ত,बल का आघूर्ण
ফ্রিকোয়েন্সি-বন্টন মুহূর্ত,बारंबारता-बंटन का आघूर्ण
নিষ্ক্রিয়তা মুহূর্ত,जड़त्व आघूर्ण
গতির মুহূর্ত,संवेग आघूर्ण
আবেগ,संवेग
একটি পোস্ট,एकपद
একক ইন্টিগ্রেশন,एकैक समाकारी
"একজাতীয়তা, মনোমরফিজম","एकरूपता, एकैक समाकारिता"
একক,एकदिष्ट
একমুখী আরোহী ক্রম,एकदिष्ट वर्धमान अनुक्रम
সরাসরি,एकदिष्टतः
unidirectionally অর্ধচন্দ্রাকার জাল,एकदिष्टतः वर्धमान जाल
monotically ক্রমবর্ধমান,एकदिष्टतः वर्धमान अनुक्रम
univariate ফাংশন,एकदिष्ट फलन
মন্টে-কার্লো গণনা,मॉन्टे-कार्लो परिकलन
মন্টে-কার্লো পদ্ধতি,मॉन्टे-कार्लो विधि
মোরা (খেলাধুলা),मोरा (खेल)
মৃত্যুর পরিসংখ্যান,मृत्यु आंकड़े
সম্ভবত,प्रायिकतम
গতি,गति
চলন্ত গড়,गतिमान माध्य
এম-জনসংখ্যা,M-समष्टि
এম-টেস্ট অফ ইন্টিগ্রাল,समाकल का M-परीक्षण
একাধিক সিদ্ধান্ত-সমস্যা,बहुगत निर्णय-समस्या
বহুপদী স্বাভাবিক বন্টন,बहुविम प्रसामान्य बंटन
বহুপদী র্যান্ডম পরিবর্তনশীল,बहुविम यादृच्छिक चर
মাল্টিপ্লেক্স পরিবহন সমস্যা,बहुसूचक परिवहन समस्या
বহুপদ,बहुपद
বহুপদী বন্টন,बहुपद बंटन
"একাধিক, একাধিক, একাধিক, বহু (v.), একাধিক, প্রতিসরাঙ্ক (n.)","गुणित, बहुगुण, बहु, बहुत (वि.), गुणज, अपवर्त्य (सं.)"
একাধিক পছন্দ সমস্যা,बहुविकल्पी समस्या
কনফেডারেট প্রদেশগুলি,बहुसंबद्‌धित प्रांत
একাধিক পারস্পরিক সম্পর্ক,बहु सहसंबंध
একাধিক ফ্রিকোয়েন্সি টেবিল,बहु-बारंबारता सारणी
একাধিক অবিচ্ছেদ্য,बहु समाकल
একাধিক ইন্টিগ্রেশন,बहु समाकलन
একাধিক সংশ্লেষণ,बहु समाश्रयण
একাধিক রিগ্রেশন বিশ্লেষণ,बहुसमाश्रयण विश्लेषण
একাধিক রিগ্রেশন সহগ,बहुसमाश्रयण गुणांक
একাধিক রিগ্রেশন সমীকরণ,बहुसमाश्रयण समीकरण
বহুমূল,बहु मूल
গুণ,गुणन
(নির্ধারকের) কলামার গুণ,(सारणिक का) स्तंभशः गुणन
(নির্ধারকের) রৈখিক গুণ,(सारणिक का) पंक्तिशः गुणन
গুণনীয়ক,गुणन कारक
গুণক ফাংশন,गुणनात्मक फलन
গুণগত গ্রুপ,गुणनात्मक समूह
গুণক বিপরীত,गुणनात्मक प्रतिलोम
বহুত্ব,बहुकता
বহুত্ব,मूल-बहुकता
শূন্যের বহুগুণ,शून्यक की बहुकता
গুণক,गुणक
"গুণ করা, গুণ করা","गुणा करना, संवर्धन"
একাধিক বিতরণ,बहुचर बंटन
একাধিক স্বাভাবিক বিতরণ,बहुचर प्रसामान्य बंटन
বহুমুখী জনসংখ্যা,बहुचर समष्टि
"পারস্পরিক, পারস্পরিক","पारस्परिक, अन्योन्य"
নাবলা,नाब्ला
নাপিরিয়া,नैपिरीय
"নেপিয়ার লগারিদম, নেপিয়ার লগারিদম","नैपिरीय लघुगणक, नैपिरीय लॉगेरिथ्म"
"প্রাকৃতিক লগারিদম, প্রাকৃতিক লগারিদম","प्राकृतिक लघुगणक, प्राकृतिक लॉगेरिथ्म"
"ধনাত্মক পূর্ণসংখ্যা, ধনাত্মক পূর্ণসংখ্যা","धन पूर्णसंख्या, धन पूर्णांक"
নটিক্যাল মাইল,समुद्री मील
n-ভিম,n-विम
n-ভিম ভেক্টর-স্পেস,n-विम सदिश-समष्टि
প্রয়োজনীয় এবং পর্যাপ্ত বিধিনিষেধ,आवश्यक तथा पर्याप्त प्रतिबंध
প্রয়োজনীয় বিধিনিষেধ,आवश्यक प्रतिबंध
নিষেধাজ্ঞা,निषेध
"নেতিবাচক, নেতিবাচক, নেতিবাচক","ऋण, ऋणात्मक, नेगेटिव"
ক্রেডিট বক্রতা,ऋण वक्रता
নেতিবাচক নির্দিষ্ট একজাতীয়তা,ऋणात्मक निश्चित समघात
ঋণাত্মক স্থির ম্যাট্রিক্স,ऋणात्मक निश्चित् आव्यूह
নেতিবাচক আধা-নির্দিষ্ট একজাতীয়তা,ऋणात्मक अर्धनिश्चित समघात
"প্রতিবেশী, নৈকট্য","प्रतिवेश, सामीप्य"
"একাধিক স্যাম্পলিং, ইনক্লুসিভ স্যাম্পলিং","बहुक्रम प्रतिचयन, समावेशी प्रतिचयन"
নেট জন্মহার,नेट जनन दर
নিউটানি মেকানিক্স,न्यूटनी यांत्रिकी
নিউটনের বিভক্ত পার্থক্য সূত্র,न्यूटन का विभाजित अंतर सूत्र
নিউটনের গতির সূত্র,न्यूटन के गति-नियम
নাম নিয়োগ,नेमेन नियतन
নেইমান-পিয়ারসন-নীতি,नेमेन-पियर्सन-सिद्‌धांत
শূন্য সম্ভাব্য উপাদান,शून्यंभावी अवयव
শূন্য সম্ভাব্য ম্যাট্রিক্স,शून्यंभावी आव्यूह
"নোড, নোড, পাতা, নিব, ফিল্টার","नोड, आसंधि, पात, निर्नति, निस्पंद"
আন-আবেলি গ্রুপ,अन-आबेली ग्रुप
আপেক্ষিক অভিসরণ,सापेक्षष अभिसरण
অতীন্দ্রিয়,अबीजीय
অবিকৃত,अनपभ्रष्ट
আনকোরাপ্টেড বেসিস সামঞ্জস্যপূর্ণ সমাধান,अनपभ्रष्ट आधारी सुसंगत हल
আগান,अघन
ঘন সমষ্টি,अघन समुच्चय
পয়েন্টের অগণিত অসীমতা,बिंदुओं का अगणनीय अनंत
অগণিত সেট,अगणनीय समुच्चय
অতুলনীয়,अनवकलनीय
অ উপসেট,अरिक्त उपसमुच्चय
ইউক্লিডিয়ান জ্যামিতি,अयूक्लिडी ज्यामिति
"অনুপাতহীন, অসামঞ্জস্যপূর্ণ","असमांगी, असमघात"
অ ছেদকারী,अप्रतिच्छेदी
অ-রৈখিক বীজগণিত সমীকরণ,अरैखिक बीजीय समीकरण
নন-লিনিয়ার ডিফারেনশিয়াল সমীকরণ,अरैखिक अवकल समीकरण
অ-রৈখিক সমীকরণ,अरैखिक समीकरण
নন-লিনিয়ার প্রোগ্রামিং,अरैखिक प्रोग्रामन
নন-লিনিয়ার রিগ্রেশন,अरैखिक समाश्रयण
অ-রৈখিক সম্পর্ক,अरैखिक संबंध
অ ঋণাত্মক পূর্ণসংখ্যা অ ঋণাত্মক পূর্ণসংখ্যা,"ऋणेतर पूर्णसंख्या, ऋणेतर पूर्णांक"
অ নেতিবাচক পরিবর্তনশীল,ऋणेतर चर
অ-প্যারামেট্রিক পরীক্ষা,अप्राचलिक परीक्षण
অ-সম্ভাব্য পদ্ধতি,प्रायिकतेतर दृष्टिकोण
বিপরীত ম্যাট্রিক্স,व्युत्क्रमणीय आव्यूह
অপ্রতিসম ম্যাট্রিক্স,असममित आव्यूह
তুচ্ছ,अतुच्छ
অ-শূন্য নির্ধারক,शून्येतर सारणिक
খালি,अरिक्त
অ উপসেট,अरिक्त उपसमुच्चय
অ-শূন্য নির্ধারক,शून्येतर सारणिक
বা পরিপূরক গেট,अथवा पूरक द्वार
"স্বাভাবিক, স্বাভাবিক, মান, স্বাভাবিক, স্বাভাবিক, স্বাভাবিক, স্বাভাবিক","प्रसामान्य, प्राकृतिक, मानक, सामान्य, साधारण, अभिलंब, नॉर्मल"
স্বাভাবিক ত্বরণ,अभिलंब त्वरण
স্বাভাবিক কোণ,अभिलंब कोण
স্বাভাবিক বক্ররেখা,प्रसामान्य वक्र
স্বাভাবিক ঘনত্ব ফাংশন,प्रसामान्य घनत्व फलन
স্বাভাবিক বন্টন,प्रसामान्य बंटन
স্বাভাবিক বন্টন ফাংশন,प्रसामन्य बंटन फलन
ম্যাট্রিক্সের স্বাভাবিক ফর্ম,आव्यूह का प्रसामान्य रूप
স্বাভাবিক ফ্রিকোয়েন্সি,प्रसामान्य बारंबारता
স্বাভাবিক বক্ররেখা,प्रसामान्यीकृत वक्र
স্বাভাবিক ফ্লোটিং পয়েন্ট নম্বর,प्रसामान्यीकृत चलबिंदु संख्या
নরমালাইজার,प्रसामान्यक
স্বাভাবিক ম্যাট্রিক্স,प्रसामान्य आव्यूह
স্বাভাবিক সম্ভাবনা বক্ররেখা,प्रसामान्य प्रायिकता वक्र
স্বাভাবিক সম্ভাবনা বন্টন,प्रसामान्य प्रायिकता बंटन
"সাধারণ উপগোষ্ঠী, নির্দিষ্ট উপগোষ্ঠী","प्रसामान्य उपसमूह, विशिष्ट उपसमूह"
প্রমিত রৈখিক স্থান,मानकित रैखिक समष्टि
ভেক্টর স্ট্যান্ডার্ড,सदिश मानक
"গেট নয়, গেট নয়","NOT गेट, न गेट"
নিশাচর ঘন সমষ্টি,नकुत्रापि सघन समुच्चय
শূন্য অনুমান,निराकरणीय परिकल्पना
শূন্য ম্যাট্রিক্স,शून्य आव्यूह
ফাঁকা সেট,रिक्त समुच्चय
শূন্য ভেক্টর,शून्य सदिश
সংখ্যা,संख्या
সংখ্যা অক্ষ,संख्या अक्ष
সংখ্যা সিস্টেম,संख्या पद्‌धति
"সংখ্যাসূচক (নং), সংখ্যাসূচক (V.)","संख्यांक (सं.), संख्यात्मक (वि.)"
"সংখ্যায়, সংখ্যায়","संख्यान, संख्या देना"
অংশ,अंश
সংখ্যাগত সহগ,संख्यात्मक गुणांक
সংখ্যাগত গণনা,संख्यात्मक अभिकलन
সংখ্যাগত পার্থক্য,संख्यात्मक अवकलन
সংখ্যাগত পদ্ধতি,संख्यात्मक विधि
"n-ভেক্টর, n-ভেক্টর","n-सदिश, n-वेक्टर"
n-ভেক্টর স্থান,n-सदिश समष्टि
"বস্তু, শরীর, বস্তু","वस्तु, पिडं, बिबं"
উদ্দেশ্য ফাংশন,उद्‌देश्य फलन
"oblique, oblique","तिर्यक, तिरछा"
তির্যক অ্যাসিম্পটোট,तिर्यक अनंतस्पर्शी
তির্যক অক্ষ,तिर्यक अक्ष
"ক্রস বিভাগ, ক্রস বিভাগ","तिर्यक परिच्छेद, तिरछी काट"
পর্যবেক্ষণ,प्रेक्षण
পর্যবেক্ষিত ফ্রিকোয়েন্সি,प्रेक्षित बारंबारता
স্থূলকোণ,अधिक कोण
অষ্টভুজ,अष्टभुज
অষ্টভুজ,अष्टफलक
অক্টাল সিস্টেম,अष्टाधारी पद्‌धति
অক্ট্যান্ট,अष्टांशक
অস্বাভাবিক,विषम
অপ্রতিসম বক্ররেখা,विषम वक्र
বিজোড় সংখ্যা,विषम संख्या
বিজোড় স্থানান্তর,विषम क्रमचय
অদ্ভুত বহুপদ,विषम बहुपद
"ogive, pylon","ओजाइव, तोरण"
একাকী সমিতি,एकैकी संगति
এক-এক ফাংশন,एकैकी फलन
একক মানচিত্র,एकैकी प्रतिचित्र
একমুখী শ্রেণীবিভাগ,एकधा वर्गीकरण
ওভারল্যাপ মানচিত্র,आच्छादक प्रतिचित्र
"খোলা, খোলা (v.)","खुला, विवृत (वि.)"
খোলা গোলক,विवृत गोलक
খোলা ব্যবধান,विवृत अंतराल
খোলা সেমিলাইন,विवृत अर्धरेखा
খোলা সেট,विवृत समुच्चय
অপারেটিং,प्रचालन
অপারেশন বিজ্ঞান,संक्रिया विज्ञान
অপারেশন বিজ্ঞান,संक्रिया विज्ञान
"অপারেটর, অপারেটর, অপারেটর","प्रचालक, ऑपरेटर, संकारक"
বিপরীত কোণ,सम्मुख कोण
বিপরীত ঘটনা,विपरीत घटना
সর্বোত্তম বেস সামঞ্জস্যপূর্ণ সমাধান,इष्टतम आधारी सुसंगत हल
সর্বোত্তম অবস্থা,इष्टतम अवस्था
সর্বোত্তম আউটপুট আকার,इष्टतम प्रचय आमाप
সর্বোত্তম মান,इष्टतम मान
"সর্বোত্তম, সর্বোত্তম","अनुकूलतम, इष्टतम"
ক্লাস,कक्षा
"অর্ডার, অর্ডার, পাওয়ার, রেডিক্স, গ্রুপ নম্বর","क्रम, कोटि, घात, मूलांक, समूहांक"
অর্ডার করা জোড়া,क्रमित युग्म
"সাজানো সেট, সাজানো সেট","क्रमित समुच्चय, क्रमित सेट"
"বাছাই, বাছাই","क्रमण, क्रमीकरण"
"নির্ধারকের আদেশ, নির্ধারকের আদেশ","सारणिक की कोटि, डिटर्मिनेन्ट की कोटि"
গ্রুপ গ্রেড,समूह की कोटि
ম্যাট্রিক্সের ক্রম,आव्यूह की कोटि
উপাদানের গ্রুপ,समूह में अवयव की कोटि
ডিফারেনশিয়াল সমীকরণের ক্রম,अवकल समीकरण की कोटि
অপারেশন ক্রম,संक्रिया क्रम
শূন্য আদেশ,शून्यक कोटि
পূরণবাচক সংখ্যা,क्रमसूचक संख्या
সহজ ডিফারেনশিয়াল সমীকরণ,साधारण अवकल समीकरण
শ্রেণী,कोटि
অভিযোজনযোগ্যতা,अभिविन्यसनीयता
অভিযোজন,दिकविन्यास
পৃষ্ঠা অভিযোজন,पृष्ठ का अभिविन्यास
"উৎপত্তি, উৎপত্তি, উৎপত্তি","उद्‌गम, उद्‌भव, उत्पत्ति"
মূল বিন্দু,निर्देश -मूल-बिंदु
ভেড়ার বাচ্চা কেন্দ্র,लबं केंद्र
"উল্লম্ব কৌণিক, লম্ব","लंब कोणीय, लांबिक"
অর্থোগোনাল অক্ষ,लंबकोणिक अक्ष
ল্যাম্বিক পরিবার,लांबिक परिवार
"লুম্বিক গ্রুপ, লুম্বিক গ্রুপ","लांबिक समूह, लांबिक गुप"
অর্থগোনালিটি অবস্থা,लंबकोणीयता शर्त
সচলতা,लांबिकीकरण
অর্থোগোনাল ম্যাট্রিক্স,लांबिक आव्यूह
"orthonormal, normal orthonormal","ऑर्थोनॉर्मल, प्रसामान्य लांबिक"
স্বাভাবিক উল্লম্ব ভিত্তি,प्रसामान्य लांबिक आधार
দোলন,दोलन
ফাংশনের দোলন,फलन का दोलन
দোলক ফাংশন,दोलनी फलन
asleshi,आश्लेषी
বাহ্যিক পণ্য,बाह्य गुणनफल
"আউটপুট, আউটপুট, আউটপুট, বহিঃপ্রবাহ","निर्गत, निर्गम, उत्पादन, बहिर्वेश"
অতিরিক্ত নির্ধারিত সত্তা,अतिनिर्धारित निकाय
জোড়া তুলনা,युगलित तुलना
যুগল বিচ্ছিন্ন,युगलतः असंयुक्त
দম্পতি স্বাধীন,युगलतः स्वतंत्र
সমান্তরাল বল,समांतर बल
সমান্তরাল বৃত্ত,समांतर चतुर्भुज
বল সমান্তরালগ্রাম,बल-समांतर चतुर्भुज
বেগ সমান্তরালগ্রাম,वेग-समांतर चतुर्भुज
সমান্তরাল বৃত্ত,समांतर षट्फलक
"প্যারামিটার, ইন্টারসেকশন রেশিও, প্যারামিটার","प्राचल, अंतःखंडी अनुपात, पैरामीटर"
অ-মানক,अप्राचलिक
বিতরণ পরামিতি,बंटन-प्राचल
প্যারামিটার,प्राचलिक
পরামিতি স্থানাঙ্ক,प्राचलि क निर्देशांक
প্যারামেট্রিক বক্ররেখা,प्राचलिक वक्र
প্যারামেট্রিক সমীকরণ,प्राचलिक समीकरण
প্যারামেট্রিক লিনিয়ার প্রোগ্রামিং,प्राचलिक रैखि क प्रोग्रामन
পরামিতি পদ্ধতি,प्राचल विधि
প্যারামেট্রিক উদ্দেশ্য ফাংশন,प्राचलिक उद्‌देश्य फलन
প্যারামিটার প্রোগ্রামিং,प्राचलिक प्रोग्रामन
পরামিতি উপস্থাপনা,प्राचलिक निरूपण
প্যারামিটারাইজেশন,प्राचलीकरण
"বন্ধনী, বাঁধাই","कोष्ठक, बंधनी"
বন্ধনী,कोष्ठक चिह्न
পিতামাতার জনসংখ্যা,मूल समष्टि
pareto-বক্ররেখা,पैरेटो-वक्र
সমতা পরীক্ষা,समता जांच
আংশিক সংকরায়ন,आंशिक संकरण
আংশিক সম্পর্ক,आंशिक सहसंबंध
আংশিক অন্তরকলন,आंशिक अवकलज
আংশিক ডিফারেনশিয়াল সমীকরণ,आंशिक अवकल समीकरण
আংশিক পার্থক্য,आंशिक अवकलन
ভগ্নাংশ ভগ্নাংশ,आंशिक भिन्न
আংশিক একীকরণ,आंशिक समाकलन
আংশিকভাবে সাজানো,अंशतः क्रमित
আংশিক আদেশ সেট,अंशतः क्रमित समुच्चय
আংশিক আদেশ,आंशिक क्रम
আংশিক রিগ্রেশন সহগ,आंशिक समाश्रयण गुणांक
আংশিক যোগফল,आंशिक योगफल
কণা,कण
নির্দিষ্ট পরিস্থিতি,विशिष्ट स्थिति
বিশেষ অবিচ্ছেদ্য,विशेष समाकल
বিশেষ লাঙ্গল,विशेष हल
"বিভাজন, বিতরণ","विभाजन, वितरण"
ম্যাট্রিক্সের বিভাজন,आव्यूहों का विभाजन
বিভাগীয় মান,विभागकारी मान
প্যাসকেল ত্রিভুজ,पास्कल त्रिभुज
"চিত্র, প্রতি মান, প্রতি ফর্ম, প্যাটার্ন","चित्राम, प्रति मान, प्रति रूप, पैटर्न"
পাল্টা ফাংশন,प्रति रूप फलन
কপি সমস্যা,प्रति रूप समस्या
পেলোড বেগ,नीतभार वेग
পেমেন্ট ফাংশন,भुगतान फलन
পেমেন্ট ম্যাট্রিক্স,भुगतान आव्यूह
p-বেস,p-आधार
p-অক্ষর,p-संचित्र
পিয়ানো-বক্ররেখা,पियानो-वक्र
পিয়ানো ensemble,पियानो-समष्टि
শব্দ সমীকরণ,पदिक समीकरण
শতাংশ,प्रतिशत
শতাংশ,प्रतिशतता
শতাংশ ত্রুটি,प्रतिशत त्रुटि
শতাংশ ফ্রিকোয়েন্সি,प्रतिशत बारंबारता
শতাংশ বৃদ্ধি,प्रतिशत वृद्‌धि
নির্ভুলতা শতাংশ,अशुद्‌धि-प्रतिशतता
শতাংশ অবচয়,प्रतिशत ह्रास
শতাংশ,शततमक
নিখুঁত ঘনক্ষেত্র,पूर्ण घन
আদর্শ গ্যাস,आदर्श गैस
নিখুঁত সংখ্যা,परिपूर्ण संख्या
