Hindi,Gujarati
आलेखी,ગ્રાફિક
आलेखीय परिकलन,ગ્રાફિકલ ગણતરી
आलेखी नियंत्रण,ગ્રાફિકલ નિયંત્રણ
"आलेखी व्यंजन, आलेखी अभिव्यक्ति","ગ્રાફિકલ વ્યંજન, ગ્રાફિકલ અભિવ્યક્તિ"
"आलेखी, ग्राफी","ગ્રાફિક, ગ્રાફ"
आलेखी परिकलन,ગ્રાફિકલ ગણતરી
आलेखीय अंतर्वेशन,ગ્રાફિકલ નિવેશ
आलेखी स्थान-निर्धारण,ગ્રાફિકલ પ્લેસમેન્ટ
"आलेखी मापन, ग्राफी मापन","ગ્રાફિક માપન, ગ્રાફિક માપન"
आलेखी संकेत,ગ્રાફિકલ ચિહ્ન
आलेखी निरूपण,ગ્રાફિકલ રજૂઆત
ग्राफी अभिलेखित्र,ગ્રાફિક્સ રેકોર્ડર
"आलेखी निरूपण, ग्राफी निरूपण","ગ્રાફિકલ રજૂઆત, ગ્રાફિકલ રજૂઆત"
आलेख प्रतीक,ગ્રાફ પ્રતીક
ग्रैसौट फ्लक्समापी,ગ્રાસઆઉટ ફ્લક્સમીટર
"रेखाजाल, सूत्रजाल, ग्रैटीक्यूल","ગ્રાફ, થ્રેડ, ગ્રેટિક્યુલ"
ग्रैटीक्यूल  रेखा,ગ્રેટિક્યુલ લાઇન
ग्रैटीक्यूल स्केल,ગ્રેટિક્યુલ સ્કેલ
ग्रैटीक्यूल परदा,ગ્રેટિક્યુલ પડદો
"ग्रेटिंग, पीसना, कसना (क्रि, )","છીણવું, પીસવું, સંકુચિત કરવું (ક્રિ, )"
"ग्रेटिंग अन्तराल, ग्रेटिंग नियतांक","ગ્રેટિંગ અંતરાલ, સતત જાળી"
ग्रेटिंग तरंग परिवर्तक,ગ્રેટિંગ વેવ કન્વર્ટર
ग्रेटिंग का अंतराल,છીણવાનું અંતરાલ
ग्रेटिंग परावर्तक,છીણવું પરાવર્તક
ग्रेटिंग अंतराल,છીણવાનું અંતરાલ
ग्रेटिंग स्पेक्ट्रमदर्शी,ગ્રેટિંગ સ્પેક્ટ્રોસ્કોપ
ग्रेटिंग स्पेक्ट्रमिकी,ગ્રેટિંગ સ્પેક્ટ્રોમેટ્રી
"गुरूत्व विज्ञान, गुरूत्विकी","ગુરુત્વાકર્ષણ વિજ્ઞાન, ગુરુત્વાકર્ષણ"
गुरूत्वमापी,ગુરુત્વાકર્ષણ માપક
गुरूत्वमापी विधि,ગુરુત્વાકર્ષણ પદ્ધતિ
गुरूत्वमिति,ગુરુત્વાકર્ષણ
अणुगुरूत्वीय दाब,પરમાણુ દબાણ
गुरूत्वमण्डल,ગુરુત્વાકર્ષણ વર્તુળ
"गुरूत्वार्षण, गुरूत्व","ગુરુત્વાકર્ષણ, ગુરુત્વાકર્ષણ"
गुरूत्वीय त्वरण,ગુરુત્વાકર્ષણને કારણે પ્રવેગક
"गुरूत्वाकर्षण, गुरूत्वीय आकर्षण","ગુરુત્વાકર્ષણ, ગુરુત્વાકર્ષણ આકર્ષણ"
गुरूत्वीय गुच्छन,ગુરુત્વાકર્ષણ ક્લસ્ટરિંગ
गुरूत्वीय निपात,ગુરુત્વાકર્ષણ પતન
गुरूत्वीय स्थिरांक,ગુરુત્વાકર્ષણ સ્થિર
गुरूत्वीय संवहन,ગુરુત્વાકર્ષણ સંવહન
गुरूत्वीय वक्रता,ગુરુત્વાકર્ષણ વક્રતા
गुरूत्वीय विक्षेप,ગુરુત્વાકર્ષણ વિચલન
गुरूत्वीय विभेदन,ગુરુત્વાકર્ષણ રીઝોલ્યુશન
गुरूत्वीय ऊर्जा,ગુરુત્વાકર્ષણ ઊર્જા
"गुरूत्वीय संतुलन, गुरूत्वीय साम्यावस्था","ગુરુત્વાકર્ષણ સંતુલન, ગુરુત્વાકર્ષણ સંતુલન"
गुरूत्वीय समविभव तल,ગુરુત્વાકર્ષણ સમકક્ષ વિમાન
गुरूत्वीय क्षेत्र सिद्धांत,ગુરુત્વાકર્ષણ ક્ષેત્ર સિદ્ધાંત
गुरूत्वीय सपाटांक,ગુરુત્વાકર્ષણ સપાટ
गुरूत्वीय प्रवाह,ગુરુત્વાકર્ષણ પ્રવાહ
गुरूत्वीय अभिवाह,ગુરુત્વાકર્ષણ પ્રવાહ
"गुरूत्वीय फ्लक्स घनत्व, गुरूत्वीय अभिवाह घनत्व","ગ્રેવિટેશનલ ફ્લક્સ ડેન્સિટી, ગ્રેવિટેશનલ ફ્લક્સ ડેન્સિટી"
गुरूत्वीय बल,ગુરુત્વાકર્ષણ બળ
गुरूत्वीय जिऑन,ગુરુત્વાકર્ષણ ક્ષિઓન
गुरूत्वीय आवेग,ગુરુત્વાકર્ષણ આવેગ
गुरूत्वीय अस्थायित्व,ગુરુત્વાકર્ષણ અસ્થિરતા
गुरूत्वीय द्रव्यमान,ગુરુત્વાકર્ષણ સમૂહ
गुरूत्वीय द्रव्य,ગુરુત્વાકર્ષણ બાબત
गुरूत्वीय मापन,ગુરુત્વાકર્ષણનું માપન
गुरूत्वीय विभव,ગુરુત્વાકર્ષણ સંભવિત
गुरूत्वीय स्थितिज ऊर्जा,ગુરુત્વાકર્ષણ સંભવિત ઊર્જા
गुरूत्वीय दाब,ગુરુત્વાકર્ષણ દબાણ
गुरूत्वीय कर्षण,ગુરુત્વાકર્ષણ ખેંચાણ
गुरूत्वीय विकिरण,ગુરુત્વાકર્ષણ વિકિરણ
गुरूत्वीय त्रिज्या,ગુરુત્વાકર્ષણ ત્રિજ્યા
गुरूत्वीय किरण,ગુરુત્વાકર્ષણ કિરણ
गुरूत्वीय अभिरक्त विस्थापन,ગુરુત્વાકર્ષણ બળ વિસ્થાપન
गुरूत्वीय प्रतिकर्षण,ગુરુત્વાકર્ષણ પ્રતિકૂળ
गुरूत्वीय विस्थापन,ગુરુત્વાકર્ષણ વિસ્થાપન
गुरूत्वीय गोला,ગુરુત્વાકર્ષણ ક્ષેત્ર
मात्रकों की गुरूत्वीय प्रणाली,એકમોની ગુરુત્વાકર્ષણ પ્રણાલી
गुरूत्वीय चर,ગુરુત્વાકર્ષણ ચલ
गुरूत्वीय तरंग,ગુરુત્વાકર્ષણ તરંગ
गुरूत्वीय विभेदन,ગુરુત્વાકર્ષણ રીઝોલ્યુશન
गुरूत्वीय दाब,ગુરુત્વાકર્ષણ દબાણ
गुरूत्वीय अंतरण,ગુરુત્વાકર્ષણ ટ્રાન્સફર
ग्रैविटान,ગુરુત્વાકર્ષણ
घनत्वमापी,ડેન્સિમીટર
गुरूत्व,ગુરુત્વાકર્ષણ
गुरूत्व असंगति,ગુરુત્વાકર્ષણ વિસંગતતા
गुरूत्व-गोलक,ગુરુત્વાકર્ષણ બોલ
घनत्वीय सेल,કન્ડેન્સ્ડ કોષ
गुरूत्व कुंडली संचार,ગુરુત્વાકર્ષણ જન્માક્ષર સંચાર
गुरूत्व निपात संरचना,ગુરુત્વાકર્ષણ પતન માળખું
गुरूत्वीय प्रवाह,ગુરુત્વાકર્ષણ પ્રવાહ
गुरूत्व प्रवाह विधि,ગુરુત્વાકર્ષણ પ્રવાહ પદ્ધતિ
कटिबंध-गुरूत्व,ઝોન-ગુરુત્વાકર્ષણ
गुरूत्वमापी,ગુરુત્વાકર્ષણ માપક
गुरूत्वीय लोलक,ગુરુત્વાકર્ષણ લોલક
गुरूत्व विभव,ગુરુત્વાકર્ષણ સંભવિત
गुरूत्व ग्राही,ગુરુત્વાકર્ષણ રીસીવર
गुरूत्व प्रतिवर्त,ગુરુત્વાકર્ષણ રીફ્લેક્સ
गुरूत्वीय ढाल,ગુરુત્વાકર્ષણ ઢાળ
"गुरूत्व-स्टेशन, गुरूत्व-चांदा","ગુરુત્વાકર્ષણ સ્ટેશન, ગુરુત્વાકર્ષણ ચંદ્ર"
गुरूत्व सर्वेक्षण,ગુરુત્વાકર્ષણ સર્વેક્ષણ
गुरूत्वीय सदिश,ગુરુત્વાકર્ષણ વેક્ટર
"गुरूत्व तरंग, ग्रेविटी तरंग",ગુરુત્વાકર્ષણ તરંગ ગુરુત્વાકર્ષણ તરંગ
गुरूत्वाकर्षण क्षेत्र,ગુરુત્વાકર્ષણ ક્ષેત્ર
ग्रे,ભૂખરા
"धूसर पिंड, धूसर वस्तु","ગ્રે મેટર, ગ્રે મેટર"
ग्रे कोटर,ગ્રે કોટર
ग्रे कोड,ગ્રે કોડ
वर्ण निरपेक्ष फ़िल्टर,આલ્ફાબેટીકલ ફિલ્ટર
धूमिल दृष्टि,અસ્પષ્ટ દ્રષ્ટિ
"धूसर मापक्रम, धूसरता क्रम","ગ્રે સ્કેલ, ગ્રે સ્કેલ"
धूसर कृष्ण,ગ્રે કૃષ્ણ
धूसर श्वेत,રાખોડી સફેદ
पृष्ठसर्पी कोण,પાછળનો ખૂણો
अल्पस्पर्शी संघट्ट,નાની અસર
पृष्टसर्पी आपतन,પાછળની ઘટના
पृष्ठसर्पी किरण,પાછળનું કિરણ
स्नेहित बिन्दु प्रकाशमापी,લ્યુબ્રિકેટેડ પોઈન્ટ ફોટોમીટર
वृहत् वर्ष,મેક્રો વર્ષ
महत्तम दैर्घ्यवृद्धि,મહત્તમ વિસ્તરણ
"हरित, हरा","લીલો, લીલો"
हरित दमक,લીલો ચમક
हरित प्रक्षेपी,ગ્રીન પ્રોજેક્ટર
हरित लेसर,લીલા લેસર
हरित यूर्य,લીલો પેશાબ
ग्रीन फलन,લીલા કાર્ય
ग्रीन प्रमेय,લીલા પ્રમેય
ग्रिनिच माध्य समय,Grinch મીન સમય
ग्रिनिच याम्योत्तर,Grinch મેરિડીયન
ग्रेगोरी दूरबीन,ગ્રેગરી દૂરબીન
ग्रेनिंगर चार्ट,ગ્રેનિંગર ચાર્ટ
ग्रेंज किरण,ગ્રેન્જ બીમ
ग्रेंज नलिका,ગ્રેન્જ ટ્યુબ
"जाल, ग्रिड","જાળીદાર, ગ્રીડ"
ग्रिड ऐनोड तराचालकता,ગ્રીડ એનોડ વાહકતા
"ग्रिड बैटरी, बायस सेल","ગ્રીડ બેટરી, બાયસ સેલ"
"ग्रिड बायस, ग्रिड अभिनति","ગ્રીડ પૂર્વગ્રહ, ગ્રીડ પૂર્વગ્રહ"
ग्रिड अभिनति वोल्टता,ગ્રીડ પૂર્વગ્રહ વોલ્ટેજ
ग्रिड अवरोधन,ગ્રીડ બ્લોકીંગ
ग्रिड अवरोधी संधारित्र,ગ્રીડ બ્લોકીંગ કેપેસિટર
ग्रिड टोपी,ગ્રીડ કેપ
ग्रिड संधारित,ગ્રીડ આધારિત
ग्रिड कैथोड संधारित्र,ગ્રીડ કેથોડ કેપેસિટર
ग्रिड अभिलक्षणिक,ગ્રીડ લાક્ષણિકતા
ग्रिड परिपथ,ગ્રીડ સર્કિટ
ग्रिड बंधन,ગ્રીડ બંધનકર્તા
ग्रिड क्लिप,ગ્રીડ ક્લિપ
ग्रिड संधारित्र,ગ્રીડ કેપેસિટર
ग्रिड चालकत्व,ગ્રીડ વાહકતા
ग्रिड संबंधक वलय,ગ્રીડ કનેક્ટર રિંગ
ग्रिड नियंत्रण,ગ્રીડ નિયંત્રણ
ग्रिड निर्देशांक,ગ્રીડ કોઓર્ડિનેટ્સ
ग्रिड धारा,ગ્રીડ સ્ટ્રીમ
ग्रिड धारा रव,ગ્રીડ વર્તમાન અવાજ
ग्रिड आँकड़ें,ગ્રીડ ડેટા
ग्रिड नमन मापी,ગ્રીડ પ્રેશર ગેજ
ग्रिड क्षय,ગ્રીડ સડો
ग्रिड दूरी,ગ્રીડ અંતર
ग्रिड चालन अभिलक्षण,ગ્રીડ વહન લાક્ષણિકતાઓ
ग्रिड चालक शक्ति,ગ્રીડ ડ્રાઈવર પાવર
ग्रिड उत्सर्जन,ગ્રીડ ઉત્સર્જન
दीप्त ग्रिड नलिका,ખુશખુશાલ ગ્રીડ નોઝલ
ग्रिड गुंजन,ગ્રીડ હમ
"ग्रिड क्षरण, ग्रिड क्षारी","ગ્રીડ ધોવાણ, ગ્રીડ આલ્કલી"
ग्रिड क्षरण दिष्टकरण,ગ્રીડ ધોવાણ કરેક્શન
ग्रिड-अक्षर,ગ્રીડ અક્ષર
ग्रिड सीमन,ગ્રીડ સીમ
ग्रिड अभिबंधन,ગ્રીડ સોંપણી
ग्रिड आव्यूह,ગ્રીડ મેટ્રિક્સ
ग्रिड माडूलित - वर्गीय प्रवर्धक,ગ્રીડ મોડ્યુલેટેડ - સ્ક્વેર એમ્પ્લીફાયર
ग्रिडी माडुलन,ગ્રીડ મોડ્યુલેશન
ग्रिड रव प्रतिरोध,ગ્રીડ અવાજ પ્રતિકાર
ग्रिड कुंडलिनी अन्तराल,ગ્રીડ કુંડલિની અંતરાલ
ग्रिड विभवपरिवर्तक,ગ્રીડ સંભવિત કન્વર્ટર
ग्रिड दिष्टकरणमापी,ગ્રીડ ડેમોમીટર
ग्रिड वापसी,ગ્રીડ રીટર્ન
ग्रिड स्पेक्ट्रममापी,ગ્રીડ સ્પેક્ટ્રોમીટર
ग्रिड प्रसर्प,ગ્રીડ વિસ્તરણ
ग्रिड-पद्धति,ગ્રીડ સિસ્ટમ
ग्रिड ट्रांसफार्मर,ગ્રીડ ટ્રાન્સફોર્મર
ग्रिड वोल्टता,ગ્રીડ વોલ્ટેજ
ग्रिड कुंडलक,ગ્રીડ કોઇલ
ग्रिड प्लेट अंतराचालकता,ગ્રીડ પ્લેટ વાહકતા
ग्रिड कुंड नलिका,ગ્રીડ કોઇલ નોઝલ
ग्रिडयुक्त,જાળીવાળું
ग्रिडिस्टर,ગ્રિડસ્ટર
ग्रीबे-शीबे विधि,ગ્રીબે-શીબે પદ્ધતિ
ग्रिफिथ निकष,ગ્રિફિથ વિશિષ્ટ
ग्रिफिथ विधि,ગ્રિફિથ પદ્ધતિ
चुम्बकीय दिक्पात,ચુંબકીય ક્ષેત્ર
"खाँच, खाँया","ખાધું, ખાધું"
समूह विश्रांति,સમૂહ આરામ
सकल ऊष्मीय मान,કુલ કેલરીફિક મૂલ્ય
सकल अभिलक्षण,એકંદર લાક્ષણિકતાઓ
सकल सहसंबंध,એકંદર સહસંબંધ
सकल ऊर्जा अंतर्ग्रहण,કુલ ઉર્જાનો વપરાશ
गंभीर त्रुटि,ગંભીર ભૂલ
स्थूल संरचना,મેક્રો માળખું
सकल टन,કુલ ટન
भू-संपर्कित ऐन्टेना,ગ્રાઉન્ડ એન્ટેના
हवामार तोप भू-नियंत्रण,એર ગન ગ્રાઉન્ડ કંટ્રોલ
भू-आधारित विमान खोजी रैडार,જમીન આધારિત એરક્રાફ્ટ ટ્રેકિંગ રડાર
भू-मेघ विसर्जन,ગ્રાઉન્ડ ક્લાઉડ નિમજ્જન
भू-अपचित्र,લેન્ડસ્કેપ નકશો
भू-तलीय नियंत्रण,જમીન નિયંત્રણ
भू-तल नियंत्रण बिन्दु,જમીન સ્તર નિયંત્રણ બિંદુ
"भू-तल नियंत्रित आगमन तंत्र, तंत्र",ગ્રાઉન્ડ લેવલ નિયંત્રિત આગમન સિસ્ટમ
भौमधारा,જમીનનો પ્રવાહ
भू-दिशा निर्धारण,પૃથ્વી અભિગમ
भू-विसर्जन,ડૂબકી
भू-दूरी,જમીન અંતર
भूधारा वितरक कुंडली,ગ્રાઉન્ડ ડિસ્ટ્રીબ્યુટર કુંડલી
भूधारा वितरक चालक,સ્ટ્રીમ ડિસ્ટ્રીબ્યુટર ડ્રાઈવર
भू अवपात आरेख,ગ્રાઉન્ડ સ્લોપ ડાયાગ્રામ
भूदोष,પૃથ્વી દોષ
"घिसा कांच, घर्षित कांच","ક્ષીણ થયેલ કાચ, ક્ષીણ કાચ"
भूस्थित पिंड,જમીન સમૂહ
भूमि-फोटोग्राममिति,ગ્રાઉન્ડ ફોટોગ્રામેટ્રી
भू-समतल ऐन्टेना,જમીન એન્ટેના
(विमान की) भूस्थिति का सूचक,ગ્રાઉન્ડ પોઝિશન સૂચક
भू-विभव,પૃથ્વીની સંભાવના
भू-तलदूरी,ભોંય તળીયુ
भू-परावर्तित तरंग,જમીન પ્રતિબિંબિત તરંગ
भू-परावर्तन,જમીન પ્રતિબિંબ
"उत्प्रतिध्वनि, भू-वापिसी, भू-अपचित्र","પ્રતિક્રમણ, પાછું ખેંચવું, જીઓમોર્ફિક"
भू-छड़,જમીનની લાકડી
भू-प्रकीर्ण संचरण,ગ્રાઉન્ડ ટ્રાન્સમિશન
भू सापेक्ष चाल,સંબંધિત ઝડપ
भू-प्रारम्भण,ગ્રાઉન્ડ લોંચ
भू-प्रारम्भक तंत्र,ગ્રાઉન્ડ સ્ટાર્ટિંગ સિસ્ટમ
"निम्नतम अवस्था, आद्य अवस्था","સૌથી નીચો તબક્કો, આદિમ તબક્કો"
भू-तंत्र,પૃથ્વી સિસ્ટમ
"निम्नतम पद, आद्य पद","સૌથી નીચો શબ્દ, પ્રોટો રેન્ક"
भू-तरंग,જમીન તરંગ
भूसंपर्कित,જમીન
भूसंपर्कित ऐनोड प्रवर्धक,ગ્રાઉન્ડેડ એનોડ એમ્પ્લીફાયર
भूसंपर्कित कैथोड प्रवर्धक,ગ્રાઉન્ડેડ કેથોડ એમ્પ્લીફાયર
भूसंपर्कित संग्राही संबंधन,ગ્રાઉન્ડ કલેક્ટર કનેક્શન
भूसंपर्कित उत्सर्जक संबंधन,ધરતીનું ઉત્સર્જક જોડાણ
भूसंपर्कित ग्रिड प्रवर्धक,earthed ગ્રીડ એમ્પ્લીફાયર
भूसंपर्कित ग्रिड ट्रायोड,earthed ગ્રીડ triode
भूसंपर्कित प्लेट प्रवर्धक,માટીવાળી પ્લેટ એમ્પ્લીફાયર
बूसंपर्कित आधार संबंधन,અનકનેક્ટેડ બેઝ કનેક્શન
भूसंपर्कन,અર્થિંગ
भूसम्पर्कक पट्टिका,ધરતીકંપની તકતી
"वर्ग, समूह, संघ","વર્ગ, જૂથ, સંગઠન"
समूह विसरण विधि,જૂથ પ્રસરણ પદ્ધતિ
समूह आवृत्ति,જૂથ આવર્તન
समूह माडुलन,જૂથ મોડ્યુલેશન
होलोनोमी समूह,હોલોનોમી જૂથ
तारों का समूह,તારાઓનો સમૂહ
तरंग-समूह,તરંગ જૂથ
समूह संकारक,જૂથ ઓપરેટર
समूह गुणधर्म,જૂથ મિલકત
समूह मन्दन,સમૂહ ધ્યાન
समूह संचरण,જૂથ ટ્રાન્સમિશન
समूह वेग,જૂથ વેગ
समूह वेग सदिश,જૂથ વેગ વેક્ટર
ग्रीव सेल,સર્વાઇકલ કોષ
प्ररोही वर्धमान प्राचीर माडल,ચડતા અર્ધચંદ્રાકાર રેમ્પાર્ટ મોડેલ
क्रिस्टल वर्धन,સ્ફટિક વૃદ્ધિ
"घुर्घुरित्र, ग्रोलर","ઉગાડનાર, ઉગાડનાર"
संवृद्ध विसरित ट्रांजिस्टर,ઉન્નત વિખરાયેલ ટ્રાંઝિસ્ટર
संवृद्ध संधि,સંચય સંધિ
संवृद्थ संधि फोटोसेल,ઓગમેન્ટેડ ટ્રીટી ફોટોસેલ
संवृद्ध संधि ट्रांजिस्टर,બુસ્ટ જંકશન ટ્રાન્ઝિસ્ટર
वृद्धि,વૃદ્ધિ
वृद्धि-गुणांक,વૃદ્ધિ ગુણાંક
वृद्धि-वक्र,વૃદ્ધિ વળાંક
"वृद्धि गुणक, वृद्धि कारक","વૃદ્ધિ પરિબળ, વૃદ્ધિ પરિબળ"
"वृद्धि परत, वृद्धि स्तर","વૃદ્ધિ સ્તર, વૃદ્ધિ સ્તર"
फलन-वर्धन,ગુણાકાર
वृद्धि प्रावस्था,વૃદ્ધિનો તબક્કો
प्ररोहण सर्पिल,ચડતા સર્પાકાર
प्ररोहण यमल,પ્રરોહન યમલ
"प्ररोहण सोपान, प्ररोहण पद",ચડતી સીડી
ग्रुनाइजेन स्थिरांक,Grunaigen સતત
ग्रुनाइजेन अवस्था समीकरण,Grunaigen રાજ્ય સમીકરણ
ग्रुनाइजेन गामा,ગ્રુનાઇજેન ગામા
ग्रुनाइजेन संबंध,Grunaigen સંબંધો
ग्रुनाइजेन प्रथम नियम,Grüngen પ્રથમ નિયમ
ग्रुनाइजेन का द्वितीय नियम,ગ્રુનાઇજેનનો બીજો કાયદો
गुरूत्वीय विस्थापन,ગુરુત્વાકર્ષણ વિસ્થાપન
"कवच, रक्षक","ઢાલ, રક્ષક"
रक्षक बैंड,રક્ષક બેન્ડ
सुरक्षा परिपथ,સલામતી સર્કિટ
रक्षक वलयी संघारित्र,પ્રોટેક્ટર રિંગ કેપેસિટર
"रक्षा, रक्षण","રક્ષણ, રક્ષણ"
गुडेन पोल प्रभाव,સારી ધ્રુવ અસર
गजन पिन,ગજન પિન
निर्देशन,દિગ્દર્શન
निर्देशन कुशलता,દિગ્દર્શન કુશળતા
निर्देशन तंत्र,માર્ગદર્શન સિસ્ટમ
निर्देशक ब्लेड,ડિરેક્ટર બ્લેડ
निर्देशक खांच,ડિરેક્ટર સ્લોટ
निर्देशक प्रति,ડિરેક્ટર નકલ
निर्देशक कुंजी,ડિરેક્ટર કી
निर्देशक रेखा,દિગ્દર્શન રેખા
निर्देशक तरंग दैर्घ्य,નિર્દેશન તરંગલંબાઇ
निर्देशित अस्त्र,માર્ગદર્શિત શસ્ત્ર
निर्देशित अस्त्र प्रत्युपाय,માર્ગદર્શિત શસ્ત્ર વિરોધી પગલાં
निर्देशित संचरण,માર્ગદર્શિત ટ્રાન્સમિશન
निर्देशित तरंग त्वरक,નિર્દેશિત તરંગ પ્રવેગક
निर्देशक केन्द्र,ડિરેક્ટર સેન્ટર
निर्देशक केन्द्र वेग,નિર્દેશક કેન્દ્ર વેગ
निर्देशक कालर,ડિરેક્ટર કોલર
निर्देशक वक्र,નિર્દેશન વળાંક
निर्देशक रेखा,દિગ્દર્શન રેખા
निर्देशी दूरबीन,માર્ગદર્શક દૂરબીન
गिलेमिन प्रभाव,ગુલેમિન અસર
गिलेमिन लाइन,ગિલેમિન લાઇન
ग्विनिअर व्यंजक,gwinier અભિવ્યક્તિ
गुखमैन संख्या,ગુખ્માન નંબર
वर्ण नाशक,પાત્ર હત્યારો
गन युक्त रेडार,બંદૂક રડાર
तोप नियंत्रक रेडार,તોપ નિયંત્રક રડાર
गन प्रवर्धक,બંદૂક એમ્પ્લીફાયર
गन डायोड,ગન ડાયોડ
गन दोलित्र,બંદૂક ઓસિલેટર
रक्षक इलेक्ट्रोड,રક્ષક ઇલેક્ટ્રોડ
रक्षक नली,રક્ષક નળી
गुरेविच प्रभाव,ગુરેવિચ અસર
निर्घात सुरंग,અસર ટનલ
तान तार,શબ્દમાળાઓ
तार तनित ऐन्टेना मस्तूल,વાયર દોરેલા એન્ટેના માસ્ટ
ग्रे (मात्रक),ગ્રે (એકમ)
परिभ्रमण,જહાજ
परिभ्रमण प्रदिश,ક્રુઝ લાઇન
परिभ्रमण सदिश,ક્રુઝ વેક્ટર
"जाइरेटर, परिभ्रमित्र","gyrator, ક્રુઝર"
परिभ्रमी फिल्टर,ફરતું ફિલ્ટર
"जाइरो, जाइरोस्कोप घूर्णाक्षस्थापी","ગાયરો, ગાયરોસ્કોપ રોટેટર"
जाइरो दिक्मान,gyro decman
"जाइरो संकेत जनित्र, जाइरो संकेतद","gyro સિગ્નલ જનરેટર, gyro સિગ્નલ"
घूर्णाक्षस्थापी दिक्सूचक,રોટેશનલ પોઇન્ટર
परिभ्रमण-गतिकी,ક્રુઝીંગ ડાયનેમિક્સ
जाइरोफ्लक्स गेट,gyroflux ગેટ
परिभ्रमण आवृत्ति,ક્રુઝ આવર્તન
जाइरोक्षितिज,gyro ક્ષિતિજ
घूर्ण चुंबकीय गुणांक,રોટેશનલ ચુંબકીય ગુણાંક
घूर्णचुंबकीय युग्मक,ઇલેક્ટ્રોમેગ્નેટિક કપ્લર
घूर्णचुम्बकीय प्रभाव,ઇલેક્ટ્રોમેગ્નેટિક અસર
घूर्णचुम्बकीय परिघटना,ઇલેક્ટ્રોમેગ્નેટિક ઘટના
घूर्णचुंबकीय त्रिज्या,રોટેશનલ ત્રિજ્યા
घूर्णचुम्बकीय अनुपात,રોટેશનલ રેશિયો
घूर्ण चुंबकविज्ञान,રોટેશનલ મેગ્નેટોલોજી
घूर्णचुंबकत्व,ચુંબકત્વ
जाइरोपाइलट,ગાયરોપાયલોટ
घूर्णाक्षस्थापी,રોટેશનલ સ્ટેબિલાઇઝર
घूर्णाक्षस्थापी दिक्सूचक,રોટેશનલ પોઇન્ટર
घूर्णाक्ष नियंत्रण,પરિભ્રમણ નિયંત્રણ
घूर्णाक्षस्थापी प्रभाव,રોટેશનલ અસર
घूर्णाक्षस्थापी आघूर्ण,રોટેશનલ ક્ષણ
घूर्णाक्षस्थापी स्थायीकरण,રોટેશનલ સ્ટેબિલાઇઝેશન
घूर्णाक्षस्थापिकी,રોટેશનલ ઓપ્ટિક્સ
"जाइरोस्कोपी पुरस्सरण, घूर्णाक्षस्थापी पुरस्सरण","gyroscopy પ્રોટ્રુઝન, રોટેશનલ પ્રોટ્રુઝન"
प्लांक स्थिरांक,પ્લાન્ક સતત
"हेनरी, हाइड्रोजन","હેનરી, હાઇડ્રોજન"
H-D वक्र,એચડી કર્વ
षट्कोणिक सुसंकुलित संरचना,ષટ્કોણ કોમ્પેક્ટ માળખું
"हीड, उच्च ऊर्जा इलेक्ट्रोन विवर्तन","હેડ, હાઇ એનર્જી ઇલેક્ટ્રોન ડિફ્રેક્શન"
H विधा,એચ મોડ
"क्षैतिज तीव्रता वैरि ओमीटर, क्षैतीव्रता वैरिओमीटर",આડી તીવ્રતા વેરિઓમીટર
चुंबकक्षेत्र सदिश,ચુંબક ક્ષેત્ર વેક્ટર
अनुप्रस्थ वैद्युत तरंग,ટ્રાન્સવર્સ ઇલેક્ટ્રિક તરંગ
H-ऐन्टेना,એચ-એન્ટેના
H-बम,એચ-બોમ્બ
H-प्रदर्शी,એચ-પ્રદર્શન
h लाइन,h રેખા
एच-प्रचल,h-વર્તુળ
H समतल,એચ પ્લેન
H तल T संधि,H ફ્લોર T જંકશન
H-रेडार तंत्र,એચ-રડાર સિસ્ટમ
"H-प्रदर्श, H-दर्शी","એચ-ડિસ્પ્લે, એચ-દર્શક"
एच-स्थूण,એચ-માસ
एच-प्रमेय,h-પ્રમેય
"हा, आर्द्र-कृषि","ha, ભીની ખેતી"
अभिलक्षणिक तल,લાક્ષણિક માળખું
हैड्रॉनिक परमाणु,હેડ્રોનિક અણુ
हैफनियम,હેફનીયમ
हैगेन-पजोई नियम,hagen-pajoi નિયમ
हैगेन-रूबेन्स संबंध,હેગન-રુબેન્સ સંબંધ
हान प्रविधि,હાન તકનીક
हेडिन्जेर फ्रिंज,હેડિંગર ફ્રિન્જ
हेडिन्जेर बुरूश,heedinger bush
केश आर्द्रतामापी,વાળ હાઇગ્રોમીટર
केश रेखा,વાળ રેખા
"बालकमानी विभाजक, हेयर स्प्रिंग विभाजक","બાલ્કની સેપરેટર, હેર સ્પ્રિંગ સેપરેટર"
"परिवेषण, आभायन","અવલોકન, ધારણા"
"अर्ध चौड़ाई, अर्ध पृथुता","અડધી પહોળાઈ, અડધી પહોળાઈ"
अर्ध सेतु,અડધો પુલ
अर्ध सेल,અડધો કોષ
अर्ध-सेल विद्युत्-रासायनिक विभव,અર્ધ-સેલ ઇલેક્ટ્રોકેમિકલ સંભવિત
अर्ध सेल अभिक्रिया,અડધા કોષની પ્રતિક્રિયા
अर्ध चक्र संचारणट,અડધા વર્તુળ ટ્રાન્સમિશન
अर्धक्षेत्र कोण,ગોળાર્ધ કોણ
अर्ध पूर्णाकता,અડધી પૂર્ણતા
अर्ध तीव्रता चौड़ाई,અડધી તીવ્રતા પહોળાઈ
