Malayalam,Telugu
ഇൻഫ്രാറെഡ് വികിരണം,పరారుణ రేడియేషన్
ഇൻഫ്രാസ്ട്രക്ചർ,మౌలిక సదుపాయాలు
ഉൾപ്പെടുത്തുക,తీసుకోండి
ചേരുവകൾ,పదార్థాలు
സമാരംഭിക്കൽ പദം (IW),ప్రారంభ పదం (IW)
ആന്തരിക കോഡുകൾ,లోపలి సంకేతాలు
പുതുമ,ఇన్నోవేషన్
നിക്ഷേപതം,ఇన్పుట్
ഇൻപുട്ട് ലൈൻ,ఇన్పుట్ లైన్
ഇൻപുട്ട് യൂണിറ്റ്,ఇన్పుట్ యూనిట్
ഇൻപുട്ട് വോൾട്ടേജ്,ఇన్పుట్ వోల్టేజ్
ഇൻപുട്ട് ഔട്ട്പുട്ട്,ఇన్పుట్-అవుట్పుట్
കൂട്ടിച്ചേര്ക്കുക,చొప్పించండి
ഉൾപ്പെടുത്തൽ നഷ്ടം,చొప్పించే నష్టం
പതിഷ്ഠാപനം,సంస్థాపన
തൽക്ഷണ വോൾട്ടേജ്,తక్షణ వోల్టేజ్
നിര്ദ്ദേശം,సూచన
ഇൻസുലേറ്റിംഗ് മെറ്റീരിയൽ,ఇన్సులేటింగ్ పదార్థం
വൈദുതിരോധനം,ఇన్సులేషన్
ഇൻസുലേഷൻ പ്രതിരോധം,ఇన్సులేషన్ నిరోధకత
സുഖാനുസൃതം,ఇన్సులేటర్
സംയോജിത സർക്യൂട്ട്,ఇంటిగ్రేటెడ్ సర్క్యూట్
നെറ്റ്വർക്ക് സംയോജിപ്പിക്കുന്നു,నెట్‌వర్క్‌ను సమగ్రపరచడం
സൂർ,ఇంటిగ్రేటర్
ബുദ്ധി,ఇంటెలిజెన్స్
തീവത,తీవ్రత
സംഭാഷണത്തിന്റെ തീവ്രത,ప్రసంగం యొక్క తీవ్రత
ഇന്റർ ചാനൽ ഇടപെടൽ,ఇంటర్ ఛానల్ జోక్యం
പരസ്പരബന്ധം,ఇంటర్‌లీవ్
ഇടപെടല്,పరస్పర చర్య
ഇന്ററക്ട്രേഷൻ,ఇంటరాక్టివిటీ
ഇന്റര്കോം,ఇంటర్‌కామ్
പരസ്പരബന്ധിതമായത്,ఇంటర్కనెక్టివిటీ
ഇന്റർഫേസ്,ఇంటర్ఫేస్
ഇന്റർഫേസ് സ്കാനിംഗ്,ఇంటర్ఫేస్ స్కానింగ్
ഇടപെടൽ,జోక్యం
ഇടപെടൽ മേഖല,జోక్యం జోన్
ഇന്റർഫെറിംഗ് ചാനൽ,జోక్యం చేసుకునే ఛానెల్
ഇടപെടുന്ന ആവൃത്തി,జోక్యం చేసుకునే ఫ్రీక్వెన్సీ
റേഡിയോ ഫ്രീക്വൻസി സിഗ്നൽ ഇടപെടുക,రేడియో ఫ్రీక్వెన్సీ సిగ్నల్ జోక్యం చేసుకుంటుంది
ഇന്ററാം,ఇంటర్‌ఫ్రేమ్
പരസ്പരബന്ധം,ఇంటర్‌లీవ్
ഇന്റർലോയ്ഡ്,ఇంటర్‌లీవ్డ్
ഇന്റർലോവ്ഡ് സ്ട്രീം,ఇంటర్‌లీవ్డ్ స్ట్రీమ్
ഇന്റർലീവ്,ఇంటర్‌లీవర్
ഭഭിചാരം,ఇంటర్‌లీవింగ్
ഭഭിചാരം,ఇంటర్‌లీవింగ్
ഇന്റർലീവിംഗ് കാലയളവ്,ఇంటర్‌లీవింగ్ కాలం
ഇന്റർലോക്ക് സർക്യൂട്ട്,ఇంటర్‌లాక్ సర్క్యూట్
ഇന്റർലോക്ക് സ്വിച്ച്,ఇంటర్‌లాక్ స్విచ్
ഇന്റർലോക്കിംഗ്,ఇంటర్‌లాకింగ్
ഇന്റർമീഡിയറ്റ് പരാജയം,ఇంటర్మీడియట్ వైఫల్యం
ഇന്റർമീഡിയറ്റ് ആവൃത്തി,ఇంటర్మీడియట్ ఫ్రీక్వెన్సీ
ഇന്റർമീഡിയറ്റ് ഫ്രീക്വൻസി ഓസിലേറ്റർ,ఇంటర్మీడియట్ ఫ్రీక్వెన్సీ ఓసిలేటర్
ഇടയ്ക്കിടെ,అడపాదడపా
ഇടവിട്ടുള്ള കറന്റ്,అడపాదడపా కరెంట్
ഇന്റർമോഡലേഷൻ,ఇంటర్‌మోడ్యులేషన్
ഇന്റർമോഡുലേഷൻ വക്രീകരണം,ఇంటర్మోడ్యులేషన్ వక్రీకరణ
ഇന്റർമോഡുലേഷൻ എമിഷൻ,ఇంటర్‌మోడ్యులేషన్ ఉద్గారం
ഇന്റർമോഡുൾട്ടേഷൻ ടെസ്റ്റ്,ఇంటర్‌మోడ్యులేషన్ పరీక్ష
ഇന്റർനെറ്റ്,అంతర్జాలం
ഇന്റർനെറ്റ് പ്രക്ഷേപണം,ఇంటర్నెట్ ప్రసారం
ഇന്റർനെറ്റ് ചാറ്റിംഗ്,ఇంటర్నెట్ చాటింగ్
ഇന്റർനെറ്റ് പ്രോട്ടോക്കോൾ സ്റ്റാക്ക്,ఇంటర్నెట్ ప్రోటోకాల్ స్టాక్
ഇന്റർനെറ്റ് റേഡിയോ,ఇంటర్నెట్ రేడియో
ഇന്റർനെറ്റ് സ്ട്രീമിംഗ്,ఇంటర్నెట్ స్ట్రీమింగ్
ഇന്റർനെറ്റ് വീഡിയോ,ఇంటర్నెట్ వీడియో
ഇന്ററോപ്പറബിളിറ്റി,ఇంటర్‌పెరాబిలిటీ
ഇന്റർപോളേഷൻ,ఇంటర్‌పోలేషన్
വാഖാതാവ്,వ్యాఖ్యాత
തടസ്സപ്പെടുത്തുക,అంతరాయం
തടസ്സം,అంతరాయం
തടസ്സം,అంతరాయం
ഇടവേള,విరామం
ഇൻട്രാകോഡിംഗ്,ఇంట్రాకోడింగ్
ഇൻട്രാഫ്രെയിം,ఇంట్రాఫ్రేమ్
ഗതാഗത,ఇంట్రానెట్
ഇൻട്രാപക്റ്റൂർ,ఇంట్రాపికర్
ഇൻട്രാവേബ്,ఇంట్రావేబ్
ആന്തരിക അർദ്ധചാലകം,అంతర్గత సెమీకండక్టర్
വിപരീത വർക്ക്,విలోమ కరెంట్
വിപരീത സ്പേഷ്യൽ പ്രവർത്തിക്കുന്നു,విలోమ ప్రాదేశిక ఆపరేట్
വിപരീതം,విలోమ
വിപരീത ഞാൻ ആന്റിന,విలోమ ఎల్ యాంటెన్నా
വിപരീത വി ആന്റിന,విలోమ V యాంటెన్నా
വിഹിതം,ఇన్వర్టర్
കമരഹിതമായ,సక్రమంగా
അപ്രസക്തമായ ഘടകം,అసంబద్ధమైన మూలకం
ഐസോലേഷൻ നെറ്റ്വർക്ക്,ఐసోలేషన్ నెట్‌వర్క్
ഒറ്റപ്പെടുത്തല്,ఐసోలేటర్
ജമ്മവർ,జామర్
ജാമിംഗ്,జామింగ్
ജാർഗോൺ ഫയൽ,పరిభాష ఫైల్
ജാവ സ്ക്രിപ്റ്റ്,జావా స్క్రిప్ట్
ജിംഗിൾ,జింగిల్
ജിറ്റർ,జిట్టర్
കൂട്ടായ്മ,జాయినర్
സന്ധി,ఉమ్మడి
ജോയിന്റ്,జాయింటెడ్
ജമ്പൻ,జంపర్
JUKK,జంక్
ജങ്ക് മെയിൽ,చెత్త మెయిల్
കേർണൽ,కెర్నల్
താക്കോല്,కీ
കീബോര്ഡ്,కీబోర్డ్
ശ്രേഷ്ഠന്,KEEER
മുഖ്യ),కీనోట్
കിലോകിൾ,కిలోసైకిల్
കിലോകോമ്പ്,కిలోవోల్ట్
കിലോവാട്ട്,కిలోవాట్
കിനെമാറ്റിക്സ്,కైనమాటిక్స్
കാൽമുട്ട് പോയിന്റ് വോൾട്ടേജ്,మోకాలి పాయింట్ వోల్టేజ్
ഉരുണ്ടപിടി,నాబ్
നോളജ് ബേസ്,జ్ఞాన స్థావరం
വിജ്ഞാന പ്രാതിനിധ്യം,జ్ఞాన ప్రాతినిధ్యం
L നെറ്റ്വർക്ക്,L నెట్‌వర్క్
L വിഭാഗ ഫിൽട്ടർ,L సెక్షన్ ఫిల్టర్
ലജ്ജയും ലീഡും,లాగ్ మరియు సీసం
പ്രധാനം,లాగింగ్ కరెంట్
പവർ ഫാക്ടർ ലഹരി,లాగింగ్ పవర్ ఫ్యాక్టర్
മാരകമായ,లామినేటెడ్
വിളക്ക്,దీపం
ലാപ്ടോപ്പ്,ల్యాప్‌టాప్
ലേസർ ആവൃത്തി,లేజర్ ఫ్రీక్వెన్సీ
ഒളിഞ്ഞിരിക്കുന്ന പിശക്,గుప్త లోపం
ഒളിഞ്ഞിരിക്കുന്ന ചൂട്,గుప్త వేడి
വാപ്തി,అక్షాంశం
അടുക്ക്,పొర
കെട്ടിടത്തിന്റെ പ്ളാന്,లేఅవుట్
ലേ layout ട്ട് പ്ലാൻ,లేఅవుట్ ప్రణాళిక
ഈയം,సీసం
പ്രമുഖ ഘട്ടം,ప్రముఖ దశ
ചോർച്ച തടയുന്ന,లీక్ ప్రూఫ్
ചോർച്ച,లీకేజ్
പാട്ടത്തിനെടുത്ത സർക്യൂട്ട്,లీజుకు ఇచ్చిన సర్క్యూట్
ലെന്സ്,లెన్స్
ലെവൽ സൂചകം,స్థాయి సూచిక
നേരിയ നിയന്ത്രണം,కాంతి నియంత్రణ
നേരിയ പേന,లైట్ పెన్
മിന്നൽ അരംഭം,మెరుపు అరెస్టర్
രൂക്ഷമായ,పరిమితి
ആംപ്ലിഫയർ പരിമിതപ്പെടുത്തുന്നു,పరిమితం చేసే యాంప్లిఫైయర్
വരി നഷ്ടം,లైన్ నష్టం
ലൈൻ ശബ്ദം,లైన్ శబ్దం
വീക്ഷണരേഖ,దృష్టి రేఖను
ലൈൻ ഘട്ടം,పంక్తి దశ
ലൈൻ ട്രാൻസ്മിഷൻ,లైన్ ట్రాన్స్మిషన్
ലൈൻ അൺലോഡുചെയ്തു,పంక్తి అన్‌లోడ్ చేయబడింది
രേഖീയ ക്വാണ്ടിയർ,లీనియర్ క్వాంటిజర్
രേഖീയത,సరళత
ലൈൻ-കോക്സിയൽ,లైన్-కోక్సియల్
ലൈൻ-ഇക്സൈസർ,లైన్-ఈక్వలైజర్
ലൈൻ-ആവൃത്തി,లైన్-ఫ్రీక్వెన్సీ
ലൈൻ-ഇംപെഡൻസ്,లైన్-ఇంపెడెన్స్
ലൈൻ-ക്വാർട്ടർ തരംഗദൈർഘ്യം,లైన్-క్వార్టర్ తరంగదైర్ఘ్యం
ബന്ധം,లింక్
ലിങ്കറുകാരന്,లింకర్
ലിപ്-മൈക്രോഫോൺ,లిప్-మైక్రోఫోన్
തത്സമയ സംപ്രേക്ഷണം,ప్రత్యక్ష ప్రసారం
തത്സമയ സർക്യൂട്ട്,లైవ్ సర్క్యూట్
തത്സമയ പരിപാടി,ప్రత్యక్ష కార్యక్రమం
ഭാരം,లోడ్
ഭാരം താങ്ങാനുള്ള കഴിവ്,లోడ్ సామర్థ్యం
ചുമക്കുന്ന ശേഷി ലോഡുചെയ്യുക,లోడ్ మోసే సామర్థ్యం
സ്വഭാവം ലോഡുചെയ്യുക,లోడ్ లక్షణం
ഇംബത ലോഡുചെയ്യുക,లోడ్ ఇంపెడెన్స్
ലോഡുചെയ്തു,లోడ్ చేయబడింది
ലോഡർ,లోడర్
ലോഡിംഗ്,లోడ్
കോയിൽ ലോഡുചെയ്യുന്നു,కాయిల్ లోడ్ అవుతోంది
ലോഡ്-ടെസ്റ്റ്,లోడ్-టెస్ట్
ലോലിറ്റി,లోబ్
ലോബ് ആന്റിന,లోబ్ యాంటెన్నా
ലോക്കൽ ഏരിയ നെറ്റ്വർക്ക്,లోకల్ ఏరియా నెట్వర్క్
പ്രാദേശിക ബാറ്ററി,స్థానిక బ్యాటరీ
പ്രാദേശിക ഓസ്സിലേറ്റർ,స్థానిక ఓసిలేటర్
മരത്തടി,లాగ్
ലോഗ് ബുക്ക്,లాగ్ బుక్
ലോഗിൻ ചെയ്യുക (ലോഗിൻ ചെയ്യുക),లాగిన్ (లాగిన్ అవ్వండి)
ലോഗ് ഓഫ് ചെയ്യുക (ലോഗ് out ട്ട് ചെയ്യുക),లాగ్ ఆఫ్ (లాగ్ అవుట్)
ലോഗ് ഷീറ്റ്,లాగ్ షీట్
ലോഗരിതം,లోగరిథం
ലോഗരിത്മിക് ആംപ്ലിഫയർ,లోగరిథమిక్ యాంప్లిఫైయర్
ലോഗരിഥമിക് അനുപാതം,లోగరిథమిక్ నిష్పత్తి
ലോഗരിഥമിക് പ്രതികരണം,లోగరిథమిక్ ప్రతిస్పందన
ലോഗരിത്മിക് സ്കെയിൽ,లోగరిథమిక్ స్కేల్
പവേശിക്കുക,లాగింగ్
തര്ക്കശാസ്തം,లాజిక్
ലോജിക് ഗേറ്റ്,లాజిక్ గేట్
ലോജിക് പ്രവർത്തനം,లాజిక్ ఆపరేషన్
യുക്തിയുക്തമായ,తార్కిక
ലോജിക്കൽ ഫ്രെയിം,తార్కిక ఫ్రేమ్
ലോഗോ ഉൾപ്പെടുത്തൽ,లోగో ఇన్సర్టర్
ദേശാന്തരരേഖ,రేఖాంశం
ലൂപ്പ്,లూప్
ലൂപ്പ് ആന്റിന,లూప్ యాంటెన్నా
ലൂപ്പ് നേട്ടം,లూప్ లాభం
ലൂപ്പ് ടെസ്റ്റ്,లూప్ పరీక్ష
അയഞ്ഞ കോൺടാക്റ്റ്,వదులుగా పరిచయం
അയഞ്ഞ കപ്ലിംഗ്,వదులుగా కలపడం
നഷ്ടമില്ലാത്ത ആന്റിന,లాస్‌లెస్ యాంటెన్నా
നഷ്ടമില്ലാത്ത കംപ്രഷൻ,లాస్‌లెస్ కంప్రెషన్
നഷ്ടം കംപ്രഷൻ,లాస్సీ కంప్రెషన్
ഉച്ചത്തിൽ (ശബ്ദം),లౌడ్నెస్ (ధ్వని)
ഉച്ചഭാഷിണി,లౌడ్‌స్పీకర్
കുറഞ്ഞ ആവൃത്തി,తక్కువ పౌన .పున్యం
താഴ്ന്ന നിലയിലുള്ള ഭാഷ,తక్కువ స్థాయి భాష
കുറഞ്ഞ നഷ്ടപ്പെട്ട തീറ്റ,తక్కువ నష్టం ఫీడర్
കുറഞ്ഞ നഷ്ടം വഴക്കമുള്ള കോക്സിയൽ കേബിൾ,తక్కువ నష్టం సౌకర్యవంతమైన ఏకాక్షక కేబుల్
കുറഞ്ഞ ശബ്ദം റിസീവർ,తక్కువ శబ్దం రిసీవర్
കുറഞ്ഞ പരിക്രമണ ഉപഗ്രഹം,తక్కువ కక్ష్య ఉపగ్రహ
കുറഞ്ഞ പാസ് ഫിൽട്ടർ,తక్కువ పాస్ ఫిల్టర్
കുറഞ്ഞ റിയാൻസ് എർത്ത്,తక్కువ ప్రతిచర్య ఎర్తింగ్
കുറഞ്ഞ പ്രതിരോധ പാത,తక్కువ నిరోధక మార్గం
ലഗ്,లగ్
ലളിനൻസ്,ప్రకాశం
പിണ്ഡമായി,ముద్ద
മാക്രോ ബ്ലോക്ക്,స్థూల బ్లాక్
മാക്രോ നിർവചനം,స్థూల నిర్వచనం
മാക്രോ വിഷൻ,స్థూల దృష్టి
മാന്ത്രിക കണ്ണ്,మేజిక్ కన్ను
കാന്തം,అయస్కాంతం
കാന്തികക്ഷേത്രം,అయిస్కాంత క్షేత్రం
കാന്തിക ഫ്ലക്സ്,అయస్కాంత ప్రవాహం
കാന്തിക പോൾ,అయస్కాంత ధ్రువం
കാന്തിക കൊടുങ്കാറ്റ്,అయస్కాంత తుఫాను
മാഗ്നറ്റിക് സ്വിച്ച്,మాగ్నెటిక్ స్విచ్
മാഗ്നറ്റിക് ടേപ്പ്,అయస్కాంత టేప్
കാന്തികത,అయస్కాంతత్వం
മെയിൽ ലയനം,మెయిల్ విలీనం
അയക്കേണ്ട പട്ടിക,మెయిలింగ్ జాబితా
പ്രധാന കാരിയർ,ప్రధాన క్యారియర్
നിലനിറുത്തുക,నిర్వహించండి
പരിപാലനം,నిర్వహణ
പരിപാലന ടീം,నిర్వహణ బృందం
ഭൂരിപക്ഷം കാരിയർ,మెజారిటీ క్యారియర్
കോൺടാക്റ്റ് റിലേ നിർമ്മിക്കുക,కాంటాక్ట్ రిలే చేయండి
നിർമ്മിക്കുക-ബ്രേക്ക് സ്വിച്ച്,మేక్-అండ్-బ్రేక్ స్విచ్
പുരുഷ-കണക്റ്റർ,మగ-కనెక్టర్
മനുഷ്യൻ ശബ്ദമുണ്ടാക്കി,మనిషి శబ్దం చేశాడు
മാനേജ്മെന്റ് വിവര സിസ്റ്റം (IS),నిర్వహణ సమాచార వ్యవస్థ (తప్పు)
കൃത്രിമം,మార్చబడింది
സ്വമേധയാലുള്ള നിയന്ത്രണം,మాన్యువల్ నియంత్రణ
സ്വമേധയാലുള്ള രീതി,మాన్యువల్ పద్ధతి
സുരക്ഷാ മുൻകരുതൽ മാനുവൽ,ముందు జాగ్రత్త యొక్క మాన్యువల్
സ്വമേധയാ പ്രവർത്തിക്കുന്നു,మానవీయంగా పనిచేస్తుంది
നിര്മ്മാതാവ്,తయారీదారు
പൊയ്മുഖം,ముసుగు
മൂടാണ്,మాస్కీ
ത്തണക്കാരന്,మాస్కర్
മറക്കുന്നു,మాస్కింగ్
മാസ്കിംഗ് സ്വഭാവം,మాస్కింగ్ ప్రవర్తన
ഓഡിയോയുടെ മാസ്കിംഗ് പ്രഭാവം,ఆడియో యొక్క మాస్కింగ్ ప్రభావం
മാസ്കിംഗ് പരിധി,మాస్కింగ్ థ్రెషోల్డ్
മാസ്കിംഗ് ടോൺ,మాస్కింగ్ టోన్
കപ്പല്പായ്മരം,మాస్ట్
മാസ്റ്റ് റേഡിയേറ്റർ,మాస్ట్ రేడియేటర్
മാസ്റ്റർ നിയന്ത്രണം,మాస్టర్ కంట్రోల్
മാസ്റ്റർ ഓസ്കിൽറർ,మాస్టర్ ఓసిల్లట్రార్
മാച്ച്-ഇംപെഡൻസ്,మ్యాచ్-ఇంపెడెన్స్
പൊരുത്തപ്പെടുന്ന നെറ്റ്വർക്ക്,సరిపోయే నెట్‌వర్క్
പൊരുത്തപ്പെടുന്ന സ്റ്റബ്,మ్యాచింగ్ స్టబ్
പൊരുത്തപ്പെടുന്ന ട്രാൻസ്ഫോർമർ,మ్యాచింగ్ ట్రాన్స్ఫార్మర్
മെറ്റീരിയൽ-സംഭരണം,మెటీరియల్-ప్రోక్వర్
മാട്രിക്സ്,మాతృక
പരമാവധി,గరిష్టీకరణ
പരമാവധി ഡിമാൻഡ് സൂചകം,గరిష్ట డిమాండ్ సూచిక
പരമാവധി പവർ ഡെൻസിറ്റി,గరిష్ట శక్తి సాంద్రత
പരമാവധി സംവേദനക്ഷമത,గరిష్ట సున్నితత్వం
പരമാവധി താപനില,గరిష్ట ఉష్ణోగ్రత
പരമാവധി ഉപയോഗയോഗ്യമായ ആവൃത്തി,గరిష్టంగా ఉపయోగపడే ఫ్రీక్వెన్సీ
പരമാവധി മൂല്യം,గరిష్ట విలువ
പരാജയപ്പെടാനുള്ള സമയം,వైఫల్యానికి సగటు సమయం
ശരാശരി മൂല്യം,సగటు విలువ
അളന്ന സിഗ്നൽ,కొలిచిన సిగ్నల్
അളവ്,కొలత
ഉപകരണം അളക്കുന്നു,కొలిచే పరికరం
ഉപകരണങ്ങൾ അളക്കുന്നു,కొలిచే పరికరాలు
ഉപകരണം അളക്കുന്ന ഉപകരണം,కొలత పరికరం
ഫീൽഡ് ശക്തിയുടെ അളവ് അളക്കുന്നു,క్షేత్ర బలం యొక్క కొలత పరికరం
ടേപ്പ് അളക്കുന്നു,కొలిచే టేప్
യന്തനിര്മ്മാണം,విధానం
മീഡിയ സെർവർ,మీడియా సర్వర్
മധസ്ഥാനം,మధ్యస్థం
ഇടത്തരം ആവൃത്തി,మధ్యస్థ పౌన frequency పున్యం
ഇടത്തരം ഫ്രീക്വൻസി തരംഗം,మీడియం ఫ్రీక్వెన్సీ వేవ్
ഇടത്തരം വേവ് (MW),మీడియం వేవ్ (MW)
മെഗാ-ഓം,మెగా-ఓహెచ్
മെഗർ,మెగర్
സ്മരണം,మెమరీ
സാമഹമായ,మార్గదర్శకత్వం
മെനു ബാർ,మెనూ పట్టిక
മെർക്കുറി സ്വിച്ച്,మెర్క్యురీ స్విచ్
ലയിക്കുന്നു,విలీనం
ദൂത്,సందేశం
മെറ്റാഡാറ്റ,మెటాడేటా
മെറ്റൽ-ഓക്സൈഡ് അർദ്ധചാലകൻ ഡയോഡ്,మెటల్-ఆక్సైడ్ సెమీకండక్టర్ డయోడ్
മെറ്റൽ-ഷീത്ത് കേബിൾ,మెటల్-షీట్డ్ కేబుల్
മാപിനി,మీటర్
മീറ്ററിംഗ് പാനൽ,మీటరింగ్ ప్యానెల్
മൈക്ക,మైకా
മൈക്ക-ഇൻസുലേഷൻ,మైకా-ఇన్సులేషన్
മൈക്രോ-,సూక్ష్మ-
മൈക്രോ ഘടകം,మైక్రో కాంపోనెంట్
മൈക്രോ കമ്പ്യൂട്ടർ,మైక్రో కంప్యూటర్
മൈക്രോ കൺട്രോളർ,మైక్రో కంట్రోలర్
മൈക്രോ ഇലക്ട്രോണിക്സ്,మైక్రో-ఎలక్ట్రానిక్స్
മൈക്രോഫോൺ,మైక్రోఫోన్
മൈക്രോഫോണിക്സ്,మైక్రోఫోనిక్స్
മൈക്രോപ്രൊസസ്സർ,మైక్రోప్రాసెసర్
മൈക്രോ-വോൾട്ട് (എംവി),కీ సూక్ష్మ వోల్ట్
മൈക്രോവേവ്,మైక్రోవేవ్
മൈക്രോവേവ് ആന്റിന,మైక్రోవేవ్ యాంటెన్నా
മൈക്രോവേവ് ബീം,మైక్రోవేవ్ బీమ్
മിഡ്-ബാൻഡ്,మిడ్-బ్యాండ్
കുടിയേറ്റം,వలస
മൈഗ്രേഷൻ പാത്ത്,వలస మార్గం
ചെറുതാക്കുക,సూక్ష్మ
ചെറുതാക്കിയത്,సూక్ష్మీకరించినది
ഏറ്റവും കുറഞ്ഞ,కనిష్ట
കുറഞ്ഞ താപനില,కనీస ఉష్ణోగ్రత
കുറഞ്ഞ ഉപയോഗയോഗ്യമായ ഫീൽഡ് കരുത്ത്,కనిష్టంగా ఉపయోగపడే క్షేత్ర బలం
ന്യൂനപക്ഷ കാരിയർ,మైనారిటీ క్యారియర్
തെറ്റി വായിക്കുക,తప్పు
കൂട്ടിക്കലര്ത്തുക,కలపండి
മിക്സഡ് ശൂന്യത,మిశ్రమ బ్లాంకింగ్
സമ്മിശ്ര സമന്വയം,మిశ్రమ సమకాలీకరణ
മിക്സര്,మిక్సర్
മിക്സർ ട്യൂബ്,మిక్సర్ ట్యూబ్
മിക്സിംഗ്,మిక్సింగ్
സർക്യൂട്ട് മിക്സിംഗ്,మిక్సింగ్ సర్క్యూట్
മെന്നിക്,జ్ఞాపకశక్తి
മെമ്മോണിക്സ്,జ్ఞాపకశక్తి
ഇളക്കാവുന്ന,మొబైల్
മൊബൈൽ മൾട്ടിമീഡിയ ആപ്ലിക്കേഷൻ,మొబైల్ మల్టీమీడియా అప్లికేషన్
മൊബൈൽ ടിവി,మొబైల్ టీవీ
മാതിരി,మోడ్
പരാജയത്തിന്റെ രീതി,వైఫల్య మోడ్
പ്രചരിപ്പിക്കാനുള്ള രീതി,ప్రచార మోడ్
മാതൃക,మోడల్
മോഡം,మోడెమ్
ആധുനിക എഫ്എം ട്രാൻസ്മിറ്റർ,ఆధునిక FM ట్రాన్స్మిటర్
ആധുനിക ട്രെൻഡുകൾ,ఆధునిక పోకడలు
കോൺഫിഗറേഷന്റെ മോഡുകൾ,కాన్ఫిగరేషన్ మోడ్‌లు
രൂപാന്തരപ്പെടുത്തുക,సవరించండి
മൊഡ്യൂലേറ്റഡ് തുടർച്ചയായ തരംഗം,మాడ్యులేటెడ్ నిరంతర వేవ్
മൊഡ്യൂലേറ്റഡ് സിഗ്നൽ,మాడ్యులేటెడ్ సిగ్నల్
മൊഡ്യൂലേറ്റഡ് വേവ്ഫോം,మాడ్యులేటెడ్ వేవ్‌ఫార్మ్
മോഡുലേഷൻ,మాడ్యులేషన్
മോഡുലേഷൻ വ്യാപ്തി,మాడ్యులేషన్ యాంప్లిట్యూడ్
മോഡുലേഷൻ കഴിവ്,మాడ్యులేషన్ సామర్ధ్యం
മോഡുലേഷൻ ആവൃത്തി,మాడ్యులేషన్ ఫ్రీక్వెన్సీ
മോഡുലേഷൻ സൂചിക,మాడ్యులేషన్ సూచిక
മോഡുലേഷൻ രേഖീയത,మాడ్యులేషన్ లీనియారిటీ
മോഡുലേഷൻ മീറ്റർ,మాడ్యులేషన్ మీటర్
മോഡുലേഷൻ മോണിറ്റർ,మాడ్యులేషన్ మానిటర్
മോഡുലേഷൻ ശതമാനം,మాడ్యులేషన్ శాతం
മൊഡലേറ്റർ,మాడ్యులేటర్
മൊഡ്യൂൾ,మాడ్యూల్
ഈര്പ്പം,తేమ
ആധിപത്യം,ఊపందుకుంటున్నది
നിരന്തരം നിരീക്ഷിക്കുക,మానిటర్
നിരീക്ഷണകരമായ,పర్యవేక్షణ
നിരീക്ഷണവും വിശകലന സാങ്കേതികതകളും,పర్యవేక్షణ మరియు విశ్లేషణ పద్ధతులు
നിരീക്ഷണവും നിയന്ത്രണവും,పర్యవేక్షణ మరియు నియంత్రణ
മോണിറ്ററിംഗ് സ്റ്റേഷൻ,పర్యవేక్షణ స్టేషన్
മോണോക്രോം,మోనోక్రోమ్
മോണോഫോണിക് ട്രാൻസ്മിഷൻ,మోనోఫోనిక్ ట్రాన్స్మిషన్
മോർഫ്,మార్ఫ్
മോർഫിംഗ്,మార్ఫింగ్
മോർഫിസം,మార్ఫిజం
മൊസൈക്,మొజాయిక్
മദരബലാജം,మదర్‌బోర్డు
ചലന നഷ്ടപരിഹാരം,చలన పరిహారం
ചലന കണക്കാക്കൽ,చలన అంచనా
ചലന വെക്റ്റർ,మోషన్ వెక్టర్
ചലന വീഡിയോ,మోషన్ వీడియో
യന്തവാഹനം,మోటారు
മോട്ടറോ ഓപ്പറേറ്റർ,మోటారు ఆపరేటర్
മോട്ടോർ സ്റ്റാർട്ടർ,మోటార్ స్టార్టర్
മ .ണ്ട്,మౌంట్
ചുണ്ടെലി,మౌస్
മൗസ് ഇന്റർഫേസ്,మౌస్ ఇంటర్ఫేస్
ചലനം,ఉద్యమం
മൾട്ടി ചാനൽ വിപുലീകരണം,మల్టీ ఛానల్ పొడిగింపు
മൾട്ടികാസ്റ്റിംഗ്,మల్టీకాస్టింగ్
മൾട്ടിചാനൽ സിഗ്നലുകൾ,మల్టీచానెల్ సిగ్నల్స్
മൾട്ടിഡിറേജ് മൈക്രോഫോൺ,మల్టీడైరెక్షనల్ మైక్రోఫోన్
ബഹുഭാഷാ വ്യാഖ്യാനം,బహుభాషా వ్యాఖ్యానం
മൾട്ടിമീഡിയ,మల్టీమీడియా
മൾട്ടിമീഡിയ കിയോസ്ക്,మల్టీమీడియా కియోస్క్
മണ്ട്മീറ്റർ,మల్టీమీటర్
മൾട്ടിപാത്ത്,మల్టీపాత్
മൾട്ടിപാത്ത് സ്വീകരണം,మల్టీపాత్ రిసెప్షన్
മത്രാലയം,మల్టీఫేస్
പെരുക്കമായ,బహుళ
ഒന്നിലധികം ആക്സസ് സിസ്റ്റം,బహుళ యాక్సెస్ సిస్టమ్
മസ്തീനകം,మల్టీప్లెక్స్
മൾട്ടിപ്ലക്സർ,మల్టీప్లెక్సర్
മൾട്ടിക്സിംഗ്,మల్టీప్లెక్సింగ్
മൾട്ടിസ്റ്റേജ് ആംപ്ലിഫയർ,మల్టీస్టేజ్ యాంప్లిఫైయర్
മൾട്ടിടാസ്കിംഗ്,మల్టీ టాస్కింగ్
മൾട്ടിവർവറ്റർ,మల్టీవిబ్రేటర్
മിണ്ടാത്ത,మ్యూట్
