English,Assamese
Intercept area,কণ্টেইনমেণ্ট জ’ন
Intercept bearing,হাইজেকাৰ বেয়াৰিং
Interceptor,"ইন্টাৰচেপ্টৰ, বাধা"
Interceptor missile,এন্টি মিছাইল
Interchange,"বিনিময়, বাণিজ্য"
Interchange coefficient (=eddy coefficient =exchange coefficient),ঘূৰ্ণীবতাহৰ সহগ
Intercombination,আন্তঃসংযোগ
Intercombination lline,আন্তঃপষ্ট-হক লাইন
Intercommunication,"আন্তঃযোগাযোগ, আন্তঃযোগাযোগ"
Intercontinental ballistic missile,মহাদেশীয় ক্ষেপণাস্ত্ৰ
Interconversion,আন্তঃ ৰূপান্তৰ
Intercrystaline cracking,আন্তঃস্ফটিকীয় বিভাজন
Interdee voltage,অন্তৰা দে বোল্টা
Interdependency,"আন্তঃনিৰ্ভৰশীলতা, আন্তঃনিৰ্ভৰশীলতা"
Interdependent,আন্তঃনিৰ্ভৰশীল
Interdiction fire,নিষিদ্ধ জুই
Interdigital magnetrom,আন্তঃনিয়ন্ত্ৰণকাৰী মেগনেট্ৰন
Interdigitated,alternated
Intereference line,হস্তক্ষেপ ৰেখা
Interelectrode capacitance,আন্তঃবিদ্যুৎ ধাৰণক্ষমতা
Interelectrode space,আন্তঃবিদ্যুৎস্পৃষ্ট ব্যৱধান
Interelectronic distance,আন্তঃইলেক্ট্ৰনিক দূৰত্ব
Interemediate film system,মাধ্যমিক ফিল্ম ব্যৱস্থা
Interenal radiation,আভ্যন্তৰীণ বিকিৰণ
Interenal rearrangement,আভ্যন্তৰীণ পুনৰ্বিন্যাস
Interenal standard,আভ্যন্তৰীণ মানদণ্ড
Interestitial fluid,অন্তৰ্স্থলীৰ তৰল পদাৰ্থ
Intereval scale,ব্যৱধান স্কেল
Interevisibility,পাৰস্পৰিক দৃশ্যমানতা
Interface,"আন্তঃপৃষ্ঠ, পৃথকীকৰণ পৃষ্ঠা"
Interface connection (=feed throught),ক্ৰছ ভৰোৱা
Interface impedance,আন্তঃপৃষ্ঠ ইম্পিডেন্স
Interface resistance,আন্তঃপৃষ্ঠ প্ৰতিৰোধ ক্ষমতা
Interfacial angle,আন্তঃপৃষ্ঠ কোণ
Interfacial energy,আন্তঃপৃষ্ঠীয় শক্তি
Interfacial surface tension,আন্তঃপৃষ্ঠীয় পৃষ্ঠৰ টান
Interference,হস্তক্ষেপ হস্তক্ষেপ
Interference angle,হস্তক্ষেপ কোণ
Interference area (=mush area = nuisance area),বাধা অঞ্চল
Interference blanker,হস্তক্ষেপ বাদ দিয়া হৈছে
Interference colour,হস্তক্ষেপ চৰিত্ৰ
Interference drag,হস্তক্ষেপ ট্ৰেকচন
Interference eliminator (=interference filter),হস্তক্ষেপ ফিল্টাৰ হস্তক্ষেপ প্ৰতিৰোধক
Interference factor,হস্তক্ষেপ কাৰক
Interference figure,হস্তক্ষেপৰ আকৃতি
Interference filter,হস্তক্ষেপ ফিল্টাৰ
Interference fringe,হস্তক্ষেপ ফ্ৰিঞ্জ
Interference guard band,হস্তক্ষেপ সুৰক্ষা বেণ্ড
Interference microscope,হস্তক্ষেপ মাইক্ৰস্কোপ
Interference microscopy,হস্তক্ষেপ মাইক্ৰস্কোপ
Interference pattern,হস্তক্ষেপ চিত্ৰম
Interference pulse (spurious pulse),হস্তক্ষেপ স্পন্দন
Interference ripple,হস্তক্ষেপ তাপগতিবিদ্যা
Interference spectrum,হস্তক্ষেপ বৰ্ণালী
Interference unit,হস্তক্ষেপ উৎপাদক
Interference velocity,হস্তক্ষেপৰ বেগ
Interference wiggler,হস্তক্ষেপ প্লেট
Interfernce inverter,হস্তক্ষেপ বিপৰীত
Interferometer,হস্তক্ষেপ গেজ
Interferometer homing,আন্তঃপৃষ্ঠীয় বৈশিষ্ট্য নিৰ্ণয়
Interferometric,ইন্টাৰফেৰমেট্ৰিক
Interferometric dilatometrer,হস্তক্ষেপ গেজ
Interferometry,ইন্টাৰফেৰ&#39;মেট্ৰি
Intergalactic,"আন্তঃনক্ষত্ৰীয়, তাৰকাৰাজ্য"
Intergalactic matter,আন্তঃনক্ষত্ৰীয় পদাৰ্থ
Intergalactic space,আন্তঃনক্ষত্ৰীয় আকাশ
Intergrated,সংহত
Interionic,ইন্ট্ৰা-আয়নিক
Interionic attracitve theory,ইন্ট্ৰা-আয়নিক আকৰ্ষণ তত্ত্ব
Interionic attraction,আন্তঃআয়নিক আকৰ্ষণ
Interionic distance,আন্তঃআয়নিক দূৰত্ব
Interionic effect,ইন্ট্ৰা-আয়নিক প্ৰভাৱ
Interionic force,আন্তঃআণৱিক বল
Interior,"inner, inner, inner (adj.) ভিতৰৰ, ভিতৰৰ, ভিতৰৰ (v.)"
Interior angle,অভ্যন্তৰ
Interior ballistics,আভ্যন্তৰীণ বেলিষ্টিক
Interior distribution,আভ্যন্তৰীণ বিতৰণ
Interior domain,আন্তঃপ্ৰদেশ
Interior planet,গ্ৰহণ কৰা
Interior point,অভ্যন্তৰীণ বিন্দু
Interlace factor,চিনেপ্স বহুগুণক
Interlace of addresses,ঠিকনাৰ বিষয়বস্তু
Interlacing,চিনেপ্স
Interlattice,ইণ্টাৰনেট
Interleaved windings,এম্বেডেড ভেষ্ট
Interline fllicker,আন্তঃৰৈখিক দোলন
Interlock circuit,এম্বেডেড চাৰ্কিট
Interlock relay,আন্তঃসংযোগী ৰিলে
Interlock switch,চিনেপ্স চুইচ
Interlocking,"ইন্টাৰলক, চিনেপ্স"
Interlocking effect,চিনেপ্স ইফেক্ট
Interlocking facts,তথ্যৰ সংক্ষিপ্ত বিৱৰণ
Intermediate,"মধ্যৱৰ্তী, গৌণ, মধ্যম, মধ্যম"
Intermediate coupling,মাধ্যমিক সংযোজন
Intermediate field,বাফাৰ জ&#39;ন
Intermediate film,মাধ্যমিক চলচ্চিত্ৰ
Intermediate frequency amplifier,মিড ফ্ৰিকুৱেন্সি এম্প্লিফায়াৰ
Intermediate frequency rejection,মধ্য কম্পাঙ্ক নিষ্ক্ৰিয়কৰণ
Intermediate function,মধ্যৱৰ্তী কাৰ্য্য
Intermediate galactic latitude,মধ্যৱৰ্তী তাৰকাৰাজ্যিক অক্ষাংশ
Intermediate gas phase,মধ্যম গেছ পৰ্যায়
Intermediate horizon,আন্তঃনক্ষত্ৰীয় দিগন্ত
Intermediate ion,মধ্যৱৰ্তী আয়ন
Intermediate lobe,মধ্যৱৰ্তী লোব
Intermediate multiple ringing (=split image),বিভক্ত ছবি
Intermediate neutron,গৌণ নিউট্ৰন
Intermediate orbit,মাধ্যমিক শ্ৰেণী
Intermediate phase,মাধ্যমিক পৰ্যায়
Intermediate point,মধ্যৱৰ্তী বিন্দু
Intermediate propagation,মাধ্যমিক সংক্ৰমণ
Intermediate reactor,গৌণ ৰিয়েক্টৰ
Intermediate spectrograph,মধ্যৱৰ্তী বৰ্ণালীবিজ্ঞানী
Intermediate state model,মধ্যম পৰ্যায়ৰ মডেল
Intermediate station,"মধ্যম ষ্টেচন, মধ্যম ষ্টেচন"
Intermediate strength,মধ্যৱৰ্তী শক্তি
Intermediate sub-system,গৌণ শৰীৰ
Intermediate temperature setting,গৌণ উত্তাপ
Intermetallic,আন্তঃধাতুৰ
Intermittent,"intermittent, মাজে মাজে"
Intermittent current,মাজে মাজে কাৰেণ্ট
Intermittent duty rating,মাজে মাজে ব্যৱহাৰৰ সীমা
Intermittent illumination,মাজে মাজে আলোকসজ্জা
Intermittent leap,"মাজে মাজে পৰিৱৰ্তন, মাজে মাজে জাঁপ"
Intermittent motion,মাজে মাজে গতি
Intermittent reception,মাজে মাজে গ্ৰহণ কৰা
Intermodulation product,আন্তঃমডুলেচন উৎপাদন
Intermolecular,আন্তঃআণৱিক
Intermolecular collision,আন্তঃআণৱিক সংঘৰ্ষ
Intermolecular force,আন্তঃআণৱিক বল
Intermolecular space,আন্তঃআণৱিক পাত
Internaily heated furnace,"আন্তঃ উত্তাপিত চুলা, আন্তঃ উত্তাপিত চুলা"
Internal capacitance,আভ্যন্তৰীণ ক্ষমতা
Internal characteristic,অন্তৰ্নিহিত বৈশিষ্ট্য
Internal circlet,ভিতৰৰ বৃত্ত
Internal circuit,আভ্যন্তৰীণ বৰ্তনী
Internal combustion,"আভ্যন্তৰীণ দহন, আভ্যন্তৰীণ দহন"
Internal combustion engine,আভ্যন্তৰীণ দহন ইঞ্জিন আভ্যন্তৰীণ দহন ইঞ্জিন
Internal communication,আভ্যন্তৰীণ যোগাযোগ
Internal compensation,আভ্যন্তৰীণ সঁহাৰি
Internal conical refraction,অভ্যন্তৰীণ শঙ্কু ছিয়াৰ
Internal conversion,আভ্যন্তৰীণ ৰূপান্তৰ
Internal conversion coefficient,আভ্যন্তৰীণ ৰূপান্তৰ সহগ
Internal electronic displacement,আভ্যন্তৰীণ ইলেক্ট্ৰনিক বিচ্যুতি
Internal energy,আভ্যন্তৰীণ শক্তি
Internal entropy,আন্তঃএন্ট্ৰপি
Internal explosion,আভ্যন্তৰীণ বিস্ফোৰণ
Internal force,আভ্যন্তৰীণ শক্তিসমূহ
Internal friction,আভ্যন্তৰীণ ঘৰ্ষণ
Internal indicator,অভ্যন্তৰীণ পইণ্টাৰ
Internal instrumentaion system,আভ্যন্তৰীণ ব্যৱস্থা
Internal instrumentation,আভ্যন্তৰীণ যন্ত্ৰপাতি
Internal pair production,আভ্যন্তৰীণ দম্পতী উৎপাদন
Internal phasing,আভ্যন্তৰীণ শিল্পকৰ্ম
Internal pressure,আভ্যন্তৰীণ চাপ
Internal quantum state,আভ্যন্তৰীণ কোৱাণ্টাম অৱস্থা
Internal radial pressure,আভ্যন্তৰীণ ব্যাসাৰ্ধৰ চাপ
Internal radiation h azard,ৰেডিয়চন সংকট
Internal reflection,আভ্যন্তৰীণ প্ৰতিফলন
Internal resistance,আভ্যন্তৰীণ প্ৰতিৰোধ ক্ষমতা
Internal sorting,অভ্যন্তৰীণ সজাই পৰাই তোলা
Internal standardization,আভ্যন্তৰীণ মানদণ্ড
Internal storage,অস্পষ্ট সংৰক্ষণ
Internal stress,আভ্যন্তৰীণ চাপ
Internal structure,আভ্যন্তৰীণ গঠন
Internal wave function,আভ্যন্তৰীণ তৰংগ কাৰ্য্য
Internal work,আভ্যন্তৰীণ কাম
Internall Stark effect,ভিতৰৰ ষ্টাৰক ইফেক্ট
Internall wave,আভ্যন্তৰীণ তৰংগ
International,আন্তৰ্জাতিক
International ampere,আন্তৰ্জাতিক এম্পিয়াৰ
International atomic weight,আন্তৰ্জাতিক পাৰমাণৱিক ভৰ
International candle,আন্তৰ্জাতিক মমবাতি
International ohm,আন্তৰ্জাতিক om
International radio silence,আন্তৰ্জাতিক ৰেডিঅ&#39; মৌনতা
International standard,আন্তৰ্জাতিক মানদণ্ড
International system of units,আন্তৰ্জাতিক ইউনিটৰ ব্যৱস্থা
International temperature scale,আন্তঃৰাষ্ট্ৰীয় উষ্ণতা
International unit,আন্তঃৰাষ্ট্ৰীয় ইউনিট
Internebular space,আন্তঃনক্ষত্ৰীয় ছুটী
Internuclear axis,আন্তঃপাৰমাণৱিক অক্ষ
Internuclear distance,"আন্তঃআণৱিক দূৰত্ব, আন্তঃআণৱিক দূৰত্ব"
Internuclear vibration,আন্তঃআণৱিক কম্পন
Internucleonic potential,আন্তঃনিউক্লিয়ন বিভৱ
Interphase reactor,ইন্টাৰষ্টিচিয়েল ৰিয়েক্টৰ
Interphone,টেলিফোন
Interplanar,অন্তৰ্স্থলী
Interplanar spacing,ব্যৱধানৰ ব্যৱধান
Interplanetary,আন্তঃগ্ৰহীয়
Interplanetary electric field,আন্তঃগ্ৰহীয় বৈদ্যুতিক ক্ষেত্ৰ
Interplanetary hydrogen,আন্তঃগ্ৰহীয় হাইড্ৰজেন
Interplanetary magnetic field,আন্তঃগ্ৰহীয় চুম্বকীয় ক্ষেত্ৰ
Interplanetary plasma,আন্তঃগ্ৰহীয় প্লাজমা
Interplanetary probes,আন্তঃগ্ৰহ অনুসন্ধানকাৰী
Interplanetary space,আন্তঃগ্ৰহীয় মহাকাশ
Interplanetary travel,আন্তঃগ্ৰহ যাত্ৰা
Interpolating function,সন্নিৱিষ্ট কাৰ্য্য
Interpolation,আন্তঃপ্ৰক্ষেপণ
Interpolation coefficient,সন্নিৱিষ্ট সহগ
Interpolation formula,সন্নিৱিষ্ট কৰা সূত্ৰ
Interpolation operator,অপাৰেটৰ সন্নিৱিষ্ট কৰক
Interposed grid,ইনপুট গ্ৰীড
Interpretability,অৰ্থপূৰ্ণতা
Interpreter,"নিৰ্বাচক, দোভাষী"
Interpreter code,ব্যাখ্যা ক&#39;ড
Interpreter program,ব্যাখ্যামূলক কাৰ্যসূচী
Interpretive programming,"ব্যাখ্যামূলক প্ৰগ্ৰেমিং, ব্যাখ্যামূলক প্ৰগ্ৰেমিং"
Interpretive routine,"ব্যাখ্যামূলক ৰুটিন, ব্যাখ্যামূলক ৰুটিন"
Interrogation,"কথা কোৱা যোগাযোগ, প্ৰশ্ন যোগাযোগ"
Interrogation pulse,প্ৰশ্নবোধক নাড়ী
Interrogator,প্ৰশ্নকাৰী
Interrogator responsor,প্ৰশ্নকাৰী উত্তৰদাতা
Interrputing capacity,বাধা দিয়াৰ ক্ষমতা
Interrupted,"intermittent, মাজে মাজে"
Interrupted continuous wave,বিচ্ছিন্ন অবিৰত তৰংগ
Interrupted current,বাধাপ্ৰাপ্ত কাৰেণ্ট
Interrupter,interrupter
Interrupter vibrator,ইন্টাৰপ্ৰট ভাইব্ৰেটৰ
Intersecting,ছেদ কৰা
Intersecting curves,ছেদ কৰা বক্ৰ
Intersecting lines,ছেদ কৰা ৰেখা
Intersection,"ছেদ, ছেদ, ছেদ"
Intersection curve,ছেদক বক্ৰ
Intersection of curves,বক্ৰৰ ছেদ
Interspace,ব্যৱধান
Interspersed,interspersed কৰা হৈছে
Interspersed dots,ছেদ বিন্দু
Interstage couplling,আন্তঃআণৱিক সংযোজন
Interstage transformer,আন্তঃ আউটপুট ট্ৰেন্সফৰ্মাৰ
Interstellar,আন্তঃনক্ষত্ৰীয়
Interstellar absorption,আন্তঃনক্ষত্ৰীয় শোষণ
Interstellar band,আন্তঃনক্ষত্ৰীয় প্লেট
Interstellar extinction,আন্তঃনক্ষত্ৰীয় বিলুপ্তি
Interstellar galactic radiation,আন্তঃনক্ষত্ৰীয় তাৰকাৰাজ্যৰ বিকিৰণ
Interstellar grain,আন্তঃনক্ষত্ৰীয় কণা
Interstellar magnetic field,আন্তঃনক্ষত্ৰীয় চুম্বকীয় ক্ষেত্ৰ
Interstellar matter,আন্তঃনক্ষত্ৰীয় পদাৰ্থ
Interstellar reddening,আন্তঃনক্ষত্ৰীয় ৰক্তক্ষৰণ
Interstellar space,আন্তঃনক্ষত্ৰীয় আকাশ
Interstellar spectral line,আন্তঃনক্ষত্ৰীয় বৰ্ণালী ৰেখা
Interstice,"ফাঁক, স্থান"
Interstitial,অন্তৰ্স্থলী
Interstitial foreign atom,অন্তৰ্স্থলীৰ পৰমাণু
Interstitial impurity,অন্তৰ্স্থলীৰ অশুদ্ধি
Intertone,মধ্য স্বৰবৰ্ণ
Intertube gap,ইন্ট্ৰা-টিউব্যুল গেপ
Interval,"ফাঁক, ফাঁক"
Interval estimation,ব্যৱধান অনুমান
Interval factor,ব্যৱধানৰ কাৰক
Interval mid-point,ব্যৱধানৰ মাজৰ বিন্দু
Interval of interpolation,ইন্টাৰপলেচন ব্যৱধান
Interval rule,ব্যৱধানৰ নিয়ম
Interval timer,ব্যৱধানৰ সময়সীমা
Intervalometer,অন্তৰ্স্থলী
Intimate contact,অন্তৰংগ যোগাযোগ
Intra-atomic,আন্তঃআণৱিক
Intra-atomic effect,আন্তঃআণৱিক প্ৰভাৱ
Intra-planetary space,আন্তঃগ্ৰহৰ আকাশ
Intracrystaline fracture,আন্তঃস্ফটিকীয় দ্ৰৱণ
Intragalactic,আন্তঃনক্ষত্ৰীয়
Intragranular slip,inbreeding সাপ
Intramolecular,"আন্তঃআণৱিক, আন্তঃআণৱিক"
Intramolecular field,আন্তঃআণৱিক অঞ্চল
Intramolecular mechanism,আন্তঃআণৱিক ব্যৱস্থা
Intramolecular perturbation,আন্তঃআণৱিক বিক্ষিপ্ততা
Intranuclear electron,আন্তঃআণৱিক ইলেক্ট্ৰন
Intrinsic,"নাজ (অন্তৰ্নিহিত), অন্তৰ (আভ্যন্তৰীণ)"
Intrinsic (pure) semi-conductor,naz (বিশুদ্ধ) অৰ্ধপৰিবাহী
Intrinsic accuracy,প্ৰাকৃতিক বাস্তৱতা
Intrinsic barrier transistor,naz rampart ট্ৰেঞ্জিষ্টৰ
Intrinsic breadth,সংকীৰ্ণ প্ৰস্থ
Intrinsic brilliance,ভাল বাকপটুতা
Intrinsic coercivity,আত্মচেতনা
Intrinsic conductivity,অন্তৰ্নিহিত পৰিবাহীতা
Intrinsic constition,ব্যক্তিগত গঠন
Intrinsic energy,অন্তৰ্নিহিত শক্তি
Intrinsic equation,নেইভ সমীকৰণ
Intrinsic equilibrium constant (=chemical equillibrium constant),অন্তৰ্নিহিত ভাৰসাম্য ধ্ৰুৱক
Intrinsic factor,"অন্তৰ্নিহিত কাৰক, অন্তৰ্নিহিত কাৰক"
Intrinsic field,ব্যক্তিগত এলেকা
Intrinsic impedance,অন্তৰ্নিহিত প্ৰতিৰোধ
Intrinsic induction,প্ৰবৃত্তিগত প্ৰেৰণা
Intrinsic junction transistor,naz জংচন ট্ৰেঞ্জিষ্টৰ
Intrinsic luminosity,নাইজ জ্যোতি
Intrinsic magnetic dipole,চুম্বকীয় ডাইপোল
Intrinsic metrical relation,ভাল সম্পৰ্ক
Intrinsic mobility,প্ৰবৃত্তিগত গতিশীলতা
Intrinsic parity,ন্যায্য ইকুইটি
Intrinsic phasing,চাৰুকলা
Intrinsic photocon ductivity,ভাল আলোকীয় পৰিবাহীতা
Intrinsic photoemission,নাজ লাইট ইলেক্ট্ৰন নিৰ্গমন
Intrinsic potential difference,নেট বিভৱৰ পাৰ্থক্য
Intrinsic pressure,অন্তৰ্নিহিত চাপ
Intrinsic property,অন্তৰ্নিহিত বৈশিষ্ট্য
Intrinsic range,নাজ পৰাস
Intrinsic reddening,তেজ জমা হোৱা
Intrinsic region,নাজ অঞ্চল
Intrinsic semi-conduction,লেহেমীয়া অৰ্ধপৰিবাহী
Intrinsic state,মনৰ অৱস্থা
Intrinsic structure,স্মাৰ্ট গঠন
Intrinsic temperature range,নাইজ থাৰ্মেল কমপ্লেক্স
Intrinsic tracer,সম্পত্তিৰ অনুজ্ঞাপত্ৰদাতা
Intrinsic value,নাইজ মান
Intrinsic variable star,নাইজ চৰকান্তি তাৰা
Intrinsic viscosity,মিহি আঠালতীয়াতা
Intrinsic weight,উচিত ওজন
Invariance,নিস্তব্ধতা
Invariance of light phase,পোহৰৰ পৰ্যায়ৰ স্থিৰতা
Invariant,নিশ্চয়
Invariant magnetic moment,স্থিৰ চুম্বকীয় ক্ষমতা
Invariant system,ফিক্সড চিষ্টেম
Invention,"উদ্ভাৱন, উদ্ভাৱন"
Inventor,"উদ্ভাৱক, উদ্ভাৱক"
Inventory,মেজ
Inventory allocation,টেবুল নিযুক্তি
Inventory control,টেবুল নিয়ন্ত্ৰণ
Inventory control model,টেবুল নিয়ন্ত্ৰণ মডেল
Inventory control system,টেবুল নিয়ন্ত্ৰণ ব্যৱস্থা
Inventory cycle,টেবুল চক্ৰ
Inventory holding cost,টেবুল খৰচ
Inventory level,টেবুল স্তৰ
Inventory model,টেবুল মডেল
Inventory network,টেবুল নেটৱৰ্ক
Inverse,"বিপৰীত, বিপৰীত, বিপৰীত"
Inverse beta decay,বিপৰীত বিটা ক্ষয়
Inverse common base,বিপৰীত সাধাৰণ ভিত্তি
Inverse common collector,বিপৰীত সাধাৰণ সংগ্ৰাহক
Inverse common emitter,বিপৰীত সাধাৰণ নিৰ্গমনকাৰী
Inverse correlation,বিপৰীত সম্পৰ্ক
Inverse cube,বিপৰীত ঘনক
Inverse current,ৰিভাৰ্ছ কাৰেণ্ট
Inverse curve,বিপৰীত বক্ৰ
Inverse effect,বিপৰীত প্ৰভাৱ
Inverse element,বিপৰীত মৌল
Inverse encounter,প্ৰতিলোমা সমাগম
Inverse feed-back,ৰিভাৰ্ছ ৰিচাৰ্জ
Inverse feed-back loop,ইনভাৰ্ছ ৰিচাৰ্জ লুপ
INVERSE Fourier transform,বিপৰীত ফোৰিয়াৰ ৰূপান্তৰ
Inverse function,বিপৰীত ফলন
Inverse image,বিপৰীত ছবি
Inverse interpolation,বিপৰীত সন্নিৱিষ্ট কৰা
Inverse jumping frequency,বিপৰীত জাম্প কম্পাঙ্ক
Inverse lilmit analysis,বিপৰীত সীমা বিশ্লেষণ
Inverse limit,বিপৰীত সীমা
Inverse limiter,ৰিভাৰ্ছ লিমিটাৰ
Inverse magnetostrictive effect,বিকৃতি চুম্বকীয়কৰণ প্ৰভাৱ
Inverse network,বিপৰীত জালি
Inverse number,পাৰস্পৰিক সংখ্যা
Inverse operator,ইনভাৰ্ছ অপাৰেটৰ
Inverse order,বিপৰীত ক্ৰম
Inverse peak voltage,বিপৰীত শীৰ্ষ ভল্টেজ
Inverse piezoeiectric effect,বিপৰীত ইলেক্ট্ৰষ্টেটিক প্ৰভাৱ
Inverse point,বিপৰীত বিন্দু
Inverse power series,বিপৰীত শক্তি শৃংখলা
Inverse predissociation,বিপৰীত পৰিকল্পনা
Inverse proportion,বিপৰীত অনুপাত
Inverse ratio,বিপৰীত অনুপাত
Inverse relation telemeter,বিপৰীত টেলিমিটাৰ
Inverse rotation,বিপৰীত ঘূৰণ
Inverse square law,বিপৰীত বৰ্গ নিয়ম
Inverse transformation,বিপৰীত ৰূপান্তৰ
Inverse voltage,ৰিভাৰ্ছ ভল্টেজ
Inverse-parallel connection,বিপৰীত সমান্তৰাল সংযোগ
Inversely proportional,বিপৰীতভাৱে সমানুপাতিক
Inversion,"inversion, ওলোটা"
Inversion centre (=centre of symmetry),প্ৰতিসমতাৰ কেন্দ্ৰ
Inversion curve,বিপৰীত বক্ৰ
Inversion element,ওলোটা উপাদান
Inversion formula,বিপৰীত সূত্ৰ
Inversion of image,"ছবি ওলোটা, বস্তু ওলোটা"
Inversion of order,ক্ৰমৰ ওলোটা
Inversion of temperature,তাপ ওলোটা
Inversion operation,ৰিভাৰ্ছল অপাৰেচন
Inversion point,পাৰস্পৰিক সূচকাংক
Inversion sequence,বিপৰীত ক্ৰম
Inversion spectrum,বিপৰীত বৰ্ণালী
Inversion symmetry,বিপৰীত প্ৰতিসমতা
Inversion temperature,বিপৰীত তাপ
Invert,প্ৰতিনিধিত্ব কৰা
Inverted,"inverse, inverse"
Inverted field pulses (=inverted frame pulses),বিপৰীত ফ্ৰেম পালছ
Inverted fine structure,ওলোটা অণুগাঁথনি
Inverted image,"ওলোটা ছবি, উলম্ব ছবি"
Inverted L. antenna,ৰিভাৰ্ছ এল এন্টেনা
Inverted lapse,বিপৰীত অৱনতি
Inverted magnetron,ওলোটা মেগনেট্ৰন
Inverted matter (=antimatter),"বিপৰীত পদাৰ্থ, প্ৰতিপদাৰ্থ"
Inverted microscope,ওলোটা মাইক্ৰস্কোপ
Inverted multiplet,"উলটি বহুগুণ, ওলোটা বহুগুণ"
Inverted polarity,বিপৰীত মেৰুত্ব
Inverted position of telescope,টেলিস্কোপিক ওলোটা অৱস্থান
Inverted speech (=scramped speech),slurred বাক্য
Inverted term,বিপৰীত অৱস্থান
Inverted V. antenna,ওলোটা v. এন্টেনা
Inverting prism,"বিপৰীত প্ৰিজম, বিপৰীত প্ৰিজম"
Inverting telescope,ওলোটা টেলিস্কোপ
Inviscid,অন্ধ
Inviscid flow,অস্বচ্ছ প্ৰবাহ
Inviscid fluid,ছাইযুক্ত তৰল
Inviscid theory,অস্পষ্টতা নীতি
Invisibility,অদৃশ্যতা
Invisible,অদৃশ্য
Invisible light,অদৃশ্য পোহৰ
Invisible point,অদৃশ্য বিন্দু
Invisible sunspot,অদৃশ্য সূৰ্য্য-অস্পষ্টতা
Involution pencil,ভিতৰৰ বেৰ
Involution range,শৃংখল সন্নিৱিষ্ট কৰক
Inward line,অন্তৰ্মুখী ৰেখা
Inward radiation,অন্তৰ্মুখী বিকিৰণ
Iolated primary component,বিচ্ছিন্ন প্ৰাথমিক উপাদান
Ion,আয়ন
Ion acccumulation,আয়ন সঞ্চয়
Ion accelerator,আয়ন ত্বৰক
Ion atmosphere,আয়নিক বৃত্ত
Ion backscattering,আয়ন বেকস্কেটাৰিং
Ion conductance,আয়ন পৰিবাহীতা
Ion counter,আয়ন কেলকুলেটৰ
Ion cyclotron frequency,আয়ন চাইক্লট্ৰন কম্পাঙ্ক
Ion density,আয়ন ঘনত্ব
Ion dipole bond,আয়ন ডাইপোল বন্ধন
Ion dipole force,আয়ন ডাইপোল বল
Ion engine,আয়ন ইঞ্জিন
Ion exchange,আয়ন বিনিময়
Ion exchanger,আয়ন বিনিময়কাৰী
Ion exclusion,আয়ন বৰ্জন
Ion gun,আয়ন প্ৰজেক্টৰ
Ion irradiation,আয়ন বিকিৰণ
Ion migration,আয়ন প্ৰৱেশ
Ion pair,আয়ন দম্পতী
Ion pair yield (=yield per ion pair),আয়ন দম্পতী লাভ
Ion regulation,আয়ন নিয়ন্ত্ৰণ
Ion repeller,আয়ন বিকৃতকাৰী
Ion scattering spectroscopy,আয়ন বিকিৰণ বৰ্ণালীবিজ্ঞান
Ion series,আয়ন শৃংখলা
Ion sheath,আয়ন কৰ্পাছ
Ion spot (=burn spot),"আয়ন বিন্দু, জ্বলন বিন্দু"
Ion transport,আয়ন গতি
Ion trap,আয়ন পাঞ্জাৰ
Ion-accoustic wave,আয়ন ধ্বনি তৰংগ
Ion-cluster theory,আয়ন-থুপ যুক্তি
Ion-dipole interaction,"আয়ন-ডাইপোল পাৰস্পৰিক ক্ৰিয়া, আয়ন ডাইপোল পাৰস্পৰিক ক্ৰিয়া"
Ion-electron method,আয়ন-ইলেক্ট্ৰন পদ্ধতি
Ion-solvent interaction,"আয়ন দ্রাৱক, পাৰস্পৰিক ক্ৰিয়া"
Ionic,"আয়নিক, আয়নিক"
Ionic absorption,আয়নিক শোষণ
Ionic atmosphere,আয়নিক বৃত্ত
Ionic binding,আয়নিক বন্ধন
Ionic bombardment,আয়নিক বোমাবৰ্ষণ
Ionic bond,আয়নিক বন্ধন
Ionic charge,আয়নিক আধান
Ionic cluster,আয়নিক গোট
Ionic conductance,আয়ন পৰিবাহীতা
Ionic crystal,"আয়নিক স্ফটিক, আয়নিক গেট"
Ionic curve,আয়নিক বক্ৰ
Ionic diffusion,আয়নিক প্ৰসাৰণ
Ionic doublet,আয়নিক দ্বৈত
Ionic focussing,আয়ন ফোকাচ
Ionic force,আয়ন বল
Ionic lilnkage,আয়নিক আত্মীয়তা
Ionic mass,আয়নিক ভৰ
Ionic migration,আয়নিক প্ৰৱেশ
Ionic mobility,আয়নিক গতিশীলতা
Ionic molecule,আয়নিক অণু
Ionic potential,আয়নিক বিভৱ
Ionic product,আয়নিক উৎপাদন
Ionic pump,আয়ন পাম্প
Ionic radius,আয়নিক ব্যাসাৰ্ধ
Ionic reaction,আয়নিক বিক্ৰিয়া
Ionic regulation,আয়নিক নিয়ন্ত্ৰণ
Ionic semiconductor,আয়নিক অৰ্ধপৰিবাহী
Ionic state,আয়নিক অৱস্থা
Ionic strength,আয়ন শক্তি
Ionic structure,আয়নিক গঠন
Ionic system,আয়নিক ব্যৱস্থা
Ionic term,আয়নিক শব্দ
Ionic theory,"আয়নবাদ, আয়নিক তত্ত্ব"
Ionic transfer (=ionic m obility),আয়নিক গতিশীলতা
Ionic velocity,আয়নিক বেগ
Ionic yield,আয়নিক লাভ
