Odiya,Telugu
ବିଚାର,తీర్పు
ନ୍ୟାୟାଳର,జ్యుడిషియల్
ନ୍ୟାୟିକର ହେପାଜତ |,న్యాయ కస్టడీ
ନ୍ୟାୟିକ ଅନୁସନ୍ଧାନ |,న్యాయ విచారణ
ନ୍ୟାୟିକ ବିଜ୍ଞପ୍ତି |,న్యాయ నోటీసు
ନ୍ୟାୟିକ ଶକ୍ତି |,న్యాయ శక్తి
ନ୍ୟାୟିକ ସେବା |,న్యాయ సేవ
ନିନ୍ଦା,న్యాయవ్యవస్థ
ନ୍ୟାୟପୂର୍ଣ୍ଣ,న్యాయమైన
ଜୁନିଅର ପ୍ରଶାସନିକ ଗ୍ରେଡ୍ |,జూనియర్ అడ్మినిస్ట్రేటివ్ గ్రేడ్
ଜୁନିଅର କିରାଣୀ,జూనియర్ గుమస్తా
ରାଙ୍କରେ ଜୁନିଅର |,ర్యాంకులో జూనియర్
ସିନିୟରତା,జూనియారిటీ
ଜୁନିଅର ଅଧିକାଂଶ |,జూనియర్ చాలా
କନିଷ୍ଠ ସ୍କେଲ |,జూనియర్ స్కేల్
ଅଧିକାର,అధికార పరిధి
କେବଳ,కేవలం
ନ୍ୟାୟ,న్యాయం
ଯଥାର୍ଥ |,న్యాయమైన
ଯଥାର୍ଥତା,న్యాయంచేయటానికి
ଚାବି,కీ
କି /ଟ୍ ଠିକଣା |,కీనోట్ చిరునామా
ବ୍ୟାକ୍,తిరిగి కిక్ చేయండి
ସମ୍ପର୍କ,బంధువు
Kith ଏବଂ kin,కిత్ మరియు బంధువు
କିପରି ଜାଣ,తెలుసుకోవడం
ଜ୍ଞାନ ଯୋଗ୍ୟ,పరిజ్ఞానం
ଶ୍ରମ,శ్రమ
ଶ୍ରମ ଚାର୍ଜ |,కార్మిక ఛార్జీలు
ଶ୍ରମ ଚୁକ୍ତିନାମା,కార్మిక ఒప్పందం
ଶ୍ରମ କୋର୍ଟ,లేబర్ కోర్ట్
ଶ୍ରମ ବିବାଦ,కార్మిక వివాదం
ଶ୍ରମ ଶକ୍ତି,కార్మిక శక్తి
ଶ୍ରମ ନିୟମ,కార్మిక చట్టాలు
ଶ୍ରମ କକ୍ଷ,లేబర్ రూమ్
ଶ୍ରମିକ ୟୁନିଅନ୍,లేబర్ యూనియన్
ଶ୍ରମ କଲ୍ୟାଣ,కార్మిక సంక్షేమం
ଜମି ଆକ୍ୱିସ୍ |,ల్యాండ్ అక్విజిషన్
ଜମି ଚିହ୍ନ,ల్యాండ్ మార్క్
ଜମି ରେକର୍ଡ |,భూమి రికార్డులు
ଜମି ସଂସ୍କାର |,భూ సంస్కరణలు
ଜମି ରାଜସ୍ୱ,భూమి ఆదాయం
ସ୍ଥାୟୀ ସମାଧାନ,భూమి పరిష్కారం
ଜମି କାର୍ଯ୍ୟକାଳ,స్థల కౌలు సమయం
ଜମି ବ୍ୟବହାର ପ୍ରମାଣପତ୍ର |,భూ వినియోగ ధృవీకరణ పత్రం
ପରେ ଲାପ୍,లోపం
ବୃହତ ପରିମାଣ,పెద్ద ఎత్తున
ଶେଷ ତାରିଖ,చివరి తేదీ
ସ୍ଥାୟୀ,శాశ్వత
ଶେଷରେ,చివరగా
ଶେଷ ଦେୟ,చివరి చెల్లింపు
ବିଳମ୍ବ,ఆలస్యం
ବିଳମ୍ବିତ ଉପସ୍ଥାନ ବକ୍ତବ୍ୟ |,ఆలస్యంగా హాజరు ప్రకటన
ବିଳମ୍ବିତ ଡ୍ୟୁଟି |,లేట్ డ్యూటీ
ବିଳମ୍ବିତ ଦେୟ,ఆలస్యంగా చెల్లింపు
ସର୍ବଶେଷ,తాజాది
ଅଳସୁଆ,ప్రశంసనీయం
ଉନ୍ମୋଚନ |,ప్రయోగం
ନିୟମ,చట్టం
ନିୟମ ଏବଂ ଆଦେଶ,చట్టం మరియు క్రమం
ଆଇନ ବନ୍ଧକ |,లా బ్రేకర్
ଆଇନ କୋର୍ଟ (= ଆଇନ କୋର୍ଟ),లా కోర్ట్ (= న్యాయ న్యాయస్థానం)
ମକଦ୍ଦମା,దావా
ଓକିଲ,న్యాయవాది
ଲାଓଫ୍,తీసివేయు
ଲେଆଉଟ୍ |,లేఅవుట్
ନେତା,నాయకుడు
ନେତୃତ୍ୱର କ୍ଷେତ୍ର |,నాయకత్వ నాణ్యత
ଲିଫଲେଟ୍ |,కరపత్రం
ଲିକ୍,లీక్
ଅଧିବର୍ଷ,లీపు సంవత్సరం
ଶିଖିବା,నేర్చుకోవడం
ଲିଜ୍,లీజు
ଲିଜ୍ ଆବାସ,లీజుకు తీసుకున్న వసతి
ଲିଜ୍ହୋଲ୍ଡ,లీజుహోల్డ్
ଲିଜ୍ହୋଲ୍ଡର,లీజుహోల్డర్
ଲିଜ୍,లీజింగ్
ଛାଡ,వదిలి
ଛାତି ଛାଡିଦିଅ |,ఎన్‌క్యాష్‌మెంట్ వదిలివేయండి
ଦରମା ଛାଡ,జీతం వదిలేయండి
ଖାଲି ସ୍ଥାନ ଛାଡିଦିଅ |,ఖాళీని వదిలివేయండి
ବିନା ଦେୟ ଛାଡନ୍ତୁ |,చెల్లింపు లేకుండా వదిలివేయండి
ଦରମା ସହିତ ଛାଡିଦିଅ |,పేతో వదిలివేయండి
ଅଧ୍ୟାପନା ହଲ,లెక్చర్ హాల్
ଲେଜର,లెడ్జర్
ଲେଡ଼ର ବାଲାନ୍ସ |,లెడ్జర్ సంతులనం
ପୁରୁଣା |,లెగసీ
ଆଇନଗତ |,చట్టపరమైన
ଆଇନଗତତା,చట్టబద్ధత
ଆଇନଗତକରଣ,చట్టబద్ధత
ଆଇନଗତ ଭାବରେ |,చట్టబద్ధంగా
ଆଇନ ଅଭ୍ୟାସ |,చట్టపరమైన అభ్యాసం
ଲେଟେଟେ,లెగటీ
Legible,స్పష్టంగా
ବିଧାନସଭା,శాసనసభ
ବିଧାନସଭା ବ୍ୟବସାୟ |,శాసనసభ వ్యాపారం
ବିଧାନସଭା,శాసనసభ
ଦୋଷୀତା |,చట్టబద్ధత
ଆଇନଗତ |,చట్టబద్ధమైనది
ଅବକାଶ,విశ్రాంతి
ଅବିରତ,సానుకూలత
ଲିଜ୍ଧ,అద్దెదారు
ଚିଠି,లేఖ
ଲେଟର ପ୍ୟାଡ୍ |,లెటర్ ప్యాడ్
ଆଡି,లెవీ
ଦାୟିତ୍। |,బాధ్యత
ଦାୟୀ |,బాధ్యత
ଯୋଗାଯୋଗ,అనుసంధానం
ଲାଇବ୍ରେରୀ |,గ్రంధాలయం
ଲାଇସେନ୍ସ,లైసెన్స్
ଲାଇସେନ୍ସଧାରୀଧାରୀ,లైసెన్స్ హోల్డర్
ଲାଇସେନ୍ସପ୍ରାପ୍ତ,లైసెన్స్
ଲାଇସେନ୍ସ,లైసెన్సు
ଲାନ୍,లియన్
ଜୀବନ ପ୍ରମାଣପତ୍ର,జీవిత ధృవీకరణ పత్రం
ସୀମା,పరిమితి
ସୀମା,పరిమితి
ସୀମିତ,పరిమితం
ସୀମିତ ଚିନ୍ତା |,పరిమిత ఆందోళన
ସୀମିତ ଦାୟିତ୍। |,పరిమిత బాధ్యత
ସୀମିତ ଟେଣ୍ଡର |,పరిమిత టెండర్
ଲିଙ୍କ୍,లింక్
ଲିଙ୍କ୍ ହୋଇଛି |,లింక్ చేయబడింది
ଲିଙ୍କ୍ ହୋଇଥିବା ଫାଇଲ |,లింక్డ్ ఫైల్
ଲିଙ୍କ୍ ଭାଷା,లింక్ భాష
ବାତିଲ ହୋଇଥିବା କ୍ଷତି |,లిక్విడేటెడ్ నష్టాలు
ବାତିଲ,లిక్విడేషన్
ବଳପ୍ୱିଟିକର,లిక్విడేటర్
ତାଲିକା |,జాబితా
ବ୍ୟବସାୟର ତାଲିକା |,వ్యాపార జాబితా
ସାକ୍ଷର |,అక్షరాస్యులు
ଲିଟାଇଟିଆଣ୍ଟ |,వ్యాజ్యం
ମୋକଦ୍ଦମା,వ్యాజ్యం
ଲିଭାଲଟି ଭତ୍ତା,లివరీ భత్యం
ପଶୁପଲ,పశువులు
ଜୀବନଯାପନ ମାନ,జీవన ప్రమాణం
ଜୀବନ୍ତ ମଜୁରୀ,జీవన వేతనం
ଲୋଡ୍ କରୁଛି,లోడ్
ଋଣ,ఋణం
ଲୋଆର୍,రుణగ్రహీత
୧୦ଙ୍ଗ ବିଭାଗ,రుణాల విభాగం
ଲବି,లాబీ
ଲବି,లాబీయింగ్
ଅବଧିରେ ଲକ୍ |,వ్యవధిలో లాక్ చేయండి
ଲକ୍ ଆଉଟ୍ |,లాక్ అవుట్
ଲସ୍ତୁମ୍ ଷ୍ଟାଣ୍ଡି |,లోకస్ స్టాండి
ଲଜ୍ଙ୍ଗ୍,బస
ଲଗ ବୁକ୍ |,లాగ్ బుక్
ତର୍କ,లాజిక్
ଲୋଗୋ,లోగో
ଦୀର୍ଘ ଦୂରତା କଲ୍ |,సుదూర కాల్
ଲମ୍ବା ହାତ,పొడవాటి చేతి
ବହୁତ,చాలా
ନିମ୍ନ,తక్కువ
ସର୍ବନିମ୍ନ ହାର,అత్యల్ప రేటు
ନିମ୍ନ ଗ୍ରେଡ୍,తక్కువ శ్రేణి
ବିଶ୍ୱସ୍ତ,లాయల్
ଢେର,మొత్తం మొత్తం
Lumpsum ଅନୁଦାନ,లంప్సమ్ గ్రాంట్
ଯନ୍ତ୍ରପାତି,యంత్రాలు
ସରକାରଙ୍କ ଯନ୍ତ୍ରପାତି |,ప్రభుత్వ యంత్రాలు
ପତ୍ରିକା,పత్రిక
ମେଲିଂ ତାଲିକା,మెయిలింగ్ జాబితా
ରକ୍ଷଣାବେକ୍ଷଣ,నిర్వహించండి
ରକ୍ଷଣାବେକ୍ଷଣ,నిర్వహణ
ପ୍ରମୁଖ,ప్రధాన
ସଂଖ୍ୟା କିମ୍ବା ପ୍ରତୀକ ସହିତ ଅକ୍ଷର ମଧ୍ଯ ବ୍ୟବହାର କରି,మెజారిటీ
ପ୍ରମୁଖ କାର୍ଯ୍ୟଗୁଡ଼ିକ |,ప్రధాన రచనలు
ସଜାଇ ହେବା,మేకప్
ମାଲାଡେଜେଣ୍ଟମେଣ୍ଟ |,దుర్వినియోగం
ମାଲାବିନିଷ୍ଟ୍ରେସନ୍,అనారోగ్యం
ମାଲାଫିଡସ୍,మాలాఫైడ్
ଦୁଷ୍କର୍ମ,దుర్మార్గం
ଦୁଷ୍କର୍ମ,దుర్వినియోగం
ଅସଦାଚରଣ,దుర్వినియోగం
ପରିଚାଳନା,నిర్వహణ
ପରିଚାଳକ,నిర్వాహకుడు
ଆଦେଶ,ఆదేశం
ବାଧ୍ୟତାମୂଳକ,తప్పనిసరి
ମାଣ୍ଡେସ୍,మండేలు
ମାନବର୍ସ |,పనిగంటలు
ମନିଫିଟୋ,మానిఫెస్టో
ମନିପୁଲେସନ୍,తారుమారు
ମନିଭର୍,యుక్తి
ମାନବ ଶକ୍ତି,మానవశక్తి
ମଣିଷ-ଟୁ-ମ୍ୟାନ୍ ର୍ୟାଙ୍କିଙ୍ଗ୍ |,మ్యాన్-టు-మ్యాన్ ర్యాంకింగ్
ମାନୁଆଲ୍ |,మాన్యువల్
ମାନୁଆଲ୍ ଶ୍ରମ,మాన్యువల్ లేబర్
ଉତ୍ପାଦନ,తయారీ
ନିର୍ମାତା,తయారీదారు
ପାଣ୍ଡୁଲିପି,మాన్యుస్క్రిప్ట్
ମାନଚିତ୍ର,మ్యాప్
ମାର୍ଜିନ,మార్జిన్
ମାର୍ଜିନାଲ୍,ఉపాంత
ବୈବାହିକ ସ୍ଥିତି,వైవాహిక స్థితి
ମାର୍କେଟିଂ |,మార్కెటింగ్
ମାର୍କେଟିଂ ଅର୍ଥନୀତି,మార్కెటింగ్ ఎకానమీ
ମାର୍କ କର,మార్క్
ମାର୍କସେଟ୍ |,గణాంకాల పట్టి
ପ୍ରାପ୍ତ ମାର୍କ |,వచ్చిన మార్కులు
ମାସ,మాస్
ଜନ ଯୋଗାଯୋଗ,సామూహిక కమ్యూనికేషన్
ଜନସଂଖ୍ୟା,సామూహిక వినియోగం
ମାସ ପ୍ରତିରୋପଣ |,సామూహిక రోగనిరోధకత
ଗଣ ମାଧ୍ଯମ,మాస్ మీడియా
ଜନ ଉତ୍ପାଦନ,భారీ ఉత్పత్తి
ମାଷ୍ଟର ଫାଇଲ୍ |,మాస్టర్ ఫైల్
ସମାରୋହର ଗୁରୁ |,వేడుకల మాస్టర్
ମାଷ୍ଟର ଯୋଜନା,మాస్టర్ ప్లాన్
ଅନୁଦାନ ସହିତ ମେଳ |,మ్యాచింగ్ గ్రాంట్
ସାମଗ୍ରୀ,పదార్థం
ମାତୃତ୍ୱୀୟତା |,ప్రసూతి
ପ୍ରସୂତି ଅବକାଶ,ప్రసూతి సెలవు
ମାଟ୍ରିକ୍ଲେଟ୍,మెట్రిక్యులేట్
ପରିସର,మ్యాట్రిమోనియల్
ପରିପକ୍ୱ,పరిపక్వత
ପରିପକ୍ୱତା ତାରିଖ,పరిపక్వత తేదీ
ସର୍ବାଧିକ,గరిష్టంగా
ଅର୍ଥ,అంటే
ମାପ,కొలత
ମାପ,కొలత
ମାପଗୁଡିକ,కొలమానాలను
ଯାନ୍ତ୍ରିକ,మెకానిక్
ଯାନ୍ତ୍ରିକ,యాంత్రిక
ଯନ୍ତ୍ରକ .ଶଳ |,విధానం
ମିଡିଆ |,మీడియా
ମଧ୍ୟସ୍ଥି |,మధ్యవర్తిత్వం
ଡାକ୍ତରୀ,మెడికల్
ଡାକ୍ତରୀ ଲାଭ,వైద్య ప్రయోజనం
ଡାକ୍ତରୀ ପରୀକ୍ଷା,వైద్య పరీక్ష
ମେଡିକୋ-ଆଇନଗତ |,మెడికో-లీగల్
ମଧ୍ୟମ,మధ్యస్థం
କ୍ୟାମେରାରେ ସାକ୍ଷାତ |,కెమెరాలో సమావేశం
ସଦସ୍ୟ,సభ్యుడు
ମେମୋ,మెమో
ସ୍ମାରକ,స్మారక చిహ్నం
ମାନସିକ ଦକ୍ଷତା |,మానసిక సామర్థ్యం
ମେନୁ,మెను
ମିଶ୍ରଣ,విలీనం
ଯୋଗ୍ୟତା,మెరిట్
ମେରିଟ୍ ତାଲିକା,మెరిట్ జాబితా
ସମ୍ମାନ,మెరిటోరియస్
ଯୋଗ୍ୟତା,యోగ్యత
ମାରିଟ୍ ସ୍କଲାରସିପ୍ |,మెరిట్ స్కాలర్‌షిప్
ବାର୍ତ୍ତା |,సందేశం
ପଦ୍ଧତି,విధానం
ସାମୁଦ୍ରିକ,పద్దతి
ମେଟ୍ରୋପଲିଟାନ ଅଞ୍ଚଳ |,మెట్రోపాలిటన్ ప్రాంతం
ମଧ୍ୟମ ଆୟ ଗୋଷ୍ଠୀ |,మధ్య ఆదాయ సమూహం
ମଧ୍ୟମ,మిడిల్మాన్
ମିଡୱିରା |,మిడ్‌వైఫరీ
ପ୍ରବାସୀ,వలస
ମୁଏଜ୍,మైలేజ్
ସହଭାଗୀ,మిలిటెన్సీ
ସହସ୍ର ଲକ୍ଷ,మిలీనియం
କ୍ଷୁଦ୍ରତା |,సూక్ష్మ
ସର୍ବନିମ୍ନ,కనిష్ట
ଖଣି,గనుల తవ్వకం
ମନ୍ତ୍ରୀ,మంత్రి
ମନ୍ତ୍ରଣାଳୟ,మంత్రిత్వ శాఖ
ନାବାଳକ,మైనర్
ସଂଖ୍ୟାଲଘୁ,మైనారిటీ
ଛୋଟ କଥାଗୁଡ଼ିକ |,చిన్న పనులు
ମିନିଟ୍ |,నిమిషాలు
ଭୁଲ ତଥ୍ୟ,దుర్వినియోగం
ଅସଦାଚରଣ,దుర్వినియోగం
ନ୍ୟାୟର ଗର୍ଭପାତ |,న్యాయం యొక్క గర్భస్రావం
ବିବିଧ,ఇతరాలు
ବଦମାସି,అల్లరి
ଭୁଲ ତଥ୍ୟ,మిస్‌క్లాసిఫికేషన్
ଦୁଷ୍କର୍ମ,దుష్ప్రవర్తన
ବିଭ୍ରାନ୍ତ,తప్పుదారి పట్టించేది
ଭୁଲ ପରିଚାଳନା,దుర్వినియోగం
ଭୁଲ ଉପସ୍ଥାପନା |,తప్పుగా పేర్కొనడం
ତଥ୍ୟର ଭୁଲ ତଥ୍ୟ |,వాస్తవాలను తప్పుగా గుర్తించడం
ଭୁଲ ବୁ standing ାମଣା,అపార్థం
ଅପବ୍ୟବହାର |,దుర్వినియోగం
ମିଶ୍ରିତ ଅର୍ଥନୀତି,మిశ్రమ ఆర్థిక వ్యవస్థ
ଯାଦଦେଶ,మాబ్
ମୋବାଇଲ୍ |,మొబైల్
ଗତିଶୀଳତା |,మొబిలిటీ
ମୋଡ୍,మోడ్
ମଡେଲ୍,మోడల్
ମୋଡରେଟର୍,మోడరేటర్
ପରିବର୍ତ୍ତନ,మార్పు
ମୋଡସ୍ ଅପରେଣ୍ଡି |,కార్యనిర్వహణ పద్ధతి
ମୁଦ୍ରା ଅନୁଦାନ,ద్రవ్య మంజూరు
ଟଙ୍କା,డబ్బు
ମନିଟର,మానిటర్
ମୋରନୋଗାମି |,ఏకస్వామ్యం
ମୋନୋଗ୍ରାମ୍ |,మోనోగ్రామ్
ଏକଚାଟିଆ,గుత్తాధిపత్యం
ମନୋଣ୍ଟି |,మోనోటోనీ
ମାସିକ ଭ୍ରମଣ ଡାଏରୀ |,నెలవారీ టూర్ డైరీ
ମାସରୁ ମାସ,నెల నుండి నెల
ନ moral ତିକ,నైతికత
ମନୋବଳ,ధైర్యం
ନ moral ତିକ ସୂକ୍ଷ୍ମତା |,నైతిక టర్పిట్యూడ్
ମୁଆଟୋରିୟମ୍ |,తాత్కాలిక నిషేధం
ମୃତ୍ୟୁ,మరణాలు
ବନ୍ଧକ,తాకట్టు
ଅଧିକାଂଶ ଗୋପନୀୟ |,చాలా రహస్య
ମାତୃଭାଷା,మాతృ భాష
ଗତି,కదలిక
ଗତି ଅଧ୍ୟୟନ |,చలన అధ్యయనం
ପ୍ରେରଣା,ప్రేరణ
ଉଦ୍ଦେଶ୍ୟ,ఉద్దేశ్యం
ଉଦ୍ଦେଶ୍ୟ,నినాదం
ମୁହଁ,మౌత్‌పీస్
ଚଳନଶୀଳ |,కదిలే
ଘୁଞ୍ଚାନ୍ତୁ |,కదలిక
ଗତି,ఉద్యమం
ବହୁମୂଲ୍ୟ,బహుళ
ବହୁମୁଖୀ ହୁଅ,బహుళార్ధసాధక
ମ୍ୟୁନିସିପାଲିଟି ଟ୍ୟାକ୍ସ |,మునిసిపల్ పన్ను
ସଂଗ୍ରହାଳୟ,మ్యూజియం
ମୁଷ୍ଟର୍ ରୋଲ୍ |,మస్టర్ రోల్
ମୁଟିସନ୍ |,మ్యుటేషన్
ମୁଭାଟାସ୍ ମୁଟାଣ୍ଡିସ୍ |,ముటాటిస్ ముటాండిస్
ପାରସ୍ପରିକ ବୁ understanding ାମଣା |,పరస్పర అవగాహన
ନାମ କାର୍ଡ,పేరును చూపించే కార్డు
ନାର୍କୋଟିକ୍ |,మాదకద్రవ్య
ବର୍ଣ୍ଣନାକାରୀ ମୂଲ୍ୟାଙ୍କନ |,కథనం మదింపు
ବର୍ଣ୍ଣନାକାରୀ,కథకుడు
ଜାତି,దేశం
ଜାତୀୟ,జాతీయ
ଜାତୀୟତା,జాతీయవాదం
ଜାତୀୟତା,జాతీయత
ଜାତୀୟକରଣ,జాతీయం
ଜାତୀୟ ଭାଷା,జాతీయ భాష
ଜାତୀୟ ସଞ୍ଚୟ ପ୍ରମାଣପତ୍ର |,నేషనల్ సేవింగ్స్ సర్టిఫికేట్
ଦେଶୀ,స్థానిక
ପ୍ରାକୃତିକ,సహజ
ପ୍ରାକୃତିକରଣ,నాచురలైజేషన్
ନ al ସେନା ଶକ୍ତି,నావికా శక్తి
ନାଭିଗେବଲ୍ |,నావిగేబుల్
ନାଭିଗେସନ୍,నావిగేషన్
ନାୟସ୍,Nayes
ଆବଶ୍ୟକ କାର୍ଯ୍ୟ,అవసరమైన చర్య
ଆବଶ୍ୟକ |,అవసరం
ନକାରାତ୍ମକ,ప్రతికూల
ଅବହେଳା,నిర్లక్ష్యం
ଅବହେଳା,నిర్లక్ష్యం
ଅବହେଳିତ,అతితక్కువ
ବୁ negoti ାମଣା,చర్చల చర్చ
ବୁ negoti ାମଣା ଯନ୍ତ୍ର,చర్చించదగిన పరికరం
ବୁ .ାମଣା,చర్చలు
ବୁ that ାମଣାକାରୀ,సంధానకర్త
ନିପୁଟିମ୍,నేపాటిజం
ଜାଲ୍,నెట్
ନିଟ୍ ବିନିଯୋଗ |,నికర పెట్టుబడి
ନିରପେକ୍ଷ |,తటస్థ
ସମ୍ବାଦ,వార్తలు
ସମ୍ବାଦପତ୍ର,వార్తాలేఖ
ଖବରକାଗଜ,వార్తాపత్రిక
ସମ୍ବାଦ ପାଠକ,న్యూస్ రీడర్
କିନ୍ନର ପରବର୍ତ୍ତୀ,బంధువు తదుపరి
ରାତିର କର୍ତ୍ତବ୍ୟ,నైట్ డ్యూటీ
ନିଲ୍ ରିପୋର୍ଟ,నిల్ రిపోర్ట్
କ ad୍ୟକ୍ତି ନାହିଁ |,ప్రవేశం లేదు
କ clown ଣସି ଚାହିଦା ପ୍ରମାଣପତ୍ର ନାହିଁ (= କ de ଣସି ଦେୟ ସାର୍ଟିଫିକେଟ୍),డిమాండ్ సర్టిఫికేట్ లేదు (= బకాయి సర్టిఫికేట్ లేదు)
ସମ୍ଭ୍ରାନ୍ତ,నామకరణం
ନାମକରଣ ଖର୍ଚ୍ଚ,నామమాత్రపు ఖర్చు
ନାମକରଣ ମୂଲ୍ୟ (= ଚେହେରା ମୂଲ୍ୟ),నామమాత్రపు విలువ (= ముఖ విలువ)
ମନୋନୀତ କରନ୍ତୁ |,నామినేట్
ନାମ,నామినేషన్
ନାମାଙ୍କନ,నామినీ
ଅଣ-ବୟସ,నాన్-ఏజ్
ଅଣ-ଯୋଗଦାନକାରୀ |,నాన్-కాంట్రిబ్యూటరీ
ଅଣ-ଜରୁରୀ |,అనవసరమైనది
ଅଣ-ଗେଜିଟେଡ୍ |,గెజిటెడ్ కానిది
ଅଣ-ସୁଧ ନଥିବା |,వడ్డీ లేని బేరింగ్
ଅଣ-ନ୍ୟାୟିକ |,న్యాయ-కాని
ଅଣ-ମନ୍ତ୍ରୀ,నాన్-మిస్టీరియల్
ଅଣ-ବୁ negoti ାମଣା ଯୋଗ୍ୟ |,చర్చించలేనిది
ଅଣ-ଅଧିକାରୀ |,నాన్-ఆఫీషియల్
ଅଣ ଦେୟ,"ఎగవేత, చెల్లింపులో వైఫల్యం"
ଅଣ-ଦେୟ ପ୍ରମାଣପତ୍ର |,పేమెంట్ కాని సర్టిఫికేట్
ଅଣ-ଅଭ୍ୟାସ ଭତ୍ତା |,ప్రాక్టీస్ కాని భత్యం
ଅଣ-ପୁନରାବୃତ୍ତି ଖର୍ଚ୍ଚ |,పునరావృతం కాని వ్యయం
ଫେରସ୍ତ ହୋଇନଥିବା,తిరిగి ఇవ్వబడదు
ଅଣ-ନିୟମ,నాన్-స్టాట్యూటరీ
ଅଣ-ଟିକସଯୋଗ୍ୟ ଆୟ |,టాక్సబుల్ కాని ఆదాయం
ଅଣ-ବ technical ଷୟିକ ପୋଷ୍ଟ |,నాన్-టెక్నికల్ పోస్ట్
ଅଣ-ପାରମ୍ପାରିକ |,సాంప్రదాయేతర
ଅଣ-ମ bal ଖିକ ଯୋଗାଯୋଗ |,అశాబ్దిక కమ్యూనికేషన్
କ EC ଣସି ଆପତ୍ତି ପ୍ରମାଣପତ୍ର ନାହିଁ |,అభ్యంతర ధృవీకరణ పత్రం లేదు
"କ profit ଣସି ଲାଭ ନାହିଁ, କ liges ଣସି କ୍ଷତି ନାହିଁ |","లాభం లేదు, నష్టం లేదు"
ଆଦର୍ଶ,ప్రమాణం
ସାଧାରଣ,సాధారణ
ଧୂମପାନ ନକରିବା,పొగ త్రాగరాదు
ଉଲ୍ଲେଖନୀୟ |,గుర్తించదగినది
ପ୍ରଯୁଜ୍ୟ ନୁହେଁ (n.a.),వర్తించదు (N.A.)
ଉପଲବ୍ଧ ନାହିଁ (n.a.),అందుబాటులో లేదు (N.A.)
ଧ୍ୟାନ ଦିଅନ୍ତୁ,గమనిక
ନୋଟିସ୍,నోటీసు
ଆଖିଦୃଶିଆ |,గుర్తించదగినది
ବିଜ୍ଞପ୍ତି,నోటిఫికేషన్
ବିଜ୍ଞପ୍ତି କ୍ଷେତ୍ର,నోటిఫైడ్ ప్రాంతం
ଧ୍ୟାନ ଦେବା ଏବଂ ଡ୍ରାଫ୍ଟ କରିବା |,గమనించడం మరియు ముసాయిదా
Notalt ଦେୟ,నోషనల్ పే
ବୁ negoti ାମଣା ନୁହେଁ,బేరానికి వీలులేని
ବୁ negoti ାମଣା ଯନ୍ତ୍ର ନୁହେଁ |,చర్చించదగిన పరికరం కాదు
ନ୍ୟୁକ୍ଲିୟସ୍,న్యూక్లియస్
ନଲ୍,శూన్య
ନଲ୍ ଏବଂ ଶୂନ୍ୟ |,శూన్య మరియు శూన్యత
ସଂଖ୍ୟା,సంఖ్య
ସଂଖ୍ୟା,నంబరింగ్
ସଂଖ୍ୟା,సంఖ్య
ଶପଥ,ప్రమాణస్వీకారం
ସହାନୁସାର ଶପଥ କର |,విధేయత ప్రమాణం
ଅଫିସରେ ଶପଥ,కార్యాలయ ప్రమాణం
ଆଜ୍ଞା,విధేయత
Obituary,సంస్మరణ
ବସ୍ତୁ,వస్తువు
ଆପତ୍ତି,అభ్యంతరం
ଉଦ୍ଦେଶ୍ୟ,లక్ష్యం
ବସ୍ତୁ ଏବଂ କାରଣଗୁଡ଼ିକ |,వస్తువులు మరియు కారణాలు
ବାଧ୍ୟତାମୂଳକ,విధిగా
ଅଶ୍ଳୀଳ,అశ్లీల
ଅଶ୍ଳୀଳ ଅଙ୍ଗଭଙ୍ଗୀ |,అశ్లీల సంజ్ఞ
ପର୍ଯ୍ୟବେକ୍ଷକ,పరిశీలకుడు
ପୁରୁଣା,వాడుకలో లేదు
ବାଧା,అడ్డంకి
ସ୍ପଷ୍ଟ,స్పష్టంగా
ବେଳେବେଳେ,అప్పుడప్పుడు
ସ୍ଥାନ,ఆక్యుపెన్సీ
ଦଖଲକାରୀ,యజమాని
ବୃତ୍ତି,వృత్తి
ଦଖଲ କରନ୍ତୁ |,ఆక్రమించు
ଅକ୍ଟ୍ରୋ କି ଡ୍ୟୁଟି |,ఆక్ట్రోయి డ్యూటీ
ଛୁଟି ଦିନ,సెలవు
ଡ୍ୟୁଟି ଅଫ୍ କର୍ତ୍ତବ୍ୟ,ఆఫ్ డ్యూటీ
ଆପତ୍ତିଜନକ |,ప్రమాదకరం
ଅଫର୍,ఆఫర్
ନିଯୁକ୍ତି ପ୍ରଦାନ,నియామకం ఆఫర్
କାର୍ଯ୍ୟାଳୟ,కార్యాలయం
ଲାଭ କାର୍ଯ୍ୟାଳୟ,లాభం యొక్క కార్యాలయం
ସରକାରୀ,అధికారిక
ଅଫିସିଆଲ୍,అధికారికత
ସରକାରୀ କର୍ତ୍ତବ୍ୟ,అధికారిక విధి
ଅଧିକାରୀମାନେ,అధికారిక సభ్యులు
ସରକାରୀ ଭାଷା |,అధికారిక భాష
ଆନୁଷ୍ଠାନିକ ଭାବରେ |,అధికారికంగా
ସରକାରୀ ରିପୋର୍ଟ,అధికారిక నివేదిక
ସରକାରୀ ସଂସ୍କରଣ,అధికారిక వెర్షన్
ଅଧିକାରୀ,ఆఫీషియేటింగ్
ରେକର୍ଡ ବନ୍ଦ,మనలో మనమాట
ଠିକ ଅଛି (o.k.),సరే (O.K.)
ଓମ୍ଫେଡ୍ସମ୍ୟାନ୍,అంబుడ్స్‌మన్
