Malayalam,Gujarati
കോൾമോഗോറോഫ്-സ്മിർനോവ് ടെസ്റ്റ്,કોલમોગોરોફ-સ્મિર્નોવ ટેસ્ટ
ക്രോണേക്കർ ഡെൽറ്റ,ક્રોનેકર ડેલ્ટા
വെള്ളരിക്ക,કાકડી
ലഗ്രാഞ്ച് ഫംഗ്ഷൻ,Lagrange કાર્ય
ലഗ്രാഞ്ച് മൾട്ടിപ്ലയർ,લેગ્રેન્જ ગુણક
"പലക, പലക","પાટિયું, બોર્ડ"
ലാപ്ലേസ് രൂപാന്തരം,લેપ્લેસ ટ્રાન્સફોર્મ
വലിയ സംഖ്യ,મોટી સંખ્યા
സ്വഭാവം ഉത്ഭവം,લાક્ષણિક મૂળ
സൈഡ് പേജ്,બાજુનું પૃષ્ઠ
ലാറ്റിൻ ചതുരം,લેટિન ચોરસ
"പൊക്കിൾക്കൊടി, ലാറ്റസ് മലാശയം","નાભિની દોરી, લેટસ ગુદામાર્ગ"
"നിയമങ്ങൾ, തത്വങ്ങൾ","નિયમો, સિદ્ધાંતો"
വേഗത സംയോജന നിയമം,વેગ સંયોજન નિયમ
അനുയോജ്യത നിയമം,સુસંગતતા નિયમ
റിട്ടേൺസ് റൂൾ കുറയുന്നു,ઘટતા વળતરનો નિયમ
ഗുരുത്വാകർഷണ നിയമം,ગુરુત્વાકર્ષણનો નિયમ
ഗ്രൂപ്പിനുള്ള ഹോമോമോർഫിസം നിയമം,જૂથ માટે હોમોમોર્ફિઝમનો નિયમ
വളയങ്ങൾക്കുള്ള ഹോമോമോർഫിസം നിയമം,રિંગ્સ માટે હોમોમોર્ફિઝમનો નિયમ
വർദ്ധിച്ചുവരുന്ന ചെലവ് നിയമം,વધતી કિંમતનો કાયદો
എക്സ്പോണൻഷ്യേഷൻ നിയമം,ઘાતીકરણ નિયમ
ജഡത്വ നിയമം,જડતા કાયદો
വലിയ സംഖ്യകളുടെ നിയമം,મોટી સંખ્યામાં કાયદો
പ്രോബബിലിറ്റി റൂൾ,સંભાવના નિયમ
"സൈൻ റൂൾ, സൈൻ റൂൾ","સાઈન નિયમ, સાઈન નિયમ"
ഘാതകങ്ങളുടെ നിയമം,ઘાતાંકનો કાયદો
വേഗത നിയമങ്ങൾ,ઝડપ નિયમો
"പാളി, ലെവൽ","સ્તર, સ્તર"
ഫോർവേഡ് കോഫിഫിഷ്യന്റ്,આગળ ગુણાંક
ഫ്രണ്ട് ഡയഗണൽ,આગળનો કર્ણ
ഫോർവേഡ് സബ്-മാട്രിക്സ്,ફોરવર્ડ સબ-મેટ્રિક્સ
മുൻ പോസ്റ്റ്,ફ્રન્ટ પોસ્ટ
"മിനിമം, മിനിമം, മിനിമം","ન્યૂનતમ, ન્યૂનતમ, ન્યૂનતમ"
ഏറ്റവും കുറഞ്ഞ സാധാരണ പൊതു (LCM),લેસ્ટ કોમન કોમન (LCM)
മിനിമം ഘടകങ്ങൾ,ન્યૂનતમ ઘટકો
ഏറ്റവും താഴ്ന്ന ക്ലാസ്,સૌથી નીચો વર્ગ
ഏറ്റവും കുറഞ്ഞ ഓവർഹെഡ് പരിധി,ન્યૂનતમ ઓવરહેડ મર્યાદા
ഇടത് സെറ്റ്,ડાબો સમૂહ
എതിർ ഘടികാരദിശയിൽ,ઘડિયાળની વિરુદ્ધ દિશામાં
എതിർ ഘടികാരദിശയിലുള്ള സ്ക്രൂ,કાઉન્ટરક્લોકવાઇઝ સ્ક્રૂ
ഇടത് വിപരീതം,ડાબું ઊલટું
ഇടത് ഗുണനം,ડાબું ગુણાકાર
ലെബ്നിസ് ഫോർമുല,લીબનીઝ સૂત્ર
നീളം,લંબાઈ
തുംഗക്കുടി,તુંગાક્કુડી
ട്രഗസ് കർവ്,ત્રાંસી વળાંક
ശ്വാസകോശമത്സ്യം,લંગફિશ
ലെവൽ കർവ്,સ્તર વળાંક
അത്മവിശ്വാസത്തിന്റെ അളവ്,આત્મવિશ્વાસનું સ્તર
പ്രാധാന്യത്തിന്റെ തലം,મહત્વનું સ્તર
കാലക്രമത്തിൽ,કાલક્રમિક રીતે
നിഘണ്ടു ക്രമം,શબ્દકોશ ક્રમ
പ്രോബബിലിറ്റി ഫംഗ്ഷൻ,સંભાવના કાર્ય
പ്രോബബിലിറ്റി റേഷ്യോ ടെസ്റ്റ്,સંભાવના ગુણોત્તર પરીક્ષણ
"പരിധി, നാമമാത്ര","મર્યાદા, સીમાંત"
"നാമമാത്രമായ, തീവ്രമായ","સીમાંત, આત્યંતિક"
നാമമാത്ര മൂല്യം,સીમાંત મૂલ્ય
നാമമാത്ര പ്രവേഗം,સીમાંત વેગ
ശരാശരി പരിധി,સરેરાશ શ્રેણી
സംയോജനത്തിന്റെ പരിധി,એકીકરણની મર્યાદા
അനുക്രമ പരിധി,ક્રમ મર્યાદા
"ക്ലസ്റ്റർ പോയിന്റ്, പരിധി പോയിന്റ്","ક્લસ્ટર બિંદુ, મર્યાદા બિંદુ"
നാമമാത്ര പ്രവേഗം,સીમાંત વેગ
"രേഖ, രേഖ, ദീർഘവൃത്തം","રેખા, રેખા, લંબગોળ"
"രേഖീയ, രേഖീയ, രേഖീയ","રેખીય, રેખીય, રેખીય"
രേഖീയ ബീജവല്ലി,રેખીય બિજવલ્લી
രേഖീയ ബീജഗണിത സമവാക്യം,રેખીય બીજગણિત સમીકરણ
രേഖീയ ഏകദേശം,રેખીય અંદાજ
രേഖീയ അസിംപ്റ്റോട്ട്,રેખીય એસિમ્પ્ટોટ
രേഖീയ ഗുണകം,રેખીય ગુણાંક
ഷോക്ക് ശേഖരണം,આંચકો સંચય
ഷോക്ക് നിയന്ത്രണം,આઘાત પ્રતિબંધ
രേഖീയ ആശ്രിതത്വം,રેખીય અવલંબન
ലീനിയർ ഡിഫറൻഷ്യൽ സമവാക്യം,રેખીય વિભેદક સમીકરણ
"ലീനിയർ ഡൈമൻഷൻ, ലീനിയർ മെഷർമെന്റ്, ലീനിയർ ദൈർഘ്യം-വീതി","લીનિયર ડાયમેન્શન, લીનિયર મેઝરમેન્ટ, લીનિયર લેન્થ-પહોળાઈ"
"ലീനിയർ ഇക്വേഷൻ, ക്വാഡ്രാറ്റിക് ഇക്വേഷൻ","રેખીય સમીકરણ, ચતુર્ભુજ સમીકરણ"
രേഖീയ ഏകത,રેખીય એકરૂપતા
ലീനിയർ ഫ്രാക്ഷണൽ കൺവേർഷൻ,રેખીય અપૂર્ણાંક રૂપાંતર
രേഖീയ പ്രവർത്തനം,રેખીય કાર્ય
രേഖീയ പ്രവർത്തനം,રેખીય કાર્ય
രേഖീയ ഗ്രൂപ്പ്,રેખીય જૂથ
രേഖീയ സ്വാതന്ത്ര്യം,રેખીય સ્વતંત્રતા
രേഖീയ സ്വതന്ത്ര ബന്ധം,રેખીય સ્વતંત્ર સંબંધ
രേഖീയ അസമത്വം,રેખીય અસમાનતા
ലീനിയർ നോൺ-ഹോമോജീനസ് ഡിഫറൻഷ്യൽ ഇക്വേഷൻ,રેખીય બિન-સમાન વિભેદક સમીકરણ
ലീനിയർ ഇന്റഗ്രൽ സമവാക്യം,રેખીય અભિન્ન સમીકરણ
ലീനിയർ ഇന്റർപോളേഷൻ,રેખીય પ્રક્ષેપ
ലീനിയർ ലീസ്റ്റ് സ്ക്വയർ റിഗ്രഷൻ അനാലിസിസ്,લીનિયર લીસ્ટ સ્ક્વેર રીગ્રેસન એનાલિસિસ
"ഏകവചനമായി, രേഖീയമായി","એકવચનમાં, રેખીય રીતે"
രേഖീയമായി ആശ്രയിക്കുന്നത്,રેખીય રીતે નિર્ભર
രേഖീയമായി സ്വതന്ത്രമായ,રેખીય રીતે સ્વતંત્ર
ലീനിയർ മാപ്പിംഗ്,રેખીય મેપિંગ
രേഖീയ ക്രമം,રેખીય ક્રમ
ലീനിയർ സീരിയലൈസേഷൻ,રેખીય ક્રમાંકન
ലീനിയർ പ്രോഗ്രാമിംഗ്,રેખીય પ્રોગ્રામિંગ
ലീനിയർ പ്രോഗ്രാമിംഗ് അൽഗോരിതം,લીનિયર પ્રોગ્રામિંગ અલ્ગોરિધમ
ലീനിയർ പ്രോഗ്രാമിംഗ് പ്രശ്നം,રેખીય પ્રોગ્રામિંગ સમસ્યા
ലീനിയർ റിഗ്രഷൻ,રેખીય રીગ્રેસન
ലീനിയർ റിഗ്രഷൻ കോഫിഫിഷ്യന്റ്,રેખીય રીગ્રેસન ગુણાંક
"രേഖീയ ബന്ധം, എക്സ്പോണൻഷ്യൽ ബന്ധം","રેખીય સંબંધ, ઘાતાંકીય સંબંધ"
രേഖീയ ജനസംഖ്യ,રેખીય વસ્તી
രേഖീയ ഉപസ്ഥലം,રેખીય સબસ્પેસ
രേഖീയ പരിവർത്തനം,રેખીય પરિવર્તન
ലീനിയർ റിഗ്രഷൻ,રેખીય રીગ્રેસન
ലീനിയർ ഡിഫറൻഷ്യൽ എസ്റ്റിമേറ്റ്,રેખીય વિભેદક અંદાજ
രേഖീയ പ്രവേഗം,રેખીય વેગ
ലൈൻ ഇന്റഗ്രൽ,રેખા અભિન્ન
കവലയുടെ വരി,આંતરછેદની રેખા
റിഗ്രഷൻ ലൈൻ,રીગ્રેસનની રેખા
സ്പേഷ്യൽ വെക്റ്റർ,અવકાશી વેક્ટર
പ്രാദേശിക ഒപ്റ്റിമൽ,સ્થાનિક શ્રેષ્ઠ
"ലോക്കസ്, ലോക്കസ്","લોકસ, લોકસ"
ലോഗ് ലോഗ് ലോഗ്,લોગ લોગ લોગ
"ലോഗരിഥമിക്, ലോഗരിഥമിക്","લઘુગણક, લઘુગણક"
ലോഗരിഥമിക് കൃത്യത,લઘુગણક ચોકસાઈ
ലോഗരിതം കണക്കുകൂട്ടൽ,લઘુગણક ગણતરી
"ലോഗരിഥമിക് വക്രം, ലോഗരിഥമിക് വക്രം","લઘુગણક વળાંક, લઘુગણક વળાંક"
ലോഗരിഥമിക് ഡെറിവേറ്റീവ്,લઘુગણક વ્યુત્પન્ન
ലോഗരിഥമിക് ഡിഫറൻഷ്യൽ,લઘુગણક વિભેદક
"ലോഗരിഥമിക് ഫംഗ്ഷൻ, ലോഗരിഥമിക് ഫംഗ്ഷൻ","લઘુગણક કાર્ય, લઘુગણક કાર્ય"
"ലോഗരിഥമിക് ശരാശരി, ജ്യാമിതീയ ശരാശരി","લઘુગણક સરેરાશ, ભૌમિતિક સરેરાશ"
ലോഗരിഥമിക് സാധാരണ വിതരണം,લઘુગણક સામાન્ય વિતરણ
ലോഗരിഥമിക് ബന്ധം,લઘુગણક સંબંધ
ലോഗരിഥമിക് സ്കെയിൽ,લઘુગણક સ્કેલ
"ലോഗരിതം സീരീസ്, ലോഗരിതം സീരീസ്","લઘુગણક શ્રેણી, લઘુગણક શ્રેણી"
"ലോഗരിഥമിക് സർപ്പിളം, ലോഗരിഥമിക് സർപ്പിളം","લઘુગણક સર્પાકાર, લઘુગણક સર્પાકાર"
"ലോഗരിതം പട്ടിക, ലോഗരിതം പട്ടിക","લઘુગણક કોષ્ટક, લઘુગણક કોષ્ટક"
"ലോഗരിതം, ലോഗരിതം","લઘુગણક, લઘુગણક"
യുക്തി,તર્કશાસ્ત્ર
യുക്തിപരമായി തുല്യമാണ്,તાર્કિક રીતે સમકક્ષ
"ഗ്രോത്ത് കർവ്, പേൾ-റീഡ് കർവ്","ગ્રોથ કર્વ, પર્લ-રીડ કર્વ"
"ലോഗ് നോർമൽ ഡിസ്ട്രിബ്യൂഷൻ, ലോഗ് നോർമൽ ഡിസ്ട്രിബ്യൂഷൻ","સામાન્ય વિતરણ લોગ કરો, સામાન્ય વિતરણ લોગ કરો"
"രേഖാംശം, രേഖാംശം","રેખાંશ, રેખાંશ"
"ലൂപ്പ്, ലൂപ്പ്, നൂസ് (നമ്പർ), ലൂപ്പ് (വെർ.), പ്രസ്പന്ദ","loop, loop, noose (no.), loop (ver.), praspanda"
"തിരഞ്ഞെടുപ്പ് പ്രചാരണം, ലോട്ടറി","ચૂંટણી પ્રચાર, લોટરી"
അടിവരയിടുക,રેખાંકિત
താഴ്ന്ന പരിധി,ના જેટલું કે તેનાથી ઓછું
ലോ റീമാൻ-ഇന്റഗ്രൽ,લો રીમેન-ઇન્ટિગ્રલ
കുറഞ്ഞ തുക,ઓછી રકમ
ത്രികോണ മാട്രിക്സ് പിന്തുടരുന്നു,ત્રિકોણાકાર મેટ્રિક્સને અનુસરે છે
മക്ലാരിൻ സ്പ്രെഡ്,mclarin ફેલાય છે
"മായ നമ്പർ, മാജിക് നമ്പർ, ഡ്യൂറബിലിറ്റി നമ്പർ","માયા નંબર, મેજિક નંબર, ટકાઉપણું નંબર"
മാന്ത്രിക ചതുരം,જાદુઈ ચોરસ
റേഡിയന്റ് പരിധി,તેજસ્વી મર્યાદા
മെയിലിംഗ് ചോദ്യാവലി,મેઇલિંગ પ્રશ્નાવલી
മെയിൽ വഴിയുള്ള സർവേ,મેઇલ દ્વારા સર્વેક્ષણ
ഓവർഹെഡ് പരിധി,ઓવરહેડ મર્યાદા
നീണ്ട ആർക്ക്,લાંબી ચાપ
ബന്ധിത സെറ്റ്,બંધાયેલ સમૂહ
മൾട്ടിവാല്യൂഡ് ഫംഗ്ഷൻ,બહુમૂલ્ય કાર્ય
"ഭൂപടം, ഭൂപടം, ഭൂപടം","નકશો, નકશો, નકશો"
സെറ്റുകളിലേക്ക് മാപ്പിംഗ്,સેટમાં મેપિંગ
സെറ്റുകളുടെ മാപ്പിംഗ്,સેટનું મેપિંગ
നാമമാത്ര സംഭാവ്യത,સીમાંત સંભાવના
ഗണിത വിശകലനം,ગાણિતિક વિશ્લેષણ
ഗണിത യുക്തി,અંકગણિત તર્ક
ഗണിതശാസ്ത്ര കേന്ദ്രം,ગાણિતિક કેન્દ્ર
ഗണിതശാസ്ത്ര സങ്കീർണ്ണത,ગાણિતિક જટિલતા
ഗണിതശാസ്ത്ര സാമ്പത്തികശാസ്ത്രം,ગાણિતિક અર્થશાસ્ત્ર
ഗണിതശാസ്ത്ര പ്രതീക്ഷ,ગાણિતિક અપેક્ષા
ഗണിത രൂപം,ગાણિતિક સ્વરૂપ
"ഗണിത ഫോർമാറ്റ്, ഗണിത ഫോർമാറ്റ്","મેથેમેટિકલ ફોર્મેટ, મેથેમેટિકલ ફોર્મેટ"
ഗണിത ഐഡന്റിറ്റികൾ,ગાણિતિક ઓળખ
"ഗണിതശാസ്ത്ര യുക്തി, ഗണിതശാസ്ത്ര യുക്തി","ગાણિતિક તર્ક, ગાણિતિક તર્ક"
ഗണിത മാതൃക,ગાણિતિક મોડેલ
ഗണിതപരമായ ഉദ്ദേശം,ગાણિતિક ઉદ્દેશ
മാട്രിക്സ് ഡയഗണലൈസേഷൻ,મેટ્રિક્સ કર્ણકરણ
മാട്രിക്സ് വിപരീതം,મેટ્રિક્સ વ્યસ્ત
മാട്രിക്സ് വിപരീതം,મેટ્રિક્સ વ્યુત્ક્રમ
മാട്രിക്സ് ആവർത്തന രീതി,મેટ્રિક્સ પુનરાવર્તિત પદ્ધતિ
മാട്രിക്സ് രീതി,મેટ્રિક્સ પદ્ધતિ
മാട്രിക്സ് ഗുണനം,મેટ્રિક્સ ગુણાકાર
സ്ഥിരാങ്കങ്ങളുടെ മാട്രിക്സ്,સ્થિરાંકોનું મેટ્રિક્સ
പ്രബലമായ മാട്രിക്സ്,પ્રભાવશાળી મેટ્રિક્સ
മാട്രിക്സ് ഓപ്പറേറ്റർ,મેટ્રિક્સ ઓપરેટર
മാട്രിക്സ് ബഹുപദം,મેટ્રિક્સ બહુપદી
മാട്രിക്സ് പ്രിന്റിംഗ്,મેટ્રિક્સ પ્રિન્ટીંગ
മാട്രിക്സ് ഉൽപ്പന്നം,મેટ્રિક્સ ઉત્પાદન
പരമാവധി,મહત્તમ
"പരമാവധി, പരമാവധി, ഉയർന്നത്","મહત્તમ, મહત્તમ, સર્વોચ્ચ"
പരമാവധി കേവല മൂല്യം,મહત્તમ નિરપેક્ષ મૂલ્ય
പരമാവധി എഫ്-അനുപാതം,મહત્તમ F- ગુણોત્તર
പരമാവധി സാധ്യത,મહત્તમ સંભવિત
മഹൽപിഷ്ഠ,મહાલપિસ્તા
മഹത്തായ നിഗമനം,મહાન નિષ્કર્ષ
പ്രവർത്തനത്തിന്റെ പരമാവധി,કાર્યની મહત્તમ
മാക്സ്വെൽ-ബോൾട്ട്സ്മാൻ സ്ഥിതിവിവരക്കണക്കുകൾ,મેક્સવેલ-બોલ્ટ્સમેન સ્ટેટિસ્ટિક્સ
അർത്ഥം വ്യതിയാനം,સરેરાશ વિચલન
ഡീവിയേഷൻ സ്ക്വയർ ശരാശരി,વિચલન સ્ક્વેર મીન
ചതുരം അർത്ഥം പിശക്,ચોરસ સરેરાશ ભૂલ
"അർത്ഥം, ശരാശരി മൂല്യം","સરેરાશ, સરેરાશ મૂલ્ય"
അർത്ഥം സിദ്ധാന്തം,સરેરાશ પ્રમેય
ബബ്ലി അളവ്,બબલી માપન
"ഇടത്തരം, ഇടത്തരം, ഇടത്തരം, ഇടത്തരം","મધ્ય, મધ્ય, મધ્ય, મધ્ય"
മീഡിയൻ സെന്റർ,મધ્ય કેન્દ્ર
മീഡിയൻ കർവ്,મધ્ય વળાંક
മെസോതെലിയോമ,મેસોથેલિયોમા
സന്ദേശം,સંદેશ
"ആചാരം, രീതി","કસ્ટમ, પદ્ધતિ"
ഇല്ലാതാക്കൽ രീതി,કાઢી નાખવાની પદ્ધતિ
വിപരീത രീതി,વ્યુત્ક્રમ પદ્ધતિ
ആവർത്തന രീതി,પુનરાવર્તન પદ્ધતિ
ഏറ്റവും കുറഞ്ഞ ചതുരം,ઓછામાં ઓછો ચોરસ
ടോർക്ക് രീതി,ટોર્ક પદ્ધતિ
സമാനമായ ത്രികോണ രീതി,સમાન ત્રિકોણ પદ્ધતિ
ചരിവ് ഇറക്കം രീതി,ઢાળ ઉતરવાની પદ્ધતિ
സമാഹാര രീതി,સંકલન પદ્ધતિ
നിർണ്ണയിക്കാത്ത ഗുണക രീതി,અનિર્ધારિત ગુણાંક પદ્ધતિ
ദൂരം ജനസംഖ്യ,અંતર વસ્તી
മെട്രിക് സിസ്റ്റം,મેટ્રિક સિસ્ટમ
മെട്രിക് യൂണിറ്റ്,મેટ્રિક એકમ
സൂക്ഷ്മ സിദ്ധാന്തം,સૂક્ષ્મ સિદ્ધાંત
മധ്യഭാഗം,મધ્ય
ഇടത്തരം,મધ્ય
കേന്ദ്ര പോയിന്റ്,કેન્દ્રીય બિંદુ
മിഡ്‌പോയിന്റ് ഫോർമുല,મધ્યબિંદુ સૂત્ર
കുറഞ്ഞ ബഹുപദം,ન્યૂનતમ બહુપદી
മിനിമ സിദ്ധാന്തം,લઘુત્તમ સિદ્ધાંત
"ഏറ്റവും കുറഞ്ഞ, ഏറ്റവും താഴ്ന്ന, ഏറ്റവും താഴ്ന്ന","ન્યૂનતમ, સૌથી નીચો, સૌથી નીચો"
താഴ്ന്ന പോയിന്റ്,નીચા બિંદુ
ഏറ്റവും കുറഞ്ഞത് ബഹുപദം,ઓછામાં ઓછા બહુપદી
പ്രവർത്തനത്തിന്റെ ഏറ്റവും കുറഞ്ഞത്,કાર્યનું ન્યૂનતમ
ചെറിയ ആർക്ക്,ટૂંકા ચાપ
ചെറിയ കത്ത്,ટૂંકો પત્ર
പരിമിതമായ ഉപവിഭാഗം,બાઉન્ડેડ સબસેટ
"മൈനസ്, കടം","માઈનસ, દેવું"
മൈനസ് ചിഹ്നം,બાદબાકીનું ચિહ્ન
മിക്സഡ് ഫ്രാക്ഷൻ,મિશ્ર અપૂર્ણાંક
ഇതര ഉപകരണം,વૈકલ્પિક ઉપકરણ
"മോഡ്, മോഡ്, രീതി, രീതി, സിസ്റ്റം, മോഡ്","મોડ, મોડ, પદ્ધતિ, પદ્ધતિ, સિસ્ટમ, મોડ"
"മോഡുലസ്, മോഡുലസ്","મોડ્યુલસ, મોડ્યુલસ"
സങ്കീർണ്ണ സംഖ്യയുടെ മോഡുലസ്,જટિલ સંખ્યાનું મોડ્યુલસ
നിമിഷം,ક્ષણ
ടോർക്ക് ഫംഗ്ഷൻ,ટોર્ક કાર્ય
ശക്തിയുടെ നിമിഷം,બળની ક્ષણ
ആവൃത്തി-വിതരണ നിമിഷം,આવર્તન-વિતરણ ક્ષણ
ജഡത്വത്തിന്റെ നിമിഷം,જડત્વની ક્ષણ
ആവേഗത്തിന്റെ നിമിഷം,મોમેન્ટમ ક્ષણ
പ്രേരണ,આવેગ
ഒരു പോസ്റ്റ്,એક પોસ્ટ
ഒറ്റ ഏകീകരണം,એકલ સંકલન
"ഏകതാനത, ഏകരൂപം","એકરૂપતા, મોનોમોર્ફિઝમ"
ഏകപക്ഷീയമായ,મોનોક્યુલર
ഏകദിശയിലുള്ള ആരോഹണ ക്രമം,દિશાહીન ચડતો ક્રમ
തികച്ചും,સંપૂર્ણ
ഏകദിശയിൽ ചന്ദ്രക്കല,દિશાહીન રીતે અર્ધચંદ્રાકાર મેશ
ഏകതാനമായി വർദ്ധിക്കുന്ന ക്രമം,મોનોટિકલી વધતો ક્રમ
ഏകീകൃത പ്രവർത്തനം,અવિભાજ્ય કાર્ય
മോണ്ടി-കാർലോ കണക്കുകൂട്ടൽ,મોન્ટે-કાર્લો ગણતરી
മോണ്ടെ-കാർലോ രീതി,મોન્ટે-કાર્લો પદ્ધતિ
മോറ (കായികം),મોરા (રમત)
മരണ സ്ഥിതിവിവരക്കണക്കുകൾ,મૃત્યુના આંકડા
മിക്കവാറും,મોટે ભાગે
ചലനം,ગતિ
ചലിക്കുന്ന ശരാശരി,મૂવિંગ મીન
എം-ജനസംഖ്യ,M-વસ્તી
ഇന്റഗ്രലിന്റെ എം-ടെസ്റ്റ്,એમ-ટેસ્ટ ઓફ ઇન્ટિગ્રલ
ഒന്നിലധികം തീരുമാന-പ്രശ്നം,બહુવિધ નિર્ણય-સમસ્યા
ബഹുപദ സാധാരണ വിതരണം,બહુપદી સામાન્ય વિતરણ
പോളിനോമിയൽ റാൻഡം വേരിയബിൾ,બહુપદી રેન્ડમ ચલ
മൾട്ടിപ്ലക്സ് ഗതാഗത പ്രശ്നം,મલ્ટિપ્લેક્સ પરિવહન સમસ્યા
ബഹുപദം,બહુપદી
ബഹുപദ വിതരണം,બહુપદી વિતરણ
"മൾട്ടിപ്പിൾ, മൾട്ടിപ്പിൾ, മൾട്ടിപ്പിൾ, പല (വി.), മൾട്ടിപ്പിൾ, റിഫ്രാക്റ്റീവ് (എൻ.)","બહુવિધ, બહુવિધ, બહુવિધ, ઘણા (વિ.), બહુવિધ, પ્રત્યાવર્તન (એન.)"
മൾട്ടിപ്പിൾ ചോയ്സ് പ്രശ്നം,બહુવિધ પસંદગીની સમસ્યા
കോൺഫെഡറേറ്റ് പ്രവിശ്യകൾ,સંઘીય પ્રાંતો
ഒന്നിലധികം പരസ്പരബന്ധം,બહુવિધ સહસંબંધ
ഒന്നിലധികം ആവൃത്തി പട്ടിക,બહુવિધ આવર્તન કોષ્ટક
ഒന്നിലധികം ഇന്റഗ്രൽ,બહુવિધ અભિન્ન
ഒന്നിലധികം സംയോജനം,બહુવિધ એકીકરણ
ഒന്നിലധികം റിഗ്രഷൻ,બહુવિધ રીગ્રેસન
ഒന്നിലധികം റിഗ്രഷൻ വിശകലനം,બહુવિધ રીગ્રેસન વિશ્લેષણ
മൾട്ടിപ്പിൾ റിഗ്രഷൻ കോഫിഫിഷ്യന്റ്,બહુવિધ રીગ્રેશન ગુણાંક
ഒന്നിലധികം റിഗ്രഷൻ സമവാക്യം,બહુવિધ રીગ્રેસન સમીકરણ
മൾട്ടി റൂട്ട്,બહુમૂળ
ഗുണനം,ગુણાકાર
(നിർണ്ണയത്തിന്റെ) നിരയുടെ ഗുണനം,(નિર્ધારકનું) સ્તંભાકાર ગુણાકાર
(നിർണ്ണയത്തിന്റെ) രേഖീയ ഗുണനം,(નિર્ધારકનું) રેખીય ગુણાકાર
ഗുണന ഘടകം,ગુણાકાર પરિબળ
ഗുണിത പ്രവർത്തനം,ગુણાકાર કાર્ય
ഗുണപരമായ ഗ്രൂപ്പ്,ગુણાત્મક જૂથ
ഗുണന വിപരീതം,ગુણાકાર વ્યસ્ત
ബഹുസ്വരത,બહુમતી
ബഹുസ്വരത,બહુમતી
പൂജ്യങ്ങളുടെ ഗുണിതം,શૂન્યની ગુણાકાર
ഗുണനം,ગુણક
"ഗുണിക്കുക, ഗുണിക്കുക","ગુણાકાર, ગુણાકાર"
ഒന്നിലധികം വിതരണം,બહુવિધ વિતરણ
ഒന്നിലധികം സാധാരണ വിതരണം,બહુવિધ સામાન્ય વિતરણ
ബഹുവിധ ജനസംഖ്യ,બહુવિધ વસ્તી
"പരസ്പര, പരസ്പര","પરસ્પર, પરસ્પર"
നബ്ല,નાબલા
നാപിരിയ,નાપીરીયા
"നേപ്പിയർ ലോഗരിതം, നേപ്പിയർ ലോഗരിതം","નેપિયર લઘુગણક, નેપિયર લઘુગણક"
"സ്വാഭാവിക ലോഗരിതം, സ്വാഭാവിക ലോഗരിതം","કુદરતી લઘુગણક, કુદરતી લઘુગણક"
"പോസിറ്റീവ് പൂർണ്ണസംഖ്യ, പോസിറ്റീവ് പൂർണ്ണസംഖ്യ","ધન પૂર્ણાંક, ધન પૂર્ણાંક"
നോട്ടിക്കൽ മൈൽ,નોટિકલ માઇલ
n-vim,n-vim
n-vim വെക്റ്റർ-സ്പെയ്സ്,n-vim વેક્ટર-સ્પેસ
ആവശ്യമായതും മതിയായതുമായ നിയന്ത്രണങ്ങൾ,જરૂરી અને પર્યાપ્ત પ્રતિબંધો
ആവശ്യമായ നിയന്ത്രണങ്ങൾ,જરૂરી પ્રતિબંધો
നിരോധനം,પ્રતિબંધ
"നെഗറ്റീവ്, നെഗറ്റീവ്, നെഗറ്റീവ്","નકારાત્મક, નકારાત્મક, નકારાત્મક"
ക്രെഡിറ്റ് വക്രത,ક્રેડિટ વક્રતા
നെഗറ്റീവ് നിശ്ചിത ഏകതാനത,નકારાત્મક ચોક્કસ એકરૂપતા
നെഗറ്റീവ് ഫിക്സഡ് മാട്രിക്സ്,નકારાત્મક નિશ્ચિત મેટ્રિક્સ
നെഗറ്റീവ് അർദ്ധനിശ്ചിത ഏകത,નકારાત્મક અર્ધનિશ્ચિત સજાતીય
"അയൽപക്കം, സാമീപ്യം","પડોશ, નિકટતા"
"ഒന്നിലധികം സാമ്പിളിംഗ്, ഇൻക്ലൂസീവ് സാംപ്ലിംഗ്","મલ્ટિપલ સેમ્પલિંગ, ઇન્ક્લુઝિવ સેમ્પલિંગ"
മൊത്തം ജനന നിരക്ക്,ચોખ્ખો જન્મ દર
ന്യൂട്ടനി മെക്കാനിക്സ്,ન્યૂટેની મિકેનિક્સ
ന്യൂട്ടന്റെ ഡിവിഡഡ് ഡിഫറൻസ് ഫോർമുല,ન્યુટનનું વિભાજિત તફાવત સૂત્ર
ന്യൂട്ടന്റെ ചലന നിയമങ്ങൾ,ન્યુટનના ગતિના નિયમો
പേര് അസൈൻമെന്റ്,નામ સોંપણી
നെയ്മാൻ-പിയേഴ്സൺ-തത്ത്വം,નેઇમન-પિયર્સન-સિદ્ધાંત
പൂജ്യം സാധ്യതയുള്ള ഘടകം,શૂન્ય સંભવિત તત્વ
പൂജ്യം സാധ്യതയുള്ള മാട്രിക്സ്,શૂન્ય સંભવિત મેટ્રિક્સ
"നോഡ്, നോഡ്, ഇല, നിബ്, ഫിൽട്ടർ","નોડ, નોડ, પર્ણ, નિબ, ફિલ્ટર"
അൻ-അബെലി ഗ്രൂപ്പ്,એન-અબેલી જૂથ
ആപേക്ഷികമായ ഒത്തുചേരൽ,રિલેટિવિસ્ટિક કન્વર્જન્સ
