Hindi,Telugu
"अधिष्ठापन, संस्थापन",సంస్థాపన
ताक्षणिक वोल्टता,తక్షణ వోల్టేజ్
अनुदेश,సూచన
" विद्युत् रोधी पदार्थ          , ऊष्मारोधी पदार्थ",ఇన్సులేటింగ్ పదార్థం
" रोधन, रोध  , विद्युत्-्रोधन  , ऊष्मा-रोधन",ఇన్సులేషన్
" विद्युतरोधन  प्रतिरोध        , ऊष्मारोधन प्रतिरोध",ఇన్సులేషన్ నిరోధకత
" विद्युत-रोधी ,ऊष्मारोधी",ఇన్సులేటర్
एकीकृत परिपथ,ఇంటిగ్రేటెడ్ సర్క్యూట్
समाकलनी जालक्रम,నెట్‌వర్క్‌ను సమగ్రపరచడం
समाकलक,ఇంటిగ్రేటర్
" आसूचना , बुद्धि",ఇంటెలిజెన్స్
तीव्रता,తీవ్రత
वाक्-तीव्रता,ప్రసంగం యొక్క తీవ్రత
अंतर चैनल व्यतिकरण,ఇంటర్ ఛానల్ జోక్యం
" अंतरावकाश ,अंतरापत्र",ఇంటర్‌లీవ్
"अन्योन्यक्रिया, अंतः क्रिया",పరస్పర చర్య
अन्योन्यक्रियता,ఇంటరాక్టివిటీ
"अंतःसंचार, इंटरकॉम",ఇంటర్‌కామ్
अंतःयोजनीयता,ఇంటర్కనెక్టివిటీ
"इंटरफेस, अंतरापृष्ठ",ఇంటర్ఫేస్
अंतरापृष्ठ क्रमवीक्षण,ఇంటర్ఫేస్ స్కానింగ్
व्यतिकरण,జోక్యం
"व्यतिकारी अंचल, व्यतिकारी जोन, क्षेत्र",జోక్యం జోన్
व्यतिकारी चैनल,జోక్యం చేసుకునే ఛానెల్
व्यतिकारी आवृत्ति,జోక్యం చేసుకునే ఫ్రీక్వెన్సీ
व्यतिकारी रेडियो आवृत्ति संकेत,రేడియో ఫ్రీక్వెన్సీ సిగ్నల్ జోక్యం చేసుకుంటుంది
अंतराफ्रेम,ఇంటర్‌ఫ్రేమ్
" अंतरापत्र , अंतरावकाश",ఇంటర్‌లీవ్
अंतरापत्रित,ఇంటర్‌లీవ్డ్
अंतरापत्रित प्रवाह,ఇంటర్‌లీవ్డ్ స్ట్రీమ్
अंतः पत्रक,ఇంటర్‌లీవర్
अंतरावकाशी अवधि,ఇంటర్‌లీవింగ్
अंतरापत्रण,ఇంటర్‌లీవింగ్
अंतरावकाश अवधि,ఇంటర్‌లీవింగ్ కాలం
अंतःपाश परिपथ,ఇంటర్‌లాక్ సర్క్యూట్
अंतःपाश स्विच,ఇంటర్‌లాక్ స్విచ్
अंतःपाशन,ఇంటర్‌లాకింగ్
मध्यवतब विफलता,ఇంటర్మీడియట్ వైఫల్యం
मध्य आवृत्ति,ఇంటర్మీడియట్ ఫ్రీక్వెన్సీ
मध्य आवृत्ति दोलित्र,ఇంటర్మీడియట్ ఫ్రీక్వెన్సీ ఓసిలేటర్
आंतरायिक,అడపాదడపా
आंतरायिक धारा,అడపాదడపా కరెంట్
अंतरामॉडुलन,ఇంటర్‌మోడ్యులేషన్
अंतरामॉडुलन विरूपण,ఇంటర్మోడ్యులేషన్ వక్రీకరణ
अंतरामॉडुलन उत्सर्जन,ఇంటర్‌మోడ్యులేషన్ ఉద్గారం
अंतरामॉडुलन परीक्षण,ఇంటర్‌మోడ్యులేషన్ పరీక్ష
"इंटरनेट, अंतर्जाल",అంతర్జాలం
इंटरनेट प्रसारण,ఇంటర్నెట్ ప్రసారం
इंटरनेट गपशप,ఇంటర్నెట్ చాటింగ్
इंटरनेट प्रोटोकॉल स्टैक,ఇంటర్నెట్ ప్రోటోకాల్ స్టాక్
इंटरनेट रेडियो,ఇంటర్నెట్ రేడియో
इंटरनेट प्रवाहन,ఇంటర్నెట్ స్ట్రీమింగ్
"इंटरनेट वीडियो, इंटरनेट –ष्य",ఇంటర్నెట్ వీడియో
अंतरप्रचालनीयता,ఇంటర్‌పెరాబిలిటీ
अंतर्वेशन,ఇంటర్‌పోలేషన్
" अनुदेशांतरक  , निर्वचक",వ్యాఖ్యాత
"अंतरायक, बाधा",అంతరాయం
"अंतरायन, रूकावट, व्यवधान",అంతరాయం
"अंतरायक, बाधक",అంతరాయం
अंतराल,విరామం
अंतराकोडन,ఇంట్రాకోడింగ్
अंतराफ्रेम,ఇంట్రాఫ్రేమ్
"इंट्रानेट, अंतराजाल, अंतः जाल",ఇంట్రానెట్
अंतराचित्र,ఇంట్రాపికర్
"अंतरावेब, अंतराजाल",ఇంట్రావేబ్
नैज अर्धचालक,అంతర్గత సెమీకండక్టర్
विपरीत धारा,విలోమ కరెంట్
व्युत्क्रम स्थानिक प्रचालन,విలోమ ప్రాదేశిక ఆపరేట్
"प्रतिलोमित, व्युत्क्रमित",విలోమ
प्रतिलोमित L ऐन्टेना,విలోమ ఎల్ యాంటెన్నా
प्रतिलोमित V ऐन्टेना,విలోమ V యాంటెన్నా
"प्रतीपक, अंतर्वर्तक, इनवर्टर",ఇన్వర్టర్
अनियमित,సక్రమంగా
"असंगत तत्व, असंबंधित तत्व",అసంబద్ధమైన మూలకం
पृथक्करण जालक्रम,ఐసోలేషన్ నెట్‌వర్క్
"विलगक, पृथक्कारक",ఐసోలేటర్
"संबाधक, जामक",జామర్
"संबाधन, जाम होना",జామింగ్
विशेष कूट संचिका,పరిభాష ఫైల్
जावा लिपि,జావా స్క్రిప్ట్
झंकार (विज्ञापन) गीत,జింగిల్
"जिटर, प्रकंपन",జిట్టర్
"जोड़ने वाला, मिलाने वाला, योजक",జాయినర్
"जोड़, संधि",ఉమ్మడి
संधित,జాయింటెడ్
"झंपक, जम्पर",జంపర్
"कबाड़, जंक",జంక్
"अवांछित डाक, अवांछित मेल",చెత్త మెయిల్
"vिाष्ट, कर्नेल",కెర్నల్
कुंजी,కీ
कुंजी पटल,కీబోర్డ్
कुंजीयक,KEEER
"मूल स्वर, मूल टिप्पणी, आरंभिक स्वर",కీనోట్
किलोसाइकिल,కిలోసైకిల్
किलोवोल्ट,కిలోవోల్ట్
किलोवाट,కిలోవాట్
शुद्धगतिकी,కైనమాటిక్స్
जानु बिंदु वोल्टता,మోకాలి పాయింట్ వోల్టేజ్
"घुंडी, नॉब",నాబ్
ज्ञानाधार,జ్ఞాన స్థావరం
ज्ञान निरूपण,జ్ఞాన ప్రాతినిధ్యం
L' जालक्रम,L నెట్‌వర్క్
L' परिच्छेद फिल्टर,L సెక్షన్ ఫిల్టర్
पष्चता और अग्रता,లాగ్ మరియు సీసం
पष्चगामी धारा,లాగింగ్ కరెంట్
पष्चगामी षक्ति गुणक,లాగింగ్ పవర్ ఫ్యాక్టర్
"स्तरित, पटलित",లామినేటెడ్
"लैम्प, दीप",దీపం
लैपटॉप,ల్యాప్‌టాప్
लेसर आवृत्ति,లేజర్ ఫ్రీక్వెన్సీ
गुप्त त्रुटि,గుప్త లోపం
गुप्त ऊष्मा,గుప్త వేడి
अक्षांश,అక్షాంశం
"परत, स्तर",పొర
"अभिन्यास, नक्शा, खाका",లేఅవుట్
"अभिन्यास योजना,  अनुविक्षेप योजना",లేఅవుట్ ప్రణాళిక
" अग्रता , तार, लीड",సీసం
"अग्रगामी कला, अग्रगामी फेज",ప్రముఖ దశ
क्षरणरोधी,లీక్ ప్రూఫ్
क्षरण,లీకేజ్
पट्टा परिपथ,లీజుకు ఇచ్చిన సర్క్యూట్
लेन्स,లెన్స్
तल सूचक,స్థాయి సూచిక
प्रकाश नियंत्रण,కాంతి నియంత్రణ
"प्रकाश पेन, प्रकाश लेखनी",లైట్ పెన్
तडित् निरोधक,మెరుపు అరెస్టర్
सीमक,పరిమితి
"सीमक प्रवर्धक, सीमाकारी प्रवर्धक",పరిమితం చేసే యాంప్లిఫైయర్
"लाइन क्षय, लाइन हानि",లైన్ నష్టం
लाइन रव,లైన్ శబ్దం
–ष्टि-रेखा,దృష్టి రేఖను
लाइन प्रावस्था,పంక్తి దశ
लाइन संचरण,లైన్ ట్రాన్స్మిషన్
भाररहित लाइन,పంక్తి అన్‌లోడ్ చేయబడింది
रैखिक क्वांटमकारी,లీనియర్ క్వాంటిజర్
रैखिकता,సరళత
समाक्ष लाइन,లైన్-కోక్సియల్
लाइन समकारी,లైన్-ఈక్వలైజర్
लाइन आवृत्ति,లైన్-ఫ్రీక్వెన్సీ
लाइन प्रतिबाधा,లైన్-ఇంపెడెన్స్
चतुर्थांश तरंगदैर्घ्य लाइन,లైన్-క్వార్టర్ తరంగదైర్ఘ్యం
"कड़ी, शृंखला, लिंक",లింక్
संयोजक शृंखलक,లింకర్
ओष्ठ माइक्रोफोन,లిప్-మైక్రోఫోన్
सजीव प्रसारण,ప్రత్యక్ష ప్రసారం
सक्रिय परिपथ,లైవ్ సర్క్యూట్
जीवंत कार्यक्रम,ప్రత్యక్ష కార్యక్రమం
भार,లోడ్
भार धारिता,లోడ్ సామర్థ్యం
भार वहन क्षमता,లోడ్ మోసే సామర్థ్యం
लोड अभिलक्षण,లోడ్ లక్షణం
लोड प्रतिबाधा,లోడ్ ఇంపెడెన్స్
"भारित, लोडित",లోడ్ చేయబడింది
भारक,లోడర్
"भारण, लोडन",లోడ్
"भारण कुंडली, लोडन कुंडली",కాయిల్ లోడ్ అవుతోంది
"भार परीक्षण, लोड परीक्षण",లోడ్-టెస్ట్
पालि,లోబ్
पालि ऐन्टेना,లోబ్ యాంటెన్నా
"स्थानीय क्षेत्र जालक्रम, स्थानीय क्षेत्र नेटवर्क",లోకల్ ఏరియా నెట్వర్క్
स्थानीय बैटरी,స్థానిక బ్యాటరీ
स्थानीय दोलित्र,స్థానిక ఓసిలేటర్
"लॉग, अभिलेख",లాగ్
लॉग बुक,లాగ్ బుక్
सत्रारंभ,లాగిన్ (లాగిన్ అవ్వండి)
सत्रांत,లాగ్ ఆఫ్ (లాగ్ అవుట్)
"लॉगशीट, लॉग प्रपत्र",లాగ్ షీట్
"लघुगणक, लॉगेरिथ्म",లోగరిథం
"लघुगणकीय प्रवर्धक, लॉगेरिथ्मीय प्रवर्धक",లోగరిథమిక్ యాంప్లిఫైయర్
"लघुगणकीय अनुपात, लॉगेरिथ्मीय अनुपात",లోగరిథమిక్ నిష్పత్తి
लघुगणकीय अनुक्रिया,లోగరిథమిక్ ప్రతిస్పందన
"लघुगणकीय मापक्रम, लघुगणकीय स्केल",లోగరిథమిక్ స్కేల్
"संलेखन, प्रचालेखन",లాగింగ్
तर्क,లాజిక్
"तर्क द्वार, तर्क गेट",లాజిక్ గేట్
तर्क संक्रिया,లాజిక్ ఆపరేషన్
तार्किक,తార్కిక
तार्किक फ्रेम,తార్కిక ఫ్రేమ్
"लोगो अंतर्वेशक, प्रतीक अंतर्वेशक",లోగో ఇన్సర్టర్
देशांतर,రేఖాంశం
"लूप, पाश",లూప్
पाश ऐन्टेना,లూప్ యాంటెన్నా
पाश लब्धि,లూప్ లాభం
लूप परीक्षण,లూప్ పరీక్ష
शिथिल संपर्क,వదులుగా పరిచయం
"अल्प युग्मन, शिथिल युग्मन",వదులుగా కలపడం
हासहीन ऐन्टेना,లాస్‌లెస్ యాంటెన్నా
हासहीन संपीडन,లాస్‌లెస్ కంప్రెషన్
हासी संपीडन,లాస్సీ కంప్రెషన్
प्रबलता (ध्वनि),లౌడ్నెస్ (ధ్వని)
"ध्वनि विस्तारक, लाउडस्पीकर",లౌడ్‌స్పీకర్
निम्न आवृत्ति,తక్కువ పౌన .పున్యం
निम्न स्तर भाषा,తక్కువ స్థాయి భాష
निम्न हानि प्रभरक,తక్కువ నష్టం ఫీడర్
निम्न हानि नम्य समाक्ष केबल,తక్కువ నష్టం సౌకర్యవంతమైన ఏకాక్షక కేబుల్
निम्न रव अभिग्राही,తక్కువ శబ్దం రిసీవర్
निम्न कक्षायमान उपग्रह,తక్కువ కక్ష్య ఉపగ్రహ
निम्न पारक फिल्टर,తక్కువ పాస్ ఫిల్టర్
निम्न प्रतिघात भूसंपर्कन,తక్కువ ప్రతిచర్య ఎర్తింగ్
अल्प प्रतिरोधी पथ,తక్కువ నిరోధక మార్గం
"लग, कर्णक",లగ్
ज्योतिर्मयता,ప్రకాశం
पिंडित,ముద్ద
बृहत् खंड,స్థూల బ్లాక్
"बृहत् परिभाषा, बृहत् स्पष्टता",స్థూల నిర్వచనం
"बृहत् –ष्य, बृहत् –ष्टि,",స్థూల దృష్టి
"मायाक्षि, मैजिक आई",మేజిక్ కన్ను
चुंबक,అయస్కాంతం
चुंबकीय क्षेत्र,అయిస్కాంత క్షేత్రం
चुंबकीय फ्लक्स,అయస్కాంత ప్రవాహం
चुंबकीय धुव,అయస్కాంత ధ్రువం
चुंबकीय विक्षोभ,అయస్కాంత తుఫాను
चुंबकीय स्विच,మాగ్నెటిక్ స్విచ్
"चुंबकीय टेप, चुंबकीय फीता",అయస్కాంత టేప్
चुंबकत्व,అయస్కాంతత్వం
"डाक संविलयन, मेल संविलयन",మెయిల్ విలీనం
डाक सूची,మెయిలింగ్ జాబితా
मुख्य वाहक,ప్రధాన క్యారియర్
अनुरक्षण करना,నిర్వహించండి
अनुरक्षण; रख-रखाव,నిర్వహణ
अनुरक्षण दल,నిర్వహణ బృందం
बहुसंख्यक वाहक,మెజారిటీ క్యారియర్
संबंध संपर्क रिले,కాంటాక్ట్ రిలే చేయండి
संपर्क और विच्छेद स्विच,మేక్-అండ్-బ్రేక్ స్విచ్
पुं-संबंधक,మగ-కనెక్టర్
मानव निर्मित रव,మనిషి శబ్దం చేశాడు
प्रबंधन सूचना तंत्र (एम आई एस),నిర్వహణ సమాచార వ్యవస్థ (తప్పు)
"जोड़-तोड़, जुगाड़, युक्तियोजित",మార్చబడింది
हस्त नियंत्रण,మాన్యువల్ నియంత్రణ
हस्तविधि,మాన్యువల్ పద్ధతి
सुरक्षा पूर्वोपाय नियम-पुस्तिका,ముందు జాగ్రత్త యొక్క మాన్యువల్
हस्त प्रचालित,మానవీయంగా పనిచేస్తుంది
विनिर्माता,తయారీదారు
प्रच्छादक,ముసుగు
प्रच्छादिती,మాస్కీ
"प्रच्छादी, प्रच्छादक",మాస్కర్
प्रच्छादन,మాస్కింగ్
प्रच्छादन व्यवहार,మాస్కింగ్ ప్రవర్తన
श्रव्य प्रच्छादन प्रभाव,ఆడియో యొక్క మాస్కింగ్ ప్రభావం
प्रच्छादन देहली,మాస్కింగ్ థ్రెషోల్డ్
प्रच्छादन स्वर,మాస్కింగ్ టోన్
मास्ट,మాస్ట్
मास्ट विकिरक,మాస్ట్ రేడియేటర్
प्रधान नियंत्रण,మాస్టర్ కంట్రోల్
प्रधान दोलित्र,మాస్టర్ ఓసిల్లట్రార్
"प्रतितुलन प्रतिबाधा, सुमेलन प्रतिबाधा",మ్యాచ్-ఇంపెడెన్స్
"प्रतितुलन जालक्रम, सुमेलन जालक्रम",సరిపోయే నెట్‌వర్క్
"सुमेलन स्टब, प्रतितुलन स्टब",మ్యాచింగ్ స్టబ్
"सुमेलन ट्रांसफार्मर, प्रतितुलन ट्रांसफार्मर",మ్యాచింగ్ ట్రాన్స్ఫార్మర్
सामग्री प्रापण,మెటీరియల్-ప్రోక్వర్
"आव्यूह, मैट्रिक्स",మాతృక
अधिकतमीकरण,గరిష్టీకరణ
अधिकतम मांग सूचक,గరిష్ట డిమాండ్ సూచిక
अधिकतम षक्ति घनत्व,గరిష్ట శక్తి సాంద్రత
अधिकतम सुग्राहिता,గరిష్ట సున్నితత్వం
अधिकतम ताप,గరిష్ట ఉష్ణోగ్రత
अधिकतम उपयोज्य आवृत्ति,గరిష్టంగా ఉపయోగపడే ఫ్రీక్వెన్సీ
अधिकतम मान,గరిష్ట విలువ
विफलता-माध्य समय,వైఫల్యానికి సగటు సమయం
"माध्य मूल्य, माध्य मान",సగటు విలువ
मापित संकेत,కొలిచిన సిగ్నల్
मापन,కొలత
मापन युक्ति,కొలిచే పరికరం
माप उपस्कर,కొలిచే పరికరాలు
माप यंत्र,కొలత పరికరం
क्षेत्र सामर्थ्य माप यंत्र,క్షేత్ర బలం యొక్క కొలత పరికరం
मापन फीता,కొలిచే టేప్
"यंत्रावली, क्रियाविधि",విధానం
"मीडिया सर्वर, माध्यम परिसेवक",మీడియా సర్వర్
" मध्य , माध्यम  ,मध्यम",మధ్యస్థం
मध्यम आवृत्ति,మధ్యస్థ పౌన frequency పున్యం
मध्यम आवृत्ति तरंग,మీడియం ఫ్రీక్వెన్సీ వేవ్
मध्यम तरंग,మీడియం వేవ్ (MW)
मेगा ओम,మెగా-ఓహెచ్
मेगर,మెగర్
स्मृति,మెమరీ
मेंटरन,మార్గదర్శకత్వం
मेनू-बार,మెనూ పట్టిక
पारद स्विच,మెర్క్యురీ స్విచ్
संविलय,విలీనం
संदेश,సందేశం
"अधिआंकड़ा, मेटाडाटा",మెటాడేటా
धातु ऑक्साइड अर्धचालक डायोड,మెటల్-ఆక్సైడ్ సెమీకండక్టర్ డయోడ్
धातु-कोषित केबल,మెటల్-షీట్డ్ కేబుల్
"मीटर, मापक",మీటర్
मापयंत्र पैनल,మీటరింగ్ ప్యానెల్
अभ्रक,మైకా
अभ्रक विद्युत् रोधन,మైకా-ఇన్సులేషన్
"सूक्ष्म-, माइक्रो-",సూక్ష్మ-
सूक्ष्म घटक,మైక్రో కాంపోనెంట్
"सूक्ष्म कंप्यूटर, सूक्ष्म अभिकलित्र",మైక్రో కంప్యూటర్
सूक्ष्म नियंत्रक,మైక్రో కంట్రోలర్
सूक्ष्म इलेक्ट्रॉनिकी,మైక్రో-ఎలక్ట్రానిక్స్
माइक्रोफोन,మైక్రోఫోన్
माइक्रोफोनिक्स,మైక్రోఫోనిక్స్
"सूक्ष्मप्रक्रमक, माइक्रोप्रोसेसर",మైక్రోప్రాసెసర్
माइक्रो वोल्ट,కీ సూక్ష్మ వోల్ట్
सूक्ष्म तरंग,మైక్రోవేవ్
सूक्ष्म तरंग ऐन्टेना,మైక్రోవేవ్ యాంటెన్నా
सूक्ष्म तरंग किरणपुंज,మైక్రోవేవ్ బీమ్
मध्य-बैंड,మిడ్-బ్యాండ్
"प्रवास, प्रवजन, अभिगमन, स्थानांतरण",వలస
प्रवास पथ,వలస మార్గం
"लघुरूप, लघु",సూక్ష్మ
लघुरूपीकृत,సూక్ష్మీకరించినది
न्यूनतम,కనిష్ట
न्यूनतम ताप,కనీస ఉష్ణోగ్రత
न्यूनतम उपयोज्य क्षेत्र सामर्थ्य,కనిష్టంగా ఉపయోగపడే క్షేత్ర బలం
"अल्पांश वाहक, अल्पसंख्यक वाहक",మైనారిటీ క్యారియర్
कुइंगित,తప్పు
मिश्रित करना (क्रि.),కలపండి
मिश्रित लोपन,మిశ్రమ బ్లాంకింగ్
"मिश्रित सिंक, मिश्रित तुल्यकालन",మిశ్రమ సమకాలీకరణ
मिश्रक,మిక్సర్
"मिश्रण ट्यूब, मिश्रण नलिका",మిక్సర్ ట్యూబ్
"मिश्रण करना, मिलाना",మిక్సింగ్
मिश्रक परिपथ,మిక్సింగ్ సర్క్యూట్
स्मरक,జ్ఞాపకశక్తి
स्मृति विज्ञान,జ్ఞాపకశక్తి
"चल, मोबाइल",మొబైల్
चल बहुमाध्यम अनुप्रयोग,మొబైల్ మల్టీమీడియా అప్లికేషన్
"चल दूरदर्शित्र, चल टीवी, चल TV",మొబైల్ టీవీ
विधा,మోడ్
भंग-विधा,వైఫల్య మోడ్
संचरण-विधा,ప్రచార మోడ్
"निदर्श, मॉडल",మోడల్
मॉडेम,మోడెమ్
आधुनिक एफ एम प्रेषित्र,ఆధునిక FM ట్రాన్స్మిటర్
"आधुनिक प्रचलन, आधुनिक प्रवृत्तियाँ",ఆధునిక పోకడలు
"विन्यास विधा, संरूपण विधा",కాన్ఫిగరేషన్ మోడ్‌లు
"आशोधन करना, आपरिवर्तन करना (क्रि.)",సవరించండి
मॉडुलित सतत तरंग,మాడ్యులేటెడ్ నిరంతర వేవ్
मॉडुलित संकेत,మాడ్యులేటెడ్ సిగ్నల్
मॉडुलित तरंगरूप,మాడ్యులేటెడ్ వేవ్‌ఫార్మ్
मॉडुलन,మాడ్యులేషన్
मॉडुलन आयाम,మాడ్యులేషన్ యాంప్లిట్యూడ్
"मॉडुलन क्षमता, मॉडुलन सामर्थ्य",మాడ్యులేషన్ సామర్ధ్యం
मॉडुलन आवृत्ति,మాడ్యులేషన్ ఫ్రీక్వెన్సీ
मॉडुलन सूचकांक,మాడ్యులేషన్ సూచిక
मॉडुलन रैखिकता,మాడ్యులేషన్ లీనియారిటీ
"मॉडुलेशन मीटर, मॉडुलनमापी",మాడ్యులేషన్ మీటర్
मॉडुलन मॉनीटर,మాడ్యులేషన్ మానిటర్
मॉडुलन प्रतिशत,మాడ్యులేషన్ శాతం
मॉडुलक,మాడ్యులేటర్
"मॉड्यूल, अनुखंड",మాడ్యూల్
"नमी, आर्द्रता",తేమ
संवेग,ఊపందుకుంటున్నది
"मॉनीटर, अनुवीक्षण",మానిటర్
"मॉनीटरन, अनुवीक्षण",పర్యవేక్షణ
अनुवीक्षण और विष्लेषण तकनीक,పర్యవేక్షణ మరియు విశ్లేషణ పద్ధతులు
अनुवीक्षण और नियंत्रण,పర్యవేక్షణ మరియు నియంత్రణ
"मॉनीटरन केंद्र, अनुवीक्षण केंद्र",పర్యవేక్షణ స్టేషన్
एकल वर्ण,మోనోక్రోమ్
एकपथ ध्वनिक संचरण,మోనోఫోనిక్ ట్రాన్స్మిషన్
रूप,మార్ఫ్
"रूपण, आकृतीकरण",మార్ఫింగ్
आकारिता,మార్ఫిజం
मोजैक,మొజాయిక్
"मदर बोर्ड, उश्म पटल",మదర్‌బోర్డు
गति प्रतिकरण,చలన పరిహారం
गति आकलन,చలన అంచనా
गति सदिश,మోషన్ వెక్టర్
"गतिक वीडियो, चल–श्य",మోషన్ వీడియో
मोटर,మోటారు
मोटर प्रचालक,మోటారు ఆపరేటర్
मोटर प्रवर्तक,మోటార్ స్టార్టర్
आरोह,మౌంట్
"मूषक, माउस",మౌస్
"माउस इंटरफेस, माउस अंतरापृष्ठ",మౌస్ ఇంటర్ఫేస్
गति,ఉద్యమం
बहु चैनल विस्तार,మల్టీ ఛానల్ పొడిగింపు
बहुप्रसारण,మల్టీకాస్టింగ్
बहु चैनल संकेत,మల్టీచానెల్ సిగ్నల్స్
बहुदिश माइक्रोफोन,మల్టీడైరెక్షనల్ మైక్రోఫోన్
"बहुभाषी वृत्तविवरण, बहुभाषी कमेंट्री",బహుభాషా వ్యాఖ్యానం
"बहुमाध्यम, मल्टीमीडिया",మల్టీమీడియా
"बहुमाध्यम लघुकेंद्र, मल्टीमीडिया कीऑस्क",మల్టీమీడియా కియోస్క్
"बहुमापी, मल्टीमीटर",మల్టీమీటర్
बहुपथ,మల్టీపాత్
बहुपथ अभिग्रहण,మల్టీపాత్ రిసెప్షన్
"बहुप्रावस्था, बहुकला",మల్టీఫేస్
बहु,బహుళ
बहुअभिगम तंत्र,బహుళ యాక్సెస్ సిస్టమ్
बहुसंकेत,మల్టీప్లెక్స్
बहुसंकेतक,మల్టీప్లెక్సర్
बहुसंकेतन,మల్టీప్లెక్సింగ్
बहुपद प्रवर्धक,మల్టీస్టేజ్ యాంప్లిఫైయర్
बहुकार्यन,మల్టీ టాస్కింగ్
बहुकंपित्र,మల్టీవిబ్రేటర్
"मूक, निःस्वर",మ్యూట్
अन्योन्य चालकता,పరస్పర ప్రవర్తన
अन्योन्य प्रतिबाधा,పరస్పర ఇంపెడెన్స్
अन्योन्य प्रेरकत्व,పరస్పర ఇండక్టెన్స్
अन्योन्य व्यतिकरण,పరస్పర జోక్యం
नैनो प्रौद्योगिकी,నానో-టెక్నాలజీ
संकीर्ण बैंड,సన్నని ఊచ
सीमित प्रसारण,ఇరుకైన కాస్టికింగ్
स्वाभाविक प्रवात,సహజ ముసాయిదా
" नौसंचालक  , संचालक",నావిగేటర్
ऋणात्मक,ప్రతికూల
ऋणात्मक अभिनति,ప్రతికూల పక్షపాతం
"ऋणात्मक आवेश, ऋण आवेश",ప్రతికూల ఛార్జ్
"ऋणात्मक पुनर्निवेश, ऋणात्मक पुनर्भरण",వ్యతిరేకమైన ఫీడ్ బ్యాక్
ऋणात्मक शिखर,ప్రతికూల శిఖరం
ऋणात्मक प्रतिरोध,ప్రతికూల నిరోధకత
शुद्ध लाभ,నికర లాభం
शुद्ध हानि,నికర నష్టం
नेट-शिष्टाचार,నెటెకెట్
"नेटवर्क, जालक्रम",నెట్‌వర్క్
"जालक्रम, विश्लेषित्र",నెట్‌వర్క్ ఎనలైజర్
"नेटवर्क संचिका तंत्र, जालक्रम संचिका तंत्र",నెట్‌వర్క్ ఫైల్ సిస్టమ్
"जालक्रम योजना, नेटवर्क योजना",నెట్‌వర్క్ ప్లానింగ్
जालक्रम समापन,నెట్‌వర్క్ ముగింపు
"जालक्रम संचालन, नेटवर्क संचालन",నెట్‌వర్కింగ్
"उदासीन, तटस्थ, न्यूट्रल",తటస్థ
"निष्प्रभावन, उदासीकरण",తటస్థీకరణ
समाचार कक्ष स्वचालन,న్యూస్ రూమ్ ఆటోమేషన్
"चतुःबिट, चतुःद्वयंक, निबल",నిబ్బెల్
"ताखा, आला",సముచితం
शून्य भार परीक्षण,లోడ్ పరీక్ష లేదు
"नोड, निस्पंद, आसंधि",నోడ్
"रव, शोर",శబ్దం
रवांक,శబ్దం ఫిగర్
रव फिल्टर,శబ్దం వడపోత
"रव स्तर, रव फ्लोर",శబ్దం అంతస్తు
रव गेट,శబ్దం గేట్
रव अवरोधक,శబ్దం రోగనిరోధక శక్తి
रव शामक,శబ్దం కిల్లర్
"शोर स्तर, रव तल",శబ్ద స్థాయి
रव षक्ति,శబ్దం శక్తి
रव संरूपण क्वांटमकारी,శబ్దం ఆకారపు క్వాంటైజర్
"रव उद्गम, रव स्रोत",శబ్దం మూలం
रव निरोध परिपथ,శబ్దం అణచివేత సర్క్యూట్
रव निरोधक,శబ్దం అణచివేత
रव तापमान,శబ్దం ఉష్ణోగ్రత
रव तापमान,శబ్దం ఉష్ణోగ్రత
रव त्रिभुज,శబ్దం త్రిభుజం
रव वोल्टता,శబ్దం వోల్టేజ్
"रव रहित, रवहीन",శబ్దం లేనిది
रवहीन कोडन,శబ్దం లేని కోడింగ్
रवीय अभिग्रहण,ధ్వనించే రిసెప్షన్
नामीय उपयोज्य क्षेत्र सामर्थ्य,నామమాత్రపు ఉపయోగపడే క్షేత్ర బలం
अदिशात्मक माइक्रोफोन,నాన్-డైరెసిటోనల్ మైక్రోఫోన్
अप्रेरणिक भार,ప్రేరేపించని లోడ్
अप्रेरिणक प्रतिरोध,ప్రేరణ లేని నిరోధకత
ज्यावक्रेतर तरंग,సినోసోయిడల్ వేవ్
अहासी स्मृति,అస్థిర జ్ఞాపకశక్తి
"NOR, द्वार नॉर गेट",గేట్ లేదా గేట్
सामान्य चाल,సాధారణ వేగం
सामान्य प्रदाय,సాధారణ సరఫరా
"खांच, नॉच",గీత
नॉच फिल्टर,నాచ్ ఫిల్టర్
"आंकिक, संख्यात्मक",సంఖ్యా
संख्यातः नियंत्रित दोलित्र,సంఖ్యాపరంగా నియంత్రిత ఓసిలేటర్
नट-बोल्ट,గింజ-బోల్ట్
नाइक्विस्ट-शैनन प्रमेय,నైక్విస్ట్-షానన్ సిద్ధాంతం
लक्ष्योन्मुखी,ఆబ్జెక్ట్ ఓరియంటెడ్
"अष्टाधारी, ऑक्टल",అష్ట
आवृत्ति अष्टक,ఫ్రీక్వెన్సీ యొక్క అష్టపది
"अष्टक, अष्टपदी",ఆక్టేట్
ऑफ लाइन,ఆఫ్-లైన్
ऑफसेट,ఆఫ్‌సెట్
ओम,ఓం
"ओम मीटर, ओममापी",ఓం మీటర్
तेल परिपथ वियोजक,ఆయిల్ సర్క్యూట్ బ్రేకర్
