Tamil,English
ஐசோசெல்ஸ் கட்டமைப்பு,isosceles configuration
மறுமுறை ஒருங்கிணைந்த,iterated integral
மீண்டும் மீண்டும் செருகுதல்,iterated interpolation
மீண்டும் மீண்டும்,iteration
மீண்டும் மீண்டும் சூத்திரம்,iteration formula
சுழல்நிலை ஒருங்கிணைப்பு சூத்திரம்,iterative integration formula
சுழல் செயல்முறை,iterative procedure
சுழல்நிலை முறை,iterative technique
யாக்கோபியன்,Jacobian
ஜேக்கபி சார்னிக்,Jacobian determinant
ஜேக்கபி அணி,Jacobian matrix
தொகுப்புகளின் கலவை,join of sets
கூட்டு (வி.) கூட்டு (வி.),joint
கூட்டு அடர்த்தி செயல்பாடு,joint density function
ஒருங்கிணைந்த அதிர்வெண் செயல்பாடு,joint frequency function
கூட்டு சார்ந்த மாறி,jointly dependent variable
கூட்டு நிகழ்தகவு,joint probability
செருகல்,join (=union)
"மண்வெட்டி, ஜம்ப், புளுட்டி",jump
புளூட்டி இடைநிறுத்தம்,jump discontinuity
"நியாயம், நியாயம்",justification
நியாயப்படுத்த,justify
கார்னாஃப் வரைபடம்,Karnaugh map
"கர்னல்கள், சாம்பல்",kernel
மேப்பிங் புள்ளி,kernel of the mapping
"தூய இயக்கவியல், தூய இயக்கவியல்",kinematics
இயக்க ஆற்றல்,kinetic energy
"இயக்கவியல், இயக்கவியல்",kinetics
கோல்மோகோரோஃப்-ஸ்மிர்னோவ் சோதனை,Kolmogoroff Smirnov test
குரோனெக்கர் டெல்டா,Kronecker delta
வெள்ளரிக்காய்,kurtosis
லாக்ரேஞ்ச் செயல்பாடு,Lagrange's function
லக்ரேஞ்ச் பெருக்கி,Lagrange's multipliers
"பலகை, பலகை",lamina
லாப்லேஸ் உருமாற்றம்,Laplace transform
பெரிய எண்,large number
பண்பு தோற்றம்,latent root(=characteristic root)
பக்க பக்கம்,lateral surface
லத்தீன் சதுரம்,latin square
"தொப்புள் கொடி, லேடஸ் மலக்குடல்",latus rectum
"விதிகள், கொள்கைகள்",law
வேக சேர்க்கை விதி,law of adding velocities
பொருந்தக்கூடிய விதி,law of additivity
வருமானத்தை குறைக்கும் விதி,law of diminishing return
ஈர்ப்பு விதி,law of gravitation
குழுவிற்கான ஹோமோமார்பிசம் விதி,law of homomorphism for groups
மோதிரங்களுக்கான ஹோமோமார்பிசம் விதி,law of homomorphism for rings
விலை உயர்வு சட்டம்,law of increasing costs
விரிவாக்க விதி,law of indices
செயலற்ற சட்டம்,law of inertia
பெரிய எண்களின் சட்டம்,law of large numbers
நிகழ்தகவு விதி,law of probability
"சைன் விதி, சைன் விதி",law of sines
அடுக்குகளின் சட்டம்,laws of exponents
வேக விதிகள்,laws of motion
"அடுக்கு, நிலை",layer
முன்னோக்கி குணகம்,leading coefficient
முன் மூலைவிட்டம்,leading diagonal
முன்னோக்கி துணை அணி,leading submatrix
முன் இடுகை,leading term
"குறைந்தபட்சம், குறைந்தபட்சம், குறைந்தபட்சம்",least
குறைந்த பொதுவான பொதுவான (LCM),least common multiple (LCM)
குறைந்தபட்ச கூறுகள்,least element
குறைந்த வகுப்பு,least square
குறைந்தபட்ச மேல்நிலை வரம்பு,least upper bound
இடது தொகுப்பு,left coset
எதிரெதிர் திசையில்,left handed
எதிரெதிர் திசையில் திருகு,left handed screw
இடது தலைகீழ்,left inverse
இடது பெருக்கல்,left multiplication
லீப்னிஸ் சூத்திரம்,Leibnitz formula
நீளம்,length
துங்கக்குடி,leptokurtic
tragus வளைவு,leptokurtic curve
நுரையீரல் மீன்,leptokurtosis
நிலை வளைவு,level curve
தன்னம்பிக்கை அளவு,level of confidence
முக்கியத்துவம் நிலை,level of significance
காலவரிசைப்படி,lexicographically
அகராதி ஒழுங்கு,lexicographical order
நிகழ்தகவு செயல்பாடு,likelihood function
நிகழ்தகவு விகித சோதனை,likelihood ratio test
"வரம்பு, விளிம்பு",limit
"விளிம்பு, தீவிர",limiting
விளிம்பு மதிப்பு,limiting value
விளிம்பு வேகம்,limiting velocity
சராசரி வரம்பு,limit in mean
ஒருங்கிணைப்பு வரம்பு,limit of integration
வரிசை வரம்பு,limit of sequence
"கொத்து புள்ளி, வரம்பு புள்ளி",limit point (=cluster point)
விளிம்பு வேகம்,limit velocity
"கோடு, கோடு, நீள்வட்டம்",line
"நேரியல், நேரியல், நேரியல்",linear
நேரியல் பிஜவல்லி,linear algebraic
நேரியல் இயற்கணித சமன்பாடு,linear algebraic equation
நேரியல் தோராயம்,linear approximation
நேரியல் அறிகுறி,linear asymptote
நேரியல் குணகம்,linear coefficient
அதிர்ச்சி குவிப்பு,linear combination
அதிர்ச்சி கட்டுப்பாடு,linear constraints
நேரியல் சார்பு,linear dependence
நேரியல் வேறுபாடு சமன்பாடு,linear differential equation
"நேரியல் பரிமாணம், நேரியல் அளவீடு, நேரியல் நீளம்-அகலம்",linear dimension
"நேரியல் சமன்பாடு, இருபடிச் சமன்பாடு",linear equation
நேரியல் ஒருமைப்பாடு,linear form
நேரியல் பகுதி மாற்றம்,linear fractional transformation
நேரியல் செயல்பாடு,linear function
நேரியல் செயல்பாடு,linear functional
நேரியல் குழு,linear group
நேரியல் சுதந்திரம்,linear independence
நேரியல் சுயாதீன உறவு,linear independent relation
நேரியல் சமத்துவமின்மை,linear inequality
நேரியல் அல்லாத ஒரே மாதிரியான வேறுபாடு சமன்பாடு,linear inhomogeneous differential equation
நேரியல் ஒருங்கிணைந்த சமன்பாடு,linear integral equation
நேரியல் இடைச்செருகல்,linear interpolation
நேரியல் குறைந்த சதுரங்கள் பின்னடைவு பகுப்பாய்வு,linear least square regression analysis
"ஒருமையில், நேர்கோட்டில்",linearity
நேரியல் சார்ந்தது,linearly dependent
நேரியல் சார்பற்ற,linearly independent
நேரியல் மேப்பிங்,linear mapping
நேரியல் வரிசை,linear order
நேரியல் வரிசையாக்கம்,linear ordering
நேரியல் நிரலாக்க,linear programming
நேரியல் நிரலாக்க அல்காரிதம்,linear programming algorithm
நேரியல் நிரலாக்க சிக்கல்,linear programming problem
நேரியல் பின்னடைவு,linear regression
நேரியல் பின்னடைவு குணகம்,linear regression coefficient
"நேரியல் உறவு, அதிவேக உறவு",linear relation
நேரியல் மக்கள் தொகை,linear space (=vector space)
நேரியல் துணைவெளி,linear subspace
நேரியல் மாற்றம்,linear transformation
நேரியல் பின்னடைவு,linear trend
நேரியல் வேறுபாடு மதிப்பீடு,linear unbiased estimate
நேரியல் வேகம்,linear velocity
ஒருங்கிணைந்த வரி,line integral
வெட்டும் கோடு,line of intersection
பின்னடைவு வரி,line of regression
இடஞ்சார்ந்த திசையன்,localised vector
உள்ளூர் உகந்தது,local optimum
"இடம், இடம்",locus
பதிவு பதிவு பதிவு,log
"மடக்கை, மடக்கை",logarithmic
மடக்கை துல்லியம்,logarithmic accuracy
மடக்கை கணக்கீடு,logarithmic calculation
"மடக்கை வளைவு, மடக்கை வளைவு",logarithmic curve
மடக்கை வழித்தோன்றல்,logarithmic derivative
மடக்கை வேறுபாடு,logarithmic differentiation
"மடக்கைச் செயல்பாடு, மடக்கைச் செயல்பாடு",logarithmic function
"மடக்கை சராசரி, வடிவியல் சராசரி",logarithmic mean (=geometric mean)
மடக்கை இயல்பான பரவல்,logarithmic normal distribution
மடக்கை உறவு,logarithmic relationship
மடக்கை அளவுகோல்,logarithmic scale
"மடக்கைத் தொடர், மடக்கைத் தொடர்",logarithmic series
"மடக்கைச் சுழல், மடக்கைச் சுழல்",logarithmic spiral (equiangular spiral)
"மடக்கை அட்டவணை, மடக்கை அட்டவணை",logarithmic table (=log table)
"மடக்கை, மடக்கை",logarithm (log)
தர்க்கம்,logic
தர்க்கரீதியாக சமமானது,logically equivalent
"வளர்ச்சி வளைவு, முத்து-நாணல் வளைவு",logistic curve
"பதிவு சாதாரண விநியோகம், பதிவு சாதாரண விநியோகம்",lognormal distribution
"தீர்க்கரேகை, தீர்க்கரேகை",longitude
"கண்ணி, கண்ணி, கயிறு (எண்.), கண்ணி (ver.), பிரஸ்பந்த",loop
"தேர்தல் பிரச்சாரம், லாட்டரி",lottery
அடிக்கோடு,lower bar
குறைந்த எல்லை,lower bound
லோ ரீமான்-இன்டெக்ரல்,lower Riemann integral
குறைந்த தொகை,lower sum
பின்வரும் முக்கோண அணி,lower triangular matrix
மெக்லாரின் பரவுகிறது,Maclaurin's expansion
"மாயா எண், மந்திர எண், ஆயுள் எண்",magic number
மந்திர சதுரம்,magic square
கதிரியக்க வரம்பு,magnitude limit (=limiting magnitude)
அஞ்சல் வினாத்தாள்,mailed questionnaire
அஞ்சல் மூலம் ஆய்வு,mail survey
மேல்நிலை வரம்பு,majorant (upper bound)
நீண்ட வில்,major arc
கட்டுப்பட்ட தொகுப்பு,majorised set
பலமதிப்பு செயல்பாடு,many valued function
"வரைபடம், வரைபடம், வரைபடம்",map
தொகுப்புகளாக மேப்பிங்,map into the set
தொகுப்புகளின் மேப்பிங்,mapping of a set
விளிம்பு நிகழ்தகவு,marginal probability
கணித பகுப்பாய்வு,mathematical analysis
எண்கணித தர்க்கம்,mathematical argument
கணித மையம்,mathematical centre
கணித சிக்கலானது,mathematical complexity
கணித பொருளாதாரம்,mathematical economics
கணித எதிர்பார்ப்பு,mathematical expectation
கணித வடிவம்,mathematical form
"கணித உருவாக்கம், கணித வடிவம்",mathematical formulation
கணித அடையாளங்கள்,mathematical identity
"கணித தர்க்கம், கணித தர்க்கம்",mathematical logic
கணித மாதிரி,mathematical model
கணித நோக்கம்,mathematical notion
அணி மூலைவிட்டமாக்கல்,matrix digonalisation
அணி தலைகீழ்,matrix inverse
அணி தலைகீழ்,matrix inversion
அணி சுழல்நிலை முறை,matrix iterative method
அணி முறை,matrix method
அணி பெருக்கல்,matrix multiplication
மாறிலிகளின் அணி,matrix of constants
மேலாதிக்க அணி,matrix of effectiveness
மேட்ரிக்ஸ் ஆபரேட்டர்,matrix operator
அணி பல்லுறுப்புக்கோவை,matrix polynomial
அணி அச்சிடுதல்,matrix printing
அணி தயாரிப்பு,matrix product
அதிகபட்சம்,maximized
"அதிகபட்சம், அதிகபட்சம், உயர்ந்தது",maximum
அதிகபட்ச முழுமையான மதிப்பு,maximum absolute value
அதிகபட்ச F- விகிதம்,maximum F-ratio
அதிகபட்ச திறன்,maximum likelihood
மஹால்பிஸ்தா,maxmin
பெரிய முடிவு,maxmin criterian
செயல்பாட்டின் அதிகபட்சம்,max of a function
மேக்ஸ்வெல்-போல்ட்ஸ்மேன் புள்ளிவிவரங்கள்,Maxwell-Boltzmann statistics
விலகல் என்று பொருள்,mean deviation
விலகல் சதுரம் சராசரி,mean square deviation
சதுர சராசரி பிழை,mean square error
"சராசரி, சராசரி மதிப்பு",mean value
அதாவது தேற்றம்,mean value theorem
குமிழி அளவீடு,measure of kurtosis
"இடைநிலை, இடைநிலை, இடைநிலை, இடைநிலை",median
சராசரி மையம்,median centre
இடைநிலை வளைவு,mesokurtic curve
மீசோதெலியோமா,mesokurtosis
செய்தி,message
"வழக்கம், முறை",method
நீக்குதல் முறை,method of elimination
தலைகீழ் முறை,method of inversion
மீண்டும் மீண்டும் முறை,method of iteration
குறைந்தபட்ச சதுரம்,method of least squares
முறுக்கு முறை,method of moments
ஒத்த முக்கோண முறை,method of similar triangles
சாய்வு இறங்கும் முறை,method of steepest descent
தொகுத்தல் முறை,method of summation
தீர்மானிக்கப்படாத குணக முறை,method of undetermined coefficient
தூர மக்கள் தொகை,metric space
மெட்ரிக் அமைப்பு,metric system
மெட்ரிக் அலகு,metric unit
நுண் கோட்பாடு,micro theory
நடுத்தர,middle
சராசரி,middle term
மைய புள்ளி,mid point
நடுப்புள்ளி சூத்திரம்,mid point formula
குறைந்தபட்ச பல்லுறுப்புக்கோவை,minimal polynomial
குறைந்தபட்ச கோட்பாடு,minimax principle
"குறைந்தபட்ச, குறைந்த, குறைந்த",minimum
குறைந்த புள்ளி,minimum point (of curve)
குறைந்தது பல்லுறுப்புக்கோவை,minimum polynomial
குறைந்தபட்ச செயல்பாடு,min of a function
குறுகிய வில்,minor arc
குறுகிய கடிதம்,minor axis
கட்டுப்படுத்தப்பட்ட துணைக்குழு,minorised subset
"கழித்தல், கடன்",minus
கழித்தல் அடையாளம்,minus sign
கலப்பு பின்னம்,mixed fraction
மாற்று சாதனம்,mixed strategy
"முறை, முறை, முறை, முறை, முறை, முறை",mode
"மாடுலஸ், மாடுலஸ்",modulus
சிக்கலான எண்ணின் மாடுலஸ்,modulus of a complex number
கணம்,moment
முறுக்கு செயல்பாடு,moment generating function
சக்தியின் தருணம்,moment of a force
அதிர்வெண்-பகிர்வு தருணம்,moment of frequency distribution
சடத்துவ திருப்பு திறன்,moment of inertia
வேகமான தருணம்,moment of momentum
உந்துவிசை,momentum
ஒரு பதவி,monomial
ஒற்றை ஒருங்கிணைப்பு,monomorphic
"ஒருமைப்பாடு, ஒருமைப்பாடு",monomorphism
ஒருமுகமான,monotone
ஒரு திசை ஏறும் வரிசை,monotone increasing sequence
அப்பட்டமான,monotonically
ஒரே திசையில் பிறை கண்ணி,monotonically increasing net
ஏகமாக அதிகரிக்கும் வரிசை,monotonically increasing sequence
மாறாத செயல்பாடு,monotonic function
மான்டே-கார்லோ கணக்கீடு,Monte Carlo calculation
மான்டே-கார்லோ முறை,Monte Carlo method
மோரா (விளையாட்டு),morra (game)
இறப்பு புள்ளிவிவரங்கள்,mortality statistics
பெரும்பாலும்,most probable
இயக்கம்,motion
நகரும் சராசரி,moving average
எம்-மக்கள் தொகை,M-space
ஒருங்கிணைப்பின் எம்-சோதனை,M-test for integral
பல முடிவு-சிக்கல்,multidecision problem
பல்லுறுப்புக்கோவை இயல்பான பரவல்,multidimensional normal distribution
பல்லுறுப்புக்கோவை சீரற்ற மாறி,multidimensional random variable
மல்டிபிளக்ஸ் போக்குவரத்து பிரச்சனை,multi-index transportation problem
பல்லுறுப்புக்கோவை,multinomial
பல்லுறுப்புக்கோவை பரவல்,multinomial distribution
"பல, பல, பல, பல (v.), பல, ஒளிவிலகல் (n.)",multiple
பல தேர்வு பிரச்சனை,multiple choice problem
கூட்டமைப்பு மாகாணங்கள்,multiple connected domain
பல தொடர்பு,multiple correlation
பல அதிர்வெண் அட்டவணை,multiple frequency table
பல ஒருங்கிணைந்த,multiple integral
பல ஒருங்கிணைப்பு,multiple integration
பல பின்னடைவு,multiple regression
பல பின்னடைவு பகுப்பாய்வு,multiple regression analysis
பல பின்னடைவு குணகம்,multiple regression coefficient
பல பின்னடைவு சமன்பாடு,multiple regression equation
பல வேர்,multiple root
பெருக்கல்,multiplication
(தீர்மானியின்) நெடுவரிசைப் பெருக்கல்,multiplication by columns (of determinant)
(தீர்மானியின்) நேரியல் பெருக்கல்,multiplication by rows (of determinant)
பெருக்கல் காரணி,multiplication factor
பெருக்கல் செயல்பாடு,multiplicative function
தரமான குழு,multiplicative group
பெருக்கல் தலைகீழ்,multiplicative inverse
பன்மை,multiplicity
பன்மை,multiplicity of roots
பூஜ்ஜியங்களின் பெருக்கம்,multiplicity of zero
பெருக்கி,multiplier
"பெருக்கு, பெருக்கு",multiply
பல விநியோகம்,multivariate distribution
பல சாதாரண விநியோகம்,multivariate normal distribution
பலதரப்பட்ட மக்கள் தொகை,multivariate population
"பரஸ்பர, பரஸ்பர",mutual
நப்லா,nabla
நாபிரியா,Napierian
"நேப்பியர் மடக்கை, நேப்பியர் மடக்கை",Napierian logarithm
"இயற்கை மடக்கை, இயற்கை மடக்கை",natural logarithm
"நேர் முழு எண், நேர் முழு எண்",natural number
கடல் மைல்,nautical mile
n-vim,n-dimensional
n-vim திசையன்-வெளி,n-dimensional vector space
தேவையான மற்றும் போதுமான கட்டுப்பாடுகள்,necessary and sufficient condition
தேவையான கட்டுப்பாடுகள்,necessary condition
தடை,negation
"எதிர்மறை, எதிர்மறை, எதிர்மறை",negative
கடன் வளைவு,negative curvature
எதிர்மறை திட்டவட்டமான ஒருமைப்பாடு,negative definite form
எதிர்மறை நிலையான அணி,negative definite matrix
எதிர்மறை அரைநிச்சயமான ஒருமைப்பாடு,negative semi-definite form
"அக்கம், அருகாமை",neighbourhood
"பல மாதிரிகள், உள்ளடக்கிய மாதிரி",nested sampling
நிகர பிறப்பு விகிதம்,net reproduction rate
நியூட்டனி இயக்கவியல்,Newtonian mechanics
நியூட்டனின் வகுக்கப்பட்ட வேறுபாடு சூத்திரம்,Newton's divided difference formula
நியூட்டனின் இயக்க விதிகள்,Newton's laws of motion
பெயர் ஒதுக்கீடு,Neyman allocation
நெய்மன்-பியர்சன்-கொள்கை,Neyman Pearson theory
பூஜ்ஜிய சாத்தியமான உறுப்பு,nilpotent element
பூஜ்ஜிய சாத்தியமான அணி,nilpotent matrix
"முனை, முனை, இலை, நுனி, வடிகட்டி",node
அன்-அபேலி குழு,non-Abelian group
சார்பியல் ஒருங்கிணைப்பு,non-absolute convergence
ஆழ்நிலை,non-algebraic
ஊழலற்ற,non-degenerate
சிதைக்கப்படாத அடிப்படை நிலையான தீர்வு,non-degenerate basic feasible solution
அகன்,non-dense
அடர்த்தியான மொத்த,non-dense set
புள்ளிகளின் எண்ணற்ற முடிவிலி,non-denumerable infinity of points
கணக்கிட முடியாத தொகுப்பு,non-denumerable set
ஒப்பிட முடியாத,non-differentiable
அல்லாத துணைக்குழு,non empty subset
யூக்ளிடியன் வடிவியல்,non-Euclidean geometry
"விகிதாசாரமற்ற, விகிதாசாரமற்ற",non-homogeneous
குறுக்கிடாத,non-intersecting
நேரியல் அல்லாத இயற்கணித சமன்பாடுகள்,non-linear algebraic equation
நேரியல் அல்லாத வேறுபாடு சமன்பாடு,non-linear differential equation
நேரியல் அல்லாத சமன்பாடு,non-linear equation
நேரியல் அல்லாத நிரலாக்கம்,non-linear programming
நேரியல் அல்லாத பின்னடைவு,non-linear regression
நேரியல் அல்லாத உறவு,non-linear relationship
எதிர்மறை முழு எண் அல்லாத எதிர்மறை முழு எண்,non-negative integer
எதிர்மறை அல்லாத மாறி,non-negative variable
அளவுரு அல்லாத சோதனை,non-parametric test
நிகழ்தகவு இல்லாத அணுகுமுறை,non-probabilistic approach
தலைகீழ் அணி,non-singular matrix
சமச்சீரற்ற அணி,non-symmetric matrix
முக்கியமற்ற,non-trivial
பூஜ்ஜியமற்ற தீர்மானிப்பான்,non-vanishing determinant
காலியாக,non-void
அல்லாத துணைக்குழு,non-void subset
பூஜ்ஜியமற்ற தீர்மானிப்பான்,non-zero determinant
அல்லது நிரப்பு வாயில்கள்,NOR gate
"சாதாரண, இயற்கை, நிலையான, சாதாரண, சாதாரண, சாதாரண, சாதாரண",normal
சாதாரண முடுக்கம்,normal acceleration
சாதாரண கோணம்,normal angle
சாதாரண வளைவு,normal curve
சாதாரண அடர்த்தி செயல்பாடு,normal density function
சாதாரண விநியோகம்,normal distribution
சாதாரண விநியோக செயல்பாடு,normal distribution function
மேட்ரிக்ஸின் இயல்பான வடிவம்,normal form for the matrix
சாதாரண அதிர்வெண்,normal frequency
இயல்பாக்கப்பட்ட வளைவு,normalized curve
இயல்பாக்கப்பட்ட மிதக்கும் புள்ளி எண்,normalized floating point number
இயல்பாக்குபவர்,normalizer
சாதாரண அணி,normal matrix
சாதாரண நிகழ்தகவு வளைவு,normal probability curve
சாதாரண நிகழ்தகவு விநியோகம்,normal probability distribution
"சாதாரண துணைக்குழு, குறிப்பிட்ட துணைக்குழு",normal subgroup (=distinguished subgroup)
தரப்படுத்தப்பட்ட நேரியல் இடம்,normed linear space
திசையன் தரநிலை,norm of a vector
"வாயில் அல்ல, வாயில் அல்ல",NOT gate
இரவுநேர அடர்த்தியான மொத்த,nowhere dense set
பூஜ்ய கருதுகோள்,null hypothesis
பூஜ்ஜிய அணி,null matrix
வெற்று தொகுப்பு,null set
பூஜ்ஜிய திசையன்,null vector
எண்,number
எண் அச்சு,number axis
எண் அமைப்பு,number system
"எண் (எண்), எண் (வி.)",numeral
"எண், எண்",numeration
பகுதி,numerator
எண் குணகம்,numerical coefficient
எண் கணக்கீடு,numerical computation
எண் வேறுபாடு,numerical differentiation
எண் முறை,numerical method
"n-வெக்டார், n-வெக்டார்",n-vector
n-வெக்டார் இடம்,n-vector space
"பொருள், உடல், பொருள்",object
புறநிலை செயல்பாடு,objective function
"சாய்ந்த, சாய்ந்த",oblique
சாய்ந்த அறிகுறி,oblique asymptote
சாய்ந்த அச்சு,oblique axis
"குறுக்கு வெட்டு, குறுக்கு வெட்டு",oblique section
கவனிப்பு,observation
கவனிக்கப்பட்ட அதிர்வெண்,observed frequency
மழுங்கிய கோணம்,obtuse angle
எண்கோணம்,octagon
எண்கோணம்,octahedron
எண்ம அமைப்பு,octal system
எண்கோணம்,octant
ஒற்றைப்படை,odd
சமச்சீரற்ற வளைவு,odd curve
ஒற்றைப்படை எண்,odd number
ஒற்றைப்படை வரிசைமாற்றம்,odd permutation
ஒற்றைப்படை பல்லுறுப்புக்கோவை,odd polynomial
"ogive, பைலான்",ogive
தனி சங்கம்,one to one correspondence
ஒரு செயல்பாடு,one to one function
ஒற்றை வரைபடம்,one to one map
ஒரு வழி வகைப்பாடு,one-way classification
ஒன்றுடன் ஒன்று வரைபடம்,onto map
"திறந்த, திறந்த (v.)",open
திறந்த கோளம்,open ball
திறந்த இடைவெளி,open interval
திறந்த அரைக்கோடு,open ray
திறந்த தொகுப்பு,open set
செயல்படும்,operation
செயல்பாட்டு அறிவியல்,operational research
செயல்பாட்டு அறிவியல்,operations research
"இயக்குபவர், இயக்குபவர், இயக்குபவர்",operator
எதிர் கோணம்,opposite angle
எதிர் நிகழ்வு,opposite event
உகந்த அடிப்படை நிலையான தீர்வு,optimal basic feasible solution
உகந்த நிலை,optimal condition
உகந்த வெளியீட்டு அளவு,optimal lot size
உகந்த மதிப்பு,optimal value
"உகந்த, உகந்த",optimum
வர்க்கம்,orbit
"ஒழுங்கு, ஒழுங்கு, சக்தி, ரேடிக்ஸ், குழு எண்",order
ஆர்டர் செய்யப்பட்ட ஜோடி,ordered pair
"வரிசைப்படுத்தப்பட்ட தொகுப்பு, வரிசைப்படுத்தப்பட்ட தொகுப்பு",ordered set
"வரிசைப்படுத்துதல், வரிசைப்படுத்துதல்",ordering
"தீர்மானிப்பவரின் வரிசை, தீர்மானிப்பவரின் வரிசை",order of a determinant
குழு தரம்,order of a group
அணி வரிசை,order of a matrix
உறுப்புகளின் குழு,order of an element in a group
வேறுபட்ட சமன்பாட்டின் வரிசை,order of differential equation
செயல்பாட்டு வரிசை,order of operation
பூஜ்ஜிய வரிசை,order of zero
வரிசை எண்கள்,ordinal number
எளிய வேறுபாடு சமன்பாடு,ordinary differential equation
தரம்,ordinate
தழுவல்,oreintability
நோக்குநிலை,orientation
பக்க நோக்குநிலை,orientation of surface
"தோற்றம், தோற்றம், தோற்றம்",origin
தோற்றப் புள்ளி,origin of coordinates
ஆட்டுக்குட்டி மையம்,orthocentre
"செங்குத்து கோணம், செங்குத்தாக",orthogonal
ஆர்த்தோகனல் அச்சு,orthogonal axes
ஆட்டுக்குட்டி குடும்பம்,orthogonal family
"லும்பிக் குழு, லும்பிக் குழு",orthogonal group
ஆர்த்தோகனாலிட்டி நிலை,orthogonality condition
அணிதிரட்டல்,orthogonalization
orthogonal matrix,orthogonal matrix
"orthonormal, சாதாரண orthonormal",orthonormal
சாதாரண செங்குத்து அடிப்படை,orthonormal basis
அலைவு,oscillation
செயல்பாட்டின் அலைவு,oscillation of a function
ஊசலாட்ட செயல்பாடு,oscillatory function
அஸ்லேஷி,osculating
வெளிப்புற தயாரிப்பு,outer product
"வெளியீடு, வெளியீடு, வெளியீடு, வெளியேற்றம்",output
மிகைப்படுத்தப்பட்ட நிறுவனம்,overdetermined system
ஜோடி ஒப்பீடு,paired comparision
இணைபிரியாத,pairwise disjoint
ஜோடி சுதந்திரமான,pairwise independent
இணை விசை,parallel forces
இணைகரம்,parallelogram
சக்தி இணையான வரைபடம்,parallelogram of forces
வேகம் இணையான வரைபடம்,parallelogram of velocities
இணைகரம்,parallelopiped
"அளவுரு, குறுக்குவெட்டு விகிதம், அளவுரு",parameter
தரமற்ற,parameter free (=nonparametric)
விநியோக அளவுரு,parameter of distribution
அளவுரு,parametric
அளவுரு ஒருங்கிணைப்புகள்,parametric coordinate
அளவுரு வளைவு,parametric curve
அளவுரு சமன்பாடு,parametric equation
பாராமெட்ரிக் லீனியர் புரோகிராமிங்,parametric linear programming
அளவுரு முறை,parametric method
அளவுரு புறநிலை செயல்பாடு,parametric objective function
அளவுரு நிரலாக்கம்,parametric programming
அளவுரு பிரதிநிதித்துவம்,parametric representation
அளவுருவாக்கம்,parametrization
"அடைப்புக்குறி, பிணைப்பு",parenthesis
அடைப்புக்குறி,parenthesis notation
பெற்றோர் மக்கள் தொகை,parent population
pareto-வளைவு,Pareto curve
சமநிலை சரிபார்ப்பு,parity check
பகுதி கலப்பு,partial confounding
பகுதி தொடர்பு,partial correlation
பகுதி வழித்தோன்றல்கள்,partial derivative
பகுதி வேறுபாடு சமன்பாடு,partial differential equation
பகுதி வேறுபாடு,partial differentiation
பகுதி பின்னம்,partial fraction
பகுதி ஒருங்கிணைப்பு,partial integration
பகுதி வரிசைப்படுத்தப்பட்டது,partially ordered
பகுதி வரிசைப்படுத்தப்பட்ட தொகுப்பு,partially ordered set
பகுதி ஒழுங்கு,partial order
பகுதி பின்னடைவு குணகம்,partial regression coefficient
பகுதி தொகை,partial sum
துகள்,particle
குறிப்பிட்ட சூழ்நிலை,particular case
சிறப்பு ஒருங்கிணைப்பு,particular integral
சிறப்பு கலப்பை,particular solution
"பிரிவு, விநியோகம்",partition
மெட்ரிக்குகளின் பிரிவு,partitioning of matrices
துறை மதிப்பு,partition value
பாஸ்கல் முக்கோணம்,Pascal triangle
"படம், ஒரு மதிப்பு, படிவம், முறை",pattern
எதிர் செயல்பாடு,pattern function
நகல் பிரச்சனை,pattern problem
சுமை வேகம்,payload velocity
கட்டணம் செயல்பாடு,payoff function
கட்டண அணி,payoff matrix
p-அடிப்படை,p-basis
p-எழுத்து,p-chart
பியானோ-வளைவு,Peano curve
பியானோ குழுமம்,Peano space
கால சமன்பாடு,pedal equation
சதவீதம்,percent
சதவிதம்,percentage
சதவீத பிழை,percentage error
சதவீத அதிர்வெண்,percentage frequency
சதவீதம் அதிகரிப்பு,percentage increase
துல்லியம் சதவீதம்,percentage of error
சதவீத தேய்மானம்,percent decrease
சதவீதம்,percentile
சரியான கன சதுரம்,perfect cube
சிறந்த வாயு,perfect gas
சரியான எண்,perfect number
சரியான தொகுப்பு,perfect set
சரியான சதுரம்,perfect square
சரியான சதுர வெளிப்பாடு,perfect square expression
சுற்றளவு,perimeter
"காலம், காலம், கால இடைவெளி, கால அட்டவணை (முக்கோணவியல்), காலம், காலம்",period
கால வளைவு,periodic curve
மீண்டும் மீண்டும் தொந்தரவுகள்,periodic disturbances
கால செயல்பாடு,periodic function
தொடர் இயக்கம்,periodic motion
சுழற்சி காலம்,period of revolution
சுழற்சி காலம்,period of rotation
அதிர்வெண் வளைவு,periodogram
"புற, புற, புற",peripheral
"அனுமதிக்கப்பட்ட, அனுமதிக்கப்பட்ட",permissible
அசுத்தத்தின் அனுமதிக்கப்பட்ட வரம்பு,permissible limit of error
வரிசைமாற்றம்,permutation
வரிசைமாற்ற குழு,permutation group
வரிசைமாற்ற அணி,permutation matrix
வரிசைமாற்ற முறை,permutation method
செங்குத்தாக,perpendicular
தாமதம்,perpendicularity
"செங்குத்தாக, செங்குத்தாக",perpendicularly
செங்குத்து விமானம்,perpendicular plane
பணியாளர் நியமன பிரச்சனை,personnel-assignment problem
pert,PERT (program evaluation review technique)
எரிச்சல்,perturbation
எரிச்சல்,perturbation problem
எரிச்சலூட்டும் பிரச்சனை,perturbed problem
