Odiya,Bengali
ଠିକ ଅଛି (o.k.),ঠিক আছে (ও.কে.)
ଓମ୍ଫେଡ୍ସମ୍ୟାନ୍,ওম্বডসম্যান
ଆକାଉଣ୍ଟ୍ ଗ୍ରାଣ୍ଟରେ |,অ্যাকাউন্টে অনুদান
ଦରକାର ଅନୁସାର,চাহিদা সাপেক্ষে
କାର୍ଯ୍ୟରତ,কাজে আছি
ଗୋଟିଏପାଖିଆ |,একতরফা
ଲାଇନ୍ରେ,লাইনে
ବିଶେଷ କର୍ତ୍ତବ୍ୟ,অন-বিশেষ শুল্ক
ଚାକିରି ତାଲିମ ଉପରେ |,চাকরির প্রশিক্ষণ - এর ওপরে
ଓଲସ୍,Ownus
ଖୋଲା ଦିନ,কার্য দিবস
ଖୋଲା ସିଷ୍ଟମ୍,মুক্ত ব্যবস্থা
ଖୋଲିବା,খোলার
ସନ୍ତୁଳନ ଖୋଲିବା |,খোলার ভারসাম্য
ଖୋଲିବା ଘଣ୍ଟା |,খোলার সময়
ଶିଖିବା,খোলা শেখা
ଖୋଲ |,খোলা চিঠি
ବିଶ୍ୱବିଦ୍ୟାଳୟ ଖୋଲନ୍ତୁ |,উন্মুক্ত বিশ্ববিদ্যালয়
ପରିଚାଳନା ମୂଲ୍ୟ,পরিচালনা খরচ
ଅପରେଟିଂ କର୍ମଚାରୀ |,অপারেটিং স্টাফ
ଅପରେସନ୍,অপারেশন
ଅପରେଟର୍ ଲୋଗ୍ |,অপারেটিভ
ମତ,মতামত
ବିରୋଧୀ,বিরোধী দল
ବିକଳ୍ପ,বিকল্প
ମ oral ଖିକ |,মৌখিক
କ୍ରମ,অর্ডার
ଅର୍ଡର ଯାଞ୍ଚ କରନ୍ତୁ |,অর্ডার চেক
ସଂରକ୍ଷଣର କ୍ରମ,রিজার্ভেশন অর্ডার
ଅର୍ଡିନାନ୍ସ,অধ্যাদেশ
ସଂଗଠନ |,সংগঠন
ସଂଗଠନ ଚାର୍ଟ |,সংস্থার চার্ট
ସଂଗଠକ,সংগঠক
Oriensted,ভিত্তিক
ମୂଳ,আসল
ମୂଳ ବିଭାଗ,মূল বিভাগ
ମୂଳ ବିକ୍ରୟ କାର୍ଯ୍ୟ,মূল বিক্রয় দলিল
ଓଟେନସେନିବଲ୍ ମାଲିକ |,অদম্য মালিক
ବିସ୍ଫୋରଣ,প্রাদুর্ভাব
ପୋଷାକ ଭତ୍ତା,সাজসজ্জা ভাতা
ବହିର୍ଗତ ବ୍ୟକ୍ତି,বহির্গামী সদস্য
ଯାଉଥିବା ଫାଇଲ,বহির্গামী ফাইল
ଆଉଟଲେସ୍,ব্যয়
ଆଉଟଲେଟ୍,আউটলেট
ବାହ୍ୟରେଖା,রূপরেখা
ଦୃଷ୍ଟିକୋଣ,দৃষ্টিভঙ্গি
କୋର୍ଟ ବାହାରେ,আদালতের বাইরে
ପୁରୁଣା,তারিখের বাইরে
କ୍ରମରେ,আদেশের বাইরে
ମୁଦ୍ରଣ ବାହାରେ,ছাপার বাইরে
ଟର୍ନରୁ,পালার বাহিরে
ଟର୍ନ୍ ବଣ୍ଟନ ବାହାରେ |,পালা বরাদ্দের বাইরে
ଆଉଟପୋଷ୍ଟ |,ফাঁড়ি
ଆଉଟପୁଟ୍,আউটপুট
ସଠିକ୍ କ୍ରୟ |,সরাসরি ক্রয়
ଆଉଟସୋର୍ସ,আউটসোর্স
ଉଲ୍ଲେଖନୀୟ,অসামান্য
ବୟସରୁ ଅଧିକ,বয়সেরও বেশি
ମୋଟ ଉପରେ,সামগ্রিকভাবে
ସାମଗ୍ରିକ ନିଅଣ୍ଟ |,সামগ্রিক ঘাটতি
ବିଲିଂ ଉପରେ,বিলিং ওভার
ଓଭରଚାର୍ଜ,ওভারচার্জ
ସମୟସୀମା,অতিরিক্ত
ଅତ୍ୟଧିକ ସମୟ,অত্যধিক
ଓଭରହେଡ୍ ଚାର୍ଜ |,ওভারহেড চার্জ
ଓଭରଲେପ୍ |,ওভারল্যাপিং
ପ୍ରାଥମିକତା ଅତ୍ୟଧିକ ସମ୍ପର୍କ |,অগ্রাধিকার অগ্রাধিকার
ଅତ୍ୟଧିକ ନିୟମ,ওভার-বিধি
ତଦାରଖ,তদারকি
ଓଭରଟାଇମ୍ ପେ,অতিরিক্ত কাজের বেতন
ପୂର୍ବାବଲୋକନ,অতিরিক্ত মূল্যায়ন
ମାଲିକାନା,মালিকানা
ପ୍ୟାକେଜ୍,প্যাকেজ
ପ୍ୟାକେଜ୍ ଡିଲ୍,প্যাকেজ চুক্তি
ପ୍ୟାକିଂ ଏବଂ ମାର୍କିଂ |,প্যাকিং এবং চিহ্নিত
ପ୍ୟାକିଂ ତାଲିକା,প্যাকিং তালিকা
ଚୁକ୍ତି,চুক্তি
ଦେୟ,প্রদত্ত
ପୁଞ୍ଜି ପ୍ରଦାନ କରାଯାଇଛି |,পরিশোধিত মূলধন
ପୁସ୍ତିକା,পামফলেট
ପ୍ୟାନେଲ୍ |,প্যানেল
କାଗଜ,কাগজ
ପାରା,প্যারা
ପାରାମାଉଣ୍ଟ,প্যারামাউন্ট
ପିତାମାତା,পিতামাতা
ପିତାମାତା,পিতামাতার
ପ୍ୟାରେଣ୍ଟ୍ ଅଫିସ୍ |,অভিভাবক অফিস
ସ Pagreecess,সমাবস্থা শ্রেষ্ঠত্ব
ପାର୍ ନିସ୍ୟୁ |,যুগপত্
ଯୁଗ,সমতা
ସଂସଦ,সংসদ
ଅଂଶ,অংশ
%,অংশ ফাইল
ଆଂଶିକ,আংশিক
ଭାଗ ନେବା,অংশগ্রহণ
ନିର୍ଦ୍ଦିଷ୍ଟ,বিশেষ
ବିଶେଷତା,বিশদ বিবরণ
ବିଭାଜନ,পার্টিশন
ସାଥୀ,অংশীদার
ସହଭାଗୀତା କାର୍ଯ୍ୟ,অংশীদারিত্ব দলিল
ଆଂଶିକ ଦେୟ,অংশ পেমেন্ট
ଆଂଶିକ ସମୟ,খন্ডকালীন
ପାର୍ଟୀ,পার্টি
ପାର୍ ମୂଲ୍ୟ,সমান মান
ପାସ୍ କର |,পাস
ପାସ୍,উত্তরণ
ପାସୱାର୍ଡ,পাসওয়ার্ড
ପେଟେଣ୍ଟ |,পেটেন্ট
ପୃଷ୍ଠପୋଷକ |,পৃষ্ঠপোষক
ଦେୟ,পে
ଦେୟ ବିଲ୍ ପ .଼ନ୍ତୁ,বিল পরিশোধ করুন
ଦେୟ ସେଟିଂ,বেতন শংসাপত্র
ଦା,দিন দিন
ଦେୟ,পে
ଦେୟକାରୀ,প্রদানকারী
ଦେୟ,অর্থ প্রদান
ମୂଲ୍ୟ ଦେବା,পরিশোধ
ଦେୟ କ୍ରମ,বেতন আদেশ
ଦେୟ ରୋଲ୍ |,পে রোল
ଦେୟ ସ୍କେଲ,বেতন কাঠামো
ପେକୁନିୟାରି,অদ্ভুত
ଦଣ୍ଡ,দণ্ড
ପେନାଲ୍ କୋଡ୍,দন্ড বিধি
ଦଣ୍ଡିକର ଆଗ୍ରହ,শাস্তিমূলক সুদ
ଦଣ୍ଡ ଦିଅ |,শাস্তি
ଦଣ୍ଡ,জরিমানা
ବିଚାରାଧୀନ ଅଛି,বিচারাধীন
କଲମ ଡାଉନ୍ ଷ୍ଟ୍ରାଇକ୍ |,কলম স্ট্রাইক
ପେନ୍ସନ୍,পেনশন
ପେନସନେବଲ୍ |,পেনশনযোগ্য
ପେନସୋନର୍ |,পেনশনার
ପେନ୍ସନ୍ ସ୍କିମ୍ |,পেনশন স্কীম
ବାର୍ଷିକ,প্রতি বছর
ପ୍ରତିଭାଲର୍,বাহক প্রতি
ଆଇପିଏଟା (= ମୁଣ୍ଡ ପ୍ରତି),মাথাপিছু (= প্রতি মাথা)
ଶତକଡା,শতাংশ
ଚିରସ୍ଥାୟୀ |,বহুবর্ষজীবী
ଅଗ୍ରାଧିକାର କ୍ରୟ |,অগ্রাধিকার ক্রয়
ପ୍ରଦର୍ଶନ,পারফর্ম
କାର୍ଯ୍ୟଦକ୍ଷତା,কর্মক্ষমতা
ଅବଧି,পিরিয়ড
ପର୍ଯ୍ୟାୟକ୍ରିକ |,সাময়িকী
ସମୀକ୍ଷା ଅଧୀନରେ ଅବଧି |,পর্যালোচনা অধীনে সময়কাল
ମିଥ୍ୟା,মিথ্যা
ଭତ୍ତା,পার্কস
ସ୍ଥାୟୀ,স্থায়ী
ପ୍ରତି ମେନସେମ୍ ପ୍ରତି |,প্রতি মেনসেম
ଅନୁମତିପ୍ରାପ୍ତ,অনুমোদনযোগ্য
ଅନୁମତି,অনুমতি
ଅନୁମତି,অনুমতি
ଅନୁମୋଦିତ,অনুমোদিত
ଚିରସ୍ଥାୟୀ,চিরস্থায়ী
ଚିରସ୍ଥାୟୀତା |,চিরস্থায়ী
ପେରିସିଏନିଟ୍ସ (= ଭତ୍ତା),Perquisites (= perks)
ବ୍ୟକ୍ତିଗତ,ব্যক্তিগত
ବ୍ୟକ୍ତିଗତ ସମ୍ପତ୍ତି,ব্যাক্তিগত সম্পদ
ବ୍ୟକ୍ତିଗତ ବଣ୍ଡ |,ব্যক্তিগত বন্ড
ବ୍ୟକ୍ତିତ୍ୱ,ব্যক্তিত্ব
ପର୍ସା ନନ୍ ଗ୍ରାଟା |,একজন অগ্রহণযোগ্য ব্যক্তি
କର୍ମଚାରୀ,কর্মী
କର୍ମଚାରୀ ନୀତି,কর্মী নীতি
ଦୃଷ୍ଟିକୋଣ,দৃষ্টিভঙ্গি
ମନାଇବା,প্ররোচনা
ପ୍ରଯୁଜ୍ୟ,প্রাসঙ্গিক
ପର୍ସାଲ୍,পড়ন
ନିବେଦନ,পিটিশন
ପେଟିସୋନର୍,পিটিশনার
ପର୍ଯ୍ୟାୟ,পর্যায়
ଫଟୋଗ୍ରାଫ୍,আলোকচিত্র
ଫଟୋଷ୍ଟାଟ,ফটোস্ট্যাট
ଶାରୀରିକ ଯାଞ୍ଚ,শারীরিক চেকিং
ଶାରୀରିକ ତ୍ରୁଟି,শারীরিক ত্রুটি
ଶାରୀରିକ ଶିକ୍ଷା,শারীরিক শিক্ষা
ଶାରୀରିକ ଭାବରେ ଅକ୍ଷମ |,শারীরিক প্রতিবন্ধী
ଶାରୀରିକ ଯାଞ୍ଚ,শারীরিক যাচাইকরণ
ଖଣ୍ଡମ,পিসিমিয়াল
ଖଣ୍ଡ ହାର,টুকরা হার
ତୀର୍ଥଯାତ୍ରୀ,তীর্থযাত্রী
ପାଇଲଟ୍ ପ୍ରୋଗ୍ରାମ୍ |,পাইলট প্রোগ্রাম
ପିନ୍,পিন
ସ୍ଥାନ ସେବା,প্লেসমেন্ট পরিষেবা
ଜନ୍ମସ୍ଥାନ,জন্মস্থান
କାର୍ଯ୍ୟ ସ୍ଥାନ,কাজের জায়গা
ଅଭିଯୋଗକାରୀ,বাদী
ଯୋଜନା,পরিকল্পনা
ଯୋଜନା,পরিকল্পনা
ଉଦ୍ଭିଦ,উদ্ভিদ
ପ୍ଲେୟାର,খেলোয়াড়
ନିବେଦନ,আবেদন
ନିବେଦନକାରୀ |,আবেদনকারী
Plebiscite,প্লেবিসাইট
ପ୍ରତିଶ୍ରୁତି,প্রতিশ্রুতি
ପ୍ଲେନାରୀ ଅଧିବେଶନ |,পূর্ণাঙ্গ অধিবেশনে
ପ୍ଲେନିକୋଟେରାରି ​​|,প্লেনিপোটেনটিরি
ପ୍ଲିନ୍ ଏରିଆ |,প্লিন্থ অঞ্চল
ନୀତି,নীতি
ରାଜନ political ତିକ କାର୍ଯ୍ୟକଳାପ |,রাজনৈতিক ক্রিয়াকলাপ
ମତଦାନ,পোল
ପ୍ରଦୂଷଣ,দূষণ
ରାଜନ political ତିକ,রাজনৈতিক
ପୁଲ୍,পুল
ପୋର୍ଟଫୋଲିଓ,পোর্টফোলিও
ଅବସ୍ଥାନ,অবস্থান
ସକରାତ୍ମକ |,ইতিবাচক
ପୋଷ୍ଟ କରନ୍ତୁ |,পোস্ট
ପୋଷ୍ଟ-ତାରିଖ,পোস্ট তারিখ
ଟ୍ୟା-ଫାଟୋ ମଞ୍ଜୁର |,পোস্ট-ফ্যাক্টো অনুমোদন
ସ୍ନାତକୋତ୍ତର,স্নাতকোত্তর
Pushumomus,মরণোত্তর
ପୋଷ୍ଟ କରିବା,পোস্টিং
MORTEM ପରୀକ୍ଷଣ ପୋଷ୍ଟ କରନ୍ତୁ |,পোস্ট মর্টেম পরীক্ষা
ସ୍ଥଗିତ ରଖ |,স্থগিত করা
ପୋଷ୍ଟସ୍କ୍ରିପ୍ଟ (ପି.ସ),পোস্টস্ক্রিপ্ট (পি.এস.)
ଶକ୍ତି,শক্তি
ଓକିଲଙ୍କ ଶକ୍ତି,মোক্তারনামা
ପ୍ରୟୋଗନୀୟ,অনুশীলনযোগ্য
ଅଭ୍ୟାସ କର |,অনুশীলন করা
ପୂର୍ବ-ଅଡିଟ୍ |,প্রাক-নিরীক্ষা
ସତର୍କତା,সতর্কতা
ଉଦାହରଣ,নজির
ପୂର୍ବ,প্রিসিস
ସଠିକ୍,সুনির্দিষ্ট
ସଠିକ୍,বিরত
ପୂର୍ବ ସଂକଳ୍ପ,পূর্ব ধারণা
ପୂର୍ବ,পূর্বসূরী
ମୁଖ୍ୟତ। |,প্রাধান্য
ଉପକ୍ରମଣିକା,মুখবন্ধ
ପସନ୍ଦ କରନ୍ତୁ |,পছন্দ
କୁସଂସ୍କାର,কুসংস্কার
ପ୍ରାଥମିକ,প্রাথমিক
ଅକାଳ,অকাল
ପରିସର,প্রাঙ্গণ
ପ୍ରିମିୟମ୍,প্রিমিয়াম
ପ୍ରିପେଡ୍,প্রিপেইড
ପ୍ରିପେଡ୍ କାର୍ଡ |,প্রিপেইড কার্ড
ପୂର୍ବ-ଯୋଜନାବଦ୍ଧ,প্রাক-পরিকল্পিত
ଉପପୋଚିତ,প্রিপেন
ପ୍ରି-ରସିଦ ବିଲ୍ |,প্রাক-গ্রহণযোগ্য বিল
ପ୍ରଚାରକ,প্রিগ্রেটিভ
Cribe,প্রেসক্রিপশন
ମନ୍ତବ୍ୟ ଦିଆଯାଇଥିବା,নির্ধারিত
ନିର୍ଦ୍ଦିଷ୍ଟ ଫର୍ମ |,নির্ধারিত ফর্ম
ଉପସ୍ଥାପନା,উপস্থাপনা
ପୂର୍ବ,সভাপতিত্ব
ରାଷ୍ଟ୍ରପତି,রাষ্ট্রপতি
ଦବାନ୍ତୁ |,প্রেস
କପି ଦବାନ୍ତୁ |,কপি টিপুন
ଗ୍ୟାଲେରୀ ଦବାନ୍ତୁ |,গ্যালারী প্রেস
ଅନୁମାନ କରାଯାଇଥିଲା,অনুমান করা হয়েছে
ସମ୍ପତ୍ତି ପ୍ରାପ୍ତ ଦରମା |,অনুমানমূলক বেতন
ନିରବଚ୍ଛିନ୍ନ,অনুমান করা
ପୂର୍ବ,অজুহাত
ପରାଜିତ |,বিরাজ করা
ପ୍ରତିରୋଧ କର |,প্রতিরোধ
ପ୍ରତିରୋଧ,প্রতিরোধ
ପ୍ରତିଷେଧକ |,প্রতিরোধমূলক
ମୂଲ୍ୟ ପରିବର୍ତ୍ତନ (= ମୂଲ୍ୟ ଗତିବିଧି),দামের ওঠানামা (= মূল্য চলাচল)
ମୂଲ୍ୟ,মূল্য নির্ধারণ
ପ୍ରିମା ଫେସୀ,প্রাইমা ফেসি
ମୁଖ୍ୟତ। |,প্রাথমিকভাবে
ପ୍ରାଥମିକ,প্রাথমিক
ପ୍ରାଥମିକ ରସିଦ,প্রাথমিক প্রাপ্তি
ପ୍ରଧାନ,অধ্যক্ষ
ମୁଖ୍ୟ tor ଣଦାତା |,অধ্যক্ষ deb ণগ্রহীতা
ପ୍ରିଣ୍ଟର୍,প্রিন্টার
ମୁଦ୍ରଣ,মুদ্রণ
ପୂର୍ବ ସୂଚକ,পূর্বের ইঙ্গিত
ପ୍ରାଥମିକତା ଗ୍ରେଡିଂ |,অগ্রাধিকার গ্রেডিং
କାରାଗାର,কারাগার
ବନ୍ଦୀ,বন্দী
ଗୋପନୀୟତା,গোপনীয়তা
ବ୍ୟକ୍ତିଗତ ଏବଂ ଗୋପନୀୟ |,ব্যক্তিগত ও গোপনীয়
ସୁବିଧା,অধিকার
ସୁବିଧା କମିଟି |,সুবিধা কমিটি
ପୁରସ୍କାର,পুরস্কার
ସମ୍ଭାବନା,সম্ভাবনা
ପ୍ରମାଣ,প্রবেট
ପରୀକ୍ଷା,প্রবেশন
ସମ୍ଭବତ,প্রবেশনারি
ସମ୍ଭବତ। |,প্রবেশনার
ପ୍ରମାଣ କର |,ক্ষত পরীক্ষা করা
ପ୍ରକ୍ରିୟାଗତ ନିୟମ |,পদ্ধতিগত নিয়ম
ପ୍ରଣାଳୀ,পদ্ধতি
ପ୍ରକ୍ରିୟା,কার্যক্রম
ପ୍ରକ୍ରିୟା,প্রক্রিয়া
ପ୍ରକ୍ରିୟାକରଣ,প্রক্রিয়াজাতকরণ
ଶରଣ,মিছিল
ଘୋଷଣା କର,ঘোষণা
ପ୍ରକାଶନ,ঘোষণা
କ୍ରୟ,সংগ্রহ
ଉତ୍ପାଦ,পণ্য
ଉତ୍ପାଦନ,উত্পাদন
ବୃତ୍ତି,পেশা
ବୃତ୍ତିଗତ ସଫଳତା |,পেশাদার অর্জন
ପାରଦର୍ଶୀ ସାର୍ଟିଫିକେଟ୍ ସାର୍ଟିଫିକେଟ୍ |,দক্ষতা শংসাপত্র
ପ୍ରୋଫାଇଲ୍,প্রোফাইল
ଲାଭ,লাভ
ପ୍ରୋଗ୍ରାମ୍,কার্যক্রম
ପ୍ରୋଗ୍ରାମ୍ କାର୍ଯ୍ୟସୂଚୀ |,প্রোগ্রামের সময়সূচী
ପ୍ରୋଗ୍ରାମିଂ,প্রোগ্রামিং
ପ୍ରଗତି,অগ্রগতি
ପ୍ରଗତିଶୀଳ |,প্রগতিশীল
ନିଷେଧ |,নিষিদ্ধ
ନିଷେଧ କ୍ଷେତ୍ର |,নিষিদ্ধ অঞ্চল
ନିଷେଧ |,নিষেধাজ্ঞা
ନିଷେଧୀ କ୍ରମ,নিষিদ্ধ আদেশ
ପ୍ରକଳ୍ପ,প্রকল্প
ପ୍ରୋଜେକସନ,অভিক্ষেপ
ବିଶିଷ୍ଟ,বিশিষ্ট
ପ୍ରତିଜ୍ଞା,প্রতিশ্রুতি
ପ୍ରୋମାସୋରୀ ଟିପ୍ପଣୀ |,কর্জপত্র
ପ୍ରୋତ୍ସାହନ ଦିଅ |,প্রচার
ପ୍ରୋମୋଭର୍,প্রবর্তক
ପଦୋନ୍ନତି,পদোন্নতি
ବେଶ୍ୟା,প্রচার
ପ୍ରୋମୁପୁଟ୍,প্রচার
ଉଚ୍ଚାରଣ କର |,উচ্চারণ
ଘୋଷଣଣାମା,ঘোষণা
ପ୍ରମାଣ,প্রমাণ
ଉତ୍ତାପର ପ୍ରମାଣ |,প্রেরণের প্রমাণ
ପ reading ଼ିବା ପ୍ରମାଣ |,প্রুফ রিডিং
ପ୍ରସାରିତ,প্রচার
ପ୍ରସାର,প্রচার
ଉପଯୁକ୍ତ,সঠিক
ସମ୍ପତ୍ତି,সম্পত্তি
ପ୍ରସ୍ତାବ,প্রস্তাব
ପ୍ରସ୍ତାବ ଦିଅ,প্রস্তাব
ପ୍ରଚୁର,প্রোপাউন্ড
ମାଲିକାନା,মালিকানা
ମାଲିକବାନ,স্বীকৃতি
ପ୍ରୋ-ରାଟା |,প্রো-রেটা
ପ୍ରୋ-ରାଟା କୋଟା |,প্রো-রাতা কোটা
ପ୍ରାରଗୋଳ,প্রোরোগ
ଭଲ ଏବଂ ମନ୍ଦ,সুবিধা - অসুবিধা
Portbribe,মতামত
ପ୍ରବର୍ତ୍ତନ,প্রসিকিউশন
ପ୍ରୋଜେକ୍ଟସ୍,প্রসপেক্টাস
ପ୍ରେମମକୋପ୍ ନିଯୁକ୍ତ |,প্রোটেমপোর অ্যাপয়েন্টমেন্ট
ପ୍ରୋଟୋକଲ୍,প্রোটোকল
ପ୍ରମାଣ କର |,প্রমাণ করুন
ପ୍ରଦାନ କରାଯାଇଛି |,সরবরাহ করা
ପ୍ରୋଭିଡେଣ୍ଟ ପାଣ୍ଠି |,তহবিল
ପ୍ରମାଣପତ୍ର,বিধান
ଅସ୍ଥାୟୀ,অস্থায়ী
ଅସ୍ଥିଭନୀୟ ତାଲିକା |,অস্থায়ী তালিকা
ପ୍ରୋଭିସୋ |,প্রোভিসো
ନିକଟତର,নৈকট্য
ପ୍ରକ୍ସି |,প্রক্সি
ଜନସାଧାରଣ,জনসাধারণ
ପ୍ରକାଶନ |,প্রকাশনা
ଜନସାଧାରଣ କର୍ତ୍ତବ୍ୟ,পাবলিক ডিউটি
ଜନସାଧାରଣ ସୁଧ ପଳାୟନ |,জনস্বার্থ মামলা
ପ୍ରଚାର,প্রচার
ପ୍ରକାଶନ କର |,প্রকাশ
ସମୟାନୁବର୍ତ୍ତୀ |,সময়োপযোগী
ଦଣ୍ଡ,শাস্তি
କ୍ରୟ,ক্রয়
କେବଳ ଅସ୍ଥାୟୀ |,খাঁটি অস্থায়ী
ଉଦ୍ଦେଶ୍ୟ,উদ্দেশ্য
ଅନୁସରଣ କର,অন্বেষণ করা
ଅନୁସରଣ,সাধনা
ପୁରଭାତିତା,পরিদর্শন
ସ୍ଥଗିତ,আপ
Slip up,পুট আপ স্লিপ
ଯୋଗ୍ୟତା,যোগ্যতা
ଯୋଗ୍ୟ ପ୍ରାର୍ଥୀ |,যোগ্য প্রার্থী
ଯୋଗ୍ୟତା,যোগ্যতা
ଯୋଗ୍ୟତା ପରୀକ୍ଷା,যোগ্যতা পরীক্ষা
ଯୋଗ୍ୟତା ପରୀକ୍ଷା,যোগ্যতা পরীক্ষা
ଗୁଣାତ୍ମକ କ ques ଶଳ |,গুণগত কৌশল
ଗୁଣବତ୍ତା,গুণ
ଗୁଣବତ୍ତା ନିୟନ୍ତ୍ରଣ,মান নিয়ন্ত্রণ
ପରିମାଣ,পরিমাণ
କ୍ୱାଣ୍ଟାଇନ୍ ଛୁଟି,পৃথকীকরণ ছুটি
ଚତୁର୍ଥାଂଶ |,ত্রৈমাসিক
କ୍ୱାଶ୍,কোয়াশ
Quasi,কোয়াশি
କ୍ୱାସି-ସ୍ଥାୟୀତା |,অর্ধ-স্থায়ী
ଜିଜ୍ଞାସା,প্রশ্ন
ପ୍ରଶ୍ନ,প্রশ্ন
ସନ୍ଦେହଜନକ |,প্রশ্নবিদ্ধ
ପ୍ରଶ୍ନ ଘଣ୍ଟା,প্রশ্ন ঘন্টা
ପ୍ରଶ୍ନପତ୍ର,প্রশ্নাবলী
ଛାଡ,প্রস্থান
Quorum,কোরাম
କୋଟା,কোটা
ଉଦ୍ଧୃତି,উদ্ধৃতি
ଉଦ୍ଧୃତ,উদ্ধৃতি
ଜାତି,রেস
ଜାତିଗତ ଭେଦଭାବ |,জাতিগত বৈষম্য
ଥାକ,র্যাক
ଆକ୍ରମଣ,অভিযান
ରେଳପଥ,রেলপথ
ଉଠାନ୍ତୁ |,উত্থাপন
ଅନିୟମିତ |,এলোমেলো
ଅନିୟମିତ ନମୁନା |,এলোমেলো নমুনা
ପରିସର,পরিসীমা
ମାନ୍ୟତା,র‌্যাঙ্ক
ରାଙ୍କ୍ ଏବଂ ଫାଇଲ୍ |,র‌্যাঙ্ক এবং ফাইল
ର୍ୟାଙ୍କିଙ୍ଗ୍,র‌্যাঙ্কিং
ରାପିଡ୍ ଆକ୍ସନ୍ ଫୋର୍ସ |,র‌্যাপিড অ্যাকশন ফোর্স
ବିରଳ,বিরল
ଦାଗ,ফুসকুড়ি
ରାଷ୍ଟ୍ରଗୋଳ ମୂଲ୍ୟ,ইঁদুরযোগ্য মান
ହାର,রেট
ରେଟ୍ ଚୁକ୍ତିନାମା |,রেট চুক্তি
ମୂଲ୍ୟ ତାଲିକା,রেট তালিকা
ଅନୁମୋଦନ,অনুমোদন
ମୂଲ୍ୟାୟନ,রেটিং
ଅନୁପାତ,অনুপাত
ରାସନ,রেশন
ଯୁକ୍ତିଯୁକ୍ତ |,যুক্তিসঙ্গত
ଯୁକ୍ତିଯୁକ୍ତକରଣ,যৌক্তিকতা
ମାନ୍ୟତା ଭତ୍ତା,রেশন ভাতা
କଞ୍ଚାମାଲ୍,কাঁচামাল
କଞ୍ଚା ଉତ୍ପାଦ |,কাঁচা পণ্য
ପ୍ରତିକ୍ରିୟା,প্রতিক্রিয়া
ପ reading ିବା,পড়া
ପୁନ j ନିର୍ମାଣ,রিডজাস্ট
ପ୍ରସ୍ତୁତ ଯୋଜନା,প্রস্তুত পরিকল্পনা
ପ୍ରସ୍ତୁତ reckerner,প্রস্তুত রেকনার
ବାସ୍ତବ,বাস্তব
ପ୍ରକୃତ ରୋଜଗାର,বাস্তব উপার্জন
ଯମିବାଡ଼ି,আবাসন
ବାସ୍ତବତା,বাস্তবতা
ହୃଦୟଙ୍ଗମ,উপলব্ধি
ହୃଦୟଙ୍ଗମ କର |,উপলব্ধি করুন
ଅମଳ,পুনরায় নিয়োগ
ପୁନ apport ଚାଳିତ |,পুনরায় আবেদন
କାରଣ,কারণ
ପୁନ ass ମୂଲ୍ୟାଙ୍କନ,পুনর্নির্মাণ
ରିହାତି,ছাড়
ମନେପକାଇବା,স্মরণ করুন
ହ୍ରାସ,পুনরায়
ରସିଦ,প্রাপ্তি
ରସିଦ ପୁସ୍ତକ,রসিদ বই
ରସିଦ ଏବଂ ବଣ୍ଟନ |,প্রাপ্তি এবং বিতরণ
ଗ୍ରହଣ କରନ୍ତୁ |,গ্রহণ
ପ୍ରାପ୍ତକର୍ତ୍ତା |,রিসিভার
ସମ୍ପ୍ରତି,সাম্প্রতিক
ଗ୍ରହଣ,অভ্যর্থনা
ପଠାଯାଇଥିବା,গ্রহণযোগ্য
ଛୁଟି,অবকাশ
ପ୍ରାପ୍ତକର୍ତ୍ତା,প্রাপক
ପାରସ୍ପରିକ,পারস্পরিক
ପାରସ୍ପରିକ ଚାହିଦା |,পারস্পরিক চাহিদা
ପ୍ରତିକ୍ରିୟା,প্রতিদান
ପାରସ୍ପରିକତା,পারস্পরিক ক্রিয়াকলাপ
ବେପରୁଆ |,বেপরোয়া
ହିସାବ କରନ୍ତୁ |,বোধ করা
ହିସାବଯୋଗ୍ୟ ସେବା |,গণনাযোগ্য পরিষেবা
ପ୍ରତିକ୍ରିୟା,পুনরুদ্ধার
ସ୍ୱୀକୃତି,স্বীকৃতি
ଚିହ୍ନ,স্বীকৃত
ସ୍ମରଣ କର |,স্মরণ করা
ସୁପାରିଶ କରନ୍ତୁ |,সুপারিশ
ସୁପାରିଶ,সুপারিশ
ସୁପାରିଶକାରୀ ଚିଠି |,প্রস্তাবিত চিঠি
ସମନ୍ୱୟ |,পুনর্মিলন
ପୁନ on ସମନ୍ୱୟ |,পুনর্মিলন
ପୁନର୍ବିଚାର,পুনর্বিবেচনা
ପୁନ on ନିର୍ମାଣ,পুনর্গঠন
ପୁନ struction ନିର୍ମାଣ,পুনর্গঠন
ଫାଇଲ୍ ପୁନ struction ନିର୍ମାଣ |,ফাইল পুনর্গঠন
ରେକର୍ଡ,রেকর্ড
ରେକର୍ଡ ପୁସ୍ତକ,রেকর্ড বই
ସେବା ରେକର୍ଡ |,পরিষেবা রেকর্ড
ପୁନରୁଦ୍ଧାର,আশ্রয়
ପୁନରୁଦ୍ଧାର କର |,পুনরুদ্ধার
ପୁନରୁଦ୍ଧାର,পুনরুদ্ধার
ମନୋରଞ୍ଜନ,বিনোদন
ନିଯୁକ୍ତି,নিয়োগ
ନିଯୁକ୍ତି ପ୍ରାଧିକରଣ,নিয়োগ কর্তৃপক্ষ
ନିଯୁକ୍ତି,নিয়োগ
