Marathi,Assamese
प्रिमोजेनिचर,প্ৰাইমোজেনিচাৰ
राजकुमार,প্ৰিন্স
राजकुमार,প্ৰিন্স
प्रिन्स बिशप,প্ৰিন্স বিচপ
राजकुमार सोबती,প্ৰিন্স কনচৰ্ট
राजकुमार रीजंट,প্ৰিন্স ৰিজেণ্ট
पिंस regnant,পিন্স ৰেগনেণ্ট
राजकुमारी रीजंट,ৰাজকুমাৰী ৰিজেণ্ট
राजकुमारी रॉयल,ৰাজকুমাৰী ৰয়েল
प्रधानता,প্ৰিন্সিপালিটি
प्रधानता,প্ৰিন্সিপালিটি
प्रधानता,প্ৰিন্সিপালিটি
बक्षीस,পুৰষ্কাৰ
बक्षीस,পুৰষ্কাৰ
बक्षीस रक्कम,পুৰস্কাৰৰ ধন
व्यावसायिक शिपाई,পেছাদাৰী সৈনিক
वचन,প্ৰতিশ্ৰুতি
प्रोमोंटरी किल्ला,প্ৰমন্টৰী দুৰ্গ
संरक्षक,প্ৰটেক্টৰেট
संरक्षक,প্ৰটেক্টৰেট
संरक्षक,প্ৰটেক্টৰেট
प्रोटेज,Protégé
उत्पत्ती,উৎপত্তিস্থল
उत्पत्ती,উৎপত্তিস্থল
प्रोव्हनन्स सिस्टम,প্ৰভেনেন্স ব্যৱস্থা
झिओनिस्ट समर्थक,জিয়নিষ্ট সমৰ্থক
सार्वजनिक शत्रू,ৰাজহুৱা শত্ৰু
सार्वजनिक शत्रू,ৰাজহুৱা শত্ৰু
विरामचिन्हे,বিৰাম চিহ্ন
पुनिक युद्धे,পুনিক যুদ্ধ
प्युरिटन,পিউৰিটান
पुट्श,পুচ্চ
क्वाड्रिगा,কোৱাড্ৰিগা
चौपट युती,চতুৰ্ভুজ মিত্ৰতা
क्वेकर,কোৱাকাৰ
राणी,ৰাণী
राणीची पत्नी,ৰাণী কনচৰ্ট
क्वीन डोजर,ৰাণী বিধৱা
राणी,কুইনডম
राणी,কুইনডম
राणी आई,ৰাণী মা
राणी regnant,ৰাণী ৰাজত্ব কৰা
क्विझलिंग,কুইছলিং
क्विझलिंग,কুইছলিং
भाडे सोडा,ভাড়া এৰি দিয়ক
थरथर,কুইভাৰ
वॉरंटो,Quo warranto
शर्यत,জাতি
वांशिक वर्चस्व,বৰ্ণবাদী আধিপত্য
रॅक,ৰেক
रॅक,ৰেক
छापा टाकला,অভিযান
छापा टाकला,অভিযান
तटबंदी,ৰেমপাৰ্ট
तटबंदी,ৰেমপাৰ্ট
लूटमार,ৰেনছাক
खंडणी,মুক্তিপণ
खंडणी,মুক্তিপণ
नासाडी,ৰেভেজ
नासाडी,ৰেভেজ
क्षेत्र,ৰাজ্য
मागील गार्ड,ৰিয়াৰ গাৰ্ড
मागील गार्ड क्रिया,ৰিয়াৰ গাৰ্ডৰ একচন
बंडखोर,বিদ্ৰোহী
बंडखोरी,বিদ্ৰোহ
बंडखोरीची ओळख,বিদ্ৰোহৰ স্বীকৃতি
रिकंडक्शन,পুনৰ পৰিবাহী
टोपण,গোপনীয়তা
पुनर्रचना,পুনৰ্গঠন
विक्रम,নথিভুক্ত
रेकॉर्ड ऑफिस,ৰেকৰ্ড অফিচ
विक्रमी निवृत्ती,অৱসৰৰ অভিলেখ
लाल शर्ट,ৰঙা চাৰ্ট
सुधारणा,সংস্কাৰ
निर्वासित,শৰণাৰ্থী
रेगलिया,ৰেগালিয়া
रेगलिया,ৰেগালিয়া
रेगलिया,ৰেগালিয়া
रीजन्सी,ৰিজেন্সি
रीजेंट,ৰিজেণ্ট
रीजेंट राणी,ৰিজেণ্ট কুইন
रेजिसाइड,ৰেজিচাইড
रेजिसाइड्स,ৰেজিচাইড
राजवट,শাসন ব্যৱস্থা
राजवट,শাসন ব্যৱস্থা
प्रदेश,অঞ্চল
Regnal वर्ष,ৰেগনাল বছৰ
रेग्नंट,ৰেগনেণ্ট
रेग्नम,ৰেগনাম
रेच,ৰাইচ
राजवट,ৰাজত্ব কৰক
राजवट,ৰাজত্ব কৰক
राज्य करणारे कुटुंब,ৰাজত্ব কৰা পৰিয়াল
दहशतीचे राज्य,আতংকৰ ৰাজত্ব
दहशतीचे राज्य,আতংকৰ ৰাজত্ব
मजबुत करा,শক্তিশালী কৰক
मजबुतीकरण,শক্তিবৰ্ধক
पुनर्स्थापना,পুনৰ নিযুক্তি
पुन्हा गुंतवणूक करा,পুনৰ বিনিয়োগ কৰক
रिले पोस्ट,ৰিলে পোষ্ট
रिले मार्ग,ৰিলেৰ পথ
रिले प्रणाली,ৰিলে ব্যৱস্থা
सोडा,মুক্তি দিয়া
सोडा,মুক্তি দিয়া
त्याग,ত্যাগ
त्याग,ত্যাগ
रेपर्टरी (=इन्व्हेंटरी),ৰেপাৰ্টৰী (=ইনভেণ্টৰী)
भांडार,ভঁৰাল
भांडार,ভঁৰাল
प्रजासत्ताक,ৰিপাব্লিক
प्रजासत्ताक दिवस,গণৰাজ্য দিৱস
रिस्क्रिप्ट,পুনৰ লিপিবদ্ধ কৰক
रिस्क्रिप्ट,পুনৰ লিপিবদ্ধ কৰক
रहिवासी,বাসিন্দা
जीर्णोद्धार,পুনৰুদ্ধাৰ
पुनरुत्थान,পুনৰুত্থান
पुनरुत्थान,পুনৰুত্থান
माघार,পশ্চাদপসৰণ
उलटे (नाण्याचे),ওলোটা (এটা মুদ্ৰাৰ)
बंड,বিদ্ৰোহ
क्रांती,বিপ্লৱ
"क्रांती, फ्रेंच","বিপ্লৱ, ফৰাচী"
क्रांती गौरवशाली,বিপ্লৱ গৌৰৱময়
"क्रांती, औद्योगिक","বিপ্লৱ, ঔদ্যোগিক"
उगवतो,ৰাইজিং
रॉटन-बरो,পচি যোৱা-বৰো
रफ रायडर्स,ৰাফ ৰাইডাৰ
गोलाकार डोके,ঘূৰণীয়া মূৰ
राउट,ৰাউট
रॉयल प्रेक्षक,ৰয়েল দৰ্শক
रॉयल चार्टर,ৰয়েল চাৰ্টাৰ
रॉयल क्रेस्ट,ৰয়েল ক্ৰেষ্ট
रॉयल क्रेस्ट,ৰয়েল ক্ৰেষ্ট
शाही हुकूम,ৰয়েল ডিক্রী
रुब्रिक,ৰুব্ৰীক
अवशेष,ধ্বংসাৱশেষ
धावपटू,দৌৰবিদ
तोडफोड,ভেঙুচালি কৰা
साबर,ছাবেৰ
सेबर्स,চেব্ৰেছ
त्याग,ত্যাগ
त्याग,ত্যাগ
त्याग,ত্যাগ
सुरक्षित आचरण,নিৰাপদ আচৰণ
सेफगार्ड,সুৰক্ষা
सेफगार्ड,সুৰক্ষা
कर्तव्यांचे रक्षण करणे,সুৰক্ষাৰ কৰ্তব্য
सायली,চেলি
सॅली-बंदर,চেলি-পৰ্ট
राजदंड,ৰাজদণ্ড
स्किमिटर,স্কিমিটাৰ
दुसरी इस्टेट,দ্বিতীয় বাগিচা
पंथ,পন্থা
पंथ,পন্থা
जप्ती,বাজেয়াপ্ত
जप्ती,বাজেয়াপ্ত
सिनेट,চেনেট
सिनेट,চেনেট
सिनेट,চেনেট
सिनेट,চেনেট
सेवक (= सीमा किंवा विलेन),Serf (=bordar বা villein)
सेवक (= सीमा किंवा विलेन),Serf (=bordar বা villein)
दासत्व (सरफहुड किंवा सर्फेज),দাসত্ব (serfhood বা serfage)
दासत्व (सरफहुड किंवा सर्फेज),দাসত্ব (serfhood বা serfage)
सावलीचा राजा,ছাঁ ৰজা
शिप मनी,জাহাজৰ ধন
शॉक सैन्य (= वादळ सैन्य),শ্বক সৈন্য (=ধুমুহা সৈন্য)
लहान संसद,চুটি সংসদ
चकमक,স্কিমিছ
गुलाम,দাস
गुलामगिरी,দাসত্ব
गुलामगिरी,দাসত্ব
सैनिक राजकारणी,সৈনিক ৰাষ্ট্ৰনেতা
भाला,বৰশী
भाला-डोके,বৰশীৰ মূৰ
गोलाकार,গোলক
स्फ्रागिस्टिक्स,স্ফ্ৰেজিষ্টিকছ
व्यवस्था खराब करते,ব্যৱস্থা নষ্ট কৰে
स्क्वायर,স্কোৱায়াৰ
स्क्वायर,স্কোৱায়াৰ
स्क्वायरार्की,স্কুয়াৰআৰ্চি
स्क्वायरार्की,স্কুয়াৰআৰ্চি
मानक,মানদণ্ড
मानक-वाहक,ষ্টেণ্ডাৰ্ড-বাহক
उभे सैन्य,থিয় হৈ থকা সেনাবাহিনী
स्थायी आदेश,ষ্টেণ্ডিং অৰ্ডাৰ
स्थायी आदेश,ষ্টেণ্ডিং অৰ্ডাৰ
स्टेटसमन,ৰাষ্ট্ৰনেতা
दगडी शिलालेख,শিলৰ শিলালিপি
तुफान सैन्य,ধুমুহাৰ সৈন্য
डावपेच,কৌশল
रणनीती,কৌশল
रणनीती,কৌশল
रणनीती,কৌশল
स्ट्रॅटोक्रसी,ষ্ট্ৰেট’ক্ৰেচি
कलह,বিবাদ
कलह,বিবাদ
मजबूत पकड,শক্তিশালী ধৰি ৰখা
मजबूत पकड,শক্তিশালী ধৰি ৰখা
उपकंपनी टॅलायन्स,সহযোগী টেলায়েন্স
उत्तराधिकारी,উত্তৰাধিকাৰ
उत्तराधिकारी,উত্তৰাধিকাৰী
मताधिकार,ভোটাধিকাৰ
मताधिकारवादी,ভোটাধিকাৰী
सल्तनत,চুলতানত্ব
सुलतानी काळ,চুলতানত্বৰ যুগ
शरणागती,সমৰ্পণ
सुझरेन,চুজেৰেইন
सुझरेन राज्य,চুজেৰেইন ৰাজ্য
तलवारबाज,তৰোৱালধাৰী
तमनी सोसायटी,টামমানী ছ&#39;চাইটি
टेम्पर्ड तलवार,টেম্পাৰড তৰোৱাল
भाडेकरू,ভাড়াতীয়া
भाडेकरू,ভাড়াতীয়া
प्रदेश,অঞ্চল
प्रदेश,অঞ্চল
प्रदेश सरकार,টেৰিটৰী চৰকাৰ
दहशतवाद,সন্ত্ৰাসবাদ
तिसरी इस्टेट,তৃতীয় বাগিচা
तीन इस्टेट्स,তিনিটা বাগিচা
टोल,টোল
टोल घर,টোল হাউচ
थडगे,সমাধিস্থল
टोरी,ট&#39;ৰী
टोटेम,টটেম
टॉवर,টাৱাৰ
टॉवर,টাৱাৰ
विजयाचा टॉवर,বিজয়ৰ টাৱাৰ
देशद्रोही,বিশ্বাসঘাতক
विश्वासघात,বিশ্বাসঘাতকতা
देशद्रोह,দেশদ্ৰোহ
करार,সন্ধি
युद्धाद्वारे चाचणी (= लढाईद्वारे माग),যুদ্ধৰ দ্বাৰা পৰীক্ষা (=যুদ্ধৰ দ্বাৰা ট্ৰেইল)
श्रद्धांजली,শ্ৰদ্ধাঞ্জলি
श्रद्धांजली,শ্ৰদ্ধাঞ্জলি
श्रद्धांजली भूमी,শ্ৰদ্ধাঞ্জলি ভূমি
तिहेरी युती,ট্ৰিপল এলায়েন্স
तिहेरी entente,ট্ৰিপল এণ্টেণ্ট
विजय,জয়লাভ
विजय,জয়লাভ
गडबड,অস্থিৰতা
अत्याचारी,অত্যাচাৰী হত্যা
अत्याचारी,অত্যাচাৰী হত্যা
जुलमी,অত্যাচাৰ
जुलमी,অত্যাচাৰ
जुलमी,অত্যাচাৰী
उल्हान,উহলান
उकासे,উকাচে
उकासे,উকাচে
उलेमा,উলেমা
अल्टिमेटम,আলটিমেটাম
अल्टिमेटम,আলটিমেটাম
सॅम काका,ককাক ছেম
अंडर-राजा,আণ্ডাৰ-কিং
युनायटेड आयरिशमन,ইউনাইটেড আইৰিছমেন
संयुक्त राष्ट्र,যুক্তৰাষ্ট্ৰ
संयुक्त प्रांत,সংযুক্ত প্ৰভিন্স
संयुक्त प्रांत,সংযুক্ত প্ৰভিন্স
अतुलनीय किल्ला,ইউনিভেলেটেড দুৰ্গ
सार्वत्रिक सम्राट,সাৰ্বজনীন ৰজা
सार्वत्रिक मताधिकार,সাৰ্বজনীন ভোটাধিকাৰ
उठाव,বিদ্ৰোহ
उपभोग,দখল কৰা
हडप करणारा,দখলদাৰী
युटोपिया,ইউটোপিয়া
तोडफोड,ভাণ্ডাল
तोडफोड,ভাঙি-ছিঙি পেলোৱা
मोहरा,ভ্যানগাৰ্ড
मोहरा,ভ্যানগাৰ্ড
मोहरा,ভ্যানগাৰ্ড
वरांगीयन,ভাৰংগিয়ান
वरांजीयन गार्ड,ভাৰংগিয়ান গাৰ্ড
वासल,ভেছাল
वासल,ভেছাল
वासल राज्य,ভেছাল অৱস্থা
व्हॅटिकन कौन्सिल,ভেটিকান কাউন্সিল
भांडे,পাত্ৰ
भांडे,পাত্ৰ
भांडे,পাত্ৰ
उपराजा,উপ-ৰজা
व्हाईसरॉय,ভাইচৰয়
व्हाईसरॉयल्टी = व्हाईसरॉयशिप,ভাইচৰয়লিটি=ভাইচৰয়শ্বিপ
व्हिक्टर,ভিক্টৰ
विजय,বিজয়
विलेन,ভিলেইন
जलप्रवास,জলপথে গমন
असुरक्षित किल्ला,দুৰ্বল দুৰ্গ
वॉल पेंटिंग,ৱাল পেইন্টিং
भिंत पेंटिंग,ৱাল পেইন্টিং
युद्ध,যুদ্ধ
युद्धाचा अधिपती,যুদ্ধ-প্ৰভু
योद्धा,যোদ্ধা
योद्धा,যোদ্ধা
योद्धा,যোদ্ধা
युद्धनौका,যুদ্ধজাহাজ
पहा-शब्द,ৱাচ-ৱৰ্ড
कल्याणकारी राज्य,কল্যাণকামী ৰাষ্ট্ৰ
कल्याणकारी कार्य,কল্যাণমূলক কাম
विग,হুইগ
पांढरा झेंडा,বগা পতাকা
व्हाईटमेनचे ओझे,বগা মানুহৰ বোজা
जागतिक साम्राज्य,বিশ্ব সাম্ৰাজ্য
जागतिक चळवळ,বিশ্ব আন্দোলন
जागतिक राजकारण,বিশ্ব ৰাজনীতি
जागतिक शक्ती,বিশ্ব শক্তি
विश्वयुद्ध,বিশ্বযুদ্ধ
कामगार,ৰেকাৰ
मोडतोड दुरुस्ती,ধ্বংসাত্মক সংশোধনী
झेनेलासिस,জেনেলাচিছ
झेनोफोबिया,বিদেশী ঘৃণা
यँकी,য়েংকি
पिवळे जाकीट,হালধীয়া জেকেট
पिवळा माणूस,হালধীয়া মানুহ
पिवळा धोका,হালধীয়া বিপদ
पिवळा प्रेस,হালধীয়া প্ৰেছ
तरुण तुर्क,যুৱ তুৰ্কী
झ्यूस,জিউছ
झिओनिझम,জায়নিজম
झोरास्ट्रियन धर्म,জৰদস্তি ধৰ্ম
