Assamese,Kannada
"হাইগ্ৰ&#39;মিটাৰ, হাইগ্ৰ&#39;মিটাৰ","ಹೈಗ್ರೋಮೀಟರ್, ಆರ್ದ್ರಮಾಪಕ"
হাইগ্ৰ&#39;মেট্ৰি,ಹೈಗ್ರೋಮೆಟ್ರಿ
হাইগ্ৰ&#39;মিটাৰ,ಹೈಗ್ರೋಮೀಟರ್
হাইগ্ৰ&#39;স্কোপিক,ಹೈಗ್ರೊಸ್ಕೋಪಿಕ್
হাইপাৰবলিক,ಹೈಪರ್ಬೋಲಿಕ್
উচ্চ চাৰ্জ হাইপাৰ চাৰ্জ,ಹೆಚ್ಚಿನ ಚಾರ್ಜ್ ಹೈಪರ್ ಚಾರ್ಜ್
নূন্যতম,ಸೂಕ್ಷ್ಮ
দীঘলীয়া দৃষ্টি,ದೀರ್ಘ ದೃಷ್ಟಿ
hyperrani - নিউক্লিয়াস,ಹೈಪರ್ರಾಣಿ - ನ್ಯೂಕ್ಲಿಯಸ್
হাইপাৰন,ಹೈಪರಾನ್
supersonic,ಶಬ್ದಾತೀತ
চুপাৰ আকাশ,ಸೂಪರ್ ಆಕಾಶ
অনুমান,ಕಲ್ಪನೆ
"কাল্পনিক, কাল্পনিক","ಕಾಲ್ಪನಿಕ, ಕಾಲ್ಪನಿಕ"
উতলাংক,ಕುದಿಯುವ ಬಿಂದು
নিদ্ৰাহীনতা,ನಿದ್ರಾಹೀನತೆ
বৰফ,ಮಂಜುಗಡ್ಡೆ
বৰফ-স্ফটিক,ಐಸ್-ಸ್ಫಟಿಕ
আদৰ্শ,ಆದರ್ಶ
আদৰ্শগত,ಆದರ್ಶೀಕರಿಸಲಾಗಿದೆ
"একে, একে, অবিচ্ছেদ্য","ಒಂದೇ, ಒಂದೇ, ಅವಿಭಾಜ್ಯ"
"চিনাক্তকৰণ, চিনাক্তকৰণ, চিনাক্তকৰণ, চিনাক্তকৰণ","ಗುರುತಿಸುವಿಕೆ, ಗುರುತಿಸುವಿಕೆ, ಗುರುತಿಸುವಿಕೆ, ಗುರುತಿಸುವಿಕೆ"
"চিনাক্তকৰণ বিকন, চিনাক্তকৰণ বিকন","ಗುರುತಿನ ದಾರಿದೀಪ, ಗುರುತಿನ ದಾರಿದೀಪ"
"একে, একে, সৰ্বব্যাপী, ব্যক্তিত্ব","ಒಂದೇ, ಒಂದೇ, ಸರ್ವವ್ಯಾಪಿ, ಪ್ರತ್ಯೇಕತೆ"
কৰ্মহীন,ಕೆಲಸವಿಲ್ಲದ
"নিষ্ক্ৰিয় সময়, কাৰ্যসূচী পৰীক্ষাৰ সময়","ನಿಷ್ಕ್ರಿಯ ಸಮಯ, ಪ್ರೋಗ್ರಾಂ ಪರೀಕ್ಷೆಯ ಸಮಯ"
জ্বলোৱা,ಉರಿಯಲು
igniter,ಇಗ್ನೈಟರ್
ইগনিচন,ದಹನ
নিৰ্দেশনাক অৱজ্ঞা কৰা,ಸೂಚನೆಯನ್ನು ನಿರ್ಲಕ್ಷಿಸಿ
আলোকসজ্জা ঘনত্ব,ಪ್ರಕಾಶ ಸಾಂದ್ರತೆ
ইলুমিনেটৰ,ಪ್ರಕಾಶಕ
ইলুমিনেটৰ,ಪ್ರಕಾಶಕ
আলোকসজ্জা গেজ,ಪ್ರಕಾಶಮಾನ ಮಾಪಕ
ইলুমিনেটৰ,ಪ್ರಕಾಶಕ
প্ৰতিফলন,ಪ್ರತಿಬಿಂಬ
"কল্পিত, কাল্পনিক, কাল্পনিক","ಕಾಲ್ಪನಿಕ, ಕಾಲ್ಪನಿಕ, ಕಾಲ್ಪನಿಕ"
ডুব যোৱা বস্তু,ಮುಳುಗಿದ ವಸ್ತು
বিসৰ্জন,ಮುಳುಗುವಿಕೆ
ইম্পিডেন্স অনুপ্ৰৱেশ,ಪ್ರತಿರೋಧ ನುಗ್ಗುವಿಕೆ
"প্ৰভাৱ, প্ৰভাৱ, প্ৰভাৱ, সংঘৰ্ষ, পুনৰুত্থান","ಪರಿಣಾಮ, ಪರಿಣಾಮ, ಪರಿಣಾಮ, ಘರ್ಷಣೆ, ಮರುಕಳಿಸುವಿಕೆ"
ইমপেক্ট ইফেক্ট,ಪರಿಣಾಮ ಪರಿಣಾಮ
ইম্পিডেন্স,ಪ್ರತಿರೋಧ
আচৰিত,ಆಘಾತಕಾರಿ
প্ৰয়োগ কৰা চাপ,ಅನ್ವಯಿಸಿದ ಒತ್ತಡ
"impregnated, সন্নিৱিষ্ট কৰা","ತುಂಬಿದ, ಎಂಬೆಡೆಡ್"
impulse,ಉದ್ವೇಗ
অশুদ্ধ,ಅಶುದ್ಧ
অতিৰিক্ত পৰিবাহীতা (বাহ্যিক পৰিবাহীতা),ಬಾಹ್ಯ ವಾಹಕತೆ (ಬಾಹ್ಯ ವಾಹಕತೆ)
অশ্ৰাব্যতা,ಕೇಳಿಸುವುದಿಲ್ಲ
অশ্ৰাব্য,ಕೇಳಿಸುವುದಿಲ್ಲ
ইনকাণ্ডেচেণ্ট,ಪ್ರಕಾಶಮಾನ
ইনকাণ্ডেচেণ্ট,ಪ್ರಕಾಶಮಾನ
ৰেপচ&#39;ডিক,ರಾಪ್ಸೋಡಿಕ್
আগন্তুক,ಮುಂಬರುವ
অসংকোচনীয়তা,ಅಸಂಕುಚಿತತೆ
বৃদ্ধি পোৱা দোলন,ಹೆಚ್ಚುತ್ತಿರುವ ಆಂದೋಲನ
বৃদ্ধি পোৱা চুম্বকত্ব,ಹೆಚ್ಚಿದ ಕಾಂತೀಯತೆ
বিনামূলীয়া বিতৰণ,ಉಚಿತ ವಿತರಣೆ
"অসীম, অনিৰ্দিষ্ট, অনিৰ্দিষ্ট, ৪অনিৰ্দিষ্ট","ಅನಂತ, ಅನಿರ್ದಿಷ್ಟ, ಅನಿರ್ದಿಷ್ಟ, 4ಅನಿರ್ದಿಷ್ಟ"
"মাৰাত্মক, পইণ্টাৰ, 3index","ಮಾರಕ, ಪಾಯಿಂಟರ್, 3 ಸೂಚ್ಯಂಕ"
"পৰোক্ষ, পৰোক্ষ","ಪರೋಕ್ಷ, ಪರೋಕ್ಷ"
অনুপ্ৰাণিত,ಪ್ರೇರಿತ
"আগমন, প্ৰৰোচনা, প্ৰৰোচনা","ಆಗಮನ, ಇಂಡಕ್ಷನ್, ಇಂಡಕ್ಷನ್"
প্ৰেৰণাদায়ক,ಸ್ಪೂರ್ತಿದಾಯಕ
প্ৰেৰণাদায়ক,ಪ್ರೇರಕ
জড়তা,ಜಡತ್ವ
অক্ষয় উৎস,ಅಕ್ಷಯ ಮೂಲ
"অসীম, অসীম","ಅನಂತ, ಅನಂತ"
"অসীম, অসীম","ಅನಂತ, ಅನಂತ"
"অসীম, অসীম","ಅನಂತ, ಅನಂತ"
জ্বলনশীলতা,ಸುಡುವಿಕೆ
জ্বলনশীল,ದಹಿಸುವ
ইনফ্ল&#39;,ಒಳಹರಿವು
ইনফ্ল&#39;,ಒಳಹರಿವು
জাননী,ಮಾಹಿತಿ
অতি কম কম্পাঙ্ক,ಬಹಳ ಕಡಿಮೆ ಆವರ್ತನ
ইনফ্ৰাৰেড,ಅತಿಗೆಂಪು
অশ্ৰাব্য,ಕೇಳಿಸುವುದಿಲ್ಲ
আভা শ্ৰবিকি,ಅವ ಶ್ರಾವಿಕಿ
অসামঞ্জস্যতা,ಅಸಾಮರಸ್ಯ
disparate,ಭಿನ್ನವಾದ
প্ৰাৰম্ভিক,ಆರಂಭಿಕ
বেজী দিয়া,ಇಂಜೆಕ್ಷನ್
প্ৰৱেশদ্বাৰ,ನಮೂದಿಸಿ
"ভিতৰৰ, ভিতৰৰ, ভিতৰৰ, ভিতৰৰ","ಒಳ, ಒಳ, ಒಳ, ಒಳ"
"ইনপুট (n.), ইনপুট (v.)","ಇನ್ಪುಟ್ (ಎನ್.), ಇನ್ಪುಟ್ (ವಿ.)"
insolent,ಅಹಂಕಾರಿ
লাইভচন,ಲೈವ್ಶನ್
"তুচ্ছ, তুচ্ছ","ಅತ್ಯಲ್ಪ, ಅತ್ಯಲ್ಪ"
তত্বাৱধান,ಮೇಲ್ವಿಚಾರಣೆ
"সংস্থাপন, সংস্থাপন, সংস্থাপন","ಅನುಸ್ಥಾಪನೆ, ಅನುಸ್ಥಾಪನೆ, ಅನುಸ್ಥಾಪನೆ"
মুহূৰ্ত,ಕ್ಷಣ
নিৰ্দেশনা,ಸೂಚನಾ
যন্ত্ৰ,ಯಂತ್ರ
যান্ত্ৰিক,ಯಾಂತ್ರಿಕ
"যান্ত্ৰিকীকৰণ, সমাবেশ","ಯಾಂತ್ರೀಕರಣ, ಜೋಡಣೆ"
"ইনচুলেটিং, ইনচুলেটিং","ನಿರೋಧನ, ನಿರೋಧನ"
ইনচুলেটিং,ನಿರೋಧಕ
"ইনচুলেটিং, ইনচুলেটিং, ইনচুলেটিং","ನಿರೋಧನ, ನಿರೋಧನ, ನಿರೋಧನ"
"১গোটা সংখ্যা,পূৰ্ণসংখ্যা","1ಸಂಪೂರ್ಣ ಸಂಖ್ಯೆ, ಪೂರ್ಣಾಂಕ"
সংহতিযোগ্যতা,ಸಮಗ್ರತೆ
"integral, পূৰ্ণসংখ্যা","ಅವಿಭಾಜ್ಯ, ಪೂರ್ಣಾಂಕ"
সংহতি,ಏಕೀಕರಣ
"তীব্ৰ, উত্তেজিত","ತೀವ್ರ, ಉಗ್ರ"
তীব্ৰকৰণ,ತೀವ್ರತೆ
"ট্ৰেকচন, ত্বৰণ","ಎಳೆತ, ವೇಗವರ್ಧನೆ"
"তীব্ৰতা, তীব্ৰতা, তীব্ৰতা","ತೀವ್ರತೆ, ತೀವ್ರತೆ, ತೀವ್ರತೆ"
তীব্ৰ,ತೀವ್ರ
ভাৱ-বিনিময়,ಪರಸ್ಪರ ಕ್ರಿಯೆ
আন্তঃপৰমাণু,ಪರಸ್ಪರ ಪರಮಾಣು
"বিনিময়, লেনদেন","ವಿನಿಮಯ, ವಹಿವಾಟು"
"আন্তঃনিৰ্ভৰশীলতা, আন্তঃনিৰ্ভৰশীলতা","ಪರಸ್ಪರ ಅವಲಂಬನೆ, ಪರಸ್ಪರ ಅವಲಂಬನೆ"
আন্তঃনিৰ্ভৰশীল,ಪರಸ್ಪರ ಅವಲಂಬಿತ
পাৰস্পৰিক প্ৰসাৰণ,ಪರಸ್ಪರ ಪ್ರಸರಣ
আন্তঃপৃষ্ঠ পৃষ্ঠা,ಇಂಟರ್ಫೇಸ್ ಪುಟ
ক্ৰছ ভৰোৱা,ಅಡ್ಡ ಭರ್ತಿ
আন্তঃপৃষ্ঠ কোণ,ಇಂಟರ್ಫೇಸ್ ಕೋನ
"হস্তক্ষেপ, হস্তক্ষেপ, বাধা","ಹಸ್ತಕ್ಷೇಪ, ಅಡಚಣೆ, ಅಡಚಣೆ"
আন্তঃনক্ষত্ৰীয়,ಇಂಟರ್ ಗ್ಯಾಲಕ್ಟಿಕ್
"inner, inner, inner (v.), ভিতৰৰ, ভিতৰৰ, ভিতৰৰ (v.)","ಒಳ, ಒಳ, ಒಳ (ವಿ.), ಒಳ, ಒಳ, ಒಳ (ವಿ.)"
"synapse, চিনেপ্স","ಸಿನಾಪ್ಸ್, ಸಿನಾಪ್ಸ್"
"মধ্যৱৰ্তী, গৌণ, মধ্যম, মধ্যম","ಮಧ್ಯಂತರ, ಮಾಧ್ಯಮಿಕ, ಮಧ್ಯಮ, ಮಧ್ಯಮ"
আন্তঃধাতুৰ,ಇಂಟರ್ಮೆಟಾಲಿಕ್
"intermittent, মাজে মাজে","ಮಧ್ಯಂತರ, ಮಧ್ಯಂತರ"
আন্তঃআণৱিক,ಅಂತರ ಅಣು
আভ্য়ন্তৰীণ,ಆಂತರಿಕ
আন্তৰ্জাতিক,ಅಂತಾರಾಷ್ಟ್ರೀಯ
অন্তৰ্স্থলী,ತೆರಪಿನ
আন্তঃগ্ৰহীয়,ಅಂತರಗ್ರಹ
আন্তঃপ্ৰক্ষেপণ,ಇಂಟರ್ಪೋಲೇಷನ್
অৰ্থপূৰ্ণতা,ಅರ್ಥಪೂರ್ಣತೆ
"নিৰ্বাচক, দোভাষী","ಇಲೆಕ್ಟರ್, ಇಂಟರ್ಪ್ರಿಟರ್"
interrupter,ಅಡ್ಡಿಪಡಿಸುವವನು
ছেদ কৰা,ಛೇದಿಸುತ್ತಿದೆ
"ছেদ, ছেদ, ছেদ","ಛೇದಕ, ಛೇದನ, ಛೇದನ"
ব্যৱধান,ಮಧ್ಯಂತರ
আন্তঃনক্ষত্ৰীয়,ಅಂತರತಾರಾ
অন্তৰ্স্থলী,ತೆರಪಿನ
"ফাঁক, ফাঁক","ಅಂತರ, ಅಂತರ"
বন্ধ,ಮುಚ್ಚಿ
অৱশেষত,ಕೊನೆಯಲ್ಲಿ
আন্তঃপৰমাণু,ಪರಸ್ಪರ ಪರಮಾಣು
"নাজ (উত্তৰাধিকাৰী), অন্তৰ (অভ্যন্তৰীণ)","ನಾಜ್ (ಆನುವಂಶಿಕವಾಗಿ), ಅಂತರ (ಆಂತರಿಕ)"
নিশ্চয়,ಖಚಿತವಾಗಿ
"উদ্ভাৱন, উদ্ভাৱন","ಆವಿಷ್ಕಾರ, ಆವಿಷ್ಕಾರ"
"বিপৰীত, বিপৰীত, বিপৰীত","ವಿಲೋಮ, ವಿಲೋಮ, ವಿರುದ್ಧ"
"inversion, ওলোটা","ವಿಲೋಮ, ವಿಲೋಮ"
প্ৰতিনিধিত্ব কৰা,ಪ್ರತಿನಿಧಿಸಲು
"inverse, inverse","ವಿಲೋಮ, ವಿಲೋಮ"
অন্ধ,ಬ್ಲೈಂಡ್
টাৰ্বিড লিকুইড,ಪ್ರಕ್ಷುಬ್ಧ ದ್ರವ
অদৃশ্যতা,ಅದೃಶ್ಯತೆ
অদৃশ্য,ಅಗೋಚರ
আয়ন,ಅಯಾನು
আয়নিক,ಅಯಾನಿಕ್
আয়নীয়কৰণযোগ্য,ಅಯಾನೀಕರಿಸಬಲ್ಲ
"to ionize, আয়নীয়কৰণ কৰা","ಅಯಾನೀಕರಿಸಲು, ಅಯಾನೀಕರಿಸಲು"
"আয়নমণ্ডল, আয়নমণ্ডল","ಅಯಾನುಗೋಳ, ಅಯಾನುಗೋಳ"
আয়নমণ্ডল,ಅಯಾನುಗೋಳ
আইৰিছ,ಐರಿಸ್
বিকিৰণ কৰা,ವಿಕಿರಣಗೊಂಡಿತು
বিকিৰণ,ವಿಕಿರಣ
অযুক্তিকৰ,ಅಭಾಗಲಬ್ಧ
"অপ্ৰত্যাহাৰযোগ্য, অপুৰণীয়, অপূৰণীয়","ಸರಿಪಡಿಸಲಾಗದ, ಸರಿಪಡಿಸಲಾಗದ, ಸರಿಪಡಿಸಲಾಗದ"
যাদৃচ্ছিক,ಅನಿಯಮಿತ
অপ্ৰত্যাৱৰ্তনীয়,ಬದಲಾಯಿಸಲಾಗದ
ঘূৰ্ণনশীল,ತಿರುಗುತ್ತಿದೆ
"সমতাত্ত্বিক, সমৰূপী বক্ৰ","ಐಸೊಟ್ರೊಪಿಕ್, ಐಸೊಟ್ರೊಪಿಕ್ ಕರ್ವ್"
সাপনট্ৰপিকেলি,ಸಪಾನ್ಟ್ರೋಪಿಕಲ್
"মই সংকেত দিওঁ, মই সংকেত দিওঁ","ನಾನು ಸಂಕೇತ, ನಾನು ಸಂಕೇತ"
"আইছ’বাৰ, আইছ’ট’প","ಐಸೊಬಾರ್‌ಗಳು, ಐಸೊಟೋಪ್‌ಗಳು"
"সমবেৰিক, সুষম, সুষম","ಐಸೊಬಾರಿಕ್, ಸಮತೋಲಿತ, ಸಮತೋಲಿತ"
"সমমিতি ৰেখা, সমস্থানিক ৰেখা","ಐಸೊಮೆಟ್ರಿಕ್ ಲೈನ್, ಐಸೊಟೋನಿಕ್ ಲೈನ್"
সম-আয়নিক,ಐಸೊ-ಅಯಾನಿಕ್
সমৰূপী,ಏಕರೂಪದ
ছিঙ্ক লাইন,ಸಿಂಕ್ರೊನಸ್ ಲೈನ್
সমকালীন গতি,ಸಿಂಕ್ರೊನಸ್ ವೇಗ
সমমিতি,ಸಮಮಾಪನ
সমবিভৱনশীল,ಈಕ್ವಿಪೊಟೆನ್ಷಿಯಲ್
সম-শক্তিশালী,ಸಮಾನ ಶಕ್ತಿಯುತ
"সমপক্ষীয় (v.), সমদ্বিখণ্ডীয় ৰেখা (ed.)","ಸಮಬಾಹು (v.), ಸಮದ್ವಿಬಾಹು ರೇಖೆ (ed.)"
"to dissociate, (adj.), পৃথক কৰা","ಬೇರ್ಪಡಿಸಲು, (adj.), ಪ್ರತ್ಯೇಕಿಸಲು"
"বিচ্ছিন্ন, বিচ্ছিন্ন, একক","ಪ್ರತ್ಯೇಕ, ಪ್ರತ್ಯೇಕ, ಏಕ"
"পৃথকীকৰণ, পৃথকীকৰণ, পৃথকীকৰণ","ಪ್ರತ್ಯೇಕತೆ, ಪ್ರತ್ಯೇಕತೆ, ಪ್ರತ್ಯೇಕತೆ"
আইছ&#39;মাৰ,ಐಸೋಮರ್
আইছ&#39;মাৰ,ಐಸೋಮರ್
আইছ&#39;মেৰিজম,ಐಸೋಮೆರಿಸಂ
"সমমিতি,ত্ৰিভুজ,ঘন,সমমিতিক","ಸಮಮಾಪನ, ತ್ರಿಕೋನ, ಘನ, ಸಮಮಾಪನ"
সমৰূপতা,ಐಸೊಮಾರ್ಫಿಸಮ್
সমৰূপী,ಐಸೊಮಾರ್ಫಿಕ್
সমতাপ,ಐಸೊಥರ್ಮ್
সমতাপ,ಐಸೊಥರ್ಮ್
আইছ&#39;ট&#39;প,ಸಮಸ್ಥಾನಿಗಳು
আইছ&#39;ট&#39;প,ಸಮಸ್ಥಾನಿಗಳು
সমতলীয়,ಐಸೊಟ್ರೊಪಿಕ್
বৃত্তাকাৰ ৰেখা,ವೃತ್ತಾಕಾರದ ರೇಖೆ
সমৰূপতা,ಐಸೊಮಾರ್ಫಿಸಮ್
পুনৰাবৃত্তি,ಪುನರಾವರ್ತನೆ
অন্তৰ্নিহিত অৰ্ধপৰিবাহী,ಆಂತರಿಕ ಅರೆವಾಹಕ
জাম ইন্টাৰফেৰ&#39;মিটাৰ,ಜಾಮ್ ಇಂಟರ್ಫೆರೋಮೀಟರ್
"জৰ্ক, ৰিবাউণ্ড","ಎಳೆತ, ಮರುಕಳಿಸುವಿಕೆ"
"জেট, মূৰ","ಜೆಟ್, ತಲೆ"
জেট-ৰকেট প্ৰপালচন,ಜೆಟ್-ರಾಕೆಟ್ ಪ್ರೊಪಲ್ಷನ್
জে-জে কাপলিং,ಜೆ-ಜೆ ಜೋಡಣೆ
জোলি বেন্ট,ಜಾಲಿ ಬಾಗಿದ
জুল-তাপ,ಜೌಲ್-ಶಾಖ
জ্যুলেমিটাৰ,ಜೌಲ್ಮೀಟರ್
জোল-থমছন প্ৰভাৱ,ಜೌಲ್-ಥಾಮ್ಸನ್ ಪರಿಣಾಮ
জোল,ಜೌಲ್
"কুঠাৰ, জাম্প, বাঁহী","ಗುದ್ದಲಿ, ಜಿಗಿತ, ಕೊಳಲು"
সন্ধি,ಒಪ್ಪಂದ
সংগম স্থান,ಸಂಗಮ ಸ್ಥಳ
সঠিক চিলেবল,ಸರಿಯಾದ ಉಚ್ಚಾರಾಂಶ
"কেসনিধি, সান্নিধ্য","ಕೇಶನಿಧಿ, ಸಾಮೀಪ್ಯ"
"কেলিডস্কোপ, কেলিডস্কোপ","ಕೆಲಿಡೋಸ್ಕೋಪ್, ಕೆಲಿಡೋಸ್ಕೋಪ್"
"কাপ্পা মেছনছ, কে-মেছনছ","ಕಪ್ಪ ಮೇಸನ್ಸ್, ಕೆ-ಮೇಸನ್ಸ್"
কেথ&#39;ড,ಕ್ಯಾಥೋಡ್
ঘানায়ান,ಘನಯಾನ್
কে-বেণ্ড,ಕೆ-ಬ್ಯಾಂಡ್
কে-কেপচাৰ,ಕೆ-ಕ್ಯಾಪ್ಚರ್
k-গ্ৰাহক,ಕೆ-ಗ್ರಾಹಕ
কেলভিন আনুমানিক,ಕೆಲ್ವಿನ್ ಅಂದಾಜು
একক একক,ಏಕರೂಪತೆಯ ಘಟಕ
ker কোষ,ಕೆರ್ ಕೋಶ
"চাবি, পৰ্দা, চাবি","ಕೀ, ಪರದೆ, ಕೀ"
"কী বৰ্ড, পৰ্দাৰ বাৰ","ಕೀ ಬೋರ್ಡ್, ಕರ್ಟನ್ ಬಾರ್"
মুকলি স্বৰবৰ্ণ,ಆರಂಭಿಕ ಸ್ವರ
কী পালছ,ಪ್ರಮುಖ ನಾಡಿ
মূল শব্দ,ಪ್ರಮುಖ ಪದ
প্ৰক্ষেপণ,ಪ್ರೊಜೆಕ್ಷನ್
বিৰোধ কৰা,ಪ್ರತಿರೋಧ
কিলোগ্ৰাম,ಕೇಜಿ
কিলোজুল,ಕಿಲೋಜೌಲ್
কিলোপাৰ্চেক,ಕಿಲೋಪಾರ್ಸೆಕ್
কিলোটন বোমা,ಕಿಲೋಟನ್ ಬಾಂಬ್
গতিশীল,ಚಲನಶಾಸ್ತ್ರ
বিশুদ্ধভাৱে গতিশীল,ಸಂಪೂರ್ಣವಾಗಿ ಕ್ರಿಯಾತ್ಮಕವಾಗಿ
"গতিশীল, গতিশীল","ಚಲನಶೀಲ, ಕ್ರಿಯಾತ್ಮಕ"
গতিশীলভাৱে,ಕ್ರಿಯಾತ್ಮಕವಾಗಿ
হাড়ভঙা,ಮುರಿತ
ক্লাইষ্ট্ৰন,ಕ್ಲೈಸ್ಟ್ರಾನ್
চোকা প্ৰান্ত,ಚೂಪಾದ ಅಂಚು
kruskal সীমান্ত,ಕ್ರುಸ್ಕಲ್ ಗಡಿ
থাৰ্মোজেনিক,ಥರ್ಮೋಜೆನಿಕ್
লেবেল,ಲೇಬಲ್
"চিহ্নিত, লিপিবদ্ধ, লেবেলযুক্ত","ಗುರುತಿಸಲಾಗಿದೆ, ಕೆತ್ತಲಾಗಿದೆ, ಲೇಬಲ್ ಮಾಡಲಾಗಿದೆ"
পৰীক্ষাগাৰত,ಪ್ರಯೋಗಾಲಯ
চিৰি,ಏಣಿ
ঘড়ীৰ কাঁটাৰ বিপৰীত দিশত,ಅಪ್ರದಕ್ಷಿಣಾಕಾರವಾಗಿ
"ঘড়ীৰ কাঁটাৰ বিপৰীত দিশত, বাওঁ মেৰুত্ব","ಅಪ್ರದಕ್ಷಿಣಾಕಾರವಾಗಿ, ಎಡ ಧ್ರುವೀಕರಣ ರೋಟರ್"
আগলৈ পিছলৈ,ಹಿಂದಕ್ಕೆ ಮತ್ತು ಮುಂದಕ್ಕೆ
লেগ্ৰেঞ্জ সম্প্ৰচাৰ,ಲಾಗ್ರೇಂಜ್ ಪ್ರಸಾರ
লেগ্ৰেঞ্জিয়ানবাদ,ಲಗ್ರಾಂಜಿಯನಿಸಂ
মেৰ পোৱালি সৃষ্টি,ಕುರಿಮರಿ ಸೃಷ್ಟಿ
প্লেংক বৰ্ড,"ಹಲಗೆ, ಹಲಗೆ"
পৃষ্ঠীয় প্লেট,ಡಾರ್ಸಲ್ ಪ್ಲೇಟ್
"পৃষ্ঠৰ প্ৰবাহ, সমতল প্ৰবাহ","ಮೇಲ್ಮೈ ಹರಿವು, ಮಟ್ಟದ ಹರಿವು"
"প্লেটিং, পেনেল, লেভেল, লেয়াৰ বণ্ড","ಲೋಹಲೇಪ, ಫಲಕ, ಮಟ್ಟ, ಪದರದ ಬಂಧ"
স্তৰবিন্যাস,ಶ್ರೇಣೀಕರಣ
লেমিনা,ಲ್ಯಾಮಿನಾ
"লেম্প, লেম্প","ದೀಪ, ದೀಪ"
"কাজল, দীপ কাজল","ಕಾಜಲ್, ದೀಪ್ ಕಾಜಲ್"
land-interval নিয়ম,ಲ್ಯಾಂಡೆ-ಮಧ್ಯಂತರ ನಿಯಮ
লেণ্ড বিভাজন কাৰক,ಲ್ಯಾಂಡೆ ವಿಭಜಿಸುವ ಅಂಶ
লেণ্ডিং,ಲ್ಯಾಂಡಿಂಗ್
"মাইক্ৰ&#39; ঘৰ্ষণ, লেমিনেচন, পৰিধান","ಸೂಕ್ಷ್ಮ ಸವೆತ, ಲ್ಯಾಮಿನೇಶನ್, ಉಡುಗೆ"
larmore কম্পাঙ্ক,ಲಾರ್ಮೋರ್ ಆವರ್ತನ
larmore precession,ಲಾರ್ಮೋರ್ ಪೂರ್ವಭಾವಿ
লেজাৰ,ಲೇಸರ್
লেজাৰাইজেচন,ಲೇಸರೀಕರಣ
গোপনীয়,ರಹಸ್ಯ
"পাৰ্শ্বীয়, পাৰ্শ্বীয়, পাৰ্শ্বীয়","ಲ್ಯಾಟರಲ್, ಲ್ಯಾಟರಲ್, ಲ್ಯಾಟರಲ್"
"অক্ষাংশ, অক্ষাংশ","ಅಕ್ಷಾಂಶ, ಅಕ್ಷಾಂಶ"
"জালি, জালি","ಜಾಲರಿ, ಜಾಲರಿ"
laue ক্লাছ,ಲಾವ್ ವರ್ಗ
মুক্তি দিয়া,ಉಡಾವಣೆ
মুক্তি দিয়া,ಉಡಾವಣೆ
লঞ্চ প্লেটফৰ্ম,ಉಡಾವಣಾ ವೇದಿಕೆ
ভৰ অনুপাত নিয়ম,ಸಾಮೂಹಿಕ ಅನುಪಾತ ಕಾನೂನು
বহু অনুপাতৰ নিয়ম,ಬಹು ಅನುಪಾತದ ನಿಯಮ
"স্তৰ, স্তৰ","ಪದರ, ಮಟ್ಟ"
এল-বেণ্ড,ಎಲ್-ಬ್ಯಾಂಡ್
"সীহ, সীহ, সীহ, সীহ, সীহ","ಮುನ್ನಡೆ, ಮುನ್ನಡೆ, ಮುನ್ನಡೆ, ಮುನ್ನಡೆ, ಮುನ್ನಡೆ"
আগলৈ,ಮುಂದೆ
"লাইম, লিকিং (ক্ৰ.), ৰাইজেন লাইন, চ্যাৱান","ಲೈಮ್, ಲೀಕಿಂಗ್ (Cr.), ರೈಸನ್ ಲೈನ್, ಚ್ಯವನ್"
"চোবাই খোৱা, জাৰণ, লিক হোৱা","ಚೂಯಿಂಗ್, ತುಕ್ಕು, ಸೋರಿಕೆ"
"নূন্যতম, নূন্যতম, নূন্যতম","ಕನಿಷ್ಠ, ಕನಿಷ್ಠ, ಕನಿಷ್ಠ"
নূন্যতম গণনা,ಕನಿಷ್ಠ ಎಣಿಕೆ
লেচ তাঁৰ,ತಾಳ ತಂತಿ
লেডুক ইফেক্ট,ಲೆಡಕ್ ಪರಿಣಾಮ
বৈধ ওম,ಮಾನ್ಯ ಓಮ್
-ইলেক্ট্ৰন,- ಎಲೆಕ್ಟ್ರಾನ್
দৈৰ্ঘ্যৰ বাধা,ಉದ್ದದ ನಿರ್ಬಂಧ
প্ৰসাৰণ,ಉದ್ದನೆ
লেন্স,ಮಸೂರ
লেঞ্জৰ নিয়ম,ಲೆನ್ಜ್ ಕಾನೂನು
সমতল সুৰংগ,ಸಮತಟ್ಟಾದ ಸುರಂಗ
অনুভূমিক উৰণ,ಸಮತಲ ವಿಮಾನ
"লেভেলিং, লেভেলিং","ಲೆವೆಲಿಂಗ್, ಲೆವೆಲಿಂಗ್"
"অনুভূমিক স্ক্ৰু, লেভেলিং স্ক্ৰু","ಅಡ್ಡ ಸ್ಕ್ರೂ, ಲೆವೆಲಿಂಗ್ ಸ್ಕ್ರೂ"
আত্মবিশ্বাসৰ স্তৰ,ಆತ್ಮವಿಶ್ವಾಸದ ಮಟ್ಟ
তাৎপৰ্য্যৰ স্তৰ,ಪ್ರಾಮುಖ್ಯತೆಯ ಮಟ್ಟ
