Malayalam,Kannada
"ഓഡോമീറ്റർ, പാത്തോമീറ്റർ","ದೂರಮಾಪಕ, ಪಾಥೋಮೀಟರ್"
ഓഫ് ലൈൻ,ಆಫ್ ಲೈನ್
വാക്കേതര പ്രതികരണം,ಮೌಖಿಕ ಪ್ರತಿಕ್ರಿಯೆ
"അപാകത, ഓഫ്സെറ്റ്","ಅಸಂಗತತೆ, ಸರಿದೂಗಿಸುತ್ತದೆ"
ഓഫ്സെറ്റ് ആംഗിൾ,ಆಫ್ಸೆಟ್ ಕೋನ
ഓഫ്സെറ്റ് സ്ട്രീം,ಆಫ್ಸೆಟ್ ಸ್ಟ್ರೀಮ್
ഓഫ്സെറ്റ് പിശക്,ಆಫ್‌ಸೆಟ್ ದೋಷ
ഓഫ്സെറ്റ് ഒപ്റ്റിമൈസേഷൻ,ಆಫ್ಸೆಟ್ ಆಪ್ಟಿಮೈಸೇಶನ್
ഓഫ്സെറ്റ് വോൾട്ടേജ്,ಆಫ್ಸೆಟ್ ವೋಲ್ಟೇಜ್
ഓം,ಓಂ
ഓമിക് കോൺടാക്റ്റ്,ಓಮಿಕ್ ಸಂಪರ್ಕ
ഓമിക് ഫീൽഡ്,ಓಮಿಕ್ ಕ್ಷೇತ್ರ
"ohmmeter, ohmmeter","ಓಮ್ಮೀಟರ್, ಓಮ್ಮೀಟರ್"
ഓമിന്റെ നിയമം,ಓಮ್ನ ನಿಯಮ
ഓംസ് പെർ വോൾട്ടിന്,ಓಮ್ಸ್ ಪ್ರತಿ ವೋಲ್ಟ್
ഓയിൽ സർക്യൂട്ട് ബ്രേക്കർ,ತೈಲ ಸರ್ಕ್ಯೂಟ್ ಬ್ರೇಕರ್
സർവ്വദിശ,ಸರ್ವ ದಿಕ್ಕಿನ
സർവ്വവ്യാപി,ಸರ್ವತ್ರ
ഒ.എം.ആർ (ഒപ്റ്റിക്കൽ കവർ റീഡിംഗ്),OMR (ಆಪ್ಟಿಕಲ್ ಕವರ್ ಓದುವಿಕೆ)
"ഓൺ റെസിസ്റ്റൻസ്, ഓൺ റെസിസ്റ്റൻസ്","ಆನ್ ರೆಸಿಸ್ಟೆನ್ಸ್, ಆನ್ ರೆಸಿಸ್ಟೆನ್ಸ್"
സംസ്ഥാനത്ത്,ರಾಜ್ಯದ ಮೇಲೆ
ചിപ്പ് ഇംപ്ലിസിറ്റ് ഡീകോഡർ,ಚಿಪ್ ಇಂಪ್ಲಿಸಿಟ್ ಡಿಕೋಡರ್
ഒരു ഷട്ട് സ്റ്റാറ്റിക് മൾട്ടിവൈബ്രേറ്റർ,ಒಂದು ಶಟ್ ಸ್ಟ್ಯಾಟಿಕ್ ಮಲ್ಟಿವೈಬ್ರೇಟರ್
ഒറ്റ-പാസ് അസംബ്ലർ,ಒಂದು ಪಾಸ್ ಅಸೆಂಬ್ಲರ್
നിലവിലെ പ്രതിരോധം,ಪ್ರಸ್ತುತ ಪ್ರತಿರೋಧ
ഒരു ട്രാവലർ രജിസ്റ്റർ,ಒಂದು ಪ್ರಯಾಣಿಕ ನೋಂದಣಿ
ഓൺലൈൻ സംവിധാനം,ಆನ್-ಲೈನ್ ವ್ಯವಸ್ಥೆ
"ഓൺ-ഓഫ് കൺട്രോളർ, ഓൺ-ഓഫ് കൺട്രോളർ","ಆನ್-ಆಫ್ ನಿಯಂತ್ರಕ, ಆನ್-ಆಫ್ ನಿಯಂತ್ರಕ"
ഓൺ-ഓഫ് കീയിംഗ്,ಆನ್-ಆಫ್ ಕೀಯಿಂಗ್
പ്രവർത്തന ആംപ്ലിഫയർ,ಕಾರ್ಯಾಚರಣೆಯ ಆಂಪ್ಲಿಫಯರ್
പ്രവർത്തന ശരാശരി ആംപ്ലിഫയർ,ಆಪರೇಟಿಂಗ್ ಮೀನ್ ಆಂಪ್ಲಿಫಯರ್
പ്രവർത്തന താരതമ്യം,ಕಾರ್ಯಾಚರಣೆಯ ಹೋಲಿಕೆದಾರ
പ്രവർത്തന ആംപ്ലിഫയർ മൾട്ടിപ്ലയർ,ಕಾರ್ಯಾಚರಣೆಯ ಆಂಪ್ಲಿಫಯರ್ ಗುಣಕ
പ്രവർത്തന സോഫോണി ആംപ്ലിഫയർ,ಕಾರ್ಯಾಚರಣೆಯ ಸೋಫೋನಿ ಆಂಪ್ಲಿಫಯರ್
തുറന്ന കളക്ടർ,ತೆರೆದ ಸಂಗ್ರಾಹಕ
തുറന്ന നിക്ഷേപം,ಮುಕ್ತ ಹೂಡಿಕೆ
ഓപ്പൺ ലൂപ്പ് ഓപ്പൺ ലൂപ്പ്,ತೆರೆದ ಲೂಪ್ ತೆರೆದ ಲೂಪ್
തുറന്ന വയർ ലൈൻ,ತೆರೆದ ತಂತಿ ಲೈನ್
ഓപ്പൺ സർക്യൂട്ട് പാരാമീറ്റർ,ಓಪನ್ ಸರ್ಕ್ಯೂಟ್ ಪ್ಯಾರಾಮೀಟರ್
ഓപ്പൺ സർക്യൂട്ട് പ്രതിരോധം,ತೆರೆದ ಸರ್ಕ್ಯೂಟ್ ಪ್ರತಿರೋಧ
തുറന്ന ലൂപ്പ് നേട്ടം,ತೆರೆದ ಲೂಪ್ ಲಾಭ
ഓപ്പറാൻറ്,ಒಪೆರಾಂಡ್
പ്രവർത്തന ആംഗിൾ,ಕಾರ್ಯ ಕೋನ
സജീവമാക്കൽ മോഡ്,ಸಕ್ರಿಯಗೊಳಿಸುವ ಮೋಡ್
പ്രവർത്തന പോയിന്റ്,ಆಪರೇಟಿಂಗ್ ಪಾಯಿಂಟ್
ലോജിസ്റ്റിക്,ಲಾಜಿಸ್ಟಿಕ್ಸ್
പ്രവർത്തന ആവൃത്തി,ಕಾರ್ಯಾಚರಣೆಯ ಆವರ್ತನ
"പ്രവർത്തനം, പ്രവർത്തനം","ಕಾರ್ಯಾಚರಣೆ, ಕಾರ್ಯಾಚರಣೆ"
പ്രവർത്തന കോഡ്,ಕಾರ್ಯಾಚರಣೆ ಕೋಡ್
പ്രവർത്തന ആംപ്ലിഫയർ,ಕಾರ್ಯಾಚರಣೆಯ ಆಂಪ್ಲಿಫಯರ್
ഓപ്പറേറ്റർ,ಆಪರೇಟರ್
ഒപ്റ്റിക്കൽ ബീം,ಆಪ್ಟಿಕಲ್ ಕಿರಣ
ഒപ്റ്റിക്കൽ ആശയവിനിമയം,ಆಪ್ಟಿಕಲ್ ಸಂವಹನ
ഒപ്റ്റിക്കൽ ഡിസ്ക്,ಆಪ್ಟಿಕಲ್ ಡಿಸ್ಕ್
ഒപ്റ്റിക്കൽ കോഡെക്,ಆಪ್ಟಿಕಲ್ ಕೊಡೆಕ್
ഒപ്റ്റിക്കൽ ഫൈബർ,ಆಪ್ಟಿಕಲ್ ಫೈಬರ್
ഒപ്റ്റിക്കൽ കുത്തിവയ്പ്പ്,ಆಪ್ಟಿಕಲ್ ಇಂಜೆಕ್ಷನ್
"ഒപ്റ്റിക്കൽ തെർമോമീറ്റർ, പൈറോമീറ്റർ","ಆಪ್ಟಿಕಲ್ ಥರ್ಮಾಮೀಟರ್, ಪೈರೋಮೀಟರ್"
ഒപ്റ്റിക്കൽ റെക്കോർഡർ,ಆಪ್ಟಿಕಲ್ ರೆಕಾರ್ಡರ್
ഒപ്റ്റിക്കൽ റെക്കോർഡിംഗ്,ಆಪ್ಟಿಕಲ್ ರೆಕಾರ್ಡಿಂಗ್
ഒപ്റ്റിക്കൽ സ്കാനിംഗ്,ಆಪ್ಟಿಕಲ್ ಸ್ಕ್ಯಾನಿಂಗ್
ഒപ്റ്റിക്കൽ സ്ക്വയർ,ಆಪ್ಟಿಕಲ್ ಚೌಕ
ഒപ്റ്റിക്കൽ സ്റ്റോറേജ് ഉപകരണം,ಆಪ್ಟಿಕಲ್ ಶೇಖರಣಾ ಸಾಧನ
ഒപ്റ്റിക്കൽ കപ്പിൾഡ് ഐസൊലേറ്റർ,ಆಪ್ಟಿಕಲ್ ಕಪಲ್ಡ್ ಐಸೊಲೇಟರ್
"ഒപ്റ്റിമൽ ബയസ്, ഒപ്റ്റിമൽ ബയസ്","ಅತ್ಯುತ್ತಮ ಪಕ್ಷಪಾತ, ಅತ್ಯುತ್ತಮ ಪಕ್ಷಪಾತ"
ഒപ്റ്റിമൽ ഫിൽട്ടർ,ಅತ್ಯುತ್ತಮ ಫಿಲ್ಟರ್
ഒപ്റ്റിമൽ സിസ്റ്റം,ಅತ್ಯುತ್ತಮ ವ್ಯವಸ್ಥೆ
ഒപ്റ്റിമൽ പ്രവർത്തന ആവൃത്തി,ಗರಿಷ್ಠ ಕೆಲಸದ ಆವರ್ತನ
ഒപ്റ്റിക്കൽ കപ്ലർ,ಆಪ್ಟಿಕಲ್ ಸಂಯೋಜಕ
ലൈറ്റ് ഇലക്ട്രോണിക്സ് ഉപകരണം,ಬೆಳಕಿನ ಎಲೆಕ್ಟ್ರಾನಿಕ್ಸ್ ಸಾಧನ
ഒപ്റ്റിക്കൽ ഇലക്ട്രോണിക്സ്,ಆಪ್ಟಿಕಲ್ ಎಲೆಕ್ಟ್ರಾನಿಕ್ಸ್
അല്ലെങ്കിൽ ഗേറ്റ്,ಅಥವಾ ಗೇಟ್
ക്ലാസ്,ವರ್ಗ
ഫിൽട്ടർ ക്രമം,ಫಿಲ್ಟರ್ ಅನುಕ್ರಮ
സമവാക്യത്തിന്റെ ക്രമം,ಸಮೀಕರಣದ ಕ್ರಮ
ലളിതമായ ബീം,ಸರಳ ಕಿರಣ
സാമ്പത്തിക,ಆರ್ಥಿಕ
ലംബമായ ചലനാത്മകം,ಲಂಬ ಡೈನಾಮಿಕ್
ഓർത്തോഗണൽ കോഡ്,ಆರ್ಥೋಗೋನಲ್ ಕೋಡ್
ലേറ്റൻസി തത്വം,ಸುಪ್ತ ತತ್ವ
ഓസിലേറ്ററി ദ്വിധ്രുവം,ಆಂದೋಲಕ ದ್ವಿಧ್ರುವಿ
ഓസിലേറ്റർ,ಆಂದೋಲಕ
ഓസിലേറ്റർ,ಆಂದೋಲಕ
"oscillograph, oscillograph","ಆಸಿಲ್ಲೋಗ್ರಾಫ್, ಆಸಿಲ್ಲೋಗ್ರಾಫ್"
ഓസിലോസ്കോപ്പ് ക്യാമറ,ಆಸಿಲ್ಲೋಸ್ಕೋಪ್ ಕ್ಯಾಮೆರಾ
ഓസിലോസ്കോപ്പ്,ಆಸಿಲ್ಲೋಸ್ಕೋಪ್
ഓഫ് ബാൻഡ് സിഗ്നൽ,ಆಫ್-ಬ್ಯಾಂಡ್ ಸಿಗ್ನಲಿಂಗ್
ഇഷ്യൂ,ಸಮಸ್ಯೆ
ഔട്ട്പുട്ട് നുഴഞ്ഞുകയറ്റം,ಔಟ್ಪುಟ್ ನುಗ್ಗುವಿಕೆ
ഔട്ട്പുട്ട് ബഫർ,ಔಟ್ಪುಟ್ ಬಫರ್
ഔട്ട്പുട്ട് സവിശേഷതകൾ,ಔಟ್ಪುಟ್ ಗುಣಲಕ್ಷಣಗಳು
ഔട്ട്പുട്ട് ചാലകത,ಔಟ್ಪುಟ್ ವಾಹಕತೆ
ഔട്ട്പുട്ട് ഉപകരണം,ಔಟ್ಪುಟ್ ಸಾಧನ
ഔട്ട്പുട്ട് ഓഫ്സെറ്റ് വോൾട്ടേജ്,ಔಟ್ಪುಟ್ ಆಫ್ಸೆಟ್ ವೋಲ್ಟೇಜ್
പവർ ഔട്ട്പുട്ട്,ವಿದ್ಯುತ್ ಉತ್ಪಾದನೆ
ഔട്ട്പുട്ട് പ്രതിരോധം,ಔಟ್ಪುಟ್ ಪ್ರತಿರೋಧ
"എക്സിറ്റ് സ്റ്റേജ്, എക്സിറ്റ് സ്റ്റേജ്","ನಿರ್ಗಮನ ಹಂತ, ನಿರ್ಗಮನ ಹಂತ"
ഔട്ട്പുട്ട് പ്രോംപ്റ്റ്,ಔಟ್ಪುಟ್ ಪ್ರಾಂಪ್ಟ್
ഔട്ട്പുട്ട് ട്രാൻസ്ഫോർമർ,ಔಟ್ಪುಟ್ ಟ್ರಾನ್ಸ್ಫಾರ್ಮರ್
മിശ്രിതം,ಮಿಶ್ರಣ
വളരെ കപ്പിൾഡ്,ಹೆಚ್ಚು ಜೋಡಿಸಲಾಗಿದೆ
ഹൈപ്പർകപ്ലിംഗ്,ಹೈಪರ್ಕಪ್ಲಿಂಗ್
ഓവർകറന്റ് റിലേ,ಓವರ್ಕರೆಂಟ್ ರಿಲೇ
അമിത വിഷാദം,ಅತಿಯಾದ ಖಿನ್ನತೆ
പ്രവർത്തന ഗുണിതം,ಕಾರ್ಯ ಗುಣಕ
ഹൈപ്പർസ്റ്റിമുലേഷൻ,ಹೈಪರ್ ಸ್ಟಿಮ್ಯುಲೇಶನ್
കവിഞ്ഞൊഴുകുന്നു,ಉಕ್ಕಿ ಹರಿಯುತ್ತದೆ
ഓവർലാപ്പ് ഗ്രൂപ്പ്,ಅತಿಕ್ರಮಿಸುವ ಗುಂಪು
അമിത മോഡുലേഷൻ,ಓವರ್ ಮಾಡ್ಯುಲೇಶನ್
പഠന പ്രവേശനം,ಕಲಿಕೆಯ ಪ್ರವೇಶ
ഓവർ സാമ്പിൾ,ಮಾದರಿಯ ಮೇಲೆ
ഓവർ വോൾട്ടേജ് സബ്ബിൾ,ಓವರ್ವೋಲ್ಟೇಜ್ ಸಬ್ಬಲ್
അമിത വോൾട്ടേജ് ഡിറ്റക്ടർ,ಓವರ್ವೋಲ್ಟೇಜ್ ಡಿಟೆಕ್ಟರ್
പ്രേരണ,ಪ್ರಚೋದನೆ
പവർഡ് ആംപ്ലിഫയർ,ಚಾಲಿತ ಆಂಪ್ಲಿಫಯರ್
"ഓവർറൂണിംഗ്, ഓവർ ഓപ്പറേഷൻ","ಅತಿಕ್ರಮಿಸುವ, ಅತಿಯಾಗಿ ಕಾರ್ಯನಿರ್ವಹಿಸುವ"
ഓവർലോഡ്,ಓವರ್ಲೋಡ್
ഓവർലോഡ് സംരക്ഷണം,ಓವರ್ಲೋಡ್ ರಕ್ಷಣೆ
ഓവർലോഡ് വീണ്ടെടുക്കൽ സമയം,ಓವರ್ಲೋಡ್ ಚೇತರಿಕೆ ಸಮಯ
കയ്യേറ്റം,ಅತಿಕ್ರಮಣ
ഓവർ ടോൺ,ಉಚ್ಚಾರಣೆ
ഓവൻ ബ്രീസ്,ಓವನ್ ಬ್ರೀಜ್
ഓക്സിഡേഷൻ,ಆಕ್ಸಿಡೀಕರಣ
ഓക്സൈഡ് ഒടിവ്,ಆಕ್ಸೈಡ್ ಮುರಿತ
ഓക്സൈഡ് ഡിസോസിയേഷൻ,ಆಕ್ಸೈಡ್ ವಿಘಟನೆ
പി-ചാനൽ വിധി,ಪಿ-ಚಾನೆಲ್ ಫೇಟ್
പാക്കേജിംഗ്,ಪ್ಯಾಕೇಜಿಂಗ್
സങ്കോച സാന്ദ്രത,ಸಂಕೋಚನ ಸಾಂದ್ರತೆ
പാഡർ,ಮೆತ್ತೆ
പാഡ് കപ്പാസിറ്റർ,ಪ್ಯಾಡ್ ಕೆಪಾಸಿಟರ್
ചവിട്ടുപടി,ಪೆಡಲ್
പെഡൽ സ്വിച്ച്,ಪೆಡಲ್ ಸ್ವಿಚ್
പേജ്,ಪುಟ
നാവിഗേഷൻ കീ,ನ್ಯಾವಿಗೇಷನ್ ಕೀ
ഉത്ഭവ കീ,ಪೀಳಿಗೆಯ ಕೀ
പേജിനേഷൻ,ಪುಟ ವಿನ್ಯಾಸ
ദമ്പതികൾ,ಜೋಡಿ
പേപ്പർ കപ്പാസിറ്റർ,ಕಾಗದದ ಕೆಪಾಸಿಟರ್
പരാബോളിക് റിഫ്ലക്ടർ,ಪ್ಯಾರಾಬೋಲಿಕ್ ಪ್ರತಿಫಲಕ
സമാന്തര കൌണ്ടർ,ಸಮಾನಾಂತರ ಕೌಂಟರ್
സമാന്തര ഡാറ്റ ഇൻപുട്ട്,ಸಮಾನಾಂತರ ಡೇಟಾ ಇನ್ಪುಟ್
സമാന്തര ഇന്റർഫേസ്,ಸಮಾನಾಂತರ ಇಂಟರ್ಫೇಸ್
സമാന്തര അപ്പെർച്ചർ,ಸಮಾನಾಂತರ ದ್ಯುತಿರಂಧ್ರ
സമാന്തര വിഭവം,ಸಮಾನಾಂತರ ಸಂಪನ್ಮೂಲ
സമാന്തര അനുരണനം,ಸಮಾನಾಂತರ ಅನುರಣನ
സമാന്തര സ്ഥാനചലനം,ಸಮಾನಾಂತರ ಸ್ಥಳಾಂತರ
സമാന്തര ട്യൂൺഡ് സർക്യൂട്ട്,ಸಮಾನಾಂತರ ಟ್ಯೂನ್ಡ್ ಸರ್ಕ್ಯೂಟ್
"സമാന്തര-ഇൻപുട്ട്, സമാന്തര-ഔട്ട്പുട്ട്","ಸಮಾನಾಂತರ-ಇನ್ಪುಟ್, ಸಮಾನಾಂತರ-ಔಟ್ಪುಟ್"
"സമാന്തര-ഇൻപുട്ട്, ഗ്രേഡ്-ഔട്ട്","ಸಮಾನಾಂತರ-ಇನ್ಪುಟ್, ಗ್ರೇಡ್-ಔಟ್"
പാരാമീറ്റർ സമനില,ನಿಯತಾಂಕ ಈಕ್ವಲೈಜರ್
പരാബോളിക് ആംപ്ലിഫയർ,ಪ್ಯಾರಾಬೋಲಿಕ್ ಆಂಪ್ಲಿಫಯರ್
പരാദ ദിശ,ಪರಾವಲಂಬಿ ನಿರ್ದೇಶನ
പരാന്നഭോജി മൂലകം,ಪರಾವಲಂಬಿ ಅಂಶ
പരാദ ഉത്തേജനം,ಪರಾವಲಂಬಿ ಪ್ರಚೋದನೆ
ആവശ്യമില്ലാത്ത ആന്ദോളനങ്ങൾ,ಅನಗತ್ಯ ಆಂದೋಲನಗಳು
പരാന്നഭോജികളുടെ പ്രതിഫലനം,ಪರಾವಲಂಬಿ ಪ್ರತಿಫಲಕ
തുല്യത,ಸಮಾನತೆ
പാരിറ്റി ഗെയിം,ಸಮಾನತೆಯ ಆಟ
പാരിറ്റി ടെസ്റ്റർ,ಸಮಾನತೆ ಪರೀಕ್ಷಕ
പാരിറ്റി കൊഡാക്ക്,ಸಮಾನತೆ ಕೊಡಾಕ್
പാരിറ്റി ജനറേറ്റർ,ಸಮಾನತೆ ಜನರೇಟರ್
ഡിവിഷൻ,ವಿಭಾಗ
"പരക് ബാൻഡ്, പരക് ബന്ദി","ಪರಾಕ್ ಬ್ಯಾಂಡ್, ಪರಾಕ್ ಬಂದಿ"
നിഷ്ക്രിയ കഴുകൽ പാഡ്,ಜಡ ಜಾಲಾಡುವಿಕೆಯ ಪ್ಯಾಡ್
നിഷ്ക്രിയ സർക്യൂട്ട്,ನಿಷ್ಕ್ರಿಯ ಸರ್ಕ್ಯೂಟ್
"നിഷ്ക്രിയ ഘടകങ്ങൾ, നിഷ്ക്രിയ ഘടകങ്ങൾ","ನಿಷ್ಕ್ರಿಯ ಘಟಕಗಳು, ನಿಷ್ಕ್ರಿಯ ಘಟಕಗಳು"
നിഷ്ക്രിയ വൈദ്യുതി നെറ്റ്വർക്ക്,ನಿಷ್ಕ್ರಿಯ ವಿದ್ಯುತ್ ಜಾಲ
നിഷ്ക്രിയ ഫിൽട്ടർ,ನಿಷ್ಕ್ರಿಯ ಫಿಲ್ಟರ್
നിഷ്ക്രിയ ലോഡ്,ಐಡಲ್ ಲೋಡ್
നിഷ്ക്രിയ സ്ഖലനം,ನಿಷ್ಕ್ರಿಯ ಸ್ಖಲನ
"കണക്റ്റർ ചരട്, ചരട്","ಕನೆಕ್ಟರ್ ಬಳ್ಳಿಯ, ಬಳ್ಳಿಯ"
ജീർണ്ണത,ಶಿಥಿಲಾವಸ್ಥೆ
മോഡൽ ജനറേറ്റർ,ಮಾದರಿ ಜನರೇಟರ್
മാതൃക,ಮಾದರಿ
പ്രിന്റഡ് സർക്യൂട്ട് ബോർഡ് (പിസിബി),ಪ್ರಿಂಟೆಡ್ ಸರ್ಕ್ಯೂಟ್ ಬೋರ್ಡ್ (PCB)
പി-ചാനൽ,p-ಚಾನೆಲ್
പീക്ക് ഡിറ്റക്ടർ,ಪೀಕ್ ಡಿಟೆಕ್ಟರ್
കൊടുമുടി,ಶಿಖರ
പീക്ക്-പീക്ക് അളവ്,ಗರಿಷ್ಠ-ಶಿಖರ ಆಯಾಮ
കൊടുമുടി വെളുത്ത നില,ಗರಿಷ್ಠ ಬಿಳಿ ಮಟ್ಟ
പീക്ക് ഡിറ്റക്ടർ,ಪೀಕ್ ಡಿಟೆಕ್ಟರ್
പീക്ക് ട്രെയിലിംഗ്,ಗರಿಷ್ಠ ಹಿಂಬಾಲಕ
ശിഖരൻ കുണ്ഡലി,ಶಿಖರನ್ ಕುಂಡ್ಲಿ
പിയർ സന്ദേശമയയ്ക്കൽ,ಪೀರ್ ಸಂದೇಶ
പീഠത്തിന്റെ ഉയരം,ಪೀಠದ ಎತ್ತರ
പെന്റിയം,ಪೆಂಟಿಯಮ್
"സമസ്തർ, പീർ","ಸಮಸ್ತರ್, ಪೀರ್"
ശതമാനം നിയന്ത്രണം,ಶೇಕಡಾವಾರು ನಿಯಂತ್ರಣ
ശതമാനം ഊർജ്ജം,ಶೇಕಡಾ ಶಕ್ತಿ
ഏറ്റവും അടുത്തുള്ള പോയിന്റ്,ಹತ್ತಿರದ ಬಿಂದು
വിറ്റുവരവ് സമയം,ವಹಿವಾಟು ಸಮಯ
ആനുകാലിക അളവ്,ಆವರ್ತಕ ಮಾಪನ
ആവർത്തന തരംഗ രൂപം,ಮರುಕಳಿಸುವ ತರಂಗ ರೂಪ
നാമമാത്ര നുറുങ്ങുകൾ,ಕನಿಷ್ಠ ಸಲಹೆಗಳು
സ്ഥിരമായ കാന്തം,ಶಾಶ್ವತ ಮ್ಯಾಗ್ನೆಟ್
പ്രവേശനക്ഷമത,ಪ್ರವೇಶಸಾಧ್ಯತೆ
വൈദ്യുത പോയിന്റ്,ಡೈಎಲೆಕ್ಟ್ರಿಕ್ ಪಾಯಿಂಟ್
വാക്വം ഡൈഇലക്ട്രിക്,ನಿರ್ವಾತ ಡೈಎಲೆಕ್ಟ್ರಿಕ್
പാരാപ്ലക്സ് ഗ്ലാസ്,ಪ್ಯಾರಾಪ್ಲೆಕ್ಸ್ ಗ್ಲಾಸ್
ദൃശ്യ നിയന്ത്രണം,ದೃಶ್ಯ ನಿರ್ಬಂಧ
ബാക്ക്ലൈറ്റ് സ്ക്രീൻ,ಹಿಂಬದಿ ಬೆಳಕಿನ ಪರದೆ
പി-ഗ്ലാസ്,ಪಿ-ಗ್ಲಾಸ್
കല അതാര്യത,ಕಲೆಯ ಅಪಾರದರ್ಶಕತೆ
ആർട്ട് ആംഗിൾ,ಕಲಾ ಕೋನ
ആർട്ട് മാറ്റ റെക്കോർഡിംഗ്,ಕಲೆ ಬದಲಾವಣೆ ರೆಕಾರ್ಡಿಂಗ್
കലാ താരതമ്യക്കാരൻ,ಕಲಾ ಹೋಲಿಕೆದಾರ
ആർട്ട് മോഡിഫയർ,ಕಲೆ ಪರಿವರ್ತಕ
ഘട്ടം നിലവിലെ,ಹಂತದ ಪ್ರಸ್ತುತ
ആർട്ട് ഡിറ്റക്ടർ,ಆರ್ಟ್ ಡಿಟೆಕ್ಟರ್
ഘട്ടം വ്യതിയാനം സ്ഥിരാങ്കം,ಹಂತದ ವಿಚಲನ ಸ್ಥಿರ
കല വൈവിധ്യവൽക്കരണ രീതി,ಕಲೆ ವೈವಿಧ್ಯೀಕರಣ ವಿಧಾನ
കലയുടെ വക്രീകരണം,ಕಲೆಯ ವಿರೂಪ
ആർട്ട് എൻകോഡിംഗ്,ಕಲೆ ಎನ್ಕೋಡಿಂಗ್
കല സമനില,ಕಲೆ ಸಮೀಕರಣ
വിപരീത സർക്യൂട്ട്,ವಿಲೋಮ ಸರ್ಕ್ಯೂಟ್
കല കഴിഞ്ഞത്,ಕಲೆ ಕಳೆದ
ആർട്ട് മാർജിൻ,ಕಲೆ ಅಂಚು
ആർട്ട് മാർജിൻ,ಕಲೆ ಅಂಚು
കല അളവ്,ಕಲೆ ಮಾಪನ
ആർട്ട് മോഡുലേഷൻ,ಕಲೆ ಮಾಡ್ಯುಲೇಶನ್
കലാ ലേഖനം,ಕಲಾ ಲೇಖನ
ഘട്ടം സ്ഥാനചലനം ഗുണകം,ಹಂತದ ಸ್ಥಳಾಂತರ ಗುಣಾಂಕ
ആർട്ട് ഡിസ്പ്ലേസ്മെന്റ് ഓസിലേറ്റർ,ಕಲೆ ಸ್ಥಳಾಂತರ ಆಂದೋಲಕ
ആർട്ട് സ്പ്ലിറ്റർ,ಕಲೆ ವಿಭಜಕ
ആർട്ട് ലാമിനേഷൻ സർക്യൂട്ട്,ಆರ್ಟ್ ಲ್ಯಾಮಿನೇಶನ್ ಸರ್ಕ್ಯೂಟ್
ഗ്രൗണ്ട്-ഉപരിതല സംയോജനം,ನೆಲ-ಮೇಲ್ಮೈ ಜೋಡಣೆ
ആർട്ട്-ടു-ആർട്ട് കപ്ലിംഗ്,ಕಲೆಯಿಂದ ಕಲೆಯ ಜೋಡಣೆ
കലയുടെ വേഗത,ಕಲೆಯ ವೇಗ
കല ക്രമീകരണം,ಕಲೆ ಹೊಂದಾಣಿಕೆ
ഫേസർ,ಫೇಸರ್
ഫേസർ ഡയഗ്രം,ಹಂತ ರೇಖಾಚಿತ್ರ
ഫോൺ കോർഡിനേറ്റർ,ಫೋನ್ ಸಂಯೋಜಕ
ഫോണോഗ്രാഫ്,ಫೋನೋಗ್ರಾಫ್
ഫോണോൺ,ಫೋನಾನ್
ഫോസ്ഫർ,ಫಾಸ್ಫರ್
തെളിച്ചം,ಹೊಳಹು
പ്രകാശിത കാഥോഡ്,ಪ್ರಕಾಶಿತ ಕ್ಯಾಥೋಡ್
ഫോട്ടോ ഡയോഡ്,ಫೋಟೋ ಡಯೋಡ್
ഫോട്ടോഡയോഡ് ഡിറ്റക്ടർ,ಫೋಟೋಡಿಯೋಡ್ ಡಿಟೆಕ್ಟರ್
ലൈറ്റ് എമിറ്റിംഗ് സെൻസർ,ಬೆಳಕು ಹೊರಸೂಸುವ ಸಂವೇದಕ
ഒപ്റ്റിക്കൽ ഉത്തേജനം,ಆಪ್ಟಿಕಲ್ ಪ್ರಚೋದನೆ
നേരിയ തടസ്സം,ಬೆಳಕಿನ ತಡೆಗೋಡೆ
ഫോട്ടോ SCR,ಫೋಟೋ SCR
ഫോട്ടോവോൾട്ടിക് പ്രഭാവം,ದ್ಯುತಿವಿದ್ಯುಜ್ಜನಕ ಪರಿಣಾಮ
ഫോട്ടോകണ്ടക്റ്റിംഗ് സെൽ,ಫೋಟೋಕಂಡಕ್ಟಿಂಗ್ ಸೆಲ್
ഒപ്റ്റിക്കൽ ഡ്രൈവർ,ಆಪ್ಟಿಕಲ್ ಚಾಲಕ
നേരിയ കപ്ലർ,ಬೆಳಕಿನ ಸಂಯೋಜಕ
ഫോട്ടോഡയോഡ്,ಫೋಟೋಡಿಯೋಡ್
ഫോട്ടോഡ്യൂ ഡയോഡ്,ಫೋಟೋಡ್ಯೂ ಡಯೋಡ್
ഫോട്ടോ ഇലക്ട്രിക് പ്രഭാവം,ದ್ಯುತಿವಿದ್ಯುತ್ ಪರಿಣಾಮ
ഫോട്ടോ ഇലക്ട്രിക് ഉൽപ്പന്നങ്ങൾ,ದ್ಯುತಿವಿದ್ಯುತ್ ಉತ್ಪನ್ನಗಳು
ഒപ്റ്റിക്കൽ ഉത്തേജനം,ಆಪ್ಟಿಕಲ್ ಪ್ರಚೋದನೆ
ഫോട്ടോഗ്രാഫിക് മാസ്ക് കോമ്പോസിഷൻ,ಛಾಯಾಗ್ರಹಣದ ಮುಖವಾಡ ಸಂಯೋಜನೆ
