Telugu,Bengali
పెనిన్సులర్ ప్రచారం,উপদ্বীপের প্রচারণা
ద్వీపకల్ప యుద్ధం,উপদ্বীপ যুদ্ধ
పెన్నెంట్,পেনান্ট
పీపుల్స్ చార్టర్ (=నేషనల్ చార్టర్),জনগণের সনদ (=জাতীয় সনদ)
పీపుల్స్ ఫ్రంట్ (=పాపులర్ ఫ్రంట్),পিপলস ফ্রন্ট (=জনপ্রিয় ফ্রন্ট)
అపవిత్రత,বেপরোয়া
కాలం,সময়কাল
కాలం,সময়কাল
పెరిఫెరీ,পরিধি
శాశ్వత పరిష్కారం,স্থায়ী বন্দোবস্ত
శాశ్వత ఫైఫ్,চিরন্তন জাঁকজমক
ఫాలాంక్స్,ফ্যালানক্স
ఫాలాంక్స్,ফ্যালানক্স
ఫారో,ফেরাউন
పిక్టోగ్రామ్,পিকটোগ্রাম
పిక్టోగ్రాఫ్,পিকটোগ্রাফ
పిక్టోగ్రాఫ్,পিকটোগ্রাফ
యాత్రికుడు,তীর্থযাত্রী
యాత్రికుల తండ్రులు,তীর্থযাত্রী পিতারা
దోపిడీ,পিলেজ
దోపిడీ,পিলেজ
పిల్లర్,স্তম্ভ
స్తంభ శాసనాలు (అశోకుని),পিলার এডিক্টস (অশোকের)
స్తంభ శాసనాలు (అశోకుని),পিলার এডিক্টস (অশোকের)
స్తంభ శాసనాలు (అశోకుని),পিলার এডিক্টস (অশোকের)
పైరేట్,জলদস্যু
పైరేట్,জলদস্যু
పిచ్ యుద్ధం,পিচড যুদ্ধ
ప్లాట్లు,পটভূমি
పోలిస్,পলিস
పోలిస్,পলিস
రాజనీతిజ్ఞుడు,পলিটার্ক
రాజకీయ ఏజెంట్,পলিটিক্যাল এজেন্ট
రాజకీయ ఆశ్రయం,রাজনৈতিক আশ্রয়
రాజకీయ నివాసి,রাজনৈতিক বাসিন্দা
రాజకీయ ఉగ్రవాదం,রাজনৈতিক সন্ত্রাস
ఎన్నికల పన్ను,মাথট
పాంటూన్,পন্টুন
ప్రీమియర్,প্রিমিয়ার
ప్రీమియర్,প্রিমিয়ার
ప్రీమియర్‌షిప్,প্রিমিয়ারশিপ
ప్రెసిడెన్సీ,প্রেসিডেন্সি
ప్రెసిడెన్సీ,প্রেসিডেন্সি
అధ్యక్షుడు,রাষ্ট্রপতি
అధ్యక్షుడు,রাষ্ট্রপতি
ప్రెసిడియం,প্রেসিডিয়াম
ప్రధాన మంత్రి,প্রধানমন্ত্রী
ప్రిమోజెనిచర్,প্রিমোজেনিচার
యువరాజు,রাজপুত্র
యువరాజు,রাজপুত্র
ప్రిన్స్ బిషప్,প্রিন্স বিশপ
ప్రిన్స్ కన్సార్ట్,প্রিন্স কনসোর্ট
ప్రిన్స్ రీజెంట్,প্রিন্স রিজেন্ট
పిన్స్ రెగ్నెంట్,পিন্স regnant
ప్రిన్సెస్ రీజెంట్,রাজকুমারী রিজেন্ট
ప్రిన్సెస్ రాయల్,রাজকুমারী
ప్రిన్సిపాలిటీ,প্রিন্সিপ্যালিটি
ప్రిన్సిపాలిటీ,প্রিন্সিপ্যালিটি
ప్రిన్సిపాలిటీ,প্রিন্সিপ্যালিটি
బహుమతి,পুরস্কার
బహుమతి,পুরস্কার
నగదు బహుమతి,উপহার স্বরূপ
వృత్తిపరమైన సైనికుడు,পেশাদার সৈনিক
ప్రామిస్,প্রতিশ্রুতি
ప్రమోన్టరీ కోట,প্রমোনটরি ফোর্ট
రక్షించు,প্রটেক্টরেট
రక్షించు,প্রটেক্টরেট
రక్షించు,প্রটেক্টরেট
ఆశ్రితుడు,প্রোটেগ
మూలాధారం,উদ্ভব
మూలాధారం,উদ্ভব
మూలాధార వ్యవస్థ,প্রোভেনেন্স সিস্টেম
ప్రో-జియోనిస్ట్,ইহুদিবাদী
ప్రజా శత్రువు,জনশত্রু
ప్రజా శత్రువు,জনশত্রু
పంక్టేషన్స్,বিরাম
ప్యూనిక్ యుద్ధాలు,পুনিক যুদ্ধ
ప్యూరిటన్,পিউরিটান
పుట్చ్,Putsch
చతుర్భుజం,কোয়াড্রিগা
చతుర్భుజ కూటమి,চতুর্মুখী জোট
క్వేకర్,কোয়েকার
రాణి,রাণী
రాణి భార్య,রানী সহধর্মিণী
క్వీన్ వరుడు,কুইন দোহার
క్వీన్డమ్,কুইনডম
క్వీన్డమ్,কুইনডম
రాణి తల్లి,রানী মা
రాణి రాణి,রাজকুমারী
క్విస్లింగ్,কুইসলিং
క్విస్లింగ్,কুইসলিং
అద్దె మానేయండి,ভাড়া ছাড়ুন
వణుకు,কাঁপুনি
వారెంటో,ওয়ারেন্টো
జాతి,জাতি
జాతి ఆధిపత్యం,জাতিগত আধিপত্য
ర్యాక్,তাক
ర్యాక్,তাক
రైడ్,অভিযান
రైడ్,অভিযান
ప్రాకారము,রামপার্ট
ప్రాకారము,রামপার্ট
దోపిడీ,লুণ্ঠন
విమోచన క్రయధనం,মুক্তিপণ
విమోచన క్రయధనం,মুক্তিপণ
విధ్వంసం,ধ্বংসযজ্ঞ
విధ్వంసం,ধ্বংসযজ্ঞ
రాజ్యం,রাজত্ব
వెనుక గార్డు,রিয়ার গার্ড
వెనుక రక్షణ చర్య,রিয়ার গার্ড অ্যাকশন
తిరుగుబాటుదారుడు,বিদ্রোহী
తిరుగుబాటు,বিদ্রোহ
తిరుగుబాటుకు గుర్తింపు,বিদ্রোহের স্বীকৃতি
రీకండక్షన్,পুনঃসঞ্চালন
నిఘా,রিকনেসান্স
పునర్నిర్మాణం,পুনর্গঠন
రికార్డ్ చేయండి,রেকর্ড
రికార్డు కార్యాలయం,রেকর্ড অফিস
రికార్డ్ రిటైర్మెంట్,রেকর্ড অবসর
ఎర్ర చొక్కాలు,লাল শার্ট
సంస్కరణ,সংস্কার
శరణార్థ,উদ্বাস্তু
రెగాలియా,রেগালিয়া
రెగాలియా,রেগালিয়া
రెగాలియా,রেগালিয়া
రీజెన్సీ,রিজেন্সি
రీజెంట్,রিজেন্ট
రీజెంట్ రాణి,রাজকীয় রানী
రెజిసైడ్,রেজিসাইড
రెజిసైడ్లు,রেজিসাইডস
పాలన,শাসন
పాలన,শাসন
ప్రాంతం,অঞ্চল
రెగ్నల్ సంవత్సరం,রাজকীয় বছর
రెగ్నెంట్,রেগন্যান্ট
రెగ్నమ్,রেগনাম
రీచ్,রাইখ
పాలన,রাজত্ব
పాలన,রাজত্ব
పాలించే కుటుంబం,রাজত্ব করা পরিবার
భయానక పాలన,সন্ত্রাসের রাজত্ব
భయానక పాలన,সন্ত্রাসের রাজত্ব
బలపరచు,শক্তিশালী করা
అదనపుబల o,শক্তিবৃদ্ধি
పునఃస్థాపన,পুনঃস্থাপন
తిరిగి పెట్టుబడి పెట్టండి,পুনরায় বিনিয়োগ করুন
రిలే పోస్ట్,রিলে পোস্ট
రిలే మార్గం,রিলে রুট
రిలే వ్యవస్థ,রিলে সিস্টেম
విడుదల,মুক্তি
విడుదల,মুক্তি
త్యజించుట,ত্যাগ
త్యజించుట,ত্যাগ
రెపర్టరీ (=ఇన్వెంటరీ),রেপার্টরি (=ইনভেন্টরি)
రిపోజిటరీ,ভান্ডার
రిపోజిటరీ,ভান্ডার
రిపబ్లిక్,প্রজাতন্ত্র
గణతంత్ర దినోత్సవం,প্রজাতন্ত্র দিবস
రిస్క్రిప్ట్,রিস্ক্রিপ্ট
రిస్క్రిప్ట్,রিস্ক্রিপ্ট
నివాసి,বাসিন্দা
పునరుద్ధరణ,পুন: প্রতিষ্ঠা
పునరుత్థానం,পুনরুত্থান
పునరుత్థానం,পুনরুত্থান
తిరోగమనం,পশ্চাদপসরণ
రివర్స్ (నాణెం),বিপরীত (একটি মুদ্রার)
తిరుగుబాటు,বিদ্রোহ
విప్లవం,বিপ্লব
"విప్లవం, ఫ్రెంచ్","বিপ্লব, ফরাসি"
విప్లవం గ్లోరియస్,বিপ্লব গৌরবময়
"విప్లవం, పారిశ్రామిక","বিপ্লব, শিল্প"
రైజింగ్,উদীয়মান
రాటెన్-బరో,পচা-বরো
రఫ్ రైడర్స్,রাফ রাইডার
గుండ్రని తలలు,গোলাকার মাথা
రూట్,রাউট
రాయల్ ప్రేక్షకులు,রাজকীয় দর্শক
రాయల్ చార్టర్,রাজকীয় সনদ
రాయల్ క్రెస్ట్,রাজকীয় ক্রেস্ট
రాయల్ క్రెస్ట్,রাজকীয় ক্রেস্ট
రాయల్ డిక్రీ,রাজকীয় ফরমান
రూబ్రిక్,রুব্রিক
శిథిలాలు,ধ্বংসাবশেষ
రన్నర్,রানার
విధ్వంసం,নাশকতা
సాబెర్,সাবের
సాబర్స్,সাবার্স
త్యాగం,বলিদান
త్యాగం,বলিদান
త్యాగం,বলিদান
సురక్షితమైన ప్రవర్తన,নিরাপদ আচরণ
రక్షణ,নিরাপত্তা বেষ্টনী
రక్షణ,নিরাপত্তা বেষ্টনী
రక్షణ విధులు,নিরাপত্তার দায়িত্ব
సాలీ,স্যালি
సాలీ-పోర్ట్,স্যালি-বন্দর
రాజదండం,রাজদণ্ড
స్కిమిటార్,Scimitar
రెండవ ఎస్టేట్,দ্বিতীয় এস্টেট
శాఖ,সম্প্রদায়
శాఖ,সম্প্রদায়
నిర్భందించటం,খিঁচুনি
నిర్భందించటం,খিঁচুনি
సెనేట్,সেনেট
సెనేట్,সেনেট
సెనేట్,সেনেট
సెనేట్,সেনেট
సెర్ఫ్ (=బోర్డార్ లేదా విల్లెన్),দাস (= বর্ডার বা ভিলিন)
సెర్ఫ్ (=బోర్డార్ లేదా విల్లెన్),দাস (= বর্ডার বা ভিলিন)
సెర్ఫోడమ్ (సెర్ఫ్‌హుడ్ లేదా సెర్ఫేజ్),দাসত্ব (সার্ফহুড বা সারফেজ)
సెర్ఫోడమ్ (సెర్ఫ్‌హుడ్ లేదా సెర్ఫేజ్),দাসত্ব (সার্ফহুড বা সারফেজ)
నీడ రాజు,ছায়া রাজা
షిప్ మనీ,শিপ মানি
షాక్ దళాలు (=తుఫాను దళాలు),শক সৈন্য (= ঝড় সৈন্য)
పొట్టి పార్లమెంట్,সংক্ষিপ্ত সংসদ
వాగ్వివాదం,ঝগড়া
బానిస,দাস
బానిసత్వం,দাসত্ব
బానిసత్వం,দাসত্ব
సైనిక రాజనీతిజ్ఞుడు,সৈনিক রাষ্ট্রনায়ক
ఈటె,বর্শা
ఈటె-తల,বর্শা-মাথা
గోళము,গোলক
స్ఫ్రాగిస్టిక్స్,স্ফ্রাজিস্টিকস
వ్యవస్థను పాడు చేస్తుంది,সিস্টেম নষ্ট করে
స్క్వైర్,স্কয়ার
స్క్వైర్,স্কয়ার
Squirearchy,স্কয়ারআর্কি
Squirearchy,স্কয়ারআর্কি
ప్రామాణికం,স্ট্যান্ডার্ড
స్టాండర్డ్ బేరర్,মান-ধারক
స్టాండింగ్ ఆర్మీ,স্থায়ী সেনাবাহিনী
స్టాండింగ్ ఆర్డర్లు,স্থায়ী আদেশ
స్టాండింగ్ ఆర్డర్లు,স্থায়ী আদেশ
రాజనీతిజ్ఞుడు,স্টেটসম্যান
రాతి శాసనం,পাথরের শিলালিপি
తుఫాను దళాలు,ঝড় সৈন্য
వ్యూహం,কৌশল
వ్యూహం,কৌশল
వ్యూహం,কৌশল
వ్యూహం,কৌশল
స్ట్రాటోక్రసీ,স্ট্র্যাটোক্র্যাসি
కలహాలు,কলহ
కలహాలు,কলহ
బలమైన పట్టు,শক্ত হোল্ড
బలమైన పట్టు,শক্ত হোল্ড
అనుబంధ టాలయన్స్,সাবসিডিয়ারি ট্যালাইন্স
వారసత్వం,উত্তরাধিকার
వారసుడు,উত্তরাধিকারী
ఓటు హక్కు,ভোটাধিকার
ఓటు హక్కుదారుడు,ভোটাধিকারী
సుల్తానేట్,সালতানাত
సుల్తానేట్ కాలం,সুলতানি আমল
లొంగిపో,আত্মসমর্পণ
సుజెరైన్,সুজারেন
సుజరైన్ రాష్ట్రం,সুজারেন রাজ্য
ఖడ్గవీరుడు,তলোয়ারধারী
తమ్మనీ సొసైటీ,তামানি সোসাইটি
కోపముగల కత్తి,টেম্পারড তলোয়ার
అద్దెదారు,প্রজা
అద్దెదారు,প্রজা
భూభాగం,এলাকা
భూభాగం,এলাকা
భూభాగం ప్రభుత్వం,অঞ্চল সরকার
తీవ్రవాదం,সন্ত্রাস
థర్డ్ ఎస్టేట్,তৃতীয় এস্টেট
మూడు ఎస్టేట్లు,তিনটি এস্টেট
టోల్,টোল
టోల్ హౌస్,টোল বাড়ি
సమాధి,সমাধি
టోరీ,টোরি
టోటెమ్,টোটেম
టవర్,টাওয়ার
టవర్,টাওয়ার
విజయ టవర్,বিজয়ের টাওয়ার
దేశద్రోహి,বিশ্বাসঘাতক
ద్రోహం,বিশ্বাসঘাতকতা
రాజద్రోహం,বিশ্বাসঘাতকতা
సంధి,সন্ধি
యుద్ధం ద్వారా విచారణ (=యుద్ధం ద్వారా కాలిబాట),যুদ্ধের মাধ্যমে বিচার (=যুদ্ধের মাধ্যমে ট্রায়াল)
నివాళి,শ্রদ্ধাঞ্জলি
నివాళి,শ্রদ্ধাঞ্জলি
నివాళి భూమి,শ্রদ্ধা ভূমি
ట్రిపుల్ కూటమి,তিন জোট
ట్రిపుల్ entente,ট্রিপল entente
విజయం,বিজয়
విజయం,বিজয়
అలజడి,অশান্তি
నిరంకుశ హత్య,অত্যাচারী হত্যা
నిరంకుశ హత్య,অত্যাচারী হত্যা
దౌర్జన్యం,অত্যাচার
దౌర్జన్యం,অত্যাচার
నిరంకుశుడు,অত্যাচারী
ఉహ్లాన్,উহলান
ఉకాసే,উকাসে
ఉకాసే,উকাসে
ఉలేమా,ওলামা
అల్టిమేటం,আল্টিমেটাম
అల్టిమేటం,আল্টিমেটাম
సామ్ మామయ్య,চাচা স্যাম
అండర్-కింగ్,অধীনস্থ রাজা
యునైటెడ్ ఐరిష్ మెన్,ইউনাইটেড আইরিশম্যান
ఐక్యరాజ్యసమితి,জাতিসংঘ
యునైటెడ్ ప్రావిన్స్,ইউনাইটেড প্রদেশ
యునైటెడ్ ప్రావిన్స్,ইউনাইটেড প্রদেশ
అసమానమైన కోట,অপ্রত্যাশিত দুর্গ
సార్వత్రిక చక్రవర్తి,সর্বজনীন রাজা
సార్వత్రిక ఓటు హక్కు,সার্বজনীন ভোটাধিকার
తిరుగుబాటు,বিদ্রোহ
దోపిడీ,দখল
దోపిడీదారుడు,দখলকারী
ఆదర్శధామం,ইউটোপিয়া
విధ్వంసం,ভাঙচুর
విధ్వంసం,ধ্বংসাত্মক
వాన్గార్డ్,ভ্যানগার্ড
వాన్గార్డ్,ভ্যানগার্ড
వాన్గార్డ్,ভ্যানগার্ড
వరంజియన్,ভারাঙ্গিয়ান
వరంజియన్ గార్డు,ভারাঙ্গিয়ান প্রহরী
వాసల్,ভাসাল
వాసల్,ভাসাল
వాసల్ రాష్ట్రం,ভাসাল রাষ্ট্র
వాటికన్ కౌన్సిల్,ভ্যাটিকান কাউন্সিল
ఓడ,ভেসেল
ఓడ,ভেসেল
ఓడ,ভেসেল
ఉపరాజు,উপরাজ
వైస్రాయ్,ভাইসরয়
వైస్రాయిల్టీ=వైస్రాయ్‌షిప్,ভাইসরয়্যালিটি = ভাইসরয়শিপ
విక్టర్,ভিক্টর
విజయం,বিজয়
విలన్,ভিলেইন
సముద్రయానం,সমুদ্রযাত্রা
దుర్బలమైన కోట,অরক্ষিত দুর্গ
వాల్ పెయింటింగ్,অম্লান চিত্র
వాల్ పెయింటింగ్,অম্লান চিত্র
యుద్ధం,যুদ্ধ
యుద్ధ ప్రభువు,যুদ্ধ-প্রভু
యోధుడు,যোদ্ধা
యోధుడు,যোদ্ধা
యోధుడు,যোদ্ধা
యుద్ధనౌక,যুদ্ধজাহাজ
వాచ్-వర్డ్,ওয়াচ-শব্দ
సంక్షేమ రాజ్యం,কল্যাণ রাষ্ট্র
సంక్షేమ పనులు,কল্যাণমূলক কাজ
విగ్,হুইগ
తెల్ల జెండా,সাদা পতাকা
తెల్లవారి భారం,হোয়াইটম্যানের বোঝা
ప్రపంచ సామ్రాజ్యం,বিশ্ব সাম্রাজ্য
ప్రపంచ ఉద్యమం,বিশ্ব আন্দোলন
ప్రపంచ రాజకీయాలు,বিশ্ব রাজনীতি
ప్రపంచ శక్తి,বিশ্ব শক্তি
ప్రపంచ యుద్ధం,বিশ্বযুদ্ধ
వ్రేకర్,Wreeker
ధ్వంసమైన సవరణ,ধ্বংসকারী সংশোধনী
జెనెలాసిస్,জেনেলাসিস
జెనోఫోబియా,জেনোফোবিয়া
యాంకీ,ইয়াঙ্কি
పసుపు రంగు గల చొక్కా,হলুদ জ্যাকেট
పసుపు మనిషి,হলুদ মানুষ
పసుపు ప్రమాదం,হলুদ বিপদ
పసుపు ప్రెస్,হলুদ প্রেস
యంగ్ టర్క్స్,তরুণ তুর্কিদের
జ్యూస్,জিউস
జియోనిజం,জায়নবাদ
జొరాస్ట్రియనిజం,জরথুষ্ট্রবাদ
