English,Tamil
Heredity,பரம்பரை
Hierarchy,படிநிலை
Hereditary character,பரம்பரை தன்மை
Heritable characteristic,பரம்பரை பண்பு
Heritiera,ஹெரிட்டீரா
Hermaphrodite,ஹெர்மாஃப்ரோடைட்
Hermaphroditism,ஹெர்மாஃப்ரோடிடிசம்
Hermit crab,ஹெர்மிட் நண்டு
Heroin,ஹெராயின்
Herpes simplex virus,ஹெர்பெஸ் சிம்ப்ளக்ஸ் வைரஸ்
Herpes virus,ஹெர்பெஸ் வைரஸ்
Hesperidium,ஹெஸ்பெரிடியம்
Heteroallele,ஹீட்டோரோஅல்லெல்
Heterochromatin,ஹீட்டோரோக்ரோமாடின்
Heterocyst,ஹீட்டோரோசிஸ்ட்
Heterodont,ஹீட்டோரோடென்ட்
Heterogeneous,பன்முகத்தன்மை வாய்ந்த
Heterogeneous,பன்முகத்தன்மை வாய்ந்த
Heteromerae,ஹீட்டோரோரோமா
Heteromerous,பரம்பரை
Heterophylly,ஹீட்டோரோஃபிலி
Heteropneustis,ஹீட்டோரோப்நெஸ்டிஸ்
Heterosis,ஹீட்டோரோசிஸ்
Heterothallic,ஹீட்டோரோத்தாலிக்
Heterotroph,ஹீட்டோரோட்ஃப்
Heterotroph,ஹீட்டோரோட்ஃப்
Heterotrophic bacteria,ஹீட்டோரோட்ரோபிக் பாக்டீரியா
Heterotrophic nutrition,ஹீட்டோரோட்ரோபிக் ஊட்டச்சத்து
Heterotrophy,ஹீட்டோரோட்ரோஃபி
Heterotrophy,ஹீட்டோரோட்ரோஃபி
Heterozygote,ஹீட்டோரோசைகோட்
Heterozygous tall,ஹீட்டோரோசைகஸ் உயரம்
Heterozygous,ஹீட்டோரோசைகஸ்
Hexagonal facit,அறுகோண முகம்
Hexaploid,ஹெக்ஸாபிளாய்டு
Hexokinase,ஹெக்ஸோகினேஸ்
Hibernaculum,ஹைபர்நாகுலம்
Hibernation,உறக்கநிலை
Hidden hunger,மறைக்கப்பட்ட பசி
High interstitial osmolarity,உயர் இடைநிலை ஆஸ்மோலரிட்டி
High performance liquid chromatography,உயர் செயல்திறனுள்ள திரவ குரோமேட்டோகிராஃபி
High vaccum,உயர் தடுப்பூசி
Hill bunt,ஹில் பன்ட்
Hill reaction,மலை எதிர்வினை
Hilsa,ஹில்சா
Hilum,ஹிலம்
Hind brain,பின் மூளை
Hinge joint,கீல் கூட்டு
Hinny,ஹின்னி
Hippocampus,ஹிப்போகாம்பஸ்
Hirudin,ஹிருடின்
Hirudinaria,ஹிருடினேரியா
Hisardale,ஹிசார்டேல்
Histogram,ஹிஸ்டோகிராம்
Historical studies,வரலாற்று ஆய்வுகள்
Histology,ஹிஸ்டாலஜி
Histon,ஹிஸ்டன்
Histone octamer,ஹிஸ்டோன் ஆக்டமர்
Histone protein,ஹிஸ்டோன் புரதம்
Historical science,வரலாற்று அறிவியல்
HIV,எச்.ஐ.வி.
Hold-fast,பிடி வேகமானது
Holistic approach,முழுமையான அணுகுமுறை
Hollow internal organ,வெற்று உள் உறுப்பு
Hollow woolen ball,வெற்று கம்பளி பந்து
Holoblastic cleavage,ஹோலோபிளாஸ்டிக் பிளவு
Holocrine gland,ஹோலோகின் சுரப்பி
Holophytic,ஹோலோஃப்டிக்
Holozoic,ஹோலோசோயிக்
Holozoic nutrition,ஹோலோசோயிக் ஊட்டச்சத்து
Homeobox,ஹோமியோபாக்ஸ்
Homeostasis (homoestasis),ஹோமியோஸ்டாஸிஸ் (ஹோமோஸ்டாஸிஸ்)
Homeothermic,ஹோமெத்மிக்
Homeothermous,வீட்டுக்காரர்
Hominid,ஹோமினிட்
Hominidae,ஹோமினிடே
Hominoid,ஹோமினாய்டு
Homo erectus,ஹோமோ எரெக்டஸ்
Homo habilis,ஹோமோ ஹபிலிஸ்
Homo sapiens,ஹோமோ சேபியன்ஸ்
Homogamy,ஓரினச்சேர்க்கை
Homogentisic acid test,ஹோமோஜென்டிசிக் அமில சோதனை
Homogenisation,ஒத்திசைவு
Homogenized,ஒரே மாதிரியான
Homoiothermic,ஓரினச்சேர்க்கை
Homologous,ஒத்த
Homopolymer,ஹோமோபாலிமர்
Homozygosity,ஹோமோசைகோசிட்டி
Homozygosity,ஹோமோசைகோசிட்டி
Homozygote,ஹோமோசைகோட்
Homozygous dwarf,ஹோமோசைகஸ் குள்ள
Homozygous tall,ஹோமோசைகஸ் உயரம்
Hook worm,கொக்கி புழு
Hormonal treatment,ஹார்மோன் சிகிச்சை
Hormone therapy,ஹார்மோன் சிகிச்சை
Hormone-receptor complex,ஹார்மோன்-ஏற்பி வளாகம்
Horned toad,கொம்பு தேரை
Horseshoe bat,ஹார்ஸ்ஷூ பேட்
Horticulture,தோட்டக்கலை
Hospital waste,மருத்துவமனை கழிவு
Host,தொகுப்பாளர்
Host cell,ஹோஸ்ட் செல்
Host-parasitic relationship,ஹோஸ்ட்-ஒட்டுண்ணி உறவு
Host specificity,ஹோஸ்ட் விவரக்குறிப்பு
Hot desert,சூடான பாலைவனம்
Hot dilute soup,சூடான நீர்த்த சூப்
Hot spot,பகிரலை
House keeping function,வீட்டின் செயல்பாடு
House-keeping gene,வீட்டை வைத்திருக்கும் மரபணு
Human body,மனித உடல்
Human chorionic gonadotropin (HCG),மனித கோரியானிக் கோனாடோட்ரோபின் (எச்.சி.ஜி)
Human demography,மனித மக்கள்தொகை
Human genome,மனித மரபணு
Human growth hormone (HGH),மனித வளர்ச்சி ஹார்மோன் (HGH)
Human host,மனித புரவலன்
Human immunodeficiency virus (HIV),மனித நோயெதிர்ப்பு குறைபாடு வைரஸ் (எச்.ஐ.வி)
Human leucocytic antigen,மனித லுகோசைடிக் ஆன்டிஜென்
Human leukocyte antigne complex,மனித லுகோசைட் ஆன்டிக்ன் வளாகம்
Human placental lactogen,மனித நஞ்சுக்கொடி லாக்டோஜென்
Human population pressure,மனித மக்கள்தொகை அழுத்தம்
Human race,மனித இனம்
Humerus,ஹுமரஸ்
Humic acid,ஹ்யூமிக் அமிலம்
Humid,ஈரப்பதமான
Humidity,ஈரப்பதம்
Humification,முனைப்புத்தன்மை
Humor,நகைச்சுவை
Humus,இயற்கையானது
Huntingdon's disease,ஹண்டிங்டன் நோய்
Hyacinth,பதுமராகம்
Hyaline,ஹைலீன்
Hyaline cartilage,பளிங்குக்கசியிழையம்
Hyaluronidase,ஹைலூரோனிடேஸ்
Hybrid,கலப்பின
Hybrid inviability,கலப்பின கண்டுபிடிப்பு
Hybrid of f1 seeds,எஃப் 1 விதைகளின் கலப்பின
Hybrid sterility,கலப்பின மலட்டுத்தன்மை
Hybrid vehicle technology,கலப்பின வாகன தொழில்நுட்பம்
Hydrarch sucession,ஹைட்ரார்க் வெற்றி
Hydration shell,நீரேற்றம் ஷெல்
Hydric,ஹைட்ரிக்
Hydrilla,ஹைட்ரில்லா
Hydrogen bond,ஹைட்ரஜன் பிணைப்பு
Hydrogen cyanide,ஹைட்ரஜன் சயனைடு
Hydrogen nucleus,ஹைட்ரஜன் கரு
Hydrolase,ஹைட்ரோலேஸ்
Hydrological cycle,நீர்நிலை சுழற்சி
Hydrolysing,ஹைட்ரோலைசிங்
Hydrolytic cleavage,ஹைட்ரோலைடிக் பிளவு
Hydronasty,ஹைட்ரோனஸ்டி
Hydrophilic,ஹைட்ரோஃபிலிக்
Hydrophily,ஹைட்ரோஃபிலி
Hydrophily,ஹைட்ரோஃபிலி
Hydrophobic,ஹைட்ரோபோபிக்
Hydrophyte,ஹைட்ரோஃபைட்
Hydroponics,ஹைட்ரோபோனிக்ஸ்
Hydrosphere,ஹைட்ரோஸ்பியர்
Hydrostatic pressure,நீர்நிலை அழுத்தம்
Hydrothermal ecosystem,நீர் வெப்ப சுற்றுச்சூழல் அமைப்பு
Hydrothermal vent,நீர் வெப்ப வென்ட்
Hydroxyl group,ஹைட்ராக்சைல் குழு
Hygric,அருமையான
Hyla (tree frog),ஹைலா (மர தவளை)
Hymen,ஹைமன்
Hyoid,ஹையோயிட்
Hyoid bone,ஹையாய்டு எலும்பு
Hypanthodium,ஹைபந்தோடியம்
Hyper cholesterolemia,ஹைப்பர் கொழுப்பு
Hyperglycemia,ஹைப்பர் கிளைசீமியா
Hyperkeratosis,ஹைபர்கெராடோசிஸ்
Hyperparathyroidism,ஹைபர்பாரடைராய்டிசம்
Hyperplasia,ஹைப்பர் பிளேசியா
Hypersensitivity,ஹைபர்சென்சிட்டிவிட்டி
Hypertension,உயர் இரத்த அழுத்தம்
Hyperthyroidism,ஹைப்பர் தைராய்டிசம்
Hypertonic,ஹைபர்டோனிக்
Hypha,ஹைபா
Hyphaene,ஹைபீன்
Hypochondria,ஹைபோகாண்ட்ரியா
Hypocotyl,ஹைபோகோடைல்
Hypoglycemia,இரத்தச் சர்க்கரைக் குறைவு
Hypgonadism,ஹைப்கோனாடிசம்
Hypogynous,இரத்தச் சர்க்கரை
Hypogyny,ஹைபோகினி
Hypolimnion,ஹைபோலிம்னியன்
Hypoparathyroidism,ஹைபோபராதைராய்டிசம்
Hypopharynx,ஹைப்போபார்னக்ஸ்
Hypostome,ஹைப்போஸ்டோம்
Hypostome,ஹைப்போஸ்டோம்
Hypothalamus,ஹைபோதாலமஸ்
Hypothesis,கருதுகோள்
Hypothetical chordate,அனுமான கோர்டேட்
Hypothetical proposition,அனுமான முன்மொழிவு
Hypothyroidism,ஹைப்போ தைராய்டிசம்
Hypotonic,ஹைபோடோனிக்
Hypotonic solution,ஹைபோடோனிக் தீர்வு
Hyracotherium,ஹைராக்கோதேரியம்
Ice age,பனியுகம்
Ichthyophis,இச்ச்தியோபிஸ்
Identification,அடையாளம் காணல்
Idiogram,இடியோகிராம்
Idiogram,இடியோகிராம்
Iguana,இகுவானா
Ileum,Ileum
Illuminating sample,ஒளிரும் மாதிரி
Illumination,வெளிச்சம்
Image,படம்
Imbibition pressure,தூண்டுதல் அழுத்தம்
Imbibition,தூண்டுதல்
Imbricate,உள்வைப்பு
Imbricate aestivation,தூண்டுதல்
Immigrant,குடியேறியவர்
Immigration,குடியேற்றம்
Immigration,குடியேற்றம்
Immortalize,அழியாத
Immune response,நோய் எதிர்ப்பு சக்தியின் பதில் செயல்
Immune system,நோய் எதிர்ப்பு அமைப்பு
Immune system disorder,நோயெதிர்ப்பு அமைப்பு கோளாறு
Immunity,நோய் எதிர்ப்பு சக்தி
Immuno-compromised,நோயெதிர்ப்பு-சமரசம்
Immuno deficiency disease,இம்யூனோ குறைபாடு நோய்
Immuno electrophoresis,இம்யூனோ எலக்ட்ரோபோரேசிஸ்
Immuno fluorescent antibody labelling,இம்யூனோ ஃப்ளோரசன்ட் ஆன்டிபாடி லேபிளிங்
Immuno sorbent assay,இம்யூனோ சோர்பென்ட் மதிப்பீடு
Immuno suppressive therapy,இம்யூனோ அடக்குமுறை சிகிச்சை
Immuno suppressant,இம்யூனோ அடக்கி
Immunogenic,நோயெதிர்ப்பு
Immunoglobulin,இம்யூனோகுளோபூலின்
Immunology,நோயெதிர்ப்பு
Immunomodulator,இம்யூனோமோடூலேட்டர்
Immunopotentiation therapy,இம்யூனோபோடென்டேஷன் சிகிச்சை
Immunosuppressive drug,நோயெதிர்ப்பு தடுப்பு மருந்து
Imunotherapy,Imunothery சிகிச்சை
Imparipinnate,இம்பரிபின்னேட்
Imperata,BARBRATH
Impermeable,தெளிவற்ற
Implant,உள்வைப்பு
Implantation,உள்வைப்பு
Improved seed,மேம்படுத்தப்பட்ட விதை
Improved variety,மேம்படுத்தப்பட்ட வகை
In situ,சிட்டுவில்
In vitro,ஆய்வுக்கூட சோதனை முறையில்
In vitro fertilization (IVF),விட்ரோ கருத்தரித்தல் (ஐவிஎஃப்)
In vivo,உயிருள்ள
Inactive,செயலற்றது
Inbred line,Inbred வரி
Inbreeding,இனப்பெருக்கம்
Incidence of recombination,மறுசீரமைப்பு நிகழ்வு
Incineration,எரித்தல்
Incisor,வெட்டுதல்
Inclusion body,சேர்க்கும் உடல்
Incoherent behaviour,பொருத்தமற்ற நடத்தை
Incompatibility,பொருந்தாத தன்மை
Incompatibility,பொருந்தாத தன்மை
Incomplete dominance,முழுமையற்ற ஆதிக்கம்
Incubator,இன்குபேட்டர்
Incumbant,பதவி
Incus,Incus
Indehiscent fruit,அண்டீசண்ட் பழம்
Indented,உள்தள்ளப்பட்டது
Independent assortment,சுயாதீன வகைப்படுத்தல்
Independent gene,சுயாதீன மரபணு
Indian council of agricultural research,வேளாண் ஆராய்ச்சி கவுன்சில்
Indian salmon,இந்திய சால்மன்
Indicator species,காட்டி இனங்கள்
Indigenous system of medicine,மருத்துவத்தின் உள்நாட்டு அமைப்பு
Indigofera,இண்டிகோஃபெரா
Indoor pollution,உட்புற மாசுபாடு
Induced movement,தூண்டப்பட்ட இயக்கம்
Induced mutation,தூண்டப்பட்ட பிறழ்வு
Inducer,தூண்டல்
Inducer gene,தூண்டல் மரபணு
Inducible control,தூண்டக்கூடிய கட்டுப்பாடு
Inducible enzyme,தூண்டக்கூடிய நொதி
Induction of cancer,புற்றுநோயின் தூண்டல்
Industrial melanism,தொழில்துறை மெலனிசம்
Industrial pollution,தொழில்துறை மாசுபாடு
Industrial smoke,தொழில்துறை புகை
Inerference contrast microscopy,அறிவிப்பு மாறுபட்ட நுண்ணோக்கி
Inexhaustible resources,விவரிக்க முடியாத வளங்கள்
Infectious disease,தொற்று நோய்
Infectivity,தொற்று
Inference,அனுமானம்
Inferior cerebellar peduncle,தாழ்வான சிறுமூளை பென்குல்
Inferior mesentric ganglion,தாழ்வான மெசென்ட்ரிக் கேங்க்லியன்
Infinite,எல்லையற்ற
Inflammation,அழற்சி
Inflammatory barrier,அழற்சி தடை
Inflammatory reaction,அழற்சி எதிர்வினை
Inflammatory response,அழற்சி பதில்
Inflation,வீக்கம்
Inflorescence,மஞ்சரி
Influenza,குளிர் காய்ச்சல்
Influx,வருகை
Infraorbital gland,அகச்சிவப்பு சுரப்பி
Infundibulum,இன்பண்டிபுலம்
Ingested food,உட்கொண்ட உணவு
Ingestion,உட்கொள்ளல்
Inguinal canal,இம்பினினல் கால்வாய்
Inguinal hernia,இங்ஜினல் குடலிறக்கம்
Inheritance,பரம்பரை
Inherited molecular disease,பரம்பரை மூலக்கூறு நோய்
Inhibit,தடுக்கவும்
Inhibited,தடுக்கப்பட்டது
Inhibiting hormone,ஹார்மோனைத் தடுக்கும்
Inhibition,தடுப்பு
Inhibitory peptide,தடுப்பு பெப்டைட்
Initiation,துவக்கம்
Initiator,துவக்கி
Injected,செலுத்தப்பட்டது
Injury,காயம்
Inlet,இன்லெட்
Innate immunity,உள்ளார்ந்த நோய் எதிர்ப்பு சக்தி
Inorganic evolution,கனிம பரிணாமம்
Inorganic material,கனிம பொருள்
Inositoltriphoshate,Inositoltriphoshate
Input of nutrient,ஊட்டச்சத்து உள்ளீடு
Insect,பூச்சி
Insect eating warbler,பூச்சி போர்ப்ளர்
Insect pest,பூச்சி பூச்சி
Insect resistance,பூச்சி எதிர்ப்பு
Insecta,பூச்சி
Insecticidal protein,பூச்சிக்கொல்லி புரதம்
Insecticide,பூச்சிக்கொல்லி
Insectivore,பூச்சி
Insectivorous plant,பூச்சிய ஆலை
Insemination,கருவூட்டுதல்
Insertional inactivation,செருகும் செயலிழப்பு
Inspiratory capacity,தூண்டுதல் திறன்
Inspiratory reserve volume,இன்ஸ்பிரேட்டரி ரிசர்வ் தொகுதி
Instrinsic rate of natural increase,இயற்கையான அதிகரிப்பின் இன்ஸ்டரின்டிக் வீதம்
Insulate,காப்பீடு
Insulin,இன்சுலின்
Integral protein,ஒருங்கிணைந்த புரதம்
Integrate,ஒருங்கிணைக்கவும்
Integration,ஒருங்கிணைப்பு
Integument,உள்
Integumentary nephridium,உள் நெஃப்ரிடியம்
Interaction,தொடர்பு
Interaction with negative effect,எதிர்மறை விளைவுடன் தொடர்பு
Interatrial septum,இடைமுக செப்டம்
Interbreeding,இனப்பெருக்கம்
Interbreeding individual,இனப்பெருக்கம்
Intercalary,இடைக்கால
Intercalated disc,ஒன்றோடொன்று வட்டு
Intercellular matrix,இன்டர்செல்லுலர் மேட்ரிக்ஸ்
Intercellular space,இன்டர்செல்லுலர் இடம்
Intercept,இடைமறிப்பு
Intercept,இடைமறிப்பு
Inter-chain bond,இடை-சங்கிலி பிணைப்பு
Interdoublet brigade,இன்டர்டோப்லெட் படைப்பிரிவு
Interfascicular cambium,இடைக்கால காம்பியம்
Intermembrance space,இடைக்கால இடம்
Interphase,இடைமுகம்
Interphase chromosome,இடைமுக குரோமோசோம்
Intersegmental septum,குறுக்குவெட்டு செப்டம்
Interfascicular cambium,இடைக்கால காம்பியம்
Interfering RNA,ஆர்.என்.ஏ தலையிடுகிறது
Interferon,இன்டர்ஃபெரான்
Interfertile,குறுக்கீடு
Interleukin,இன்டர்லூகின்
Interlocked,ஒன்றோடொன்று
Intermediate day plant,இடைநிலை நாள் ஆலை
Intermediate filament,இடைநிலை இழை
Intermediate lobe,இடைநிலை மடல்
Intermediate pairing,இடைநிலை இணைத்தல்
Internal ear,உள் காது
Internal environment,உள் சூழல்
Internal jugular vein,உள் ஜுகுலர் நரம்பு
Internal morphology,உள் உருவவியல்
Internal nutrient cycling,உள் ஊட்டச்சத்து சைக்கிள் ஓட்டுதல்
Internal rhythm,உள் தாளம்
International code,சர்வதேச குறியீடு
International human genome project,சர்வதேச மனித மரபணு திட்டம்
Internode,இன்டர்னோட்
Interplanetary,கிரகத்தன்மை
Interrupted gene,குறுக்கிடப்பட்ட மரபணு
Intersex,இன்டர்செக்ஸ்
Interspecific hybridisation,இடைநிலை கலப்பினமாக்கல்
Interstitial cell stimulating hormone,இன்டர்ஸ்டீடியல் செல் தூண்டுதல் ஹார்மோன்
Interstitial cell,இடைநிலை செல்
Interstitial deletion,இடைநிலை நீக்குதல்
Interstitial fliud,இன்டர்ஸ்டீடியல் ஃப்ளையட்
Intervarietal hybridisation,இன்டர்வேரியெட்டல் கலப்பினமாக்கல்
Intervening sequence,தலையிடும் வரிசை
Intestinal caeca,குடல் சீக்கா
Intestinal juice,குடல் சாறு
Intestine,குடல்
Intracellular digestion,உள்விளைவு செரிமானம்
Intracytoplasmic sperm injection (ICSI),இன்ட்ராசைட்டோபிளாஸ்மிக் விந்து ஊசி (ஐ.சி.எஸ்.ஐ)
Intrafascicular cambium,இன்ட்ராஃபாஸ்குலர் காம்பியம்
Intramedullary nephron,இன்ட்ராமெடல்லரி நெஃப்ரான்
Intraspecific competition,உள்ளார்ந்த போட்டி
Intraspecific incompatibility,உள்ளார்ந்த பொருந்தாத தன்மை
Intraspecific incompatibility,உள்ளார்ந்த பொருந்தாத தன்மை
Intratesticular genital jduct system,இன்ட்ராடெஸ்டிகுலர் பிறப்புறுப்பு jduct அமைப்பு
Intrauterine insemination (IUI),கருப்பையக கருவூட்டல் (IUI)
Intrauterine transfer (IUT),கருப்பையக பரிமாற்றம் (IUT)
Intrinisic protein,உள்ளார்ந்த புரதம்
Intrinsic barrier,உள்ளார்ந்த தடை
Introception,அறிமுகம்
Intron,இன்ட்ரான்
Introse,உள்
Inversion,தலைகீழ்
Invertase,இன்வெர்டேஸ்
Invertebrates,முதுகெலும்புகள்
Investigator,புலனாய்வாளர்
Involucre,ஈடுபாடு
Involuntary and non-straited muscle,தன்னிச்சையான மற்றும் நெருக்கடி செய்யப்படாத தசை
Idodine,இடோடின்
Iodothyronine,அயோடோதைரோனைன்
Ion,அயன்
Ion channel,அயன் சேனல்
Ion exchange chromatography,அயன் பரிமாற்ற நிறமூர்த்தம்
Ionic bond,அயனி பிணைப்பு
Ionic interaction,அயனி தொடர்பு
Ionocyte,அயனோசைட்
Integrated pest management (IPM),ஒருங்கிணைந்த பூச்சி மேலாண்மை (ஐபிஎம்)
Ipomoea,ஐபோமோயா
Iridaceae,இரிடேசி
Iris,ஐரிஸ்
Iron fortified rice,இரும்பு பலப்படுத்தப்பட்ட அரிசி
Iron porphyrin,இரும்பு போர்பிரின்
Iron scrap,இரும்பு ஸ்கிராப்
Irradiated cell,கதிரியக்க செல்
Irradiation,கதிர்வீச்சு
Irregular,ஒழுங்கற்ற
Irregular flower,ஒழுங்கற்ற மலர்
Irreversible distension,மீளமுடியாத விலகல்
International rice research institute,சர்வதேச நெல் ஆராய்ச்சி நிறுவனம்
Irritant,எரிச்சல்
Ischium,இஷியம்
Ischium,இஷியம்
Islets of Langerhans,லாங்கர்ஹான்களின் தீவுகள்
Isoagglutinin,ஐசோஅக்ளூட்டினின்
Isobilateral leaf,ஐசோபிலேட்டரல் இலை
Isogamy,ஐசோகாமி
Isograft,ஐசோகிராஃப்ட்
Isolated,தனிமைப்படுத்தப்பட்ட
Isolated chloroplast,தனிமைப்படுத்தப்பட்ட குளோரோபிளாஸ்ட்
Isolated tissue,தனிமைப்படுத்தப்பட்ட திசு
Isolation,தனிமைப்படுத்துதல்
Isomerous,ஐசோமரஸ்
Isopycnic centrifugation,ஐசோபிக்னிக் மையவிலக்கு
Isotonic,ஐசோடோனிக்
Isotope,ஐசோடோப்
Isotropic,ஐசோட்ரோபிக்
Isotropic,ஐசோட்ரோபிக்
Isotropic band,ஐசோட்ரோபிக் பேண்ட்
Isthmus,இஸ்த்மஸ்
Itai-itai disease,Itai-itai நோய்
IUDs (medicated),IUDS (மருந்து)
IUDs (non-medicated),IUDS (அல்லாத மருந்து)
Jassid,ஜாசிட்
Jatropha,ஜட்ரோபா
Jaundice,மஞ்சள் காமாலை
Jaw,தாடை
Jawless vertebrate,தாடை இல்லாத முதுகெலும்பு
Jejunum,ஜெஜூனம்
Jellyfish,ஜெல்லிமீன்
Jhum cultivation,ஜம் சாகுபடி
Joint forest management,கூட்டு வன மேலாண்மை
Jointed exoskeleton,இணைந்த எக்ஸோஸ்கெலட்டன்
Jugular vein,ஜுகுலர் நரம்பு
Junk DNA,குப்பை டி.என்.ஏ
Jurassic period,ஜுராசிக் காலம்
Jute technology,சணல் தொழில்நுட்பம்
Juvenile hormone,சிறார் ஹார்மோன்
Juvenile phase,சிறார் கட்டம்
Juxtaglomerular apparatus,ஜுக்ஸ்டாக்ளோமெருலர் எந்திரம்
Kalbasu,கல்பாசு
Kale,காலே
Kalmegh,கல்மெக்
Kanamycin,கனமைசின்
Karyogamy,கரியோகாமி
Karyotype,காரியோடைப்
Karyotyping,காரியோடைப்பிங்
Kautia,க ut டியா
Keel,கீல்
Keel,கீல்
Keratinised skin cell,கெராடினைஸ் தோல் செல்
Ketoglutaric acid,கெட்டோகுளுடரிக் அமிலம்
Ketone,கீட்டோன்
Ketone group,கெட்டோன் குழு
Ketonuria,கெட்டோனூரியா
Key,விசை
Keystone species,கீஸ்டோன் இனங்கள்
Khair,கைர்
Khesari,கெசரி
Kidney dialysis,சிறுநீரக டயாலிசிஸ்
Kinetic energy,இயக்க ஆற்றல்
Kinetin,கினெடின்
Kinetochore,கினெடோகோர்
King crab,கிங் நண்டு
Kingdom,இராச்சியம்
Kingfisher,கிங்ஃபிஷர்
Kinoplasm,கைனோபிளாசம்
Kitchen waste,சமையலறை கழிவு
Klinefelter's syndrome,க்லைன்ஃபெல்டரின் நோய்க்குறி
Knee,முழங்கால்
Kranz anatomy,கிரான்ஸ் உடற்கூறியல்
Kreb's cycle,கிரெப்பின் சுழற்சி
Labia majora,லேபியா மஜோரா
Labia minora,லேபியா மினோரா
Labial palp,லேபல் பேம்ப்
Labile,லேபிள்
Labium,லேபியம்
Lablab,லாப்லாப்
Labrum,லேப்ரம்
Labyrinth,லாபிரிந்த்
Lac,லாக்
Lac operon,லாக் ஓபரான்
Laccifer,லேசிஃபர்
Lactation,பாலூட்டுதல்
Lactational amenorrhea,பாலூட்டக்கூடிய அமினோரியா
Lactatroph,லாக்டாட்ரோஃப்
Lactobacillus,லாக்டோபாகிலஸ்
Lactose metabolizing enzyme,லாக்டோஸ் வளர்சிதை மாற்ற நொதி
Lactose,லாக்டோஸ்
Lactuca sativa,லாக்டுகா சாடிவா
Lacuna,லாகுனா
Ladder of nature,இயற்கையின் ஏணி
Lagging strand,பின்தங்கிய இழை
Lamella,லேமல்லா
Lamellidens,லேமல்லிடன்கள்
Lamiaceae,லாமியாசி
Lamiales,லாமியல்ஸ்
Lamina propria,லேமினா ப்ராப்ரியா
Lamina,லேமினா
Laminaria,லேமினேரியா
Lamp brush chromosome,விளக்கு தூரிகை குரோமோசோம்
Lanceolate,ஈட்டி வடிவானது
Land plant,நில ஆலை
Lands snail,நிலங்கள் நத்தை
Lantana camara,லந்தனா கமாரா
Laparoscope,லேபராஸ்கோப்
Lapartea,லாபார்டியா
Lapse rate,குறைவு வீதம்
Larkspur,லார்க்ஸ்பூர்
Larval mortality,லார்வா இறப்பு
Laryngopharynx,லாரிங்கோபார்னக்ஸ்
Laser microsurgery,லேசர் மைக்ரோ சர்ஜரி
Lasiurus,லேசியூரஸ்
Late blight,மறைந்த ப்ளைட்டின்
Late developer,தாமதமாக டெவலப்பர்
Late sucessional species,தாமதமான வெற்றி இனங்கள்
Late wood,தாமதமான மரம்
Latent heat,உள்ளுறை வெப்பம்
Lateral appendage,பக்கவாட்டு இணைப்பு
Lateral bud,பக்கவாட்டு மொட்டு
Lateral gray horn,பக்கவாட்டு சாம்பல் கொம்பு
Lateral ventricle,பக்கவாட்டு வென்ட்ரிக்கிள்
Latex,லேடெக்ஸ்
Lathyrus sativus,லாதிரஸ் சாடிவஸ்
Lattice,நட்டு
Lattice structure,லட்டு அமைப்பு
Laurineae,லாரினீ
Law of independent assortment,சுயாதீன வகைப்படுத்தல் சட்டம்
Law of limiting factors,கட்டுப்படுத்தும் காரணிகளின் சட்டம்
Law of inheritance,பரம்பரை சட்டம்
Law of segregation,பிரித்தல் சட்டம்
Laws of thermodynamics,வெப்ப இயக்கவியலின் விதிகள்
Layering,அடுக்கு
Layering,அடுக்கு
Leaching of mineral matter,கனிமப் பொருளைக் கடத்தல்
Lead,வழி நடத்து
Leading strand,முன்னணி ஸ்ட்ராண்ட்
Leaf age,இலை வயது
Leaf and strip rust,இலை மற்றும் துண்டு துரு
Leaf blade,இலை கத்தி
Leaf curl,இலை சுருட்டை
Leaf orientation,இலை நோக்குநிலை
Leaf venation,இலை காற்று
Leaf,இலை
Leaf-blade,இலை-பிளேட்
Leafless,இலை இல்லாதது
Leaping,பாய்ச்சல்
Leathery leaf,தோல் இலை
Left aortic arch,இடது பெருநாடி வளைவு
Left cardiac artery,இடது இருதய தமனி
Leguminous plant,பருப்பு ஆலை
Legume,பருப்பு
Lemon grass,எலுமிச்சை புல்
Lemur,லெமூர்
Lens cell,லென்ஸ் செல்
Lens,லென்ஸ்
Lentil,பயறு
Leopard,சிறுத்தை
Lepas,லெபாஸ்
Lepisma (silver fish),லெபிஸ்மா (வெள்ளி மீன்)
Leprosy,தொழுநோய்
Leptocorisa,லெப்டோகோரிசா
Leptonema,லெப்டோனெமா
Leptotene,லெப்டோடின்
Lethal,ஆபத்தான
Lethal mutation,மரணம் பிறழ்வு
Leucocyte,லுகோசைட்
Leucoderma,லுகோடெர்மா
Leucoplast,லுகோபிளாஸ்ட்
Leukemia,லுகேமியா
Lever,நெம்புகோல்
Leydig's cell,லெய்டிக்கின் செல்
Liana,லியானா
Lianous,லியனஸ்
Lice,பேன்
Lichen,லிச்சென்
Life cycle,வாழ்க்கை சுழற்சி
Life expectancy,ஆயுள் எதிர்பார்ப்பு
Life gene,வாழ்க்கை மரபணு
Life history,வாழ்க்கை வரலாறு
Life supportive capacity,வாழ்க்கை ஆதரவு திறன்
Life supporting system,வாழ்க்கை துணை அமைப்பு
Lifeless,உயிரற்ற
Ligament,தசைநார்
Ligase,லிகேஸ்
Ligation,லிகேஷன்
Liger,லிகர்
Light injury,ஒளி காயம்
Light microscope,ஒளி நுண்ணோக்கி
