Punjabi,Malayalam
ਬਨਸਪਤੀ ਤੋਂ ਬਿਨਾਂ ਮਾਰਸ਼,സസ്യജാലങ്ങളില്ലാതെ മാർഷ്
ਮਾਰਸੁਪੀਅਲ ਮਾਨਕੀਕਰਣ,മാർസുപിയൽ മോൾ
ਮਾਰਸੁਪੀਅਲ ਰੇਡੀਏਸ਼ਨ,മാർഷ്യൂയൽ വികിരണം
ਮਾਰਸੁਪੀਅਲ ਚੂਹਾ,മാർസുപിയൽ എലി
ਮਾਰਸੂਪੀਅਮ,മാർസപ്പിയം
ਪੁੰਜ ਅਲੋਪ,ബഹുജന വംശനാശം
ਪੁੰਜ ਵਹਾਅ,കൂട്ട ഒഴുക്ക്
ਪੁੰਜ ਵਹਾਅ ਦੀ ਕਲਪਨਾ,മാസ് ഫ്ലോ സിദ്ധാന്തം
ਮਾਸਟ ਸੈੱਲ,മാസ്റ്റ് സെൽ
ਮਾਸਟਰ ਅਗਰ ਪਲੇਟ,മാസ്റ്റർ അഗർ പ്ലേറ്റ്
ਮਾਸਟਰ ਪਲੇਟ,മാസ്റ്റർ പ്ലേറ്റ്
ਜਣੇਪਾ ਮੌਤ ਦਰ,മാതൃമരണ നിരക്ക്
ਮੇਲ,ഇണചേരൽ
ਮੈਟਰਿਕਸ,മാട്രിക്സ്
ਪਰਿਪੱਕ ਨੋਡੂਲ,പക്വത നോഡ്യൂൾ
ਮੌਵ ਰੰਗ,Mauve നിറം
ਮੈਕਸੀਲਾ,മാക്സില്ല
ਮੈਕਸਿਲਰੀ ਪਾਲਪ,മാക്സില്ലറി പാൾപ്പ്
ਵੱਧ ਤੋਂ ਵੱਧ ਲਿਜਾਣ ਦੀ ਸਮਰੱਥਾ,പരമാവധി വഹിക്കുന്ന ശേഷി
Meandrina,അർത്ഥം
ਮੈਡੀਕਲ ਵਿਗਿਆਨ,വൈദ്യ ശാസ്ത്രം
ਗਰਭ ਅਵਸਥਾ ਦੀ ਡਾਕਟਰੀ ਸਮਾਪਤੀ (ਐਮਟੀਪੀ),ഗർഭധാരണത്തിന്റെ വൈദ്യശാനം (എംടിപി)
ਮੈਡੀਕਲ ਟ੍ਰਾਂਸਕ੍ਰਿਪਸ਼ਨ,മെഡിക്കൽ ട്രാൻസ്ക്രിപ്ഷൻ
ਡਾਕਟਰੀ ਸਹਾਇਤਾ ਪ੍ਰਾਪਤ ਡਿਲਿਵਰੀ,വൈദ്യശാസ്ത്രപരമായി അസിസ്റ്റഡ് ഡെലിവറി
ਦਵਾਈ,മരുന്ന്
ਦਵਾਈ,മരുന്ന്
ਦਵਾਈ,മരുന്ന്
ਮੈਡਲਲਾ,മെഡുള്ള
ਮੈਡਲਲਾ ਬੀਬਰੋਂਗਾਟਾ,ഉപമസ്തിഷ്കം
ਮਿਡਲਲਰੀ ਪਿਰਾਮਿਡ,മെഡല്ലറി പിരമിഡ്
ਮਧੁਰਭਾਰਤ,ധ്യാനം
ਮੇਡੂਸਾ,മെഡുസ
ਮੈਗਾ ਕੈਰੀਓਸਾਈਟ,മെഗാ കാരിയോസൈറ്റ്
Megapalasmid,മെഗാപ്ലാസ്മിഡ്
ਮੈਗਾਸਪੋਰੰਗਿਅਮ,മെഗാസ്പോറൻജിയം
ਮੈਗਾਸਪੋਰੋਫਿਲ,മെഗാസ്പോഫിൽ
Meiabomian gland,മെബോമിയൻ ഗ്രന്ഥി
Meiocyte,Meiocyte
Meiosis,മെയോസിസ്
ਮੈਟੇਜਨੇਸਿਸ,മെറ്റാഗെനെസിസ്
Melanic ਕੀੜਾ,മെലാനിക് പുഴു
Melanocyte,Melanocyte
Melenocyte ਉਤੇਜਕ ਹਾਰਮੋਨ (ਐਮਐਸਐਚ),മെലനോസൈറ്റ് ഉത്തേജിപ്പിക്കുന്ന ഹോർമോൺ (MSH)
Melenocyte ਉਤੇਜਕ ਨੂੰ ਜਾਰੀ ਹਾਰਮੋਨ (MSRH),മെലനോസൈറ്റ് ഉത്തേജിപ്പിക്കുന്ന ഹോർമോൺ (MSRH)
ਮੇਲਾਨੋਮਾ,മെലനോമ
ਮੇਲੋਇਡੋਗਿਨ ਇਨੋਗਨਟਾ,മെലോഡോഗിൻ ആൾമാറാട്ട
ਝਿੱਲੀ ਬੰਨ੍ਹ,മെംബ്രൺ ബന്ധിത
ਝਿੱਲੀ ਦਾ ਪਿਆਰਾ,മെംബ്രൺ ലിപിഡ്
ਝਿੱਲੀ,മെംബ്രൺ പ്രവേശനക്ഷമത
ਝਿੱਲੀ ਦੀ ਸੰਭਾਵਨਾ,മെംബ്രൻ സാധ്യത
ਝਿੱਲੀ,മെംബ്രണസ് ലാബിഗ്രിന്ത്
ਝਿੱਲੀ ਵਾਲੀ ਸ਼ੀਟ,മെംബ്രണസ് ഷീറ്റ്
ਮੈਮੋਰੀ ਸੈੱਲ,മെമ്മറി സെൽ
ਮੈਡਲ ਦਾ ਕਾਨੂੰਨ,മെൻഡലിന്റെ നിയമം
Mendelian ਵਿਕਾਰ,മെൻഡലിയൻ ഡിസോർഡർ
ਮੇਨਿੰਗ,നിഷെ
ਮੈਨਿਨਜਾਈਟਿਸ,നിഞ്ചൈറ്റിസ്
ਮਾਹਵਾਰੀ ਚੱਕਰ,ആർത്തവ ചക്രം
ਮਾਨਸਿਕ ਮਹਾਰਾਈ,മാനസിക പ്രിയങ്കരമക്ഷരാമം
ਮਾਨਸਿਕ ਪਰੇਸ਼ਾਨੀ,ബുദ്ധിമാന്ദ്യം
ਪਾਰਾ ਜ਼ਹਿਰ,മെർക്കുറി വിഷബാധ
ਬੇਰਹਿਮ,കരുതലുള്ളത്
ਵਪਾਰਿਕ ਸੈੱਲ,മെർട്ടിസ്മാറ്റിക് സെൽ
ਮਾਨਤਾਵਾਦੀ ਖੇਤਰ,മെലിസ്റ്റിമാറ്റിക് മേഖല
ਵਪਾਰ ਦੀ ਵਿਕਾਸ,മെലിറ്റസിറ്റിക് വളർച്ച
ਮ੍ਰੋਕ੍ਰਾਈਨ ਗਲੈਂਡ,മെറോക്രൈൻ ഗ്രന്ഥി
ਮੇਰੋਮੀਓਸਿਨ,മെറോമെയോസിൻ
Merychippus,Merychipsus
ਮੇਸ਼ਾਰਸ਼ੀਅਮ,മെസർച്ചിയം
Metheflan,മെസെൻസ്ഫാലോൺ
Meschechymal ਟਿਸ਼ੂ,മെസെഞ്ചിമൽ ടിഷ്യു
ਮੀਟਰਟਰਨ,മെസെന്ററോൺ
ਪੁਸ਼ੀ,മെസെന്ററി
ਮੇਸਿਕ ਸਥਿਤੀ,മെസിക് അവസ്ഥ
ਮੇਸਕਰਪ,മെസോകാർപ്പ്
Mesoderm,മഷോഡെർം
ਮੇਸੋਗਲੋਈ,മെസോഗ്ലോയ
MessoHeppus,മെസോഹെപ്പ്
ਮੇਸੋਫਾਈਲ ਸੈੱਲ,മെസോഫിൽ സെൽ
ਮੈਸੋososom,മെസസോം
ਮੇਸਥੋਰਾਕੋਕ,മെസോതോറാസിക്
ਮੇਸੋਥੋਰੇਕਸ,മെസോതോറാക്സ്
ਮੇਸੋਵਰੀਅਮ,മെസോവേരിയം
ਮੇਸੋਜ਼ੋਇਕ ਯੁੱਗ,മെസോസോയിക് കാലഘട്ടം
ਮੈਸੇਂਜਰ ਆਰ ਐਨ ਏ,മെസഞ്ചർ ആർഎൻഎ
ਪਾਚਕ ਫਲੈਕਸ,ഉപാപചയ ഫ്ലക്സ്
ਪਾਚਕ ਮਾਰਗ,ഉപാപചയ പാത
Metabolised,ഉപാപദാബലവും
Metabolism,പരിണാമം
ਮੈਟਾਬੋਲਿਕ ਅਸਮਿਲੈਟਰੀ,ഉപാപചയ വ്യക്തത
ਮੈਟਾਕਰਪਾਲ,മെറ്റാകാർപാൽ
ਮੈਟੇਸੈਂਟ,മെറ്റനന്റൈൻറിക്
ਪਾਚਕ ਗ੍ਰੈਨੂਲ,മെറ്റാച്രോമാറ്റിക് ഗ്രാനുലേ
ਧਾਤ ਦੀ ਸੂਈ,ലോഹ സൂചി
ਧਾਤੂ ਆਕਸਾਈਡ,മെറ്റാലിക് ഓക്സൈഡ്
ਧੁੰਦਲਾ,മെട്ടമേറിസം
ਮੈਟਮੋਰਫੋਸਿਸ,മാംസം
ਮੈਟਾਈਫ੍ਰਿਯਮ,മെറ്റായാൻഫ്രിയം
ਮਛੂਤ,മെറ്റാഫേസ്
ਮਛੂਆ ਪਲੇਟ,മെറ്റാഫേസ് പ്ലേറ്റ്
ਮਟਰਫਾਸਿਕ ਪਲੇਟ,മെറ്റാഫാസിക് പ്ലേറ്റ്
ਮੈਟਾਪੌਸ਼ਨ,മെറ്റാപോളേഷൻ
ਮੈਟਾਸਟੇਸਿਸ,മെറ്റാസ്റ്റാസിസ്
ਮੈਟਾਸਟੇਸਿਸ,മെറ്റാസ്റ്റാസിസ്
ਮੈਟੇਟਰਸੈਲ,മെറ്റാറ്റാർസാൽ
ਮੈਟਥੋਰਾਸੀਕ,മെറ്റാതോറാസിക്
ਮੈਟਾਥੋਰੇਕਸ,മെറ്റാതോറാക്സ്
ਮੈਟਾਜ਼ੋਆਨਜ਼,മെറ്റാസോവാൻസ്
Metaemenfl,മെറ്റാസെൻസ്ഫലോൺ
ਮੈਟਾਸੈਟਸ,കാര്യപരിശോധന
ਮੈਥੈਡੋਨ,മെത്തഡോൺ
ਮੀਥੇਮੋਗਲੋਬਿਨ,മെത്തിമോഗ്ലോബിൻ
ਮੈਥੇਮੋਗਲੋਬਾਈਨਮੀਆ,മെഥമോഗ്ലോബിനെമിയ
ਮੀਥੇਨ,മീഥെയ്ൻ
ਮੀਥੇਨੋਬੈਟੀਅਮ,മെത്തനോബക്രിയം
ਮਾਇਥੇਨਜੈਨ,മെത്തനോജൻ
ਮਿਥਾਈਲ ਪਾਰਾ,മെഥൈൽ ബുധൻ
ਮੈਥਾਈਲੈਟਡ ਕੈਪ,മെത്തിലേറ്റഡ് തൊപ്പി
ਮੈਥਾਈਲੀਨ ਨੀਲਾ,മെത്തിലീൻ നീല
ਮੈਥਾਈਲੋਫਿਲਸ,മെത്തിലോഫിലസ്
ਮੈਥਾਈਲੋਟ੍ਰੋਪਸ,മെത്തിലോട്രോഫസ്
ਮਾਈਕਰੋਨਟੀਐਂਟ,സൂക്ഷ്മ പോഷകൻ
ਸੂਖਮ ਜੀਵ,സൂക്ഷ്മാണുകാരന്
ਮਾਈਕਰਪ੍ਰੋਪੈਕਸ਼ਨ,മൈക്രോപ്രോപ്റ്റേഷൻ
ਮਾਈਕ੍ਰੋਟਚਨੀਕ,മൈക്രോടെക്നിക്
ਮਾਈਕਰੋਆਚੇਟੈਕਚਰਲ ਵਿਗਾੜ,മൈക്രോ സർക്കിറ്ററൽ ഡിംറൈറേഷൻ
ਮਾਈਕਰੋਬ (ਮਾਈਕਰੋਰੇਗਨਿਜ਼ਮ),മൈക്രോബ് (സൂക്ഷ്മജീവിതം)
ਮਾਈਕਰੋਬਾਇਲ ਕਲੋਨਿੰਗ,സൂക്ഷ്മപരിശോധനയുള്ള ക്ലോണിംഗ്
ਮਾਈਕਰੋਬਾਇਲ ਫਲੋਰ,സൂക്ഷ്മജീവയിലെ സസ്യജാലങ്ങൾ
ਮਾਈਕਰੋਬਾਇਓਲੋਜੀ,മൈക്രോബയോളജി
ਮਾਈਕਰੋ,മൈക്രോബോഡി
ਮਾਈਕਰੋਕਲੀਮੇਟ,മൈക്രോക്ലൈമേഷൻ
ਮਾਈਕ੍ਰੋਅਸ਼ਨ,മൈക്രോവെയ്ലി
ਮਾਈਕ੍ਰੋਫਿਲਮੈਂਟ,സൂക്ഷ്മശാസ്ത്രജ്ഞൻ
ਮਾਈਕ੍ਰੋਫੋਸਿਲ,മൈക്രോഫോസിൽ
ਮਾਈਕ੍ਰੋਇਨਜ,സൂക്ഷ്മരണം
ਸੂਖਮ ਜੀਵ,സൂക്ഷ്മാണുകാരന്
ਮੈਥਾਈਲੋਟ੍ਰੋਪਸ,മെത്തിലോട്രോഫസ്
ਮਾਈਕਰੋਨਟੀਐਂਟ,സൂക്ഷ്മ പോഷകൻ
ਸੂਖਮ ਜੀਵ,സൂക്ഷ്മാണുകാരന്
ਮਾਈਕ੍ਰੋਫੈਗਸ,മൈക്രോഫാഗസ്
ਮਾਈਕ੍ਰੋਫਜੀ,മൈക്രോ ഫാജി
ਮਾਈਕ੍ਰੋਪਲਰ ਐਂਡ,മൈക്രോപൈൽ എൻഡ്
ਮਾਈਕ੍ਰੋਪਾਈਲ,സൂക്ഷ്മപരിശോധന
ਮਾਈਕ੍ਰੋਪਾਈਲ,സൂക്ഷ്മപരിശോധന
ਮਾਈਕ੍ਰੋਪਾਈਲ,സൂക്ഷ്മപരിശോധന
ਮਾਈਕਰੋਸੈਟੇਲਾਈਟ,മൈക്രോറേറ്റലൈറ്റ്
ਮਾਈਕਰੋਸਕੋਪ,സൂക്ഷ്മദര്ശിനി
ਮਾਈਕਰੋਸਕੋਪੀ,സൂക്ഷ്മതൈ
ਮਾਈਕਰੋਸਪਰਸਮੈ,മൈക്രോമെറി
ਮਾਈਕਰੋਸਪਲੇਅਰ,മൈക്രോസ്ഫിയർ
ਮਾਈਕਰੋਸਪੋਰੋਰੀਅਮ,മൈക്രോസ്പോർച്ചർഗ്യം
ਮਾਈਕਰੋਸਪੋਰ ਟੈਟ੍ਰਾਡ,മൈക്രോസ്പോർമെന്റ് ടെട്രാഡ്
ਮਾਈਕਰੋਸਫੋਰਫੈਲ,മൈക്രോസ്പോർഫിൾ
ਮਾਈਕਰੋਸਫੋਰਮ,മൈക്രോസ്പോറം
ਮਾਈਕ੍ਰੋਟੋਮ,മൈക്രോടോം
ਮਾਈਕ੍ਰੋਸਟੂਬਲ ਟਰਿੱਪਲੇਟ,മൈക്രോട്യൂബിൾ ട്രിപ്പിൾ
ਮਾਈਕ੍ਰੋਟੂਬੁਲਾ ਡਬਲਟ,മൈക്രോടോംബൂൾ ഇരട്ട
ਮਾਈਕਰੋਵਿਲੀ,മൈക്രോവില്ലി
ਤੁਸੀਂ,മാന്റ്റൈൻഷൻ
ਮਿਡਬ੍ਰੇਨ,മിഡ്ബെയ്ൻ
ਮਿਡਲ ਸੇਰੇਬਲਰ ਪੇਡਨਕਲ,മിഡിൽ സെറെബെല്ലർ പെഡങ്കിൾ
ਮਿਡਲ ਕੰਨ,മധ്യ ചെവി
ਮਿਡਲ ਲਮੇਲਾ,മിഡിൽ ലമെല്ല
ਮਿਡਗਟ,മിഡ്ഗട്ട്
ਦਾਈ ਦੀ ਦਾਈ,മിഡ്വൈഫ് ടോഡ്
ਪ੍ਰਵਾਸੀ,കുടിയേറ്റക്കാരൻ
ਮਾਈਗ੍ਰੇਸ਼ਨ,കുടിയേറ്റം
ਦੁੱਧ ਦੀ ਖੰਡ,പാൽ പഞ്ചസാര
ਮਿਲਕ-ਉਤਪਾਦਨ ਵਾਲੀ ਗਲੈਂਡ,പാൽ ഉൽപാദിപ്പിക്കുന്ന ഗ്രന്ഥി
ਬਾਜਰੇ,മില്ലറ്റ്
ਮਿਲੀਸਕੋਲ ਪ੍ਰਤੀ ਲੀਟਰ,ലിറ്ററിന് മില്ലിയോസ്മോൾ
ਮਿਲਵਸ,മിൽവാസ്
ਨਕਲ,മിമിക്രി
ਮਿਨੀਮਤਾ ਦੀ ਬਿਮਾਰੀ,മിനാമത്ത രോഗം
ਖਣਿਜ,അയിര്
ਖਣਿਜ ਤੱਤ,ധാതു ഘടകം
ਖਣਿਜ ਪੋਸ਼ਣ,ധാതു പോഷകാഹാരം
ਖਣਿਜ,ധാതുവൽക്കരണം
ਮਾਇਨਰਾਲੋ ਕੋਰਟੀਕੋਇਡ,മിനരലോ കോർട്ടികോയിഡ്
ਮਿਨੀਚਰ ਚੁੰਬਕ,മിനിയേച്ചർ മാഗ്നെറ്റ്
ਮਾਈਨਿੰਗ ਓਪਰੇਸ਼ਨ,ഖനന പ്രവർത്തനം
ਮਿਨੀਸੈਟਿਕ,മിനിസാറ്റലൈറ്റ്
ਮਾਮੂਲੀ ਝਰੀ,ചെറിയ തോട്
ਮਾਇਓਸਿਨ,Miiocene
ਮਿਓਹੀਪਸ,മിയോഹിപ്പസ്
ਮਿਸ਼ਰਾਬਿਲਿਸ,മിറാബിലിസ്
ਕਥਾ,ലഘകം
ਮਾਈਟੋਚੋਂਡਰੀਆ,മിടോകോൺട്രിയ
ਮਾਈਟੋਚੌਂਡਰੀਅਲ ਮੈਟ੍ਰਿਕਸ,മൈറ്റോകോൺഡ്രിയൽ മാട്രിക്സ്
ਮੀਟੋਸਿਸ,മൈറ്റോസിസ്
ਮਟਰਰਲ ਵਾਲਵ (ਬਿਕਸਪਿਡ ਵਾਲਵ),മിതൽ വാൽവ് (BICUSPID വാൽവ്)
ਮਿਕਸਡ ਗਲੈਂਡ,മിക്സഡ് ഗ്രന്ഥി
ਮਿਕਸਡ ਨਾੜੀ,മിക്സഡ് ഞരമ്പുകൾ
ਮਿਕਸਟਰੋਫਿਕ,മിക്സോട്രോഫിക്
ਮੋਬਾਈਲ ਕੈਰੀਅਰ,മൊബൈൽ കാരിയർ
ਮੋਬਾਈਲ ਸਰੋਤ,മൊബൈൽ ഉറവിടം
ਗਤੀਸ਼ੀਲਤਾ,ചലനക്ഷമത
ਦਰਮਿਆਨੀ ਸੱਟ,മിതമായ പരിക്ക്
ਆਧੁਨਿਕ ਦਵਾਈ,മോഡേൺ മെഡിസിൻ
ਆਧੁਨਿਕ ਸਮਾਜ,ആധുനിക സമൂഹം
ਸੋਧਕ,മോഡനിബിലിറ്റി
ਸੰਸ਼ੋਧਿਤ diyhbird ਅਨੁਪਾਤ,പരിഷ്ക്കരിച്ച ഡിഹാബർഡ് അനുപാതം
ਸੋਧਿਆ ਜੜ,പരിഷ്ക്കരിച്ച റൂട്ട്
ਸੋਧ,മൊഡ്യൂലേറ്റ്
ਕਾਰਵਾਈ ਦਾ ਸੰਚਾਲਨ,പ്രവർത്തനത്തിന്റെ മോഡുലേഷൻ
ਮੁਹਾਵਰੇ ਪਦਾਰਥ,മോഡുലേറ്റർ പദാർത്ഥം
ਨਮੀ,ഈര്പ്പം
ਨਮੀ ਘਾਟਾ,ഈർപ്പം കമ്മി
ਮੋਲਰ ਦੰਦ,മോലാർ പല്ലുകൾ
ਮੋਲਰ,അണപ്പല്ല്
ਮੋਲ,പെരുച്ചാഴി
ਮੋਲ,പെരുച്ചാഴി
ਮੋਲ,പെരുച്ചാഴി
ਮੋਲ (ਮੋਲ),മോൾ (മോൾ)
ਅਣੂ ਜੀਵ ਵਿਗਿਆਨ,മോളിക്യുലർ ബയോളജി
ਅਣੂ ਜੈਨੇਟਿਕ ਵਿਸ਼ਲੇਸ਼ਣ,മോളിക്യുലർ ജനിതക വിശകലനം
ਅਣੂ ਲੈਵਲ,തന്മാത്രാ നില
ਅਣੂ ਮੈਸੇਂਜਰ,തന്മാത്ര മെസഞ്ചർ
ਅਣੂ ਮੋਸ਼ਨ,മോളിക്ലാർ ചലനം
ਅਣੂ ਨਾਈਟ੍ਰੋਜਨ ਗੈਸ,തന്മാത്ര നൈട്രജൻ വാതകം
ਅਣੂ ਸੰਗਠਨ,തന്മാത്രാ സംഘടന
ਅਣੂ ਦੇ ਖਿਸਕਣ ਵਾਲੇ,തന്മാത്ര കത്രിക
ਅਣੂ ਸਰਜੀਕਲ ਪਹੁੰਚ,തന്മാത്രാ ശസ്ത്രക്രിയാ സമീപനം
ਅਣੂ ਸਾਧਨ,തന്മാത്ര സ്യൂച്ചർ
ਅਣੂ,തന്മാത്ര
ਮੱਲਸਕ,മോളസ്ക്
ਮੋਲਸਕੋਰਸ,Molluscivors
Molybdenum,മോളിബ്ഡിനം
ਮੋਮੋਰਡਿਕਾ,മോമോഡിക്ക
ਮੋਨੰਦਰੀਆ,മോൺന്റിയൻ
ਮੋਨੰਦੇ,മോൺണ്ടി
ਮੋਨਸਮ ਫੌਰਗੁਰੇਟ,മെറാസ് പർശസ്
ਮੋਨਰਾ,മോനേര
ਮੋਨਿਲਿਫਾਰਮ,മോണിലിഫോം
ਮਾਨੀਟਰ,നിരന്തരം നിരീക്ഷിക്കുക
ਮਾਨੀਟਰ,നിരന്തരം നിരീക്ഷിക്കുക
ਮੋਨੋ ਪਰਤ,മോണോ ലെയർ
ਮੋਨੋਡੇਲ,മോണോഡെൽഫീസ്
ਮੋਨੋਬਾਸਿਕ ਫਾਸਫੇਟ,മോണോബാസിക് ഫോസ്ഫേറ്റ്
ਬੋਲੋਕਲਾਸਟਿਕ,മോണോബ്ലാസ്റ്റിക്
ਮੋਨੋਚੇਸਿਆਲ,മോണോകാഷ്യൽ
ਮੋਨੋਕਲਮੀਏਅਸ,മോണോക്ലലൈലി
ਮੋਨੋਕੋਸਟ੍ਰੋਨਿਕ,മോണോസിസ്ട്രിക്
ਮੋਨੋਕਲੋਨਲ ਐਂਟੀਬਾਡੀ,മോണോക്ലോണൽ ആന്റിബോഡി
ਮੋਨੋਕੋਕਸ,മോണോകോക്കസ്
ਮੋਨੋਕੋਟਲੇਡਨ,മോണോകോട്ടിഡൺ
ਮੋਨੋਸਾਸਟਿਕ,മോണോസിസ്റ്റിക്
ਮੋਨੋਸੀਸਟਿਸ,മോണോസിസ്റ്റിസ്
ਮੋਨੋਸਾਈਟ,മോണോസൈറ്റ്
ਮੋਨੋਇੰਸ,മോണോസിഷ്യസ്
ਮੋਨੋਗ੍ਰਾਫ,മോണോഗ്രാഫ്
ਮੋਨੋਹਾਇਬ੍ਰਿਡ,മോനോഹൈബ്രിഡ്
ਮੋਨੋਮਰ,മോണോമർ
ਮੋਨੋਮੇਰਿਕ ਜੀ-ਐਕਟਿਨ,മോണോമെറിക് ജി-ആക്ടിൻ
ਮੋਨੋਸੈਕਰਾਈਡ,മോണോസക്ചറൈഡ്
ਮੋਨੋਸੋਡੀਅਮ ਲੂਣ,മോണോസോഡിയം ഉപ്പ്
ਮੋਨੋਸੋਮਿਕ,മോണോസോമിക്
ਮੋਨੋਸਪਰਮੀ,മോണോസ്പെയർ
ਮੋਨੋਸਪੋਰਿਕ ਵਿਕਾਸ,മോണോസ്പോറിക് വികസനം
ਮੋਨੋਟ੍ਰੋਪ,മോണോട്രോപ്പ
ਮੋਨੋਜ਼ੀਗੋਟਿਕ ਇਕੋ ਜਿਹਾ ਜੁੜਵਾਂ,Monosygot സമാന ഇരട്ട
ਮਾਂਟਰੀਅਲ ਸੰਧੀ,മോൺട്രിയൽ ഉടമ്പടി
ਮਨੋਦਸ਼ਾ ਵਿਕਾਰ,മൂഡ് ഡിസോർഡർ
ਮੋਰਿੰਗਾ,മോറിംഗ
ਮੋਰਫਾਲੈਕਸਿਸ (ਮੋਰਫਾਲਟਿਕ),മോർഫലാക്സിസ് (മോർഫാകാക്റ്റിക്)
ਮੋਰਫਾਈਨ,മോർഫിൻ
ਮੋਰਫੋਜੀਨੇਸਿਸ,മോർഫോജെനിസിസ്
ਰੂਪ ਵਿਗਿਆਨਿਕ ਅਨੁਕੂਲਤਾ,മോർഫോളജിക്കൽ അഡാപ്റ്റേഷൻ
ਰੂਪ ਵਿਗਿਆਨ,മോർഫോളജി
ਮੋਰਸ ਕੋਡ,മോഴ്സ് കോഡ്
ਮੌਤ,മരണനിരപ്പ്
ਮੌਤ,മരണനിരപ്പ്
ਮੌਤ,മരണനിരപ്പ്
ਮੂਸਾਵਾਦ,മൊസൈസിസം
ਮੋਜ਼ੇਕ ਦਰਸ਼ਨ,മൊസൈക് കാഴ്ച
ਕਾਈ,ചതുപ്പുനിലം
ਕੀੜਾ,നിശാശലഭം
ਮਾਂ ਧੁਰਾ,മാതൃ അക്ഷം
Motif,Minkif
ਮਤਲਈ ਫਾਰਮ,കാലഹരണപ്പെട്ട ഫോം
ਮਤਲਈ,കരിനിൽ ബീപ്പ്
ਮੋਟਰ ਫਾਈਬਰ,മോട്ടോര് ഫൈബർ
ਮੋਟਰ ਨਿ ur ਰੋਨ,മോട്ടോർ ന്യൂറോൺ
ਮੋਲਡ,അച്ചുത
ਅੰਦੋਲਨ,ചലനം
ਲੋਕੋਮੋਲਸ਼ਨ ਦੀ ਲਹਿਰ,ലോക്കോമോന്റെ ചലനം
ਐਮ-ਫੇਜ਼ ਫੈਕਟਰ (ਐਮਪੀਐਫ),എം-ഫേസ് ഘടകം പ്രോത്സാഹിപ്പിക്കുന്നു (എംപിഎഫ്)
ਮਰਮਲ,മിറിഗൽ
Mucopaptide,മ്യൂക്കോവലിക്ക്
ਮੁਕੱਦਮਾ,മ്യൂക്കോപ്രോട്ടൻ
ਮੁਕੱਦਮਾ,മ്യൂക്കോളർ
ਮੁਫ਼ਤ ਨਾਲ ਸਬੰਧਤ ਲਿੰਫਾਈਡ ਟਿਸ਼ੂ,മ്യൂക്കോസ അസോസിയേറ്റഡ് ലിംഫോയിഡ് ടിഷ്യു
ਮਿ uce ਕੋਸਾ ਝਿੱਲੀ,മ്യൂക്കോസ മെംബ്രൺ
ਲੇਸਦਾਰ ਗਲੈਂਡ,കഫം ഗ്രന്ഥി
ਲੇਸਦਾਰ ਝਿੱਲੀ (ਮੁਕੱਦਮਾ),കഫം മെംബറേൻ (മ്യൂക്കോസ)
ਮਫਲਿੰਗ ਸ਼ੋਰ,മഫ്ലിംഗ് ശബ്ദം
ਮਲਲੇਰੀਅਨ ਨਕਲ,മുള്ളറിയൻ മിമിക്രി
ਮਲਟੀਸਲੂਲਰ ਜੀਵ,മൾട്ടിക്കിലാർ ജീവികൾ
ਮਲਟੀਕਲੋਟ ਫਲੋਰਸੈਂਸ,മൾട്ടിക്കോലോറൂർ ഫ്ലൂറസെൻസ്
ਮਲਟੀਕੋਸਟੇਟ,മൾട്ടിപോസ്റ്റേറ്റ്
ਬਹੁਆਣਾ,മൊണ്ടിക്കം
ਮਲਟੀਲਿਲੋਡ - 375,മൾട്ടിലോഡ് - 375
ਮਲਟੀਨੋਕਲ,മൾട്ടിനസ്ലെറ്റ്
ਮਲਟੀਓਵੂਲੈਟੇਟਰ,മൾട്ടിനോവലറ്റെ ടെറസ്റ്റർ
ਮਲਟੀਓਵਲੇਟ,ഗുളിക
ਬਹੁ-ਮੰਤਸਾਸੀਵਾਦ,മൾട്ടിപരൈസം
ਬਹੁਪੱਖੀ,മൾട്ടിപ്പരസ്
ਬਹੁਪੱਖੀ,മൾട്ടിപ്പരസ്
ਮਲਟੀਪਲ ਐਲੇਲ,ഒന്നിലധികം അല്ലെൽ
ਮਲਟੀਪਲ ਅਲੀਸਿਜ਼ਮ,ഒന്നിലധികം അല്ലെലിസം
ਮਲਟੀਪਲ ਫੋਹੌਰ,ഒന്നിലധികം വിഘടനം
ਮਲਟੀਪਲ ਓਵੂਲੇਸ਼ਨ ਭਰੂਣ ਦੀ ਤਕਨੀਕ (ਮੋਏਟ),ഒന്നിലധികം അണ്ഡോത്പാദന ഭ്രൂണം ട്രാൻസ്ഫർ ടെക്നിക് (മോൺ)
ਗੁਣਾ,ഗുണനം
ਗੁਣਾ ਵਾਧਾ,ഗുണിത വളർച്ച
ਮਲਟੀਪਲਰ ਨਰਵ ਸੈੱਲ,മൾട്ടി റിപോളാർ നാഡി സെൽ
ਮਲਟੀਪੋਲਰ ਨਿ ur ਰੋਨ,മൾട്ടി റിപോളാർ ന്യൂറോൺ
ਮਲਟੀਪਰਪਜ਼ ਸਾਧਨ,മൾട്ടി പർപ്പസ് ഉപകരണം
ਗਮਲੇ,മമ്പള്
Murein,മുറിൻ
Musca ਘਰੇਲੂ,മേശക്കൻ ആഭ്യന്തര
ਮੁਸਕਰਾਹਟ,മുസ്സിഡേ
ਮਾਸਪੇਸ਼ੀ ਫਾਈਬਰ,മസിൽ ഫൈബർ
