Assamese,Punjabi
বাক্য বুজা,ਬੋਲੀ ਦੀ ਸਮਝ
"বাৰ্তা, তথ্য","ਸੁਨੇਹਾ, ਜਾਣਕਾਰੀ"
"তীব্ৰ, উত্তেজিত","ਤੀਬਰ, ਗੁੱਸੇ ਵਾਲਾ"
উজ্জ্বল নীলা,ਚਮਕਦਾਰ ਨੀਲਾ
চোকা ৰেখা,ਤਿੱਖੀ ਲਾਈਨ
তীব্ৰকৰণ,ਤੀਬਰਤਾ
তীব্ৰতা মডুলেচন,ਤੀਬਰਤਾ ਮੋਡਿਊਲੇਸ਼ਨ
"ত্বৰক, ত্বৰক","ਐਕਸਲੇਟਰ, ਐਕਸਲੇਟਰ"
ত্বৰণকাৰী ইলেক্ট্ৰ&#39;ড,ਐਕਸਲੇਟਰ ਇਲੈਕਟ੍ਰੋਡ
ত্বৰান্বিত কৰা স্পন্দন,ਗਤੀਸ਼ੀਲ ਨਬਜ਼
ত্বৰান্বিত কৰা স্পন্দন,ਗਤੀਸ਼ੀਲ ਨਬਜ਼
"ত্বৰণ কৰা কভাৰ, ত্বৰণ কৰা পৰ্দা","ਐਕਸਲੇਰੇਟਿੰਗ ਕਵਰ, ਐਕਸਲੇਰੇਟਿੰਗ ਸਕ੍ਰੀਨ"
মেগনিফায়াৰ,ਵੱਡਦਰਸ਼ੀ
"তীব্ৰতা, তীব্ৰতা, তীব্ৰতা","ਤੀਬਰਤਾ, ਤੀਬਰਤਾ, ਤੀਬਰਤਾ"
তীব্ৰতাৰ তাৰতম্য,ਤੀਬਰਤਾ ਪਰਿਵਰਤਨ
তীব্ৰতা মডুলেটেড,ਤੀਬਰਤਾ ਸੰਚਾਲਿਤ
তীব্ৰতা মডুলেচন,ਤੀਬਰਤਾ ਮੋਡਿਊਲੇਸ਼ਨ
সক্ৰিয়কৰণৰ তীব্ৰতা,ਸਰਗਰਮੀ ਦੀ ਤੀਬਰਤਾ
সংযোগৰ তীব্ৰতা,ਐਸੋਸੀਏਸ਼ਨ ਦੀ ਤੀਬਰਤਾ
আলোকৰ তীব্ৰতা,ਰੋਸ਼ਨੀ ਦੀ ਤੀਬਰਤਾ
চুম্বকীয়কৰণৰ তীব্ৰতা,ਚੁੰਬਕੀਕਰਨ ਤੀਬਰਤਾ
বিকিৰণ-প্ৰবাহ ঘনত্ব,ਰੇਡੀਏਸ਼ਨ-ਫਲਕਸ ਘਣਤਾ
শব্দৰ তীব্ৰতা,ਆਵਾਜ਼ ਦੀ ਤੀਬਰਤਾ
সংক্ৰমণৰ তীব্ৰতা,ਸੰਚਾਰ ਦੀ ਤੀਬਰਤਾ
চোকা শিখৰ,ਤਿੱਖੀ ਸਿਖਰ
তীব্ৰতা স্কেল,ਤੀਬਰਤਾ ਦਾ ਪੈਮਾਨਾ
তীব্ৰ,ਤੀਬਰ
"পৰিমাণ স্বাধীন সম্পত্তি, অবিস্তাৰিত সম্পত্তি","ਮਾਤਰਾ ਸੁਤੰਤਰ ਸੰਪਤੀ, ਗੈਰ-ਵਿਸਤ੍ਰਿਤ ਜਾਇਦਾਦ"
আন্তঃসম্পৰ্ক,ਆਪਸੀ ਸਬੰਧ
পাৰস্পৰিক প্ৰসাৰণ,ਆਪਸੀ ਫੈਲਾਅ
আন্তঃক্ৰম বিনিময়,ਅੰਤਰ ਕ੍ਰਮ ਵਟਾਂਦਰਾ
আন্তঃমডুলেচন,ਇੰਟਰਮੋਡਿਊਲੇਸ਼ਨ
আন্তঃমডুলেচন বিকৃতি,ਇੰਟਰਮੋਡੂਲੇਸ਼ਨ ਵਿਗਾੜ
ডিফাৰেন্সিয়েল ৰিফ্লেকচন,ਅੰਤਰ ਪ੍ਰਤੀਬਿੰਬ
আন্তঃপৰ্যায়ৰ শীতলতা,ਅੰਤਰ-ਪੜਾਅ ਕੂਲਿੰਗ
ইম্প্লিড ভৰ,ਅਪ੍ਰਤੱਖ ਪੁੰਜ
ভাৱ-বিনিময়,ਗੱਲਬਾਤ ਕਰਨੀ
পাৰস্পৰিক ক্ৰিয়াৰ সংৰূপ,ਪਰਸਪਰ ਸੰਰਚਨਾ
পাৰস্পৰিক ক্ৰিয়াৰ ধ্ৰুৱক,ਪਰਸਪਰ ਨਿਰੰਤਰਤਾ
"পাৰস্পৰিক ক্ৰিয়া অপ্রাসংগিক সংকেত, পাৰস্পৰিক ক্ৰিয়া ক্ৰছ টক","ਪਰਸਪਰ ਪ੍ਰਭਾਵ ਅਪ੍ਰਸੰਗਿਕ ਸੰਕੇਤ, ਪਰਸਪਰ ਕ੍ਰਾਸ ਗੱਲਬਾਤ"
পাৰস্পৰিক ক্ৰিয়াৰ প্ৰভাৱ,ਪਰਸਪਰ ਪ੍ਰਭਾਵ
পাৰস্পৰিক ক্ৰিয়াৰ শক্তি,ਪਰਸਪਰ ਊਰਜਾ
পাৰস্পৰিক ক্ৰিয়াৰ বল,ਪਰਸਪਰ ਪ੍ਰਭਾਵ ਸ਼ਕਤੀ
পাৰস্পৰিক ক্ৰিয়াৰ ইম্পিডেন্স,ਇੰਟਰਐਕਸ਼ਨ ਇੰਪੀਡੈਂਸ
বলৰ পাৰস্পৰিক ক্ৰিয়া,ਤਾਕਤਾਂ ਦੀ ਆਪਸੀ ਤਾਲਮੇਲ
কণিকাৰ পাৰস্পৰিক ক্ৰিয়া,ਕਣਾਂ ਦੀ ਪਰਸਪਰ ਕ੍ਰਿਆ
পাৰস্পৰিক ক্ৰিয়াৰ পৰিঘটনা,ਪਰਸਪਰ ਵਰਤਾਰੇ
পাৰস্পৰিক ক্ৰিয়াৰ মেৰুকৰণ,ਪਰਸਪਰ ਧਰੁਵੀਕਰਨ
"পাৰস্পৰিক ক্ৰিয়াৰ অনুনাদ, পাৰস্পৰিক ক্ৰিয়াৰ অনুনাদ","ਪਰਸਪਰ ਗੂੰਜ, ਪਰਸਪਰ ਗੂੰਜ"
পাৰস্পৰিক ক্ৰিয়াৰ ছুটী,ਪਰਸਪਰ ਛੁੱਟੀ
পাৰস্পৰিক ক্ৰিয়াৰ শব্দ,ਪਰਸਪਰ ਸ਼ਬਦ
পাৰস্পৰিক ক্ৰিয়াবাদ,ਪਰਸਪਰਵਾਦ
পাৰস্পৰিক ক্ৰিয়াৰ যোগাযোগ,ਪਰਸਪਰ ਸੰਚਾਰ
আন্তঃপৰমাণু,ਅੰਤਰ-ਪਰਮਾਣੂ
আন্তঃপৰমাণু কোণ,ਅੰਤਰ-ਪਰਮਾਣੂ ਕੋਣ
আন্তঃআণৱিক বল,ਅੰਤਰ-ਆਣੂ ਸ਼ਕਤੀ
আন্তঃবাহক পালছ,ਅੰਤਰ-ਕੈਰੀਅਰ ਪਲਸ
আন্তঃবাহক শব্দ ব্যৱস্থা,ਇੰਟਰ ਕੈਰੀਅਰ ਆਵਾਜ਼ ਸਿਸਟਮ
কণ্টেইনমেণ্ট জ’ন,ਕੰਟੇਨਮੈਂਟ ਜ਼ੋਨ
হাইজেকাৰ বেয়াৰিং,ਹਾਈਜੈਕਰ ਬੇਅਰਿੰਗ
"ইন্টাৰচেপ্টৰ, বাধা","ਇੰਟਰਸੈਪਟਰ, ਰੁਕਾਵਟ"
এন্টি মিছাইল,ਵਿਰੋਧੀ ਮਿਜ਼ਾਈਲ
"বিনিময়, বাণিজ্য","ਵਟਾਂਦਰਾ, ਵਪਾਰ"
ঘূৰ্ণীবতাহৰ সহগ,ਵੌਰਟੇਕਸ ਗੁਣਾਂਕ
আন্তঃসংযোগ,ਇੰਟਰਕੁਨੈਕਸ਼ਨ
আন্তঃপষ্ট-হক লাইন,ਇੰਟਰ ਪੋਸਟ-ਹਾਕ ਲਾਈਨ
"আন্তঃযোগাযোগ, আন্তঃযোগাযোগ","ਅੰਤਰ-ਸੰਚਾਰ, ਅੰਤਰ-ਸੰਚਾਰ"
মহাদেশীয় ক্ষেপণাস্ত্ৰ,ਮਹਾਂਦੀਪੀ ਮਿਜ਼ਾਈਲ
আন্তঃ ৰূপান্তৰ,ਅੰਤਰ ਪਰਿਵਰਤਨ
আন্তঃস্ফটিকীয় বিভাজন,ਇੰਟਰਕ੍ਰਿਸਟਲਿਨ ਫਿਸ਼ਰ
অন্তৰা দে বোল্টা,ਅੰਤਰਾ ਦੇ ਬੋਲਟਾ
"আন্তঃনিৰ্ভৰশীলতা, আন্তঃনিৰ্ভৰশীলতা","ਅੰਤਰ-ਨਿਰਭਰਤਾ, ਅੰਤਰ-ਨਿਰਭਰਤਾ"
আন্তঃনিৰ্ভৰশীল,ਪਰਸਪਰ ਨਿਰਭਰ
নিষিদ্ধ জুই,ਮਨਾਹੀ ਵਾਲੀ ਅੱਗ
আন্তঃনিয়ন্ত্ৰণকাৰী মেগনেট্ৰন,ਅੰਤਰ-ਨਿਯੰਤ੍ਰਕ ਮੈਗਨੇਟ੍ਰੋਨ
alternated,ਬਦਲਿਆ
হস্তক্ষেপ ৰেখা,ਦਖਲ ਲਾਈਨ
আন্তঃবিদ্যুৎ ধাৰণক্ষমতা,ਇੰਟਰਇਲੈਕਟ੍ਰੋਡੀ ਸਮਰੱਥਾ
আন্তঃবিদ্যুৎস্পৃষ্ট ব্যৱধান,interelectrody ਪਾੜਾ
আন্তঃইলেক্ট্ৰনিক দূৰত্ব,ਇੰਟਰਇਲੈਕਟ੍ਰਾਨਿਕ ਦੂਰੀ
মাধ্যমিক ফিল্ম ব্যৱস্থা,ਸੈਕੰਡਰੀ ਫਿਲਮ ਸਿਸਟਮ
আভ্যন্তৰীণ বিকিৰণ,ਅੰਦਰੂਨੀ ਰੇਡੀਏਸ਼ਨ
আভ্যন্তৰীণ পুনৰ্বিন্যাস,ਅੰਦਰੂਨੀ ਪੁਨਰ ਸੰਰਚਨਾ
আভ্যন্তৰীণ মানদণ্ড,ਅੰਦਰੂਨੀ ਮਿਆਰ
অন্তৰ্স্থলীৰ তৰল পদাৰ্থ,ਇੰਟਰਸਟੀਸ਼ੀਅਲ ਤਰਲ
ব্যৱধান স্কেল,ਅੰਤਰਾਲ ਪੈਮਾਨਾ
পাৰস্পৰিক দৃশ্যমানতা,ਆਪਸੀ ਦਿੱਖ
"আন্তঃপৃষ্ঠ, পৃথকীকৰণ পৃষ্ঠা","ਇੰਟਰਫੇਸ, ਆਈਸੋਲੇਸ਼ਨ ਪੇਜ"
ক্ৰছ ভৰোৱা,ਕਰਾਸ ਭਰਨ
আন্তঃপৃষ্ঠ ইম্পিডেন্স,ਇੰਟਰਫੇਸ ਰੁਕਾਵਟ
আন্তঃপৃষ্ঠ প্ৰতিৰোধ ক্ষমতা,ਇੰਟਰਫੇਸ ਪ੍ਰਤੀਰੋਧ
আন্তঃপৃষ্ঠ কোণ,ਇੰਟਰਫੇਸ ਕੋਣ
আন্তঃপৃষ্ঠীয় শক্তি,ਇੰਟਰਫੇਸ਼ੀਅਲ ਊਰਜਾ
আন্তঃপৃষ্ঠীয় পৃষ্ঠৰ টান,ਇੰਟਰਫੇਸ਼ੀਅਲ ਸਤਹ ਤਣਾਅ
হস্তক্ষেপ হস্তক্ষেপ,ਦਖਲ ਦਖਲ
হস্তক্ষেপ কোণ,ਦਖਲਅੰਦਾਜ਼ੀ ਕੋਣ
বাধা অঞ্চল,ਰੁਕਾਵਟ ਜ਼ੋਨ
হস্তক্ষেপ বাদ দিয়া হৈছে,ਦਖਲਅੰਦਾਜ਼ੀ ਛੱਡ ਦਿੱਤੀ ਗਈ
হস্তক্ষেপ চৰিত্ৰ,ਦਖਲਅੰਦਾਜ਼ੀ ਅੱਖਰ
হস্তক্ষেপ ট্ৰেকচন,ਦਖਲਅੰਦਾਜ਼ੀ
হস্তক্ষেপ ফিল্টাৰ হস্তক্ষেপ প্ৰতিৰোধক,ਦਖਲ ਫਿਲਟਰ ਦਖਲ ਰੋਕਥਾਮ
হস্তক্ষেপ কাৰক,ਦਖਲਅੰਦਾਜ਼ੀ ਕਾਰਕ
হস্তক্ষেপৰ আকৃতি,ਦਖਲ ਦੀ ਸ਼ਕਲ
হস্তক্ষেপ ফিল্টাৰ,ਦਖਲ ਫਿਲਟਰ
হস্তক্ষেপ ফ্ৰিঞ্জ,ਦਖਲਅੰਦਾਜ਼ੀ
হস্তক্ষেপ সুৰক্ষা বেণ্ড,ਦਖਲ ਸੁਰੱਖਿਆ ਪਹਿਰੇਦਾਰ
হস্তক্ষেপ মাইক্ৰস্কোপ,ਦਖਲ ਮਾਈਕਰੋਸਕੋਪ
হস্তক্ষেপ মাইক্ৰস্কোপ,ਦਖਲ ਮਾਈਕਰੋਸਕੋਪ
হস্তক্ষেপ চিত্ৰম,ਦਖਲਅੰਦਾਜ਼ੀ chitram
হস্তক্ষেপ স্পন্দন,ਦਖਲ ਦੀ ਨਬਜ਼
হস্তক্ষেপ তাপগতিবিদ্যা,ਦਖਲਅੰਦਾਜ਼ੀ ਥਰਮੋਡਾਇਨਾਮਿਕਸ
হস্তক্ষেপ বৰ্ণালী,ਦਖਲ ਸਪੈਕਟ੍ਰਮ
হস্তক্ষেপ উৎপাদক,ਦਖਲ ਜਨਰੇਟਰ
হস্তক্ষেপৰ বেগ,ਦਖਲ ਦੀ ਗਤੀ
হস্তক্ষেপ প্লেট,ਦਖਲ ਪਲੇਟ
হস্তক্ষেপ বিপৰীত,ਦਖਲਅੰਦਾਜ਼ੀ ਉਲਟ
হস্তক্ষেপ গেজ,ਦਖਲਅੰਦਾਜ਼ੀ ਗੇਜ
আন্তঃপৃষ্ঠীয় বৈশিষ্ট্য নিৰ্ণয়,ਇੰਟਰਫੇਸ਼ੀਅਲ ਗੁਣ
ইন্টাৰফেৰমেট্ৰিক,interferometric
হস্তক্ষেপ গেজ,ਦਖਲਅੰਦਾਜ਼ੀ ਗੇਜ
ইন্টাৰফেৰ&#39;মেট্ৰি,ਇੰਟਰਫੇਰੋਮੈਟਰੀ
"আন্তঃনক্ষত্ৰীয়, তাৰকাৰাজ্য","ਅੰਤਰ ਗਲੈਕਸੀ, ਗਲੈਕਸੀ"
আন্তঃনক্ষত্ৰীয় পদাৰ্থ,ਅੰਤਰ-ਗੈਲੈਕਟਿਕ ਪਦਾਰਥ
আন্তঃনক্ষত্ৰীয় আকাশ,ਅੰਤਰ-ਗੈਲੈਕਟਿਕ ਅਸਮਾਨ
সংহত,ਏਕੀਕ੍ਰਿਤ
ইন্ট্ৰা-আয়নিক,ਅੰਤਰ-ਆਈਓਨਿਕ
ইন্ট্ৰা-আয়নিক আকৰ্ষণ তত্ত্ব,ਅੰਤਰ-ਆਯੋਨਿਕ ਆਕਰਸ਼ਣ ਸਿਧਾਂਤ
আন্তঃআয়নিক আকৰ্ষণ,ਅੰਤਰ-ਆਈਓਨਿਕ ਆਕਰਸ਼ਣ
আন্তঃআয়নিক দূৰত্ব,ਅੰਤਰ-ਆਈਓਨਿਕ ਦੂਰੀ
ইন্ট্ৰা-আয়নিক প্ৰভাৱ,ਅੰਤਰ-ਆਈਓਨਿਕ ਪ੍ਰਭਾਵ
আন্তঃআণৱিক বল,ਅੰਤਰ-ਆਣੂ ਸ਼ਕਤੀ
"inner, inner, inner (adj.) ভিতৰৰ, ভিতৰৰ, ভিতৰৰ (v.)","ਅੰਦਰਲਾ, ਅੰਦਰਲਾ, ਅੰਦਰਲਾ (adj.) ਅੰਦਰਲਾ, ਅੰਦਰਲਾ, ਅੰਦਰਲਾ (v.)"
অভ্যন্তৰ,ਅੰਦਰੂਨੀ
আভ্যন্তৰীণ বেলিষ্টিক,ਅੰਦਰੂਨੀ ਬੈਲਿਸਟਿਕਸ
আভ্যন্তৰীণ বিতৰণ,ਅੰਦਰੂਨੀ ਵੰਡ
আন্তঃপ্ৰদেশ,ਅੰਤਰ-ਸੂਬਾ
গ্ৰহণ কৰা,ਗ੍ਰਹਿਣ
অভ্যন্তৰীণ বিন্দু,ਅੰਦਰੂਨੀ ਬਿੰਦੂ
চিনেপ্স বহুগুণক,synapse ਗੁਣਕ
ঠিকনাৰ বিষয়বস্তু,ਪਤਾ ਸਮੱਗਰੀ
চিনেপ্স,synapse
ইণ্টাৰনেট,ਇੰਟਰਨੈੱਟ
এম্বেডেড ভেষ্ট,ਏਮਬੈਡਡ ਵੈਸਟ
আন্তঃৰৈখিক দোলন,ਇੰਟਰਲੀਨੀਅਰ ਓਸਿਲੇਸ਼ਨ
এম্বেডেড চাৰ্কিট,ਏਮਬੈਡਡ ਸਰਕਟ
আন্তঃসংযোগী ৰিলে,ਆਪਸ ਵਿੱਚ ਜੁੜੇ ਰੀਲੇਅ
চিনেপ্স চুইচ,synapse ਸਵਿੱਚ
"ইন্টাৰলক, চিনেপ্স","ਇੰਟਰਲਾਕ, ਸਿੰਨੈਪਸ"
চিনেপ্স ইফেক্ট,synapse ਪ੍ਰਭਾਵ
তথ্যৰ সংক্ষিপ্ত বিৱৰণ,ਸੰਖੇਪ ਤੱਥ
"মধ্যৱৰ্তী, গৌণ, মধ্যম, মধ্যম","ਵਿਚਕਾਰਲਾ, ਸੈਕੰਡਰੀ, ਮੱਧ, ਮੱਧ"
মাধ্যমিক সংযোজন,ਸੈਕੰਡਰੀ ਜੋੜੀ
বাফাৰ জ&#39;ন,ਬਫਰ ਜ਼ੋਨ
মাধ্যমিক চলচ্চিত্ৰ,ਸੈਕੰਡਰੀ ਫਿਲਮ
মিড ফ্ৰিকুৱেন্সি এম্প্লিফায়াৰ,ਮੱਧ ਬਾਰੰਬਾਰਤਾ ਐਂਪਲੀਫਾਇਰ
মধ্য কম্পাঙ্ক নিষ্ক্ৰিয়কৰণ,ਮੱਧ ਬਾਰੰਬਾਰਤਾ ਨਿਰਪੱਖਕਰਨ
মধ্যৱৰ্তী কাৰ্য্য,ਵਿਚਕਾਰਲਾ ਫੰਕਸ਼ਨ
মধ্যৱৰ্তী তাৰকাৰাজ্যিক অক্ষাংশ,ਵਿਚਕਾਰਲੇ ਗਲੈਕਟਿਕ ਵਿਥਕਾਰ
মধ্যম গেছ পৰ্যায়,ਮੱਧ ਗੈਸ ਪੜਾਅ
আন্তঃনক্ষত্ৰীয় দিগন্ত,ਇੰਟਰਸਟਲਰ ਹੋਰੀਜ਼ਨ
মধ্যৱৰ্তী আয়ন,ਵਿਚਕਾਰਲਾ ਆਇਨ
মধ্যৱৰ্তী লোব,ਵਿਚਕਾਰਲਾ ਲੋਬ
বিভক্ত ছবি,ਵੰਡਿਆ ਚਿੱਤਰ
গৌণ নিউট্ৰন,ਸੈਕੰਡਰੀ ਨਿਊਟ੍ਰੋਨ
মাধ্যমিক শ্ৰেণী,ਸੈਕੰਡਰੀ ਗ੍ਰੇਡ
মাধ্যমিক পৰ্যায়,ਸੈਕੰਡਰੀ ਪੜਾਅ
মধ্যৱৰ্তী বিন্দু,ਵਿਚਕਾਰਲਾ ਬਿੰਦੂ
মাধ্যমিক সংক্ৰমণ,ਸੈਕੰਡਰੀ ਪ੍ਰਸਾਰਣ
গৌণ ৰিয়েক্টৰ,ਸੈਕੰਡਰੀ ਰਿਐਕਟਰ
মধ্যৱৰ্তী বৰ্ণালীবিজ্ঞানী,ਵਿਚਕਾਰਲਾ ਸਪੈਕਟਰੋਗ੍ਰਾਫਰ
মধ্যম পৰ্যায়ৰ মডেল,ਮੱਧ-ਪੜਾਅ ਮਾਡਲ
"মধ্যম ষ্টেচন, মধ্যম ষ্টেচন","ਮੱਧ ਸਟੇਸ਼ਨ, ਮੱਧ ਸਟੇਸ਼ਨ"
মধ্যৱৰ্তী শক্তি,ਵਿਚਕਾਰਲੀ ਤਾਕਤ
গৌণ শৰীৰ,ਸੈਕੰਡਰੀ ਸਰੀਰ
গৌণ উত্তাপ,ਸੈਕੰਡਰੀ ਹੀਟਿੰਗ
আন্তঃধাতুৰ,intermetallic
"intermittent, মাজে মাজে","ਰੁਕ-ਰੁਕ ਕੇ, ਰੁਕ-ਰੁਕ ਕੇ"
মাজে মাজে কাৰেণ্ট,ਰੁਕ-ਰੁਕ ਕੇ ਕਰੰਟ
মাজে মাজে ব্যৱহাৰৰ সীমা,ਰੁਕ-ਰੁਕ ਕੇ ਵਰਤੋਂ ਦੀ ਸੀਮਾ
মাজে মাজে আলোকসজ্জা,ਰੁਕ-ਰੁਕ ਕੇ ਰੋਸ਼ਨੀ
"মাজে মাজে পৰিৱৰ্তন, মাজে মাজে জাঁপ","ਰੁਕ-ਰੁਕ ਕੇ ਤਬਦੀਲੀ, ਰੁਕ-ਰੁਕ ਕੇ ਛਾਲ"
মাজে মাজে গতি,ਰੁਕ-ਰੁਕ ਕੇ ਮੋਸ਼ਨ
মাজে মাজে গ্ৰহণ কৰা,ਰੁਕ-ਰੁਕ ਕੇ ਰਿਸੈਪਸ਼ਨ
আন্তঃমডুলেচন উৎপাদন,intermodulation ਉਤਪਾਦ
আন্তঃআণৱিক,ਅੰਤਰ-ਆਣੂ
আন্তঃআণৱিক সংঘৰ্ষ,ਅੰਤਰ-ਆਣੂ ਟੱਕਰ
আন্তঃআণৱিক বল,ਅੰਤਰ-ਆਣੂ ਸ਼ਕਤੀ
আন্তঃআণৱিক পাত,intermolecular ਛੁੱਟੀ
"আন্তঃ উত্তাপিত চুলা, আন্তঃ উত্তাপিত চুলা","ਅੰਤਰ-ਗਰਮ ਭੱਠੀ, ਅੰਤਰ-ਗਰਮ ਭੱਠੀ"
আভ্যন্তৰীণ ক্ষমতা,ਅੰਦਰੂਨੀ ਸਮਰੱਥਾ
অন্তৰ্নিহিত বৈশিষ্ট্য,ਅੰਦਰੂਨੀ ਵਿਸ਼ੇਸ਼ਤਾਵਾਂ
ভিতৰৰ বৃত্ত,ਅੰਦਰੂਨੀ ਚੱਕਰ
আভ্যন্তৰীণ বৰ্তনী,ਅੰਦਰੂਨੀ ਸਰਕਟ
"আভ্যন্তৰীণ দহন, আভ্যন্তৰীণ দহন","ਅੰਦਰੂਨੀ ਬਲਨ, ਅੰਦਰੂਨੀ ਬਲਨ"
আভ্যন্তৰীণ দহন ইঞ্জিন আভ্যন্তৰীণ দহন ইঞ্জিন,ਅੰਦਰੂਨੀ ਬਲਨ ਇੰਜਣ ਅੰਦਰੂਨੀ ਬਲਨ ਇੰਜਣ
আভ্যন্তৰীণ যোগাযোগ,ਅੰਦਰੂਨੀ ਸੰਚਾਰ
আভ্যন্তৰীণ সঁহাৰি,ਅੰਦਰੂਨੀ ਜਵਾਬ
অভ্যন্তৰীণ শঙ্কু ছিয়াৰ,ਅੰਦਰੂਨੀ ਕੋਨ ਸ਼ੀਅਰ
আভ্যন্তৰীণ ৰূপান্তৰ,ਅੰਦਰੂਨੀ ਤਬਦੀਲੀ
আভ্যন্তৰীণ ৰূপান্তৰ সহগ,ਅੰਦਰੂਨੀ ਪਰਿਵਰਤਨ ਗੁਣਾਂਕ
আভ্যন্তৰীণ ইলেক্ট্ৰনিক বিচ্যুতি,ਅੰਦਰੂਨੀ ਇਲੈਕਟ੍ਰਾਨਿਕ ਵਿਸਥਾਪਨ
আভ্যন্তৰীণ শক্তি,ਅੰਦਰੂਨੀ ਊਰਜਾ
আন্তঃএন্ট্ৰপি,ਅੰਤਰ-ਐਂਟ੍ਰੋਪੀ
আভ্যন্তৰীণ বিস্ফোৰণ,ਅੰਦਰੂਨੀ ਧਮਾਕੇ
আভ্যন্তৰীণ শক্তিসমূহ,ਅੰਦਰੂਨੀ ਤਾਕਤਾਂ
আভ্যন্তৰীণ ঘৰ্ষণ,ਅੰਦਰੂਨੀ ਰਗੜ
অভ্যন্তৰীণ পইণ্টাৰ,ਅੰਦਰੂਨੀ ਪੁਆਇੰਟਰ
আভ্যন্তৰীণ ব্যৱস্থা,ਅੰਦਰੂਨੀ ਸਿਸਟਮ
আভ্যন্তৰীণ যন্ত্ৰপাতি,ਅੰਦਰੂਨੀ ਸਾਧਨ
আভ্যন্তৰীণ দম্পতী উৎপাদন,ਅੰਦਰੂਨੀ ਜੋੜੇ ਦਾ ਉਤਪਾਦਨ
আভ্যন্তৰীণ শিল্পকৰ্ম,ਅੰਦਰੂਨੀ ਕਲਾਕਾਰੀ
আভ্যন্তৰীণ চাপ,ਅੰਦਰੂਨੀ ਦਬਾਅ
আভ্যন্তৰীণ কোৱাণ্টাম অৱস্থা,ਅੰਦਰੂਨੀ ਕੁਆਂਟਮ ਅਵਸਥਾ
আভ্যন্তৰীণ ব্যাসাৰ্ধৰ চাপ,ਅੰਦਰੂਨੀ ਘੇਰੇ ਦਾ ਦਬਾਅ
ৰেডিয়চন সংকট,ਰੇਡੀਏਸ਼ਨ ਸੰਕਟ
আভ্যন্তৰীণ প্ৰতিফলন,ਅੰਦਰੂਨੀ ਪ੍ਰਤੀਬਿੰਬ
আভ্যন্তৰীণ প্ৰতিৰোধ ক্ষমতা,ਅੰਦਰੂਨੀ ਵਿਰੋਧ
অভ্যন্তৰীণ সজাই পৰাই তোলা,ਅੰਦਰੂਨੀ ਛਾਂਟੀ
আভ্যন্তৰীণ মানদণ্ড,ਅੰਦਰੂਨੀ ਮਿਆਰ
অস্পষ্ট সংৰক্ষণ,ਅਟੱਲ ਸਟੋਰੇਜ਼
আভ্যন্তৰীণ চাপ,ਅੰਦਰੂਨੀ ਤਣਾਅ
আভ্যন্তৰীণ গঠন,ਅੰਦਰੂਨੀ ਬਣਤਰ
আভ্যন্তৰীণ তৰংগ কাৰ্য্য,ਅੰਦਰੂਨੀ ਤਰੰਗ ਫੰਕਸ਼ਨ
আভ্যন্তৰীণ কাম,ਅੰਦਰੂਨੀ ਕੰਮ
ভিতৰৰ ষ্টাৰক ইফেক্ট,ਅੰਦਰੂਨੀ ਪ੍ਰਭਾਵ
আভ্যন্তৰীণ তৰংগ,ਅੰਦਰੂਨੀ ਲਹਿਰ
আন্তৰ্জাতিক,ਅੰਤਰਰਾਸ਼ਟਰੀ
আন্তৰ্জাতিক এম্পিয়াৰ,ਅੰਤਰਰਾਸ਼ਟਰੀ ਐਂਪੀਅਰ
আন্তৰ্জাতিক পাৰমাণৱিক ভৰ,ਅੰਤਰਰਾਸ਼ਟਰੀ ਪਰਮਾਣੂ ਪੁੰਜ
আন্তৰ্জাতিক মমবাতি,ਅੰਤਰਰਾਸ਼ਟਰੀ ਮੋਮਬੱਤੀ
আন্তৰ্জাতিক om,ਅੰਤਰਰਾਸ਼ਟਰੀ ਓ.ਐਮ
আন্তৰ্জাতিক ৰেডিঅ&#39; মৌনতা,ਅੰਤਰਰਾਸ਼ਟਰੀ ਰੇਡੀਓ ਚੁੱਪ
আন্তৰ্জাতিক মানদণ্ড,ਅੰਤਰਰਾਸ਼ਟਰੀ ਮਿਆਰ
আন্তৰ্জাতিক ইউনিটৰ ব্যৱস্থা,ਇਕਾਈਆਂ ਦੀ ਅੰਤਰਰਾਸ਼ਟਰੀ ਪ੍ਰਣਾਲੀ
আন্তঃৰাষ্ট্ৰীয় উষ্ণতা,ਅੰਤਰਰਾਸ਼ਟਰੀ ਤਾਪਮਾਨ
আন্তঃৰাষ্ট্ৰীয় ইউনিট,ਅੰਤਰਰਾਸ਼ਟਰੀ ਯੂਨਿਟ
আন্তঃনক্ষত্ৰীয় ছুটী,ਇੰਟਰਸਟਲਰ ਛੁੱਟੀ
আন্তঃপাৰমাণৱিক অক্ষ,ਇੰਟਰਨਿਊਕਲੀਅਰ ਧੁਰਾ
"আন্তঃআণৱিক দূৰত্ব, আন্তঃআণৱিক দূৰত্ব","intermolecular ਦੂਰੀ, intermolecular ਦੂਰੀ"
আন্তঃআণৱিক কম্পন,ਅੰਤਰ-ਆਣੂ ਵਾਈਬ੍ਰੇਸ਼ਨ
আন্তঃনিউক্লিয়ন বিভৱ,ਇੰਟਰਨਿਊਕਲੀਅਨ ਸੰਭਾਵੀ
