Malayalam,Assamese
അയോണിക് അർദ്ധചാലകം,আয়নিক অৰ্ধপৰিবাহী
അയോണിക് അവസ്ഥ,আয়নিক অৱস্থা
അയോൺ ശക്തി,আয়ন শক্তি
അയോണിക് ഘടന,আয়নিক গঠন
അയോണിക് സിസ്റ്റം,আয়নিক ব্যৱস্থা
അയോണിക് പദം,আয়নিক শব্দ
"അയണിസം, അയോണിക് സിദ്ധാന്തം","আয়নবাদ, আয়নিক তত্ত্ব"
അയോണിക് മൊബിലിറ്റി,আয়নিক গতিশীলতা
അയോണിക് പ്രവേഗം,আয়নিক বেগ
അയോണിക് നേട്ടം,আয়নিক লাভ
അയണപരമായി ബന്ധിക്കപ്പെട്ടിരിക്കുന്നു,আয়নিকভাৱে বান্ধ খাই থকা
"അയോണിക്, അയോണിക്","আয়নিকতা, আয়নিকতা"
അയോണിസിറ്റി,আয়নিকতা
അയണീകരിക്കാവുന്ന,আয়নীয়কৰণযোগ্য
അയോണൈസേഷൻ,আয়নীয়কৰণ
അയോണൈസേഷൻ ചേമ്പർ,আয়নীয়কৰণ কক্ষ
അയോണൈസേഷൻ കോഫിഫിഷ്യന്റ്,আয়নীয়কৰণ সহগ
അയോണൈസേഷൻ സ്ഥിരാങ്കം,আয়নীয়কৰণ ধ্ৰুৱক
അയോണൈസേഷൻ കൗണ്ടർ,আয়নীয়কৰণ কাউণ্টাৰ
അയോണൈസേഷൻ കറന്റ്,আয়নীয়কৰণ কাৰেণ্ট
അയോണൈസേഷൻ കേടുപാടുകൾ,আয়নীয়কৰণৰ ক্ষতি
അയോണൈസേഷൻ സാന്ദ്രത,আয়নীয়কৰণ ঘনত্ব
അയോണൈസേഷൻ ഊർജ്ജം,আয়নীয়কৰণ শক্তি
അയോണൈസേഷൻ സമവാക്യം,আয়নীয়কৰণ সমীকৰণ
അയോണൈസേഷൻ ഗേജ്,আয়নীয়কৰণ গেজ
അയോണൈസേഷൻ ഐസോമെറിസം,আয়নীয়কৰণ সমতাবাদ
അയോണൈസേഷൻ നഷ്ടം,আয়নীয়কৰণ ক্ষতি
അയോണൈസേഷൻ സാധ്യത,আয়নীয়কৰণ বিভৱ
അയോണൈസേഷൻ സോൺ,আয়নীয়কৰণ অঞ্চল
"അയോണൈസേഷൻ സ്പെക്ട്രോമീറ്റർ, അയോണൈസേഷൻ സ്പെക്ട്രോമീറ്റർ","আয়নীয়কৰণ বৰ্ণালীমাপক, আয়নীয়কৰণ বৰ্ণালীমাপক"
"അയണീകരിക്കാൻ, അയണീകരിക്കാൻ","to ionize, আয়নীয়কৰণ কৰা"
അയോണൈസ്ഡ് ആറ്റം,আয়নীয়কৃত পৰমাণু
അയോണൈസ്ഡ് പ്ലാസ്മ,আয়নীয়কৃত প্লাজমা
"അയോണൈസിംഗ് ഏജന്റ്, അയോണൈസർ","আয়নাইজিং এজেণ্ট, আয়নাইজাৰ"
അയോണൈസിംഗ് ഊർജ്ജം,আয়নীকৰণ শক্তি
അയോണൈസിംഗ് മീഡിയം,আয়নাইজিং মাধ্যম
അയോണൈസിംഗ് കണങ്ങൾ,আয়নীয়কৰণ কণা
അയോണൈസിംഗ് റേഡിയേഷൻ,আয়নাইজিং বিকিৰণ
അയോണിയം,আয়নিয়াম
അയോണൈസേഷൻ ക്രോസ്-സെക്ഷൻ,আয়নীয়কৰণ ক্ৰছ-ছেকচন
അയോണൈസിംഗ് ലായനി,আয়নাইজিং দ্ৰৱীভূত পদাৰ্থ
"അയണോഗ്രാം, അയണോഗ്രാം","আয়ন&#39;গ্ৰাম, আয়ন&#39;গ্ৰাম"
അയണോമീറ്റർ,আয়নমিটাৰ
"അയോൺ പരിധി, അയണോസ്ഫിയർ പരിധി","আয়ন সীমা, আয়নমণ্ডল সীমা"
അയണോഫോൺ,আয়ন&#39;ফোন
അയാൻ സോണ്ട്,অয়ন সোন্দ
"അയണോസ്ഫിയർ, അയണോസ്ഫിയർ","আয়নমণ্ডল, আয়নমণ্ডল"
അയണോസ്ഫിയർ പ്രഭാവം,আয়নমণ্ডল প্ৰভাৱ
അയണോസ്ഫിയർ അസ്വസ്ഥത,আয়নমণ্ডলৰ বিঘিনি
അയണോസ്ഫിയർ ലെവൽ,আয়নমণ্ডলৰ স্তৰ
അയണോസ്ഫിയർ പരാമീറ്റർ,আয়নমণ্ডলৰ প্ৰাচল
അയണോസ്ഫിയർ ചിതറിക്കൽ,আয়নমণ্ডল বিকিৰণ
"അയണോസ്ഫിയർ പിളർപ്പ്, അയണോസ്ഫിയർ പിളർപ്പ്","আয়নমণ্ডল বিভাজন, আয়নমণ্ডল বিভাজন"
അയണോസ്ഫെറിക് കൊടുങ്കാറ്റ്,আয়নমণ্ডলীয় ধুমুহা
അയണോസ്ഫെറിക് വേവ്,আয়নমণ্ডলীয় তৰংগ
അയണോസ്ഫെറിക് എയർ,আয়নমণ্ডলীয় বায়ু
അയണോസ്ഫിയർ ശാസ്ത്രജ്ഞൻ,আয়নমণ্ডল বিজ্ঞানী
ഐസോടോപ്പിക് വിതരണം,সমস্থানিক বিতৰণ
"ഇർഡോം, ഇൻഫ്രാറെഡ് ഡോം","irdome, অতি ৰঙা গম্বুজ"
ഐറിസ്,আইৰিছ
ഇരുമ്പ് കോർ,লোহাৰ কোৰ
ലോ ക്രോഡി ജാതകം,loh krodi ৰাশিফল
"അയൺ കോർ ട്രാൻസ്ഫോർമർ, അയൺ കോർ ട്രാൻസ്ഫോർമർ","আইৰন কোৰ ট্ৰেন্সফৰ্মাৰ, আইৰন কোৰ ট্ৰেন্সফৰ্মাৰ"
ഇരുമ്പ് നഷ്ടം,আইৰণ ক্ষয়
ഇരുമ്പ് കോർ ചോക്ക്,লোহাৰ কোৰ চক
ഇരുമ്പ് നിക്കൽ സെൽ,লোহাৰ নিকেল কোষ
വികിരണം,বিকিৰণ কৰা
വികിരണം,বিকিৰণ
വികിരണ സമയം,বিকিৰণৰ সময়
യുക്തിരഹിതമായ,অযুক্তিকৰ
അസാധാരണമായ അക്ഷരവിന്യാസം,বিষম বানান
യുക്തിരഹിതമായ സംഖ്യ,অযুক্তিকৰ সংখ্যা
"മാറ്റാനാകാത്ത, തിരിച്ചെടുക്കാനാവാത്ത, പരിഹരിക്കാനാവാത്ത","অপ্ৰত্যাহাৰযোগ্য, অপ্ৰত্যাৱৰ্তনীয়, অপুৰণীয়"
നോൺ-ബൈൻഡിംഗ് സർക്യൂട്ട്,নন-বাইণ্ডিং চাৰ্কিট
അവിഭാജ്യ ഘടകം,অবিভাজ্য উপাদান
ക്രമരഹിതമായ,অনিয়মিত
ക്രമരഹിതമായ പിളർപ്പ്,অনিয়মিত বিভাজন
ക്രമരഹിതമായ ഇരട്ടകൾ,অনিয়মিত ডাবলেট
ക്രമരഹിതമായ ഉച്ചാരണം,অনিয়মিত উচ্চাৰণ
ക്രമരഹിതമായ ശക്തി,অনিয়মিত বল
ക്രമരഹിതമായ ചലനം,অনিয়মিত গতি
അസമമായ നെബുല,বিষম নিহাৰিকা
ക്രമരഹിതമായ പോയിന്റ്,অনিয়মিত বিন্দু
ക്രമരഹിതമായ പൾസ്,অনিয়মিত নাড়ী
ക്രമരഹിതമായ തിരിവുകൾ,অনিয়মিত ঘূৰণীয়া
"വേർപിരിക്കാനാവാത്ത, അഭേദ്യമായ, വേർതിരിക്കാനാവാത്ത","অবিভাজ্য, অপূৰণীয়, অবিচ্ছেদ্য"
വേർതിരിച്ചറിയാൻ കഴിയാത്ത നെബുല,প্ৰভেদ কৰিব নোৱাৰা নিহাৰিকা
മാറ്റാനാവാത്ത,অপ্ৰত্যাৱৰ্তনীয়
മാറ്റാനാവാത്ത പെരുമാറ്റം,অপ্ৰত্যাৱৰ্তনীয় আচৰণ
മാറ്റാനാവാത്ത കോശം,অপ্ৰত্যাৱৰ্তনীয় কোষ
മാറ്റാനാവാത്ത മാറ്റം,অপ্ৰত্যাৱৰ্তনীয় পৰিৱৰ্তন
മാറ്റാനാവാത്ത ചായ സൂചകം,অপ্ৰত্যাৱৰ্তনীয় ৰং সূচক
മാറ്റാനാവാത്ത ഊർജ്ജം,অপ্ৰত্যাৱৰ্তনীয় শক্তি
മാറ്റാനാവാത്ത ഊർജ്ജ നഷ്ടം,অপ্ৰত্যাৱৰ্তনীয় শক্তিৰ ক্ষতি
മാറ്റാനാവാത്ത പ്രക്രിയ,অপ্ৰত্যাৱৰ্তনীয় প্ৰক্ৰিয়া
മാറ്റാനാവാത്ത തെർമോഡൈനാമിക്സ്,অপ্ৰত্যাৱৰ্তনীয় তাপগতিবিদ্যা
"അഘുർമണി, അഘുർണി","আঘুৰমণি, আঘূৰ্ণী"
അഘുർണി,আঘূৰ্ণী
ഭ്രമണ പ്രവാഹം,ঘূৰ্ণনশীল প্ৰবাহ
ഭ്രമണ വേഗത,ঘূৰ্ণনৰ গতি
റൊട്ടേഷണൽ അക്കോസ്റ്റിക് ഫ്ലക്സ്,ঘূৰ্ণনশীল ধ্বনি প্ৰবাহ
ഭ്രമണ വെക്റ്റർ,ঘূৰ্ণনশীল ভেক্টৰ
ഭ്രമണ വെക്റ്റർ പ്രവർത്തനം,ঘূৰ্ণনশীল ভেক্টৰ ফলন
ഭ്രമണ പ്രവേഗം,ঘূৰ্ণনৰ বেগ
ഭ്രമണ തരംഗം,ঘূৰ্ণনশীল তৰংগ
ഭ്രമണ തരംഗ സംപ്രേക്ഷണം,ঘূৰ্ণনশীল তৰংগ সংবহন
ഭ്രമണ വികലത,ঘূৰ্ণনশীল বিকৃতি
ഐസോബാറിക് ലൈൻ,আইছ&#39;বেৰিক ৰেখা
സാന്ദ്രത വക്രം,ঘনত্ব বক্ৰ
"ഐസോഎൻട്രോപിക്, ഐസോഎൻട്രോപിക് വക്രം","সমএনট্ৰপিক, সমএনট্ৰপিক বক্ৰ"
ഐസോട്രോപിക് മാറ്റം,সমতাপূৰ্ণ পৰিৱৰ্তন
ഐസോട്രോപിക് കംപ്രഷൻ,সমৰূপী সংকোচন
ഐസോട്രോപിക് ഡിഫ്യൂഷൻ,সমতাপূৰ্ণ প্ৰসাৰণ
ഐസോട്രോപിക് ഒഴുക്ക്,সমচক্ৰীয় প্ৰবাহ
ഐസോട്രോപിക് ദ്രാവകം,সমতাপূৰ্ণ তৰল
ഐസോട്രോപിക് പ്രക്രിയ,সমতাপূৰ্ণ প্ৰক্ৰিয়া
ഐസോട്രോപ്പിക്കൽ,সমৰূপীভাৱে
ഐസിംഗ് കപ്ലിംഗ്,আইচিং কাপলিং
ഐസിംഗ് മോഡൽ,আইচিং মডেল
ക്രമീകരിക്കൽ ദ്വീപ്,সমন্বয় দ্বীপ
കുസ്മഞ്ജൽ ദ്വീപ്,কুছমঞ্জল দ্বীপ
ഐസോ-എൻട്രോപ്പി,আইছ&#39;-এন্ট্ৰপি
"ഐസോബാറുകൾ, ഐസോബാറുകൾ","আইছ&#39;বাৰ, আইছ&#39;বাৰ"
"ഐസോബാറിക്, ഐസോബാറിക്, സമതുലിതമായ","আইছ’বেৰিক, আইছ’বেৰিক, সুষম"
ഐസോബാറിക് ബൈനറികൾ,আইছ&#39;বেৰিক বাইনাৰী
ഐസോബാറിക് ഐസോതെർം,সমবেৰিক সমতাপ
ഐസോബാറിക് ലെവൽ,আইছ’বেৰিক স্তৰ
ഐസോടോപ്പിക് കർവ്,সমস্থানিক বক্ৰ
ഐസോബാറിക് പ്രക്രിയ,আইছ&#39;বেৰিক প্ৰক্ৰিয়া
ഐസോസ്റ്റാറ്റിക് സ്പിൻ,আইছ&#39;ষ্টেটিক স্পিন
ഐസോബാറിക് സ്പിന്നർ,আইছ&#39;বেৰিক স্পিনাৰ
ഐസോബാറുകൾ,আইছ&#39;বাৰ
ഐസോബാറിക് പരിവർത്തനം,আইছ&#39;বেৰিক ৰূপান্তৰ
ഐസോമെട്രിക് ട്രയാഡ്,সমমিতি ট্ৰাইড
"സംദാബ സ്ഥിരാങ്കം, സംദാബ് സ്ഥിരാങ്കം","সামদাবাহ ধ্ৰুৱক, সম্দব ধ্ৰুৱক"
"ഒറ്റപ്പെട്ട, ഒറ്റപ്പെട്ട","সমপক্ষীয়, সমপক্ষীয়"
ഐസോസിലിസ് വാൽവ്,আইছ&#39;চেলছ ভালভ
"ഐസോമെട്രിക് ലൈൻ, ഐസോടോപ്പ് ലൈൻ","সমমিতি ৰেখা, সমস্থানিক ৰেখা"
ഐസോ-അയോണിക്,সম-আয়নিক
ക്രമീകരിക്കൽ താപനില,সমন্বয় উষ্ণতা
ഹോമോലോജസ്,সমৰূপী
ഐസോമെട്രിക് ലൈൻ,সমমিতি ৰেখা
തുല്യമായ രീതി,সমতুল্য পদ্ধতি
സിൻക്രണസ് ലൈൻ,সমকালীন ৰেখা
സിൻക്രണസ് ലൈൻ,সমকালীন ৰেখা
സമന്വയം,সমকালীনতা
സിൻക്രണസ് വേഗത,সমকালীন গতি
സിൻക്രണസ് സ്കാനിംഗ്,সমকালীন স্কেনিং
ഐസോമെട്രിക്,সমমিতি
ഐസോമെട്രിക് ലൈൻ,সমমিতি ৰেখা
ലൈൻ വിളിക്കുക,ছামন লাইন
പരസ്പര ബന്ധ രേഖ,সম্পৰ্ক ৰেখা
"സമവാക്യ രേഖ, സമവാക്യ കോണ്ടൂർ","সমীকৰণ ৰেখা, সমীকৰণ কনট্যুৰ"
എണ്ണം പേജ്,পৃষ্ঠা গণনা কৰক
ബന്ധു,সম্পৰ্কীয়
"സമാന്തര ന്യൂക്ലിയസ്, ഐസോഡിയാഫെയർ","সমান্তৰাল নিউক্লিয়াছ, আইছ’ডাইফেৰ"
ഐസോമെട്രിക് ചാർട്ട്,সমমিতি লেখচিত্ৰ
കോണ്ടൂർ പോലും,আনকি কনট্যুৰ
ഐസോമെട്രിക് കർവ്,সমমিতি বক্ৰ
വോളിയം പേജ്,ভলিউম পৃষ্ঠা
മതഭ്രാന്തൻ,ধৰ্মান্ধ
ഐസോലിൻ,আইছ&#39;লিন
ഐസോപ്ലാസ്റ്റിക്,আইছ&#39;প্লাষ্টিক
തുല്യശക്തി,সমবিভৱনশীল
equipotential പോയിന്റ്,সমবিভৱ বিন্দু
ഇക്വിപോട്ടൻഷ്യൽ സോൺ,সমবিভৱ মণ্ডল
ഐസോ ഇലക്ട്രോണിക്സ്,আইছ&#39;ইলেক্ট্ৰনিক্স
ഐസോഇലക്ട്രോണിക് അയോണുകൾ,সমইলেক্ট্ৰনিক আয়ন
ഐസോഇലക്‌ട്രോണിക് തന്മാത്ര,সমইলেক্ট্ৰনিক অণু
ഐസോഇലക്‌ട്രോണിക് സീക്വൻസ്,সমইলেক্ট্ৰনিক ক্ৰম
"സമോർജ്, സമോർജ്","ছামৰ্গে, ছামৰ্গে"
സമോർജ് ക്രിയ അവിഭാജ്യ,samorge ক্ৰিয়াপদ অবিচ্ছেদ্য
സമൂർജ് സമ്പൂർണ്ണ പരിഹാരം,Samorge সম্পূৰ্ণ সমাধান
സംപ് സ്ഥാനചലനം,ছাম্প বিচ্যুতি
സംപ് ഒഴുക്ക്,ছাম্প ফ্ল&#39;
ഐസോഗാമി,সমবিবাহ
"ഇക്വിലാറ്ററൽ (വി.), ഐസോസിലിസ് ലൈൻ (എഡി.)","সমপক্ষীয় (v.), সমদ্বিখণ্ডীয় ৰেখা (ed.)"
ഐസോമെട്രിക് പ്രാതിനിധ്യം,সমমিতি উপস্থাপন
ഐസോമെട്രിക് പരിവർത്തനം,সমমিতি ৰূপান্তৰ
സമഭുജം,সমপক্ষীয়
ഐസോമെട്രിക് ചാർട്ട്,সমমিতি লেখচিত্ৰ
സമതല രേഖ,সমকোষ ৰেখা
സമാന്തര രേഖ,সমান্তৰাল ৰেখা
സംയുക്തം,কম্পোজিট
അശോകൻ,asogair
"വേർപെടുത്തുക, (n.) വേർപെടുത്തുക, വേർപെടുത്തുക (ver.)","dissociate, (n.) পৃথক কৰা, বিচ্ছিন্ন কৰা (ver.)"
"വേർതിരിച്ച, ഒറ്റപ്പെട്ട, ഒറ്റ","পৃথক, বিচ্ছিন্ন, একক"
ഒറ്റപ്പെട്ട കടക്കാരൻ ഘടന,বিচ্ছিন্ন ঋণী গঠন
ഒറ്റ പൊട്ടിത്തെറി,একক বিস্ফোৰণ
ഒറ്റപ്പെട്ട ക്ലസ്റ്റർ,বিচ্ছিন্ন থুপ
ഒറ്റപ്പെട്ട ഘടകം,বিচ্ছিন্ন উপাদান
ഒറ്റപ്പെട്ട ഇലക്ട്രോൺ,বিচ্ছিন্ন ইলেক্ট্ৰন
സ്പ്ലിറ്റ് പോയിന്റ്,বিভক্ত বিন্দু
വ്യതിരിക്ത വെക്റ്റർ,বিচ্ছিন্ন ভেক্টৰ
"വേർപിരിയൽ, വേർപിരിയൽ, വേർപിരിയൽ, വേർപിരിയൽ","পৃথকীকৰণ, পৃথকীকৰণ, পৃথকীকৰণ, পৃথকীকৰণ"
ഒറ്റപ്പെടുത്തുന്ന ആംപ്ലിഫയർ,আইছ&#39;লেটিং এম্প্লিফায়াৰ
വേർതിരിക്കൽ വല,পৃথকীকৰণ নেট
ഒറ്റപ്പെടുത്തുന്ന ട്രാൻസ്ഫോർമർ,আইছ&#39;লেটিং ট্ৰেন্সফৰ্মাৰ
"ഒറ്റപ്പെടുത്തൽ, ഒറ്റപ്പെടുത്തൽ","আইছ&#39;লেটৰ, আইছ&#39;লেটৰ"
"ഏകതാനമായ, ഏകതാനമായ","isoluminous, সমজাতীয়"
ടോപ്പോഗ്രാഫിക് ഡയഗ്രം,ট&#39;প&#39;গ্ৰাফিক ডায়াগ্ৰাম
"പരമാഗ്നറ്റിക് (വി.), പാരാമാഗ്നറ്റിക് ലൈൻ (എൻ.)","পৰচুম্বকীয় (V.), পৰচুম্বকীয় ৰেখা (N.)"
പാരാമാഗ്നറ്റിക് ചാർട്ട്,পৰচুম্বকীয় লেখচিত্ৰ
ഐസോമർ വേർതിരിക്കൽ,আইছ&#39;মাৰ পৃথকীকৰণ
ഐസോമർ സൃഷ്ടി,আইছ&#39;মাৰ সৃষ্টি
ഐസോമർ,আইছ&#39;মাৰ
ഐസോമെറിക് അവസ്ഥ,আইছ&#39;মেৰিক অৱস্থা
ഐസോമെറിക് അണുബാധ,আইছ’মেৰিক সংক্ৰমণ
ഐസോമെറിക് ന്യൂക്ലിയസ്,আইছ’মেৰিক নিউক্লিয়াছ
ഐസോമർ മൂല്യം,আইছ’মাৰ মান
ഐസോമർ,আইছ&#39;মাৰ
ഐസോമെറിസം,আইছ&#39;মেৰিজম
"ഐസോമെട്രിക്, ട്രൈറ്റസോൾ, ക്യൂബിക്, ഐസോമെട്രിക്","সমমিতি, ট্ৰাইটেজ’ল, ঘন, সমমিতি"
"ക്യൂബിക് ക്രിസ്റ്റൽ, ട്രൈട്രാപസോയ്ഡൽ ക്രിസ്റ്റൽ","ঘন স্ফটিক, ট্ৰাইট্ৰেপেজ’ইডাল স্ফটিক"
"ഐസോമെട്രിക് ലൈൻ, ഐസോതെർമൽ ലൈൻ","সমমিতি ৰেখা, সমতাপীয় ৰেখা"
ഐസോമെട്രിക് പാരാമീറ്റർ,সমমিতি প্ৰাচল
ഐസോമെട്രിക് പ്രക്രിയ,সমমিতি প্ৰক্ৰিয়া
സമദൂര ആകാശഗ്രൂപ്പ്,সমদূৰত্বৰ আকাশ গোট
"സമദൂര ശരീരം, ത്രികോണ സമൂഹം, ക്യൂബിക് സമൂഹം","সমদূৰত্বৰ দেহ, ত্ৰিকোণীয় সম্প্ৰদায়, ঘন সম্প্ৰদায়"
ഐസോമെട്രിക് പരിവർത്തനം,সমমিতি ৰূপান্তৰ
ത്രികോണ കാഴ്ച,ত্ৰিকোণীয় দৃশ্য
ഐസോമോർഫിക്,সমৰূপী
"ഐസോമോർഫിസം, ഐസോമോർഫിസം","সমৰূপতা, সমৰূপতা"
ഐസോമോർഫിക്,সমৰূপী
ഐസോമോർഫിക് പരലുകൾ,সমৰূপী স্ফটিক
"ഐസോപെർം, പാരാമാഗ്നറ്റിക്","সমপাৰ্ম, পৰচুম্বকীয়"
ഐസോഫോട്ടോമീറ്റർ,আইছ&#39;ফ&#39;ট&#39;মিটাৰ
ഐസോബാറിക്,আইছ&#39;বেৰিক
ഐസോബാറിക് രീതി,আইছ’বেৰিক পদ্ধতি
കണ്ടൻസേറ്റ്,ঘনীভূত পদাৰ্থ
ഐസോസ്ക്ലെറൽ,আইছ&#39;স্কলেৰেল
ഏകീകൃത,unitary
പരകാശ്,পৰকাশ
സ്പിൻ പോളിമർ,স্পিন পলিমাৰ
ഹോമിയോസ്റ്റാസിസ്,হোমিঅ&#39;ষ্টেছিছ
ഐസോടോപ്പ്,আইছ’ট’প
ഐസോടോപിക് സന്തുലിതാവസ്ഥ,সমস্থানিক ভাৰসাম্য
ഐസോടോപിക് പ്രതിരോധം,আইছ’ট’পিক ৰেজিষ্টেন্স
ഐസോടോപ്പിക് പരിഷ്ക്കരണം,আইছ&#39;ট&#39;পিক পৰিৱৰ্তন
ഐസോടോപിക് സന്തുലിതാവസ്ഥ,সমস্থানিক ভাৰসাম্য
ഐസോടോപിക് മാസ് പ്രതിരോധം,আইছ’ট’পিক ভৰ প্ৰতিৰোধ ক্ষমতা
ഐസോടോപിക് മർദ്ദം പ്രതിരോധം,আইছ’ট’পিক চাপ প্ৰতিৰোধ ক্ষমতা
ഐസോതെർം,সমতাপ
ഐസോതെർം മാപ്പ്,সমতাপ মানচিত্ৰ
ഐസോതെർം,সমতাপ
ഐസോതെർം,সমতাপ
ഐസോതെർം ബ്ലാസിയസ് അതിർത്തി,সমতাপ ব্লেছিয়াছ সীমা
ഐസോതെർം,সমতাপ
ഐസോതർമൽ കംപ്രസിബിലിറ്റി,সমতাপীয় সংকোচন ক্ষমতা
ഐസോതെർമിക് കംപ്രഷൻ,সমতাপীয় সংকোচন
ഐസോതെർം കോർ,সমতাপ কোৰ
ഐസോതെർമൽ ഡിഫോർമേഷൻ,সমতাপীয় বিকৃতি
ഐസോതെർമൽ ഡിഫ്യൂഷൻ,সমতাপীয় প্ৰসাৰণ
ഐസോതെർമൽ വാതക ഗോളം,সমতাপীয় গেছৰ গোলক
ഐസോതെർമൽ ഫിക്സഡ് പോയിന്റ്,সমতাপীয় স্থিৰ বিন্দু
ഐസോതെർമൽ പാളി,সমতাপীয় স্তৰ
ഐസോതെർം,সমতাপ
ഐസോതെർമൽ മോഡുലസ്,সমতাপীয় মডুলাছ
ഐസോതെർമൽ അവശിഷ്ട കാന്തികവൽക്കരണം,সমতাপীয় অৱশিষ্ট চুম্বকীয়কৰণ
ഐസോതെർമൽ മോഡൽ,সমতাপীয় আৰ্হি
ഐസോതർമൽ പ്രക്രിയ,সমতাপীয় প্ৰক্ৰিয়া
ഐസോതെർമൽ ചലനം,সমতাপীয় গতি
isotherm distortion energy,সমতাপ বিকৃতি শক্তি
സ്ട്രാറ്റോസ്ഫിയർ,ষ্ট্ৰেট&#39;স্ফিয়াৰ
ഐസോതർമൽ തലം,সমতাপীয় সমতল
വിരുദ്ധ ഐസോതെർമൽ പ്രഭാവം,এন্টি-সমতাপীয় প্ৰভাৱ
isotherm പരിവർത്തനം,সমতাপ ৰূপান্তৰ
ഐസോതെർമൽ സോൺ,সমতাপীয় অঞ্চল
ഐസോതർമൽ പേജ്,সমতাপীয় পৃষ্ঠা
syncutronic ഷീൽഡ്,syncutronic ঢাল
ഐസോടോപ്പുകൾ,আইছ&#39;ট&#39;প
ഐസോടോപ്പിക് പ്രഭാവം,সমস্থানিক প্ৰভাৱ
ഐസോടോപിക് എക്സ്ചേഞ്ച്,সমস্থানিক বিনিময়
ഐസോടോപ്പിക് പാറ്റേൺ,সমস্থানিক আৰ্হি
ഐസോടോപിക് അനുപാതം,সমস্থানিক অনুপাত
ഐസോടോപിക് അനുപാതം അളക്കൽ,সমস্থানিক অনুপাত জোখা
ഐസോടോപ്പ് ഐസൊലേറ്റർ,আইছ&#39;ট&#39;প আইছ&#39;ট&#39;প আইছ&#39;লেটৰ
ഐസോടോപ്പിക് ഡിസ്പ്ലേസ്മെന്റ് (ന്യൂക്ലിയർ ഐസോടോപ്പ് ഡിസ്പ്ലേസ്മെന്റ്),সমস্থানিক বিচ্যুতি (পাৰমাণৱিক সমস্থানিক বিচ্যুতি)
ഐസോടോപ്പിക് തെറാപ്പി (റേഡിയോ ആക്ടീവ് ഐസോടോപ്പിക് തെറാപ്പി),আইছ&#39;ট&#39;পিক থেৰাপী (ৰেডিঅ&#39; সক্ৰিয় আইছ&#39;ট&#39;পিক থেৰাপি)
ഐസോടോപ്പിക് ആക്സസ്,আইছ&#39;ট&#39;পিক প্ৰৱেশ
ഐസോടോപ്പുകൾ,আইছ&#39;ট&#39;প
ഐസോടോപിക് സമൃദ്ധി,সমস্থানিক প্ৰাচুৰ্য্য
ഐസോടോപ്പിക് വിശകലനം,সমস্থানিক বিশ্লেষণ
ഐസോടോപിക് ആറ്റോമിക് പിണ്ഡം,সমস্থানিক পাৰমাণৱিক ভৰ
ഐസോടോപിക് ബാൻഡ്,আইছ&#39;ট&#39;পিক বেণ্ড
ഐസോടോപ്പിക് കാരിയർ,সমস্থানিক বাহক
ഐസോടോപ്പിക് ക്രോണോമീറ്റർ,আইছ’ট’পিক ক্ৰ’ন’মিটাৰ
ഐസോടോപ്പിക് ക്ലോക്ക്,সমস্থানিক ঘড়ী
ഐസോടോപ്പിക് കോമ്പോസിഷൻ,সমস্থানিক গঠন
ഐസോടോപിക് കോൺസൺട്രേഷൻ,সমস্থানিক ঘনত্ব
ഐസോടോപ്പിക് കോമ്പോസിഷൻ,সমস্থানিক গঠন
ഐസോടോപ്പിക് ഡേറ്റിംഗ്,আইছ&#39;ট&#39;পিক ডেটিং
ഐസോടോപ്പിക് ഡൈല്യൂഷൻ,আইছ’ট’পিক পাতল কৰা
ഐസോടോപിക്-ഡില്യൂഷൻ വിശകലനം,আইছ&#39;ট&#39;পিক-পাতল বিশ্লেষণ
ഐസോടോപ്പ് ഡൈല്യൂഷൻ രീതി ഐസോടോപ്പ് ഡൈല്യൂഷൻ രീതി,আইছ’ট’প পাতল পদ্ধতি আইছ’ট’প পাতল পদ্ধতি
ഐസോടോപിക് ഡിസ്പ്ലേസ്മെന്റ്,সমস্থানিক বিচ্যুতি
ഐസോടോപ്പിക് പ്രഭാവം,সমস্থানিক প্ৰভাৱ
ഐസോടോപ്പിക് മൂലകങ്ങൾ,সমস্থানিক মৌল
ഐസോടോപിക് സമ്പന്നത,সমস্থানিক সমৃদ্ধি
ഐസോടോപിക് സന്തുലിതാവസ്ഥ,সমস্থানিক ভাৰসাম্য
ഐസോടോപ്പിക് റെഗുലേഷൻ,আইছ&#39;ট&#39;পিক নিয়ন্ত্ৰণ
ഐസോടോപ്പിക് എക്സ്ചേഞ്ച് രീതി,আইছ’ট’পিক বিনিময় পদ্ধতি
ഐസോടോപ്പിക് വിതരണം,সমস্থানিক বিতৰণ
ഐസോടോപ്പിക് ലൈസൻസർ,আইছ&#39;ট&#39;পিক লাইচেন্সাৰ
ഐസോടോപ്പ് വികിരണം,আইছ&#39;ট&#39;প বিকিৰণ
ഐസോടോപ്പിക് അടയാളപ്പെടുത്തൽ,আইছ&#39;ট&#39;পিক চিহ্নিতকৰণ
ഐസോടോപ്പിക് തന്മാത്രകൾ,সমস্থানিক অণু
ഐസോടോപ്പ് നമ്പർ (ന്യൂട്രോൺ അധിക സംഖ്യ),আইছ&#39;ট&#39;প সংখ্যা (নিউট্ৰন অতিৰিক্ত সংখ্যা)
ഐസോടോപിക് ഡിസ്പ്ലേസ്മെന്റ്,সমস্থানিক বিচ্যুতি
ഐസോസ്റ്റാറ്റിക് സ്പിൻ,আইছ&#39;ষ্টেটিক স্পিন
