Hindi,Gujarati
रैखिक प्रोग्रामन,રેખીય પ્રોગ્રામિંગ
रैखिक प्रोग्रामन कलन-विधि,લીનિયર પ્રોગ્રામિંગ અલ્ગોરિધમ
रैखिक प्रोग्रामन समस्या,રેખીય પ્રોગ્રામિંગ સમસ્યા
रैखिक समाश्रयण,રેખીય રીગ્રેસન
रैखिक समाश्रयण गुणांक,રેખીય રીગ્રેસન ગુણાંક
"रैखिक संबंध, एकघाती संबंध","રેખીય સંબંધ, ઘાતાંકીય સંબંધ"
रैखिक समष्टि,રેખીય વસ્તી
रैखिक उपसमष्टि,રેખીય સબસ્પેસ
रैखिक रूपांतरण,રેખીય પરિવર્તન
रैखिक उपनति,રેખીય રીગ્રેસન
रैखिक अनभिनत आकल,રેખીય વિભેદક અંદાજ
रैखिक वेग,રેખીય વેગ
रेखा समाकल,રેખા અભિન્ન
प्रतिच्छेद-रेखा,આંતરછેદની રેખા
समाश्रयण-रेखा,રીગ્રેસનની રેખા
स्थानगत सदिश,અવકાશી વેક્ટર
स्थानीय इष्टतम,સ્થાનિક શ્રેષ્ઠ
"बिन्दुपथ, रेखापथ","લોકસ, લોકસ"
"लॉग, लठठा, संलेख",લોગ લોગ લોગ
"लघुगणकीय, लॉगेरिथ्मीय","લઘુગણક, લઘુગણક"
लघुगणकीय यथार्थता,લઘુગણક ચોકસાઈ
लॉगेरिथ्मीय परिकलन,લઘુગણક ગણતરી
"लॉगेरिथ्मीय वक्र, लघुगणकीय वक्र","લઘુગણક વળાંક, લઘુગણક વળાંક"
लघुगणकीय अवकलज,લઘુગણક વ્યુત્પન્ન
लघुगणकीय अवकलन,લઘુગણક વિભેદક
"लॉगेरिथ्मीय फलन, लघुगणकीय फलन","લઘુગણક કાર્ય, લઘુગણક કાર્ય"
"लघुगणकीय माध्य, गुणोत्तर माध्य","લઘુગણક સરેરાશ, ભૌમિતિક સરેરાશ"
लघुगणकीय प्रसामान्य बंटन,લઘુગણક સામાન્ય વિતરણ
लघुगणकीय संबंध,લઘુગણક સંબંધ
लघुगणकीय मापक्रम,લઘુગણક સ્કેલ
"लॉगेरिथ्मीय श्रेणी, लघुगणकीय श्रेणी","લઘુગણક શ્રેણી, લઘુગણક શ્રેણી"
"लॉगेरिथ्मीय सर्पिल, लघुगणकीय सर्पिल","લઘુગણક સર્પાકાર, લઘુગણક સર્પાકાર"
"लॉगेरिथ्मीय सारणी, लघुगणकीय सारणी","લઘુગણક કોષ્ટક, લઘુગણક કોષ્ટક"
"लॉगेरिथ्म, लघुगणक","લઘુગણક, લઘુગણક"
तर्क,તર્કશાસ્ત્ર
तर्कत: तुल्य,તાર્કિક રીતે સમકક્ષ
"वृद्धिघात वक्र, पर्ल-रीड वक्र","ગ્રોથ કર્વ, પર્લ-રીડ કર્વ"
"लघुगणक प्रसामान्य बंटन, लॉग प्रसामान्य बंटन","સામાન્ય વિતરણ લોગ કરો, સામાન્ય વિતરણ લોગ કરો"
" रेखांश , देशांतर","રેખાંશ, રેખાંશ"
" पाश, ल्रूप, फंदा (सं.) पाशन (क्रि.) , प्रस्पंद","loop, loop, noose (no.), loop (ver.), praspanda"
" प्रचयन , प्रचायिका, लॉटरी","ચૂંટણી પ્રચાર, લોટરી"
अधोरेखा,રેખાંકિત
निम्न परिबंध,ના જેટલું કે તેનાથી ઓછું
निम्न रीमान-समाकल,લો રીમેન-ઇન્ટિગ્રલ
निम्न योगफल,ઓછી રકમ
निम्न त्रिभुजीय आव्यूह,ત્રિકોણાકાર મેટ્રિક્સને અનુસરે છે
मैक्लारिन प्रसार,mclarin ફેલાય છે
"माया संख्या , मैजिक संख्या , स्थायित्व संख्या","માયા નંબર, મેજિક નંબર, ટકાઉપણું નંબર"
मैजिक वर्ग,જાદુઈ ચોરસ
कांतिमान-सीमा,તેજસ્વી મર્યાદા
डाक प्रेषित प्रश्नावली,મેઇલિંગ પ્રશ્નાવલી
डाक द्वारा सर्वेक्षण,મેઇલ દ્વારા સર્વેક્ષણ
उपरि परिबंध,ઓવરહેડ મર્યાદા
दीर्घ चाप,લાંબી ચાપ
उपरिबद्‌ध समुच्चय,બંધાયેલ સમૂહ
बहुमान फलन,બહુમૂલ્ય કાર્ય
"नक्शा , मानचित्र , प्रतिचित्र","નકશો, નકશો, નકશો"
समुच्चय में प्रतिचित्रित करना,સેટમાં મેપિંગ
समुच्चय का प्रतिचित्रण,સેટનું મેપિંગ
उपांत प्रायिकता,સીમાંત સંભાવના
गणितीय विश्लेषण,ગાણિતિક વિશ્લેષણ
गणितीय तर्क,અંકગણિત તર્ક
गणितीय केंद्र,ગાણિતિક કેન્દ્ર
गणितीय जटिलता,ગાણિતિક જટિલતા
गणितीय अर्थशास्त्र,ગાણિતિક અર્થશાસ્ત્ર
गणितीय प्रत्याशा,ગાણિતિક અપેક્ષા
गणितीय रूप,ગાણિતિક સ્વરૂપ
"गणितीय संरूपण, गणितीय संरूप","મેથેમેટિકલ ફોર્મેટ, મેથેમેટિકલ ફોર્મેટ"
गणितीय सर्वसमिका,ગાણિતિક ઓળખ
"गणितीय तर्कशास्त्र ,गणितीय तर्क","ગાણિતિક તર્ક, ગાણિતિક તર્ક"
गणितीय निदर्श,ગાણિતિક મોડેલ
गणितीय आशय,ગાણિતિક ઉદ્દેશ
मैट्रिक्स विकर्णन,મેટ્રિક્સ કર્ણકરણ
आव्यूह-व्युत्क्रम,મેટ્રિક્સ વ્યસ્ત
आव्यूह-व्युत्क्रमण,મેટ્રિક્સ વ્યુત્ક્રમ
आव्यूह पुनरावर्ती विधि,મેટ્રિક્સ પુનરાવર્તિત પદ્ધતિ
मैट्रिक्स पद्‌धति,મેટ્રિક્સ પદ્ધતિ
आव्यूह गुणन,મેટ્રિક્સ ગુણાકાર
अचरों का आव्यूह,સ્થિરાંકોનું મેટ્રિક્સ
प्रभाविता आव्यूह,પ્રભાવશાળી મેટ્રિક્સ
आव्यूह संकारक,મેટ્રિક્સ ઓપરેટર
आव्यूह बहुपद,મેટ્રિક્સ બહુપદી
आव्यूह मुद्रण,મેટ્રિક્સ પ્રિન્ટીંગ
आव्यूह-गुणनफल,મેટ્રિક્સ ઉત્પાદન
अधिकतमीकृत,મહત્તમ
"महत्तम, अधिकतम, उच्चतम","મહત્તમ, મહત્તમ, સર્વોચ્ચ"
अधिकतम निरपेक्ष मान,મહત્તમ નિરપેક્ષ મૂલ્ય
महत्तम F-अनुपात,મહત્તમ F- ગુણોત્તર
अधिकतम संभाविता,મહત્તમ સંભવિત
महाल्पिष्ठ,મહાલપિસ્તા
महाल्पिष्ठ निकष,મહાન નિષ્કર્ષ
फलन का अधिकतम,કાર્યની મહત્તમ
मैक्सवेल-बोल्ट्समान सांख्यिकी,મેક્સવેલ-બોલ્ટ્સમેન સ્ટેટિસ્ટિક્સ
माध्य विचलन,સરેરાશ વિચલન
विचलन वर्ग माध्य,વિચલન સ્ક્વેર મીન
वर्ग माध्य त्रुटि,ચોરસ સરેરાશ ભૂલ
"माध्यमान, औसत मान","સરેરાશ, સરેરાશ મૂલ્ય"
माध्यमान प्रमेय,સરેરાશ પ્રમેય
ककुदता माप,બબલી માપન
" मध्य, मध्यस्थ , माध्यिका, मीडियन","મધ્ય, મધ્ય, મધ્ય, મધ્ય"
माध्यिका केंद्र,મધ્ય કેન્દ્ર
मध्यककुदी वक्र,મધ્ય વળાંક
मध्यककुदता,મેસોથેલિયોમા
संदेश,સંદેશ
"रीति , विधि","કસ્ટમ, પદ્ધતિ"
विलोपन विधि,કાઢી નાખવાની પદ્ધતિ
प्रतिलोमन-विधि,વ્યુત્ક્રમ પદ્ધતિ
पुऩरावृत्ति विधि,પુનરાવર્તન પદ્ધતિ
न्यूनतम वर्ग विधि,ઓછામાં ઓછો ચોરસ
आघूर्ण विधि,ટોર્ક પદ્ધતિ
समरूप त्रिभुज विधि,સમાન ત્રિકોણ પદ્ધતિ
प्रवणतम अवरोहण विधि,ઢાળ ઉતરવાની પદ્ધતિ
संकलन-विधि,સંકલન પદ્ધતિ
अनिर्घारित गुणांक विधि,અનિર્ધારિત ગુણાંક પદ્ધતિ
दूरीक समष्टि,અંતર વસ્તી
मीटरी पद्‌धति,મેટ્રિક સિસ્ટમ
मेट्रिक इकाई,મેટ્રિક એકમ
सूक्ष्म सिद्‌धांत,સૂક્ષ્મ સિદ્ધાંત
मध्य,મધ્ય
मध्यपद,મધ્ય
मध्य बिंदु,કેન્દ્રીય બિંદુ
मध्यबिंदु सूत्र,મધ્યબિંદુ સૂત્ર
अल्पिष्ठ बहुपद,ન્યૂનતમ બહુપદી
अल्पमहिष्ठ सिद्‌धांत,લઘુત્તમ સિદ્ધાંત
"न्यूनतम, अल्पतम, निम्नतम","ન્યૂનતમ, સૌથી નીચો, સૌથી નીચો"
निम्निष्ठ बिंदु,નીચા બિંદુ
अल्पतम बहुपद,ઓછામાં ઓછા બહુપદી
फलन का न्यूनतम,કાર્યનું ન્યૂનતમ
लघु चाप,ટૂંકા ચાપ
लघु अक्षष,ટૂંકો પત્ર
निम्न परिबद्‌ध उपसमुच्चय,બાઉન્ડેડ સબસેટ
"माइनस, ऋण","માઈનસ, દેવું"
ऋण चिह्न,બાદબાકીનું ચિહ્ન
मिश्र भिन्न,મિશ્ર અપૂર્ણાંક
सविकल्प युक्ति,વૈકલ્પિક ઉપકરણ
" बहुलक, मोड , विधि, रीति ,प्रणाली, विधा","મોડ, મોડ, પદ્ધતિ, પદ્ધતિ, સિસ્ટમ, મોડ"
"मापांक, मोड्यूलस","મોડ્યુલસ, મોડ્યુલસ"
सम्मिश्र संख्या का मापांक,જટિલ સંખ્યાનું મોડ્યુલસ
आघूर्ण,ક્ષણ
आघूर्णजनक फलन,ટોર્ક કાર્ય
बल का आघूर्ण,બળની ક્ષણ
बारंबारता-बंटन का आघूर्ण,આવર્તન-વિતરણ ક્ષણ
जड़त्व आघूर्ण,જડત્વની ક્ષણ
संवेग आघूर्ण,મોમેન્ટમ ક્ષણ
संवेग,આવેગ
एकपद,એક પોસ્ટ
एकैक समाकारी,એકલ સંકલન
"एकरूपता, एकैक समाकारिता","એકરૂપતા, મોનોમોર્ફિઝમ"
एकदिष्ट,મોનોક્યુલર
एकदिष्ट वर्धमान अनुक्रम,દિશાહીન ચડતો ક્રમ
एकदिष्टतः,સંપૂર્ણ
एकदिष्टतः वर्धमान जाल,દિશાહીન રીતે અર્ધચંદ્રાકાર મેશ
एकदिष्टतः वर्धमान अनुक्रम,મોનોટિકલી વધતો ક્રમ
एकदिष्ट फलन,અવિભાજ્ય કાર્ય
मॉन्टे-कार्लो परिकलन,મોન્ટે-કાર્લો ગણતરી
मॉन्टे-कार्लो विधि,મોન્ટે-કાર્લો પદ્ધતિ
मोरा (खेल),મોરા (રમત)
मृत्यु आंकड़े,મૃત્યુના આંકડા
प्रायिकतम,મોટે ભાગે
गति,ગતિ
गतिमान माध्य,મૂવિંગ મીન
M-समष्टि,M-વસ્તી
समाकल का M-परीक्षण,એમ-ટેસ્ટ ઓફ ઇન્ટિગ્રલ
बहुगत निर्णय-समस्या,બહુવિધ નિર્ણય-સમસ્યા
बहुविम प्रसामान्य बंटन,બહુપદી સામાન્ય વિતરણ
बहुविम यादृच्छिक चर,બહુપદી રેન્ડમ ચલ
बहुसूचक परिवहन समस्या,મલ્ટિપ્લેક્સ પરિવહન સમસ્યા
बहुपद,બહુપદી
बहुपद बंटन,બહુપદી વિતરણ
"गुणित, बहुगुण, बहु, बहुत (वि.), गुणज, अपवर्त्य (सं.)","બહુવિધ, બહુવિધ, બહુવિધ, ઘણા (વિ.), બહુવિધ, પ્રત્યાવર્તન (એન.)"
बहुविकल्पी समस्या,બહુવિધ પસંદગીની સમસ્યા
बहुसंबद्‌धित प्रांत,સંઘીય પ્રાંતો
बहु सहसंबंध,બહુવિધ સહસંબંધ
बहु-बारंबारता सारणी,બહુવિધ આવર્તન કોષ્ટક
बहु समाकल,બહુવિધ અભિન્ન
बहु समाकलन,બહુવિધ એકીકરણ
बहु समाश्रयण,બહુવિધ રીગ્રેસન
बहुसमाश्रयण विश्लेषण,બહુવિધ રીગ્રેસન વિશ્લેષણ
बहुसमाश्रयण गुणांक,બહુવિધ રીગ્રેશન ગુણાંક
बहुसमाश्रयण समीकरण,બહુવિધ રીગ્રેસન સમીકરણ
बहु मूल,બહુમૂળ
गुणन,ગુણાકાર
(सारणिक का) स्तंभशः गुणन,(નિર્ધારકનું) સ્તંભાકાર ગુણાકાર
(सारणिक का) पंक्तिशः गुणन,(નિર્ધારકનું) રેખીય ગુણાકાર
गुणन कारक,ગુણાકાર પરિબળ
गुणनात्मक फलन,ગુણાકાર કાર્ય
गुणनात्मक समूह,ગુણાત્મક જૂથ
गुणनात्मक प्रतिलोम,ગુણાકાર વ્યસ્ત
बहुकता,બહુમતી
मूल-बहुकता,બહુમતી
शून्यक की बहुकता,શૂન્યની ગુણાકાર
गुणक,ગુણક
" गुणा करना , संवर्धन","ગુણાકાર, ગુણાકાર"
बहुचर बंटन,બહુવિધ વિતરણ
बहुचर प्रसामान्य बंटन,બહુવિધ સામાન્ય વિતરણ
बहुचर समष्टि,બહુવિધ વસ્તી
"पारस्परिक, अन्योन्य","પરસ્પર, પરસ્પર"
नाब्ला,નાબલા
नैपिरीय,નાપીરીયા
"नैपिरीय लघुगणक, नैपिरीय लॉगेरिथ्म","નેપિયર લઘુગણક, નેપિયર લઘુગણક"
"प्राकृतिक लघुगणक,प्राकृतिक लॉगेरिथ्म","કુદરતી લઘુગણક, કુદરતી લઘુગણક"
"धन पूर्णसंख्या , धन पूर्णांक","ધન પૂર્ણાંક, ધન પૂર્ણાંક"
समुद्री मील,નોટિકલ માઇલ
n-विम,n-vim
n-विम सदिश-समष्टि,n-vim વેક્ટર-સ્પેસ
आवश्यक तथा पर्याप्त प्रतिबंध,જરૂરી અને પર્યાપ્ત પ્રતિબંધો
आवश्यक प्रतिबंध,જરૂરી પ્રતિબંધો
निषेध,પ્રતિબંધ
" ऋण, ऋणात्मक , नेगेटिव","નકારાત્મક, નકારાત્મક, નકારાત્મક"
ऋण वक्रता,ક્રેડિટ વક્રતા
ऋणात्मक निश्चित समघात,નકારાત્મક ચોક્કસ એકરૂપતા
ऋणात्मक निश्चित् आव्यूह,નકારાત્મક નિશ્ચિત મેટ્રિક્સ
ऋणात्मक अर्धनिश्चित समघात,નકારાત્મક અર્ધનિશ્ચિત સજાતીય
" प्रतिवेश , सामीप्य","પડોશ, નિકટતા"
" बहुक्रम प्रतिचयन , समावेशी प्रतिचयन","મલ્ટિપલ સેમ્પલિંગ, ઇન્ક્લુઝિવ સેમ્પલિંગ"
नेट जनन दर,ચોખ્ખો જન્મ દર
न्यूटनी यांत्रिकी,ન્યૂટેની મિકેનિક્સ
न्यूटन का विभाजित अंतर सूत्र,ન્યુટનનું વિભાજિત તફાવત સૂત્ર
न्यूटन के गति-नियम,ન્યુટનના ગતિના નિયમો
नेमेन नियतन,નામ સોંપણી
नेमेन-पियर्सन-सिद्‌धांत,નેઇમન-પિયર્સન-સિદ્ધાંત
शून्यंभावी अवयव,શૂન્ય સંભવિત તત્વ
शून्यंभावी आव्यूह,શૂન્ય સંભવિત મેટ્રિક્સ
" नोड, आसंधि , पात , निर्नति , निस्पंद","નોડ, નોડ, પર્ણ, નિબ, ફિલ્ટર"
अन-आबेली ग्रुप,એન-અબેલી જૂથ
सापेक्षष अभिसरण,રિલેટિવિસ્ટિક કન્વર્જન્સ
अबीजीय,ગુણાતીત
अनपभ्रष्ट,અશુદ્ધ
अनपभ्रष्ट आधारी सुसंगत हल,અનકરપ્ટેડ બેઝિસ કોન્સ્ટન્ટ સોલ્યુશન
अघन,અઘાન
अघन समुच्चय,ગાઢ એકંદર
बिंदुओं का अगणनीय अनंत,પોઈન્ટની અગણિત અનંતતા
अगणनीय समुच्चय,અસંખ્ય સમૂહ
अनवकलनीय,અજોડ
अरिक्त उपसमुच्चय,બિન-સબસેટ
अयूक्लिडी ज्यामिति,યુક્લિડિયન ભૂમિતિ
" असमांगी , असमघात","અપ્રમાણસર, અપ્રમાણસર"
अप्रतिच्छेदी,બિન છેદાય છે
अरैखिक बीजीय समीकरण,બિન-રેખીય બીજગણિત સમીકરણો
अरैखिक अवकल समीकरण,બિન-રેખીય વિભેદક સમીકરણ
अरैखिक समीकरण,બિન-રેખીય સમીકરણ
अरैखिक प्रोग्रामन,બિન-રેખીય પ્રોગ્રામિંગ
अरैखिक समाश्रयण,બિન-રેખીય રીગ્રેસન
अरैखिक संबंध,બિન-રેખીય સંબંધ
"ऋणेतर पूर्णसंख्या , ऋणेतर पूर्णांक",બિન ઋણ પૂર્ણાંક બિન નકારાત્મક પૂર્ણાંક
ऋणेतर चर,બિન-નેગેટિવ ચલ
अप्राचलिक परीक्षण,બિન-પેરામેટ્રિક પરીક્ષણ
प्रायिकतेतर दृष्टिकोण,બિન-સંભવિત અભિગમ
व्युत्क्रमणीय आव्यूह,વ્યસ્ત મેટ્રિક્સ
असममित आव्यूह,અસમપ્રમાણ મેટ્રિક્સ
अतुच्छ,નજીવા
शून्येतर सारणिक,બિન-શૂન્ય નિર્ણાયક
अरिक्त,ખાલી
अरिक्त उपसमुच्चय,બિન-સબસેટ
शून्येतर सारणिक,બિન-શૂન્ય નિર્ણાયક
अथवा पूरक द्वार,અથવા પૂરક દરવાજા
" प्रसामान्य , प्राकृतिक , मानक , सामान्य, साधारण , अभिलंब , नॉर्मल","સામાન્ય, કુદરતી, પ્રમાણભૂત, સામાન્ય, સામાન્ય, સામાન્ય, સામાન્ય"
अभिलंब त्वरण,સામાન્ય પ્રવેગક
अभिलंब कोण,સામાન્ય કોણ
प्रसामान्य वक्र,સામાન્ય વળાંક
प्रसामान्य घनत्व फलन,સામાન્ય ઘનતા કાર્ય
प्रसामान्य बंटन,સામાન્ય વિતરણ
प्रसामन्य बंटन फलन,સામાન્ય વિતરણ કાર્ય
आव्यूह का प्रसामान्य रूप,મેટ્રિક્સનું સામાન્ય સ્વરૂપ
प्रसामान्य बारंबारता,સામાન્ય આવર્તન
प्रसामान्यीकृत वक्र,સામાન્યકૃત વળાંક
प्रसामान्यीकृत चलबिंदु संख्या,સામાન્ય ફ્લોટિંગ પોઈન્ટ નંબર
प्रसामान्यक,નોર્મલાઇઝર
प्रसामान्य आव्यूह,સામાન્ય મેટ્રિક્સ
प्रसामान्य प्रायिकता वक्र,સામાન્ય સંભાવના વળાંક
प्रसामान्य प्रायिकता बंटन,સામાન્ય સંભાવના વિતરણ
"प्रसामान्य उपसमूह, विशिष्ट उपसमूह","સામાન્ય પેટાજૂથ, ચોક્કસ પેટાજૂથ"
मानकित रैखिक समष्टि,પ્રમાણિત રેખીય જગ્યા
सदिश मानक,વેક્ટર ધોરણ
"NOT गेट, न गेट","ગેટ નહીં, ગેટ નહીં"
नकुत्रापि सघन समुच्चय,નિશાચર ગાઢ એકંદર
निराकरणीय परिकल्पना,નલ પૂર્વધારણા
शून्य आव्यूह,શૂન્ય મેટ્રિક્સ
रिक्त समुच्चय,ખાલી સેટ
शून्य सदिश,શૂન્ય વેક્ટર
संख्या,સંખ્યા
संख्या अक्ष,સંખ્યા અક્ષ
संख्या पद्‌धति,સંખ્યા પદ્ધતિ
" संख्यांक (सं.) , संख्यात्मक (वि.)","સંખ્યાત્મક (વિ.), સંખ્યાત્મક (વિ.)"
"संख्यान, संख्या देना","નંબર માટે, નંબર માટે"
अंश,ભાગ
संख्यात्मक गुणांक,સંખ્યાત્મક ગુણાંક
संख्यात्मक अभिकलन,સંખ્યાત્મક ગણતરી
संख्यात्मक अवकलन,સંખ્યાત્મક તફાવત
संख्यात्मक विधि,સંખ્યાત્મક પદ્ધતિ
"n-सदिश , n-वेक्टर","n-વેક્ટર, n-વેક્ટર"
n-सदिश समष्टि,n-વેક્ટર જગ્યા
" वस्तु , पिडं , बिबं","પદાર્થ, શરીર, પદાર્થ"
उद्‌देश्य फलन,ઉદ્દેશ્ય કાર્ય
"तिर्यक, तिरछा","ત્રાંસુ, ત્રાંસુ"
तिर्यक अनंतस्पर्शी,ત્રાંસી એસિમ્પ્ટોટ
तिर्यक अक्ष,ત્રાંસી અક્ષ
"तिर्यक परिच्छेद , तिरछी काट","ક્રોસ સેક્શન, ક્રોસ સેક્શન"
प्रेक्षण,અવલોકન
प्रेक्षित बारंबारता,અવલોકન કરેલ આવર્તન
अधिक कोण,અસ્પષ્ટ કોણ
अष्टभुज,અષ્ટકોણ
अष्टफलक,અષ્ટકોણ
अष्टाधारी पद्‌धति,ઓક્ટલ સિસ્ટમ
अष्टांशक ,અષ્ટક
विषम,એકી
विषम वक्र,અસમપ્રમાણ વળાંક
विषम संख्या,એકી સંખ્યા
विषम क्रमचय,વિચિત્ર ક્રમચય
विषम बहुपद,વિચિત્ર બહુપદી
" ओजाइव , तोरण","ઓગિવ, તોરણ"
एकैकी संगति,એકાંત સંગઠન
एकैकी फलन,એક-એક કાર્ય
एकैकी प्रतिचित्र,એક નકશો
एकधा वर्गीकरण,એક-માર્ગી વર્ગીકરણ
आच्छादक प्रतिचित्र,ઓવરલેપ નકશો
"खुला, विवृत (वि.)","ખુલ્લું, ખુલ્લું (v.)"
विवृत गोलक,ખુલ્લો ગોળો
विवृत अंतराल,ખુલ્લું અંતરાલ
विवृत अर्धरेखा,ઓપન સેમિલાઇન
विवृत समुच्चय,ઓપન સેટ
प्रचालन,સંચાલન
संक्रिया विज्ञान,ઓપરેશન વિજ્ઞાન
संक्रिया विज्ञान,ઓપરેશન વિજ્ઞાન
" प्रचालक, ऑपरेटर , संकारक","ઓપરેટર, ઓપરેટર, ઓપરેટર"
सम्मुख कोण,વિરોધી કોણ
विपरीत घटना,વિપરીત ઘટના
इष्टतम आधारी सुसंगत हल,શ્રેષ્ઠ આધાર સુસંગત ઉકેલ
इष्टतम अवस्था,શ્રેષ્ઠ સ્થિતિ
इष्टतम प्रचय आमाप,શ્રેષ્ઠ આઉટપુટ કદ
इष्टतम मान,શ્રેષ્ઠ મૂલ્ય
"अनुकूलतम, इष्टतम","શ્રેષ્ઠ, શ્રેષ્ઠ"
कक्षा,વર્ગ
" क्रम , कोटि , घात , मूलांक , समूहांक","ઓર્ડર, ઓર્ડર, પાવર, રેડિક્સ, ગ્રુપ નંબર"
क्रमित युग्म,ઓર્ડર કરેલ જોડી
"क्रमित समुच्चय, क्रमित सेट","વર્ગીકૃત સમૂહ, છટણી કરેલ સમૂહ"
"क्रमण, क्रमीकरण","વર્ગીકરણ, વર્ગીકરણ"
"सारणिक की कोटि , डिटर्मिनेन्ट की कोटि","નિર્ધારકનો હુકમ, નિર્ધારકનો હુકમ"
समूह की कोटि,જૂથ ગ્રેડ
आव्यूह की कोटि,મેટ્રિક્સનો ક્રમ
समूह में अवयव की कोटि,તત્વોનું જૂથ
अवकल समीकरण की कोटि,વિભેદક સમીકરણનો ક્રમ
संक्रिया क्रम,ઓપરેશન ક્રમ
शून्यक कोटि,શૂન્ય ક્રમ
क्रमसूचक संख्या,ઓર્ડિનલ નંબરો
साधारण अवकल समीकरण,સરળ વિભેદક સમીકરણ
कोटि,ગ્રેડ
अभिविन्यसनीयता,અનુકૂલનક્ષમતા
दिकविन्यास,ઓરિએન્ટેશન
पृष्ठ का अभिविन्यास,પૃષ્ઠ અભિગમ
"उद्‌गम, उद्‌भव, उत्पत्ति","મૂળ, મૂળ, મૂળ"
निर्देश -मूल-बिंदु,મૂળ બિંદુ
लबं केंद्र,ઘેટાંનું કેન્દ્ર
"लंब कोणीय, लांबिक","ઊભી કોણીય, લંબ"
लंबकोणिक अक्ष,ઓર્થોગોનલ અક્ષ
लांबिक परिवार,લેમ્બિક કુટુંબ
"लांबिक समूह, लांबिक गुप","Lumbik Group, Lumbik Group"
लंबकोणीयता शर्त,ઓર્થોગોનાલિટી સ્થિતિ
लांबिकीकरण,ગતિશીલતા
लांबिक आव्यूह,ઓર્થોગોનલ મેટ્રિક્સ
"ऑर्थोनॉर्मल, प्रसामान्य लांबिक","ઓર્થોનોર્મલ, સામાન્ય ઓર્થોનોર્મલ"
प्रसामान्य लांबिक आधार,સામાન્ય ઊભી આધાર
दोलन,ઓસિલેશન
फलन का दोलन,કાર્યનું ઓસિલેશન
दोलनी फलन,ઓસીલેટરી કાર્ય
आश्लेषी,asleshi
बाह्य गुणनफल,બાહ્ય ઉત્પાદન
"निर्गत, निर्गम, उत्पादन,बहिर्वेश","આઉટપુટ, આઉટપુટ, આઉટપુટ, આઉટફ્લો"
अतिनिर्धारित निकाय,અતિનિર્ધારિત એન્ટિટી
युगलित तुलना,જોડી કરેલી સરખામણી
युगलतः असंयुक्त,જોડાયેલું
युगलतः स्वतंत्र,દંપતી સ્વતંત્ર
समांतर बल ,સમાંતર બળ
समांतर चतुर्भुज,સમાંતરગ્રામ
बल-समांतर चतुर्भुज,બળ સમાંતરગ્રામ
वेग-समांतर चतुर्भुज,વેગ સમાંતરગ્રામ
समांतर षट्फलक,સમાંતરગ્રામ
" प्राचल , अंतःखंडी अनुपात, पैरामीटर","પરિમાણો, આંતરછેદીય ગુણોત્તર, પરિમાણો"
अप्राचलिक,બિન-માનક
बंटन-प्राचल,વિતરણ પરિમાણ
प्राचलिक,પરિમાણ
प्राचलि क निर्देशांक,પરિમાણ કોઓર્ડિનેટ્સ
प्राचलिक वक्र,પેરામેટ્રિક વળાંક
प्राचलिक समीकरण,પેરામેટ્રિક સમીકરણ
प्राचलिक रैखि क प्रोग्रामन,પેરામેટ્રિક લીનિયર પ્રોગ્રામિંગ
प्राचल विधि,પરિમાણ પદ્ધતિ
प्राचलिक उद्‌देश्य फलन,પેરામેટ્રિક ઉદ્દેશ્ય કાર્ય
प्राचलिक प्रोग्रामन,પેરામીટર પ્રોગ્રામિંગ
प्राचलिक निरूपण,પરિમાણ રજૂઆત
प्राचलीकरण,પરિમાણીકરણ
"कोष्ठक, बंधनी","કૌંસ, બંધનકર્તા"
कोष्ठक चिह्न,કૌંસ
मूल समष्टि,પિતૃ વસ્તી
पैरेटो-वक्र,pareto-વળાંક
समता जांच,સમાનતા તપાસ
आंशिक संकरण,આંશિક વર્ણસંકરીકરણ
आंशिक सहसंबंध,આંશિક સહસંબંધ
आंशिक अवकलज,આંશિક ડેરિવેટિવ્ઝ
आंशिक अवकल समीकरण,આંશિક વિભેદક સમીકરણ
आंशिक अवकलन,આંશિક વિભેદક
आंशिक भिन्न,અપૂર્ણાંક અપૂર્ણાંક
आंशिक समाकलन,આંશિક એકીકરણ
अंशतः क्रमित,અંશતઃ ક્રમાંકિત
अंशतः क्रमित समुच्चय,આંશિક રીતે ઓર્ડર કરેલ સેટ
आंशिक क्रम,આંશિક ઓર્ડર
आंशिक समाश्रयण गुणांक,આંશિક રીગ્રેસન ગુણાંક
आंशिक योगफल,આંશિક રકમ
कण,કણ
विशिष्ट स्थिति,ચોક્કસ પરિસ્થિતિ
विशेष समाकल,ખાસ અભિન્ન
विशेष हल,ખાસ હળ
"विभाजन, वितरण","વિભાજન, વિતરણ"
आव्यूहों का विभाजन,મેટ્રિસિસનું વિભાજન
विभागकारी मान,વિભાગીય મૂલ્ય
पास्कल त्रिभुज,પાસ્કલ ત્રિકોણ
"चित्राम, प्रति मान, प्रति रूप, पैटर्न","આકૃતિ, પ્રતિ મૂલ્ય, પ્રતિ ફોર્મ, પેટર્ન"
प्रति रूप फलन,કાઉન્ટર ફંક્શન
प्रति रूप समस्या,નકલ સમસ્યા
नीतभार वेग,પેલોડ વેગ
भुगतान फलन,ચુકવણી કાર્ય
भुगतान आव्यूह,ચુકવણી મેટ્રિક્સ
p-आधार,પી-બેઝ
p-संचित्र,p-અક્ષર
पियानो-वक्र,પિયાનો-વળાંક
पियानो-समष्टि,પિયાનો સમૂહ
