Punjabi,Tamil
ਸੀਮਤ ਦੇਣਦਾਰੀ,வரையறுக்கப்பட்ட பொறுப்பு
ਸੀਮਤ ਟੈਂਡਰ,வரையறுக்கப்பட்ட டெண்டர்
ਲਿੰਕ,இணைப்பு
ਲਿੰਕਡ,இணைக்கப்பட்ட
ਲਿੰਕਡ ਫਾਈਲ,இணைக்கப்பட்ட கோப்பு
ਲਿੰਕ ਭਾਸ਼ਾ,இணைப்பு மொழி
ਤਰਲ ਪਦਾਰਥ,கலைக்கப்பட்ட சேதங்கள்
ਤਰਲ,கலைப்பு
ਤਰਲ,Limeator
ਸੂਚੀ,பட்டியல்
ਵਪਾਰ ਦੀ ਸੂਚੀ,வணிக பட்டியல்
ਪੜ੍ਹਾਉਣਾ,கல்வியறிவு
ਮੁਕੱਦਮਾ,வழக்குரைஞர்
ਮੁਕੱਦਮਾ,வழக்கு
Livel ਭੱਤਾ,விநியோக கொடுப்பனவு
ਪਸ਼ੂ,கால்நடைகள்
ਜੀਵਤ ਮਾਨਕ,வாழ்க்கைத்தரம்
ਜੀਵਤ ਤਨਖਾਹ,வாழ்க்கை ஊதியம்
ਲੋਡ ਹੋ ਰਿਹਾ ਹੈ,ஏற்றுகிறது
ਕਰਜ਼ਾ,கடன்
ਲੋਨਰ,கடன் வழங்குபவர்
ਕਰਜ਼ਾ ਵਿਭਾਗ,கடன் துறை
ਲਾਬੀ,லாபி
ਲਾਬਿੰਗ,பரப்புரை
ਸਮੇਂ ਤੇ ਲਾਕ,காலகட்டத்தில் பூட்டு
ਲਾਕ ਆਉਟ,பூட்டவும்
ਲੋਕੇ ਸਟੈਂਡਸੀ,லோகஸ் ஸ்டாண்டி
ਠਹਿਰਨਾ,லாட்ஜிங்
ਲੌਗ ਬੁੱਕ,பதிவு புத்தகம்
ਤਰਕ,தர்க்கம்
ਲੋਗੋ,லோகோ
ਲੰਬੀ ਦੂਰੀ ਦੀ ਕਾਲ,தொலை துார அழைப்பு
ਲੰਬਾ ਹੱਥ,நீண்ட கை
ਬਹੁਤ,நிறைய
ਘੱਟ,கீழ்
ਘੱਟ ਰੇਟ,குறைந்த விகிதம்
ਘੱਟ ਗ੍ਰੇਡ,குறைந்த தரம்
ਵਫ਼ਾਦਾਰ,விசுவாசமான
ਉੱਕਾ ਪੁੱਕਾ,மொத்த தொகை
Lumpsum ਗਰਾਂਟ,லம்ப்சம் மானியம்
ਮਸ਼ੀਨਰੀ,இயந்திரங்கள்
ਸਰਕਾਰ ਦੀ ਮਸ਼ੀਨਰੀ,அரசாங்கத்தின் இயந்திரங்கள்
ਰਸਾਲਾ,பத்திரிகை
ਮੇਲਿੰਗ ਲਿਸਟ,அஞ்சல் பட்டியலில்
ਕਾਇਮ ਰੱਖੋ,பராமரிக்கவும்
ਰੱਖ ਰਖਾਵ,பராமரிப்பு
ਮੇਜਰ,பெரிய
ਬਹੁਮਤ,பெரும்பான்மை
ਮੇਜਰ ਕੰਮ,பெரிய படைப்புகள்
ਸ਼ਰ੍ਰੰਗਾਰ,ஒப்பனை
ਭਿਆਨਕਤਾ,தவறான சரிசெய்தல்
ਬੁਰਾਈਆਂ,தவறான செயலாக்கம்
ਮਲਾਫਾਈਡ,மலாஃபைட்
ਬਦਸਲੂਕੀ,தீங்கு
ਗਲਤ,முறைகேடு
ਬਦਸਲੂਕੀ,துன்புறுத்தல்
ਪ੍ਰਬੰਧਨ,மேலாண்மை
ਮੈਨੇਜਰ,மேலாளர்
ਆਦੇਸ਼,ஆணை
ਲਾਜ਼ਮੀ ਹੈ,கட்டாயமாகும்
ਮੰਡੇਜ਼,மாண்டேன்கள்
ਮੈਨਹੋਰਸ,மனித நேரங்கள்
ਮੈਨੀਫੈਸਟੋ,அறிக்கை
ਹੇਰਾਫੇਰੀ,கையாளுதல்
ਚਾਲ,சூழ்ச்சி
ਮਨੁੱਖ ਸ਼ਕਤੀ,மனிதவளம்
ਮੈਨ-ਟੂ-ਮੈਨ ਰੈਂਕਿੰਗ,மனிதனுக்கு மனிதனுக்கு தரவரிசை
ਮੈਨੂਅਲ,கையேடு
ਹੱਥੀਂ ਕਿਰਤ,கைமுறையான உழைப்பு
ਉਤਪਾਦਨ,உற்பத்தி
ਨਿਰਮਾਤਾ,உற்பத்தியாளர்
ਖਰੜੇ,கையெழுத்துப் பிரதி
ਨਕਸ਼ਾ,வரைபடம்
ਹਾਸ਼ੀਏ,விளிம்பு
ਹਾਸ਼ੀਏ,ஓரளவு
ਵਿਵਾਹਿਕ ਦਰਜਾ,திருமண நிலை
ਮਾਰਕੀਟਿੰਗ,சந்தைப்படுத்தல்
ਮਾਰਕੀਟਿੰਗ ਆਰਥਿਕਤਾ,சந்தைப்படுத்தல் பொருளாதாரம்
ਮਾਰਕ,குறி
ਮਾਰਕਸਸ਼ੀਟ,மதிப்பீட்டு தாள்
ਅੰਕ ਪ੍ਰਾਪਤ ਕੀਤੇ,பெற்ற மதிப்பெண்கள்
ਪੁੰਜ,நிறை
ਪੁੰਜ ਸੰਚਾਰ,வெகுஜன தொடர்பு
ਪੁੰਜ ਦੀ ਖਪਤ,வெகுஜன நுகர்வு
ਪੁੰਜ ਟੀਕਾਕਰਨ,வெகுஜன நோய்த்தடுப்பு
ਮਾਸ ਮੀਡੀਆ,வெகுஜன ஊடகம்
ਵੱਡੇ ਪੱਧਰ ਉੱਤੇ ਉਤਪਾਦਨ,பெரும் உற்பத்தி
ਮਾਸਟਰ ਫਾਈਲ,முதன்மை கோப்பு
ਸਮਾਰੋਹ,விழாக்களின் மாஸ்டர்
ਮੁੱਖ ਯੋਜਨਾ,முதன்மை திட்டம்
ਮੇਲ ਖਾਂਦਾ ਗ੍ਰਾਂਟ,பொருந்தும் மானியம்
ਸਮੱਗਰੀ,பொருள்
ਜਣੇਪਾ,மகப்பேறு
ਜਣੇਪਾ - ਛੁੱਟੀ,மகப்பேறு விடுப்பு
ਮੈਟ੍ਰਿਕ,மெட்ரிகுலேட்
ਵਿਆਹ,திருமண
ਸਿਆਣੇ,முதிர்ந்த
ਮਿਆਦ ਪੂਰੀ ਹੋਣ ਦੀ ਮਿਤੀ,முதிர்ச்சி நாள்
ਵੱਧ ਤੋਂ ਵੱਧ,அதிகபட்சம்
ਮਤਲਬ,பொருள்
ਮਾਪ,அளவீடு
ਮਾਪ,அளவீட்டு
ਉਪਾਅ,நடவடிக்கைகள்
ਮਕੈਨਿਕ,பொறிமுறையாளர்
ਮਕੈਨੀਕਲ,இயந்திர
ਵਿਧੀ,பொறிமுறைகள்
ਮੀਡੀਆ,ஊடகங்கள்
ਵਿਚੋਲੇ,மத்தியஸ்தம்
ਮੈਡੀਕਲ,மருத்துவ
ਡਾਕਟਰੀ ਲਾਭ,மருத்துவ நன்மை
ਮੈਡੀਕਲ ਜਾਂਚ,மருத்துவத்தேர்வு
ਮੈਡੀਕੋ-ਕਾਨੂੰਨੀ,மருத்துவ-சட்ட
ਮਾਧਿਅਮ,நடுத்தர
ਕੈਮਰੇ ਵਿਚ ਮਿਲਣਾ,கேமராவில் சந்திப்பு
ਸਦੱਸ,உறுப்பினர்
ਮੀਮੋ,மெமோ
ਯਾਦਗਾਰ,நினைவகம்
ਮਾਨਸਿਕ ਯੋਗਤਾ,மன திறன்
ਮੇਨੂ,பட்டியல்
ਅਭੇਦ,இணைப்பு
ਮੈਰਿਟ,தகுதி
ਮੈਰਿਟ ਸੂਚੀ,தகுதி பட்டியல்
ਹੋਣਹਾਰ,சிறப்பான
ਗੁਣ,தகுதி
ਮੈਰਿਟ ਸਕਾਲਰਸ਼ਿਪ,தகுதி உதவித்தொகை
ਸੁਨੇਹਾ,செய்தி
ਵਿਧੀ,முறை
Method ੰਗ,முறை
Metroopolitan ਖੇਤਰ,பெருநகர பகுதி
ਮਿਡਲ ਇਨਕਮ ਗਰੁੱਪ,நடுத்தர வருமான குழு
ਵਿਚੋਲੇ,இடைத்தரகர்
ਮਿਡਵਾਈਫਰੀ,மருத்துவச்சி
ਪ੍ਰਵਾਸੀ,குடியேறியவர்
ਮਾਈਲੇਜ,மைலேஜ்
ਅੱਤਵਾਦ,போர்க்குணம்
ਹਜ਼ਾਰ ਸਾਲ,மில்லினியம்
ਛੋਟਾ,மினியேச்சர்
ਘੱਟੋ ਘੱਟ,குறைந்தபட்சம்
ਮਾਈਨਿੰਗ,சுரங்க
ਮੰਤਰਾਲੇ,மந்திரி
ਮੰਤਰਾਲਾ,அமைச்சகம்
ਨਾਬਾਲਗ,மைனர்
ਘੱਟ ਗਿਣਤੀ,சிறுபான்மை
ਮਾਮੂਲੀ ਕੰਮ,சிறிய படைப்புகள்
ਮਿੰਟ,நிமிடங்கள்
ਗ਼ਲਤਫ਼ਹਿਮੀ,முறைகேடு
ਦੁਰਵਿਵਹਾਰ,தவறான நடத்தை
ਇਨਸਾਫ ਦੀ ਗਰਭਪਾਤ,நீதியின் கருச்சிதைவு
ਫੁਟਕਲ,இதர
ਸ਼ਰਾਰਤ,குறும்பு
ਮਿਸਲਸੀਫਿਕੇਸ਼ਨ,தவறான வகைப்படுத்தல்
ਦੁਰਾਚਾਰ,தவறான நடத்தை
ਗੁੰਮਰਾਹ,தவறாக
ਗ਼ਲਤ ਪ੍ਰਬੰਧਨ,தவறான நிர்வாகம்
ਗਲਤ ਜਾਣਕਾਰੀ,தவறாக சித்தரித்தல்
ਤੱਥਾਂ ਦਾ ਗਲਤ ਹਿੱਸਾ,உண்மைகளை தவறாகப் பேசுதல்
ਗਲਤਫਹਿਮੀ,தவறான புரிதல்
ਦੁਰਵਰਤੋਂ,தவறாகப் பயன்படுத்துங்கள்
ਮਿਕਸਡ ਆਰਥਿਕਤਾ,கலப்பு பொருளாதாரம்
ਭੀੜ,கும்பல்
ਮੋਬਾਈਲ,கைபேசி
ਗਤੀਸ਼ੀਲਤਾ,இயக்கம்
ਮੋਡ,பயன்முறை
ਮਾਡਲ,மாதிரி
ਸੰਚਾਲਕ,மதிப்பீட்டாளர்
ਸੋਧ,மாற்றம்
ਮੋਡਸ ਓਪਰੇਂਡੀ,மோடஸ் ஓபராண்டி
ਮੁਦਰਾ ਗਰਾਂਟ,நாணய மானியம்
ਪੈਸਾ,பணம்
ਮਾਨੀਟਰ,கண்காணிக்கவும்
ਮੋਨੋਗਮ,ஒற்றுமை
ਮੋਨੋਗ੍ਰਾਮ,மோனோகிராம்
ਏਕਾਧਿਕਾਰ,ஏகபோகம்
ਏਕਾਧਿਕਾਰ,சலிப்பூட்டும்
ਮਾਸਿਕ ਟੂਰ ਡਾਇਰੀ,மாதாந்திர சுற்றுப்பயண நாட்குறிப்பு
ਮਹੀਨੇ ਤੋਂ ਮਹੀਨੇ,மாதம் முதல் மாதம்
ਨੈਤਿਕ,தார்மீக
ਮਨੋਬਲ,மன உறுதியை
ਨੈਤਿਕ ਮਿਹਨਤ,தார்மீக கொந்தளிப்பு
ਮੋਹਰ,தடை
ਮੌਤ,இறப்பு
ਗਿਰਵੀਨਾਮਾ,அடமானம்
ਸਭ ਗੁਪਤ,மிகவும் ரகசியமானது
ਮਾਤਾ - ਭਾਸ਼ਾ,தாய் மொழி
ਮੋਸ਼ਨ,இயக்கம்
ਮੋਸ਼ਨ ਅਧਿਐਨ,இயக்க ஆய்வு
ਪ੍ਰੇਰਣਾ,முயற்சி
ਮਨੋਰਥ,நோக்கம்
ਮੋਟੋ,குறிக்கோள்
ਮੂੰਹ,ஊதுகுழலாக
ਚੱਲ,நகரக்கூடிய
ਮੂਵ,நகர்வு
ਅੰਦੋਲਨ,இயக்கம்
ਬਹੁਪੱਖੀ,பலதரப்பட்ட
ਮਲਟੀਪਰਪਜ਼,பல்நோக்கு
ਮਿ municipal ਂਸਪਲ ਟੈਕਸ,நகராட்சி வரி
ਅਜਾਇਬ ਘਰ,அருங்காட்சியகம்
ਸੰਗੀਤ ਰੋਲ,மஸ்டர் ரோல்
ਪਰਿਵਰਤਨ,பிறழ்வு
ਮੈਟਿਸ ਬਦਬੂ,முட்டடிஸ் முட்டாண்டிஸ்
ਆਪਸੀ ਸਮਝ,பரஸ்பர புரிதல்
ਨਾਮ ਕਾਰਡ,பெயா் அட்டை
ਨਸ਼ੀਲੇ ਪਦਾਰਥ,போதைப்பொருள்
ਬਿਰਤਾਂਤ ਦਾ ਮੁਲਾਂਕਣ,விவரிப்பு மதிப்பீடு
ਬਿਰਤਾਂਤਕਾਰ,கதை
ਰਾਸ਼ਟਰ,தேசம்
ਰਾਸ਼ਟਰੀ,தேசிய
ਰਾਸ਼ਟਰਵਾਦ,தேசியவாதம்
ਕੌਮੀਅਤ,தேசியம்
ਰਾਸ਼ਟਰੀਕਰਨ,தேசியமயமாக்கல்
ਰਾਸ਼ਟਰੀ ਭਾਸ਼ਾ,தேசிய மொழி
ਰਾਸ਼ਟਰੀ ਬਚਤ ਪ੍ਰਮਾਣ ਪੱਤਰ,தேசிய சேமிப்பு சான்றிதழ்
ਦੇਸੀ,பூர்வீகம்
ਕੁਦਰਤੀ,இயற்கை
ਨੈਚੁਰਲਾਈਜ਼ੇਸ਼ਨ,இயற்கைமயமாக்கல்
ਨੇਵਲ ਫੋਰਸ,கடற்படை படை
ਨੇਵੀਗੇਬਲ,செல்லக்கூடியது
ਨੇਵੀਗੇਸ਼ਨ,வழிசெலுத்தல்
Nayes,நெய்ஸ்
ਜ਼ਰੂਰੀ ਕਾਰਵਾਈ,தேவையான நடவடிக்கை
ਲੋੜੀਂਦਾ,தேவை
ਨਕਾਰਾਤਮਕ,எதிர்மறை
ਅਣਗਹਿਲੀ,புறக்கணிப்பு
ਅਣਗਹਿਲੀ,அலட்சியம்
ਅਣਗੌਲਿਆ,மிகக் குறைவு
ਗੱਲਬਾਤ,பேச்சுவார்த்தை
ਗੱਲਬਾਤ ਕਰਨ ਯੋਗ ਸਾਧਨ,பேச்சுவார்த்தைக்குட்பட்ட கருவி
ਗੱਲਬਾਤ,பேச்சுவார்த்தை
ਗੱਲਬਾਤ ਕਰਨ ਵਾਲਾ,பேச்சுவார்த்தையாளர்
ਨੇਪੋਟਿਜ਼ਮ,நேபடிசம்
ਨੈੱਟ,நிகர
ਸ਼ੁੱਧ ਨਿਵੇਸ਼,நிகர முதலீடு
ਨਿਰਪੱਖ,நடுநிலை
ਖ਼ਬਰਾਂ,செய்தி
ਨਿ let ਜ਼ਲੈਟਰ,செய்திமடல்
ਅਖਬਾਰ,செய்தித்தாள்
ਖ਼ਬਰਾਂ ਪਾਠਕ,செய்தி வாசிப்பாளர்
ਅਗਲਾ ਵਾਰਿਸ,உறவினருக்கு அடுத்தது
ਨਾਈਟ ਡਿ duty ਟੀ,இரவு கடமை
ਨੀਲ ਰਿਪੋਰਟ,இல்லை அறிக்கை
ਕੋਈ ਦਾਖਲਾ ਨਹੀਂ,அனுமதி இல்லை
ਕੋਈ ਡਿਮਾਂਡ ਸਰਟੀਫਿਕੇਟ ਨਹੀਂ (= ਕੋਈ ਡੁਕੇਜ਼ ਸਰਟੀਫਿਕੇਟ ਨਹੀਂ),கோரிக்கை சான்றிதழ் இல்லை (= நிலுவைத் தொகை சான்றிதழ் இல்லை)
ਨਾਮਕਰਨ,பெயரிடல்
ਮਾਮੂਲੀ ਕੀਮਤ,பெயரளவு செலவு
ਨਾਮਾਤਰ ਮੁੱਲ (= ਫੇਸ ਵੈਲਯੂ),பெயரளவு மதிப்பு (= முக மதிப்பு)
ਨਾਮਜ਼ਦ,பரிந்துரைக்கவும்
ਨਾਮਜ਼ਦਗੀ,நியமனம்
ਨਾਮਜ਼ਦ,பரிந்துரைக்கப்பட்டவர்
ਗੈਰ-ਉਮਰ,வயது அல்ல
ਗੈਰ-ਯੋਗਦਾਨ ਦੇਣ ਵਾਲੀ,முரண்பாடு அல்லாதது
ਗੈਰ-ਜ਼ਰੂਰੀ,அத்தியாவசியமற்ற
ਗੈਰ-ਗਜ਼ਟਡ,கேசெட் அல்லாத
ਗੈਰ-ਵਿਆਜ ਸਹਿਣਸ਼ੀਲ,வட்டி அல்லாத தாங்கி
ਗੈਰ-ਨਿਆਂਇਕ,நீதித்துறை அல்ல
ਗੈਰ-ਮੰਤਰੀਆਂ,மந்திரி அல்லாத
ਗੈਰ-ਗੱਲਬਾਤ ਕਰਨ ਯੋਗ,பேச்சுவார்த்தைக்குட்பட்டது
ਗੈਰ-ਅਧਿਕਾਰੀ,உத்தியோகபூர்வமற்ற
ਗੈਰ-ਭੁਗਤਾਨ,கட்டணம் செலுத்தாமை
ਗੈਰ-ਭੁਗਤਾਨ ਸਰਟੀਫਿਕੇਟ,பணம் செலுத்தாத சான்றிதழ்
ਗੈਰ-ਅਭਿਆਸ ਭੱਤਾ,நடைமுறைப்படுத்தாத கொடுப்பனவு
ਗੈਰ-ਆਵਰਤੀ ਖਰਚਾ,மீண்டும் நிகழாத செலவு
ਪਰਤਾਵਾਂ ਨਹੀ,திருப்பிச் செலுத்த முடியாதது
ਗੈਰ-ਕਾਨੂੰਨੀ,சட்டமல்லாதவர்
ਗੈਰ-ਟੈਕਸਯੋਗ ਆਮਦਨੀ,வரி விதிக்கப்படாத வருமானம்
ਗੈਰ-ਤਕਨੀਕੀ ਪੋਸਟ,தொழில்நுட்பமற்ற இடுகை
ਗੈਰ-ਰਵਾਇਤੀ,பாரம்பரியமற்ற
ਨਾਜ਼ਬਾਨੀ ਸੰਚਾਰ,சொல்லாத தொடர்பு
ਕੋਈ ਇਤਰਾਜ਼ ਸਰਟੀਫਿਕੇਟ ਨਹੀਂ,ஆட்சேபனை சான்றிதழ் இல்லை
"ਕੋਈ ਲਾਭ ਨਹੀਂ, ਨੁਕਸਾਨ ਨਹੀਂ","லாபம் இல்லை, இழப்பு இல்லை"
ਆਦਰਸ਼,விதிமுறை
ਆਮ,சாதாரண
ਸਿਗਰਟਨੋਸ਼ੀ ਮਨ੍ਹਾਂ ਹੈ,புகை பிடிக்காதீர்
ਨੋਟ ਕਰਨ ਯੋਗ,குறிப்பிடத்தக்க
ਲਾਗੂ ਨਹੀਂ (ਐਨ.ਏ.),பொருந்தாது (N.A.)
ਉਪਲਬਧ ਨਹੀਂ (ਐਨ.ਏ.),கிடைக்கவில்லை (N.A.)
ਨੋਟ,குறிப்பு
ਨੋਟਿਸ,அறிவிப்பு
ਧਿਆਨ ਦੇਣ ਯੋਗ,கவனிக்கத்தக்கது
ਸੂਚਨਾ,அறிவிப்பு
ਸੂਚਿਤ ਖੇਤਰ,அறிவிக்கப்பட்ட பகுதி
ਨੋਟਿੰਗ ਅਤੇ ਡਰਾਫਟਿੰਗ,குறிப்பிடுதல் மற்றும் வரைவு
ਕਲਪਨਾਤਮਕ ਤਨਖਾਹ,கற்பனையான ஊதியம்
ਗੱਲਬਾਤ ਕਰਨ ਯੋਗ ਨਹੀਂ,பேச்சுவார்த்தைக்குட்பட்டது அல்ல
ਗੱਲਬਾਤ ਯੋਗ ਸਾਧਨ ਨਹੀਂ,பேச்சுவார்த்தைக்குட்பட்ட கருவி அல்ல
ਨਿ nuc ਕਲੀਅਸ,கரு
ਨਲ,ஏதுமில்லை
ਨਲ ਅਤੇ ਵੋਇਡ,பூஜ்ய மற்றும் வெற்றிட
ਗਿਣਤੀ,எண்
ਨੰਬਰ,எண்
ਅੰਕ,எண்
ਸਹੁੰ,சத்தியம்
ਵਫ਼ਾਦਾਰੀ ਦੀ ਸਹੁੰ,உறுதிமொழி
ਦਫਤਰ ਦੀ ਸਹੁੰ,அலுவலக சத்தியம்
ਆਗਿਆਕਾਰੀ,கீழ்ப்படிதல்
ਮਾਹਰ,இரங்கல்
ਆਬਜੈਕਟ,பொருள்
ਇਤਰਾਜ਼,ஆட்சேபனை
ਉਦੇਸ਼,குறிக்கோள்
ਆਬਜੈਕਟ ਅਤੇ ਕਾਰਨ,பொருள்கள் மற்றும் காரணங்கள்
ਲਾਜ਼ਮੀ ਹੈ,கடமை
ਅਸ਼ਲੀਲ,ஆபாசமான
ਅਸ਼ਲੀਲ ਇਸ਼ਾਰੇ,ஆபாச சைகை
ਨਿਰੀਖਕ,பார்வையாளர்
ਪੁਰਾਣੀ,வழக்கற்றுப் போய்விட்டது
ਰੁਕਾਵਟ,தடை
ਸਪੱਸ਼ਟ,வெளிப்படையானது
ਕਦੇ ਕਦੇ,அவ்வப்போது
ਕਿੱਤਾ,ஆக்கிரமிப்பு
ਮਾਲਕ,குடியிருப்பாளர்
ਕਿੱਤਾ,தொழில்
ਕਬਜ਼ਾ ਕਰੋ,ஆக்கிரமிக்க
ਓਕਟੋਈ ਡਿ duty ਟੀ,ஆக்ட்ரோய் கடமை
ਦਿਨ ਬੰਦ,விடுமுறை நாள்
ਡਿ duty ਟੀ ਤੋਂ ਬਾਹਰ,கடமை
ਅਪਮਾਨਜਨਕ,தாக்குதல்
ਪੇਸ਼ਕਸ਼,சலுகை
ਮੁਲਾਕਾਤ ਦੀ ਪੇਸ਼ਕਸ਼,நியமனம் வழங்குதல்
ਦਫਤਰ,அலுவலகம்
ਦਫਤਰ ਦਾ ਦਫਤਰ,லாப அலுவலகம்
ਅਧਿਕਾਰੀ,அதிகாரி
ਅਧਿਕਾਰ,அதிகாரப்பூர்வ
ਅਧਿਕਾਰਤ ਡਿ duty ਟੀ,அதிகாரப்பூர்வ கடமை
ਅਧਿਕਾਰੀ,அதிகாரப்பூர்வமானது
ਸਰਕਾਰੀ ਭਾਸ਼ਾ,உத்தியோகபூர்வ மொழி
ਅਧਿਕਾਰਤ,அதிகாரப்பூர்வமாக
ਅਧਿਕਾਰਤ ਰਿਪੋਰਟ,அதிகாரப்பூர்வ அறிக்கை
ਅਧਿਕਾਰਤ ਵਰਜ਼ਨ,அதிகாரப்பூர்வ பதிப்பு
ਕਾਰਜਕਾਰੀ,அலுவலர்
ਰਿਕਾਰਡ ਤੋਂ ਬਾਹਰ,பதிவிலிருந்து
ਠੀਕ ਹੈ (O.K.),சரி (ஓ.கே.)
ਓਮਬਡਸਮੈਨ,ஒம்புட்ஸ்மேன்
ਖਾਤਾ ਗ੍ਰਾਂਟ ਤੇ,கணக்கு மானியம்
ਮੰਗ ਉੱਤੇ,தேவைக்கேற்ப
ਕੰਮ ਤੇ,கடமையில்
ਇਕ ਪਾਸੜ,ஒரு பக்க
ਲਾਈਨ 'ਤੇ,நிகழ்நிலை
'ਤੇ-ਵਿਸ਼ੇਸ਼ ਡਿ duty ਟੀ,சிறப்பு கடமை
ਨੌਕਰੀ ਦੀ ਸਿਖਲਾਈ 'ਤੇ,வேலை பயிற்சியில்
ਆਨਸ,பொறுப்பு
ਖੁੱਲਾ ਦਿਨ,திறந்த நாள்
ਓਪਨ ਸਿਸਟਮ,திறந்த அமைப்பு
ਖੋਲ੍ਹਣਾ,திறப்பு
ਸੰਤੁਲਨ ਖੋਲ੍ਹਣਾ,ஆரம்ப இருப்பு
ਖੋਲ੍ਹਣ ਦੇ ਘੰਟੇ,தொடக்க நேரம்
ਓਪਨ ਸਿਖਲਾਈ,திறந்த கற்றல்
ਖੁੱਲਾ ਪੱਤਰ,திறந்த கடிதம்
ਓਪਨ ਯੂਨੀਵਰਸਿਟੀ,திறந்த பல்கலைக்கழகம்
ਓਪਰੇਟਿੰਗ ਲਾਗਤ,இயக்க செலவு
ਓਪਰੇਟਿੰਗ ਸਟਾਫ,இயக்க ஊழியர்கள்
ਓਪਰੇਸ਼ਨ,செயல்பாடு
ਆਪਰੇਟਿਵ,செயல்படும்
ਰਾਏ,கருத்து
ਵਿਰੋਧੀ ਧਿਰ,எதிர்ப்பு
ਚੋਣ,விருப்பம்
ਮੌਖਿਕ,வாய்வழி
ਆਰਡਰ,ஒழுங்கு
ਆਰਡਰ ਚੈੱਕ,ஆர்டர் காசோலை
ਰਿਜ਼ਰਵੇਸ਼ਨ ਦਾ ਆਰਡਰ,முன்பதிவு வரிசை
ਆਰਡੀਨੈਂਸ,கட்டளை
ਸੰਗਠਨ,அமைப்பு
ਸੰਸਥਾ ਚਾਰਟ,ஸ்தாபன வரைபடம்
ਪ੍ਰਬੰਧਕ,அமைப்பாளர்
ਅਧਾਰਤ,நோக்குநிலை
ਅਸਲ,அசல்
ਅਸਲ ਵਿਭਾਗ,அசல் துறை
ਅਸਲ ਵਿਕਰੀ ਡੀਡ,அசல் விற்பனை பத்திரம்
ਗੜਬੜਯੋਗ ਮਾਲਕ,வெளிப்படையான உரிமையாளர்
ਪ੍ਰਕੋਪ,தீவிர நோய்ப் பரவல்
ਪਹਿਰਾਵੇ ਭੱਤਾ,ஆடை கொடுப்பனவு
ਬਾਹਰ ਜਾਣ ਵਾਲੇ ਮੈਂਬਰ,வெளிச்செல்லும் உறுப்பினர்
ਬਾਹਰ ਜਾਣ ਵਾਲੀ ਫਾਈਲ,வெளிச்செல்லும் கோப்பு
ਖਰਚੇ,செலவு
ਆਉਟਲੈੱਟ,கடையின்
ਰੂਪਰੇਖਾ,அவுட்லைன்
ਆਉਟਲੁੱਕ,அவுட்லுக்
ਕੋਰਟ ਤੋਂ ਬਾਹਰ,நீதிமன்றத்திற்கு வெளியே
ਤਾਰੀਕ ਤੋ ਬਾਆਦ,கடந்த காலத்திற்கு வெளியே
ਕ੍ਰਮ ਦੇ ਬਾਹਰ,ஒழுங்கற்ற
ਪ੍ਰਿੰਟ ਤੋਂ ਬਾਹਰ,அச்சிடப்படாதது
ਵਾਰੀ ਤੋਂ ਬਾਹਰ,திருப்பத்திற்கு வெளியே
ਵਾਰੀ ਅਲਾਟਮੈਂਟ ਤੋਂ ਬਾਹਰ,திருப்பமான ஒதுக்கீட்டிற்கு வெளியே
ਚੌਕੀ,புறக்காவல்
ਆਉਟਪੁੱਟ,வெளியீடு
ਪੂਰੀ ਖਰੀਦ,வெளிப்படையான கொள்முதல்
ਆਉਟਸੋਰਸ,அவுட்சோர்ஸ்
ਬਕਾਇਆ,நிலுவையில் உள்ளது
ਵੱਧ ਉਮਰ,வயதுக்கு மேற்பட்டவர்கள்
ਕੁਲ ਮਿਲਾ ਕੇ,ஒட்டுமொத்த
ਸਮੁੱਚੀ ਘਾਟਾ,ஒட்டுமொத்த பற்றாக்குறை
ਉੱਤੇ ਬਿਲਿੰਗ,பில்லிங் மீது
ਓਵਰਚਾਰਜ,அதிக கட்டணம்
ਬਕਾਇਆ,தாமதமானது
ਬਹੁਤ ਜ਼ਿਆਦਾ,மிகைப்படுத்திய
ਓਵਰਹੈੱਡ ਚਾਰਜ,மேல்நிலை கட்டணம்
ਓਵਰਲੈਪਿੰਗ,ஒன்றுடன் ஒன்று
ਓਵਰਰਾਈਡ ਪ੍ਰਾਥਮਿਕਤਾ,முன்னுரிமையை மீறுகிறது
ਓਵਰ-ਨਿਯਮ,ஓவர்-ரூல்
ਨਿਗਰਾਨੀ,மேற்பார்வை
ਓਵਰਟਾਈਮ ਤਨਖਾਹ,கூடுதல் நேர ஊதியம்
ਓਵਰਵਲੂਟ,அதிக மதிப்பீட்டு
ਮਾਲਕੀਅਤ,உரிமை
ਪੈਕੇਜ,தொகுப்பு
ਪੈਕੇਜ ਸੌਦਾ,தொகுப்பு ஒப்பந்தம்
ਪੈਕਿੰਗ ਅਤੇ ਮਾਰਕਿੰਗ,பொதி மற்றும் குறித்தல்
ਪੈਕਿੰਗ ਸੂਚੀ,பொதி பட்டியல்
ਸਮਝੌਤਾ,ஒப்பந்தம்
ਦਾ ਭੁਗਤਾਨ,பணம்
ਪੂੰਜੀ ਦਾ ਭੁਗਤਾਨ ਕੀਤਾ,மூலதனம் செலுத்தப்பட்டது
ਪੈਂਫਲਿਟ,துண்டுப்பிரசுரம்
ਪੈਨਲ,பேனல்
ਕਾਗਜ਼,காகிதம்
ਪੈਰਾ,பாரா
ਪੈਰਾਮਾਉਂਟ,பாரமவுண்ட்
