Tamil,English
வடக்கு வெடிப்பு,Northern blotting
அறிவிக்கக்கூடிய நோய்,Notifiable disease
நடவு இல்லை,No-till planting
தீங்கு விளைவிக்கும் களைகள்,Noxious weeds
அணு காந்தம்,Nuclear magnetic
கருக்கள் அமிலம்,Nuclei acid
நியூக்ளியோபாக்டர்,Nucleobacter
நியூக்ளியோலஸ்,Nucleolus
உட்கரு அமிலம்,Nucleotide
கரு,Nucleus
பூஜ்ய கருதுகோள்,Null hypothesis
Fullisomic,Nullisomic
பூஜ்ய-பிறழ்வு,Null-mutation
செவிலியர் செல்,Nurse cell
செவிலியர் பயிர்,Nurse crop
நர்சரி,Nursery
நட்,Nut
ஊட்டச்சத்து சைக்கிள் ஓட்டுதல்,Nutrient cycling
ஊட்டச்சத்து குறைபாடு அறிகுறிகள்,Nutrient deficiency symptoms
ஊட்டச்சத்து,Nutrition
ஊட்டச்சத்து மதிப்பு,Nutritional value
ஊட்டச்சத்து மதிப்பு அட்டவணை,Nutritive value index
விவசாயம் தொடர்பான முக்கியமான தாவரங்களின் பெயர்கள்,Names of important plants related to agriculture
நாகாய் கற்பூரம்,Nagai camphor
நர்சிஸஸ்,Narcissus
நிஜெல்லா,Nigella
நைஜர்,Niger
இரவு மல்லிகை,Night jasmine
நிபா பாம்,Nipa palm
நட் புல்,Nut grass
நட்டு செட்ஜ்,Nut sedge
ஜாதிக்காய்,Nutmeg
நூற்புழு,Nematode
நட்டு அந்துப்பூச்சி,Nut weevil
நெமடவியலாளர்,Nematologist
ஏரோப்கள்,Obligate aerobes
கடமைப்பட்ட காற்றில்லா,Obligate anaerobes
கடமைப்பட்ட ஒட்டுண்ணி,Obligate parasite
கட்டாயம்,Obligate
ஆஃப் வகை தாவரங்கள்,Off-type plants
எண்ணெய் கேக்,Oil cake
ஒகாசாகி துண்டு,Okazaki fragment
Olericulture,Olericulture
ஒலிகோஜீன்,Oligogene
ஒலிகோணுக்ளியோடைடு,Oligonucleotide
ஆலிவ் எண்ணெய்,Olive oil
ஒமேகா -3-கொழுப்பு அமிலம்,Omega-3-fatty acid
சர்வ வல்லமையுள்ள,Omnivorous
ஆன்கோஜீன்,Oncogene
ஆன்கோஜெனிக் வைரஸ்,Oncogenic virus
ஆன்காலஜி,Oncology
பண்ணை ஆராய்ச்சி,On-farm research
ஓசைட்,Oocyte
இயக்க செலவு,Operating cost
ஓபரான்,Operon
வாய்ப்பு பயிர்,Opportunity cropping
உகந்த டோஸ்,Optimum dose
உகந்த பொருளாதார டோஸ்,Optimum economic dose
பழத்தோட்ட செயல்திறன்,Orchard efficiency
கரிம வேளாண்மை,Organic agriculture
ஆர்கானிக் கூழ்,Organic colloids
கரிம வேளாண்மை,Organic farming
கரிம உரம்,Organic manure
கரிம விஷயம்,Organic matter
கரிம நைட்ரஜன் (மண்),Organic nitrogen (soil)
கரிம பாஸ்பரஸ்,Organic phosphorus
கரிம மண்,Organic soil
ஆர்கானிக் கழிவுகள்,Organic wastes
கரிம,Organic
ஒழுங்கமைக்கப்பட்ட சந்தைப்படுத்தல்,Organised marketing
ஆர்கனோஜெனெஸிஸ்,Organogenesis
ஆர்கனோலெப்டிக் மதிப்பீடு,Organoleptic evaluation
ஒன்னிண்டாலஜி,Orninthology
ஆர்த்தடாக்ஸ் விதை,Orthodox seed
ஆர்த்தோகனல் பல்லுறுப்புறுப்பு சமன்பாடு,Orthogonal polynomial equation
சவ்வூடுபரவல்,Osmosis
ஆஸ்மோடிக் விளைவு,Osmotic effect
ஆஸ்மோடிக் ஆற்றல்,Osmotic potential
தீவிர நோய்ப் பரவல்,Out break
இனப்பெருக்கம்,Out breeding
சூளை,Oven
ஓவர்விண்டர்,Overwinter
ஒன்றுடன் ஒன்று தலைமுறை,Overlapping generation
முட்டை,Ovum
ஆக்சிஜனேற்றம்,Oxidation
ஆக்ஸிலோஃபைட்டுகள்,Oxylophytes
ஓட்ஸ்,Oats
எண்ணெய் பனை,Oil palm
ஒலியாண்டர்,Oleander
ஆலிவ்,Olive
வெங்காயம்,Onion
ஓபியம் பாப்பி,Opium poppy
"ஓரியண்டல் விமானம், ஐரோப்பிய விமான மரம்","Oriental plane, european plane tree"
பொதி,Packing
துடுப்பு,Paddock
ஜோடி வரிசை நடவு,Paired row planting
விதை,Palatability
பேனிகல்,Panicle
பாராசென்ட்ரிக் தலைகீழ்,Paracentric inversion
அளவுரு,Parameter
ஒட்டுண்ணி,Parasite
பரவும்,Parboiling
பாரன்கிமா,Parenchyma
பெற்றோர் ராக்,Parent rock
பார்னென்ட் வறட்சி,Parmanent drought
பார்த்தினோஜெனெஸிஸ்,Parthenogenesis
பகுதி காரணி உற்பத்தித்திறன்,Partial factor productivity
பங்கேற்பு கிராமப்புற மதிப்பீடு,Participatory rural appraisal
துகள் அடர்த்தி,Particle density
செயலற்ற உறிஞ்சுதல்,Passive absorption
மேய்ச்சல்,Pasture
மேய்ச்சல்,Pasturization
பி.சி.ஆர் (பாலிமரேஸ் சங்கிலி எதிர்வினை),PCR (polymerase chain reaction)
விவசாய விவசாயம்,Peasant farming
கரி (மண்),Peat (soil)
பெட்,Ped
பெடிகல்,Pedicel
வம்சாவளி,Pedigree
பெடோஜெனெஸிஸ்,Pedogenesis
ஹெடியல்,Pedology
தலாம்,Peel
உரித்தல்,Peeling
துகள்கள்,Pelleting
வழிந்தோடும்,Percolation
வற்றாத,Perennial
பெரிசென்ட்ரிக் தலைகீழ்,Pericentric inversion
பெரி-நகர்ப்புற,Peri-urban
ஊடுருவக்கூடிய தன்மை,Permeability
பெர்மாகல்ச்சர்,Permaculture
நிரந்தர வில்டிங் பாயிண்ட் (பி.டபிள்யூ.பி),Permanent wilting point (PWP)
அனுமதி குணகம்,Permability coefficient
ஊடுருவக்கூடிய விகிதம்,Permeability rate
ஊடுருவல்,Permeameter
தொடர்ச்சியான களைக்கொல்லி,Persistent herbicide
பூச்சிக்கொல்லி,Pesticide
பெட்ரோபைட்,Petrophyte
பேஜ்,Phage
கட்ட நடவு,Phased planting
பாஸ்மிட்,Phasmid
ஃபெல்லோஜென்,Phellogen
பினோலிக் கலவைகள்,Phenolic compounds
பினோலஜி,Phenology
பினோடைப்,Phenotype
பெரோமோன்,Pheromone
புளோம்,Phloem
பாஸ்பேட் நிர்ணயம்,Phosphate fixation
பாஸ்பேட் ராக்,Phosphate rock
பாஸ்பேட் கரைதிறன்,Phosphate solubilization
பாஸ்பேட் கரைதிறன்,Phosphate solubilizing
பாஸ்படைடு,Phosphatide
பாஸ்போ-ஜிப்சம்,Phospho-gypsum
பாஸ்போலிபிட்,Phospholipid
பாஸ்போரிலேஷன்,Phosphorylation
புகைப்பட நிறமாலை,Photo spectrometer
ஃபோட்டோட்ரோஃப்,Photoautotroph
ஒளி எதிர்வினை,Photochomical reaction
ஒளிச்சேர்க்கை,Photodecemposition
ஃபோட்டோமெட்ரி,Photometry
ஃபோட்டோமார்போஜெனெஸிஸ்,Photomorphogenesis
ஃபோட்டான்,Photon
புகைப்படம்-ஆக்சிஜனேற்றம்,Photo-oxidation
ஒளிச்சேர்க்கை,Photoperiod
ஒளிச்சேர்க்கை,Photoperiodism
ஃபோட்டோபாஸ்போரிலேஷன்,Photophosphorylation
ஒளிச்சேர்க்கை,Photoreactivation
ஒளிச்சேர்க்கை,Photoreceptor
ஒளிச்சேர்க்கை,Photorespiration
ஒளிச்சேர்க்கை,Photosynthesis
ஒளிச்சேர்க்கை செயல்திறன்,Photosynthetic efficiency
ஒளிச்சேர்க்கை,Photosynthetic quoitent
ஒளிச்சேர்க்கை,Photosynthetically
ஃபோட்டோட்ரோபிசம்,Phototropism
பைலோடி,Phyllody
பைலோடாக்ஸி,Phyllotaxy
உடல் வானிலை,Physical weathering
உடலியல் கோளாறு,Physiological disorder
உடலியல் வறட்சி,Physiological drought
உடலியல் இழப்பு,Physiological loss
உடலியல் முதிர்ச்சி,Physiological maturity
பைட்டோக்ரோம்,Phytochrome
பைட்டோ எக்ஸ்ட்ராக்ஷன்,Phytoextraction
பைட்டோமாஸ்,Phytomass
பைட்டோனெமடோட்,Phytonematode
பைட்டோரேமீடியேஷன்,Phytoremediation
பைட்டோசைடர்ஃபோர்,Phytosiderophore
பைட்டோடாக்ஸிக்,Phytotoxic
பைட்டோட்ரான்,Phytotron
பிக்சோகிராப்,Pictograph
பை வரைபடம்,Pie diagram
பைசோமீட்டர்,Piezometer
பிட்சர் விவசாயம்,Pitcher farming
வேலை வாய்ப்பு (உரம்),Placement (fertilizer)
நஞ்சுக்கொடி,Placenta
பிளானிங்,Planking
தாவர இனப்பெருக்கம்,Plant breeding
தாவர அடர்த்தி,Plant density
தாவர சூழலியல்,Plant ecology
தாவர வளர்ச்சி ஊக்குவிப்பாளர்,Plant growth promotor
தாவர வளர்ச்சி சீராக்கி,Plant growth regulator
தாவர அறிமுகம்,Plant introduction
தாவர ஊட்டச்சத்துக்கள்,Plant nutrients
தாவர ஊட்டச்சத்து,Plant nutrition
தாவர தனிமைப்படுத்தல் ஒழுங்குமுறை,Plant quarantine regulation
தாவர திசு சோதனை,Plant tissue test
தோட்ட பயிர்கள்,Plantation crops
தோட்டக்காரர்,Planter
நடவு பொருள்,Planting material
நடவு விகிதம்,Planting ratio
பிளாஸ்மா,Plasma
பிளாஸ்மா சவ்வு,Plasma membrame
பிளாஸ்மிட்,Plasmid
பிளாஸ்மோடெஸ்மாட்டா,Plasmodesmata
பிளாஸ்மோலிசிஸ்,Plasmolysis
பிளாஸ்டிசிட்டி,Plasticity
பிளாஸ்டிக் வளர்ப்பு,Plasticulture
பிளாஸ்டிட்,Plastid
ப்ளியோட்ரோபிக் மரபணு,Pleiotropic gene
சதி (சோதனை),Plot (experimental)
உழவு,Ploughing
பிளக்-சோல்,Plough-sole
பிளக்-சோல் பிளேஸ்மென்ட்,Plough-sole placement
ப்ளூவல் அரிசி நிலங்கள்,Pluvial rice lands
Pluvic,Pluvic
நியூமேடிக் ஸ்ப்ரேயர்,Pneumatic sprayer
நியூமாடோபோர்,Pneumatophore
போட்ஸோல் மண்,Podzol soil
போட்ஸோலைசேஷன்,Podzolization
புள்ளி பிறழ்வு,Point mutation
பாய்சன் விநியோகம்,Poisson distribution
மகரந்தச் சேர்க்கை,Pollinator
பாலிம்பிரோனி,Polyembrony
பாலிமரைசேஷன்,Polymerization
பாலிமார்பிசம்,Polymorphism
பாலிஸ்பெர்மி,Polyspermy
பாலிடீன் குரோமோசோம்,Polytene chromosome
POMOLOGY,Pomology
மக்கள் தொகை,Population
போரோசிட்டி (துளை-இடம்),Porosity (pore-space)
பிந்தைய வெளிப்பாடு,Post-emergence
அறுவடை பிந்தைய,Post harvest
அறுவடைக்கு பிந்தைய உழவு,Post-harvest tillage
பொட்டாசியம் உறிஞ்சுதல் விகிதம்,Potassium absorption ratio
பொட்டாசியம் சரிசெய்தல்,Potassium fixation
சாத்தியமான அமிலத்தன்மை,Potential acidity
சாத்தியமான பயிர் மகசூல்,Potential crop yield
சாத்தியமான ஆவியாதல்,Potential evaporation
சாத்தியமான ஆவியாதல் செயல்திறன்,Potential evapotransformation
கோழி விவசாயம்,Poultry farming
புல்வெளி,Prairie
முன் தாங்கும் காலம்,Pre-bearing period
மழைப்பொழிவு,Precipitation
துல்லிய விவசாயம்,Precision farming
துல்லிய விவசாயம்,Precision agriculture
பிரிடேட்டர்,Predator
முன் வெளிப்பாடு,Pre-emergence
முன் வெளிப்பாடு சிகிச்சை,Pre-emergence treatment
சிகிச்சையை முன்கூட்டியே,Preplanting treatment
அழுத்தவும்,Pressmud
அழுத்தம் சாய்வு,Pressure gradient
விலை நெகிழ்ச்சி,Price elasticity
விலை அட்டவணை,Price index
முதன்மை கலாச்சாரம்,Primary culture
முதன்மை வளர்ச்சி,Primary growth
முதன்மை உழவு,Primary tillage
ப்ரைமர்,Primer
ஆரம்பம் (புகையிலை),Priming (tobacco)
ஆதிகால நிலை,Primordial stage
ப்ரியான்,Prion
நிகழ்தகவு,Probability
விசாரணை,Probe
சிக்கல் மண்,Problem soil
செயலாக்கம்,Processing
உற்பத்தி செயல்பாடு,Production function
உற்பத்தித்திறன்,Productivity
லாபம்,Profit
வம்சாவளி சோதனை,Progeny-testing
முற்போக்கான விவசாயி,Progressive farmer
திட்ட மதிப்பீடு,Project evaluation
புரோகாரியோட்,Prokaryote
விளம்பரதாரர்,Promotor
முற்காப்பு தெளிப்பு,Prophylactic spray
தனியுரிம சாகுபடி,Proprietary cultivar
புரோட்டான்ட்ரஸ்,Protandrous
புரத,Protein
புரத பொறியியல்,Protein engineering
புரத வரிசைமுறை,Protein sequencing
புரத தொகுப்பு,Protein synthesis
புரோட்டியோமிக்ஸ்,Proteomics
புரோட்டோஜினி,Protogyny
புரோட்டோபிளாசம்,Protoplasm
புரோட்டோட்ரோஃப்,Prototroph
பிரஸ்ஸிக் அமிலம் (எச்.சி.என்/துரின்),Prussic acid (HCN/dhurin)
போலி,Pseudoallele
சூடோஹெர்மாஃப்ரோடைட்,Pseudohermaphrodite
மனநிலை,Psychrometer
குட்டை,Puddle
குட்டையான மண்,Puddled soil
குட்டை,Puddling
கூழ்,Pulping
துடிப்பு விதை,Pulse seed
துளையிடல்,Pulverization
துளையிடுதல் (மண்),Pulverization (soil)
கடுமையான,Pungent
தூய கலாச்சாரம்,Pure culture
தூய வரி,Pure line
தூய வரி தேர்வு,Pure line selection
சுத்திகரிப்பு,Purgative
சுத்திகரிப்பு,Purification
தூய்மை சோதனை,Purity test
பைரனோமீட்டர்,Pyranometer
பைர்ஜோமீட்டர்,Pyregeometer
பைரெலியோமீட்டர்,Pyreheliometer
நெல்,Paddy
பால்மரோசா,Palmarosa
பாமிரா பாம்,Palmyra palm
பாண்டனஸ்,Pandanus
பப்பாளி,Papaya
பாரா புல்,Para grass
வோக்கோசு,Parsley
"பார்த்தீனியம், (காங்கிரஸ் புல்)","Parthenium, (congress grass)"
பேட்ச ou லி,Patchouli
பீச்,Peach
"மயில் மலர், சொர்க்க மலர்","Peacock flower, paradise flower"
பேரிக்காய்,Pear
முத்து தினை,Pearl millet
பட்டாணி,Peas
பெக்கன் நட்டு,Pecan nut
பென்னல்,Pennel
பெபினோ,Pepino
மிளகு,Pepper
பெரில்லா,Perillla
பெரிவிங்கிள்,Periwinkle
பெர்சிமோன்,Persimmon
ஃபால்சா,Phalsa
புறா,Pigeonpea
பிம்பர்னல் (அனகல்லிஸ்),Pimpernel (anagallis)
பைன்,Pine
அன்னாசி,Pineapple
"பிஸ்தா, பச்சை பாதாம்","Pistachio, green almond"
பிளம்,Plum
சுட்டிக்காட்டப்பட்ட சுண்டைக்காய்,Pointed gourd
மாதுளை,Pomegranate
பொங்கம்,Pongam
போப்லர்,Poplar
பாப்பி,Poppy
போர்டுலாக்கா,Portulaca
உருளைக்கிழங்கு,Potato
முட்கள் நிறைந்த பாப்பி,Prickly poppy
"பிரைட் ஆஃப் இந்தியா, சீனா மரம்","Pride of India, China tree"
புரோசோ தினை,Proso millet
சைலியம்,Psyllium
புலாசான்,Pulasaan
பும்கின்,Pumkin
பம்மலோ,Pummelo
வர்ணம் பூசப்பட்ட பிழை,Painted bug
கிளி,Parrot
மயில்,Peacock
நெற்று துளைப்பான்,Pod borer
நெற்று பறக்க,Pod fly
துடிப்பு வண்டு,Pulse beetle
பைரில்லா,Pyrilla
நோயியல் நிபுணர்,Pathologist
பாததையாளர்,Pedologist
தாவர வளர்ப்பாளர்,Plant breeder
தாவர நோயியல் நிபுணர்,Plant pathologist
தாவர உடலியல் நிபுணர்,Plant physiologist
போமாலஜிஸ்ட்,Pomologist
கே 10,Q 10
QTL (அளவு பண்பு லோகி),QTL (quantitative trait loci)
நாற்காலி,Quadrat
இருபடி பதில்,Quadratic response
நான்கு மடங்கு பயிர்,Quadruple cropping
தரமான பரம்பரை,Qualitative inheritance
தரமான விதை,Quality seed
அளவு மரபியல்,Quantitative genetics
அளவு பரம்பரை,Quantitative inheritance
குவாண்டம் விதை,Quantum seed
தனிமைப்படுத்துதல்,Quarantine
தனிமைப்படுத்தப்பட்ட பூச்சி,Quarantine pest
குவார்ட்ஸ்,Quartz
விரைவான சோதனை,Quick test
Quescence,Quiescence
குவிஸ் சென்டர் மையம்,Quiscent centre
காடை,Quail
ராணி தேனீ,Queen bee
R மதிப்பு,R value
ரபி (குளிர்காலம்) பயிர்,Rabi (winter) crop
ரேஸ்ம்,Raceme
கதிர்வீச்சு,Radiation
ரேடிகல்,Radicle
கதிரியக்கத்தன்மை,Radioactivity
கதிரியக்கவியல்,Radiobiology
ரேடியோமுனோ மதிப்பீடு,Radiommuno assay
ரேடியோஐசோடோப்,Radioisotope
மழைநீர் சேகரிப்பு,Rain water harvesting
ரெயின்போ புரட்சி,Rainbow revolution
மழை,Rainfall
மழைக்காலம்,Rainfed
மழை அளவி,Rain-gauge
மழைக்காலம்,Rainy season
உயர்த்தப்பட்ட படுக்கை,Raised bed
பண்ணையில்,Ranching
Rancidity,Rancidity
சீரற்ற பெருக்கப்பட்ட பாலிமார்பிக்,Random amplified polymorphic
சீரற்ற மாதிரி,Random sample
சீரற்றமயமாக்கல்,Randomization
சீரற்ற தொகுதி வடிவமைப்பு,Randomized block design
வரம்பு (புள்ளிவிவரம்),Range (Statistics)
ரேஞ்ச்லேண்ட்,Rangeland
வரம்பு மேலாண்மை,Range management
விரைவான கிராமப்புற மதிப்பீடு (ஆர்ஆர்ஏ),Rapid rural appraisal (RRA)
ரேஷன்,Ration
ரட்டூன்,Ratoon
ரட்டூன் பயிர்,Ratoon cropping
அறுவடை,Reaper
மறுபரிசீலனை விதை,Recalcitrant seed
மந்தநிலை விவசாயம்,Recession farming
மந்தநிலை கட்டம்,Recession phase
பின்னடைவு,Recessive
மீள்நிரப்பு,Recharge
பரஸ்பர மரபணுக்கள்,Reciprocal genes
மீட்டெடுக்கப்பட்ட நிலம்,Reclaimed land
மறுசீரமைப்பு,Recombinant
மறுசீரமைப்பு டி.என்.ஏ தொழில்நுட்பம்,Recombinant DNA technology
மறுசீரமைப்பு,Recombination
மறுபரிசீலனை செய்யுங்கள்,Recon
உளவு ஆய்வு,Reconnaissance survey
தொடர்ச்சியான பெற்றோர்,Recurrent parent
மறுசுழற்சி செய்யக்கூடிய கழிவு,Recyclable waste
சிவப்பு ஆல்கா,Red algae
சிவப்பு தரவு புத்தகம்,Red data book
சிவப்பு மண்,Red soils
ரெடாக்ஸ் ஆற்றல்,Redox potential
குறைக்கப்பட்ட மாதிரி,Reduced sample
குறைக்கப்பட்ட உழவு,Reduced tillage
சர்க்கரையை குறைத்தல்,Reducing sugar
குறைப்பு,Reduction
குறிப்பு பயிர்,Reference crop
பிரதிபலிப்பு குணகம்,Reflection coefficient
பிரதிபலிப்பு,Reflection
ரிஃப்ளெக்ஸ் ஸ்டேமன்,Reflexed stamen
ஒளிவிலகல்,Refractive index
ரிஃப்ராக்டோமீட்டர்,Refractometer
மீளுருவாக்கம்,Regeneration
பதிவுசெய்யப்பட்ட விதை,Registered seed
ரெகோலித்,Regolith
பின்னடைவு,Regression
பின்னடைவு குணகம்,Regression coefficient
சீராக்கி மரபணு,Regulator gene
உறவினர் பயிர்-தீவிரம் அட்டவணை,Relative crop-intensity index
உறவினர் கூட்டக் குணகம் (கே),Relative crowding coefficient (K)
உறவினர் வளர்ச்சி விகிதம் (ஆர்.ஜி.ஆர்),Relative growth rate (RGR)
உறவினர் ஈரப்பதம் (ஆர்.எச்),Relative humidity (RH)
உறவினர் பரவல் குறியீடு,Relative spread index
உறவினர் நீர் உள்ளடக்கம்,Relative water content
உறவினர் களை,Relative weed
உறவினர் மகசூல் அட்டவணை,Relative yield index
உறவினர் மகசூல் மொத்தம்,Relative yield total
ரிலே பயிர்,Relay cropping
துயர் நீக்கம்,Relief
தொலை உணர்வு,Remote sensing
புதுப்பிக்கத்தக்க ஆற்றல் ஆதாரங்கள்,Renewable sources of energy
புதுப்பித்தல்,Renovation
விரட்டும்,Repellent
பிரதி முட்கரண்டி,Replication fork
பிரதிசெய்கை,Replication
நிருபர் மரபணு,Reporter gene
உரத்தின் எஞ்சிய விளைவு,Residual effect of fertilizer
உரம் மீதமுள்ள விளைவு,Residual effect of manure
மீதமுள்ள சோடியம் கார்பனேட்,Residual sodium carbonate
மீதமுள்ள மண் கருவுறுதல்,Residual soil fertility
எச்சம்,Residue
பின்னடைவு,Resilience (crop)
வள-பயன்பாட்டு குறியீடுகள் (ருய்),Resource-use indices (RUI)
சுவாசம் அமைதியானது,Respiration quiotent
சுவாச நிறமிகள்,Respiratory pigments
சுவாச மேற்கோள்,Respiratory quotient
மறுமொழி வளைவு,Response curve
பதில்,Response
மறுசீரமைப்பு கரு,Restitution nucleus
மீட்டெடுப்பவர் வரி,Restorer line
கட்டுப்பாடு நொதி,Restriction enzyme
கட்டுப்பாடு துண்டு,Restriction fragment
முடிவு ஆர்ப்பாட்டம்,Result demonstration
சில்லறை விற்பனை,Retailing
ரிடார்டர்,Retarder
ரெட்ரோவைரஸ்,Retrovirus
ஓய்வு,Retting
வருவாய்,Revenue
தலைகீழ் மரபியல்,Reverse genetics
தலைகீழ் பிறழ்வு,Reverse mutation
ரைசோபாக்டீரியா (பிஜிபிஆர்),Rhizobacteria (PGPR)
ரைசோடெபோசிஷன்,Rhizodeposition
ரைசாய்டு,Rhizoid
வேர்த்தண்டுக்கிழங்கு,Rhizome
ரைசோஸ்பியர்,Rhizosphere
ரைபோசோம்,Ribosome
உயிரினங்களைப் போன்ற ரிக்கெட்சியா,Rickettsia like organisms
ரிட்ஜ் முன்னாள் (ரிட்ஜர்),Ridge former (ridger)
ரிட்ஜ் நடவு,Ridge planting
ரிட்ஜ் மொட்டை மாடி,Ridge terrace
ரிட்ஜ் வரை,Ridge till
ரில் அரிப்பு,Rill erosion
ஆபத்து,Risk
ஆர்.என்.ஏ ஏணி,RNA Ladder
பாறை,Rock
முரட்டு,Rogue
முரட்டுத்தனமாக,Roguing
வேர் பயிர்,Root crop
ரூட் எக்ஸுடேட்,Root exudates
ரூட் பித்தப்பை நூற்புழு,Root gall nematode
ரூட் தூண்டும் பிளாஸ்மிட்,Root inducing plasmid
ரூட் முடிச்சுகள்,Root nodules
வேர்ஸ்டாக்,Rootstock
ரொசெட் நோய்,Rosette disease
ரோசெட் பாலிம்பிரியோனி,Rosette polyembryony
ரோசெட் வைரஸ்,Rosette virus
ரோட்டரி உழவு,Rotary tillage
சுழற்சி மேய்ச்சல்,Rotational grazing
முரட்டுத்தனமான,Roughage
வரிசை பயிர்கள்,Row crops
வரிசை இன்டர் பயிர்,Row intercropping
ஆர்.டி.எஸ் பானம்,RTS beverage
ஓட்டப்பந்தய வீரர்,Runner
ரன்-ஆஃப் விவசாயம்,Run-off farming
ரன்-ஆஃப்,Run-off
கிராமப்புற பிராந்திய வங்கி,Rural regional bank
முள்ளங்கி,Radish
மழை மரம்,Rain tree
திராட்சை,Raisin
ரம்புட்டான்,Rambutan
ரங்கூன் க்ரீப்பர்,Rangoon creeper
ராப்சீட்,Rapeseed
ராஸ்பெர்ரி,Raspberry
எலி-வால் முள்ளங்கி,Rat-tail radish
பிரம்பு,Rattan
சிவப்பு சிடார் (டூனா),Red cedar (toona)
சிவப்பு க்ளோவர்,Red clover
சிவப்பு பட்டு மரம்,Red silk tree
ரீட் புல்,Reed grass
ரோட்ஸ் புல்,Rhodes grass
ரோடோடென்ட்ரான்,Rhododendron
ருஸ்,Rhus
அரிசி,Rice
ரிட்ஜ் சுண்டைக்காய்,Ridged gourd
உயர்ந்தது,Rose
ரோஸ் பெர்ரி,Rose berry
ரோஸ்மேரி,Rosemary
சுற்று சுண்டைக்காய்,Round gourd
ரப்பர்,Rubber
எலி,Rat
சிவப்பு பனை அந்துப்பூச்சி,Red palm weevil
சிவப்பு பூசணி வண்டு,Red pumpkin beetle
ரைனோசெரோஸ் வண்டு,Rhinoceros beetle
அரிசி அந்துப்பூச்சி,Rice weevil
உமிழ்நீர் ஆல்கி மண்,Saline alkali soil
உமிழ்நீர் மண்,Saline soil
உமிழ்நீர்,Salinization
உமிழ்நீர் சுரப்பி குரோமோசோம்,Salivary gland chromosome
உப்பு,Salt
உப்பு பாதிக்கப்பட்ட மண்,Salt-affected soil
உப்பு அட்டவணை,Salt index
உப்பு அழுத்தம்,Salt stress
உப்பு சகிப்புத்தன்மை,Salt tolerance
மாதிரி,Sample
மாதிரி பிழை,Sampling error
மாதிரி அலகு,Sampling unit
மாதிரி,Sampling
மணல்,Sand
சாண்டி களிமண்,Sandy clay
சாண்டி களிமண்,Sandy loam
மணல் நிறைந்த பூமி,Sandy soil
SAP,Sap
சப்பிங்,Sapling
Saponification மதிப்பு,Saponification value
செயற்கைக்கோள் டி.என்.ஏ.,Satellite DNA
செயற்கைக்கோள் களை,Satellite weed
நிறைவுற்ற நீராவி அழுத்தம்,Saturated vapour pressure
சவன்னா,Savanna
ஸ்காஃபோல்ட் புரதம்,Scafold protein
ஸ்கேப்,Scape
ஸ்கார்ஃபிகேஷன்,Scarification
சியோன்,Scion
சியோபைட்டுகள்,Sciophytes
பருவகால சுழற்சி,Seasonal cycle
பருவகால வறட்சி,Seasonal drought
பருவகால ஆலை,Seasonal plant
இரண்டாம் நிலை வளர்ச்சி,Secondary growth
இரண்டாம் நிலை தாவர ஊட்டச்சத்துக்கள்,Secondary plant nutrients
இரண்டாம் நிலை உற்பத்தித்திறன்,Secondary productivity
இரண்டாம் நிலை உழவு,Secondary tillage
செட்ஜ்,Sedge
விதை பிறந்த பூஞ்சை,Seed borne fungus
விதை சான்றிதழ்,Seed certification
விதை கடினப்படுத்துதல்,Seed hardening
விதை சிகிச்சை,Seed treatment
விதை-கம்-உர துரப்பணம்,Seed-cum-fertilizer drill
நாற்று,Seedling
Seepage,Seepage
பாகுபாடு,Segregation
தேர்ந்தெடுக்கக்கூடிய மார்க்கர்,Selectable marker
தேர்வு அழுத்தம்,Selection pressure
தேர்ந்தெடுக்கப்பட்ட களைக்கொல்லி,Selective herbicide
தேர்ந்தெடுப்பு அட்டவணை,Selectivity index
சுய கருத்தரித்தல்,Self fertilization
தன்னிறைவு,Self sufficiency
சுய மெல்லிய திறன்,Self thinning capacity
சுயநல,Self-fruitful
சுய-முரண்பாடு,Self-incompatibility
சுயநல டி.என்.ஏ,Selfish DNA
அரை வறண்ட,Semi-arid
உணர்ச்சி மதிப்பீடு,Sensory evaluation
செபால்,Sepal
தொடர்ச்சியான பயிர்,Sequential cropping
தொடர் நீர்த்தல்,Serial dilution
புத்துணர்ச்சி,Sericulture
செரோலஜி,Serology
சீரம்,Serum
பாலின நிர்ணயம்,Sex-determination
பாலியல்-இணைப்பு,Sex-linkage
பாலியல் பரப்புதல்,Sexual propagation
தாள் அரிப்பு,Sheet erosion
ஷெல்லிங்,Shelling
தங்குமிடம் பெல்ட்,Shelter belt
குறுகிய நாள் ஆலை,Short-day plant
குறுகிய அலை கதிர்வீச்சு,Short-wave radiation
ஷட்டில் வெக்டர்,Shuttle vector
உடன்பிறப்பு,Sibling
அரிவாள் செல் இரத்த சோகை,Sickle cell anemia
சிக்மாய்டு வளைவு,Sigmoid curve
சிக்னல் கருதுகோள்,Signal hypothesis
முக்கியத்துவம் சோதனை,Significance test
சிலேஜ்,Silage
சிலோ,Silo
மண்,Silt
சில்ட் களிமண்,Silt loam
சில்விக்கால்ச்சர்,Silviculture
மூழ்கி,Sink
மூழ்கும் திறன்,Sink capacity
சகோதரி குரோமாடிட்,Sister chromatid
தளம் சார்ந்த ஊட்டச்சத்து மேலாண்மை,Site-specific nutrient management
வளைந்த விநியோகம்,Skewed distribution
வரிசை நடவு தவிர்க்கவும்,Skip row planting
சேறு அச்சு,Slime mould
