English,Marathi
Negative gate,नकारात्मक गेट
Negative AND gate,नकारात्मक शेवटचे गेट
Negative clamper,नकारात्मक बंधन
Negative clipper,नकारात्मक कातरणे
Negative edge,नकारात्मक कोर
Negative emitter follower,नकारात्मक उत्सर्जक अनुगामी
Negative feedback,नकारात्मक पुनर्गुंतवणूक
Negative feedback amplifier,नकारात्मक पुनर्गुंतवणूक अॅम्प्लिफायर
Negative logic,नकारात्मक युक्तिवाद
Negative OR gate,ऋण किंवा गेट
Negative polarity,नकारात्मक ध्रुवता
Negative resistance,नकारात्मक प्रतिकार
Negative resistance region,नकारात्मक प्रतिकार क्षेत्र
Negative supply,नकारात्मक पुरवठा
Negative temperature,नकारात्मक तापमान
Negative temperature coefficient,नकारात्मक तापमान गुणांक
Negative transmission,नकारात्मक प्रसार
Negative tree,नकारात्मक झाड
Negative tunnel diode,नकारात्मक बोगदा डायोड
Negative-false,नकारात्मक खोटे
Negative-true,नकारात्मक सत्य
Negligible,उपेक्षणीय
Nematic liquid crystal,नेमॅटिक फ्लुइड क्रिस्टल
Nemative mode,नकारात्मक मोड
Neon lamp,निऑन दिवा
Neper,नॅपर
Nested branching,नेस्टेड शाखा
Nested task flag,नेस्टेड कामाचे चिन्ह
Nesting,घरटे
Net impurity concentration,पूर्ण अशुद्धता एकाग्रता
Net list,निव्वळ यादी
Network,"नेटवर्क, नेटवर्क"
Network drive,नेटवर्क ड्राइव्ह
Network driver,नेटवर्क ऑपरेटर
Network model,नेटवर्क मॉडेल
Network operating system,नेटवर्क ऑपरेटिंग सिस्टम
Network server,नेटवर्क सर्व्हर
Network structure,नेटवर्क संरचना
Network theory,नेटवर्क सिद्धांत
Network topology,नेटवर्क टोपोलॉजी
Neutral,मूडी
Neutral line,तटस्थ रेषा
Neutral region,उदासीन क्षेत्र
Neutralising circuit,तटस्थीकरण सर्किट
Neutralization,तटस्थीकरण
Neutron,न्यूट्रॉन
New generation CP,नेक्स्ट जनरेशन CPU
New line character,नवीन ओळ वर्ण
New-Zealand virus,न्यूझीलंड व्हायरस
Next state,पुढील टप्पा
Next state equation,पुढील टप्पा समीकरण
Next state table,पुढील स्टेज टेबल
Nibble,कुरतडणे
Nibble memory chip,निबल मेमरी चिप
Nibble multiplexer,निबल मल्टीप्लेक्सर
Nicholas chart,निकोलस चार्ट
Night effect,रात्रीचा प्रभाव
Nine track tape,नऊ पथ टेप
Nine's complement,नऊचे पूरक
NMOS,en moss
NMOS inverter,मॉस उलटा
NMOS process,सामूहिक प्रक्रिया
NMOS structure,मॉस रचना
NMOS transistor,मॉस ट्रान्झिस्टर
No load current,शून्य भार प्रवाह
No twist cable,crimped केबल
Nodal,नोड्युलर
Node,"नोड, नोड"
Node minimization,नोड खराब होणे
Noise,आवाज
Noise avalanche,आवाज हिमस्खलन
Noise band-width,आवाज बँड विस्तार
Noise burst,आवाज फुटणे
Noise cancelling microphone,आवाज रद्द करणारा मायक्रोफोन
Noise factor,आवाज गुणक
Noise feedback amplifier,नॉइज रिइन्व्हेस्टमेंट अॅम्प्लीफायर
Noise figure,रावणक
Noise immunity,आवाज अप्रभावित
Noise impulse,गोंगाट करणारा आवेग
Noise limiter,आवाज मर्यादित करणारा
Noise margin,आवाज मार्जिन
Noise measurement,आवाज मोजमाप
Noise partition,आवाज विभागणी
Noise quantization,आवाज परिमाणीकरण
Noise reduction,"आवाज कमी करणे, आवाज कमी करणे"
Noise resistance,आवाज प्रतिकार
Noise shaping,आवाज प्रतिनिधित्व
Noise spike,आवाज स्पाइक
Noise temperature,आवाज तापमान
Noisy floppy disk drive,फ्लॉपी डिस्क ड्राइव्ह
Nominal impedance,नाममात्र प्रतिबाधा
Nominal value,फोकल मूल्य
Nonlinear distortion,नॉन-रेखीय विकृती
Non radiating,अपरिवर्तनीय
Non resonance,अनुनाद
Non resonant antenna,नॉन-रेझोनंट अँटेना
Non-compensated Op-amp,भरपाई न केलेले ऑपरेशनल अॅम्प्लिफायर
Non-complementary,गैर-पूरक
Non-conductor,डायलेक्ट्रिक
Non-contiguous data structure,संलग्न डेटा संरचना
Non-critical race,आक्रमक धाव
Non-degenerate mode,वळव मोड
Non-destructive readont,अविनाशी वाचन
Non-DOS partition message,dosless विभाजन संदेश
Non-executable statement,अस्पष्ट विधान
Non-ideal performance,खराब कामगिरी
Non-impact printer,assanghat mutrak
Non-inductive winding,आगमनात्मक कुंडली
Non-inverting amplifier,नॉन-रिटर्न एम्पलीफायर
Non-inverting averaging amplifier,इनव्हर्स मीन एम्पलीफायर
Non-inverting buffer,व्यस्त बफर
Non-invertingcomparator,व्यस्त तुलनाकर्ते
Non-inverting configuration,व्यस्त कॉन्फिगरेशन
Non-inverting summing amplifier,व्यस्त कंपाइलर अॅम्प्लिफायर
Non-inverting voltage,व्यस्त व्होल्टेज
Non-linear,नॉन-रेखीय
Nonlinear capacitance,नॉन-लाइनर कॅपेसिटर
Non-linear circuit analysis,नॉन-लिनियर सर्किट विश्लेषण
Nonlinear component,नॉन-रेखीय घटक
Non-linear load line,नॉन-लिनियर लोड लाइन
Non-linear modulation,नॉन-लिनियर मॉड्युलेशन
Non-linear resistance,नॉन-रेखीय प्रतिकार
Non-linear system,नॉन-लिनियर सिस्टम
Non-linearity,नॉन-लाइनरिटी
Non-linearity error,नॉन-लाइनरिटी त्रुटी
Normalized frequency,सामान्यीकृत वारंवारता
Non-periodic,आवर्ती नाही
Non-procedural language,प्रतिसाद न देणारी भाषा
Non-recursive system,पुनरावृत्ती प्रणाली
Non-system disk,सिस्टमलेस डिस्क
Non-systematic code,अनुक्रमांक
Non-trivial,पृष्ठभाग नसलेला
Non-volatile storage,अस्थिर संचयन
NOR,नॉर
NOR function,knorr कार्य
NOR gate,ना गेट
NOR latch,knorr कुंडी
NOR operation,knorr ऑपरेशन
Normal density function,सामान्य घनता कार्य
Normal process,फडफड आवाज
Normal sampling,सामान्य नमुना
Normalized admittance,सामान्यीकृत प्रवेश
Normally off MOSFET,साधारणपणे बंद mosfet
NOR-NOR network,ना-ना नेटवर्क
Norton model,नॉर्टन मॉडेल्स
North magnetic pole,उत्तर चुंबकीय ध्रुव
Norton a.c.,नॉर्टन प्रा.
Norton amplifier,नॉर्टन अॅम्प्लीफायर
Norton circuit,नॉर्टन सर्किट
Norton d.c.,नॉर्टन डी.डी.
Norton equivalent circuit,नॉर्टन समतुल्य सर्किट
Norton inverting and non-inverting,नॉर्टन व्यस्त आणि व्यस्त
Norton Op-amp,नॉर्टन ऑपरेशनल एम्पलीफायर
Norton utility,नॉर्टन युटिलिटी
NOT,नाही
NOT function,कार्य नाही
NOT gate,गेट नाही
NOT operation,ऑपरेशन नाही
Notation,नोटेशन पद्धत
Notch antenna,खोबणी अँटेना
Notch filter,खोबणी फिल्टर
NPN transistor,एनपीएन ट्रान्झिस्टर
NTSC interface,NTSC इंटरफेस
N-type impurity,n-प्रकारची अशुद्धता
N-type material,n-प्रकारची बाब
Nucleus,केंद्रक
Null,शून्य
Null cycle,रिक्त जागा
Null offset voltage,शून्य ऑफसेट व्होल्टेज
Null pointer,रिक्तता सूचक
Number base,संख्या आधार
Number base conversion,संख्या आधारित रूपांतरण
Number damage,गुणांचे नुकसान
Number lock key,नंबर लूप की
Number system,संख्या प्रणाली
Numeric coprocessor,संख्यात्मक सह-प्रोसेसर
Numeric keypad,अंकीय की पॅड
Numerical aperture,संख्यात्मक छिद्र
Numerical distance,संख्यात्मक अंतर
Nuwvicon,nuvicon
Nyquist,nyquist
Nyquist bandwidth,nyquist बँड विस्तार
Nyquist criterian,nyquist निकष
Nyquist interval,nyquist मध्यांतर
Nyquist pulse,nyquist नाडी
Nyquist rate,nyquist दर
Nyquist stability criterion,nyquist टिकाऊपणा निकष
Nyquist theorem,nyquist प्रमेय
Object module,वस्तुनिष्ठ मॉड्यूल
Object program,वस्तुनिष्ठ कार्यक्रम
Objective lens,वस्तुनिष्ठ लेन्स
Object-oriented programming,ऑब्जेक्ट ओरिएंटेड प्रोग्रामिंग
Octal,अष्टक
Octal bus transceiver,ऐंशी बस रिसिव्हर-पाठवल्या
Octal number system,ऑक्टल संख्या प्रणाली
Octave,अष्टक
Odd function,विषम कार्य
Odd parity,"विषम समता, विषम समानता"
Odometer,"ओडोमीटर, पॅथोमीटर"
Off line,ऑफ लाइन
Off-axis response,गैर-मौखिक प्रतिसाद
Offset,"विसंगती, ऑफसेट"
Offset angle,ऑफसेट कोन
Offset current,ऑफसेट प्रवाह
Offset error,ऑफसेट त्रुटी
Offset trimming,ऑफसेट ऑप्टिमायझेशन
Offset voltage,ऑफसेट व्होल्टेज
Ohm,ओम
Ohmic contact,ओमिक संपर्क
Ohmic region,ओमिक फील्ड
Ohmmeter,"ohmmeter, ohmmeter"
Ohm's law,ओमचा कायदा
Ohm's per volt,ohms प्रति व्होल्ट
Oil circuit breaker,तेल सर्किट ब्रेकर
Omni directional,सर्व दिशात्मक
Omni mode,सर्वव्यापीता
OMR (optical masked reading),OMR (ऑप्टिकल कव्हर वाचन)
ON resistance,"ON resistance, ON resistance"
ON state,राज्यावर
On-chip decoding,चिप निहित डीकोडर
One shot (monostable multivibrator),वन शट स्टॅटिक मल्टीव्हायब्रेटर
One-ass assembler,एक-पास असेंबलर
One's complement,वर्तमान प्रतिकार
One-way register control,प्रवासी नोंदणी
On-line system,ऑनलाइन प्रणाली
ON-OFF controller,"ऑन-ऑफ कंट्रोलर, ऑन-ऑफ कंट्रोलर"
ON-OFF keying,ऑन-ऑफ कीिंग
OPAMP,ऑपरेशनल एम्पलीफायर
Op-amp average amplifier,ऑपरेटिंग मीन एम्पलीफायर
Op-amp comparators,ऑपरेशनल तुलनाकर्ता
OP-Amp multiplier,ऑपरेशनल अॅम्प्लीफायर गुणक
Op-amp scaling amplifier,ऑपरेशनल सोफोनी अॅम्प्लिफायर
Open collector,खुले कलेक्टर
Open input,खुली गुंतवणूक
Open loop,ओपन लूप ओपन लूप
Open wire line,ओपन वायर लाइन
Open circuit parameters,ओपन सर्किट पॅरामीटर
Open-circuited impedance,ओपन सर्किट प्रतिबाधा
Open-loop gain,ओपन लूप लाभ
Operand,ऑपरेंड
Operating angle,ऑपरेटिंग कोन
Operating mode,सक्रियकरण मोड
Operating point,ऑपरेटिंग पॉइंट
Operating system,रसद
Operating frequency,ऑपरेटिंग वारंवारता
Operation,"ऑपरेशन, ऑपरेशन"
Operation code,ऑपरेशन कोड
Operational amplifier,ऑपरेशनल एम्पलीफायर
Operator,ऑपरेटर
Optic ray,ऑप्टिकल बीम
Optical communication,ऑप्टिकल संप्रेषण
Optical disk,ऑप्टिकल डिस्क
Optical encoder,ऑप्टिकल कोडेक
Optical fiber,ऑप्टिकल फायबर
Optical injection,ऑप्टिकल इंजेक्शन
Optical pyrometer,"ऑप्टिकल थर्मामीटर, पायरोमीटर"
Optical recorder,ऑप्टिकल रेकॉर्डर
Optical recording,ऑप्टिकल रेकॉर्डिंग
Optical scanning,ऑप्टिकल स्कॅनिंग
Optical spectrum,ऑप्टिकल चौरस
Optical storage device,ऑप्टिकल स्टोरेज डिव्हाइस
Optically coupled isolator,ऑप्टिकल जोडलेले पृथक्करण
Optimum bias,"इष्टतम पूर्वाग्रह, इष्टतम पूर्वाग्रह"
Optimum filter,इष्टतम फिल्टर
Optimum system,इष्टतम प्रणाली
Optimum working frequency,इष्टतम काम वारंवारता
Opto-coupler,ऑप्टिकल युग्मक
Optoelectronic device,हलके इलेक्ट्रॉनिक्स उपकरण
Opto-electronics,ऑप्टिकल इलेक्ट्रॉनिक्स
OR gate,किंवा गेट
Orbit,वर्ग
Order of a filter,फिल्टर क्रम
Order of equation,समीकरणाचा क्रम
Ordinary ray,साधे तुळई
Orthicon,आर्थिक
Orthodynamic,अनुलंब डायनॅमिक
Orthogonal code,ऑर्थोगोनल कोड
Orthogonality principle,विलंब तत्त्व
Oscillating electric dipole,दोलन द्विध्रुव
Oscillator,ऑसिलेटर
Oscillator tuning ratio,ऑसिलेटर
Oscillograph,"oscillograph, oscillograph"
Oscilloscope camera,ऑसिलोस्कोप कॅमेरा
Oscilloscope probe,ऑसिलोस्कोप
Out of band signaling,बंद बँड सिग्नल
Output,समस्या
Output admittance,आउटपुट प्रवेश
Output buffer,आउटपुट बफर
Output characteristics,आउटपुट वैशिष्ट्ये
Output conductance,आउटपुट चालकता
Output device,आउटपुट डिव्हाइस
Output offset voltage,आउटपुट ऑफसेट व्होल्टेज
Output power,पॉवर आउटपुट
Output resistance,आउटपुट प्रतिकार
Output stage,"बाहेर पडण्याचा टप्पा, बाहेर पडण्याचा टप्पा"
Output swing,आउटपुट प्रॉम्प्ट
Output transformer,आउटपुट ट्रान्सफॉर्मर
Over compounding,मिश्रण
Over coupled,अत्यंत जोडलेले
Over coupling,हायपरकपलिंग
Over current relay,ओव्हरकरंट रिले
Over damped,अति नैराश्य
Over drive factor,ऑपरेटिंग गुणक
Over excitation,अतिउत्तेजना
Over flow,ओव्हरफ्लो
Over lapping group,ओव्हरलॅप गट
Over modulation,ओव्हरमॉड्युलेशन
Over reach,शिकण्याचा प्रवेश
Over sampling,प्रती सॅम्पलिंग
Over voltage crowbar,overvoltage subable
Over voltage detector,ओव्हरव्होल्टेज डिटेक्टर
Overcharging,प्रेरणा
Overdriver amplifier,समर्थित अॅम्प्लीफायर
Over-driving,"overrunning, overoperating"
Overload,ओव्हरलोड
Overload protection,ओव्हरलोड संरक्षण
Overload recovering time,ओव्हरलोड पुनर्प्राप्ती वेळ
Overshoot,अतिक्रमण
Overtone,ओव्हरटोन
Owen bridge,ओव्हन ब्रीझ
Oxidation,ऑक्सिडेशन
Oxide breakdown,ऑक्साइड फ्रॅक्चर
Oxide isolation,ऑक्साईड पृथक्करण
P-channel FET,पी-चॅनल प्राक्तन
Packaging,पॅकेजिंग
Packing density,आकुंचन घनता
Padder,पॅडर
Padder capacitor,पॅड कॅपेसिटर
Paddle,पेडल
Paddle switch,पेडल स्विच
Page,पान
Page down key,नेव्हिगेशन की
Page up key,पिढी की
Paging,पृष्ठांकन
Pair,जोडी
Paper capacitor,पेपर कॅपेसिटर
Parabolic reflector,पॅराबॉलिक परावर्तक
Parallel counter,समांतर काउंटर
Parallel data input,समांतर डेटा इनपुट
Parallel interface,समांतर इंटरफेस
Parallel port,समांतर छिद्र
Parallel processing,समांतर संसाधन
Parallel resonance,समांतर अनुनाद
Parallel shift,समांतर विस्थापन
Parallel tuned circuit,समांतर ट्यून केलेले सर्किट
PIPO parallel-in parallel-out,"समांतर-इनपुट, समांतर-आउटपुट"
PISO parallel-in series-out,"समांतर-इनपुट, ग्रेड-आउट"
Parametric equalizer,पॅरामीटर तुल्यकारक
Paraphase amplifier,पॅराबॉलिक अॅम्प्लीफायर
Parasitic director,परजीवी दिशा
Parasitic elements,परजीवी घटक
Parasitic excitation,परजीवी उत्तेजना
Parasitic oscillation,अवांछित दोलन
Parasitic reflector,परजीवी परावर्तक
Parity,समता
Parity bit,समानता खेळ
Parity checker,समता परीक्षक
Parity encoder,पॅरिटी कोडक
Parity generator,पॅरिटी जनरेटर
Partition,विभागणी
Pass-band,"परक बँड, परक बंदी"
Passive attenuator pad,अक्रिय rinsing पॅड
Passive circuit,निष्क्रिय सर्किट
Passive component,"निष्क्रिय घटक, निष्क्रिय घटक"
Passive electrical network,निष्क्रिय पॉवर नेटवर्क
Passive filter,निष्क्रिय फिल्टर
Passive load,निष्क्रिय भार
Passive pull up,निष्क्रीय स्खलन
Patch cord,"कनेक्टर कॉर्ड, कॉर्ड"
Path loss,जीर्ण होणे
Pattern generator,मॉडेल जनरेटर
Pattern recognition,मॉडेल
Pc board,मुद्रित सर्किट बोर्ड (पीसीबी)
P-channel,p-चॅनेल
Peak detector,पीक डिटेक्टर
Peak to peak,शिखर
Peak to peak amplitude,शिखर-शिखर परिमाण
Peak white level,शिखर पांढरी पातळी
Peak-detector,पीक डिटेक्टर
Peak-follower,पीक ट्रेलिंग
Peaking coil,शिखरन कुंडली
Pear protocol,पीअर मेसेजिंग
Pedestal height,पेडेस्टल उंची
Pentium,पेंटियम
Peer to peer,"समस्तर, पीर"
Percent regulation,टक्केवारी नियमन
Percentage ripple,टक्के ऊर्जा
Perigee,सर्वात जवळचा बिंदू
Period,उलाढाल वेळ
Period measurement,नियतकालिक मोजमाप
Periodic waveform,नियतकालिक लहरी स्वरूप
Peripherals,किरकोळ टिपा
Permanent magnet,कायम चुंबक
Permeability,पारगम्यता
Permittivity,डायलेक्ट्रिक निर्देशांक
Permittivity of free space,व्हॅक्यूम डायलेक्ट्रिक
Perplex glass,पॅराप्लेक्स ग्लास
Persistence of vision,व्हिज्युअल निर्बंध
Persistence screen,बॅकलाइट स्क्रीन
P-glass,पी-काच
Phase ambiguity,कला अपारदर्शकता
Phase angle,कला कोन
Phase change recording,कला बदल रेकॉर्डिंग
Phase comparator,कला तुलनाकर्ता
Phase corrector,कला सुधारक
Phase current,फेज वर्तमान
Phase detector,कला शोधक
Phase deviation,फेज विचलन स्थिर
Phase discriminator method,कला विविधीकरण पद्धत
Phase distortion,कला विकृती
Phase encoding,कला एन्कोडिंग
Phase equalizer,कला तुल्यकारक
Phase inverter circuit,व्यस्त सर्किट
Phase locked,कला भूतकाळ
Phase margin,कला मार्जिन
Phase margin,कला मार्जिन
Phase measurement,कला मोजमाप
Phase modulation,कला मॉड्युलेशन
Phase plot,कला लेख
Phase shift coefficient,फेज विस्थापन गुणांक
Phase shift oscillator,कला विस्थापन ऑसिलेटर
Phase splitter,कला स्प्लिटर
Phase splitting circuit,आर्ट लॅमिनेशन सर्किट
Phase to ground coupling,ग्राउंड-सर्फेस कपलिंग
Phase to phase coupling,कला-टू-कला जोडणी
Phase velocity,कला वेग
Phasing,कला समायोजन
Phasor,फेसर
Phasor diagram,फासर आकृती
Phone connector,फोन समन्वयक
Phonograph,फोनोग्राफ
Phonon,फोनन
Phosphor,फॉस्फर
Phosphorescence,सिंटिलेशन
Photo cathode,प्रकाशित कॅथोड
Photo diode,फोटो डायोड
Photo diode detector,फोटोडायोड डिटेक्टर
Photo emissive sensor,प्रकाश उत्सर्जक सेन्सर
Photo excitation,ऑप्टिकल उत्तेजना
Photo resist,प्रकाश अडथळा
Photo SCR (silicon control rectifier),फोटो SCR
Photo voltaic effect,फोटोव्होल्टेइक प्रभाव
Photoconductive cell,फोटोकंडक्टिंग सेल
Photoconductor,ऑप्टिकल ड्रायव्हर
Photo coupler,प्रकाश युग्मक
Photodiode,फोटोडिओड
Photoduo diode,फोटोड्यू डायोड
Photo-electric effect,फोटोइलेक्ट्रिक प्रभाव
Photo-electric yield,फोटोइलेक्ट्रिक उत्पादने
Photo-excitation,ऑप्टिकल उत्तेजना
Photographic mask fabrication,फोटोग्राफिक मुखवटा रचना
Photographic recording,फोटोग्राफिक रेकॉर्ड
Photo-ionisation,प्रकाशित आयनीकरण
Photolithography,"फोटोलिथोग्राफी, फोटोलिथोग्राफी"
Photoluminescence,प्रकाश चमक
Photomultiplier,फोटोइलेक्ट्रॉन अॅम्प्लीफायर
Photon,फोटॉन
Physical address,वास्तविक पत्ता
Physical constant table,भौतिक स्थिर सारणी
Physical memory,भौतिक स्मरणशक्ती
Pi-attenuator,py attenuator
Pico-farad (10-12),पिको फॅराड (-)
Picture element (pixel),"चित्र घटक, चित्र घटक (पिक्सेल)"
Picture information,चित्र माहिती
Picture signal,चित्र सिग्नल
Picture tube,चित्र ट्यूब
Piece wire linear model,खंडित रेखीय मॉडेल
Piecewise-linear approximation,विभाजन रेखीय अंदाजे
Piecewise-linear circuit,खंडित रेखीय सर्किट
Pierce crystal oscillator,पियर्स क्रिस्टल ऑसिलेटर
Piezo electric effect,इलेक्ट्रोस्टॅटिक प्रभाव
Piggy back card,"समर्थन कार्ड, पिगी बॅक कार्ड"
Pilot carrier system,पायलट वाहक प्रणाली
Pin,पिन
Pin cushion distortion,पिन कुशन विकृत रूप
PIN diode,पिन डायोड
Pin feed,पिन भरणे
Pin out diagram,पिन-आकृती
PIN photodiode,पिन-फोटोडायोड
Pinch off voltage,आकुंचन व्होल्टेज
Pinch roller,आकुंचन रोलर
Pinch-off voltage,आकुंचन व्होल्टेज
Ping-pong buffer,पिंग-पोंग बफर
Pink noise,गुलाबी रंग
P-intrinsic-N (PIN)diode,p-naz-n-diode
Pipe lining,कंपनी
Pitch,आवाजाची पिच
Pitch factor,पिच गुणक
Pixel,पिक्सेल
Planar diode,coplanar diode
Planar technology,coplanar तंत्रज्ञान
Planar transistor,प्लॅनर ट्रान्झिस्टर
Plane reflector array,विमान परावर्तक अॅरे
Plane triangle,समतल त्रिकोण
Plqnk's constant,प्लँक स्थिर आहे
Planting,लागवड
Plasma,प्लाझ्मा
Plasma assisted deposition,प्लाझ्मा फेड डिपॉझिशन
Plasma enhanced CVD,प्लाझ्मा कल्चर्ड सीव्हीडी
Plasma display,प्लाझ्मा प्रदर्शन
Plate modulation,प्लेट मॉड्युलेशन
Playback equalizer,ऐकणे तुल्यकारक
Plotter,कथानक
Plug board,प्लग बोर्ड
P-MOS,p-मॉस
P-n junction,pn करार
PN PN structure,pnpn रचना
PNP transistor,पीएनपी ट्रान्झिस्टर
Popcorn noise,फुटलेला आवाज
Point contact diode,बिंदू संपर्क डायोड
Point to point communication,एकल संप्रेषण
Poisson's equation,विष समीकरण
Pokel,टोही
Polar mount,ध्रुवीय चार्ज
Polar orbiting satellite,ध्रुवीय उपग्रह
Polar satellite,ध्रुवीय उपग्रह
Polarisation,ध्रुवीकरण
Polarisation division multiplexing,ध्रुवीकरण मार्जिन मल्टिप्लेक्सिंग
Polarised plug,ध्रुवीकृत प्लग
Polarity,ध्रुवीयता
Polarity indicator,ध्रुवीयता सूचक
Polarization,ध्रुवीकरण
Polarization discrimination,ध्रुवीकरण भिन्नता
Polarization fading,ध्रुवीकरण
Polarization loss,ध्रुवीकरण नुकसान
Pole-zero compensation,ध्रुव-शून्य प्रतिकार
Polling signal,"मतदान संकेत, निवड संकेत"
Polyphase oscillator,मल्टीस्टेज ऑसिलेटर
Polysilicide,पॉलिसिलिसाइड
Polysilicon,पॉलिसिलिकॉन
Polysilicon deposition,पॉलिसिलिकॉन जमा करणे
Polysilicon doping,पॉलिसिलिकॉन भेसळ करणारे
Polysilicon gate,पॉलिसिलिकॉन गेट
Polysilicon register,पॉलिसिलिकॉन इनहिबिटर
Polyster capacitor,पॉलिस्टर कॅपेसिटर
Population inversion,संख्या उलट करणे
Port identification number,पोर्ट ओळख क्रमांक
Portable camera,पोर्टेबल कॅमेरा
Portable colour-bar generator,पोर्टेबल कलर बार जनरेटर
Positive edge,सकारात्मक शेवट
Positive feedback,सकारात्मक पुनर्गुंतवणूक
Positive feedback amplifier,सकारात्मक पुनर्गुंतवणूक अॅम्प्लिफायर
Positional notation,स्थिती सूचक
Positive gate,सकारात्मक गेट
Positive level detector,सकारात्मक पातळी निर्देशक
Positive logic,सकारात्मक युक्तिवाद
Positive photoresist,सकारात्मक प्रकाश अडथळा
Positive pulse,सकारात्मक नाडी
Positive saturation voltage,सकारात्मक संपृक्तता व्होल्टेज
Positive-negative multiloop feedback,सकारात्मक-नकारात्मक पॉलीलूप रिचार्ज
Positive supply,सकारात्मक पुरवठा
Potential barrier,संभाव्य अडथळा
Potential difference,संभाव्य फरक
Potential divider,संभाव्य विभाजक
Potential energy,संभाव्य ऊर्जा
Potential gradient,संभाव्य ग्रेडियंट
Potential variation,संभाव्य बदल
Potentiometer,पोटेंशियोमीटर
Power amplifier,पॉवर अॅम्प्लीफायर
Power control circuit,पॉवर कंट्रोल सर्किट
Power derating,शक्ती निर्धार
Power dissipation,शक्ती कमी होणे
Power factor,शक्ती घटक
Power FET,पॉवर Fet (FET) फील्ड प्रभावित ट्रान्झिस्टर
Power circuit,पॉवर सर्किट
Power gain,शक्ती मिळवणे
Power measurement,शक्ती मोजमाप
Power meter,उर्जा मापक
Power sensor,पॉवर सेन्सर
Power sensor mount,पॉवर सेन्सर चार्जर
Power sequence generator,पॉवर अनुक्रम जनरेटर
Power signal,पॉवर सिग्नल
Power spectral analysis,पॉवर स्पेक्ट्रल विश्लेषण
Power spectral density function,पॉवर स्पेक्ट्रल घनता कार्य
Power spectrum,पॉवर स्पेक्ट्रम
Power supply,वीज पुरवठा
Power thermister,पॉवर थर्मिस्टर
Power thermocouple,पॉवर थर्मोइलेक्ट्रिक जोडपे
Power-ON-reset,पुनर्संचयित करण्यासाठी शक्ती
PPN structure,PPN रचना
Practical (non-ideal) voltage source,व्यावहारिक (नॉन-आदर्श) व्होल्टेज स्रोत
Practical current source,व्यावहारिक फीड स्रोत
Practical time delay,व्यावहारिक वेळ विलंब
Preamplifier,प्री एम्पलीफायर
Precision,"अचूकता, अचूकता, अचूकता, अचूकता"
Precision clipper,सूक्ष्म वक्ता
Precision half wave rectifier,मायक्रो हाफ वेव्ह रेक्टिफायर
Precision rectifier,सूक्ष्म सुधारक
Precision sine wave generator,खरे साइन वेव्ह जनरेटर
Precompiler,माजी दुभाषी
Pre-deposition,पूर्व ठेव
Predictor block,प्रागुक्कीर विभाग
Pre-emphasis,पूर्व मजबुतीकरण
Pre-equalizer,अगोदर तुल्यकारक
Pre-ohmic etch,पूर्व-ओमिक खोदकाम
Pre-processor,प्री प्रोसेसर
Pre-regulator,पूर्व नियंत्रण
Prescaling,पूर्व श्रेणीकरण
Preselector,पूर्व संलग्नक
Presentation,सादरीकरण
Presentation layer,सादरीकरण स्तर
Preset,पूर्व-स्थापना
Primary battery,प्राथमिक बॅटरी
Primary cell,प्राथमिक सेल
Primary colour,प्राथमिक वर्ण
Primary colour video signal,प्राथमिक वर्ण व्हिडिओ सिग्नल
Primary line constant,प्राथमिक रेषा स्थिर
Primary storage,प्राथमिक स्टोरेज
Prime implicant,प्राइम इंप्लिसिट
Priority encoder,प्राथमिक कोडेक
Probability density function,संभाव्यता घनता कार्य
Probe coupling,शोधक जोडणी
Process spread,प्रक्रिया प्रसार
Process yield,प्रक्रिया उत्पादन
Processor,प्रोसेसर
Product detector,उत्पादन सूचक
Programmable array logic,प्रोग्रामेटिक मॅट्रिक्स लॉजिक
Programmableattenuator,प्रोग्राम करण्यायोग्य अॅटेन्युएटर
Programmable counter,प्रोग्राम करण्यायोग्य कॅल्क्युलेटर
Programmable OP-AMP,प्रोग्राम करण्यायोग्य ऑपरेशनल एम्पलीफायर
Programmable sequential machine,प्रोग्राम करण्यायोग्य अनुक्रमिक मशीन
Programmable system controller,प्रोग्राम करण्यायोग्य सिस्टम कंट्रोलर
Programmable timer,प्रोग्राम करण्यायोग्य वेळ समायोजक
Programming,प्रोग्रामिंग
Projection aligner,प्रोजेक्शन संरेखक
PROM,"p.rom, prom"
Propagation coefficient,प्रेषण गुणांक
Propagation delay,ट्रान्समिशन विलंब
Propagation delay time,ट्रान्समिशन विलंब वेळ
Propagation of wave,लहरी प्रेषण
Prototype,आदिम स्वरूप
Proximity printing,समीप मुद्रण
Proximity switch,निकटता स्विच
Pseudo ternary code,स्यूडो त्रिकोण कोड
Pseudo-noise sequence,स्यूडो यादृच्छिक बायनरी क्रम
Pseudoternary code,छद्म-कोड
P-spice,p-मसाला
P-type material,पी-प्रकारची सामग्री
P-type semiconductor,p-प्रकार सेमीकंडक्टर
Pull-up resistor,अनुलंब प्रतिरोधक
Pulsating direct current,स्पंदित प्रवाह
Pulse,नाडी
Pulse catching,नाडी कॅप्चर
Pulse duration,नाडी कालावधी
Pulse shaping,पल्स कॉन्फिगरेशन
Pulse stretcher,नाडी विस्तारक
Pulse time,नाडी कालावधी
Pulse train,स्पंदावली
Pulse transformer,पल्स ट्रान्सफॉर्मर
Pulse transition,नाडी संक्रमण
Pulse width,नाडी कालावधी
