Punjabi,Marathi
ਅਪਵਿੱਤਰ ਅਰਧਕੁੰਨ,अशुद्धता सेमीकंडक्शन
ਅਕਿਰਿਆਸ਼ੀਲ,निष्क्रिय
ਨਾ-ਸਰਗਰਮ ਵਿੰਡੋ,निष्क्रिय विंडो
ਅਯੋਗ,ऐकण्यायोग्य नाही
ਇਨਕੈਂਡੀਸੈਂਸ,हल्ल
ਘਟਨਾ ਰੇ,घटना किरण
ਸ਼ਾਮਲ ਕਰਨ ਲਈ,समावेश
ਆਉਣ ਵਾਲੇ ਸੰਕੇਤ,इनकमिंग सिग्नल
ਸੰਕੇਤਕ,सूचक
ਸਵਦੇਸ਼ੀ,देशी
ਸ਼ਾਮਲ,प्रेरणा
ਇੰਸੀਐਕਟਿਵ-ਇੰਟਰਐਕਟਿਵ,प्रेरक-प्रतिक्रिया
ਜਲਣਸ਼ੀਲ ਸਮੱਗਰੀ,ज्वलनशील सामग्री
ਇਨਫੋਰ ਪੈਚ,इन्फॉर पॅच
ਜਾਣਕਾਰੀ,माहिती
ਜਾਣਕਾਰੀ architect ਾਂਚਾ,माहिती आर्किटेक्चर
ਜਾਣਕਾਰੀ,माहिती बिट
ਜਾਣਕਾਰੀ ਅੰਕ,माहिती अंक
ਜਾਣਕਾਰੀ ਕਿਓਸਕ,माहिती कियोस्क
ਜਾਣਕਾਰੀ ਪ੍ਰਕਿਰਿਆ,माहिती प्रक्रिया
ਸੂਚਨਾ ਤਕਨੀਕ,माहिती तंत्रज्ञान
ਇਨਫੋਟੇਨਮੈਂਟ,इन्फोटेनमेंट
ਇਨਫਰਾਰੈੱਡ ਰੇਡੀਏਸ਼ਨ,इन्फ्रारेड रेडिएशन
ਬੁਨਿਆਦੀ .ਾਂਚਾ,पायाभूत सुविधा
ਗ੍ਰਹਿਣ,अंतर्ग्रहण
ਸਮੱਗਰੀ,साहित्य
ਸ਼ੁਰੂਆਤੀ ਸ਼ਬਦ (ਆਈਡਬਲਯੂ),आरंभिक शब्द (आयडब्ल्यू)
ਅੰਦਰੂਨੀ ਕੋਡ,अंतर्गत कोड
ਨਵੀਨਤਾ,नवीनता
ਇੰਪੁੱਟ,इनपुट
ਇਨਪੁਟ ਲਾਈਨ,इनपुट लाइन
ਇਨਪੁਟ ਯੂਨਿਟ,इनपुट युनिट
ਇੰਪੁੱਟ ਵੋਲਟੇਜ,इनपुट व्होल्टेज
ਇਨਪੁਟ-ਆਉਟਪੁਟ,इनपुट-आउटपुट
ਸੰਮਿਲਿਤ ਕਰੋ,घाला
ਸੰਮਿਲਨ ਦਾ ਨੁਕਸਾਨ,अंतर्भूत तोटा
ਇੰਸਟਾਲੇਸ਼ਨ,स्थापना
ਤਤਕਾਲ ਵੋਲਟੇਜ,त्वरित व्होल्टेज
ਹਦਾਇਤ,सूचना
ਇਨਸੂਲੇਟਿੰਗ ਸਮੱਗਰੀ,इन्सुलेट सामग्री
ਇਨਸੂਲੇਸ਼ਨ,इन्सुलेशन
ਇਨਸੂਲੇਸ਼ਨ ਟੱਪਣ,इन्सुलेशन प्रतिकार
ਇਨਸੂਲੇਟਰ,इन्सुलेटर
ਇੰਟੀਗਰੇਟਡ ਸਰਕਟ,एकात्मिक सर्किट
ਨੈੱਟਵਰਕ ਨੂੰ ਏਕੀਕ੍ਰਿਤ ਕਰਨਾ,समाकलित नेटवर्क
ਇੰਟੀਗਰੇਟਰ,इंटिग्रेटर
ਬੁੱਧੀਮਾਨ,बुद्धिमत्ता
ਤੀਬਰਤਾ,तीव्रता
ਬੋਲਣ ਦੀ ਤੀਬਰਤਾ,बोलण्याची तीव्रता
ਅੰਤਰ ਚੈਨਲ ਦਖਲ,इंटर चॅनेल हस्तक्षेप
ਇੰਟਰਲੇਵ,इंटरलीव्ह
ਗੱਲਬਾਤ ਕਰਨੀ,परस्परसंवाद
ਗੱਲਬਾਤ,परस्परसंवादीता
ਇੰਟਰਕਾੱਮ,इंटरकॉम
ਇੰਟਰਸੀਕੇਸ਼ਨਵਿਟੀ,इंटरकनेक्टिव्हिटी
ਇੰਟਰਫੇਸ,इंटरफेस
ਇੰਟਰਫੇਸ ਸਕੈਨਿੰਗ,इंटरफेस स्कॅनिंग
ਦਖ਼ਲਅੰਦਾਜ਼ੀ,हस्तक्षेप
ਦਖਲ ਦਾ ਜ਼ੋਨ,हस्तक्षेप झोन
ਦਖਲ ਦੇਣ ਵਾਲੇ ਚੈਨਲ,हस्तक्षेप चॅनेल
ਦਖਲਅੰਦਾਜ਼ੀ ਬਾਰੰਬਾਰਤਾ,हस्तक्षेप वारंवारता
ਦਖਲਅੰਦਾਜ਼ੀ ਰੇਡੀਓ ਬਾਰੰਬਾਰਤਾ ਸੰਕੇਤ,हस्तक्षेप रेडिओ फ्रिक्वेन्सी सिग्नल
ਅੰਤਰਫ੍ਰੇਮ,इंटरफ्रेम
ਇੰਟਰਲੇਵ,इंटरलीव्ह
ਇੰਟਰਲੇਡ,इंटरलीव्ह
ਇੰਟਰਲੀਏਡ ਸਟ੍ਰੀਮ,अंतर्देशीय प्रवाह
ਇੰਟਰਲੇਵਰ,इंटरलीव्हर
ਇੰਟਰਲੇਵਿੰਗ,इंटरलीव्हिंग
ਇੰਟਰਲੇਵਿੰਗ,इंटरलीव्हिंग
ਇੰਟਰਲੇਵਿੰਗ ਪੀਰੀਅਡ,इंटरलीव्हिंग कालावधी
ਇੰਟਰਕੈਕ ਸਰਕਟ,इंटरलॉक सर्किट
ਇੰਟਰਲੌਕ ਸਵਿਚ,इंटरलॉक स्विच
ਇੰਟਰਲੋਕਿੰਗ,इंटरलॉकिंग
ਵਿਚਕਾਰਲੀ ਅਸਫਲਤਾ,दरम्यानचे अपयश
ਵਿਚਕਾਰਲੀ ਬਾਰੰਬਾਰਤਾ,दरम्यानचे वारंवारता
ਵਿਚਕਾਰਲੀ ਬਾਰੰਬਾਰਤਾ,इंटरमीडिएट फ्रिक्वेन्सी ऑसीलेटर
ਰੁਕ-ਰੁਕ ਕੇ,अधूनमधून
ਰੁਕ-ਰੁਕ ਕੇ ਮੌਜੂਦਾ,अधूनमधून चालू
ਇੰਟਰਮੋਡੀਜੂਲੇਸ਼ਨ,इंटरमोड्युलेशन
ਇੰਟਰਮੋਜ਼ਨ ਵਿਗਾੜ,इंटरमोड्युलेशन विकृती
ਇੰਟਰਮੋਜ਼ਨ ਦੇ ਨਿਕਾਸ,इंटरमोड्युलेशन उत्सर्जन
ਇੰਟਰਮੋਜ਼ਨ ਟੈਸਟ,इंटरमोड्युलेशन चाचणी
ਇੰਟਰਨੈੱਟ,इंटरनेट
ਇੰਟਰਨੈੱਟ ਪ੍ਰਸਾਰਣ,इंटरनेट प्रसारण
ਇੰਟਰਨੈੱਟ ਚੈਟਿੰਗ,इंटरनेट चॅटिंग
ਇੰਟਰਨੈਟ ਪ੍ਰੋਟੋਕੋਲ ਸਟੈਕ,इंटरनेट प्रोटोकॉल स्टॅक
ਇੰਟਰਨੈੱਟ ਰੇਡੀਓ,इंटरनेट रेडिओ
ਇੰਟਰਨੈੱਟ ਸਟ੍ਰੀਮਿੰਗ,इंटरनेट प्रवाह
ਇੰਟਰਨੈੱਟ ਵੀਡੀਓ,इंटरनेट व्हिडिओ
ਅੰਤਰ-ਕਾਰਜਸ਼ੀਲਤਾ,इंटरऑपरेबिलिटी
ਇੰਟਰਪੋਲੇਸ਼ਨ,इंटरपोलेशन
ਦੁਭਾਸ਼ੀਏ,दुभाषे
ਵਿਘਨ,व्यत्यय
ਰੁਕਾਵਟ,व्यत्यय
ਵਿਘਨ,व्यत्यय आणणारा
ਅੰਤਰਾਲ,मध्यांतर
ਇੰਟਰਕੋਡਿੰਗ,इंट्राकोडिंग
ਇੰਟਰਾਫ੍ਰੇਮ,इंट्राफ्रेम
ਇੰਟਰਨੇਟ,इंट्रानेट
ਇਨਟਰੇਪੈਕਸ਼ਨਚਰ,इंट्रॅपिक्चर
ਇੰਟਰਾਵੈਬ,इंट्रावेब
ਅੰਦਰੂਨੀ ਸੈਮੀਕੰਡਕਟਰ,आंतरिक सेमीकंडक्टर
ਉਲਟਾ ਮੌਜੂਦਾ,व्यस्त करंट
ਉਲਟਾ ਸਥਾਨ ਦਾ ਕੰਮ,व्यस्त स्थानिक ऑपरेट
ਉਲਟਾ,उलटा
ਉਲਟਾ ਐਲ ਐਂਟੀਨਾ,इनव्हर्टेड एल ten न्टीना
ਉਲਟਾ v ਅਨਟਨਨਾ,इनव्हर्टेड व्ही अँटेना
ਇਨਵਰਟਰ,इनव्हर्टर
ਅਨਿਯਮਿਤ,अनियमित
ਅਸਪਸ਼ਟ ਤੱਤ,असंबद्ध घटक
ਇਕੱਲਤਾ ਨੈਟਵਰਕ,अलगाव नेटवर्क
ISolator,पृथक
ਜੈਮਰ,जैमर
ਜਾਮ,जामिंग
ਜਾਰਗਨ ਫਾਈਲ,जर्गॉन फाइल
ਜਾਵਾ ਸਕ੍ਰਿਪਟ,जावा स्क्रिप्ट
ਜਿੰਗਲ,जिंगल
Jitter,जिटर
ਸ਼ਾਮਲ ਕਰਨ ਵਾਲੇ,जॉइनर
ਜੁਆਇੰਟ,संयुक्त
ਸ਼ਾਮਲ,जोडलेले
ਜੰਪਰ,जम्पर
ਕਬਾੜ,कंन
ਬੇਕਾਰ ਚਿਠੀ,निरुपयोगी पत्र
ਕਰਨਲ,कर्नल
ਕੁੰਜੀ,की
ਕੀਬੋਰਡ,कीबोर्ड
ਕੀਰ,कीर
ਕੀਨੋਟ,कीनोट
ਕਿਲ੍ਹੇ ਚੱਕਰ,किलोसायकल
ਕਿਲ੍ਹੇ,किलोवॉल्ट
ਕਿਲੋਟ,किलोवॅट
ਕਿਨਮੈਟਿਕਸ,किनेमॅटिक्स
ਗੋਡੇ ਬਿੰਦੂ ਵੋਲਟੇਜ,गुडघा पॉईंट व्होल्टेज
ਗੋਬ,नॉब
ਗਿਆਨ ਅਧਾਰ,पायाभूत माहिती
ਗਿਆਨ ਦੀ ਨੁਮਾਇੰਦਗੀ,ज्ञान प्रतिनिधित्व
L ਨੈੱਟਵਰਕ,एल नेटवर्क
L ਸੈਕਸ਼ਨ ਫਿਲਟਰ,एल विभाग फिल्टर
Lag ਅਤੇ ਅਗਵਾਈ,अंतर आणि आघाडी
Lagging ਮੌਜੂਦਾ,चालू आहे
ਪਛੜਨਾ ਪਾਵਰ ਫੈਕਟਰ,उर्जा घटक मागे पडत आहे
ਲਮੀਨੇਟਡ,लॅमिनेटेड
ਦੀਵੇ,दिवा
ਲੈਪਟਾਪ,लॅपटॉप
ਲੇਜ਼ਰ ਬਾਰੰਬਾਰਤਾ,लेसर वारंवारता
ਅਸ਼ੁੱਧ ਗਲਤੀ,सुप्त त्रुटी
ਨਿਰੰਤਰ ਗਰਮੀ,सुप्त उष्णता
ਵਿਥਕਾਰ,अक्षांश
ਪਰਤ,थर
ਖਾਕਾ,लेआउट
ਲੇਆਉਟ ਯੋਜਨਾ,लेआउट योजना
ਲੀਡ,आघाडी
ਪ੍ਰਮੁੱਖ ਪੜਾਅ,अग्रगण्य टप्पा
ਲੀਕ ਸਬੂਤ,गळती पुरावा
ਲੀਕ,गळती
ਲੀਜ਼ਡ ਸਰਕਟ,लीज्ड सर्किट
ਲੈਂਸ,लेन्स
ਪੱਧਰ ਸੂਚਕ,स्तर निर्देशक
ਲਾਈਟ ਕੰਟਰੋਲ,प्रकाश नियंत्रण
ਲਾਈਟ ਕਲਮ,हलकी पेन
ਬਿਜਲੀ ਦੀ ਪ੍ਰੇਸ਼ਾਨ,लाइटनिंग एरेस्टर
ਸੀਮਾ,लिमिटर
ਐਂਪਲੀਫਾਇਰ ਨੂੰ ਸੀਮਿਤ ਕਰਨਾ,एम्पलीफायर मर्यादित करणे
ਲਾਈਨ ਦਾ ਨੁਕਸਾਨ,ओळ तोटा
ਲਾਈਨ ਸ਼ੋਰ,लाइन आवाज
ਨਜ਼ਰ ਦੀ ਲਾਈਨ,दृष्टीक्षेप
ਲਾਈਨ ਪੜਾਅ,लाइन फेज
ਲਾਈਨ ਸੰਚਾਰ,लाइन ट्रान्समिशन
ਲਾਈਨ ਅਨਲੋਡ,लाइन अनलोड केलेली
ਲੀਨੀਅਰੁਮਾਰੀ,रेखीय क्वांटिझर
ਰੇਖਾ,रेषात्मकता
ਲਾਈਨ-ਕੋਐਕਸਿਆਲ,लाइन-कॉक्सियल
ਲਾਈਨ-ਬਰਾਬਰੀ,लाइन-इक्वलिझर
ਲਾਈਨ-ਬਾਰੰਬਾਰਤਾ,लाइन-फ्रिक्वेन्सी
ਲਾਈਨ-ਪ੍ਰੇਸ਼ਾਨ,लाइन-इम्पेडन्स
ਲਾਈਨ-ਕੁਆਰਟਰ ਵੇਵੈਲਥ,लाइन-क्वार्टर तरंगलांबी
ਲਿੰਕ,दुवा
ਲਿੰਕ,लिंकर
ਲਿਪ-ਮਾਈਕ੍ਰੋਫੋਨ,लिप-मायक्रोफोन
ਲਾਈਵ ਪ੍ਰਸਾਰਣ,थेट प्रसारण
ਲਾਈਵ ਸਰਕਟ,थेट सर्किट
ਲਾਈਵ ਪ੍ਰੋਗਰਾਮ,थेट कार्यक्रम
ਲੋਡ,लोड
ਲੋਡ ਸਮਰੱਥਾ,भार क्षमता
ਲਿਜਾਣ ਦੀ ਸਮਰੱਥਾ ਲੋਡ ਕਰੋ,भार वाहून नेण्याची क्षमता
ਲੋਡ ਗੁਣ,लोड वैशिष्ट्य
ਲੋਡ ਰੁਕਾਵਟ,लोड प्रतिबाधा
ਲੋਡ ਹੋ ਗਿਆ,भारित
ਲੋਡਰ,लोडर
ਲੋਡ ਹੋ ਰਿਹਾ ਹੈ,लोड करीत आहे
ਕੋਡ ਲੋਡ ਕਰਨਾ,लोडिंग कॉइल
ਲੋਡ-ਟੈਸਟ,लोड-चाचणी
ਲੋਬ,लोब
ਲੋਬੇ ਐਂਟੀਨਾ,लोब अँटेना
ਸਥਾਨਕ ਏਰੀਆ ਨੈਟਵਰਕ,स्थानिक नेटवर्क
ਸਥਾਨਕ ਬੈਟਰੀ,स्थानिक बॅटरी
ਸਥਾਨਕ c ਸਿਲੇਟਰ,स्थानिक ऑसीलेटर
ਲਾਗ,लॉग
ਲੌਗ ਬੁੱਕ,लॉग बुक
ਲੌਗ ਇਨ ਕਰੋ (ਲੌਗ ਇਨ ਕਰੋ),लॉग इन (लॉग ऑन)
ਲੌਗ ਬੰਦ (ਲਾਗ ਆਉਟ),लॉग ऑफ (लॉग आउट)
ਲਾਗ ਸ਼ੀਟ,लॉग पत्रक
ਲੋਗਰੀਥਮ,लॉगरिदम
ਲੋਗਰੀਥਿਕਮਿਕ ਐਂਪਲੀਫਾਇਰ,लॉगरिथमिक एम्पलीफायर
ਲੋਗਰੀਥਿਮਿਕ ਅਨੁਪਾਤ,लॉगरिथमिक गुणोत्तर
ਲੋਗਰੀਥਿਮਿਕ ਜਵਾਬ,लॉगरिथमिक प्रतिसाद
ਲੋਗਰੀਥਿਮਿਕ ਸਕੇਲ,लॉगरिथमिक स्केल
ਲਾਗਿੰਗ,लॉगिंग
ਤਰਕ,तर्कशास्त्र
ਤਰਕ ਗੇਟ,लॉजिक गेट
ਤਰਕ ਕਾਰਜ,तर्कशास्त्र ऑपरेशन
ਲਾਜ਼ੀਕਲ,तार्किक
ਲਾਜ਼ੀਕਲ ਫਰੇਮ,तार्किक फ्रेम
ਪ੍ਰਵੇਸ਼ ਕਰਨ ਵਾਲੇ,लोगो घालणारा
ਲੰਬਕਾਰ,रेखांश
ਲੂਪ,लूप
ਲੂਪ ਐਂਟੀਨਾ,लूप अँटेना
ਲੂਪ ਲਾਭ,लूप गेन
ਲੂਪ ਟੈਸਟ,लूप चाचणी
Oose ਿੱਲਾ ਸੰਪਰਕ,सैल संपर्क
Loose ਿੱਲੇ ਕਪਲਿੰਗ,सैल कपलिंग
ਘਾਟੇ ਐਂਟੀਨਾ,लॉसलेस अँटेना
ਘਾਟਾ,लॉसलेस कॉम्प्रेशन
ਘਾਟੀ,लॉसि कॉम्प्रेशन
ਉੱਚਾ (ਆਵਾਜ਼),मोठा आवाज (आवाज)
ਲਾ loud ਥਸਪੀਕਰ,लाऊडस्पीकर
ਘੱਟ ਬਾਰੰਬਾਰਤਾ,कमी वारंवारता
ਘੱਟ ਪੱਧਰ ਦੀ ਭਾਸ਼ਾ,निम्न स्तरीय भाषा
ਘੱਟ ਘਾਟੇ ਫੀਡਰ,कमी तोटा फीडर
ਘੱਟ ਨੁਕਸਾਨ ਲਚਕਦਾਰ ਕੋਕਸਿਅਲ ਕੇਬਲ,कमी तोटा लवचिक कोएक्सियल केबल
ਘੱਟ ਸ਼ੋਰ ਪ੍ਰਾਪਤ ਕਰਨ ਵਾਲਾ,कमी आवाज रिसीव्हर
ਘੱਟ ਬਕਾਇਆ ਸੈਟੇਲਾਈਟ,कमी फिरणारी उपग्रह
ਘੱਟ ਪਾਸ ਫਿਲਟਰ,लो पास फिल्टर
ਘੱਟ ਪ੍ਰਤੀਕ੍ਰਿਆ,कमी प्रतिक्रिया मिळवणे
ਘੱਟ ਵਿਰੋਧ ਰਸਤਾ,कमी प्रतिकार मार्ग
ਲੱਗ,Lug
ਪ੍ਰਕਾਸ਼,ल्युमिनेन्स
ਬੁਲਾਇਆ ਗਿਆ,गठ्ठा
ਮੈਕਰੋ ਬਲਾਕ,मॅक्रो ब्लॉक
ਮੈਕਰੋ ਪਰਿਭਾਸ਼ਾ,मॅक्रो व्याख्या
ਮੈਕਰੋ ਵਿਜ਼ਨ,मॅक्रो व्हिजन
ਜਾਦੂ ਦੀ ਅੱਖ,जादू डोळा
ਚੁੰਬਕ,चुंबक
ਚੁੰਬਕੀ ਖੇਤਰ,चुंबकीय क्षेत्र
ਚੁੰਬਕੀ ਪ੍ਰਵਾਹ,चुंबकीय प्रवाह
ਚੁੰਬਕੀ ਖੰਭੇ,चुंबकीय खांब
ਚੁੰਬਕੀ ਤੂਫਾਨ,चुंबकीय वादळ
ਚੁੰਬਕੀ ਸਵਿਚ,चुंबकीय स्विच
ਚੁੰਬਕੀ ਟੇਪ,चुंबकीय टेप
ਚੁੰਬਕੀ,चुंबकत्व
ਮੇਲ ਮਰਜ,मेल विलीनीकरण
ਮੇਲਿੰਗ ਲਿਸਟ,पत्रव्यवहाराची यादी
ਮੁੱਖ ਕੈਰੀਅਰ,मुख्य वाहक
ਕਾਇਮ ਰੱਖੋ,देखभाल
ਰੱਖ ਰਖਾਵ,देखभाल
ਰੱਖ-ਰਖਾਅ ਟੀਮ,देखभाल कार्यसंघ
ਬਹੁਗਿਣਤੀ ਕੈਰੀਅਰ,बहुसंख्य वाहक
ਸੰਪਰਕ ਰੀਲੇਅ ਬਣਾਓ,संपर्क रिले बनवा
ਮੇਕ-ਐਂਡ-ਬਰੇਕ ਸਵਿੱਚ,मेक-अँड ब्रेक स्विच
ਮਰਦ-ਕੁਨੈਕਟਰ,नर-कनेक्टर
ਆਦਮੀ ਨੇ ਰੌਲਾ ਪਾਇਆ,माणसाने आवाज केला
ਪ੍ਰਬੰਧਨ ਜਾਣਕਾਰੀ ਪ੍ਰਣਾਲੀ (ਮਿਸ),व्यवस्थापन माहिती प्रणाली (एमआयएस)
ਹੇਰਾਫੇਰੀ,हाताळले
ਮੈਨੁਅਲ ਕੰਟਰੋਲ,मॅन्युअल नियंत्रण
ਮੈਨੁਅਲ ਵਿਧੀ,व्यक्तिचलित पद्धत
ਸੁਰੱਖਿਆ ਸਾਵਧਾਨੀ ਦਾ ਦਸਤਾਵੇਜ਼,सुरक्षिततेची खबरदारी
ਹੱਥੀਂ ਚਲਾਏ ਗਏ,व्यक्तिचलितपणे ऑपरेट केले
ਨਿਰਮਾਤਾ,निर्माता
ਮਾਸਕ,मुखवटा
ਮਾਸਕੀ,मस्की
ਮਾਸਕਰ,मास्कर
ਮਾਸਕਿੰਗ,मास्किंग
ਮਾਸਕਿੰਗ ਵਰਤਾਓ,मास्किंग वर्तन
ਆਡੀਓ ਦਾ ਮਾਸਕਿੰਗ ਪ੍ਰਭਾਵ,ऑडिओचा मास्किंग प्रभाव
ਮਾਸਕਿੰਗ ਥ੍ਰੈਸ਼ੋਲਡ,मास्किंग थ्रेशोल्ड
ਮਾਸਕਿੰਗ ਟੋਨ,मास्किंग टोन
ਮਸਤ,मास्ट
ਮਸਤ ਰੇਡੀਏਟਰ,मास्ट रेडिएटर
ਮਾਸਟਰ ਕੰਟਰੋਲ,मास्टर कंट्रोल
ਮਾਸਟਰ ਓਸਕਿਲਟਰ,मास्टर ऑसिलॅटरर
ਮੈਚ-ਪ੍ਰੇਸ਼ਾਨ,सामना-प्रतिबिंब
ਮੈਚਿੰਗ ਨੈਟਵਰਕ,मॅचिंग नेटवर्क
ਮੈਚਿੰਗ ਸਟੱਬ,मॅचिंग स्टब
ਮੈਚਿੰਗ ਟਰਾਂਸਫਾਰਮਰ,मॅचिंग ट्रान्सफॉर्मर
ਪਦਾਰਥਕ-ਖਰੀਦ,साहित्य-प्रक्रिया
ਮੈਟਰਿਕਸ,मॅट्रिक्स
ਵੱਧ ਤੋਂ ਵੱਧ,जास्तीत जास्त
ਵੱਧ ਤੋਂ ਵੱਧ ਮੰਗ ਸੰਕੇਤਕ,जास्तीत जास्त मागणी निर्देशक
ਵੱਧ ਤੋਂ ਵੱਧ ਬਿਜਲੀ ਦੀ ਘਣਤਾ,जास्तीत जास्त उर्जा घनता
ਵੱਧ ਤੋਂ ਵੱਧ ਸੰਵੇਦਨਸ਼ੀਲਤਾ,जास्तीत जास्त संवेदनशीलता
ਵੱਧ ਤੋਂ ਵੱਧ ਤਾਪਮਾਨ,जास्तीत जास्त तापमान
ਵੱਧ ਤੋਂ ਵੱਧ ਵਰਤੋਂ ਯੋਗ ਬਾਰੰਬਾਰਤਾ,जास्तीत जास्त वापरण्यायोग्य वारंवारता
ਵੱਧ ਤੋਂ ਵੱਧ ਮੁੱਲ,कमाल मूल्य
ਫੇਲ੍ਹ ਹੋਣ ਦਾ ਸਮਾਂ,अयशस्वी होण्याचा अर्थ
ਮਤਲਬ ਮੁੱਲ,म्हणजे मूल्य
ਮਾਪਿਆ ਸੰਕੇਤ,मोजलेले सिग्नल
ਮਾਪ,मोजमाप
ਮਾਪਣ ਵਾਲਾ ਉਪਕਰਣ,डिव्हाइस मोजत आहे
ਮਾਪਣ ਵਾਲੇ ਉਪਕਰਣ,मोजण्याचे उपकरणे
ਮਾਪਣ ਵਾਲੇ ਸਾਧਨ,मोजण्याचे साधन
ਫੀਲਡ ਦੀ ਤਾਕਤ ਦੇ ਸਾਧਨ ਨੂੰ ਮਾਪਣਾ,फील्ड सामर्थ्याचे मोजमाप
ਮਾਪਣ ਟੇਪ,मोजपट्टी
ਵਿਧੀ,यंत्रणा
ਮੀਡੀਆ ਸਰਵਰ,मीडिया सर्व्हर
ਮਾਧਿਅਮ,मध्यम
ਦਰਮਿਆਨੀ ਬਾਰੰਬਾਰਤਾ,मध्यम वारंवारता
ਦਰਮਿਆਨੀ ਬਾਰੰਬਾਰਤਾ ਲਹਿਰ,मध्यम वारंवारता लाट
ਦਰਮਿਆਨੀ ਵੇਵ (MW),मध्यम लाट (मेगावॅट)
ਮੈਗਾ-ਓਮ,मेगा-ओहम
ਮੇਜਰ,मेगर
ਯਾਦਦਾਸ਼ਤ,मेमरी
ਸਲਾਹ ਦੇਣਾ,मार्गदर्शक
ਮੇਨੂ ਬਾਰ,मेनू बार
ਮਰਕਰੀ ਸਵਿਚ,बुध स्विच
ਮਰਜਣਾ,विलीनीकरण
ਸੁਨੇਹਾ,संदेश
ਮੈਟਾਡੇਟਾ,मेटाडेटा
ਧਾਤ-ਆਕਸਾਈਡ ਸੈਮੀਕੰਡਕਟਰ ਡਿਓਡ,मेटल-ऑक्साईड सेमीकंडक्टर डायोड
ਮੈਟਲ-ਸ਼ੀਟਡ ਕੇਬਲ,मेटल-शीथ केबल
ਮੀਟਰ,मीटर
ਮੀਟਰਿੰਗ ਪੈਨਲ,मीटरिंग पॅनेल
ਮੀਕਾ,मीका
ਮੀਕਾ-ਇਨਸੂਲੇਸ਼ਨ,मीका-इन्सुलेशन
ਮਾਈਕਰੋ-,सूक्ष्म-
ਮਾਈਕਰੋ ਕੰਪੋਨੈਂਟ,सूक्ष्म घटक
ਮਾਈਕਰੋ ਕੰਪਿ computer ਟਰ,सूक्ष्म संगणक
ਮਾਈਕਰੋ-ਕੰਟਰੋਲਰ,मायक्रो-कंट्रोलर
ਮਾਈਕਰੋ-ਇਲੈਕਟ੍ਰਾਨਿਕਸ,मायक्रो-इलेक्ट्रॉनिक्स
ਮਾਈਕ੍ਰੋਫੋਨ,मायक्रोफोन
ਮਾਈਕ੍ਰੋਫੋਨਿਕਸ,मायक्रोफोनिक्स
ਮਾਈਕ੍ਰੋਪ੍ਰੋਸੈਸਰ,मायक्रोप्रोसेसर
ਮਾਈਕਰੋ-ਵੋਲਟ (ਐਮਵੀ),मायक्रो-व्होल्ट (एमव्ही)
ਮਾਈਕ੍ਰੋਵੇਵ,मायक्रोवेव्ह
ਮਾਈਕ੍ਰੋਵੇਵ ਇਰਾਟਨਾ,मायक्रोवेव्ह अँटेना
ਮਾਈਕ੍ਰੋਵੇਵ ਸ਼ਤੀਰ,मायक्रोवेव्ह बीम
ਮਿਡ-ਬੈਂਡ,मिड-बँड
ਮਾਈਗ੍ਰੇਸ਼ਨ,स्थलांतर
ਮਾਈਗ੍ਰੇਸ਼ਨ ਮਾਰਗ,स्थलांतर मार्ग
ਛੋਟਾ,सूक्ष्म
ਛੋਟਾ,लघुलेखित
ਘੱਟੋ ਘੱਟ,किमान
ਘੱਟੋ ਘੱਟ ਤਾਪਮਾਨ,किमान तापमान
ਘੱਟੋ ਘੱਟ ਵਰਤੋਂ ਯੋਗ ਖੇਤਰ ਦੀ ਤਾਕਤ,किमान वापरण्यायोग्य फील्ड सामर्थ्य
ਘੱਟ ਗਿਣਤੀ ਕੈਰੀਅਰ,अल्पसंख्याक वाहक
ਗਲਤ,गैरसमज
ਰਲਾਉ,मिसळा
ਮਿਕਸਡ ਖਾਲੀ,मिश्रित ब्लँकिंग
ਮਿਸ਼ਰਤ ਸਿੰਕ,मिश्रित समक्रमण
ਮਿਕਸਰ,मिक्सर
ਮਿਕਸਰ ਟਿ .ਬ,मिक्सर ट्यूब
ਮਿਲਾਉਣਾ,मिसळणे
ਮਿਕਸਿੰਗ ਸਰਕਟ,मिक्सिंग सर्किट
Menonic,मेमोनिक
ਮਨੀਮੋਨਿਕਸ,मेमोनोनिक्स
ਮੋਬਾਈਲ,मोबाईल
ਮੋਬਾਈਲ ਮਲਟੀਮੀਡੀਆ ਐਪਲੀਕੇਸ਼ਨ,मोबाइल मल्टीमीडिया अनुप्रयोग
ਮੋਬਾਈਲ ਟੀਵੀ,मोबाइल टीव्ही
ਮੋਡ,मोड
ਅਸਫਲਤਾ ਦਾ .ੰਗ,अपयशाची पद्धत
ਪ੍ਰਸਾਰ ਦਾ .ੰਗ,प्रसार मोड
ਮਾਡਲ,मॉडेल
ਮਾਡਮ,मॉडेम
ਆਧੁਨਿਕ ਐਫਐਮ ਟ੍ਰਾਂਸਮੀਟਰ,आधुनिक एफएम ट्रान्समीटर
ਆਧੁਨਿਕ ਰੁਝਾਨ,आधुनिक ट्रेंड
ਸੰਰਚਨਾ ਦੇ .ੰਗਾਂ,कॉन्फिगरेशनचे मोड
ਸੋਧ,सुधारित करा
ਸੋਧਿਆ ਨਿਰੰਤਰ ਲਹਿਰ,मॉड्युलेटेड सतत लाट
ਸੰਦਰੁਕ ਸਿਗਨਲ,मॉड्युलेटेड सिग्नल
