Odiya,Tamil
ପ୍ରେରଣାଦାୟକ ରେଞ୍ଚ |,மனக்கிளர்ச்சி குறடு
ଦେୟ ମୂଲ୍ୟ,வசூலிக்கப்பட்ட செலவு
ଅପାରଗତା |,போதாமை
ଘଟଣା ତରଙ୍ଗ,நிகழ்வு அலை
ଭେକ୍ଟର ଗ୍ରେଡିଏଣ୍ଟ୍ |,திசையன் சாய்வு
କ୍ଲାସ୍ ଟେମ୍ପ୍ |,வகுப்பு வெப்பநிலை
"ଆତି, ନାଟି","ஆத்தி, நாட்டி"
"ପ୍ରବୃତ୍ତ, ପ୍ରବୃତ୍ତ, ବଙ୍କା |","சாய்ந்த, சாய்ந்த, வளைந்த"
ପ୍ରବୃତ୍ତ ବିମାନ |,சாய்ந்த விமானம்
"ତଳେ, ଧାରଣ କରିଛି |","கீழ், அடங்கியுள்ளது"
"ଅନ୍ତର୍ଭୁକ୍ତ, ଅନ୍ତର୍ଭୁକ୍ତ, ଅନ୍ତର୍ଭୁକ୍ତ, ଅନ୍ତର୍ଭୁକ୍ତ, ଅନ୍ତର୍ଭୁକ୍ତ |","அடங்கும், அடங்கும், அடங்கும், அடங்கும், அடங்கும்"
ଅସମ୍ପୂର୍ଣ୍ଣ ଗାମା କାର୍ଯ୍ୟ,முழுமையற்ற காமா செயல்பாடு
ଅସଙ୍ଗତି |,முரண்பாடு
"ଅସଙ୍ଗତ, ବିରୋଧୀ |","சீரற்ற, விரோதமான"
ଅସଙ୍ଗତ ନମୁନା |,சீரற்ற மாதிரிகள்
ଅସଙ୍ଗତ ଶରୀର |,சீரற்ற உடல்
"ଅଶୁଦ୍ଧ, ଭୁଲ","தூய்மையற்ற, தவறு"
ଭୁଲ ନିଷ୍ପତ୍ତି,தவறான முடிவு
ଅଭିବୃଦ୍ଧି |,வளர்ச்சி
ବ function ୁଥିବା କାର୍ଯ୍ୟ,செயல்பாடு அதிகரிக்கும்
ଅଭିବୃଦ୍ଧି |,வளர்ச்சி
ଅନିଶ୍ଚିତତା |,நிச்சயமற்ற
ଅନିର୍ଦ୍ଦିଷ୍ଟ ଫର୍ମ |,உறுதியற்ற வடிவம்
ଅନିର୍ଦ୍ଦିଷ୍ଟ ଅବିଚ୍ଛେଦ୍ୟ |,காலவரையற்ற ஒருங்கிணைப்பு
ଅନିର୍ଦ୍ଦିଷ୍ଟ ମାଟ୍ରିକ୍ସ |,காலவரையற்ற அணி
ଅନିର୍ଦ୍ଦିଷ୍ଟ ବିମେଟାଲିକ୍ ଏକତା |,காலவரையற்ற பைமெட்டாலிக் ஒருமைப்பாடு
ସ୍ୱାଧୀନତା,சுதந்திரம்
ସ୍ୱାଧୀନ ଘଟଣା,சுயாதீன நிகழ்வு
ସ୍ independent ାଧୀନ କାର୍ଯ୍ୟ,சுயாதீன செயல்பாடு
ସ୍ independent ାଧୀନ ରାଣ୍ଡମ୍ ଭେରିଏବଲ୍ |,சுயாதீன சீரற்ற மாறி
ସ୍ୱାଧୀନ ଭେରିଏବଲ୍ |,சார்பற்ற மாறி
ମୁକ୍ତ ଚିନ୍ତକ |,சுதந்திர சிந்தனையாளர்
ଅନିର୍ଦ୍ଦିଷ୍ଟତା |,உறுதியின்மை
"ଅନିର୍ଦ୍ଦିଷ୍ଟ, ଅନିଶ୍ଚିତ, ଅନିଶ୍ଚିତ, ଅସୀମ |","தீர்மானிக்கப்படாத, தீர்மானிக்கப்படாத, நிச்சயமற்ற, எல்லையற்ற"
ଅନିର୍ଦ୍ଦିଷ୍ଟ ସମୀକରଣ |,தீர்மானிக்கப்படாத சமன்பாடு
"ଅନିର୍ଦ୍ଦିଷ୍ଟ ଫର୍ମ, ଅନିର୍ଦ୍ଦିଷ୍ଟ ଫର୍ମ |","தீர்மானிக்கப்படாத வடிவம், தீர்மானிக்கப்படாத வடிவம்"
"ପ୍ରଦର୍ଶକ, ସୂଚକ, ସୂଚକାଙ୍କ, ନିର୍ଦ୍ଦେଶକ, ସୂଚକ (v।)","அடுக்கு, சுட்டி, குறியீட்டு, இயக்குனர், சுட்டி (v.)"
ସେଟ୍ ଦ୍ୱାରା ସୂଚିତ |,தொகுப்பால் தெரிவிக்கப்பட்டது
ସୂଚନା ପରିବାର,தகவல் குடும்பத்தினர்
ସୂଚକାଙ୍କ,குறியீட்டு
ଉପଗୋଷ୍ଠୀ ସୂଚକାଙ୍କ |,துணைக்குழு குறியீடு
ସୂଚକ ସେଟ୍ |,சுட்டிக்காட்டி தொகுப்பு
ପ୍ରତୀକ,சின்னம்
ସୂକ୍ଷ୍ମ ସମୀକରଣ |,அதிவேக சமன்பாடு
ଉଦାସୀନତା ବକ୍ର,அலட்சியம் வளைவுகள்
ପରୋକ୍ଷ ଭିନ୍ନତା |,மறைமுக வேறுபாடு
ପରୋକ୍ଷ ପ୍ରମାଣ |,மறைமுக ஆதாரம்
ପ୍ରଧାନ,முதன்மை
"ଆଗମନ, ଅନୁକରଣ, ଅନୁକରଣ |","வருகை, தூண்டல், தூண்டல்"
ଇନ୍ଦ୍ରିୟାତ୍ମକ |,தூண்டல்
ଇନ୍ଦ୍ରିୟାତ୍ମକ ଚିତ୍ର |,தூண்டல் படம்
ଇନ୍ଦ୍ରିୟାତ୍ମକ ସଂଜ୍ଞା |,தூண்டல் வரையறை
ଇନ୍ଦ୍ରିୟାତ୍ମକ ଆକଳନ |,தூண்டல் மதிப்பீடு
"ଅସମାନତା, ଅସମାନତା |","சமத்துவமின்மை, சமத்துவமின்மை"
ଅସମାନତା ପ୍ରତିବନ୍ଧକ |,சமத்துவமின்மை கட்டுப்பாடு
ଅସମାନତା,சமத்துவமின்மை
ନିଷ୍କ୍ରିୟତା |,செயலற்ற தன்மை
ନିଷ୍କ୍ରିୟତା ଶକ୍ତି |,செயலற்ற சக்தி
ନିଷ୍କ୍ରିୟ |,செயலற்ற
ଅକ୍ଷୟ ଭିନ୍ନକ୍ଷମ |,துல்லியமற்ற வேறுபாடு
ରୂପାନ୍ତର ବିନ୍ଦୁ |,மாற்று புள்ளி
"ସର୍ବନିମ୍ନ, ସର୍ବଶ୍ରେଷ୍ଠ ନିମ୍ନ ସୀମା |","குறைந்த, பெரிய கீழ் எல்லை"
"ଅସୀମ, ଅସୀମ |","எல்லையற்ற, எல்லையற்ற"
ଅସୀମ,எல்லையற்ற
ଅସୀମ ଭେକ୍ଟର ସ୍ପେସ୍ |,எல்லையற்ற திசையன் இடம்
ଅସୀମ ଖେଳ |,எல்லையற்ற விளையாட்டு
ଅସୀମ ଗୋଷ୍ଠୀ |,எல்லையற்ற குழு
ଅସୀମ ଅବିଚ୍ଛେଦ୍ୟ |,எல்லையற்ற ஒருங்கிணைந்த
ଅସୀମ ଜନସଂଖ୍ୟା |,எல்லையற்ற மக்கள் தொகை
ଅସୀମ କ୍ରମ |,எல்லையற்ற தொடர்
ଅସୀମ ସେଟ୍ |,எல்லையற்ற தொகுப்பு
"ଅସୀମ ସୂକ୍ଷ୍ମ, ଅସୀମ |","எல்லையற்ற நுட்பமான, எல்லையற்ற"
ମ element ଳିକ ଉପାଦାନଗୁଡ଼ିକ |,அடிப்படை கூறுகள்
ଅସୀମ ଜନସଂଖ୍ୟା |,எல்லையற்ற மக்கள் தொகை
"ଅସୀମତା, ଅସୀମତା |","முடிவிலி, முடிவிலி"
"ଅସୀମ, ଅସୀମ |","எல்லையற்ற, எல்லையற்ற"
ମୁଦ୍ରାସ୍ଫୀତି କାରକ |,பணவீக்க காரணி
ଭେରିଏବଲ୍ ଟାଙ୍ଗେଣ୍ଟ୍ |,மாறி தொடுகோடு
ଓଲଟା ଫୋକସ୍ |,தலைகீழ் கவனம்
ଅବଶ୍ୟ ପରିବର୍ତ୍ତନ,நிச்சயமாக மாற்றம்
ଫଙ୍କସନ୍ ର ଡେରିଭେଟିଭ୍ |,செயல்பாட்டின் வழித்தோன்றல்
ସିଗମା ମ୍ୟାଟ୍ରିକ୍ସ |,சிக்மா மேட்ரிக்ஸ்
ସୂଚନା ଉତ୍ସଗୁଡ଼ିକ,தகவல் வளங்கள்
ସୂଚନା ବିଜ୍ଞାନ |,தகவல் அறிவியல்
"ଭିନ୍ନ, ଅନୁପଯୁକ୍ତ |","வேறுபட்ட, விகிதாசாரமற்ற"
ଅଣ-ସମକକ୍ଷ ସମୀକରଣ |,ஒரே மாதிரியான சமன்பாடு அல்ல
ଅଣ-ଆଘାତଜନିତ ଶରୀର |,அல்லாத அதிர்ச்சி உடல்
"ପ୍ରାରମ୍ଭିକ, ପ୍ରାରମ୍ଭିକ, ପ୍ରାରମ୍ଭିକ","ஆரம்ப, ஆரம்ப, ஆரம்ப"
"ପ୍ରାରମ୍ଭିକ ଅବସ୍ଥା, ପ୍ରାରମ୍ଭିକ ପ୍ରତିବନ୍ଧକ |","தொடக்க நிலை, ஆரம்ப கட்டுப்பாடு"
ଆରମ୍ଭ ରେଖା,தொடக்க வரி
ପ୍ରାରମ୍ଭ ବିନ୍ଦୁ,ஆரம்ப புள்ளி
ପ୍ରାରମ୍ଭିକ ସମାଧାନ |,ஆரம்ப தீர்வு
ପ୍ରାରମ୍ଭିକ ବେଗ,ஆரம்ப வேகம்
ଏକକ ମାନଚିତ୍ର,ஒற்றை வரைபடம்
ଏକକ ମ୍ୟାପିଙ୍ଗ୍ |,ஒற்றை மேப்பிங்
ଭିନ୍ନକ୍ଷମ ଗୁଣନ,வேறுபட்ட பெருக்கல்
ଭିତର ବିନ୍ଦୁ |,உள்துறை புள்ளி
ଆଭ୍ୟନ୍ତରୀଣ ଉତ୍ପାଦ |,உள் தயாரிப்பு
"ଇନପୁଟ୍ (n।), ଇନପୁଟ୍ (v।)","உள்ளீடு (n.), உள்ளீடு (v.)"
ଇନପୁଟ୍ ଡାଟା,உள்ளீடு தரவு
ବିନିଯୋଗ ଗେଟୱେ |,முதலீட்டு நுழைவாயில்
ବିନିଯୋଗ ଫଳାଫଳ ବିଶ୍ଳେଷଣ |,முதலீட்டு வெளியீடு பகுப்பாய்வு
ଇନପୁଟ୍ ଆଉଟପୁଟ୍ କଣ୍ଟ୍ରୋଲ୍ ସିଷ୍ଟମ୍ |,உள்ளீடு வெளியீடு கட்டுப்பாட்டு அமைப்பு
ଇନପୁଟ୍ ଆଉଟପୁଟ୍ ସିଷ୍ଟମ୍ |,உள்ளீடு வெளியீடு அமைப்பு
ବିନିଯୋଗ ପରିମାଣ,முதலீட்டு அளவு
"ବିନିଯୋଗ ରେଜିଷ୍ଟର, ନିବେଶ ରେଜିଷ୍ଟର |","முதலீட்டுப் பதிவு, முதலீட்டுப் பதிவு"
ଇନପୁଟ୍ ଟର୍ମିନାଲ୍ |,உள்ளீட்டு முனையம்
"ଭିତର, ତଳେ","உள்ளே, கீழ்"
ମୁହୂର୍ତ୍ତ,கணம்
"ତତକ୍ଷଣାତ୍, ତତକ୍ଷଣାତ୍ |","உடனடி, உடனடி"
ତତକ୍ଷଣାତ୍ ତ୍ୱରଣ |,உடனடி முடுக்கம்
ତତକ୍ଷଣାତ୍ ଘୂର୍ଣ୍ଣନ |,உடனடி சுழற்சி
ତତକ୍ଷଣାତ୍ କେନ୍ଦ୍ର |,உடனடி மையம்
ତତକ୍ଷଣାତ୍ ବେଗ |,உடனடி வேகம்
ତତକ୍ଷଣାତ୍ ଭଲ୍ୟୁମ୍,உடனடி தொகுதி
"ପୁରା ସଂଖ୍ୟା, ପୂର୍ଣ୍ଣ ସଂଖ୍ୟା","முழு எண், முழு எண்"
ଇଣ୍ଟିଜର୍ ଲାଇନ୍ ପ୍ରୋଗ୍ରାମିଂ |,முழு எண் நேரியல் நிரலாக்கம்
ଏକୀକରଣ,ஒருங்கிணைப்பு
ଏକୀକୃତ,ஒருங்கிணைந்த
ଏକୀକୃତ ଡିଫେରିଏଲ୍ ସମୀକରଣ |,ஒருங்கிணைந்த வேறுபாடு சமன்பாடு
ଏକୀକୃତ ସମୀକରଣ |,ஒருங்கிணைந்த சமன்பாடு
ଅବିଚ୍ଛେଦ୍ୟ କାର୍ଯ୍ୟ,ஒருங்கிணைந்த செயல்பாடு
"ଇଣ୍ଟିଗ୍ରାଲ୍, ଇଣ୍ଟିଜର୍","ஒருங்கிணைந்த, முழு எண்"
ଇଣ୍ଟିଗ୍ରାଲ୍ କାଲକୁଲସ୍ ଇଣ୍ଟିଗ୍ରାଲ୍ କାଲକୁଲସ୍ |,ஒருங்கிணைந்த கால்குலஸ் ஒருங்கிணைந்த கால்குலஸ்
ଅବିଚ୍ଛେଦ୍ୟ ବକ୍ର,ஒருங்கிணைந்த வளைவு
ପୂର୍ଣ୍ଣ ଡୋମେନ୍,முழு எண் டொமைன்
ଅବିଚ୍ଛେଦ୍ୟ ସମୀକରଣ |,ஒருங்கிணைந்த சமன்பாடு
"ପୁରା ସଂଖ୍ୟା, ପୂର୍ଣ୍ଣ ସଂଖ୍ୟା","முழு எண், முழு எண்"
ପ୍ରଥମ ପ୍ରକାରର ଅବିଚ୍ଛେଦ୍ୟ |,முதல் வகையான ஒருங்கிணைந்த
ଅବିଚ୍ଛେଦ୍ୟ ଉପସ୍ଥାପନା |,ஒருங்கிணைந்த பிரதிநிதித்துவம்
ଅବିଚ୍ଛେଦ୍ୟ ଚିହ୍ନ,ஒருங்கிணைந்த அடையாளம்
ଏକତ୍ର କର,ஒருங்கிணைக்க
ଇଣ୍ଟିଗ୍ରେଟେଡ୍ ଅବଶୋଷଣ କୋଏଫିସିଏଣ୍ଟ୍ |,ஒருங்கிணைந்த உறிஞ்சுதல் குணகம்
ଏକୀକରଣ କାରକ |,ஒருங்கிணைப்பு காரணி
ଏକୀକରଣ,ஒருங்கிணைப்பு
ଭିନ୍ନକ୍ଷମ ଦ୍ୱାରା ଏକୀକରଣ,வேறுபாடு மூலம் ஒருங்கிணைப்பு
ବିଭାଗୀୟ ଏକୀକରଣ,பிரிவு ஒருங்கிணைப்பு
ରାସନାଇଜେସନ୍ ଦ୍ୱାରା ଏକୀକରଣ |,பகுத்தறிவு மூலம் ஒருங்கிணைப்பு
ପ୍ରତିସ୍ଥାପନ ଦ୍ୱାରା ଏକୀକରଣ |,மாற்று மூலம் ஒருங்கிணைப்பு
ପ୍ରଗତିଶୀଳ ସମାନତା ଦ୍ୱାରା ଏକୀକରଣ |,முற்போக்கு சமநிலை மூலம் ஒருங்கிணைப்பு
କ୍ରମିକ ଏକୀକରଣ |,படிநிலை ஒருங்கிணைப்பு
ଭେକ୍ଟର ଏକୀକରଣ,திசையன் ஒருங்கிணைப்பு
ବନ୍ଦ ପୃଷ୍ଠାରେ ଏକୀକରଣ |,மூடிய பக்கத்தில் ஒருங்கிணைப்பு
ଇଣ୍ଟିଗ୍ରେଟର୍,ஒருங்கிணைப்பாளர்
ଅବିଚ୍ଛେଦ୍ୟ ଉପାଦାନ |,ஒருங்கிணைந்த கூறு
ଅବିଚ୍ଛେଦ୍ୟ-ଭିନ୍ନ ଭିନ୍ନ ସମୀକରଣ |,ஒருங்கிணைந்த-வேறுபட்ட சமன்பாடு
ବାଧା,இடைமறிப்பு
ଯାତାୟାତ କାର୍ଯ୍ୟ,பரிமாற்ற செயல்பாடு
ଅଦଳବଦଳ,மாற்றத்தக்கது
ଇଣ୍ଟରକ୍ଲାସ୍ ସମ୍ପର୍କ,வகுப்புகளுக்கு இடையேயான தொடர்பு
ପାରସ୍ପରିକ ସମ୍ପର୍କ,பரஸ்பர உறவு
ସଂଶୋଧନ ଗୁଣବତ୍ତା,தொடர்பு குணகம்
"ପରସ୍ପର ଉପରେ ନିର୍ଭରଶୀଳତା, ପରସ୍ପର ଉପରେ ନିର୍ଭରଶୀଳତା |","ஒன்றுக்கொன்று சார்ந்திருத்தல், ஒன்றுக்கொன்று சார்ந்திருத்தல்"
ପରସ୍ପର ଉପରେ ନିର୍ଭରଶୀଳ |,ஒன்றையொன்று சார்ந்தது
ଆଗ୍ରହ,ஆர்வம்
ଇଣ୍ଟରଫେସ୍ ପୃଷ୍ଠା |,இடைமுகப் பக்கம்
ଇଣ୍ଟରଫେସ୍ କୋଣ,இடைமுக கோணம்
ଅବିଚ୍ଛେଦ୍ୟ,ஒருங்கிணைந்த
ଏକୀକୃତ,ஒருங்கிணைக்கப்பட்டது
"ଭିତର, ଭିତର, ଭିତର (adj।), ଭିତର, ଭିତର, ଭିତର (v।)","உள், உள், உள் (adj.), உள், உள், உள் (v.)"
ଭିତର କୋଣ,உள் கோணம்
ଭିତର ଜୋନ୍ |,உள்துறை மண்டலம்
ଆନ୍ତ-ପ୍ରଦେଶ |,மாகாணங்களுக்கு இடையேயான
ଆଭ୍ୟନ୍ତରୀଣ ଉପାଦାନଗୁଡ଼ିକ |,உள் கூறுகள்
ସେଟ୍ ର ଭିତର |,தொகுப்பின் உட்புறம்
ଆଭ୍ୟନ୍ତରୀଣ କୋଣ ଆଡକୁ |,எதிர்கொள்ளும் உள் கோணம்
ଭିତରେ,உள்ளே
ଭିତର ବିନ୍ଦୁ |,உள்துறை புள்ளி
"ମଧ୍ୟବର୍ତ୍ତୀ, ଦ୍ secondary ିତୀୟ, ମଧ୍ୟମ, ମଧ୍ୟମ","இடைநிலை, இரண்டாம் நிலை, நடுத்தர, இடைநிலை"
ମଧ୍ୟବର୍ତ୍ତୀ ବିନ୍ଦୁ |,இடைநிலை புள்ளி
ମଧ୍ୟବର୍ତ୍ତୀ ମୂଲ୍ୟ ତତ୍ତ୍। |,இடைநிலை மதிப்பு தேற்றம்
ଆଭ୍ୟନ୍ତରୀଣ ବିସେକ୍ଟର |,உள் இருவகை
ଇଣ୍ଟରପୋଲେସନ୍ |,இடைச்செருகல்
ସନ୍ନିବେଶ ସୂତ୍ର,செருகும் சூத்திரம்
ଛକ,வெட்டும்
ବିଚ୍ଛେଦ ବକ୍ର,வெட்டும் வளைவு
ବିଚ୍ଛେଦ ରେଖା |,வெட்டும் கோடுகள்
"ଛକ, ଛକ, ଛକ","குறுக்குவெட்டு, குறுக்குவெட்டு, குறுக்குவெட்டு"
ଛକ ବକ୍ର,வெட்டும் வளைவு
ବକ୍ରର ଛକ,வளைவுகளின் குறுக்குவெட்டு
ସେଟ୍ ର ଛକ,தொகுப்புகளின் குறுக்குவெட்டு
"ଫାଙ୍କ, ଫାଙ୍କ","இடைவெளி, இடைவெளி"
ବ୍ୟବଧାନ ଆକଳନ |,இடைவெளி மதிப்பீடு
ବ୍ୟବଧାନ ଆକଳନ |,இடைவெளி மதிப்பீடு
ବ୍ୟବଧାନ ମଧ୍ୟଭାଗ |,இடைவெளி நடுப் புள்ளி
"ଆନ୍ତ a- ବିଭାଗୀୟ ପ୍ରଭାବ, ଆନ୍ତ section- ବିଭାଗୀୟ ପ୍ରଭାବ |",உள்-பிரிவு விளைவு
ଇଣ୍ଟରକ୍ଲାସ୍ ସମ୍ପର୍କ,வகுப்புகளுக்கு இடையேயான தொடர்பு
ସ୍ଥିରତା,அமைதி
ନିଶ୍ଚିତ,நிச்சயம்
ସ୍ଥିର ସିଷ୍ଟମ୍ |,நிலையான அமைப்பு
ଟେବୁଲ୍,மேசை
ଟେବୁଲ୍ ଆସାଇନମେଣ୍ଟ୍ |,அட்டவணை ஒதுக்கீடு
ଟେବୁଲ୍ ନିୟନ୍ତ୍ରଣ |,அட்டவணை கட்டுப்பாடு
ଟେବୁଲ୍ ନିୟନ୍ତ୍ରଣ ମଡେଲ୍ |,அட்டவணை கட்டுப்பாட்டு மாதிரி
ଟେବୁଲ୍ କଣ୍ଟ୍ରୋଲ୍ ସିଷ୍ଟମ୍ |,அட்டவணை கட்டுப்பாட்டு அமைப்பு
ଟେବୁଲ୍ ଚକ୍ର |,அட்டவணை சுழற்சி
ଟେବୁଲ୍ ଧାରଣ ମୂଲ୍ୟ,அட்டவணை வைத்திருக்கும் செலவு
ଟେବୁଲ୍ ପଏଣ୍ଟ |,அட்டவணை புள்ளி
ଟେବୁଲ୍ ନୀତି,அட்டவணை கொள்கை
ଟେବୁଲ୍ ସ୍ଥିତି,அட்டவணை நிலை
"ଓଲଟା, ଓଲଟା, ବିପରୀତ |","தலைகீழ், தலைகீழ், எதிர்"
ଓଲଟା ସମ୍ପର୍କ,தலைகீழ் தொடர்பு
ଓଲଟା କାର୍ଯ୍ୟ,தலைகீழ் செயல்பாடு
ଫୋମ୍ ପ୍ରତି ହାଇପରବୋଲିକ୍ କାର୍ଯ୍ୟ |,ஒரு நுரைக்கு ஹைபர்போலிக் செயல்பாடு
ବିପରୀତ ଆନୁପାତିକ |,நேர்மாறான விகிதாசார
ଓଲଟା ମାନଚିତ୍ର,தலைகீழ் வரைபடம்
ପାରସ୍ପରିକ ସଂଖ୍ୟା,பரஸ்பர எண்
ଓଲଟା ମ୍ୟାଟ୍ରିକ୍ସ |,தலைகீழ் அணி
ଓଲଟା ପର୍ମୁଟେସନ୍ |,தலைகீழ் வரிசைமாற்றம்
ଓଲଟା ଅନୁପାତ,தலைகீழ் விகிதம்
ଓଲଟା ଟ୍ରାଇଗୋନେଟ୍ରିକ୍ କାର୍ଯ୍ୟ |,தலைகீழ் முக்கோணவியல் செயல்பாடு
ଓଲଟା ସୂତ୍ର,தலைகீழ் சூத்திரம்
କ୍ରମର କପି |,வரிசையின் நகல்
ଓଲଟା ମ୍ୟାଟ୍ରିକ୍ସ |,தலைகீழ் அணி
ଓଲଟା ରୂପାନ୍ତର |,தலைகீழ் மாற்றம்
ଅଯ irr କ୍ତିକ |,பகுத்தறிவற்ற
ଅଯ irr କ୍ତିକ ସମୀକରଣ |,பகுத்தறிவற்ற சமன்பாடு
ଅଯ irr କ୍ତିକ ଅଭିବ୍ୟକ୍ତି |,பகுத்தறிவற்ற வெளிப்பாடு
ଅଯ irr କ୍ତିକ ସଂଖ୍ୟା |,பகுத்தறிவற்ற எண்
ଅଯ irr କ୍ତିକ ମୂଳ |,பகுத்தறிவற்ற வேர்
"ଅପୂରଣୀୟ, ଅବିସ୍ମରଣୀୟ, ଅପୂରଣୀୟ |","மாற்ற முடியாத, குறைக்க முடியாத, சமமற்ற"
ଘୂର୍ଣ୍ଣନ ଭେକ୍ଟର୍ |,சுழற்சி திசையன்
ଘୂର୍ଣ୍ଣନ ଭେକ୍ଟର କାର୍ଯ୍ୟ,சுழற்சி திசையன் செயல்பாடு
ଘୂର୍ଣ୍ଣନ ବେଗ,சுழற்சி வேகம்
ଆଇସୋମେଟ୍ରିକ୍ (v।) ଡାହାଣ ରେଖା (v।),ஐசோமெட்ரிக் (வி.) வலது கோடு (வி.)
ସିଙ୍କ୍ରେଟିଜିମ୍ |,ஒத்திசைவு
ଅଲଗା ଅଲଗା ଅଲଗାତା |,தனிமைப்படுத்தப்பட்ட கட்டாய விந்தை
ବିଚ୍ଛିନ୍ନ ବିନ୍ଦୁ |,தனிமைப்படுத்தப்பட்ட புள்ளி
"ଆଇସୋମେଟ୍ରିକ୍, ଟ୍ରାଇଟେଜୋଲ୍, ଘନ, ଆଇସୋମେଟ୍ରିକ୍ |","ஐசோமெட்ரிக், ட்ரைடெசோல், க்யூபிக், ஐசோமெட்ரிக்"
isosceles ବିନ୍ୟାସ,ஐசோசெல்ஸ் கட்டமைப்பு
ପୁନରାବୃତ୍ତି ଇଣ୍ଟିଗ୍ରାଲ୍ |,மறுமுறை ஒருங்கிணைந்த
ପୁନରାବୃତ୍ତି ସନ୍ନିବେଶ |,மீண்டும் மீண்டும் செருகுதல்
ପୁନରାବୃତ୍ତି,மீண்டும் மீண்டும்
ପୁନରାବୃତ୍ତି ସୂତ୍ର,மீண்டும் மீண்டும் சூத்திரம்
ବାରମ୍ବାର ଏକୀକରଣ ସୂତ୍ର |,சுழல்நிலை ஒருங்கிணைப்பு சூத்திரம்
ପୁନରାବୃତ୍ତି ପ୍ରଣାଳୀ |,சுழல் செயல்முறை
ପୁନରାବୃତ୍ତି ପଦ୍ଧତି |,சுழல்நிலை முறை
ଜାକୋବିଆନ୍ |,யாக்கோபியன்
ଜାକୋବି ସାରନିକ୍ |,ஜேக்கபி சார்னிக்
ଜାକୋବି ମ୍ୟାଟ୍ରିକ୍ସ |,ஜேக்கபி அணி
ସେଟ୍ ର ମିଶ୍ରଣ |,தொகுப்புகளின் கலவை
ମିଳିତ (v।) ମିଳିତ (v।),கூட்டு (வி.) கூட்டு (வி.)
ମିଳିତ ଘନତା କାର୍ଯ୍ୟ,கூட்டு அடர்த்தி செயல்பாடு
ମିଳିତ ଫ୍ରିକ୍ୱେନ୍ସି ଫଙ୍କସନ୍,ஒருங்கிணைந்த அதிர்வெண் செயல்பாடு
ମିଳିତ ନିର୍ଭରଶୀଳ ଭେରିଏବଲ୍ |,கூட்டு சார்ந்த மாறி
ମିଳିତ ସମ୍ଭାବନା |,கூட்டு நிகழ்தகவு
ସନ୍ନିବେଶ,செருகல்
"ସ୍ପେଡ୍, ଡେଇଁବା, ପ୍ଲୁଟି |","மண்வெட்டி, ஜம்ப், புளுட்டி"
ପ୍ଲୁଟି ବନ୍ଦ |,புளூட்டி இடைநிறுத்தம்
"ନ୍ୟାୟ, ଯଥାର୍ଥତା |","நியாயம், நியாயம்"
ଯଥାର୍ଥତା,நியாயப்படுத்த
କାର୍ନାଫ୍ ମାନଚିତ୍ର,கார்னாஃப் வரைபடம்
"କର୍ଣ୍ଣଲ, ପାଉଁଶ |","கர்னல்கள், சாம்பல்"
ମ୍ୟାପିଂ ପଏଣ୍ଟ |,மேப்பிங் புள்ளி
"ପିରୋଡାଇନାମିକ୍ସ, ପ୍ୟୁରିନ୍ ଡାଇନାମିକ୍ସ |","தூய இயக்கவியல், தூய இயக்கவியல்"
ଗତିଜ ଶକ୍ତି,இயக்க ஆற்றல்
"ଗତିଶୀଳତା, କିଏନାମେଟିକ୍ସ |","இயக்கவியல், இயக்கவியல்"
କଲମୋଗୋରଫ୍-ସ୍ମିର୍ନୋଭ୍ ପରୀକ୍ଷା |,கோல்மோகோரோஃப்-ஸ்மிர்னோவ் சோதனை
କ୍ରୋନେକର୍ ଡେଲଟା |,குரோனெக்கர் டெல்டா
କାକୁଡି,வெள்ளரிக்காய்
ଲାଗ୍ରେଞ୍ଜ୍ କାର୍ଯ୍ୟ,லாக்ரேஞ்ச் செயல்பாடு
ଲାଗ୍ରେଞ୍ଜ୍ ଗୁଣକର୍ତ୍ତା |,லக்ரேஞ்ச் பெருக்கி
"ପଟା, ବୋର୍ଡ |","பலகை, பலகை"
ଲାପ୍ଲେସ୍ ଟ୍ରାନ୍ସଫର୍ମ |,லாப்லேஸ் உருமாற்றம்
ବଡ ସଂଖ୍ୟା,பெரிய எண்
ଚରିତ୍ରଗତ ଉତ୍ପତ୍ତି |,பண்பு தோற்றம்
ପାର୍ଶ୍ୱ ପୃଷ୍ଠା |,பக்க பக்கம்
ଲାଟିନ୍ ବର୍ଗ,லத்தீன் சதுரம்
"ନାବିକ କର୍ଡ, ଲାଟସ୍ ରେକ୍ଟମ୍ |","தொப்புள் கொடி, லேடஸ் மலக்குடல்"
"ନିୟମ, ନୀତି","விதிகள், கொள்கைகள்"
ବେଗ ମିଶ୍ରଣ ନିୟମ |,வேக சேர்க்கை விதி
ସୁସଙ୍ଗତତା ନିୟମ |,பொருந்தக்கூடிய விதி
ହ୍ରାସ ରିଟର୍ନ ନିୟମ |,வருமானத்தை குறைக்கும் விதி
ମାଧ୍ୟାକର୍ଷଣ ନିୟମ |,ஈர்ப்பு விதி
ଗୋଷ୍ଠୀ ପାଇଁ ହୋମୋମର୍ଫିଜିମ୍ ନିୟମ |,குழுவிற்கான ஹோமோமார்பிசம் விதி
ରିଙ୍ଗ ପାଇଁ ହୋମୋମର୍ଫିଜିମ୍ ନିୟମ |,மோதிரங்களுக்கான ஹோமோமார்பிசம் விதி
