Telugu,English
నిగెల్లా,Nigella
నైజర్,Niger
రాత్రి జాస్మిన్,Night jasmine
నిపా పామ్,Nipa palm
గింజ గడ్డి,Nut grass
గింజ సెడ్జ్,Nut sedge
జాజికాయ,Nutmeg
నెమటోడ్,Nematode
గింజ వీవిల్,Nut weevil
నెమటాలజిస్ట్,Nematologist
ఏరోబ్‌లను నిర్బంధించండి,Obligate aerobes
వాయురహిత వాయురహితం,Obligate anaerobes
పరాన్నజీవిని తొలగించండి,Obligate parasite
బాధ్యత,Obligate
ఆఫ్-టైప్ ప్లాంట్లు,Off-type plants
ఆయిల్ కేక్,Oil cake
ఒకాజాకి భాగం,Okazaki fragment
ఒలెరికూర్,Olericulture
ఒలిగోజీన్,Oligogene
ఒలిగోన్యూక్లియోటైడ్,Oligonucleotide
ఆలివ్ నూనె,Olive oil
ఒమేగా -3-కొవ్వు ఆమ్లం,Omega-3-fatty acid
సర్వశక్తులు,Omnivorous
ఆంకోజీన్,Oncogene
ఆంకోజెనిక్ వైరస్,Oncogenic virus
ఆంకాలజీ,Oncology
ఆన్-ఫార్మ్ రీసెర్చ్,On-farm research
ఓసైట్,Oocyte
నిర్వహణ ఖర్చు,Operating cost
ఒపెరాన్,Operon
అవకాశం పంట,Opportunity cropping
వాంఛనీయ మోతాదు,Optimum dose
వాంఛనీయ ఆర్థిక మోతాదు,Optimum economic dose
ఆర్చర్డ్ సామర్థ్యం,Orchard efficiency
సేంద్రీయ వ్యవసాయం,Organic agriculture
సేంద్రీయ ఘర్షణలు,Organic colloids
సేంద్రీయ వ్యవసాయం,Organic farming
సేంద్రీయ ఎరువు,Organic manure
సేంద్రీయ పదార్థం,Organic matter
సేంద్రియ నఠీ,Organic nitrogen (soil)
సేంద్రీయ భాస్వరం,Organic phosphorus
సేంద్రీయ నేల,Organic soil
సేంద్రీయ వ్యర్థాలు,Organic wastes
సేంద్రీయ,Organic
ఆర్గనైజ్డ్ మార్కెటింగ్,Organised marketing
ఆర్గానోజెనిసిస్,Organogenesis
ఆర్గానోలెప్టిక్ మూల్యాంకనం,Organoleptic evaluation
అలంకార శాస్త్రం,Orninthology
ఆర్థడాక్స్ సీడ్,Orthodox seed
ఆర్తోగోనల్ బహుపది సమీకరణం,Orthogonal polynomial equation
ఓస్మోసిస్,Osmosis
ఓస్మోటిక్ ప్రభావం,Osmotic effect
ఓస్మోటిక్ సంభావ్యత,Osmotic potential
అకస్మాత్తుగా వ్యాపించడం,Out break
అవుట్ బ్రీడింగ్,Out breeding
పొయ్యి,Oven
ఓవర్‌వింటర్,Overwinter
తరం అతివ్యాప్తి,Overlapping generation
అండం,Ovum
ఆక్సీకరణ,Oxidation
ఆక్సిలోఫైట్స్,Oxylophytes
వోట్స్,Oats
ఆయిల్ పామ్,Oil palm
ఒలిండర్,Oleander
ఆలివ్,Olive
ఉల్లిపాయ,Onion
నల్లమందు గసగసాలు,Opium poppy
"ఓరియంటల్ విమానం, యూరోపియన్ విమానం చెట్టు","Oriental plane, european plane tree"
ప్యాకింగ్,Packing
పాడాక్,Paddock
జత చేసిన వరుస నాటడం,Paired row planting
పాలటబిలిటీ,Palatability
పానికిల్,Panicle
పారాసెంట్రిక్ విలోమం,Paracentric inversion
పరామితి,Parameter
పరాన్నజీవి,Parasite
పార్బోయిలింగ్,Parboiling
పరేన్చైమా,Parenchyma
పేరెంట్ రాక్,Parent rock
పార్మనెంట్ కరువు,Parmanent drought
పార్థినోజెనిసిస్,Parthenogenesis
పాక్షిక కారకాల ఉత్పాదకత,Partial factor productivity
పాల్గొనే గ్రామీణ మదింపు,Participatory rural appraisal
కణ సాంద్రత,Particle density
నిష్క్రియాత్మక శోషణ,Passive absorption
పచ్చిక,Pasture
పచ్చిక పట్టణీకరణ,Pasturization
పిసిఆర్,PCR (polymerase chain reaction)
రైతు వ్యవసాయం,Peasant farming
మట్టి,Peat (soil)
పెడ్,Ped
పెడిసెల్,Pedicel
పూర్వీకుల నుండి వంశక్రమము,Pedigree
పెడోజెనిసిస్,Pedogenesis
పెడోలజీ,Pedology
పీల్,Peel
పీలింగ్,Peeling
గుళికల,Pelleting
పెర్కోలేషన్,Percolation
శాశ్వత,Perennial
పెరిసెంట్రిక్ విలోమం,Pericentric inversion
పెరి-అర్బన్,Peri-urban
పారగమ్యత,Permeability
స్వయం సమృద్ధ వ్యవసాయ పర్యావరణాభివృద్ధి,Permaculture
శాశ్వత విల్టింగ్ పాయింట్ (పిడబ్ల్యుపి),Permanent wilting point (PWP)
పెర్మబిలిటీ గుణకం,Permability coefficient
పారగమ్యత రేటు,Permeability rate
పెర్మీమీటర్,Permeameter
నిరంతర హెర్బిసైడ్,Persistent herbicide
పురుగుమందు,Pesticide
పెట్రోఫైట్,Petrophyte
ఫేజ్,Phage
దశల నాటడం,Phased planting
ఫాస్మిడ్,Phasmid
ఫెలోజెన్,Phellogen
ఫినోలిక్ సమ్మేళనాలు,Phenolic compounds
ఫినాలజీ,Phenology
ఫినోటైప్,Phenotype
ఫేర్మోన్,Pheromone
ఫ్లోయమ్,Phloem
ఫాస్ఫేట్ ఫిక్సేషన్,Phosphate fixation
ఫాస్ఫేట్ రాక్,Phosphate rock
ఫాస్ఫేట్ ద్రావణీకరణ,Phosphate solubilization
ఫాస్ఫేట్ ద్రావణీకరణ,Phosphate solubilizing
ఫాస్ఫాటైడ్,Phosphatide
ఫాస్ఫో-జిప్సం,Phospho-gypsum
ఫాస్ఫోలిపిడ్,Phospholipid
ఫాస్ఫోరైలేషన్,Phosphorylation
ఫోటో స్పెక్ట్రోమీటర్,Photo spectrometer
ఫోటోఆటోట్రోఫ్,Photoautotroph
ఫోటోకోమికల్ రియాక్షన్,Photochomical reaction
ఫోటోడెసెంపోజిషన్,Photodecemposition
ఫోటోమెట్రీ,Photometry
ఫోటోమోర్ఫోజెనిసిస్,Photomorphogenesis
ఫోటాన్,Photon
ఫోటో-ఆక్సీకరణ,Photo-oxidation
ఫోటోపెరియోడ్,Photoperiod
ఫోటోపెరియోడిజం,Photoperiodism
ఫోటోఫాస్ఫోరైలేషన్,Photophosphorylation
ఫోటోరియాక్టివేషన్,Photoreactivation
ఫోటోరిసెప్టర్,Photoreceptor
ఫోటోర్‌స్పిరేషన్,Photorespiration
కిరణజన్య సంయోగక్రియ,Photosynthesis
కిరణజన్య సంయోగ సామర్థ్యం,Photosynthetic efficiency
కిరణజన్య సంయోగక్రియ,Photosynthetic quoitent
కిరణజన్య సంయోగపరంగా,Photosynthetically
ఫోటోట్రోపిజం,Phototropism
ఫైలోడీ,Phyllody
ఫైలోటాక్సీ,Phyllotaxy
భౌతిక వాతావరణం,Physical weathering
శారీరక రుగ్మత,Physiological disorder
శారీరక కరువు,Physiological drought
శారీరక నష్టం,Physiological loss
శారీరక పరిపక్వత,Physiological maturity
ఫైటోక్రోమ్,Phytochrome
ఫైటోఎక్స్ట్రాక్షన్,Phytoextraction
ఫైటోమాస్,Phytomass
ఫైటోమాటోడ్,Phytonematode
ఫైటోరేమీడియేషన్,Phytoremediation
ఫైటోసిడెఫోర్,Phytosiderophore
ఫైటోటాక్సిక్,Phytotoxic
ఫైటోట్రోన్,Phytotron
పిక్టోగ్రాఫ్,Pictograph
పై రేఖాచిత్రం,Pie diagram
పైజోమీటర్,Piezometer
పిచ్చర్ వ్యవసాయం,Pitcher farming
పూలమైన పూల సంకోచము,Placement (fertilizer)
మావి,Placenta
ప్లానింగ్,Planking
మొక్కల పెంపకం,Plant breeding
మొక్క సాంద్రత,Plant density
మొక్కల జీవావరణ శాస్త్రం,Plant ecology
మొక్కల పెరుగుదల ప్రమోటర్,Plant growth promotor
మొక్కల పెరుగుదల నియంత్రకం,Plant growth regulator
మొక్కల పరిచయం,Plant introduction
మొక్కల పోషకాలు,Plant nutrients
మొక్కల పోషణ,Plant nutrition
మొక్కల నిర్బంధ నియంత్రణ,Plant quarantine regulation
మొక్కల కణజాల పరీక్ష,Plant tissue test
తోటల పంటలు,Plantation crops
ప్లాంటర్,Planter
నాటడం పదార్థం,Planting material
నాటడం నిష్పత్తి,Planting ratio
ప్లాస్మా,Plasma
ప్లాస్మా జ్ఞాపకం,Plasma membrame
ప్లాస్మిడ్,Plasmid
ప్లాస్మోడెస్మాటా,Plasmodesmata
ప్లాస్మోలిసిస్,Plasmolysis
ప్లాస్టిసిటీ,Plasticity
ప్లాస్టికల్చర్,Plasticulture
ప్లాస్టిడ్,Plastid
ప్లియోట్రోపిక్ జన్యువు,Pleiotropic gene
ప్లాట్లు (ప్రయోగాత్మక),Plot (experimental)
దున్నుట,Ploughing
ప్లగ్-సోల్,Plough-sole
ప్లగ్-సోల్ ప్లేస్‌మెంట్,Plough-sole placement
ప్లూవియల్ రైస్ ల్యాండ్స్,Pluvial rice lands
ప్లవిక్,Pluvic
న్యూమాటిక్ స్ప్రేయర్,Pneumatic sprayer
న్యుమాటోఫోర్,Pneumatophore
పోడ్జోల్ నేల,Podzol soil
పోడ్జోలైజేషన్,Podzolization
పాయింట్ మ్యుటేషన్,Point mutation
పాయిసన్ పంపిణీ,Poisson distribution
పరాగసంపర్కం,Pollinator
పాలిఎంబ్రోనీ,Polyembrony
పాలిమరైజేషన్,Polymerization
పాలిమార్ఫిజం,Polymorphism
పాలిస్పెర్మీ,Polyspermy
పాలిటెన్ క్రోమోజోమ్,Polytene chromosome
పోమోలజీ,Pomology
జనాభా,Population
సున్నభావము (రంధ్ర-స్థలం),Porosity (pore-space)
పోస్ట్-ఆవిర్భావం,Post-emergence
పోస్ట్ హార్వెస్ట్,Post harvest
పంటకోత పంట,Post-harvest tillage
పొటాషియం శోషణ నిష్పత్తి,Potassium absorption ratio
పొటాషియం స్థిరీకరణ,Potassium fixation
సంభావ్య ఆమ్లత్వం,Potential acidity
సంభావ్య పంట దిగుబడి,Potential crop yield
సంభావ్య బాష్పీభవనం,Potential evaporation
సంభావ్య బాష్పీభవనం,Potential evapotransformation
పౌల్ట్రీ వ్యవసాయం,Poultry farming
ప్రైరీ,Prairie
ముందస్తు మోసే కాలం,Pre-bearing period
అవపాతం,Precipitation
ఖచ్చితమైన వ్యవసాయం,Precision farming
ఖచ్చితమైన వ్యవసాయం,Precision agriculture
ప్రెడేటర్,Predator
పూర్వ-ఆవిర్భావం,Pre-emergence
పూర్వ-ఆవిర్భావ చికిత్స,Pre-emergence treatment
చికిత్స చికిత్స,Preplanting treatment
ప్రెస్‌మడ్,Pressmud
పీడన ప్రవణత,Pressure gradient
ధర స్థితిస్థాపకత,Price elasticity
ధర సూచిక,Price index
ప్రాథమిక సంస్కృతి,Primary culture
ప్రాధమిక పెరుగుదల,Primary growth
ప్రాథమిక పంట,Primary tillage
ప్రైమర్,Primer
రెండు,Priming (tobacco)
ఆదిమ దశ,Primordial stage
ప్రియాన్,Prion
సంభావ్యత,Probability
పరిశోధన,Probe
సమస్య నేల,Problem soil
ప్రాసెసింగ్,Processing
ఉత్పత్తి ఫంక్షన్,Production function
ఉత్పాదకత,Productivity
లాభం,Profit
సంతానం-పరీక్ష,Progeny-testing
ప్రగతిశీల రైతు,Progressive farmer
ప్రాజెక్ట్ మూల్యాంకనం,Project evaluation
ప్రోకారియోట్,Prokaryote
ప్రమోటర్,Promotor
రోగనిరోధక స్ప్రే,Prophylactic spray
యాజమాన్య సాగు,Proprietary cultivar
ప్రోటాండ్రస్,Protandrous
ప్రోటీన్,Protein
ప్రోటీన్ ఇంజనీరింగ్,Protein engineering
ప్రోటీన్ సీక్వెన్సింగ్,Protein sequencing
ప్రోటీన్ సంశ్లేషణ,Protein synthesis
ప్రోటీమిక్స్,Proteomics
ప్రోటోజిని,Protogyny
ప్రోటోప్లాజం,Protoplasm
ప్రోటోట్రోఫ్,Prototroph
ప్రసిక్ ఆమ్లం,Prussic acid (HCN/dhurin)
సూడోఅల్లెలే,Pseudoallele
సూడోహెర్మాఫ్రోడైట్,Pseudohermaphrodite
సైకోమీటర్,Psychrometer
గుమ్మడికాయ,Puddle
పుడ్డ్ మట్టి,Puddled soil
పుడ్లింగ్,Puddling
పల్పింగ్,Pulping
పల్స్ విత్తనం,Pulse seed
పల్వరైజేషన్,Pulverization
మట్టి,Pulverization (soil)
పంగెంట్,Pungent
స్వచ్ఛమైన సంస్కృతి,Pure culture
స్వచ్ఛమైన లైన్,Pure line
స్వచ్ఛమైన లైన్ ఎంపిక,Pure line selection
ప్రక్షాళన,Purgative
శుద్దీకరణ,Purification
స్వచ్ఛత పరీక్ష,Purity test
పైరనోమీటర్,Pyranometer
పైరెజీమీటర్,Pyregeometer
పైరెహెలియోమీటర్,Pyreheliometer
వరి,Paddy
పాల్మరోసా,Palmarosa
పామిరా పామ్,Palmyra palm
పాండనస్,Pandanus
బొప్పాయి,Papaya
పారా గడ్డి,Para grass
పార్స్లీ,Parsley
"పార్థేనియం, (కాంగ్రెస్ గడ్డి)","Parthenium, (congress grass)"
ప్యాచౌలి,Patchouli
పీచ్,Peach
"నెమలి పువ్వు, స్వర్గం పువ్వు","Peacock flower, paradise flower"
పియర్,Pear
పెర్ల్ మిల్లెట్,Pearl millet
బటానీలు,Peas
పెకాన్ గింజ,Pecan nut
పెన్నెల్,Pennel
పెపినో,Pepino
మిరియాలు,Pepper
పెరిల్లె,Perillla
పెరివింకిల్,Periwinkle
పెర్సిమోన్,Persimmon
ఫల్సా,Phalsa
పావురం,Pigeonpea
అతిశీతలమైన,Pimpernel (anagallis)
పైన్,Pine
అనాస పండు,Pineapple
"పిస్తా, గ్రీన్ బాదం","Pistachio, green almond"
ప్లం,Plum
కోణాల పొట్లకాయ,Pointed gourd
దానిమ్మ,Pomegranate
పొంగ్,Pongam
పోప్లర్,Poplar
గసగసాలు,Poppy
పోర్చులాకా,Portulaca
బంగాళాదుంప,Potato
ప్రిక్లీ గసగసాల,Prickly poppy
"ప్రైడ్ ఆఫ్ ఇండియా, చైనా ట్రీ","Pride of India, China tree"
ప్రోసో మిల్లెట్,Proso millet
సైలియం,Psyllium
పులాసాన్,Pulasaan
పుమ్కిన్,Pumkin
పమ్మెలో,Pummelo
పెయింట్ బగ్,Painted bug
చిలుక,Parrot
నెమలి,Peacock
పాడ్ బోరర్,Pod borer
పాడ్ ఫ్లై,Pod fly
పల్స్ బీటిల్,Pulse beetle
పిరిల్లా,Pyrilla
పాథాలజిస్ట్,Pathologist
పెడోస్ట్,Pedologist
మొక్కల పెంపకందారుడు,Plant breeder
మొక్కల పాథాలజిస్ట్,Plant pathologist
మొక్కల ఫిజియాలజిస్ట్,Plant physiologist
పోమోస్ట్,Pomologist
Q 10,Q 10
QTL (పరిమాణ లక్షణాలు,QTL (quantitative trait loci)
క్వాడ్రాట్,Quadrat
చతురస్రాకార ప్రతిస్పందన,Quadratic response
నాలుగు రెట్లు పంట,Quadruple cropping
గుణాత్మక వారసత్వం,Qualitative inheritance
నాణ్యమైన విత్తనం,Quality seed
పరిమాణాత్మక జన్యుశాస్త్రం,Quantitative genetics
పరిమాణాత్మక వారసత్వం,Quantitative inheritance
క్వాంటం విత్తనం,Quantum seed
రోగ అనుమానితులను విడిగా ఉంచడం,Quarantine
దిగ్బంధం పెస్ట్,Quarantine pest
క్వార్ట్జ్,Quartz
శీఘ్ర పరీక్ష,Quick test
QUISCENCE,Quiescence
క్విసెంట్ సెంటర్,Quiscent centre
పిట్ట,Quail
రాణి ఈగ,Queen bee
R విలువ,R value
రబీ (శీతాకాలపు) పంట,Rabi (winter) crop
రేసెమ్,Raceme
రేడియేషన్,Radiation
రాడికల్,Radicle
రేడియోధార్మికత,Radioactivity
రేడియోబయాలజీ,Radiobiology
రేడియోమ్యూమో అస్సే,Radiommuno assay
రేడియో ఐసోటోప్,Radioisotope
వర్షపు నీటి పెంపకం,Rain water harvesting
రెయిన్బో విప్లవం,Rainbow revolution
వర్షపాతం,Rainfall
వర్షపు ఫెడ్,Rainfed
వర్షం-గేజ్,Rain-gauge
వర్షాకాలం,Rainy season
పెరిగిన మంచం,Raised bed
గడ్డిబీడు,Ranching
రాన్సిడిటీ,Rancidity
యాదృచ్ఛిక విస్తరించిన పాలిమార్ఫిక్,Random amplified polymorphic
యాదృచ్ఛిక నమూనా,Random sample
రాండమైజేషన్,Randomization
రాండమైజ్డ్ బ్లాక్ డిజైన్,Randomized block design
పరిధి (గణాంకాలు),Range (Statistics)
రేంజ్ల్యాండ్,Rangeland
పరిధి నిర్వహణ,Range management
రాపిడ్ గ్రామీణ ప్రాంతము,Rapid rural appraisal (RRA)
రేషన్,Ration
రాటూన్,Ratoon
రాటూన్ పంట,Ratoon cropping
రీపర్,Reaper
పునరావృత విత్తనం,Recalcitrant seed
మాంద్యం వ్యవసాయం,Recession farming
మాంద్యం దశ,Recession phase
తిరోగమనం,Recessive
రీఛార్జ్,Recharge
పరస్పర జన్యువులు,Reciprocal genes
తిరిగి పొందిన భూమి,Reclaimed land
పున omb సంయోగం,Recombinant
పున omb సంయోగం DNA సాంకేతికత,Recombinant DNA technology
పున omb సంయోగం,Recombination
రీకన్,Recon
నిఘా సర్వే,Reconnaissance survey
పునరావృత తల్లిదండ్రులు,Recurrent parent
పునర్వినియోగపరచదగిన వ్యర్థాలు,Recyclable waste
ఎరుపు ఆల్గే,Red algae
ఎరుపు డేటా పుస్తకం,Red data book
ఎర్ర నేలలు,Red soils
రెడాక్స్ సంభావ్యత,Redox potential
తగ్గిన నమూనా,Reduced sample
తగ్గిన పంట,Reduced tillage
చక్కెర తగ్గించడం,Reducing sugar
తగ్గింపు,Reduction
రిఫరెన్స్ పంట,Reference crop
ప్రతిబింబం గుణకం,Reflection coefficient
ప్రతిబింబం,Reflection
రిఫ్లెక్స్డ్ స్టమెన్,Reflexed stamen
వక్రీభవన సూచిక,Refractive index
రిఫ్రాక్టోమీటర్,Refractometer
పునరుత్పత్తి,Regeneration
రిజిస్టర్డ్ సీడ్,Registered seed
రెగోలిత్,Regolith
రిగ్రెషన్,Regression
రిగ్రెషన్ గుణకం,Regression coefficient
రెగ్యులేటర్ జన్యువు,Regulator gene
సాపేక్ష పంట-తీవ్రత సూచిక,Relative crop-intensity index
సాపేక్ష రద్దీ గుణకం (కె),Relative crowding coefficient (K)
సాపేక్ష వృద్ధి రేటు (RGR),Relative growth rate (RGR)
సాపేక్ష ఆర్ద్రత (RH),Relative humidity (RH)
సాపేక్ష స్ప్రెడ్ ఇండెక్స్,Relative spread index
సాపేక్ష నీటి కంటెంట్,Relative water content
సాపేక్ష కలుపు,Relative weed
సాపేక్ష దిగుబడి సూచిక,Relative yield index
సాపేక్ష దిగుబడి మొత్తం,Relative yield total
రిలే క్రాపింగ్,Relay cropping
ఉపశమనం,Relief
దూరం నుంచి నిర్ధారణ,Remote sensing
పునరుత్పాదక శక్తి వనరులు,Renewable sources of energy
పునరుద్ధరణ,Renovation
వికర్షకం,Repellent
ప్రతిరూపణ ఫోర్క్,Replication fork
ప్రతిరూపణ,Replication
రిపోర్టర్ జన్యువు,Reporter gene
ఎత్తి చూపగల ఎండు మందు,Residual effect of fertilizer
ఎరువు,Residual effect of manure
అవశేష సోడియం కార్బోనేట్,Residual sodium carbonate
అవశేష నేల సంతానోత్పత్తి,Residual soil fertility
అవశేషాలు,Residue
స్థితిస్థాపకత (పంట),Resilience (crop)
వనరుల వినియోగ సూచికలు (RUI),Resource-use indices (RUI)
రెస్పిరేషన్ క్వియోటెంట్,Respiration quiotent
శ్వాసకోశ వర్ణద్రవ్యం,Respiratory pigments
శ్వాసకోశ కోటీన్,Respiratory quotient
ప్రతిస్పందన వక్రత,Response curve
ప్రతిస్పందన,Response
పున itution స్థాపన కేంద్రకం,Restitution nucleus
పునరుద్ధరణ లైన్,Restorer line
పరిమితి ఎంజైమ్,Restriction enzyme
పరిమితి భాగం,Restriction fragment
ఫలిత ప్రదర్శన,Result demonstration
రిటైలింగ్,Retailing
రిటార్డర్,Retarder
రెట్రోవైరస్,Retrovirus
రీటింగ్,Retting
ఆదాయం,Revenue
రివర్స్ జెనెటిక్స్,Reverse genetics
రివర్స్ మ్యుటేషన్,Reverse mutation
రైజోబాక్టీరియా,Rhizobacteria (PGPR)
రైజోడెపోజిషన్,Rhizodeposition
రైజాయిడ్,Rhizoid
రైజోమ్,Rhizome
రైజోస్పియర్,Rhizosphere
రైబోజోమ్,Ribosome
రికెట్సియా జీవుల వంటిది,Rickettsia like organisms
రిడ్జ్ మాజీ (రిడ్జర్),Ridge former (ridger)
రిడ్జ్ నాటడం,Ridge planting
రిడ్జ్ టెర్రేస్,Ridge terrace
రిడ్జ్ టిల్,Ridge till
రిల్ ఎరోషన్,Rill erosion
ప్రమాదం,Risk
RNA నిచ్చెన,RNA Ladder
రాక్,Rock
రోగ్,Rogue
Proguing,Roguing
రూట్ పంట,Root crop
రూట్ ఎక్సూడేట్స్,Root exudates
రూట్ పిత్తాశయం నెమటోడ్,Root gall nematode
రూట్ ప్రేరేపించే ప్లాస్మిడ్,Root inducing plasmid
రూట్ నోడ్యూల్స్,Root nodules
వేరు కాండం,Rootstock
రోసెట్ వ్యాధి,Rosette disease
రోసెట్ పాలిఎంబ్రియోనీ,Rosette polyembryony
రోసెట్ వైరస్,Rosette virus
రోటరీ పండించడం,Rotary tillage
భ్రమణ మేత,Rotational grazing
రౌగేజ్,Roughage
వరుస పంటలు,Row crops
వరుస ఇంటర్‌క్రాపింగ్,Row intercropping
RTS పానీయం,RTS beverage
రన్నర్,Runner
రన్-ఆఫ్ వ్యవసాయం,Run-off farming
రన్-ఆఫ్,Run-off
గ్రామీణ ప్రాంతీయ బ్యాంక్,Rural regional bank
ముల్లంగి,Radish
రెయిన్ ట్రీ,Rain tree
రైసిన్,Raisin
రాంబుటాన్,Rambutan
రంగూన్ లత,Rangoon creeper
రాప్సీడ్,Rapeseed
రాస్ప్బెర్రీ,Raspberry
ఎలుక-తోక ముల్లంగి,Rat-tail radish
రట్టన్,Rattan
ఎర్రటి దేవదారు,Red cedar (toona)
ఎరుపు క్లోవర్,Red clover
ఎరుపు పట్టు చెట్టు,Red silk tree
రీడ్ గడ్డి,Reed grass
రోడ్స్ గడ్డి,Rhodes grass
రోడోడెండ్రాన్,Rhododendron
రుస్,Rhus
బియ్యం,Rice
రిడ్జ్డ్ పొట్లకాయ,Ridged gourd
గులాబీ,Rose
రోజ్ బెర్రీ,Rose berry
రోజ్మేరీ,Rosemary
రౌండ్ పొట్లకాయ,Round gourd
రబ్బరు,Rubber
ఎలుక,Rat
రెడ్ పామ్ వీవిల్,Red palm weevil
ఎరుపు గుమ్మడికాయ బీటిల్,Red pumpkin beetle
ఖడ్గమృగం బీటిల్,Rhinoceros beetle
బియ్యం వీవిల్,Rice weevil
సెలైన్ ఆల్కలీ మట్టి,Saline alkali soil
సెలైన్ నేల,Saline soil
సాలినైజేషన్,Salinization
లాలాజల గ్రంథి క్రోమోజోమ్,Salivary gland chromosome
ఉ ప్పు,Salt
ఉప్పు ప్రభావిత నేల,Salt-affected soil
ఉప్పు సూచిక,Salt index
ఉప్పు ఒత్తిడి,Salt stress
ఉప్పు సహనం,Salt tolerance
నమూనా,Sample
నమూనా లోపం,Sampling error
నమూనా యూనిట్,Sampling unit
నమూనా,Sampling
ఇసుక,Sand
ఇసుక మట్టి,Sandy clay
శాండీ లోవామ్,Sandy loam
ఇసుక నేల,Sandy soil
సాప్,Sap
మొక్క,Sapling
సాపోనిఫికేషన్ విలువ,Saponification value
ఉపగ్రహ DNA,Satellite DNA
ఉపగ్రహ కలుపు,Satellite weed
సంతృప్త ఆవిరి పీడనం,Saturated vapour pressure
సవన్నా,Savanna
స్కాఫోల్డ్ ప్రోటీన్,Scafold protein
స్కేప్,Scape
స్కార్ఫికేషన్,Scarification
సియోన్,Scion
సైనోఫైట్స్,Sciophytes
కాలానుగుణ చక్రం,Seasonal cycle
కాలానుగుణ కరువు,Seasonal drought
కాలానుగుణ మొక్క,Seasonal plant
ద్వితీయ పెరుగుదల,Secondary growth
ద్వితీయ మొక్కల పోషకాలు,Secondary plant nutrients
ద్వితీయ ఉత్పాదకత,Secondary productivity
ద్వితీయ పండించడం,Secondary tillage
సెడ్జ్,Sedge
విత్తనం పుట్టిన ఫంగస్,Seed borne fungus
విత్తన ధృవీకరణ,Seed certification
విత్తన గట్టిపడటం,Seed hardening
విత్తన చికిత్స,Seed treatment
సీడ్-కమ్-ఫెర్టిలైజర్ డ్రిల్,Seed-cum-fertilizer drill
విత్తనాలు,Seedling
సీపేజ్,Seepage
వేరు చేయుట,Segregation
ఎంచుకోదగిన మార్కర్,Selectable marker
ఎంపిక ఒత్తిడి,Selection pressure
సెలెక్టివ్ హెర్బిసైడ్,Selective herbicide
సెలెక్టివిటీ ఇండెక్స్,Selectivity index
స్వీయ ఫలదీకరణం,Self fertilization
స్వీయ సమృద్ధి,Self sufficiency
స్వీయ సన్నబడటం సామర్థ్యం,Self thinning capacity
స్వీయ-ఫ్రూట్‌ఫుల్,Self-fruitful
స్వీయ-అపవాదు,Self-incompatibility
స్వార్థ DNA,Selfish DNA
సెమీ శుష్క,Semi-arid
ఇంద్రియ మూల్యాంకనం,Sensory evaluation
సెపాల్,Sepal
సీక్వెన్షియల్ క్రాపింగ్,Sequential cropping
సీరియల్ పలుచన,Serial dilution
సెరికల్చర్,Sericulture
సెరోలజీ,Serology
సీరం,Serum
సెక్స్-నిర్ణయం,Sex-determination
సెక్స్-లింకేజ్,Sex-linkage
లైంగిక ప్రచారం,Sexual propagation
షీట్ కోత,Sheet erosion
షెల్లింగ్,Shelling
షెల్టర్ బెల్ట్,Shelter belt
స్వల్ప-రోజు మొక్క,Short-day plant
స్వల్ప-తరంగ రేడియేషన్,Short-wave radiation
షటిల్ వెక్టర్,Shuttle vector
తోబుట్టువు,Sibling
కొడవలి కణ రక్తహీనత,Sickle cell anemia
సిగ్మోయిడ్ కర్వ్,Sigmoid curve
సిగ్నల్ పరికల్పన,Signal hypothesis
ప్రాముఖ్యత పరీక్ష,Significance test
సైలేజ్,Silage
గొయ్యి,Silo
సిల్ట్,Silt
సిల్ట్ లోమ్,Silt loam
సిల్వికల్చర్,Silviculture
సింక్,Sink
సింక్ సామర్థ్యం,Sink capacity
సిస్టర్ క్రోమాటిడ్,Sister chromatid
సైట్-నిర్దిష్ట పోషక నిర్వహణ,Site-specific nutrient management
వక్రీకృత పంపిణీ,Skewed distribution
వరుస నాటడం దాటవేయండి,Skip row planting
బురద అచ్చు,Slime mould
స్లో-రిలీజ్ ఎరువులు,Slow-release fertilizer
బురద,Sludge
ముద్ద,Slurry
సున్నితమైన పంటలు,Smother crops
సామాజిక అటవీ,Social forestry
పచ్చిక సంస్కృతి,Sod culture
పచ్చిక,Sod
సోడిక్ నేల,Sodic soil
సోడియం శోషణ నిష్పత్తి,Sodium absorption ratio
సోడియం పంప్,Sodium pump
సాఫ్ట్-వుడ్ అంటుకట్టుట,Soft-wood grafting
నేల సంశ్లేషణ,Soil adhesion
నేల వాయువు,Soil aeration
నేల మొత్తం,Soil aggregate
నేల క్షారత,Soil alkalinity
నేల సవరణ,Soil amendment
నేల విశ్లేషణ,Soil analysis
నేల జీవవైవిధ్యం,Soil biodiversity
నేల జీవశాస్త్రం,Soil biology
నేల వర్గీకరణ,Soil classification
నేల ఘర్షణ,Soil colloid
నేల సంపీడనం,Soil compaction
నేల కండిషనర్లు,Soil conditioners
నేల పరిరక్షణ,Soil conservation
నేల క్రస్ట్,Soil crust
నేల క్షీణత,Soil degradation
నేల ఎరోడిబిలిటీ కారకం,Soil erodibility factor
నేల సంతానోత్పత్తి,Soil fertility
నేల ఆదికాండము,Soil genesis
నేల ఆరోగ్యం,Soil health
నేల హోరిజోన్,Soil horizon
నేల స్థూల ఆర్గనైజమ్స్,Soil macroorganisms
నేల నిర్వహణ,Soil management
