Gujarati,Bengali
સુનિશ્ચિત,সুরেলা
સ્વરિત વિકૃતિ,সুরেলা বিকৃতি
સ્વરિત ઉત્સર્જન,সুরেলা নির্গমন
સ્વરિત ફિલ્ટર એકમ,সুরেলা ফিল্টার ইউনিট
સ્વરિત જનરેટર,সুরেলা জেনারেটর
સ્વરિત -દમન કરનાર,সুরেলা দমনকারী
સુમેળ,সুরেলা
જોખમ,বিপত্তি
મુખ્ય ફોન,হেড ফোন
મુખ્ય ખંડ,হেড রুম
મથાળા,হেডেন্ড
ખડક,শিরোনাম
સુનાવણી પદ્ધતિ,শ্রবণ ব্যবস্থা
ગરમીથી શોષક,তাপ শোষণকারী
ગરમી -સિલક,তাপ ভারসাম্য
ગરમીનો અવરોધ,তাপ বাধা
ગરમી વાહક,তাপ কন্ডাক্টর
ગરમીનો સિંક,তাপ সিঙ্ক
હર્ટ્ઝ (હર્ટ્ઝ),হার্টজ (এইচজেড)
વિજાતીય,হেটেরোডিন
પરચુરણ પ્રાપ્તકર્તા,হেটেরোডিন রিসিভার
હેટરોડિન વ્હિસલ (હેટરોડિન દખલ),হেটেরোডিন হুইসেল (হেটেরোডিন হস্তক্ষেপ)
ઉપદ્રવને લગતું,হিউরিস্টিক
હેક્સાડેસીલ,হেক্সাডেসিমাল
અધિક્રમિક મોડ્યુલેશન,শ্রেণিবদ্ধ মড্যুলেশন
હાય-ફાઇ (ઉચ્ચ વફાદારી),হাই-ফাই (উচ্চ বিশ্বস্ততা)
Boંચી વૃદ્ધિ,উচ্চ উত্সাহ
ઉચ્ચ આવર્તન,উচ্চ তরঙ্গ
ઉચ્ચ આવર્તન ઓસિલેશન,উচ্চ ফ্রিকোয়েন্সি দোলন
ઉચ્ચ આવર્તન પ્રતિભાવ,উচ্চ ফ্রিকোয়েন্সি প্রতিক্রিয়া
ઉચ્ચ કક્ષાની કાર્યક્રમ ભાષા,উচ্চ স্তরের প্রোগ্রামের ভাষা
ઉચ્ચ પાસ ફિલ્ટર,উচ্চ পাস ফিল্টার
ઉચ્ચ વીજળીનું ટ્રાન્સમીટર,উচ্চ শক্তি ট্রান্সমিটার
ઉચ્ચ ગુણવત્તાનો સ્વાગત,উচ্চ মানের অভ্যর্থনা
ઉચ્ચ ગતિ કનેક્ટિવિટી,উচ্চ গতির সংযোগ
ઝડપી ગતિ -પદ્ધતિ,উচ্চ গতির ডেটা সিস্টেম
Histંચર,হিস্টোগ্রাম
સ્વદેશ પાનું,হোম পেজ
હાંસીને કા hookવું,হুক
હૂક અપ વાયર,হুক আপ তার
આડી બ્લેકઆઉટ સમયગાળો,অনুভূমিক ব্ল্যাকআউট সময়কাল
આડી,অনুভূমিক ব্ল্যাঙ্কিং
આડી વ્યાખ્યા (આડી ઠરાવ),অনুভূমিক সংজ্ঞা (অনুভূমিক রেজোলিউশন)
આડી ડિફ્લેક્શન ઓસિલેશન,অনুভূমিক ডিফ্লেশন দোলন
આડી રેખા,অনুভূমিক রেখা
આડા વિભાગ,অনুভূমিক বিভাগ
આડી સ્વીપ સર્કિટ,অনুভূমিক সুইপ সার্কিট
શિંગડા,হর্ন লাউডস্পিকার
યજમાન,হোস্ট
ગરમ સ્થળ,হট স্পট
ગૃહ રાખવાનું,গৃহস্থালি
હબ,হাব
રંગ,হিউ
હફમેન કોડિંગ,হাফম্যান কোডিং
ગડબડ,হুম
માનવીય Audio ડિઓની દ્રષ્ટિ,মানব অডিও উপলব্ধি
માનવ audio ડિઓ પદ્ધતિ,মানব অডিও সিস্টেম
માનવ સુનાવણી પદ્ધતિ,মানব শ্রবণ ব্যবস্থা
માનવ વિડિઓ દ્રષ્ટિ,মানব ভিডিও উপলব্ধি
ભેજ,আর্দ্রতা
સંકર,হাইব্রিড
સંકર સર્કિટ,হাইব্রিড সার্কিট
વર્ણમાલિક સર્કિટ,হাইব্রিড ইন্টারগ্রেটেড সার্কিট
જળમાર્ગ,হাইড্রোমিটার
અતિશયોક્તિ,হাইপার
અતિસિપરી માધ્યમ,হাইপার মিডিয়া
અસાધારણ લખાણ,হাইপার টেক্সট
અતિશયોક્તિ,হাইপারলিঙ্ক
મૂર્તિ,আইকন
ઓળખ,পরিচয়
ઓળખકર્તા,সনাক্তকারী
સળગવું,প্রজ্বলিত
પ્રભુત્વ,ইগনিশন
રોશની,আলোকসজ্জা
રોશની,আলোকসজ্জা
તસવીર,চিত্র
છબી,চিত্র অ্যান্টেনা
છબી,চিত্র ক্যাপচার
છબી -આઇકોનોસ્કોપ,চিত্র আইকনোস্কোপ
તસવીર,চিত্র মানচিত্র
તસવીર,চিত্র orthicon
તસવીર,চিত্র প্রক্রিয়াকরণ
છબી રચિત,চিত্র সেটার
કાલ્પનિક,কাল্পনিক
અવરોધ,প্রতিবন্ধকতা
અવરોધ,প্রতিবন্ধকতা ম্যাচিং
અવરોધ,প্রতিবন্ধকতা ম্যাচিং সার্কিট
અવરોધ,প্রতিবন্ধকতা অমিল
ખાલી જગ્યાનો અવરોધ,মুক্ত স্থান প্রতিবন্ধক
અવરોધ -પરિવર્તન,প্রতিবন্ধকতা রূপান্তর
આયાત,আমদানি
ગર્ભિત,গর্ভবতী
પ્રભાવિત કરવું,ইমপ্রেস ভোল্টেজ
આવેશ,প্ররোচিত
મતાધિકાર પ્રતિભાવ,আবেগের প্রতিক্রিয়া
અશુદ્ધ વાહકતા,অপরিষ্কার পরিবাহিতা
અશુદ્ધતા,অপরিষ্কার অর্ধপরিবর্তন
નિષ્ક્રિય,নিষ্ক্রিয়
નિષ્ક્રિય બારી,নিষ্ক্রিয় উইন্ডো
અશ્રાયત,শ্রবণযোগ্য
અગ્નિથી બનેલું,উদ্বিগ্নতা
ઘટના કિરણ,ঘটনা রে
સમાવેશ,অন্তর্ভুক্তি
આવતો સંકેત,আগত সংকেত
સૂચક,সূচক
સ્વદેશી,আদিবাসী
ઇજા,আনয়ন
સંલગ્ન-રિએક્ટન્સ,ইনডাকটিভ-রিঅ্যাক্ট্যান্স
સળગેલી સામગ્રી,প্রদাহজনক উপাদান
Infor પેચ,ইনফোর প্যাচ
જાણ,তথ্য
માહિતી સ્થાપત્ય,তথ্য আর্কিটেকচার
માહિતી,তথ্য বিট
માહિતી અંક,তথ্য অঙ্ক
માહિતી કિઓસ્ક,তথ্য কিওস্ক
માહિતી પ્રક્રિયા,তথ্য প্রক্রিয়া
માહિતી પ્રૌદ્યોગિકી,তথ্য প্রযুক্তি
રોષ,ইনফোটেইনমেন্ট
ઇજાગ્રસ્ત રેએડિએશન,ইনফ্রারেড বিকিরণ
ઈન્ફ્રાસ્ટ્રક્ચર,অবকাঠামো
પીપવું,ইনজেস্ট
ઘટકો,উপাদান
પ્રારંભિક શબ્દ (આઇડબ્લ્યુ),সূচনা শব্দ (আইডাব্লু)
આંતરિક કોડ,অভ্যন্তরীণ কোড
નવીનીકરણ,উদ্ভাবন
નિઘન,ইনপুট
ઇનપુટ રેખા,ইনপুট লাইন
ઇનપુટ એકમ,ইনপুট ইউনিট
આવતો વિજપ્રવાહ,ইনপুট ভোল্টেজ
ઇનપુટ આઉટપુટ,ইনপুট আউটপুট
દાખલ કરવું,.োকান
દાખલ કરવું,সন্নিবেশ ক্ষতি
ગોઠવણી,স্থাপন
તત્કાલ વોલ્ટેજ,তাত্ক্ষণিক ভোল্টেজ
સૂચના,নির্দেশ
ઇન્સ્યુલેટીવ સામગ્રી,অন্তরক উপাদান
ઉન્મત્ત,নিরোধক
ઇન્સ્યુલેશન પ્રતિકાર,নিরোধক প্রতিরোধ
અલગ પાડનાર,ইনসুলেটর
ઇન્ટિગ્રેટેડ સર્કિટ,সমন্বিত বর্তনী
એકીકૃત નેટવર્ક,একীভূত নেটওয়ার্ক
સંક્રમક,ইন্টিগ্রেটার
બાતમી,বুদ্ধি
તીવ્રતા,তীব্রতা
વાણી -વાણી,বক্তৃতা তীব্রতা
આંતર ચેનલ દખલ,আন্তঃ চ্যানেল হস্তক্ষেপ
ઇન્ટરલેવ,ইন্টারলিভ
ક્રિયાપ્રતિક્રિયા,মিথষ্ক্রিয়া
ક્રિયાપ્રતિક્રિયા,ইন্টারেক্টিভিটি
અંતર્ગત,ইন্টারকম
સંબંધ,আন্তঃসংযোগ
પ્રસારણ,ইন্টারফেস
ઇન્ટરફેસ -સ્કેનીંગ,ইন্টারফেস স্ক্যানিং
હસ્તક્ષેપ,হস্তক্ষেপ
આંતરતાનો વિસ્તાર,হস্তক্ষেপ অঞ্চল
દખલ કરવી,হস্তক্ষেপ চ্যানেল
દખલ કરવાની આવર્તન,হস্তক্ষেপ ফ্রিকোয়েন্সি
રેડિયો આવર્તન સંકેત દખલ,রেডিও ফ্রিকোয়েন্সি সিগন্যাল হস্তক্ষেপ
અંતર્દ્ય,ইন্টারফ্রেম
ઇન્ટરલેવ,ইন্টারলিভ
અંતરે,ইন্টারলিভড
સંગ્રહિત પ્રવાહ,ইন্টারলিভড স্ট্রিম
મેલીકટર,ইন্টারলিভার
સાંધા,ইন্টারলিভিং
સાંધા,ইন্টারলিভিং
અંતર્ઘોષ સમય,ইন্টারলিভিং পিরিয়ড
અંતરાલ,ইন্টারলক সার্কিট
અંતરીલ સ્વીચ,ইন্টারলক সুইচ
એકસમાન,ইন্টারলকিং
મધ્યવર્તી નિષ્ફળતા,মধ্যবর্তী ব্যর্থতা
મધ્યવર્તી આવર્તન,মধ্যবর্তী ফ্রিকোয়েন্সি
મધ્યવર્તી આવર્તન ઓસિલેટર,মধ্যবর্তী ফ্রিকোয়েন্সি দোলক
તૂટક તૂટક,বিরতি
તૂટક તૂટક વર્તમાન,মাঝে মাঝে বর্তমান
આંતરસંલાલ,ইন্টারমোডুলেশন
અંતર્જ્ulationાન,ইন্টারমোডুলেশন বিকৃতি
અંતર્દૃષ્ટિનું ઉત્સર્જન,ইন্টারমোডুলেশন নির্গমন
આંતરસંલાવે પરીક્ષણ,ইন্টারমোডুলেশন পরীক্ষা
ઈનકાર,ইন্টারনেট
ઇન્ટરનેટ બ્રોડકાસ્ટિંગ,ইন্টারনেট সম্প্রচার
ઇન્ટરનેટ,ইন্টারনেট চ্যাট
ઇન્ટરનેટ પ્રોટોકોલ સ્ટેક,ইন্টারনেট প্রোটোকল স্ট্যাক
ઇન્ટરનેટ રેડિયો,ইন্টারনেট রেডিও
ઇન્ટરનેટ સ્ટ્રીમિંગ,ইন্টারনেট স্ট্রিমিং
ઇન્ટરનેટ વિડિઓ,ইন্টারনেট ভিডিও
ભાષાંતરક્ષમતા,আন্তঃব্যবহারযোগ্যতা
પ્રક્ષેપણ,ইন্টারপোলেশন
દુભાષિયા,দোভাষী
અટકાવવું,বাধা
અટકાયત,বাধা
ખલેલકાર,বাধা
અંતરાલ,অন্তর
સાંકળ,ইন্ট্রাকোডিং
અંદરનો ભાગ,ইন্ট্রাফ্রেম
જાડું,ইন্ট্রানেট
પુનરાવર્તન,অন্তঃসত্ত্বা
એક જાતની,অন্তঃসত্ত্বা
અંતર્ગત સેમિકન્ડક્ટર,অভ্যন্তরীণ অর্ধপরিবাহী
વિપરીત પ્રવાહ,বিপরীতমুখী
Verse ંધી અવકાશી સંચાલન,বিপরীত স্থানিক পরিচালনা
Vertંધું,উল্টানো
Ver ંધી એલ એન્ટેના,উল্টানো এল অ্যান্টেনা
Ver ંધી વી એન્ટેના,উল্টানো ভি অ্যান্টেনা
Inલટું,বৈদ্যুতিন সংকেতের মেরু বদল
અનિયમિત,অনিয়মিত
અપ્રસ્તુત તત્વ,অপ্রাসঙ্গিক উপাদান
અલગ -અલગ નેટવર્ક,বিচ্ছিন্ন নেটওয়ার্ক
અલગ પાડનાર,বিচ্ছিন্ন
ઘાટ,জামার
જખમ,জ্যামিং
કલાલ,জারগন ফাইল
જાવા સ્ક્રિપ્ટ,জাভা স্ক্রিপ্ট
ઝબૂકવું,জিংল
ગફલત,জিটার
જોડાણ કરનાર,যোগদানকারী
સંયુક્ત,যৌথ
મેનું,সংযুক্ত
ગડબડી,জাম্পার
કચરો,জাঙ্ক
નકામો મેઇલ,আজাইরা মেইল
કર્કશ,কার্নেল
મુખ્ય,চাবি
પાટિયું,কীবোর্ড
ક keyંગું,কীয়ার
મહત્ત્વ,মূল বক্তব্য
કિલોસાયકલ,কিলোসাইকেল
કિલોવોલ્ટ,কিলোভোল্ট
કિલોવોટ,কিলোওয়াট
સંયોજક,গতিবিজ্ঞান
ઘૂંટણ,হাঁটু পয়েন্ট ভোল্টেজ
મૂઠ,গিঁট
જ્ઞાન પૃષ્ટ,জ্ঞানভিত্তিক
જ્ knowledgeાન પ્રતિનિધિત્વ,জ্ঞান উপস্থাপনা
એલ નેટવર્ક,L নেটওয়ার্ক
એલ વિભાગ ફિલ્ટર,এল বিভাগ ফিল্টার
લેગ અને લીડ,ল্যাগ এবং সীসা
પાછળ,পিছিয়ে থাকা বর্তমান
પાછળ પાવર પરિબળ,পিছিয়ে থাকা পাওয়ার ফ্যাক্টর
સ્તુતિશીલ,স্তরিত
દીવો,প্রদীপ
લેપટોપ,ল্যাপটপ
લેસર આવર્તન,লেজার ফ্রিকোয়েন্সি
સુવ્યવસ્થિત ભૂલ,সুপ্ত ত্রুটি
આંતરિક ઉષ્મા,সুপ্ত তাপ
અક્ષરશ,অক্ষাংশ
સ્તર,স্তর
બાંધકામ,বিন্যাস
ગોઠવણ યોજના,বিন্যাস পরিকল্পনা
દોરી,নেতৃত্ব
અગ્રણી તબક્કો,শীর্ষস্থানীয় পর্ব
પ્રૂફ,ছিদ্র নিরোধক
રખડુ,ফুটো
લીઝ્ડ સર્કિટ,ইজারা সার্কিট
લેન્સ,লেন্স
કક્ષાના સૂચક,স্তর সূচক
પ્રકાશ નિયંત્રણ,আলো নিয়ন্ত্রণ
પ્રકાશ કલમ,হালকা কলম
લાઈટનિંગ એરેસ્ટર,বিজলীদণ্ড
મર્યાદા,সীমাবদ্ধ
મર્યાદિત એમ્પ્લીફાયર,পরিবর্ধক সীমাবদ্ধ
હારી જવું,লাইন ক্ষতি
વાક્યનો અવાજ,লাইন শব্দ
દૃષ્ટિની લાઇન,দর্শন লাইন
હરોળ,লাইন পর্ব
મહત્ત્વ,লাইন সংক্রমণ
રેખા,লাইন আনলোড
રેખીય ક્વોન્ટીઝર,লিনিয়ার কোয়ান্টিজার
સુશોભન,লিনিয়ারিটি
રેખાને લગતું,লাইন-কোঅ্যাক্সিয়াল
રેખા-ક્ષેત્રાકાર,লাইন-সমতুল্য
રેખાખરની આવર્તન,লাইন-ফ্রিকোয়েন্সি
વાક્ય-અવબાધ,লাইন-ইমিডেন্স
રેખા-ચતુર્થાંશ,লাইন-কোয়ার্টারের তরঙ্গদৈর্ঘ্য
સંબંધ,লিঙ্ক
કોરી,লিঙ্কার
જિદ્દી,লিপ-মাইক্রোফোন
જીવંત પ્રસારણ,সরাসরি সম্প্রচার
જીવંત સરકી,লাইভ সার্কিট
જીવંત કાર્યક્રમ,লাইভ প্রোগ্রাম
બોજો,ভার
ભારક્ષમતા,ধারণ ক্ষমতা
ભાર વહન ક્ષમતા,বহন ক্ষমতা লোড
ભાર લાક્ષણિકતા,লোড বৈশিষ্ট্য
ભાર અટકાવવું,লোড প্রতিবন্ধকতা
ભરેલું,লোড
લોહિયો,লোডার
ભારણ,লোড হচ্ছে
કોઇલ લોડિંગ,লোডিং কয়েল
ભાર-પરીક્ષા,লোড পরীক্ষা
ઝઘડો,লব
Loંચી એન્ટેના,লোব অ্যান্টেনা
સ્થાનિક ક્ષેત્ર નેટવર્ક,স্থানীয় নেটওয়ার্ক
સ્થાનિક બેટરી,স্থানীয় ব্যাটারি
સ્થાનિક ઓસિલેટર,স্থানীয় দোলক
લોગ,লগ
લોગ -બુક,লগ বই
લ log ગ ઇન કરો (લ log ગ ઇન),লগ ইন (লগ অন)
લ log ગ ઓફ (લ log ગ આઉટ),লগ অফ (লগ আউট)
લોગશીલી,লগ শিট
મસાલેદાર,লগারিদম
લોગરીધમિક એમ્પ્લીફાયર,লগারিদমিক পরিবর্ধক
લોગરીધમિક ગુણોત્તર,লগারিদমিক অনুপাত
લોગરીધમિક પ્રતિભાવ,লগারিদমিক প্রতিক্রিয়া
લૌકિક ધોરણ,লগারিদমিক স্কেল
ફાંટો,লগিং
તર્કશાસ્ત્ર,যুক্তি
તર્ક -દ્વાર,লজিক গেট
તર્કશાસ્ત્ર,যুক্তি অপারেশন
તાર્કિક,যৌক্তিক
તાર્કિક રચના,যৌক্তিক ফ্রেম
લોગો દાખલ કરનાર,লোগো সন্নিবেশ
રેખાંશ,দ্রাঘিমাংশ
ફટકો,লুপ
લૂપ એન્ટેના,লুপ অ্যান্টেনা
લૂપ ફાયદો,লুপ লাভ
લૂપ પરીક્ષણ,লুপ পরীক্ষা
છૂટક સંપર્ક,আলগা যোগাযোগ
સંતાપ,আলগা সংযোজন
લોસલેસ એન્ટેના,লসলেস অ্যান্টেনা
લોસલેસ કમ્પ્રેશન,ক্ষতিহীন সংকোচনের
હારી સંકોચન,ক্ষতিগ্রস্থ সংকোচনের
લાઉડનેસ (ધ્વનિ),জোরে (শব্দ)
લાઉડ સ્પીકર,লাউডস্পিকার
ઓછી આવર્તન,কম কম্পাঙ্ক
નીચા કક્ષાની ભાષા,নিম্ন স্তরের ভাষা
ઓછું ખોટ ફીડર,কম লোকসান ফিডার
ઓછી ખોટ લવચીક કોક્સિયલ કેબલ,কম লোকসান নমনীয় কোক্সিয়াল কেবল
નીચા અવાજ પ્રાપ્તકર્તા,কম শব্দ রিসিভার
નીચા ઓર્બિટિંગ ઉપગ્રહ,কম কক্ষপথ স্যাটেলাইট
નીચા પાસ ફિલ્ટર,লো পাস ফিল্টার
ઓછી પ્રતિક્રિયા આપવાની કમાણી,কম রিঅ্যাক্ট্যান্স আর্থিং
ઓછો પ્રતિકાર માર્ગ,কম প্রতিরোধের পথ
ખસી કરવું,লগ
ભ્રષ્ટતા,আলোকসজ্জা
ગઠ્ઠો લગાડવો,লম্পট
પારકાન,ম্যাক্রো ব্লক
મેક્રો વ્યાખ્યા,ম্যাক্রো সংজ্ঞা
બનાવટ,ম্যাক্রো ভিশন
જાદુઈ આંખ,ম্যাজিক আই
ચુંબક,চৌম্বক
ચુંબકીય ક્ષેત્ર,চৌম্বক ক্ষেত্র
ચુંબકીય પ્રવાહ,চৌম্বকীয় প্রবাহ
ચુંબકીય ધ્રુવ,চৌম্বকীয় মেরু
ચુંબકીય તોફાન,চৌম্বকীয় ঝড়
ચુંબકીય સ્વીચ,চৌম্বকীয় সুইচ
ચુંબકીય ટેપ,চৌম্বকীয় টেপ
ચુંબનત્વ,চৌম্বকীয়তা
ટપાલ મક્કો,মেইল মার্জ
ટપાલ યાદી,মেইলিং তালিকা
મુખ્ય વાહક,প্রধান ক্যারিয়ার
જાળવી,রক্ষণাবেক্ষণ
જાળવણી,রক্ষণাবেক্ষণ
જાળવણી ટીમ,রক্ষণাবেক্ষণ দল
બહુમતી,সংখ্যাগরিষ্ঠ ক্যারিয়ার
સંપર્ક રિલે બનાવો,যোগাযোগ রিলে করুন
બનાવટની સ્વીચ,মেক-অ্যান্ড-ব্রেক সুইচ
પુરુષ-જોડકવાર,পুরুষ সংযোগকারী
માણસે અવાજ કર્યો,মানুষ শব্দ করেছে
મેનેજમેન્ટ ઇન્ફર્મેશન સિસ્ટમ (એમઆઈએસ),পরিচালন তথ্য সিস্টেম (এমআইএস)
ચાલાકીભર્યું,ম্যানিপুলেটেড
હસ્તકલા નિયંત્રણ,মূল নিয়ন্ত্রণ
પદ્ધતિ પદ્ધતિ,ম্যানুয়াল পদ্ধতি
સલામતી માર્ગદર્શિકા,সুরক্ষা সতর্কতা ম্যানুয়াল
મેન્યુઅલી સંચાલિત,ম্যানুয়ালি পরিচালিত
ઉત્પાદક,প্রস্তুতকারক
મહોરું,মুখোশ
મસકી,মাসকি
માસ્ક,মাস্কার
છુપાયેલો,মাস্কিং
માસ્કીંગ વર્તન,মাস্কিং আচরণ
Audio ડિઓ -માસ્કિંગ અસર,অডিওর মাস্কিং প্রভাব
માસ્કિંગ થ્રેશોલ્ડ,থ্রেশহোল্ড মাস্কিং
માસ્કીંગ સ્વર,মাস্কিং টোন
મસ્ત,মাস্ট
મસ્ત -રેડિયેટર,মাস্ট রেডিয়েটার
મુખ્ય નિયંત્રણ,মাস্টার নিয়ন্ত্রণ
માસ્ટર ઓસિલાટોર,মাস্টার অসিলট্রোর
મેચ-અવબાધ,ম্যাচ-ইমিডেন্স
મેચિંગ નેટવર્ક,ম্যাচিং নেটওয়ার্ক
મેચિંગ સ્ટબ,ম্যাচিং স্টাব
મેચિંગ ટ્રાન્સફોર્મર,ম্যাচিং ট্রান্সফর্মার
ભૌતિક-તૈયારી,জিনিষ পত্র সরবরাহ
માળખું,ম্যাট্রিক্স
મહત્તમ,সর্বাধিককরণ
મહત્તમ માંગ સૂચક,সর্বাধিক চাহিদা সূচক
મહત્તમ શક્તિ ઘનતા,সর্বাধিক শক্তি ঘনত্ব
મહત્તમ સંવેદનશીલતા,সর্বাধিক সংবেদনশীলতা
મહત્તમ તાપમા,সর্বাধিক তাপমাত্রা
મહત્તમ ઉપયોગી આવર્તન,সর্বাধিক ব্যবহারযোগ্য ফ্রিকোয়েন্সি
મહત્તમ મૂલ્ય,সর্বোচ্চ মূল্য
નિષ્ફળતાનો સરેરાશ સમય,ব্যর্থতার গড় সময়
સરેરાશ કિંમત,গড় মান
માપેલ સંકેત,পরিমাপ সংকেত
માપ,মাপা
માપવાનું સાધન,পরিমাপ যন্ত্র
માપવાની સાધનસામગ્રી,পরিমাপ সরঞ্জাম
માપવાનું સાધન,পরিমাপক যন্ত্রপাতি
ક્ષેત્રની શક્તિનું સાધન માપવા,ক্ষেত্রের শক্তি পরিমাপের সরঞ্জাম
માપવાની ટેપ,পরিমাপের ফিতা
યંત્ર,পদ্ধতি
માધ્યમ સર્વર,মিডিয়া সার্ভার
માધ્યમ,মধ্যম
મધ્યમ આવર્તન,মাঝারি ফ্রিকোয়েন্সি
મધ્યમ આવર્તન તરંગ,মাঝারি ফ্রিকোয়েন্সি তরঙ্গ
મધ્યમ તરંગ (મેગાવોટ),মাঝারি তরঙ্গ (মেগাওয়াট)
મેગા-ઓહમ,মেগা-ওহম
મેગર,মেগার
યાદ,স্মৃতি
માર્ગદર્શન,পরামর্শদাতা
લૈંગિક પટ્ટી,মেনু বার
ક્રુ -સ્વીચ,বুধ সুইচ
વિલીનીકરણ,মার্জিং
સંદેશ,বার্তা
મેટાડેટા,মেটাডেটা
ધાતુ- ox ક્સાઇડ સેમિકન્ડક્ટર ડાયોડ,ধাতব অক্সাইড সেমিকন্ডাক্টর ডায়োড
ધાતુની આવરણવાળી કેબલ,ধাতব-শেথযুক্ত কেবল
મીટર,মিটার
મીટરિંગ પેનલ,মিটারিং প্যানেল
માઇકલ,মিকা
માઇકલ-ઇન્સ્યુલેશન,মাইকা-ইনসুলেশন
સૂક્ષ્મ,ক্ষুদ্র-
સૂક્ષ્મ ઘટક,মাইক্রো উপাদান
સૂક્ષ્મ કમ્પ્યુટર,মাইক্রো কম্পিউটার
સૂક્ષ્મ નિયંત્રણ કરનાર,মাইক্রো-কন্ট্রোলার
સૂક્ષ્મ ઇલેક્ટ્રોનિક્સ,মাইক্রো-ইলেক্ট্রনিক্স
માઇક્રોફોન,মাইক্রোফোন
સુક્ષ્મસજીવો,মাইক্রোফোনিক্স
માઇક્રોપ્રોસેસ્રેસ,মাইক্রোপ্রসেসর
માઇક્રો-વોલ્ટ (એમવી),মাইক্রো-ভোল্ট (এমভি)
સૂક્ષ્મ,মাইক্রোওয়েভ
માઇક્રોવેવ એન્ટેના,মাইক্রোওয়েভ অ্যান্টেনা
માઇક્રોવેવ બીમ,মাইক্রোওয়েভ মরীচি
મધ્યમ,মিড-ব্যান্ড
સ્થળાંતર,স্থানান্তর
સ્થળાંતર માર્ગ,মাইগ্রেশন পাথ
લઘુ,ক্ষুদ্রাকার
લઘુચિત્ર,মিনিয়েচারাইজড
ન્યૂનતમ,সর্বনিম্ন
લઘુત્તમ તાપમાન,ন্যূনতম তাপমাত্রা
લઘુત્તમ ઉપયોગી ક્ષેત્ર શક્તિ,সর্বনিম্ন ব্যবহারযোগ্য ক্ষেত্র শক্তি
લઘુમતી કારીગર,সংখ্যালঘু ক্যারিয়ার
ખોટી વાતો,ভুল
એકઠું કરવું,মিশ্রণ
મિશ્ર ખાલી,মিশ্রিত ফাঁকা
મિશ્ર સમન્વય,মিশ্র সিঙ্ক
મિશ્રણ કરનાર,মিক্সার
મિક્સર નળી,মিক্সার টিউব
મિશ્રણ,মিশ্রণ
મિશ્રણ સર્કિટ,মিশ্রণ সার্কিট
સ્મરણ સંબંધી,স্মৃতিচারণ
નેમોમિક્સ,স্মৃতিসৌধ
ફરડ,মুঠোফোন
મોબાઈલ -મલ્ટિમીડિયા એપ્લિકેશન,মোবাইল মাল্টিমিডিয়া অ্যাপ্লিকেশন
ફરતી ટીવી,মোবাইল টিভি
પદ્ધતિ,মোড
નિષ્ફળતાની પદ્ધતિ,ব্যর্থতার মোড
પ્રચાર પદ્ધતિ,প্রচারের পদ্ধতি
નમૂનો,মডেল
Emાળ,মডেম
આધુનિક એફએમ ટ્રાન્સમીટર,আধুনিক এফএম ট্রান্সমিটার
આધુનિક વલણો,আধুনিক প্রবণতা
રૂપરેખાંકન,কনফিগারেশন মোড
ફેરફાર કરવો,সংশোধন করুন
મોડ્યુલેટેડ સતત તરંગ,মডুলেটেড অবিচ্ছিন্ন তরঙ্গ
મોડ્યુલેટેડ સિગ્નલ,মোডুলেটেড সিগন্যাল
મોડ્યુલેટેડ તરંગફોર્મ,মডুলেটেড ওয়েভফর্ম
વિપુલતા,মড্যুলেশন
મોડ્યુલેશન કંપનવિસ્તાર,মড্যুলেশন প্রশস্ততা
મોડ્યુલેશન ક્ષમતા,মড্যুলেশন ক্ষমতা
મોડ્યુલેશન આવર્તન,মড্যুলেশন ফ্রিকোয়েন্সি
વિપુલ અનુક્રમણિકા,মড্যুলেশন সূচক
રીંછલા,মড্যুলেশন লিনিয়ারিটি
મોડ્યુલેશન મીટર,মড্যুলেশন মিটার
મોડ્યુલેશન મોનિટર,মড্যুলেশন মনিটর
વિપુલ ટકાવારી,মড্যুলেশন শতাংশ
વિધિ કરનાર,মডুলেটর
વિધિ,মডিউল
ભેજ,আর্দ্রতা
વેગ,গতি
મોનીટર,মনিটর
અનુશ્રવણ,পর্যবেক্ষণ
દેખરેખ અને વિશ્લેષણ તકનીકો,পর্যবেক্ষণ এবং বিশ্লেষণ কৌশল
દેખરેખ અને નિયંત્રણ,পর্যবেক্ষণ এবং নিয়ন্ত্রণ
નિરીક્ષણ મથક,মনিটরিং স্টেশন
એકલતા,একরঙা
એકલતા,মনোফোনিক সংক্রমণ
મોર્ફ,মরফ
મોરફિંગ,মরফিং
ક morંગું,মরফিজম
મોઝેક,মোজাইক
માતૃત્વ,মাদারবোর্ড
દરખાસ્ત,গতি ক্ষতিপূরণ
ગતિ અંદાજ,গতি অনুমান
ગતિ -વેક્ટર,গতি ভেক্টর
ગતિપત્રક,গতি ভিডিও
મોટર,মোটর
મોટર operatorપરેટર,মোটর অপারেটর
મોટર,মোটর স্টার্টার
પર્વત,মাউন্ট
ઉંદર,মাউস
માઉસ ઇન્ટરફેસ,মাউস ইন্টারফেস
ગતિવિધિ,আন্দোলন
મલ્ટિ ચેનલ વિસ્તરણ,মাল্টি চ্যানেল এক্সটেনশন
બહુવિધ,মাল্টিকাস্টিং
બહુવિધ સંકેતો,মাল্টিচ্যানেল সংকেত
બહુવિધ માઇક્રોફોન,মাল্টিডাইরেকশনাল মাইক্রোফোন
આંતરભાષીય ભાષ્ય,বহুভাষিক ভাষ্য
