Kannada,Telugu
ಸೊಗಸು,హార్మోనిక్స్
ಅಪಾಯ,హజార్డ్
ಶೀರವಾಣಿ,హెడ్ ​​ఫోన్
ತಲೆ ಸ್ಥಳ,హెడ్ ​​రూమ్
ಚಿರತೆ,హెడ్‌ఎండ్
ತಲೆಗಾರ,శీర్షిక
ಶ್ರವಣ ಕಾರ್ಯವಿಧಾನ,వినికిడి విధానం
ಉಷ್ಣಹಾರಿ,వేడి శోషక
ಉಷ್ಣ ಸಮತೋಲನ,వేడి సమతుల్యత
ಉಷ್ಣ ತಡೆಗೋಡೆ,వేడి అవరోధం
ಶಾಖ ವಾಹಕ,హీట్ కండక్టర్
ಉಷ್ಣಸಂಥನ,హీట్ సింక్
ಹರ್ಟ್ಜ್ (Hz),కృష్ణ
ಭಿನ್ನಾಭಿಪ್ರಾಯ,హెటెరోడిన్
ಹೆಟನ್ನಿನ ರಿಸೀವರ್,హెటెరోడైన్ రిసీవర్
ಹೆಟೆರೊಡೈನ್ ಶಿಳ್ಳೆ (ಹೆಟೆರೊಡೈನ್ ಹಸ್ತಕ್ಷೇಪ),హెటెరోడైన్ విజిల్ (హెటెరోడిన్ జోక్యం)
ಕವಚ,హ్యూరిస్టిక్
ಷೂಕ್ಸಿನೀಲ್,హెక్సాడెసిమల్
ಕ್ರಮಾನುಗತ,క్రమానుగత మాడ్యులేషన్
ಹೈ-ಫೈ (ಹೆಚ್ಚಿನ ನಿಷ್ಠೆ),హై-ఫై
ಉನ್ನತ ವರ್ಧಕ,అధిక బూస్ట్
ಹೆಚ್ಚಿನ ಆವರ್ತನ,అధిక పౌన .పున్యం
ಹೆಚ್ಚಿನ ಆವರ್ತನ ಆಂದೋಲನ,అధిక ఫ్రీక్వెన్సీ డోలనం
ಹೆಚ್ಚಿನ ಆವರ್ತನ ಪ್ರತಿಕ್ರಿಯೆ,అధిక పౌన frequency పున్య ప్రతిస్పందన
ಉನ್ನತ ಮಟ್ಟದ ಕಾರ್ಯಕ್ರಮ ಭಾಷೆ,ఉన్నత స్థాయి ప్రోగ్రామ్ భాష
ಹೈ ಪಾಸ್ ಫಿಲ್ಟರ್,హై పాస్ ఫిల్టర్
ಹೈ ಪವರ್ ಟ್ರಾನ್ಸ್ಮಿಟರ್,అధిక శక్తి ట్రాన్స్మిటర్
ಉತ್ತಮ ಗುಣಮಟ್ಟದ ಸ್ವಾಗತ,అధిక నాణ్యత రిసెప్షన్
ಹೆಚ್ಚಿನ ವೇಗದ ಸಂಪರ್ಕ,హై స్పీడ్ కనెక్టివిటీ
ಹೆಚ್ಚಿನ ವೇಗದ ಡೇಟಾ ವ್ಯವಸ್ಥೆ,అధిక స్పీడ్ డేటా వ్యవస్థ
ಹಂದಿಯ ಕುರಿತ,హిస్టోగ్రాం
ಮುಖ ಪುಟ,హోమ్ పేజీ
ಕೊಕ್ಕೆ,హుక్
ಹುಕ್ ಅಪ್ ತಂತಿ,హుక్ అప్ వైర్
ಸಮತಲ ಬ್ಲ್ಯಾಕೌಟ್ ಅವಧಿ,క్షితిజ సమాంతర బ్లాక్అవుట్ కాలం
ಸಮತಲ ಖಾಲಿ,క్షితిజ సమాంతర ఖాళీ
ಸಮತಲ ವ್ಯಾಖ್ಯಾನ (ಸಮತಲ ರೆಸಲ್ಯೂಶನ್),క్షితిజ సమాంతర నిర్వచనం (క్షితిజ సమాంతర రిజల్యూషన్)
ಸಮತಲ ವಿಚಲನ ಆಂದೋಲನ,క్షితిజ సమాంతర విక్షేపం డోలనం
ಸಮತಲ ಮಾರ್ಗ,క్షితిజ సమాంతర రేఖ
ಸಮತಲ ವಿಭಾಗ,క్షితిజ సమాంతర విభాగం
ಸಮತಲ ಸ್ವೀಪ್ ಸರ್ಕ್ಯೂಟ್,క్షితిజ సమాంతర స్వీప్ సర్క్యూట్
ಕೊಂಬಿನ ಚಮಚ,హార్న్ లౌడ్ స్పీకర్
ಅತಿಥೆಯ,హోస్ట్
ತಿರಸ್ಕಾರ,హాట్ స్పాట్
ಮನೆ ಕಂಟಿಮಿ,హౌస్ కీపింగ్
ಕೇಂದ್ರ,హబ్
ವರ್ಣ,హ్యూ
ಹಫ್ಮನ್ ಕೋಡಿಂಗ್,హఫ్మన్ కోడింగ్
ತಗ್ಗಿಸು,హమ్
ಮಾನವ ಆಡಿಯೊ ಗ್ರಹಿಕೆ,మానవ ఆడియో అవగాహన
ಮಾನವ ಆಡಿಯೊ ವ್ಯವಸ್ಥೆ,మానవ ఆడియో వ్యవస్థ
ಮಾನವ ಶ್ರವಣ ಕಾರ್ಯವಿಧಾನ,మానవ వినికిడి విధానం
ಮಾನವ ವೀಡಿಯೊ ಗ್ರಹಿಕೆ,మానవ వీడియో అవగాహన
ಆರ್ದ್ರತೆ,తేమ
ಸಂಕರಜದ,హైబ్రిడ్
ಹೈಬ್ರಿಡ್ ವೃತ್ತಿ,హైబ్రిడ్ సర్క్యూట్
ಹೈಬ್ರಿಡ್ ಇಂಟರ್ಗ್ರೇಟೆಡ್ ಸರ್ಕ್ಯೂಟ್,హైబ్రిడ్ ఇంటర్‌గ్రేటెడ్ సర్క్యూట్
ಜಲಮಾಪಕ,హైడ్రోమీటర్
ಅತಿರೇಕ,హైపర్
ಅಧಿಕ ಮಾಧ್ಯಮಗಳು,హైపర్ మీడియా
ಅತಿರೇಕದ ಪಠ್ಯ,హైపర్ టెక్స్ట్
ಅತ್ಯಲ್ಪ ಲಿಖಿತ,హైపర్లింక్
ಐಕಾನ್,ఐకాన్
ಗುರುತಿಸುವಿಕೆ,గుర్తింపు
ಗುರುತಿಸಿಕೊಳ್ಳುವಿಕೆ,ఐడెంటిఫైయర్
ಹಾರಿಹೋಗು,మండించండి
ಹಾರಿಹೋಗುವ,జ్వలన
ಪ್ರಕಾಶಮಾನ,ప్రకాశం
ಪ್ರಕಾಶ,ప్రకాశం
ಚಿತ್ರ,చిత్రం
ಚಿತ್ರದ ಆಂಟೆನಾ,చిత్ర యాంటెన్నా
ಚಿತ್ರಣ,చిత్ర సంగ్రహణ
ಚಿತ್ರಕೃಡು,చిత్ర ఐకానోస్కోప్
ಚಿತ್ರದ ನಕ್ಷೆ,చిత్ర మ్యాప్
ಚಿತ್ರ,చిత్రం ఆర్థికాన్
ಚಿತ್ರ ಸಂಸ್ಕರಣೆ,బొమ్మ లేదా చిత్రం సరి చేయడం
ಚಿತ್ರ ಸೆಟ್ಟರ್,చిత్ర సెట్టర్
ಕಾಲ್ಪನಿಕ,Inary హాత్మక
ಪ್ರತಿರೋಧ,ఇంపెడెన్స్
ಪ್ರತಿರೋಧ ಹೊಂದಾಣಿಕೆ,ఇంపెడెన్స్ మ్యాచింగ్
ಪ್ರತಿರೋಧ ಹೊಂದಾಣಿಕೆಯ ಸರ್ಕ್ಯೂಟ್,ఇంపెడెన్స్ మ్యాచింగ్ సర్క్యూట్
ಪ್ರತಿರೋಧ ಹೊಂದಾಣಿಕೆ,ఇంపెడెన్స్ అసమతుల్యత
ಮುಕ್ತ ಸ್ಥಳದ ಪ್ರತಿರೋಧ,ఖాళీ స్థలం యొక్క ఇంపెడెన్స్
ಪ್ರತಿರೋಧ ರೂಪಾಂತರ,ఇంపెడెన్స్ పరివర్తన
ಆಮದು,దిగుమతి
ಕಳೆಯಾದ,ఇంప్రెగ్నేటెడ్
ವೋಲ್ಟೇಜ್ ಅನ್ನು ಪ್ರಭಾವಿಸಿ,వోల్టేజ్ ఆకట్టుకోండి
ಪ್ರಚೋದನೆ,ప్రేరణ
ಪ್ರಚೋದಕ ಪ್ರತಿಕ್ರಿಯೆ,ప్రేరణ ప్రతిస్పందన
ಅಶುದ್ಧ ವಾಹಕತೆ,అశుద్ధ వాహకత
ಅಶುದ್ಧ ಅರೆವಾಹನ,అశుద్ధ సెమీకండక్షన్
ನಿಷ್ಪಲವಾದ,క్రియారహితం
ನಿಷ್ಕ್ರಿಯ ಕಿಟಕಿ,నిష్క్రియాత్మక విండో
ಕೇಳಿಸಲಾಗದ,వినబడని
ಉಚ್ಚಾರೆ,ప్రకాశించే
ಘಟನೆ ರೇ,సంఘటన రే
ಸೇರ್ಪಡೆ,చేర్చడం
ಒಳಬರುವ ಸಂಕೇತ,ఇన్కమింగ్ సిగ్నల్
ಸೂಚನೆ,సూచిక
ಸ್ಥಳೀಯ,స్వదేశీ
ಸ ೦ ತಾನು,ఇండక్టెన్స్
ಪ್ರಚೋದಕ-ವಿಶ್ವಾಸ,ప్రేరక-రియాక్టన్స్
ಉರಿಯುವ ವಸ್ತು,మంట పదార్థం
ಮಾಹಿತಿಯುಕ್ತ,సమాచారం ప్యాచ్
ಮಾಹಿತಿ,సమాచారం
ಮಾಹಿತಿ ವಾಸ್ತುಶಿಲ್ಪ,సమాచార నిర్మాణం
ಮಾಹಿತಿ ಬಿಟ್,సమాచార బిట్
ಮಾಹಿತಿ ಅಂಕಿಯ,సమాచార అంకె
ಮಾಹಿತಿ ಕಿಯೋಸ್ಕ್,ఇన్ఫర్మేషన్ కియోస్క్
ಮಾಹಿತಿ ಪ್ರಕ್ರಿಯೆ,సమాచార ప్రక్రియ
ಮಾಹಿತಿ ತಂತ್ರಜ್ಞಾನ,సమాచార సాంకేతికత
ನಾಚಿಕೆಗೇಡಿ,ఇన్ఫోటైన్మెంట్
ಅತಿಕ್ರಮತೆ ವಿಕಿರಣ,పరారుణ రేడియేషన్
ಮೂಲಸೌಕರ್ಯ,మౌలిక సదుపాయాలు
ಸೇವಿಸು,తీసుకోండి
ಪದಾರ್ಥಗಳು,పదార్థాలు
ಪ್ರಾರಂಭದ ಪದ (ಐಡಬ್ಲ್ಯೂ),ప్రారంభ పదం (IW)
ಆಂತರಿಕ ಸಂಕೇತಗಳು,లోపలి సంకేతాలు
ಆವಿಷ್ಕಾರದಲ್ಲಿ,ఇన్నోవేషన్
ಒಳಕ್ಕೆ,ఇన్పుట్
ಇನ್ಪುಟ್ ಸಾಲು,ఇన్పుట్ లైన్
ಇನ್ಪುಟ್ ಘಟಕ,ఇన్పుట్ యూనిట్
ಇನ್ಪುಟ್ ವೋಲ್ಟೇಜ್,ఇన్పుట్ వోల్టేజ్
ಇನ್ಪುಟ್ output ಟ್ಪುಟ್,ఇన్పుట్-అవుట్పుట్
ಸೇರಿಸು,చొప్పించండి
ಒಳಸೇರಿಸುವಿಕೆಯ ನಷ್ಟ,చొప్పించే నష్టం
ಅನುಸ್ಥಾಪನ,సంస్థాపన
ತತ್ಕ್ಷಣ ವೋಲ್ಟೇಜ್,తక్షణ వోల్టేజ్
ಸೂಚನಾ,సూచన
ನಿರೋಧಕ ವಸ್ತು,ఇన్సులేటింగ్ పదార్థం
ನಿರೋಧನ,ఇన్సులేషన్
ನಿರೋಧನ ಪ್ರತಿರೋಧ,ఇన్సులేషన్ నిరోధకత
ನಿರಂಕುಶಾಧಿಕಾರಿ,ఇన్సులేటర్
ಇಂಟಿಗ್ರೇಟೆಡ್ ಸರ್ಕ್ಯೂಟ್,ఇంటిగ్రేటెడ్ సర్క్యూట్
ನೆಟ್‌ವರ್ಕ್ ಅನ್ನು ಸಂಯೋಜಿಸಲಾಗುತ್ತಿದೆ,నెట్‌వర్క్‌ను సమగ్రపరచడం
ಸಂಯೋಜಕ,ఇంటిగ్రేటర్
ಬುದ್ಧಿಶಕ್ತಿ,ఇంటెలిజెన్స్
ತೀವ್ರತೆ,తీవ్రత
ಮಾತಿನ ತೀವ್ರತೆ,ప్రసంగం యొక్క తీవ్రత
ಅಂತರ ಚಾನಲ್ ಹಸ್ತಕ್ಷೇಪ,ఇంటర్ ఛానల్ జోక్యం
ಮಧ್ಯಸ್ಥಗಾರ,ఇంటర్‌లీవ్
ಪರಸ್ಪರ ಕ್ರಿಯೆ,పరస్పర చర్య
ಸಂರತ್ವ,ఇంటరాక్టివిటీ
ಅಂತರ್ವ್ಯಾಪೆ,ఇంటర్‌కామ్
ಪರಸ್ಪರ ಸಂಬಂಧ,ఇంటర్కనెక్టివిటీ
ಅಂತರಸಂಪರ,ఇంటర్ఫేస్
ಇಂಟರ್ಫೇಸ್ ಸ್ಕ್ಯಾನಿಂಗ್,ఇంటర్ఫేస్ స్కానింగ్
ಹಸ್ತಕ್ಷೇಪ,జోక్యం
ಹಸ್ತಕ್ಷೇಪ ವಲಯ,జోక్యం జోన్
ಚಾನಲ್ ಅನ್ನು ಮಧ್ಯಪ್ರವೇಶಿಸುತ್ತಿದೆ,జోక్యం చేసుకునే ఛానెల్
ಹಸ್ತಕ್ಷೇಪ ಆವರ್ತನ,జోక్యం చేసుకునే ఫ్రీక్వెన్సీ
ರೇಡಿಯೋ ಆವರ್ತನ ಸಿಗ್ನಲ್ ಅನ್ನು ಹಸ್ತಕ್ಷೇಪ ಮಾಡುವುದು,రేడియో ఫ్రీక్వెన్సీ సిగ్నల్ జోక్యం చేసుకుంటుంది
ಅಡ್ಡಿ,ఇంటర్‌ఫ్రేమ్
ಮಧ್ಯಸ್ಥಗಾರ,ఇంటర్‌లీవ్
ಅಂತರ್ವರ್ಧಕ,ఇంటర్‌లీవ్డ్
ಇಂಟರ್ಲೀವ್ಡ್ ಸ್ಟ್ರೀಮ್,ఇంటర్‌లీవ్డ్ స్ట్రీమ్
ಅಂತರ್ವರ್ಧಕ,ఇంటర్‌లీవర్
ಒಳನೋಟವುಳ್ಳ,ఇంటర్‌లీవింగ్
ಒಳನೋಟವುಳ್ಳ,ఇంటర్‌లీవింగ్
ಇಂಟರ್ಲೀವಿಂಗ್ ಅವಧಿ,ఇంటర్‌లీవింగ్ కాలం
ಇಂಟರ್ಲಾಕ್ ಸರ್ಕ್ಯೂಟ್,ఇంటర్‌లాక్ సర్క్యూట్
ಇಂಟರ್ಲಾಕ್ ಸ್ವಿಚ್,ఇంటర్‌లాక్ స్విచ్
ಅಂತರ್ವರ್ಧಕ,ఇంటర్‌లాకింగ్
ಮಧ್ಯಂತರ ವೈಫಲ್ಯ,ఇంటర్మీడియట్ వైఫల్యం
ಮಧ್ಯಂತರ ಆವರ್ತನ,ఇంటర్మీడియట్ ఫ్రీక్వెన్సీ
ಮಧ್ಯಂತರ ಆವರ್ತನ ಆಂದೋಲಕ,ఇంటర్మీడియట్ ఫ్రీక్వెన్సీ ఓసిలేటర్
ಪ್ರತಿಶಮನದ,అడపాదడపా
ಮಧ್ಯಂತರ ಪ್ರವಾಹ,అడపాదడపా కరెంట్
ಅಂತರಗಣನೆ,ఇంటర్‌మోడ్యులేషన్
ಇಂಟರ್ಮೋಡ್ಯುಲೇಷನ್ ಅಸ್ಪಷ್ಟತೆ,ఇంటర్మోడ్యులేషన్ వక్రీకరణ
ಇಂಟಿಡ್ಯುಲೇಶನ್ ಹೊರಸೂಸುವಿಕೆ,ఇంటర్‌మోడ్యులేషన్ ఉద్గారం
ಇಂಟರಲ್ಫುಲೇಷನ್ ಪರೀಕ್ಷೆ,ఇంటర్‌మోడ్యులేషన్ పరీక్ష
ಅಂತರ್ಜಾಲ,అంతర్జాలం
ಇಂಟರ್ನೆಟ್ ಪ್ರಸಾರ,ఇంటర్నెట్ ప్రసారం
ಇಂಟರ್ನೆಟ್ ಚಾಟಿಂಗ್,ఇంటర్నెట్ చాటింగ్
ಇಂಟರ್ನೆಟ್ ಪ್ರೋಟೋಕಾಲ್ ಸ್ಟ್ಯಾಕ್,ఇంటర్నెట్ ప్రోటోకాల్ స్టాక్
ಅಂತರ್ಜಾಲ ರೇಡಿಯೋ,ఇంటర్నెట్ రేడియో
ಅಂತರ್ಜಾಲ ಸ್ಟ್ರೀಮಿಂಗ್,ఇంటర్నెట్ స్ట్రీమింగ్
ಇಂಟರ್ನೆಟ್ ವೀಡಿಯೊ,ఇంటర్నెట్ వీడియో
ಪರಸ್ಪರ ಕಾರ್ಯಸಾಧ್ಯತೆ,ఇంటర్‌పెరాబిలిటీ
ರಾಕ್ಷಸ,ఇంటర్‌పోలేషన్
ವ್ಯಾಖ್ಯಾನಕಾರ,వ్యాఖ్యాత
ಅಡಚಣೆ,అంతరాయం
ಅಡಚಣೆ,అంతరాయం
ಅಡಚಣೆದಾರ,అంతరాయం
ಮಧ್ಯಂತರ,విరామం
ಬಿಲ್ಲೆ,ఇంట్రాకోడింగ్
ಒಳಭಾಗ,ఇంట్రాఫ్రేమ్
ಅಂತಃಪ್ರವಾಹ,ఇంట్రానెట్
ಅಂತಃಪ್ರವೇಶ,ఇంట్రాపికర్
ಇಂಟ್ರಾವೆಬ್,ఇంట్రావేబ్
ಆಂತರಿಕ ಅರೆವಾಹಕ,అంతర్గత సెమీకండక్టర్
ವಿಲೋಮ ಪ್ರವಾಹ,విలోమ కరెంట్
ವಿಲೋಮ ಪ್ರಾದೇಶಿಕ ಕಾರ್ಯಾಚರಣೆ,విలోమ ప్రాదేశిక ఆపరేట్
ತಲೆಕೆಳಗಾದ,విలోమ
ತಲೆಕೆಳಗಾದ ಎಲ್ ಆಂಟೆನಾ,విలోమ ఎల్ యాంటెన్నా
ತಲೆಕೆಳಗಾದ ವಿ ಆಂಟೆನಾ,విలోమ V యాంటెన్నా
ವಶಪಡಿಸಿಕೊಳ್ಳುವವನು,ఇన్వర్టర్
ಅಕ್ರಮವಾದ,సక్రమంగా
ಅಪ್ರಸ್ತುತ,అసంబద్ధమైన మూలకం
ಪ್ರತ್ಯೇಕ ಜಾಲ,ఐసోలేషన్ నెట్‌వర్క్
ಪ್ರತ್ಯೇಕಿಸುವವನು,ఐసోలేటర్
ದಮ್ಮಗ,జామర్
ಕಟುಕ,జామింగ్
ದರ್ಜಿ ಫೈಲ್,పరిభాష ఫైల్
ಜಾವಾ ಸ್ಕ್ರಿಪ್ಟ್,జావా స్క్రిప్ట్
ಕನ್ನಡಿಯ,జింగిల్
ಗಲಿಬಿಲಿ,జిట్టర్
ಸೇರುವವನು,జాయినర్
ಜಂಟಿ,ఉమ్మడి
ಕಲುಷಿತ,జాయింటెడ్
ಜಿಗಿತಗಾರ,జంపర్
ಮಂಜುಗಡ್ಡ,జంక్
ಅನಗತ್ಯ ಪತ್ರ,చెత్త మెయిల్
ಪಟಲ,కెర్నల్
ಕೀಲಿ,కీ
ಕೀಲಿ ಹಲಗೆ,కీబోర్డ్
ಮನವಿ,KEEER
ಕಶೇಟು,కీనోట్
ಕಿಲೋಸೈಕಲ್,కిలోసైకిల్
ಕಿಲೋವೋಲ್ಟ್,కిలోవోల్ట్
ಕಿಲೋವ್ಯಾಟ್,కిలోవాట్
ಚಲನಶಾಸ್ತ್ರ,కైనమాటిక్స్
ಮೊಣಕಾಲಿನ ವೋಲ್ಟೇಜ್,మోకాలి పాయింట్ వోల్టేజ్
ಗುಬ್ಬಿ,నాబ్
ಜ್ಞಾನದ ತಳಹದಿ,జ్ఞాన స్థావరం
ಜ್ಞಾನ ನಿರೂಪಣೆ,జ్ఞాన ప్రాతినిధ్యం
ಎಲ್ ನೆಟ್‌ವರ್ಕ್,L నెట్‌వర్క్
L ವಿಭಾಗ ಫಿಲ್ಟರ್,L సెక్షన్ ఫిల్టర్
ಮಂದಗತಿ ಮತ್ತು ಸೀಸ,లాగ్ మరియు సీసం
ಹಿಂದುಳಿದ ಪ್ರವಾಹ,లాగింగ్ కరెంట్
ಮಂದಗತಿಯ ವಿದ್ಯುತ್ ಅಂಶ,లాగింగ్ పవర్ ఫ్యాక్టర్
ಹಾಳಾದ,లామినేటెడ్
ದೀಪ,దీపం
ಅಬ್ಬರ,ల్యాప్‌టాప్
ಲೇಸರ್ ಆವರ್ತನ,లేజర్ ఫ్రీక్వెన్సీ
ಸುಪ್ತ ದೋಷ,గుప్త లోపం
ಸುಪ್ತ ಶಾಖ,గుప్త వేడి
ಅಕ್ಷಾಂಶ,అక్షాంశం
ಹರಿ,పొర
ಲೆಔಟ್,లేఅవుట్
ವಿನ್ಯಾಸ,లేఅవుట్ ప్రణాళిక
ಮುನ್ನಡೆಸಿಸು,సీసం
ಪ್ರಮುಖ ಹಂತ,ప్రముఖ దశ
ಸೋರಿಕೆ ಪುರಾವೆ,లీక్ ప్రూఫ్
ಸೋರಿಕೆ,లీకేజ్
ಗುತ್ತಿಗೆ ಸರ್ಕ್ಯೂಟ್,లీజుకు ఇచ్చిన సర్క్యూట్
ಮಸೂರ,లెన్స్
ಸಮಗ್ರ ಸೂಚಕ,స్థాయి సూచిక
ಲಘು ನಿಯಂತ್ರಣ,కాంతి నియంత్రణ
ತಿಳಿ ಪೆನ್ನು,లైట్ పెన్
ಮಿಂಚಿನ ಬಂಧಕ,మెరుపు అరెస్టర్
ಮಿತಿಗೊಳಿಸು,పరిమితి
ಆಂಪ್ಲಿಫೈಯರ್ ಅನ್ನು ಸೀಮಿತಗೊಳಿಸುವುದು,పరిమితం చేసే యాంప్లిఫైయర్
ರೇಖೆಯ ನಷ್ಟ,లైన్ నష్టం
ರೇಖೆಯ ಶಬ್ದ,లైన్ శబ్దం
ದೃಷ್ಟಿ,దృష్టి రేఖను
ರೇಖೆಯ ಹಂತ,పంక్తి దశ
ಸಾಲು ಹರಡುವಿಕೆ,లైన్ ట్రాన్స్మిషన్
ರೇಖೆಯನ್ನು ಇಳಿಸಲಾಗಿಲ್ಲ,పంక్తి అన్‌లోడ్ చేయబడింది
ರೇಖೀಯ ಪರಿಮಾಣ,లీనియర్ క్వాంటిజర్
ರೇಖಾತ್ವ,సరళత
ಸಾಲು ಸಹಭಾಗಿ,లైన్-కోక్సియల్
ಸಾಲಿನ,లైన్-ఈక్వలైజర్
ಸಾಲು ಆವರ್ತನ,లైన్-ఫ్రీక్వెన్సీ
ಸಾಲು-ಉಚ್ಚಾರಣೆ,లైన్-ఇంపెడెన్స్
ಸಾಲು-ತ್ರೈಮಾಸಿಕ ತರಂಗಾಂತರ,లైన్-క్వార్టర్ తరంగదైర్ఘ్యం
ಮರ,లింక్
ಕೊಂಡಿ,లింకర్
ತುಟಿಯೊಳಗಿರುವ,లిప్-మైక్రోఫోన్
ನೇರ ಪ್ರಸಾರ,ప్రత్యక్ష ప్రసారం
ಲೈವ್ ಸರ್ಕ್ಯೂಟ್,లైవ్ సర్క్యూట్
ನೇರ ಕಾರ್ಯಕ್ರಮ,ప్రత్యక్ష కార్యక్రమం
ಹೊರೆ,లోడ్
ಲೋಡ್ ಸಾಮರ್ಥ್ಯ,లోడ్ సామర్థ్యం
ಸಾಗಿಸುವ ಸಾಮರ್ಥ್ಯವನ್ನು ಲೋಡ್ ಮಾಡಿ,లోడ్ మోసే సామర్థ్యం
ಲೋಡ್ ವಿಶಿಷ್ಟ,లోడ్ లక్షణం
ಪ್ರತಿರೋಧವನ್ನು ಲೋಡ್ ಮಾಡಿ,లోడ్ ఇంపెడెన్స్
ತುಂಬಿರುವ,లోడ్ చేయబడింది
ತುಂಬುವವನು,లోడర్
ಲೋಡ್ ಮಾಡುವುದು,లోడ్
ಸುರುಳಿಯನ್ನು ಲೋಡ್ ಮಾಡಲಾಗುತ್ತಿದೆ,కాయిల్ లోడ్ అవుతోంది
ಹೊರೆ ಪರೀಕ್ಷೆ,లోడ్-టెస్ట్
ಹಾಲೆ,లోబ్
ಹಾಲೆ ಆಂಟೆನಾ,లోబ్ యాంటెన్నా
ಸ್ಥಳೀಯ ಪ್ರದೇಶ ಜಾಲ,లోకల్ ఏరియా నెట్వర్క్
ಸ್ಥಳೀಯ ಬ್ಯಾಟರಿ,స్థానిక బ్యాటరీ
ಸ್ಥಳೀಯ ಆಂದೋಲನಕಾರ,స్థానిక ఓసిలేటర్
ಬ ೦ ದಿಸು,లాగ్
ಲಾಗ್ ಪುಸ್ತಕ,లాగ్ బుక్
ಲಾಗ್ ಇನ್ ಮಾಡಿ (ಲಾಗ್ ಆನ್ ಮಾಡಿ),లాగిన్ (లాగిన్ అవ్వండి)
ಲಾಗ್ ಆಫ್ ಮಾಡಿ (ಲಾಗ್ .ಟ್ ಮಾಡಿ),లాగ్ ఆఫ్ (లాగ్ అవుట్)
ಹಾಳೆ,లాగ్ షీట్
ಲಾಗರಿಥಮ್,లోగరిథం
ಲಾಗರಿಥಮಿಕ್ ಆಂಪ್ಲಿಫಯರ್,లోగరిథమిక్ యాంప్లిఫైయర్
ಲಾಗರಿಥಮಿಕ್ ಅನುಪಾತ,లోగరిథమిక్ నిష్పత్తి
ಲಾಗರಿಥಮಿಕ್ ಪ್ರತಿಕ್ರಿಯೆ,లోగరిథమిక్ ప్రతిస్పందన
ಲಾಗರಿಥಮಿಕ್ ಪ್ರಮಾಣ,లోగరిథమిక్ స్కేల్
ಕಪ್ಪೆ,లాగింగ్
ತರ್ಕ,లాజిక్
ತರ್ಕ ದ್ವಾರ,లాజిక్ గేట్
ತರ್ಕ ಕಾರ್ಯಾಚರಣೆ,లాజిక్ ఆపరేషన్
ತಾರ್ಕಿಕ,తార్కిక
ತಾರ್ಕಿಕ ಚೌಕಟ್ಟು,తార్కిక ఫ్రేమ్
ಲೋಗಾ ಒಳಹರಿ,లోగో ఇన్సర్టర్
ರೇಖಾಂಶ,రేఖాంశం
ಕುಣಿಕೆ,లూప్
ಲೂಪ್ ಆಂಟೆನಾ,లూప్ యాంటెన్నా
ಲೂಪ್ ಲಾಭ,లూప్ లాభం
ಲೂಪ್ ಪರೀಕ್ಷೆ,లూప్ పరీక్ష
ಸಡಿಲ ಸಂಪರ್ಕ,వదులుగా పరిచయం
ಸಡಿಲ ಜೋಡಣೆ,వదులుగా కలపడం
ನಷ್ಟವಿಲ್ಲದ ಆಂಟೆನಾ,లాస్‌లెస్ యాంటెన్నా
ನಷ್ಟವಿಲ್ಲದ ಸಂಕೋಚನ,లాస్‌లెస్ కంప్రెషన్
ನಷ್ಟದ ಸಂಕೋಚನ,లాస్సీ కంప్రెషన్
ಜೋರಾಗಿ (ಧ್ವನಿ),లౌడ్నెస్ (ధ్వని)
ಮೋಡಿಮಾಡುವ,లౌడ్‌స్పీకర్
ಕಡಿಮೆ ಆವರ್ತನ,తక్కువ పౌన .పున్యం
ಕೆಳಮಟ್ಟದ ಭಾಷೆ,తక్కువ స్థాయి భాష
ಕಡಿಮೆ ನಷ್ಟ ಫೀಡರ್,తక్కువ నష్టం ఫీడర్
ಕಡಿಮೆ ನಷ್ಟ ಹೊಂದಿಕೊಳ್ಳುವ ಏಕಾಕ್ಷ ಕೇಬಲ್,తక్కువ నష్టం సౌకర్యవంతమైన ఏకాక్షక కేబుల్
ಕಡಿಮೆ ಶಬ್ದ ರಿಸೀವರ್,తక్కువ శబ్దం రిసీవర్
ಕಡಿಮೆ ಕಕ್ಷೆಯ ಉಪಗ್ರಹ,తక్కువ కక్ష్య ఉపగ్రహ
ಕಡಿಮೆ ಪಾಸ್ ಫಿಲ್ಟರ್,తక్కువ పాస్ ఫిల్టర్
ಕಡಿಮೆ ಪ್ರತಿಕ್ರಿಯಾತ್ಮಕ ಅರ್ಥ,తక్కువ ప్రతిచర్య ఎర్తింగ్
ಕಡಿಮೆ ಪ್ರತಿರೋಧ ಮಾರ್ಗ,తక్కువ నిరోధక మార్గం
ಹುರಿದುಂಬಿಸು,లగ్
ಪ್ರಕಾಶ,ప్రకాశం
ಉಂಡವಾದ,ముద్ద
ಬೃಹತ್ ಬ್ಲಾಕ್,స్థూల బ్లాక్
ಬೃಹತ್ ವ್ಯಾಖ್ಯಾನ,స్థూల నిర్వచనం
ಬೃಹತ್ ದೃಷ್ಟಿ,స్థూల దృష్టి
ಮಾಯಾ ಕಣ್ಣು,మేజిక్ కన్ను
ಕಾಂತ,అయస్కాంతం
ಕಾಂತಕ್ಷೇತ್ರ,అయిస్కాంత క్షేత్రం
ಕಾಂತೀಯ ಹರಿವೆ,అయస్కాంత ప్రవాహం
ಕಾಂತ ಧ್ರುವ,అయస్కాంత ధ్రువం
