Kannada,Assamese
ಶಿಲೀಂಧ್ರನಾಶಕ,এন্টিফাংগেল
ಶಿಲೀಂಧ್ರ,ভেঁকুৰ
1. ಖುದ್ 2. ಸೀತಾ,১.খুদ ২.সীতা
1. ಫ್ಯೂಷನ್ 2. ಫ್ಯೂಷನ್,1. সংযোজন 2. সংযোজন
ಹತ್ತಿ ಉಣ್ಣೆ,কপাহী উল
ಕೂದಲುಳ್ಳ,লোমশ
1. ಮರದ ಹುಣ್ಣು 2. ಪಿಟಿಕಾ,১/ গছৰ ঘা ২.পিতিকা
1. ಗ್ಯಾಮೆಟ್‌ಗಳು 2. ಗ್ಯಾಮೆಟ್‌ಗಳು,1. গেমেট 2. গেমেট
1. ಉದ್ಯಾನ 2. ಉದ್ಯಾನ,১.বাৰী ২.বাগিচা
1. ಪಾನ್ಸಾಲ್ 2. ಹೈಡ್ರೋಮೀಟರ್,১.পান্সাল ২.হাইড্ৰমিটাৰ
ಜೀನ್ ಸಂಗ್ರಹ,জিন সংগ্ৰহ
ಜೀನ್ ಟ್ಯಾಗನ್,জিন টেগন
ವಂಶಾವಳಿ,বংশাৱলী
ಜೀನ್ ನಕ್ಷೆ,জিন মেপ
ಆನುವಂಶಿಕ,জেনেটিক্স
1. ಜಿನೋಮ್ 2. ಸಂಜೀನ್,১/ জিনম ২.সাংগেনে
ಸಂಜಿನಿ ಸಂಗ್ರಹ,সঞ্জিনী সংগ্ৰহ
ಜೀನೋಮಿಕ್ಸ್,জিনমিক্স
ಜೀನೋಟೈಪ್,জিন প্ৰকাৰ
1. ಜೀನ್ ರಚನೆ 2. ಜೀನ್ ಪ್ರಕಾರ,১.জিনৰ গঠন ২.জিনৰ প্ৰকাৰ
ವಂಶಾವಳಿ,বংশ
1. ಕುಲ 2. ವಂಶ,১. প্ৰজাতি ২. বংশ
1. ಸೂಕ್ಷ್ಮಾಣು 2. ಸೂಕ್ಷ್ಮಾಣು,১.বীজাণু ২.বীজাণু
ಕ್ರಿಮಿನಾಶಕ,বীজাণুনাশক
ಮೊಳಕೆಯೊಡೆಯುವಿಕೆ,অংকুৰণ
1. ಜರ್ಮ್ಪ್ಲಾಸಂ 2. ಜರ್ಮ್ಪ್ಲಾಸಂ,১/ জীৱাণুপ্লাজম ২.জীৱাণুপ্লাজম
ಗಿಬ್ಬರೆಲಿಕ್ ಆಮ್ಲ,জিবেৰেলিক এচিড
ಕೊಯ್ಲು,গোটাওক
ತುಶ್,তুষ
1. ಅಂಟು 2. ಹೊಟ್ಟೆಬಾಕತನ,১/ গ্লুটেন ২
ಗ್ಲೈಕೋಲಿಸಿಸ್,গ্লাইকোলাইছিছ
Sundara,বঢ়িয়া
ಸುವರ್ಣ ಕ್ರಾಂತಿ,সোণালী বিপ্লৱ
1. ವರ್ಗೀಕರಣ 2. ವರ್ಗೀಕರಣ 3. ಶ್ರೇಣೀಕರಣ,1. শ্ৰেণীবিভাজন 2. শ্ৰেণীবিভাজন 3. স্তৰবিন্যাস
1. ನಾಟಿ ಸಸ್ಯ 2. ಪೆನಂಬ್ರಲ್ ಸಸ್ಯ,1. গ্ৰাফ্ট কৰা উদ্ভিদ 2. পেনুম্ব্ৰেল উদ্ভিদ
ಪೆನ್ ಅಸಮಂಜಸ,কলম অসামঞ্জস্যপূৰ্ণ
ಗ್ರಾನಾ,গ্ৰানা
ಗ್ರಾನುಲೇಷನ್,গ্ৰেনুলেচন
ಹಸಿರು ಗೊಬ್ಬರ,সেউজীয়া গোবৰ
ಹಸಿರು ಕ್ರಾಂತಿ,সেউজ বিপ্লৱ
ಬೆಳವಣಿಗೆ ಮತ್ತು ಅಭಿವೃದ್ಧಿ,বৃদ্ধি আৰু বিকাশ
1. ಗಮ್ ರೋಗ,১/ আঁঠুৰ ৰোগ
ಭಿನ್ನಲಿಂಗೀಯ,বিষমযৌন
1. ಪ್ರಕೃತಿ 2. ಪ್ರಕೃತಿ 3. ರೂಪಗುಣ 4. ತೋರಿಕೆ,1. প্ৰকৃতি 2. প্ৰকৃতি 3. ৰূপগুণ 4. ৰূপ
1. ಓಲ 2. ಕರ್ಕಪಟ 3. ಕರ್ಕ,১.অলা ২.কৰকাপাট ৩.কৰ্কা
ರೋಮಿಲ್ವಾಚ್,ৰোমিলৱাচ
ಲವಣಯುಕ್ತ ಚೀಲ,চেলাইন চিষ্ট
ಹಾರೋ,harrow
1. ಕೊಯ್ಲು ಸೂಚ್ಯಂಕ 2. ಕೊಯ್ಲು ಸೂಚ್ಯಂಕ,১.চপোৱা সূচকাংক ২.চপোৱা সূচকাংক
1. ಕೊಯ್ಲು 2. ಕೊಯ್ಲು ಮಾಡಿದ ಬೆಳೆ 3. ಮುಗಿದ ಬೆಳೆ 4. ಇಳುವರಿ,১.চপোৱা ২.চপোৱা শস্য ৩.সমাপ্ত শস্য ৪.উৎপাদন
1. ಕೀಳುವುದು 2. ಕೊಯ್ಲು 3. ಕೀಳುವುದು,১. ছিঙি যোৱা ২. চপোৱা ৩. ছিঙি যোৱা
1. ಮೊಟ್ಟೆ ಇಡುವುದು 2. ಮೊಟ್ಟೆಯ ಬಲ,১/ কণী পৰা ২) কণী বল
ಒಣ ಹುಲ್ಲು,শুকান ঘাঁহ
ಒಣ ಆಹಾರ,শুকান খাদ্য
ಗಂಜಿ,গঞ্জি
ಮಬ್ಬು,কুঁৱলী
ಮಸುಕಾದ,কুঁৱলীময়
1. ಬಾಲಿ 2. ಸಿಟ್ಟಾ 3. ಮುಂಡಕ್ 4. ಟಾಪ್ 5. ಹೆಡ್ 6. ಸಿರಾ,১.বালি ২.সিত্ত ৩.মুণ্ডক ৪.উপৰ ৫.মূৰ ৬.চিৰা
ತೋಡು ಕೊನೆಯಲ್ಲಿ,খাঁজৰ শেষ
ಅಗ್ರ ಸಮರುವಿಕೆಯನ್ನು,শীৰ্ষ ছাঁটনি
ಬೇಲಿ,বেৰা
ಪಾಲನೆ,জিম্মাত ৰখা
ಕುಂಡಲಿನಿ,কুণ্ডলিনী
ಹೆಮಟೈಟ್,হেমাটাইট
1. ಮೂಲಿಕೆ 2. ಮೂಲಿಕೆ,১.বনৌষধি ২.বনৌষধি
1.ಬೊಟಾನಿಕಲ್ ಕಲೆಕ್ಷನ್ 2.ಬೊಟಾನಿಕಲ್ ಮ್ಯೂಸಿಯಂ,১.উদ্ভিদ সংগ্ৰহ ২.উদ্ভিদ সংগ্ৰহালয়
ಸಸ್ಯನಾಶಕ,ঘাঁহনিনাশক
ಅನುವಂಶಿಕತೆ,বংশগততা
ಅನುವಂಶಿಕತೆ,বংশগততা
ಉಭಯಲಿಂಗಿ,উভলিংগী
ಭಿನ್ನವರ್ಣದ,হেটেৰ&#39;ক্ৰ&#39;মেটিক
ಹೆಟೆರೊಫರ್ಟಿಲೈಸೇಶನ್,হেটেৰ&#39;ফাৰ্টিলাইজেচন
1. ಹೈಬ್ರಿಡೋಸ್ 2. ಹೆಟೆರೋಸಿಸ್,১.হাইব্ৰিড’জ ২.হেটেৰ’ছিছ
ಲೈಂಗಿಕ ವರ್ಣತಂತುಗಳು,লিংগক্ৰম&#39;জম
ಪೋಷಿಸಿದರು,লালন-পালন কৰা
ಹೆಕ್ಸಾಡೆಸಿಮಲ್,হেক্সাডেচিমেল
ಶೀತ ಸುಪ್ತ,ঠাণ্ডা নিদ্ৰা
ಹೆಚ್ಚಿನ ಸಾಂದ್ರತೆಯ ನೆಡುವಿಕೆ,উচ্চ ঘনত্বৰ ৰোপণ কৰা
1. ಪಿಂಡ್ಲಾಕ್ 2. ಬೆಟ್ಟ (ಭತ್ತ),১.পিণ্ডলক ২.পাহাৰ (ধান)
ಹಿಸ್ಟೋಗ್ರಾಮ್,হিষ্টোগ্ৰাম
ಹೈಟೆಕ್ ತೋಟಗಾರಿಕೆ,হাই টেক উদ্যান শস্য
1.ಮೊಸರು 2. ಜೇನುಗೂಡು,১.দৈ ২.মৌচাক
1. ಕಳೆ ಕಿತ್ತಲು 2. ಕಳೆ ಕಿತ್ತಲು,1. অপতৃণ কাটিব পৰা 2. অপতৃণ কাটিব পৰা
ಹಿಡಿದು,ধৰি ৰখা
ಖಾಸಗಿ ಫಾರ್ಮ್,ব্যক্তিগত পাম
ಹೋಮಿಯೋಸ್ಟಾಸಿಸ್,হোমিঅ&#39;ষ্টেছিছ
ತಾಯ್ನಾಡು,গৃহভূমি
ಏಕರೂಪತೆ,সমতা
1. ಏಕರೂಪದ 2. ಏಕರೂಪದ,1. সমজাতীয় 2. সমজাতীয়
ಸಹಾನುಭೂತಿಯುಳ್ಳ,সহানুভূতিশীল
ಹೋಮೋಜೈಗಸ್,সমযোজী
1. ಖುರ್ರಿಕಾ 2. ಆಹಾರ ಧಾರಕ 3. ಹ್ಯಾಪರ್,১.খুৰিকা ২.খাদ্যৰ পাত্ৰ ৩.হাপাৰ
1. ಲೇಯರ್ 2. ಹಾರಿಜಾನ್,১.স্তৰ ২.দিগন্ত
ತೋಟಗಾರಿಕಾ ಬೆಳೆಗಳು,উদ্যান শস্য
1. ತೋಟಗಾರಿಕೆ 2. ತೋಟಗಾರಿಕೆ 3. ತೋಟಗಾರಿಕೆ 4. ತೋಟಗಾರಿಕೆ,১/ উদ্যান শস্য ২. উদ্যান শস্য ৩. উদ্যান শস্য ৪. উদ্যান শস্য
