Punjabi,Bengali
ਨੌਕਰੀ ਵੱਖ ਕਰਨ ਵਾਲੇ ਪੇਜ,চাকরি বিভাজক পৃষ্ঠা
ਨੌਕਰੀ ਦਾ ਬਿਆਨ,কাজের বিবৃতি
ਨੌਕਰੀ ਦਾ ਕਦਮ,কাজের পদক্ষেপ
ਨੌਕਰੀ ਦੀ ਸ਼ੁਰੂਆਤ,কাজের পদক্ষেপ দীক্ষা
ਨੌਕਰੀ ਕਦਮ ਮੁੜ ਚਾਲੂ,কাজের পদক্ষেপ পুনঃসূচনা
ਨੌਕਰੀ ਦੀ ਸੋਟੀ,জব স্টিক
ਨੌਕਰੀ ਦੀ ਧਾਰਾ,কাজের স্ট্রিম
ਨੌਕਰੀ ਸਹਾਇਤਾ ਦਾ ਕੰਮ,কাজ সমর্থন টাস্ক
ਜਾਗ,জগল
ਜੁੜੋ,যোগ দিন
ਸੰਯੁਕਤ ਪਹੁੰਚ ਦੀ ਲਾਗਤ,যৌথ অ্যাক্সেস ব্যয়
ਸੰਯੁਕਤ ਜਾਣਕਾਰੀ ਦੀ ਸਮੱਗਰੀ,যৌথ তথ্য সামগ্রী
ਜੋਸਫਸਨ ਜੰਕਸ਼ਨ,জোসেফসন জংশন
ਰਸਾਲਾ,জার্নাল
ਜਰਨਲਿੰਗ,জার্নালিং
ਜਰਨਲ ਰਿਪੋਰਟ,জার্নাল রিপোর্ট
ਜਰਨਲ ਟੇਪ,জার্নাল টেপ
ਜੰਬੋ ਸਮੂਹ,জাম্বো গ্রুপ
ਜੰਪਰ,জাম্পার
ਜੰਪਰ ਚੋਣਯੋਗ,জাম্পার নির্বাচনযোগ্য
ਛਾਲ ਮਾਰੋ,জাম্প নির্দেশ
ਜੰਕਟਰ,Junktor
ਕਬਾੜ,জাঙ্ক
ਉਚਿਤਤਾ,ন্যায্যতা
ਉਚਿਤ ਸੀਮਾ,ন্যায়সঙ্গত পরিসীমা
ਜਾਇਜ਼ ਹਾਸ਼ੀਏ,ন্যায়সঙ্গত মার্জিন
ਕਰਨਕ ਦਾ ਨਕਸ਼ਾ,কর্নহো মানচিত্র
ਕੈਟਕਾਨਾ,কাতাকনা
ਕੇਰਿੰਗ,কার্নিং
ਕੀਬੋਰਡ,কীবোর্ড
ਕੀਬੋਰਡ  ਕੰਪਿ computer ਟਰ,কীবোর্ড  কম্পিউটার
ਕੀਬੋਰਡ ਐਂਟਰੀ,কীবোর্ড এন্ট্রি
ਕੀਬੋਰਡ ਪੁੱਛਗਿੱਛ,কীবোর্ড তদন্ত
ਕੀਬੋਰਡ ਲਾਕਆਉਟ,কীবোর্ড লকআউট
ਕੀਬੋਰਡ  ਪਰਫੋਰਟਰ,কীবোর্ড  ছিদ্রকারী
ਕੀਬੋਰਡ ਪੰਚ,কীবোর্ড পাঞ্চ
ਕੀਬੋਰਡ  ਭੇਜੋ / ਪ੍ਰਾਪਤ ਕਰੋ,কীবোর্ড  পাঠান এবং গ্রহন করা
ਕੁੰਜੀ ਕਲਿਕ,কী ক্লিক করুন
ਕੁੰਜੀ-ਕਲਿਕ ਫਿਲਟਰ,কী-ক্লিক ফিল্টার
ਕੁੰਜੀ-ਸੰਚਾਲਿਤ,কী চালিত
ਕੁੰਜੀ ਸਿੱਧੀ  ਪਹੁੰਚ,চাবি প্রত্যক্ষ  অ্যাক্সেস
ਕੁੰਜੀ-ਏਨਕ੍ਰਿਪਟਿੰਗ ਕੁੰਜੀ,কী-এনক্রিপ্টিং কী
ਕੁੰਜੀ ਦਾਖਲਾ,কী এন্ট্রি
ਕੁੰਜੀ ਫੋਲਡਿੰਗ =  ਹੈਸਿੰਗ,কী ভাঁজ =  হ্যাশিং
ਕੀਿੰਗ ਚੀਪ,চেইং চিপ
ਕੀਿੰਗ ਵੇਵ,কীিং তরঙ্গ
ਕੁੰਜੀ ਮੈਟ,কী মাদুর
ਕੁੰਜੀ ਪੈਡ,কী প্যাড
ਕੁੰਜੀ ਪੜਾਅ,মূল পর্ব
ਕੁੰਜੀ ਨਬਜ਼,কী পালস
ਕੁੰਜੀ-ਧਬੜ ਦਾ ਸੰਕੇਤ,কী-পালসিং সিগন্যাল
ਕੁੰਜੀ ਪੰਚ,কী পাঞ্চ
ਕੁੰਜੀ ਛਾਂਟੀ,কী বাছাই
ਕੁੰਜੀ ਦੌਰਾ,কী স্ট্রোক
ਕੁੰਜੀ-ਸਟਰੋਕ  ਤਸਦੀਕ,কী স্ট্রোক  প্রতিপাদন
ਕੁੰਜੀ ਟੇਪ,কী টেপ
ਕੁੰਜੀ ਟੈਲੀਫੋਨ ਸੈਟ,কী টেলিফোন সেট
ਕੁੰਜੀ ਟੈਲੀਫੋਨ  ਸਿਸਟਮ,কী টেলিফোন  পদ্ধতি
ਕੁੰਜੀ-ਤੋਂ-ਡਿਸਕ,কী-টু-ডিস্ক
ਫਲਾਪੀ ਦੀ ਕੁੰਜੀ,ফ্লপি কী
ਟੇਪ ਕਰਨ ਲਈ ਕੁੰਜੀ,টেপের কী
ਕੁੰਜੀ ਤਬਦੀਲੀ,মূল রূপান্তর
ਵਿੱਚ ਕੁੰਜੀ ਸ਼ਬਦ ਪ੍ਰਸੰਗ,মূল শব্দ প্রসঙ্গ
ਕੁੰਜੀ-ਸ਼ਬਦ  ਪੈਰਾਮੀਟਰ,কী-শব্দ  প্যারামিটার
ਕਿਲ੍ਹੇ,কিলোবাউড
ਕਿਲੋਬਾਈਟ,কিলোবাইট
ਕਿਲ੍ਹੇਗਾ,কিলোমেগা
ਕਿਪਸ ​​(ਕਿਲੋਗ੍ਰਾਫਿਕਸ-ਪਰਤਾਵੇਂ),কিপস (কিলোইনস্ট্রাকশনস-পার্সেকেন্ড)
ਲੇਬਲ ਲਗਾਤਾਰ,ধ্রুবক লেবেল
ਦਾ ਲੇਬਲ ਵਾਲਾ ਆਮ,সাধারণ লেবেল
ਲੇਬਲਿੰਗ,লেবেলিং
ਲੇਬਲ ਸੂਚੀ,লেবেল তালিকা
ਲੇਬਲ ਰਿਕਾਰਡ,লেবেল রেকর্ড
ਲੇਬਲ ਵੇਰੀਏਬਲ,লেবেল পরিবর্তনশীল
ਲਸੀਡ ਕਾਰਡ,লেসড কার্ড
ਲੈਂਡ-ਲਾਈਨ ਦੀ ਸਹੂਲਤ,ল্যান্ড-লাইন সুবিধা
ਭਾਸ਼ਾ (ਕੋਬੋਲ),ভাষা (সিওবিএল)
ਭਾਸ਼ਾ  ਕਨਵਰਟਰ,ভাষা  রূপান্তরকারী
ਭਾਸ਼ਾ  ਦੁਭਾਸ਼ੀਏ,ভাষা  দোভাষী
ਭਾਸ਼ਾ  ਪ੍ਰੋਸੈਸਰ,ভাষা  প্রসেসর
ਭਾਸ਼ਾ  ਬਿਆਨ,ভাষা  বিবৃতি
ਭਾਸ਼ਾ ਸਬਸੈੱਟ,ভাষা উপসেট
ਭਾਸ਼ਾ  ਅਨੁਵਾਦ  ਵਿਸ਼ੇਸ਼ਤਾ,ভাষা  অনুবাদ  বৈশিষ্ট্য
ਭਾਸ਼ਾ  ਅਨੁਵਾਦਕ,ভাষা  অনুবাদক
ਵੱਡੇ ਪੱਧਰ 'ਤੇ  ਏਕੀਕਰਣ,বড় স্কেল  মিশ্রণ
ਲੇਜ਼ਰ  ਸੰਚਾਰ,লেজার  যোগাযোগ
ਲੇਜ਼ਰ ਇਮਲਸਨ  ਸਟੋਰੇਜ,লেজার ইমালসন  স্টোরেজ
ਲੇਜ਼ਰ ਜੇਟ ਪ੍ਰਿੰਟਰ,লেজার জেট প্রিন্টার
ਲਚ,ল্যাচ
ਲਾਚਿੰਗ,ল্যাচিং
ਲੇਟੈਂਸੀ (ਸਮਾਂ),বিলম্ব (সময়)
ਲੈਟਰਲ ਰਿਡੰਡੈਂਸੀ  ਚੈਕ,পার্শ্বীয় অপ্রয়োজনীয়তা  পরীক্ষা করুন
ਪਾਸੇ ਦੇ ਉਲਟ,পার্শ্বীয় বিপরীত
ਨੇਤਾ,নেতা
ਲੀਡਰ ਰਿਕਾਰਡ,নেতা রেকর্ড
ਪ੍ਰਮੁੱਖ ਨਿਯੰਤਰਣ,শীর্ষস্থানীয় নিয়ন্ত্রণ
ਪ੍ਰਮੁੱਖ ਫੈਸਲਾ,শীর্ষস্থানীয় সিদ্ধান্ত
ਪ੍ਰਮੁੱਖ ਅੰਤ,অগ্রণী শেষ
ਪ੍ਰਮੁੱਖ ਗ੍ਰਾਫਿਕਸ,শীর্ষস্থানীয় গ্রাফিক্স
ਜ਼ੀਰੋ,শীর্ষস্থানীয় শূন্য
ਲੀਪਫ੍ਰੋਗ ਟੈਸਟ,লিপফ্রোগ পরীক্ষা
ਲੀਜ਼ਡ ਚੈਨਲ,ইজারা চ্যানেল
ਲੀਜ਼ਡ ਸਰਕਟ  ਡਾਟਾ-ਪ੍ਰਸਾਰਣ  ਸੇਵਾ,ইজারা সার্কিট  ডেটা-সংক্রমণ  পরিষেবা
ਲੀਜ਼ਡ ਲਾਈਨ,লিজড লাইন
ਲੀਜ਼ਿੰਗ,ইজারা
ਘੱਟੋ ਘੱਟ ਅਕਸਰ  ਵਰਤੀ ਗਈ ਮੈਮੋਰੀ,কমপক্ষে ঘন ঘন  ব্যবহৃত স্মৃতি
ਘੱਟੋ ਘੱਟ ਵਰਤਿਆ  ਯਾਦਦਾਸ਼ਤ,কমপক্ষে সম্প্রতি ব্যবহৃত  স্মৃতি
ਘੱਟੋ ਘੱਟ ਮਹੱਤਵਪੂਰਨ,কম গুরুত্বপূর্ণ
ਘੱਟੋ ਘੱਟ ਮਹੱਤਵਪੂਰਨ  ਅੱਖਰ,কম গুরুত্বপূর্ণ  চরিত্র
ਘੱਟੋ ਘੱਟ ਮਹੱਤਵਪੂਰਨ  ਅੰਕ,কম গুরুত্বপূর্ণ  অঙ্ক
ਖੱਬੇ ਹੱਥ ਦੇ ਹਾਸ਼ੀਏ  ਇੰਡੈਂਟ,বাম হাতের মার্জিন  ইন্ডেন্ট
ਖੱਬੇ ਧਰਮੀ,বাম ন্যায্যতা
ਲੱਤ,পা
ਲੰਬਾਈ,দৈর্ঘ্য
ਲੰਬਾਈ  ਨਿਰਧਾਰਨ,দৈর্ঘ্য  স্পেসিফিকেশন
ਪੱਤਰ,চিঠি
ਪੱਤਰ ਕੋਡ,চিঠি কোড
ਪੱਤਰ ਬਾਹਰ,চিঠি আউট
ਪੱਤਰ ਦੀ ਗੁਣਵੱਤਾ,চিঠির গুণমান
ਪੱਤਰ ਸ਼ਿਫਟ,চিঠি শিফট
ਪੱਧਰ,স্তর
ਪੱਧਰ ਦਾ ਮੁਆਵਜ਼ਾ ਦੇਣ ਵਾਲਾ,স্তর ক্ষতিপূরণকারী
ਪੱਧਰ ਸੂਚਕ,স্তর সূচক
ਪੱਧਰ ਦਾ ਨੰਬਰ,স্তর সংখ্যা
ਪਹੁੰਚ ਦਾ ਪੱਧਰ,অ্যাক্সেস স্তর
ਸੰਬੋਧਨ ਦਾ ਪੱਧਰ,সম্বোধনের স্তর
ਪੱਧਰ-ਇਕ ਵੇਰੀਏਬਲ,স্তর-এক পরিবর্তনশীল
ਪੱਧਰ ਦਾ ਆਰਡਰ,স্তর আদেশ
ਪੱਧਰ ਦਾ ਭਾਰ,স্তর ওভারলোড
ਪੱਧਰ ਦਾ ਸਰੋਤ  ਭਾਸ਼ਾ,স্তর উত্স  ভাষা
ਪੱਧਰ ਦੇ ਰਾਜ  ਰਜਿਸਟਰ,স্তর রাজ্য  নিবন্ধন
ਲੈਕਸੇਮੈਮ,লেক্সেমে
ਲੈਕਸਿਕਨ,অভিধান
ਲਾਇਬ੍ਰੇਰੀਅਨ,গ্রন্থাগারিক
ਲਾਇਬ੍ਰੇਰੀਅਨ ਪ੍ਰੋਗਰਾਮ,গ্রন্থাগারিক প্রোগ্রাম
ਲਾਇਬ੍ਰੇਰੀ,গ্রন্থাগার
ਲਾਇਬ੍ਰੇਰੀ ਡਾਇਰੈਕਟਰੀ,গ্রন্থাগার ডিরেক্টরি
ਲਾਇਬ੍ਰੇਰੀ ਦੀ ਸਹੂਲਤ,গ্রন্থাগার সুবিধা
ਲਾਇਬ੍ਰੇਰੀ ਫਾਈਲ ਐਡੀਟਰ,গ্রন্থাগার ফাইল সম্পাদক
ਲਾਇਬ੍ਰੇਰੀ ਪ੍ਰੋਗਰਾਮ,গ্রন্থাগার প্রোগ্রাম
ਲਾਇਬ੍ਰੇਰੀ ਰੁਟੀਨ,গ্রন্থাগার রুটিন
ਲਾਇਬ੍ਰੇਰੀ ਸਬਬਰੋਟਾਈਨ,লাইব্রেরি সাবরুটাইন
ਲਾਇਬ੍ਰੇਰੀ ਟੇਪ,গ্রন্থাগার টেপ
ਲਾਇਬ੍ਰੇਰੀ ਟ੍ਰੈਕ,গ্রন্থাগার ট্র্যাক
ਲਾਇਸੰਸਸ਼ੁਦਾ  ਦਸਤਾਵੇਜ਼,লাইসেন্স  ডকুমেন্টেশন
ਲਾਇਸੰਸਸ਼ੁਦਾ  ਪ੍ਰਕਾਸ਼ਨ,লাইসেন্স  প্রকাশনা
ਲਾਈਟ ਬਟਨ,হালকা বোতাম
ਰੋਸ਼ਨੀ,হালকা জলবাহী
ਹਲਕਾ-ਨਿਕਾਸ  Dieode,হালকা-নির্গমন  ডায়োড
ਹਲਕਾ-ਨਿਕਾਸ  ਡਿਓਡ ਡਿਸਪਲੇਅ,হালকা-নির্গমন  ডায়োড প্রদর্শন
ਲਾਈਟ ਗਾਈਡ,হালকা গাইড
ਹਲਕਾ ਬੰਦੂਕ,হালকা বন্দুক
ਲਾਈਟ ਕਲਮ,হালকা কলম
ਹਲਕਾ ਪੈੱਨ,হালকা কলমের মনোযোগ
ਲਾਈਟ ਕਲਮ ਖੋਜ,হালকা কলম সনাক্তকরণ
ਲਾਈਟ ਪੈੱਨ ਹਿੱਟ,হালকা কলম আঘাত
ਲਾਈਟ ਕਲਮ ਹੜਤਾਲ,হালকা কলম ধর্মঘট
ਲਾਈਟ ਕਲਮ ਟਰੈਕਿੰਗ,হালকা কলম ট্র্যাকিং
ਹਲਕੀ ਸਥਿਰਤਾ,হালকা স্থিতিশীলতা
ਸੀਮਾ ਚੈੱਕ,সীমাবদ্ধ চেক
ਸੀਮਤ ਦੂਰੀ  ਅਡੈਪਟਰ,সীমিত দূরত্ব  অ্যাডাপ্টার
ਸੀਮਾ,সীমাবদ্ধ
ਸੀਮਾ ਸਰਕਟ,সীমাবদ্ধ সার্কিট
ਲਾਈਨ,লাইন
ਲਾਈਨ ਅਡੈਪਟਰ,লাইন অ্যাডাপ্টার
ਲਾਈਨ ਅਡੈਪਟਰ ਯੂਨਿਟ,লাইন অ্যাডাপ্টার ইউনিট
ਲੀਨੀਅਰ ਬੰਨ੍ਹਿਆ  ਆਟੋਮੈਟਾ,লিনিয়ার সীমাবদ্ধ  অটোমেটা
ਲੀਨੀਅਰ ਬੈੰਡਰ,লিনিয়ার কম্বিনার
ਲੀਨੀਅਰ ਵਿਗਾੜ,লিনিয়ার বিকৃতি
ਲੀਨੀਅਰ ਏਕੀਕ੍ਰਿਤ  ਸਰਕਟ,লিনিয়ার ইন্টিগ্রেটেড  সার্কিট
ਰੇਖਾ,লিনিয়ারিটি
ਲੀਨੀਅਰ ਭਾਸ਼ਾ,লিনিয়ার ভাষা
ਲੀਨੀਅਰ ਲਿਸਟ,লিনিয়ার তালিকা
ਲੀਨੀਅਰ ਅਨੁਕੂਲਤਾ,লিনিয়ার অপ্টিমাইজেশন
ਲੀਨੀਅਰ  ਪ੍ਰੋਗਰਾਮਿੰਗ,লিনিয়ার  প্রোগ্রামিং
ਲੀਨੀਅਰ ਰੈਗੂਲੇਟਰ,লিনিয়ার নিয়ন্ত্রক
ਲੀਨੀਅਰ  ਪ੍ਰਤੀਨਿਧਤਾ,লিনিয়ার  প্রতিনিধিত্ব
ਲੀਨੀਅਰ ਖੋਜ,লিনিয়ার অনুসন্ধান
ਲੀਨੀਅਰ ਚੋਣ,লিনিয়ার নির্বাচন
ਲੀਨੀਅਰ ਯੂਨਿਟ,লিনিয়ার ইউনিট
ਲਾਈਨ-ਏ-ਟਾਈਮ  ਪ੍ਰਿੰਟਰ (= ਲਾਈਨ)  ਪ੍ਰਿੰਟਰ),লাইন-এ-এ-টাইম  প্রিন্টার (= লাইন)  প্রিন্টার)
ਲਾਈਨ ਅੱਖਰ,লাইন চরিত্র
ਲਾਈਨ ਕੋਡ,লাইন কোড
ਲਾਈਨ ਗਾੜ੍ਹਾਪਣ,লাইন ঘনত্ব
ਲਾਈਨ ਕੰਟਰੋਲ,লাইন নিয়ন্ত্রণ
ਲਾਈਨ ਕੰਟਰੋਲ ਬਲਾਕ,লাইন নিয়ন্ত্রণ ব্লক
ਲਾਈਨ ਕੰਟਰੋਲ  ਅਨੁਸ਼ਾਸਨ (= ਲਾਈਨ)  ਪ੍ਰੋਟੋਕੋਲ),লাইন নিয়ন্ত্রণ  শৃঙ্খলা (= লাইন  প্রোটোকল)
ਲਾਈਨ ਕਾਉਂਟਰ,লাইন কাউন্টার
ਲਾਈਨ ਡੇਟਾ ਸੈਟ,লাইন ডেটা সেট
ਲਾਈਨ ਡਿਲੀਟ ਸਿੰਬਲ,লাইন মুছুন প্রতীক
ਲਾਈਨ ਹਟਾਉਣ  ਅੱਖਰ,লাইন মুছে ফেলা  চরিত্র
ਲਾਈਨ ਅਨੁਸ਼ਾਸਨ  (= ਲਾਈਨ ਪ੍ਰੋਟੋਕੋਲ),লাইন শৃঙ্খলা  (= লাইন প্রোটোকল)
ਲਾਈਨ ਡਰਾਇੰਗ  ਡਿਸਪਲੇਅ,রেখাচিত্র  প্রদর্শন
ਲਾਈਨ ਡਰਾਈਵਰ,লাইন ড্রাইভার
ਲਾਈਨ ਸੰਪਾਦਨ,লাইন সম্পাদনা
ਲਾਈਨ-ਐਂਡ  ਵਿਵਸਥਾ,লাইন-এন্ড  সামঞ্জস্য
ਲਾਈਨ-ਐਂਡ ਕੰਟਰੋਲ  ਕੁੰਜੀ,লাইন-শেষ নিয়ন্ত্রণ  চাবি
ਲਾਈਨ-ਐਂਡਿੰਗ ਜ਼ੋਨ,লাইন-শেষ অঞ্চল
ਲਾਈਨ-ਐਂਡ ਜ਼ੋਨ,লাইন-এন্ড জোন
ਲਾਈਨ ਉਪਕਰਣ,লাইন সরঞ্জাম
ਲਾਈਨ ਫੀਡ,লাইন ফিড
ਲਾਈਨ ਫੀਡ ਅੱਖਰ,লাইন ফিড চরিত্র
ਲਾਈਨ ਫਿਲਟਰ ਬੈਲੰਸ,লাইন ফিল্টার ভারসাম্য
ਲਾਈਨ ਲੱਭਣ ਵਾਲੇ,লাইন সন্ধানকারী
ਲਾਈਨ ਜੇਨਰੇਟਰ,লাইন জেনারেটর
ਲਾਈਨ ਸਮੂਹ,লাইন গ্রুপ
ਲਾਈਨ ਹਿੱਟ,লাইন হিট
ਲਾਈਨ ਰੁਕਾਵਟਾਂ,লাইন প্রতিবন্ধকতা
ਲਾਈਨ ਇੰਡੈਕਸ,লাইন সূচক
ਲਾਈਨ ਇੰਟਰਫੇਸ ਬੇਸ,লাইন ইন্টারফেস বেস
ਲਾਈਨ ਕੁੰਜੀ,লাইন কী
ਲਾਈਨ ਪੱਧਰ,লাইন স্তর
ਲਾਈਨ ਲਿੰਕ,লাইন লিঙ্ক পালসিং
ਲਾਈਨ ਲੋਡ,লাইন লোড
ਲਾਈਨ ਲੂਪ,লাইন লুপ
ਲਾਈਨ ਲੂਪ  ਵਿਰੋਧ,লাইন লুপ  প্রতিরোধ
ਲਾਈਨ  ਗਲਤ,লাইন  ভুল নিবন্ধন
"ਲਾਈਨ ਮੋਡ , ਬਦਲਣਾ","লাইন মোড, স্যুইচিং"
ਲਾਈਨ ਸ਼ੋਰ,লাইন শব্দ
ਲਾਈਨ ਨੰਬਰ,লাইন সংখ্যা
ਲਾਈਨ ਨੰਬਰ  ਸੰਪਾਦਨ,লাইন সংখ্যা  সম্পাদনা
ਲਾਈਨ ਪ੍ਰਿੰਟਰ,লাইন প্রিন্টার
ਲਾਈਨ ਪ੍ਰਿੰਟਿੰਗ,লাইন মুদ্রণ
ਲਾਈਨ ਪ੍ਰੋਟੋਕੋਲ,লাইন প্রোটোকল
ਲਾਈਨ ਰੀਲੇਅ,লাইন রিলে
ਲਾਈਨ ਜਵਾਬ  ਮੋਡ,লাইন প্রতিক্রিয়া  মোড
ਲਾਈਨ ਸਕਿ.,লাইন স্কিউ
ਲਾਈਨ ਦੀ ਗਤੀ,লাইন গতি
ਲਾਈਨ-ਪ੍ਰਤੀ ਇੰਚ,লাইন-প্রতি ইঞ্চি
ਲਾਈਨ ਸਥਿਤੀ,লাইন স্থিতি
ਲਾਈਨ ਸਟ੍ਰੈਚਰ,লাইন স্ট্রেচার
ਲਾਈਨ ਵਾਧਾ,লাইন সার্জ
ਲਾਈਨ ਸਵਿੱਚਿੰਗ,লাইন স্যুইচিং
ਲਾਈਨ ਟ੍ਰੈਫਿਕ,লাইন ট্র্যাফিক
ਲਿੰਕ,লিঙ্ক
ਲਿੰਕਜ,লিঙ্কেজ
ਲਿੰਕੇਜ ਸੰਪਾਦਕ,লিঙ্কেজ সম্পাদক
ਲਿੰਕੇਜ ਸੈਕਸ਼ਨ,লিঙ্কেজ বিভাগ
ਲਿੰਕ-ਜੁੜੇ,লিঙ্ক-সংযুক্ত
ਲਿੰਕ-ਜੁੜੇ  ਸਟੇਸ਼ਨ,লিঙ্ক-সংযুক্ত  স্টেশন
ਲਿੰਕ-ਜੁੜੇ  ਅਖੀਰੀ ਸਟੇਸ਼ਨ,লিঙ্ক-সংযুক্ত  টার্মিনাল
ਬਿੱਟ,লিঙ্ক বিট
ਲਿੰਕ-ਬਾਈ-ਲਿੰਕ  ਸੰਕੇਤ,লিঙ্ক বাই লিঙ্ক  সংকেত
ਲਿੰਕ ਕੁਨੈਕਸ਼ਨ,লিঙ্ক সংযোগ
ਲਿੰਕ ਕੰਟਰੋਲ,লিঙ্ক নিয়ন্ত্রণ
ਲਿੰਕ ਕੰਟਰੋਲ  ਵਿਧੀ,লিঙ্ক নিয়ন্ত্রণ  পদ্ধতি
ਲਿੰਕ ਸੰਪਾਦਨ,লিঙ্ক সম্পাদনা
ਲਿੰਕਡ ਕ੍ਰਮਵਾਰ  ਫਾਈਲ,লিঙ্কযুক্ত ক্রম  ফাইল
ਜੁੜਿਆ ਸਬਪਰਟਾਈਨ,লিঙ্কযুক্ত সাবরুটাইন
ਲਿੰਕ,লিঙ্কার
ਲਿੰਕ ਸਮੂਹ,লিঙ্ক গ্রুপ
ਜੋੜਨਾ ਲੋਡਰ,লিঙ্কিং লোডার
ਜੋੜਨਾ ਲੋਡਰ  ਕਾਰਜਕਾਰੀ,লিঙ্কিং লোডার  কার্যনির্বাহী
ਲਿੰਕ ਪ੍ਰੋਟੋਕੋਲ,লিঙ্ক প্রোটোকল
ਲਿਸਪ (ਸੂਚੀਬੱਧ)  ਕਾਰਵਾਈ),লিস্প (তালিকা  প্রক্রিয়াজাতকরণ)
ਸੂਚੀ-ਨਿਰਦੇਸ਼ਤ  ਸੰਚਾਰ,তালিকা নির্দেশিত  সংক্রমণ
ਸੁਣਨ ਦਾ ਤਰੀਕਾ,শ্রবণ মোড
ਸੂਚੀ ਦਾ ਪ੍ਰਬੰਧਨ  ਬਿਆਨ,হ্যান্ডলিং তালিকা  বিবৃতি
ਸੂਚੀ,তালিকা
ਲਿਸਟ ਪ੍ਰੋਸੈਸਿੰਗ,তালিকা প্রক্রিয়াজাতকরণ
ਦੀ ਸਥਾਪਨਾ ਭਾਸ਼ਾ,প্রসেসিং ভাষা তালিকা
ਲਿਸਟ ਪ੍ਰੋਸੈਸਿੰਗ  ਪ੍ਰੋਗਰਾਮ,তালিকা প্রক্রিয়াজাতকরণ  কার্যক্রম
ਸੂਚੀ,তালিকা কাঠামো
ਸ਼ਾਬਦਿਕ,আক্ষরিক
ਸ਼ਾਬਦਿਕ ਓਪਰੇਂਡ,আক্ষরিক অপারেন্ড
ਸ਼ਾਬਦਿਕ ਪੂਲ,আক্ষরিক পুল
ਸ਼ਾਬਦਿਕ ਖੋਜ,আক্ষরিক অনুসন্ধান
ਸਾਹਿਤ ਖੋਜ,সাহিত্য অনুসন্ধান
ਲਾਈਵ ਕੀਬੋਰਡ,লাইভ কীবোর্ড
ਲੋਡ,ভার
ਲੋਡ ਬੈਲੈਂਸਿੰਗ,ভারসাম্য লোড
ਲੋਡ ਕਾਰਡ,লোড কার্ড
ਲੋਡ ਕੋਇਲ,লোড কয়েল
ਲੋਡ ਲਾਈਨ,লোড লাইন
ਲੋਡ ਕੀਤਾ ਮੂਲ,লোড উত্স
ਲੋਡਰ,লোডার
ਲੋਡਰ ਪ੍ਰੋਗਰਾਮ (= ਲੋਡਰ),লোডার প্রোগ্রাম (= লোডার)
ਲੋਡਰ ਕਿਸਮ,লোডার টাইপ
ਲੋਡ ਸਹੂਲਤ,লোড সুবিধা
ਲੋਡ ਚਿੱਤਰ,চিত্র লোড
ਲੋਡ ਹੋ ਰਿਹਾ ਹੈ,লোড হচ্ছে
ਕੋਡ ਲੋਡ ਕਰਨਾ,লোডিং কয়েল
ਲੋਡਿੰਗ ਗਲਤੀ,লোডিং ত্রুটি
ਲੋਡਿੰਗ ਵਿਧੀ,লোডিং পদ্ধতি
ਰੁਟੀਨ ਲੋਡ ਕਰਨਾ,রুটিন লোড হচ্ছে
ਲੋਡ ਪੱਧਰ,লোড লেভেলিং
ਲੋਡ ਨਕਸ਼ਾ,লোড মানচিত্র
ਲੋਡ ਮੋਡ,লোড মোড
ਲੋਡ ਮੋਡੀ module ਲ,লোড মডিউল
ਲੋਡ ਮੋਡੀ module ਲ  ਲਾਇਬ੍ਰੇਰੀ,লোড মডিউল  গ্রন্থাগার
ਲੋਡ-ਆਨ-ਕਾਲ,লোড-অন-কল
ਲੋਡ ਪੁਆਇੰਟ,লোড পয়েন্ট
ਲੋਡ ਪ੍ਰੋਗਰਾਮ  (= ਲੋਡਰ),লোড প্রোগ্রাম  (= লোডার)
ਲੋਡ ਸ਼ੇਅਰਿੰਗ,লোড শেয়ারিং
ਲੋਬ,লব
ਸਥਾਨਕ,স্থানীয়
ਸਥਾਨਕ ਪਹੁੰਚ,স্থানীয় অ্যাক্সেস
ਸਥਾਨਕ ਏਰੀਆ ਨੈਟਵਰਕ,স্থানীয় নেটওয়ার্ক
ਸਥਾਨਕ ਬੈਟਰੀ,স্থানীয় ব্যাটারি
ਸਥਾਨਕ ਕੇਂਦਰੀ ਦਫਤਰ,স্থানীয় কেন্দ্রীয় অফিস
ਸਥਾਨਕ ਚੈਨਲ,স্থানীয় চ্যানেল
ਸਥਾਨਕ ਕੋਡ,স্থানীয় কোড
ਸਥਾਨਕ ਐਕਸਚੇਂਜ,স্থানীয় এক্সচেঞ্জ
ਸਥਾਨਕ ਫਾਰਮੈਟ  ਸਟੋਰੇਜ,স্থানীয় ফর্ম্যাট  স্টোরেজ
ਸਥਾਨਕ ਫਾਰਮ ਕੰਟਰੋਲ,স্থানীয় ফর্ম নিয়ন্ত্রণ
ਸਥਾਨਕ ਲਾਈਨ,স্থানীয় লাইন
ਸਥਾਨਕ ਲਾਕ,স্থানীয় লক
ਸਥਾਨਕ ਲੂਪ,স্থানীয় লুপ
ਸਥਾਨਕ ਤੌਰ 'ਤੇ ਜੁੜਿਆ,স্থানীয়ভাবে সংযুক্ত
ਸਥਾਨਕ ਤੌਰ 'ਤੇ ਜੁੜੇ  ਸਟੇਸ਼ਨ,স্থানীয়ভাবে সংযুক্ত  স্টেশন
ਸਥਾਨਕ ਮੋਡ,স্থানীয় মোড
