Punjabi,Telugu
ਜੀਵਨ ਸਰਟੀਫਿਕੇਟ,జీవిత ధృవీకరణ పత్రం
ਸੀਮਾ,పరిమితి
ਸੀਮਾ,పరిమితి
ਸੀਮਤ,పరిమితం
ਸੀਮਤ ਚਿੰਤਾ,పరిమిత ఆందోళన
ਸੀਮਤ ਦੇਣਦਾਰੀ,పరిమిత బాధ్యత
ਸੀਮਤ ਟੈਂਡਰ,పరిమిత టెండర్
ਲਿੰਕ,లింక్
ਲਿੰਕਡ,లింక్ చేయబడింది
ਲਿੰਕਡ ਫਾਈਲ,లింక్డ్ ఫైల్
ਲਿੰਕ ਭਾਸ਼ਾ,లింక్ భాష
ਤਰਲ ਪਦਾਰਥ,లిక్విడేటెడ్ నష్టాలు
ਤਰਲ,లిక్విడేషన్
ਤਰਲ,లిక్విడేటర్
ਸੂਚੀ,జాబితా
ਵਪਾਰ ਦੀ ਸੂਚੀ,వ్యాపార జాబితా
ਪੜ੍ਹਾਉਣਾ,అక్షరాస్యులు
ਮੁਕੱਦਮਾ,వ్యాజ్యం
ਮੁਕੱਦਮਾ,వ్యాజ్యం
Livel ਭੱਤਾ,లివరీ భత్యం
ਪਸ਼ੂ,పశువులు
ਜੀਵਤ ਮਾਨਕ,జీవన ప్రమాణం
ਜੀਵਤ ਤਨਖਾਹ,జీవన వేతనం
ਲੋਡ ਹੋ ਰਿਹਾ ਹੈ,లోడ్
ਕਰਜ਼ਾ,ఋణం
ਲੋਨਰ,రుణగ్రహీత
ਕਰਜ਼ਾ ਵਿਭਾਗ,రుణాల విభాగం
ਲਾਬੀ,లాబీ
ਲਾਬਿੰਗ,లాబీయింగ్
ਸਮੇਂ ਤੇ ਲਾਕ,వ్యవధిలో లాక్ చేయండి
ਲਾਕ ਆਉਟ,లాక్ అవుట్
ਲੋਕੇ ਸਟੈਂਡਸੀ,లోకస్ స్టాండి
ਠਹਿਰਨਾ,బస
ਲੌਗ ਬੁੱਕ,లాగ్ బుక్
ਤਰਕ,లాజిక్
ਲੋਗੋ,లోగో
ਲੰਬੀ ਦੂਰੀ ਦੀ ਕਾਲ,సుదూర కాల్
ਲੰਬਾ ਹੱਥ,పొడవాటి చేతి
ਬਹੁਤ,చాలా
ਘੱਟ,తక్కువ
ਘੱਟ ਰੇਟ,అత్యల్ప రేటు
ਘੱਟ ਗ੍ਰੇਡ,తక్కువ శ్రేణి
ਵਫ਼ਾਦਾਰ,లాయల్
ਉੱਕਾ ਪੁੱਕਾ,మొత్తం మొత్తం
Lumpsum ਗਰਾਂਟ,లంప్సమ్ గ్రాంట్
ਮਸ਼ੀਨਰੀ,యంత్రాలు
ਸਰਕਾਰ ਦੀ ਮਸ਼ੀਨਰੀ,ప్రభుత్వ యంత్రాలు
ਰਸਾਲਾ,పత్రిక
ਮੇਲਿੰਗ ਲਿਸਟ,మెయిలింగ్ జాబితా
ਕਾਇਮ ਰੱਖੋ,నిర్వహించండి
ਰੱਖ ਰਖਾਵ,నిర్వహణ
ਮੇਜਰ,ప్రధాన
ਬਹੁਮਤ,మెజారిటీ
ਮੇਜਰ ਕੰਮ,ప్రధాన రచనలు
ਸ਼ਰ੍ਰੰਗਾਰ,మేకప్
ਭਿਆਨਕਤਾ,దుర్వినియోగం
ਬੁਰਾਈਆਂ,అనారోగ్యం
ਮਲਾਫਾਈਡ,మాలాఫైడ్
ਬਦਸਲੂਕੀ,దుర్మార్గం
ਗਲਤ,దుర్వినియోగం
ਬਦਸਲੂਕੀ,దుర్వినియోగం
ਪ੍ਰਬੰਧਨ,నిర్వహణ
ਮੈਨੇਜਰ,నిర్వాహకుడు
ਆਦੇਸ਼,ఆదేశం
ਲਾਜ਼ਮੀ ਹੈ,తప్పనిసరి
ਮੰਡੇਜ਼,మండేలు
ਮੈਨਹੋਰਸ,పనిగంటలు
ਮੈਨੀਫੈਸਟੋ,మానిఫెస్టో
ਹੇਰਾਫੇਰੀ,తారుమారు
ਚਾਲ,యుక్తి
ਮਨੁੱਖ ਸ਼ਕਤੀ,మానవశక్తి
ਮੈਨ-ਟੂ-ਮੈਨ ਰੈਂਕਿੰਗ,మ్యాన్-టు-మ్యాన్ ర్యాంకింగ్
ਮੈਨੂਅਲ,మాన్యువల్
ਹੱਥੀਂ ਕਿਰਤ,మాన్యువల్ లేబర్
ਉਤਪਾਦਨ,తయారీ
ਨਿਰਮਾਤਾ,తయారీదారు
ਖਰੜੇ,మాన్యుస్క్రిప్ట్
ਨਕਸ਼ਾ,మ్యాప్
ਹਾਸ਼ੀਏ,మార్జిన్
ਹਾਸ਼ੀਏ,ఉపాంత
ਵਿਵਾਹਿਕ ਦਰਜਾ,వైవాహిక స్థితి
ਮਾਰਕੀਟਿੰਗ,మార్కెటింగ్
ਮਾਰਕੀਟਿੰਗ ਆਰਥਿਕਤਾ,మార్కెటింగ్ ఎకానమీ
ਮਾਰਕ,మార్క్
ਮਾਰਕਸਸ਼ੀਟ,గణాంకాల పట్టి
ਅੰਕ ਪ੍ਰਾਪਤ ਕੀਤੇ,వచ్చిన మార్కులు
ਪੁੰਜ,మాస్
ਪੁੰਜ ਸੰਚਾਰ,సామూహిక కమ్యూనికేషన్
ਪੁੰਜ ਦੀ ਖਪਤ,సామూహిక వినియోగం
ਪੁੰਜ ਟੀਕਾਕਰਨ,సామూహిక రోగనిరోధకత
ਮਾਸ ਮੀਡੀਆ,మాస్ మీడియా
ਵੱਡੇ ਪੱਧਰ ਉੱਤੇ ਉਤਪਾਦਨ,భారీ ఉత్పత్తి
ਮਾਸਟਰ ਫਾਈਲ,మాస్టర్ ఫైల్
ਸਮਾਰੋਹ,వేడుకల మాస్టర్
ਮੁੱਖ ਯੋਜਨਾ,మాస్టర్ ప్లాన్
ਮੇਲ ਖਾਂਦਾ ਗ੍ਰਾਂਟ,మ్యాచింగ్ గ్రాంట్
ਸਮੱਗਰੀ,పదార్థం
ਜਣੇਪਾ,ప్రసూతి
ਜਣੇਪਾ - ਛੁੱਟੀ,ప్రసూతి సెలవు
ਮੈਟ੍ਰਿਕ,మెట్రిక్యులేట్
ਵਿਆਹ,మ్యాట్రిమోనియల్
ਸਿਆਣੇ,పరిపక్వత
ਮਿਆਦ ਪੂਰੀ ਹੋਣ ਦੀ ਮਿਤੀ,పరిపక్వత తేదీ
ਵੱਧ ਤੋਂ ਵੱਧ,గరిష్టంగా
ਮਤਲਬ,అంటే
ਮਾਪ,కొలత
ਮਾਪ,కొలత
ਉਪਾਅ,కొలమానాలను
ਮਕੈਨਿਕ,మెకానిక్
ਮਕੈਨੀਕਲ,యాంత్రిక
ਵਿਧੀ,విధానం
ਮੀਡੀਆ,మీడియా
ਵਿਚੋਲੇ,మధ్యవర్తిత్వం
ਮੈਡੀਕਲ,మెడికల్
ਡਾਕਟਰੀ ਲਾਭ,వైద్య ప్రయోజనం
ਮੈਡੀਕਲ ਜਾਂਚ,వైద్య పరీక్ష
ਮੈਡੀਕੋ-ਕਾਨੂੰਨੀ,మెడికో-లీగల్
ਮਾਧਿਅਮ,మధ్యస్థం
ਕੈਮਰੇ ਵਿਚ ਮਿਲਣਾ,కెమెరాలో సమావేశం
ਸਦੱਸ,సభ్యుడు
ਮੀਮੋ,మెమో
ਯਾਦਗਾਰ,స్మారక చిహ్నం
ਮਾਨਸਿਕ ਯੋਗਤਾ,మానసిక సామర్థ్యం
ਮੇਨੂ,మెను
ਅਭੇਦ,విలీనం
ਮੈਰਿਟ,మెరిట్
ਮੈਰਿਟ ਸੂਚੀ,మెరిట్ జాబితా
ਹੋਣਹਾਰ,మెరిటోరియస్
ਗੁਣ,యోగ్యత
ਮੈਰਿਟ ਸਕਾਲਰਸ਼ਿਪ,మెరిట్ స్కాలర్‌షిప్
ਸੁਨੇਹਾ,సందేశం
ਵਿਧੀ,విధానం
Method ੰਗ,పద్దతి
Metroopolitan ਖੇਤਰ,మెట్రోపాలిటన్ ప్రాంతం
ਮਿਡਲ ਇਨਕਮ ਗਰੁੱਪ,మధ్య ఆదాయ సమూహం
ਵਿਚੋਲੇ,మిడిల్మాన్
ਮਿਡਵਾਈਫਰੀ,మిడ్‌వైఫరీ
ਪ੍ਰਵਾਸੀ,వలస
ਮਾਈਲੇਜ,మైలేజ్
ਅੱਤਵਾਦ,మిలిటెన్సీ
ਹਜ਼ਾਰ ਸਾਲ,మిలీనియం
ਛੋਟਾ,సూక్ష్మ
ਘੱਟੋ ਘੱਟ,కనిష్ట
ਮਾਈਨਿੰਗ,గనుల తవ్వకం
ਮੰਤਰਾਲੇ,మంత్రి
ਮੰਤਰਾਲਾ,మంత్రిత్వ శాఖ
ਨਾਬਾਲਗ,మైనర్
ਘੱਟ ਗਿਣਤੀ,మైనారిటీ
ਮਾਮੂਲੀ ਕੰਮ,చిన్న పనులు
ਮਿੰਟ,నిమిషాలు
ਗ਼ਲਤਫ਼ਹਿਮੀ,దుర్వినియోగం
ਦੁਰਵਿਵਹਾਰ,దుర్వినియోగం
ਇਨਸਾਫ ਦੀ ਗਰਭਪਾਤ,న్యాయం యొక్క గర్భస్రావం
ਫੁਟਕਲ,ఇతరాలు
ਸ਼ਰਾਰਤ,అల్లరి
ਮਿਸਲਸੀਫਿਕੇਸ਼ਨ,మిస్‌క్లాసిఫికేషన్
ਦੁਰਾਚਾਰ,దుష్ప్రవర్తన
ਗੁੰਮਰਾਹ,తప్పుదారి పట్టించేది
ਗ਼ਲਤ ਪ੍ਰਬੰਧਨ,దుర్వినియోగం
ਗਲਤ ਜਾਣਕਾਰੀ,తప్పుగా పేర్కొనడం
ਤੱਥਾਂ ਦਾ ਗਲਤ ਹਿੱਸਾ,వాస్తవాలను తప్పుగా గుర్తించడం
ਗਲਤਫਹਿਮੀ,అపార్థం
ਦੁਰਵਰਤੋਂ,దుర్వినియోగం
ਮਿਕਸਡ ਆਰਥਿਕਤਾ,మిశ్రమ ఆర్థిక వ్యవస్థ
ਭੀੜ,మాబ్
ਮੋਬਾਈਲ,మొబైల్
ਗਤੀਸ਼ੀਲਤਾ,మొబిలిటీ
ਮੋਡ,మోడ్
ਮਾਡਲ,మోడల్
ਸੰਚਾਲਕ,మోడరేటర్
ਸੋਧ,మార్పు
ਮੋਡਸ ਓਪਰੇਂਡੀ,కార్యనిర్వహణ పద్ధతి
ਮੁਦਰਾ ਗਰਾਂਟ,ద్రవ్య మంజూరు
ਪੈਸਾ,డబ్బు
ਮਾਨੀਟਰ,మానిటర్
ਮੋਨੋਗਮ,ఏకస్వామ్యం
ਮੋਨੋਗ੍ਰਾਮ,మోనోగ్రామ్
ਏਕਾਧਿਕਾਰ,గుత్తాధిపత్యం
ਏਕਾਧਿਕਾਰ,మోనోటోనీ
ਮਾਸਿਕ ਟੂਰ ਡਾਇਰੀ,నెలవారీ టూర్ డైరీ
ਮਹੀਨੇ ਤੋਂ ਮਹੀਨੇ,నెల నుండి నెల
ਨੈਤਿਕ,నైతికత
ਮਨੋਬਲ,ధైర్యం
ਨੈਤਿਕ ਮਿਹਨਤ,నైతిక టర్పిట్యూడ్
ਮੋਹਰ,తాత్కాలిక నిషేధం
ਮੌਤ,మరణాలు
ਗਿਰਵੀਨਾਮਾ,తాకట్టు
ਸਭ ਗੁਪਤ,చాలా రహస్య
ਮਾਤਾ - ਭਾਸ਼ਾ,మాతృ భాష
ਮੋਸ਼ਨ,కదలిక
ਮੋਸ਼ਨ ਅਧਿਐਨ,చలన అధ్యయనం
ਪ੍ਰੇਰਣਾ,ప్రేరణ
ਮਨੋਰਥ,ఉద్దేశ్యం
ਮੋਟੋ,నినాదం
ਮੂੰਹ,మౌత్‌పీస్
ਚੱਲ,కదిలే
ਮੂਵ,కదలిక
ਅੰਦੋਲਨ,ఉద్యమం
ਬਹੁਪੱਖੀ,బహుళ
ਮਲਟੀਪਰਪਜ਼,బహుళార్ధసాధక
ਮਿ municipal ਂਸਪਲ ਟੈਕਸ,మునిసిపల్ పన్ను
ਅਜਾਇਬ ਘਰ,మ్యూజియం
ਸੰਗੀਤ ਰੋਲ,మస్టర్ రోల్
ਪਰਿਵਰਤਨ,మ్యుటేషన్
ਮੈਟਿਸ ਬਦਬੂ,ముటాటిస్ ముటాండిస్
ਆਪਸੀ ਸਮਝ,పరస్పర అవగాహన
ਨਾਮ ਕਾਰਡ,పేరును చూపించే కార్డు
ਨਸ਼ੀਲੇ ਪਦਾਰਥ,మాదకద్రవ్య
ਬਿਰਤਾਂਤ ਦਾ ਮੁਲਾਂਕਣ,కథనం మదింపు
ਬਿਰਤਾਂਤਕਾਰ,కథకుడు
ਰਾਸ਼ਟਰ,దేశం
ਰਾਸ਼ਟਰੀ,జాతీయ
ਰਾਸ਼ਟਰਵਾਦ,జాతీయవాదం
ਕੌਮੀਅਤ,జాతీయత
ਰਾਸ਼ਟਰੀਕਰਨ,జాతీయం
ਰਾਸ਼ਟਰੀ ਭਾਸ਼ਾ,జాతీయ భాష
ਰਾਸ਼ਟਰੀ ਬਚਤ ਪ੍ਰਮਾਣ ਪੱਤਰ,నేషనల్ సేవింగ్స్ సర్టిఫికేట్
ਦੇਸੀ,స్థానిక
ਕੁਦਰਤੀ,సహజ
ਨੈਚੁਰਲਾਈਜ਼ੇਸ਼ਨ,నాచురలైజేషన్
ਨੇਵਲ ਫੋਰਸ,నావికా శక్తి
ਨੇਵੀਗੇਬਲ,నావిగేబుల్
ਨੇਵੀਗੇਸ਼ਨ,నావిగేషన్
Nayes,Nayes
ਜ਼ਰੂਰੀ ਕਾਰਵਾਈ,అవసరమైన చర్య
ਲੋੜੀਂਦਾ,అవసరం
ਨਕਾਰਾਤਮਕ,ప్రతికూల
ਅਣਗਹਿਲੀ,నిర్లక్ష్యం
ਅਣਗਹਿਲੀ,నిర్లక్ష్యం
ਅਣਗੌਲਿਆ,అతితక్కువ
ਗੱਲਬਾਤ,చర్చల చర్చ
ਗੱਲਬਾਤ ਕਰਨ ਯੋਗ ਸਾਧਨ,చర్చించదగిన పరికరం
ਗੱਲਬਾਤ,చర్చలు
ਗੱਲਬਾਤ ਕਰਨ ਵਾਲਾ,సంధానకర్త
ਨੇਪੋਟਿਜ਼ਮ,నేపాటిజం
ਨੈੱਟ,నెట్
ਸ਼ੁੱਧ ਨਿਵੇਸ਼,నికర పెట్టుబడి
ਨਿਰਪੱਖ,తటస్థ
ਖ਼ਬਰਾਂ,వార్తలు
ਨਿ let ਜ਼ਲੈਟਰ,వార్తాలేఖ
ਅਖਬਾਰ,వార్తాపత్రిక
ਖ਼ਬਰਾਂ ਪਾਠਕ,న్యూస్ రీడర్
ਅਗਲਾ ਵਾਰਿਸ,బంధువు తదుపరి
ਨਾਈਟ ਡਿ duty ਟੀ,నైట్ డ్యూటీ
ਨੀਲ ਰਿਪੋਰਟ,నిల్ రిపోర్ట్
ਕੋਈ ਦਾਖਲਾ ਨਹੀਂ,ప్రవేశం లేదు
ਕੋਈ ਡਿਮਾਂਡ ਸਰਟੀਫਿਕੇਟ ਨਹੀਂ (= ਕੋਈ ਡੁਕੇਜ਼ ਸਰਟੀਫਿਕੇਟ ਨਹੀਂ),డిమాండ్ సర్టిఫికేట్ లేదు (= బకాయి సర్టిఫికేట్ లేదు)
ਨਾਮਕਰਨ,నామకరణం
ਮਾਮੂਲੀ ਕੀਮਤ,నామమాత్రపు ఖర్చు
ਨਾਮਾਤਰ ਮੁੱਲ (= ਫੇਸ ਵੈਲਯੂ),నామమాత్రపు విలువ (= ముఖ విలువ)
ਨਾਮਜ਼ਦ,నామినేట్
ਨਾਮਜ਼ਦਗੀ,నామినేషన్
ਨਾਮਜ਼ਦ,నామినీ
ਗੈਰ-ਉਮਰ,నాన్-ఏజ్
ਗੈਰ-ਯੋਗਦਾਨ ਦੇਣ ਵਾਲੀ,నాన్-కాంట్రిబ్యూటరీ
ਗੈਰ-ਜ਼ਰੂਰੀ,అనవసరమైనది
ਗੈਰ-ਗਜ਼ਟਡ,గెజిటెడ్ కానిది
ਗੈਰ-ਵਿਆਜ ਸਹਿਣਸ਼ੀਲ,వడ్డీ లేని బేరింగ్
ਗੈਰ-ਨਿਆਂਇਕ,న్యాయ-కాని
ਗੈਰ-ਮੰਤਰੀਆਂ,నాన్-మిస్టీరియల్
ਗੈਰ-ਗੱਲਬਾਤ ਕਰਨ ਯੋਗ,చర్చించలేనిది
ਗੈਰ-ਅਧਿਕਾਰੀ,నాన్-ఆఫీషియల్
ਗੈਰ-ਭੁਗਤਾਨ,"ఎగవేత, చెల్లింపులో వైఫల్యం"
ਗੈਰ-ਭੁਗਤਾਨ ਸਰਟੀਫਿਕੇਟ,పేమెంట్ కాని సర్టిఫికేట్
ਗੈਰ-ਅਭਿਆਸ ਭੱਤਾ,ప్రాక్టీస్ కాని భత్యం
ਗੈਰ-ਆਵਰਤੀ ਖਰਚਾ,పునరావృతం కాని వ్యయం
ਪਰਤਾਵਾਂ ਨਹੀ,తిరిగి ఇవ్వబడదు
ਗੈਰ-ਕਾਨੂੰਨੀ,నాన్-స్టాట్యూటరీ
ਗੈਰ-ਟੈਕਸਯੋਗ ਆਮਦਨੀ,టాక్సబుల్ కాని ఆదాయం
ਗੈਰ-ਤਕਨੀਕੀ ਪੋਸਟ,నాన్-టెక్నికల్ పోస్ట్
ਗੈਰ-ਰਵਾਇਤੀ,సాంప్రదాయేతర
ਨਾਜ਼ਬਾਨੀ ਸੰਚਾਰ,అశాబ్దిక కమ్యూనికేషన్
ਕੋਈ ਇਤਰਾਜ਼ ਸਰਟੀਫਿਕੇਟ ਨਹੀਂ,అభ్యంతర ధృవీకరణ పత్రం లేదు
"ਕੋਈ ਲਾਭ ਨਹੀਂ, ਨੁਕਸਾਨ ਨਹੀਂ","లాభం లేదు, నష్టం లేదు"
ਆਦਰਸ਼,ప్రమాణం
ਆਮ,సాధారణ
ਸਿਗਰਟਨੋਸ਼ੀ ਮਨ੍ਹਾਂ ਹੈ,పొగ త్రాగరాదు
ਨੋਟ ਕਰਨ ਯੋਗ,గుర్తించదగినది
ਲਾਗੂ ਨਹੀਂ (ਐਨ.ਏ.),వర్తించదు (N.A.)
ਉਪਲਬਧ ਨਹੀਂ (ਐਨ.ਏ.),అందుబాటులో లేదు (N.A.)
ਨੋਟ,గమనిక
ਨੋਟਿਸ,నోటీసు
ਧਿਆਨ ਦੇਣ ਯੋਗ,గుర్తించదగినది
ਸੂਚਨਾ,నోటిఫికేషన్
ਸੂਚਿਤ ਖੇਤਰ,నోటిఫైడ్ ప్రాంతం
ਨੋਟਿੰਗ ਅਤੇ ਡਰਾਫਟਿੰਗ,గమనించడం మరియు ముసాయిదా
ਕਲਪਨਾਤਮਕ ਤਨਖਾਹ,నోషనల్ పే
ਗੱਲਬਾਤ ਕਰਨ ਯੋਗ ਨਹੀਂ,బేరానికి వీలులేని
ਗੱਲਬਾਤ ਯੋਗ ਸਾਧਨ ਨਹੀਂ,చర్చించదగిన పరికరం కాదు
ਨਿ nuc ਕਲੀਅਸ,న్యూక్లియస్
ਨਲ,శూన్య
ਨਲ ਅਤੇ ਵੋਇਡ,శూన్య మరియు శూన్యత
ਗਿਣਤੀ,సంఖ్య
ਨੰਬਰ,నంబరింగ్
ਅੰਕ,సంఖ్య
ਸਹੁੰ,ప్రమాణస్వీకారం
ਵਫ਼ਾਦਾਰੀ ਦੀ ਸਹੁੰ,విధేయత ప్రమాణం
ਦਫਤਰ ਦੀ ਸਹੁੰ,కార్యాలయ ప్రమాణం
ਆਗਿਆਕਾਰੀ,విధేయత
ਮਾਹਰ,సంస్మరణ
ਆਬਜੈਕਟ,వస్తువు
ਇਤਰਾਜ਼,అభ్యంతరం
ਉਦੇਸ਼,లక్ష్యం
ਆਬਜੈਕਟ ਅਤੇ ਕਾਰਨ,వస్తువులు మరియు కారణాలు
ਲਾਜ਼ਮੀ ਹੈ,విధిగా
ਅਸ਼ਲੀਲ,అశ్లీల
ਅਸ਼ਲੀਲ ਇਸ਼ਾਰੇ,అశ్లీల సంజ్ఞ
ਨਿਰੀਖਕ,పరిశీలకుడు
ਪੁਰਾਣੀ,వాడుకలో లేదు
ਰੁਕਾਵਟ,అడ్డంకి
ਸਪੱਸ਼ਟ,స్పష్టంగా
ਕਦੇ ਕਦੇ,అప్పుడప్పుడు
ਕਿੱਤਾ,ఆక్యుపెన్సీ
ਮਾਲਕ,యజమాని
ਕਿੱਤਾ,వృత్తి
ਕਬਜ਼ਾ ਕਰੋ,ఆక్రమించు
ਓਕਟੋਈ ਡਿ duty ਟੀ,ఆక్ట్రోయి డ్యూటీ
ਦਿਨ ਬੰਦ,సెలవు
ਡਿ duty ਟੀ ਤੋਂ ਬਾਹਰ,ఆఫ్ డ్యూటీ
ਅਪਮਾਨਜਨਕ,ప్రమాదకరం
ਪੇਸ਼ਕਸ਼,ఆఫర్
ਮੁਲਾਕਾਤ ਦੀ ਪੇਸ਼ਕਸ਼,నియామకం ఆఫర్
ਦਫਤਰ,కార్యాలయం
ਦਫਤਰ ਦਾ ਦਫਤਰ,లాభం యొక్క కార్యాలయం
ਅਧਿਕਾਰੀ,అధికారిక
ਅਧਿਕਾਰ,అధికారికత
ਅਧਿਕਾਰਤ ਡਿ duty ਟੀ,అధికారిక విధి
ਅਧਿਕਾਰੀ,అధికారిక సభ్యులు
ਸਰਕਾਰੀ ਭਾਸ਼ਾ,అధికారిక భాష
ਅਧਿਕਾਰਤ,అధికారికంగా
ਅਧਿਕਾਰਤ ਰਿਪੋਰਟ,అధికారిక నివేదిక
ਅਧਿਕਾਰਤ ਵਰਜ਼ਨ,అధికారిక వెర్షన్
ਕਾਰਜਕਾਰੀ,ఆఫీషియేటింగ్
ਰਿਕਾਰਡ ਤੋਂ ਬਾਹਰ,మనలో మనమాట
ਠੀਕ ਹੈ (O.K.),సరే (O.K.)
ਓਮਬਡਸਮੈਨ,అంబుడ్స్‌మన్
ਖਾਤਾ ਗ੍ਰਾਂਟ ਤੇ,ఖాతా మంజూరులో
ਮੰਗ ਉੱਤੇ,కోరిక మేరకు
ਕੰਮ ਤੇ,విధి నిర్వహణలో
ਇਕ ਪਾਸੜ,ఏక పక్షంగా
ਲਾਈਨ 'ਤੇ,లైన్‌లో
'ਤੇ-ਵਿਸ਼ੇਸ਼ ਡਿ duty ਟੀ,ఆన్-స్పెషల్ డ్యూటీ
ਨੌਕਰੀ ਦੀ ਸਿਖਲਾਈ 'ਤੇ,ఉద్యోగ శిక్షణ లో
ਆਨਸ,ఓనస్
ਖੁੱਲਾ ਦਿਨ,ఓపెన్ డే
ਓਪਨ ਸਿਸਟਮ,ఓపెన్ సిస్టమ్
ਖੋਲ੍ਹਣਾ,తెరవడం
ਸੰਤੁਲਨ ਖੋਲ੍ਹਣਾ,ప్రారంభ నిల్వ
ਖੋਲ੍ਹਣ ਦੇ ਘੰਟੇ,తెరచు వేళలు
ਓਪਨ ਸਿਖਲਾਈ,ఓపెన్ లెర్నింగ్
ਖੁੱਲਾ ਪੱਤਰ,ఓపెన్ లెటర్
ਓਪਨ ਯੂਨੀਵਰਸਿਟੀ,ఓపెన్ యూనివర్శిటీ
ਓਪਰੇਟਿੰਗ ਲਾਗਤ,నిర్వహణ ఖర్చు
ਓਪਰੇਟਿੰਗ ਸਟਾਫ,ఆపరేటింగ్ సిబ్బంది
ਓਪਰੇਸ਼ਨ,ఆపరేషన్
ਆਪਰੇਟਿਵ,ఆపరేటివ్
ਰਾਏ,అభిప్రాయం
ਵਿਰੋਧੀ ਧਿਰ,వ్యతిరేకత
ਚੋਣ,ఎంపిక
ਮੌਖਿਕ,నోటి
ਆਰਡਰ,ఆర్డర్
ਆਰਡਰ ਚੈੱਕ,ఆర్డర్ చెక్
ਰਿਜ਼ਰਵੇਸ਼ਨ ਦਾ ਆਰਡਰ,రిజర్వేషన్ క్రమం
ਆਰਡੀਨੈਂਸ,నిర్ణయం
ਸੰਗਠਨ,సంస్థ
ਸੰਸਥਾ ਚਾਰਟ,వ్యవశ్థాపక పట్టిక
ਪ੍ਰਬੰਧਕ,నిర్వాహకుడు
ਅਧਾਰਤ,ఆధారిత
ਅਸਲ,అసలైన
ਅਸਲ ਵਿਭਾਗ,అసలు విభాగం
ਅਸਲ ਵਿਕਰੀ ਡੀਡ,ఒరిజినల్ సేల్ డీడ్
ਗੜਬੜਯੋਗ ਮਾਲਕ,అనియంత్రిత యజమాని
ਪ੍ਰਕੋਪ,అకస్మాత్తుగా వ్యాపించడం
ਪਹਿਰਾਵੇ ਭੱਤਾ,దుస్తులను భత్యం
ਬਾਹਰ ਜਾਣ ਵਾਲੇ ਮੈਂਬਰ,అవుట్గోయింగ్ సభ్యుడు
ਬਾਹਰ ਜਾਣ ਵਾਲੀ ਫਾਈਲ,అవుట్గోయింగ్ ఫైల్
ਖਰਚੇ,వ్యయం
ਆਉਟਲੈੱਟ,అవుట్లెట్
ਰੂਪਰੇਖਾ,రూపురేఖలు
ਆਉਟਲੁੱਕ,Lo ట్లుక్
ਕੋਰਟ ਤੋਂ ਬਾਹਰ,కోర్టు నుండి
ਤਾਰੀਕ ਤੋ ਬਾਆਦ,కాలాంతరం చెందింది
ਕ੍ਰਮ ਦੇ ਬਾਹਰ,పనిచేయటంలేదు
ਪ੍ਰਿੰਟ ਤੋਂ ਬਾਹਰ,ముద్రణ నుండి
ਵਾਰੀ ਤੋਂ ਬਾਹਰ,మలుపు తిరిగింది
ਵਾਰੀ ਅਲਾਟਮੈਂਟ ਤੋਂ ਬਾਹਰ,మలుపు కేటాయింపు
ਚੌਕੀ,అవుట్‌పోస్ట్
ਆਉਟਪੁੱਟ,అవుట్పుట్
ਪੂਰੀ ਖਰੀਦ,పూర్తిగా కొనుగోలు
ਆਉਟਸੋਰਸ,Our ట్‌సోర్స్
ਬਕਾਇਆ,అసాధారణ
ਵੱਧ ਉਮਰ,వయస్సు కంటే ఎక్కువ
ਕੁਲ ਮਿਲਾ ਕੇ,మొత్తం
ਸਮੁੱਚੀ ਘਾਟਾ,మొత్తం లోటు
ਉੱਤੇ ਬਿਲਿੰਗ,ఓవర్ బిల్లింగ్
ਓਵਰਚਾਰਜ,అధిక ఛార్జ్
ਬਕਾਇਆ,మీరిన
ਬਹੁਤ ਜ਼ਿਆਦਾ,అతిగా అంచనా
ਓਵਰਹੈੱਡ ਚਾਰਜ,ఓవర్ హెడ్ ఛార్జ్
ਓਵਰਲੈਪਿੰਗ,అతివ్యాప్తి
ਓਵਰਰਾਈਡ ਪ੍ਰਾਥਮਿਕਤਾ,ప్రాధాన్యతను అధిగమించడం
ਓਵਰ-ਨਿਯਮ,ఓవర్-రూల్
ਨਿਗਰਾਨੀ,పర్యవేక్షణ
ਓਵਰਟਾਈਮ ਤਨਖਾਹ,ఓవర్ టైం పే
ਓਵਰਵਲੂਟ,ఓవర్‌వాల్యుయేషన్
ਮਾਲਕੀਅਤ,యాజమాన్యం
ਪੈਕੇਜ,ప్యాకేజీ
ਪੈਕੇਜ ਸੌਦਾ,ప్యాకేజీ ఒప్పందం
ਪੈਕਿੰਗ ਅਤੇ ਮਾਰਕਿੰਗ,ప్యాకింగ్ మరియు మార్కింగ్
ਪੈਕਿੰਗ ਸੂਚੀ,ప్యాకింగ్ జాబితా
ਸਮਝੌਤਾ,ఒప్పందం
ਦਾ ਭੁਗਤਾਨ,చెల్లించిన
ਪੂੰਜੀ ਦਾ ਭੁਗਤਾਨ ਕੀਤਾ,చెల్లింపుల మూలధనం
ਪੈਂਫਲਿਟ,కరపత్రం
ਪੈਨਲ,ప్యానెల్
ਕਾਗਜ਼,కాగితం
ਪੈਰਾ,పారా
ਪੈਰਾਮਾਉਂਟ,పారామౌంట్
ਮਾਪੇ,తల్లిదండ్రులు
ਪੇਰੈਂਟਲ,తల్లిదండ్రుల
ਪੇਰੈਂਟ ਦਫਤਰ,మాతృ కార్యాలయం
