Malayalam,Punjabi
അതിവേഗം മാറിക്കൊണ്ടിരിക്കുന്ന ഒഴുക്ക്,ਤੇਜ਼ੀ ਨਾਲ ਵੱਖ-ਵੱਖ ਵਹਾਅ
വീണ്ടെടുക്കാവുന്ന പേയ്മെന്റ്,ਰਿਕਵਰੀਯੋਗ ਭੁਗਤਾਨ
ചുവന്ന ഭൂമി,ਲਾਲ ਧਰਤੀ
ചുവന്ന പശിമരാശി,ਲਾਲ ਦੋਮਟ
റെഗുലേറ്റർ,ਰੈਗੂਲੇਟਰ
റെഗുർ അല്ലെങ്കിൽ കറുത്ത പരുത്തി മണ്ണ്,ਰੈਗੂਰ ਜਾਂ ਕਾਲੀ ਕਪਾਹ ਦੀ ਮਿੱਟੀ
തിരിച്ചടവ് കരാർ,ਮੁੜ ਅਦਾਇਗੀ ਦਾ ਇਕਰਾਰਨਾਮਾ
ശേഷിക്കുന്ന ചുരുങ്ങൽ,ਬਕਾਇਆ ਸੰਕੁਚਨ
ശേഷിക്കുന്ന മണ്ണ്,ਬਕਾਇਆ ਮਿੱਟੀ
വെളിപ്പെടുത്തുക,ਪ੍ਰਗਟ
പിൻ വെളിപ്പെടുത്തുക,ਪਿੰਨ ਪ੍ਰਗਟ ਕਰੋ
സമനില വെളിപ്പെടുത്തുക,ਟਾਈ ਪ੍ਰਗਟ ਕਰੋ
റിഡ്ജ്,ਰਿਜ
റിഡ്ജ് ക്യാപ്പിംഗ്,ਰਿਜ ਕੈਪਿੰਗ
നദി,ਨਦੀ
റോഡ് സ്റ്റെഡ്,ਸੜਕ ਦੀ ਸਥਿਤੀ
പരുക്കൻ പ്ലാസ്റ്റർ,ਮੋਟਾ ਪਲਾਸਟਰ
അവശിഷ്ടങ്ങൾ,ਮਲਬਾ
അവശിഷ്ടങ്ങൾ,ਮਲਬੇ ਦੀ ਚਿਣਾਈ
അവശിഷ്ടങ്ങൾ ചുവരുകൾ,ਮਲਬੇ ਦੀ ਕੰਧ
റണ്ണിംഗ് മെഷർമെന്റ്,ਚੱਲ ਰਿਹਾ ਮਾਪ
സുരക്ഷിതമായ വഹിക്കാനുള്ള ശേഷി,ਸੁਰੱਖਿਅਤ ਬੇਅਰਿੰਗ ਸਮਰੱਥਾ
ഉപ്പ് ഗ്ലേസ്,ਲੂਣ ਗਲੇਜ਼
സാമ്പിൾ വലിപ്പം,ਨਮੂਨਾ ਦਾ ਆਕਾਰ
സാമ്പിൾ വിതരണം,ਨਮੂਨਾ ਵੰਡ
സാമ്പിൾ പിശക്,ਨਮੂਨਾ ਲੈਣ ਵਿੱਚ ਗੜਬੜ
മണല്,ਰੇਤ
സാൻഡ് ഫിനിഷ്,ਰੇਤ ਮੁਕੰਮਲ
മണൽ കൈ മോൾഡിംഗ്,ਰੇਤ ਹੱਥ ਮੋਲਡਿੰਗ
സാൻഡിംഗ്,ਸੈਂਡਿੰਗ
പൂരിത മണ്ണ്,ਸੰਤ੍ਰਿਪਤ ਮਿੱਟੀ
പൂരിത മണ്ണ് പേസ്റ്റ്,ਸੰਤ੍ਰਿਪਤ ਮਿੱਟੀ ਦਾ ਪੇਸਟ
സാച്ചുറേഷൻ എക്സ്ട്രാക്റ്റ്,ਸੰਤ੍ਰਿਪਤ ਐਬਸਟਰੈਕਟ
സാച്ചുറേഷൻ ശതമാനം,ਸੰਤ੍ਰਿਪਤ ਪ੍ਰਤੀਸ਼ਤਤਾ
സോസർ ഡോം,ਸਾਸਰ ਗੁੰਬਦ
സ്കാർഫോൾഡ്,ਸਕੈਫੋਲਡ
ഷിസ്റ്റ്,ਸ਼ਿਸਟ
കടൽ തുറമുഖം,ਸਮੁੰਦਰੀ ਬੰਦਰਗਾਹ
രഹസ്യ ഗട്ടർ,ਗੁਪਤ ਗਟਰ
രണ്ടാമത്,ਦੂਜਾ
സെഡിമെന്റേഷൻ വിശകലനം,ਸੈਡੀਮੈਂਟੇਸ਼ਨ ਵਿਸ਼ਲੇਸ਼ਣ
അർദ്ധ കൃത്രിമ തുറമുഖം,ਅਰਧ-ਨਕਲੀ ਬੰਦਰਗਾਹ
സെമി ടൈഡൽ ഡോക്ക്,ਸੈਮੀ ਟਾਈਡਲ ਡੌਕ
സെനൈൽ,ਬਜ਼ੁਰਗ
ഷെയ്ൽ,ਸ਼ੈਲ
ഷീറ്റ് കൂമ്പാരം,ਸ਼ੀਟ ਦੇ ਢੇਰ
ചുരുങ്ങൽ പരിധി,ਸੁੰਗੜਨ ਦੀ ਸੀਮਾ
ഷട്ടറിംഗ്,ਸ਼ਟਰਿੰਗ
സിയാലിറ്റിക് മണ്ണ്,ਸਿਏਲੀਟਿਕ ਮਿੱਟੀ
സീറോസെം,ਸੀਰੋਜ਼ਮ
സിൽ,ਸਿਲ
ചെളി,ਗਾਦ
ഏക മാംസ രക്തം,ਸਿੰਗਲ ਫਲੇਮਿਸ਼ ਲਹੂ
ഒറ്റ തരി ഘടന,ਸਿੰਗਲ ਦਾਣੇਦਾਰ ਬਣਤਰ
എല്ലിൻറെ മണ്ണ്,ਪਿੰਜਰ ਮਿੱਟੀ
സ്കിർട്ടിംഗ്,ਸਕਰਟਿੰਗ
സ്ലീപ്പർ മതിൽ,ਸਲੀਪਰ ਕੰਧ
സൈഡ് ഗട്ടർ,ਸਾਈਡ ਗਟਰ
സ്ലൈഡ് നിയമം,ਸਲਾਈਡ ਨਿਯਮ
സ്ലിപ്പ് ഡോക്ക്,ਸਲਿਪ ਡੌਕ
സ്മോനിസ,Smoniza
കുതിർക്കുന്നു,ਭਿੱਜਣਾ
മണ്ണ് അസോസിയേഷൻ,ਮਿੱਟੀ ਦੀ ਸਾਂਝ
മണ്ണ് ക്ലാസ്,ਮਿੱਟੀ ਦੀ ਸ਼੍ਰੇਣੀ
മണ്ണിന്റെ സമുച്ചയം,ਮਿੱਟੀ ਕੰਪਲੈਕਸ
മണ്ണിന്റെ സ്ഥിരത,ਮਿੱਟੀ ਦੀ ਇਕਸਾਰਤਾ
മണ്ണിന്റെ കുടുംബം,ਮਿੱਟੀ ਪਰਿਵਾਰ
മണ്ണ് ഫ്രെയിം വർക്ക്,ਮਿੱਟੀ ਫਰੇਮ ਦਾ ਕੰਮ
മണ്ണിലെ ഈർപ്പം,ਮਿੱਟੀ ਦੀ ਨਮੀ
മണ്ണിലെ ഈർപ്പം ശേഖരിക്കൽ,ਮਿੱਟੀ ਦੀ ਨਮੀ ਦਾ ਵਾਧਾ
മണ്ണിന്റെ ഈർപ്പം കുറവ്,ਮਿੱਟੀ ਦੀ ਨਮੀ ਦੀ ਘਾਟ
മണ്ണിന്റെ രൂപഘടന,ਮਿੱਟੀ ਰੂਪ ਵਿਗਿਆਨ
മണ്ണിന്റെ കണിക,ਮਿੱਟੀ ਦਾ ਕਣ
മണ്ണിന്റെ ഘട്ടം,ਮਿੱਟੀ ਦਾ ਪੜਾਅ
മണ്ണിന്റെ പ്രൊഫൈൽ,ਮਿੱਟੀ ਪਰੋਫਾਇਲ
മണ്ണിന്റെ പ്രതികരണം,ਮਿੱਟੀ ਪ੍ਰਤੀਕਰਮ
മണ്ണ് വേർതിരിക്കുന്നു,ਮਿੱਟੀ ਵੱਖ ਕਰਦੀ ਹੈ
മണ്ണ് പരമ്പര,ਮਿੱਟੀ ਦੀ ਲੜੀ
മണ്ണ് പരിഹാരം,ਮਿੱਟੀ ਦਾ ਹੱਲ
മണ്ണിന്റെ ഘടന,ਮਿੱਟੀ ਦੀ ਬਣਤਰ
മണ്ണിന്റെ ഘടന,ਮਿੱਟੀ ਦੀ ਬਣਤਰ
മണ്ണിന്റെ തരം,ਮਿੱਟੀ ਦੀ ਕਿਸਮ
സോലം,ਸੋਲਮ
സോർപ്ഷൻ,ਸੋਰਪਸ਼ਨ
സ്പാൾസ്,ਸਪੱਲਸ
പ്രത്യേക അയോൺ പ്രഭാവം,ਖਾਸ ਆਇਨ ਪ੍ਰਭਾਵ
ചതുരാകൃതിയിലുള്ള പാടശേഖരം,ਵਰਗਾਕਾਰ ਕੋਰਸਡ ਮਲਬੇ ਦੀ ਚਿਣਾਈ
ചതുരാകൃതിയിലുള്ള പതിവ് കോഴ്‌സ് ചെയ്ത അവശിഷ്ടങ്ങൾ,ਵਰਗਾਕਾਰ ਰੈਗੂਲਰ ਕੋਰਸਡ ਮਲਬੇ ਦੀ ਚਿਣਾਈ
സ്ഥിരതയുള്ള ഒഴുക്ക്,ਸਥਿਰ ਵਹਾਅ
സ്റ്റെപ്പ് ഫ്ലാഷിംഗ്,ਸਟੈਪਡ ਫਲੈਸ਼ਿੰਗ
ഒട്ടിപ്പിടിക്കുക,ਚਿਪਕਣਾ
സ്റ്റിക്കിംഗ് പോയിന്റ്,ਸਟਿਕਿੰਗ ਪੁਆਇੰਟ
കല്ല്,ਪੱਥਰ
സ്ലോപ്പ് ഹാൻഡ് മോൾഡിംഗ്,ਢਲਾਣ ਹੱਥ ਮੋਲਡਿੰਗ
സ്ട്രാപ്പ് ഹിഞ്ച്,ਪੱਟੜੀ ਦਾ ਕਬਜਾ
വൈക്കോൽ ബോർഡ്,ਤੂੜੀ ਬੋਰਡ
ധാര,ਸਟ੍ਰੀਮ
സമ്മർദ്ദം,ਤਣਾਅ
സ്ട്രെച്ചർ,ਸਟ੍ਰੈਚਰ
സ്ട്രെച്ചർ ബോണ്ട്,ਸਟ੍ਰੈਚਰ ਬਾਂਡ
സ്ട്രെച്ചർ കോഴ്സ്,ਸਟਰੈਚਰ ਕੋਰਸ
സ്ട്രിംഗ്,ਸਤਰ
സ്ട്രിംഗ് കോഴ്സ്,ਸਤਰ ਕੋਰਸ
ഘടന ഘടകം,ਬਣਤਰ ਕਾਰਕ
ഘടനാ സൂചിക,ਬਣਤਰ ਸੂਚਕਾਂਕ
സ്റ്റക്കോ,ਸਟੁਕੋ
സ്റ്റഡ്,ਸਟੱਡ
സ്റ്റൈലോബേറ്റ്,ਸਟਾਈਲੋਬੇਟ
ഉപ മണ്ണ്,ਉਪ ਮਿੱਟੀ
ഉപ ഘടന,ਉਪ ਬਣਤਰ
സമ്മേഷൻ വക്രം,ਸਮੀਕਰਨ ਵਕਰ
സൺ മൈക്ക,ਸੂਰਜ ਮੀਕਾ
സൂപ്പർ ഘടന,ਸੁਪਰ ਬਣਤਰ
സർവേയർ,ਸਰਵੇਖਣ ਕਰਨ ਵਾਲਾ
എസ്-മൂല്യം,S-ਮੁੱਲ
കൊള്ളമുതൽ,ਸਵੈਗ
സ്വാൻ കഴുത്ത്,ਹੰਸ ਦੀ ਗਰਦਨ
കൂടാരം,ਤੰਬੂ
ടേബിൾ ഹാൻഡ് മോൾഡിംഗ്,ਟੇਬਲ ਹੱਥ ਮੋਲਡਿੰਗ
ടാങ്കിംഗ്,ਟੈਂਕਿੰਗ
ടെമ്പിയറ്റോ,ਟੈਂਪੀਏਟੋ
ടെമ്പറിംഗ്,ਟੈਂਪਰਿੰਗ
ടെംപ്ലേറ്റ്,ਟੈਂਪਲੇਟ
ടെംപ്ലേറ്റ്,ਟੈਂਪਲੇਟ
ടെപ്പിഡാരിയം,ਟੇਪੀਡੇਰਿਅਮ
ടെറാക്കോട്ട,ਟੈਰਾਕੋਟਾ
ടെറ റോസ,ਟੈਰਾ ਰੋਜ਼ਾ
ടെറാസോ,ਟੈਰਾਜ਼ੋ
ടെട്ര ശൈലി,ਟੈਟਰਾ ਸ਼ੈਲੀ
പരിധി പരിധി മൂല്യം,ਥ੍ਰੈਸ਼ਹੋਲਡ ਸੀਮਾ ਮੁੱਲ
തൊണ്ട,ਗਲਾ
കല്ലിലൂടെ,ਪੱਥਰ ਦੁਆਰਾ
ടൈഡൽ ബേസിൻ,ਟਾਈਡਲ ਬੇਸਿਨ
ടൈ ബാർ,ਟਾਈ ਪੱਟੀ
ബീം കെട്ടുക,ਟਾਈ ਬੀਮ
വടി കെട്ടുക,ਟਾਈ ਰਾਡ
ടയർ,ਤਿਰਸ
സഹിഷ്ണുത,ਸਹਿਣਸ਼ੀਲਤਾ
പല്ലുവേദന,ਟੂਥਿੰਗ
മുകളിലെ മണ്ണ് അല്ലെങ്കിൽ ഉപരിതല മണ്ണ്,ਉਪਰਲੀ ਮਿੱਟੀ ਜਾਂ ਸਤਹੀ ਮਿੱਟੀ
ആകെ പൊറോസിറ്റി,ਕੁੱਲ porosity
ട്രേസറി,ਟਰੇਸਰੀ
ട്രെയിൻ പ്രതിരോധം,ਟ੍ਰੇਨ ਪ੍ਰਤੀਰੋਧ
ട്രാൻസെപ്റ്റ്,ਟਰਾਂਸੇਪਟ
പരിവർത്തന മണ്ണ്,ਪਰਿਵਰਤਨਸ਼ੀਲ ਮਿੱਟੀ
ട്രാൻസോം,ਟ੍ਰਾਂਸੋਮ
മണ്ണ് ഗതാഗതം,ਆਵਾਜਾਈ ਮਿੱਟੀ
പോഷകനദി,ਸਹਾਇਕ
ട്രിഫോറിയം,ਟ੍ਰਾਈਫੋਰੀਅਮ
ട്രൈഗ്ലിഫ്,ਟ੍ਰਾਈਗਲਾਈਫ
വെട്ടിച്ചുരുക്കിയ മണ്ണ്,ਕੱਟੀ ਹੋਈ ਮਿੱਟੀ
പ്രക്ഷുബ്ധമായ ഒഴുക്ക്,ਗੜਬੜ ਵਾਲਾ ਵਹਾਅ
ടററ്റ്,ਬੁਰਜ
ടൈംപാർ നമ്പർ,Tympar ਨੰਬਰ
ആത്യന്തികമായി വഹിക്കാനുള്ള ശേഷി,ਅੰਤਮ ਬੇਅਰਿੰਗ ਸਮਰੱਥਾ
ആത്യന്തിക പിഎച്ച്,ਅੰਤਮ ph
ക്രമരഹിതമായ റാൻഡം അവശിഷ്ടങ്ങൾ കൊത്തുപണികൾ,ਬੇਤਰਤੀਬੇ ਮਲਬੇ ਦੀ ਚਿਣਾਈ
കോഴ്‌സ് ചെയ്യാത്ത ചതുരാകൃതിയിലുള്ള അവശിഷ്ടങ്ങൾ,ਅਨਕੋਰਸਡ ਵਰਗ ਮਲਬੇ ਦੀ ਚਿਣਾਈ
അണ്ടർക്രോഫ്റ്റ്,ਅੰਡਰਕ੍ਰਾਫਟ
നിറയാത്ത സുഷിരം,ਅਪੂਰਣ ਪੋਰੋਸਿਟੀ
ഏകീകൃത ഒഴുക്ക്,ਇਕਸਾਰ ਵਹਾਅ
യൂണിറ്റ് ഫ്രെയിം തരം സ്കാർഫോൾഡ്,ਯੂਨਿਟ ਫਰੇਮ ਦੀ ਕਿਸਮ ਸਕੈਫੋਲਡ
ഉൽപ്പാദനക്ഷമമല്ലാത്ത ജോലി,ਗੈਰ-ਉਤਪਾਦਕ ਕੰਮ
അപൂരിത മണ്ണ്,ਅਸੰਤ੍ਰਿਪਤ ਮਿੱਟੀ
അസ്ഥിരമായ ഒഴുക്ക്,ਅਸਥਿਰ ਵਹਾਅ
മുകളിലെ പ്ലാസ്റ്റിക് പരിധി,ਉਪਰਲੀ ਪਲਾਸਟਿਕ ਸੀਮਾ
താഴ്വര ഗട്ടർ,ਵੈਲੀ ਗਟਰ
നിലവറ,ਵਾਲਟ
വെറ്റേറിയം,ਵੈਟੇਰੀਅਮ
വെന്റിലേഷൻ,ਹਵਾਦਾਰੀ
വെന്റിലേറ്റർ,ਵੈਂਟੀਲੇਟਰ
വരംദഹ്,ਵਰਮਦਾਹ
വെസ്റ്റിബ്യൂൾ,ਵੈਸਟੀਬਿਊਲ
വില്ല,ਵਿਲਾ
