Kannada,Marathi
ಸೂಕ್ಷ್ಮಜೀವಿಯ ಅಬೀಜ,मायक्रोबियल क्लोनिंग
ಸೂಕ್ಷ್ಮಜೀವಿಯ ಸಸ್ಯವರ್ಗ,मायक्रोबियल फ्लोरा
ಸೂಕ್ಷ್ಮ ಜೀವವಿಜ್ಞಾನ,मायक्रोबायोलॉजी
ಸೂಕ್ಷ್ಮ ಜೀವಿ,मायक्रोबॉडी
ಮೈಕ್ರೋ ಗಲಿimateೇದ,मायक्रोक्लीमेट
ಮೈಕ್ರೋ ಕಶೇರು,मायक्रोव्होल्यूशन
ಮೈಕ್ರೋಫಿಲೇಡು,मायक्रोफिलामेंट
ಮೈಕ್ರೋಫೋಸಿಲ್,मायक्रोफोसिल
ಮೈಕ್ರೋಇನ್‌ಜೆಕ್ಷನ್,मायक्रोइन्जेक्शन
ಸೂಕ್ಷ್ಮಜೀವಿ,सूक्ष्मजीव
ಮೀಥೈಲಾಟ್ರೋಫಸ್,मेथिलोट्रोफस
ಸೂಕ್ಷ್ಮ ಉಪಕಾರದ,मायक्रोन्यूट्रिएंट
ಸೂಕ್ಷ್ಮಜೀವಿ,सूक्ष्मजीव
ಮೈಕ್ರೋ ದಳ,मायक्रोफॅगस
ಮೈಕ್ರೋಫ್ಯಸಿ,मायक्रोफॅगी
ಮೈಕ್ರೋಪೈಲಾರ್ ಅಂತ್ಯ,मायक्रोपायलर एंड
ಮೈಕ್ರೋ ಪಲಾಯನ,मायक्रोपाईल
ಮೈಕ್ರೋ ಪಲಾಯನ,मायक्रोपाईल
ಮೈಕ್ರೋ ಪಲಾಯನ,मायक्रोपाईल
ಸೂಕ್ಷ್ಮ ಪ್ರಮಾಣದ,मायक्रोसेटलाइट
ಸೂಕ್ಷ್ಮದರ್ಶಕ,सूक्ष्मदर्शक
ಸೂಕ್ಷ್ಮ ದಹೆ,मायक्रोस्कोपी
ಮೈಕ್ರೋಸ್ಪೆರ್ಮೇ,मायक्रोस्पर्मे
ಸೂಕ್ಷ್ಮ ವರ್ಗ,मायक्रोफेअर
ಸೂಕ್ಷ್ಮ ಪ್ರಮಾಣದ,मायक्रोस्पोरॅंगियम
ಮೈಕ್ರೊಸ್ಪೋರ್ ಟೆಟ್ರಾಡ್,मायक्रोस्पोर टेट्रॅड
ಮೈಕ್ರೋಸ್ಪೋರ್ಫಿಲ್,मायक्रोस्पोरफिल
ಸೂಕ್ಷ್ಮ ಪ್ರಮಾಣದ,मायक्रोस्पोरम
ಮೈಕ್ರೋ ಚಿತ್ರ,मायक्रोटोम
ಮೈಕ್ರೋ ಟಲಿಗೆ,मायक्रोट्युबल ट्रिपलेट
ಮೈಕ್ರೊಟ್ಯೂಬ್ಯೂಲ್ ಡಬಲ್,मायक्रोट्यूब्यूल दुहेरी
ಮೈಕ್ರೋವಿಲ್ಲೆ,मायक्रोव्हिली
ಸಂಚಾರಿ,Micurition
ಮಧ್ಯಮ,मिडब्रेन
ಮಧ್ಯ ಸೆರೆಬೆಲ್ಲಾರ್ ಪೆಡಂಕಲ್,मध्यम सेरेबेलर पेडनकल
ಕಿವಿಯ ಮಧ್ಯದ ಕಿವಿಗೆ,मध्यम कान
ಮಧ್ಯದ ಲ್ಯಾಮೆಲ್ಲಾ,मध्यम लॅमला
ಮಧ್ಯಮ,मिडगट
ಸೂಲಗಿತ್ತಿ ಟೋಡ್,मिडवाइफ टॉड
ವಲಸಿಗ,स्थलांतरित
ವಲಸೆ,स्थलांतर
ಹಾಲು ಸಕ್ಕರೆ,दुध साखर
ಹಾಲು ಉತ್ಪಾದಿಸುವ ಗ್ರಂಥಿ,दूध उत्पादक ग्रंथी
ರಾಗಿ,बाजरी
ಪ್ರತಿ ಲೀಟರ್‌ಗೆ ಮಿಲಿಯೊಸ್ಮೋಲ್,मिलिओस्मोल प्रति लिटर
ಮಂತ್ರವಾದಿ,मिलव्हस
ಅನುಕರಣೆ,मिमिक्री
ಮಿನಾಮಾಟ,मिनामाता रोग
ಖನಿಜ,खनिज
ಖನಿಜ ಅಂಶ,खनिज घटक
ಖನಿಜ ಪೋಷಣೆ,खनिज पोषण
ಖನಿಜೀಕರಣ,खनिजकरण
ಖನಿಜ ಕಾರ್ಟಿಕಾಯಿಡ್,मिनेलो कॉर्टिकोइड
ಮಂತ್ರವಾದ,लघु चुंबक
ಗಣಿಗಾರಿಕೆ,खाण ऑपरेशन
ಮಿನಿಸಾಟೆಲೈಟ್,मिनीसॅटलाइट
ಸಣ್ಣ ತೋಡು,किरकोळ खोबणी
ಮಿಷರೆ,मिओसीन
ಮಧುರ,मिओपपस
ಪವಾಡಗಳು,मिरिबिलिस
ತಗ್ಗಿಸುವುದು,शमविणे
ಮೈಟೊಕಾಂಡ್ರಿಯ,माइटोकॉन्ड्रिया
ಮೈಟೊಕಾಂಡರಿನ ಮ್ಯಾಟ್ರಿಕ್ಸ್,माइटोकॉन्ड्रियल मॅट्रिक्स
ಮೈತ್ರಿ,माइटोसिस
ಮಿಟ್ರಲ್ ವಾಲ್ವ್ (ಬೈಕಸ್ಪಿಡ್ ಕವಾಟ),मिट्रल वाल्व्ह (बायिकसपिड वाल्व्ह)
ಮಿಶ್ರ ಗ್ರಂಥಿ,मिश्रित ग्रंथी
ಮಿಶ್ರ ನರಗಳು,मिश्रित मज्जातंतू
ಮಿಶ್ರಣ,मिक्सोट्रोफिक
ಮೊಬೈಲ್ ವಾಹಕ,मोबाइल कॅरियर
ಮೊಬೈಲ್ ಮೂಲ,मोबाइल स्रोत
ಚಲನಶೀಲತೆ,गतिशीलता
ಮಧ್ಯಮ ಗಾಯ,मध्यम इजा
ಆಧುನಿಕ .ಷಧ,आधुनिक औषध
ಆಧುನಿಕ ಸಮಾಜ,आधुनिक समाज
ಮಾರ್ಪಡಿಸುವಿಕೆ,सुधारितता
ಮಾರ್ಪಡಿಸಿದ ಡೈಹೈಬರ್ಡ್ ಅನುಪಾತ,सुधारित डायहाबर्ड गुणोत्तर
ಮಾರ್ಪಡಿಸಿದ ಮೂಲ,सुधारित रूट
ರೂಪರೇಖೆ,सुधारित
ಕ್ರಿಯೆಯ ಮಾಡ್ಯುಲೇಷನ್,कृतीचे मॉड्यूलेशन
ಮಾಡ್ಯುಲೇಟರ್ ವಸ್ತು,मॉड्युलेटर पदार्थ
ತೇವಾಂಶ,ओलावा
ತೇವಾಂಶ,ओलावा तूट
ಸಣ್ಣ ಹಲ್ಲುಗಳು,दाढी दात
ಮೋಲಗಳ,मोलर
ಪೋಲೆ,तीळ
ಪೋಲೆ,तीळ
ಪೋಲೆ,तीळ
ಮೋಲ್ (ಮೋಲ್),तीळ (मोल)
ಅಣು ಜೀವಶಾಸ್ತ್ರ,आण्विक जीवशास्त्र
ಆಣ್ವಿಕ ಆನುವಂಶಿಕ ವಿಶ್ಲೇಷಣೆ,आण्विक अनुवांशिक विश्लेषण
ಆಣ್ವಿಕ ಮಟ್ಟ,आण्विक पातळी
ಆಣ್ವಿಕ ಮೆಸೆಂಜರ್,आण्विक मेसेंजर
ಆಣ್ವಿಕ ಚಲನೆ,आण्विक गती
ಆಣ್ವಿಕ ಸಾರಜನಕ ಅನಿಲ,आण्विक नायट्रोजन वायू
ಆಣ್ವಿಕ ಸಂಘಟನೆ,आण्विक संस्था
ಆಣ್ವಿಕ ಕತ್ತರಿ,आण्विक कात्री
ಆಣ್ವಿಕ ಶಸ್ತ್ರಚಿಕಿತ್ಸೆಯ ವಿಧಾನ,आण्विक शस्त्रक्रिया दृष्टीकोन
ಆಣ್ವಿಕ ಹೊಲಿಗೆ,आण्विक सिव्हन
ಅಣಕ,रेणू
ಸಕಲ,मोलस्क
ಮೃದ್ವಂಗುಗಳ,मोलसिव्होरस
ಮೊಲಾಬ್ಡಿನಮ್,मोलिब्डेनम
ಮೊನಚಾದ,मोमर्डिका
ಲೋಕದ,मोनंड्रिया
ದುಷ್ಟ,मोनँड्री
ಮೊನಾಸ್ಕಸ್ ಶುದ್ಧೀಕರಣ,मोनास्कस पर्प्यूरियस
ಮಣ್ಣಾದ,मोनेरा
ಮೊರ್ಲುಮಿನ,मोनिलिफॉर्म
ಮೇಲ್ವಿಚಾರಣೆ ಮಾಡು,मॉनिटर
ಮೇಲ್ವಿಚಾರಣೆ ಮಾಡು,मॉनिटर
ಮೊನೊ ಪದರ,मोनो लेयर
ಏಕಾಧೀನ,मोनॉएडेलफॉस
ಏಕಭಕ್ತಿಯ ಫಾಸ್ಫೇಟ್,मोनोबॅसिक फॉस्फेट
ಏಕವರ್ಣದ,मोनोब्लास्टिक
ಏಕವ್ಯಕ್ತಿ,मोनोकेशियल
ಏಕಸ್ವಾಮ್ಯದ,मोनोक्लॅमायडियस
ಏಕತಾನನ,मोनोसिस्ट्रोनिक
ಮೊನೊಕ್ಲೋನಲ್ ಪ್ರತಿಕಾಯ,मोनोक्लोनल अँटीबॉडी
ಏಕಕಕಣ,मोनोकोकस
ಏಕದಳ,मोनोकोटिल्डन
ಏಕವ್ಯಕ್ತಿಯ,मोनोसिस्टिक
ಏಕವ್ಯಕ್ತಿ,मोनोसिस्टिस
ಮೊನಚಾದ,मोनोसाइट
ಏಕವ್ಯಕ್ತಿ,मोनोएसियस
ಏಕಾಗ್ರತೆ,मोनोग्राफ
ಏಕಮಾತ್ರ,मोनोहायब्रिड
ಸ ೦ ಪತ,मोनोमर
ಸೋಗು-ಆಕ್ಟಿನ್,मोनोमेरिक जी- in क्टिन
ಏಕವ್ಯಕ್ತಿ,मोनोसाकराइड
ಮೊನೊಸೋಡಿಯಂ ಉಪ್ಪು,मोनोसोडियम मीठ
ಏಕವ್ಯಕ್ತಿ,मोनोसोमिक
ಏಕಸ್ವಾಮ್ಯ,मोनोस्पर्मी
ಏಕಶಿಲೆಯ ಅಭಿವೃದ್ಧಿ,मोनोस्पोरिक विकास
ಏಕಕಂಬ,मोनोट्रोपा
ಮೊನೊಜೈಗೋಟಿಕ್ ಒಂದೇ ಅವಳಿ,मोनोझिगोटिक एकसारखे जुळ्या
ಮಾಂಟ್ರಿಯಲ್ ಒಪ್ಪಂದ,मॉन्ट्रियल करार
ಮನಸ್ಥಿತಿ,मूड डिसऑर्डर
ಮರಿಹುಳು,मोरिंगा
ಮಾರ್ಫಲ್ಯಾಕ್ಸಿಸ್ (ಮಾರ್ಫಲ್ಯಾಕ್ಟಿಕ್),मॉर्फॅलॅक्सिस (मॉर्फालॅक्टिक)
ದೊಡ್ಡ,मॉर्फिन
ಕೈಚಳಕ,मॉर्फोजेनेसिस
ರೂಪವಿಜ್ಞಾನದ ರೂಪಾಂತರ,मॉर्फोलॉजिकल रुपांतर
ರೂಪನಶಾಸ್ತ್ರ,मॉर्फोलॉजी
ಮೋರ್ಸ್ ಸಂಹಿತೆ,मोर्स कोड
ಮರಣ ಪ್ರಮಾಣ,मृत्यू दर
ಮರಣ ಪ್ರಮಾಣ,मृत्यू दर
ಮರಣ ಪ್ರಮಾಣ,मृत्यू दर
ಮೋಸ,मोज़ेकिझम
ಮೊಸಾಯನ ದೃಷ್ಟಿಕೋನ,मोज़ेक दृष्टी
ಪಾಚಿ,मॉस
ಪತಂಗ,मॉथ
ತಾಯಿ ಅಕ್ಷ,आई अक्ष
ಉದ್ದೇಶ,हेतू
ಮೋಟು ರೂಪ,गतीशील फॉर्म
ಮೋಟು ಬೀಜಕ,मोटिल बीजाणू
ಮೋಟಾರು ನೂಕು,मोटर फायबर
ಮೋಟಾರು ನರಕೋಶ,मोटर न्यूरॉन
ಅಚ್ಚು,मूस
ಚಲನೆ,हालचाल
ಲೊಕೊಮೊಶನ್ ಚಲನೆ,लोकोमोशनची हालचाल
ಎಂ-ಫೇಸ್ ಪ್ರಚಾರ ಅಂಶ (ಎಂಪಿಎಫ್),एम-फेज प्रमोटिंग फॅक्टर (एमपीएफ)
ಕಾಲ್ಪೋಸಿ,मिरिगल
ಲುಕಲಿಮರಿ,म्यूकोपेप्टाइड
ಮ್ಯೂಕೋಪ್ರೊಟೀನ್,म्यूकोप्रोटीन
ಲಂಬ,म्यूकोर
ಮ್ಯೂಕೋಸಾ ಸಂಬಂಧಿತ ಲಿಂಫಾಯಿಡ್ ಅಂಗಾಂಶ,म्यूकोसा संबंधित लिम्फोईड ऊतक
ಲೋಳೆಪೊರೆಯ ಪೊರೆಯ,श्लेष्मल त्वचा पडदा
ಲೋಳೆಯ,श्लेष्मल ग्रंथी
ಲೋಳೆಯ ಪೊರೆಯ (ಲೋಳೆಪೊರೆಯ),श्लेष्मल त्वचा
ಮಫ್ಲಿಂಗ್ ಶಬ್ದ,मफलिंग आवाज
ಮುಲ್ಲೇರಿಯನ್ ಮಿಮಿಕ್ರಿ,मुलरियन मिमिक्री
ಬಹುಕಾಲಕ ಜೀವಿ,मल्टीसेल्युलर जीव
ಬಹುವರ್ಣದ ಪ್ರತಿದೀಪಕ,मल्टीकोलर फ्लूरोसेंस
ಬಹುಕೋಪಾಪಿಟೇಟ್,मल्टीकोस्टेट
ಬಹುಕಾಲ,मल्टीफिशन
ಮಲ್ಟಿಲೋಡ್ - 375,मल्टीलोड - 375
ಮಲ್ಟಿನ್ಯೂಕ್ಲೇಟ್,मल्टिन्यूक्लिएट
ಮಲ್ಟಿವ್ಯುಲಾಟಾ ಟೆರೆಸ್ಟ್ರೆಸ್,मल्टीवुलाटे टेरेस्ट्रेस
ಬಹು -ವ್ಯಾಪ್ತಿಯ,मल्टीव्युलेट
ಬಹುತ್ವ,मल्टीपॅरॅसिटिझम
ಬಹುಕಾಲದ,मल्टीपेरस
ಬಹುಕಾಲದ,मल्टीपेरस
ಬಹು ಆಲೀಲ್,एकाधिक le लेल
ಬಹು ಅಲಲಾತಿ,एकाधिक le लेलिझम
ಬಹು ವಿದಳನ,एकाधिक विखंडन
ಬಹು ಅಂಡೋತ್ಪತ್ತಿ ಭ್ರೂಣ ವರ್ಗಾವಣೆ ತಂತ್ರ (MOET),एकाधिक ओव्हुलेशन गर्भ हस्तांतरण तंत्र (एमओईटी)
ಗುಣಾಕೃತಿ,गुणाकार
ಗುಣಾಕಾರ ಬೆಳವಣಿಗೆ,गुणाकार वाढ
ಮಲ್ಟಿಪೋಲಾರ್ ನರ ಕೋಶ,मल्टीपोलर मज्जातंतू सेल
ಬಹು ಧಂಡ,मल्टीपोलर न्यूरॉन
ವಿವಿಧೋದ್ದೇಶ ಸಾಧನ,बहुउद्देशीय साधन
ಮರಿಹುಳು,गालगुंड
ಮಣ್ಣಾದ,म्युरिन
ಮಸ್ಕಾ ಡೊಮೆಸ್ಟಿಕಾ,मस्का डोमेस्टिका
ಕಸ,मस्किडे
ಸ್ನಾಯು ನಡು,स्नायू फायबर
ಸ್ನಾಯು ವಿಶ್ರಾಂತಿ,स्नायू शिथिलता
ಸ್ನಾಯು ಅಂಗಾಂಶ,स्नायू ऊतक
ಸ್ನಾಯು,स्नायुंचा
ಸ್ನಾಯುಗಿಡ ಡಿಸ್ಟ್ರೋಫಿ,स्नायुंचा विकृती
ಸ್ನಾಯುಗಿಡ ಡಿಸ್ಟ್ರೋಫಿ,स्नायुंचा विकृती
ಸ್ನಾಯು ಕಾಲು,स्नायूंचा पाय
ಸ್ನಾಯುವಿನ ಚಲನೆ,स्नायूंच्या हालचाली
ಸ್ನಾಯುಗೂಡಿಕೆ,स्नायूंचा तणाव
ಸ್ನಾಯು,स्नायू
ಮಸ್ಕ್ಯುಲಾರಿಸ್ ವಿಪರೀತ,मस्क्युलरिस एक्स्ट्रामा
ಸ್ನಾಯು,स्नायू
ಅಣಬೆ,मशरूम
ಮಸ್ಸೆಲ್,शिंपले
ರೂಪಾಂತರ,म्युटागेन
ರೂಪಾಂತರಿತ ಆಲೀಲ್,उत्परिवर्ती le लेल
ರೂಪಾಂತರ,उत्परिवर्तन
ರೂಪಾಂತರ ಸಂತಾನೋತ್ಪತ್ತಿ,उत्परिवर्तन प्रजनन
ರೂಪಾಂತರದ ಸಿದ್ಧಾಂತ,उत्परिवर्तन सिद्धांत
ಪರಸ್ಪರವಾದ,परस्परवाद
ಪರಸ್ಪರ ಲಾಭದಾಯಕ,परस्पर फायदेशीर
ಮೈಸ್ತೇನಿಯಾ ಗ್ರ್ಯಾವಿಸ್,मायस्थेनिया ग्रॅव्हिस
ಕವಕ,मायसेलियम
ಮೈಕೋಬ್ಯಾಕ್ಟರ,मायकोबॅक्टीरियम
ಮೈಕೋಬಯಂತ್,मायकोबिओन्ट
ಮೈಕೋಕ್ ಆಮ್ಲ,मायकोइक acid सिड
ಮೈಕೋಪ್ಲಾಸ್ಮಾ,मायकोप्लाझ्मा
ಮೈಕೋರೈಜ್,मायकोरिझा
ಮೈಕೋರೀಜಲ್,मायकोरिझल
ಮೈದಾನದ,मायलेन्सेफॅलॉन
ಮೈಯಲಿನ್ ಪೊರೆ,मायेलिन म्यान
ಮೈಯಿಲೀನಾದ,मायलीनेटेड
ಯೊಕಾರ್ಡಿಯಲ್ ನಾರು,मायोकार्डियल फायबर
ಹೃದಯಾಕೃತಿ ಪ್ರಮಾಣ,ह्दयस्नायूमध्ये रक्ताची गुठळी होऊन बसणे
ಮಯೋಕಾರ್ಡಿಯಂ,मायोकार्डियम
ಒಂದು ಬಗೆಯ ಮಯಾಪಿಥೀಲಿಯಂ,मायओपिथेलियम
ಮೈಯಾಫಿಬ್ರಿಲ್,मायोफिब्रिल
ಮೈನೋಜೆನಿಕ್ ಕಾರ್ಯವಿಧಾನ,मायोजेनिक यंत्रणा
ಮದಿಮಿಯ,मायोग्लोबिन
ಒಂದು ಬಗೆಯ ಉಣ್ಣೆಯಂಥ,मायओमेट्रियम
ಮಯೋಸಿನ್,मायोसिन
ಮೈರಿಸ್ಟಿಸ್ಟೇಸಿ,मायरिस्टीसीए
ಮೈರ್ಮೆಕೋಫಲಿ,Myrmecophily
ಮೈಕ್ಸೊಮೈಸೆಟ್ಸ್ ಸದಸ್ಯ,मायक्सोमाइसेट्स सदस्य
ಕಲಬೆರಕೆ,मेटाटारसस
ಎನ್-ಅಸೆಟೈಲ್ ಗ್ಯಾಲಕ್ಟೋಸಮೈನ್,एन-एसिटिल गॅलेक्टोसामाइन
ನಜಾ,नजा
ನಲಿಕೆಯ,नॅनोग्राम
ನಾಫ್ಥಲೀನ್,नेफथलीन
ನೇರಳತಾವಾದಿ,नेपिफॉर्म रूट
ನಾರಾವೆಲಿಯ,नरावेलिया
ಮಾದಕ ವಸ್ತುವಿನ,मादक
ಮೂಗಿನ ಚೀಲ,अनुनासिक थैली
ನಾಸೊಫಾರ್ನೆಕ್ಸ್,नासोफॅरेन्क्स
ನಾಸ್ಟಿಕ್ (ನಾಸ್ಟಿಸಮ್),नॅस्टिक (नॅस्टिझम)
ನಾಸ್ಟಿಕ್ ಪ್ರಕಾರ,नॅस्टिक प्रकार
ನ್ಯಾಟಾಲಿಟಿ (ಜನನ ಪ್ರಮಾಣ),जन्म (जन्म दर)
ರಾಷ್ಟ್ರೀಯ ಏಡ್ಸ್ ಕಾಂಟ್ರಾಲ್ ಆರ್ಗನೈಸೇಶನ್ (NACO),नॅशनल एड्स कॉन्ट्रल ऑर्गनायझेशन (एनएसीओ)
ರಾಷ್ಟ್ರೀಯ ಉದ್ಯಾನವನ,राष्ट्रीय उद्यान
ರಾಷ್ಟ್ರೀಯ ಬೀಜ ನಿಗಮ (ಎನ್‌ಎಸ್‌ಸಿ),राष्ट्रीय बियाणे कॉर्पोरेशन (एनएससी)
ಸ್ಥಳೀಯ ಪ್ರತಿಜನಕ,मूळ प्रतिजैविक
ಸ್ಥಳೀಯ ರಾಕ್,नेटिव्ह रॉक
ಸ್ಥಳೀಯ ಪ್ರಭೇದಗಳು,मूळ प्रजाती
ಸ್ವಾಭಾವಿಕ ಸಂಬಂಧ,नैसर्गिक आत्मीयता
ಸ್ವಾಭಾವಿಕ ವಯಸ್ಸಾದ,नैसर्गिक वृद्धत्व
ಸ್ವಾಭಾವಿಕ ಅಳಿವಿನ,नैसर्गिक नामशेष
ಸ್ವಾಭಾವಿಕ ಹೆಚ್ಚಳ,नैसर्गिक वाढ
ನೈಸರ್ಗಿಕ ಕೊಲೆಗಾರ ಕೋಶ,नैसर्गिक किलर सेल
ನೈಸರ್ಗಿಕ ಪೇಸ್‌ಮೇಕರ್,नैसर्गिक पेसमेकर
ನೈಸರ್ಗಿಕ ಕೀಟ ನಿಯಂತ್ರಣ,नैसर्गिक कीटक नियंत्रण
ನೈಸರ್ಗಿಕ ವಿಜ್ಞಾನ,नैसर्गिक विज्ञान
ನೈಸರ್ಗಿಕ ಆಯ್ಕೆ,नैसर्गिक निवड
ನೈಸರ್ಗಿಕ ಜಗತ್ತು,नैसर्गिक जग
ಸಹಜ ವಲಯ,नैसर्गिक झोन
ಸ್ವಾಭಾವಿಕತಾವಾದಿ,निसर्गवादी
ವಾಕರಿಕೆ,मळमळ
ಕುತ್ತಿಗೆ,मान
ಕುತ್ತಿಗೆ,मान
Necrತಕ,नेक्रोसिस
ಮಕರಂದ ಹೀರುವ,अमृत ​​शोषक
ಮಕರಂದೆಯ,अमृत
ಮಧು,अमृत
ಮಧು,अमृत
ಮಧುರ,नेक्टुरस
ನಕಾರಾತ್ಮಕ (ಪ್ರತಿಬಂಧ) ಪರಸ್ಪರ ಕ್ರಿಯೆ,नकारात्मक (प्रतिबंध) परस्परसंवाद
ನಕಾರಾತ್ಮಕ ಫೀಡ್ ಬ್ಯಾಕ್,नकारात्मक फीड परत
ನಕಾರಾತ್ಮಕವಾಗಿ ಶುಲ್ಕ ವಿಧಿಸಲಾಗಿದೆ,नकारात्मक चार्ज
ಸಣ್ಣ,नेमथलेमिंथ्स
ನದಿಮೋಡಿ,नेमाटोड
ನವಪ್ಲ ತರತೆ,नियोप्लाझम
ನವಪ್ಲ ತರತೆ,नियोप्लाझम
ನೇತ್ರ,नेपेन्थेसी
ನೇಪಟ್ಟು,Nepenthes
ನೇತ್ರೋಡ,नेफ्रिडिया
ನೆಫ್ರಿಡಿಯಲ್ ಕಾಲುವೆ,नेफ्रिडियल कालवा
ನೇತೃತ್ವ,नेफ्रिडिओपोर
ನೆಹರು,नेफ्रॉन
ಕಂಟಿಮಿಲೀಲಿ,नेफ्रोस्टोम
ನೆಪ್ಚೂನ್ಸ್ ಕಪ್,नेपच्यूनचा कप
ನಿರಿಯುವರ,नेरियम
ನರ ಕೋಶ,मज्जातंतू सेल
ನರ ಪ್ರಚೋದನೆ,मज्जातंतू प्रेरणा
ನರ ಉಂಗುರ,मज्जातंतू रिंग
ನರಮಂಡಲದ,मज्जासंस्था
ನಾಚಿಕಲೆ,नेसोडर्म
ನೆಸ್ಸೆರಿಯಾ ಗೊನೊರಿಯಾ,नेसेरिया गोनोरिया
ನಿವ್ವಳ,निव्वळ शुल्क
ನಿವ್ವಳ ಪ್ರಾಥಮಿಕ ಉತ್ಪಾದಕತೆ,निव्वळ प्राथमिक उत्पादकता
ನಿವ್ವಳ ಉತ್ಪಾದನಾ ದಕ್ಷತೆ,निव्वळ उत्पादन कार्यक्षमता
ನೆಟ್ವರ್ಕ್ ಪ್ರಭೇದಗಳು,नेटवर्क प्रजाती
ನರ ತಟ್ಟೆ,तंत्रिका प्लेट
ನರಶಕ್ತಿನ,न्यूरिस्टेनिया
ನರಶಂಡಾ,न्यूरीलेम्मा
ನರ ಹೈಪೋಫಿಸಿಸ್,न्यूरो हायपोफिसिस
ನರವೈಮತ ವ್ಯವಸ್ಥೆಯ,न्यूरोएन्डोक्राइन सिस्टम
ನರಪತಿ,न्यूरोएपिथेलियम
ನರಗಳ ಕೋಶ,न्यूरोग्लिया सेल
ನರಹತ್ಯಾಕರ್ಷಣೆ,न्यूरोहायपोफिसिस
ನರಸ್ನೂಣಕ ಕಾರ್ಯ,न्यूरोमस्क्युलर फंक्शन
ನರಕೋಶ,मज्जातंतू
ನ್ಯೂರೋಫಿಸಿನ್-ಪ್ರೋಟೀನ್ ಬಂಡಿ,न्यूरोफिसिन-प्रोटीन बॉन्ड
ನರರೋಗ,न्यूरोस्पोरा
ನರಶವಸ್ತ್ರ,न्यूरोसर्जन
ನರರೋಗದ ಆತಂಕ,न्यूरोटिक चिंता
ನರ -ವ್ಯಕ್ತಿ,न्यूरोटिक वैयक्तिक
ನರಪ್ರೇಕ್ಷಕ,न्यूरोट्रांसमीटर
ನರವ್ಯನ,एनवुलेशन
ತಟಸ್ಥಗೊಳಿಸುವಿಕೆ,तटस्थीकरण
ನ್ಯೂಟ್ರೋಚ್,न्यूट्रोफिल
ಹೊಸ ಸಿಸ್ಟಮ್ಯಾಟಿಕ್ಸ್,नवीन सिस्टीमॅटिक्स
ಕುತ್ತಿಗೆಯ,नियासिन
ಸ್ಥಾಪಿತ,कोनाडा विशेषीकरण
ಗೂಡು,कोनाडा
ನಿಕೊಟಿನಮೈಡ್ ಅಡೆನೈನ್,निकोटिनामाइड en डेनिन
ನುಗ್ಗು,निकोटीन
ನಿಕೊಟಿನಿಕ್ ಆಮ್ಲ,निकोटीनिक acid सिड
ಮೆಂಬರೇನ್,Nictitating झिल्ली
ನಾರುಬಟ್ಟೆ,नायजेला
ರಾತ್ರಿ ಹೂವು,रात्रीचे फूल
ನೈಲ್ ಪರ್ಚ,नाईल पर्च
ನಿಸ್ಲ್ ದೇಹ,निस्सल बॉडी
ನಿಸ್ಲ್ನ ಗ್ರ್ಯಾನ್ಯೂಲ್,निस्सलचे ग्रॅन्यूल
ನೈಟ್ರಿಕ್ ಆಕ್ಸೈಡ್,नायट्रिक ऑक्साईड
ನೈಟ್ರೇಟೀಕರಣ,नायट्रीफिकेशन
ನೈಟ್ರೈಫೈಯಿಂಗ್ ಬ್ಯಾಕ್ಟೀರಿಯಂ,नायट्रीफाइंग बॅक्टेरियम
ನೈಟ್ರೊಸೆಲ್ಯುಲೋಸ್,नायट्रोसेल्युलोज
ನೈಟ್ರೋಬಾಕ್ಟರ,नायट्रोबॅक्टर
ನೈಟ್ರೊಕೋಕಸ್,नायट्रोकोकस
ಸಾರಜನಕ ಸಂಯೋಜನೆ,नायट्रोजन आत्मसात
ಸಾರಜನಕ ಫಿಕ್ಸಿಂಗ್ ಆಕ್ಟಿನೊಮೈಸೆಟ್ಸ್,नायट्रोजन फिक्सिंग अ‍ॅक्टिनोमाइसेट्स
ಸಾರಜನಕ ಕಡಿತ,नायट्रोजन कपात
ಸಾರಜನಕ,नायट्रोजनेस
ಸಾರಜನಕ ತ್ಯಾಜ್ಯ,नायट्रोजेनस कचरा
ನೈಟ್ರೊಸೊಮೊನಸ್,नायट्रोसोमोनस
ಗಂಡುಮಕ್ಕ,नोकार्डिया
ನೊಕ್ಟಿಲುಕಾ,Noctiluca
ನೋಡ್ ಜೀನ್,नोड जनुक
ತಪಾಸಣೆ,नोड
ಗಂಟು,नोड्यूल
ಶಬ್ದ ತಡೆಗೋಡೆ,आवाज अडथळा
ಶಬ್ದ ಮಾಲಿನ್ಯ,ध्वनी प्रदूषण
ನಾಮಕರಣ,नामांकन
ಅಲೈಲಿಕ್ ಅಲ್ಲದ ಮಟ್ಟ,नॉन-एलेलिक पातळी
ಜಲೇತರ ಹಂತ,नॉन-जलीय टप्पा
ಜೈವಿಕ ವಿಘಟನೀಯ,नॉन-बायोडिग्रेडेबल
ಸ್ವರಮೇಳದ ಮತ್ತು ಸ್ವರಮೇಳ,नॉन-कॉर्डेट आणि chordate
ಸ್ಪರ್ಧಾತ್ಮಕವಲ್ಲದ ಪ್ರತಿಬಂಧ,स्पर्धात्मक प्रतिबंध
ಆಕ್ಲಿಕ್ ಅಲ್ಲದ ಫೋಟೊಫಾಸ್ಫೊರಿಲೇಷನ್,नॉन-सायक्लिक फोटोफोस्फोरिलेशन
