Kannada,Gujarati
ರೇಖೀಯ ಅಂದಾಜು,રેખીય અંદાજ
ರೇಖೀಯ ಲಕ್ಷಣ,રેખીય એસિમ્પ્ટોટ
ರೇಖೀಯ ಗುಣಾಂಕ,રેખીય ગુણાંક
ಆಘಾತ ಶೇಖರಣೆ,આંચકો સંચય
ಆಘಾತ ನಿರ್ಬಂಧ,આઘાત પ્રતિબંધ
ರೇಖೀಯ ಅವಲಂಬನೆ,રેખીય અવલંબન
ರೇಖೀಯ ಭೇದಾತ್ಮಕ ಸಮೀಕರಣ,રેખીય વિભેદક સમીકરણ
"ರೇಖೀಯ ಆಯಾಮ, ಲೀನಿಯರ್ ಮಾಪನ, ರೇಖೀಯ ಉದ್ದ-ಅಗಲ","લીનિયર ડાયમેન્શન, લીનિયર મેઝરમેન્ટ, લીનિયર લેન્થ-પહોળાઈ"
"ರೇಖೀಯ ಸಮೀಕರಣ, ಕ್ವಾಡ್ರಾಟಿಕ್ ಸಮೀಕರಣ","રેખીય સમીકરણ, ચતુર્ભુજ સમીકરણ"
ರೇಖೀಯ ಏಕರೂಪತೆ,રેખીય એકરૂપતા
ರೇಖೀಯ ಭಾಗಶಃ ಪರಿವರ್ತನೆ,રેખીય અપૂર્ણાંક રૂપાંતર
ರೇಖೀಯ ಕಾರ್ಯ,રેખીય કાર્ય
ರೇಖೀಯ ಕಾರ್ಯ,રેખીય કાર્ય
ರೇಖೀಯ ಗುಂಪು,રેખીય જૂથ
ರೇಖೀಯ ಸ್ವಾತಂತ್ರ್ಯ,રેખીય સ્વતંત્રતા
ರೇಖೀಯ ಸ್ವತಂತ್ರ ಸಂಬಂಧ,રેખીય સ્વતંત્ર સંબંધ
ರೇಖೀಯ ಅಸಮಾನತೆ,રેખીય અસમાનતા
ಲೀನಿಯರ್ ಅಲ್ಲದ ಏಕರೂಪದ ಡಿಫರೆನ್ಷಿಯಲ್ ಸಮೀಕರಣ,રેખીય બિન-સમાન વિભેદક સમીકરણ
ರೇಖೀಯ ಸಮಗ್ರ ಸಮೀಕರಣ,રેખીય અભિન્ન સમીકરણ
ರೇಖೀಯ ಪ್ರಕ್ಷೇಪಣ,રેખીય પ્રક્ષેપ
ಲೀನಿಯರ್ ಲೀಸ್ಟ್ ಸ್ಕ್ವೇರ್ಸ್ ರಿಗ್ರೆಶನ್ ಅನಾಲಿಸಿಸ್,લીનિયર લીસ્ટ સ્ક્વેર રીગ્રેસન એનાલિસિસ
"ಏಕವಚನದಲ್ಲಿ, ರೇಖೀಯವಾಗಿ","એકવચનમાં, રેખીય રીતે"
ರೇಖಾತ್ಮಕವಾಗಿ ಅವಲಂಬಿತವಾಗಿದೆ,રેખીય રીતે નિર્ભર
ರೇಖೀಯವಾಗಿ ಸ್ವತಂತ್ರ,રેખીય રીતે સ્વતંત્ર
ರೇಖೀಯ ಮ್ಯಾಪಿಂಗ್,રેખીય મેપિંગ
ರೇಖೀಯ ಕ್ರಮ,રેખીય ક્રમ
ರೇಖೀಯ ಧಾರಾವಾಹಿ,રેખીય ક્રમાંકન
ರೇಖೀಯ ಪ್ರೋಗ್ರಾಮಿಂಗ್,રેખીય પ્રોગ્રામિંગ
ಲೀನಿಯರ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್ ಅಲ್ಗಾರಿದಮ್,લીનિયર પ્રોગ્રામિંગ અલ્ગોરિધમ
ರೇಖೀಯ ಪ್ರೋಗ್ರಾಮಿಂಗ್ ಸಮಸ್ಯೆ,રેખીય પ્રોગ્રામિંગ સમસ્યા
ರೇಖಾತ್ಮಕ ಹಿಂಜರಿತ,રેખીય રીગ્રેસન
ರೇಖೀಯ ಹಿಂಜರಿತ ಗುಣಾಂಕ,રેખીય રીગ્રેસન ગુણાંક
"ರೇಖೀಯ ಸಂಬಂಧ, ಘಾತೀಯ ಸಂಬಂಧ","રેખીય સંબંધ, ઘાતાંકીય સંબંધ"
ರೇಖೀಯ ಜನಸಂಖ್ಯೆ,રેખીય વસ્તી
ರೇಖೀಯ ಉಪಸ್ಥಳ,રેખીય સબસ્પેસ
ರೇಖೀಯ ರೂಪಾಂತರ,રેખીય પરિવર્તન
ರೇಖಾತ್ಮಕ ಹಿಂಜರಿತ,રેખીય રીગ્રેસન
ರೇಖೀಯ ಭೇದಾತ್ಮಕ ಅಂದಾಜು,રેખીય વિભેદક અંદાજ
ರೇಖೀಯ ವೇಗ,રેખીય વેગ
ಸಾಲಿನ ಅವಿಭಾಜ್ಯ,રેખા અભિન્ન
ಛೇದನದ ಸಾಲು,આંતરછેદની રેખા
ಹಿಂಜರಿತದ ಸಾಲು,રીગ્રેસનની રેખા
ಪ್ರಾದೇಶಿಕ ವೆಕ್ಟರ್,અવકાશી વેક્ટર
ಸ್ಥಳೀಯ ಆಪ್ಟಿಮಮ್,સ્થાનિક શ્રેષ્ઠ
"ಲೋಕಸ್, ಲೋಕಸ್","લોકસ, લોકસ"
ಲಾಗ್ ಲಾಗ್ ಲಾಗ್,લોગ લોગ લોગ
"ಲಾಗರಿಥಮಿಕ್, ಲಾಗರಿಥಮಿಕ್","લઘુગણક, લઘુગણક"
ಲಾಗರಿಥಮಿಕ್ ನಿಖರತೆ,લઘુગણક ચોકસાઈ
ಲಾಗರಿಥಮ್ ಲೆಕ್ಕಾಚಾರ,લઘુગણક ગણતરી
"ಲಾಗರಿಥಮಿಕ್ ಕರ್ವ್, ಲಾಗರಿಥಮಿಕ್ ಕರ್ವ್","લઘુગણક વળાંક, લઘુગણક વળાંક"
ಲಾಗರಿಥಮಿಕ್ ಉತ್ಪನ್ನ,લઘુગણક વ્યુત્પન્ન
ಲಾಗರಿಥಮಿಕ್ ಡಿಫರೆನ್ಷಿಯಲ್,લઘુગણક વિભેદક
"ಲಾಗರಿಥಮಿಕ್ ಫಂಕ್ಷನ್, ಲಾಗರಿಥಮಿಕ್ ಫಂಕ್ಷನ್","લઘુગણક કાર્ય, લઘુગણક કાર્ય"
"ಲಾಗರಿಥಮಿಕ್ ಸರಾಸರಿ, ಜ್ಯಾಮಿತೀಯ ಸರಾಸರಿ","લઘુગણક સરેરાશ, ભૌમિતિક સરેરાશ"
ಲಾಗರಿಥಮಿಕ್ ಸಾಮಾನ್ಯ ವಿತರಣೆ,લઘુગણક સામાન્ય વિતરણ
ಲಾಗರಿಥಮಿಕ್ ಸಂಬಂಧ,લઘુગણક સંબંધ
ಲಾಗರಿಥಮಿಕ್ ಸ್ಕೇಲ್,લઘુગણક સ્કેલ
"ಲಾಗರಿಥಮ್ ಸರಣಿ, ಲಾಗರಿಥಮಿಕ್ ಸರಣಿ","લઘુગણક શ્રેણી, લઘુગણક શ્રેણી"
"ಲಾಗರಿಥಮಿಕ್ ಸುರುಳಿ, ಲಾಗರಿಥಮಿಕ್ ಸುರುಳಿ","લઘુગણક સર્પાકાર, લઘુગણક સર્પાકાર"
"ಲಾಗರಿಥಮ್ ಟೇಬಲ್, ಲಾಗರಿಥಮಿಕ್ ಟೇಬಲ್","લઘુગણક કોષ્ટક, લઘુગણક કોષ્ટક"
"ಲಾಗರಿಥಮ್, ಲಾಗರಿಥಮ್","લઘુગણક, લઘુગણક"
ತರ್ಕಶಾಸ್ತ್ರ,તર્કશાસ્ત્ર
ತಾರ್ಕಿಕವಾಗಿ ಸಮಾನ,તાર્કિક રીતે સમકક્ષ
"ಗ್ರೋತ್ ಕರ್ವ್, ಪರ್ಲ್-ರೀಡ್ ಕರ್ವ್","ગ્રોથ કર્વ, પર્લ-રીડ કર્વ"
"ಲಾಗ್ ಸಾಮಾನ್ಯ ವಿತರಣೆ, ಲಾಗ್ ಸಾಮಾನ್ಯ ವಿತರಣೆ","સામાન્ય વિતરણ લોગ કરો, સામાન્ય વિતરણ લોગ કરો"
"ರೇಖಾಂಶ, ರೇಖಾಂಶ","રેખાંશ, રેખાંશ"
"ಕುಣಿಕೆ, ಕುಣಿಕೆ, ಕುಣಿಕೆ (ಸಂ.), ಲೂಪ್ (ವರ್.), ಪ್ರಸ್ಪಂದ","loop, loop, noose (no.), loop (ver.), praspanda"
"ಚುನಾವಣಾ ಪ್ರಚಾರ, ಲಾಟರಿ","ચૂંટણી પ્રચાર, લોટરી"
ಅಂಡರ್ಲೈನ್,રેખાંકિત
"ಕೆಳಗಿನ ಸರಹದ್ದು, ಎಲ್ಲೆ",ના જેટલું કે તેનાથી ઓછું
ಲೋ ರೀಮನ್-ಇಂಟೆಗ್ರಲ್,લો રીમેન-ઇન્ટિગ્રલ
ಕಡಿಮೆ ಮೊತ್ತ,ઓછી રકમ
ಕೆಳಗಿನ ತ್ರಿಕೋನ ಮ್ಯಾಟ್ರಿಕ್ಸ್,ત્રિકોણાકાર મેટ્રિક્સને અનુસરે છે
ಮೆಕ್ಲಾರಿನ್ ಹರಡುವಿಕೆ,mclarin ફેલાય છે
"ಮಾಯಾ ಸಂಖ್ಯೆ, ಮ್ಯಾಜಿಕ್ ಸಂಖ್ಯೆ, ಬಾಳಿಕೆ ಸಂಖ್ಯೆ","માયા નંબર, મેજિક નંબર, ટકાઉપણું નંબર"
ಮಾಯಾ ಚೌಕ,જાદુઈ ચોરસ
ವಿಕಿರಣ ಮಿತಿ,તેજસ્વી મર્યાદા
ಮೇಲಿಂಗ್ ಪ್ರಶ್ನಾವಳಿ,મેઇલિંગ પ્રશ્નાવલી
ಮೇಲ್ ಮೂಲಕ ಸಮೀಕ್ಷೆ,મેઇલ દ્વારા સર્વેક્ષણ
ಓವರ್ಹೆಡ್ ಮಿತಿ,ઓવરહેડ મર્યાદા
ಉದ್ದವಾದ ಚಾಪ,લાંબી ચાપ
ಬೌಂಡ್ ಸೆಟ್,બંધાયેલ સમૂહ
ಬಹುಮೌಲ್ಯದ ಕಾರ್ಯ,બહુમૂલ્ય કાર્ય
"ನಕ್ಷೆ, ನಕ್ಷೆ, ನಕ್ಷೆ","નકશો, નકશો, નકશો"
ಸೆಟ್‌ಗಳಾಗಿ ಮ್ಯಾಪಿಂಗ್,સેટમાં મેપિંગ
ಸೆಟ್ಗಳ ಮ್ಯಾಪಿಂಗ್,સેટનું મેપિંગ
ಕನಿಷ್ಠ ಸಂಭವನೀಯತೆ,સીમાંત સંભાવના
ಗಣಿತದ ವಿಶ್ಲೇಷಣೆ,ગાણિતિક વિશ્લેષણ
ಅಂಕಗಣಿತದ ತರ್ಕ,અંકગણિત તર્ક
ಗಣಿತ ಕೇಂದ್ರ,ગાણિતિક કેન્દ્ર
ಗಣಿತದ ಸಂಕೀರ್ಣತೆ,ગાણિતિક જટિલતા
ಗಣಿತದ ಅರ್ಥಶಾಸ್ತ್ರ,ગાણિતિક અર્થશાસ્ત્ર
ಗಣಿತದ ನಿರೀಕ್ಷೆ,ગાણિતિક અપેક્ષા
ಗಣಿತದ ರೂಪ,ગાણિતિક સ્વરૂપ
"ಗಣಿತದ ಸ್ವರೂಪ, ಗಣಿತದ ಸ್ವರೂಪ","મેથેમેટિકલ ફોર્મેટ, મેથેમેટિકલ ફોર્મેટ"
ಗಣಿತದ ಗುರುತುಗಳು,ગાણિતિક ઓળખ
"ಗಣಿತದ ತರ್ಕ, ಗಣಿತದ ತರ್ಕ","ગાણિતિક તર્ક, ગાણિતિક તર્ક"
ಗಣಿತದ ಮಾದರಿ,ગાણિતિક મોડેલ
ಗಣಿತದ ಉದ್ದೇಶ,ગાણિતિક ઉદ્દેશ
ಮ್ಯಾಟ್ರಿಕ್ಸ್ ಕರ್ಣೀಕರಣ,મેટ્રિક્સ કર્ણકરણ
ಮ್ಯಾಟ್ರಿಕ್ಸ್ ವಿಲೋಮ,મેટ્રિક્સ વ્યસ્ત
ಮ್ಯಾಟ್ರಿಕ್ಸ್ ವಿಲೋಮ,મેટ્રિક્સ વ્યુત્ક્રમ
ಮ್ಯಾಟ್ರಿಕ್ಸ್ ರಿಕರ್ಸಿವ್ ವಿಧಾನ,મેટ્રિક્સ પુનરાવર્તિત પદ્ધતિ
ಮ್ಯಾಟ್ರಿಕ್ಸ್ ವಿಧಾನ,મેટ્રિક્સ પદ્ધતિ
ಮ್ಯಾಟ್ರಿಕ್ಸ್ ಗುಣಾಕಾರ,મેટ્રિક્સ ગુણાકાર
ಸ್ಥಿರಾಂಕಗಳ ಮ್ಯಾಟ್ರಿಕ್ಸ್,સ્થિરાંકોનું મેટ્રિક્સ
ಪ್ರಬಲ ಮ್ಯಾಟ್ರಿಕ್ಸ್,પ્રભાવશાળી મેટ્રિક્સ
ಮ್ಯಾಟ್ರಿಕ್ಸ್ ಆಪರೇಟರ್,મેટ્રિક્સ ઓપરેટર
ಮ್ಯಾಟ್ರಿಕ್ಸ್ ಬಹುಪದೋಕ್ತಿ,મેટ્રિક્સ બહુપદી
ಮ್ಯಾಟ್ರಿಕ್ಸ್ ಮುದ್ರಣ,મેટ્રિક્સ પ્રિન્ટીંગ
ಮ್ಯಾಟ್ರಿಕ್ಸ್ ಉತ್ಪನ್ನ,મેટ્રિક્સ ઉત્પાદન
ಗರಿಷ್ಠಗೊಳಿಸಲಾಗಿದೆ,મહત્તમ
"ಗರಿಷ್ಠ, ಗರಿಷ್ಠ, ಗರಿಷ್ಠ","મહત્તમ, મહત્તમ, સર્વોચ્ચ"
ಗರಿಷ್ಠ ಸಂಪೂರ್ಣ ಮೌಲ್ಯ,મહત્તમ નિરપેક્ષ મૂલ્ય
ಗರಿಷ್ಠ ಎಫ್-ಅನುಪಾತ,મહત્તમ F- ગુણોત્તર
ಗರಿಷ್ಠ ಸಾಮರ್ಥ್ಯ,મહત્તમ સંભવિત
ಮಹಲ್ಪಿಷ್ಠ,મહાલપિસ્તા
ದೊಡ್ಡ ತೀರ್ಮಾನ,મહાન નિષ્કર્ષ
ಕಾರ್ಯದ ಗರಿಷ್ಠ,કાર્યની મહત્તમ
ಮ್ಯಾಕ್ಸ್‌ವೆಲ್-ಬೋಲ್ಟ್ಸ್‌ಮನ್ ಅಂಕಿಅಂಶಗಳು,મેક્સવેલ-બોલ્ટ્સમેન સ્ટેટિસ્ટિક્સ
ವಿಚಲನ ಎಂದರ್ಥ,સરેરાશ વિચલન
ವಿಚಲನ ಸ್ಕ್ವೇರ್ ಮೀನ್,વિચલન સ્ક્વેર મીન
ಚದರ ಅರ್ಥ ದೋಷ,ચોરસ સરેરાશ ભૂલ
"ಸರಾಸರಿ, ಸರಾಸರಿ ಮೌಲ್ಯ","સરેરાશ, સરેરાશ મૂલ્ય"
ಅರ್ಥ ಪ್ರಮೇಯ,સરેરાશ પ્રમેય
ಬಬ್ಲಿ ಮಾಪನ,બબલી માપન
"ಮಧ್ಯಮ, ಮಧ್ಯಮ, ಮಧ್ಯಮ, ಮಧ್ಯಮ","મધ્ય, મધ્ય, મધ્ય, મધ્ય"
ಮಧ್ಯಮ ಕೇಂದ್ರ,મધ્ય કેન્દ્ર
ಮಧ್ಯದ ವಕ್ರರೇಖೆ,મધ્ય વળાંક
ಮೆಸೊಥೆಲಿಯೊಮಾ,મેસોથેલિયોમા
ಸಂದೇಶ,સંદેશ
"ಪದ್ಧತಿ, ವಿಧಾನ","કસ્ટમ, પદ્ધતિ"
ಅಳಿಸುವಿಕೆ ವಿಧಾನ,કાઢી નાખવાની પદ્ધતિ
ವಿಲೋಮ ವಿಧಾನ,વ્યુત્ક્રમ પદ્ધતિ
ಪುನರಾವರ್ತನೆಯ ವಿಧಾನ,પુનરાવર્તન પદ્ધતિ
ಕನಿಷ್ಠ ಚೌಕ,ઓછામાં ઓછો ચોરસ
ಟಾರ್ಕ್ ವಿಧಾನ,ટોર્ક પદ્ધતિ
ಇದೇ ರೀತಿಯ ತ್ರಿಕೋನ ವಿಧಾನ,સમાન ત્રિકોણ પદ્ધતિ
ಇಳಿಜಾರು ಮೂಲದ ವಿಧಾನ,ઢાળ ઉતરવાની પદ્ધતિ
ಸಂಕಲನ ವಿಧಾನ,સંકલન પદ્ધતિ
ನಿರ್ಧರಿಸದ ಗುಣಾಂಕ ವಿಧಾನ,અનિર્ધારિત ગુણાંક પદ્ધતિ
ದೂರದ ಜನಸಂಖ್ಯೆ,અંતર વસ્તી
ಮೆಟ್ರಿಕ್ ಪದ್ಧತಿ,મેટ્રિક સિસ્ટમ
ಮೆಟ್ರಿಕ್ ಘಟಕ,મેટ્રિક એકમ
ಸೂಕ್ಷ್ಮ ಸಿದ್ಧಾಂತ,સૂક્ષ્મ સિદ્ધાંત
ಮಧ್ಯಮ,મધ્ય
ಮಧ್ಯಮ,મધ્ય
ಕೇಂದ್ರ ಬಿಂದು,કેન્દ્રીય બિંદુ
ಮಧ್ಯಬಿಂದು ಸೂತ್ರ,મધ્યબિંદુ સૂત્ર
ಕನಿಷ್ಠ ಬಹುಪದೋಕ್ತಿ,ન્યૂનતમ બહુપદી
ಕನಿಷ್ಠ ಸಿದ್ಧಾಂತ,લઘુત્તમ સિદ્ધાંત
"ಕನಿಷ್ಠ, ಕಡಿಮೆ, ಕಡಿಮೆ","ન્યૂનતમ, સૌથી નીચો, સૌથી નીચો"
ಕಡಿಮೆ ಬಿಂದು,નીચા બિંદુ
ಕನಿಷ್ಠ ಬಹುಪದೋಕ್ತಿ,ઓછામાં ઓછા બહુપદી
ಕಾರ್ಯದ ಕನಿಷ್ಠ,કાર્યનું ન્યૂનતમ
ಸಣ್ಣ ಚಾಪ,ટૂંકા ચાપ
ಸಣ್ಣ ಪತ್ರ,ટૂંકો પત્ર
ಸೀಮಿತ ಉಪವಿಭಾಗ,બાઉન્ડેડ સબસેટ
"ಮೈನಸ್, ಸಾಲ","માઈનસ, દેવું"
ಮೈನಸ್ ಚಿಹ್ನೆ,બાદબાકીનું ચિહ્ન
ಮಿಶ್ರ ಭಾಗ,મિશ્ર અપૂર્ણાંક
ಪರ್ಯಾಯ ಸಾಧನ,વૈકલ્પિક ઉપકરણ
"ಮೋಡ್, ಮೋಡ್, ವಿಧಾನ, ವಿಧಾನ, ವ್ಯವಸ್ಥೆ, ಮೋಡ್","મોડ, મોડ, પદ્ધતિ, પદ્ધતિ, સિસ્ટમ, મોડ"
"ಮಾಡ್ಯುಲಸ್, ಮಾಡ್ಯುಲಸ್","મોડ્યુલસ, મોડ્યુલસ"
ಸಂಕೀರ್ಣ ಸಂಖ್ಯೆಯ ಮಾಡ್ಯುಲಸ್,જટિલ સંખ્યાનું મોડ્યુલસ
ಕ್ಷಣ,ક્ષણ
ಟಾರ್ಕ್ ಕಾರ್ಯ,ટોર્ક કાર્ય
ಬಲದ ಕ್ಷಣ,બળની ક્ષણ
ಆವರ್ತನ-ವಿತರಣೆ ಕ್ಷಣ,આવર્તન-વિતરણ ક્ષણ
ಜಡತ್ವದ ಕ್ಷಣ,જડત્વની ક્ષણ
ಆವೇಗದ ಕ್ಷಣ,મોમેન્ટમ ક્ષણ
ಪ್ರಚೋದನೆ,આવેગ
ಒಂದು ಪೋಸ್ಟ್,એક પોસ્ટ
ಏಕ ಏಕೀಕರಣ,એકલ સંકલન
"ಏಕರೂಪತೆ, ಏಕರೂಪತೆ","એકરૂપતા, મોનોમોર્ફિઝમ"
ಏಕರೂಪದ,મોનોક્યુલર
ಏಕ ದಿಕ್ಕಿನ ಆರೋಹಣ ಅನುಕ್ರಮ,દિશાહીન ચડતો ક્રમ
ನೇರವಾಗಿ,સંપૂર્ણ
ಏಕಮುಖವಾಗಿ ಅರ್ಧಚಂದ್ರಾಕಾರದ ಜಾಲರಿ,દિશાહીન રીતે અર્ધચંદ્રાકાર મેશ
ಏಕರೂಪವಾಗಿ ಹೆಚ್ಚುತ್ತಿರುವ ಅನುಕ್ರಮ,મોનોટિકલી વધતો ક્રમ
ಏಕರೂಪದ ಕಾರ್ಯ,અવિભાજ્ય કાર્ય
ಮಾಂಟೆ-ಕಾರ್ಲೊ ಲೆಕ್ಕಾಚಾರ,મોન્ટે-કાર્લો ગણતરી
ಮಾಂಟೆ-ಕಾರ್ಲೊ ವಿಧಾನ,મોન્ટે-કાર્લો પદ્ધતિ
ಮೋರಾ (ಕ್ರೀಡೆ),મોરા (રમત)
ಸಾವಿನ ಅಂಕಿಅಂಶಗಳು,મૃત્યુના આંકડા
ಹೆಚ್ಚಾಗಿ,મોટે ભાગે
ಚಲನೆ,ગતિ
ಚಲಿಸುವ ಸರಾಸರಿ,મૂવિંગ મીન
ಎಂ-ಜನಸಂಖ್ಯೆ,M-વસ્તી
ಸಮಗ್ರತೆಯ ಎಂ-ಪರೀಕ್ಷೆ,એમ-ટેસ્ટ ઓફ ઇન્ટિગ્રલ
ಬಹು ನಿರ್ಧಾರ-ಸಮಸ್ಯೆ,બહુવિધ નિર્ણય-સમસ્યા
ಬಹುಪದೀಯ ಸಾಮಾನ್ಯ ವಿತರಣೆ,બહુપદી સામાન્ય વિતરણ
ಬಹುಪದೀಯ ಯಾದೃಚ್ಛಿಕ ವೇರಿಯಬಲ್,બહુપદી રેન્ડમ ચલ
ಮಲ್ಟಿಪ್ಲೆಕ್ಸ್ ಸಾರಿಗೆ ಸಮಸ್ಯೆ,મલ્ટિપ્લેક્સ પરિવહન સમસ્યા
ಬಹುಪದೀಯ,બહુપદી
ಬಹುಪದೀಯ ವಿತರಣೆ,બહુપદી વિતરણ
"ಬಹು, ಬಹು, ಬಹು, ಅನೇಕ (v.), ಬಹು, ವಕ್ರೀಕಾರಕ (n.)","બહુવિધ, બહુવિધ, બહુવિધ, ઘણા (વિ.), બહુવિધ, પ્રત્યાવર્તન (એન.)"
ಬಹು ಆಯ್ಕೆಯ ಸಮಸ್ಯೆ,બહુવિધ પસંદગીની સમસ્યા
ಒಕ್ಕೂಟದ ಪ್ರಾಂತ್ಯಗಳು,સંઘીય પ્રાંતો
ಬಹು ಪರಸ್ಪರ ಸಂಬಂಧ,બહુવિધ સહસંબંધ
ಬಹು ಆವರ್ತನ ಕೋಷ್ಟಕ,બહુવિધ આવર્તન કોષ્ટક
ಬಹು ಅವಿಭಾಜ್ಯ,બહુવિધ અભિન્ન
ಬಹು ಏಕೀಕರಣ,બહુવિધ એકીકરણ
ಬಹು ಹಿಂಜರಿತ,બહુવિધ રીગ્રેસન
ಬಹು ಹಿಂಜರಿತ ವಿಶ್ಲೇಷಣೆ,બહુવિધ રીગ્રેસન વિશ્લેષણ
ಬಹು ಹಿಂಜರಿತ ಗುಣಾಂಕ,બહુવિધ રીગ્રેશન ગુણાંક
ಬಹು ಹಿಂಜರಿತ ಸಮೀಕರಣ,બહુવિધ રીગ્રેસન સમીકરણ
ಬಹು ಮೂಲ,બહુમૂળ
ಗುಣಾಕಾರ,ગુણાકાર
(ನಿರ್ಣಾಯಕ) ಸ್ತಂಭಾಕಾರದ ಗುಣಾಕಾರ,(નિર્ધારકનું) સ્તંભાકાર ગુણાકાર
(ನಿರ್ಣಾಯಕ) ರೇಖೀಯ ಗುಣಾಕಾರ,(નિર્ધારકનું) રેખીય ગુણાકાર
ಗುಣಾಕಾರ ಅಂಶ,ગુણાકાર પરિબળ
ಗುಣಾಕಾರ ಕ್ರಿಯೆ,ગુણાકાર કાર્ય
ಗುಣಾತ್ಮಕ ಗುಂಪು,ગુણાત્મક જૂથ
ಗುಣಾಕಾರ ವಿಲೋಮ,ગુણાકાર વ્યસ્ત
ಬಹುತ್ವ,બહુમતી
ಬಹುತ್ವ,બહુમતી
ಸೊನ್ನೆಗಳ ಬಹುಸಂಖ್ಯೆ,શૂન્યની ગુણાકાર
ಗುಣಕ,ગુણક
"ಗುಣಿಸಿ, ಗುಣಿಸಿ","ગુણાકાર, ગુણાકાર"
ಬಹು ವಿತರಣೆ,બહુવિધ વિતરણ
ಮಲ್ಟಿವೇರಿಯೇಟ್ ಸಾಮಾನ್ಯ ವಿತರಣೆ,બહુવિધ સામાન્ય વિતરણ
ಬಹುವಿಧದ ಜನಸಂಖ್ಯೆ,બહુવિધ વસ્તી
"ಪರಸ್ಪರ, ಪರಸ್ಪರ","પરસ્પર, પરસ્પર"
ನಬ್ಲಾ,નાબલા
ನಾಪಿರಿಯಾ,નાપીરીયા
"ನೇಪಿಯರ್ ಲಾಗರಿಥಮ್, ನೇಪಿಯರ್ ಲಾಗರಿಥಮ್","નેપિયર લઘુગણક, નેપિયર લઘુગણક"
"ನೈಸರ್ಗಿಕ ಲಾಗರಿಥಮ್, ನೈಸರ್ಗಿಕ ಲಾಗರಿಥಮ್","કુદરતી લઘુગણક, કુદરતી લઘુગણક"
"ಧನಾತ್ಮಕ ಪೂರ್ಣಾಂಕ, ಧನಾತ್ಮಕ ಪೂರ್ಣಾಂಕ","ધન પૂર્ણાંક, ધન પૂર્ણાંક"
ನಾಟಿಕಲ್ ಮೈಲಿ,નોટિકલ માઇલ
n-vim,n-vim
n-vim ವೆಕ್ಟರ್-ಸ್ಪೇಸ್,n-vim વેક્ટર-સ્પેસ
ಅಗತ್ಯ ಮತ್ತು ಸಾಕಷ್ಟು ನಿರ್ಬಂಧಗಳು,જરૂરી અને પર્યાપ્ત પ્રતિબંધો
ಅಗತ್ಯ ನಿರ್ಬಂಧಗಳು,જરૂરી પ્રતિબંધો
ನಿಷೇಧ,પ્રતિબંધ
"ಋಣಾತ್ಮಕ, ಋಣಾತ್ಮಕ, ಋಣಾತ್ಮಕ","નકારાત્મક, નકારાત્મક, નકારાત્મક"
ಕ್ರೆಡಿಟ್ ವಕ್ರತೆ,ક્રેડિટ વક્રતા
ಋಣಾತ್ಮಕ ನಿರ್ದಿಷ್ಟ ಏಕರೂಪತೆ,નકારાત્મક ચોક્કસ એકરૂપતા
ಋಣಾತ್ಮಕ ಸ್ಥಿರ ಮ್ಯಾಟ್ರಿಕ್ಸ್,નકારાત્મક નિશ્ચિત મેટ્રિક્સ
ಋಣಾತ್ಮಕ ಅರೆನಿರ್ದಿಷ್ಟ ಏಕರೂಪತೆ,નકારાત્મક અર્ધનિશ્ચિત સજાતીય
"ನೆರೆಹೊರೆ, ಸಾಮೀಪ್ಯ","પડોશ, નિકટતા"
"ಬಹು ಮಾದರಿ, ಅಂತರ್ಗತ ಮಾದರಿ","મલ્ટિપલ સેમ્પલિંગ, ઇન્ક્લુઝિવ સેમ્પલિંગ"
ನಿವ್ವಳ ಜನನ ದರ,ચોખ્ખો જન્મ દર
ನ್ಯೂಟಾನಿ ಮೆಕ್ಯಾನಿಕ್ಸ್,ન્યૂટેની મિકેનિક્સ
ನ್ಯೂಟನ್ರ ಡಿವೈಡೆಡ್ ಡಿಫರೆನ್ಸ್ ಫಾರ್ಮುಲಾ,ન્યુટનનું વિભાજિત તફાવત સૂત્ર
ನ್ಯೂಟನ್ರ ಚಲನೆಯ ನಿಯಮಗಳು,ન્યુટનના ગતિના નિયમો
ಹೆಸರು ನಿಯೋಜನೆ,નામ સોંપણી
ನೀಮನ್-ಪಿಯರ್ಸನ್-ತತ್ವ,નેઇમન-પિયર્સન-સિદ્ધાંત
ಶೂನ್ಯ ಸಂಭಾವ್ಯ ಅಂಶ,શૂન્ય સંભવિત તત્વ
ಶೂನ್ಯ ಸಂಭಾವ್ಯ ಮ್ಯಾಟ್ರಿಕ್ಸ್,શૂન્ય સંભવિત મેટ્રિક્સ
"ನೋಡ್, ನೋಡ್, ಎಲೆ, ನಿಬ್, ಫಿಲ್ಟರ್","નોડ, નોડ, પર્ણ, નિબ, ફિલ્ટર"
ಆನ್-ಅಬೆಲಿ ಗುಂಪು,એન-અબેલી જૂથ
ಸಾಪೇಕ್ಷತಾ ಒಮ್ಮುಖ,રિલેટિવિસ્ટિક કન્વર્જન્સ
ಅತೀಂದ್ರಿಯ,ગુણાતીત
ಭ್ರಷ್ಟವಲ್ಲದ,અશુદ્ધ
ಭ್ರಷ್ಟವಲ್ಲದ ಮೂಲ ಸುಸಂಬದ್ಧ ಪರಿಹಾರ,અનકરપ્ટેડ બેઝિસ કોન્સ્ટન્ટ સોલ્યુશન
