Marathi,Telugu
नेस्टेड कमांड  यादी,సమూహ ఆదేశం  జాబితా
नेस्टेड मॅक्रो,సమూహ మాక్రోలు
घरटे पातळी,గూడు స్థాయి
नेस्टिंग स्टोअर,గూడు దుకాణం
निव्वळ रचना,నికర నిర్మాణం
नेटवर्क प्रवेश  नियंत्रण,నెట్‌వర్క్ యాక్సెస్  నియంత్రణ
नेटवर्क प्रवेश  मशीन,నెట్‌వర్క్ యాక్సెస్  యంత్రం
नेटवर्क प्रवेश  किंमत,నెట్‌వర్క్ యాక్సెస్  ధర
नेटवर्क एनालॉग,నెట్‌వర్క్ అనలాగ్
नेटवर्क विश्लेषक,నెట్‌వర్క్ ఎనలైజర్
नेटवर्क  अर्ज,నెట్‌వర్క్  అప్లికేషన్
नेटवर्क  आर्किटेक्चर,నెట్‌వర్క్  వాస్తుశిల్పం
नेटवर्क  जागरूकता,నెట్‌వర్క్  అవగాహన
नेटवर्क  घटक,నెట్‌వర్క్  భాగం
नेटवर्क  गर्दी,నెట్‌వర్క్  రద్దీ
नेटवर्क स्थिर,నెట్‌వర్క్ స్థిరాంకం
नेटवर्क नियंत्रण  मोड,నెట్‌వర్క్ నియంత్రణ  మోడ్
नेटवर्क नियंत्रण  टप्पा,నెట్‌వర్క్ నియంత్రణ  దశ
नेटवर्क नियंत्रण  कार्यक्रम  पिढी,నెట్‌వర్క్ నియంత్రణ  ప్రోగ్రామ్  తరం
नेटवर्क नियंत्रण  सिग्नलिंग युनिट,నెట్‌వర్క్ నియంత్రణ  సిగ్నలింగ్ యూనిట్
नेटवर्क डेटाबेस  प्रणाली,నెట్‌వర్క్ డేటాబేస్  వ్యవస్థ
नेटवर्क फ्रंट एंड,నెట్‌వర్క్ ఫ్రంట్ ఎండ్
नेटवर्क  एकत्रीकरण,నెట్‌వర్క్  అనుసంధానం
नेटवर्क अखंडता,నెట్‌వర్క్ సమగ్రత
नेटवर्क  इंटरकनेक्शन,నెట్‌వర్క్  ఇంటర్ కనెక్షన్
नेटवर्क इंटरफेस  मशीन,నెట్‌వర్క్ ఇంటర్ఫేస్  యంత్రం
नेटवर्क लेयर,నెట్‌వర్క్ పొర
नेटवर्क लोड  विश्लेषण,నెట్‌వర్క్ లోడ్  విశ్లేషణ
नेटवर्क नोड,నెట్‌వర్క్ నోడ్
नेटवर्क ऑपरेटर,నెట్‌వర్క్ ఆపరేటర్
नेटवर्क पथ,నెట్‌వర్క్ మార్గం
नेटवर्क पोर्ट,నెట్‌వర్క్ పోర్ట్
नेटवर्क सिद्धांत,నెట్‌వర్క్ సిద్ధాంతం
नेटवर्क वेळ,నెట్‌వర్క్ టైమింగ్
नेटवर्क टॉप्लॉजी,నెట్‌వర్క్ టాప్‌లాజీ
नेटवर्क आभासी  टर्मिनल,నెట్‌వర్క్ వర్చువల్  టెర్మినల్
तटस्थ ग्राउंड,తటస్థ గ్రౌండ్
तटस्थ रिले,తటస్థ రిలే
तटस्थ  संसर्ग,తటస్థ  ప్రసార
नवीन इनपुट रांग,క్రొత్త ఇన్పుట్ క్యూ
नवीन ओळ वर्ण,కొత్త లైన్ అక్షరం
नवीन पॅक,కొత్త ప్యాక్
नवीन समक्रमित,క్రొత్త సమకాలీకరణ
Nexus,నెక్సస్
Nebe,నిబ్బెల్
निकेल विलंब ओळ,నికెల్ ఆలస్యం లైన్
शून्य पॉईंटर,నిల్ పాయింటర్
नऊ चे पूरक,తొమ్మిది పూరక
नव्वद स्तंभ  कार्ड,తొంభై కాలమ్  కార్డు
NIP,నిప్
नाही ग्राहक  परिस्थिती,నో-కన్సోల్స్  కండిషన్
आवाज  वैशिष्ट्यपूर्ण,శబ్దం  లక్షణం
आवाज घटक,శబ్దం కారకం
आवाज किलर,శబ్దం కిల్లర్
आवाज लावेल,శబ్దం లావెల్
गोंगाट नसलेले कोडिंग,శబ్దం లేని కోడింగ్
आवाज मार्जिन,శబ్దం మార్జిన్
आवाज क्रम,శబ్దం క్రమం
आवाज स्रोत,శబ్దం మూలం
आवाज तापमान,శబ్దం ఉష్ణోగ్రత
गोंगाट करणारा मोड,ధ్వనించే మోడ్
नॉन-एरिथमेटिक  शिफ्ट (= तार्किक  शिफ्ट),అరిథ్మెటిక్ కాని  షిఫ్ట్ (= తార్కిక  మార్పు)
नॉन बायनरी लॉजिक,నాన్ బైనరీ లాజిక్
नॉन-कोडेड  ग्राफिक्स,నాన్-కోడెడ్  గ్రాఫిక్స్
सुसंगत  मोळी,నాన్-కోరెంట్  కట్ట
सुसंगत  मॉड्यूलेशन  प्रणाली,నాన్-కోరెంట్  మాడ్యులేషన్  వ్యవస్థ
नॉन-कॉम्पॅक्ट,నాన్-కాంపాక్ట్
नॉन-कॉन्जंक्शन,నాన్-కంజుక్షన్
कनेक्ट केलेले नाही  संचयन,కనెక్ట్ చేయబడలేదు  నిల్వ
संयुक्त  आयटम,కానిది కాదు  అంశం
डेटा सेट नाही  क्लॉकिंग,కాని డేటా సమితి  క్లాకింగ్
विनाकारण  कर्सर,విధ్వంసక  కర్సర్
विनाकारण  वाचा,విధ్వంసక  చదవండి
विनाकारण  ऑपरेशन वाचा,విధ్వంసక  ఆపరేషన్ చదవండి
विनाशकारी  वाचा,నాన్ డిస్ట్రక్టివ్  చదవండి
नॉन-डिटेरिनिझम,నాన్-డిటెర్మినిజం
नॉन-डिस्ट्रिमिनिस्टिक  ऑटोमाटा,నాన్-డిటెర్మినిస్టిక్  ఆటోమాటా
नॉन डायल ट्रंक,నాన్ డయల్ ట్రంక్
नॉन-डिस्झंक्शन,నాన్-డిస్జక్షన్
समानता नाही,సమానత్వం కానిది
समानता नाही  गेट,సమానత్వం కానిది  గేట్
समानता नाही  ऑपरेशन,సమానత్వం కానిది  ఆపరేషన్
नॉन-समकक्षता  घटक,సమానత్వం లేనిది  మూలకం
नॉन-इरेबल  मध्यम,ఉరిహించలేనిది  మధ్యస్థం
नॉन-इरेबल  प्रोग्राम करण्यायोग्य  साधन,ఉరిహించలేనిది  ప్రోగ్రామబుల్  పరికరం
नॉन-इरेबल  संचयन,ఉరిహించలేనిది  నిల్వ
नॉन-एस्केपिंग की,పర్యవేక్షించని కీ
एक्झिक्युटेबल न करता  विधान,అమలు చేయలేనిది  ప్రకటన
नॉन-पदानुक्रमित क्लस्टर विश्लेषण,క్రమానుగత క్లస్టర్ విశ్లేషణ
नॉन-इफेक्ट प्रिंटर,నాన్-ఇంపాక్ట్ ప్రింటర్
परस्परविरोधी,ఇంటరాక్టివ్ కానిది
रेखीय नसलेले  विकृती,నాన్-లీనియర్  వక్రీకరణ
रेखीय नसलेले  सर्वोत्तमीकरण,నాన్-లీనియర్  సర్వోత్తమీకరణం
रेखीय नसलेले  प्रोग्रामिंग,నాన్-లీనియర్  ప్రోగ్రామింగ్
रेखीय नसलेले  रीग्रेशन मॉडेल,నాన్-లీనియర్  రిగ్రెషన్ మోడల్
लोड करण्यायोग्य  वर्ण संच,లోడలేనిది  అక్షర సమితి
नॉन-लोड लाइन,లోడ్ చేయని లైన్
नॉन-लॉकिंग,లాకింగ్ కానిది
नॉन-मॅपिंग  मोड,నాన్-మ్యాపింగ్  మోడ్
नॉन-मेमरी  संदर्भ  सूचना,నాన్ మెమరీ  సూచన  సూచన
नकारात्मक  क्रमांक,నాన్-నెగటివ్  సంఖ్య
गैर-ऑपरेशन  सूचना,నాన్-ఆపరేషన్  సూచన
नॉन-प्रीमेटिव्ह  वाटप,నాన్-రిమిటివ్  కేటాయింపు
नॉन-प्रक्रिया  इंग्रजी,నాన్-ప్రొసిడరల్  భాష
नॉन-प्रक्रिया  देणारं  इंग्रजी,నాన్-ప్రొసీజర్  ఆధారిత  భాష
नॉन-प्रोडक्टिव्ह  मतदान,ఉత్పాదకత లేని  ఎన్నికలో
नॉन-प्रोडक्टिव्ह  कार्य,ఉత్పాదకత లేని  పని
नॉन-प्रोग्राम केलेले  थांबवा,ప్రోగ్రామ్ చేయబడలేదు  హాల్ట్
रिअल-टाइम  प्रक्रिया,నాన్ రియల్ టైమ్  ప్రాసెసింగ్
पुनर्प्राप्त करण्यायोग्य  त्रुटी,తిరిగి పొందలేనిది  లోపం
गैर-प्रतिबिंबित शाई,ప్రతిబింబించే సిరా
अनिवासी  स्थिती,నాన్-రెసిడెంట్  స్థానం
पुन्हा न करता येण्यासारख्या,పునర్వినియోగపరచలేనిది
बिगर समान प्रसारण,నాన్-సిమల్టేనియస్ ట్రాన్స్మిషన్
नॉन-स्टोरेज डिव्हाइस,నిల్వ చేయని పరికరం
नॉन-स्विच लाइन,నాన్-స్విచ్డ్ లైన్
नॉन-स्विचिंग  कनेक्शन,నాన్-స్విచింగ్  కనెక్షన్
टर्मिनल नोड,నాన్-టెర్మినల్ నోడ్
पारंपारिक गैर-पारदर्शक  मोड,పారదర్శకంగా లేని  మోడ్
नॉन-अस्थिर  मेमरी,అస్థిరత లేనిది  మెమరీ
नॉन-अस्थिर रॅम,నాన్-వోలేటైల్ రామ్
नॉन-अस्थिर संचयन,అస్థిర నిల్వ
नॉन-वेटेड कोड,బరువు లేని కోడ్
नाही-ऑप,లేదు
गैर-ऑपरेशन,నో-ఆపరేషన్
एनओपी सूचना,NOP సూచన
किंवा नाही,లేదా
किंवा घटक नाही,లేదా మూలకం
नाही कार्य,లేదా ఫంక్షన్
किंवा गेट,గేట్ లేదా గేట్
सामान्य संपर्क,సాధారణ పరిచయం
सामान्य दिशा  प्रवाह,సాధారణ దిశ  ప్రవాహం
सामान्यीकरण,సాధారణీకరించండి
सामान्यीकृत डिव्हाइस  समन्वय,సాధారణీకరించిన పరికరం  సమన్వయం
सामान्यीकृत फॉर्म,సాధారణీకరించిన రూపం
सामान्य,సాధారణం
सामान्यत: बंद  संपर्क,సాధారణంగా మూసివేయబడుతుంది  సంప్రదించండి
सामान्यत: उघडा  संपर्क,సాధారణంగా తెరిచి ఉంటుంది  సంప్రదించండి
सामान्य प्रतिसाद,సాధారణ ప్రతిస్పందన
मानदंड चाचणी,సాధారణ పరీక్ష
नाही,కాదు
नाही आणि नाही,కాదు మరియు
नाही आणि नाही  ऑपरेशन,కాదు మరియు  ఆపరేషన్
दोन्ही नाही  ऑपरेशन (= नॉन  संयोग),నాట్-బోత్  ఆపరేషన్ (ఆపరేషన్ (= కాని  సంయోక్ష)
सर्किट नाही,సర్క్యూట్ కాదు
घटक नाही,మూలకం కాదు
समतुल्य नाही  गेट,సమానత్వం కాదు  గేట్
गेट नाही,గేట్ కాదు
नाही-नंतर  घटक,అప్పుడు కాదు  మూలకం
नाही-नंतर  (= बहिष्कार),అప్పుడు కాదు  (= మినహాయింపు)
नाही-नंतर  गेट,అప్పుడు కాదు  గేట్
नाही-नंतर  ऑपरेशन,అప్పుడు కాదు  ఆపరేషన్
ऑपरेशन नाही,ఆపరేషన్ కాదు
नाही-किंवा नाही,కాదు. లేదా
नाही-किंवा नाही  ऑपरेशन,కాదు. లేదా  ఆపరేషన్
शून्य  पूरक  (= रेडिक्स  पूरक),నాట్  పూరక  (= రాడిక్స్  పూర్తి)
शून्य राज्य,శూన్య రాష్ట్రం
न्यूक्लियस  आरंभिकरण  कार्यक्रम,న్యూక్లియస్  ప్రారంభించడం  ప్రోగ్రామ్
शून्य वर्ण,శూన్య పాత్ర
शून्य वर्ण  स्ट्रिंग,శూన్య పాత్ర  స్ట్రింగ్
शून्य चक्र,శూన్య చక్రం
शून्य डिटेक्टर,శూన్య డిటెక్టర్
शून्य ओळ,శూన్య రేఖ
शून्य यादी (= रिक्त  यादी),శూన్య జాబితా (= ఖాళీ  జాబితా)
शून्य लोकेटर मूल्य,శూన్య లొకేటర్ విలువ
शून्य रेकॉर्ड,శూన్య రికార్డు
शून्य स्ट्रिंग (= रिक्त स्ट्रिंग),శూన్య స్ట్రింగ్ (= ఖాళీ స్ట్రింగ్)
एनयूएल दडपशाही,నుల్ అణచివేత
क्रमांक नियंत्रण,సంఖ్య నియంత్రణ
क्रमांक क्रंचर,సంఖ్య క్రంచర్
क्रमांक जनरेटर,సంఖ్య జనరేటర్
क्रमांक गट,సంఖ్య సమూహం
क्रमांकन योजना,నంబరింగ్ ప్లాన్
क्रमांकन योजना  क्षेत्र,నంబరింగ్ ప్లాన్  ప్రాంతం
क्रमांक श्रेणी,సంఖ్య పరిధి
क्रमांक  प्रतिनिधित्व,సంఖ్య  ప్రాతినిథ్యం
क्रमांक  प्रतिनिधित्व  प्रणाली,సంఖ్య  ప్రాతినిథ్యం  వ్యవస్థ
क्रमांक क्रम,సంఖ్య క్రమం
क्रमांक सेवा,సంఖ్య సేవ
क्रमांक सेवा  ऑपरेटर,సంఖ్య సేవ  ఆపరేటర్
संख्या प्रणाली,సంఖ్యా వ్యవస్థ
संख्यात्मक विश्लेषण,సంఖ్యా విశ్లేషణ
संख्यात्मक कोड,సంఖ్యా కోడ్
संख्यात्मक नियंत्रण,సంఖ్యా నియంత్రణ
संख्यात्मक डेटा,సంఖ్యా డేటా
संख्यात्मक रेखीय  बीजगणित,సంఖ్యా సరళ  బీజగణితం
संख्यात्मक स्थिरता,సంఖ్యా స్థిరత్వం
संख्यात्मक टेप,సంఖ్యా టేప్
संख्यात्मक अणु  चिन्ह,సంఖ్యా అణు  చిహ్నం
संख्यात्मक  बॅक-स्पेस  वर्ण,సంఖ్యా  బ్యాక్-స్పేస్  పాత్ర
संख्यात्मक बिट डेटा,సంఖ్యా బిట్ డేటా
संख्यात्मक वर्ण,సంఖ్యా పాత్ర
संख्यात्मक वर्ण  डेटा,సంఖ్యా పాత్ర  సమాచారం
संख्यात्मक वर्ण  सेट,సంఖ్యా పాత్ర  సెట్
संख्यात्मक वर्ण  सबसेट,సంఖ్యా పాత్ర  ఉపసమితి
संख्यात्मक कोड,సంఖ్యా కోడ్
संख्यात्मक कोडेड  वर्ण संच,సంఖ్యా-కోడెడ్  అక్షర సమితి
संख्यात्मक नियंत्रण,సంఖ్యా నియంత్రణ
संख्यात्मक डेटा,సంఖ్యా డేటా
संख्यात्मक संपादित  वर्ण,సంఖ్యా సవరణ  పాత్ర
संख्यात्मक आयटम,సంఖ్యా అంశం
संख्यात्मक शाब्दिक,సంఖ్యా అక్షరం
संख्यात्मक पॅड,సంఖ్యా ప్యాడ్
संख्यात्मक पंच,సంఖ్యా పంచ్
संख्यात्मक  प्रतिनिधित्व,సంఖ్యా  ప్రాతినిథ్యం
संख्यात्मक शिफ्ट,సంఖ్యా షిఫ్ట్
संख्यात्मक जागा  वर्ण,సంఖ్యా స్థలం  పాత్ర
संख्यात्मक स्ट्रिंग,సంఖ్యా స్ట్రింగ్
संख्यात्मक शब्द,సంఖ్యా పదం
Nybble,నైబుల్
Nyquist दर,నైక్విస్ట్ రేటు
ऑब्जेक्ट आर्किटेक्चर  (ऑब्जेक्ट-देणारं  आर्किटेक्चर),ఆబ్జెక్ట్ ఆర్కిటెక్చర్  (ఆబ్జెక్ట్ ఓరియంటెడ్  వాస్తుశిల్పం)
ऑब्जेक्ट कोड,ఆబ్జెక్ట్ కోడ్
ऑब्जेक्ट कोड  सुसंगतता,ఆబ్జెక్ట్ కోడ్  అనుకూలత
ऑब्जेक्ट संगणक,ఆబ్జెక్ట్ కంప్యూటర్
ऑब्जेक्ट डेक,ఆబ్జెక్ట్ డెక్
ऑब्जेक्ट व्याख्या,ఆబ్జెక్ట్ డెఫినిషన్
वस्तुनिष्ठ कार्य,ఆబ్జెక్టివ్ ఫంక్షన్
ऑब्जेक्ट भाषा,ఆబ్జెక్ట్ లాంగ్వేజ్
ऑब्जेक्ट लायब्ररी,ఆబ్జెక్ట్ లైబ్రరీ
ऑब्जेक्ट मशीन,ఆబ్జెక్ట్ మెషిన్
ऑब्जेक्ट मॉडेल,ఆబ్జెక్ట్ మోడల్
ऑब्जेक्ट मॉड्यूल,ఆబ్జెక్ట్ మాడ్యూల్
ऑब्जेक्ट मॉड्यूल  लायब्ररी,ఆబ్జెక్ట్ మాడ్యూల్  గ్రంధాలయం
ऑब्जेक्ट-देणारं  आर्किटेक्चर,ఆబ్జెక్ట్ ఓరియంటెడ్  వాస్తుశిల్పం
ऑब्जेक्ट देणारं  इंग्रजी,ఆబ్జెక్ట్ ఓరియంటెడ్  భాష
ऑब्जेक्ट पॅक,ఆబ్జెక్ట్ ప్యాక్
ऑब्जेक्ट फेज,ఆబ్జెక్ట్ దశ
ऑब्जेक्ट प्रोग्राम,ఆబ్జెక్ట్ ప్రోగ్రామ్
ऑब्जेक्ट रूटीन,ఆబ్జెక్ట్ రొటీన్
ऑब्जेक्ट वेळ,ఆబ్జెక్ట్ సమయం
ऑक्टल कोड,ఆక్టల్ కోడ్
ऑक्टल अंक,అష్ట అంకె
ऑक्टल नंबर,అష్ట సంఖ్య
ऑक्टल नंबर  प्रणाली,అష్ట సంఖ్య  వ్యవస్థ
ऑक्टोनरी,అక్టోనరీ
विचित्र-अगदी चेक,బేసి-ఈవెన్ చెక్
विचित्र-इव्हन शब्द  वेळ,బేసి-ఈవెన్ పదం  సమయం
विचित्र समता,బేసి సమానత్వం
विचित्र समता तपासणी,బేసి పారిటీ చెక్
कार्यालय ऑटोमेशन,ఆఫీస్ ఆటోమేషన్
कार्यालयीन माहिती  प्रणाली,కార్యాలయ సమాచారం  వ్యవస్థ
ऑफ-लाइन,ఆఫ్-లైన్
ऑफ-लाइन उपकरणे,ఆఫ్-లైన్ పరికరాలు
ऑफ-लाइन मोड,ఆఫ్-లైన్ మోడ్
ऑफ-लाइन प्रक्रिया,ఆఫ్-లైన్ ప్రాసెసింగ్
ऑफ-लाइन स्टोरेज,ఆఫ్-లైన్ నిల్వ
ऑफ-लाइन सिस्टम,ఆఫ్-లైన్ వ్యవస్థ
ऑफ-लाइन युनिट,ఆఫ్-లైన్ యూనిట్
ऑफसेट,ఆఫ్‌సెట్
ऑफसेट पंच,ఆఫ్‌సెట్ పంచ్
ऑफसेट स्टॅकर,ఆఫ్‌సెట్ స్టాకర్
ऑफसेट सिस्टम,ఆఫ్‌సెట్ సిస్టమ్
ऑफसेट व्हेरिएबल,ఆఫ్‌సెట్ వేరియబుల్
रिकामा वेळ,సమయం ముగిసింది
बिट वर,బిట్ మీద
ऑन-चिप नियंत्रण  तर्कशास्त्र,ఆన్-చిప్ నియంత్రణ  లాజిక్
अटीवर,షరతుపై
मागणी प्रणालीवर,డిమాండ్ వ్యవస్థపై
एक-पत्ता,వన్-అడ్రస్
एक-पत्ता  सूचना,వన్-అడ్రస్  సూచన
एक-चिप,వన్-చిప్
एक-आयामी  इंग्रजी,ఒక డైమెన్షనల్  భాష
एक-एलिमेंट,ఒక-మూలకం
एकासाठी एक,వన్-ఫర్-వన్
एकासाठी एक  अनुवाद,వన్-ఫర్-వన్  అనువాదం
एक गेट (= किंवा  गेट),ఒక గేట్ (= = లేదా  గేట్)
एक-स्तरीय पत्ता,ఒక-స్థాయి చిరునామా
एक-स्तरीय कोड,ఒక-స్థాయి కోడ్
एक-स्तरीय स्टोअर,ఒక-స్థాయి స్టోర్
एक-स्तरीय  सबरूटिन,ఒక స్థాయి  సబ్‌ట్రౌటిన్
एक आउटपुट,ఒక-అవుట్పుట్
एक-शॉट सर्किट,వన్-షాట్ సర్క్యూట్
एक स्टॉप ऑपरेशन,వన్-స్టాప్ ఆపరేషన్
एक ते एक  असेंबलर,ముఖాముఖి  సమీకరించేవాడు
एक ते एक  कार्य,ముఖాముఖి  ఫంక్షన్
एक ते एक वर  कार्य,ఒకటి నుండి ఒకటి  ఫంక్షన్
एकेरि मार्ग  संप्रेषण,ఒక మార్గం  కమ్యూనికేషన్
एक मार्ग जोडलेली यादी,వన్ వే లింక్డ్ లిస్ట్
एकेरि मार्ग  संसर्ग,వన్-వే  ప్రసార
एक-वे ट्रंक,వన్-వే ట్రంక్
ऑनलाईन,ఆన్-లైన్
ऑनलाईन बॅच  प्रक्रिया,ఆన్-లైన్ బ్యాచ్  ప్రాసెసింగ్
ऑनलाईन  संप्रेषण,ఆన్-లైన్  కమ్యూనికేషన్
ऑनलाईन डायग्नोस्टिक्स,ఆన్-లైన్ డయాగ్నస్టిక్స్
ऑनलाईन उपकरणे,ఆన్-లైన్ పరికరాలు
ऑनलाईन फ्लाय,ఆన్-లైన్ ఫ్లై
ऑनलाईन इनपुट,ఆన్-లైన్ ఇన్పుట్
ऑनलाईन मोड,ఆన్-లైన్ మోడ్
ऑनलाईन प्लॉटर,ఆన్-లైన్ ప్లాటర్
ऑनलाईन प्रक्रिया,ఆన్-లైన్ ప్రాసెసింగ్
ऑनलाईन प्रोग्राम  विकास,ఆన్-లైన్ ప్రోగ్రామ్  అభివృద్ధి
ऑनलाईन  प्रोग्रामिंग,ఆన్-లైన్  ప్రోగ్రామింగ్
ऑनलाईन शोध,ఆన్‌లైన్ శోధన
ऑनलाईन स्टोरेज,ఆన్-లైన్ నిల్వ
ऑनलाईन सिस्टम,ఆన్-లైన్ సిస్టమ్
ऑनलाईन टर्मिनल,ఆన్-లైన్ టెర్మినల్
ऑनलाईन टर्मिनल  चाचणी,ఆన్-లైన్ టెర్మినల్  పరీక్ష
ऑनलाईन चाचणी,ఆన్-లైన్ పరీక్ష
ऑनलाईन चाचणी प्रणाली,ఆన్-లైన్ పరీక్ష వ్యవస్థ
ऑनलाईन युनिट,ఆన్-లైన్ యూనిట్
फंक्शन वर,ఫంక్షన్‌లో
उघडा पत्ता,ఓపెన్ చిరునామా
ओपन कोड,ఓపెన్ కోడ్
खुले जिल्हाधिकारी,ఓపెన్ కలెక్టర్
खुले जिल्हाधिकारी  साधन,ఓపెన్ కలెక్టర్  పరికరం
संपर्क टोन उघडा,ఓపెన్ కాంటాక్ట్ టోన్
ओपन-एन्ड,అవధులు లేకుండుట
ओपन-एन्ड लाइन,ఓపెన్-ఎండ్ లైన్
फाईल उघडा,ఫైలును తెరవండి
ओपन लूप नियंत्रण,ఓపెన్ లూప్ కంట్రోల్
ओपन लूप सिस्टम,ఓపెన్ లూప్ సిస్టమ్
ओपन नंबरिंग,ఓపెన్ నంబరింగ్
नित्यक्रम उघडा,ఓపెన్ రొటీన్
खुले दुकान,ఓపెన్ షాప్
खुले दुकान  ऑपरेशन,ఓపెన్ షాప్  ఆపరేషన్
सबरूटिन उघडा,ఓపెన్ సబ్‌ట్రౌటిన్
ओपन सिस्टम,ఓపెన్ సిస్టమ్
ओपन सिस्टम  इंटरकनेक्शन,ఓపెన్ సిస్టమ్స్  ఇంటర్ కనెక్షన్
ओपन सिस्टम  इंटरवर्किंग,ఓపెన్ సిస్టమ్స్  ఇంటర్‌వర్కింగ్
ओपन वायर,ఓపెన్ వైర్
ओपन-वायर लाइन,ఓపెన్-వైర్ లైన్
ऑपरेंड,ఒపెరాండ్
ऑपरेंड फील्ड,ఆపరేషన్ ఫీల్డ్
ऑपरेट मोड,మోడ్ ఆపరేట్ చేయండి
ऑपरेटिंग विलंब,ఆపరేటింగ్ ఆలస్యం
ऑपरेटिंग  वातावरण,ఆపరేటింగ్  పర్యావరణం
ऑपरेटिंग श्रेणी,ఆపరేటింగ్ పరిధి
ऑपरेटिंग रेशो,ఆపరేటింగ్ నిష్పత్తి
ऑपरेटिंग स्पेस,ఆపరేటింగ్ స్థలం
ऑपरेटिंग सिस्टम,ఆపరేటింగ్ సిస్టమ్
ऑपरेटिंग सिस्टम  कार्य,ఆపరేటింగ్ సిస్టమ్  ఫంక్షన్
ऑपरेटिंग वेळ,ఆపరేటింగ్ సమయం
ऑपरेटिंग व्होल्टेज  सूचक,ఆపరేటింగ్ వోల్టేజ్  సూచిక
ऑपरेशन,ఆపరేషన్
कार्यरत  वर्ण,కార్యాచరణ  పాత్ర
ऑपरेशनल मोड,కార్యాచరణ మోడ్
ऑपरेशनल चिन्ह,కార్యాచరణ సంకేతం
ऑपरेशनल युनिट,కార్యాచరణ యూనిట్
ऑपरेशनल शब्द,కార్యాచరణ పదం
ऑपरेशन कोड,ఆపరేషన్ కోడ్
ऑपरेशन नियंत्रण  इंग्रजी,ఆపరేషన్ నియంత్రణ  భాష
ऑपरेशन नियंत्रण  विधान,ఆపరేషన్ నియంత్రణ  ప్రకటన
ऑपरेशन सायकल,ఆపరేషన్ చక్రం
ऑपरेशन डीकोडर,ఆపరేషన్ డీకోడర్
ऑपरेशन  अभिव्यक्ती,ఆపరేషన్  వ్యక్తీకరణ
ऑपरेशन फील्ड,ఆపరేషన్ ఫీల్డ్
ऑपरेशन क्रमांक,ఆపరేషన్ సంఖ్య
ऑपरेशन भाग,ఆపరేషన్ భాగం
ऑपरेशन रेशो,ఆపరేషన్ నిష్పత్తి
ऑपरेशन्स विश्लेषण  (= ऑपरेशन्स  संशोधन),కార్యకలాపాల విశ్లేషణ  (= కార్యకలాపాలు  పరిశోధన)
ऑपरेशन्स कंट्रोल,కార్యకలాపాల నియంత్రణ
ऑपरेशन्स  बहु कार्य,కార్యకలాపాలు  మల్టీ టాస్క్
ऑपरेशन वेळ,ఆపరేషన్ సమయం
ऑपरेटर,ఆపరేటర్
ऑपरेटर  अधिकृतता  विक्रम,ఆపరేటర్  అధికారం  రికార్డ్
ऑपरेटर  आज्ञा,ఆపరేటర్  కమాండ్
ऑपरेटर कन्सोल,ఆపరేటర్ కన్సోల్
ऑपरेटर नियंत्रण  इंग्रजी,ఆపరేటర్ నియంత్రణ  భాష
ऑपरेटर नियंत्रण  पॅनेल,ఆపరేటర్ నియంత్రణ  ప్యానెల్
ऑपरेटर त्रुटी,ఆపరేటర్ లోపం
ऑपरेटर मार्गदर्शन  कोड,ఆపరేటర్ మార్గదర్శకత్వం  కోడ్
ऑपरेटर  हस्तक्षेप  विभाग,ఆపరేటర్  జోక్యం  విభాగం
ऑपरेटर संदेश,ఆపరేటర్ సందేశం
ऑपरेटर भाग,ఆపరేటర్ భాగం
ऑपरेटर ट्रंक,ఆపరేటర్ ట్రంక్
ओपी रजिस्टर,OP రిజిస్టర్
ऑप्टिकल बायनरी  शोध वृक्ष,ఆప్టికల్ బైనరీ  శోధన చెట్టు
ऑप्टिकल वर्ण  ओळख,ఆప్టికల్ పాత్ర  గుర్తింపు
ऑप्टिकल फायबर,ఆప్టికల్ ఫైబర్
ऑप्टिकल फॉन्ट,ఆప్టికల్ ఫాంట్
ऑप्टिकल मार्क  वाचन,ఆప్టికల్ మార్క్  పఠనం
ऑप्टिकल मेमरी,ఆప్టికల్ మెమరీ
ऑप्टिकल रीडर,ఆప్టికల్ రీడర్
ऑप्टिकल स्कॅनर,ఆప్టికల్ స్కానర్
ऑप्टिकल स्कॅनिंग,ఆప్టికల్ స్కానింగ్
ऑप्टिकल कांडी,ఆప్టికల్ మంత్రదండం
इष्टतम विलीनीकरण  झाड,సరైన విలీనం  చెట్టు
सर्वोत्तमीकरण,సర్వోత్తమీకరణం
इष्टतम कोडिंग,ఆప్టిమం కోడింగ్
इष्टतम  प्रोग्रामिंग,వాంఛనీయ  ప్రోగ్రామింగ్
पर्याय,ఎంపిక
पर्यायी थांब  सूचना,ఐచ్ఛిక హాల్ట్  సూచన
पर्यायी विराम द्या  सूचना,ఐచ్ఛిక విరామం  సూచన
पर्यायी स्टॉप  सूचना,ఐచ్ఛిక స్టాప్  సూచన
पर्यायी शब्द,ఐచ్ఛిక పదం
पर्याय यादी,ఎంపిక జాబితా
ऑप्टो कपलर,ఆప్టో కప్లర్
ऑप्टोइलेक्ट्रॉनिक्स,ఆప్టోఎలక్ట్రానిక్స్
ऑप्टोइलेक्ट्रॉनिक  तंत्रज्ञान,ఆప్టోఎలెక్ట్రానిక్  సాంకేతికం
ऑप्टोइसोलॅटर,Optoisolater
किंवा,లేదా
किंवा सर्किट,లేదా సర్క్యూట్
ऑर्डर केलेले झाड,ఆర్డర్ చేసిన చెట్టు
