English,Tamil
Logging,எழுதுதல்
logic analyser,தர்க்க பகுப்பாய்வி
logic bomb,தர்க்க வெடிகுண்டு
logic card,தர்க்க அட்டை
logic chart (flow chart),தர்க்க விளக்கப்படம் (பாய்வு விளக்கப்படம்)
logic circuit,தர்க்க சுற்று
logic design,தர்க்க வடிவமைப்பு
logic diagram,தர்க்க வரைபடம்
logic flow chart,தருக்க பாய்வு விளக்கப்படம்
logic function,தர்க்க செயல்பாடு
logic gate,தர்க்க வாயில்
logic programming,"1. லாஜிக் புரோகிராமிங், 2. லாஜிக் புரோகிராமிங்"
logic shift,தர்க்க இடப்பெயர்ச்சி
logic state,தர்க்க நிலை
logic switch,தர்க்க சுவிட்ச்
logic unit,தர்க்க அலகு
Logical,தருக்க
logical connection,தருக்க இணைப்பு
logical data structure,தருக்க தரவு அமைப்பு
logical diagram,தருக்க வரைபடம்
logical expression,தருக்க வெளிப்பாடு
logical flow chart (flow chart),தருக்க பாய்வு விளக்கப்படம்
logical IF,தருக்க IF (லாஜிக்கல் என்றால்)
logical operation,பகுத்தறிவு செயல்பாடு
logical operator,பகுத்தறிவு இயக்குபவர்
logical relation,பகுத்தறிவு இணைப்பு
logical scheme,தர்க்கரீதியான திட்டம்
logical symbol,"1. பகுத்தறிவு தன்மை, 2. தருக்க தன்மை"
logical type,தருக்க முறை
logical value,தருக்க மதிப்பு
logical variable,தருக்க மாறி
look ahead carry,கண்ணோட்டத்தை அடைந்தது
look ahead set,முன்னோட்ட தொகுப்பு
Look-up,கவனிப்பு
Loop,"1.லூப், 2.லூப்"
loop control,வளைய கட்டுப்பாடு
loop initialization,வளைய துவக்கம்
loop modification,வளைய மாறுபாடு
loop network,"1.லூப் நெட்வொர்க், 2.லூப் நெட்வொர்க்"
loop start,வளைய துவக்கம்
loop termination,வளைய-முடிவு
loop-back test,எதிர்-லூப் சோதனை
loosely coupled,தளர்வாக இணைக்கப்பட்டது
lossless compression,இழப்பற்ற சுருக்கம்
lossy compression,ஹஸ்ஸே சுருக்கம்
low byte,குறைந்த பைட்
low level language,குறைந்த அளவிலான மொழி
low pass filter,குறைந்த பாஸ் வடிகட்டி
lower bound,"1.குறைந்த நிலை, 2. கீழே பிணைக்கப்பட்டுள்ளது"
mac protocol (medium access control),"1.MAC நெறிமுறை, 2.MAC நெறிமுறைகள் (நடுத்தர அணுகல் கட்டுப்பாடு)"
Machine,"1. இயந்திரம், 2. இயந்திரம்"
machine address,இயந்திர முகவரி
machine code,"1. இயந்திரக் குறியீடு, 2. இயந்திரக் குறியீடு"
machine cycle,இயந்திர சக்கரம்
machine dependent language,இயந்திரமயமாக்கப்பட்ட மொழி
machine dependent software,இயந்திர மென்பொருள்
machine error,சாதன பிழை
machine idle time,இயந்திரம் செயலற்ற நேரம்
machine independent language,இயந்திர மொழி
machine instruction,கையேடு
machine intelligence,இயந்திர உணர்வு
machine language,"1.இயந்திர மொழி, 2.இயந்திர மொழி"
machine learning,இயந்திர வழி கற்றல்
machine operation,இயந்திர செயல்பாடு
machine oriented language,இயந்திர மொழி
machine run,இயந்திர செயல்திறன்
machine simulation,இயந்திர உருவகப்படுத்துதல்
machine spoiled time,இயந்திர கடத்தல் நேரம்
machine translation,இயந்திர மொழிபெயர்ப்பு
machine word,இயந்திர வார்த்தைகள்
macro (=macro instruction),மேக்ரோ அறிவுறுத்தல்
macro argument,மேக்ரோ அளவுகோல்
macro assembly program,வெகுஜன அசெம்பிளிங் திட்டம்
macro call,மொத்த அழைப்பு
macro code,"1.மேக்ரோ குறியீடு, 2.மேக்ரோ குறியீடு"
macro command,மேக்ரோ கட்டளை
macro declaration,மேக்ரோ பிரகடனம்
macro definition,மேக்ரோ வரையறை
macro flow chart,மேக்ரோ ஓட்ட விளக்கப்படம்
macro generator,மேக்ரோ ஜெனரேட்டர்
macro instruction,மேக்ரோ அறிவுறுத்தல்
macro language,மொத்த மொழி
macro library,மேக்ரோ நூலகம்
macro parameter,மேக்ரோ அளவுரு
macro processing,மேக்ரோ செயலாக்கம்
macro processor,"1.மேக்ரோ செயலி, 2. மேக்ரோப்ராசசர்"
macro programming,மேக்ரோ நிரலாக்க
macro prototype,மொத்த முன்மாதிரி
Macro-coding,"1.மேக்ரோ என்கோடிங், 2.மேக்ரோ கோடிங்"
magabyte (MB),மெகாபைட் (MB)
magic character,மந்திர சின்னம்
magic number,மந்திர எண்
magnetic bubble memory,காந்த குமிழி நினைவகம்
magnetic card,காந்த அட்டை
magnetic cell,"1.காந்த செல், 2.காந்த செல்"
magnetic character,காந்த சின்னம்
magnetic core storage,காந்த மைய சேமிப்பு
magnetic disk,"1.காந்த வட்டு, 2. காந்த வட்டு"
magnetic disk address,காந்த வட்டு முகவரி
magnetic disk memory,காந்த வட்டு நினைவகம்
magnetic drum,காந்த டிரம்
magnetic encoding,"1.காந்த குறியாக்கம், 2.காந்தக் குறியீட்டு முறை, 3.காந்தக் குறியீட்டு முறை"
magnetic head,காந்த மேல்
magnetic ink,காந்த மை
magnetic ink character recognition (MICR),காந்த மை எழுத்து அங்கீகாரம் (MICR)
magnetic media,காந்த ஊடகம்
magnetic reading,காந்த வாசிப்பு
magnetic recording,காந்த பதிவு
magnetic storage,காந்த சேமிப்பு
magnetic strip,காந்தப் பட்டை
magnetic tape,காந்த நாடா
magnetic tape cartridge,காந்த நாடா கெட்டி
magnetic tape drive,காந்த நாடா இயக்கி
magnetic tape header,காந்த நாடா முன்னோடி
magnetic tape librarian,காந்த நாடா நூலகர்
magnetic tape transport,காந்த நாடா அணுகல்
magnetic tape unit,காந்த நாடா அலகு
magnetic thin film,"1.காந்த மெல்லிய அடுக்கு, 2.காந்த மெல்லிய படலம்"
magnetic track,காந்த பாதை
magneto optic storage,காந்த ஒளியியல் சேமிப்பு
magnetographic printer,"1.காந்த அச்சுப்பொறி, 2.காந்த அச்சுப்பொறி"
Magnetostriction,காந்த விலகல்
magnetostrictive tablet,காந்தமாக சிதைக்கக்கூடிய மாத்திரை
mail box,"1. அஞ்சல் பெட்டி, 2. அஞ்சல் பெட்டி"
mail merge,அஞ்சல் இணைப்பு
main control unit,"1. தலைமைக் கட்டுப்பாட்டுப் பிரிவு, 2. தலைமைக் கட்டுப்பாட்டுப் பிரிவு"
main frame,முக்கிய சட்டகம்
main frame system,"1.முதன்மை சட்ட அமைப்பு, 2.முதன்மை சட்ட அமைப்பு"
main memory,"1.முதன்மை நினைவகம், 2.முதன்மை நினைவகம்"
main program,"1.முதன்மை திட்டம், 2.முதன்மை திட்டம்"
main storage,முக்கிய சேமிப்பு
main switch,"1.மெயின் ஸ்விட்ச், 2.மெயின் ஸ்விட்ச்"
Maintenance,"1.பராமரிப்பு, 2.பராமரிப்பு"
maintenance panel,பராமரிப்பு குழு
maintenance time,பராமரிப்பு நேரம்
major cycle,பெரிய வட்டம்
major device,முக்கிய சாதனம்
major key,முக்கிய விசை
major state,முக்கியமான கட்டம்
major structure,முக்கிய கட்டமைப்பு
major task,முக்கிய வேலை
majority element,பெரும்பான்மை கூறு
majority gate,பெரும்பான்மை வாயில்
majority operation,பெரும்பான்மை செயல்பாடு
makeup time,திருப்பிச் செலுத்தும் காலம்
malfunction routine,தவறான நடைமுறை
management development,மேலாண்மை வளர்ச்சி
management information system (MIS),மேலாண்மை தகவல் அமைப்பு (எம்ஐஎஸ்)
management science,மேலாண்மை அறிவியல்
Manchester coding,மான்செஸ்டர் குறியாக்கம்
Manifolding,பெருக்கல்
manipulated variable,மதிப்பிடப்பட்ட மாறி
manipulating indexing,மதிப்பிடப்பட்ட குறியீடு
man-machine simulation,மனித இயந்திர உருவகப்படுத்துதல்
manual address switch,கையேடு முகவரி சுவிட்ச்
manual analysis,கையேடு பகுப்பாய்வு
manual answering,கைமுறை அழைப்பு
manual entry,கைமுறை நுழைவு
manual exchange,"1. கையேடு மையம், 2. கையேடு மையம்"
manual input,"1. கைமுறை உள்ளீடு, 2. கைமுறை உள்ளீடு"
manual operation,கைமுறை செயல்பாடு
many to many relationship,பல-பல உறவு
many to one decoder,பல குறிவிலக்கி
map method,வரைபட முறை
Mapping,விவரணையாக்கம்
Margin,விளிம்பு
margin error,விளிம்பு பிழை
marginal check,விளிம்பு விசாரணை
marginal test,விளிம்பு சோதனை
mark detection,சின்னம் கண்டறிதல்
mark reading,கையெழுத்து வாசிப்பு
mark scanning,சின்னம் ஸ்கேனிங்
mark sense,அடையாள உணர்வு
Marker,குறிப்பான்
Marking,குறிக்கும்
marking wave,மார்க்கர் அலை
markov chain,மார்க்கோவ் சங்கிலி
markov source,மார்க்கோவ் ஆதாரம்
mark-up language,மார்க்அப் மொழி
Maser,மேசர்
Maser,மேசர்
Mask,"1.முகமூடி, 2.முக்காடு, 3.முக்காடு"
mask bit,"1. கவர் பிட், 2. கவர் பிட், 3. முகமூடி இரட்டை இலக்கங்கள்"
mask programmable device,முகமூடி நிரல்படுத்தக்கூடிய சாதனம்
mask register,கவர் பதிவு
masked ROM,"1. கவர் ரோம், 2. கவர் ரோம்"
Masking,கவர்
mass data,பெரிய புள்ளிவிவரங்கள்
mass memory,"1. நிறை நினைவகம், 2. நிறை நினைவகம்"
massively parallel,பெருமளவில் இணையாக
Master,தலைவன்
master card,முதன்மை அட்டை
master clock,"1.ஹெட் வாட்ச், 2.கண்ட்ரோல் வாட்ச்"
master consol,முக்கிய பணியகம்
master data,முதன்மை தரவு
master diagram,முதன்மை வரைபடம்
master file,முதன்மை கோப்பு
master group,முதன்மை குழு
master key,முதன்மை விசை
master library tape,முக்கிய நூலக நாடாக்கள்
master processor,முதன்மை செயலி
master program,முதன்மை திட்டம்
master station,முக்கிய மையம்
master tape,"1.மாஸ்டர் டேப், 2.மாஸ்டர் டேப்"
master terminal,"1.முதன்மை முனையம், 2.முதன்மை முனையம்"
master/slave device,முதன்மை துணை சாதனம்
master/slave system,முதன்மை துணை அமைப்பு
Match,"1. போட்டி, 2. போட்டி, 3. சந்திப்பு"
Matching,பொருத்துக
mathematical programming,கணித நிரலாக்க
mathematical simulation,கணித உருவகப்படுத்துதல்
Matrix,"1.அணி, 2.அணி"
matrix printer,"1.மேட்ரிக்ஸ் பிரிண்டர், 2.மேட்ரிக்ஸ் பிரிண்டர்"
matrix switch,அணி சுவிட்ச்
matrix table,அணி அட்டவணை
maxi computer,அதிகபட்ச கணினி
Maxicomputer,அதிகபட்ச கணினி
maximal element,உச்ச உறுப்பு
maxterm (standard sum term),யோகாபேட்
maxwell daemon,மேக்ஸ்வெல் டாமன்
Mean,"1.அர்த்தம், 2.அர்த்தம்"
mean repair time,மீட்பு நேரம் என்று பொருள்
mean time between failure (MTBF),தோல்வி நேரம் என்று அர்த்தம்
mean time between failure (MTBF),தோல்வி சராசரி நேரம் (m t b f)
mean time to failure,தோல்விக்கான நேரம் என்று அர்த்தம்
mean time to repair,பழுது சராசரி நேரம்
mean time to repair (MTTR),சரிசெய்தல் சராசரி நேரம் (MTTR)
medium scale integration (MSI),நடுத்தர அளவிலான ஒருங்கிணைப்பு (MSI)
medium scale integration (MSI),நடுத்தர ஒருங்கிணைப்பு (MSI)
medium term storage device,சராசரி சேமிப்பு சாதனம்
megabit per second (MB Ps),ஒரு நொடிக்கு மெகா பிட் (Mbps)
member object,கூறு பொருள்
member record,கூறு பதிவு
Memory,"1.நினைவு, 2.நினைவு"
memory array,"1.நினைவக வரிசை, 2.நினைவக வரிசை"
memory bank,"1.மெமரி ஃபண்ட், 2.மெமரி பேங்க்"
memory buffer register,"1.memory buffer Register, 2.memory buffer Register"
memory bus,"1.மெமரி பஸ், 2. நினைவக பேருந்து"
memory card,மெமரி கார்டு
memory cell,நினைவக செல்
memory compaction,நினைவாற்றல் இழப்பு
memory core,"1.மெமரி கோர், 2.மெமரி கோர்"
memory cycle,நினைவக சுழற்சி
memory data register,"1.நினைவக தரவுப் பதிவு, 2.நினைவக தரவுப் பதிவு"
memory dump,"1.நினைவக திணிப்பு, 2.நினைவக திணிப்பு"
memory exchange,"1.நினைவகப் பரிமாற்றம், 2.நினைவகப் பரிமாற்றம்"
memory hierarchy,"1.நினைவகப் படிநிலை, 2.நினைவகப் படிநிலை"
memory instruction,நினைவக அறிவுறுத்தல்
memory management,"1.நினைவக மேலாண்மை, 2.நினைவக மேலாண்மை"
memory map,"1.நினைவக வரைபடம், 2.நினைவக வரைபடம்"
memory mapped I/O,"1. நினைவக மேப் செய்யப்பட்ட வெளியீடு, 2. உள்ளீடு, 3. நினைவகம் மேப் செய்யப்பட்ட I/O"
memory model,"1.மெமரி மாடல், 2.மெமரி மாடல், 3.மெமரி மாடல்"
memory module,"1.நினைவக தொகுதி, 2.நினைவக தொகுதி"
memory pointer register,"1.மெமரி இன்டெக்ஸ் பதிவு, 2.மெமரி இன்டெக்ஸ் பதிவு"
memory power,ஞாபக சக்தி
memory protection,நினைவக பாதுகாப்பு
memory reference instruction,"1.நினைவக குறிப்பு அறிவுறுத்தல், 2.நினைவக குறிப்பு அறிவுறுத்தல்"
memory resident program,"1.நினைவக திட்டம், 2.நினைவக திட்டம்"
memory unit,"1.நினைவக அலகு, 2.நினைவக அலகு"
Menu,பட்டியல்
menu bar,மெனு பார்
menu drive,மெனு இயக்கப்படுகிறது
menu selection,மெனு தேர்வு
menu-driven program,முக்கிய உந்துதல் திட்டம்
Merge,"1. உள்ளார்ந்த, 2. ஒன்றிணைக்கப்பட்ட"
merge exchange sort,இணைப்பு பரிமாற்ற வரிசையாக்கம்
merge sort,"1. வரிசைப்படுத்தல் இணைப்பு, 2. பட்டியல் தேர்வு"
Merging,"1. இணைத்தல், 2. இணைத்தல்"
mesh network,லட்டு நெட்வொர்க்
Messagaing,செய்தி அனுப்புதல்
Message,செய்தி
message authentication,செய்தி அங்கீகாரம்
message box,செய்தி செல்
message circuit,செய்தி சுற்று
message format,செய்தி வடிவம்
message header,செய்தி தலைப்பு
message mode,செய்தி முறை
message passing,செய்தி அனுப்புதல்
message polling,"1.செய்தி வரிசைப்படுத்தல், 2.செய்தி வரிசைப்படுத்துதல்"
message queue,செய்தி வரி
message switch,செய்தி சுவிட்ச்
message text,செய்தி உரை
message transfer agent,செய்தி பரிமாற்ற முகவர்
meta assembler,சூப்பர் அசெம்பிளர்
meta class,மெட்டாகிளாஸ்
meta compilation,"1. அதிக தொகுப்பு, 2. அதிக விளக்கம்"
meta compiler,"1. அதிக மொழிபெயர்ப்பாளர்கள், 2. மேலும் தொகுப்பாளர்கள்"
meta language,பேச்சுவழக்கு
meta network,"1.மெட்டா நெட்வொர்க், 2.மெட்டா நெட்வொர்க்"
meta system,சர்வாதிகாரம்
Method,செயல்முறை
metropolitan area network (MAN),பெருநகரப் பகுதி நெட்வொர்க் (MAN)
Micro,மைக்ரோ
micro code,"1.மைக்ரோகோட், 2.மைக்ரோகோட்"
micro computer,நுண்கணினி
micro controller,நுண் கட்டுப்படுத்தி
micro cycle,நுண் சுழற்சி
micro electronic mechanical system (MEMS),மைக்ரோ எலக்ட்ரானிக் மெக்கானிக்கல் மெக்கானிசம்ஸ் (MEMS)
micro electronics,மைக்ரோ எலக்ட்ரானிக்ஸ்
micro miniauthorization,மைக்ரோ மினியேட்டரைசேஷன்
micro order,மைக்ரோ ஆர்டர்
micro/mainframe link,"1.மைக்ரோ, 2.மெயின்பிரேம் இணைப்பு"
Microchip,மைக்ரோ சிப்
Microcobol,மைக்ரோ கோபால்
Microcode,மைக்ரோ குறியீடு
Microfiche,"1.மைக்ரோஃபைல், 2.மைக்ரோஃபிஷ், 3.மைக்ரோஃபைல்"
Microfloppy,மைக்ரோ நெகிழ்
microform reader,மைக்ரோஃபார்ம் வாசிப்பு சாதனம்
Microframe,நுண் சட்டகம்
Micrographics,மைக்ரோகிராபிக்ஸ்
Microphone,ஒலிவாங்கி
Microphotograph,மைக்ரோஃபோட்டோகிராஃப்
microprocessing unit,"1.மைக்ரோ பிராசசிங் யூனிட், 2.மைக்ரோ பிராசசிங் யூனிட்"
Microprocessor,நுண்செயலி
microprocessor chip,நுண்செயலி சிப்
microprocessor compiler,நுண்செயலி மொழிபெயர்ப்பாளர்
microprocessor unit (MPU),மைக்ரோ ப்ராசசர் யூனிட் (MPU)
Microprogram,"1. மைக்ரோ புரோகிராம், 2. மைக்ரோ புரோகிராம்"
Microsequence,மைக்ரோ வரிசை
Microsoft,மைக்ரோசாப்ட்
microsoft windows,மைக்ரோசாப்ட் விண்டோஸ்
Microwave,மைக்ரோ அலை
microwave link,மைக்ரோ அலை இணைப்பு
microwave propagation,நுண்ணலை ஒலிபரப்பு
middle management,நடுத்தர மேலாண்மை
Middleware,"1. மிடில்வேர், 2. நடுத்தர பொருட்கள்"
Midicomputer,மிடி கணினி
Midpoint,மைய புள்ளி
Midterm,சராசரி
migration path,இடம்பெயர்வு பாதை
million instructions per second (MIPS),வினாடிக்கு மில்லியன் வழிமுறைகள் (MIPS)
minicomputer,மினி கணினி
Minidiskette,சிறிய வட்டு
minimal kernel,"1.சிறிய பெருங்குடல், 2.சிறிய ஆஷ்ட்"
minimal product,குறைந்தபட்ச தயாரிப்பு
minimal tree,அரிதான மரம்
minimax (min-max) algorithm,"1.மினிமேக்ஸ் அல்காரிதம், 2.அல்காரிதம்"
minimax procedure,மினியேட்டரைசேஷன் செயல்முறை
minimum cost spanning tree,குறைந்த விலை நீட்டிப்பு மரம்
minimum latency coding,"1.குறைந்த தாமதக் குறியாக்கம், 2.குறைந்த தாமதக் குறியீட்டு முறை"
minor device,குறுகிய சாதனம்
Minterim,"1. பெருக்கல், 2. பெருக்கல், 3. பெருக்கல் கால"
minus flag,கடன் அட்டை
minus flag,கடன் அட்டை
minus zone,கடன் பகுதி
mirror,பிரதிபலித்த வட்டு
mirror site,"1. கண்ணாடிப் புள்ளி, 2. நகல், 3. கண்ணாடி நகல்"
mixed-radix notation,கலப்பு ரேடிக்ஸ் குறியீடு
Mixer,கலவை
Mnemonic,நினைவாற்றல்
mnemonic address,நினைவு முகவரி
Mnemonics,மறக்கமுடியாது
Mobile,"1.மொபைல், 2. அசையும்"
mobile computing,"1. மொபைல் கம்ப்யூட்டிங், 2. மொபைல் கம்ப்யூட்டிங்"
Model,"1.மாதிரி, 2.மாதிரி"
modeless editor,முறையற்ற ஆசிரியர்
Modelling,"1. மாடலிங், 2. மாடலிங்"
Modem,மோடம்
Moderate,"1.எளிய சராசரி, 2.இயல்பு, 3.சராசரி"
Moderation,விமந்தன்
Moderator,மதிப்பீட்டாளர்
modified instruction,மாற்றியமைக்கப்பட்ட அறிவுறுத்தல்
Modifier,மாற்றியமைப்பவர்
modifier bit,மாற்றி பிட்
Modify,மாற்றம்
Modular,மட்டு
Modularity,"1.ஒருமைப்பாடு, 2.மட்டுத்தன்மை"
Modulation,பண்பேற்றம்
Module,தொகுதி
module architecture,மட்டு அமைப்பு
Monitor,கண்காணிக்கவும்
monitoring program,"1.கண்காணிப்பு திட்டம், 2.கண்காணிப்பு திட்டம்"
monocrome display,ஒரே வண்ணமுடைய காட்சி
monolithic integrated circuit,ஒற்றைக்கல் ஒருங்கிணைந்த சுற்று
monolithic technology,ஒற்றைக்கல் தொழில்நுட்பம்
monospace font,ஒற்றை இடைவெளி எழுத்துரு
Monostable,ஒரு நிலை
Monotoricity,சலிப்பூட்டும்
Morph,"1. வடிவம், 2. வடிவம்"
Morpheme,வடிவம்
Morphism,வடிவம்
Mortgage,"1. அடமானம், 2. அடமானம், அடமானம்"
mosfet (MOSFET),MOSFET (MOSFET)
most significant bit,"1. அதிக இரண்டு இலக்கங்கள், 2. அதிக பிட்"
mother board,தாய் பலகை
mother register,அம்மா பதிவு
motion picture,திரைப்படங்கள்
motion picture experts group (MPEG),திரைப்பட நிபுணர் குழு (MPEG)
Mount,ஏற்ற
Mouse,"1.சுட்டி, 2.சுட்டி"
Move,"1.அசையும், 2.இடமாற்றம்"
move character,நகரும் சின்னம்
MS-DOS,MS-DOS
MS-Windows,MS-Windows
multi aspect,பல நோக்குநிலை
multi processor,பல செயலி
multi programming,"1.மல்டி புரோகிராமிங், 2.மல்டி புரோகிராமிங்"
multi tasking,பல்பணி
Multibus,பஹுபஸ்
Multicast,ஒளிபரப்பு
multicast address,பாலிமார்பிக் முகவரி
Multicasting,ஒளிபரப்பு
Multichip,மல்டிசிப்
Multics,மல்டிக்ஸ்
multijob operation,பல்பணி செயல்பாடு
multilevel memory,"1.பலநிலை நினைவகம், 2. பல நிலை நினைவகம்"
multimedia technology,"1.மல்டிமீடியா தொழில்நுட்பம், 2.மல்டிமீடியா தொழில்நுட்பம்"
Multimode,பன்முகத்தன்மை
Multiple,பல
multiple precision,"1. துல்லியம், 2. பல உத்தரவாதம்"
multiple regression,பல பின்னடைவு
Multiplex,"1.மல்டிபிளக்ஸ், 2.மல்டிப்ளக்ஸ்"
multiplex mode,மல்டிபிளக்ஸ் முறை
Multiplexer,மல்டிபிளெக்சர்
Multiplexing,"1. மல்டிபிளெக்சிங், 2. மல்டிபிளெக்சிங்"
multipoint network,பலமுனை நெட்வொர்க்
Multiprocessing,பல செயலாக்கம்
multiprocessor system,பல்செயலி அமைப்பு
multipurpose internet mail extention (MIME),பல்நோக்கு இணைய அஞ்சல் நீட்டிப்பு (MIME)
Multischedule,வேலை வாய்ப்பு
Multistation,பல மையம்
Multithreading,மல்டித்ரெடிங்
multivalued logic,பல்லுறுப்புக்கோவை பகுத்தறிவு
multivariate analysis,பன்முக பகுப்பாய்வு
Multivibrator,பல அதிர்வு
mutual exclusion,"1.பரஸ்பர விலக்கல், 2.பரஸ்பர விலக்கல்"
mutual information,பரஸ்பர தகவல்
naïve user,"1. புதியவர், 2. உள்ளுணர்வு பயனர்"
name server,"1.பெயர் சேவையகம், 2.பெயர் சேவையகம்"
NAND operation,நந்த் ஆபரேஷன்
Nano,நானோ
narrow band,"குறுகிய பட்டை, குறுகிய பட்டை"
national information infrastructure,தேசிய தகவல் உள்கட்டமைப்பு
National Information Standards Organization (NAND NISO),தேசிய தகவல் தரநிலை அமைப்பு (மற்றும் NISO)
native code,இயற்கை குறியீடு
native compiler,"1.பிராகிருத மொழிபெயர்ப்பாளர், 2.பிரகிருத ப்ரோக்ராமர், 3.பிரகிருத பள்ளி"
native software,பிராகிருத மென்பொருள்
natural compiler,இயற்கை தொகுப்பி
natural language processing,இயற்கை மொழி செயலாக்கம்
natural language querry,இயல்பான மொழி வினா
natural number,"1.இயற்கை எண், 2. கூட்டல் முழு எண்"
Navigation,ஆபரேஷன்
Navigator,இயக்குனர்
negative logic,தலைகீழ் தர்க்கம்
nested loop,"1.நீட் லூப், 2. என்டர் லூப்"
nested macros,"1. nested macro, 2. nested macro"
Net,"வலை, வலை"
net address,"1.நெட் முகவரி, 2.நெட் முகவரி"
net citizen,"1. நிகர குடிமகன், 2. நிகர குடிமகன்"
netscape navigator,நெட்ஸ்கேப் நேவிகேட்டர்
network access control,பிணைய அணுகல் கட்டுப்பாடு
network architecture,"1.நெட்வொர்க் ஆர்கிடெக்சர், 2.நெட்வொர்க் கட்டமைப்பு"
network file system (NFS),பிணைய கோப்பு முறைமை (NFS)
network integrity,"1.நெட்வொர்க் ஒருமைப்பாடு, 2.நெட்வொர்க் ஒருமைப்பாடு"
network interconnection,பிணைய இணைப்பு
network layer,பிணைய அடுக்கு
network management,பிணைய மேலாண்மை
network topology,பிணைய நிலப்பரப்பு
network virtual terminal,நெட்வொர்க் ஸ்பெக் டெர்மினல்
neutral relay,நடுநிலை ரிலே
neutral transmission,நடுநிலை பரிமாற்றம்
new line character,புதிய வரி எழுத்து
new sync,"1.நியோ ஒத்திசைவு, 2. புதிய ஒத்திசைவு"
NFS/network file,"1.NFS, 2.நெட்வொர்க் கோப்பு"
Nibble,"1.குவார்ட்டர்பிட், 2.குவார்ட்டர்பிட், 3.நிபெல்"
nine's complement,புதிய நிரப்பு
Node,முனை
Noise,சத்தம்
noise mode,இரைச்சல் முறை
noiseless coding,அமைதியான குறியாக்கம்
non determinism,ஒழுங்கின்மை
non distributive,விநியோகஸ்தர்
non empty set,வெற்று தொகுப்பு
non prime,வகுபடக்கூடியது
Non-interactive,ஊடாடாதது
non-terminal system,"1.எல்லையற்ற அமைப்பு, 2.முனையில்லாத அமைப்பு"
non-volatile memory,"1. நிலையற்ற நினைவகம், 2. நிலையற்ற நினைவகம்"
non-volatile ram,ஆவியாகாத ராம்
non-weighted code,"1. இறக்கப்படாத குறியீடு, 2. இறக்கப்படாத குறியீடு"
NOP instruction,NOP (செயல்படாத) அறிவுறுத்தல்
NOR,நார்
NOR gate,"1.அல்லது வாயில், 2.அல்லது வாயில்"
Normal,"1.இயல்பு, 2.எளிமையானது"
Normalization,இயல்பாக்கம்
Normalizer,இயல்பாக்குபவர்
NOR-operation,நோர் அறுவை சிகிச்சை
NOT,இல்லை
NOT circuit,சுற்று அல்ல
NOT equivalence gate,சமமான வாயில் அல்ல
NOT operation,"1.செயல்பாடு அல்ல, 2. நிரப்பு செயல்பாடு"
Not-AND,முடிவில்லாத
NOT-AND operation,முடிவற்ற செயல்பாடு
NOT-OR,இல்லை-அல்லது
NOT-OR operation,அல்ல-அல்லது செயல்பாடு
NP completeness,n p முழுமை
NULL pointer,காலியிட காட்டி
number theory,எண் கோட்பாடு
nyquist criteria,nyquist அளவுகோல்
Object,"1. பொருள், 2. குறிக்கோள், 3. இலக்கு"
object oriented,இலக்கு சம்பந்தமான
octal code,"1.ஆக்டல் குறியீடு, 2.ஆக்டல் குறியீடு"
octal number,எண்ம எண்
Octet,எட்டுத்தொகை
Octree,ஆக்ட்ரீ
odd parity,ஒற்றைப்படை சமநிலை
office automation,அலுவலக ஆட்டோமேஷன்
office software,அலுவலக மென்பொருள்
Off-line,"1.ஆஃப்-லைன், 2.ஆஃப்-லைன்"
off-line processing,"1. ஆஃப்லைன் செயலாக்கம், 2. ஆஃப்லைன் செயலாக்கம்"
Off-set,"1.ஆஃப்செட், 2.முடிவு-செங்குத்தாக"
omega notation,ஒமேகா குறியீடு
on-line communication,ஆன்லைன் தொடர்பு
on-line processing,"1.ஆன்-லைன் செயலாக்கம், 2. ஒரே நேரத்தில் செயலாக்கம்"
OP register,செயல்பாட்டு பதிவு
open addressing,திறந்த அணுகல்
open system interconnection,வெளிப்படையான அமைப்பு ஒன்றோடொன்று
open wire,"1. நிர்வாண கம்பி, 2. திறந்த கம்பி"
Operand,செயல்பாடு
operating system,தளவாடங்கள்
Operation,"1.செயல்பாடுகள், 2.செயல்பாடுகள்"
Operator,"1. இயக்குபவர், 2. இயக்குபவர், 3. இயக்குபவர்"
optical character recognition,ஒளியியல் எழுத்து அங்கீகாரம்
optical fibre,"1. ஆப்டிகல் ஃபைபர், 2. ஆப்டிகல் ஃபைபர்"
optical font,ஒளியியல் எழுத்துருக்கள்
optical mark recognition (OMR),ஆப்டிகல் மார்க் அங்கீகாரம் (OMR)
optical memory,"1. ஒளியியல் நினைவகம், 2. ஒளியியல் நினைவகம்"
optical reader,ஆப்டிகல் ரீடர்
optical scanning,"1. ஆப்டிகல் ஸ்கேனிங், 2. ஆப்டிகல் ஸ்கேனிங்"
Optimal,"1.விருப்பம், 2.விருப்பம்"
Optimization,உகப்பாக்கம்
opto coupler,ஆப்டிகல் கப்ளர்
Optoelectronics,ஆப்டோ எலக்ட்ரானிக்ஸ்
Optoisolator,"1. ஒளியியல் தனிமைப்படுத்தி, 2. ஒளியியல் தனிமைப்படுத்தி"
OR,அல்லது
OR gate,அல்லது கதவு
OR operation,அல்லது செயல்பாடு
order by,வரிசையாக
order of precedence,முன்னுரிமை வரிசை
ordered pair,ஆர்டர் செய்யப்பட்ட ஜோடி
ordered set,ஆர்டர் செட்
ordered tree,வரிசைப்படுத்தப்பட்ட மரம்
output data,வெளியீடு தரவு
output device,வெளியீடு சாதனம்
