Odiya,Kannada
ସାଧାରଣ ଟ୍ରାନ୍ସମିସନ୍ ଫଙ୍କସନ୍,ಸಾಮಾನ್ಯೀಕರಿಸಿದ ಪ್ರಸರಣ ಕಾರ್ಯ
ତ୍ରୁଟି ସୃଷ୍ଟି ହୋଇଛି |,ದೋಷ ಸೃಷ್ಟಿಸಲಾಗಿದೆ
ପିତାମାତା ଉପାଦାନ |,ಮೂಲ ಅಂಶ
ପିତାମାତା କାର୍ଯ୍ୟ,ಪೋಷಕ ಕಾರ್ಯ
ପ୍ୟାରେଣ୍ଟ୍ ଲାଇନ୍ |,ಪೋಷಕ ಸಾಲು
ପ୍ୟାରେଣ୍ଟ୍ ମ୍ୟାଗ୍ନେଟୋମିଟର |,ಪೋಷಕ ಮ್ಯಾಗ್ನೆಟೋಮೀಟರ್
ପିତାମାତା ନିତ୍ୟକର୍ମ |,ಪೋಷಕರ ದಿನಚರಿ
ପ୍ୟାରେଣ୍ଟ୍ ସେଟ୍ |,ಪೋಷಕ ಸೆಟ್
କ୍ୟାପେସିଟର୍ ମଡ୍ୟୁଲେଡ୍ ଭୋଲ୍ଟମିଟର |,ಕೆಪಾಸಿಟರ್ ಮಾಡ್ಯುಲೇಟೆಡ್ ವೋಲ್ಟ್ಮೀಟರ್
ଜୀବାଣୁ ନ୍ୟୁକ୍ଲିୟସ୍ |,ಸೂಕ್ಷ್ಮಾಣು ನ್ಯೂಕ್ಲಿಯಸ್
ପ୍ରଜନନ କର,ತಳಿ ತೆರಿಗೆ
ପ୍ରଜନନ ବୟସ,ಸಂತಾನೋತ್ಪತ್ತಿ ವಯಸ್ಸು
"ପିତାମାତା, ଜେନେରେଟର","ಪೋಷಕ, ಜನರೇಟರ್"
ପିତାମାତା ପ୍ରତିରୋଧ |,ಪೋಷಕರ ಪ್ರತಿರೋಧ
ବ୍ୟାପକ ଅବଧି,ವಿಶಾಲ ಪದ
"ବଂଶ-ନାମ, ଶ୍ରେଣୀ-ନାମ, ଜାତି-ନାମ |","ಕುಲ-ಹೆಸರು, ವರ್ಗ-ಹೆಸರು, ಜಾತಿ-ಹೆಸರು"
ଜାତିଗତ ଭାବରେ,ಜನಾಂಗೀಯವಾಗಿ
ଜନସଂଖ୍ୟା ପ୍ରଭାବ,ಜನಸಂಖ್ಯೆಯ ಪರಿಣಾಮ
ଜିଓ ଆକାଶବାଣୀ |,ಜಿಯೋ ಅಕೌಸ್ಟಿಕ್ಸ್
ଭୂଗୋଳ କେନ୍ଦ୍ର,ಭೂಕೇಂದ್ರಿತ ರೇಖಾಂಶ
"ଜିଓସେଣ୍ଟ୍ରିକ୍, ଜିଓସେଣ୍ଟ୍ରିକ୍ |","ಭೂಕೇಂದ್ರೀಯ, ಭೂಕೇಂದ್ರೀಯ"
ଜିଓସେଣ୍ଟ୍ରିକ୍ ଆକର୍ଷଣ |,ಭೂಕೇಂದ್ರೀಯ ಆಕರ್ಷಣೆ
ଜିଓସେଣ୍ଟ୍ରିକ୍ ଅକ୍ସିଆଲ୍ ଡିପୋଲ୍ |,ಭೂಕೇಂದ್ರೀಯ ಅಕ್ಷೀಯ ದ್ವಿಧ್ರುವಿ
ଜିଓସେଣ୍ଟ୍ରିକ୍ ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ |,ಭೂಕೇಂದ್ರಿತ ಖಗೋಳಶಾಸ್ತ್ರ
ଜିଓସେଣ୍ଟ୍ରିକ୍ କୋର୍ଡିନେଟ୍ସ |,ಭೂಕೇಂದ್ರೀಯ ನಿರ್ದೇಶಾಂಕಗಳು
ଜିଓସେଣ୍ଟ୍ରିକ୍ ଦୂରତା |,ಭೂಕೇಂದ್ರೀಯ ದೂರ
ଜିଓସେଣ୍ଟ୍ରାଲ୍ ସିଷ୍ଟମ୍ |,ಭೂಕೇಂದ್ರೀಯ ವ್ಯವಸ್ಥೆ
ଜିଓସେଣ୍ଟ୍ରିକ୍ ଅକ୍ଷାଂଶ |,ಭೂಕೇಂದ್ರೀಯ ಅಕ್ಷಾಂಶ
ଜିଓସେଣ୍ଟ୍ରିକ୍ ଗତି |,ಭೂಕೇಂದ್ರೀಯ ಚಲನೆ
ମାକ୍ରୋସେଣ୍ଟ୍ରାଲ୍ ପାରାଲକ୍ସ |,ಮ್ಯಾಕ್ರೋಸೆಂಟ್ರಲ್ ಭ್ರಂಶ
ଜିଓସେଣ୍ଟ୍ରିକ୍ ସ୍ଥିତି |,ಭೂಕೇಂದ್ರಿತ ಸ್ಥಾನ
ଜିଓସେଣ୍ଟ୍ରିକ୍ ସିଷ୍ଟମ୍ |,ಭೂಕೇಂದ್ರೀಯ ವ್ಯವಸ್ಥೆ
ଜିଓସେଣ୍ଟ୍ରିକ୍ ବେଗ |,ಭೂಕೇಂದ್ರೀಯ ವೇಗ
ଜିଓସେଣ୍ଟ୍ରିକ୍ ପର୍ପେଣ୍ଡିକୁଲାର୍ |,ಭೂಕೇಂದ್ರೀಯ ಲಂಬ
ଜିଓସେଣ୍ଟ୍ରିକ୍ ଭର୍ଟେକ୍ସ |,ಭೂಕೇಂದ್ರೀಯ ಶೃಂಗ
"ବିକଳ୍ପ, ଜିଓଡେସିକ୍ |","ಪರ್ಯಾಯ, ಜಿಯೋಡೆಸಿಕ್"
ମଧ୍ୟବର୍ତ୍ତୀ ସମାପ୍ତି |,ಮಧ್ಯಂತರ ಪೂರ್ಣಗೊಳಿಸುವಿಕೆ
ବ ate କଳ୍ପିକ ସଂଯୋଜନା |,ಪರ್ಯಾಯ ನಿರ್ದೇಶಾಂಕಗಳು
ମଧ୍ୟବର୍ତ୍ତୀ ଅସମ୍ପୂର୍ଣ୍ଣତା |,ಮರುಕಳಿಸುವ ಅಪೂರ್ಣತೆ
ବିକଳ୍ପ ଗତି,ಪರ್ಯಾಯ ವೇಗ
isomorphism ପୃଷ୍ଠା |,ಐಸೊಮಾರ್ಫಿಸಂ ಪುಟ
"ଆଇସୋଥର୍ମାଲ୍ ଭୂପୃଷ୍ଠ, ଆଇସୋଥର୍ମାଲ୍ ସବସର୍ଫେସ୍ |","ಐಸೊಥರ್ಮಲ್ ಮೇಲ್ಮೈ, ಐಸೊಥರ್ಮಲ್ ಉಪಮೇಲ್ಮೈ"
ଜିଓମ୍ୟାଗ୍ନେଟିକ୍ |,ಭೂಕಾಂತೀಯ
ଭୂଗୋଳ ଚୁମ୍ବକୀୟ କାର୍ଯ୍ୟକଳାପ,ಭೂಕಾಂತೀಯ ಚಟುವಟಿಕೆ
ଭୂ-ଚୁମ୍ବକୀୟ ସଂଯୋଜନା |,ಭೂಕಾಂತೀಯ ನಿರ್ದೇಶಾಂಕಗಳು
ଜିଓମ୍ୟାଗ୍ନେଟିକ୍ ଟର୍ମିନାଲ୍ |,ಭೂಕಾಂತೀಯ ಟರ್ಮಿನಲ್
ଜିଓମ୍ୟାଗ୍ନେଟିକ୍ ଡିପୋଲ୍ |,ಭೂಕಾಂತೀಯ ದ್ವಿಧ್ರುವಿ
ଭୂ-ଚୁମ୍ବକୀୟ ବିଶୃଙ୍ଖଳା |,ಭೂಕಾಂತೀಯ ಅಡಚಣೆ
ଭୂଗୋଳ ଚୁମ୍ବକୀୟ ପ୍ରଭାବ,ಭೂಕಾಂತೀಯ ಪರಿಣಾಮ
ଭୂଗୋଳ ଚୁମ୍ବକ,ಭೂಕಾಂತೀಯ ಸಮಭಾಜಕ
ଭୂ-ଚୁମ୍ବକୀୟ କ୍ଷେତ୍ର |,ಭೂಕಾಂತೀಯ ಕ್ಷೇತ್ರ
ଭୂ-ଚୁମ୍ବକୀୟ ଅକ୍ଷାଂଶ |,ಭೂಕಾಂತೀಯ ಅಕ್ಷಾಂಶ
ଭୂ-ଚୁମ୍ବକୀୟ ଦ୍ରାଘିମା |,ಭೂಕಾಂತೀಯ ರೇಖಾಂಶ
ଜିଓମ୍ୟାଗ୍ନେଟିକ୍ ମେରିଡିଆନ୍ |,ಭೂಕಾಂತೀಯ ಮೆರಿಡಿಯನ್
ଭୂଗୋଳ ଚୁମ୍ବକୀୟ ପୋଲ,ಭೂಕಾಂತೀಯ ಧ್ರುವ
ଭୂ-ଚୁମ୍ବକୀୟ ଅନୁସନ୍ଧାନ |,ಭೂಕಾಂತೀಯ ನಿರೀಕ್ಷೆ
ଜିଓମ୍ୟାଗ୍ନେଟିକ୍ ଓଲଟା |,ಭೂಕಾಂತೀಯ ಹಿಮ್ಮುಖ
ଜିଓମ୍ୟାଗ୍ନେଟିକ୍ ଦୀର୍ଘକାଳୀନ ଭିନ୍ନତା |,ಭೂಕಾಂತೀಯ ದೀರ್ಘಾವಧಿಯ ವ್ಯತ್ಯಾಸ
ଭୂ-ଚୁମ୍ବକୀୟ storm ଡ |,ಭೂಕಾಂತೀಯ ಚಂಡಮಾರುತ
ଭୂଗୋଳ ଚୁମ୍ବକୀୟ ସମୟ |,ಭೂಕಾಂತೀಯ ಸಮಯ
ଭୂ-ଚୁମ୍ବକୀୟ ଭିନ୍ନତା |,ಭೂಕಾಂತೀಯ ವ್ಯತ್ಯಾಸ
ଭୂ-ଚୁମ୍ବକୀୟତା |,ಭೂಕಾಂತೀಯತೆ
ଜ୍ୟାମିତିକ ଆଘାତ,ಜ್ಯಾಮಿತೀಯ ಕ್ಷೀಣತೆ
ଜ୍ୟାମିତିକ ବିକୃତି |,ಜ್ಯಾಮಿತೀಯ ಅಸ್ಪಷ್ಟತೆ
ଜ୍ୟାମିତିକ ଆଇସୋମର୍ |,ಜ್ಯಾಮಿತೀಯ ಐಸೋಮರ್
ଜ୍ୟାମିତିକ ବସ୍ତୁ |,ಜ್ಯಾಮಿತೀಯ ವಸ್ತು
ଜ୍ୟାମିତିକ ପ୍ରୋଜେକସନ |,ಜ್ಯಾಮಿತೀಯ ಪ್ರೊಜೆಕ್ಷನ್
ଜ୍ୟାମିତିକ ଆକାଶବାଣୀ |,ಜ್ಯಾಮಿತೀಯ ಅಕೌಸ್ಟಿಕ್ಸ್
ଜ୍ୟାମିତିକ କ୍ଷମତା |,ಜ್ಯಾಮಿತೀಯ ಧಾರಣ
"ଜ୍ୟାମିତିକ କୋଏଫିସିଣ୍ଟେଣ୍ଟ, ଜ୍ୟାମିତିକ କାରକ |","ಜ್ಯಾಮಿತೀಯ ಗುಣಾಂಕ, ಜ್ಯಾಮಿತೀಯ ಅಂಶ"
ସ୍ୱର୍ଗୀୟ ରାଶି,ಆಕಾಶ ದಿಗಂತ
ଜ୍ୟାମିତିକ ଘଟଣା,ಜ್ಯಾಮಿತೀಯ ಘಟನೆಗಳು
ଜ୍ୟାମିତିକ ଅପ୍ଟିକ୍ସ |,ಜ್ಯಾಮಿತೀಯ ದೃಗ್ವಿಜ್ಞಾನ
ଜ୍ୟାମିତିକ ପଥ,ಜ್ಯಾಮಿತೀಯ ಮಾರ್ಗ
ଜ୍ୟାମିତିକ କୋଠରୀ ଆକାଶବାଣୀ |,ಜ್ಯಾಮಿತೀಯ ಕೊಠಡಿ ಅಕೌಸ್ಟಿಕ್ಸ್
ଜ୍ୟାମିତିକ ଅନୁରୂପ |,ಜ್ಯಾಮಿತೀಯ ಸಾದೃಶ್ಯ
"ଜ୍ୟାମିତି, ଜ୍ୟାମିତି |","ರೇಖಾಗಣಿತ, ರೇಖಾಗಣಿತ"
ଜିଆନ୍,ಜಿಯಾನ್
"ଜିଓଫୋନ୍, ଭୁଫୋନ୍ |","ಜಿಯೋಫೋನ್, ಭೂಫೋನ್"
ଭ oph ଗୋଳିକ |,ಭೌಗೋಳಿಕ
ଭ oph ଗୋଳିକ ଅନୁସନ୍ଧାନ,ಭೌಗೋಳಿಕ ನಿರೀಕ್ಷೆ
ଜିଓଫିଜିକାଲ୍ ସର୍ଭେ |,ಭೌಗೋಳಿಕ ಸಮೀಕ್ಷೆ
ଭ oph ଗୋଳିକ ସାଧନ |,ಭೌಗೋಳಿಕ ಉಪಕರಣಗಳು
ଜିଓଫିଜିକ୍ |,ಭೂಭೌತಶಾಸ್ತ್ರಜ್ಞ
ଜିଓଫିଜିକ୍ |,ಭೂಭೌತಶಾಸ್ತ್ರ
ପୃଥିବୀ ସମ୍ଭାବ୍ୟ ଉଚ୍ଚତା |,ಭೂಮಿಯ ಸಂಭಾವ್ಯ ಎತ್ತರ
ଜିଓଡେଟିକ୍ ଭୂପୃଷ୍ଠ |,ಜಿಯೋಡೆಟಿಕ್ ಮೇಲ್ಮೈ
ପୃଥିବୀ ସମ୍ଭାବ୍ୟ ଏକକ |,ಭೂಮಿಯ ಸಂಭಾವ್ಯ ಘಟಕ
ଭୂଗୋଳ,ಭೂಗೋಳ
ଭ ge ଗୋଳିକ,ಭೂವೈಜ್ಞಾನಿಕ
ସମକାଳୀନ ଉପଗ୍ରହ |,ಸಿಂಕ್ರೊನಸ್ ಉಪಗ್ರಹ
ଜିଓଡେଫ୍ଲେକ୍ଟର୍ |,ಜಿಯೋಡೆಫ್ಲೆಕ್ಟರ್
ଜିଓଡେଟିକ୍ ଆନୁମାନିକତା |,ಜಿಯೋಡೇಟಿಕ್ ಅಂದಾಜು
ଜିଓଡେଟିକ୍ କ୍ୟାପଚର୍ |,ಜಿಯೋಡೆಟಿಕ್ ಕ್ಯಾಪ್ಚರ್
ଜିଓଡେସିକ୍ କରେଣ୍ଟ୍ |,ಜಿಯೋಡೆಸಿಕ್ ಕರೆಂಟ್
ଜିଓଡେଟିକ୍ ସମୀକରଣ |,ಜಿಯೋಡೇಟಿಕ್ ಸಮೀಕರಣ
ଭ ge ଗୋଳିକ ସନ୍ତୁଳନ |,ಭೂವೈಜ್ಞಾನಿಕ ಸಮತೋಲನ
ଜିଓଡେସିକ୍ ପ୍ରବାହ |,ಜಿಯೋಡೆಸಿಕ್ ಹರಿವು
ଭୂତତ୍ତ୍ୱ,ಭೂಶಾಖದ
ଜିଓଟର୍ମାଲ୍ ଗ୍ରେଡିଏଣ୍ଟ୍ |,ಭೂಶಾಖದ ಗ್ರೇಡಿಯಂಟ್
ଜିଓଥର୍ମୋମିଟର |,ಜಿಯೋಥರ್ಮಾಮೀಟರ್
ଜିଓଥର୍ମୋମିଟ୍ରି |,ಭೂತಾಪಮಾನ
ଜର୍ମାନ ଆର ୟୁନିଟ୍ |,ಜರ್ಮನ್ R ಘಟಕ
ଜର୍ମାନ୍,ಜರ್ಮೇನಿಯಮ್
ଚଳପ୍ରଚଳ ଦୃଶ୍ୟ |,ಚಲಿಸುವ ದೃಶ್ಯ
getter,ಪಡೆಯುವವನು
ଭିଗାସାକ୍ |,ವಿಗಾಸಕ್
ଭିଗାସାକ୍ |,ವಿಗಾಸಕ್
ଭିଗାସାକ୍ ଆଇନ୍ ପମ୍ପ |,ವಿಗಾಸಾಕ್ ಅಯಾನ್ ಪಂಪ್
"ଗାଟୋର ପ୍ଲେକ୍, ଗ୍ୟାଷ୍ଟ୍ରିକ୍ ପ୍ଲେକ୍ |","ಗೇಟರ್ ಪ್ಲೇಕ್, ಗ್ಯಾಸ್ಟ್ರಿಕ್ ಪ್ಲೇಕ್"
"ଗେଟ୍ରାନ୍, ଗ୍ୟାସ୍ ଚନ୍ଦ୍ରଗ୍ରହଣ |","ಗಟೆರಾನ್, ಅನಿಲ ಗ್ರಹಣ"
ଗାଭ (ଗିଗା ଇଲେକ୍ଟ୍ରୋନ ଭୋଲ୍ଟ),Gav (ಗಿಗಾ ಎಲೆಕ್ಟ್ರಾನ್ ವೋಲ್ಟ್)
im ିଟିପିଟି ସ୍ଫଟିକ୍ |,ದುರ್ಬಲವಾದ ಸ್ಫಟಿಕ
ଟ୍ରାମ ଲାଇନ,ಟ್ರಾಮ್ ಲೈನ್
ଠକେଇ ଧାରା,ವಂಚನೆ ಮೋಡ್
ଠକେଇ କଣିକା |,ವಂಚನೆಯ ಕಣಗಳು
spoof,ವಂಚನೆ
ଠକାମି ପ୍ରତିମା |,ವಂಚನೆಯ ವಿಗ್ರಹ
ଇଚ୍ଛିତ ପ୍ରତିଛବି |,ಬಯಸಿದ ಚಿತ್ರ
gyak-debai ପଦ୍ଧତି |,gyak-debai ವಿಧಾನ
ଗାୟକ ତାପମାତ୍ରା ସ୍କେଲ |,ಗಯಾಕ್ ತಾಪಮಾನ ಮಾಪಕ
ଗିବ୍ସ |,ಗಿಬ್ಸ್
ଅଧା ଚନ୍ଦ୍ର,ಅರ್ಧ ಚಂದ್ರ
ଗିବ୍ସ ଆଡସର୍ପସନ୍ ସମୀକରଣ |,ಗಿಬ್ಸ್ ಹೊರಹೀರುವಿಕೆ ಸಮೀಕರಣ
ଗିବ୍ସ ଆଡସର୍ପସନ୍ ଆଇସୋଥର୍ମ |,ಗಿಬ್ಸ್ ಹೊರಹೀರುವಿಕೆ ಐಸೊಥರ್ಮ್
ଗିବ୍ସ ଇଲାସ୍ଟିସିଟି |,ಗಿಬ್ಸ್ ಸ್ಥಿತಿಸ್ಥಾಪಕತ್ವ
ଗିବ୍ସ କାର୍ଯ୍ୟ,ಗಿಬ್ಸ್ ಕಾರ್ಯ
ଗିବ୍ସ ହେଲମହୋଲ୍ଟଜ୍ ସମୀକରଣ |,ಗಿಬ್ಸ್ ಹೆಲ್ಮ್ಹೋಲ್ಟ್ಜ್ ಸಮೀಕರಣ
ଗିବ୍ସ ପର୍ଯ୍ୟାୟ ନିୟମ |,ಗಿಬ್ಸ್ ಹಂತದ ಕಾನೂನು
ଗିବ୍ସ ପଏଣ୍ଟିଙ୍ଗ୍ ସମୀକରଣ |,ಗಿಬ್ಸ್ ಪಾಯಿಂಟಿಂಗ್ ಸಮೀಕರಣ
ଗିବ୍ସ ଅନୁପାତ |,ಗಿಬ್ಸ್ ಅನುಪಾತ
ଗିବ୍ସ ନିୟମ |,ಗಿಬ್ಸ್ ಕಾನೂನು
ଗିବ୍ସ-ଡୁହିମ୍ ସମୀକରଣ |,ಗಿಬ್ಸ್-ಡುಹೈಮ್ ಸಮೀಕರಣ
ଗିଗା,ಗಿಗಾ
ଗିଗା ଚକ୍ର |,ಗಿಗಾ ಸೈಕಲ್
ଗିଗା ଇଲେକ୍ଟ୍ରନ୍ ଭୋଲ୍ଟ |,ಗಿಗಾ ಎಲೆಕ್ಟ್ರಾನ್ ವೋಲ್ಟ್
gigahertz,ಗಿಗಾಹರ್ಟ್ಜ್
ଗିଗାୱାଟ |,ಗಿಗಾವ್ಯಾಟ್
ହାଇଗସ୍ ବୋସନ୍ |,ಹಿಗ್ಸ್ ಬೋಸಾನ್
ଗିଗମ୍ |,ಗಿಗೋಮ್
ଗିଲବର୍ଟ,ಗಿಲ್ಬರ್ಟ್
ଜିଲେଟ୍ |,ಜಿಲೆಟ್
"ଗିଲ୍, କ୍ଲୋମ୍, ଗିଲ୍ ଆର୍ପାଟ |","ಗಿಲ್, ಕ್ಲೋಮ್, ಗಿಲ್ ಅರ್ಪಟ್"
"ଜିମ୍ବାଲ୍, ରିଙ୍ଗ୍ |","ಗಿಂಬಲ್, ಉಂಗುರಗಳು"
"ଡିକୋଟୋମସ୍ ପ୍ରତିବନ୍ଧକ, ଜିମ୍ବାଲ୍ ପ୍ରତିବନ୍ଧକ |","ದ್ವಿಮುಖ ನಿರ್ಬಂಧ, ಗಿಂಬಲ್ ನಿರ್ಬಂಧ"
ଜିମ୍ବାଲ୍ ଆରୋହଣ,ಗಿಂಬಲ್ ಆರೋಹಣ
ଜିମ୍ବାଲ୍ ମୋଟର |,ಗಿಂಬಲ್ ಮೋಟಾರ್
ଜିମିକ୍ |,ಗಿಮಿಕ್
ଗଣନା-ପ୍ରେଷ୍ଟନ୍ ଜୋନ୍ |,ಕೌಂಟ್-ಪ್ರೆಸ್ಟನ್ ವಲಯ
ଗିଞ୍ଜବର୍ଗ ଲାଣ୍ଡାଉ ସୁପରକଣ୍ଡକ୍ଟିଭିଟି ଥିଓରୀ |,ಗಿಂಜ್ಬರ್ಗ್ ಲ್ಯಾಂಡೌ ಸೂಪರ್ ಕಂಡಕ್ಟಿವಿಟಿ ಸಿದ್ಧಾಂತ
ଗିଞ୍ଜବର୍ଗ ଲାଣ୍ଡାଉ ସିଦ୍ଧାନ୍ତ |,ಗಿಂಜ್ಬರ್ಗ್ ಲ್ಯಾಂಡೌ ತತ್ವ
ଜର୍ଜୀ ସିଷ୍ଟମ୍ |,ಜಾರ್ಜಿ ವ್ಯವಸ್ಥೆ
ଗିର୍ଡଲର୍ ପ୍ରାକୃତିକ ଗ୍ୟାସ୍ ବିଶୋଧନ ପ୍ରକ୍ରିୟା |,ಗರ್ಡ್ಲರ್ ನೈಸರ್ಗಿಕ ಅನಿಲ ಶುದ್ಧೀಕರಣ ಪ್ರಕ್ರಿಯೆ
ଚାରିପାଖ ଗିଅର୍ |,ಸರೌಂಡ್ ಗೇರ್
ଗ୍ଲାଡଷ୍ଟୋନ୍ ଡେଲ୍ ନିୟମ |,ಗ್ಲಾಡ್‌ಸ್ಟೋನ್ ಡೇಲ್ ನಿಯಮಗಳು
ପଛ କୋଣ,ಹಿಂದಿನ ಕೋನ
ଓଲଟା ଛକ,ಹಿಮ್ಮುಖ ಛೇದಕ
"ତୀକ୍ଷ୍ଣତା, ଉଜ୍ଜ୍ୱଳତା |","ತೀಕ್ಷ್ಣತೆ, ತೇಜಸ್ಸು"
ଗ୍ଲାସ୍ କ୍ୟାଲୋରୀମିଟର |,ಗಾಜಿನ ಕ್ಯಾಲೋರಿಮೀಟರ್
ଗ୍ଲାସ୍ ଇଲେକ୍ଟ୍ରୋଡ୍ |,ಗಾಜಿನ ವಿದ್ಯುದ್ವಾರ
ଗ୍ଲାସ୍ ଖଣ୍ଡ ଖଣ୍ଡ,ಗಾಜಿನ ವಿಘಟನೆ ಪತ್ತೆಕಾರಕ
ଗ୍ଲାସ୍ ଲେଜର |,ಗಾಜಿನ ಲೇಸರ್
ଗ୍ଲାସ୍ ସିଲ୍ |,ಗಾಜಿನ ಸೀಲ್
ଗ୍ଲାସ୍ ସୁଇଚ୍ |,ಗಾಜಿನ ಸ್ವಿಚ್
ଗ୍ଲାସ୍ ସଂକ୍ରମଣ,ಗಾಜಿನ ಪರಿವರ್ತನೆ
ଗ୍ଲାସ୍ ଟ୍ୟୁବ୍ ବାରୋମିଟର |,ಗಾಜಿನ ಕೊಳವೆಯ ಮಾಪಕ
ଅଣ-ଖୋଲା ମୁଦ୍ରା |,ರಂಧ್ರಗಳಿಲ್ಲದ ಕರೆನ್ಸಿ
ଗ୍ଲାସ୍ ସଂକ୍ରମଣ,ಗಾಜಿನ ಪರಿವರ್ತನೆ
ଆତ୍ମସମର୍ପଣ କର,"ಶರಣಾಗತಿ, ಶರಣಾಗತಿ"
ଗତି ଦିଗ,ತೆವಳುವ ದಿಕ್ಕು
ସ୍ଲାଇଡିଂ ଲାଇନ୍,ಸ್ಲೈಡಿಂಗ್ ಲೈನ್
ଗତି ଗତି,ತೆವಳುವ ವೇಗ
ଆତ୍ମସମର୍ପଣ,ಶರಣಾಗತಿ
ସ୍ଲାଇଡିଂ ପଥ,ಜಾರುವ ಮಾರ್ಗ
ପଥ ପଥ କୋଣ,ಕ್ರೀಪ್ ಪಥ ಕೋನ
ବିଭାଜନ ପଥ ସୁବିଧା |,ಪ್ರಸರಣ ಮಾರ್ಗ ಸೌಲಭ್ಯ
କ୍ରିପ୍ ପଥ ସୂଚକ |,ಕ್ರೀಪ್ ಮಾರ್ಗ ಸೂಚಕ
କ୍ରିପ୍ ପଥ ଅବତରଣ ପଦ୍ଧତି |,ಕ್ರೀಪ್ ಪಾತ್ ಲ್ಯಾಂಡಿಂಗ್ ವಿಧಾನ
ସ୍ଲିପ୍ ପଥ କେନ୍ଦ୍ର,ಸ್ಲಿಪ್ ಮಾರ್ಗ ಕೇಂದ್ರ
କ୍ରିପ୍ ପଥ ଟ୍ରାନ୍ସମିଟର |,ಕ್ರೀಪ್ ಮಾರ್ಗ ಟ್ರಾನ್ಸ್ಮಿಟರ್
ସ୍ଲାଇଡିଂ ବିମାନ,ಸ್ಲೈಡಿಂಗ್ ವಿಮಾನ
କ୍ରିପ୍ ଅନୁପାତ |,ಕ್ರೀಪ್ ಅನುಪಾತ
ସାପ ପ୍ରତିଫଳନ,ಹಾವಿನ ಪ್ರತಿಬಿಂಬ
କ୍ରିପ୍ କୋଣ,ತೆವಳುವ ಕೋನ
କ୍ରିପ୍ ଟ୍ରାଜେକ୍ଟୋରୀ,ತೆವಳುವ ಪಥ
ସାପ ସ୍ଥାନାନ୍ତର,ಹಾವು ವರ್ಗಾವಣೆ
କ୍ରିପ୍ ବାହକ |,ಕ್ರೀಪ್ ಕ್ಯಾರಿಯರ್
ଗ୍ଲାଇଡର୍,ಗ್ಲೈಡರ್
"Visparan (ed।), Visperpi (v।)","ವಿಸ್ಪರಾನ್ (ಸಂ), ವಿಸ್ಪರ್ಪಿ (ವಿ.)"
କ୍ରିପ୍ କୋଣ,ತೆವಳುವ ಕೋನ
lim ଲକ ଉଡ଼ାଣ |,ಮಿನುಗುವ ಹಾರಾಟ
ସ୍ଲାଇଡିଂ ଫ୍ଲୋର୍,ಸ್ಲೈಡಿಂಗ್ ಮಹಡಿ
"ପ୍ରସୁରନ୍ (ଏଡି।), ପ୍ରସଫର୍ନାନ୍ (v।)","ಪ್ರಸ್ಫುರಾನ್ (ಸಂ.), ಪ್ರಸ್ಫುರ್ನನ್ (ವಿ.)"
gl ଲକ,ಮಿನುಗು
ଭକ୍ତ,ಮೀಸಲಿಟ್ಟರು
recessive ଦୋଷ |,ಹಿಂಜರಿತ ದೋಷ
"ଗ୍ଲାଇଟର, ଶିଲମାଲୱା |","ಗ್ಲಿಟರ್, ಶೈಲ್ಮಾಲ್ವಾ"
ସର୍ବଭାରତୀୟ ହାଇପରବୋଲା |,ಸಾರ್ವತ್ರಿಕ ಹೈಪರ್ಬೋಲಾ
ଫାୟାରବଲ୍ |,ಬೆಂಕಿ ಚೆಂಡು
ଗୋଲାକାର ତାରକା କ୍ଲଷ୍ଟର |,ಗೋಳಾಕಾರದ ನಕ್ಷತ್ರ ಸಮೂಹ
"ଗ୍ଲୋବୁଲ୍, ପୁଣ୍ଡାନି, ଗ୍ଲୋବୁଲ୍ |","ಗೋಳಾಕಾರದ, ಪುಂಧಾನಿ, ಗೋಳಾಕಾರದ"
ଗ୍ଲୋବ,ಗ್ಲೋಬ್
ରଙ୍ଗାଶ୍ରୀ (ଭଙ୍ଗା ସ୍ପେକ୍ଟର୍),ರಂಗಶ್ರೀ (ಬ್ರೋಕನ್ ಸ್ಪೆಕ್ಟರ್)
ବିମ୍ ଗର୍ତ୍ତ |,ಕಿರಣದ ರಂಧ್ರ
"ଉଜ୍ଜ୍ୱଳତା, ଉଜ୍ଜ୍ୱଳତା, ଉଜ୍ଜ୍ୱଳତା |","ಕಾಂತಿ, ಕಾಂತಿ, ಕಾಂತಿ"
ରେଡିଓମିଟର |,ರೇಡಿಯೋಮೀಟರ್
ଚକଚକିଆ |,ಹೊಳೆಯುವ
"ଗ୍ଲୋଭ୍ ବାକ୍ସ, ଗ୍ଲୋଭ୍ ବାକ୍ସ |","ಕೈಗವಸು ಪೆಟ್ಟಿಗೆ, ಕೈಗವಸು ಪೆಟ್ಟಿಗೆ"
ଉଜ୍ଜ୍ୱଳତା,ತೇಜಸ್ಸು
ଚମକ,ಮಿಂಚು ಮುಳುಗುವಿಕೆ
ଉଜ୍ଜ୍ୱଳ ଇମର୍ସନ୍ ଭୋଲଟେଜ୍ ରେଗୁଲେଟର |,ಬ್ರಿಲಿಯನ್ಸ್ ಇಮ್ಮರ್ಶನ್ ವೋಲ್ಟೇಜ್ ರೆಗ್ಯುಲೇಟರ್
ଇନକାଣ୍ଡେସେଣ୍ଟ୍ ଲ୍ୟାମ୍ପ |,ಪ್ರಕಾಶಮಾನ ದೀಪ
