Odiya,Assamese
ମାଇକ୍ରୋ ଭୂକମ୍ପ |,মাইক্ৰ’ ভূমিকম্প
ମାଇକ୍ରୋସିଜିମ୍ ଚଟାଣ |,মাইক্ৰ&#39;ছিছমিক ফ্ল&#39;ৰ
ମାଇକ୍ରୋସେଜିମ୍ ଗତି,অণুভূমিকম্পীয় গতি
ମାଇକ୍ରୋସାଇଜିମ୍ ଦୋହରିବା |,মাইক্ৰ&#39;ছিছমিক দোলন
ମାଇକ୍ରୋ ଭୂକମ୍ପ ବିଶେଷଜ୍ଞ |,মাইক্ৰ&#39; ভূমিকম্পবিজ্ঞানী
ମାଇକ୍ରୋସିଜିମୋମିଟର |,মাইক্ৰ&#39;ছিজমোমিটাৰ
ମାଇକ୍ରୋସ୍ପେକ୍ଟ୍ରାଲ୍ ଫୋଟୋମିଟର |,মাইক্ৰ&#39;স্পেকট্ৰল ফটোমিটাৰ
ମାଇକ୍ରୋସ୍ପେକ୍ଟ୍ରମ୍ ଫୋଟୋମେଟ୍ରିକ୍ ପଦ୍ଧତି |,মাইক্ৰ’স্পেকট্ৰম ফটোমেট্ৰিক পদ্ধতি
ମାଇକ୍ରୋସ୍ପେକ୍ଟ୍ରମ୍ ଫୋଟୋମେଟ୍ରି |,মাইক্ৰ&#39;স্পেকট্ৰম ফটোমেট্ৰি
"ମାଇକ୍ରୋସ୍ପେକ୍ଟ୍ରୋସ୍କୋପ୍, ମାଇକ୍ରୋସ୍ପେକ୍ଟ୍ରୋସ୍କୋପ୍ |","মাইক্ৰ’স্পেকট্ৰ’স্কোপ, মাইক্ৰ’স্পেকট্ৰ’স্কোপ"
ମାଇକ୍ରୋସ୍ପେକ୍ଟ୍ରମ୍ |,মাইক্ৰ&#39;স্পেকট্ৰম
"ମାଇକ୍ରୋଷ୍ଟେଟ୍, ମାଇକ୍ରୋଷ୍ଟେଟ୍ |","মাইক্ৰ&#39;ষ্টেট, মাইক্ৰ&#39;ষ্টেট"
ମାଇକ୍ରୋ ଟ୍ରାନ୍ସମିସନ୍ ଲାଇନ୍ |,মাইক্ৰ&#39; ট্ৰেন্সমিছন লাইন
"ମାଇକ୍ରୋପ୍ରୋସେସ୍, ମାଇକ୍ରୋ ଟେକ୍ନୋଲୋଜି |","মাইক্ৰ&#39;প্ৰচেছ, মাইক্ৰ&#39; প্ৰযুক্তি"
ମାଇକ୍ରୋ ଟୁଲ୍ସ |,মাইক্ৰ&#39; সঁজুলি
ମାଇକ୍ରୋଟୋରର୍ |,মাইক্ৰ&#39;ট&#39;ৰ&#39;ৰ
ମାଇକ୍ରୋଟ୍ରନ୍ |,মাইক্ৰ&#39;ট্ৰন
ମହାନ ଭାକ୍ୟୁମ୍ ପମ୍ପ |,গ্ৰেট ভেকুৱাম পাম্প
ମାଇକ୍ରୋ ଦର୍ଶନ |,মাইক্ৰ’ ভিজন
ମାଇକ୍ରୋ ତରଙ୍ଗ |,মাইক্ৰ&#39; ৱেভ
ମାଇକ୍ରୋୱେଭ୍ ଆକାଶବାଣୀ |,মাইক্ৰৱেভ শব্দবিজ্ঞান
ମାଇକ୍ରୋୱେଭ୍ ଆଣ୍ଟେନା |,মাইক্ৰৱেভ এন্টেনা
ମାଇକ୍ରୋୱେଭ୍ ଆଟେନୁଏଟର୍ |,মাইক্ৰৱেভ এটেনুৱেটৰ
ମାଇକ୍ରୋୱେଭ୍ ସର୍କିଟ୍ |,মাইক্ৰৱেভ বৰ্তনী
ମାଇକ୍ରୋୱେଭ୍ ପ୍ରାରମ୍ଭିକ ଚେତାବନୀ |,মাইক্ৰৱেভৰ আগতীয়া সতৰ্কবাণী
ମାଇକ୍ରୋୱେଭ୍ ପ୍ରାରମ୍ଭିକ ଚେତାବନୀ ରାଡାର୍ |,মাইক্ৰৱেভ আগতীয়া সতৰ্কবাণী ৰাডাৰ
ମାଇକ୍ରୋ ତରଙ୍ଗ ଫିଲ୍ଟର୍ |,মাইক্ৰ&#39; ৱেভ ফিল্টাৰ
ମାଇକ୍ରୋୱେଭ୍ ଫ୍ରିକ୍ୱେନ୍ସି |,মাইক্ৰৱেভ ফ্ৰিকুৱেন্সি
ମାଇକ୍ରୋୱେଭ୍ ସର୍କୁଲେଟର |,মাইক্ৰৱেভ চাৰ্কুলেটৰ
ମାଇକ୍ରୋୱେଭ୍ ଗରମ,মাইক্ৰৱেভ হিটিং
ମାଇକ୍ରୋୱେଭ୍ ମିକ୍ସର୍ |,মাইক্ৰৱেভ মিক্সাৰ
ମାଇକ୍ରୋୱେଭ୍ ଅପ୍ଟିକ୍ସ |,মাইক্ৰৱেভ অপটিক্স
ମାଇକ୍ରୋୱେଭ୍ ପାୱାର୍ ଟ୍ରାନ୍ସମିସନ୍ |,মাইক্ৰৱেভ শক্তি সংবহন
ମାଇକ୍ରୋୱେଭ୍ ରାଡାର୍ |,মাইক্ৰৱেভ ৰাডাৰ
ମାଇକ୍ରୋୱେଭ୍ ରାଡାର୍ ରିସିଭର୍ |,মাইক্ৰৱেভ ৰাডাৰ ৰিচিভাৰ
ମାଇକ୍ରୋୱେଭ୍ ରାଡାର ଟ୍ରାନ୍ସମିଟର |,মাইক্ৰৱেভ ৰাডাৰ ট্ৰেন্সমিটাৰ
ମାଇକ୍ରୋୱେଭ୍ ରେଡିଓମେଟ୍ରି |,মাইক্ৰৱেভ ৰেডিঅ&#39;মেট্ৰি
ମାଇକ୍ରୋସ୍କୋପିକ୍ ରିଫ୍ଲୋମିଟର |,মাইক্ৰস্কোপিক ৰিফ্লেক্টোমিটাৰ
ମାଇକ୍ରୋୱେଭ୍ ପ୍ରତୀକାତ୍ମକ ସୂଚକାଙ୍କ |,মাইক্ৰৱেভ বিবৰ্তন সূচকাংক
ମାଇକ୍ରୋୱେଭ୍ ସ୍ପେକ୍ଟ୍ରୋଗ୍ରାଫର୍ |,মাইক্ৰৱেভ স্পেকট্ৰ&#39;গ্ৰাফাৰ
ମାଇକ୍ରୋୱେଭ୍ ସ୍ପେକ୍ଟ୍ରସ୍କୋପି |,মাইক্ৰৱেভ স্পেক্ট্ৰস্কপি
ମାଇକ୍ରୋୱେଭ୍ ସ୍ପେକ୍ଟ୍ରମ୍ |,মাইক্ৰৱেভ বৰ্ণালী
ମାଇକ୍ରୋୱେଭ୍ ଟ୍ରାନ୍ସମିସନ୍ ଲାଇନ୍ |,মাইক্ৰৱেভ ট্ৰেন্সমিছন লাইন
ମାଇକ୍ରୋ ତରଙ୍ଗ ବିଭ୍ରାଟ |,মাইক্ৰ’ ৱেভ ডিষ্টাৰ্বেন্স
ମାଇକ୍ରୋୱେଭ୍ ଅଲଟ୍ରାସୋନିକ୍ସ |,মাইক্ৰৱেভ আল্ট্ৰাছ&#39;নিক্স
ମାଇକ୍ରୋୱେଭ୍ ଡିଟେକ୍ଟର୍ |,মাইক্ৰৱেভ ডিটেক্টৰ
ମାଇକ୍ରୋୱେଭ୍ ଗେଜ୍ |,মাইক্ৰৱেভ গেজ
ମଧ୍ୟରାତ୍ରି ସୂର୍ଯ୍ୟ |,মাজনিশাৰ ৰ’দ
ମିଡ୍ ପଏଣ୍ଟ ବିସନ୍ |,মিড পইণ্ট বাইছন
ମଧ୍ୟମ ପରିସର ମଡ୍ୟୁଲେସନ୍ ଫ୍ରିକ୍ୱେନ୍ସି |,মিড ৰেঞ্জ মডুলেচন ফ্ৰিকুৱেন্সি
ପଥ ମଧ୍ୟବର୍ତ୍ତୀ ପର୍ଯ୍ୟାୟ |,পথ মধ্যৱৰ্তী পৰ্যায়
meridian,মেৰিডিয়ান
ମଧ୍ୟରାତ୍ରି |,মাজনিশা
meridian,মেৰিডিয়ান
ମଧ୍ୟମ ପଏଣ୍ଟ ପ୍ରସ୍ଥାନ,মিড পইণ্ট প্ৰস্থান
କେନ୍ଦ୍ରୀୟ ବିନ୍ଦୁ |,কেন্দ্ৰীয় বিন্দু
ମଧ୍ୟମ କ୍ୟାମ୍ପସ୍,মধ্যম কেম্পাছ
ମଧ୍ୟମ କ୍ରମ ପଦ୍ଧତି |,মধ্যম ক্ৰমৰ পদ্ধতি
ମିଡାସ୍ |,midas
ମଧ୍ୟଭାଗ ଦିଗ,মিডৱে ডাইৰেকচন
ମଧ୍ୟମ ସୂଚକ,মধ্যম পইণ্টাৰ
ମଧ୍ୟମ ବିମାନ,মিড প্লেন
ମଧ୍ୟମ ଆକାରର ଦର୍ଶକ |,মধ্যম বৃদ্ধিকাৰী দৰ্শক
ମଧ୍ୟମ ପୃଷ୍ଠା |,মাজৰ পৃষ্ঠা
ମଧ୍ୟମ,মধ্যমীয়া
ମୋଡ୍ ତରଙ୍ଗଦ eng ର୍ଘ୍ୟ |,মোড তৰংগদৈৰ্ঘ্য
ମିଡାଟ୍ |,মিদাত
ମି ବିଛାଇବା,m বিক্ষিপ্ততা
ମେ-ଗ୍ରୁନାଗେନ୍ ସମୀକରଣ |,মে-গ্ৰুনাইগেন সমীকৰণ
ଆସୁଥିବା ଆୟନ |,ইনকামিং আয়ন
ପ୍ରବେଶ ସୂଚକାଙ୍କ,প্ৰৱেশ সূচী
ପ୍ରବେଶ ସମ୍ଭାବନା |,প্ৰৱেশ সম্ভাৱনা
ମିଲ୍,মিল
ମାଇଲ୍,মাইল
"ଆକାଶ ଗଙ୍ଗା, ଦୁଗ୍ଧମେଖଲା |","আকাশ গংগা, দুগধমেখলা"
ମିଲର୍ ସର୍କିଟ୍ |,মিলাৰ বৰ্তনী
ମିଲର୍ ପ୍ରଭାବ,মিলাৰ ইফেক্ট
ମିଲର୍ ଇଣ୍ଡେକ୍ସ,মিলাৰ সূচকাংক
ମିଲର୍ ଇଣ୍ଟିଗ୍ରେଟର୍ |,মিলাৰ ইন্টিগ্ৰেটৰ
ମିଲର୍ ପଦ୍ଧତି |,মিলাৰ পদ্ধতি
ମିଲର୍ ଟାଇମଲାଇନ୍ |,মিলাৰ টাইমলাইন
"ମିଲିମିଟର, ମିଲିମିଟର |","মিলিমিটাৰ, মিলিমিটাৰ"
ମିଲି ଆମ୍ପେର୍ |,মিলি এম্পিয়াৰ
ମିଲିବାର,মিলিবাৰ
ମିଲିବର୍ନ |,মিলিবাৰ্ন
ମିଲିକ୍ୟୁରି,মিলিকুৰি
ମିଲିକୁରୀ ଘଣ୍ଟା |,মিলিকুৰি ঘন্টা
ସାଇକେଲ ମିଳିଲା |,চাইকেল পাইছিল
"ମିଲିସେକେଣ୍ଡ ସମକକ୍ଷ, ମିଲିଅକ୍ୱିଭାଲେଣ୍ଟ, ମିଲିଅକ୍ସିଭାଲେଣ୍ଟ |","মিলিছেকেণ্ড সমতুল্য, মিলি সমতুল্য, মিলি সমতুল্য"
"ମିଲି ସମାନ ଓଜନ, ମିଲିସେକେଣ୍ଡ ସମାନ ଓଜନ |","মিলি সমতুল্য ওজন, মিলিছেকেণ্ড সমতুল্য ওজন"
ମିଗ୍ରା,মিলিগ্ৰাম
ମିଲିଲିଟର,মিলিলিটাৰ
ମିଲି-ମାସ-ୟୁନିଟ୍ |,মিলি-ভৰ-ইউনিট
ମିଲିମିଟର,মিলিমিটাৰ
ଟ୍ରାନ୍ସେଣ୍ଡେଣ୍ଟାଲ୍ ମିଲିମିଟର |,অতিক্ৰমণীয় মিলিমিটাৰ
ପାଣି ମିଲିମିଟର,পানী মিলিমিটাৰ
ମିଲିମିଟର ତରଙ୍ଗ |,মিলিমিটাৰ তৰংগ
ମିଲିମିଟର ତରଙ୍ଗ ଟ୍ୟୁବ୍ |,মিলিমিটাৰ তৰংগ নলী
ମିଲିମୋ |,মিলিমো
ମିଲିମିକ୍ରନ୍ |,মিলিমাইক্ৰন
ମିଲିମିକ୍ରୋସେକଣ୍ଡ |,মিলিমাইক্ৰ&#39;ছেকেণ্ড
"ଦଶ ଲକ୍ଷ, ଦଶ ଲକ୍ଷ","দহ মিলিয়ন, দহ মিলিয়ন"
ମିଲିଫୋଟୋ |,মিলিফটো
ମିଲିଭୋଲ୍ଟ |,মিলিভল্ট
"ମିଲିଭୋଲ୍ଟ ମିଟର, ମିଲିଭୋଲ୍ଟ ମିଟର |","মিলিভল্ট মিটাৰ, মিলিভল্ট মিটাৰ"
ମିଲିୱାଟ |,মিলিৱাট
ମୋର ଡିଟେକ୍ଟର |,মাইন ডিটেক্টৰ
ବିକଫୋର୍ଡ ଫ୍ୟୁଜ୍ |,বিকফোৰ্ড ফিউজ
ଖଣିଜ ପଦାର୍ଥ,খনিজ পদাৰ্থ
କ୍ଷୁଦ୍ର ପ୍ରସାରଣ ପଥ,চুটি সংক্ৰমণ পথ
ସଂକ୍ଷିପ୍ତ ଟ୍ରାନ୍ସମିଟର ପଥ ଗ୍ରହଣକାରୀ |,চুটি ট্ৰেন্সমিটাৰ পথ ৰিচিভাৰ
ସର୍ଟ ସର୍କିଟ |,শ্বৰ্ট চাৰ্কিট
କ୍ଷୁଦ୍ର ଭଲଭ୍ |,ক্ষুদ্ৰ ভালভ
କ୍ଷୁଦ୍ରତା,চুটি কৰা
ମାଇକ୍ରୋସ୍କୋପିକ୍ ରେକର୍ଡ |,মাইক্ৰস্কোপিক ৰেকৰ্ড
ସର୍ବନିମ୍ନ ପଥ,নূন্যতম পথ
"ସର୍ବନିମ୍ନ, ସର୍ବନିମ୍ନ, ସର୍ବନିମ୍ନ, ସର୍ବନିମ୍ନ |","সৰ্বনিম্ন, সৰ্বনিম্ন, সৰ্বনিম্ন, সৰ্বনিম্ন"
ସର୍ବନିମ୍ନ ଫୁଟିବା ବିନ୍ଦୁ |,সৰ্বনিম্ন উতলাংক
ସର୍ବନିମ୍ନ ପ୍ରତିବନ୍ଧକ |,নূন্যতম নিষেধাজ্ঞা
ସର୍ବନିମ୍ନ ବିଚ୍ୟୁତି |,নূন্যতম বিচ্যুতি
ସବୁଠାରୁ କମ୍ ଦୂରତା ଡିକୋଡର୍ |,আটাইতকৈ কম দূৰত্বৰ ডিকোডাৰ
ସର୍ବନିମ୍ନ ଇଗ୍ନିସନ୍ କରେଣ୍ଟ୍ |,নূন্যতম ইগনিচন কাৰেণ্ট
ସର୍ବନିମ୍ନ ପ୍ରବର୍ତ୍ତିତ ଟ୍ରାକ୍ସନ୍ |,কম প্ৰৰোচিত ট্ৰেকচন
ସର୍ବନିମ୍ନ ଆୟନାଇଜେସନ୍ |,সৰ্বনিম্ন আয়নীয়কৰণ
ସର୍ବନିମ୍ନ ଆୟନାଇଜିଂ ଗତି |,সৰ্বনিম্ন আয়নীয়কৰণ গতি
ନିମ୍ନ ବିନ୍ଦୁ |,নিম্ন বিন্দু
ସର୍ବନିମ୍ନ ପ୍ରବେଶ ପ୍ରୋଗ୍ରାମିଂ |,নূন্যতম অভিগম প্ৰগ্ৰেমিং
ମିନକୋସ୍କି ଇଲେକ୍ଟ୍ରୋଡାଇନାମିକ୍ସ |,মিনকোভস্কি ইলেক্ট্ৰ&#39;ডাইনেমিক্স
ମିନକୋସ୍କି ଫୋର୍ସ |,minkowski বল
ମିନକୋସ୍କି କାର୍ଯ୍ୟ,মিনকোভস্কি ফাংচন
ମିନକୋସ୍କି ସମୟ ଅବଧି |,minkowski সময়কাল
ମିନକୋସ୍କି ଜନସଂଖ୍ୟା |,minkowski জনসংখ্যা
"ମିନକୋସ୍କି ଦିନ, ମିନକୋସ୍କି ୱାର୍ଲ୍ଡ |","মিনকোভস্কি দিৱস, মিনকোভস্কি বিশ্ব"
ଅବଧି ସମୟ,টাৰ্ম সময়
"ସର୍ଟ ଡାଏଟୋନିକ୍ ସ୍ୱରାଗ୍ରାମ, ସର୍ଟ ଡିଟୋନିକ୍ ସ୍ୱରାଗ୍ରାମ |","চুটি ডাইটনিক স্বৰগ্ৰাম, চুটি ডাইটনিক স্বৰাগ্ৰাম"
ପ୍ରାଥମିକ ଉପାଦାନ |,প্ৰাথমিক উপাদান
ଆନୁଷଙ୍ଗିକ ଲୋବ୍ |,আনুষংগিক লোব
କ୍ଷୁଦ୍ର ସ୍ୱର,চুটি সুৰ
ସଂଖ୍ୟାଲଘୁ ବାହକ |,সংখ্যালঘু বাহক
ସଂଖ୍ୟାଲଘୁ ବାହକ ବୟସ |,সংখ্যালঘু বাহক বয়স
ସଂଖ୍ୟାଲଘୁ ନିର୍ଗମନକାରୀ |,সংখ্যালঘু নিৰ্গমনকাৰী
"ଇନସିନିୟା ଜୋନ୍, eb ଣ କ୍ଷେତ୍ର |","insignia zone, ঋণৰ অঞ্চল"
"କଳା, ମିନିଟ୍, ମିନିଟ୍ |","শিল্প, মিনিট, মিনিট"
କମ୍ ମର୍କୁର କ୍ୟାଥୋଡ୍ |,কম পাৰাৰ কেথ’ড
"ବିସ୍ଫୋରଣ, ଭୁଶୁଡ଼ିବା |","বিস্ফোৰণ, পতন"
ମାରିକିକା |,মাৰিচিকা
ମିରାନ୍ (ମିସାଇଲ୍ ପରସାନ୍),মিৰাণ (মিছাইল পাৰাচন)
"ଦର୍ପଣ, ଚେହେରା |","আইনা, মুখ"
ଦର୍ପଣ ପ୍ରଭାବ,মিৰ&#39;ৰ ইফেক্ট
ଦର୍ପଣ ସୂତ୍ର |,দাপোনৰ সূত্ৰ
ଦର୍ପଣ ପ୍ରତିଫଳନ |,দাপোনৰ প্ৰতিফলন
ଦର୍ପଣ ପ୍ରତିଛବି ନମୁନା |,মিৰ&#39;ৰ ইমেজ পেটাৰ্ণ
ଦର୍ପଣ ପ୍ରତିଫଳନ ସମ୍ପର୍କ |,দাপোন প্ৰতিফলন সম্পৰ্ক
ସମୁଦ୍ର ପ୍ରତିଫଳନ,সাগৰৰ প্ৰতিফলনমাপক
"ପ୍ରତିଫଳନ, ଦର୍ପଣ ରେଖା |","প্ৰতিফলন, দাপোনৰ ৰেখা"
ଦର୍ପଣ ମେସିନ୍ |,মিৰ&#39;ৰিং মেচিন
"ପ୍ରତୀକ ନ୍ୟୁକ୍ଲିୟସ୍, ପ୍ରତ୍ୟାପ ନ୍ୟୁକ୍ଲିୟସ୍ |","প্ৰত্যপ নিউক্লিয়াছ, প্ৰত্যাপ নিউক্লিয়াছ"
ଦର୍ପଣ ନ୍ୟୁକ୍ଲିଡ୍ |,মিৰ&#39;ৰ নিউক্লাইড
ଦର୍ପଣ କାର୍ଯ୍ୟ,মিৰ&#39;ৰ অপাৰেচন
ଦର୍ପଣ ଅପ୍ଟିକ୍ସ |,মিৰ&#39;ৰ অপটিক্স
ଦର୍ପଣ ଯୋଡି |,আইনা যোৰ
ଦର୍ପଣ ବିମାନ |,মিৰ&#39;ৰ প্লেন
ଦର୍ପଣ ସମ୍ପର୍କ |,দাপোনৰ সম্পৰ্ক
ଦର୍ପଣ ଘୂର୍ଣ୍ଣନ ଶାଫ୍ଟ |,মিৰ&#39;ৰ ঘূৰ্ণনশীল খাদ
ବସ୍ତୁ ପ୍ରତିଫଳନ ଆଇସୋମର୍ |,বস্তু প্ৰতিফলন আইছ&#39;মাৰ
polyreflective resonance,পলিৰিফ্লেক্টিভ ৰেজোনেন্স
ମର୍ଟ,mirt
ମିଶ୍ରଣ ଯୋଗ୍ୟତା |,মিশ্ৰণযোগ্যতা
ଅସନ୍ତୁଷ୍ଟ ରେଖା |,মিল নোহোৱা লাইন
କୁମେଲନ୍ |,কুমেলোন
"ଅନ୍ତ u କରଣ, ଭୁଲ","অন্তৰ্দৃষ্টি, ভুল দিশ"
ରେକର୍ଡିଂ ଅପ୍,ৰেকৰ্ডিং আপ কৰক
ସବୁଠାରୁ କମ୍ ଦୂରତା |,আটাইতকৈ কম দূৰত্ব
"କ୍ଷେପଣାସ୍ତ୍ର, କ୍ଷେପଣାସ୍ତ୍ର |","মিছাইল, মিছাইল"
ମିସାଇଲ୍ ମାଷ୍ଟର |,মিছাইল মাষ্টাৰ
କ୍ଷେପଣାସ୍ତ୍ର ପଛକୁ,মিছাইল পিছলৈ
ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ,জ্যোতিৰ্বিজ্ঞান
ଇଲେକ୍ଟ୍ରନ୍ ନିଖୋଜ |,অনুপস্থিত ইলেক্ট্ৰন
ନିଖୋଜ ରେଖା |,অনুপস্থিত লাইন
"ଅବିଭକ୍ତ ମାସ ସ୍ପେକ୍ଟ୍ରୋମିଟର, ଅପ୍ରତ୍ୟାଶିତ ମାସ ସ୍ପେକ୍ଟ୍ରୋମିଟର |","অনাটেণ্ডেড মাছ স্পেকট্ৰমিটাৰ, অনাটেণ্ডেড মাছ স্পেকট্ৰমিটাৰ"
ନିଖୋଜ ପଲ୍ସ ଡିଟେକ୍ଟର |,অনুপস্থিত পালছ ডিটেক্টৰ
ଅପମାନ,অশ্লীলতা
ମିଶ୍ରିତ ସ୍ଫଟିକ୍ |,মিশ্ৰণ স্ফটিক
ମିଶ୍ରିତ ତରଳିବା ପଦ୍ଧତି |,মিশ্ৰণ গলনাংক পদ্ধতি
ମିଶ୍ରିତ ପାଉଡର ପଦ୍ଧତି |,মিশ্ৰিত গুড়ি পদ্ধতি
"ମିକ୍ସର୍, ମିକ୍ସର୍, ମିକ୍ସର୍ (ବ୍ୟକ୍ତି)","মিক্সাৰ, মিক্সাৰ, মিক্সাৰ (ব্যক্তি)"
ମିକ୍ସର୍ କପଲିଂ ସର୍କିଟ୍ |,মিক্সাৰ কাপলিং চাৰ্কিট
ମିକ୍ସର୍ ଏମ୍ପ୍ଲିଫାୟର୍ |,মিক্সাৰ এম্প্লিফায়াৰ
ମେନେମୋନିକ୍ କୋଡ୍ |,স্মৃতিশক্তিৰ ক&#39;ড
M.N.Os. (ଧାତୁ ନାଇଟ୍ରାଇଡ୍ ଅକ୍ସାଇଡ୍ ସେମିକଣ୍ଡକ୍ଟର),এম.এন.অ. (ধাতু নাইট্ৰাইড অক্সাইড অৰ্ধপৰিবাহী)
ଏକାଧିକ ବିଭାଜନ,একাধিক বিভাজন
ମୋବାଇଲ୍ ଡିଜିଟାଲ୍ କମ୍ପ୍ୟୁଟର |,মোবাইল ডিজিটেল কম্পিউটাৰ
"ଗତିଶୀଳ, ଗତିଶୀଳ, ଗତିଶୀଳ |","চলন্ত, চলন্ত, চলন্ত"
ପୋର୍ଟେବଲ୍ ଆଣ୍ଟେନା |,পোৰ্টেবল এন্টেনা
ମୋବାଇଲ୍ ଟେଲିମେଟ୍ରି |,মোবাইল টেলিমেট্ৰি
ଗତିଶୀଳ ଅନୁକୂଳତା |,গতিশীল অনুকূলতা
ଗତିଶୀଳତା ଗୁଣବତ୍ତା,গতিশীলতা সহগ
ଗତିଶୀଳତା ଫେନୋଟାଇପିକ୍ ସମାନତା |,গতিশীলতা ফেন&#39;টাইপিক অনুকূলতা
ମୋବିୟସ୍ ପ୍ରତିରୋଧକ |,মবিয়াছ ৰেজিষ্টৰ
ନୀରବ ଗୁଳି,নিৰৱ গুলীচালনা
ପୋଲାରାଇଜିଂ ମାଇକ୍ରୋସ୍କୋପ୍ |,মেৰুকৰণ কৰা মাইক্ৰস্কোপ
"ପଦ୍ଧତି, ପଦ୍ଧତି, ସିଷ୍ଟମ୍, ମୋଡ୍, ମୋଡ୍, ମୋଡ୍, ଷ୍ଟେଜ୍, ମୋଡ୍ |","পদ্ধতি, পদ্ধতি, ব্যৱস্থা, ধৰণ, ধৰণ, ধৰণ, পৰ্যায়, ধৰণ"
ମୋଡ୍ ଫିଲ୍ଟର୍ |,মোড ফিল্টাৰ
ମୋଡ୍ ବାଧା,মোড হস্তক্ষেপ
ମୋଡ୍ ଜମ୍ପ୍ |,মোড জাম্প
କମ୍ପନ ଧାରା,কম্পনৰ ধৰণ
ମୋଡ୍ ସଠିକତା |,মোডৰ সঠিকতা
ଦର୍ପଣ ଉଲ୍ଲଂଘନ |,দোলন উলংঘা
ଦର୍ପଣ ଉଲ୍ଲଂଘନ |,দোলন উলংঘা
ମୋଡ୍ ବ୍ଲକର୍ |,মোড ব্লকাৰ
ମୋଡ୍ ଟ୍ରାନ୍ସଡ୍ୟୁସର,মোড ট্ৰেন্সডুচাৰ
ଦୃଷ୍ଟାନ୍ତମୂଳକ ନକ୍ଷତ୍ର ବୃତ୍ତ |,চিত্ৰণমূলক নক্ষত্ৰীয় বৃত্ত
ମାଡେଲୁଙ୍ଗ ସ୍ଥିର |,মেডেলুং ধ্ৰুৱক
ମୋଡେମ୍,মডেম
କୋଡର୍,ক&#39;ডাৰ
ମଧ୍ୟମ ଅର୍ଥ,মধ্যমীয়া মান
ମଧ୍ୟମ ବିଷାକ୍ତ |,মধ্যমীয়া বিষাক্ত
ଉଦାସୀନ,ডিপ্ৰেছনকাৰী
ଲିଭାଇବା ପ୍ରକ୍ରିୟା |,কুৱেঞ্চিং প্ৰক্ৰিয়া
ବିଳମ୍ବ ଅନୁପାତ,ৰিটাৰ্ডেচন ৰেচিঅ’
ପରିବର୍ତ୍ତିତ ପ୍ରତିଫଳନ,পৰিৱৰ্তিত প্ৰতিফলন
ଭିମାନନ୍ଦ,বিমন্দন
ମୋଡରେଟର୍,মডাৰেটৰ
ମୋଡରେଟର୍ ନିୟନ୍ତ୍ରଣ |,মডাৰেটৰ নিয়ন্ত্ৰণ
ସ୍କିଣ୍ଟିଲିଟିଙ୍ଗ୍ ଲାଟାଇସ୍ |,জিলিকি থকা জালি
ପୋକ ଅନୁପାତ |,মথ অনুপাত
ଆଧୁନିକ ପଦାର୍ଥ ବିଜ୍ଞାନ |,আধুনিক পদাৰ্থ বিজ্ঞান
"ପରିବର୍ତ୍ତନ, ପରିବର୍ତ୍ତନ, ପରିବର୍ତ୍ତନ","পৰিৱৰ্তন, ৰূপান্তৰ, ৰূপান্তৰ"
ଠିକଣା ପରିବର୍ତ୍ତନ,ঠিকনা সলনি কৰা
ମୋଡସ୍ ଅପରେଣ୍ଡି,modus operandi
ରୂପାନ୍ତରିତ ଏକ୍ସପେନ୍ସିନାଲ୍ ବକ୍ର |,ৰূপান্তৰিত ঘাতীয় বক্ৰ
ପରିବର୍ତ୍ତିତ ମାସ,পৰিৱৰ্তিত ভৰ
ମଡ୍ୟୁଲେଡ୍ ଅର୍ଥ,মডুলেটেড গড়
ପରିବର୍ତ୍ତିତ ପ୍ରତିଫଳନ,পৰিৱৰ্তিত প্ৰতিফলন
ମଡ୍ୟୁଲେଡ୍ ବସନ୍ତ ସ୍ଥିର |,মডুলেটেড স্প্ৰিং ধ্ৰুৱক
"ରୂପାନ୍ତରକାରୀ, ରୂପାନ୍ତରକାରୀ, କାଲିବ୍ରେଟର |","মডিফায়াৰ, কনভাৰ্টাৰ, কেলিব্ৰেটৰ"
ଆରେ ରୂପାନ୍ତର କରନ୍ତୁ |,ৰূপান্তৰ এৰে
ରୂପାନ୍ତର,ৰূপান্তৰ
ପରିବର୍ତ୍ତନଶୀଳ |,ৰূপান্তৰকাৰী
ରୂପାନ୍ତରିତ କାରକ |,ট্ৰেন্সফৰ্মিং ফ্যাক্টৰ
ନିୟମ,আইন প্ৰণয়ন কৰা
ସୂକ୍ଷ୍ମ ସଜ୍ଜିତ ଡୋପଲର ରାଡାର |,ফাইন-টিউনড ডপলাৰ ৰাডাৰ
ମଡ୍ୟୁଲାର୍ ସର୍କିଟ୍ |,মডিউলাৰ বৰ্তনী
ମଡ୍ୟୁଲ୍ ଗଠନ,মডিউল গঠন
ମଡେଲ୍ ଲାଟାଇସ୍ |,মডেল জালি
"ଚେତାଶୂନ୍ୟ, ମଡ୍ୟୁଲେଡ୍ |","অচেতন, মডুলেটেড"
ମଡ୍ୟୁଲେଡ୍ ଏମ୍ପ୍ଲିଫାୟର୍ |,মডুলেটেড এম্প্লিফায়াৰ
ମଡ୍ୟୁଲେଡ୍ ତରଙ୍ଗ ଫ୍ରିକ୍ୱେନ୍ସି |,মডুলেটেড তৰংগ কম্পাঙ্ক
