English,Marathi
law of sines,"साइन नियम, साइन नियम"
laws of exponents,घातांकांचा नियम
laws of motion,गती नियम
layer,"स्तर, स्तर"
leading coefficient,फॉरवर्ड गुणांक
leading diagonal,समोरचा कर्ण
leading submatrix,फॉरवर्ड सब-मॅट्रिक्स
leading term,समोर पोस्ट
least,"किमान, किमान, किमान"
least common multiple (LCM),सर्वात कमी सामान्य (LCM)
least element,किमान घटक
least square,सर्वात खालचा वर्ग
least upper bound,किमान ओव्हरहेड मर्यादा
left coset,डावा संच
left handed,घड्याळाच्या उलट दिशेने
left handed screw,घड्याळाच्या उलट दिशेने स्क्रू
left inverse,डावीकडे उलट
left multiplication,बाकी गुणाकार
Leibnitz formula,लीबनिझ सूत्र
length,लांबी
leptokurtic,तुंगाक्कुडी
leptokurtic curve,ट्रॅगस वक्र
leptokurtosis,फुफ्फुसाचा मासा
level curve,पातळी वक्र
level of confidence,आत्मविश्वास पातळी
level of significance,महत्त्व पातळी
lexicographically,कालक्रमानुसार
lexicographical order,शब्दकोश क्रम
likelihood function,संभाव्यता कार्य
likelihood ratio test,संभाव्यता प्रमाण चाचणी
limit,"मर्यादा, किरकोळ"
limiting,"किरकोळ, अत्यंत"
limiting value,किरकोळ मूल्य
limiting velocity,सीमांत वेग
limit in mean,सरासरी श्रेणी
limit of integration,एकत्रीकरणाची मर्यादा
limit of sequence,अनुक्रम मर्यादा
limit point (=cluster point),"क्लस्टर पॉइंट, लिमिट पॉइंट"
limit velocity,सीमांत वेग
line,"रेषा, रेषा, लंबवर्तुळ"
linear,"रेखीय, रेखीय, रेखीय"
linear algebraic,रेखीय बिजवल्ली
linear algebraic equation,रेखीय बीजगणितीय समीकरण
linear approximation,रेखीय अंदाजे
linear asymptote,रेखीय लक्षण
linear coefficient,रेखीय गुणांक
linear combination,शॉक जमा
linear constraints,शॉक निर्बंध
linear dependence,रेखीय अवलंबित्व
linear differential equation,रेखीय भिन्न समीकरण
linear dimension,"रेखीय परिमाण, रेखीय मापन, रेखीय लांबी-रुंदी"
linear equation,"रेखीय समीकरण, चतुर्भुज समीकरण"
linear form,रेखीय एकसंधता
linear fractional transformation,रेखीय अपूर्णांक रूपांतरण
linear function,रेखीय कार्य
linear functional,रेखीय कार्य
linear group,रेखीय गट
linear independence,रेखीय स्वातंत्र्य
linear independent relation,रेखीय स्वतंत्र संबंध
linear inequality,रेखीय असमानता
linear inhomogeneous differential equation,रेखीय नॉन-एकसंध विभेदक समीकरण
linear integral equation,रेखीय अविभाज्य समीकरण
linear interpolation,रेखीय प्रक्षेपण
linear least square regression analysis,रेखीय किमान चौरस प्रतिगमन विश्लेषण
linearity,"एकेरी, रेखीय"
linearly dependent,रेखीय अवलंबून
linearly independent,रेखीय स्वतंत्र
linear mapping,रेखीय मॅपिंग
linear order,रेखीय क्रम
linear ordering,रेखीय क्रमिकरण
linear programming,रेखीय प्रोग्रामिंग
linear programming algorithm,रेखीय प्रोग्रामिंग अल्गोरिदम
linear programming problem,रेखीय प्रोग्रामिंग समस्या
linear regression,रेखीय प्रतिगमन
linear regression coefficient,रेखीय प्रतिगमन गुणांक
linear relation,"रेखीय संबंध, घातांकीय संबंध"
linear space (=vector space),रेखीय लोकसंख्या
linear subspace,रेखीय उपस्थान
linear transformation,रेखीय परिवर्तन
linear trend,रेखीय प्रतिगमन
linear unbiased estimate,रेखीय विभेदक अंदाज
linear velocity,रेखीय वेग
line integral,ओळ अविभाज्य
line of intersection,छेदनबिंदूची ओळ
line of regression,प्रतिगमन ओळ
localised vector,अवकाशीय वेक्टर
local optimum,स्थानिक इष्टतम
locus,"locus, locus"
log,लॉग लॉग लॉग
logarithmic,"लॉगरिदमिक, लॉगरिदमिक"
logarithmic accuracy,लॉगरिदमिक अचूकता
logarithmic calculation,लॉगरिथम गणना
logarithmic curve,"लॉगरिदमिक वक्र, लॉगरिदमिक वक्र"
logarithmic derivative,लॉगरिदमिक व्युत्पन्न
logarithmic differentiation,लॉगरिदमिक भिन्नता
logarithmic function,"लॉगरिदमिक फंक्शन, लॉगरिदमिक फंक्शन"
logarithmic mean (=geometric mean),"लॉगरिदमिक मीन, भौमितिक मीन"
logarithmic normal distribution,लॉगरिदमिक सामान्य वितरण
logarithmic relationship,लॉगरिदमिक संबंध
logarithmic scale,लॉगरिदमिक स्केल
logarithmic series,"लॉगरिदम मालिका, लॉगरिदमिक मालिका"
logarithmic spiral (equiangular spiral),"लॉगरिदमिक सर्पिल, लॉगरिदमिक सर्पिल"
logarithmic table (=log table),"लॉगरिदम सारणी, लॉगरिदमिक सारणी"
logarithm (log),"लॉगरिदम, लॉगरिदम"
logic,तर्कशास्त्र
logically equivalent,तार्किकदृष्ट्या समतुल्य
logistic curve,"वाढ वक्र, पर्ल-रीड वक्र"
lognormal distribution,"लॉग सामान्य वितरण, लॉग सामान्य वितरण"
longitude,"रेखांश, रेखांश"
loop,"लूप, लूप, फंदा (न.), पळवाट (व्हेर.), प्रसन्ना"
lottery,"निवडणूक प्रचार, लॉटरी"
lower bar,अधोरेखित
lower bound,कमी बंधन
lower Riemann integral,कमी Riemann-Integral
lower sum,कमी रक्कम
lower triangular matrix,खालील त्रिकोणी मॅट्रिक्स
Maclaurin's expansion,mclarin पसरला
magic number,"माया क्रमांक, जादूचा क्रमांक, टिकाऊपणा क्रमांक"
magic square,जादूचा चौरस
magnitude limit (=limiting magnitude),तेजस्वी मर्यादा
mailed questionnaire,मेलिंग प्रश्नावली
mail survey,मेलद्वारे सर्वेक्षण
majorant (upper bound),ओव्हरहेड मर्यादा
major arc,लांब चाप
majorised set,बद्ध सेट
many valued function,बहुमूल्य कार्य
map,"नकाशा, नकाशा, नकाशा"
map into the set,सेटमध्ये मॅपिंग
mapping of a set,संचांचे मॅपिंग
marginal probability,किरकोळ संभाव्यता
mathematical analysis,गणितीय विश्लेषण
mathematical argument,अंकगणित तर्क
mathematical centre,गणितीय केंद्र
mathematical complexity,गणिताची जटिलता
mathematical economics,गणितीय अर्थशास्त्र
mathematical expectation,गणितीय अपेक्षा
mathematical form,गणितीय फॉर्म
mathematical formulation,"गणितीय स्वरूप, गणितीय स्वरूप"
mathematical identity,गणितीय ओळख
mathematical logic,"गणितीय तर्कशास्त्र, गणितीय तर्कशास्त्र"
mathematical model,गणितीय मॉडेल
mathematical notion,गणितीय हेतू
matrix digonalisation,मॅट्रिक्स विकर्णीकरण
matrix inverse,मॅट्रिक्स व्यस्त
matrix inversion,मॅट्रिक्स उलटा
matrix iterative method,मॅट्रिक्स पुनरावृत्ती पद्धत
matrix method,मॅट्रिक्स पद्धत
matrix multiplication,मॅट्रिक्स गुणाकार
matrix of constants,स्थिरांकांचे मॅट्रिक्स
matrix of effectiveness,प्रबळ मॅट्रिक्स
matrix operator,मॅट्रिक्स ऑपरेटर
matrix polynomial,मॅट्रिक्स बहुपद
matrix printing,मॅट्रिक्स प्रिंटिंग
matrix product,मॅट्रिक्स उत्पादन
maximized,कमाल केले
maximum,"कमाल, कमाल, सर्वोच्च"
maximum absolute value,कमाल निरपेक्ष मूल्य
maximum F-ratio,कमाल एफ-गुणोत्तर
maximum likelihood,कमाल क्षमता
maxmin,महालपिष्ठ
maxmin criterian,उत्तम निष्कर्ष
max of a function,फंक्शनची कमाल
Maxwell-Boltzmann statistics,मॅक्सवेल-बोल्ट्समन सांख्यिकी
mean deviation,अर्थ विचलन
mean square deviation,विचलन स्क्वेअर मीन
mean square error,चौरस सरासरी त्रुटी
mean value,"सरासरी, सरासरी मूल्य"
mean value theorem,अर्थ प्रमेय
measure of kurtosis,बुडबुडे मोजमाप
median,"मध्यक, मध्य, मध्य, मध्य"
median centre,मध्यकेंद्र
mesokurtic curve,मध्य वक्र
mesokurtosis,मेसोथेलियोमा
message,संदेश
method,"प्रथा, पद्धत"
method of elimination,हटविण्याची पद्धत
method of inversion,उलट पद्धत
method of iteration,पुनरावृत्ती पद्धत
method of least squares,किमान चौरस
method of moments,टॉर्क पद्धत
method of similar triangles,समान त्रिकोण पद्धत
method of steepest descent,उतार उतरण्याची पद्धत
method of summation,संकलन पद्धत
method of undetermined coefficient,अनिर्धारित गुणांक पद्धत
metric space,अंतराची लोकसंख्या
metric system,मेट्रिक प्रणाली
metric unit,मेट्रिक युनिट
micro theory,सूक्ष्म सिद्धांत
middle,मधला
middle term,मध्यक
mid point,मध्यवर्ती बिंदू
mid point formula,मध्यबिंदू सूत्र
minimal polynomial,किमान बहुपदी
minimax principle,किमान सिद्धांत
minimum,"किमान, सर्वात कमी, सर्वात कमी"
minimum point (of curve),कमी बिंदू
minimum polynomial,किमान बहुपदी
min of a function,किमान फंक्शन
minor arc,लहान चाप
minor axis,लहान अक्षर
minorised subset,सीमाबद्ध उपसंच
minus,"उणे, कर्ज"
minus sign,वजा चिन्ह
mixed fraction,मिश्रित अंश
mixed strategy,पर्यायी साधन
mode,"मोड, मोड, पद्धत, पद्धत, पद्धत, मोड"
modulus,"मापांक, मापांक"
modulus of a complex number,जटिल संख्येचे मॉड्यूलस
moment,क्षण
moment generating function,टॉर्क फंक्शन
moment of a force,शक्तीचा क्षण
moment of frequency distribution,वारंवारता-वितरण क्षण
moment of inertia,जडत्वाचा क्षण
moment of momentum,गतीचा क्षण
momentum,आवेग
monomial,एक पोस्ट
monomorphic,एकल एकत्रीकरण
monomorphism,"एकजिनसीपणा, एकरूपता"
monotone,मोनोक्युलर
monotone increasing sequence,दिशाहीन चढत्या क्रम
monotonically,सरळ
monotonically increasing net,दिशाहीन चंद्रकोर जाळी
monotonically increasing sequence,मोनोटिकली वाढणारा क्रम
monotonic function,एकरूप कार्य
Monte Carlo calculation,मॉन्टे-कार्लो गणना
Monte Carlo method,माँटे-कार्लो पद्धत
morra (game),मोरा (क्रीडा)
mortality statistics,मृत्यूची आकडेवारी
most probable,बहुधा
motion,गती
moving average,हालचाल क्षुद्र
M-space,एम-लोकसंख्या
M-test for integral,इंटिग्रलची एम-चाचणी
multidecision problem,अनेक निर्णय समस्या
multidimensional normal distribution,बहुपदी सामान्य वितरण
multidimensional random variable,बहुपदी यादृच्छिक चल
multi-index transportation problem,मल्टिप्लेक्स वाहतुकीची समस्या
multinomial,बहुपदी
multinomial distribution,बहुपदी वितरण
multiple,"एकाधिक, एकाधिक, एकाधिक, अनेक (v.), एकाधिक, अपवर्तक (n.)"
multiple choice problem,एकाधिक निवड समस्या
multiple connected domain,संघराज्य प्रांत
multiple correlation,एकाधिक सहसंबंध
multiple frequency table,एकाधिक वारंवारता सारणी
multiple integral,एकाधिक अविभाज्य
multiple integration,एकाधिक एकत्रीकरण
multiple regression,एकाधिक प्रतिगमन
multiple regression analysis,एकाधिक प्रतिगमन विश्लेषण
multiple regression coefficient,एकाधिक प्रतिगमन गुणांक
multiple regression equation,एकाधिक प्रतिगमन समीकरण
multiple root,मल्टी रूट
multiplication,गुणाकार
multiplication by columns (of determinant),(निर्धारकाचा) स्तंभीय गुणाकार
multiplication by rows (of determinant),(निर्धारकाचा) रेखीय गुणाकार
multiplication factor,गुणाकार घटक
multiplicative function,गुणाकार कार्य
multiplicative group,गुणात्मक गट
multiplicative inverse,गुणाकार व्यस्त
multiplicity,अनेकत्व
multiplicity of roots,अनेकत्व
multiplicity of zero,शून्याची गुणाकार
multiplier,गुणक
multiply,"गुणाकार, गुणाकार"
multivariate distribution,एकाधिक वितरण
multivariate normal distribution,बहुविध सामान्य वितरण
multivariate population,बहुविध लोकसंख्या
mutual,"परस्पर, परस्पर"
nabla,nabla
Napierian,नेपिरिया
Napierian logarithm,"napier logarithm, napier logarithm"
natural logarithm,"नैसर्गिक लॉगरिथम, नैसर्गिक लॉगरिदम"
natural number,"धन पूर्णांक, धन पूर्णांक"
nautical mile,नॉटिकल मैल
n-dimensional,n-vim
n-dimensional vector space,n-vim वेक्टर-स्पेस
necessary and sufficient condition,आवश्यक आणि पुरेसे निर्बंध
necessary condition,आवश्यक निर्बंध
negation,मनाई
negative,"नकारात्मक, नकारात्मक, नकारात्मक"
negative curvature,क्रेडिट वक्रता
negative definite form,नकारात्मक निश्चित एकरूपता
negative definite matrix,ऋण निश्चित मॅट्रिक्स
negative semi-definite form,नकारात्मक अर्धनिश्चित एकसंध
neighbourhood,"शेजार, जवळीक"
nested sampling,"मल्टिपल सॅम्पलिंग, इन्क्लुसिव्ह सॅम्पलिंग"
net reproduction rate,निव्वळ जन्मदर
Newtonian mechanics,newtany यांत्रिकी
Newton's divided difference formula,न्यूटनचे विभाजित फरक सूत्र
Newton's laws of motion,न्यूटनचे गतीचे नियम
Neyman allocation,नाव असाइनमेंट
Neyman Pearson theory,Neiman-Pearson-तत्त्व
nilpotent element,शून्य संभाव्य घटक
nilpotent matrix,शून्य संभाव्य मॅट्रिक्स
node,"नोड, नोड, पान, निब, फिल्टर"
non-Abelian group,अॅन-अबेली गट
non-absolute convergence,सापेक्षतावादी अभिसरण
non-algebraic,अतींद्रिय
non-degenerate,दूषित
non-degenerate basic feasible solution,अभ्रष्ट आधार सुसंगत उपाय
non-dense,अघान
non-dense set,दाट एकूण
non-denumerable infinity of points,गुणांची अगणित अनंतता
non-denumerable set,अगणित संच
non-differentiable,अतुलनीय
non empty subset,नॉन-सबसेट
non-Euclidean geometry,युक्लिडियन भूमिती
non-homogeneous,"विषम, विषम"
non-intersecting,न छेदणारे
non-linear algebraic equation,नॉन-रेखीय बीजगणितीय समीकरणे
non-linear differential equation,नॉन-रेखीय विभेदक समीकरण
non-linear equation,नॉन-रेखीय समीकरण
non-linear programming,नॉन-लिनियर प्रोग्रामिंग
non-linear regression,नॉन-रेखीय प्रतिगमन
non-linear relationship,नॉन-रेखीय संबंध
non-negative integer,गैर ऋण पूर्णांक नॉन ऋण पूर्णांक
non-negative variable,गैर-नकारात्मक चल
non-parametric test,नॉन-पॅरामीट्रिक चाचणी
non-probabilistic approach,गैर-संभाव्य दृष्टीकोन
non-singular matrix,व्यस्त मॅट्रिक्स
non-symmetric matrix,असममित मॅट्रिक्स
non-trivial,नगण्य
non-vanishing determinant,शून्य निर्धारक
non-void,रिक्त
non-void subset,नॉन-सबसेट
non-zero determinant,शून्य निर्धारक
NOR gate,किंवा पूरक दरवाजे
normal,"सामान्य, नैसर्गिक, मानक, सामान्य, सामान्य, सामान्य, सामान्य"
normal acceleration,सामान्य प्रवेग
normal angle,सामान्य कोन
normal curve,सामान्य वक्र
normal density function,सामान्य घनता कार्य
normal distribution,सामान्य वितरण
normal distribution function,सामान्य वितरण कार्य
normal form for the matrix,मॅट्रिक्सचे सामान्य स्वरूप
normal frequency,सामान्य वारंवारता
normalized curve,सामान्यीकृत वक्र
normalized floating point number,सामान्यीकृत फ्लोटिंग पॉइंट क्रमांक
normalizer,सामान्यीकरण करणारा
normal matrix,सामान्य मॅट्रिक्स
normal probability curve,सामान्य संभाव्यता वक्र
normal probability distribution,सामान्य संभाव्यता वितरण
normal subgroup (=distinguished subgroup),"सामान्य उपसमूह, विशिष्ट उपसमूह"
normed linear space,प्रमाणित रेखीय जागा
norm of a vector,वेक्टर मानक
NOT gate,"गेट नाही, गेट नाही"
nowhere dense set,निशाचर दाट एकूण
null hypothesis,शून्य गृहीतक
null matrix,शून्य मॅट्रिक्स
null set,रिकामा संच
null vector,शून्य सदिश
number,संख्या
number axis,संख्या अक्ष
number system,संख्या प्रणाली
numeral,"अंक (संख्या), संख्यात्मक (V.)"
numeration,"संख्या करण्यासाठी, संख्या करण्यासाठी"
numerator,भाग
numerical coefficient,संख्यात्मक गुणांक
numerical computation,संख्यात्मक गणना
numerical differentiation,संख्यात्मक भिन्नता
numerical method,संख्यात्मक पद्धत
n-vector,"n-वेक्टर, n-वेक्टर"
n-vector space,n-वेक्टर जागा
object,"वस्तू, शरीर, वस्तू"
objective function,वस्तुनिष्ठ कार्य
oblique,"तिरकस, तिरकस"
oblique asymptote,तिरकस लक्षण
oblique axis,तिरकस अक्ष
oblique section,"क्रॉस सेक्शन, क्रॉस सेक्शन"
observation,निरीक्षण
observed frequency,निरीक्षण वारंवारता
obtuse angle,विशाल कोन
octagon,अष्टकोनी
octahedron,अष्टकोनी
octal system,ऑक्टल प्रणाली
octant,ऑक्टंट
odd,विषम
odd curve,असममित वक्र
odd number,विषम संख्या
odd permutation,विचित्र क्रमपरिवर्तन
odd polynomial,विषम बहुपदी
ogive,"ogive, तोरण"
one to one correspondence,एकांत असोसिएशन
one to one function,एक-एक कार्य
one to one map,एकच नकाशा
one-way classification,एकतर्फी वर्गीकरण
onto map,ओव्हरलॅप नकाशा
open,"उघडा, उघडा (v.)"
open ball,खुले क्षेत्र
open interval,खुले अंतराल
open ray,सेमीलाइन उघडा
open set,खुला संच
operation,कार्यरत
operational research,ऑपरेशन विज्ञान
operations research,ऑपरेशन विज्ञान
operator,"ऑपरेटर, ऑपरेटर, ऑपरेटर"
opposite angle,विरुद्ध कोन
opposite event,विरुद्ध घटना
optimal basic feasible solution,इष्टतम बेस सुसंगत समाधान
optimal condition,इष्टतम स्थिती
optimal lot size,इष्टतम आउटपुट आकार
optimal value,इष्टतम मूल्य
optimum,"इष्टतम, इष्टतम"
orbit,वर्ग
order,"ऑर्डर, ऑर्डर, पॉवर, रेडिक्स, ग्रुप नंबर"
ordered pair,ऑर्डर केलेली जोडी
ordered set,"वर्गीकृत संच, वर्गीकृत संच"
ordering,"वर्गीकरण, वर्गीकरण"
order of a determinant,"निर्धारकाचा आदेश, निर्धारकाचा आदेश"
order of a group,गट ग्रेड
order of a matrix,मॅट्रिक्सचा क्रम
order of an element in a group,घटकांचा समूह
order of differential equation,विभेदक समीकरणाचा क्रम
order of operation,ऑपरेशन क्रम
order of zero,शून्य क्रम
ordinal number,क्रमवाचक क्रमांक
ordinary differential equation,साधे विभेदक समीकरण
ordinate,ग्रेड
oreintability,अनुकूलता
orientation,अभिमुखता
orientation of surface,पृष्ठ अभिमुखता
origin,"मूळ, मूळ, मूळ"
origin of coordinates,मूळ बिंदू
orthocentre,कोकरू केंद्र
orthogonal,"अनुलंब टोकदार, लंब"
orthogonal axes,ऑर्थोगोनल अक्ष
orthogonal family,लॅम्बिक कुटुंब
orthogonal group,"लुंबिक ग्रुप, लुंबिक ग्रुप"
orthogonality condition,ऑर्थोगोनॅलिटी स्थिती
orthogonalization,एकत्रीकरण
orthogonal matrix,ऑर्थोगोनल मॅट्रिक्स
orthonormal,"ऑर्थोनॉर्मल, सामान्य ऑर्थोनॉर्मल"
orthonormal basis,सामान्य उभ्या पाया
oscillation,दोलन
oscillation of a function,कार्याचे दोलन
oscillatory function,दोलन कार्य
osculating,अस्लेशी
outer product,बाह्य उत्पादन
output,"आउटपुट, आउटपुट, आउटपुट, बहिर्वाह"
overdetermined system,अतिनिर्धारित अस्तित्व
paired comparision,जोडलेली तुलना
pairwise disjoint,जोडलेले disjointed
pairwise independent,स्वतंत्र जोडपे
parallel forces,समांतर शक्ती
parallelogram,समांतरभुज चौकोन
parallelogram of forces,बल समांतरभुज चौकोन
parallelogram of velocities,वेग समांतरभुज चौकोन
parallelopiped,समांतरभुज चौकोन
parameter,"पॅरामीटर्स, इंटरसेक्शनल रेशो, पॅरामीटर्स"
parameter free (=nonparametric),नॉन-स्टँडर्ड
parameter of distribution,वितरण पॅरामीटर
parametric,पॅरामीटर
parametric coordinate,पॅरामीटर समन्वय
parametric curve,पॅरामेट्रिक वक्र
parametric equation,पॅरामेट्रिक समीकरण
parametric linear programming,पॅरामेट्रिक लिनियर प्रोग्रामिंग
parametric method,पॅरामीटर पद्धत
parametric objective function,पॅरामेट्रिक उद्दिष्ट कार्य
parametric programming,पॅरामीटर प्रोग्रामिंग
parametric representation,पॅरामीटर प्रतिनिधित्व
parametrization,पॅरामीटरायझेशन
parenthesis,"कंस, बंधनकारक"
parenthesis notation,कंस
parent population,पालक लोकसंख्या
Pareto curve,pareto-वक्र
parity check,समता तपासणी
partial confounding,आंशिक संकरीकरण
partial correlation,आंशिक सहसंबंध
partial derivative,आंशिक डेरिव्हेटिव्ह्ज
partial differential equation,आंशिक विभेदक समीकरण
partial differentiation,आंशिक भिन्नता
partial fraction,अपूर्णांक अपूर्णांक
partial integration,आंशिक एकीकरण
partially ordered,अंशतः क्रमवारी लावलेली
partially ordered set,अर्धवट ऑर्डर केलेला सेट
partial order,आंशिक ऑर्डर
partial regression coefficient,आंशिक प्रतिगमन गुणांक
partial sum,आंशिक बेरीज
particle,कण
particular case,विशिष्ट परिस्थिती
particular integral,विशेष अविभाज्य
particular solution,विशेष नांगर
partition,"विभागणी, वितरण"
partitioning of matrices,मॅट्रिक्सचे विभाजन
partition value,विभागीय मूल्य
Pascal triangle,पास्कल त्रिकोण
pattern,"आकृती, प्रति मूल्य, प्रति फॉर्म, नमुना"
pattern function,काउंटर फंक्शन
pattern problem,कॉपी समस्या
payload velocity,पेलोड वेग
payoff function,पेमेंट फंक्शन
payoff matrix,पेमेंट मॅट्रिक्स
p-basis,p-बेस
p-chart,p-वर्ण
Peano curve,पियानो-वक्र
Peano space,पियानो जोडणी
pedal equation,टर्म समीकरण
percent,टक्के
percentage,टक्केवारी
percentage error,टक्केवारी त्रुटी
percentage frequency,टक्केवारी वारंवारता
percentage increase,टक्केवारी वाढ
percentage of error,अचूकता टक्केवारी
percent decrease,टक्के घसारा
percentile,टक्केवारी
perfect cube,परिपूर्ण घन
perfect gas,आदर्श वायू
perfect number,परिपूर्ण संख्या
perfect set,परिपूर्ण संच
perfect square,परिपूर्ण चौरस
perfect square expression,परिपूर्ण चौरस अभिव्यक्ती
perimeter,परिमिती
period,"नियतकालिकता, नियतकालिकता, नियतकालिकता, नियतकालिक निर्देशांक (त्रिकोणमिति), कालावधी, कालावधी"
periodic curve,नियतकालिक वक्र
periodic disturbances,आवर्ती व्यत्यय
periodic function,नियतकालिक कार्य
periodic motion,आवर्ती गती
period of revolution,रोटेशन कालावधी
period of rotation,रोटेशन कालावधी
periodogram,वारंवारता वक्र
peripheral,"परिधीय, परिधीय, परिधीय"
permissible,"अनुज्ञेय, अनुज्ञेय"
permissible limit of error,अशुद्धतेची अनुज्ञेय मर्यादा
permutation,क्रमपरिवर्तन
permutation group,क्रमपरिवर्तन गट
permutation matrix,क्रमपरिवर्तन मॅट्रिक्स
permutation method,क्रमपरिवर्तन पद्धत
perpendicular,लंब
perpendicularity,विलंब
perpendicularly,"अनुलंब, अनुलंब"
perpendicular plane,अनुलंब विमान
personnel-assignment problem,कर्मचारी असाइनमेंट समस्या
PERT (program evaluation review technique),pert
perturbation,चीड
perturbation problem,चीड
perturbed problem,त्रासदायक समस्या
phase,"टप्पा, टप्पा, कोन"
phase angle,कोन
phase difference,वेळोवेळी
phase displacement,कला विस्थापन
physical astronomy,भौतिक खगोलशास्त्र
physical constant,शारीरिक स्थिरता
physical parameter,भौतिक मापदंड
physical pendulum,भौतिक पेंडुलम
physical quantity,भौतिक प्रमाण
physical sciences,भौतिकशास्त्र
pictograph,चित्रलेखन
pictor,चित्रकार
piecewise continuous function,विभागीय निरंतर कार्य
piecewise linear,विभागीय रेखीय
piecewise linear function,खंडित रेखीय कार्य
piecewise smooth,तुकड्याने तुकडा
pie diagram,वर्तुळ
pilot census,मार्गदर्शक जनगणना
pilot survey,मार्गदर्शक सर्वेक्षण
pivot,"pivot, rivet"
pivotal element,मूळ घटक
Planck's constant,प्लँक स्थिर आहे
Planck's law,प्लँकचा कायदा
plane,"मजला, पातळी"
plane angle,coplanar कोन
plane boundary,सपाट सीमा
plane curve,सपाट वक्र
plane figure,प्रतिमा सपाट करा
plane geometry,विमान भूमिती
plane motion,coplanar गती
plane of projection,प्रक्षेपण विमान
plane of reference,सूचना मजला
plane of symmetry,सममिती विमान
planet,ग्रह
planetarium,कृत्रिम प्रभामंडल
planetary motion,ग्रहांची गती
planetary system,ग्रह प्रणाली
plane trigonometry,विमान त्रिकोणमिती
plane wave,सपाट लाट
planning horizon,नियोजन क्षितिज
plasma,प्लाझ्मा
plastic,"लवचिक, प्लास्टिक"
platykurtic curve,सपाट कल
platykurtosis,सपाटपणा
plot,"प्लॉट, क्षेत्र, प्लॉट, प्लॉट"
plotted,प्लॉट केले
plotted frequency distribution,प्लॉट केलेले वारंवारता वितरण
plotter,कथानक
plotting,मसुदा तयार करणे
plotting of curve,वक्र प्लॉटिंग
plus,"अधिक, पैसा"
plus formula,"प्लस-फॉर्म, प्लस-फॉर्म"
point at infinity,अनंत बिंदू
point estimate,बिंदू अंदाज
point estimation,बिंदू अंदाज
point mass,बिंदू वस्तुमान
point of accumulation,क्लस्टर पॉइंट
point of analyticity,विश्लेषण बिंदू
point of condensation,कॉम्पॅक्शन पॉइंट
point of incidence,घटना बिंदू
point of infinite discontinuity,अमर्याद खंडितता बिंदू
point of intersection,छेदनबिंदू
point of non-uniform convergence,नॉन-अभिसरण बिंदू
point of projection,प्रक्षेपण बिंदू
point of uniform convergence,एकसमान अभिसरण बिंदू
point open topology,बिंदू स्थिती
point set,बिंदू सेट
point source,बिंदू स्रोत
pointwise closed,बिंदू बंद
pointwise closure,पॉइंट कन्व्हर्टर
pointwise convergence,बिंदू अभिसरण
pointwise discontinuous function,बिंदू खंडित कार्य
pointwise topology,बिंदू स्थिती
Poisson arrival,विष वितरण आगमन
Poisson integral,विष अविभाज्य
Poisson problem,पॉसन्सची समस्या
Poisson's distribution,विष वितरण
Poisson's equation,विष समीकरण
Poisson's integral formula,पॉसॉनचे अविभाज्य सूत्र
polar,"ध्रुवीय, ध्रुवीय"
polar angle,ध्रुवीय कोन
polar axis,ध्रुवीय अक्ष
polar cap,ध्रुवीय टोपी
polar coordinate,ध्रुवीय समन्वय
polar radius of earth,पृथ्वीची ध्रुवीय त्रिज्या
pole,"ध्रुव, अनंत, कनेक्टर, ध्रुव"
pole of order-n,n-शक्ती अनंत
pole of wave front,"वेव्ह हेड, वेव्हफ्रंट पोल"
pole singularity,ध्रुव वित्रिया
policy-space,धोरण जागा
policy variables,पॉलिसी व्हेरिएबल
Polya's distribution,पोळ्याचे वितरण
polygon,बहुभुज
polygon of forces,बहुभुज सक्ती करा
polygon of vectors,"सदिश बहुभुज, सदिश बहुभुज"
polyhedral,"polyhedral, polyhedral"
polyhedral body,अनेक संस्था
polyhedron,पॉलीहेड्रॉन
polynomial,बहुपदी
polynomial forms,बहुपदी अभिव्यक्ती
polynomial function,बहुपदी कार्य
polynomial interpolation,बहुपदी प्रक्षेपण
polynomial regression,बहुपदी प्रतिगमन
polynomial solution,बहुपद समाधान
polynomial theorem,बहुपद प्रमेय
polytrope,वर्तुळ दाबा
pooled estimate,संमिश्र अंदाज
population,"लोकसंख्या, संख्या, लोकसंख्या, लोकसंख्या"
population distribution,"लोकसंख्या वितरण, लोकसंख्या वितरण"
population dynamics,लोकसंख्या गतिशीलता
population mean,लोकसंख्या म्हणजे
population parameter,लोकसंख्या मापदंड
population regression coefficient,लोकसंख्या प्रतिगमन गुणांक
population sampling,लोकसंख्या नमुना
population variance,लोकसंख्येतील फरक
position coordinates,स्थान समन्वय
position of equilibrium,"समतोल स्थिती, समतोल स्थिती, समतोल स्थिती"
position vector,स्थिती वेक्टर
positive,"सकारात्मक, पैसा, सकारात्मक, सकारात्मक"
positive angle,पैशाचा कोन
positive areas,सकारात्मक क्षेत्र
positive association,सकारात्मक सहवास
positive attribute,सकारात्मक गुणधर्म
positive cone,सकारात्मक शंकू
positive correlation,सकारात्मक सहसंबंध
positive definite form,सकारात्मक निश्चित एकसंधता
positive definite function,सकारात्मक निश्चित कार्य
positive definite matrix,सकारात्मक निश्चित मॅट्रिक्स
positive definite quadratic form,सकारात्मक निश्चित द्विघात चतुर्भुज
positive linear functional,सकारात्मक रेखीय कार्य
positively related,सकारात्मक संबंध
positive semidefinite,सकारात्मक अविभाज्य
