Marathi,Assamese
चुंबकीय टेप अग्रदूत,চুম্বকীয় টেপ পূৰ্বসূৰী
चुंबकीय टेप ग्रंथपाल,চুম্বকীয় টেপ লাইব্ৰেৰিয়ান
चुंबकीय टेप प्रवेश,চুম্বকীয় টেপ প্ৰৱেশ
चुंबकीय टेप युनिट,চুম্বকীয় টেপ ইউনিট
"1.चुंबकीय पातळ थर, 2.चुंबकीय पातळ फिल्म","1.চুম্বকীয় পাতল স্তৰ, 2.চুম্বকীয় পাতল ফিল্ম"
चुंबकीय मार्ग,চুম্বকীয় পথ
चुंबकीय ऑप्टिकल स्टोरेज,চুম্বকীয় আলোকীয় সংৰক্ষণ
"1.चुंबक प्रिंटर, 2.मॅग्नेट प्रिंटर","1.চুম্বক প্ৰিন্টাৰ, 2.চুম্বক প্ৰিন্টাৰ"
चुंबकीय विकृती,চুম্বকীয় বিকৃতি
चुंबकीय विकृत टॅबलेट,চুম্বকীয়ভাৱে বিকৃত কৰিব পৰা টেবলেট
"1. मेल बॉक्स, 2. मेल बॉक्स","১.মেইল বক্স, ২.মেইল বক্স"
मेल विलीनीकरण,মেইল মাৰ্জ কৰক
"1. मुख्य नियंत्रण एकक, 2. मुख्य नियंत्रण एकक","১.মুখ্য নিয়ন্ত্ৰণ একক, ২.মুখ্য নিয়ন্ত্ৰণ একক"
मुख्य चौकट,মূল ফ্ৰেম
"1.मुख्य फ्रेम प्रणाली, 2.मुख्य फ्रेम यंत्रणा","1.মূল ফ্ৰেম ব্যৱস্থা, 2.মূল ফ্ৰেম ব্যৱস্থা"
"1.मुख्य मेमरी, 2.मुख्य मेमरी","১.মূল স্মৃতি, ২.মূল স্মৃতি"
"1.मुख्य कार्यक्रम, 2.मुख्य कार्यक्रम","১.মূল কাৰ্যসূচী, ২.মূল কাৰ্যসূচী"
मुख्य स्टोरेज,মূল সংৰক্ষণ
"1.मुख्य स्विच, 2.मुख्य स्विच","১.মেইন চুইচ, ২.মেইন চুইচ"
"1. देखभाल, 2. देखभाल","1.ৰক্ষণাবেক্ষণ, 2.ৰক্ষণাবেক্ষণ"
देखभाल पॅनेल,ৰক্ষণাবেক্ষণ পেনেল
देखभाल वेळ,ৰক্ষণাবেক্ষণৰ সময়
मोठे वर्तुळ,ডাঙৰ বৃত্ত
की डिव्हाइस,কী ডিভাইচ
मुख्य की,মূল চাবি
प्रमुख मंच,মূল মঞ্চ
मुख्य रचना,মূল গঠন
मुख्य काम,মূল কাম
बहुसंख्य घटक,সংখ্যাগৰিষ্ঠ উপাদান
बहुसंख्य गेट,সংখ্যাগৰিষ্ঠতা গেট
बहुसंख्य ऑपरेशन,সংখ্যাগৰিষ্ঠতা অপাৰেচন
परतफेड कालावधी,ৰিইম্বৰ্চেমেণ্টৰ সময়সীমা
चुकीचे ऑपरेशन नित्यक्रम,মিছঅপাৰেচন ৰুটিন
व्यवस्थापन विकास,ব্যৱস্থাপনা বিকাশ
व्यवस्थापन माहिती प्रणाली (MIS),ব্যৱস্থাপনা তথ্য ব্যৱস্থা (MIS)
व्यवस्थापन विज्ञान,ব্যৱস্থাপনা বিজ্ঞান
मँचेस्टर एन्कोडिंग,মানচেষ্টাৰ এনকোডিং
गुणाकार,গুণন
अंदाजे चल,অনুমান কৰা চলক
अनुमानित निर्देशांक,আনুমানিক সূচকাংক
मानवी मशीन सिम्युलेशन,মানৱ যন্ত্ৰৰ অনুকৰণ
मॅन्युअल पत्ता स्विच,মেনুৱেল ঠিকনা চুইচ
मॅन्युअल विश्लेषण,হাতৰ দ্বাৰা বিশ্লেষণ কৰা
मॅन्युअल कॉल,মেনুৱেল কল
मॅन्युअल एंट्री,হাতৰ দ্বাৰা প্ৰৱেশ কৰা
"1.मॅन्युअल सेंटर, 2.मॅन्युअल सेंटर","১.মেনুৱেল চেণ্টাৰ, ২.মেনুৱেল চেণ্টাৰ"
"1. मॅन्युअल इनपुट, 2. मॅन्युअल इनपुट","1. মেনুৱেল ইনপুট, 2. মেনুৱেল ইনপুট"
मॅन्युअल ऑपरेशन,মেনুৱেল অপাৰেচন
अनेक ते अनेक संबंध,বহুতৰ লগত বহুতৰ সম্পৰ্ক
मल्टी-डिकोडर,মাল্টি-ডিকোডাৰ
नकाशा पद्धत,মানচিত্ৰ পদ্ধতি
मॅपिंग,মেপিং
समास,প্ৰান্ত
किरकोळ त्रुटी,প্ৰান্তীয় ভুল
किरकोळ चौकशी,প্ৰান্তীয় অনুসন্ধান
किरकोळ चाचणी,প্ৰান্তীয় পৰীক্ষা
चिन्ह ओळख,চিহ্ন ধৰা পেলোৱা
साइन वाचन,চিন পঢ়া
चिन्ह स्कॅनिंग,চিহ্ন স্কেনিং
चिन्ह अर्थ,sign sense
मार्कर,মাৰ্কাৰ
चिन्हांकित करणे,চিহ্নিত কৰা
मार्कर लाट,মাৰ্কাৰ তৰংগ
मार्कोव्ह साखळी,মাৰ্কভ শৃংখল
मार्कोव्ह स्त्रोत,মাৰ্কভ উৎস
मार्कअप भाषा,markup ভাষা
maser,maser
maser,maser
"1. मुखवटा, 2. बुरखा, 3. बुरखा","১.মাস্ক, ২.অভাৰ, ৩.অভাৰ"
"1. कव्हर बिट, 2. कव्हर बिट, 3. मास्क दुहेरी अंक","1. কভাৰ বিট, 2. কভাৰ বিট, 3. মাস্ক দুটা অংক"
मास्क प्रोग्राम करण्यायोग्य डिव्हाइस,মাস্ক প্ৰগ্ৰেমেবল ডিভাইচ
कव्हर रजिस्टर,কভাৰ ৰেজিষ্টাৰ
"1. कव्हर रॉम, 2. कव्हर रॉम","1. কভাৰ ৰম, 2. কভাৰ ৰম"
कव्हर,আৱৰণ
प्रचंड डेटा,বিশাল পৰিসংখ্যা
"1.मास मेमरी, 2.मास मेमरी","1.মাছ মেমৰি, 2.মাছ মেমৰি"
मोठ्या प्रमाणात समांतर,বৃহৎ পৰিমাণে সমান্তৰাল
सरदार,মুখীয়াল
मास्टर कार्ड,মাষ্টাৰ কাৰ্ড
"1.हेड घड्याळ, 2.नियंत्रित घड्याळ","1.হেড ঘড়ী, 2.নিয়ন্ত্ৰক ঘড়ী"
मुख्य कन्सोल,মূল ক&#39;ন্সোল
प्राइम डेटा,প্ৰাইম ডাটা
मुख्य आकृती,মাষ্টাৰ ডায়েগ্ৰাম
मास्टर फाइल,মাষ্টাৰ ফাইল
प्रमुख गट,প্ৰধান গোট
गुरुकिल्ली,মাষ্টাৰ কি&#39;
मुख्य लायब्ररी टेप्स,মূল লাইব্ৰেৰীৰ টেপসমূহ
प्राइम प्रोसेसर,প্ৰাইম প্ৰচেছৰ
प्रमुख कार्यक्रम,ফ্লেগশ্বিপ প্ৰগ্ৰেম
मुख्य केंद्र,হেড চেণ্টাৰ
"1.मास्टर टेप, 2.मास्टर टेप","১.মাষ্টাৰ টেপ, ২.মাষ্টাৰ টেপ"
"1.प्रिन्सिपल टर्मिनल, 2.मुख्य टर्मिनल","১.প্ৰিন্সিপাল টাৰ্মিনেল, ২.মেইন টাৰ্মিনেল"
मुख्य अधीनस्थ उपकरण,প্ৰধান অধীনস্থ যন্ত্ৰ
मुख्य अधीनस्थ प्रणाली,প্ৰধান অধীনস্থ ব্যৱস্থা
"1. जुळणी, 2. जुळणी, 3. भेट","১.মেচ, ২.মেচ, ৩.মিল"
जुळणे,মিল থকা
गणितीय प्रोग्रामिंग,গাণিতিক প্ৰগ্ৰেমিং
गणितीय अनुकरण,গাণিতিক অনুকৰণ
"1.मॅट्रिक्स, 2.मॅट्रिक्स","১.মেট্ৰিক্স, ২.মেট্ৰিক্স"
"1.मॅट्रिक्स प्रिंटर, 2.मॅट्रिक्स प्रिंटर","1.মেট্ৰিক্স প্ৰিন্টাৰ, 2.মেট্ৰিক্স প্ৰিন্টাৰ"
मॅट्रिक्स स्विच,মেট্ৰিক্স চুইচ
मॅट्रिक्स सारणी,মেট্ৰিক্স টেবুল
मॅक्सी संगणक,maxi কম্পিউটাৰ
मॅक्सी संगणक,maxi কম্পিউটাৰ
शिखर घटक,শিখৰ মৌল
योगपॅड,যোগপদ
मॅक्सवेल डेमन,মেক্সৱেল ডেমন
"1.मीन, 2.मीन","১.গড়, ২.গড়"
म्हणजे पुनर्प्राप्ती वेळ,গড় আৰোগ্যৰ সময়
अपयश म्हणजे वेळ,বিফলতাৰ অৰ্থ সময়
अयशस्वी सरासरी वेळ (m t b f),বিফলতাৰ মধ্যম সময় (m t b f)
म्हणजे अपयशाची वेळ,বিফলতাৰ সময় বুজাইছে
दुरुस्ती सरासरी वेळ,মেৰামতিৰ অৰ্থ সময়
सुधारणा सरासरी वेळ (MTTR),সংশোধনৰ গড় সময় (MTTR)
मीडियम स्केल इंटिग्रेशन (MSI),মধ্যমীয়া স্কেল সংহতি (MSI)
मध्यम एकत्रीकरण (MSI),মধ্যম সংহতি (MSI)
मीन टर्म स्टोरेज डिव्हाइस,গড় টাৰ্ম সংৰক্ষণ ডিভাইচ
मेगा बिट प्रति सेकंद (Mbps),প্ৰতি ছেকেণ্ডত মেগা বিট (Mbps)
घटक ऑब्जेक्ट,উপাদান বস্তু
घटक रेकॉर्ड,উপাদান ৰেকৰ্ড
"1.मेमरी, 2.मेमरी","১.স্মৃতি, ২.স্মৃতি"
"1.मेमरी अॅरे, 2.मेमरी अॅरे","1.মেমৰি এৰে, 2.মেমৰি এৰে"
"1. मेमरी फंड, 2. मेमरी बँक","১/ মেমৰি ফাণ্ড, ২/ মেমৰি বেংক"
"1.मेमरी बफर रजिस्टर, 2.मेमरी बफर रजिस्टर","1.মেমৰি বাফাৰ ৰেজিষ্টাৰ, 2.মেমৰি বাফাৰ ৰেজিষ্টাৰ"
"1.मेमरी बस, 2. मेमरी बस","১.মেমৰি বাছ, ২. মেমৰি বাছ"
मेमरी कार्ड,মেমৰি কাৰ্ড
मेमरी सेल,স্মৃতিশক্তি কোষ
स्मृती भ्रंश,স্মৃতিশক্তি হেৰুৱা
"1.मेमरी कोर, 2.मेमरी कोर","1.মেমৰি কোৰ, 2.মেমৰি কোৰ"
स्मृती चक्र,স্মৃতি চক্ৰ
"1.मेमरी डेटा रजिस्टर, 2.मेमरी डेटा रजिस्टर","1.মেমৰি ডাটা ৰেজিষ্টাৰ, 2.মেমৰি ডাটা ৰেজিষ্টাৰ"
"1.मेमरी डंप,2.मेमरी डंप","1.মেমৰি ডাম্প, 2.মেমৰি ডাম্প"
"1.मेमरी एक्सचेंज, 2.मेमरी एक्सचेंज","1.মেমৰি এক্সচেঞ্জ, 2.মেমৰি এক্সচেঞ্জ"
"1.मेमरी पदानुक्रम, 2.मेमरी पदानुक्रम","1.স্মৃতিৰ স্তৰ, 2.স্মৃতিৰ স্তৰ"
मेमरी सूचना,স্মৃতিশক্তিৰ নিৰ্দেশনা
"1.मेमरी व्यवस्थापन, 2.मेमरी व्यवस्थापन","১.স্মৃতি ব্যৱস্থাপনা, ২.স্মৃতি ব্যৱস্থাপনা"
"1.मेमरी नकाशा, 2.मेमरी नकाशा","1.মেমৰি মেপ, 2.মেমৰি মেপ"
"1. मेमरी मॅप केलेले आउटपुट, 2. इनपुट, 3. मेमरी मॅप केलेले I/O","1. মেমৰি মেপ কৰা আউটপুট, 2. ইনপুট, 3. মেমৰি মেপ কৰা I/O"
"1.मेमरी मॉडेल, 2.मेमरी मॉडेल, 3.मेमरी मॉडेल","1.মেমৰি মডেল, 2.মেমৰি মডেল, 3.মেমৰি মডেল"
"1.मेमरी मॉड्यूल, 2.मेमरी मॉड्यूल","1.মেমৰি মডিউল, 2.মেমৰি মডিউল"
"1.मेमरी इंडेक्स रजिस्टर, 2.मेमरी इंडेक्स रजिस्टर","1.মেমৰি সূচী ৰেজিষ্টাৰ, 2.মেমৰি সূচী ৰেজিষ্টাৰ"
स्मृती शक्ती,মেমৰি শক্তি
मेमरी संरक्षण,স্মৃতিশক্তি সুৰক্ষা
"1.मेमरी संदर्भ सूचना, 2.मेमरी संदर्भ सूचना","1.মেমৰি ৰেফাৰেন্স নিৰ্দেশনা, 2.মেমৰি ৰেফাৰেন্স নিৰ্দেশনা"
"1.मेमरी प्रोग्राम, 2.मेमरी प्रोग्राम","১.মেমৰি প্ৰগ্ৰেম, ২.মেমৰি প্ৰগ্ৰেম"
"1.मेमरी युनिट, 2.मेमरी युनिट","1.মেমৰি ইউনিট, 2.মেমৰি ইউনিট"
मेनू,মেনু
मेनू बार,মেনু বাৰ
मेनू चालवलेला,মেনু চালিত
मेनू निवड,মেনু নিৰ্বাচন
मुख्य-चालित कार्यक्रम,মূল-চালিত কাৰ্যসূচী
"1.निहित, 2.विलीन","১.অন্তৰ্নিহিত, ২.এত্ৰিত"
विलीनीकरण एक्सचेंज क्रमवारी,মাৰ্জাৰ এক্সচেঞ্জ সজাই পৰাই তোলা
"1. वर्गीकरण विलीनीकरण, 2. कॅटलॉग निवड","1. একত্ৰীকৰণ সজাই পৰাই তোলা, 2. কেটেলগ নিৰ্বাচন"
"1. विलीनीकरण, 2. विलीनीकरण","১/ একত্ৰীকৰণ, ২. একত্ৰীকৰণ"
जाळीचे जाळे,জালি নেটৱাৰ্ক
संदेशवहन,বাৰ্তা প্ৰেৰণ
संदेश,বাৰ্তা
संदेश प्रमाणीकरण,বাৰ্তা প্ৰমাণীকৰণ
संदेश सेल,বাৰ্তা কোষ
संदेश सर्किट,বাৰ্তা বৰ্তনী
संदेश स्वरूप,বাৰ্তা বিন্যাস
संदेश शीर्षलेख,বাৰ্তা পৰ্টে
संदेश मोड,বাৰ্তা ধৰণ
संदेशवहन,বাৰ্তা প্ৰেৰণ
"1.संदेश वर्गीकरण, 2.संदेश वर्गीकरण","1.বাৰ্তা সজাই পৰাই তোলা, 2.বাৰ্তা সজাই পৰাই তোলা"
संदेश ओळ,বাৰ্তা লাইন
संदेश स्विच,বাৰ্তা চুইচ
संदेश मजकूर,বাৰ্তাৰ লিখনী
संदेश हस्तांतरण एजंट,বাৰ্তা স্থানান্তৰ এজেন্ট
सुपर असेंबलर,চুপাৰ এছেম্বলাৰ
मेटाक्लास,মেটাক্লাছ
"1. अधिक संकलन, 2. अधिक व्याख्या","1. অধিক সংকলন, 2. অধিক ব্যাখ্যা"
"1. अधिक दुभाषी, 2. अधिक संकलक","1. অধিক দোভাষী, 2. অধিক কম্পাইলাৰ"
बोली,উপভাষা
"1.मेटा नेटवर्क, 2.मेटा नेटवर्क","1.মেটা নেটৱৰ্ক, 2.মেটা নেটৱৰ্ক"
हुकूमशाही,একনায়কত্ববাদ
प्रक्रिया,প্ৰক্ৰিয়া
मेट्रोपॉलिटन एरिया नेटवर्क (MAN),মেট্ৰ&#39;পলিটান এৰিয়া নেটৱৰ্ক (MAN)
सूक्ष्म,মাইক্ৰ&#39;
"1.मायक्रोकोड,2.मायक्रोकोड","১.মাইক্ৰ’ক’ড, ২.মাইক্ৰ’ক’ড"
मायक्रो कॉम्प्युटर,মাইক্ৰ&#39;কম্পিউটাৰ
सूक्ष्म नियंत्रक,মাইক্ৰ&#39; নিয়ন্ত্ৰক
सूक्ष्म सायकल,মাইক্ৰ&#39; চক্ৰ
मायक्रोइलेक्ट्रॉनिक मेकॅनिकल मेकॅनिझम (MEMS),মাইক্ৰ&#39;ইলেক্ট্ৰনিক যান্ত্ৰিক ব্যৱস্থা (MEMS)
सूक्ष्म इलेक्ट्रॉनिक्स,মাইক্ৰ&#39; ইলেক্ট্ৰনিক্স
सूक्ष्म सूक्ष्मीकरण,মাইক্ৰ&#39; ক্ষুদ্ৰকৰণ
सूक्ष्म ऑर्डर,মাইক্ৰ&#39; অৰ্ডাৰ
"1.मायक्रो, 2.मेनफ्रेम लिंक","১.মাইক্ৰ’, ২.মেইনফ্ৰেম লিংক"
मायक्रो चिप,মাইক্ৰ&#39; চিপ
सूक्ष्म कोबोल,মাইক্ৰ&#39; ক&#39;বল
सूक्ष्म कोड,মাইক্ৰ&#39; ক&#39;ড
"1.मायक्रोफाइल, 2.मायक्रोफिश, 3.मायक्रोफाइल","১.মাইক্ৰ’ফাইল, ২.মাইক্ৰ’ফিছ, ৩.মাইক্ৰ’ফাইল"
मायक्रो फ्लॉपी,মাইক্ৰ&#39; ফ্লপি
मायक्रोफॉर्म वाचन यंत्र,মাইক্ৰ&#39;ফৰ্ম পঢ়া যন্ত্ৰ
सूक्ष्म फ्रेम,মাইক্ৰ&#39; ফ্ৰেম
मायक्रोग्राफिक्स,মাইক্ৰ&#39;গ্ৰাফিক্স
मायक्रोफोन,মাইক্ৰ&#39;ফোন
मायक्रोफोटोग्राफ,মাইক্ৰ&#39;ফটোগ্ৰাফ
"1.मायक्रोप्रोसेसिंग युनिट, 2.मायक्रोप्रोसेसिंग युनिट","১.মাইক্ৰ’প্ৰচেছিং ইউনিট, ২.মাইক্ৰ’প্ৰচেছিং ইউনিট"
मायक्रोप्रोसेसर,মাইক্ৰ&#39;প্ৰচেছৰ
मायक्रोप्रोसेसर चिप,মাইক্ৰ&#39;প্ৰচেছৰ চিপ
मायक्रोप्रोसेसर दुभाषी,মাইক্ৰ&#39;প্ৰচেছৰ ইন্টাৰপ্ৰেটাৰ
मायक्रो प्रोसेसर युनिट (MPU),মাইক্ৰ&#39; প্ৰচেছৰ ইউনিট (MPU)
"1. मायक्रोप्रोग्राम, 2. मायक्रो प्रोग्राम","১.মাইক্ৰ’প্ৰগ্ৰেম, ২.মাইক্ৰ’ প্ৰগ্ৰেম"
सूक्ष्म क्रम,মাইক্ৰ&#39; ক্ৰম
मायक्रोसॉफ्ट,মাইক্ৰ’ছফ্ট
मायक्रोसॉफ्ट विंडोज,মাইক্ৰ’ছফ্ট উইণ্ড’জ
सूक्ष्म लहर,মাইক্ৰ&#39; ৱেভ
मायक्रो वेव्ह लिंक,মাইক্ৰ&#39; ৱেভ লিংক
मायक्रोवेव्ह ट्रान्समिशन,মাইক্ৰৱেভ ট্ৰেন্সমিছন
मध्यम व्यवस्थापन,মধ্যম ব্যৱস্থাপনা
"1.मिडलवेअर, 2. मधली भांडी","1.মিডলৱেৰ, 2. মধ্যমীয়া ৱেৰ"
मिडी संगणक,মিডি কম্পিউটাৰ
मध्यवर्ती बिंदू,কেন্দ্ৰীয় বিন্দু
मध्यक,মধ্যমীয়া
स्थलांतर मार्ग,প্ৰব্ৰজনৰ পথ
प्रति सेकंद दशलक्ष सूचना (MIPS),প্ৰতি ছেকেণ্ডত মিলিয়ন নিৰ্দেশনা (MIPS)
मिनी संगणक,মিনি কম্পিউটাৰ
लहान डिस्केट,সৰু ডিস্কেট
"1.लहान कोलन, 2.लिटल ऍश","১.সৰু বৃহদান্ত্ৰ, ২.সৰু অষ্ট"
किमान उत्पादन,নূন্যতম উৎপাদন
विरळ झाड,বিৰল গছ
"1.मिनिमॅक्स अल्गोरिदम, 2.अल्गोरिदम","১.মিনিমেক্স এলগৰিদম, ২.এলগৰিদম"
सूक्ष्मीकरण प्रक्रिया,ক্ষুদ্ৰকৰণ প্ৰক্ৰিয়া
सर्वात कमी किमतीचे विस्तार झाड,সৰ্বনিম্ন খৰচৰ সম্প্ৰসাৰণ গছ
"1.कमी लेटन्सी एन्कोडिंग, 2.कमी लेटन्सी कोडिंग","1.নিম্ন বিলম্ব এনকোডিং, 2.নিম্ন বিলম্ব ক&#39;ডিং"
लहान साधन,চুটি ডিভাইচ
"1. गुणाकार, 2. गुणाकार, 3. गुणाकार पद","১.গুণন, ২.গুণন, ৩.গুণন পদ"
क्रेडीट कार्ड,ক্ৰেডিট কাৰ্ড
क्रेडीट कार्ड,ক্ৰেডিট কাৰ্ড
क्रेडिट क्षेत्र,ক্ৰেডিট এলেকা
मिरर केलेली डिस्क,মিৰ&#39;ৰ কৰা ডিস্ক
"1. मिरर स्पॉट, 2. फोटोकॉपी, 3. मिरर कॉपी","১.আইনা দাগ, ২.ফটোকপি, ৩.আইনা কপি"
मिश्र मूलांक नोटेशन,মিশ্ৰিত মূলক সংকেত
मिक्सर,মিক্সাৰ
स्मृतीविषयक,স্মৃতিভ্ৰংশ
मेमोनिक पत्ता,mnemonic ঠিকনা
संस्मरणीय,স্মৰণীয়
"1.मोबाइल, 2.जंगम","1.মোবাইল, 2.চলনশীল"
"1. मोबाईल संगणन, 2. मोबाईल संगणन","১/ মোবাইল কম্পিউটিং, ২/ মোবাইল কম্পিউটিং"
"1.मॉडेल, 2.मॉडेल","১.মডেল, ২.মডেল"
मोडलेस संपादक,মোডলেছ সম্পাদক
"1. मॉडेलिंग, 2. मॉडेलिंग","১.মডেলিং, ২.মডেলিং"
मोडेम,মডেম
"1.साधारण, 2.सामान्य, 3.सामान्य","১.সৰল গড়, ২.সাধাৰণ, ৩.গড়"
विमानमंडन,বিমন্দন
नियंत्रक,মডাৰেটৰ
सुधारित सूचना,পৰিৱৰ্তিত নিৰ্দেশনা
सुधारक,পৰিৱৰ্তক
सुधारक बिट,পৰিবৰ্তক বিট
सुधारणा,পৰিৱৰ্তন
मॉड्यूलर,মডিউলাৰ
"1. मॉड्यूलरिटी, 2. मॉड्यूलरिटी","1. মডুলাৰিটি, 2. মডুলাৰিটি"
मॉड्यूलेशन,মডুলেচন
मॉड्यूल,মডিউল
मॉड्यूलर रचना,মডিউলাৰ গঠন
मॉनिटर,কাৰোবাৰ ওপৰত চকু ৰখা
"1.मॉनिटर प्रोग्राम, 2.मॉनिटर प्रोग्राम","১.মনিটৰ প্ৰগ্ৰেম, ২.মনিটৰ প্ৰগ্ৰেম"
मोनोक्रोमॅटिक डिस्प्ले,একৰঙী প্ৰদৰ্শন
मोनोलिथिक इंटिग्रेटेड सर्किट,একক সংহত বৰ্তনী
मोनोलिथिक तंत्रज्ञान,একক প্ৰযুক্তি
सिंगल स्पेस फॉन्ट,একক স্পেচ ফন্ট
एक स्थितीय,a positional
नीरसपणा,একাগ্ৰতা
"1. आकार, 2. फॉर्म","১. আকৃতি, ২. ৰূপ"
फॉर्म,প্ৰপত্ৰ
आकार,আকাৰ
"1. गहाण, 2. गहाण, गहाण","১.বন্ধকী, ২.বন্ধকী, বন্ধকী"
MOSFET (MOSFET),MOSFET (MOSFET) গেস্টবুক
"1. सर्वोच्च दोन अंक, 2. सर्वोच्च बिट","1. সৰ্বোচ্চ দুটা অংক, 2. সৰ্বোচ্চ বিট"
मदर बोर्ड,মাদাৰ বৰ্ড
आई नोंदणी,মাতৃ পঞ্জীয়ন
चित्रपट,চলচ্চিত্ৰ
चित्रपट तज्ञ गट (MPEG),চলচ্চিত্ৰ বিশেষজ্ঞ গোট (MPEG)
माउंट,মাউন্ট
"1.माऊस, 2.माऊस","১.মাউছ, ২.মাউছ"
"1.जंगम, 2.विस्थापन","১.চলনশীল, ২.স্থানচ্যুতি"
हलणारे चिन्ह,চলন্ত চিহ্ন
एमएस-डॉस,এম এছ-ড’ছ
एमएस-विंडोज,এম এছ-উইণ্ড’জ
एकाधिक अभिमुखता,একাধিক অভিমুখীতা
मल्टी प्रोसेसर,মাল্টি প্ৰচেছৰ
"1.मल्टीप्रोग्रामिंग, 2.मल्टीप्रोग्रामिंग","১.মাল্টিপ্ৰগ্ৰেমিং, ২.মাল্টিপ্ৰগ্ৰেমিং"
मल्टीटास्किंग,মাল্টিটাস্কিং
बाहुबस,বহুবুছ
प्रसारण,সম্প্ৰচাৰ
बहुरूपी पत्ता,বহুৰূপী ঠিকনা
प्रसारण,সম্প্ৰচাৰ
मल्टीचिप,মাল্টিচিপ
multix,multix
मल्टीटास्किंग ऑपरेशन,মাল্টিটাস্কিং অপাৰেচন
"1.मल्टीलेव्हल मेमरी, 2. बहुस्तरीय मेमरी","১.বহুস্তৰীয় স্মৃতিশক্তি, ২. বহুস্তৰীয় স্মৃতিশক্তি"
"1.मल्टीमीडिया तंत्रज्ञान, 2.मल्टीमीडिया तंत्रज्ञान","১.মাল্টিমিডিয়া প্ৰযুক্তি, ২.মাল্টিমিডিয়া প্ৰযুক্তি"
बहुविधता,বহুগুণতা
अनेक,একাধিক
"1.प्रिसिजन, 2.मल्टी खात्री","১.নিখুঁততা, ২.বহু নিশ্চয়তা"
एकाधिक प्रतिगमन,বহুবিধ ৰিগ্ৰেছন
"1.मल्टीप्लेक्स, 2.मल्टीप्लेक्स","১.মাল্টিপ্লেক্স, ২.মাল্টিপ্লেক্স"
मल्टिप्लेक्स मोड,মাল্টিপ্লেক্স মোড
मल्टिप्लेक्सर,মাল্টিপ্লেক্সাৰ
"1. मल्टिप्लेक्सिंग, 2. मल्टीप्लेक्सिंग","১.মাল্টিপ্লেক্সিং, ২.মাল্টিপ্লেক্সিং"
मल्टीपॉइंट नेटवर्क,মাল্টিপইন্ট নেটৱৰ্ক
एकाधिक प्रक्रिया,একাধিক প্ৰচেছিং
मल्टीप्रोसेसर प्रणाली,মাল্টিপ্ৰচেছৰ চিস্টেম
बहुउद्देशीय इंटरनेट मेल विस्तार (MIME),বহুমুখী ইণ্টাৰনেট মেইল সম্প্ৰসাৰণ (MIME)
प्लेसमेंट,প্লেচমেণ্ট
मल्टीसेंटर,বহুকেন্দ্ৰীয়
मल्टीथ्रेडिंग,মাল্টিথ্ৰেডিং
बहुपदी तर्क,বহুপদ যুক্তি
बहुविविध विश्लेषण,বহুচলকীয় বিশ্লেষণ
मल्टीव्हायब्रेटर,মাল্টিভাইব্ৰেটৰ
"1.परस्पर बहिष्कार, 2.परस्पर बहिष्कार","১.পাৰস্পৰিক বৰ্জন, ২.পাৰস্পৰিক বৰ্জন"
परस्पर माहिती,পাৰস্পৰিক তথ্য
"1. नवशिक्या, 2. अंतर्ज्ञानी वापरकर्ता","1. নবীন, 2. স্বজ্ঞাত ব্যৱহাৰকাৰী"
"1.नाव सर्व्हर, 2.नाव सर्व्हर","1.নাম চাৰ্ভাৰ, 2.নাম চাৰ্ভাৰ"
नंद ऑपरेशन,নন্দ অপাৰেচন
नॅनो,নেনো
"अरुंद पट्टा, अरुंद पट्टा","সংকীৰ্ণ বেণ্ড, সংকীৰ্ণ বেণ্ড"
राष्ट्रीय माहिती पायाभूत सुविधा,ৰাষ্ট্ৰীয় তথ্য আন্তঃগাঁথনি
राष्ट्रीय माहिती मानक संघटना (आणि NISO),ৰাষ্ট্ৰীয় তথ্য মানদণ্ড সংস্থা (AND NISO)
नैसर्गिक कोड,প্ৰাকৃতিক সংকেত
"1.प्राकृत दुभाषी, 2.प्राकृत प्रोग्रामर, 3.प्राकृत शाळा","১.প্ৰকৃত দোভাষী, ২.প্ৰকৃত প্ৰগ্ৰেমাৰ, ৩.প্ৰকৃত বিদ্যালয়"
प्राकृत सॉफ्टवेअर,প্ৰাকৃত চফ্টৱেৰ
नैसर्गिक कंपाइलर,প্ৰাকৃতিক কম্পাইলাৰ
नैसर्गिक भाषा प्रक्रिया,প্ৰাকৃতিক ভাষা প্ৰক্ৰিয়াকৰণ
नैसर्गिक भाषा प्रश्न,প্ৰাকৃতিক ভাষাৰ প্ৰশ্ন
"1.नैसर्गिक संख्या, 2.प्लस पूर्णांक","১.প্ৰাকৃতিক সংখ্যা, ২.প্লাছ পূৰ্ণসংখ্যা"
ऑपरेशन,সঞ্চালন
दिग्दर्शक,নিৰ্দেশক
व्यस्त तर्क,বিপৰীত যুক্তি
"1.आवश्यक लूप, 2.एंटर लूप","1.প্ৰয়োজনীয় লুপ, 2.Enter লুপ"
"1. नेस्टेड मॅक्रो, 2. नेस्टेड मॅक्रो","1. নেষ্টেড মেক্ৰ&#39;, 2. নেষ্টেড মেক্ৰ&#39;"
"नेट, नेट","নেট, নেট"
"1.नेट पत्ता, 2.नेट पत्ता","১.নেট ঠিকনা, ২.নেট ঠিকনা"
"1.नेट सिटिझन, 2.नेट सिटिझन","১.নেট নাগৰিক, ২.নেট নাগৰিক"
नेटस्केप नेव्हिगेटर,নেটস্কেপ নেভিগেটৰ
