Tamil,Hindi
இடைக்கால அறிக்கை,अंतरिम रिपोर्ट
இடைநிலை,"मध्यवर्ती, (व्यक्‍ति) इंटर पास"
இடைநிலை கல்லூரி,इंटरमीडिएट कॉलेज
இன்டர்ன்,प्रशिक्षु
உள்,"आंतरिक, आभ्यंतरिक"
சர்வதேச சட்டம்,अंतरराष्‍ट्रीय विधि
இன்டர்ன்ஷிப்,प्रशिक्षुता
இடைக்கணிப்பு,"प्रक्षेप, अंतर्वेशन"
விளக்கம்,"निर्वचन, व्याख्या"
விசாரிக்கவும்,"परिप्रश्‍न करना, पूछताछ करना"
குறுக்கீடு,"बाधा डालना, टोकना"
குறுக்கீடு,"व्यवधान, रुकावट"
இன்டர் சே,"परस्पर, आपस में"
தலையீடு,"बीच में पड़ना, अंत:क्षेप करना"
தலையீடு,"अंत:क्षेप, बीच में पड़ना"
நேர்காணல்,"साक्षात्कार, इंटरव्यू, भेंटवार्ता"
நேர்காணல் செய்பவர்,"साक्षात्‍कारदाता, साक्षात्‍कारिती"
நேர்காணல் செய்பவர்,साक्षात्‍कर्ता
நெருக்கமான,"सूचना देना, प्रज्ञापित करना"
அறிவிப்பு,"सूचना, प्रज्ञापन"
மிரட்டல்,"अभित्रास, डराना-धमकाना"
சகிப்புத்தன்மை,"असहनशीलता, असहिष्णुता"
போதை,"नशा, मत्‍तता"
சிக்கலானது,जटिलता
சிக்கலான,जटिल
அறிமுகப்படுத்துங்கள்,"परिचय करना, परिचित कराना, प्रस्तुत करना, समाविष्‍ट करना"
அறிமுகம்,"परिचय, प्रस्तावना, विषयप्रवेश, पुर:स्थापना"
தவறானது,"अविधिमान्य, अशक्‍त"
செல்லாதது,"अविधिमान्यता, अमान्य, अशक्‍तता"
மாறாமல்,"निरपवाद, सदैव"
விசாரணை,"अन्वेषण, तफ़तीश, जांच-पड़ताल"
முதலீடு,निवेश
அழைப்பு,"निमंत्रण, आमंत्रण"
தன்னிச்சையான,अनैच्छिक
சம்பந்தப்பட்ட,"अंतर्निहित, संबद्‌ध, अंतर्ग्रस्त, ग्रस्त"
Ipso facto,स्वयमेव
Ipso Jure,विधित:
பகுத்தறிவற்ற,"विवेकहीन, तर्कहीन, अतर्कपूर्ण"
மீளமுடியாத,"अशोध्य, लावसूल"
ஒழுங்கற்ற,अनियमित
பொருத்தமற்ற,"असंबद्‌ध, असंगत"
பொறுப்பற்ற,ग़ैरजि़म्मेदार
மாற்றமுடியாத,"अप्रतिसंहरणीय, अटल"
பிரச்சினை,"निर्गम, जारी करना, भेजना, देना, मुद्‍दा, वाद-पद, संतान, अंक"
வெளியீட்டு ஒழுங்கு,निर्गम आदेश
விலை விலை,निर्गम क़ीमत
உருப்படி,मद
வேலை,"नौकरी, जॉब, कार्य"
வேலை விவரம்,कार्य विवरण
வேலை மதிப்பீடு,कार्य मूल्यांकन
வேலை முடக்கம்,"भर्ती कीलन, जॉब कीलन"
வேலை வேட்டை,नौकरी की तलाश
வேலையில்லா,बेरोजगार
வேலை சார்ந்த,"कार्योन्मुख, रोज़गारोन्मुख"
வேலை சுழற்சி,कार्य चक्रानुक्रम
வேலை திருப்தி,कार्य संतुष्‍टि
வேலை பாதுகாப்பு,जॉब सुरक्षा
வேலை விவரக்குறிப்பு,"कार्य विनिर्देश, कार्य विशिष्‍टयां"
வேலை ஆய்வு,कार्य अध्ययन
வேலை வேலை,"छुटपुट काम, फुटकर काम"
சேர,"कार्यभार ग्रहण करना, नौकरी शुरू करना, सम्मिलित होना, संयोजित करना, जोड़ना"
சேரும் தேதி,कार्यग्रहण तारीख़
சேரும் ஊதியம்,कार्यग्रहण वेतन
இணைக்கும் காலம்,कार्यग्रहण अवधि
இணைக்கும் அறிக்கை,कार्यग्रहण रिपोर्ट
சேரும் நேரம்,कार्यग्रहण अवधि
கூட்டு,संयुक्‍त
கூட்டு கணக்கு,संयुक्‍त खाता
கூட்டு பணியாளர்,संयुक्‍त संवर्ग
கூட்டுக் குழு,संयुक्‍त समिति
கூட்டு ஆலோசனைக் குழு,संयुक्‍त परामर्शदात्री समिति
கூட்டு குடும்பம்,संयुक्‍त परिवार
கூட்டாக,संयुक्‍त रूप से
கூட்டாக மற்றும் பல,संयुक्‍त और पृथक् रूप से
கூட்டு உரிமை,संयुक्‍त स्वामित्व
கூட்டுப் பொறுப்பு,संयुक्‍त उत्‍तरदायित्व
கூட்டு முயற்சி,"संयुक्‍त नवोद्‌‌‌‌यम, संयुक्‍त उद्‌यम"
பத்திரிகை,"दैनिकी, रोज़नामचा, पत्रिका"
பத்திரிகையாளர்,पत्रकार
தீர்ப்பு,निर्णय
நீதித்துறை,"न्यायिक, अदालती"
நீதித்துறை காவல்,न्यायिक हिरासत
நீதித்துறை விசாரணை,"न्यायिक जांच, अदालती जांच"
நீதித்துறை அறிவிப்பு,न्यायिक अवेक्षा
நீதித்துறை சக்தி,न्यायिक शक्‍तियां
நீதித்துறை சேவை,न्यायिक सेवा
நீதித்துறை,न्यायपालिका
நியாயமான,"विवेकसम्मत, न्यायसम्मत"
ஜூனியர் நிர்வாக தரம்,अवर प्रशासन-ग्रेड
ஜூனியர் கிளார்க்,कनिष्‍ठ लिपिक
ஜூனியர் தரவரிசையில்,ओहदे में कनिष्‍ठ
ஜூனியர்,कनिष्‍ठता
ஜூனியர் மிகவும்,कनिष्‍ठतम
ஜூனியர் அளவு,अवर वेतनमान
அதிகார வரம்பு,अधिकारिता
ஜஸ்ட்,उचित
நீதி,"न्याय न्यायमूर्ति, न्याय"
நியாயமான,"न्याय, न्यायालय के विचार योग्य"
நியாயப்படுத்துங்கள்,"औचित्य देना, न्यायोचित ठहराना, सफ़ाई देना"
விசை,"आधारभूत, मूल, मुख्य, कुंजी"
முக்கிய முகவரி,आधार व्याख्यान
மீண்டும் உதைக்க,उत्कोच
கின்,स्वजन
உற்றார் உறவினர்,निकट संबंधी
எப்படி தெரியும்,तकनीकी जानकारी
அறிவு,"सुविज्ञ, जानकार"
தொழிலாளர்,"श्रम, श्रमिक वर्ग"
தொழிலாளர் கட்டணங்கள்,"मजदूरी, श्रम प्रभार"
தொழிலாளர் ஒப்பந்தம்,श्रम संविदा
தொழிலாளர் நீதிமன்றம்,श्रम न्यायालय
தொழிலாளர் தகராறு,श्रम विवाद
தொழிலாளர் சக்தி,श्रमिक शक्‍ति
தொழிலாளர் சட்டங்கள்,श्रम विधि
தொழிலாளர் அறை,प्रसूति कक्ष
தொழிலாளர் சங்கம்,मज़दूर संघ
தொழிலாளர் நலன்,"श्रम कल्याण, श्रमिक कल्याण"
நிலம் மீறல்,"भूमि अर्जन, भूमि अधिग्रहण"
நில அடையாளம்,सीमा चिह्‌न
நில பதிவுகள்,भू-अभिलेख
நில சீர்திருத்தங்கள்,भूमि सुधार
நில வருவாய்,"भू-राजस्व, मालगुज़ारी"
நில தீர்வு,"बंदोबस्त, भू-व्यवस्थापन"
நில பதவிக்காலத்தில்,"पट्टेदारी, भू-धृति"
நில பயன்பாட்டு சான்றிதழ்,भूमि उपयोग प्रमाण-पत्र
லாப்சே,"बीत जाना, व्यपगत होना, गलती"
பெரிய அளவிலான,बड़ा पैमाना
கடைசி தேதி,अंतिम तिथि
நீடிக்கும்,स्थायी
கடைசியாக,"आखिर में, अततः"
கடைசி கட்டணம்,अंतिम भुगतान
தாமதமாக,"विलंब से, देर से, स्वर्गीय"
தாமதமாக வருகை அறிக்கை,विलम्ब-उपस्थिति विवरण
தாமதமான கடமை,अधिसमय ड्यूटी
தாமதமாக பணம் செலுத்துதல்,देर से भुगतान
சமீபத்திய,"अधुनातन, नवीनतम"
பாராட்டத்தக்கது,प्रशंसनीय
ஏவுதல்,"प्रारंभ करना, प्रमोचन"
சட்டம்,"विधि, कानून"
சட்டம் மற்றும் ஒழுங்கு,क़ानून और व्यवस्था
சட்டத்தை உடைப்பவர்,क़ानून तोड़ने वाला
சட்ட நீதிமன்றம் (= நீதிமன்றம்),न्यायालय
வழக்கு,वाद
வழக்கறிஞர்,वकील
பணிநீக்கம்,कामबंदी
தளவமைப்பு,"अभिन्यास, नक्‍शा"
தலைவர்,"नेता, नायक, अग्रणी, प्रमुख"
தலைமைத்துவ தரம்,नेतृत्व का गुण
துண்டுப்பிரசுரம்,"पर्ची, पत्रक"
கசிவு,"रिसना, भेद बताना"
பாய்ச்சல் ஆண்டு,अधिवर्ष
கற்றல்,"सीखना, अधिगम, विद्‌वत्‍ता"
குத்தகை,"पट्टा, पट्टे पर देना"
குத்தகைக்கு விடப்பட்ட தங்குமிடம்,पट्टा आवास
குத்தகைதாரர்,पट्टाधृति
குத்தகைதாரர்,"पट्टाधारी, पट्टेदार"
குத்தகை,"पट्टे पर देना, लीजिंग"
விடுப்பு,"छुट्टी, अनुमति, इजाजत, छोड़ना"
விடுப்பு என்காஷ்மென்ட்,"छुट्टी नकदीकरण, छुट्टी का नगद भुगतान"
சம்பளம் விடுங்கள்,छुट्टी का वेतन
காலியிடத்தை விட்டு விடுங்கள்,छुट्टी रिक्‍ति
ஊதியம் இல்லாமல் விடுங்கள்,अवेतन छुट्टी
ஊதியத்துடன் விடுங்கள்,सवेतन छुट्टी
சொற்பொழிவு அரங்கம்,व्याख्यान शाला
பேரேடு,"खाता, खाता बही"
லெட்ஜர் சமநிலை,"खाता शेष, बही शेष"
மரபு,वसीयत-संपदा
சட்ட,"क़ानूनी, विधिक, वैध"
சட்டபூர்வமான தன்மை,वैधता
சட்டப்பூர்வமாக்கல்,वैधीकरण
சட்டப்பூர்வமாக,"वैध रूप से, कानूनी तौर पर"
சட்ட நடைமுறை,"वकालत, विधि व्यवसाय"
சட்டபூர்வமானவர்,वसीयतदार
தெளிவான,"सुवाच्य, पढ़े जाने योग्य"
சட்டமன்றம்,विधायी
சட்டமன்ற வணிகம்,विधायी कार्य
சட்டமன்றம்,विधानमंडल
சட்டபூர்வமான தன்மையை,"वैधता, धर्मजता, औचित्यपूर्णता"
முறையான,"विधिसम्मत, विधि-संगत, धर्मज"
ஓய்வு,"अवकाश, फुरसत"
மெத்தனம்,"नरमी, उदारता"
குத்தகைதாரர்,पट्टेदार
கடிதம்,"पत्र, अक्षर"
கடிதம் திண்டு,पत्र-पैड
வசூல் செய்தல்,उगाही
பொறுப்பு,"देनदारी, दायित्व, देयता"
பொறுப்புடையோர்,"दायी, देनदार, जिम्मेदार"
தொடர்பு,संपर्क
நூலகம்,पुस्तकालय
உரிமம்,"अनुज्ञप्‍ति, लाइसेंस, स्वेच्छाचार"
உரிமம் வைத்திருப்பவர்,"अनुज्ञापक, लाइसेन्सदार"
உரிமம்,"अनुज्ञापित, लाइसेंस-प्राप्त"
உரிமதாரர்,"लाइसेन्सधारी, अनुज्ञापक"
உரிமை,"लियन, पुनर्ग्रहणाधिकार, धारणाधिकार"
வாழ்க்கை சான்றிதழ்,जीवन प्रमाणपत्र
அளவு,"हद, सीमा, परिसीमा, मर्यादा"
வரம்பு,"सीमा, अवधि"
வரையறுக்கப்பட்ட,"सीमित, लिमिटेड"
வரையறுக்கப்பட்ட கவலை,मर्यादित समुत्थान
வரையறுக்கப்பட்ட பொறுப்பு,सीमित देयता
வரையறுக்கப்பட்ட டெண்டர்,सीमित निविदा
இணைப்பு,"कड़ी, श्रृंखला, संपर्क"
இணைக்கப்பட்ட,संलग्न संबद्‌ध
இணைக்கப்பட்ட கோப்பு,"संलग्न फ़ाइल, संबद्‌ध फाइल"
இணைப்பு மொழி,संपर्क भाषा
கலைக்கப்பட்ட சேதங்கள்,परिनिर्धारित नुकसानी
கலைப்பு,"परिसमापन, परिनिर्धारण"
Limeator,परिसमापक
பட்டியல்,सूची
வணிக பட்டியல்,कार्य-सूची
கல்வியறிவு,साक्षर
வழக்குரைஞர்,मुक़दमेबाज़
வழக்கு,मुक़दमेबाज़ी
விநியோக கொடுப்பனவு,वर्दी भत्ता
கால்நடைகள்,पशुधन
வாழ்க்கைத்தரம்,जीवन स्तर
வாழ்க்கை ஊதியம்,"निर्वाह म़ज़दूरी, निर्वाह वेतन"
ஏற்றுகிறது,"माल लादना, भारण, लदाई, लदान, अतिरिक्‍त प्रभार, दायित्व सौंपना"
கடன்,"कर्ज़, ऋण"
கடன் வழங்குபவர்,लेनदार
கடன் துறை,प्रदाता विभाग
லாபி,"लॉबी, पक्ष"
பரப்புரை,"पक्ष जुटाव, समर्थन जुटाना"
காலகட்டத்தில் பூட்டு,परिबंधन अवधि
பூட்டவும்,तालाबंदी
லோகஸ் ஸ்டாண்டி,सुने जाने का अधिकार
லாட்ஜிங்,"वास, आवास"
பதிவு புத்தகம்,"लॉक बुक, कार्य पंजिका"
தர்க்கம்,"तर्कशास्त्र, तर्क"
லோகோ,"लोगो, प्रतीक-चिह्‌‌न"
தொலை துார அழைப்பு,दूरस्थ कॉल
நீண்ட கை,"हाथ से लिखाई, हस्तलेखन"
நிறைய,"खेप, ढेरी, लॉट, बहुत"
கீழ்,"निचला, निम्नतर, अवर"
குறைந்த விகிதம்,न्यूनतमदर
குறைந்த தரம்,"निम्न श्रेणी, घटिया"
விசுவாசமான,"निष्‍ठावान, वफ़ादार"
மொத்த தொகை,"एक राशि, एकमुश्त"
லம்ப்சம் மானியம்,एकमुश्त अनुदान
இயந்திரங்கள்,"मशीनरी, तंत्र, व्यवस्था"
அரசாங்கத்தின் இயந்திரங்கள்,शासन-व्यवस्था
பத்திரிகை,"पत्रिका, मैगजीन, बारूदघर, शस्त्रागार, गोदाम"
அஞ்சல் பட்டியலில்,"डाक-सूची, प्रेषण सूची"
பராமரிக்கவும்,"रखना, भरण-पोषण करना, अनुरक्षण करना, बनाए रखना"
பராமரிப்பு,"अनुरक्षण, रखरखाव, रखना, भरण-पोषण"
பெரிய,"वयस्क, बालिग, मुख्य, मेजर"
பெரும்பான்மை,"बहुमत, वयस्कता, बालिगपन, बहुसंख्यक"
பெரிய படைப்புகள்,बड़े निर्माण कार्य
ஒப்பனை,कमी पूरी करना
தவறான சரிசெய்தல்,कुसमायोजन
தவறான செயலாக்கம்,कुप्रशासन
மலாஃபைட்,दुर्भावनाअसद्‍भावपूर्वक
தீங்கு,"विद्‌‌वेष, दुर्भावना"
முறைகேடு,"अनाचार, कुप्रथा"
துன்புறுத்தல்,दुर्व्यवहार
மேலாண்மை,"प्रबंध, प्रबंधन, प्रबंधकवर्ग"
மேலாளர்,प्रबंधक
ஆணை,"अधिदेश, आज्ञा"
கட்டாயமாகும்,"आज्ञापक, अनिवार्य"
மாண்டேன்கள்,श्रम दिन
மனித நேரங்கள்,श्रम घंटे
அறிக்கை,घोषणापत्र
கையாளுதல்,"हस्त कौशल, जोड़तोड़, प्रकलन"
சூழ்ச்சி,"दांव-पेंच, युक्‍तिचालन"
மனிதவளம்,जनशक्‍ति
மனிதனுக்கு மனிதனுக்கு தரவரிசை,व्यक्‍तिशः श्रेणीकरण
கையேடு,"पुस्तिका, दीपिका, नियम पुस्तक, नियमावली, कायिक, शारीरिक, हस्त"
கைமுறையான உழைப்பு,शारीरिक श्रम
உற்பத்தி,विनिर्माण
உற்பத்தியாளர்,विनिर्माता
கையெழுத்துப் பிரதி,"पांडुलिपि, हस्तलेख"
வரைபடம்,"मानचित्र, नक़्शा, प्रतिचित्र"
விளிம்பு,"हाशिया, उपांत, गुंजाइश"
ஓரளவு,उपांतिक
திருமண நிலை,वैवाहिक स्थिति
சந்தைப்படுத்தல்,विपणन
சந்தைப்படுத்தல் பொருளாதாரம்,बाजार अर्थव्यवस्था
குறி,चिह्‌न
மதிப்பீட்டு தாள்,अंकपत्र
பெற்ற மதிப்பெண்கள்,प्राप्तांक
நிறை,"जनसमूह, सामूहिक, व्यापक"
வெகுஜன தொடர்பு,जनसंचार
வெகுஜன நுகர்வு,व्यापक उपभोग
வெகுஜன நோய்த்தடுப்பு,व्यापक प्रतिरक्षण
வெகுஜன ஊடகம்,जनसंचार माध्यम
பெரும் உற்பத்தி,"बड़े पैमाने पर उत्पादन, पुंज उत्पादन"
முதன்மை கோப்பு,"मास्टर फाइल, प्रधान संचिका"
விழாக்களின் மாஸ்டர்,समारोह समायोजनक
முதன்மை திட்டம்,"मास्टर प्लान, महायोजना"
பொருந்தும் மானியம்,अनुरूप अनुदान
பொருள்,"सामग्री, सामान"
மகப்பேறு,"प्रसूति, मातृत्व"
மகப்பேறு விடுப்பு,प्रसूति छुट्टी
மெட்ரிகுலேட்,मैट्रिक पास
திருமண,वैवाहिक
முதிர்ந்த,"परिपक्व, प्रौढ़, परिपक्व होना"
முதிர்ச்சி நாள்,परिपक्वता तिथि
அதிகபட்சம்,अधिकतम
பொருள்,"साधन, उपाय"
அளவீடு,"माप, मापना"
அளவீட்டு,माप
நடவடிக்கைகள்,उपाय
பொறிமுறையாளர்,"मिस्त्री, मेकैनिक"
இயந்திர,यांत्रिक
பொறிமுறைகள்,"तंत्र, क्रियाविधि"
ஊடகங்கள்,"माध्यम, जनसंचार माध्यम"
மத்தியஸ்தம்,"मध्यगता करना, मध्यस्थता करना"
மருத்துவ,चिकित्सा
மருத்துவ நன்மை,चिकित्सा हितलाभ
மருத்துவத்தேர்வு,स्वास्थ्य परीक्षा
மருத்துவ-சட்ட,चिकित्सा-विधिक
நடுத்தர,माध्यम
கேமராவில் சந்திப்பு,बंद कमरे में बैठक
உறுப்பினர்,सदस्य
மெமோ,"ज्ञापन, मेमो"
நினைவகம்,"स्मारक, अभ्यावेदन"
மன திறன்,मानसिक योग्यता
பட்டியல்,"मेनू, व्यंजन"
இணைப்பு,विलयन
தகுதி,"गुण, योग्यता"
தகுதி பட்டியல்,योग्यता-क्रमसूची
சிறப்பான,"गुणवान गुणी, सराहनीय"
தகுதி,गुणावगुण
தகுதி உதவித்தொகை,योग्यता छात्रवृत्‍ति
செய்தி,संदेश
முறை,"विधि, प्रणाली, पद्‌धति"
முறை,कार्यप्रणाली
பெருநகர பகுதி,महानगर क्षेत्र
நடுத்தர வருமான குழு,मध्य आय वर्ग
இடைத்தரகர்,बिचौलिया
மருத்துவச்சி,प्रसूति विद्‌या
குடியேறியவர்,प्रवासी
மைலேஜ்,"मील-दूरी, मील भत्‍ता, लाभ"
போர்க்குணம்,लड़ाकूवृत्‍ति
மில்லினியம்,सहस्त्राब्दि
மினியேச்சர்,"लघु, छोटा"
குறைந்தபட்சம்,"न्यूनतम, कम-से-कम"
சுரங்க,खनन
மந்திரி,लिपिकवर्गीय
அமைச்சகம்,मंत्रालय
மைனர்,"अवयस्क, नाबालिग, लघु"
சிறுபான்மை,"अल्पसंख्या, अल्पसंख्यक, अल्पमत, अवयस्कता"
சிறிய படைப்புகள்,लघु निर्माण कार्य
நிமிடங்கள்,"कार्यवृत्‍त, टिप्पण, मिनट्स"
முறைகேடு,दुर्विनियोजन
தவறான நடத்தை,दुर्व्यवहार
நீதியின் கருச்சிதைவு,न्याय की हत्या
இதர,"विविध, फुटकर"
குறும்பு,"शरारत, उत्पात"
தவறான வகைப்படுத்தல்,गलत वर्गीकरण
தவறான நடத்தை,कदाचार
தவறாக,"गुमराह करना, भ्रम में डालना"
தவறான நிர்வாகம்,कुप्रबंध
தவறாக சித்தரித்தல்,"अन्यथा-प्रस्तुति, अन्यथा-कथन"
உண்மைகளை தவறாகப் பேசுதல்,तथ्यों की ग़लतबयानी
தவறான புரிதல்,गलतफहमी
தவறாகப் பயன்படுத்துங்கள்,"दुरुपयोग, दुरुपयोग करना"
கலப்பு பொருளாதாரம்,मिश्रित अर्थव्यवस्था
கும்பல்,"भीड़, असंयत भीड़"
கைபேசி,"चल, चलता-फिरता, मोबाइल"
இயக்கம்,गतिशालता
பயன்முறை,"ढंग, प्रकार, रीति, विधा, तरीका"
மாதிரி,"निदर्श, मॉडल, आदर्श"
மதிப்பீட்டாளர்,मर्यादक
மாற்றம்,आशोधन
மோடஸ் ஓபராண்டி,कार्य-प्रणाली
நாணய மானியம்,आर्थिक अनुदान
பணம்,"धन, मुद्रा"
கண்காணிக்கவும்,"अनुवीक्षक, अनुवीक्षण करना, मॉनीटर"
ஒற்றுமை,एकविवाह
மோனோகிராம்,गुंफाक्षर
ஏகபோகம்,एकाधिकार
சலிப்பூட்டும்,एकरसता
மாதாந்திர சுற்றுப்பயண நாட்குறிப்பு,मासिक दौरा डायरी
மாதம் முதல் மாதம்,महीने के महीने
தார்மீக,नैतिक
மன உறுதியை,"मनोबल, हौसला"
தார்மீக கொந்தளிப்பு,नैतिक अधमता
தடை,"अधिस्थान, अधिस्थगन काल"
இறப்பு,"मृत्युसंख्या, मृत्युदर"
அடமானம்,बंधक
மிகவும் ரகசியமானது,अति गोपनीय
தாய் மொழி,मातृभाषा
இயக்கம்,प्रस्ताव
இயக்க ஆய்வு,गति अध्ययन
முயற்சி,अभिप्रेरण
நோக்கம்,"उद्‌‌देश्य, अभिप्रेरण, हेतु"
குறிக்கோள்,"आदर्शवाक्य, आदर्शोक्‍ति"
ஊதுகுழலாக,"मुखपत्र, पक्षवक्‍ता"
நகரக்கூடிய,चल
நகர்வு,"प्रस्ताव रखना, प्रस्तावित करना"
இயக்கம்,"आंदोलन, संचलन, गतिविधि"
பலதரப்பட்ட,बहुविध
பல்நோக்கு,बहु-उद्‌देशीय
நகராட்சி வரி,नगरपालिका कर
அருங்காட்சியகம்,संग्रहालय
மஸ்டர் ரோல்,उपस्थिति नामावली
பிறழ்வு,"नामांतरण, दाखि़ल-ख़ारिज़"
முட்டடிஸ் முட்டாண்டிஸ்,यथावश्यक परिवर्तन सहित
பரஸ்பர புரிதல்,आपसी समझ
பெயா் அட்டை,नाम कार्ड
போதைப்பொருள்,स्वापक
விவரிப்பு மதிப்பீடு,विवरणात्मक मूल्यांकन
கதை,"वर्णनकर्ता, वाचक"
தேசம்,राष्‍ट्र
தேசிய,"राष्‍ट्रीय, राष्‍ट्रिक"
தேசியவாதம்,"राष्‍ट्रवाद, राष्‍ट्रीयता"
தேசியம்,"राष्‍ट्रिकता, राष्‍ट्रीयता"
தேசியமயமாக்கல்,राष्‍ट्रीयकरण
தேசிய மொழி,राष्‍ट्रभाषा
தேசிய சேமிப்பு சான்றிதழ்,राष्‍ट्रीय बचत-पत्र
பூர்வீகம்,"मूल निवासी, प्राकृतिक, सहज़, देशी, देशज, देशीय"
இயற்கை,"प्राकृतिक, स्वाभाविक, नैसर्गिक"
இயற்கைமயமாக்கல்,"देशीयकरण, नागरिकीकरण"
கடற்படை படை,नौ बल
செல்லக்கூடியது,"नाव्य, नौगम्य"
வழிசெலுத்தல்,"नौचालन, दिक् चालन, संचालन"
நெய்ஸ்,नहीं पक्ष
தேவையான நடவடிக்கை,आवश्यक कार्रवाई
தேவை,"आवश्यक, जरूरी"
எதிர்மறை,"निषेधात्मक, नकारात्मक"
புறக்கணிப்பு,"उपेक्षा, लापरवाही, उपेक्षा करना"
அலட்சியம்,उपेक्षा
மிகக் குறைவு,नगण्य
பேச்சுவார்த்தை,परक्राम्यता
பேச்சுவார்த்தைக்குட்பட்ட கருவி,परक्राम्य लिखत
பேச்சுவார்த்தை,"बातचीत, वार्ता, परक्रामण"
பேச்சுவார்த்தையாளர்,वार्ताकार
நேபடிசம்,"स्वजन-पक्षपात, भाई-भतीजावाद"
நிகர,"जाल, निवल, शुद्‌ध"
நிகர முதலீடு,निवल निवेश
நடுநிலை,तटस्थ
செய்தி,समाचार
செய்திமடல்,संवाद पत्र
செய்தித்தாள்,"समाचारपत्र, अखबार"
செய்தி வாசிப்பாளர்,समाचार वाचक
உறவினருக்கு அடுத்தது,निकटतम संबंधी
இரவு கடமை,रात्रि ड्यूटी
இல்லை அறிக்கை,शून्य रिपोर्ट
அனுமதி இல்லை,"प्रवेश-निषिद्‌ध, अंदर आना मना है"
கோரிக்கை சான்றிதழ் இல்லை (= நிலுவைத் தொகை சான்றிதழ் இல்லை),बेबाकी प्रमाण-पत्र
பெயரிடல்,"नामपद्‌धति, नामावली"
பெயரளவு செலவு,नाममात्र लागत
பெயரளவு மதிப்பு (= முக மதிப்பு),अंकित मूल्य
பரிந்துரைக்கவும்,"नामित करना, मनोनीत करना"
நியமனம்,"नामन, नामांकन"
பரிந்துரைக்கப்பட்டவர்,"नामिती, नामित व्यक्‍ति"
வயது அல்ல,अवयस्कता
முரண்பாடு அல்லாதது,गैर-अंशदायी
அத்தியாவசியமற்ற,गै़र-ज़रूरी
கேசெட் அல்லாத,अराजपत्रित
வட்டி அல்லாத தாங்கி,"ब़्याज रहित, अब़्याजी"
நீதித்துறை அல்ல,न्यायिकेतर
மந்திரி அல்லாத,अलिपिक वर्गीय
பேச்சுவார்த்தைக்குட்பட்டது,अ-परक्राम्य
உத்தியோகபூர்வமற்ற,"गैर-सरकारी, अशासकीय, अनधिकारिक"
கட்டணம் செலுத்தாமை,"ग़ैर-अदायगी, भुगतान न करना"
பணம் செலுத்தாத சான்றிதழ்,गैर-अदायगी प्रमाणत्र
நடைமுறைப்படுத்தாத கொடுப்பனவு,प्रैक्टिसबंदी भत्‍ता
மீண்டும் நிகழாத செலவு,अनावर्तीव़्यय
திருப்பிச் செலுத்த முடியாதது,अप्रतिदेय
சட்டமல்லாதவர்,असांविधिक
வரி விதிக்கப்படாத வருமானம்,गैर-करयोग्य आय
தொழில்நுட்பமற்ற இடுகை,गैर-तकनीकी पद
பாரம்பரியமற்ற,अपरंपरागत
சொல்லாத தொடர்பு,अशाब्दिक संप्रेषण
ஆட்சேபனை சான்றிதழ் இல்லை,अनापत्‍ति प्रमाणपत्र
"லாபம் இல்லை, இழப்பு இல்லை",न लाभ न हानि
விதிமுறை,प्रतिमानक
சாதாரண,सामान्य
புகை பிடிக்காதீர்,धूम्रपान निषेध
குறிப்பிடத்தக்க,"महत्वपूर्ण, उल्लेखनीय, विशेष"
பொருந்தாது (N.A.),लागू नहीं
கிடைக்கவில்லை (N.A.),अनुपलब़्ध
குறிப்பு,"टिप्पणी, नोट"
அறிவிப்பு,"सूचना, नोटिस"
கவனிக்கத்தக்கது,"उल्लेखनीय, ध्यान देने योग्य"
அறிவிப்பு,अधिसूचना
அறிவிக்கப்பட்ட பகுதி,अधिसूचित क्षेत्र
குறிப்பிடுதல் மற்றும் வரைவு,टिप्पण और प्रारूपण
கற்பனையான ஊதியம்,कल्पित वेतन
பேச்சுவார்த்தைக்குட்பட்டது அல்ல,अ-परक्राम्य
பேச்சுவார்த்தைக்குட்பட்ட கருவி அல்ல,अ-परक्राम्य लिखत
கரு,"केंद्रक, केंद्र बिंदु"
ஏதுமில்லை,"बातिल, अकृत"
பூஜ்ய மற்றும் வெற்றிட,बातिल और शून्य
எண்,संख्या
எண்,"संख्यांकन, संख्या डालना"
எண்,"संख्यांक, अंक"
சத்தியம்,शपथ
உறுதிமொழி,निष्‍ठा-शपथ
அலுவலக சத்தியம்,पद-शपथ
கீழ்ப்படிதல்,आज्ञापालन
இரங்கல்,निधन-सूचना
பொருள்,"वस्तु, आपत्‍ति करना"
ஆட்சேபனை,आपत्‍ति
குறிக்கோள்,"उद्‌‌देश्य, वस्तुनिष्‍ठ, विषयपरक"
பொருள்கள் மற்றும் காரணங்கள்,उद्देश्य और कारण
கடமை,बाध्यकर
ஆபாசமான,अश्‍लील
ஆபாச சைகை,अश्‍लील हावभाव
பார்வையாளர்,प्रेक्षक
வழக்கற்றுப் போய்விட்டது,अप्रचलित
தடை,बाधा
வெளிப்படையானது,स्पष्‍ट
அவ்வப்போது,"यदाकदा, अनियत"
ஆக்கிரமிப்பு,"दखल, अधिभोग"
குடியிருப்பாளர்,"दख़लकार, अधिभोगी"
தொழில்,"व्यवसाय, धंधा"
ஆக்கிரமிக்க,"दख़ल करना, स्थान घेरना"
ஆக்ட்ரோய் கடமை,चुंगी
விடுமுறை நாள்,छुट्टी का दिन
கடமை,"काम के बाद, काम पर न होना, खाली दिन"
