Bengali,Odiya
টেম্পারিং,ତାପମାତ୍ରା
টেমপ্লেট,ଟେମ୍ପଲେଟ୍ |
টেমপ্লেট,ଟେମ୍ପଲେଟ୍ |
টেপিডারিয়াম,ଟେପିଡାରିୟମ୍ |
পোড়ামাটির,ଟେରାକୋଟା |
টেরা রোজা,ଟେରା ରୋସା |
টেরাজো,ଟେରାଜଜୋ |
টেট্রা শৈলী,ଟେଟ୍ରା ଶ style ଳୀ
থ্রেশহোল্ড সীমা মান,ସୀମା ସୀମା ମୂଲ୍ୟ
গলা,ଗଳା
পাথরের মাধ্যমে,ପଥର ମାଧ୍ୟମରେ |
জোয়ার বেসিন,ଜୁଆର ବେସିନ |
টাই বার,ଟାଇ ବାର୍ |
টাই মরীচি,ବିମ୍ ବାନ୍ଧ |
টাই রড,ବାଡ଼ି ବାନ୍ଧ |
তিরস,ତିରସ୍
সহনশীলতা,ସହନଶୀଳତା |
দাঁত তোলা,ଦାନ୍ତ
উপরের মাটি বা পৃষ্ঠের মাটি,ଉପର ମାଟି କିମ୍ବା ଭୂପୃଷ୍ଠ ମାଟି |
মোট ছিদ্র,ସମୁଦାୟ ପୋରୋସିଟି |
ট্রেসরি,ଟ୍ରେସରୀ
ট্রেন প্রতিরোধ,ଟ୍ରେନ୍ ପ୍ରତିରୋଧ |
ট্রান্সেপ্ট,ଟ୍ରାନ୍ସସେପ୍ଟ
ক্রান্তিকালীন মাটি,ଗତିଶୀଳ ମାଟି |
ট্রান্সম,ଟ୍ରାନ୍ସମ୍ |
পরিবহন মাটি,ପରିବହନ ମାଟି |
উপনদী,ଉପନଦୀ
ট্রাইফোরিয়াম,ଟ୍ରାଇଫୋରିୟମ୍ |
ট্রাইগ্লিফ,ଟ୍ରାଇଗ୍ଲିଫ୍ |
কাটা মাটি,କଟା ମାଟି |
উত্তাল প্রবাহ,ଅଶାନ୍ତ ପ୍ରବାହ |
বুরুজ,ଟୁରେଟ୍ |
টাইম্পার সংখ্যা,ଟାଇମ୍ପର୍ ନମ୍
চূড়ান্ত ভারবহন ক্ষমতা,ଅନ୍ତିମ ବହନ କ୍ଷମତା |
চূড়ান্ত পিএইচ,ଅନ୍ତିମ ph
এলোমেলো ধ্বংসস্তূপের গাঁথনি,ଅଣସଂରକ୍ଷିତ ରାଣ୍ଡମ ପଥର ନିର୍ମାଣ |
আনকোর্সড বর্গাকার ধ্বংসস্তূপ রাজমিস্ত্রি,ଅଣସଂରକ୍ଷିତ ସ୍କ୍ୱାର୍ଡ ଅଳିଆ ଆବର୍ଜନା |
আন্ডারক্রফট,ଅଣ୍ଡରକ୍ରଫ୍ଟ |
অপূর্ণ ছিদ্র,ଅସମ୍ପୂର୍ଣ୍ଣ ପୋରୋସିଟି |
অভিন্ন প্রবাহ,ୟୁନିଫର୍ମ ପ୍ରବାହ |
ইউনিট ফ্রেম টাইপ ভারা,ୟୁନିଟ୍ ଫ୍ରେମ୍ ପ୍ରକାର ସ୍କାଫୋଲ୍ଡ |
অনুৎপাদনশীল কাজ,ଅଣ-ଉତ୍ପାଦନ କାର୍ଯ୍ୟ |
অসম্পৃক্ত মাটি,ଅସନ୍ତୁଷ୍ଟ ମାଟି |
অস্থির প্রবাহ,ଅସ୍ଥିର ପ୍ରବାହ |
প্লাস্টিকের উপরের সীমা,ଉପର ପ୍ଲାଷ୍ଟିକ୍ ସୀମା |
উপত্যকা গটার,ଉପତ୍ୟକା
ভল্ট,ଭାଲ୍ଟ |
ভেটেরিয়াম,ଭେଟାରିୟମ୍ |
অবাধে বায়ু - চলাচলের ব্যবস্থা,ଭେଣ୍ଟିଲେସନ୍ |
ভেন্টিলেটর,ଭେଣ୍ଟିଲେଟର
ভেরামদাহ,ଭେରାମଦା
ভেস্টিবুল,ଭେଷ୍ଟିବୁଲ୍ |
ভিলা,ଭିଲ୍ଲା
