Hindi,Punjabi
हिंज संधि,ਜੋੜ
हिनी,ਹਿੰਨੀ
हिप्पोकैंपस,ਹਿਪੋਕਿਮਪਸ
हिरुडिन,ਹਿਰੂਡਿਨ
हीरुडिनेरिया,ਹਿਰੂਦੀਨੀਆ
हिसार्डेल,ਹਿਸਾਰਡੇਲ
आयत चित्र,ਹਿਸਟੋਗ੍ਰਾਮ
ऊतकीय अध्ययन,ਇਤਿਹਾਸਕ ਅਧਿਐਨ
ऊतकविज्ञान,ਹਿਸਟੋਲੋਜੀ
हिस्टोन,ਹਿਸਟਨ
हिस्टोन अष्टतय,ਹਿਸਟੋਨ ਅੱਕਾਮਰ
हिस्टोन प्रोटीन,ਹਿਸਟੋਨ ਪ੍ਰੋਟੀਨ
ऐतिहासिक विज्ञान,ਇਤਿਹਾਸਕ ਵਿਗਿਆਨ
एच.आई.वी,ਐੱਚ
"संलग्नक, स्थापनांग",ਜਲਦੀ ਫੜੋ
समग्रतापरक दृष्टिकोण,ਸਮੁੱਚੀ ਪਹੁੰਚ
खोखला आंतरिक अंग,ਖੋਖਲੇ ਅੰਦਰੂਨੀ ਅੰਗ
खोखला ऊनी गोलक,ਖੋਖਲੇ ਵੂਲਨ ਗੇਂਦ
पूर्णभंजी विदलन,ਹੋਲੋਮਲਾਸਟਿਕ ਕਲੀਵੇਜ
पूर्णस्रावी ग्रंथि,ਹੋਲੋਕਰੀਨ ਗਲੈਂਡ
पादपसम,ਹੋਲਫਾਈਟਿਕ
प्राणिसमभोजी,ਹੋਲੋਜ਼ੋਇਕ
प्राणिसम पोषण,ਹੋਲੋਜ਼ੋਇਕ ਪੋਸ਼ਣ
होमियोबॉक्स,ਹੋਮੋਮੌਕਸ
"समस्थापन, समस्थिति",ਹੋਮਸੋਸਟਾਸਿਸ (ਹੋਮੋਸਟੇਸਿਸ)
समतापी,ਹੋਮਿਓਥੈਮਿਕ
समतापी,Overilosemous
होमिनिड,Hominid
होमिनिडी,Hominidae
मानवसम,ਹੋਮਿਨੋਇਡ
होमो इरेक्टस,ਹੋਮੋ ਈਰੇਟਸ
होमो हैबिलिस,ਹੋਮੋ ਹਬਿਲਿਸ
होमो सैपियन्स,ਹੋਮੋ ਸੇਪੀਨਜ਼
समयुग्मन,ਸਮਲਿੰਗੀ
होमोजेन्टिसिक अम्ल परीक्षण,ਹੈਮਜੈਂਟੀਸਿਕ ਐਸਿਡ ਟੈਸਟ
समांगीकरण,ਹੋਮਰੋਜਨਤਾ
समांगीकृत,ਹੋਮੋਜੀਨਾਈਜ਼ਡ
समतापी,ਹੋਮੋਇਓਥੈਮਿਕ
समजात,ਹਾਮੋਲਾਪਸ
समबहुलक,ਹੋਮੋਪੋਲਮਰ
समयुग्मजता,ਹੋਮਹੈਜ਼ੀਗੋਸੀ
समयुग्मता,ਹੋਮਹੈਜ਼ੀਗੋਸੀ
समयुग्मज,ਹੋਮੋਜ਼ੀਗੋਟ
समयुग्मजी वामन,ਹੋਮੋਸੌਸ ਬੌਨੇ
समयुग्मजी लंबा,ਹੋਮੋਸੌਂਗ ਲੰਬਾ
"अंकुश कृमि, हुकवर्म",ਹੁੱਕ ਕੀੜਾ
हॉर्मोनी उपचार,ਹਾਰਮੋਨਲ ਇਲਾਜ
हॉर्मोन चिकित्सा,ਹਾਰਮੋਨ ਥੈਰੇਪੀ
हॉर्मोन-ग्राही संकुल,ਹਾਰਮੋਨ-ਰੀਸੈਪਟਰ ਕੰਪਲੈਕਸ
शृंगी भेक,ਸਿੰਗ ਮਾਰੇ
अश्वनाल चमगादड,ਘੋੜੇ ਦੀ ਬੱਲੇ
"उद्यानविज्ञान, बागवानी, उद्यानकृषि",ਬਾਗਬਾਨੀ
अस्पताल अपशिष्ट,ਹਸਪਤਾਲ ਰਹਿੰਦ-ਖੂੰਹਦ
"परपोषी, पोषी",ਹੋਸਟ
पोषी कोशिका,ਹੋਸਟ ਸੈੱਲ
परपोषी-परजीवी संबंध,ਹੋਸਟ-ਪਰਜੀਵੀ ਸੰਬੰਧ
पोषी विशिष्टता,ਹੋਸਟ ਦੀ ਵਿਸ਼ੇਸ਼ਤਾ
ऊष्ण मरुस्थल,ਗਰਮ ਰੇਗਿਸਤਾਨ
तप्त तनु सूप,ਗਰਮ ਪਤਲੀ ਸੂਪ
"अतिविशिष्ट स्थल, हॉट स्पॉट",ਗਰਮ ਸਥਾਨ
प्रबंधन कार्य,ਹਾ House ਸ ਫੰਕਸ਼ਨ
प्रबंधन जीन,ਹਾ House ਸ-ਰਹਿਣਾ ਜੀਨ
मानव शरीर,ਮਨੁੱਖੀ ਸਰੀਰ
मानव जरायु गोनेडोट्रापिन,ਮਨੁੱਖੀ ਕੌਰੰਗਿਕ ਗੋਨਾਡੋਟ੍ਰੋਪਿਨ (ਐਚਸੀਜੀ)
मानव जनसांख्यिकी,ਮਨੁੱਖੀ ਜਨਸੰਖਿਆ
मानव जीनोम,ਮਨੁੱਖੀ ਜੀਨੋਮ
मानव-वृद्धि हॉर्मोन,ਮਨੁੱਖੀ ਵਿਕਾਸ ਹਾਰਮੋਨ (ਐਚਜੀਐਚ)
मानव परपोषी,ਮਨੁੱਖੀ ਮੇਜ਼ਬਾਨ
मानव प्रतिरक्षा न्यूनता विषाणु (एच.आई.वी.),ਮਨੁੱਖੀ ਇਮਿ ode ਨੋਡਫੀਸੀਐਂਸੀ ਵਾਇਰਸ (ਐੱਚਆਈਵੀ)
मानव श्वेताणु-प्रतिजन,ਹਿ Human ਮਨ ਲੀਕੋਕੋਸੀਟਿਕ ਐਂਟੀਜੇਨ
मानव श्वेताणु-प्रतिजन सम्मिश्र,ਹਿ Human ਮਨ ਲਿਕੁਕੋਸਟ ਐਂਟੀਿਗਨ ਕੰਪਲੈਕਸ
मानव अपरा लैक्टोजन,ਮਨੁੱਖੀ ਪਲੇਸੈਂਟਲ ਲੈਕਟੂਨ
मानव जनसंख्या दबाव,ਮਨੁੱਖੀ ਆਬਾਦੀ ਦਾ ਦਬਾਅ
मानव प्रजाति,ਮਨੁੱਖੀ ਜਾਤੀ
"प्रगंडिका, ह्यूमेरस",ਹੂਮਰਸ
ह्यूमिक अम्ल,ਹਾਇਕ ਐਸਿਡ
आर्द्र,ਨਮੀ
आर्द्रता,ਨਮੀ
"ह्यूमसभवन, ह्यूमसन",ਹਾਏ
देहद्रव,ਹਾਸੇ ਮਜ਼ਾਕ
ह्यूमस,Humus
हंटिंग्डन रोग,ਹੰਟਿੰਗਡਨ ਦੀ ਬਿਮਾਰੀ
हायासिन्थ,ਹਾਈਸੀਨਥ
काचाभ,ਹਾਈਲਾਈਨ
काचाभ उपास्थि,ਹਲੀਨ ਕਾਰਟੀਲੇਜ
हायलूरॉनिडेज,ਹਾਈਲੂਰੋਨਾਈਡਸ
संकर,ਹਾਈਬ੍ਰਿਡ
संकर जीवन-अक्षमता,ਹਾਈਬ੍ਰਿਡ ਹਮਲੇ
F बीजों का संकर,ਐਫ 1 ਬੀਜ ਦਾ ਹਾਈਬ੍ਰਿਡ
संकर बंध्यता,ਹਾਈਬ੍ਰਿਡ ਨਿਰਵਿਘਨ
संकर वाहन प्रौद्यौगिकी,ਹਾਈਬ੍ਰਿਡ ਵਾਹਨ ਟੈਕਨੋਲੋਜੀ
जलरंभी अनुक्रमण,ਹਦਰਕ ਸਫਾਸਗੀ
जलयोजन कवच,ਹਾਈਡਰੇਸ਼ਨ ਸ਼ੈੱਲ
जलीय,ਹਾਈਡ੍ਰਿਕ੍ਰਿਕ੍ਰਿਕ੍ਰਿਕ
हाइड्रिला,ਹਾਈਡ੍ਰੇਲਾ
हाइड्रोजन आबंध,ਹਾਈਡ੍ਰੋਜਨ ਬਾਂਡ
हाइड्रोजन सायनाइड,ਹਾਈਡ੍ਰੋਜਨ ਸਿਆਨੀਾਈਡ
हाइड्रोजन नाभिक,ਹਾਈਡ੍ਰੋਜਨ ਨਿ nuc ਕਲੀਅਸ
हाइड्रोलेज,ਹਾਈਡ੍ਰੋਲੇਸ
जल चक्र,ਹਾਈਡ੍ਰਾਇਕਲ ਸਾਈਕਲ
जल अपघटनकारी,ਹਾਈਡ੍ਰੋਲਸਿੰਗ
जल अपघटनी विदलन,ਹਾਈਡ੍ਰੋਲਾਇਟਿਕ ਕਲੀਵੇਜ
जलानुकुंचन,ਹਾਈਡ੍ਰੋਸਟੈਸਟ
जलरागी,ਹਾਈਡ੍ਰੋਫਿਲਿਕ
जलपरागण,ਹਾਈਡ੍ਰੋਫਲੀ
जलरागिता,ਹਾਈਡ੍ਰੋਫਲੀ
जलभीरु,ਹਾਈਡ੍ਰੋਫੋਬਿਕ
जलोद्भिद,ਹਾਈਡ੍ਰੋਫਾਈਟ
जलसंवर्धन,ਹਾਈਡ੍ਰੋਪੋਨਿਕ
जलमंडल,ਹਾਈਡ੍ਰੋਸਫਾਇਰ
द्रवस्थैतिक दाब,ਹਾਈਡ੍ਰੋਸਟੈਟਿਕ ਦਬਾਅ
"जलतापीय पारितंत्र, उष्णजलीय पारितंत्र",ਹਾਈਡ੍ਰੋਥਰਮਲ ਈਕੋਸਿਸਟਮ
जलतापीय (उष्णजलीय) मुख,ਹਾਈਡ੍ਰੋਥਰਮਲ ਵੈਂਟ
हाइड्रॉक्सिल समूह,ਹਾਈਡ੍ਰੋਕਸਾਈਲ ਸਮੂਹ
आद्र,ਹਾਈਗ੍ਰਿਕ
वृक्ष मंडूक,ਹਾਈਲਾ (ਟ੍ਰੀ ਡੱਡੂ)
योनिच्छद,ਹਾਇਮਨ
"कंठिका, हाइयॉड",ਹਾਇਡ
कंठिकास्थि,ਹਾਇਡ ਹੱਡੀ
हाइपैंथोडियम,ਹਾਈਪੰਥੀਅਮ
अति कोलेस्टेरॉलरक्तता,ਹਾਈਪਰ ਕੋਲੈਸਟਰੋਲੀਆ
अतिग्लूकोसरक्तता,ਹਾਈਪਰਗਲਾਈਸੀਮੀਆ
अतिकिरेटिनता,ਹਾਈਪਰਕੇਟਰੋਸਿਸ
परावटु अतिक्रियता,ਹਾਈਪਰਪੈਥੀਰੋਇਡਿਜ਼ਮ
अतिवर्धन,ਹਾਈਪਰਪਲਸੀਆ
अतिसंवेदनशीलता,ਅਤਿ ਸੰਵੇਦਨਸ਼ੀਲਤਾ
अतितनाव,ਹਾਈਪਰਟੈਨਸ਼ਨ
अवटु अतिक्रियता,ਹਾਈਪਰਥਾਈਰੋਡਿਜ਼ਮ
अतिपरासारी,ਹਾਈਪਰਟੋਨਿਕ
कवकतंतु,ਹਾਈਫਾ
हाइफीनी,ਹਾਈਫੈਨ
रोगमनस्कता (रोगभ्रम),ਹਾਈਪੋਚੋਂਡਰੀਆ
बीजपत्राधर,ਹਾਈਪੋਕੋਟੀਲ
अल्पग्लूकोसरक्तता,ਹਾਈਪੋਗਲਾਈਸੀਮੀਆ
अल्पगोनदता,ਹਾਈਪੋਗੋਨਾਡਿਜ਼ਮ
अधोजायांगी,ਹਾਈਪੋਗਿਨਸ
अधोजायांगता,ਹਾਈਪੋਗਨੀ
अधःस्तर,ਹਾਈਪੋਲੀਅਮ
परावटु अल्पक्रियता,Hypoparahyroidism
अधोग्रसनी,ਹਾਈਪੋਫੈਰਨੈਕਸ
अधोमुख,Hypostome
अधोरंध्र,Hypostome
"हाइपोथैलैमस, अधःश्चेतक",ਹਾਈਪੋਥੈਲੇਮਸ
परिकल्पना,ਕਲਪਨਾ
"परिकल्पनात्मक रज्जुकी, परिकल्पित रज्जुकी",ਕਲਪਨਾਵਾਦੀ ਨਿਰਪੱਖ
परिकल्पनात्मक प्रस्थापना,ਕਾਲਪਨਿਕ ਪ੍ਰਸਤਾਵ
अवटु अल्पक्रियता,ਹਾਈਪੋਥਾਈਰੋਡਿਜ਼ਮ
अल्पपरासारी,ਹਾਈਪੋਟੋਨਿਕ
अल्पपरासारी विलयन,ਹਾਈਪੋਟੋਨਿਕ ਹੱਲ
हाइरैकोथीरियम,Hycaoraoraier
हिम युग,ਬਰਫੀਲਾ ਯੁਗ
इक्थियोफिस,ਆਈਚਥੀਫਿਸ
"अभिनिर्धारण, अभिज्ञान, पहचान",ਪਛਾਣ
गुणसूत्री आलेख,ਮੁਹਾਵਰਾ
विशिष्ट आरेख,ਮੁਹਾਵਰਾ
इग्वेना,ਇਗੁਆਨਾ
"क्षुद्रांत्र, इलियम",Ileum
प्रदीपक प्रतिदर्श,ਪ੍ਰਕਾਸ਼ਮਾਨ ਨਮੂਨਾ
प्रदीप्ति,ਪ੍ਰਕਾਸ਼
प्रतिबिंब,ਚਿੱਤਰ
अंतःशोषणी दाब,ਰੁਕਾਵਟ ਦਬਾਅ
अंतःशोषण,ਰੁਕਾਵਟ
कोरछादी,ਨਿਰਜੀਵ
कोरछादी पुष्पदल-विन्यास,ਅਸਪਸ਼ਟ ਹੈ
आप्रवासी,ਪ੍ਰਵਾਸੀ
आप्रवास,ਇਮੀਗ੍ਰੇਸ਼ਨ
आप्रवासन,ਇਮੀਗ੍ਰੇਸ਼ਨ
अविनाशी होना,ਅਮਰ ਬਣਾਉਣਾ
प्रतिरक्षा अनुक्रिया,ਇਮਿ .ਨ ਪ੍ਰਤੀਕਰਮ
प्रतिरक्षा तंत्र,ਇਮਿ .ਨ ਸਿਸਟਮ
प्रतिरक्षा तंत्र विकार,ਇਮਿ .ਨ ਸਿਸਟਮ ਵਿਕਾਰ
प्रतिरक्षा,ਛੋਟ
प्रतिरक्षा समंजित,ਇਮੂਨੋ-ਸਮਝੌਤਾ
प्रतिरक्षा न्यूनता रोग,ਇਮੂਨੋ ਦੀ ਘਾਟ ਬਿਮਾਰੀ
प्रतिरक्षी वैद्युतकण संचलन,ਇਮੂਨੋ ਇਲੈਕਟ੍ਰੋਥੋਰਸਿਸ
प्रतिरक्षा प्रतिदीप्ति प्रतिपिंड लेबलन,ਇਮੂਨੋ ਫਲੋਰੋਸੈਂਟ ਐਂਟੀਬਾਡੀ ਲੇਬਲਿੰਗ
प्रतिरक्षा शोषक आमापन,ਇਮੂਨੋ ਸੋਰਬੈਂਟ ਅਸਾਨੀ
प्रतिरक्षा दमनक चिकित्सा,ਇਮਿ un ਨ ਥੈਰੇਪੀ
प्रतिरक्षा- निरोधक,ਇਮੂਨੋ ਨੂੰ ਦਬਾਉਣ ਵਾਲਾ
प्रतिरक्षाजनी,ਇਮਯੂਨੋਗੈਨਿਕ
"इम्यूनोग्लोब्युलिन, प्रतिरक्षाग्लोब्युलिन",ਇਮਿ og ਨੋਗਲੋਬੂਲਿਨ
प्रतिरक्षाविज्ञान,ਇਮਿ it ਨੋਲੋਜੀ
प्रतिरक्षा मॉडुलक,ਇਮੂਨੋਮੋਡੂਡੋਰਟਰ
प्रतिरक्षा क्षमतावर्धन चिकित्सा,ਇਮਿ! ਟੈਂਟਿਏਸ਼ਨ ਥੈਰੇਪੀ
प्रतिरक्षा निरोधी औषधि,ਇਮਯੂਨੋਸਪੈਸਿਵ ਡਰੱਗ
प्रतिरक्षा चिकित्सा,Iminothraph
विषमपिच्छकी,Imparpinnate
इम्पेरैटा,ਇਮਪੇਟਾ
अपारगम्य,ਅਵਿਨਾਸ਼ੀ
अंतर्रोप,ਇਮਪਲਾਂਟ
अंतर्रोपण,ਇਮਪਲਾਂਟੇਸ਼ਨ
उन्नत बीज,ਸੁਧਾਰਿਆ ਬੀਜ
उन्नत किस्म,ਸੁਧਾਰੀ ਕਿਸਮ
स्वस्थाने,ਸਥਿਤੀ ਵਿੱਚ
पात्रे,ਵਿਟਰੋ ਵਿੱਚ
पात्रे निषेचन,ਵਿਟ੍ਰੋ ਗਰੱਭਧਾਰਣ ਕਰਨਾ (IVF)
जीवे,ਵੀਵੋ ਵਿਚ
निष्क्रिय,ਅਕਿਰਿਆਸ਼ੀਲ
अंतःप्रजात क्रम,ਇਨਬਰਡ ਲਾਈਨ
अंतःप्रजनन,ਇਨਬ੍ਰਿਡਿੰਗ
पुनर्योजन आपतन,ਲੈਸਮਿੰਗ ਦੀ ਘਟਨਾ
भस्मीकरण,ਝੁਕਾਅ
कृंतक (दंत),Inisor
"अंतर्विष्ट पिंड, अंतर्वेशकाय",ਸ਼ਾਮਲ ਕਰਨ ਵਾਲੇ ਸਰੀਰ ਨੂੰ ਸ਼ਾਮਲ ਕਰੋ
असंबद्ध व्यवहार,ਅਸਪਸ਼ਟ ਵਿਵਹਾਰ
असंगतता,ਅਸੰਗਤਤਾ
अनिषेच्यता,ਅਸੰਗਤਤਾ
अपूर्ण प्रभाविता,ਅਧੂਰਾ ਦਬਦਬਾ
ऊष्मायित्र,ਇਨਕਿ ub ਬੇਟਰ
आश्रयी,ਗੁੰਝਲਦਾਰ
"स्थूण, इन्कस",ਆਈ.ਐੱਨ.ਐੱਸ
अस्फुटनशील फल,ਅਤਿ ਫਲ
दांतेदार,ਇੰਡੈਂਟਡ
स्वतंत्र अपव्यूहन,ਸੁਤੰਤਰ ਜਾਣਕਾਰੀ
स्वतंत्र जीन,ਸੁਤੰਤਰ ਜੀਨ
भारतीय कृषि अनुसंधान परिषद्,ਇੰਡੀਅਨ ਕੌਂਸਲ ਆਫ਼ ਐਗਰੀਕਲਚਰਲ ਰਿਸਰਚ
"रवस, बामीन",ਭਾਰਤੀ ਸਾਲਮਨ
सूचक जाति,ਸੰਕੇਤਕ ਸਪੀਸੀਜ਼
देशी चिकित्सा पद्धति,ਦਵਾਈ ਦੀ ਸਵਦੇਸ਼ੀ ਪ੍ਰਣਾਲੀ
इंडिगोफेरा,ਇੰਡੀਗੋਫੇਰੇਰਾ
"अंतःकक्ष प्रदूषण, आंतरिक प्रदूषण",ਇਨਡੋਰ ਪ੍ਰਦੂਸ਼ਣ
प्रेरित गति,ਪ੍ਰੇਰਿਤ ਅੰਦੋਲਨ
प्रेरित उत्परिवर्तन,ਪ੍ਰੇਰਿਤ ਪਰਿਵਰਤਨ
प्रेरक,ਗੁੱਸੇ ਵਿਚ
प्रेरक जीन,ਇੰਡੈਂਸ
प्रेरणीय नियंत्रण,ਅਪਰਾਧੀ ਨਿਯੰਤਰਣ
प्रेरणी एंजाइम,ਇਨਕਕੇਬਲ ਪਾਚਕ
कैन्सर-प्रेरण,ਕੈਂਸਰ ਦਾ ਸ਼ਾਮਲ ਕਰਨਾ
औद्योगिक अतिकृष्ण,ਉਦਯੋਗਿਕ ਮਾਲਵਾਦ
औद्योगिक प्रदूषण,ਉਦਯੋਗਿਕ ਪ੍ਰਦੂਸ਼ਣ
औद्योगिक धुआँ,ਉਦਯੋਗਿਕ ਧੂੰਆਂ
व्यतिकरण विपर्यास सूक्षमदर्शिकी,ਸੂਖਮ ਸੂਖਮ ਸੂਖਮ
अक्षय संसाधन,ਅਟੱਲ ਸਰੋਤ
संक्रामक रोग,ਛੂਤ ਵਾਲੀ ਬਿਮਾਰੀ
संक्रामकता,ਅਸਥਾਈ
अनुमान,ਅਨੁਮਾਨ
अधःअनुमस्तिष्क-वृंतक,ਘਟੀਆ ਸੇਰੇਬੈਲਰ ਪੇਡਨਕਲ
अधर आंत्रयोजनी गुच्छका,ਘਟੀਆ ਮੇਲ-ਪਲੇਸਿਕ ਗੈਂਗਲੀਅਨ
"अनंत, अपरिमित",ਬੇਅੰਤ
शोथ,ਜਲਣ
शोथज रोध,ਭੜਕਾ. ਬੈਰੀਅਰ
शोथ प्रतिक्रिया,ਜਲੂਣ ਦੀ ਪ੍ਰਤੀਕ੍ਰਿਆ
शोथज अनुक्रिया,ਭੜਕਾ. ਜਵਾਬ
स्फीति,ਮਹਿੰਗਾਈ
पुष्पक्रम,ਫੁੱਲ
इन्फ्लुएंजा,ਇਨਫਲੂਐਨਜ਼ਾ
अंतर्वाह,ਆਮਦ
अवनेत्रकोटर ग्रंथि,ਬੁਨਿਆਦ ਗਲੈਂਡ
"कीपक, इफंडीबुलम",ਇਨਫੁੰਡਿਬੂਲਮ
अंतर्गृहीत भोजन,ਵਧਿਆ ਭੋਜਨ
अंतर्ग्रहण,ਗ੍ਰਹਿਣ
वंक्षण नाल,ਇਨਗੁਇਨਲ ਨਹਿਰ
वंक्षण हर्निया,ਇਨਗੁਇਨਲ ਹਰਨੀਆ
वंशागति,ਵਿਰਾਸਤ
वंशागत आण्विक रोग,ਵਿਰਸੇ ਵਿਚ ਅਣੂ ਬਿਮਾਰੀ
संदमन करना,ਰੋਕਦਾ
संदमित,ਰੋਕਿਆ
संदमक हॉर्मोन,ਹਾਰਮੋਨ ਨੂੰ ਰੋਕਣਾ
संदमन,ਰੋਕ
संदमनी पेप्टाइड,ਇਨਿਹਿਬਟਰੀ ਪੇਪਟਾਇਡ
प्रारंभन,ਦੀਖਿਆ
प्रारंभक,ਸ਼ੁਰੂਆਤੀ
अंतःक्षेपित,ਟੀਕਾ
क्षति,ਸੱਟ
अंतर्गम,ਇਨਸੈਟ
सहज प्रतिरक्षा,ਇਮਿ .ਨਿਟੀ
अजैव विकास,ਉਲੰਘਣਾਵਾਦੀ ਵਿਕਾਸ
अकार्बनिक पदार्थ,ਨਾਕਾਰੰਗਿਕ ਪਦਾਰਥ
इनॉसिटॉलट्राइफॉस्फेट,Inositoltriphoshate
पोषक का निवेश,ਪੌਸ਼ਟਿਕ ਦੇ ਇੰਪੁੱਟ
कीट,ਕੀੜੇ
कीटाहारी फुदकी (पक्षी),ਕੀੜੇ ਧੋਣ ਵਾਲੇ
कीट पीड़क,ਕੀੜੇ ਪੈੱਸਟ
कीट प्रतिरोध,ਕੀੜੇ ਪ੍ਰਤੀਰੋਧ
"कीटवर्ग, इन्सेक्टा",ਕੀਟਮਾ
कीटनाशी प्रोटीन,ਕੀਟਨਾਸ਼ਕ ਪ੍ਰੋਟੀਨ
कीटनाशी,ਕੀਟਨਾਸ਼ਕਾਂ
कीटाहारी,ਇੰਨੇਕਟਿਵਾੋਰ
कीटाहारी पादप,ਕੀਟਨਾਸ਼ਕ ਪੌਦਾ
वीर्यसेचन,ਕਾਇਮ
अंतर्विष्ट निष्क्रियण,ਕਮੇਟੀ ਦੀ ਅਯੋਗਤਾ
अंतःश्वसन क्षमता,ਪ੍ਰੇਰਣਾ ਦੀ ਸਮਰੱਥਾ
अंतःश्वसनी निचित आयतन,ਪ੍ਰੇਰਣਾ ਰਿਜ਼ਰਵ ਵਾਲੀਅਮ
प्राकृतिक वृद्धि की आंतर दर,ਕੁਦਰਤੀ ਵਾਧੇ ਦੀ ਪ੍ਰਦੇਸ਼
रोधित करना,ਇੰਸੂਲੇਟ
इन्सुलिन,ਇਨਸੁਲਿਨ
अभिन्न प्रोटीन,ਇੰਟੈਗਰਲ ਪ੍ਰੋਟੀਨ
समाकलन करना,ਏਕੀਕ੍ਰਿਤ
समाकलन,ਏਕੀਕਰਣ
अध्यावरण,ਇਹ
अध्यवरणी वृक्कक,ਇਨਟੌਸ਼ਨਰੀ ਨੈਫ੍ਰਿਡਿਅਮ
पारस्परिक क्रिया,ਗੱਲਬਾਤ ਕਰਨੀ
नकारात्मक प्रभाव वाली पारस्परिक क्रिया,ਨਕਾਰਾਤਮਕ ਪ੍ਰਭਾਵ ਨਾਲ ਗੱਲਬਾਤ
अंतरा अलिंद पट,ਇੰਟੈਟਰਲ ਦੀ ਸੇਪਮ
अंतःप्रजनन,ਇੰਟਰਬਲਿੰਗ
अंतःप्रजननी व्यष्टि,ਇੰਟਰਬਾਈਡਿੰਗ ਵਿਅਕਤੀ
"अंतर्वेशी, अंतार्विष्ट",ਇੰਟਰਕਲੇਟਰੀ
अंतर्विष्ट बिंब,ਇੰਟਰਕਲਿਟਡ ਡਿਸਕ
अंतःकोशिकीय आधात्री,ਇੰਟਰਸੇਲੂਲਰ ਮੈਟ੍ਰਿਕਸ
अंतराकोशिकीय स्थान,ਇੰਟਰਸੇਲੂਲਰ ਸਪੇਸ
अपरोधन,ਇੰਟਰਸੈਪਟ
अंतखंड,ਇੰਟਰਸੈਪਟ
अंतरा-शृंखला आबंध,ਅੰਤਰ-ਚੇਨ ਬਾਂਡ
अंतर्द्विक ब्रिगेड,ਇੰਟਰਗਬਲ ਟ੍ਰੇਟੀਡ
अंतरापूलीय एधा,ਇੰਟਰਫਸਕਿਚੂਲਰ ਕੈਮਬੀਅਮ
अंतर कला अवकाश,ਪਰਿਵਰਤਨ ਵਾਲੀ ਜਗ੍ਹਾ
अंतरावस्था,ਅੰਤਰਾਪਾ
अंतरावस्था गुणसूत्र,ਅੰਤਰਾਪੂ ਕ੍ਰੋਮੋਸੋਮ
अंतराखंडीय पट,ਇੰਟਰੈਂਗਲ ਸੇਪਟਮ
अंतरापूलीय एधा,ਇੰਟਰਫਸਕਿਚੂਲਰ ਕੈਮਬੀਅਮ
व्यतिकारी आर. एन. ए.,ਦਖਲਅੰਦਾਜ਼ੀ ਕਰਤਾ
इंटरफेरॉन,ਇੰਟਰਫੇਰੋਨ
"अंतरजननक्षम, अंतरउर्वर",ਅੰਤਰ-ਰਹਿਤ
इंटरल्यूकिन,ਇੰਟਰਲੁਕਿਨ
अंतःपाशित,ਇੰਟਰਲੋਕਡ
मध्यवर्ती प्रदीप्ति पादप,ਵਿਚਕਾਰਲੇ ਦਿਨ ਦਾ ਪੌਦਾ
मध्यवर्ती तंतु,ਵਿਚਕਾਰਲੇ ਤੰਦ
मध्यवर्ती पालि,ਇੰਟਰਮੀਡੀਏਟ ਲੋਬੇ
माध्यवर्ती युग्मन,ਵਿਚਕਾਰਲੇ ਪੇਟਿੰਗ
आंतरिक कर्ण,ਅੰਦਰੂਨੀ ਕੰਨ
आंतरिक पर्यावरण,ਅੰਦਰੂਨੀ ਵਾਤਾਵਰਣ
आंतरिक युज्ञ शिरा,ਅੰਦਰੂਨੀ ਜੁਗੂਲਰ ਨਾੜੀ
आंतरिक आकारिकी,ਅੰਦਰੂਨੀ ਰੂਪ ਵਿਗਿਆਨ
आंतरिक पोषक चक्रण,ਅੰਦਰੂਨੀ ਪੌਸ਼ਟਿਕ ਸਾਈਕਲਿੰਗ
आंतरिक लय,ਅੰਦਰੂਨੀ ਤਾਲ
अंतरराष्ट्रीय कोड,ਅੰਤਰਰਾਸ਼ਟਰੀ ਕੋਡ
अंतरराष्ट्रीय मानव जीनोम परियोजना,ਅੰਤਰਰਾਸ਼ਟਰੀ ਮਨੁੱਖੀ ਜੀਨੋਮ ਪ੍ਰੋਜੈਕਟ
पोर,ਇੰਟਰਨਿਓ
अंतराग्रही,ਇੰਟਰਪਲੇਸੈਟਰੀ
अंतरायित जीन,ਰੁਕਾਵਟ ਜੀਨ
मध्यलिंगी,ਇਨਸੈਕਸੈਕਸ
अंतर्जातीय संकरण,ਇੰਟਰਸਪੈਕਸੀਫਿਕ ਹਾਈਬ੍ਰਿਟੀਏਸ਼ਨ
अंतराली कोशिका उद्दीपक हॉर्मोन,ਇੰਟਰਸਟੀਸ਼ੀਅਲ ਸੈੱਲ ਉਤੇਜਕ ਹਾਰਮੋਨ
"अंतराली कोशिका, अंतराकाशी कोशिका",ਇੰਟਰਸਟੀਸ਼ੀਅਲ ਸੈੱਲ
अंतराली विलोपन,ਇੰਟਰਸਟੀਸ਼ੀਅਲ ਹਟਾਉਣਾ
अंतराली तरल,ਅੰਤਰਾਲਖਾ ਫਲਾਈਡ
अंतःउपजातीय संकरण,ਇੰਟਰਵਿ vie ਟੀ ਹਾਈਬ੍ਰਾਈਡੇਸ਼ਨ
मध्यवर्ती अनुक्रम,ਦਖਲ ਦੇ ਕ੍ਰਮ
आंत्र अंधनाल,ਅੰਤੜੀ ਕਾਇਕਾ
आंत्र रस,ਅੰਤੜੀ ਦਾ ਜੂਸ
"आंत्र, आंत",ਆੰਤ
अंतःकोशिकी पाचन,ਇੰਟਰਾਕੈਲੂਲਰ ਪਾਚਨ
