Malayalam,Hindi
പ്രാദേശിക വ്യക്തത,स्थानीय स्पष्टता
"1. ലോക്കൽ നെറ്റ്‌വർക്ക്, 2. പ്രാദേശിക കേന്ദ്രം 3. പ്രാദേശിക കൈമാറ്റം","1. स्थानीय जालक्रम, 2. स्थानीय केंद्र, 3. स्थानीय विनिमय"
പ്രാദേശിക മെമ്മറി,स्थानीय स्मृति
പ്രാദേശിക മോഡ്,स्थानीय विधा
പ്രാദേശിക വേരിയബിൾ,स्थानीय चर
"ലൂപ്പ്, ലോക്ക്","पाश, लॉक"
ലൂപ്പ് ഫയൽ,पाशित संचिका
സെഷൻ ആരംഭം,सत्रारंभ
കാലാവധി അവസാനം,सत्रांत
രചിക്കുന്നു,संलेखन
ലോജിക് അനലൈസർ,तर्क विश्लेषक
ലോജിക് ബോംബ്,तर्क बम
ലോജിക് കാർഡ്,तर्क कार्ड
ലോജിക് ചാർട്ട് (ഫ്ലോചാർട്ട്),तर्क संचित्र (प्रवाह संचित्र)
ലോജിക് സർക്യൂട്ട്,तर्क परिपथ
ലോജിക് ഡിസൈൻ,तर्क अभिकल्प
ലോജിക് ഡയഗ്രം,तर्क आरेख
ലോജിക്കൽ ഫ്ലോചാർട്ട്,तार्किक प्रवाह संचित्र
ലോജിക് ഫംഗ്ഷൻ,तर्क फलन
ലോജിക് ഗേറ്റ്,तर्क गेट
"1. ലോജിക് പ്രോഗ്രാമിംഗ്, 2. ലോജിക് പ്രോഗ്രാമിംഗ്","1.तर्क प्रोग्रामन, 2.तर्क क्रमादेशन"
ലോജിക് സ്ഥാനചലനം,तर्क विस्थापन
യുക്തിയുടെ അവസ്ഥ,तर्क अवस्था
ലോജിക് സ്വിച്ച്,तर्क स्विच
ലോജിക് യൂണിറ്റ്,तर्क इकाई
ലോജിക്കൽ,तार्किक
ലോജിക്കൽ സംയോജനം,तार्किक संयोजन
ലോജിക്കൽ ഡാറ്റ ഘടന,तार्किक आँकड़आ संरचना
ലോജിക്കൽ ഡയഗ്രം,तर्कसंगत आरेख
ലോജിക്കൽ എക്സ്പ്രഷൻ,तार्किक व्यंजक
ലോജിക്കൽ ഫ്ലോചാർട്ട്,तार्किक प्रवाह संचित्र
ലോജിക്കൽ IF (ലോജിക്കൽ എങ്കിൽ),तार्किक आई एफ (तार्किक यदि)
യുക്തിസഹമായ പ്രവർത്തനം,तर्कसंगत संक्रिया
യുക്തിസഹമായ ഓപ്പറേറ്റർ,तर्कसंगत संकारक
യുക്തിസഹമായ കണക്ഷൻ,तर्कसंगत संबंधन
ലോജിക്കൽ പ്ലാൻ,तार्किक योजना
"1. യുക്തിസഹമായ സ്വഭാവം, 2. യുക്തിപരമായ സ്വഭാവം","1.तर्कसंगत संप्रतीक, 2.तार्किक संप्रतीक"
ലോജിക്കൽ പാറ്റേൺ,तार्किक प्ररुप
ലോജിക്കൽ മൂല്യം,तार्किक मान
ലോജിക്കൽ വേരിയബിൾ,तार्किक चर
നേടിയ അവലോകനം,हासिल अग्रावलोकन
പ്രിവ്യൂ സെറ്റ്,अग्रावलोकन समुच्चय
നിരീക്ഷണം,अवलोकन
"1.ലൂപ്പ്, 2.ലൂപ്പ്","1.लूप, 2.पाश"
ലൂപ്പ് നിയന്ത്രണം,पाश नियंत्रण
ലൂപ്പ് സമാരംഭം,पाश प्रारंभन
ലൂപ്പ് വ്യത്യാസം,पाश आपरिवर्तन
"1.ലൂപ്പ് നെറ്റ്‌വർക്ക്, 2.ലൂപ്പ് നെറ്റ്‌വർക്ക്","1.पाश जालक्रम, 2.पाश नेटवर्क"
ലൂപ്പ് സമാരംഭം,पाश प्रारंभन
ലൂപ്പ്-കാലാവധി,पाश-अवसान
കൌണ്ടർ-ലൂപ്പ് ടെസ്റ്റ്,प्रति-पाश परीक्षण
അയഞ്ഞ കപ്പിൾഡ്,शिथिल युग्मित
നഷ്ടമില്ലാത്ത കംപ്രഷൻ,ह्रास रहित संपीडन
ഹസ്സെ കംപ്രഷൻ,हासी संपीडन
കുറഞ്ഞ ബൈറ്റ്,निम्न बाइट
താഴ്ന്ന നിലയിലുള്ള ഭാഷ,निम्न स्तर भाषा
കുറഞ്ഞ പാസ് ഫിൽട്ടർ,निम्न पारक फिल्टर
"1. താഴ്ന്ന അവസ്ഥ, 2. താഴെ ബന്ധിപ്പിച്ചിരിക്കുന്നു","1.निम्न परिबाधित, 2. निम्न परिबद्ध"
"1.MAC പ്രോട്ടോക്കോൾ, 2.MAC എത്തിക്സ് (മിഡിൽ ആക്സസ് കൺട്രോൾ)","1.मैक प्रोटोकॉल, 2.मैक आचार (मध्य अभिगम नियंत्रण)"
"1. യന്ത്രം, 2. യന്ത്രം","1.मशीन, 2.यंत्र"
മെഷീൻ വിലാസം,मशीन पता
"1. മെഷീൻ കോഡ്, 2. മെഷീൻ കോഡ്","1.यंत्र कूट, 2.मशीन कोड"
യന്ത്രചക്രം,यंत्र चक्र
യന്ത്രവത്കൃത ഭാഷ,यंत्राश्रित भाषा
മെക്കാനിക്കൽ സോഫ്റ്റ്വെയർ,यंत्राश्रित सॉफ्टवेयर
ഉപകരണ പിശക്,यंत्र त्रुटि
മെഷീൻ നിഷ്ക്രിയ സമയം,यंत्र निष्क्रिय काल
യന്ത്രഭാഷ,यंत्र निरपेक्ष भाषा
മാനുവൽ,यंत्रानुदेश
യന്ത്രബോധം,यंत्र बोध
"1.യന്ത്രഭാഷ, 2.യന്ത്രഭാഷ","1.मशीनी भाषा, 2.यंत्र भाषा"
യന്ത്ര പഠനം,यंत्राधिगम
യന്ത്ര പ്രവർത്തനം,यंत्र संक्रिया
യന്ത്രഭാഷ,यंत्रमूलक भाषा
മെഷീൻ പ്രകടനം,यंत्र निष्पादन
മെഷീൻ സിമുലേഷൻ,मशीन अनुकार
മെഷീൻ ഹൈജാക്കിംഗ് സമയം,यंत्र अपहृत काल
യന്ത്ര വിവർത്തനം,मशीनी अनुवाद
യന്ത്ര വാക്കുകൾ,मशीन शब्द
മാക്രോ നിർദ്ദേശം,स्थूल अनुदेश
മാക്രോ സ്കെയിൽ,स्थूल प्राचर
മാസ് അസംബ്ലിംഗ് പ്രോഗ്രാം,स्थूल कोडांतरण प्रोग्राम
മൊത്തത്തിലുള്ള വിളി,स्थूल आह्वान
"1. മാക്രോ കോഡ്, 2. മാക്രോ കോഡ്","1.स्थूल कोड, 2.स्थूल कूट"
മാക്രോ കമാൻഡ്,स्थूल समादेश
മാക്രോ പ്രഖ്യാപനം,स्थूल घोषणा
മാക്രോ നിർവചനം,स्थूल परिभाषा
മാക്രോ ഫ്ലോ ചാർട്ട്,स्थूल प्रवाह संचित्र
മാക്രോ ജനറേറ്റർ,स्थूल जनित्र
മാക്രോ നിർദ്ദേശം,स्थूल अनुदेश
സ്ഥൂല ഭാഷ,स्थूल भाषा
മാക്രോ ലൈബ്രറി,स्थूल लाइब्रेरी
മാക്രോ പാരാമീറ്റർ,स्थूल प्राचल
മാക്രോ പ്രോസസ്സിംഗ്,स्थूल प्रक्रमण
"1.മാക്രോ പ്രോസസർ, 2. മാക്രോപ്രോസസർ","1.स्थूल प्रक्रमक, 2. मैक्रोप्रोसेसर"
മാക്രോ പ്രോഗ്രാമിംഗ്,स्थूल प्रोग्रामन
ഗ്രോസ് പ്രോട്ടോടൈപ്പ്,स्थूल आदिप्ररुप
"1.മാക്രോ എൻകോഡിംഗ്, 2.മാക്രോ കോഡിംഗ്","1.स्थूल कूटलेखन, 2.स्थूल कोडन"
മെഗാബൈറ്റ് (MB),मेगाबाइट (एम बी)
മാന്ത്രിക ചിഹ്നം,जादुई संप्रतीक
മാന്ത്രിക സംഖ്യ,जादुई संख्या
കാന്തിക ബബിൾ മെമ്മറി,चुंबकीय बुदबुद स्मृति
കാന്തിക കാർഡ്,चुंबकीय कार्ड
"1.കാന്തിക കോശം, 2.കാന്തിക കോശം","1.चुंबकीय कोष्ठिका, 2.चुंबकीय सेल"
കാന്തിക ചിഹ്നം,चुंबकीय संप्रतीक
കാന്തിക കോർ സംഭരണം,चुंबकीय कोर भंडारण
"1.കാന്തിക ഡിസ്ക്, 2. കാന്തിക ഡിസ്ക്","1.चुंबकीय चक्रिका, 2. चुंबकीय डिस्क"
കാന്തിക ഡിസ്ക് വിലാസം,चुंबकीय डिस्क पता
കാന്തിക ഡിസ്ക് മെമ്മറി,चुंबकीय चक्रिका स्मृति
കാന്തിക ഡ്രം,चुंबकीय ड्रम
"1.കാന്തിക എൻകോഡിംഗ്, 2.കാന്തിക കോഡിംഗ്, 3.കാന്തിക കോഡിംഗ്","1.चुंबकीय कूटलेखन, 2.चुंबकीय कोडीकरण, 3.चुंबकीय कोडन"
കാന്തിക ടോപ്പ്,चुंबकीय शीर्ष
കാന്തിക മഷി,चुंबकीय स्याही
മാഗ്നറ്റിക് ഇങ്ക് ക്യാരക്ടർ റെക്കഗ്നിഷൻ (MICR),चुंबकीय स्याही संप्रतीक अभिज्ञान (एम आई सी आर)
കാന്തിക മാധ്യമം,चुंबकीय माध्यम
കാന്തിക വായന,चुंबकीय पठन
കാന്തിക റെക്കോർഡിംഗ്,चुंबकीय अभिलेखन
കാന്തിക സംഭരണം,चुंबकीय भंडारण
കാന്തിക വര,चुंबकीय पट्टी
കാന്തിക ടേപ്പ്,चुंबकीय टेप
കാന്തിക ടേപ്പ് കാട്രിഡ്ജ്,चुंबकीय टेप कार्टीज
കാന്തിക ടേപ്പ് ഡ്രൈവ്,चुंबकीय टेप ड्राइव
കാന്തിക ടേപ്പ് മുൻഗാമി,चुंबकीय टेप अग्रक
മാഗ്നറ്റിക് ടേപ്പ് ലൈബ്രേറിയൻ,चुंबकीय टेप लाइब्रेरियन
കാന്തിക ടേപ്പ് ആക്സസ്,चुंबकीय टेप अभिगमन
കാന്തിക ടേപ്പ് യൂണിറ്റ്,चुंबकीय टेप इकाई
"1.കാന്തിക നേർത്ത പാളി, 2. കാന്തിക നേർത്ത ഫിലിം","1.चुंबकीय तनु परत, 2.चुंबकीय तनु फिल्म"
കാന്തിക പാത,चुंबकीय पथ
കാന്തിക ഒപ്റ്റിക്കൽ സംഭരണം,चुंबकीय प्रकाशीय भंडारण
"1.മാഗ്നറ്റ് പ്രിന്റർ, 2.മാഗ്നറ്റ് പ്രിന്റർ","1.चुंबकालेखी मुद्रक, 2.चुंबक लेखी प्रिंटर"
കാന്തിക വികലത,चुंबकीय विरुपण
കാന്തിക വൈകല്യമുള്ള ടാബ്‌ലെറ്റ്,चुंबकीय विरुपक टिकिया
"1. മെയിൽ ബോക്സ്, 2. മെയിൽ ബോക്സ്","1.डाक पेटी, 2.मेल बाक्स"
മെയിൽ ലയനം,मेल विलय
"1. ചീഫ് കൺട്രോൾ യൂണിറ്റ്, 2. ചീഫ് കൺട്രോൾ യൂണിറ്റ്","1.मुख्य नियंत्रक एकक, 2. मुख्य नियंत्रक इकाई"
പ്രധാന ഫ്രെയിം,मेन फ्रेम
"1.മെയിൻ ഫ്രെയിം സിസ്റ്റം, 2.മെയിൻ ഫ്രെയിം മെക്കാനിസം","1.मेन फ्रेम सिस्टम, 2.मेन फ्रेम तंत्र"
"1.മെയിൻ മെമ്മറി, 2.മെയിൻ മെമ്മറി","1.मुख्य स्मृति, 2.मुख्य मेमोरी"
"1. പ്രധാന പ്രോഗ്രാം, 2. പ്രധാന പ്രോഗ്രാം","1.मुख्य प्रोग्राम, 2.मुख्य क्रमादेश"
പ്രധാന സംഭരണം,मुख्य भंडारण
"1.മെയിൻ സ്വിച്ച്, 2.മെയിൻ സ്വിച്ച്","1.मेन स्विच, 2.मुख्य स्विच"
"1.പരിപാലനം, 2.പരിപാലനം","1.अनुरक्षण, 2.रखरखाव"
മെയിന്റനൻസ് പാനൽ,अनुरक्षण पैनल
അറ്റകുറ്റപ്പണി സമയം,अनुरक्षण काल
വലിയ വൃത്തം,वृहत् चक्र
പ്രധാന ഉപകരണം,मुख्य युक्ति
പ്രധാന കീ,मुख्य कुंजी
പ്രധാന വേദി,मुख्य अवस्था
പ്രധാന ഘടന,मुख्य संरचना
പ്രധാന ജോലി,मुख्य कार्य
ഭൂരിപക്ഷ ഘടകം,बहुसंख्यक अवयव
ഭൂരിപക്ഷ ഗേറ്റ്,बहुसंख्यक गेट
ഭൂരിപക്ഷ പ്രവർത്തനം,बहुसंख्य संक्रिया
റീഇംബേഴ്സ്മെന്റ് കാലയളവ്,प्रतिपूर्ति काल
തെറ്റായ പ്രവർത്തന രീതി,कुसंक्रिया रुटीन
മാനേജ്മെന്റ് വികസനം,प्रबंधन विकास
മാനേജ്മെന്റ് ഇൻഫർമേഷൻ സിസ്റ്റം (എംഐഎസ്),प्रबंधन सूचना तंत्र (एम आई एस)
മാനേജ്മെന്റ് സയൻസ്,प्रबंध विज्ञान
മാഞ്ചസ്റ്റർ എൻകോഡിംഗ്,मैनचेस्टर कूटलेखन
ഗുണനം,बहुवलन
കണക്കാക്കിയ വേരിയബിൾ,प्रकलित चर
അനുമാന സൂചിക,प्रकलित सूचकन
മനുഷ്യ യന്ത്രം അനുകരണം,मानव यंत्र अनुकार
സ്വമേധയാലുള്ള വിലാസ സ്വിച്ച്,हस्तचालित पता स्विच
മാനുവൽ വിശകലനം,मैनुअल विश्लेषण
മാനുവൽ കോൾ,मैनुअल आह्वान
മാനുവൽ എൻട്രി,मैनुअल प्रविष्टि
"1.മാനുവൽ സെന്റർ, 2.മാനുവൽ സെന്റർ","1.हस्तचालित केंद्र, 2.मैनुअल केंद्र"
"1. മാനുവൽ ഇൻപുട്ട്, 2. മാനുവൽ ഇൻപുട്ട്","1.हस्त निवेश, 2. मैनुअल निवेश"
മാനുവൽ പ്രവർത്തനം,हस्त प्रचालन
പലതും പലതും തമ്മിലുള്ള ബന്ധം,अनेकानेक संबंध
മൾട്ടി-ഡീകോഡർ,बहु-एक-विकोडक
മാപ്പ് രീതി,प्रतिचित्र विधि
മാപ്പിംഗ്,प्रतिचित्रण
മാർജിൻ,उपांत
നാമമാത്ര പിശക്,उपांतीय त्रुटि
നാമമാത്ര അന്വേഷണം,उपांतीय जाँच
മാർജിനൽ ടെസ്റ്റ്,उपांतीय परीक्षण
ചിഹ്നം കണ്ടെത്തൽ,चिन्ह संसूचन
സൈൻ വായന,चिन्ह पठन
ചിഹ്ന സ്കാനിംഗ്,चिन्ह क्रमवीक्षण
അടയാളബോധം,चिन्ह बोध
മാർക്കർ,चिन्हक
അടയാളപ്പെടുത്തൽ,चिन्हन
മാർക്കർ തരംഗം,चिन्हक तरंग
മാർക്കോവ് ചെയിൻ,मार्कोव श्रृंखला
മാർക്കോവ് ഉറവിടം,मार्कोव स्रोत
അടയാളപ്പെടുത്തൽ ഭാഷ,मार्क-अप भाषा
മേസർ,मेसर
മേസർ,मेसर
"1. മുഖംമൂടി, 2. മൂടുപടം, 3. മൂടുപടം","1.मास्क, 2.आच्छद, 3.प्रच्छाद"
"1. കവർ ബിറ്റ്, 2. കവർ ബിറ്റ്, 3. മാസ്ക് ഇരട്ട അക്കങ്ങൾ","1.प्रच्छाद बिट, 2.आच्छद बिट, 3. मास्क दविअंक"
മാസ്ക് പ്രോഗ്രാമബിൾ ഉപകരണം,मास्क प्रोग्राम्य युक्ति
കവർ രജിസ്റ്റർ,आवरण रजिस्टर
"1. കവർ റോം, 2. കവർ റോം","1.आवृत रॉम, 2.आवृत आर ओ एम"
മൂടുക,आच्छादन
വലിയ ഡാറ്റ,विपुल आँकड़ए
"1. മാസ്സ് മെമ്മറി, 2. മാസ്സ് മെമ്മറി","1.विपुल स्मृति, 2.विपुल मेमोरी"
വൻതോതിൽ സമാന്തരമായി,विपुलत: समांतर
തലവൻ,प्रधान
മാസ്റ്റർ കാർഡ്,मास्टर कार्ड
"1.ഹെഡ് വാച്ച്, 2.കൺട്രോൾ വാച്ച്","1.प्रधान घड़ई, 2.नियंत्रक घड़ई"
പ്രധാന കൺസോൾ,प्रधान कन्सोल
പ്രധാന ഡാറ്റ,प्रधान आँकड़आ
മാസ്റ്റർ ഡയഗ്രം,प्रधान आरेख
മാസ്റ്റർ ഫയൽ,प्रधान संचिका
പ്രധാന ഗ്രൂപ്പ്,प्रधान समूह
മാസ്റ്റർ കീ,मास्टर कुंजी
പ്രധാന ലൈബ്രറി ടേപ്പുകൾ,प्रधान लाइब्रेरी टेप
പ്രധാന പ്രോസസ്സർ,प्रधान प्रक्रमक
മുൻനിര പരിപാടി,प्रधान प्रोग्राम
പ്രധാന കേന്ദ്രം,प्रधान केंद्र
"1.മാസ്റ്റർ ടേപ്പ്, 2.മാസ്റ്റർ ടേപ്പ്","1.प्रधान टेप, 2.मास्टर टेप"
"1.പ്രിൻസിപ്പൽ ടെർമിനൽ, 2.മെയിൻ ടെർമിനൽ","1.प्रधान अंतक, 2.प्रधान टर्मिनल"
പ്രധാന സബോർഡിനേറ്റ് ഉപകരണം,प्रधान अधीन युक्ति
പ്രധാന സബോർഡിനേറ്റ് സിസ്റ്റം,प्रधान अधीन तंत्र
"1. പൊരുത്തം, 2. മത്സരം, 3. കണ്ടുമുട്ടുക","1.मेल, 2.मिलान, 3.मिलना"
പൊരുത്തം,मिलान
ഗണിതശാസ്ത്ര പ്രോഗ്രാമിംഗ്,गणितीय प्रोग्रामन
ഗണിത അനുകരണം,गणितीय अनुकार
"1.മാട്രിക്സ്, 2.മാട്രിക്സ്","1.मैट्रिक्स, 2.आव्यूह"
"1.മാട്രിക്സ് പ്രിന്റർ, 2.മാട്രിക്സ് പ്രിന്റർ","1.मैट्रिक्स प्रिंटर, 2.मैट्रिक्स मुद्रक"
മാട്രിക്സ് സ്വിച്ച്,मैट्रिक्स स्विच
മാട്രിക്സ് പട്ടിക,आव्यूह सारणी
പരമാവധി കമ്പ്യൂട്ടർ,मैक्सी कंप्यूटर
പരമാവധി കമ്പ്യൂട്ടർ,मैक्सी कंप्यूटर
പീക്ക് ഘടകം,उच्चिष्ट अवयव
യോഗപാഡ്,योगपद
മാക്സ്വെൽ ഡാമൺ,मैक्सवेल डैमन
"1.അർത്ഥം, 2.അർത്ഥം","1.मध्यमान, 2.माध्य"
വീണ്ടെടുക്കൽ സമയം എന്നാണ് അർത്ഥമാക്കുന്നത്,माध्य सुधार काल
പരാജയം അർത്ഥമാക്കുന്നത് സമയം,अंतर्विफलता माध्य काल
പരാജയ ശരാശരി സമയം (m t b f),विफलता मध्य माध्यकाल (एम टी बी एफ)
പരാജയത്തിന്റെ സമയം എന്നാണ് അർത്ഥമാക്കുന്നത്,विफलता का माध्य काल
റിപ്പയർ ശരാശരി സമയം,मरम्मत माध्य काल
തിരുത്തൽ ശരാശരി സമയം (MTTR),सुधार माध्यकाल (एम टी टी आर)
മീഡിയം സ്കെയിൽ ഇന്റഗ്രേഷൻ (എംഎസ്ഐ),मध्यम स्केल एकीकरण (एम एस आई)
മീഡിയം ഇന്റഗ്രേഷൻ (MSI),मध्यम समाकलन (एम एस आई)
ശരാശരി ടേം സ്റ്റോറേജ് ഉപകരണം,माध्य पद भंडारण युक्ति
മെഗാ ബിറ്റ് പെർ സെക്കൻഡ് (Mbps),मेगा बिट प्रति सेकंड (एम बी पी एस)
ഘടക വസ്തു,अवयव वस्तु
ഘടകം റെക്കോർഡ്,अवयव अभिलेख
"1.ഓർമ്മ, 2.ഓർമ്മ","1.स्मृति, 2.मेमोरी"
"1.മെമ്മറി അറേ, 2.മെമ്മറി അറേ","1.स्मृति सरणी, 2.मेमोरी व्यूह"
"1.മെമ്മറി ഫണ്ട്, 2.മെമ്മറി ബാങ്ക്","1.स्मृति कोष, 2.मेमोरी बैंक"
"1.മെമ്മറി ബഫർ രജിസ്റ്റർ, 2.മെമ്മറി ബഫർ രജിസ്റ്റർ","1.स्मृति बफर पंजी, 2.मेमोरी बफर पंजी"
"1.മെമ്മറി ബസ്, 2. മെമ്മറി ബസ്","1.स्मृति बस, 2. मेमोरी बस"
മെമ്മറി കാര്ഡ്,स्मृति कार्ड
മെമ്മറി സെൽ,स्मृति कोष्ठिका
ഓര്മ്മ നഷ്ടം,स्मृति संहनन
"1.മെമ്മറി കോർ, 2.മെമ്മറി കോർ","1.स्मृति कोर, 2.मेमोरी कोर"
മെമ്മറി സൈക്കിൾ,स्मृति चक्र
"1.മെമ്മറി ഡാറ്റ രജിസ്റ്റർ, 2.മെമ്മറി ഡാറ്റ രജിസ്റ്റർ","1.मेमोरी आँकड़आ पंजी, 2.स्मृति आंकड़आ पंजी"
"1.മെമ്മറി ഡംപ്,2.മെമ്മറി ഡംപ്","1.स्मृति निपात, 2.मेमोरी डंप"
"1.മെമ്മറി എക്സ്ചേഞ്ച്, 2.മെമ്മറി എക്സ്ചേഞ്ച്","1.स्मृति विनिमय, 2.मेमोरी विनिमय"
"1.മെമ്മറി ശ്രേണി, 2.മെമ്മറി ശ്രേണി","1.स्मृति पदानुक्रम, 2.मेमोरी पदानुक्रम"
മെമ്മറി നിർദ്ദേശം,स्मृति अनुदेश
"1.മെമ്മറി മാനേജ്മെന്റ്, 2.മെമ്മറി മാനേജ്മെന്റ്","1.स्मृति प्रबंधन, 2.मेमोरी प्रबंधन"
"1.മെമ്മറി മാപ്പ്, 2.മെമ്മറി മാപ്പ്","1.स्मृति प्रतिचित्र, 2.मेमोरी प्रतिचित्र"
"1. മെമ്മറി മാപ്പ് ചെയ്ത ഔട്ട്പുട്ട്, 2. ഇൻപുട്ട്, 3. മെമ്മറി മാപ്പ് ചെയ്ത I/O","1.स्मृति प्रतिचित्रित निर्गम, 2.निवेश, 3.मेमोरी प्रतिचित्रित आई/ओ"
"1.മെമ്മറി മോഡൽ, 2.മെമ്മറി മോഡൽ, 3.മെമ്മറി മോഡൽ","1.स्मृति मॉडल, 2.स्मृति निदर्श, 3.मेमोरी मॉडल"
"1.മെമ്മറി മൊഡ്യൂൾ, 2.മെമ്മറി മൊഡ്യൂൾ","1.स्मृति माड्यूल, 2.मेमोरी माड्यूल"
"1.മെമ്മറി ഇൻഡക്സ് രജിസ്റ്റർ, 2.മെമ്മറി ഇൻഡക്സ് രജിസ്റ്റർ","1.स्मृति सूचक पंजी, 2.मेमोरी सूचक पंजी"
ഓർമ്മ ശക്തി,स्मृति शक्ति
മെമ്മറി സംരക്ഷണം,स्मृति संरक्षण
"1.മെമ്മറി റഫറൻസ് നിർദ്ദേശം, 2.മെമ്മറി റഫറൻസ് നിർദ്ദേശം","1.स्मृति संदर्भ अनुदेश, 2.मेमोरी संदर्भ अनुदेश"
"1.മെമ്മറി പ്രോഗ്രാം, 2.മെമ്മറി പ്രോഗ്രാം","1.स्मृति-वासी प्रोग्राम, 2.मेमोरी वासी क्रमादेश"
"1.മെമ്മറി യൂണിറ്റ്, 2.മെമ്മറി യൂണിറ്റ്","1.स्मृति इकाई, 2.मेमोरी इकाई"
മെനു,मेनू
മെനു ബാർ,मेनू बार
മെനു ഓടിച്ചു,मेनू चालित
മെനു തിരഞ്ഞെടുക്കൽ,मेनू चयन
പ്രധാനമായി നയിക്കുന്ന പ്രോഗ്രാം,मेन-चालित प्रोग्राम
"1. അന്തർലീനമായ, 2. ലയിപ്പിച്ച","1.अंतरनिहित, 2.विलय"
ലയന എക്സ്ചേഞ്ച് സോർട്ടിംഗ്,विलय विनिमय छंटाई
"1. സോർട്ടിംഗ് ലയനം, 2. കാറ്റലോഗ് തിരഞ്ഞെടുക്കൽ","1.छंटाई संविलय, 2. प्रसूची वरण"
"1. ലയനം, 2. ലയനം","1.विलय, 2.संविलय"
ലാറ്റിസ് നെറ്റ്വർക്ക്,जालाक्षि जालक्रम
സന്ദേശമയയ്ക്കൽ,संदेशन
സന്ദേശം,संदेश
സന്ദേശ പ്രാമാണീകരണം,संदेश अभिप्रमाणन
സന്ദേശ സെൽ,संदेश कोष्ठ
സന്ദേശ സർക്യൂട്ട്,संदेश परिपथ
സന്ദേശ ഫോർമാറ്റ്,संदेश आरूप
സന്ദേശ തലക്കെട്ട്,संदेश प्रवेशिका
സന്ദേശ മോഡ്,संदेश विधा
സന്ദേശമയയ്ക്കൽ,संदेश प्रेषण
"1.മെസേജ് സോർട്ടിംഗ്, 2.മെസേജ് സോർട്ടിംഗ്","1.संदेश क्रमवरण, 2.संदेश क्रमचयन"
സന്ദേശ വരി,संदेश पंक्ति
സന്ദേശ സ്വിച്ച്,संदेश स्विच
സന്ദേശ വാചകം,संदेश पाठ
സന്ദേശ കൈമാറ്റ ഏജന്റ്,संदेश अंतरण अभिकर्मक
സൂപ്പർ അസംബ്ലർ,अधि कोडांतरक
മെറ്റാക്ലാസ്,मेटावर्ग
"1. കൂടുതൽ സമാഹാരം, 2. കൂടുതൽ വ്യാഖ്യാനം","1.अधि संकलन, 2.अधि अनुभाषण"
"1. കൂടുതൽ വ്യാഖ്യാതാക്കൾ, 2. കൂടുതൽ കമ്പൈലർമാർ","1.अधि अनुभाषक, 2.अधि संकलक"
ഭാഷാഭേദം,अधिभाषा
"1.മെറ്റാ നെറ്റ്‌വർക്ക്, 2.മെറ്റാ നെറ്റ്‌വർക്ക്","1.मेटा जालक्रम, 2.मेटा नेटवर्क"
ഏകാധിപത്യം,अधितंत्र
പ്രക്രിയ,विधि
മെട്രോപൊളിറ്റൻ ഏരിയ നെറ്റ്‌വർക്ക് (MAN),महानगरीय क्षेत्र नेटवर्क (एम ए एन)
മൈക്രോ,सूक्ष्म
"1.മൈക്രോകോഡ്,2.മൈക്രോകോഡ്","1.सूक्ष्म कूट, 2.सूक्ष्म कोड"
മൈക്രോകമ്പ്യൂട്ടർ,सूक्ष्म कंप्यूटर
മൈക്രോ കൺട്രോളർ,माइक्रो नियंत्रक
മൈക്രോ സൈക്കിൾ,माइक्रो चक्र
മൈക്രോഇലക്‌ട്രോണിക് മെക്കാനിക്കൽ മെക്കാനിസങ്ങൾ (MEMS),सूक्ष्म इलेक्ट्रॉनिक यांत्रिक तंत्र (मेमस)
മൈക്രോ ഇലക്ട്രോണിക്സ്,माइक्रो इलेक्ट्रॉनिकी
മൈക്രോ മിനിയേച്ചറൈസേഷൻ,माइक्रो लघुरुपण
മൈക്രോ ഓർഡർ,सूक्ष्म क्रम
"1.മൈക്രോ, 2.മെയിൻഫ്രെയിം ലിങ്ക്","1.माइक्रो, 2.मेनफ्रेम लिंक"
മൈക്രോ ചിപ്പ്,माइक्रो चिप
മൈക്രോ കോബോൾ,माइक्रो कोबोल
മൈക്രോ കോഡ്,सूक्ष्म कोड
"1.മൈക്രോഫിൽ, 2.മൈക്രോഫിഷ്, 3.മൈക്രോഫിൽ","1.सूक्ष्मिका, 2.माइक्रोफिश, 3.सूक्ष्म संचिका"
മൈക്രോ ഫ്ലോപ്പി,माइक्रो फ्लापी
മൈക്രോഫോം വായന ഉപകരണം,माइक्रोफॉर्म पठन यंत्र
മൈക്രോ ഫ്രെയിം,माइक्रो फ्रेम
മൈക്രോഗ്രാഫിക്സ്,माइक्रोग्राफिक्स
മൈക്രോഫോൺ,माइक्रोफोन
മൈക്രോഫോട്ടോഗ്രാഫ്,माइक्रोफोटोग्राफ
"1.മൈക്രോപ്രോസസിംഗ് യൂണിറ്റ്, 2.മൈക്രോപ്രോസസിംഗ് യൂണിറ്റ്","1.माइक्रोप्रोससिंग एकक, 2.सूक्ष्म प्रक्रमण एकक"
മൈക്രോപ്രൊസസർ,माइक्रोप्रोसेसर
മൈക്രോപ്രൊസസർ ചിപ്പ്,माइक्रोप्रोसेसर चिप
മൈക്രോപ്രൊസസർ ഇന്റർപ്രെറ്റർ,माइक्रोप्रोसेसर अनुभाषक
മൈക്രോ പ്രോസസർ യൂണിറ്റ് (എംപിയു),माइक्रो प्रोसेसर यूनिट ( एम पी यू)
