Telugu,Odiya
ఇనుప తెర,ଲୁହା ପରଦା |
ఐరన్ గార్డ్,ଲୁହା ଗାର୍ଡ |
ఇనుము రేషన్లు,ଲୁହା ରାସନ |
ఇనుప వైపులా,ଲୁହା ପାର୍ଶ୍ୱ |
ఇనుప చిట్కా బాణం,ଲୁହା ଟାଇପ୍ ତୀର |
ఇస్త్మియన్ ఆటలు,ଇଷ୍ଟମିଆନ୍ ଖେଳଗୁଡିକ |
జానిసరీ,ଜାନିସାରୀ |
కాపలాదారు,ଜାନିଟର୍ |
కాపలాదారు,ଜାନିଟର୍ |
జావెలిన్,ଜାଭେଲିନ୍ |
జిమ్ క్రో చట్టాలు,ଜିମ୍ କ୍ରୋ ନିୟମ |
జింగో,ଜିଙ୍ଗୋ |
జింగో,ଜିଙ୍ଗୋ |
జింగో,ଜିଙ୍ଗୋ |
జింగోయిజం,ଜିଙ୍ଗୋଜିମ୍ |
ఉమ్మడి చర్య,ମିଳିତ କାର୍ଯ୍ୟ
ఉమ్మడి నియంత్రణ,ମିଳିତ ନିୟନ୍ତ୍ରଣ |
ఉమ్మడి ఆక్యుపెన్సీ,ମିଳିତ ବୃତ୍ତି
జ్యూరీ,ଖଣ୍ଡପୀଠ
కారణం మాత్రమే,କେବଳ କାରଣ |
ఉంచండి,ରଖନ୍ତୁ |
ఆర్కైవ్స్ కీపర్,ଅଭିଲେଖାଗାରର ରକ୍ଷକ |
కెటిల్-డ్రమ్,କେଟଲ୍-ଡ୍ରମ୍ |
కీలక పదం,ମୁଖ୍ୟ ଶବ୍ଦ |
రాజు,ରାଜା
రాజ్యం,ରାଜ୍ୟ
కింగ్లెట్,କିଙ୍ଗଲେଟ୍ |
కింగ్ మేకర్,ରାଜା ନିର୍ମାତା |
రాజ్యాధికారం,କିଙ୍ଗସିପ୍ |
రాజ్యాధికారం,କିଙ୍ଗସିପ୍ |
కిచెన్ క్యాబినెట్,ରୋଷେଇ ଘର କ୍ୟାବିନେଟ୍ |
నైట్,ନାଇଟ୍ |
రాజ్యం,କିଙ୍ଗହୁଡ୍ |
కింగ్స్ హాస్పిటల్స్,କିଙ୍ଗହଟସ୍ ହସ୍ପିଟାଲ୍ |
నైట్స్ ఆఫ్ సెయింట్ జాన్,ସେଣ୍ଟ ଜନ୍ ର ନାଇଟ୍ସ |
నైట్ టెంప్లర్,ନାଇଟ୍ ଟେମ୍ପଲର୍ |
కు క్లక్స్ క్లాన్ (KKK),କୁ କ୍ଲକ୍ସ କ୍ଲାନ୍ (KKK)
కుమింటాంగ్,କୁମିଣ୍ଟାଙ୍ଗ |
లౌకికత్వం,ଲାଇଟି
లాన్స్,ଲାନ୍ସ |
లాన్సర్,ଲାନ୍ସର୍
తరువాత గుప్తులు,ପରେ ଗୁପ୍ତା |
చట్టబద్ధమైన వారసుడు,ଆଇନଗତ ଉତ୍ତରାଧିକାରୀ |
చట్టవిరుద్ధం (=అక్రమం),ଅନ less ତିକତା (= ବିଶୃଙ୍ଖଳା)
చట్టవిరుద్ధం (=అక్రమం),ଅନ less ତିକତା (= ବିଶୃଙ୍ଖଳା)
చట్ట ప్రభువులు,ଆଇନ ପ୍ରଭୁ
భక్తి చట్టం,ଧର୍ମର ନିୟମ
దేశముల సమాహారం,ଲିଗ୍ ଅଫ୍ ନେସନ୍ସ
లెగసీ (=బిక్వెస్ట్),ଉତ୍ତରାଧିକାରୀ (= ଉତ୍ତରାଧିକାରୀ)
లెగసీ (=బిక్వెస్ట్),ଉତ୍ତରାଧିକାରୀ (= ଉତ୍ତରାଧିକାରୀ)
చట్టపరమైన వారసుడు,ଆଇନଗତ ଉତ୍ତରାଧିକାରୀ |
చట్టబద్ధత,ଲିଗେଟ୍ |
చట్టబద్ధత,ଲିଗେଟ୍ |
చట్టబద్ధత,ଲିଗେଟ୍ |
లెజెండ్,କିମ୍ବଦନ୍ତୀ
లెజెండ్,କିମ୍ବଦନ୍ତୀ
లెజియన్,ଲେଜିଅନ୍ |
లెజియన్,ଲେଜିଅନ୍ |
లెజియన్ ఆఫ్ ఆనర్,ଲେଜିଅନ୍ ଅଫ୍ ସମ୍ମାନ
లెస్ మెజెస్టి (=లెస్ మెజెస్టే),Lese ମହିମା (= lese majeste)
తక్కువ రాష్ట్రాలు,ଛୋଟ ରାଜ୍ୟଗୁଡିକ |
విశ్వసనీయత లేఖలు,ବିଶ୍ cred ାସ ପତ୍ର
లీజ్-లార్డ్,ଲିଜ୍-ପ୍ରଭୁ
లీజ్ మనిషి,ଲିଜ୍ ମ୍ୟାନ୍ |
లీజ్ మనిషి,ଲିଜ୍ ମ୍ୟାନ୍ |
జీవిత ఖైదు,ଆଜୀବନ କାରାଦଣ୍ଡ |
వంశం,ବଂଶ
లిటిల్ ఇంగ్లాండు,ଛୋଟ ଇଂଲଣ୍ଡ
చిన్న వాహనం (=తక్కువ వాహనం),ଛୋଟ ଯାନ (= କମ୍ ଯାନ)
లిటోరల్ రాష్ట్రం,ଉପକୂଳବର୍ତ୍ତୀ ରାଜ୍ୟ |
ప్రార్ధనలు,ଲିଟୁର୍ଗିଜ୍ |
ప్రార్ధన,ଲିଟୁର୍ଜି
స్థానిక విధేయత,ସ୍ଥାନୀୟ ଅନୁଗତତା |
స్థానిక-స్వయం ప్రభుత్వం,ସ୍ଥାନୀୟ ସ୍ୱୟଂ ସରକାର |
సుదీర్ఘ పార్లమెంటు,ଦୀର୍ଘ ସଂସଦ |
తక్కువ దేశాలు,ନିମ୍ନ ଦେଶଗୁଡିକ |
విశ్వాసపాత్రుడు,ବିଶ୍ୱସ୍ତ
విధేయత,ନିଷ୍ଠା
మాకియవెల్లియన్ విధానం,ମାଚିଆଭେଲିଆନ୍ ନୀତି |
మాగ్నా కార్టా,ମାଗନା କାର୍ଟା |
మాగ్నమ్ కన్సిలియం,ମ୍ୟାଗ୍ନୁମ୍ କନ୍ସିଲିୟମ୍ |
మలం నిషేధం,ମାଲମ୍ ନିଷେଧ |
మాండమస్,ମାଣ୍ଡାମସ୍ |
ఆదేశం,ଆଦେଶ
"ఆదేశం, తరగతి &#39;A&#39;","ମାଣ୍ଡେଟ୍, ଶ୍ରେଣୀ &#39;ଏ&#39;"
"ఆదేశం, తరగతి &#39;B&#39;","ମାଣ୍ଡେଟ୍, ଶ୍ରେଣୀ &#39;ବି&#39;"
"ఆదేశం, తరగతి &#39;సి&#39;","ମାଣ୍ଡେଟ୍, ଶ୍ରେଣୀ &#39;ସି&#39;"
ఆదేశ వ్యవస్థ,ମାଣ୍ଡେଟ୍ ସିଷ୍ଟମ୍ |
తప్పనిసరి స్థితి,ବାଧ୍ୟତାମୂଳକ ରାଜ୍ୟ |
మాంగోనెల్,ମାଙ୍ଗୋନେଲ୍ |
మేనిఫెస్టో,ମନିଫେଷ୍ଟୋ |
యుక్తులు,ମନିଭର୍ସ |
మ్యాన్ ఆఫ్ వార్,ମ୍ୟାନ୍ ଅଫ୍ ଯୁଦ୍ଧ |
మనోర్,ମନୋର |
మనోర్,ମନୋର |
మానవ శక్తి,ମାନବ ଶକ୍ତି |
మానవ శక్తి,ମାନବ ଶକ୍ତି |
మాన్యుమిషన్,ମାନୁମିସନ୍ |
మనుమిత్,ମନୁମିଟ୍ |
మాన్యుస్క్రిప్ట్,ପାଣ୍ଡୁଲିପି
మాన్యుస్క్రిప్ట్,ପାଣ୍ଡୁଲିପି
మాన్యుస్క్రిప్ట్,ପାଣ୍ଡୁଲିପି
మారౌడర్,ମାରୁଦ
సముద్ర బెల్ట్,ସାମୁଦ୍ରିକ ବେଲ୍ଟ |
సముద్ర నాగరికత,ସାମୁଦ୍ରିକ ସଭ୍ୟତା |
సముద్ర జెండా,ସାମୁଦ୍ରିକ ପତାକା |
సముద్ర శక్తులు,ସାମୁଦ୍ରିକ ଶକ୍ତି
సముద్ర సార్వభౌమాధికారం,ସାମୁଦ୍ରିକ ସାର୍ବଭ .ମତ୍ୱ |
సముద్ర యుద్ధం,ସାମୁଦ୍ରିକ ଯୁଦ୍ଧ |
మార్క్విస్,ମାର୍କିସ୍ |
మార్క్విసేట్,ମାର୍କିସେଟ୍ |
మార్షల్ లా,ସାମରିକ ନିୟମ |
మార్షల్ రేసులు,ସାମରିକ ଦ aces ଡ଼ |
అమరవీరుడు,ଶହୀଦ |
నరమేధం,ହତ୍ୟାକାଣ୍ଡ |
మాస్ యుక్తి,ମନିଭର୍ ର ମାସ |
మాస్టర్-ఎట్-ఆర్మ్స్,ମାଷ୍ଟର-ଆଟ୍-ବାହୁ
మాస్టర్ ఆఫ్ వేడుకలు,ସମାରୋହର ଗୁରୁ
ఇంటి యజమాని,ଘରର ଗୁରୁ
మాస్టర్ ఆఫ్ ది హార్స్,ଘୋଡା ଗୁରୁ
మాస్టర్ ఆఫ్ ది రోల్స్,ରୋଲ୍ସର ମାଷ୍ଟର |
మ్యాచ్,ମ୍ୟାଚ୍
మ్యాచ్,ମ୍ୟାଚ୍
అగ్గిపెట్టె,ମ୍ୟାଚ୍ ଲକ୍
వైవాహిక మైత్రి,ମାଟ୍ରିମୋନିଆଲ୍ ମିଳିତତା |
మధ్యధరా శక్తులు,ଭୂମଧ୍ୟସାଗରୀୟ ଶକ୍ତି |
మెన్షెవిక్,ମେନସେଭିକ୍ |
కిరాయి సైన్యం,ଦୟାଳୁ ସେନା |
కిరాయి సైనికుడు,ଦୟାଳୁ ସ soldier ନିକ |
వ్యాపారి,ବ୍ୟବସାୟୀ
మధ్య యుగాలు,ମଧ୍ୟ ଯୁଗ
మధ్యప్రాచ్యం,ମଧ୍ୟ ପୂର୍ବ
మధ్య మార్గము,ମଧ୍ୟମ ପାସ୍ |
మధ్య మార్గం,ମଧ୍ୟମ ପଥ
మధ్య మార్గం (=మిడిల్ కోర్సు),ମଧ୍ୟମ ମାର୍ଗ (= ମଧ୍ୟମ ପାଠ୍ୟକ୍ରମ)
వలసదారు,ପ୍ରବାସୀ
వలస,ସ୍ଥାନାନ୍ତରଣ
వలస,ସ୍ଥାନାନ୍ତରଣ
వలస,ସ୍ଥାନାନ୍ତରଣ
మిలిటరిజం,ମିଲିଟାରିଜିମ୍ |
మిలిటరిజం,ମିଲିଟାରିଜିମ୍ |
మిలిటరిజం,ମିଲିଟାରିଜିମ୍ |
మిలిటరిజం,ମିଲିଟାରିଜିମ୍ |
మిలిటరిస్ట్,ମିଲିଟାରିଷ୍ଟ
మిలిటరిస్ట్,ମିଲିଟାରିଷ୍ଟ
సైనికీకరణ,ସାମରିକକରଣ
సైనికీకరణ,ସାମରିକକରଣ
సైనికీకరణ,ସାମରିକକରଣ
సైనిక వ్యూహకర్త (= వ్యూహకర్త),ସାମରିକ କ tact ଶଳ (= କ tact ଶଳ)
సైనిక వ్యూహకర్త (= వ్యూహకర్త),ସାମରିକ କ tact ଶଳ (= କ tact ଶଳ)
సైనిక వ్యూహాలు (=వ్యూహాలు),ସାମରିକ କ ics ଶଳ (= କ act ଶଳ)
మిలిషియా,ମିଲିସିଆ
మిలిషియా,ମିଲିସିଆ
దుష్పరిపాలన,ବିଭ୍ରାନ୍ତ |
లింక్ లేదు,ନିଖୋଜ ଲିଙ୍କ୍ |
మిషన్,ମିଶନ୍ |
మిషన్,ମିଶନ୍ |
మిషన్,ମିଶନ୍ |
మిశ్రమ జాతి,ମିଶ୍ରିତ ଜାତି |
ఆధునిక చరిత్ర,ଆଧୁନିକ ଇତିହାସ
మోడ్స్ వీవెండి,ମୋଡସ୍ ବିବେଣ୍ଡି |
మోనాకిజం,ମୋନାଚିଜିମ୍ |
చక్రవర్తి,ରାଜତନ୍ତ୍ର |
చక్రవర్తి,ରାଜତନ୍ତ୍ର |
రాచరికం,ରାଜତନ୍ତ୍ର |
రాచరికం,ରାଜତନ୍ତ୍ର |
రాచరికవాది,ରାଜତନ୍ତ୍ର
రాచరికం,ରାଜତନ୍ତ୍ର
మఠం,ମଠ
మఠం,ମଠ
మఠం,ମଠ
సన్యాసం,ମୋନାଷ୍ଟିକ୍
సన్యాసం,ମୋନାଷ୍ଟିକ୍
సన్యాసి,ମାଙ୍କଡ
మాతృదేశం,ମାତୃ ଦେଶ |
మాతృభూమి,ମାତୃଭୂମି
పార్లమెంటుల తల్లి,ସଂସଦର ମାତା
ముక్రాకర్స్,ମାକ୍ରାକର୍ସ |
మమ్మీ,ମମି
మ్యూజియం,ସଂଗ୍ରହାଳୟ
మస్కెట్,ମସ୍କେଟ୍ |
మస్కటీర్,ମୁସ୍କିଟର୍ |
మస్కెట్రీ,ମୁସ୍କେଟ୍ରି |
మస్కెట్రీ,ମୁସ୍କେଟ୍ରି |
మస్టర్ మాస్టర్,ମାଷ୍ଟର ମାଷ୍ଟର |
మస్టర్-రోల్,ମାଷ୍ଟର-ରୋଲ୍ |
మస్టర్-రోల్,ମାଷ୍ଟର-ରୋଲ୍ |
తిరుగుబాటు,ବିଦ୍ରୋହ
తిరుగుబాటు చట్టం,ବିଦ୍ରୋହ ଆଇନ
మిస్టరీ షిప్,ରହସ୍ୟ ଜାହାଜ
కథనం,କାହାଣୀ
దేశం,ଜାତି
స్థానికుడు,ଦେଶୀ
స్థానిక రాష్ట్రం,ଦେଶୀ ରାଜ୍ୟ |
సహజత్వం,ପ୍ରାକୃତିକତା |
సహజ హక్కులు,ପ୍ରାକୃତିକ ଅଧିକାର |
నాజీ,ନାଜି
నాజీ విప్లవం,ନାଜି ବିପ୍ଳବ |
నాజీయిజం,ନାଜିଜିମ୍
తూర్పు సమీపంలో,ପୂର୍ବ ପୂର୍ବ
నీగ్రో,ନେଗ୍ରୋ |
నీగ్రోఫిల్,ନେଗ୍ରୋଫିଲ୍ |
నీగ్రోఫిలిజం,ନେଗ୍ରୋଫିଲିଜିମ୍ |
నీగ్రోఫోబియా,ନେଗ୍ରୋଫୋବିୟା |
తటస్థ,ନିରପେକ୍ଷ |
తటస్థ దేశం,ନିରପେକ୍ଷ ଦେଶ |
నూతన ఒప్పందం,ନୂତନ ଡିଲ୍ |
కొత్త ప్రపంచం,ନୂଆ ଦୁନିଆ
ప్రభువు,ସମ୍ଭ୍ରାନ୍ତ
కీర్తిగల,ନୋବଲ୍ |
కీర్తిగల,ନୋବଲ୍ |
సంచార జాతులు,ନାମମାତ୍ର
సంచార గుంపు,ନାମମାତ୍ର ହୋର୍ଡ |
సంచారము,ନାମକରଣ
దురాక్రమణ రహిత ఒప్పందం,ଅଣ-ଆକ୍ରୋଶ ଚୁକ୍ତି |
దురాక్రమణ రహిత ఒప్పందం,ଅହିଂସା ଚୁକ୍ତି |
యుద్ధం చేయని రాష్ట్రం,ଯୁଦ୍ଧବିହୀନ ରାଜ୍ୟ |
నాన్-కో-ఆపరేషన్,ଅସହଯୋଗ |
సహాయ నిరాకరణ ఉద్యమం,ଅଣ-ସହଯୋଗ ଆନ୍ଦୋଳନ |
ఎదురుగా,ବିପରୀତ |
ఎదురుగా,ବିପରୀତ |
ఓక్లోక్రసీ (=మొబోక్రసీ),Ochlocracy (= mobocracy)
ఓక్లోక్రాట్,Ochlocrat
అధికారిక పత్రం,ଅଫିସିଆଲ୍ ଡକ୍ୟୁମେଣ୍ଟ୍ |
పాత ప్రపంచం,ପୁରୁଣା ଦୁନିଆ |
ఒలిగార్కీ,ଅଲିଗାର୍କି |
దాడి,ଆକ୍ରମଣ
బహిరంగ చర్చలు,ଖୋଲା ବୁ ation ାମଣା |
ఓపెన్ ప్రశ్న,ଖୋଲା ପ୍ରଶ୍ନ |
రికార్డులను తెరవండి,ରେକର୍ଡଗୁଡିକ ଖୋଲନ୍ତୁ |
ఓరియంట్,ଓରିଏଣ୍ଟ
ఓరియంటలిజం,ଓରିଏଣ୍ଟାଲାଇଜିମ୍
ఓరియంటలిజం,ଓରିଏଣ୍ଟାଲାଇଜିମ୍
ఓరియంటలిస్ట్,ଓରିଏଣ୍ଟାଲିଷ୍ଟ
మూలం,ଉତ୍ପତ୍ତି
మూలం,ଉତ୍ପତ୍ତି
ఆర్థోగ్రఫీ,ଅର୍ଥୋଗ୍ରାଫି |
శత్రుత్వాలు చెలరేగడం,ଶତ୍ରୁତାର ବିସ୍ଫୋରଣ |
అవుట్-పోస్ట్,ପୋଷ୍ଟ
పైగా ప్రభువు,ଓଭର-ପ୍ରଭୁ
ఓవర్ రైడ్,ଅତ୍ୟଧିକ ରଥଯାତ୍ରା |
ఓవర్ రైడ్,ଅତ୍ୟଧିକ ରଥଯାତ୍ରା |
పాగన్,ପାଗନ୍
పాగన్,ପାଗନ୍
పాగనిజం,ପୂଜାପାଠ
పాగనిజం,ପୂଜାପାଠ
పగోడా,ପାଗୋଡା |
పగోడా,ପାଗୋଡା |
పగోడా,ପାଗୋଡା |
ప్యాలెస్ కుట్రలు,ପ୍ୟାଲେସ୍ ଷଡଯନ୍ତ୍ର |
పాలటినేట్,ପାଲାଟିନେଟ୍ |
తాటి ఆకు,ଖଜୁରୀ ପତ୍ର |
పామ్ ఆదివారం,ଖଜୁରୀ ରବିବାର |
పానెజిరిస్ట్,ପାନେଗିରିଷ୍ଟ |
భయాందోళనలు,ଆତଙ୍କିତ |
భయాందోళనలు,ଆତଙ୍କିତ |
భయాందోళనలు కలిగించేవాడు,ଆତଙ୍କିତ
పాపసీ,ପାପାସି |
పాపసీ,ପାପାସି |
పాపసీ,ପାପାସି |
పాపసీ,ପାପାସି |
పాపల్ ఎద్దు,ପପାଲ୍ ଷଣ୍। |
పాపాలిజం,ପପାଲିଜିମ୍ |
పాపాలిజం,ପପାଲିଜିମ୍ |
పాపాలిస్ట్,ପାପାଲିଷ୍ଟ |
పాపల్ రాష్ట్రం,ପପାଲ୍ ରାଜ୍ୟ |
పాపిజం (=పాపిస్ట్రీ),ପପିଜିମ୍ (= ପେପିଷ୍ଟ୍ରି)
పాపిస్ట్,ପପିଷ୍ଟ
పాపిరస్,ପେପିରୁସ୍ |
ఉపమానం,ଦୃଷ୍ଟାନ୍ତ
పారామౌంట్,ପାରାମାଉଣ୍ଟ୍ |
పారామౌంట్సీ (=పారామౌంట్ పవర్),ପାରାମାଉଣ୍ଟସି (= ପ୍ରାଥମିକ ଶକ୍ତି)
పారామౌంట్ లేడీ,ପାରାମାଉଣ୍ଟ୍ ଲେଡି |
పరమ ప్రభువు,ପାରାମାଉଣ୍ଟ ପ୍ରଭୁ
పార్చ్మెంట్,ଚିତ୍ରକଳା |
పార్చ్మెంట్,ଚିତ୍ରକଳା |
పార్చ్మెంట్,ଚିତ୍ରକଳା |
క్షమించు,କ୍ଷମା
పార్లేస్,ପାର୍ଲେସ୍
పార్లేస్,ପାର୍ଲେସ୍
పార్లమెంట్ (=పార్లమెంట్),ସଂସଦ (= ପାର୍ଲାମେଣ୍ଟ)
పార్లమెంట్,ସଂସଦ
పార్లమెంట్,ସଂସଦ
పార్లమెంట్,ସଂସଦ
పార్లమెంట్ చట్టం,ସଂସଦ ଅଧିନିୟମ |
పార్లమెంటేరియన్,ସଂସଦୀୟ
పార్లమెంటేరియన్,ସଂସଦୀୟ
పార్లమెంటరీ ఏజెంట్,ସଂସଦୀୟ ଏଜେଣ୍ଟ |
పార్నెలిజం,ପାର୍ନେଲିଜିମ୍ |
పెరోల్,ପାରୋଲ୍
పెరోల్,ପାରୋଲ୍
పారిసిడ్,ପାରିକାଇଡ୍ |
పారిసిడ్,ପାରିକାଇଡ୍ |
పక్షపాతం,ଦଳୀୟ
పక్షపాతం,ଦଳୀୟ
పక్షపాతం,ଦଳୀୟ
పాస్,ପାସ୍ କରନ୍ତୁ |
పాస్ వర్డ్ (=వాచ్ వర్డ్),ପାସ୍ ଶବ୍ଦ (= ଦେଖନ୍ତୁ ଶବ୍ଦ)
జాతిపిత,ପିତୃପୁରୁଷ
పితృదేవతలు,ପିତୃପୁରୁଷ
పాట్రిషియన్,ପାଟ୍ରିସିଆନ୍ |
పితృస్వామ్యం,ପ rim ତୃକ ସମ୍ପତ୍ତି |
పాక్స్ బ్రిటానికా,ପ୍ୟାକ୍ସ ବ୍ରିଟାନିକା |
పాక్స్ రొమానా,ପ୍ୟାକ୍ସ ରୋମାନା |
పూర్వీకుల నుండి వంశక్రమము,ବଂଶ
పూర్వీకుల నుండి వంశక్రమము,ବଂଶ
వంశపారంపర్య వ్యక్తి,ବଂଶଧର ବ୍ୟକ୍ତି |
పీర్,ସହକର୍ମୀ
పీర్,ସହକର୍ମୀ
పీరేజ్,ପାଇରେଜ୍
పీరేజ్,ପାଇରେଜ୍
పీరేజ్,ପାଇରେଜ୍
ఐర్లాండ్ సహచరులు,ଆୟରଲ୍ୟାଣ୍ଡର ସାଥୀଗଣ |
స్కాట్లాండ్ సహచరులు,ସ୍କଟଲ୍ୟାଣ୍ଡର ସାଥୀଗଣ |
పెనిన్సులర్ ప్రచారం,ଉପଦ୍ୱୀପ ଅଭିଯାନ |
ద్వీపకల్ప యుద్ధం,ଉପଦ୍ୱୀପ ଯୁଦ୍ଧ |
పెన్నెంట్,ପେନାଣ୍ଟ |
పీపుల్స్ చార్టర్ (=నేషనల్ చార్టర్),ପିପୁଲ୍ସ ଚାର୍ଟର୍ (= ଜାତୀୟ ଚାର୍ଟର୍)
పీపుల్స్ ఫ్రంట్ (=పాపులర్ ఫ్రంట్),ଲୋକଙ୍କ ଆଗ (= ଲୋକପ୍ରିୟ ସାମ୍ନା)
అపవిత్రత,ପରଫିଡି |
కాలం,ସମୟ
కాలం,ସମୟ
పెరిఫెరీ,ପେରିଫେରୀ |
శాశ్వత పరిష్కారం,ସ୍ଥାୟୀ ସମାଧାନ |
శాశ్వత ఫైఫ్,ଚିରାଚରିତ ଫିଫ୍ |
ఫాలాంక్స్,ଫାଲାନକ୍ସ |
ఫాలాంక్స్,ଫାଲାନକ୍ସ |
ఫారో,ଫ୍ରୋହ
పిక్టోగ్రామ్,ପିକ୍ଟୋଗ୍ରାମ୍ |
పిక్టోగ్రాఫ్,ଚିତ୍ର
పిక్టోగ్రాఫ్,ଚିତ୍ର
యాత్రికుడు,ତୀର୍ଥଯାତ୍ରୀ
యాత్రికుల తండ్రులు,ତୀର୍ଥଯାତ୍ରୀ ପିତା |
దోపిడీ,ପିଲେଜ୍
దోపిడీ,ପିଲେଜ୍
పిల్లర్,ସ୍ତମ୍ଭ
స్తంభ శాసనాలు (అశోకుని),ସ୍ତମ୍ଭ ଏଡିଟସ୍ (ଅଶୋକର)
స్తంభ శాసనాలు (అశోకుని),ସ୍ତମ୍ଭ ଏଡିଟସ୍ (ଅଶୋକର)
స్తంభ శాసనాలు (అశోకుని),ସ୍ତମ୍ଭ ଏଡିଟସ୍ (ଅଶୋକର)
పైరేట్,ଡକାୟତି
పైరేట్,ଡକାୟତି
పిచ్ యుద్ధం,ଯୁଦ୍ଧ
ప్లాట్లు,ଭୂଖଣ୍ଡ
పోలిస్,ପୋଲିସ୍
పోలిస్,ପୋଲିସ୍
రాజనీతిజ్ఞుడు,ରାଜନୀତି
రాజకీయ ఏజెంట్,ରାଜନ Political ତିକ ଏଜେଣ୍ଟ |
రాజకీయ ఆశ్రయం,ରାଜନ Political ତିକ ଆଶ୍ରୟ |
రాజకీయ నివాసి,ରାଜନ Political ତିକ ବାସିନ୍ଦା |
రాజకీయ ఉగ్రవాదం,ରାଜନ Political ତିକ ଆତଙ୍କବାଦ |
ఎన్నికల పన్ను,ପୋଲ ଟ୍ୟାକ୍ସ
పాంటూన్,ପଣ୍ଟୁନ୍ |
ప్రీమియర్,ପ୍ରିମିୟର୍ |
ప్రీమియర్,ପ୍ରିମିୟର୍ |
ప్రీమియర్‌షిప్,ପ୍ରିମିୟର୍ସିପ୍ |
ప్రెసిడెన్సీ,ରାଷ୍ଟ୍ରପତି
ప్రెసిడెన్సీ,ରାଷ୍ଟ୍ରପତି
అధ్యక్షుడు,ରାଷ୍ଟ୍ରପତି
అధ్యక్షుడు,ରାଷ୍ଟ୍ରପତି
ప్రెసిడియం,ପ୍ରେସିଡିୟମ୍ |
ప్రధాన మంత్రి,ପ୍ରଧାନ ମନ୍ତ୍ରୀ
ప్రిమోజెనిచర్,ପ୍ରାଥମିକତା
యువరాజు,ପ୍ରିନ୍ସ
యువరాజు,ପ୍ରିନ୍ସ
ప్రిన్స్ బిషప్,ପ୍ରିନ୍ସ ବିଶପ୍ |
ప్రిన్స్ కన్సార్ట్,ପ୍ରିନ୍ସ କନସର୍ଟ |
ప్రిన్స్ రీజెంట్,ପ୍ରିନ୍ସ ରେଜିଣ୍ଟ୍ |
పిన్స్ రెగ్నెంట్,ପିନ୍ସ ରେଗନାଣ୍ଟ |
ప్రిన్సెస్ రీజెంట్,ରାଜକୁମାରୀ ରେଜିଣ୍ଟ୍ |
ప్రిన్సెస్ రాయల్,ରାଜକୁମାରୀ ରୟାଲ୍ |
ప్రిన్సిపాలిటీ,ଆଚାର୍ଯ୍ୟ
ప్రిన్సిపాలిటీ,ଆଚାର୍ଯ୍ୟ
ప్రిన్సిపాలిటీ,ଆଚାର୍ଯ୍ୟ
బహుమతి,ପୁରସ୍କାର
బహుమతి,ପୁରସ୍କାର
నగదు బహుమతి,ପୁରସ୍କାର ରାଶି
వృత్తిపరమైన సైనికుడు,ବୃତ୍ତିଗତ ସ soldier ନିକ |
ప్రామిస్,ପ୍ରତିଜ୍ଞା
ప్రమోన్టరీ కోట,ପ୍ରମୋଣ୍ଟୋରୀ ଦୁର୍ଗ |
రక్షించు,ସଂରକ୍ଷଣ
రక్షించు,ସଂରକ୍ଷଣ
రక్షించు,ସଂରକ୍ଷଣ
ఆశ్రితుడు,ପ୍ରୋଟେଗେ |
మూలాధారం,ପ୍ରୋଭାନ୍ସ |
మూలాధారం,ପ୍ରୋଭାନ୍ସ |
మూలాధార వ్యవస్థ,ପ୍ରୋଭାନ୍ସ ସିଷ୍ଟମ୍ |
ప్రో-జియోనిస్ట్,ପ୍ରୋ-ଜିଓନିଷ୍ଟ |
ప్రజా శత్రువు,ଜନସାଧାରଣ ଶତ୍ରୁ |
ప్రజా శత్రువు,ଜନସାଧାରଣ ଶତ୍ରୁ |
పంక్టేషన్స్,ବିରାମଚିହ୍ନ
ప్యూనిక్ యుద్ధాలు,ପନିକ ଯୁଦ୍ଧ |
ప్యూరిటన్,ପୁରାଣ
పుట్చ్,ପୁଚ୍
చతుర్భుజం,କ୍ୱାଡ୍ରିଗା |
చతుర్భుజ కూటమి,ଚତୁର୍ଭୁଜ ମିଳିତତା |
క్వేకర్,କ୍ୱାକର୍ |
రాణి,ରାଣୀ
రాణి భార్య,ରାଣୀ କନସର୍ଟ |
క్వీన్ వరుడు,ରାଣୀ
క్వీన్డమ్,କୁଇଣ୍ଡୋମ୍ |
క్వీన్డమ్,କୁଇଣ୍ଡୋମ୍ |
రాణి తల్లి,ରାଣୀ ମାତା |
రాణి రాణి,ରାଣୀ ପୁନର୍ବାର
క్విస్లింగ్,ପ୍ରଶ୍ନ
క్విస్లింగ్,ପ୍ରଶ୍ନ
అద్దె మానేయండి,ଭଡା ଛାଡନ୍ତୁ |
వణుకు,କ୍ୱିଭର୍ |
వారెంటో,Quo ୱାରେଣ୍ଟୋ |
జాతి,ଦ ace ଡ଼ |
జాతి ఆధిపత్యం,ଜାତିଗତ ସର୍ବୋଚ୍ଚତା |
ర్యాక్,ଥାକ
ర్యాక్,ଥାକ
రైడ్,ରେଡ୍
రైడ్,ରେଡ୍
ప్రాకారము,ରାମପାର୍ଟ |
ప్రాకారము,ରାମପାର୍ଟ |
దోపిడీ,ରାନ୍ସକ୍ |
విమోచన క్రయధనం,ମୁକ୍ତି
విమోచన క్రయధనం,ମୁକ୍ତି
విధ్వంసం,ରାଗ
విధ్వంసం,କ୍ଷତି
రాజ్యం,କ୍ଷେତ୍ର
వెనుక గార్డు,ପଛ ଗାର୍ଡ |
