Hindi,English
"1.अष्टि, 2.गुठली, 3.कर्नल",Kernel
अष्टि विधा,kernel mode
अष्टिकरण,Kerning
कुंजी,Key
कुंजी पटल,key board
"1.कुंजी उछाल, 2.कुंजी अस्वीकार",key bounce
कुंजी क्लिक,key click
कुंजी संपीडन,key compression
"1.कुंजी डिस्क, 2.कुंजी चक्रिका",key disk
कुंजी कूट लेखन,key encryption
मुख्य क्षेत्र,key field
"1.कुंजी फाईल, 2.कुंजी संचिका",key file
मुख्य ढांचा,key frame
मुख्य प्रबंधन,key management
कुंजी पैड,key pad
कुंजी पैड,key pad
मुख्य वाक्यांश,key phrase
कुंजी स्पंद,key pulse
कुंजी छिद्रक,key punch
कुंजी छाँटन,key sorting
"1.कुंजी आघात, 2.कुंजी स्ट्रोक, 3.कुंजी दाब",key stroke
पता-अंतरण कुंजी,key to address transformation
"1.डिस्क कुंजी, 2.चक्रिका कुंजी",key to disk
फ्लापी कुंजी,key to floppy
टेप कुंजी,key to tape
मुख्य शब्द,key word
"1.किक, 2.ठोकर",Kick
हत,Kill
किलो बिट,Kilobit
गाँठ,Knots
ज्ञान आधारित सूचना सेवायें,knowledge based information services
ज्ञान खोज,knowledge discovery
ज्ञान खोज डॉटाबेस,knowledge discovery database (KDD)
ज्ञान इंजीनियरी,knowledge engineering
ज्ञान प्रबंधन,knowledge management
ज्ञानकर्मी,knowledge worker
लैन अनुकूलक,Lan adapter
"1.लैन परिसेवक,2.लैन सर्वर",Lan server
लैन कार्यस्थल,LAN workplace
क्षैतिज चित्र,Landscape
"1.क्षैतिज चित्र, 2.लैडस्केप",Landscape
भाषा,Language
भाषा अनुदेशातंरक,language interpreter
भाषा प्रक्रमक,language processor
"1.भाषा अंतरक, 2.भाषा अनुवादक",language translator
लैपटाप,Laptop
व्यापक एकीकरण (एल.एस.आई.),large scale integration (lsi)
बृहत समाकलन (एल एस आई),large scale integration (LSI)
लेसर,Laser
लेसर मुद्रक,laser printer
अन्तिम आगम प्रथम निर्गम (लिफो),last in first out (LIFO)
परत,Layer
"खाका, अभिन्यास",Layout
"1.पर्ण, 2.पत्ती,3. पत्र",Leaf
पर्ण आसंधि,leaf node
पर्ण स्थल,leaf site
पट्टा,Lease
"1.पट्टा चैनल, 2.पट्टा प्रणाल पट्टा",leased channel
"1.लाइन,2.पट्टा रेखा",leased line
न्यूनत्तम सार्थक बिट शेल.एस.बी),least significant bit (lsb)
अल्पतम सार्थक अंक,least significant digit
"1.विरासती व्यवस्था,2.विरासती तंत्र",legacy system
"1.लेमा, 2.प्रमेयिका",Lemma 
पत्र गुणवत्ता (एल क्यू),letter quality (LQ)
शब्दिम,Lexeme
कोश विज्ञान,Lexicography
"1.संग्रह,2.लाइब्रेरी",Library
"1.लाइब्रेरी प्रोग्राम, 2.संग्रह क्रमादेशन",library program
लाइब्रेरी उपनेमिका,library sub-routine
"1.लाइसेंस अनुबंध, 2.लाइसेंस करारनामा",licence agrement
प्रकाश उत्सर्जक डायोड (एल ई डी),light emitter diode (LED)
प्रकाश गन,light gun
प्रकाश पेन,light pen
रैखिक अनुकूलक,line adapter
लाइन संपादन,line editing
"1.लाइन मुद्रक, 2.लाइन प्रिंटर",line printer
"1.रैखिक, 2.रेखीय",Linear
रेखाएं प्रति मिनट (एल पी एम),lines per minute (LPM)
"1. कड़ई, लिंक, 2. श्रृंखला ,3. बंध",Link
श्रृंखलित सूची,linked list
लिनक्स,LINUX
"1.लिक्विड क्रिस्टल डिस्पले, 2.द्रव क्रिस्टल प्रदर्श (एल सी डी)",liquid crystal display (LCD)
सूची प्रक्रमण,list processing
"1.आक्षर,2.शाब्दिक",Literal
"1.सक्रिय, 2.सजीव, 3.विद्युन्मय, 4.चल",Live
सजीव आसंधि,live node
"1.भार, 2.लोड",Load
"1.लोड मॉडयूल, 2.भार प्रतिरुपक",load module
"1.स्थानीय, 2.स्थानिक",Local
स्थानीय अभिगम,local access
स्थानीय क्षेत्र जालक्रम (लैन),local area network (Lan)
स्थानीय स्पष्टता,local definition
"1. स्थानीय जालक्रम ,2. स्थानीय केंद्र,3. स्थानीय विनिमय",local exchange
स्थानीय स्मृति,local memory
स्थानीय विधा,local mode
स्थानीय चर,local variable
"पाश, लॉक",Lock
पाशित संचिका,locked file
सत्रारंभ,log in=log on
सत्रांत,log off-log out
संलेखन,Logging
तर्क विश्लेषक,logic analyser
तर्क बम,logic bomb
तर्क कार्ड,logic card
तर्क संचित्र (प्रवाह संचित्र),logic chart (flow chart)
तर्क परिपथ,logic circuit
तर्क अभिकल्प,logic design
तर्क आरेख,logic diagram
तार्किक प्रवाह संचित्र,logic flow chart
तर्क फलन,logic function
तर्क गेट,logic gate
"1.तर्क प्रोग्रामन, 2.तर्क क्रमादेशन",logic programming
तर्क विस्थापन,logic shift
तर्क अवस्था,logic state
तर्क स्विच,logic switch
तर्क इकाई,logic unit
तार्किक,Logical
तार्किक संयोजन,logical connection
तार्किक आँकड़आ संरचना,logical data structure
तर्कसंगत आरेख,logical diagram
तार्किक व्यंजक,logical expression
तार्किक प्रवाह संचित्र,logical flow chart (flow chart)
तार्किक आई एफ (तार्किक यदि),logical IF
तर्कसंगत संक्रिया,logical operation
तर्कसंगत संकारक,logical operator
तर्कसंगत संबंधन,logical relation
तार्किक योजना,logical scheme
"1.तर्कसंगत संप्रतीक,2.तार्किक संप्रतीक",logical symbol
तार्किक प्ररुप,logical type
तार्किक मान,logical value
तार्किक चर,logical variable
हासिल अग्रावलोकन,look ahead carry
अग्रावलोकन समुच्चय,look ahead set
अवलोकन,Look-up
"1.लूप, 2.पाश",Loop
पाश नियंत्रण,loop control
पाश प्रारंभन,loop initialization
पाश आपरिवर्तन,loop modification
"1.पाश जालक्रम, 2.पाश नेटवर्क",loop network
पाश प्रारंभन,loop start
पाश-अवसान,loop termination
प्रति-पाश परीक्षण,loop-back test
शिथिल युग्मित,loosely coupled
ह्रास रहित संपीडन,lossless compression
हासी संपीडन,lossy compression
निम्न बाइट,low byte
निम्न स्तर भाषा,low level language
निम्न पारक फिल्टर,low pass filter
"1.निम्न परिबाधित,2. निम्न परिबद्ध",lower bound
"1.मैक प्रोटोकॉल, 2.मैक आचार (मध्य अभिगम नियंत्रण)",mac protocol (medium access control)
"1.मशीन, 2.यंत्र",Machine
मशीन पता,machine address
"1.यंत्र कूट, 2.मशीन कोड",machine code
यंत्र चक्र,machine cycle
यंत्राश्रित भाषा,machine dependent language
यंत्राश्रित सॉफ्टवेयर,machine dependent software
यंत्र त्रुटि,machine error
यंत्र निष्क्रिय काल,machine idle time
यंत्र निरपेक्ष भाषा,machine independent language
यंत्रानुदेश,machine instruction
यंत्र बोध,machine intelligence
"1.मशीनी भाषा,2.यंत्र भाषा",machine language
यंत्राधिगम,machine learning
यंत्र संक्रिया,machine operation
यंत्रमूलक भाषा,machine oriented language
यंत्र निष्पादन,machine run
मशीन अनुकार,machine simulation
यंत्र अपहृत काल,machine spoiled time
मशीनी अनुवाद,machine translation
मशीन शब्द,machine word
स्थूल अनुदेश,macro (=macro instruction)
स्थूल प्राचर,macro argument
स्थूल कोडांतरण प्रोग्राम,macro assembly program
स्थूल आह्वान,macro call
"1.स्थूल कोड, 2.स्थूल कूट",macro code
स्थूल समादेश,macro command
स्थूल घोषणा,macro declaration
स्थूल परिभाषा,macro definition
स्थूल प्रवाह संचित्र,macro flow chart
स्थूल जनित्र,macro generator
स्थूल अनुदेश,macro instruction
स्थूल भाषा,macro language
स्थूल लाइब्रेरी,macro library
स्थूल प्राचल,macro parameter
स्थूल प्रक्रमण,macro processing
"1.स्थूल प्रक्रमक,2. मैक्रोप्रोसेसर",macro processor
स्थूल प्रोग्रामन,macro programming
स्थूल आदिप्ररुप,macro prototype
"1.स्थूल कूटलेखन, 2.स्थूल कोडन",Macro-coding
मेगाबाइट (एम बी),magabyte (MB)
जादुई संप्रतीक,magic character
जादुई संख्या,magic number
चुंबकीय बुदबुद स्मृति,magnetic bubble memory
चुंबकीय कार्ड,magnetic card
"1.चुंबकीय कोष्ठिका, 2.चुंबकीय सेल",magnetic cell
चुंबकीय संप्रतीक,magnetic character
चुंबकीय कोर भंडारण,magnetic core storage
"1.चुंबकीय चक्रिका,2. चुंबकीय डिस्क",magnetic disk
चुंबकीय डिस्क पता,magnetic disk address
चुंबकीय चक्रिका स्मृति,magnetic disk memory
चुंबकीय ड्रम,magnetic drum
"1.चुंबकीय कूटलेखन, 2.चुंबकीय कोडीकरण,3.चुंबकीय कोडन",magnetic encoding
चुंबकीय शीर्ष,magnetic head
चुंबकीय स्याही,magnetic ink
चुंबकीय स्याही संप्रतीक अभिज्ञान (एम आई सी आर),magnetic ink character recognition (MICR)
चुंबकीय माध्यम,magnetic media
चुंबकीय पठन,magnetic reading
चुंबकीय अभिलेखन,magnetic recording
चुंबकीय भंडारण,magnetic storage
चुंबकीय पट्टी,magnetic strip
चुंबकीय टेप,magnetic tape
चुंबकीय टेप कार्टीज,magnetic tape cartridge
चुंबकीय टेप ड्राइव,magnetic tape drive
चुंबकीय टेप अग्रक,magnetic tape header
चुंबकीय टेप लाइब्रेरियन,magnetic tape librarian
चुंबकीय टेप अभिगमन,magnetic tape transport
चुंबकीय टेप इकाई,magnetic tape unit
"1.चुंबकीय तनु परत, 2.चुंबकीय तनु फिल्म",magnetic thin film
चुंबकीय पथ,magnetic track
चुंबकीय प्रकाशीय भंडारण,magneto optic storage
"1.चुंबकालेखी मुद्रक, 2.चुंबक लेखी प्रिंटर",magnetographic printer
चुंबकीय विरुपण,Magnetostriction
चुंबकीय विरुपक टिकिया,magnetostrictive tablet
"1.डाक पेटी, 2.मेल बाक्स",mail box
मेल विलय,mail merge
"1.मुख्य नियंत्रक एकक, 2. मुख्य नियंत्रक इकाई",main control unit
मेन फ्रेम,main frame
"1.मेन फ्रेम सिस्टम, 2.मेन फ्रेम तंत्र",main frame system
"1.मुख्य स्मृति, 2.मुख्य मेमोरी",main memory
"1.मुख्य प्रोग्राम, 2.मुख्य क्रमादेश",main program
मुख्य भंडारण,main storage
"1.मेन स्विच, 2.मुख्य स्विच",main switch
"1.अनुरक्षण, 2.रखरखाव",Maintenance
अनुरक्षण पैनल,maintenance panel
अनुरक्षण काल,maintenance time
वृहत् चक्र,major cycle
मुख्य युक्ति,major device
मुख्य कुंजी,major key
मुख्य अवस्था,major state
मुख्य संरचना,major structure
मुख्य कार्य,major task
बहुसंख्यक अवयव,majority element
बहुसंख्यक गेट,majority gate
बहुसंख्य संक्रिया,majority operation
प्रतिपूर्ति काल,makeup time
कुसंक्रिया रुटीन,malfunction routine
प्रबंधन विकास,management development
प्रबंधन सूचना तंत्र (एम आई एस),management information system (MIS)
प्रबंध विज्ञान,management science
मैनचेस्टर कूटलेखन,Manchester coding
बहुवलन,Manifolding
प्रकलित चर,manipulated variable
प्रकलित सूचकन,manipulating indexing
मानव यंत्र अनुकार,man-machine simulation
हस्तचालित पता स्विच,manual address switch
मैनुअल विश्लेषण,manual analysis
मैनुअल आह्वान,manual answering
मैनुअल प्रविष्टि,manual entry
"1.हस्तचालित केंद्र, 2.मैनुअल केंद्र",manual exchange
"1.हस्त निवेश, 2. मैनुअल निवेश",manual input
हस्त प्रचालन,manual operation
अनेकानेक संबंध,many to many relationship
बहु-एक-विकोडक,many to one decoder
प्रतिचित्र विधि,map method
प्रतिचित्रण,Mapping
उपांत,Margin
उपांतीय त्रुटि,margin error
उपांतीय जाँच,marginal check
उपांतीय परीक्षण,marginal test
चिन्ह संसूचन,mark detection
चिन्ह पठन,mark reading
चिन्ह क्रमवीक्षण,mark scanning
चिन्ह बोध,mark sense
चिन्हक,Marker
चिन्हन,Marking
चिन्हक तरंग,marking wave
मार्कोव श्रृंखला,markov chain
मार्कोव स्रोत,markov source
मार्क-अप भाषा,mark-up language
मेसर,Maser
मेसर,Maser
"1.मास्क, 2.आच्छद, 3.प्रच्छाद",Mask
"1.प्रच्छाद बिट, 2.आच्छद बिट,3. मास्क दविअंक",mask bit
मास्क प्रोग्राम्य युक्ति,mask programmable device
आवरण रजिस्टर,mask register
"1.आवृत रॉम, 2.आवृत आर ओ एम",masked ROM
आच्छादन,Masking
विपुल आँकड़ए,mass data
"1.विपुल स्मृति, 2.विपुल मेमोरी",mass memory
विपुलत: समांतर,massively parallel
प्रधान ,Master
मास्टर कार्ड,master card
"1.प्रधान घड़ई, 2.नियंत्रक घड़ई",master clock
प्रधान कन्सोल,master consol
प्रधान आँकड़आ,master data
प्रधान आरेख,master diagram
प्रधान संचिका,master file
प्रधान समूह,master group
मास्टर कुंजी,master key
प्रधान लाइब्रेरी टेप,master library tape
प्रधान प्रक्रमक,master processor
प्रधान प्रोग्राम,master program
प्रधान केंद्र,master station
"1.प्रधान टेप, 2.मास्टर टेप",master tape
"1.प्रधान अंतक, 2.प्रधान टर्मिनल",master terminal
प्रधान अधीन युक्ति,master/slave device
प्रधान अधीन तंत्र,master/slave system
"1.मेल, 2.मिलान, 3.मिलना",Match
मिलान,Matching
गणितीय प्रोग्रामन,mathematical programming
गणितीय अनुकार,mathematical simulation
"1.मैट्रिक्स, 2.आव्यूह",Matrix
"1.मैट्रिक्स प्रिंटर, 2.मैट्रिक्स मुद्रक",matrix printer
मैट्रिक्स स्विच,matrix switch
आव्यूह सारणी,matrix table
मैक्सी कंप्यूटर,maxi computer
मैक्सी कंप्यूटर,Maxicomputer
उच्चिष्ट अवयव,maximal element
योगपद,maxterm (standard sum term)
मैक्सवेल डैमन,maxwell daemon
"1.मध्यमान, 2.माध्य",Mean
माध्य सुधार काल,mean repair time
अंतर्विफलता माध्य काल,mean time between failure (MTBF)
विफलता मध्य माध्यकाल (एम टी बी एफ),mean time between failure (MTBF)
विफलता का माध्य काल,mean time to failure
मरम्मत माध्य काल,mean time to repair
सुधार माध्यकाल (एम टी टी आर),mean time to repair (MTTR)
मध्यम स्केल एकीकरण (एम एस आई),medium scale integration (MSI)
मध्यम समाकलन (एम एस आई),medium scale integration (MSI)
माध्य पद भंडारण युक्ति,medium term storage device
मेगा बिट प्रति सेकंड (एम बी पी एस),megabit per second (MB Ps)
अवयव वस्तु,member object
अवयव अभिलेख,member record
"1.स्मृति, 2.मेमोरी",Memory
"1.स्मृति सरणी, 2.मेमोरी व्यूह",memory array
"1.स्मृति कोष, 2.मेमोरी बैंक",memory bank
"1.स्मृति बफर पंजी, 2.मेमोरी बफर पंजी",memory buffer register
"1.स्मृति बस,2. मेमोरी बस",memory bus
स्मृति कार्ड,memory card
स्मृति कोष्ठिका,memory cell
स्मृति संहनन,memory compaction
"1.स्मृति कोर, 2.मेमोरी कोर",memory core
स्मृति चक्र,memory cycle
"1.मेमोरी आँकड़आ पंजी, 2.स्मृति आंकड़आ पंजी",memory data register
"1.स्मृति निपात ,2.मेमोरी डंप",memory dump
"1.स्मृति विनिमय, 2.मेमोरी विनिमय",memory exchange
"1.स्मृति पदानुक्रम, 2.मेमोरी पदानुक्रम",memory hierarchy
स्मृति अनुदेश,memory instruction
"1.स्मृति प्रबंधन, 2.मेमोरी प्रबंधन",memory management
"1.स्मृति प्रतिचित्र, 2.मेमोरी प्रतिचित्र",memory map
"1.स्मृति प्रतिचित्रित निर्गम, 2.निवेश, 3.मेमोरी प्रतिचित्रित आई/ओ",memory mapped I/O
"1.स्मृति मॉडल, 2.स्मृति निदर्श, 3.मेमोरी मॉडल",memory model
"1.स्मृति माड्यूल, 2.मेमोरी माड्यूल",memory module
"1.स्मृति सूचक पंजी, 2.मेमोरी सूचक पंजी",memory pointer register
स्मृति शक्ति,memory power
स्मृति संरक्षण,memory protection
"1.स्मृति संदर्भ अनुदेश, 2.मेमोरी संदर्भ अनुदेश",memory reference instruction
"1.स्मृति-वासी प्रोग्राम, 2.मेमोरी वासी क्रमादेश",memory resident program
"1.स्मृति इकाई, 2.मेमोरी इकाई",memory unit
मेनू,Menu
मेनू बार,menu bar
मेनू चालित,menu drive
मेनू चयन,menu selection
मेन-चालित प्रोग्राम,menu-driven program
"1.अंतरनिहित, 2.विलय",Merge
विलय विनिमय छंटाई,merge exchange sort
"1.छंटाई संविलय ,2. प्रसूची वरण",merge sort
"1.विलय, 2.संविलय",Merging
जालाक्षि जालक्रम,mesh network
संदेशन,Messagaing
संदेश,Message
संदेश अभिप्रमाणन,message authentication
संदेश कोष्ठ,message box
संदेश परिपथ,message circuit
संदेश आरूप,message format
संदेश प्रवेशिका,message header
संदेश विधा,message mode
संदेश प्रेषण,message passing
"1.संदेश क्रमवरण, 2.संदेश क्रमचयन",message polling
संदेश पंक्ति,message queue
संदेश स्विच,message switch
संदेश पाठ,message text
संदेश अंतरण अभिकर्मक,message transfer agent
अधि कोडांतरक,meta assembler
मेटावर्ग,meta class
"1.अधि संकलन, 2.अधि अनुभाषण",meta compilation
"1.अधि अनुभाषक, 2.अधि संकलक",meta compiler
अधिभाषा,meta language
"1.मेटा जालक्रम, 2.मेटा नेटवर्क",meta network
अधितंत्र,meta system
विधि,Method
महानगरीय क्षेत्र नेटवर्क (एम ए एन),metropolitan area network (MAN)
सूक्ष्म,Micro
"1.सूक्ष्म कूट,2.सूक्ष्म कोड",micro code
सूक्ष्म कंप्यूटर,micro computer
माइक्रो नियंत्रक,micro controller
माइक्रो चक्र,micro cycle
सूक्ष्म इलेक्ट्रॉनिक यांत्रिक तंत्र (मेमस),micro electronic mechanical system (MEMS)
माइक्रो इलेक्ट्रॉनिकी,micro electronics
माइक्रो लघुरुपण,micro miniauthorization
सूक्ष्म क्रम,micro order
"1.माइक्रो, 2.मेनफ्रेम लिंक",micro/mainframe link
माइक्रो चिप,Microchip
माइक्रो कोबोल,Microcobol
सूक्ष्म कोड,Microcode
"1.सूक्ष्मिका, 2.माइक्रोफिश, 3.सूक्ष्म संचिका",Microfiche
माइक्रो फ्लापी,Microfloppy
माइक्रोफॉर्म पठन यंत्र,microform reader
माइक्रो फ्रेम,Microframe
माइक्रोग्राफिक्स,Micrographics
माइक्रोफोन,Microphone
माइक्रोफोटोग्राफ,Microphotograph
"1.माइक्रोप्रोससिंग एकक, 2.सूक्ष्म प्रक्रमण एकक",microprocessing unit
माइक्रोप्रोसेसर,Microprocessor
माइक्रोप्रोसेसर चिप,microprocessor chip
माइक्रोप्रोसेसर अनुभाषक,microprocessor compiler
माइक्रो प्रोसेसर यूनिट ( एम पी यू),microprocessor unit (MPU)
"1.माइक्रोप्रोग्राम, 2.माइक्रो क्रमादेश",Microprogram
माइक्रो अनुक्रम,Microsequence
माइक्रोसॉफ्ट,Microsoft
माइक्रोसाफ्ट विंडोज,microsoft windows
सूक्ष्म तरंग,Microwave
सूक्ष्म तरंग कड़ई,microwave link
सूक्ष्म तरंग संचरण,microwave propagation
मध्य प्रबंधन,middle management
"1.मध्यवेयर,2. मिडल वेयर",Middleware
मिडी कंप्यूटर,Midicomputer
मध्य बिंदु,Midpoint
मध्यपद,Midterm
प्रवासन पथ,migration path
मिलियन अनुदेश प्रति सेकंड (एम आई पी एस),million instructions per second (MIPS)
लघु कंप्यूटर,minicomputer
लघु डिस्केट,Minidiskette
"1.अल्पिष्ट कर्नल, 2.अल्पिष्ट अष्ठि",minimal kernel
अल्पिष्ट गुणनफल,minimal product
अल्पिष्ट वृक्ष,minimal tree
"1.मिनिमैक्स एल्गोरिथम, 2.एल्गोरिथ्म",minimax (min-max) algorithm
अल्पमहिष्ठ प्रक्रिया,minimax procedure
निम्नतम लागत विस्तारिक वृक्ष,minimum cost spanning tree
"1.अल्पतम विलंबता कूटलेखन, 2.अल्पतम विलंबता कोडन",minimum latency coding
लघु युक्ति,minor device
"1.गुणाद, 2.गुणद, 3.गुणनयोग पद",Minterim
ऋण पताका,minus flag
ऋण पताका,minus flag
ऋण क्षेत्र,minus zone
दिस्क्प्रतिबिंबित डिस्क,mirror
"1.दर्पण स्थली, 2.छाया प्रति, 3.दर्पण प्रति",mirror site
मिश्रित मूलांक अंकन,mixed-radix notation
मिश्रक,Mixer
स्मरक,Mnemonic
स्मरक पता,mnemonic address
स्मरणोकारी,Mnemonics
"1.मोबाइल, 2.चल",Mobile
"1.मोबाइल कंप्यूटन, 2.चल अभिकलन",mobile computing
"1.मॉडल, 2.निदर्श",Model
विधारहित संपादक,modeless editor
"1.निदर्शन, 2.मॉडलन",Modelling
मॉडेम,Modem
"1.साधारण माध्य, 2.सामान्य, 3.मध्यम",Moderate
विमंदन,Moderation
विमंदक,Moderator
आपरिवर्तित अनुदेश,modified instruction
आपरिवर्तक,Modifier
आपरिवर्तक बिट,modifier bit
आपरिवर्तन,Modify
मॉड्यूलर,Modular
"1.अनुखंडीयता, 2.प्रतिरूपकता",Modularity
माड्यूलन,Modulation
माड्यूल,Module
अनुखंडीय संरचना,module architecture
मॉनिटर,Monitor
"1.मॉनिटरन प्रोग्राम, 2.मानटीरन क्रमादेश",monitoring program
एकवर्णी प्रदर्श,monocrome display
अखंड एकीकृत परिपथ,monolithic integrated circuit
एकाश्म प्रौद्योगिकी,monolithic technology
एकल स्थल फॉन्ट,monospace font
एक स्थितिक,Monostable
एकदिष्टता,Monotoricity
"1.आकार, 2.रूप",Morph
रुपिम,Morpheme
आकारिता,Morphism
"1.गिरवी, 2.बंधक, रेहन",Mortgage
मौसफेट (एम ओ एस एफ ई टी),mosfet (MOSFET)
"1.सार्थकतम द्विअंक, 2.सार्थकतम बिट",most significant bit
मदर बोर्ड,mother board
मदर पंजी,mother register
चलचित्र,motion picture
चलचित्र विशेषज्ञ समूह (एम पी ई जी),motion picture experts group (MPEG)
आरोह,Mount
"1.मूषक, 2.माउस",Mouse
"1.चल, 2.विस्थापन",Move
चल संप्रतीक,move character
एम एस-डॉस,MS-DOS
एम एस-विंडोज,MS-Windows
बहु अभिमुखता,multi aspect
बहु प्रक्रमक,multi processor
"1.बहुक्रमादेशन, 2.बहुप्रोग्रामन",multi programming
बहुकार्यण,multi tasking
बहुबस,Multibus
बहुप्रसारण,Multicast
बहुरुपीय पता,multicast address
बहुप्रसारण,Multicasting
बहुचिप,Multichip
मल्टिक्स,Multics
बहु-कार्य प्रचालन,multijob operation
"1.बहुस्तर स्मृति,2. बहुस्तर मेमोरी",multilevel memory
"1.बहमाध्यम प्रौद्योगिकी, 2.मल्टीमीडिया प्रौदयोगिकी",multimedia technology
बहुविधा,Multimode
बहु,Multiple
"1.परिशुद्ध, 2.बहु सुनिश्चितता",multiple precision
बहु प्रतिगमन,multiple regression
"1.मल्टीप्लेक्स, 2.बहुसंकेत",Multiplex
बहुसंकेत विधा,multiplex mode
बहुसंकेतक,Multiplexer
"1.बहुसंकेतन, 2.बहुभाजन",Multiplexing
बहुबिंदु नेटवर्क,multipoint network
बहु प्रक्रमण,Multiprocessing
बहु प्रक्रमक तंत्र,multiprocessor system
बहुउद्देशीय इंटरनेट मेल विस्तार (एम आई एम ई),multipurpose internet mail extention (MIME)
बनियोजन,Multischedule
बहुकेंद्र,Multistation
बहुसूत्रण,Multithreading
बहुमानिक तर्क,multivalued logic
बहुचर विश्लेषण,multivariate analysis
बहुकंपित्र,Multivibrator
"1.पारस्परिक बहिष्करण, 2.पारस्परिक अपवर्जन",mutual exclusion
परस्पर सूचना,mutual information
"1.नौसिखिया, 2.सहज प्रयोक्ता",naïve user
"1.नाम परिसेवक, 2.नाम सर्वर",name server
नैंड संक्रिया,NAND operation
नैनो,Nano
"संकीर्ण बैंड, संकीर्ण पट्टी",narrow band
राष्ट्रीय सूचना अवसंरचना,national information infrastructure
राष्ट्रीय सूचना मानक संगठन (अँड एन आई एस ओ),National Information Standards Organization (NAND NISO)
प्राकृत कोड,native code
"1.प्राकृत अनुभाषक, 2.प्राकृत क्रमादेशातंरक, 3.प्राकृत सकूलक",native compiler
प्राकृत सॉफ्टवेयर,native software
प्राकृत संकलक,natural compiler
प्राकृतिक भाषा प्रक्रमन,natural language processing
प्राकृतिक भाषा पृच्छा,natural language querry
"1.प्राकृत संख्या, 2.धन पूर्णांक",natural number
संचालन,Navigation
संचालक,Navigator
विलोम तर्क,negative logic
"1.नीड़इत लूप,2.प्रविष्ट पाश",nested loop
"1.नीड़इत स्थूल,2.नीड़इत स्थूलक",nested macros
"नेट, जाल",Net
"1.जाल पता, 2.नेट पता",net address
"1.जाल नागरिक, 2.नेट सिटीजन",net citizen
नेटस्केप नेविगेटर,netscape navigator
नेटवर्क अभिगम नियंत्रण,network access control
"1.जालक्रम वास्तुकला, 2.जालक्रम संरचना",network architecture
नेटवर्क संचिका तंत्र (एन एफ एस),network file system (NFS)
"1.नेटवर्क समेकता,2.नेट वर्क अखंडता",network integrity
नेटवर्क अंत:संबंधन,network interconnection
जालक्रम लेयर,network layer
नेटवर्क प्रबंधन,network management
नेटवर्क सांस्थितिकी,network topology
नेटवर्क कल्पित टर्मिनल,network virtual terminal
न्यूट्रल रिले,neutral relay
न्यूट्रल संचरण,neutral transmission
नव पंक्ति संप्रतीक,new line character
"1.नव सिंक,2. नव तुल्यकाल",new sync
"1.एन एफ एस, 2.जालक्रम संचिका",NFS/network file
"1.चतुष्वयंक, 2.चतुःबिट, 3.निबल",Nibble
नव पूरक,nine's complement
आसंधि,Node
रव,Noise
रव विधा,noise mode
रवहीन कूटलेखन,noiseless coding
अनियतता,non determinism
अवितरक,non distributive
अरिक्त समुच्चय,non empty set
भाज्य,non prime
अन्योन्यक्रियाहीन,Non-interactive
"1.अनंतक तंत्र, 2.टर्मिनल रहित तंत्र",non-terminal system
"1.अह्रासी स्मृति, 2.अह्रासी मेमोरी",non-volatile memory
अह्रासी रैम,non-volatile ram
"1.अभारित कूट, 2.अभारित कोड",non-weighted code
एन ओ पी (संक्रियाहीन) अनुदेश,NOP instruction
नॉर,NOR
"1.नॉर गेट, 2.नॉर द्वार",NOR gate
"1.सामान्य, 2.सरल",Normal
प्रसामान्यीकरण,Normalization
प्रसामान्यक,Normalizer
नॉर संक्रिया,NOR-operation
नॉट,NOT
नॉट परिपथ,NOT circuit
नॉट तुल्यता द्वार,NOT equivalence gate
"1.नॉट संक्रिया, 2.पूरक संक्रिया",NOT operation
नॉट-एंड,Not-AND
नाट-एंड संक्रिया,NOT-AND operation
नॉट-ऑर,NOT-OR
नॉट-ऑर संक्रिया,NOT-OR operation
एन पी संपूर्णता,NP completeness
रिक्ति सूचक,NULL pointer
संख्या सिद्धांत,number theory
नाइक्विस्ट कसौटी,nyquist criteria
"1.वस्तु, 2.उद्देश्य, 3.लक्ष्य",Object
लक्ष्योन्मुखी,object oriented
"1.अष्टाधारी कूट, 2.अष्टाधारी कोड",octal code
अष्टाधारी संख्या,octal number
आकटेट,Octet
ऑकट्री,Octree
विषम समता,odd parity
कार्यालय स्वचालन,office automation
आफिस सॉफ्टवेयर,office software
"1.ऑफ लाइन, 2.लाइन-इतर",Off-line
"1.लाइनेतर प्रक्रमण, 2.ऑफलाइन प्रक्रमण",off-line processing
"1.ऑफसेट, 2.अंतलंब",Off-set
ओमेगा संकेतन,omega notation
आन लाइन संचार,on-line communication
"1.आन-लाइन प्रक्रमण,2. युगपत प्रक्रमण",on-line processing
संक्रिया पंजी,OP register
विवृत पताभिगमन,open addressing
अनावृत तंत्र अन्त: संबंधन,open system interconnection
"1.नग्न तार, 2.खुला तार",open wire
संकार्य,Operand
प्रचालन तंत्र,operating system
"1.संक्रिया, 2.प्रचालन",Operation
"1.प्रचालक, 2.संकारक, 3.संक्रियक",Operator
प्रकाशिक संप्रतीक अभिज्ञान,optical character recognition
"1.प्रकाशिक फाइबर, 2.प्रकाशिक तंतु",optical fibre
प्रकाशिक फोंट,optical font
प्रकाशीय चिन्ह अभिज्ञान (ओ एम आर),optical mark recognition (OMR)
"1.प्रकाशिक स्मृति, 2.प्रकाशिक मेमोरी",optical memory
प्रकाशिक पाठक,optical reader
