Malayalam,Bengali
ദ്രാവക,তরল
ദ്രവ്യത,তারল্য
ഫ്ലൂറസ്,প্রতিপ্রভ
ഫ്ലൂറസെന്റ്,ফ্লুরোসেন্ট
ഫ്ലൂറസെൻസ് ട്യൂബ്,ফ্লুরোসেন্স টিউব
"ഫ്ലക്സ്, ഫ്ലക്സ്, ഫ്ലക്സ്","flux, flux, flux"
"പറക്കൽ, വ്യോമയാനം","উড়ন্ত, বিমান চালনা"
മോട്ടോർ വീൽ,মোটর চাকা
"ഫോക്കൽ, ഫോക്കസ്, കോൺഫോക്കൽ","ফোকাল, ফোকাস, কনফোকাল"
"ഫോക്കസ് ദൂരം, ഫോക്കസ് ദൂരം","ফোকাস দূরত্ব, ফোকাস দূরত্ব"
"നാഭി, ഉത്ഭവ കേന്ദ്രം, ഫോക്കസ്","নাভি, উৎপত্তি কেন্দ্র, ফোকাস"
"മൂടൽമഞ്ഞ്, മൂടൽമഞ്ഞ് (adj.), to fog up (ver.), to fog up","কুয়াশা, কুয়াশা (adj.), tog up (ver.), tog up"
"ഫോയിൽ, ഫോയിൽ","ফয়েল, ফয়েল"
"മതിൽ, വേലി","প্রাচীর, বেড়া"
മടക്ക് നില,ভাঁজ স্তর
"കാൽ, കാൽ, കാൽ","পা, পা, পা"
കാൽ-പൗണ്ട്,ফুট-পাউন্ড
കാൽ പൊട്ടൽ,ফুট-পাউন্ডার
വിലക്കപ്പെട്ട,নিষিদ্ধ
"ബലം, ബലം","বল, বল"
പ്രേരിപ്പിച്ചു,চালিত
"ട്വീസറുകൾ, ഫോഴ്സ്പ്സ്, ഫോഴ്സ്പ്സ്","টুইজার, ফোরসেপ, ফোরসেপ"
പ്രവചനം,পূর্বাভাস
പ്രവചനം,পূর্বাভাস
"രൂപം, ആകൃതി, ഏകത","ফর্ম, আকৃতি, একজাতীয়তা"
"നിയമസാധുത, ഔപചാരികത, നിയമസാധുത","বৈধতা, আনুষ্ঠানিকতা, বৈধতা"
ഫോർമാൻറ്,ফর্ম্যান্ট
ഫോം ഘടകം,ফর্ম ফ্যাক্টর
"സാധ്യമായ (ഉയരാൻ), ആൾമാറാട്ടം","সম্ভব (উত্থান), ছদ্মবেশী করা"
ഫോർമുല,সূত্র
"ഫോർമാറ്റിംഗ്, ത്രെഡിംഗ്, ഫോർമാറ്റ്","বিন্যাস, থ্রেডিং, বিন্যাস"
ഫോർട്ടിന്റെ ബാരോമീറ്റർ,ফোরটিনের ব্যারোমিটার
മുന്നോട്ടുള്ള പക്ഷപാതം,এগিয়ে পক্ষপাত
ചാലകത,পরিবাহিতা
ചതുർബിം,চতুর্বিম
നാല്-സ്ട്രോക്ക് എഞ്ചിൻ,চার স্ট্রোক ইঞ্জিন
ചതുർഭുജ വെക്റ്റർ,চতুর্ভুজ ভেক্টর
ക്രിസ്റ്റലൈസ്ഡ്,স্ফটিক
ഭാഗിക ലോഡ്,আংশিক লোড
ഭാഗിക മോഡുലേഷൻ,আংশিক মড্যুলেশন
"കഷണം, കഷണം","টুকরা, টুকরা"
മുഴുവൻ ചിത്ര ഫ്രെയിം ഫ്രെയിം,সম্পূর্ণ ছবির ফ্রেম ফ্রেম
"നിർദ്ദേശ സംവിധാനം, നിർദ്ദേശ ചട്ടക്കൂട്","নির্দেশ ব্যবস্থা, নির্দেশনা ফ্রেম"
സൗ ജന്യം,বিনামূল্যে
ശുദ്ധമായ അന്തരീക്ഷം സ്വതന്ത്രമായ അന്തരീക്ഷം,বিশুদ্ধ পরিবেশ মুক্ত পরিবেশ
"സ്വതന്ത്ര ആന്ദോളനം, സ്വതന്ത്ര ആന്ദോളനം, സ്വാഭാവിക ആന്ദോളനം","বিনামূল্যে দোলন, বিনামূল্যে দোলন, প্রাকৃতিক দোলন"
"മരവിപ്പിക്കുക, മരവിപ്പിക്കുക, മരവിപ്പിക്കുക","হিমায়িত করা, হিমায়িত করা, হিমায়িত করা"
മരവിപ്പിക്കുന്ന പോയിന്റ്,হিমাঙ্ক
ഫ്രെങ്കൽ ഡിസോർഡർ,ফ্রেঙ্কেল ব্যাধি
"ആവൃത്തി, ആവൃത്തി","ফ্রিকোয়েন্সি, ফ্রিকোয়েন্সি"
ഫ്രെസ്നെൽ-ഡിപ്രിസം,fresnel-biprism
ഘർഷണം,ঘর্ষণ
ഉരച്ചിലുകൾ,ঘষিয়া তুলিয়া ফেলিতে সক্ষম
ഘർഷണ വൈദ്യുതി,ঘর্ষণ বিদ্যুৎ
ഘർഷണ ശക്തി,ঘর্ষণজনিত বল
ഘർഷണം ട്രാക്ഷൻ,ঘর্ষণ ট্র্যাকশন
ഘർഷണമില്ലാത്ത,ঘর্ষণহীন
"സ്ട്രിപ്പ്, ഫ്രിഞ്ച്, മെംബ്രൺ","স্ট্রাইপ, ফ্রঞ্জ, মেমব্রেন"
നാമമാത്ര പ്രഭാവം,প্রান্তিক প্রভাব
ഫ്രിഡ്ജ് മോഡൽ,ফ্রিজের মডেল
സോൺ വിപുലീകരണം,জোন এক্সটেনশন
ഇന്ധനം,জ্বালানী
"പിന്തുണ, പിന്തുണ","সমর্থন, সমর্থন"
"പ്രവർത്തനം, പ്രവർത്തനം, സ്വഭാവം (ഗ്രൂപ്പ്), പ്രവർത്തനം","ফাংশন, ফাংশন, ক্যারেক্টার (গ্রুপ), ফাংশন"
"പ്രവർത്തനം, പ്രവർത്തനം, പ്രവർത്തനം","ফাংশন, ফাংশন, ফাংশন"
"യഥാർത്ഥ, യഥാർത്ഥ","মূল, মূল"
ഫണൽ പ്രഭാവം,ফানেল প্রভাব
"ലയിപ്പിക്കുക, ലയിപ്പിക്കുക, ലയിപ്പിക്കുക","একত্রিত করা, একত্রিত করা, একত্রিত করা"
ഫ്യൂസ് വയർ,ফিউজ তার
ലയിക്കുന്ന,দ্রবণীয়
"സംയോജനം, സംയോജനം","সংযোজন, সংযোজন"
ഫ്യൂഷൻ ബോംബ്,ফিউশন বোমা
സംയോജന ഊർജ്ജം,ফিউশন শক্তি
- മൂല്യം,-মান
"ലാഭം, ലാഭം","লাভ, লাভ"
"ഗാലക്സി, ഗാലക്സി, ഗാലക്സി","গ্যালাকটিক, গ্যালাকটিক, গ্যালাকটিক"
"ഗാലക്സി, ഗാലക്സി, ഗാലക്സി","গ্যালাক্সি, গ্যালাক্সি, গ্যালাক্সি"
മന്ദാകിനി,মন্দাকিনী
ഗാലൺ,গ্যালন
ഗാൽവാനിക് സെൽ,গ্যালভানিক কোষ
സിങ്ക് പ്ലേറ്റിംഗ്,দস্তা কলাই
ഗാൽവാനൈസ്ഡ് വയർ,গ্যালভানাইজড তার
"ഗാൽവനോമീറ്റർ, ഗാൽവനോമീറ്റർ","গ্যালভানোমিটার, গ্যালভানোমিটার"
"കോൺട്രാസ്റ്റ് സൂചിക, ഗാമ","বৈপরীত্য সূচক, গামা"
അടക്കം ചെയ്ത കപ്പാസിറ്റർ,সমাহিত ক্যাপাসিটর
"വിടവ്, വിടവ്, വിടവ്","ফাঁক, ফাঁক, ফাঁক"
"മാലിന്യം, മാലിന്യം","বর্জ্য, আবর্জনা"
ഗാസ്കട്ട്,গ্যাসকেট
ഗ്യാസ്സൺ,gasson
"ഗേറ്റ് ഇലക്ട്രോഡുകൾ, വാൽവുകൾ, ഗേറ്റുകൾ, ജ്വലന പരിസരം, ഗേറ്റുകൾ","গেট ইলেক্ট্রোড, ভালভ, গেট, জ্বলন প্রাঙ্গণ, গেট"
വാതിൽ സർക്യൂട്ട്,দরজা সার্কিট
"ഗേജ്, ഗേജ്, ഗേജ്","গেজ, গেজ, গেজ"
ഗേജ് ഏരിയ,গেজ এলাকা
ഗൗസ്-കണ്ണ്,গাউস-চোখ
ഗാസിയൻ വിതരണം,গাউসিয়ান বিতরণ
ഗൗസ്,গাউস
"കെട്ടിച്ചമച്ച, ഗേജ്","নকল, গেজ"
ഗിയര്,গিয়ার
ഗീഗർ ട്യൂബ്,geiger টিউব
പൊതുവായി,সাধারণীকৃত
സാധാരണമാക്കിയ ചിത്രം,স্বাভাবিক চিত্র
പൊതുവായ ചിത്രം,সাধারণ ছবি
വിശാലമായ കാലാവധി,বিস্তৃত শব্দ
"വിശാലമായ ആപേക്ഷികവാദം, ആപേക്ഷികതാ സിദ്ധാന്തം","বিস্তৃত আপেক্ষিকতাবাদ, আপেক্ষিকতার তত্ত্ব"
രക്ഷാകർതൃ പ്രവർത്തനം,অভিভাবক ফাংশন
പ്രത്യുൽപാദന ശക്തിയുടെ തോത്,উর্বরতার হার
"രക്ഷിതാവ്, ജനറേറ്റർ","অভিভাবক, জেনারেটর"
"ഭൂകേന്ദ്രീകൃത, ഭൂകേന്ദ്രീകൃത","ভূকেন্দ্রিক, ভূকেন্দ্রিক"
ഭൂകാന്തിക,ভূ-চৌম্বকীয়
ഭൂകാന്തികത,ভূ-চুম্বকত্ব
"ജ്യാമിതീയ, ജ്യാമിതീയ ഘടകം","জ্যামিতিক, জ্যামিতিক ফ্যাক্টর"
ജിയോഫിസിക്കൽ,ভূ-ভৌতিক
ഭൂഭൗതിക ശാസ്ത്രജ്ഞൻ,ভূপদার্থবিদ
സിൻക്രണസ് ഉപഗ്രഹം,সিঙ্ক্রোনাস স্যাটেলাইট
ഗാവ് (ഗിഗാ ഇലക്ട്രോൺ വോൾട്ട്),গাভ (গিগা ইলেকট্রন ভোল্ট)
വഞ്ചന വിഗ്രഹം,জালিয়াতি মূর্তি
വഞ്ചന,ফাঁকি
ഭീമാകാരമായ നെബുല,দৈত্য নীহারিকা
ഭീമൻ നക്ഷത്രം,দৈত্য তারকা
പിൻ കോൺ,পিছনের কোণ
"ഇഴയുക, കീഴടങ്ങുക","হামাগুড়ি দেওয়া, আত্মসমর্পণ করা"
കീഴടങ്ങുക,আত্মসমর্পণ
സി പ്രതിഫലനം,সি প্রতিফলন
സി കൈമാറ്റം,গ স্থানান্তর
"വിസ്പാൻ (എഡി.), വിസി (വി.)","Vispan (ed.), Visi (v.)"
ദീപ്തി,তেজ
ചൂട് സ്വിച്ച്,তাপ সুইচ
നല്ല കണ്ടക്ടർ,ভাল কন্ডাক্টর
സുക്രിസ്റ്റൽ,সুক্রিস্টাল
മികച്ച പ്രതിഫലനം,সেরা প্রতিফলনশীলতা
മികച്ച ദൃശ്യപരത,চমৎকার দৃশ্যমানতা
റെഗുലേറ്റർ,নিয়ন্ত্রক
"ഗ്രേഡ്, റാങ്ക്, ഗ്രേഡ്, ഓർഡർ (നമ്പർ), ഗ്രേഡ് (Kr.)","গ্রেড, স্ট্যাটাস, গ্রেড, অর্ডার (নং), গ্রেড নির্ধারণ (Cr.)"
"ഗ്രേഡ്, ഗ്രേഡ്, സമതുലിതമായ","গ্রেডেড, গ্রেডেড, ভারসাম্যপূর্ণ"
"ഗ്രേഡിയന്റ്, ഗ്രേഡിയന്റ്","গ্রেডিয়েন্ট, গ্রেডিয়েন্ট"
കാലിബ്രേറ്റ് ചെയ്തു,ক্রমাঙ্কিত
"കണിക, ധാന്യം, ധാന്യം, ധാന്യം, ധാന്യം, രേണു, ഉൽപ്പന്നം, 8. മരം","কণা, শস্য, শস্য, শস্য, শস্য, রেণু, উৎপাত, 8. কাঠের রেখা"
"ഗ്രാനുലാരിറ്റി, ഗ്രാനുലാരിറ്റി","কণিকা, কণিকা"
"ഗ്രാം, ഗ്രാം","গ্রাম, গ্রাম"
"ഗ്രാഫ്, ഗ്രാഫ്, ഗ്രാഫ്","গ্রাফ, গ্রাফ, গ্রাফ"
ഗ്രാഫിക്സ്,গ্রাফিক্স
"ലൈൻ, ത്രെഡ്, പ്രെറ്റിക്യുൾ","লাইন, থ্রেড, preticule"
"grating, ദൃഢമാക്കൽ (kr.), grinding","grating, tightening (kr.), grinding"
ഗ്രാവിമീറ്റർ,গ্রাভিমিটার
"ഗുരുത്വാകർഷണം, ഗുരുത്വാകർഷണം","মহাকর্ষ, মহাকর্ষ"
ഗുരുത്വാകർഷണ ത്വരണം,মহাকর্ষীয় ত্বরণ
ഗുരുത്വാകർഷണം,গ্রাভিটন
ഗുരുത്വാകർഷണം,মাধ্যাকর্ষণ
തിരികെ നിരക്ക്,পিছনে হার
ചെറിയ ആഘാതം,ক্ষুদ্র প্রভাব
ഉപരിതല സംഭവങ്ങൾ,পৃষ্ঠের ঘটনা
"മെഷ്, ഗ്രിഡ്","জাল, গ্রিড"
മൊത്തത്തിലുള്ള സ്വഭാവസവിശേഷതകൾ,স্থূল বৈশিষ্ট্য
ഗുരുതരമായ തെറ്റ്,গুরুতর ত্রুটি
താഴത്തെ നില,নিচ তলা
ഭൂകമ്പ ഫലകം,ভূমিকম্প ফলক
ഭൂമി സാധ്യത,পৃথিবীর সম্ভাবনা
ആപേക്ഷിക വേഗത,আপেক্ষিক গতি
"ക്ലാസ്, ഗ്രൂപ്പ്, അസോസിയേഷൻ","শ্রেণী, গোষ্ঠী, সমিতি"
ക്രിസ്റ്റൽ വളർച്ച,স্ফটিক বৃদ্ধি
വളർച്ച,বৃদ্ধি
സംവിധാനം ചെയ്യുന്നു,পরিচালনা
സംവിധാനം,নির্দেশিত
ജനസംഖ്യാ പ്രഭാവം,জনসংখ্যার প্রভাব
ക്രൂയിസുകൾ,ক্রুজ
റൊട്ടേഷണൽ സ്റ്റെബിലൈസർ,ঘূর্ণনশীল স্টেবিলাইজার
ക്രൂയിസിംഗ് ഡൈനാമിക്സ്,ক্রুজিং গতিবিদ্যা
ക്രൂയിസ് ആവൃത്തി,ক্রুজ ফ্রিকোয়েন্সি
ഭ്രമണ കാന്തിക,ঘূর্ণন চৌম্বক
കാന്തികത,চুম্বকত্ব
റൊട്ടേഷണൽ സ്റ്റെബിലൈസർ,ঘূর্ণনশীল স্টেবিলাইজার
ഭ്രമണ സ്ഥിരത,ঘূর্ণনশীল স্থিতিশীলতা
"പകുതി വീതി, പകുതി വീതി","অর্ধ প্রস্থ, অর্ধ প্রস্থ"
ഹാൾ കോഫിഫിഷ്യന്റ്,হল সহগ
ഹാൾ പ്രഭാവം,হল প্রভাব
"അന്തരീക്ഷം, പ്രഭാവലയം","বায়ুমণ্ডল, আভা"
"ഹാമിൽട്ടോണിയൻ (വി.), ഹാമിൽട്ടോണിയൻ (എഡി.)","হ্যামিলটোনিয়ান (v.), হ্যামিলটোনিয়ান (ed.)"
"മാനുവൽ ലെൻസ്, ഹാൻഡ് ലെൻസ്","ম্যানুয়াল লেন্স, হ্যান্ড লেন্স"
ഹാർഡ് കോർ,হার্ড কোর
കോട്ട,শক্তিশালী
കാഠിന്യം,শক্ত করা
പരമാവധി സുഷിരം കിരണം,সর্বোচ্চ ছিদ্রকারী রশ্মি
അൾട്രാഫാസ്റ്റ് ഗാമാ റേ,অতি দ্রুত গামা রশ্মি
തെറ്റായ രോഗനിർണയം,ভুল নির্ণয়
"കാഠിന്യം, നുഴഞ്ഞുകയറ്റം","কঠোরতা, অনুপ্রবেশযোগ্যতা"
ശ്രവണ വൈകല്യം,শ্রবণ বৈকল্য
അൾട്രാഫാസ്റ്റ് എക്സ്-റേകൾ,অতি দ্রুত এক্স-রে
"ഹാർമോണിക്, ഹാർമോണിക്, ഹാർമോണിക്, ഹാർമോണിക്","harmonic, harmonic, harmonic, harmonic"
"സംവേദനാത്മക വിശകലനം, ഗുണനിലവാരം","ইন্টারেক্টিভ বিশ্লেষণ, গুণমান"
ആശയവിനിമയം,যোগাযোগ
ഹാർട്ടി ഏകദേശം,harty আনুমানিক
ഹാർട്ട്ലി സർക്യൂട്ട്,হার্টলে সার্কিট
ഹൈഡ്രജൻ ബോംബ്,হাইড্রোজেন বোমা
തലക്കെട്ട്,শিরোনাম
"നേരിട്ടുള്ള ആഘാതം, കൂട്ടിയിടി","সরাসরি আঘাত, মাথায় সংঘর্ষ"
ചൂട്,তাপ
ചൂടാക്കൽ,গরম করার
ചൂട് തരംഗം,তাপ তরঙ্গ
ആകാശ ശരീരം (ചൂട് തരംഗം),মহাকাশীয় দেহ (তাপ তরঙ্গ)
വലിയ ന്യൂക്ലിയസ്,বৃহত্তর নিউক্লিয়াস
നീണ്ട കപ്ലിംഗ്,দীর্ঘ কাপলিং
"ഉയരം, ഉയരം, ഉയരം","উচ্চতা, উচ্চতা, উচ্চতা"
ഉയരം പ്രഭാവം,উচ্চতা প্রভাব
ഹെയ്റ്റ്ലർ-ലണ്ടൻ തർക്കം,হিটলার-লন্ডন বিবাদ
കുണ്ഡലിനി,কুন্ডলিনী
സൂര്യകേന്ദ്രീകൃതമായ,সূর্যকেন্দ্রিক
helmholts സ്വതന്ത്ര ഊർജ്ജം,হেলহোল্টস মুক্ত শক্তি
ഹെൻറി,হেনরি
അച്ചടിച്ചത്,মুদ্রিত
ഹെർട്സ്-തരംഗം,হার্টজ-তরঙ্গ
ഹജ്ജ്,হজ
വിചിത്രമായ ഊർജ്ജ ഇലക്ട്രോണുകൾ,বিজোড় শক্তি ইলেকট্রন
വൈവിധ്യമാർന്ന രൂപങ്ങൾ,ভিন্নধর্মী পরিসংখ্যান
വൈവിധ്യമാർന്ന,ভিন্নধর্মী
"ഹെറ്ററോ ന്യൂക്ലിയർ, ഹെറ്ററോ ന്യൂക്ലിയർ","heteronuclear, heteronuclear"
ഹെയ്സ്ലർ അലോയ്,heisler খাদ
ഹെക്സ് അക്ഷം,হেক্স অক্ষ
"ഷഡ്ഭുജാകൃതിയിലുള്ള ക്രിസ്റ്റൽ, ചതുരാകൃതിയിലുള്ള ക്രിസ്റ്റൽ","ষড়ভুজ ক্রিস্টাল, চতুর্ভুজ স্ফটিক"
ചെറിയ ക്യാമറ,ছোট ক্যামেরা
"തെർമോമെട്രി, ഹൈപ്പർതെർമോമെട്രി","থার্মোমেট্রি, হাইপারথার্মোমেট্রি"
"ഉയർന്ന വോൾട്ടേജ്, ഉയർന്ന വോൾട്ടേജ്","উচ্চ ভোল্টেজ, উচ্চ ভোল্টেজ"
"ദ്വാരം, ദ്വാരം, ദ്വാരം","গর্ত, গর্ত, গর্ত"
ഹോളോഗ്രാം,হলোগ্রাম
ഹോളോഗ്രാഫി,হলগ্রাফি
"ഏകത, ഏകത","homogeneity, homogeneity"
"ഏകതാനമായ, ഏകതാനമായ, ഏകതാനമായ, ഏകതാനമായ, ഏകതാനമായ","সমজাতীয়, সমজাতীয়, সমজাতীয়, সমজাতীয়, সমজাতীয়"
ഹുക്കിന്റെ നിയമം,হুকের আইন
തിരശ്ചീനമായ,অনুভূমিক
"കുതിരശക്തി, കുതിരശക്തി","অশ্বশক্তি, অশ্বশক্তি"
ആതിഥ്യമര്യാദ,আতিথেয়তা
ചൂടുള്ള ബാൻഡ്,গরম ব্যান্ড
സൂപ്പർ എനർജി കാരിയർ,সুপার এনার্জি ক্যারিয়ার
ഉയർന്ന ഊർജ്ജ ഇലക്ട്രോൺ,উচ্চ শক্তি ইলেকট্রন
നിറം ഷേഡ്,রঙের ছায়া
"ഹം, ഞങ്ങൾ","হুম, আমরা"
"ഉച്ചാരണം, ഈർപ്പം","artification, moistening"
ഈർപ്പം,আর্দ্রতা
"ഈർപ്പം, ഈർപ്പം","আর্দ্রতা, আর্দ্রতা"
ഹ്യൂഗൻസ് നിയമം,huygens আইন
സങ്കരയിനം,হাইব্রিড
ഹൈബ്രിഡൈസേഷൻ,সংকরকরণ
ഹൈഡ്രോളിക്,জলবাহী
"ഹൈഡ്രോഡൈനാമിക്, ഹൈഡ്രോഡൈനാമിക്","hydrodynamic, hydrodynamic"
"ഹൈഡ്രോഡൈനാമിക്സ്, ഹൈഡ്രോഡൈനാമിക്സ്, ഹൈഡ്രോഡൈനാമിക്സ്","hydrodynamics, hydrodynamics, hydrodynamics"
ഹൈഡ്രജൻ പദാർത്ഥം,হাইড্রোজেন পদার্থ
ജലശാസ്ത്രം,জলবিদ্যা
ജലബോർഡ്,পানি বোর্ড
ഹൈഡ്രോസ്റ്റാറ്റിക്,হাইড্রোস্ট্যাটিক
"ഹൈഡ്രോസ്റ്റാറ്റിക്സ്, ഹൈഡ്രോസ്റ്റാറ്റിക്സ്","hydrostatics, hydrostatics"
"ഹൈഗ്രോമീറ്റർ, ഹൈഗ്രോമീറ്റർ","hygrometer, hygrometer"
ഹൈഗ്രോമെട്രി,হাইগ্রোমেট্রি
ഹൈഗ്രോമീറ്റർ,হাইগ্রোমিটার
ഹൈഗ്രോസ്കോപ്പിക്,হাইগ্রোস্কোপিক
ഹൈപ്പർബോളിക്,অধিবৃত্ত
ഉയർന്ന ചാർജ് ഹൈപ്പർ ചാർജ്,উচ্চ চার্জ হাইপার চার্জ
ചുരുങ്ങിയത്,সূক্ষ্ম
ദീർഘദൃഷ്ടി,দীর্ঘ দৃষ্টি
ഹൈപ്പർറാനി - ന്യൂക്ലിയസ്,hyperrani - নিউক্লিয়াস
ഹൈപ്പറോൺ,হাইপারন
സൂപ്പർസോണിക്,সুপারসনিক
സൂപ്പർ ആകാശം,সুপার আকাশ
അനുമാനം,অনুমান
"സാങ്കൽപ്പിക, സാങ്കൽപ്പിക","অনুমানমূলক, অনুমানমূলক"
തിളനില,স্ফুটনাঙ্ক
മയക്കം,তন্দ্রা
ഐസ്,বরফ
ഐസ്-ക്രിസ്റ്റൽ,বরফ-স্ফটিক
ഐഡിയൽ,আদর্শ
ആദർശവത്കരിക്കപ്പെട്ടു,আদর্শিত
"സമാനമായ, സമാന, അവിഭാജ്യ","অভিন্ন, অভিন্ন, অবিচ্ছেদ্য"
"തിരിച്ചറിയൽ, തിരിച്ചറിയൽ, തിരിച്ചറിയൽ, തിരിച്ചറിയൽ","সনাক্তকরণ, সনাক্তকরণ, সনাক্তকরণ, সনাক্তকরণ"
"ഐഡന്റിഫിക്കേഷൻ ബീക്കൺ, ഐഡന്റിഫിക്കേഷൻ ബീക്കൺ","আইডেন্টিফিকেশন বীকন, আইডেন্টিফিকেশন বিকন"
"സമാനം, സമാനം, സർവ്വവ്യാപി, വ്യക്തിത്വം","অভিন্ন, অভিন্ন, সর্বব্যাপী, ব্যক্তিত্ব"
ജോലിയില്ലാത്ത,কর্মহীন
"നിഷ്ക്രിയ സമയം, പ്രോഗ്രാം പരീക്ഷ സമയം","নিষ্ক্রিয় সময়, প্রোগ্রাম পরীক্ষার সময়"
ജ്വലിപ്പിക്കാൻ,জ্বলে উঠা
ഇഗ്നിറ്റർ,ইগনিটার
ജ്വലനം,ইগনিশন
നിർദ്ദേശം അവഗണിക്കുക,নির্দেশ উপেক্ষা
പ്രകാശ സാന്ദ്രത,আলোকসজ্জা ঘনত্ব
പ്രകാശകൻ,আলোক
പ്രകാശകൻ,আলোক
ലൈറ്റിംഗ് ഗേജ്,আলোকসজ্জা পরিমাপক
പ്രകാശകൻ,আলোক
പ്രതിഫലനം,প্রতিফলন
"സാങ്കൽപ്പികം, സാങ്കൽപ്പികം, സാങ്കൽപ്പികം","কল্পিত, কাল্পনিক, অনুমানমূলক"
മുങ്ങിയ വസ്തു,নিমজ্জিত বস্তু
നിമജ്ജനം,নিমজ্জন
ഇംപഡൻസ് നുഴഞ്ഞുകയറ്റം,প্রতিবন্ধকতা অনুপ্রবেশ
"ആഘാതം, ആഘാതം, ആഘാതം, കൂട്ടിയിടി, തിരിച്ചുവരവ്","প্রভাব, প্রভাব, প্রভাব, সংঘর্ষ, রিবাউন্ড"
ആഘാതം പ്രഭാവം,প্রভাব প্রভাব
പ്രതിരോധം,প্রতিবন্ধকতা
ഞെട്ടിപ്പിക്കുന്നത്,জঘন্য
പ്രയോഗിച്ച സമ്മർദ്ദം,চাপ প্রয়োগ করা
"സന്നിവേശിപ്പിച്ച, ഉൾച്ചേർത്ത","impregnated, embedded"
പ്രേരണ,আবেগ
അശുദ്ധമായ,অপবিত্র
ബാഹ്യ ചാലകത (ബാഹ്യ ചാലകത),বহিরাগত পরিবাহিতা (বহির্ভূত পরিবাহিতা)
കേൾവിക്കുറവ്,অশ্রাব্যতা
കേൾക്കാത്ത,অশ্রাব্য
ജ്വലനം,ভাস্বর
ജ്വലിക്കുന്ന,দ্যুতিময়
റാപ്സോഡിക്,র্যাপসোডিক
വരാനിരിക്കുന്ന,আসন্ন
അപര്യാപ്തത,সংকোচনযোগ্যতা
വർദ്ധിച്ചുവരുന്ന ആന്ദോളനം,ক্রমবর্ধমান দোলন
വർദ്ധിച്ച കാന്തികത,বর্ধিত চুম্বকত্ব
സൗജന്യ വിതരണം,বিনামূল্যে বিতরণ
"അനന്തമായ, അനിശ്ചിതമായ, അനിശ്ചിതമായ, 4അനിശ്ചിതത്വമുള്ള","অসীম, অনির্ধারিত, অনির্ধারিত, 4অনির্ধারিত"
"മാരകമായ, പോയിന്റർ, 3 സൂചിക","মারাত্মক, পয়েন্টার, 3 সূচক"
"പരോക്ഷമായ, പരോക്ഷമായ","পরোক্ষ, পরোক্ষ"
പ്രചോദനം നൽകി,অনুপ্রাণিত
"വരവ്, ഇൻഡക്ഷൻ, ഇൻഡക്ഷൻ","আগমন, আনয়ন, আবেশ"
പ്രചോദനാത്മകമായ,অনুপ্রেরণামূলক
പ്രേരകൻ,প্রেরণা
ജഡത്വം,জড়
ഒഴിച്ചുകൂടാനാവാത്ത ഉറവിടം,অক্ষয় উৎস
"അനന്തമായ, അനന്തമായ","অসীম, অসীম"
"അനന്തം, അനന്തം","অসীম, অসীম"
"അനന്തമായ, അനന്തമായ","অসীম, অসীম"
ജ്വലനം,দাহ্যতা
ജ്വലിക്കുന്ന,দাহ্য
ഒഴുക്ക്,প্রবাহ
ഒഴുക്ക്,প্রবাহ
വിവരങ്ങൾ,তথ্য
വളരെ കുറഞ്ഞ ആവൃത്തി,খুব কম ফ্রিকোয়েন্সি
ഇൻഫ്രാറെഡ്,ইনফ্রারেড
കേൾക്കാത്ത,অশ্রাব্য
അവ ശ്രാവികി,আভা শ্রভিকি
പൊരുത്തക്കേട്,অসঙ্গতি
വ്യത്യസ്തമായ,ভিন্ন
പ്രാരംഭം,প্রাথমিক
കുത്തിവയ്പ്പ്,ইনজেকশন
നൽകുക,প্রবেশ করা
"ആന്തരിക, ആന്തരിക, ആന്തരിക, ആന്തരിക","ভিতরের, ভিতরের, ভিতরের, ভিতরের"
"ഇൻപുട്ട് (എൻ.), ഇൻപുട്ട് (വി.)","ইনপুট (n.), ইনপুট (v.)"
ധിക്കാരം,insolent
ലൈവേഷൻ,লাইভশন
"നിസ്സാരമായ, നിസ്സാരമായ","insignificant, insignificant"
മേൽനോട്ടത്തിലാണ്,তত্ত্বাবধান
"ഇൻസ്റ്റലേഷൻ, ഇൻസ്റ്റലേഷൻ, ഇൻസ്റ്റലേഷൻ","ইনস্টলেশন, ইনস্টলেশন, ইনস্টলেশন"
നിമിഷം,মুহূর্ত
നിർദ്ദേശം,নির্দেশ
യന്ത്രം,মেশিন
മെക്കാനിക്കൽ,যান্ত্রিক
"യന്ത്രവൽക്കരണം, അസംബ്ലി","যান্ত্রিকীকরণ, সমাবেশ"
"ഇൻസുലേറ്റിംഗ്, ഇൻസുലേറ്റിംഗ്","insulating, insulating"
ഇൻസുലേറ്റിംഗ്,অন্তরক
"ഇൻസുലേറ്റിംഗ്, ഇൻസുലേറ്റിംഗ്, ഇൻസുലേറ്റിംഗ്","insulating, insulating, insulating"
"1പൂർണ്ണ സംഖ്യ, പൂർണ്ണസംഖ്യ","1 সম্পূর্ণ সংখ্যা, পূর্ণসংখ্যা"
സമഗ്രത,অখণ্ডতা
"അവിഭാജ്യ, പൂർണ്ണസംഖ്യ","integral, integer"
സംയോജനം,মিশ্রণ
"തീവ്രമായ, ക്രുദ്ധമായ","intense, furious"
തീവ്രത,তীব্রতা
"ട്രാക്ഷൻ, ത്വരണം","ট্র্যাকশন, ত্বরণ"
"തീവ്രത, തീവ്രത, തീവ്രത","তীব্রতা, তীব্রতা, তীব্রতা"
