Assamese,English
ঋণাত্মক গছ,Negative tree
ঋণাত্মক সুৰংগ ডাইঅ&#39;ড,Negative tunnel diode
ঋণাত্মক মিছা,Negative-false
নেতিবাচক সত্য,Negative-true
নগণ্য,Negligible
নেমেটিক তৰল স্ফটিক,Nematic liquid crystal
ঋণাত্মক ধৰণ,Nemative mode
নিয়ন লেম্প,Neon lamp
নেপাৰ,Neper
নেষ্টেড শাখা,Nested branching
নেষ্টেড ৱৰ্ক চিন,Nested task flag
বাহ সজা,Nesting
নিৰপেক্ষ অশুদ্ধিৰ ঘনত্ব,Net impurity concentration
নেট তালিকা,Net list
"নেটৱাৰ্ক, নেটৱাৰ্ক",Network
নে&#39;টৱৰ্ক ড্ৰাইভ,Network drive
নেটৱৰ্ক অপাৰেটৰ,Network driver
নেটৱাৰ্ক মডেল,Network model
নে&#39;টৱৰ্ক অপাৰেটিং চিস্টেম,Network operating system
নে&#39;টৱৰ্ক চাৰ্ভাৰ,Network server
নেটৱাৰ্ক গঠন,Network structure
নেটৱৰ্ক তত্ত্ব,Network theory
নে&#39;টৱৰ্ক টপোলজি,Network topology
নিস্তেজ,Neutral
নিৰপেক্ষ ৰেখা,Neutral line
ডিপ্ৰেছড জ&#39;ন,Neutral region
নিষ্ক্ৰিয়কৰণ বৰ্তনী,Neutralising circuit
নিষ্ক্ৰিয়কৰণ,Neutralization
নিউট্ৰন,Neutron
পৰৱৰ্তী প্ৰজন্মৰ CPU,New generation CP
নতুন শাৰী আখৰ,New line character
নিউজিলেণ্ড ভাইৰাছ,New-Zealand virus
পৰৱৰ্তী পৰ্যায়,Next state
পৰৱৰ্তী পৰ্যায়ৰ সমীকৰণ,Next state equation
পৰৱৰ্তী পৰ্যায়ৰ টেবুল,Next state table
nibble,Nibble
nibble মেমৰি চিপ,Nibble memory chip
nibble মাল্টিপ্লেক্সাৰ,Nibble multiplexer
nicholas চাৰ্ট,Nicholas chart
ৰাতিৰ প্ৰভাৱ,Night effect
নটা পথ টেপ,Nine track tape
ন&#39;ৰ পৰিপূৰক,Nine's complement
en moss,NMOS
en moss বিপৰীতমুখী,NMOS inverter
গণ প্ৰক্ৰিয়া,NMOS process
en moss গঠন,NMOS structure
en moss ট্ৰেঞ্জিষ্টৰ,NMOS transistor
শূন্য লোড কাৰেণ্ট,No load current
crimped কেবল,No twist cable
নোডুলাৰ,Nodal
"ন&#39;ড, ন&#39;ড",Node
ন&#39;ডৰ অৱক্ষয়,Node minimization
হুলস্থূল,Noise
শব্দ হিমস্খলন,Noise avalanche
শব্দ বেণ্ড সম্প্ৰসাৰণ,Noise band-width
শব্দ ফাটি গ’ল,Noise burst
শব্দ বাতিল কৰা মাইক্ৰ&#39;ফোন,Noise cancelling microphone
শব্দ বহুগুণক,Noise factor
শব্দ পুনৰ বিনিয়োগ এম্প্লিফায়াৰ,Noise feedback amplifier
ৰভাংক,Noise figure
শব্দ অপ্ৰভাৱিত,Noise immunity
কোলাহলপূৰ্ণ ইমপালছ,Noise impulse
শব্দ সীমিতকাৰী,Noise limiter
শব্দৰ প্ৰান্ত,Noise margin
শব্দ জোখা,Noise measurement
শব্দ বিভাজন,Noise partition
শব্দ কোৱাণ্টাইজেচন,Noise quantization
"শব্দ হ্ৰাস, শব্দ হ্ৰাস",Noise reduction
শব্দ প্ৰতিৰোধ ক্ষমতা,Noise resistance
শব্দৰ প্ৰতিনিধিত্ব,Noise shaping
শব্দ স্পাইক,Noise spike
শব্দৰ উষ্ণতা,Noise temperature
ফ্লপি ডিষ্ক ড্ৰাইভ,Noisy floppy disk drive
নামমাত্ৰ ইম্পিডেন্স,Nominal impedance
ফোকাচ মূল্য,Nominal value
অৰৈখিক বিকৃতি,Nonlinear distortion
অচল,Non radiating
অনুৰণিত,Non resonance
নন-ৰেজোনেণ্ট এন্টেনা,Non resonant antenna
ক্ষতিপূৰণহীন কাৰ্য্যকৰী পৰিবৰ্ধক,Non-compensated Op-amp
অ-পৰিপূৰক,Non-complementary
ডাইলেক্ট্ৰিক,Non-conductor
সংলগ্ন তথ্য গঠন,Non-contiguous data structure
আক্ৰমণাত্মক ৰান,Non-critical race
ডাইভাৰচন মোড,Non-degenerate mode
অক্ষয় পঢ়া,Non-destructive readont
dosless বিভাজন বাৰ্তা,Non-DOS partition message
অসঠিক বক্তব্য,Non-executable statement
দুৰ্বল প্ৰদৰ্শন,Non-ideal performance
অসমীয়া মুত্ৰক,Non-impact printer
নন ইণ্ডাকচন ৰাশিফল,Non-inductive winding
নন-ৰিটাৰ্ণ এম্প্লিফায়াৰ,Non-inverting amplifier
বিপৰীত গড় পৰিবৰ্ধক,Non-inverting averaging amplifier
বিপৰীত বাফাৰ,Non-inverting buffer
বিপৰীত তুলনাকাৰী,Non-invertingcomparator
বিপৰীত বিন্যাস,Non-inverting configuration
ইনভাৰ্ছ কম্পাইলাৰ এম্প্লিফায়াৰ,Non-inverting summing amplifier
বিপৰীত ভল্টেজ,Non-inverting voltage
অৰৈখিক,Non-linear
অৰৈখিক কেপাচিটৰ,Nonlinear capacitance
অৰৈখিক বৰ্তনী বিশ্লেষণ,Non-linear circuit analysis
অৰৈখিক উপাদান,Nonlinear component
অৰৈখিক লোড লাইন,Non-linear load line
অৰৈখিক মডুলেচন,Non-linear modulation
অৰৈখিক ৰেজিষ্টেন্স,Non-linear resistance
অৰৈখিক ব্যৱস্থা,Non-linear system
অৰৈখিকতা,Non-linearity
অৰৈখিকতা ভুল,Non-linearity error
স্বাভাৱিক কম্পাঙ্ক,Normalized frequency
non recurring,Non-periodic
অসন্তুষ্ট ভাষা,Non-procedural language
পুনৰাবৃত্তিমূলক ব্যৱস্থা,Non-recursive system
চিস্টেমবিহীন ডিষ্ক,Non-system disk
ছিৰিয়েল ক&#39;ড,Non-systematic code
অ-পৃষ্ঠীয়,Non-trivial
অস্বাভাৱিক সংৰক্ষণ,Non-volatile storage
ন&#39;ৰ,NOR
knorr ফাংচন,NOR function
নতুবা গেট,NOR gate
knorr লেচ,NOR latch
knorr অপাৰেচন,NOR operation
স্বাভাৱিক ঘনত্বৰ কাৰ্য্য,Normal density function
flutter শব্দ,Normal process
সাধাৰণ নমুনা সংগ্ৰহ কৰা,Normal sampling
স্বাভাৱিক অনুপ্ৰৱেশ,Normalized admittance
সাধাৰণতে বন্ধ mosfet,Normally off MOSFET
ন&#39;ৰ-ন&#39;ৰ নেটৱৰ্ক,NOR-NOR network
নৰ্টন মডেল,Norton model
উত্তৰ চুম্বকীয় মেৰু,North magnetic pole
নৰ্টন প্ৰাইভেট লিমিটেড।,Norton a.c.
নৰ্টন এম্প্লিফায়াৰ,Norton amplifier
নৰ্টন বৰ্তনী,Norton circuit
নৰ্টন ডি.ডি.,Norton d.c.
নৰ্টন সমতুল্য বৰ্তনী,Norton equivalent circuit
নৰ্টন বিপৰীত আৰু বিপৰীত,Norton inverting and non-inverting
নৰ্টন অপাৰেচনেল এম্প্লিফায়াৰ,Norton Op-amp
নৰ্টন ইউটিলিটি,Norton utility
নহয়,NOT
কাৰ্য্য নহয়,NOT function
গেট নহয়,NOT gate
অপাৰেচন নহয়,NOT operation
সংকেত পদ্ধতি,Notation
খাঁজ এন্টেনা,Notch antenna
খাঁজ ফিল্টাৰ,Notch filter
npn ট্ৰেঞ্জিষ্টৰ,NPN transistor
এনটিএছচি আন্তঃপৃষ্ঠ,NTSC interface
n-ধৰণৰ অশুদ্ধি,N-type impurity
n-ধৰণৰ পদাৰ্থ,N-type material
নিউক্লিয়াছ,Nucleus
শূন্য,Null
খালী পদৰ বৃত্ত,Null cycle
শূন্য অফছেট ভল্টেজ,Null offset voltage
খালী পদৰ সূচক,Null pointer
সংখ্যাৰ ভিত্তি,Number base
সংখ্যা ভিত্তিক ৰূপান্তৰ,Number base conversion
পইণ্ট ক্ষতি,Number damage
নম্বৰ লুপ কি&#39;,Number lock key
সংখ্যা ব্যৱস্থা,Number system
সংখ্যাগত সহ-প্ৰচেছৰ,Numeric coprocessor
সংখ্যাগত কি পেড,Numeric keypad
সংখ্যাগত এপাৰচাৰ,Numerical aperture
সংখ্যাগত দূৰত্ব,Numerical distance
nuvicon,Nuwvicon
nyquist,Nyquist
nyquist বেণ্ড সম্প্ৰসাৰণ,Nyquist bandwidth
nyquist মাপকাঠী,Nyquist criterian
nyquist ব্যৱধান,Nyquist interval
nyquist নাড়ী,Nyquist pulse
nyquist হাৰ,Nyquist rate
nyquist স্থায়িত্বৰ মাপকাঠী,Nyquist stability criterion
nyquist উপপাদ্য,Nyquist theorem
উদ্দেশ্যমূলক মডিউল,Object module
বস্তুনিষ্ঠ কাৰ্যসূচী,Object program
বস্তুনিষ্ঠ লেন্স,Objective lens
বস্তুমুখী প্ৰগ্ৰেমিং,Object-oriented programming
অষ্টক,Octal
আশী বাছ ৰিচিভাৰ-প্ৰেৰণ কৰা,Octal bus transceiver
অষ্টক সংখ্যা ব্যৱস্থা,Octal number system
অষ্টক,Octave
অদ্ভুত ফাংচন,Odd function
"অদ্ভুত সমতা, অদ্ভুত উপমা",Odd parity
"অড&#39;মিটাৰ, পেথ&#39;মিটাৰ",Odometer
অফ লাইন,Off line
অ-মৌখিক সঁহাৰি,Off-axis response
"বিজুতি, অফছেট",Offset
অফছেট কোণ,Offset angle
অফছেট ষ্ট্ৰিম,Offset current
অফছেট ভুল,Offset error
অফছেট অপ্টিমাইজেচন,Offset trimming
অফছেট ভল্টেজ,Offset voltage
ওম,Ohm
ওমিক সংস্পৰ্শ,Ohmic contact
ওমিক ফিল্ড,Ohmic region
"ওমমিটাৰ, ওমমিটাৰ",Ohmmeter
ওমৰ নিয়ম,Ohm's law
প্ৰতি ভল্টত ওম,Ohm's per volt
তেলৰ চাৰ্কিট ব্ৰেকাৰ,Oil circuit breaker
সৰ্বদিশীয়,Omni directional
সৰ্বব্যাপী,Omni mode
OMR (অপ্টিকেল কভাৰ ৰিডিং),OMR (optical masked reading)
"অন ৰেজিষ্টেন্স, অন ৰেজিষ্টেন্স",ON resistance
ৰাজ্যৰ ওপৰত,ON state
চিপ ইম্প্লিচিট ডিকোডাৰ,On-chip decoding
ৱান শ্বট ষ্টেটিক মাল্টিভাইব্ৰেটৰ,One shot (monostable multivibrator)
ৱান-পাছ এছেম্বলাৰ,One-ass assembler
কাৰেণ্ট ৰেজিষ্টেন্স,One's complement
এটা ভ্ৰমণকাৰী পঞ্জীয়ন,One-way register control
অনলাইন ব্যৱস্থা,On-line system
"অন-অফ নিয়ন্ত্ৰক, অন-অফ নিয়ন্ত্ৰক",ON-OFF controller
অন-অফ কী কৰা,ON-OFF keying
কাৰ্য্যকৰী পৰিবৰ্ধক,OPAMP
অপাৰেটিং মিন এম্প্লিফায়াৰ,Op-amp average amplifier
কাৰ্য্যকৰী তুলনাকাৰী,Op-amp comparators
কাৰ্য্যকৰী পৰিবৰ্ধক বহুগুণক,OP-Amp multiplier
কাৰ্য্যকৰী ছফনি এম্প্লিফায়াৰ,Op-amp scaling amplifier
মুকলি সংগ্ৰাহক,Open collector
মুক্ত বিনিয়োগ,Open input
open loop খোলা লুপ,Open loop
খোলা তাঁৰৰ লাইন,Open wire line
মুক্ত বৰ্তনীৰ প্ৰাচল,Open circuit parameters
মুক্ত বৰ্তনীৰ ইম্পিডেন্স,Open-circuited impedance
মুক্ত লুপ লাভ,Open-loop gain
অপাৰেণ্ড,Operand
অপাৰেটিং এংগেল,Operating angle
সক্ৰিয়কৰণ ধৰণ,Operating mode
অপাৰেটিং পইণ্ট,Operating point
লজিষ্টিকছ,Operating system
অপাৰেটিং ফ্ৰিকুৱেন্সি,Operating frequency
"অপাৰেচন, অপাৰেচন",Operation
অপাৰেচন ক&#39;ড,Operation code
কাৰ্য্যকৰী পৰিবৰ্ধক,Operational amplifier
অপাৰেটৰজনক,Operator
অপটিকেল বিম,Optic ray
অপটিকেল যোগাযোগ,Optical communication
অপটিকেল ডিস্ক,Optical disk
অপটিকেল ক&#39;ডেক,Optical encoder
অপটিকেল ফাইবাৰ,Optical fiber
অপটিকেল ইনজেকচন,Optical injection
"অপটিকেল থাৰ্মোমিটাৰ, পাইৰ’মিটাৰ",Optical pyrometer
অপটিকেল ৰেকৰ্ডাৰ,Optical recorder
অপটিকেল ৰেকৰ্ডিং,Optical recording
অপটিকেল স্কেনিং,Optical scanning
অপটিকেল স্কোৱাৰ,Optical spectrum
অপটিকেল সংৰক্ষণ ডিভাইচ,Optical storage device
অপটিকেল কাপল্ড আইছ&#39;লেটৰ,Optically coupled isolator
"অনুকূল পক্ষপাতিত্ব, অনুকূল পক্ষপাতিত্ব",Optimum bias
অনুকূল ফিল্টাৰ,Optimum filter
অনুকূল ব্যৱস্থা,Optimum system
অনুকূল কামৰ কম্পাঙ্ক,Optimum working frequency
অপটিকেল কাপলাৰ,Opto-coupler
পোহৰৰ ইলেক্ট্ৰনিকছ ডিভাইচ,Optoelectronic device
অপটিকেল ইলেক্ট্ৰনিক্স,Opto-electronics
বা গেট,OR gate
শ্ৰেণী,Orbit
ফিল্টাৰ ক্ৰম,Order of a filter
সমীকৰণৰ ক্ৰম,Order of equation
সহজ ৰশ্মি,Ordinary ray
অৰ্থনৈতিক,Orthicon
উলম্ব গতিশীলতা,Orthodynamic
অৰ্থগনেল ক&#39;ড,Orthogonal code
লেটেন্সি নীতি,Orthogonality principle
দোলনীয় ডাইপোল,Oscillating electric dipole
দোলক,Oscillator
দোলক,Oscillator tuning ratio
"অচিলোগ্ৰাফ, অচিলোগ্ৰাফ",Oscillograph
অচিলোস্কোপ কেমেৰা,Oscilloscope camera
অচিলোস্কোপ,Oscilloscope probe
অফ-বেণ্ড সংকেত প্ৰদান,Out of band signaling
সমস্যা,Output
আউটপুট অনুপ্ৰৱেশ,Output admittance
আউটপুট বাফাৰ,Output buffer
আউটপুট বৈশিষ্ট্যসমূহ,Output characteristics
আউটপুট পৰিবাহীতা,Output conductance
আউটপুট ডিভাইচ,Output device
আউটপুট অফছেট ভল্টেজ,Output offset voltage
শক্তি উৎপাদন,Output power
আউটপুট ৰেজিষ্টেন্স,Output resistance
"প্ৰস্থান পৰ্যায়, প্ৰস্থান পৰ্যায়",Output stage
আউটপুট প্ৰমপ্ট,Output swing
আউটপুট ট্ৰেন্সফৰ্মাৰ,Output transformer
মিশ্ৰণ,Over compounding
অতি সংযুক্ত,Over coupled
হাইপাৰকাপলিং,Over coupling
অতিবিদ্যুৎ প্ৰবাহ ৰিলে,Over current relay
অতি-হতাশগ্ৰস্ত,Over damped
অপাৰেটিং মাল্টিপ্লাইয়াৰ,Over drive factor
হাইপাৰষ্টিমুলেচন,Over excitation
overflow,Over flow
ওভাৰলেপ গ্ৰুপ,Over lapping group
অভাৰমডুলেচন,Over modulation
শিক্ষণৰ প্ৰৱেশ,Over reach
নমুনা সংগ্ৰহৰ ওপৰত,Over sampling
অভাৰভোল্টেজ subable,Over voltage crowbar
অভাৰভোল্টেজ ডিটেক্টৰ,Over voltage detector
প্ৰেৰণা,Overcharging
শক্তিশালী এম্প্লিফায়াৰ,Overdriver amplifier
"overrunning, অভাৰ অপাৰেটিং",Over-driving
অভাৰলোড,Overload
অভাৰলোড সুৰক্ষা,Overload protection
অভাৰলোড পুনৰুদ্ধাৰৰ সময়,Overload recovering time
বেদখল,Overshoot
অভাৰটোন,Overtone
অভেন বতাহ,Owen bridge
অক্সিডেচন,Oxidation
অক্সাইড ভাঙন,Oxide breakdown
অক্সাইড বিচ্ছিন্নতা,Oxide isolation
পি-চেনেল ভাগ্য,P-channel FET
পেকেজিং,Packaging
সংকোচন ঘনত্ব,Packing density
পেডাৰ,Padder
পেড কেপাচিটৰ,Padder capacitor
পেডেল,Paddle
পেডেল চুইচ,Paddle switch
পৃষ্ঠা,Page
নেভিগেচন কি&#39;,Page down key
প্ৰজন্মৰ চাবি,Page up key
পৃষ্ঠাকৰণ,Paging
দম্পতি,Pair
কাগজৰ কেপাচিটৰ,Paper capacitor
পেৰাবলিক প্ৰতিফলক,Parabolic reflector
সমান্তৰাল কাউণ্টাৰ,Parallel counter
সমান্তৰাল তথ্য ইনপুট,Parallel data input
সমান্তৰাল আন্তঃপৃষ্ঠ,Parallel interface
সমান্তৰাল এপাৰচাৰ,Parallel port
সমান্তৰাল সম্পদ,Parallel processing
সমান্তৰাল অনুনাদ,Parallel resonance
সমান্তৰাল বিচ্যুতি,Parallel shift
সমান্তৰাল টিউন কৰা বৰ্তনী,Parallel tuned circuit
"সমান্তৰাল-ইনপুট, সমান্তৰাল-আউটপুট",PIPO parallel-in parallel-out
"সমান্তৰাল-ইনপুট, গ্ৰেড-আউট",PISO parallel-in series-out
প্ৰাচল সমতাকাৰী,Parametric equalizer
পেৰাবলিক এম্প্লিফায়াৰ,Paraphase amplifier
পৰজীৱী দিশ,Parasitic director
পৰজীৱী মৌল,Parasitic elements
পৰজীৱী উদ্দীপক,Parasitic excitation
অবাঞ্চিত দোলন,Parasitic oscillation
পৰজীৱী প্ৰতিফলক,Parasitic reflector
সমতা,Parity
সমতা খেলা,Parity bit
সমতা পৰীক্ষক,Parity checker
parity কোডাক,Parity encoder
পেৰিটি জেনেৰেটৰ,Parity generator
বিভাজন,Partition
"পৰক বেণ্ড, পৰক পট্টি",Pass-band
নিষ্ক্ৰিয় ৰিন্সিং পেড,Passive attenuator pad
নিষ্ক্ৰিয় বৰ্তনী,Passive circuit
"নিষ্ক্ৰিয় উপাদানসমূহ, নিষ্ক্ৰিয় উপাদানসমূহ",Passive component
নিষ্ক্ৰিয় শক্তি নেটৱৰ্ক,Passive electrical network
নিষ্ক্ৰিয় ফিল্টাৰ,Passive filter
অচল বোজা,Passive load
নিষ্ক্ৰিয় স্খলন,Passive pull up
"সংযোগকাৰী কৰ্ড, কৰ্ড",Patch cord
জৰাজীৰ্ণ হোৱা,Path loss
মডেল জেনেৰেটৰ,Pattern generator
নমুনা,Pattern recognition
প্ৰিণ্টেড চাৰ্কিট বৰ্ড (PCB),Pc board
p-চেনেল,P-channel
শিখৰ ডিটেক্টৰ,Peak detector
শিখৰ-শিখৰ,Peak to peak
শিখৰ-শিখৰ মাত্ৰা,Peak to peak amplitude
শিখৰ বগা স্তৰ,Peak white level
শিখৰ ডিটেক্টৰ,Peak-detector
শিখৰ ট্ৰেইলিং,Peak-follower
শিখৰণ কুণ্ডলী,Peaking coil
সমনীয়া বাৰ্তা প্ৰেৰণ,Pear protocol
পেডেষ্টেল উচ্চতা,Pedestal height
পেন্টিয়াম,Pentium
"সমস্তৰ, সমনীয়া",Peer to peer
শতাংশ নিয়ন্ত্ৰণ,Percent regulation
শতাংশ শক্তি,Percentage ripple
নিকটতম বিন্দু,Perigee
টাৰ্ণঅভাৰৰ সময়,Period
সময়ে সময়ে জোখ-মাখ কৰা,Period measurement
পুনৰাবৃত্তিমূলক তৰংগ ৰূপ,Periodic waveform
প্ৰান্তীয় টিপছ,Peripherals
স্থায়ী চুম্বক,Permanent magnet
পাৰ্যমান্যতা,Permeability
ডাইলেক্ট্ৰিক পইণ্ট,Permittivity
ভেকুৱাম ডাইলেক্ট্ৰিক,Permittivity of free space
পেৰাপ্লেক্স গ্লাছ,Perplex glass
দৃষ্টিশক্তিৰ নিষেধাজ্ঞা,Persistence of vision
বেকলাইট পৰ্দা,Persistence screen
পি-গ্লাছ,P-glass
শিল্প অস্পষ্টতা,Phase ambiguity
শিল্প কোণ,Phase angle
শিল্প পৰিৱৰ্তন ৰেকৰ্ডিং,Phase change recording
শিল্প তুলনাকাৰী,Phase comparator
শিল্প পৰিৱৰ্তক,Phase corrector
ফেজ কাৰেণ্ট,Phase current
আৰ্ট ডিটেক্টৰ,Phase detector
ফেজ বিচ্যুতি ধ্ৰুৱক,Phase deviation
শিল্প বৈচিত্ৰ্য পদ্ধতি,Phase discriminator method
শিল্প বিকৃতি,Phase distortion
শিল্প এনকোডিং,Phase encoding
শিল্প সমতাকাৰী,Phase equalizer
বিপৰীত বৰ্তনী,Phase inverter circuit
শিল্প অতীত,Phase locked
শিল্পৰ প্ৰান্ত,Phase margin
শিল্পৰ প্ৰান্ত,Phase margin
শিল্প জোখ-মাখ,Phase measurement
শিল্প মডুলেচন,Phase modulation
শিল্প প্ৰবন্ধ,Phase plot
পৰ্যায় বিচ্যুতি সহগ,Phase shift coefficient
শিল্প বিচ্যুতি দোলক,Phase shift oscillator
শিল্প বিভাজনকাৰী,Phase splitter
শিল্প লেমিনেচন বৰ্তনী,Phase splitting circuit
মাটি-পৃষ্ঠৰ সংযোজন,Phase to ground coupling
আৰ্ট-টু-আৰ্ট কাপলিং,Phase to phase coupling
শিল্প বেগ,Phase velocity
শিল্প সমন্বয়,Phasing
ফেজাৰ,Phasor
ফেজাৰ ডায়েগ্ৰাম,Phasor diagram
ফোন সমন্বয়ক,Phone connector
ফ&#39;ন&#39;গ্ৰাফ,Phonograph
ফ&#39;নন,Phonon
ফছফৰ,Phosphor
চিন্টিলেচন,Phosphorescence
আলোকিত কেথ&#39;ড,Photo cathode
ফটো ডাইঅ&#39;ড,Photo diode
ফটোডাইঅ&#39;ড ডিটেক্টৰ,Photo diode detector
পোহৰ নিৰ্গত কৰা চেন্সৰ,Photo emissive sensor
আলোকীয় উদ্দীপনা,Photo excitation
পোহৰৰ বাধা,Photo resist
ফটো SCR,Photo SCR (silicon control rectifier)
ফটোভল্টিক প্ৰভাৱ,Photo voltaic effect
আলোকপৰিবাহী কোষ,Photoconductive cell
অপটিকেল ড্ৰাইভাৰ,Photoconductor
লাইট কাপলাৰ,Photo coupler
ফটোডাইঅ&#39;ড,Photodiode
ফটোডু ডাইঅ&#39;ড,Photoduo diode
আলোকবিদ্যুৎ প্ৰভাৱ,Photo-electric effect
ফটোইলেক্ট্ৰিক সামগ্ৰী,Photo-electric yield
আলোকীয় উদ্দীপনা,Photo-excitation
ফটোগ্ৰাফিক মাস্ক গঠন,Photographic mask fabrication
ফটোগ্ৰাফিক ৰেকৰ্ড,Photographic recording
প্ৰকাশিত আয়নীয়কৰণ,Photo-ionisation
"ফটোলিথ&#39;গ্ৰাফী, ফটোলিথ&#39;গ্ৰাফী",Photolithography
পোহৰৰ গ্লো,Photoluminescence
ফটোইলেক্ট্ৰন এম্প্লিফায়াৰ,Photomultiplier
ফ&#39;টন,Photon
ভৌতিক ঠিকনা,Physical address
ভৌতিক ধ্ৰুৱক টেবুল,Physical constant table
পদাৰ্থ বিজ্ঞান স্মৃতিশক্তি,Physical memory
পাই-এটেনুৱেটৰ,Pi-attenuator
পিকো ফাৰাড (-),Pico-farad (10-12)
"ছবিৰ উপাদান, ছবিৰ উপাদান (পিক্সেল)",Picture element (pixel)
ছবিৰ তথ্য,Picture information
ছবি সংকেত,Picture signal
ছবি টিউব,Picture tube
ছেগমেণ্টেড ৰৈখিক মডেল,Piece wire linear model
বিভাজন ৰৈখিক আনুমানিক,Piecewise-linear approximation
ছেগমেণ্টেড ৰৈখিক বৰ্তনী,Piecewise-linear circuit
স্ফটিক দোলক বিন্ধিব,Pierce crystal oscillator
ইলেক্ট্ৰষ্টেটিক প্ৰভাৱ,Piezo electric effect
"এণ্ডাৰছমেণ্ট কাৰ্ড, পিগি বেক কাৰ্ড",Piggy back card
পাইলট কেৰিয়াৰ,Pilot carrier system
পিন,Pin
পিন কুশ্বন বিকৃতি,Pin cushion distortion
পিন ডাইঅ&#39;ড,PIN diode
পিন ভৰোৱা,Pin feed
পিন-ডায়াগ্ৰাম,Pin out diagram
পিন-ফটোডাইঅ&#39;ড,PIN photodiode
সংকোচন ভল্টেজ,Pinch off voltage
সংকোচন ৰোলাৰ,Pinch roller
সংকোচন ভল্টেজ,Pinch-off voltage
পিং-পং বাফাৰ,Ping-pong buffer
গোলাপী ৰঙৰ ৰং,Pink noise
পি-নাজ-এন-ডাইঅ’ড,P-intrinsic-N (PIN)diode
কোম্পানী,Pipe lining
কণ্ঠৰ পিচ,Pitch
পিচ বহুগুণক,Pitch factor
পিক্সেল,Pixel
কোপ্লেনাৰ ডাইঅ&#39;ড,Planar diode
কোপ্লেনাৰ প্ৰযুক্তি,Planar technology
প্লেনাৰ ট্ৰেঞ্জিষ্টৰ,Planar transistor
সমতল প্ৰতিফলক এৰে,Plane reflector array
সমতল ত্ৰিভুজ,Plane triangle
planck&#39;s ধ্ৰুৱক,Plqnk's constant
ৰোপণ কৰা,Planting
প্লাজমা,Plasma
প্লাজমা খুৱাই নিক্ষেপ কৰা,Plasma assisted deposition
প্লাজমা কালচাৰ কৰা চিভিডি,Plasma enhanced CVD
প্লাজমা প্ৰদৰ্শন,Plasma display
প্লেট মডুলেচন,Plate modulation
শুনা ইকুৱেলাইজাৰ,Playback equalizer
প্লটাৰ,Plotter
প্লাগ বৰ্ড,Plug board
পি-মছ,P-MOS
pn চুক্তি,P-n junction
pnpn গঠন,PN PN structure
পিএনপি ট্ৰেঞ্জিষ্টৰ,PNP transistor
ফাটি যোৱা শব্দ,Popcorn noise
পইণ্ট কন্টাক্ট ডাইঅ&#39;ড,Point contact diode
একক যোগাযোগ,Point to point communication
পোৱাচন সমীকৰণ,Poisson's equation
গোপনীয়তা,Pokel
মেৰু আধান,Polar mount
মেৰু উপগ্ৰহ,Polar orbiting satellite
মেৰু উপগ্ৰহ,Polar satellite
মেৰুকৰণ,Polarisation
মেৰুকৰণ মাৰ্জিন মাল্টিপ্লেক্সিং,Polarisation division multiplexing
মেৰুকৃত প্লাগ,Polarised plug
মেৰুত্ব,Polarity
মেৰুত্ব সূচক,Polarity indicator
মেৰুকৰণ,Polarization
মেৰুকৰণ,Polarization discrimination
মেৰুকৰণ,Polarization fading
মেৰুকৰণ ক্ষতি,Polarization loss
মেৰু-শূন্য প্ৰতিকাৰ,Pole-zero compensation
"ভোটদান সংকেত, নিৰ্বাচন সংকেত",Polling signal
বহুস্তৰীয় দোলক,Polyphase oscillator
পলিচিলিচাইড,Polysilicide
পলিচিলিকন,Polysilicon
পলিচিলিকন নিক্ষেপ,Polysilicon deposition
পলিচিলিকন মিশ্ৰণকাৰী,Polysilicon doping
পলিচিলিকন গেট,Polysilicon gate
পলিচিলিকন প্ৰতিৰোধক,Polysilicon register
পলিয়েষ্টাৰ কেপাচিটৰ,Polyster capacitor
সংখ্যা ওলোটা কৰা,Population inversion
বন্দৰ চিনাক্তকৰণ নম্বৰ,Port identification number
পৰ্টেবল কেমেৰা,Portable camera
পৰ্টেবল ৰঙৰ বাৰ জেনেৰেটৰ,Portable colour-bar generator
ইতিবাচক অন্ত,Positive edge
ইতিবাচক পুনৰ বিনিয়োগ,Positive feedback
ধনাত্মক পুনৰ বিনিয়োগ পৰিবৰ্ধক,Positive feedback amplifier
অৱস্থান সূচক,Positional notation
ধনাত্মক গেট,Positive gate
ধনাত্মক স্তৰৰ সূচক,Positive level detector
ইতিবাচক যুক্তি,Positive logic
ধনাত্মক পোহৰৰ বাধা,Positive photoresist
ধনাত্মক স্পন্দন,Positive pulse
ধনাত্মক সংপৃক্ততা ভল্টেজ,Positive saturation voltage
ধনাত্মক-ঋণাত্মক পলিলুপ ৰিচাৰ্জ,Positive-negative multiloop feedback
ধনাত্মক যোগান,Positive supply
সম্ভাৱ্য বাধা,Potential barrier
বিভৱৰ পাৰ্থক্য,Potential difference
সম্ভাৱ্য বিভাজক,Potential divider
সম্ভাৱ্য শক্তি,Potential energy
সম্ভাৱ্য গ্ৰেডিয়েণ্ট,Potential gradient
সম্ভাৱ্য পৰিৱৰ্তন,Potential variation
পটেনচিঅ&#39;মিটাৰ,Potentiometer
শক্তি পৰিবৰ্ধক,Power amplifier
শক্তি নিয়ন্ত্ৰণ বৰ্তনী,Power control circuit
ক্ষমতা নিৰ্ণয় কৰা,Power derating
শক্তিৰ ক্ষতি,Power dissipation
শক্তি কাৰক,Power factor
