Hindi,Bengali
अंतर्वेशी संदर्भ,অন্তর্ভুক্ত রেফারেন্স
अंतर्वेशी खंड,অন্তর্ভুক্ত বিভাগ
आगमन संदेश,আগত বার্তা
आगमन ट्रंक,আগত ট্রাঙ্ক
अभिसंबंधक,অসুবিধা
वृद्‍धि,বৃদ্ধি
वार्धिक अनुभाषक,"ক্রমবর্ধমান
 সংকলক"
वार्धिक अभिकलित्र,"ক্রমবর্ধমান
 কম্পিউটার"
वार्धिक निष्पादन,"ক্রমবর্ধমান
 মৃত্যুদন্ড কার্যকর"
वार्धिक समाकलित्र,"ক্রমবর্ধমান
 ইন্টিগ্রেটার"
वार्धिक निरूपण,"ক্রমবর্ধমান
 প্রতিনিধিত্ব"
वार्धिक सदिश,ইনক্রিমেন্টাল ভেক্টর
वर्धित्र,ইনক্রিমেন্টার
वृद्‍धि आमाप,বর্ধিত আকার
अंतःकोटि,ইন্ডেগ্রি
अभिस्थापन,ইন্ডেন্ট
अभिस्थापन टैब संप्रतीक,"ইন্ডেন্ট ট্যাব
 চরিত্র"
अनिर्धार्य तंत्र,"অনির্দিষ্ট
 পদ্ধতি"
अनिर्धार्य (X) अवस्था,"অনির্দিষ্ট (x)
 রাষ্ট্র"
सूचक गठन,সূচক বিল্ড
सूचक संप्रतीक,সূচক চরিত্র
सूचक आँकड़ा मद,সূচক ডেটা আইটেম
सूचित पता,সূচক ঠিকানা
सूचित आँकड़ा नाम,সূচকযুক্ত ডেটা নাম
सूचित आँकड़ा समुच्चय,সূচকযুক্ত ডেটা সেট
सूचित संचिका,সূচকযুক্ত ফাইল
सूचित अनुक्रमिक अभिगम विधि,"সূচকযুক্ত ক্রম
 অ্যাক্সেস পদ্ধতি"
सूचित अनुक्रमिक आँकड़ा समुच्चय,"সূচকযুক্ত ক্রম
 ডেটা সেট"
सूचित अनुक्रमिक संगठन,"সূচকযুক্ত ক্রম
 সংগঠন"
सूचक प्रविष्‍टि,সূচক এন্ট্রি
सूचक संचिका,সূচক ফাইল
सूचक विवर,সূচক গর্ত
सूचीकरण,সূচক
सूचीकरण एंव संक्षिप्‍तीकरण,"সূচক এবং
 বিমূর্ত"
सूचक नाम,সূচকের নাম
सूचक योजना,সূচক পরিকল্পনা
सूचक पंजी,সূচক রেজিস্টার
सूचक वापसी संप्रतीक,"সূচক রিটার্ন
 চরিত্র"
सूचक अनुक्रमिक संचिका,"সূচক ক্রম
 ফাইল"
सूचक अनुक्रमिक विधि,"সূচক ক্রম
 পদ্ধতি"
सूचक खाँचा,সূচক স্লট
सूचक पद,সূচক শব্দ
सूचक शब्द,সূচক শব্দ
सूचक,সূচক
परोक्ष अभिगम,পরোক্ষ অ্যাক্সেস
परोक्ष पता,পরোক্ষ ঠিকানা
परोक्ष पताभिगमन,পরোক্ষ ঠিকানা
परोक्ष अनुदेश,পরোক্ষ নির্দেশনা
व्यष्‍टि लाइन सेवा,"স্বতন্ত্র লাইন
 পরিষেবা"
अनुमिति इंजन,অনুমান ইঞ্জিন
"पादाक्षर, पादांक","নিকৃষ্ট
(= সাবস্ক্রিপ্ট)"
अनंत पैड विधि,অসীম প্যাড পদ্ধতি
मध्यप्रत्यय संकेतन पद्धति,ইনফিক্স স্বরলিপি
मध्यप्रत्यय संकारक,ইনফিক্স অপারেশন
"सूचना विज्ञान, सूचनिकी",তথ্য
सूचना,তথ্য
सूचनाधारक प्रणाल,"তথ্য-
 বহনকারী চ্যানেল"
सूचना द्वयंक,তথ্য বিট
सूचना प्रणाल,"তথ্য
 চ্যানেল"
सूचना अंतर्वस्तु,"তথ্য
 বিষয়বস্তু"
सूचना अंतर्वस्तु द्वि-आधारी एकक,"তথ্য
 বিষয়বস্তু বাইনারি
 ইউনিট"
सूचना अंतर्वस्तु दशमलव एकक,"তথ্য
 বিষয়বস্তু দশমিক
 ইউনিট"
सूचना अंतर्वस्तु स्वाभाविक एकक,"তথ্য
 বিষয়বস্তু প্রাকৃতিক
 ইউনিট"
सूचना लागत,তথ্য ব্যয়
सूचना पुनर्भरण तंत्र,"তথ্য
 প্রতিক্রিয়া সিস্টেম"
सूचना प्रवाह विश्‍लेषण,"তথ্য প্রবাহ
 বিশ্লেষণ"
सूचना फलन,"তথ্য
 ফাংশন"
सूचना विनिमय,"তথ্য
 ইন্টারচেঞ্জ"
सूचना माप,"তথ্য
 পরিমাপ করা"
सूचना संसाधन,"তথ্য
 প্রক্রিয়াজাতকরণ"
सूचना दर,তথ্য হার
सूचना प्रतिनयन,"তথ্য
 পুনরুদ্ধার"
सूचना प्रतिनयन तंत्र,"তথ্য
 পদ্ধতি পুনরুদ্ধার করা"
सूचना पृथक्कारी,"তথ্য
 বিভাজক"
सूचना अभिगम,তথ্য সিঙ্ক
सूचना स्रोत,"তথ্য
 সূত্র"
सूचना प्रौद्योगिकी,"তথ্য
 প্রযুক্তি"
सूचना सिद्‍धांत,তথ্য তত্ত্ব
सूचनान्तरण प्रतिरूपक,"তথ্য
 স্থানান্তর মডিউল"
सूचना शब्द,তথ্য শব্দ
"निहित पारदर्शिता, निहित पारदर्शिका","সহজাত
 স্বচ্ছতা"
निहित त्रुटि,উত্তরাধিকার সূত্রে ত্রুটি
संदमन निवेश,ইনপুট বাধা
संदमित अवस्था,বাধা রাষ্ট্র
संदमित संकेत,বাধা সংকেত
संदमन स्पंद,নাড়ি বাধা
घरेलू लाइन,ইন-হাউস লাইন
घरेलू तंत्र,ইন-হাউস সিস্টেম
प्रारंभिक पता,প্রাথমিক ঠিকানা
प्रारंभिक प्रतिबंध विधा,"প্রাথমিক অবস্থা
 মোড"
प्रारंभिक अनुदेश,প্রাথমিক নির্দেশ
प्रारंभिकीकरण,আরম্ভ
प्रारंभिकीकरण करना,আরম্ভ করুন
प्रारंभकारी नेमका,ইনিশিয়ালাইজার রুটিন
प्रारंभिक आदेश,প্রাথমিক আদেশ
प्रारंभिक प्रक्रिया,প্রাথমিক পদ্ধতি
प्रारंभिक क्रमादेश भारण,"প্রাথমিক প্রোগ্রাম
 ভার"
प्रारंभिक क्रमादेश भारक,"প্রাথমিক প্রোগ্রাম
 লোডার"
प्रारंभक प्रक्रिया,সূচনা পদ্ধতি
प्रारंभन कार्य,সূচনা টাস্ক
प्रारंभक/समापक,"সূচনা/টার্ম-
 নেটর"
अंकन,ইনকিং
स्पाही प्रधार मुद्रित्र,ইঙ্কজেট প্রিন্টার
स्याही एकरूपता,কালি ইউনিফর্মিটি
पंक्तिबंद्ध कूट,ইন-লাইন কোড
पंक्तिबद्ध प्रक्रिया,ইন-লাইন পদ্ধতি
पंक्तिबद्ध संसाधन,ইন-লাইন প্রসেসিং
पंक्तिबद्ध पुनःप्राप्ति,ইন-লাইন পুনরুদ্ধার
पंक्तिबद्ध उपनेमका,ইন-লাইন সাবরুটিন
अंतःकूट,অভ্যন্তরীণ কোড
अंतःस्थूल अनुदेश,"অভ্যন্তরীণ
 ম্যাক্রোইনস্ট্রাকশন"
अप्रचालनीय काल,অক্ষম সময়
घरेलू तंत्र,"ইন-প্ল্যান্ট সিস্টেম
 (= ইনহাউস
 পদ্ধতি)"
निवेशी क्षेत्र,ইনপুট অঞ্চল
निवेशी खंडक,ইনপুট ব্লক
निवेशी खंडक घटक,"ইনপুট ব্লকিং
ফ্যাক্টর"
निवेशी चयक पंजी,"ইনপুট বাফার
 নিবন্ধন"
निवेशी प्रणाल,ইনপুট চ্যানেল
निविष्ट आँकड़ा मान्यकरण,"তথ্য অন্তর্ভুক্তী
 বৈধতা"
निवेशी क्षेत्र,ইনপুট ক্ষেত্র
निवेशी अनुदेश कूट,"ইনপুট নির্দেশ
 কোড"
निवेशी कार्य शृंखला,ইনপুট কাজের স্ট্রিম
निवेशी सीमित क्रमादेश,"ইনপুট সীমাবদ্ধ
 কার্যক্রম"
निवेशी भरण,ইনপুট লোডিং
निवेश निर्गम बोर्ड,ইনপুট আউটপুট বোর্ড
निवेश निर्गम चयक,"ইনপুট আউটপুট
 বাফার"
निवेश निर्गम नियंत्रण,"ইনপুট আউটপুট
 নিয়ামক"
निवेश निर्गम नियंत्रण तंत्र,"ইনপুট আউটপুট
 নিয়ন্ত্রণ ব্যবস্থা"
निवेश निर्गम चक्र,ইনপুট আউটপুট চক্র
निवेश निर्गम युक्ति,"ইনপুট আউটপুট
 যন্ত্র"
निवेश निर्गम अंतरायन,"ইনপুট আউটপুট
 বাধা"
निवेश-निर्गम (नि/नि),ইনপুট-আউটপুট (আই/ও)
निवेश निर्गम क्रमादेश संग्रह,"ইনপুট আউটপুট
 গ্রন্থাগার"
निवेश निर्गम सीमित संक्रिया,"ইনপুট আউটপুট
 সীমিত অপারেশন"
निवेश निर्गम संसाधित्र,"ইনপুট আউটপুট
 প্রসেসর"
निवेश निर्गम संदर्भण,"ইনপুট আউটপুট
 রেফারেন্সিং"
निवेश निर्गम पंजी,"ইনপুট আউটপুট
 নিবন্ধন"
निवेश निर्गम नेमका,"ইনপুট আউটপুট
 রুটিন"
निवेश निर्गम अनुभाग,"ইনপুট আউটপুট
 অধ্যায়"
निवेश निर्गम कथन,"ইনপুট আউটপুট
 বিবৃতি"
निवेश निर्गम स्विचन,"ইনপুট আউটপুট
 স্যুইচিং"
निवेश निर्गम एकक,ইনপুট আউটপুট ইউনিট
निवेश प्रक्रम,ইনপুট প্রক্রিয়া
निवेश क्रमादेश,ইনপুট প্রোগ্রাম
निवेश पठित्र,ইনপুট রিডার
निवेश संदर्भ,ইনপুট রেফারেন্স
निवेश नेमका,ইনপুট রুটিন
निवेश अनुभाग,ইনপুট বিভাগ
निवेश अवस्था,ইনপুট রাজ্য
निवेश केंद्र,ইনপুট স্টেশন
निवेश भंडारण,ইনপুট স্টোরেজ
निवेश शृंखला,ইনপুট স্ট্রিম
निवेश अनुभादक,ইনপুট অনুবাদক
निवेश एकक,ইনপুট ইউনিট
निवेश मान्यकरण,ইনপুট বৈধতা
पूछताछ एंव संचालन संसाधन,"তদন্ত এবং
 লেনদেন
 প্রক্রিয়াজাতকরণ"
पूछताछ संप्रतीक,তদন্ত চরিত্র
पूछताछ प्रदर्श अंतक,"তদন্ত প্রদর্শন
 টার্মিনাল"
पूछताछ/उत्तर,অনুসন্ধান/উত্তর
पूछताछ/अनुक्रिया प्रचालन,"অনুসন্ধান/প্রতিক্রিয়া
 অপারেশন"
पूछताछ/अनुक्रिया संक्रिया पूछताछ केंद्र,তদন্ত স্টেশন
पूछताछ संचालन,তদন্ত লেনদেন
पूछताछ एकक,তদন্ত ইউনিট
चिरांकन,শিলালিপি
निवेशन,.োকান
निवेशन चित्र संप्रतीक,"সন্নিবেশ ছবি
 চরিত্র"
निवेशन छाँट,সন্নিবেশ বাছাই
अभ्यंतर संयंत्र,ভিতরে উদ্ভিদ
अंतःस्पूलन क्षेत्र,স্পুল এলাকায়
अधिष्ठापन शुल्क,ইনস্টলেশন চার্জ
अधिष्ठापन संसाधन कियंत्रक,ইনস্টলেশন প্রসেসিং নিয়ন্ত্রণ
अधिष्ठापन टेप क्रमांक,"ইনস্টলেশন টেপ
 সংখ্যা"
अधिष्ठापन काल,ইনস্টলেশন সময়
शृंखलाबद्ध प्रक्रिया,স্ট্রিম পদ্ধতি
अनुदेश,নির্দেশ
अनुदेश पता,নির্দেশের ঠিকানা
अनुदेश पता पंजी,"নির্দেশের ঠিকানা
 নিবন্ধন"
अनुदेश पता विराम,"নির্দেশের ঠিকানা
 থামুন"
अनुदेश क्षेत्र,নির্দেশিকা অঞ্চল
अनुदेश कूट,নির্দেশ কোড
अनुदेश अचर,"নির্দেশ
 ধ্রুবক"
अनुदेश नियंत्रण एकक,"নির্দেশ নিয়ন্ত্রণ
 ইউনিট"
अनुदेश गणित्र,নির্দেশনা কাউন্টার
अनुदेश गड्डी अनुदेश कूटवाचक,নির্দেশিকা ডেক নির্দেশিকা ডিকোডার
अनुदेश संरूप,নির্দেশ ফর্ম্যাট
अनुदेश मिश्रण,নির্দেশনা মিশ্রণ
अनुदेश आपरिवर्तक,"নির্দেশ
 সংশোধক"
अनुदेश गड्डी,নির্দেশ প্যাক
अनुदेश पंजी,নির্দেশিকা নিবন্ধ
अनुदेश परिसमुच्चय,"নির্দেশ
 পুস্তক"
अनुदेश समुच्चय,নির্দেশনাবলী
अनुदेश कथन,"নির্দেশ
 বিবৃতি"
अनुदेश भंडारण,নির্দেশিকা সঞ্চয়
अनुदेश शब्द,নির্দেশ শব্দ
पूर्णांक अचर,পূর্ণসংখ্যা ধ্রুবক
पूर्णांक प्रोग्रामन,"পূর্ণসংখ্যা
 প্রোগ্রামিং"
पूर्णांक चर,পূর্ণসংখ্যার পরিবর্তনশীল
पूर्णांकीय परिसीमा,অবিচ্ছেদ্য সীমানা
एकीकृत अनुकूलित्र,ইন্টিগ্রেটেড অ্যাডাপ্টার
एकीकृत संलग्निका,"সমন্বিত
 সংযুক্তি"
एकीकृत संचार अनुकूलित्र,"সমন্বিত
 যোগাযোগ
 অ্যাডাপ্টার"
एकीकृत आँकड़ा संचय,"সংহত ডেটা
 বেস"
एकीकृत आँकड़ा संसाधन,"সংহত ডেটা
 প্রক্রিয়াজাতকরণ"
एकीकृत अंकीय जालक्रम,"সংহত ডিজিটাল
 অন্তর্জাল"
एकीकृत चक्रिका,ইন্টিগ্রেটেড ডিস্ক
एकीकृत यंत्रानुकारी,"সমন্বিত
 এমুলেটর"
एकीकृत संचिका अनुकूलित्र,"সংহত ফাইল
 অ্যাডাপ্টার"
एकीकृत मोडेम,ইন্টিগ্রেটেড মডেম
एकीकृत प्रक्रिया सामग्री,"সমন্বিত
 সফটওয়্যার"
एकीकृत शब्द संसाधन,"সংহত শব্দ
 প্রক্রিয়াজাতকরণ"
एकीकृत शब्द संसाधित्र,"সংহত শব্দ
 প্রক্রিয়াজাতকরণ
 সরঞ্জাম"
समाकलनी मोटर,সংহত মোটর
अभिज्ञ नियंत्रक,"বুদ্ধিমান
 নিয়ামক"
अभिज्ञ प्रतिलिपिक,বুদ্ধিমান কপিয়ার
अभिज्ञ अंतक,"বুদ্ধিমান
 টার্মিনাল"
बोधगम्य अप्रासंगिक सिग्नल,"বোধগম্য ক্রস
 আলাপ"
अन्योन्यक्रिया,মিথষ্ক্রিয়া
अन्योन्यक्रिया आलेखिकी,"ইন্টারেক্টিভ
 গ্রাফিক্স"
अन्योन्यक्रिया कुंजीपटल मुद्रित्र,"ইন্টারেক্টিভ
 কীবোর্ড প্রিন্টার"
अन्योन्यक्रिया नेमका,ইন্টারেক্টিভ রুটিন
अन्योन्यक्रिया तंत्र,ইন্টারেক্টিভ সিস্টেম
अंतराखंडक अंतराल,ইন্টারব্লক গ্যাপ
अपरोधित अंतर,"বাধা
 টার্মিনাল"
अपरोधक ट्रंक,বাধা ট্রাঙ্ক
अपरोधक प्रचालन,ইন্টারসেপ্ট অপারেটর
अपरोध सेवा,বাধা পরিষেবা
अन्योन्यसंचारी तंत्र,আন্তঃসংযোগ ব্যবস্থা
अन्योन्यसंचारी सेवा,ইন্টারকম পরিষেবা
परस्पर संबंधक एकक,"আন্তঃসংযোগ
 ইউনিট"
अंतराचक्र,ইন্টারসাইকেল
अंतराकेंद्रीय प्रणाल,"ইন্টারএক্সচেঞ্জ
 চ্যানেল"
अंतरापृष्ठ,ইন্টারফেস
अंतरापृष्ठ संसाधित्र,"ইন্টারফেস
 প্রসেসর"
अंतरापृष्ठ नेमका,ইন্টারফেস রুটিন
अंतरापृष्ठ विनिर्देश,"ইন্টারফেস
 স্পেসিফিকেশন"
अंतर्लग्न,ইন্টারফিক্স
अंतरिक लेबल,অভ্যন্তর লেবেল
अंतरभाषा,আন্তঃল্যাং
अंतःपत्रण,ইন্টারলিভ
अंतःपत्रित सारणी,ইন্টারলিভেড অ্যারে
अंतःपत्रित पादाक्षर,"ইন্টারলিভড
 সাবস্ক্রিপ্ট"
अंतःपत्रण,ইন্টারলিভিং
विष्कंभक,অন্তরায়
मध्यवर्ती चयक,"মধ্যবর্তী
 বাফার"
मध्यवर्ती वितरण फ्रेम,"মধ্যবর্তী
 বিতরণ
 ফ্রেম"
मध्यवर्ती उपकरण,"মধ্যবর্তী
 সরঞ্জাম"
मध्यवर्ती आसंधि,মধ্যবর্তী নোড
मध्यवर्ती पारक (शाटन),"মধ্যবর্তী পাস
 (শ্রেণীবিভাজন)"
मध्यवर्ती योगफल,মধ্যবর্তী মোট
अंतरासंदेश विलंब,মধ্যবর্তী বিলম্ব
अंतरायिक त्रुटि,মাঝে মাঝে ত্রুটি
अन्तर्मिश्र टेप,ইন্টারমিক্স টেপ
आंतरिक खंडक,অভ্যন্তরীণ ব্লক
आंतरिक संरूप,অভ্যন্তরীণ ফর্ম্যাট
आंतरिक खंडन,"অভ্যন্তরীণ
 খণ্ডন"
आंतरिक अंतरायन,অভ্যন্তরীণ বাধা
आंतरिक लेबल,অভ্যন্তরীণ লেবেল
आंतरिक स्मृति,অভ্যন্তরীণ মেমরি
आंतरिक निदर्श,অভ্যন্তরীণ মডেল
आंतरिक नाम,অভ্যন্তরীণ নাম
आंतरिक प्रक्रिया,অভ্যন্তরীণ পদ্ধতি
आंतरिक पठित्र,অভ্যন্তরীণ পাঠক
आंतरिक विवरणिका,অভ্যন্তরীণ স্কিমা
आंतरिक शाटन,অভ্যন্তরীণ বাছাই
आंतरिक भंडारण,অভ্যন্তরীণ সংরক্ষণ ব্যবস্থা
आंतरिक पाठ्यांश,অভ্যন্তরীণ পাঠ্য
आंतरिक कालद,অভ্যন্তরীণ টাইমার
आंतरिक लिपिक,অভ্যন্তরীণ লেখক
आंतर्राष्ट्रीय बीजीय भाषा,"আন্তর্জাতিক
 বীজগণিত
 ভাষা"
अंतर्राष्ट्रीय सीधा डायलन,"আন্তর্জাতিক
 দিকের দূরত্ব
 ডায়ালিং"
अंतर्राष्ट्रीय मानकीकरण संघ (आइसो),"আন্তর্জাতিক
 জন্য সংস্থা
 মানীকরণ
 (আইএসও)"
अंतर्राष्ट्रीय अभिलेख वाहक,"আন্তর্জাতিক
 রেকর্ড ক্যারিয়ার"
अंतराकेंद्र प्रणाल,ইন্টারফিস ট্রাঙ্ক
अंतरास्थापन,ইন্টারপজিশনিং
अंतरास्थापन ट्रंक,ইন্টারপজিশন ট্রাঙ্ক
निर्वचक,দোভাষী
निर्वचक कूट,দোভাষী কোড
निर्वचनात्मक कूट,ব্যাখ্যামূলক কোড
निर्वचनात्मक निष्पादन,"ব্যাখ্যামূলক
 মৃত্যুদন্ড কার্যকর"
निर्वचनात्मक क्रमादेश,"ব্যাখ্যামূলক
 কার্যক্রম"
निर्वचनात्मक नेमका,"ব্যাখ্যামূলক
 রুটিন"
निर्वचनात्मक अनुरेख क्रमादेश,"ব্যাখ্যামূলক ট্রেস
 কার্যক্রম"
अंतरा अभिलेख अंतराल,ইন্টাররেকর্ড গ্যাপ
अधिमुद्रण,আন্তঃব্যাং
प्रश्नसंचारण,জিজ্ঞাসাবাদ
प्रश्नन,জিজ্ঞাসাবাদ
प्रश्नित्र,জিজ্ঞাসাবাদক
अंतरायन निवेदन-संकेत,"ইন্টাররপুট অনুরোধ
 সংকেত"
अंतराय चालित्र,বাধা চালক
अंतराय हस्तक,বাধা হ্যান্ডলার
अंतरायनीय नेमका,"বাধা
 রুটিন"
अंतरायनीय तंत्र,"বাধা
পদ্ধতি"
अंतरायन जालक्रम,"বাধা
 অন্তর্জাল"
अंतरायन विलंबता,বাধা বিলম্ব
अंतरायन बंधता,বাধা লিঙ্কেজ
अंतरामयन आच्छद,বাধা মুখোশ
अंतरायन प्राथमिकता,বাধা অগ্রাধিকার
अंतरायन चित्तीयन,বাধা স্ট্যাকিং
अंतरायन प्रपाश,বাধা ফাঁদ
अंतरायन प्रवर्तक संकेत,"বাধা ট্রিগার
 সংকেত"
अंतरायन सदिश,বাধা ভেক্টর
अंतरा उपग्रह कड़ी,ইন্টারসেটেলাইট লিঙ্ক
अंतरा अवस्था छिद्रण,"ইন্টারস্টেজ
 ঘুষি মারছে"
अंतरा प्रतीक व्यतिकरण,"আন্তঃসাম্বল
 হস্তক্ষেপ"
अंतराल सेवा मान,"ব্যবধান পরিষেবা
 মান"
अंतराल कालद,ব্যবধান টাইমার
अंतरा प्रचालन,আন্তঃসংযোগ
घनिष्ठ संपर्क,অন্তরঙ্গ
राज्यांतर्गत शुल्क,অন্তঃসত্ত্বা টোল
अतिक्रमण टोन,অনুপ্রবেশ টোন
अमान्य संप्रतीक,অকার্যকর চরিত্র
अमान्य अपवर्जी संदर्भ,"অবৈধ একচেটিয়া
 রেফারেন্স"
अमान्य कुंजी अवस्था,"ভুল চাবি
 শর্ত"
तालिका मुख्य संचिका,"ইনভেন্টরি মাস্টার
 ফাইল"
प्रतिलोमन,উল্টো
प्रतिलोमित संचिका,উল্টানো ফাইল
प्रतिलोमित्र,বৈদ্যুতিন সংকেতের মেরু বদল
नियंत्रण सूची,আমন্ত্রণ তালিকা
उत्क्रियण,অনুরোধ
उत्क्रिय करना,আহ্বান
उत्क्रियित प्रक्रिया,আহ্বান পদ্ধতি
उत्क्रियण खण्डक,অনুরোধ ব্লক
अंतरायन संकेत,আয়নারেট সিগন্যাল
अपुनःप्राप्य त्रुटि,"অপ্রয়োজনীয়
 ত্রুটি"
असंगति,অপ্রাসঙ্গিকতা
अनुत्क्रमणीय चुंबकीय प्रक्रम,"অপরিবর্তনীয়
 চৌম্বকীয় প্রক্রিয়া"
विलग स्थान,বিচ্ছিন্ন অবস্থান
आइसो आमाप,আইএসও আকার
आइसो मानक,আইএসও স্ট্যান্ডার্ড
मद अग्रेषण,আইটেম অগ্রিম
मदगणना,আইটেম গণনা
मद आमाप,আইটেমের আকার
पुनरावर्तन,পুনরাবৃত্তি
पुनरावृत्ति,পুনরাবৃত্তি
पुनरावृत्ति गुणक,পুনরাবৃত্তি ফ্যাক্টর
पुनरावृत्ति नेमका,পুনরাবৃত্তি রুটিন
पुनरावर्ती कुरु समूह,পুনরাবৃত্ত ডু-গ্রুপ
पुनरावर्ती संक्रिया,পুনরাবৃত্ত অপারেশন
आइवर्सन संकेतन,আইভারশন স্বরলিপি
आकंप,জিটার
कार्य प्रचय,জব ব্যাচ
कार्य संवर्ग,কাজের ক্লাস
"कार्य नियंत्रण, कार्य आख्यापन",চাকরি নিয়ন্ত্রণ
कार्य आख्यापन भाषा,"চাকরি নিয়ন্ত্রণ
 ভাষা"
"कार्य नियंत्रण कथन, कार्य आख्यापन कथन","চাকরি নিয়ন্ত্রণ
 বিবৃতি"
कार्य परिभाषा,কাজের সংজ্ঞা
कार्य प्रवाह नियंत्रण,চাকরি-প্রবাহ নিয়ন্ত্রণ
कार्य निवेश युक्ति,জব ইনপুট ডিভাইস
कार्य निवेश संचिका,জব ইনপুট ফাইল
कार्य निवेश धारा,কাজের ইনপুট স্ট্রিম
कार्य क्रमादेश संग्रह,জব লাইব্রেরি
कार्य प्रबंध,চাকরি ব্যবস্থাপনা
कार्य नाम,কাজের নাম
कार्यान्मुख भाषा,"চাকরিমুখী
 ভাষা"
कार्यान्मुख अंतक,"চাকরিমুখী
 টার্মিনাল"
कार्य निर्गम युक्ति,কাজের আউটপুট ডিভাইস
कार्य निर्गम संचिका,কাজের আউটপুট ফাইল
कार्य निर्गम धारा,কাজের আউটপুট স্ট্রিম
कार्य संकुल क्षेत्र,জব প্যাক অঞ্চল
कार्य प्रथमिकता,কাজের অগ্রাধিকার
कार्य संसाधन,কাজের প্রক্রিয়াজাতকরণ
कार्य क्रमादेश विधा,জব প্রোগ্রাম মোড
कार्य पुन: प्राप्ति नियंत्रण संचिका,"চাকরি-পুনরুদ্ধার
 ফাইল নিয়ন্ত্রণ করুন"
कार्य पृथक्कारी पृष्ठ,চাকরি বিভাজক পৃষ্ঠা
कार्य कथन,কাজের বিবৃতি
कार्य चरण,কাজের পদক্ষেপ
कार्य चरण समारंभन,কাজের পদক্ষেপ দীক্ষা
कार्य चरण पुनः प्रारंभन,কাজের পদক্ষেপ পুনঃসূচনা
कार्य उत्तोलक,জব স্টিক
कार्य धारा,কাজের স্ট্রিম
कार्य सहाय क्रमादेश,কাজ সমর্থন টাস্ক
सुस्थितिकरण,জগল
सम्मिलन,যোগ দিন
संयुक्त अभिगम लागत,যৌথ অ্যাক্সেস ব্যয়
संयुक्त सुचना अंतर्वस्तु,যৌথ তথ্য সামগ্রী
जोसेफसन संथि,জোসেফসন জংশন
यथारूप,জার্নাল
यथारूपता,জার্নালিং
यथारूप प्रतिवेदन,জার্নাল রিপোর্ট
यथारूप टेप,জার্নাল টেপ
जंबो समूह,জাম্বো গ্রুপ
झंपक,জাম্পার
झंप वरणीय,জাম্পার নির্বাচনযোগ্য
झंपक अनुदेश,জাম্প নির্দেশ
संधिक,Junktor
कबाड़,জাঙ্ক
औचित्य,ন্যায্যতা
औचित्य परिसर,ন্যায়সঙ্গত পরিসীমা
उचित उपांत,ন্যায়সঙ্গত মার্জিন
कारनाफ प्रतिचित्र,কর্নহো মানচিত্র
कटकना वर्णमाला,কাতাকনা
न्यूनन क्षमता,কার্নিং
कुंजीपटल,কীবোর্ড
कुंजीपटल अभिकलित्र,"কীবোর্ড
 কম্পিউটার"
कुंजीपटल प्रविष्टि,কীবোর্ড এন্ট্রি
कुंजीपटल पूछताछ,কীবোর্ড তদন্ত
कुंजीपटल तालाबंदी,কীবোর্ড লকআউট
कुंजीपटल अवछिद्रित्र,"কীবোর্ড
 ছিদ্রকারী"
कुंजीपटल छिद्रित्र,কীবোর্ড পাঞ্চ
कुंजीपटल प्रेषण प्राप्ति,"কীবোর্ড
 পাঠান এবং গ্রহন করা"
कुंजी टक,কী ক্লিক করুন
कुंजी टक निस्यंदक,কী-ক্লিক ফিল্টার
कुंजी-परिचालित,কী চালিত
कुंजीयित सीधा अभिगम,"চাবি প্রত্যক্ষ
 অ্যাক্সেস"
कुंजी-गुढ़लेखन कुंजी,কী-এনক্রিপ্টিং কী
कुंजी प्रविष्टि,কী এন্ট্রি
दुतान्वेषण,"কী ভাঁজ =
 হ্যাশিং"
कुंजीरव,চেইং চিপ
कुंजीयन तरंग,কীিং তরঙ্গ
कुंजी आवरण,কী মাদুর
कुंजी पैड,কী প্যাড
मुख्य वाक्यांश,মূল পর্ব
कुंजी स्पंद,কী পালস
कुंजी स्पंदन संकेत,কী-পালসিং সিগন্যাল
कुंजी छिद्रित्र,কী পাঞ্চ
कुंजी शाटन,কী বাছাই
कुंजी आघात,কী স্ট্রোক
कुंजी आघात सत्यापन,"কী স্ট্রোক
 প্রতিপাদন"
कुंजी टेप,কী টেপ
कुंजी दूरभाष सेट,কী টেলিফোন সেট
कुंजी दूरभाष-तंत्र,"কী টেলিফোন
 পদ্ধতি"
कुंजी से चक्रिका,কী-টু-ডিস্ক
कुंजी से नम्यिका,ফ্লপি কী
कुंजी से टेप,টেপের কী
कुंजी रूपांतरण,মূল রূপান্তর
प्रांसगिक मुख्य शब्द,"মূল শব্দ
প্রসঙ্গ"
मुख्य शब्द प्राचल,"কী-শব্দ
 প্যারামিটার"
किलोवॉड,কিলোবাউড
किलोबाइट,কিলোবাইট
किलोमेगा,কিলোমেগা
किप्स,কিপস (কিলোইনস্ট্রাকশনস-পার্সেকেন্ড)
लेबल अचर,ধ্রুবক লেবেল
लेबलित सार्व व्यंजक,সাধারণ লেবেল
लेबनल,লেবেলিং
लेबल सूची,লেবেল তালিকা
लेबल अभिलेख,লেবেল রেকর্ড
लेबल चर,লেবেল পরিবর্তনশীল
अधिछिद्रित पत्रक,লেসড কার্ড
थल-लाइन सुविधा,ল্যান্ড-লাইন সুবিধা
भाषा (कोबोल),ভাষা (সিওবিএল)
भाषा परिवर्तित्र,"ভাষা
 রূপান্তরকারী"
भाषा निर्वचक,"ভাষা
 দোভাষী"
