Assamese,Odiya
শীৰ্ষ ছাঁটনি,ଉପର ଛେଦନ
বেৰা,ବାଡ଼
জিম্মাত ৰখা,ହେପାଜତ
কুণ্ডলিনী,କୁଣ୍ଡାଲିନି |
হেমাটাইট,ହେମାଟାଇଟ୍ |
১.বনৌষধি ২.বনৌষধি,1. b ଷଧ 2. b ଷଧ |
১.উদ্ভিদ সংগ্ৰহ ২.উদ্ভিদ সংগ্ৰহালয়,1. ବଟାନିକାଲ୍ କଲେକ୍ସନ୍ 2. ବଟାନିକାଲ୍ ସଂଗ୍ରହାଳୟ |
ঘাঁহনিনাশক,b ଷଧୀୟ
বংশগততা,ବଂଶାନୁକ୍ରମିକ
বংশগততা,ବଂଶାନୁକ୍ରମିକ
উভলিংগী,ସମଲିଙ୍ଗୀ
হেটেৰ&#39;ক্ৰ&#39;মেটিক,ହେଟେରୋକ୍ରୋମାଟିକ୍ |
হেটেৰ&#39;ফাৰ্টিলাইজেচন,ହେଟେରୋଫର୍ଟିଲାଇଜେସନ୍ |
১.হাইব্ৰিড’জ ২.হেটেৰ’ছিছ,1. ହାଇବ୍ରିଡୋଜ 2. ହେଟେରୋସିସ୍ |
লিংগক্ৰম&#39;জম,ସେକ୍ସକ୍ରୋମୋଜୋମ୍ |
লালন-পালন কৰা,ପୋଷଣ
হেক্সাডেচিমেল,ଷୋଡେସିମାଲ୍ |
ঠাণ্ডা নিদ্ৰা,ଶୀତଳତା
উচ্চ ঘনত্বৰ ৰোপণ কৰা,ଉଚ୍ଚ ସାନ୍ଦ୍ରତା ବୃକ୍ଷ ରୋପଣ |
১.পিণ্ডলক ২.পাহাৰ (ধান),1. ପିଣ୍ଡଲକ୍ 2. ପାହାଡ (ଧାନ)
হিষ্টোগ্ৰাম,ହିଷ୍ଟୋଗ୍ରାମ୍ |
হাই টেক উদ্যান শস্য,ଉଚ୍ଚ ବ tech ଷୟିକ ଉଦ୍ୟାନ କୃଷି |
১.দৈ ২.মৌচাক,1.curd 2. hive
1. অপতৃণ কাটিব পৰা 2. অপতৃণ কাটিব পৰা,1. ତୃଣକ 2. ତୃଣକ
ধৰি ৰখা,ଧରିବା
ব্যক্তিগত পাম,ଘରୋଇ ଚାଷ
হোমিঅ&#39;ষ্টেছিছ,ହୋମିଓଷ୍ଟାସିସ୍ |
গৃহভূমি,ମାତୃଭୂମି
সমতা,ଏକତା
1. সমজাতীয় 2. সমজাতীয়,1. ସମଲିଙ୍ଗୀ 2. ସମଲିଙ୍ଗୀ |
সহানুভূতিশীল,ସହାନୁଭୂତି
সমযোজী,ସମଲିଙ୍ଗୀ
১.খুৰিকা ২.খাদ্যৰ পাত্ৰ ৩.হাপাৰ,1. ଖୁରଲିକା 2. ଖାଦ୍ୟ ପାତ୍ର 3. ହାପର୍ |
১.স্তৰ ২.দিগন্ত,1. ସ୍ତର 2. ରାଶି
উদ্যান শস্য,ଉଦ୍ୟାନ କୃଷି ଫସଲ |
১/ উদ্যান শস্য ২. উদ্যান শস্য ৩. উদ্যান শস্য ৪. উদ্যান শস্য,1. ଉଦ୍ୟାନ କୃଷି 2. ଉଦ୍ୟାନ କୃଷି 3. ଉଦ୍ୟାନ କୃଷି 4. ଉଦ୍ୟାନ କୃଷି
