Assamese,Kannada
এন্টিফাংগেল,ಶಿಲೀಂಧ್ರನಾಶಕ
ভেঁকুৰ,ಶಿಲೀಂಧ್ರ
১.খুদ ২.সীতা,1. ಖುದ್ 2. ಸೀತಾ
1. সংযোজন 2. সংযোজন,1. ಫ್ಯೂಷನ್ 2. ಫ್ಯೂಷನ್
কপাহী উল,ಹತ್ತಿ ಉಣ್ಣೆ
লোমশ,ಕೂದಲುಳ್ಳ
১/ গছৰ ঘা ২.পিতিকা,1. ಮರದ ಹುಣ್ಣು 2. ಪಿಟಿಕಾ
1. গেমেট 2. গেমেট,1. ಗ್ಯಾಮೆಟ್‌ಗಳು 2. ಗ್ಯಾಮೆಟ್‌ಗಳು
১.বাৰী ২.বাগিচা,1. ಉದ್ಯಾನ 2. ಉದ್ಯಾನ
১.পান্সাল ২.হাইড্ৰমিটাৰ,1. ಪಾನ್ಸಾಲ್ 2. ಹೈಡ್ರೋಮೀಟರ್
জিন সংগ্ৰহ,ಜೀನ್ ಸಂಗ್ರಹ
জিন টেগন,ಜೀನ್ ಟ್ಯಾಗನ್
বংশাৱলী,ವಂಶಾವಳಿ
জিন মেপ,ಜೀನ್ ನಕ್ಷೆ
জেনেটিক্স,ಆನುವಂಶಿಕ
১/ জিনম ২.সাংগেনে,1. ಜಿನೋಮ್ 2. ಸಂಜೀನ್
সঞ্জিনী সংগ্ৰহ,ಸಂಜಿನಿ ಸಂಗ್ರಹ
জিনমিক্স,ಜೀನೋಮಿಕ್ಸ್
জিন প্ৰকাৰ,ಜೀನೋಟೈಪ್
১.জিনৰ গঠন ২.জিনৰ প্ৰকাৰ,1. ಜೀನ್ ರಚನೆ 2. ಜೀನ್ ಪ್ರಕಾರ
বংশ,ವಂಶಾವಳಿ
১. প্ৰজাতি ২. বংশ,1. ಕುಲ 2. ವಂಶ
১.বীজাণু ২.বীজাণু,1. ಸೂಕ್ಷ್ಮಾಣು 2. ಸೂಕ್ಷ್ಮಾಣು
বীজাণুনাশক,ಕ್ರಿಮಿನಾಶಕ
অংকুৰণ,ಮೊಳಕೆಯೊಡೆಯುವಿಕೆ
১/ জীৱাণুপ্লাজম ২.জীৱাণুপ্লাজম,1. ಜರ್ಮ್ಪ್ಲಾಸಂ 2. ಜರ್ಮ್ಪ್ಲಾಸಂ
জিবেৰেলিক এচিড,ಗಿಬ್ಬರೆಲಿಕ್ ಆಮ್ಲ
গোটাওক,ಕೊಯ್ಲು
তুষ,ತುಶ್
১/ গ্লুটেন ২,1. ಅಂಟು 2. ಹೊಟ್ಟೆಬಾಕತನ
গ্লাইকোলাইছিছ,ಗ್ಲೈಕೋಲಿಸಿಸ್
বঢ়িয়া,Sundara
সোণালী বিপ্লৱ,ಸುವರ್ಣ ಕ್ರಾಂತಿ
1. শ্ৰেণীবিভাজন 2. শ্ৰেণীবিভাজন 3. স্তৰবিন্যাস,1. ವರ್ಗೀಕರಣ 2. ವರ್ಗೀಕರಣ 3. ಶ್ರೇಣೀಕರಣ
1. গ্ৰাফ্ট কৰা উদ্ভিদ 2. পেনুম্ব্ৰেল উদ্ভিদ,1. ನಾಟಿ ಸಸ್ಯ 2. ಪೆನಂಬ್ರಲ್ ಸಸ್ಯ
কলম অসামঞ্জস্যপূৰ্ণ,ಪೆನ್ ಅಸಮಂಜಸ
গ্ৰানা,ಗ್ರಾನಾ
গ্ৰেনুলেচন,ಗ್ರಾನುಲೇಷನ್
সেউজীয়া গোবৰ,ಹಸಿರು ಗೊಬ್ಬರ
সেউজ বিপ্লৱ,ಹಸಿರು ಕ್ರಾಂತಿ
বৃদ্ধি আৰু বিকাশ,ಬೆಳವಣಿಗೆ ಮತ್ತು ಅಭಿವೃದ್ಧಿ
১/ আঁঠুৰ ৰোগ,1. ಗಮ್ ರೋಗ
বিষমযৌন,ಭಿನ್ನಲಿಂಗೀಯ
1. প্ৰকৃতি 2. প্ৰকৃতি 3. ৰূপগুণ 4. ৰূপ,1. ಪ್ರಕೃತಿ 2. ಪ್ರಕೃತಿ 3. ರೂಪಗುಣ 4. ತೋರಿಕೆ
১.অলা ২.কৰকাপাট ৩.কৰ্কা,1. ಓಲ 2. ಕರ್ಕಪಟ 3. ಕರ್ಕ
ৰোমিলৱাচ,ರೋಮಿಲ್ವಾಚ್
চেলাইন চিষ্ট,ಲವಣಯುಕ್ತ ಚೀಲ
harrow,ಹಾರೋ
১.চপোৱা সূচকাংক ২.চপোৱা সূচকাংক,1. ಕೊಯ್ಲು ಸೂಚ್ಯಂಕ 2. ಕೊಯ್ಲು ಸೂಚ್ಯಂಕ
১.চপোৱা ২.চপোৱা শস্য ৩.সমাপ্ত শস্য ৪.উৎপাদন,1. ಕೊಯ್ಲು 2. ಕೊಯ್ಲು ಮಾಡಿದ ಬೆಳೆ 3. ಮುಗಿದ ಬೆಳೆ 4. ಇಳುವರಿ
১. ছিঙি যোৱা ২. চপোৱা ৩. ছিঙি যোৱা,1. ಕೀಳುವುದು 2. ಕೊಯ್ಲು 3. ಕೀಳುವುದು
১/ কণী পৰা ২) কণী বল,1. ಮೊಟ್ಟೆ ಇಡುವುದು 2. ಮೊಟ್ಟೆಯ ಬಲ
শুকান ঘাঁহ,ಒಣ ಹುಲ್ಲು
শুকান খাদ্য,ಒಣ ಆಹಾರ
গঞ্জি,ಗಂಜಿ
কুঁৱলী,ಮಬ್ಬು
কুঁৱলীময়,ಮಸುಕಾದ
১.বালি ২.সিত্ত ৩.মুণ্ডক ৪.উপৰ ৫.মূৰ ৬.চিৰা,1. ಬಾಲಿ 2. ಸಿಟ್ಟಾ 3. ಮುಂಡಕ್ 4. ಟಾಪ್ 5. ಹೆಡ್ 6. ಸಿರಾ
খাঁজৰ শেষ,ತೋಡು ಕೊನೆಯಲ್ಲಿ
শীৰ্ষ ছাঁটনি,ಅಗ್ರ ಸಮರುವಿಕೆಯನ್ನು
বেৰা,ಬೇಲಿ
জিম্মাত ৰখা,ಪಾಲನೆ
কুণ্ডলিনী,ಕುಂಡಲಿನಿ
হেমাটাইট,ಹೆಮಟೈಟ್
১.বনৌষধি ২.বনৌষধি,1. ಮೂಲಿಕೆ 2. ಮೂಲಿಕೆ
১.উদ্ভিদ সংগ্ৰহ ২.উদ্ভিদ সংগ্ৰহালয়,1.ಬೊಟಾನಿಕಲ್ ಕಲೆಕ್ಷನ್ 2.ಬೊಟಾನಿಕಲ್ ಮ್ಯೂಸಿಯಂ
ঘাঁহনিনাশক,ಸಸ್ಯನಾಶಕ
বংশগততা,ಅನುವಂಶಿಕತೆ
বংশগততা,ಅನುವಂಶಿಕತೆ
উভলিংগী,ಉಭಯಲಿಂಗಿ
হেটেৰ&#39;ক্ৰ&#39;মেটিক,ಭಿನ್ನವರ್ಣದ
হেটেৰ&#39;ফাৰ্টিলাইজেচন,ಹೆಟೆರೊಫರ್ಟಿಲೈಸೇಶನ್
১.হাইব্ৰিড’জ ২.হেটেৰ’ছিছ,1. ಹೈಬ್ರಿಡೋಸ್ 2. ಹೆಟೆರೋಸಿಸ್
লিংগক্ৰম&#39;জম,ಲೈಂಗಿಕ ವರ್ಣತಂತುಗಳು
লালন-পালন কৰা,ಪೋಷಿಸಿದರು
হেক্সাডেচিমেল,ಹೆಕ್ಸಾಡೆಸಿಮಲ್
ঠাণ্ডা নিদ্ৰা,ಶೀತ ಸುಪ್ತ
উচ্চ ঘনত্বৰ ৰোপণ কৰা,ಹೆಚ್ಚಿನ ಸಾಂದ್ರತೆಯ ನೆಡುವಿಕೆ
১.পিণ্ডলক ২.পাহাৰ (ধান),1. ಪಿಂಡ್ಲಾಕ್ 2. ಬೆಟ್ಟ (ಭತ್ತ)
হিষ্টোগ্ৰাম,ಹಿಸ್ಟೋಗ್ರಾಮ್
হাই টেক উদ্যান শস্য,ಹೈಟೆಕ್ ತೋಟಗಾರಿಕೆ
১.দৈ ২.মৌচাক,1.ಮೊಸರು 2. ಜೇನುಗೂಡು
1. অপতৃণ কাটিব পৰা 2. অপতৃণ কাটিব পৰা,1. ಕಳೆ ಕಿತ್ತಲು 2. ಕಳೆ ಕಿತ್ತಲು
ধৰি ৰখা,ಹಿಡಿದು
ব্যক্তিগত পাম,ಖಾಸಗಿ ಫಾರ್ಮ್
হোমিঅ&#39;ষ্টেছিছ,ಹೋಮಿಯೋಸ್ಟಾಸಿಸ್
গৃহভূমি,ತಾಯ್ನಾಡು
সমতা,ಏಕರೂಪತೆ
1. সমজাতীয় 2. সমজাতীয়,1. ಏಕರೂಪದ 2. ಏಕರೂಪದ
সহানুভূতিশীল,ಸಹಾನುಭೂತಿಯುಳ್ಳ
সমযোজী,ಹೋಮೋಜೈಗಸ್
১.খুৰিকা ২.খাদ্যৰ পাত্ৰ ৩.হাপাৰ,1. ಖುರ್ರಿಕಾ 2. ಆಹಾರ ಧಾರಕ 3. ಹ್ಯಾಪರ್
১.স্তৰ ২.দিগন্ত,1. ಲೇಯರ್ 2. ಹಾರಿಜಾನ್
উদ্যান শস্য,ತೋಟಗಾರಿಕಾ ಬೆಳೆಗಳು
১/ উদ্যান শস্য ২. উদ্যান শস্য ৩. উদ্যান শস্য ৪. উদ্যান শস্য,1. ತೋಟಗಾರಿಕೆ 2. ತೋಟಗಾರಿಕೆ 3. ತೋಟಗಾರಿಕೆ 4. ತೋಟಗಾರಿಕೆ
