Bengali,Assamese
লজিক্যাল ফ্লো চার্ট (ফ্লো চার্ট),লজিকেল ফ্ল&#39; চাৰ্ট (ফ্ল&#39; চাৰ্ট)
যৌক্তিক IF,লজিকেল IF
যৌক্তিক অপারেশন,লজিকেল অপাৰেচন
লজিক্যাল অপারেটর,লজিকেল অপাৰেটৰ
যৌক্তিক সম্পর্ক,যুক্তিসংগত সম্পৰ্ক
যৌক্তিক স্কিম,যুক্তিসংগত আঁচনি
যৌক্তিক প্রতীক,যুক্তিসংগত চিহ্ন
লজিক্যাল টাইপ,লজিকেল টাইপ
যৌক্তিক মান,লজিকেল মান
যৌক্তিক পরিবর্তনশীল,লজিকেল ভেৰিয়েবল
এগিয়ে তাকান বহন,আগলৈ চাওক কঢ়িয়াই লৈ ফুৰে
সামনে সেট দেখুন,look ahead set
খুঁজে দেখো,চোৱা
লুপ,খান্দৰি
লুপ নিয়ন্ত্রণ,লুপ নিয়ন্ত্ৰণ
লুপ ইনিশিয়ালাইজেশন,লুপ আৰম্ভণি
লুপ পরিবর্তন,লুপ পৰিবৰ্তন
লুপ নেটওয়ার্ক,লুপ নেটৱাৰ্ক
লুপ শুরু,লুপ আৰম্ভ
লুপ সমাপ্তি,লুপ টাৰ্মিনেচন
লুপ-ব্যাক পরীক্ষা,লুপ-বেক পৰীক্ষা
ঢিলেঢালাভাবে মিলিত,শিথিলভাৱে সংযুক্ত
ক্ষতিহীন কম্প্রেশন,ক্ষতিহীন সংকোচন
ক্ষতিকর কম্প্রেশন,ক্ষতিকাৰক সংকোচন
কম বাইট,কম বাইট
নিম্ন স্তরের ভাষা,নিম্নস্তৰৰ ভাষা
কম পাস ফিল্টার,লো পাছ ফিল্টাৰ
নিম্ন সীমা,নিম্ন সীমা
ম্যাক প্রোটোকল (মাঝারি অ্যাক্সেস নিয়ন্ত্রণ),mac প্ৰটোকল (মধ্যমীয়া অভিগম নিয়ন্ত্ৰণ)
মেশিন,যন্ত্ৰ
মেশিন ঠিকানা,মেচিনৰ ঠিকনা
মেশিন কোড,মেচিন ক&#39;ড
মেশিন চক্র,মেচিন চক্ৰ
মেশিন নির্ভর ভাষা,মেচিন নিৰ্ভৰশীল ভাষা
মেশিন নির্ভর সফটওয়্যার,মেচিন নিৰ্ভৰশীল চফ্টৱেৰ
মেশিন ত্রুটি,মেচিনৰ ভুল
মেশিন অলস সময়,মেচিনৰ অচল সময়
মেশিন স্বাধীন ভাষা,মেচিন স্বাধীন ভাষা
মেশিনের নির্দেশনা,মেচিনৰ নিৰ্দেশনা
মেশিন বুদ্ধিমত্তা,মেচিন বুদ্ধিমত্তা
মেশিন ভাষা,মেচিন ভাষা
মেশিন লার্নিং,মেচিন লাৰ্নিং
মেশিন অপারেশন,মেচিন অপাৰেচন
মেশিন ওরিয়েন্টেড ভাষা,যন্ত্ৰমুখী ভাষা
মেশিন চালানো,মেচিন চলোৱা
মেশিন সিমুলেশন,মেচিন চিমুলেচন
মেশিন নষ্ট সময়,মেচিন নষ্ট সময়
যন্ত্রানুবাদ,মেচিন অনুবাদ
মেশিন শব্দ,মেচিন শব্দ
ম্যাক্রো (= ম্যাক্রো নির্দেশ),মেক্ৰ&#39; (=মেক্ৰ&#39; নিৰ্দেশনা)
ম্যাক্রো যুক্তি,মেক্ৰ&#39; যুক্তি
ম্যাক্রো সমাবেশ প্রোগ্রাম,মেক্ৰ&#39; সমাবেশ প্ৰগ্ৰেম
ম্যাক্রো কল,মেক্ৰ&#39; কল
ম্যাক্রো কোড,মেক্ৰ&#39; ক&#39;ড
ম্যাক্রো কমান্ড,মেক্ৰ&#39; কমাণ্ড
ম্যাক্রো ঘোষণা,মেক্ৰ&#39; ঘোষণা
ম্যাক্রো সংজ্ঞা,মেক্ৰ&#39; সংজ্ঞা
ম্যাক্রো ফ্লো চার্ট,মেক্ৰ&#39; ফ্ল&#39; চাৰ্ট
ম্যাক্রো জেনারেটর,মেক্ৰ&#39; জেনেৰেটৰ
ম্যাক্রো নির্দেশ,মেক্ৰ&#39; নিৰ্দেশনা
ম্যাক্রো ভাষা,মেক্ৰ&#39; ভাষা
ম্যাক্রো লাইব্রেরি,মেক্ৰ&#39; লাইব্ৰেৰী
ম্যাক্রো প্যারামিটার,মেক্ৰ&#39; প্ৰাচল
ম্যাক্রো প্রক্রিয়াকরণ,মেক্ৰ&#39; প্ৰচেছিং
ম্যাক্রো প্রসেসর,মেক্ৰ&#39; প্ৰচেছৰ
ম্যাক্রো প্রোগ্রামিং,মেক্ৰ&#39; প্ৰগ্ৰেমিং
ম্যাক্রো প্রোটোটাইপ,মেক্ৰ&#39; প্ৰ&#39;ট&#39;টাইপ
ম্যাক্রো-কোডিং,মেক্ৰ&#39;-ক&#39;ডিং
ম্যাগাবাইট (এমবি),মেগাবাইট (MB)
জাদু চরিত্র,যাদু চৰিত্ৰ
জাদু সংখ্যা,যাদু সংখ্যা
চৌম্বকীয় বুদ্বুদ মেমরি,চুম্বকীয় বুদবুদ স্মৃতিশক্তি
চৌম্বক কার্ড,চুম্বকীয় কাৰ্ড
চৌম্বক কোষ,চুম্বকীয় কোষ
চৌম্বক চরিত্র,চুম্বকীয় চৰিত্ৰ
চৌম্বকীয় কোর স্টোরেজ,চুম্বকীয় কোৰ সংৰক্ষণ
চৌম্বকীয় ডিস্ক,চুম্বকীয় ডিস্ক
চৌম্বকীয় ডিস্ক ঠিকানা,চুম্বকীয় ডিষ্কৰ ঠিকনা
চৌম্বকীয় ডিস্ক মেমরি,চুম্বকীয় ডিষ্ক মেমৰি
চৌম্বক ড্রাম,চুম্বকীয় ড্ৰাম
চৌম্বকীয় এনকোডিং,চুম্বকীয় এনকোডিং
চৌম্বকীয় মাথা,চুম্বকীয় মূৰ
চৌম্বক কালি,চুম্বকীয় চিয়াঁহী
চৌম্বক কালি অক্ষর স্বীকৃতি (MICR),চুম্বকীয় চিয়াঁহী আখৰ চিনাক্তকৰণ (MICR)
চৌম্বক মিডিয়া,চুম্বকীয় মাধ্যম
চৌম্বকীয় পড়া,চুম্বকীয় পঢ়া
চৌম্বকীয় রেকর্ডিং,চুম্বকীয় ৰেকৰ্ডিং
চৌম্বকীয় সঞ্চয়স্থান,চুম্বকীয় সংৰক্ষণ
চৌম্বক ফালা,চুম্বকীয় ষ্ট্ৰিপ
চৌম্বকীয় টেপ,চুম্বকীয় টেপ
চৌম্বক টেপ কার্তুজ,চুম্বকীয় টেপ কাৰ্টিজ
চৌম্বকীয় টেপ ড্রাইভ,চুম্বকীয় টেপ ড্ৰাইভ
চৌম্বকীয় টেপ হেডার,চুম্বকীয় টেপ হেডাৰ
চৌম্বক টেপ গ্রন্থাগারিক,চুম্বকীয় টেপ লাইব্ৰেৰিয়ান
চৌম্বকীয় টেপ পরিবহন,চুম্বকীয় টেপ পৰিবহণ
চৌম্বকীয় টেপ ইউনিট,চুম্বকীয় টেপ ইউনিট
চৌম্বকীয় পাতলা ফিল্ম,চুম্বকীয় পাতল ফিল্ম
চৌম্বক ট্র্যাক,চুম্বকীয় ট্ৰেক
ম্যাগনেটো অপটিক স্টোরেজ,চুম্বকীয় অপটিক সংৰক্ষণ
ম্যাগনেটোগ্রাফিক প্রিন্টার,চুম্বকীয় প্ৰিন্টাৰ
ম্যাগনেটোস্ট্রিকশন,চুম্বকীয় ষ্ট্ৰিকচন
ম্যাগনেটোস্ট্রিকটিভ ট্যাবলেট,magnetostrictive টেবলেট
মেইল বক্স,মেইল বাকচ
মেইল মার্জ,মেইল মাৰ্জ কৰক
প্রধান নিয়ন্ত্রণ ইউনিট,মূল নিয়ন্ত্ৰণ একক
প্রধান ফ্রেম,মূল ফ্ৰেম
প্রধান ফ্রেম সিস্টেম,মূল ফ্ৰেম ব্যৱস্থা
প্রধান স্মৃতি,মূল স্মৃতিশক্তি
প্রধান প্রোগ্রাম,মূল কাৰ্যসূচী
প্রধান স্টোরেজ,মূল সংৰক্ষণ
প্রধান সুইচ,মূল চুইচ
রক্ষণাবেক্ষণ,ব্যৱস্থাপনা
রক্ষণাবেক্ষণ প্যানেল,ৰক্ষণাবেক্ষণ পেনেল
রক্ষণাবেক্ষণ সময়,ৰক্ষণাবেক্ষণৰ সময়
প্রধান চক্র,মুখ্য চক্ৰ
প্রধান ডিভাইস,মুখ্য ডিভাইচ
প্রধান কী,মুখ্য চাবি
প্রধান রাষ্ট্র,প্ৰধান ৰাজ্য
প্রধান কাঠামো,মুখ্য গঠন
প্রধান কাজ,ডাঙৰ কাম
সংখ্যাগরিষ্ঠ উপাদান,সংখ্যাগৰিষ্ঠ উপাদান
সংখ্যাগরিষ্ঠ গেট,সংখ্যাগৰিষ্ঠতা গেট
সংখ্যাগরিষ্ঠ অপারেশন,সংখ্যাগৰিষ্ঠতা অপাৰেচন
মেকআপ সময়,মেকআপ সময়
ত্রুটিপূর্ণ রুটিন,বিজুতিৰ ৰুটিন
ব্যবস্থাপনা উন্নয়ন,ব্যৱস্থাপনা বিকাশ
ব্যবস্থাপনা তথ্য সিস্টেম (MIS),ব্যৱস্থাপনা তথ্য ব্যৱস্থা (MIS)
ব্যবস্থাপনা বিজ্ঞান,ব্যৱস্থাপনা বিজ্ঞান
ম্যানচেস্টার কোডিং,মানচেষ্টাৰ ক&#39;ডিং
ম্যানিফোল্ডিং,মেনিফল্ডিং
চালিত পরিবর্তনশীল,হেতালি খেলা চলক
ম্যানিপুলেটিং ইনডেক্সিং,সূচীভুক্তকৰণত হেতালি খেলা
ম্যান-মেশিন সিমুলেশন,মানুহ-যন্ত্ৰৰ অনুকৰণ
ম্যানুয়াল ঠিকানা সুইচ,মেনুৱেল ঠিকনা চুইচ
ম্যানুয়াল বিশ্লেষণ,হাতৰ দ্বাৰা বিশ্লেষণ কৰা
ম্যানুয়াল উত্তর,হাতৰ দ্বাৰা উত্তৰ দিয়া
ম্যানুয়াল এন্ট্রি,হাতৰ দ্বাৰা প্ৰৱেশ কৰা
ম্যানুয়াল বিনিময়,মেনুৱেল এক্সচেঞ্জ
হস্ত পরিচালিত,মেনুৱেল ইনপুট
সংক্ষিপ্ত কাজ,মেনুৱেল অপাৰেচন
অনেক থেকে অনেক সম্পর্ক,বহুতৰ পৰা বহুতৰ সম্পৰ্ক
অনেক থেকে এক ডিকোডার,বহুত এটা ডিকোডাৰলৈ
মানচিত্র পদ্ধতি,মানচিত্ৰ পদ্ধতি
ম্যাপিং,মেপিং
মার্জিন,প্ৰান্ত
মার্জিন ত্রুটি,মাৰ্জিন ভুল
প্রান্তিক চেক,প্ৰান্তীয় পৰীক্ষা
প্রান্তিক পরীক্ষা,প্ৰান্তীয় পৰীক্ষা
চিহ্ন সনাক্তকরণ,চিহ্ন ধৰা পেলোৱা
পড়া চিহ্নিত করুন,মাৰ্ক ৰিডিং
মার্ক স্ক্যানিং,স্কেনিং চিহ্নিত কৰক
মার্ক সেন্স,মাৰ্ক চেন্স
মার্কার,মাৰ্কাৰ
চিহ্নিত করা,চিহ্নিত কৰা
চিহ্নিত তরঙ্গ,চিহ্নিত কৰা তৰংগ
মার্কভ চেইন,মাৰ্কভ শৃংখল
মার্কভ উৎস,মাৰ্কভ উৎস
মার্কআপ ভাষা,মাৰ্ক-আপ ভাষা
মাসার,মাছেৰ
মাসার,মাছেৰ
মুখোশ,মুখা
মাস্ক বিট,মাস্ক বিট
মাস্ক প্রোগ্রামেবল ডিভাইস,মাস্ক প্ৰগ্ৰেমেবল ডিভাইচ
মাস্ক রেজিস্টার,মাস্ক ৰেজিষ্টাৰ
মুখোশযুক্ত রম,মাস্ক কৰা ROM
মাস্কিং,মাস্কিং
ভর তথ্য,গণ তথ্য
ভর মেমরি,গণ স্মৃতিশক্তি
ব্যাপকভাবে সমান্তরাল,বৃহৎ পৰিমাণে সমান্তৰাল
ওস্তাদ,মাষ্টৰ
মাস্টার কার্ড,মাষ্টাৰ কাৰ্ড
মাস্টার ঘড়ি,মাষ্টাৰ ঘড়ী
মাস্টার কনসোল,মাষ্টাৰ কনছল
মূল তথ্য,মাষ্টাৰ ডাটা
মাস্টার ডায়াগ্রাম,মাষ্টাৰ ডায়েগ্ৰাম
প্রধান নথি,মাষ্টাৰ ফাইল
মাস্টার গ্রুপ,মাষ্টাৰ গ্ৰুপ
প্রধান চাবি,মাষ্টাৰ কি&#39;
মাস্টার লাইব্রেরি টেপ,মাষ্টাৰ লাইব্ৰেৰী টেপ
মাস্টার প্রসেসর,মাষ্টাৰ প্ৰচেছৰ
মাস্টার প্রোগ্রাম,মাষ্টাৰ প্ৰগ্ৰেম
মাস্টার স্টেশন,মাষ্টাৰ ষ্টেচন
মাস্টার টেপ,মাষ্টাৰ টেপ
মাস্টার টার্মিনাল,মাষ্টাৰ টাৰ্মিনেল
মাস্টার/দাস ডিভাইস,মাষ্টাৰ/স্লেভ ডিভাইচ
প্রভু/দাস ব্যবস্থা,মাষ্টাৰ/স্লেভ ব্যৱস্থা
ম্যাচ,মিল থকা
ম্যাচিং,মিল থকা
গাণিতিক প্রোগ্রামিং,গাণিতিক প্ৰগ্ৰেমিং
গাণিতিক সিমুলেশন,গাণিতিক অনুকৰণ
ম্যাট্রিক্স,মেট্ৰিক্স
ম্যাট্রিক্স প্রিন্টার,মেট্ৰিক্স প্ৰিন্টাৰ
ম্যাট্রিক্স সুইচ,মেট্ৰিক্স চুইচ
ম্যাট্রিক্স টেবিল,মেট্ৰিক্স টেবুল
ম্যাক্সি কম্পিউটার,maxi কম্পিউটাৰ
ম্যাক্সিকম্পিউটার,মেক্সিকম্পিউটাৰ
সর্বাধিক উপাদান,সৰ্বোচ্চ উপাদান
সর্বোচ্চ মেয়াদ (প্রমিত সমষ্টি পদ),maxterm (মানক যোগফলৰ সময়সীমা)
ম্যাক্সওয়েল ডেমন,maxwell ডেমন
মানে,অৰ্থ
মানে মেরামতের সময়,গড় মেৰামতিৰ সময়
ব্যর্থতার মধ্যবর্তী সময় (MTBF),বিফলতাৰ মাজৰ গড় সময় (MTBF)
ব্যর্থতার মধ্যবর্তী সময় (MTBF),বিফলতাৰ মাজৰ গড় সময় (MTBF)
ব্যর্থতার সময় মানে,বিফলতাৰ সময় বুজাইছে
মেরামত করার সময় মানে,মেৰামতিৰ বাবে সময়
মেরামতের গড় সময় (MTTR),মেৰামতিৰ বাবে গড় সময় (MTTR)
মিডিয়াম স্কেল ইন্টিগ্রেশন (MSI),মধ্যমীয়া পৰিসৰৰ সংহতি (MSI)
মিডিয়াম স্কেল ইন্টিগ্রেশন (MSI),মধ্যমীয়া পৰিসৰৰ সংহতি (MSI)
মাঝারি মেয়াদী স্টোরেজ ডিভাইস,মধ্যমকালীন সংৰক্ষণ ডিভাইচ
প্রতি সেকেন্ডে মেগাবিট (এমবি পিএস),প্ৰতি ছেকেণ্ডত মেগাবিট (MB Ps)
সদস্য বস্তু,সদস্য বস্তু
সদস্য রেকর্ড,সদস্যৰ ৰেকৰ্ড
স্মৃতি,স্মৃতি
মেমরি অ্যারে,মেমৰি এৰে
মেমরি ব্যাংক,মেমৰি বেংক
মেমরি বাফার রেজিস্টার,মেমৰি বাফাৰ ৰেজিষ্টাৰ
মেমরি বাস,মেমৰি বাছ
মেমরি কার্ড,মেমৰি কাৰ্ড
মেমরি সেল,স্মৃতিশক্তি কোষ
মেমরি কম্প্যাকশন,মেমৰি কম্পেকচন
মেমরি কোর,মেমৰি কোৰ
মেমরি চক্র,স্মৃতি চক্ৰ
মেমরি ডেটা রেজিস্টার,মেমৰি ডাটা ৰেজিষ্টাৰ
মেমরি ডাম্প,মেমৰি ডাম্প
মেমরি বিনিময়,স্মৃতি বিনিময়
মেমরি অনুক্রম,স্মৃতিশক্তিৰ স্তৰ
মেমরি নির্দেশনা,স্মৃতিশক্তিৰ নিৰ্দেশনা
স্মৃতি ব্যবস্থাপনা,স্মৃতিশক্তি ব্যৱস্থাপনা
মেমরি মানচিত্র,মেমৰি মেপ
মেমরি ম্যাপ করা I/O,মেমৰি মেপ কৰা I/O
মেমরি মডেল,মেমৰি মডেল
মেমরি মডিউল,মেমৰি মডিউল
মেমরি পয়েন্টার রেজিস্টার,মেমৰি পইণ্টাৰ ৰেজিষ্টাৰ
স্মৃতি শক্তি,মেমৰি শক্তি
মেমরি সুরক্ষা,স্মৃতিশক্তি সুৰক্ষা
মেমরি রেফারেন্স নির্দেশনা,মেমৰি ৰেফাৰেন্স নিৰ্দেশনা
মেমরি আবাসিক প্রোগ্রাম,মেমৰি ৰেচিডেন্ট প্ৰগ্ৰেম
মেমরি ইউনিট,মেমৰি ইউনিট
তালিকা,মেনু
মেনু বার,মেনু বাৰ
মেনু ড্রাইভ,মেনু ড্ৰাইভ
মেনু নির্বাচন,মেনু নিৰ্বাচন
মেনু-চালিত প্রোগ্রাম,মেনু-চালিত প্ৰগ্ৰেম
একত্রিত করা,মাৰ্জ কৰক
একত্রিত বিনিময় সাজানোর,মাৰ্জ এক্সচেঞ্জ sort
মার্জ সাজান,merge sort
মার্জিং,মাৰ্জিং কৰা
জাল নেটওয়ার্ক,মেছ নেটৱৰ্ক
মেসেজিং,বাৰ্তা প্ৰেৰণ কৰা
বার্তা,বাৰ্তা
বার্তা প্রমাণীকরণ,বাৰ্তা প্ৰমাণীকৰণ
বার্তা বাক্স,বাৰ্তা বাকচ
বার্তা সার্কিট,বাৰ্তা বৰ্তনী
বার্তা বিন্যাস,বাৰ্তা বিন্যাস
বার্তা শীর্ষ,বাৰ্তাৰ হেডাৰ
বার্তা মোড,বাৰ্তা ধৰণ
বার্তা পাস,বাৰ্তা পাছ কৰা
বার্তা পোলিং,বাৰ্তা ভোটদান
বার্তা সারি,বাৰ্তা শাৰী
বার্তা সুইচ,বাৰ্তা চুইচ
বার্তার পাঠ্য,বাৰ্তাৰ লিখনী
বার্তা স্থানান্তর এজেন্ট,বাৰ্তা স্থানান্তৰ এজেন্ট
মেটা অ্যাসেম্বলার,মেটা এছেম্বলাৰ
মেটা ক্লাস,মেটা ক্লাছ
মেটা সংকলন,মেটা সংকলন
মেটা কম্পাইলার,meta কম্পাইলাৰ
মেটা ভাষা,মেটা ভাষা
মেটা নেটওয়ার্ক,মেটা নেটৱাৰ্ক
মেটা সিস্টেম,মেটা চিস্টেম
পদ্ধতি,প্রণালী
মেট্রোপলিটন এরিয়া নেটওয়ার্ক (ম্যান),মহানগরীয় এলাকা নেটওয়ার্ক (MAN)
মাইক্রো,মাইক্ৰ&#39;
মাইক্রো কোড,মাইক্ৰ&#39; ক&#39;ড
মাইক্রো কম্পিউটার,মাইক্ৰ&#39; কম্পিউটাৰ
মাইক্রো কন্ট্রোলার,মাইক্ৰ&#39; নিয়ন্ত্ৰক
মাইক্রো চক্র,মাইক্ৰ&#39; চক্ৰ
মাইক্রো ইলেকট্রনিক মেকানিক্যাল সিস্টেম (MEMS),মাইক্ৰ&#39; ইলেক্ট্ৰনিক মেকানিকেল চিষ্টেম (MEMS)
মাইক্রো ইলেকট্রনিক্স,মাইক্ৰ&#39; ইলেক্ট্ৰনিক্স
ক্ষুদ্র ক্ষুদ্র অনুমোদন,মাইক্ৰ&#39; ক্ষুদ্ৰ অনুমোদন
মাইক্রো অর্ডার,মাইক্ৰ&#39; অৰ্ডাৰ
মাইক্রো/মেনফ্রেম লিঙ্ক,মাইক্ৰ&#39;/মেইনফ্ৰেম লিংক
মাইক্রোচিপ,মাইক্ৰ&#39;চিপ
মাইক্রোকোবল,মাইক্ৰ&#39;ক&#39;বল
মাইক্রোকোড,মাইক্ৰ&#39;ক&#39;ড
মাইক্রোফিচ,মাইক্ৰ&#39;ফিচ
মাইক্রোফ্লপি,মাইক্ৰ&#39;ফ্লপি
মাইক্রোফর্ম রিডার,মাইক্ৰ&#39;ফৰ্ম ৰিডাৰ
মাইক্রোফ্রেম,মাইক্ৰ&#39;ফ্ৰেম
মাইক্রোগ্রাফিক্স,মাইক্ৰ&#39;গ্ৰাফিক্স
মাইক্রোফোন,মাইক্ৰ&#39;ফোন
মাইক্রোফটোগ্রাফ,মাইক্ৰ’ফটোগ্ৰাফ
মাইক্রোপ্রসেসিং ইউনিট,মাইক্ৰ&#39;প্ৰচেছিং ইউনিট
মাইক্রোপ্রসেসর,মাইক্ৰ&#39;প্ৰচেছৰ
মাইক্রোপ্রসেসর চিপ,মাইক্ৰ&#39;প্ৰচেছৰ চিপ
মাইক্রোপ্রসেসর কম্পাইলার,মাইক্ৰ&#39;প্ৰচেছৰ কম্পাইলাৰ
মাইক্রোপ্রসেসর ইউনিট (MPU),মাইক্ৰ&#39;প্ৰচেছৰ ইউনিট (MPU)
মাইক্রোপ্রোগ্রাম,মাইক্ৰ&#39;প্ৰগ্ৰেম
মাইক্রোসিকোয়েন্স,মাইক্ৰ&#39;ছিকুৱেন্স
মাইক্রোসফট,মাইক্ৰ’ছফ্ট
মাইক্রোসফট উইন্ডোজ,মাইক্ৰ&#39;ছফ্ট উইণ্ড&#39;সমূহ
মাইক্রোওয়েভ,মাইক্ৰৱেভ
মাইক্রোওয়েভ লিঙ্ক,মাইক্ৰৱেভ লিংক
মাইক্রোওয়েভ প্রচার,মাইক্ৰৱেভ প্ৰসাৰণ
মধ্যম ব্যবস্থাপনা,মধ্যম ব্যৱস্থাপনা
মিডলওয়্যার,মিডলৱেৰ
মিডিকম্পিউটার,মিডিকম্পিউটাৰ
মধ্যবিন্দু,মিডপইন্ট
মিডটার্ম,মিডটাৰ্ম
অভিবাসন পথ,প্ৰব্ৰজনৰ পথ
প্রতি সেকেন্ডে মিলিয়ন নির্দেশাবলী (MIPS),প্ৰতি ছেকেণ্ডত মিলিয়ন নিৰ্দেশনা (MIPS)
মিনিকম্পিউটার,মিনি কম্পিউটাৰ
মিনিডিস্কেট,মিনিডিস্কেট
ন্যূনতম কার্নেল,নূন্যতম কাৰ্ণেল
সর্বনিম্ন পণ্য,নূন্যতম উৎপাদন
সর্বনিম্ন গাছ,নূন্যতম গছ
minimax (মিনিম্যাক্স-সর্বোচ্চ) অ্যালগরিদম,minimax (নূন্যতম-সৰ্বোচ্চ) এলগৰিদম
minimax পদ্ধতি,minimax পদ্ধতি
ন্যূনতম খরচ বিস্তৃত গাছ,নূন্যতম খৰচ স্পেনিং গছ
ন্যূনতম লেটেন্সি কোডিং,নূন্যতম বিলম্ব ক&#39;ডিং
ছোট ডিভাইস,সৰু ডিভাইচ
মিন্টেরিম,মিন্টেৰিম
বিয়োগ পতাকা,বিয়োগ পতাকা
বিয়োগ পতাকা,বিয়োগ পতাকা
মাইনাস জোন,বিয়োগ জ&#39;ন
আয়না,আইনা
মিরর সাইট,মিৰ&#39;ৰ চাইট
মিশ্র-রেডিক্স স্বরলিপি,মিশ্ৰিত-মূল সংকেত
মিক্সার,মিক্সাৰ
স্মৃতিসংক্রান্ত,স্মৃতিভ্ৰংশ
স্মৃতির ঠিকানা,mnemonic ঠিকনা
স্মৃতিবিদ্যা,স্মৃতিশক্তি
মুঠোফোন,ম’বাইল
মোবাইল কম্পিউটিং,মোবাইল কম্পিউটিং
মডেল,নমুনা
মডেলহীন সম্পাদক,মোডলেছ সম্পাদক
মডেলিং,মডেলিং
মডেম,মডেম
পরিমিত,মধ্যমীয়া
সংযম,মডাৰেচন
মডারেটর,মডাৰেটৰ
পরিবর্তিত নির্দেশ,পৰিৱৰ্তিত নিৰ্দেশনা
পরিবর্তনকারী,পৰিৱৰ্তক
সংশোধক বিট,পৰিবৰ্তক বিট
পরিবর্তন করুন,শুধৰা
মডুলার,মডুলাৰ
মডুলারিটি,মডুলাৰিটি
মড্যুলেশন,মডুলেচন
মডিউল,মডিউল
মডিউল আর্কিটেকচার,মডিউল স্থাপত্য
মনিটর,কাৰোবাৰ ওপৰত চকু ৰখা
পর্যবেক্ষণ প্রোগ্রাম,নিৰীক্ষণ কাৰ্য্যসূচী
মনোক্রোম প্রদর্শন,মনোক্ৰ&#39;ম প্ৰদৰ্শন
মনোলিথিক ইন্টিগ্রেটেড সার্কিট,একক সংহত বৰ্তনী
মনোলিথিক প্রযুক্তি,একক প্ৰযুক্তি
মনোস্পেস ফন্ট,monospace ফন্ট
একচেটিয়া,মনোষ্টেবল
একঘেয়েমি,একচেটিয়াতা
মর্ফ,মৰ্ফ
মরফিম,মৰ্ফিম
মর্ফিজম,মৰ্ফিজম
বন্ধক,বন্ধক
mosfet (MOSFET),mosfet (MOSFET) গেস্টবুক
সবচেয়ে উল্লেখযোগ্য বিট,আটাইতকৈ উল্লেখযোগ্য বিট
মাদার বোর্ড,মাদাৰ বৰ্ড
মা নিবন্ধন,মাতৃ পঞ্জীয়ন
চলচ্চিত্র,চলচ্চিত্ৰ
মোশন পিকচার এক্সপার্টস গ্রুপ (MPEG),চলচ্চিত্ৰ বিশেষজ্ঞ গোট (MPEG)
মাউন্ট,মাউন্ট
মাউস,নিগনি
সরান,পদক্ষেপ লোৱা
চরিত্র সরান,move চৰিত্ৰ
MS-DOS,এম এছ-ড’ছ
এমএস-উইন্ডোজ,এম এছ-উইণ্ড’জ
বহু দিক,বহু দিশ
মাল্টি প্রসেসর,মাল্টি প্ৰচেছৰ
মাল্টি প্রোগ্রামিং,মাল্টি প্ৰগ্ৰেমিং
মাল্টি টাস্কিং,মাল্টি টাস্কিং
মাল্টিবাস,মাল্টিবাছ
মাল্টিকাস্ট,মাল্টিকাষ্ট
মাল্টিকাস্ট ঠিকানা,মাল্টিকাষ্ট ঠিকনা
মাল্টিকাস্টিং,মাল্টিকাষ্টিং
মাল্টিচিপ,মাল্টিচিপ
মাল্টিক্স,মাল্টিক্স
বহু কাজের অপারেশন,মাল্টিজব অপাৰেচন
বহুস্তর মেমরি,বহুস্তৰীয় স্মৃতিশক্তি
মাল্টিমিডিয়া প্রযুক্তি,মাল্টিমিডিয়া প্ৰযুক্তি
মাল্টিমোড,মাল্টিম&#39;ড
একাধিক,একাধিক
একাধিক নির্ভুলতা,একাধিক নিখুঁততা
একাধিক সংশ্লেষণ,বহুবিধ ৰিগ্ৰেছন
মাল্টিপ্লেক্স,মাল্টিপ্লেক্স
মাল্টিপ্লেক্স মোড,মাল্টিপ্লেক্স মোড
মাল্টিপ্লেক্সার,মাল্টিপ্লেক্সাৰ
মাল্টিপ্লেক্সিং,মাল্টিপ্লেক্সিং
মাল্টিপয়েন্ট নেটওয়ার্ক,মাল্টিপইন্ট নেটৱৰ্ক
মাল্টিপ্রসেসিং,মাল্টিপ্ৰচেছিং
মাল্টিপ্রসেসর সিস্টেম,মাল্টিপ্ৰচেছৰ চিস্টেম
বহুমুখী ইন্টারনেট মেইল এক্সটেনশন (MIME),বহুমুখী ইণ্টাৰনেট মেইল সম্প্ৰসাৰণ (MIME)
মাল্টিসিডিউল,বহুসূচী
মাল্টিস্টেশন,মাল্টিষ্টেচন
মাল্টিথ্রেডিং,মাল্টিথ্ৰেডিং
বহুমূল্যযুক্ত যুক্তি,বহুমূল্যযুক্ত যুক্তি
বহুচলকীয় বিশ্লেষণ,বহুচলকীয় বিশ্লেষণ
মাল্টিভাইব্রেটর,মাল্টিভাইব্ৰেটৰ
পারস্পরিক বর্জন,পাৰস্পৰিক বৰ্জন
পারস্পরিক তথ্য,পাৰস্পৰিক তথ্য
নিষ্পাপ ব্যবহারকারী,সহজ-সৰল ব্যৱহাৰকাৰী
নাম সার্ভার,নাম চাৰ্ভাৰ
NAND অপারেশন,NAND অপাৰেচন
ন্যানো,নেনো
সংকীর্ণ ব্যান্ড,সংকীৰ্ণ বেণ্ড
জাতীয় তথ্য অবকাঠামো,ৰাষ্ট্ৰীয় তথ্য আন্তঃগাঁথনি
ন্যাশনাল ইনফরমেশন স্ট্যান্ডার্ড অর্গানাইজেশন (NAND NISO),ৰাষ্ট্ৰীয় তথ্য মানদণ্ড সংস্থা (NAND NISO)
নেটিভ কোড,স্থানীয় ক&#39;ড
