Marathi,Malayalam
तर्कशास्त्र युनिट,ലോജിക് യൂണിറ്റ്
तार्किक,ലോജിക്കൽ
तार्किक कनेक्शन,ലോജിക്കൽ കണക്ഷൻ
तार्किक डेटा संरचना,ലോജിക്കൽ ഡാറ്റ ഘടന
तार्किक आकृती,ലോജിക്കൽ ഡയഗ്രം
तार्किक अभिव्यक्ती,ലോജിക്കൽ എക്സ്പ്രഷൻ
लॉजिकल फ्लो चार्ट (फ्लो चार्ट),ലോജിക്കൽ ഫ്ലോ ചാർട്ട് (ഫ്ലോ ചാർട്ട്)
तार्किक IF,ലോജിക്കൽ IF
तार्किक ऑपरेशन,ലോജിക്കൽ പ്രവർത്തനം
लॉजिकल ऑपरेटर,ലോജിക്കൽ ഓപ്പറേറ്റർ
तार्किक संबंध,ലോജിക്കൽ ബന്ധം
तार्किक योजना,ലോജിക്കൽ സ്കീം
तार्किक चिन्ह,ലോജിക്കൽ ചിഹ്നം
तार्किक प्रकार,ലോജിക്കൽ തരം
तार्किक मूल्य,ലോജിക്കൽ മൂല്യം
लॉजिकल व्हेरिएबल,ലോജിക്കൽ വേരിയബിൾ
पुढे पहा वाहून,മുന്നോട്ട് നോക്കൂ
सेट पुढे पहा,മുന്നോട്ട് നോക്കൂ
वर बघ,തിരയൽ
पळवाट,ലൂപ്പ്
पळवाट नियंत्रण,ലൂപ്പ് നിയന്ത്രണം
लूप आरंभ करणे,ലൂപ്പ് സമാരംഭം
लूप सुधारणा,ലൂപ്പ് പരിഷ്ക്കരണം
लूप नेटवर्क,ലൂപ്പ് നെറ്റ്വർക്ക്
पळवाट सुरू,ലൂപ്പ് ആരംഭം
लूप समाप्ती,ലൂപ്പ് അവസാനിപ്പിക്കൽ
लूप-बॅक चाचणी,ലൂപ്പ്-ബാക്ക് ടെസ്റ്റ്
सैलपणे जोडलेले,അയഞ്ഞ കപ്പിൾഡ്
दोषरहित कॉम्प्रेशन,നഷ്ടമില്ലാത്ത കംപ്രഷൻ
हानीकारक कॉम्प्रेशन,നഷ്ടമായ കംപ്രഷൻ
कमी बाइट,കുറഞ്ഞ ബൈറ്റ്
निम्न पातळीची भाषा,താഴ്ന്ന നിലയിലുള്ള ഭാഷ
कमी पास फिल्टर,കുറഞ്ഞ പാസ് ഫിൽട്ടർ
कमी बंधन,താഴ്ന്ന പരിധി
मॅक प्रोटोकॉल (मध्यम प्रवेश नियंत्रण),മാക് പ്രോട്ടോക്കോൾ (ഇടത്തരം പ്രവേശന നിയന്ത്രണം)
मशीन,യന്ത്രം
मशीन पत्ता,മെഷീൻ വിലാസം
मशीन कोड,മെഷീൻ കോഡ്
मशीन सायकल,മെഷീൻ സൈക്കിൾ
मशीनवर अवलंबून असलेली भाषा,യന്ത്രത്തെ ആശ്രയിക്കുന്ന ഭാഷ
मशीनवर अवलंबून असलेले सॉफ्टवेअर,മെഷീൻ ആശ്രിത സോഫ്റ്റ്വെയർ
मशीन त्रुटी,യന്ത്ര പിശക്
मशीन निष्क्रिय वेळ,മെഷീൻ നിഷ്ക്രിയ സമയം
मशीन स्वतंत्र भाषा,യന്ത്ര സ്വതന്ത്ര ഭാഷ
मशीन सूचना,യന്ത്ര നിർദ്ദേശം
मशीन बुद्धिमत्ता,യന്ത്ര ബുദ്ധി
मशीन भाषा,യന്ത്രഭാഷ
मशीन लर्निंग,യന്ത്ര പഠനം
मशीन ऑपरेशन,യന്ത്ര പ്രവർത്തനം
मशीन ओरिएंटेड भाषा,യന്ത്രാധിഷ്ഠിത ഭാഷ
मशीन चालवणे,മെഷീൻ റൺ
मशीन सिम्युलेशन,മെഷീൻ സിമുലേഷൻ
मशीनचा वेळ खराब झाला,മെഷീൻ കേടായ സമയം
मशीन भाषांतर,യന്ത്ര വിവർത്തനം
मशीन शब्द,യന്ത്ര വാക്ക്
मॅक्रो (= मॅक्रो सूचना),മാക്രോ (=മാക്രോ നിർദ്ദേശം)
मॅक्रो युक्तिवाद,മാക്രോ വാദം
मॅक्रो असेंब्ली प्रोग्राम,മാക്രോ അസംബ്ലി പ്രോഗ്രാം
मॅक्रो कॉल,മാക്രോ കോൾ
मॅक्रो कोड,മാക്രോ കോഡ്
मॅक्रो कमांड,മാക്രോ കമാൻഡ്
मॅक्रो घोषणा,മാക്രോ പ്രഖ്യാപനം
मॅक्रो व्याख्या,മാക്രോ നിർവചനം
मॅक्रो फ्लो चार्ट,മാക്രോ ഫ്ലോ ചാർട്ട്
मॅक्रो जनरेटर,മാക്രോ ജനറേറ്റർ
मॅक्रो सूचना,മാക്രോ നിർദ്ദേശം
मॅक्रो भाषा,മാക്രോ ഭാഷ
मॅक्रो लायब्ररी,മാക്രോ ലൈബ്രറി
मॅक्रो पॅरामीटर,മാക്രോ പാരാമീറ്റർ
मॅक्रो प्रक्रिया,മാക്രോ പ്രോസസ്സിംഗ്
मॅक्रो प्रोसेसर,മാക്രോ പ്രൊസസർ
मॅक्रो प्रोग्रामिंग,മാക്രോ പ്രോഗ്രാമിംഗ്
मॅक्रो प्रोटोटाइप,മാക്രോ പ്രോട്ടോടൈപ്പ്
मॅक्रो-कोडिंग,മാക്രോ-കോഡിംഗ്
मॅगाबाइट (MB),മാഗബൈറ്റ് (MB)
जादूचे पात्र,മാന്ത്രിക കഥാപാത്രം
जादूची संख्या,മാന്ത്രിക സംഖ്യ
चुंबकीय बबल मेमरी,കാന്തിക ബബിൾ മെമ്മറി
चुंबकीय कार्ड,കാന്തിക കാർഡ്
चुंबकीय सेल,കാന്തിക കോശം
चुंबकीय वर्ण,കാന്തിക സ്വഭാവം
चुंबकीय कोर स्टोरेज,കാന്തിക കോർ സംഭരണം
चुंबकीय डिस्क,കാന്തിക ഡിസ്ക്
चुंबकीय डिस्क पत्ता,കാന്തിക ഡിസ്ക് വിലാസം
चुंबकीय डिस्क मेमरी,മാഗ്നറ്റിക് ഡിസ്ക് മെമ്മറി
चुंबकीय ड्रम,കാന്തിക ഡ്രം
चुंबकीय एन्कोडिंग,കാന്തിക എൻകോഡിംഗ്
चुंबकीय डोके,കാന്തിക തല
चुंबकीय शाई,കാന്തിക മഷി
चुंबकीय शाई वर्ण ओळख (MICR),കാന്തിക മഷി പ്രതീക തിരിച്ചറിയൽ (MICR)
चुंबकीय माध्यम,കാന്തിക മാധ്യമം
चुंबकीय वाचन,കാന്തിക വായന
चुंबकीय रेकॉर्डिंग,കാന്തിക റെക്കോർഡിംഗ്
चुंबकीय संचयन,കാന്തിക സംഭരണം
चुंबकीय पट्टी,കാന്തിക സ്ട്രിപ്പ്
चुंबकीय टेप,കാന്തിക ടേപ്പ്
चुंबकीय टेप काडतूस,കാന്തിക ടേപ്പ് കാട്രിഡ്ജ്
चुंबकीय टेप ड्राइव्ह,കാന്തിക ടേപ്പ് ഡ്രൈവ്
चुंबकीय टेप शीर्षलेख,കാന്തിക ടേപ്പ് തലക്കെട്ട്
चुंबकीय टेप ग्रंथपाल,മാഗ്നറ്റിക് ടേപ്പ് ലൈബ്രേറിയൻ
चुंबकीय टेप वाहतूक,കാന്തിക ടേപ്പ് ഗതാഗതം
चुंबकीय टेप युनिट,കാന്തിക ടേപ്പ് യൂണിറ്റ്
चुंबकीय पातळ फिल्म,കാന്തിക നേർത്ത ഫിലിം
चुंबकीय ट्रॅक,കാന്തിക ട്രാക്ക്
मॅग्नेटो ऑप्टिक स्टोरेज,മാഗ്നെറ്റോ ഒപ്റ്റിക് സംഭരണം
मॅग्नेटोग्राफिक प्रिंटर,മാഗ്നെറ്റോഗ്രാഫിക് പ്രിന്റർ
मॅग्नेटोस्ट्रक्शन,മാഗ്നെറ്റോസ്ട്രിക്ഷൻ
चुंबकीय प्रतिबंधात्मक टॅब्लेट,മാഗ്നെറ്റോസ്ട്രിക്റ്റീവ് ടാബ്ലറ്റ്
मेल बॉक्स,മെയിൽ ബോക്സ്
मेल विलीनीकरण,മെയിൽ ലയനം
मुख्य नियंत्रण युनिट,പ്രധാന നിയന്ത്രണ യൂണിറ്റ്
मुख्य चौकट,പ്രധാന ഫ്രെയിം
मुख्य फ्रेम सिस्टम,പ്രധാന ഫ്രെയിം സിസ്റ്റം
मुख्य स्मृती,പ്രധാന മെമ്മറി
मुख्य कार्यक्रम,പ്രധാന പ്രോഗ്രാം
मुख्य स्टोरेज,പ്രധാന സംഭരണം
मुख्य स्विच,പ്രധാന സ്വിച്ച്
देखभाल,മെയിന്റനൻസ്
देखभाल पॅनेल,മെയിന്റനൻസ് പാനൽ
देखभाल वेळ,അറ്റകുറ്റപ്പണി സമയം
प्रमुख चक्र,പ്രധാന ചക്രം
प्रमुख साधन,പ്രധാന ഉപകരണം
प्रमुख की,പ്രധാന കീ
प्रमुख राज्य,പ്രധാന സംസ്ഥാനം
प्रमुख रचना,പ്രധാന ഘടന
प्रमुख कार्य,പ്രധാന ദൗത്യം
बहुसंख्य घटक,ഭൂരിപക്ഷ ഘടകം
बहुसंख्य गेट,ഭൂരിപക്ഷ ഗേറ്റ്
बहुसंख्य ऑपरेशन,ഭൂരിപക്ഷ പ്രവർത്തനം
मेकअप वेळ,മേക്കപ്പ് സമയം
खराब कार्य दिनचर्या,തകരാർ പതിവ്
व्यवस्थापन विकास,മാനേജ്മെന്റ് വികസനം
व्यवस्थापन माहिती प्रणाली (MIS),മാനേജ്മെന്റ് ഇൻഫർമേഷൻ സിസ്റ്റം (എംഐഎസ്)
व्यवस्थापन विज्ञान,മാനേജ്മെന്റ് സയൻസ്
मँचेस्टर कोडिंग,മാഞ്ചസ്റ്റർ കോഡിംഗ്
मॅनिफोल्डिंग,മാനിഫോൾഡിംഗ്
फेरफार केलेले चल,കൃത്രിമ വേരിയബിൾ
अनुक्रमणिका हाताळणे,സൂചികയിൽ കൃത്രിമം കാണിക്കുന്നു
मनुष्य-मशीन सिम्युलेशन,മനുഷ്യ-മെഷീൻ സിമുലേഷൻ
मॅन्युअल पत्ता स्विच,സ്വമേധയാലുള്ള വിലാസ സ്വിച്ച്
मॅन्युअल विश्लेषण,മാനുവൽ വിശകലനം
मॅन्युअल उत्तर देणे,മാനുവൽ ഉത്തരം
मॅन्युअल एंट्री,മാനുവൽ എൻട്രി
मॅन्युअल एक्सचेंज,മാനുവൽ എക്സ്ചേഞ്ച്
मॅन्युअल इनपुट,മാനുവൽ ഇൻപുട്ട്
मॅन्युअल ऑपरेशन,മാനുവൽ പ്രവർത്തനം
अनेक ते अनेक संबंध,പലതും പലതുമായ ബന്ധം
अनेक ते एक डीकोडर,പലതും ഒരു ഡീകോഡറും
नकाशा पद्धत,മാപ്പ് രീതി
मॅपिंग,മാപ്പിംഗ്
समास,മാർജിൻ
मार्जिन त्रुटी,മാർജിൻ പിശക്
किरकोळ तपासणी,മാർജിനൽ ചെക്ക്
किरकोळ चाचणी,മാർജിനൽ ടെസ്റ്റ്
चिन्ह ओळख,അടയാളം കണ്ടെത്തൽ
वाचन चिन्हांकित करा,മാർക്ക് വായന
मार्क स्कॅनिंग,അടയാളം സ്കാനിംഗ്
चिन्हांकित अर्थ,മാർക്ക് സെൻസ്
मार्कर,മാർക്കർ
चिन्हांकित करणे,അടയാളപ്പെടുത്തുന്നു
चिन्हांकित लहर,അടയാളപ്പെടുത്തൽ തരംഗം
मार्कोव्ह साखळी,മാർക്കോവ് ചെയിൻ
मार्कोव्ह स्त्रोत,മാർക്കോവ് ഉറവിടം
मार्क-अप भाषा,അടയാളപ്പെടുത്തൽ ഭാഷ
मासेर,മാസർ
मासेर,മാസർ
मुखवटा,മുഖംമൂടി
मास्क बिट,മുഖംമൂടി ബിറ്റ്
मास्क प्रोग्राम करण्यायोग्य डिव्हाइस,മാസ്ക് പ്രോഗ്രാമബിൾ ഉപകരണം
मास्क रजिस्टर,മാസ്ക് രജിസ്റ്റർ
मुखवटा घातलेला रॉम,മുഖംമൂടി ധരിച്ച റോം
मुखवटा,മാസ്കിംഗ്
वस्तुमान डेटा,ബഹുജന ഡാറ്റ
वस्तुमान मेमरी,മാസ് മെമ്മറി
मोठ्या प्रमाणात समांतर,വൻതോതിൽ സമാന്തരമായി
मास्टर,മാസ്റ്റർ
मास्टर कार्ड,മാസ്റ്റർ കാർഡ്
मास्टर घड्याळ,മാസ്റ്റർ ക്ലോക്ക്
मास्टर कन्सोल,മാസ്റ്റർ കൺസോൾ
मास्टर डेटा,മാസ്റ്റർ ഡാറ്റ
मुख्य आकृती,മാസ്റ്റർ ഡയഗ്രം
मास्टर फाइल,മാസ്റ്റർ ഫയൽ
मुख्य गट,മാസ്റ്റർ ഗ്രൂപ്പ്
गुरुकिल्ली,മാസ്റ്റർ കീ
मास्टर लायब्ररी टेप,മാസ്റ്റർ ലൈബ്രറി ടേപ്പ്
मास्टर प्रोसेसर,മാസ്റ്റർ പ്രൊസസർ
मास्टर प्रोग्राम,മാസ്റ്റർ പ്രോഗ്രാം
मास्टर स्टेशन,മാസ്റ്റർ സ്റ്റേഷൻ
मास्टर टेप,മാസ്റ്റർ ടേപ്പ്
मास्टर टर्मिनल,മാസ്റ്റർ ടെർമിനൽ
मास्टर/स्लेव्ह डिव्हाइस,മാസ്റ്റർ/സ്ലേവ് ഉപകരണം
मास्टर / गुलाम प्रणाली,യജമാനൻ/അടിമ സംവിധാനം
जुळवा,പൊരുത്തം
जुळणारे,പൊരുത്തപ്പെടുന്നു
गणितीय प्रोग्रामिंग,ഗണിത പ്രോഗ്രാമിംഗ്
गणितीय अनुकरण,ഗണിത അനുകരണം
मॅट्रिक्स,മാട്രിക്സ്
मॅट्रिक्स प्रिंटर,മാട്രിക്സ് പ്രിന്റർ
मॅट्रिक्स स्विच,മാട്രിക്സ് സ്വിച്ച്
मॅट्रिक्स सारणी,മാട്രിക്സ് പട്ടിക
मॅक्सी संगणक,പരമാവധി കമ്പ്യൂട്ടർ
कमाल संगणक,മാക്സികമ്പ്യൂട്ടർ
जास्तीत जास्त घटक,പരമാവധി ഘടകം
कमाल मुदत (मानक बेरीज टर्म),പരമാവധി (സാധാരണ തുക കാലാവധി)
मॅक्सवेल डिमन,മാക്സ്വെൽ ഡെമൺ
मीन,അർത്ഥം
म्हणजे दुरुस्तीची वेळ,അറ്റകുറ്റപ്പണി സമയം എന്നാണ് അർത്ഥമാക്കുന്നത്
अयशस्वी दरम्यानचा वेळ (MTBF),പരാജയത്തിന് ഇടയിലുള്ള ശരാശരി സമയം (MTBF)
अयशस्वी दरम्यानचा वेळ (MTBF),പരാജയത്തിന് ഇടയിലുള്ള ശരാശരി സമയം (MTBF)
म्हणजे अपयशाची वेळ,പരാജയത്തിന്റെ സമയം എന്നാണ് അർത്ഥമാക്കുന്നത്
दुरुस्तीसाठी वेळ,നന്നാക്കാനുള്ള സമയം എന്നാണ് അർത്ഥമാക്കുന്നത്
दुरुस्तीची वेळ (MTTR),നന്നാക്കാനുള്ള ശരാശരി സമയം (MTTR)
मध्यम प्रमाणात एकत्रीकरण (MSI),മീഡിയം സ്കെയിൽ ഇന്റഗ്രേഷൻ (എംഎസ്ഐ)
मध्यम प्रमाणात एकत्रीकरण (MSI),മീഡിയം സ്കെയിൽ ഇന്റഗ്രേഷൻ (എംഎസ്ഐ)
मध्यम मुदतीचे स्टोरेज डिव्हाइस,ഇടത്തരം സംഭരണ ഉപകരണം
मेगाबिट प्रति सेकंद (MB Ps),മെഗാബിറ്റ് പെർ സെക്കൻഡ് (MB Ps)
सदस्य ऑब्जेक्ट,അംഗ വസ്തു
सदस्य रेकॉर्ड,അംഗ റെക്കോർഡ്
स्मृती,മെമ്മറി
मेमरी अॅरे,മെമ്മറി അറേ
मेमरी बँक,മെമ്മറി ബാങ്ക്
मेमरी बफर रजिस्टर,മെമ്മറി ബഫർ രജിസ്റ്റർ
मेमरी बस,മെമ്മറി ബസ്
मेमरी कार्ड,മെമ്മറി കാര്ഡ്
मेमरी सेल,മെമ്മറി സെൽ
मेमरी कॉम्पॅक्शन,മെമ്മറി കോംപാക്ഷൻ
मेमरी कोर,മെമ്മറി കോർ
स्मृती चक्र,മെമ്മറി സൈക്കിൾ
मेमरी डेटा रजिस्टर,മെമ്മറി ഡാറ്റ രജിസ്റ്റർ
मेमरी डंप,മെമ്മറി ഡംപ്
मेमरी एक्सचेंज,മെമ്മറി എക്സ്ചേഞ്ച്
मेमरी पदानुक्रम,മെമ്മറി ശ്രേണി
मेमरी सूचना,മെമ്മറി നിർദ്ദേശം
मेमरी व्यवस्थापन,മെമ്മറി മാനേജ്മെന്റ്
मेमरी नकाशा,മെമ്മറി മാപ്പ്
मेमरी मॅप केलेले I/O,മെമ്മറി മാപ്പ് ചെയ്ത I/O
मेमरी मॉडेल,മെമ്മറി മോഡൽ
मेमरी मॉड्यूल,മെമ്മറി മൊഡ്യൂൾ
मेमरी पॉइंटर रजिस्टर,മെമ്മറി പോയിന്റർ രജിസ്റ്റർ
स्मृती शक्ती,ഓർമ്മ ശക്തി
मेमरी संरक्षण,മെമ്മറി സംരക്ഷണം
मेमरी संदर्भ सूचना,മെമ്മറി റഫറൻസ് നിർദ്ദേശം
मेमरी निवासी कार्यक्रम,മെമ്മറി റസിഡന്റ് പ്രോഗ്രാം
मेमरी युनिट,മെമ്മറി യൂണിറ്റ്
मेनू,മെനു
मेनू बार,മെനു ബാർ
मेनू ड्राइव्ह,മെനു ഡ്രൈവ്
मेनू निवड,മെനു തിരഞ്ഞെടുക്കൽ
मेनू-चालित कार्यक्रम,മെനു അടിസ്ഥാനമാക്കിയുള്ള പ്രോഗ്രാം
विलीन,ലയിപ്പിക്കുക
एक्सचेंज क्रमवारी विलीन करा,എക്സ്ചേഞ്ച് സോർട്ട് ലയിപ്പിക്കുക
क्रमवारी विलीन करा,ലയിപ്പിക്കുക
विलीन करणे,ലയിപ്പിക്കുന്നു
जाळी नेटवर्क,മെഷ് നെറ്റ്വർക്ക്
मेसेजिंग,സന്ദേശമയയ്‌ക്കൽ
संदेश,സന്ദേശം
संदेश प्रमाणीकरण,സന്ദേശ പ്രാമാണീകരണം
संदेश बॉक्स,സന്ദേശ ബോക്സ്
संदेश सर्किट,സന്ദേശ സർക്യൂട്ട്
संदेश स्वरूप,സന്ദേശ ഫോർമാറ്റ്
संदेश शीर्षलेख,സന്ദേശ തലക്കെട്ട്
संदेश मोड,സന്ദേശ മോഡ്
संदेश जात आहे,സന്ദേശം കൈമാറുന്നു
संदेश मतदान,സന്ദേശ വോട്ടെടുപ്പ്
संदेश रांग,സന്ദേശ ക്യൂ
संदेश स्विच,സന്ദേശ സ്വിച്ച്
संदेश मजकूर,സന്ദേശ വാചകം
संदेश हस्तांतरण एजंट,സന്ദേശ കൈമാറ്റ ഏജന്റ്
मेटा असेंबलर,മെറ്റാ അസംബ്ലർ
मेटा वर्ग,മെറ്റാ ക്ലാസ്
मेटा संकलन,മെറ്റാ സമാഹാരം
मेटा कंपाइलर,മെറ്റാ കമ്പൈലർ
मेटा भाषा,മെറ്റാ ഭാഷ
मेटा नेटवर्क,മെറ്റാ നെറ്റ്വർക്ക്
मेटा सिस्टम,മെറ്റാ സിസ്റ്റം
पद्धत,രീതി
मेट्रोपॉलिटन एरिया नेटवर्क (MAN),മെട്രോപൊളിറ്റൻ ഏരിയ നെറ്റ്‌വർക്ക് (MAN)
सूक्ष्म,മൈക്രോ
सूक्ष्म कोड,മൈക്രോ കോഡ്
सूक्ष्म संगणक,മൈക്രോ കമ്പ്യൂട്ടർ
सूक्ष्म नियंत्रक,മൈക്രോ കൺട്രോളർ
सूक्ष्म सायकल,മൈക്രോ സൈക്കിൾ
मायक्रो इलेक्ट्रॉनिक मेकॅनिकल सिस्टम (MEMS),മൈക്രോ ഇലക്ട്രോണിക് മെക്കാനിക്കൽ സിസ്റ്റം (MEMS)
सूक्ष्म इलेक्ट्रॉनिक्स,മൈക്രോ ഇലക്ട്രോണിക്സ്
सूक्ष्म सूक्ष्म प्राधिकरण,മൈക്രോ മിനി ഓതറൈസേഷൻ
सूक्ष्म ऑर्डर,മൈക്രോ ഓർഡർ
मायक्रो/मेनफ्रेम लिंक,മൈക്രോ/മെയിൻഫ്രെയിം ലിങ്ക്
मायक्रोचिप,മൈക്രോചിപ്പ്
मायक्रोकोबोल,മൈക്രോകോബോൾ
मायक्रोकोड,മൈക്രോകോഡ്
मायक्रोफिचे,മൈക്രോഫിഷ്
मायक्रोफ्लॉपी,മൈക്രോഫ്ലോപ്പി
मायक्रोफॉर्म रीडर,മൈക്രോഫോം റീഡർ
मायक्रोफ्रेम,മൈക്രോഫ്രെയിം
मायक्रोग्राफिक्स,മൈക്രോഗ്രാഫിക്സ്
मायक्रोफोन,മൈക്രോഫോൺ
मायक्रोफोटोग्राफ,മൈക്രോഫോട്ടോഗ്രാഫ്
मायक्रोप्रोसेसिंग युनिट,മൈക്രോപ്രൊസസിംഗ് യൂണിറ്റ്
मायक्रोप्रोसेसर,മൈക്രോപ്രൊസസർ
मायक्रोप्रोसेसर चिप,മൈക്രോപ്രൊസസർ ചിപ്പ്
मायक्रोप्रोसेसर कंपाइलर,മൈക്രോപ്രൊസസർ കമ്പൈലർ
मायक्रोप्रोसेसर युनिट (MPU),മൈക്രോപ്രൊസസർ യൂണിറ്റ് (എംപിയു)
मायक्रोप्रोग्राम,മൈക്രോപ്രോഗ്രാം
सूक्ष्म अनुक्रम,മൈക്രോസെക്വൻസ്
मायक्रोसॉफ्ट,മൈക്രോസോഫ്റ്റ്
मायक्रोसॉफ्ट विंडोज,മൈക്രോസോഫ്റ്റ് വിൻഡോകൾ
मायक्रोवेव्ह,മൈക്രോവേവ്
मायक्रोवेव्ह लिंक,മൈക്രോവേവ് ലിങ്ക്
मायक्रोवेव्ह प्रसार,മൈക്രോവേവ് പ്രചരണം
मध्यम व्यवस्थापन,മധ്യ മാനേജ്മെന്റ്
मिडलवेअर,മിഡിൽവെയർ
मिडीकॉम्प्युटर,മിഡികമ്പ്യൂട്ടർ
मध्यबिंदू,മധ്യഭാഗം
मध्यावधी,ഇടക്കാല
स्थलांतर मार्ग,മൈഗ്രേഷൻ പാത
प्रति सेकंद दशलक्ष सूचना (MIPS),സെക്കൻഡിൽ ദശലക്ഷം നിർദ്ദേശങ്ങൾ (MIPS)
लघुसंगणक,മിനികമ്പ്യൂട്ടർ
मिनीडिस्केट,മിനിഡിസ്കെറ്റ്
किमान कर्नल,ഏറ്റവും കുറഞ്ഞ കേർണൽ
किमान उत्पादन,കുറഞ്ഞ ഉൽപ്പന്നം
किमान झाड,ഏറ്റവും കുറഞ്ഞ വൃക്ഷം
minimax (किमान-कमाल) अल्गोरिदम,മിനിമാക്സ് (മിനി-മാക്സ്) അൽഗോരിതം
किमान प्रक्रिया,മിനിമാക്സ് നടപടിക്രമം
झाडासाठी किमान खर्च,ഏറ്റവും കുറഞ്ഞ ചെലവ് പരന്നുകിടക്കുന്ന മരം
किमान विलंब कोडिंग,ഏറ്റവും കുറഞ്ഞ ലേറ്റൻസി കോഡിംഗ്
किरकोळ उपकरण,ചെറിയ ഉപകരണം
मिंटरिम,മിന്ററിം
वजा ध्वज,മൈനസ് പതാക
वजा ध्वज,മൈനസ് പതാക
वजा क्षेत्र,മൈനസ് സോൺ
आरसा,കണ്ണാടി
मिरर साइट,കണ്ണാടി സൈറ്റ്
मिश्र मूलांक नोटेशन,മിക്സഡ്-റാഡിക്സ് നൊട്ടേഷൻ
मिक्सर,മിക്സർ
मेमोनिक,ഓർമ്മപ്പെടുത്തൽ
मेमोनिक पत्ता,സ്മരണിക വിലാസം
नेमोनिक्स,മെമ്മോണിക്സ്
मोबाईल,മൊബൈൽ
मोबाइल संगणन,മൊബൈൽ കമ്പ്യൂട്ടിംഗ്
मॉडेल,മോഡൽ
मोडलेस संपादक,മാതൃകയില്ലാത്ത എഡിറ്റർ
मॉडेलिंग,മോഡലിംഗ്
मोडेम,മോഡം
मध्यम,മിതത്വം
संयत,മോഡറേഷൻ
नियंत्रक,മോഡറേറ്റർ
सुधारित सूचना,പരിഷ്കരിച്ച നിർദ്ദേശം
सुधारक,മോഡിഫയർ
सुधारक बिट,മോഡിഫയർ ബിറ്റ്
सुधारित करा,പരിഷ്ക്കരിക്കുക
मॉड्यूलर,മോഡുലാർ
मॉड्यूलरिटी,മോഡുലാരിറ്റി
मॉड्युलेशन,മോഡുലേഷൻ
मॉड्यूल,മൊഡ്യൂൾ
मॉड्यूल आर्किटेक्चर,മൊഡ്യൂൾ ആർക്കിടെക്ചർ
मॉनिटर,മോണിറ്റർ
देखरेख कार्यक्रम,നിരീക്ഷണ പരിപാടി
मोनोक्रोम डिस्प्ले,മോണോക്രോം ഡിസ്പ്ലേ
मोनोलिथिक इंटिग्रेटेड सर्किट,മോണോലിത്തിക്ക് ഇന്റഗ്രേറ്റഡ് സർക്യൂട്ട്
मोनोलिथिक तंत्रज्ञान,മോണോലിത്തിക്ക് സാങ്കേതികവിദ്യ
मोनोस्पेस फॉन्ट,മോണോസ്പേസ് ഫോണ്ട്
मोनोस्टेबल,മോണോസ്റ്റബിൾ
मोनोटोरिसिटी,മോണോട്ടോറിസിറ്റി
मॉर्फ,മോർഫ്
मॉर्फीम,മോർഫീം
मॉर्फिझम,മോർഫിസം
गहाण,ജാമ്യം
mosfet (MOSFET),മോസ്ഫെറ്റ് (MOSFET)
सर्वात लक्षणीय बिट,ഏറ്റവും പ്രധാനപ്പെട്ട ബിറ്റ്
मदर बोर्ड,മദർ ബോർഡ്
आई नोंदणी,അമ്മ രജിസ്റ്റർ
चलचित्रपट,ചലച്ചിത്രം
मोशन पिक्चर एक्स्पर्ट्स ग्रुप (MPEG),മോഷൻ പിക്ചർ വിദഗ്ധ സംഘം (എംപിഇജി)
माउंट,മൗണ്ട്
उंदीर,മൗസ്
हलवा,നീക്കുക
वर्ण हलवा,ചലിക്കുന്ന സ്വഭാവം
एमएस-डॉस,MS-DOS
एमएस-विंडोज,MS-Windows
बहु पैलू,ബഹുമുഖം
मल्टी प्रोसेसर,മൾട്ടി പ്രൊസസർ
मल्टी प्रोग्रामिंग,മൾട്ടി പ്രോഗ്രാമിംഗ്
मल्टी टास्किंग,മൾട്ടി ടാസ്കിംഗ്
मल्टीबस,മൾട്ടിബസ്
मल्टीकास्ट,മൾട്ടികാസ്റ്റ്
मल्टीकास्ट पत्ता,മൾട്ടികാസ്റ്റ് വിലാസം
मल्टीकास्टिंग,മൾട്ടികാസ്റ്റിംഗ്
मल्टीचिप,മൾട്ടിചിപ്പ്
मल्टीक्स,മൾട്ടിക്സ്
मल्टी-जॉब ऑपरेशन,മൾട്ടിജോബ് പ്രവർത്തനം
बहुस्तरीय मेमरी,മൾട്ടി ലെവൽ മെമ്മറി
मल्टीमीडिया तंत्रज्ञान,മൾട്ടിമീഡിയ സാങ്കേതികവിദ്യ
मल्टीमोड,മൾട്ടിമോഡ്
अनेक,ഒന്നിലധികം
एकाधिक अचूकता,ഒന്നിലധികം കൃത്യത
एकाधिक प्रतिगमन,ഒന്നിലധികം റിഗ്രഷൻ
मल्टिप्लेक्स,മൾട്ടിപ്ലക്സ്
मल्टिप्लेक्स मोड,മൾട്ടിപ്ലക്സ് മോഡ്
मल्टिप्लेक्सर,മൾട്ടിപ്ലക്‌സർ
मल्टिप्लेक्सिंग,മൾട്ടിപ്ലെക്സിംഗ്
मल्टीपॉइंट नेटवर्क,മൾട്ടിപോയിന്റ് നെറ്റ്‌വർക്ക്
मल्टीप्रोसेसिंग,മൾട്ടിപ്രോസസിംഗ്
मल्टीप्रोसेसर प्रणाली,മൾട്ടിപ്രൊസസർ സിസ്റ്റം
बहुउद्देशीय इंटरनेट मेल विस्तार (MIME),മൾട്ടി പർപ്പസ് ഇന്റർനെറ്റ് മെയിൽ വിപുലീകരണം (MIME)
अनेक वेळापत्रक,മൾട്ടിഷെഡ്യൂൾ
