Punjabi,Marathi
ਲਾਜ਼ੀਕਲ ਸਬੰਧ,तार्किक संबंध
ਲਾਜ਼ੀਕਲ ਸਕੀਮ,तार्किक योजना
ਲਾਜ਼ੀਕਲ ਪ੍ਰਤੀਕ,तार्किक चिन्ह
ਲਾਜ਼ੀਕਲ ਕਿਸਮ,तार्किक प्रकार
ਲਾਜ਼ੀਕਲ ਮੁੱਲ,तार्किक मूल्य
ਲਾਜ਼ੀਕਲ ਵੇਰੀਏਬਲ,लॉजिकल व्हेरिएबल
ਅੱਗੇ ਦੇਖੋ ਕੈਰੀ,पुढे पहा वाहून
ਸੈੱਟ ਅੱਗੇ ਦੇਖੋ,सेट पुढे पहा
ਝਾਂਕਨਾ,वर बघ
ਲੂਪ,पळवाट
ਲੂਪ ਕੰਟਰੋਲ,पळवाट नियंत्रण
ਲੂਪ ਸ਼ੁਰੂਆਤ,लूप आरंभ करणे
ਲੂਪ ਸੋਧ,लूप सुधारणा
ਲੂਪ ਨੈੱਟਵਰਕ,लूप नेटवर्क
ਲੂਪ ਸ਼ੁਰੂ,पळवाट सुरू
ਲੂਪ ਸਮਾਪਤੀ,लूप समाप्ती
ਲੂਪ-ਬੈਕ ਟੈਸਟ,लूप-बॅक चाचणी
ਢਿੱਲੀ ਜੋੜੀ,सैलपणे जोडलेले
ਨੁਕਸਾਨ ਰਹਿਤ ਸੰਕੁਚਨ,दोषरहित कॉम्प्रेशन
ਨੁਕਸਾਨਦੇਹ ਕੰਪਰੈਸ਼ਨ,हानीकारक कॉम्प्रेशन
ਘੱਟ ਬਾਈਟ,कमी बाइट
ਹੇਠਲੇ ਪੱਧਰ ਦੀ ਭਾਸ਼ਾ,निम्न पातळीची भाषा
ਘੱਟ ਪਾਸ ਫਿਲਟਰ,कमी पास फिल्टर
ਹੇਠਲੀ ਸੀਮਾ,कमी बंधन
ਮੈਕ ਪ੍ਰੋਟੋਕੋਲ (ਮੀਡੀਅਮ ਐਕਸੈਸ ਕੰਟਰੋਲ),मॅक प्रोटोकॉल (मध्यम प्रवेश नियंत्रण)
ਮਸ਼ੀਨ,मशीन
ਮਸ਼ੀਨ ਦਾ ਪਤਾ,मशीन पत्ता
ਮਸ਼ੀਨ ਕੋਡ,मशीन कोड
ਮਸ਼ੀਨ ਚੱਕਰ,मशीन सायकल
ਮਸ਼ੀਨ ਨਿਰਭਰ ਭਾਸ਼ਾ,मशीनवर अवलंबून असलेली भाषा
ਮਸ਼ੀਨ ਨਿਰਭਰ ਸਾਫਟਵੇਅਰ,मशीनवर अवलंबून असलेले सॉफ्टवेअर
ਮਸ਼ੀਨ ਗਲਤੀ,मशीन त्रुटी
ਮਸ਼ੀਨ ਦਾ ਵਿਹਲਾ ਸਮਾਂ,मशीन निष्क्रिय वेळ
ਮਸ਼ੀਨ ਸੁਤੰਤਰ ਭਾਸ਼ਾ,मशीन स्वतंत्र भाषा
ਮਸ਼ੀਨ ਦੀ ਹਦਾਇਤ,मशीन सूचना
ਮਸ਼ੀਨ ਬੁੱਧੀ,मशीन बुद्धिमत्ता
ਮਸ਼ੀਨ ਭਾਸ਼ਾ,मशीन भाषा
ਮਸ਼ੀਨ ਸਿਖਲਾਈ,मशीन लर्निंग
ਮਸ਼ੀਨ ਦੀ ਕਾਰਵਾਈ,मशीन ऑपरेशन
ਮਸ਼ੀਨ ਅਧਾਰਿਤ ਭਾਸ਼ਾ,मशीन ओरिएंटेड भाषा
ਮਸ਼ੀਨ ਰਨ,मशीन चालवणे
ਮਸ਼ੀਨ ਸਿਮੂਲੇਸ਼ਨ,मशीन सिम्युलेशन
ਮਸ਼ੀਨ ਖਰਾਬ ਸਮਾਂ,मशीनचा वेळ खराब झाला
ਮਸ਼ੀਨ ਅਨੁਵਾਦ,मशीन भाषांतर
ਮਸ਼ੀਨ ਸ਼ਬਦ,मशीन शब्द
ਮੈਕਰੋ (=ਮੈਕ੍ਰੋ ਹਦਾਇਤ),मॅक्रो (= मॅक्रो सूचना)
ਮੈਕਰੋ ਆਰਗੂਮੈਂਟ,मॅक्रो युक्तिवाद
ਮੈਕਰੋ ਅਸੈਂਬਲੀ ਪ੍ਰੋਗਰਾਮ,मॅक्रो असेंब्ली प्रोग्राम
ਮੈਕਰੋ ਕਾਲ,मॅक्रो कॉल
ਮੈਕਰੋ ਕੋਡ,मॅक्रो कोड
ਮੈਕਰੋ ਕਮਾਂਡ,मॅक्रो कमांड
ਮੈਕਰੋ ਘੋਸ਼ਣਾ,मॅक्रो घोषणा
ਮੈਕਰੋ ਪਰਿਭਾਸ਼ਾ,मॅक्रो व्याख्या
ਮੈਕਰੋ ਫਲੋ ਚਾਰਟ,मॅक्रो फ्लो चार्ट
ਮੈਕਰੋ ਜਨਰੇਟਰ,मॅक्रो जनरेटर
ਮੈਕਰੋ ਹਦਾਇਤ,मॅक्रो सूचना
ਮੈਕਰੋ ਭਾਸ਼ਾ,मॅक्रो भाषा
ਮੈਕਰੋ ਲਾਇਬ੍ਰੇਰੀ,मॅक्रो लायब्ररी
ਮੈਕਰੋ ਪੈਰਾਮੀਟਰ,मॅक्रो पॅरामीटर
ਮੈਕਰੋ ਪ੍ਰੋਸੈਸਿੰਗ,मॅक्रो प्रक्रिया
ਮੈਕਰੋ ਪ੍ਰੋਸੈਸਰ,मॅक्रो प्रोसेसर
ਮੈਕਰੋ ਪ੍ਰੋਗਰਾਮਿੰਗ,मॅक्रो प्रोग्रामिंग
ਮੈਕਰੋ ਪ੍ਰੋਟੋਟਾਈਪ,मॅक्रो प्रोटोटाइप
ਮੈਕਰੋ-ਕੋਡਿੰਗ,मॅक्रो-कोडिंग
ਮੈਗਾਬਾਈਟ (MB),मॅगाबाइट (MB)
ਜਾਦੂ ਅੱਖਰ,जादूचे पात्र
ਮੈਜਿਕ ਨੰਬਰ,जादूची संख्या
ਚੁੰਬਕੀ ਬੁਲਬੁਲਾ ਮੈਮੋਰੀ,चुंबकीय बबल मेमरी
ਚੁੰਬਕੀ ਕਾਰਡ,चुंबकीय कार्ड
ਚੁੰਬਕੀ ਸੈੱਲ,चुंबकीय सेल
ਚੁੰਬਕੀ ਅੱਖਰ,चुंबकीय वर्ण
ਚੁੰਬਕੀ ਕੋਰ ਸਟੋਰੇਜ਼,चुंबकीय कोर स्टोरेज
ਚੁੰਬਕੀ ਡਿਸਕ,चुंबकीय डिस्क
ਚੁੰਬਕੀ ਡਿਸਕ ਪਤਾ,चुंबकीय डिस्क पत्ता
ਚੁੰਬਕੀ ਡਿਸਕ ਮੈਮੋਰੀ,चुंबकीय डिस्क मेमरी
ਚੁੰਬਕੀ ਡਰੱਮ,चुंबकीय ड्रम
ਚੁੰਬਕੀ ਇੰਕੋਡਿੰਗ,चुंबकीय एन्कोडिंग
ਚੁੰਬਕੀ ਸਿਰ,चुंबकीय डोके
ਚੁੰਬਕੀ ਸਿਆਹੀ,चुंबकीय शाई
ਚੁੰਬਕੀ ਸਿਆਹੀ ਅੱਖਰ ਪਛਾਣ (MICR),चुंबकीय शाई वर्ण ओळख (MICR)
ਚੁੰਬਕੀ ਮੀਡੀਆ,चुंबकीय माध्यम
ਚੁੰਬਕੀ ਰੀਡਿੰਗ,चुंबकीय वाचन
ਚੁੰਬਕੀ ਰਿਕਾਰਡਿੰਗ,चुंबकीय रेकॉर्डिंग
ਚੁੰਬਕੀ ਸਟੋਰੇਜ਼,चुंबकीय संचयन
ਚੁੰਬਕੀ ਪੱਟੀ,चुंबकीय पट्टी
ਚੁੰਬਕੀ ਟੇਪ,चुंबकीय टेप
ਚੁੰਬਕੀ ਟੇਪ ਕਾਰਤੂਸ,चुंबकीय टेप काडतूस
ਚੁੰਬਕੀ ਟੇਪ ਡਰਾਈਵ,चुंबकीय टेप ड्राइव्ह
ਚੁੰਬਕੀ ਟੇਪ ਹੈਡਰ,चुंबकीय टेप शीर्षलेख
ਚੁੰਬਕੀ ਟੇਪ ਲਾਇਬ੍ਰੇਰੀਅਨ,चुंबकीय टेप ग्रंथपाल
ਚੁੰਬਕੀ ਟੇਪ ਆਵਾਜਾਈ,चुंबकीय टेप वाहतूक
ਚੁੰਬਕੀ ਟੇਪ ਯੂਨਿਟ,चुंबकीय टेप युनिट
ਚੁੰਬਕੀ ਪਤਲੀ ਫਿਲਮ,चुंबकीय पातळ फिल्म
ਚੁੰਬਕੀ ਟਰੈਕ,चुंबकीय ट्रॅक
ਮੈਗਨੇਟੋ ਆਪਟਿਕ ਸਟੋਰੇਜ਼,मॅग्नेटो ऑप्टिक स्टोरेज
ਮੈਗਨੇਟੋਗ੍ਰਾਫਿਕ ਪ੍ਰਿੰਟਰ,मॅग्नेटोग्राफिक प्रिंटर
ਮੈਗਨੇਟੋਸਟ੍ਰਿਕਸ਼ਨ,मॅग्नेटोस्ट्रक्शन
magnetostrictive ਗੋਲੀ,चुंबकीय प्रतिबंधात्मक टॅब्लेट
ਮੇਲ ਬਾਕਸ,मेल बॉक्स
ਮੇਲ ਅਭੇਦ,मेल विलीनीकरण
ਮੁੱਖ ਕੰਟਰੋਲ ਯੂਨਿਟ,मुख्य नियंत्रण युनिट
ਮੁੱਖ ਫਰੇਮ,मुख्य चौकट
ਮੁੱਖ ਫਰੇਮ ਸਿਸਟਮ,मुख्य फ्रेम सिस्टम
ਮੁੱਖ ਮੈਮੋਰੀ,मुख्य स्मृती
ਮੁੱਖ ਪ੍ਰੋਗਰਾਮ,मुख्य कार्यक्रम
ਮੁੱਖ ਸਟੋਰੇਜ਼,मुख्य स्टोरेज
ਮੁੱਖ ਸਵਿੱਚ,मुख्य स्विच
ਰੱਖ-ਰਖਾਅ,देखभाल
ਰੱਖ-ਰਖਾਅ ਪੈਨਲ,देखभाल पॅनेल
ਰੱਖ-ਰਖਾਅ ਦਾ ਸਮਾਂ,देखभाल वेळ
ਮੁੱਖ ਚੱਕਰ,प्रमुख चक्र
ਮੁੱਖ ਜੰਤਰ,प्रमुख साधन
ਮੁੱਖ ਕੁੰਜੀ,प्रमुख की
ਪ੍ਰਮੁੱਖ ਰਾਜ,प्रमुख राज्य
ਮੁੱਖ ਬਣਤਰ,प्रमुख रचना
ਮੁੱਖ ਕੰਮ,प्रमुख कार्य
ਬਹੁਮਤ ਤੱਤ,बहुसंख्य घटक
ਬਹੁਗਿਣਤੀ ਗੇਟ,बहुसंख्य गेट
ਬਹੁਮਤ ਕਾਰਵਾਈ,बहुसंख्य ऑपरेशन
ਮੇਕਅਪ ਦਾ ਸਮਾਂ,मेकअप वेळ
ਖਰਾਬ ਰੁਟੀਨ,खराब कार्य दिनचर्या
ਪ੍ਰਬੰਧਨ ਵਿਕਾਸ,व्यवस्थापन विकास
ਪ੍ਰਬੰਧਨ ਸੂਚਨਾ ਪ੍ਰਣਾਲੀ (MIS),व्यवस्थापन माहिती प्रणाली (MIS)
ਪ੍ਰਬੰਧਨ ਵਿਗਿਆਨ,व्यवस्थापन विज्ञान
ਮਾਨਚੈਸਟਰ ਕੋਡਿੰਗ,मँचेस्टर कोडिंग
ਮੈਨੀਫੋਲਡਿੰਗ,मॅनिफोल्डिंग
ਹੇਰਾਫੇਰੀ ਵੇਰੀਏਬਲ,फेरफार केलेले चल
ਇੰਡੈਕਸਿੰਗ ਨੂੰ ਹੇਰਾਫੇਰੀ ਕਰਨਾ,अनुक्रमणिका हाताळणे
ਮਨੁੱਖ-ਮਸ਼ੀਨ ਸਿਮੂਲੇਸ਼ਨ,मनुष्य-मशीन सिम्युलेशन
ਦਸਤੀ ਪਤਾ ਸਵਿੱਚ,मॅन्युअल पत्ता स्विच
ਦਸਤੀ ਵਿਸ਼ਲੇਸ਼ਣ,मॅन्युअल विश्लेषण
ਦਸਤੀ ਜਵਾਬ,मॅन्युअल उत्तर देणे
ਦਸਤੀ ਇੰਦਰਾਜ਼,मॅन्युअल एंट्री
ਦਸਤੀ ਵਟਾਂਦਰਾ,मॅन्युअल एक्सचेंज
ਦਸਤੀ ਇੰਪੁੱਟ,मॅन्युअल इनपुट
ਦਸਤੀ ਕਾਰਵਾਈ,मॅन्युअल ऑपरेशन
ਬਹੁਤ ਸਾਰੇ ਰਿਸ਼ਤੇ,अनेक ते अनेक संबंध
ਕਈ ਤੋਂ ਇੱਕ ਡੀਕੋਡਰ,अनेक ते एक डीकोडर
ਨਕਸ਼ਾ ਵਿਧੀ,नकाशा पद्धत
ਮੈਪਿੰਗ,मॅपिंग
ਹਾਸ਼ੀਏ,समास
ਹਾਸ਼ੀਏ ਦੀ ਗਲਤੀ,मार्जिन त्रुटी
ਮਾਮੂਲੀ ਜਾਂਚ,किरकोळ तपासणी
ਮਾਮੂਲੀ ਟੈਸਟ,किरकोळ चाचणी
ਨਿਸ਼ਾਨ ਖੋਜ,चिन्ह ओळख
ਮਾਰਕ ਰੀਡਿੰਗ,वाचन चिन्हांकित करा
ਮਾਰਕ ਸਕੈਨਿੰਗ,मार्क स्कॅनिंग
ਮਾਰਕ ਭਾਵਨਾ,चिन्हांकित अर्थ
ਮਾਰਕਰ,मार्कर
ਨਿਸ਼ਾਨਦੇਹੀ,चिन्हांकित करणे
ਮਾਰਕਿੰਗ ਲਹਿਰ,चिन्हांकित लहर
markov ਚੇਨ,मार्कोव्ह साखळी
markov ਸਰੋਤ,मार्कोव्ह स्त्रोत
ਮਾਰਕ-ਅੱਪ ਭਾਸ਼ਾ,मार्क-अप भाषा
ਮਾਸਰ,मासेर
ਮਾਸਰ,मासेर
ਮਾਸਕ,मुखवटा
ਮਾਸਕ ਬਿੱਟ,मास्क बिट
ਮਾਸਕ ਪ੍ਰੋਗਰਾਮੇਬਲ ਡਿਵਾਈਸ,मास्क प्रोग्राम करण्यायोग्य डिव्हाइस
ਮਾਸਕ ਰਜਿਸਟਰ,मास्क रजिस्टर
ਮਾਸਕ ਕੀਤਾ ROM,मुखवटा घातलेला रॉम
ਮਾਸਕਿੰਗ,मुखवटा
ਪੁੰਜ ਡਾਟਾ,वस्तुमान डेटा
ਪੁੰਜ ਮੈਮੋਰੀ,वस्तुमान मेमरी
ਵੱਡੇ ਪੱਧਰ &#39;ਤੇ ਸਮਾਨਾਂਤਰ,मोठ्या प्रमाणात समांतर
ਮਾਸਟਰ,मास्टर
ਮਾਸਟਰ ਕਾਰਡ,मास्टर कार्ड
ਮਾਸਟਰ ਘੜੀ,मास्टर घड्याळ
ਮਾਸਟਰ ਕੰਸੋਲ,मास्टर कन्सोल
ਮਾਸਟਰ ਡਾਟਾ,मास्टर डेटा
ਮਾਸਟਰ ਚਿੱਤਰ,मुख्य आकृती
ਮਾਸਟਰ ਫਾਈਲ,मास्टर फाइल
ਮਾਸਟਰ ਗਰੁੱਪ,मुख्य गट
ਮਾਸਟਰ ਕੁੰਜੀ,गुरुकिल्ली
ਮਾਸਟਰ ਲਾਇਬ੍ਰੇਰੀ ਟੇਪ,मास्टर लायब्ररी टेप
ਮਾਸਟਰ ਪ੍ਰੋਸੈਸਰ,मास्टर प्रोसेसर
ਮਾਸਟਰ ਪ੍ਰੋਗਰਾਮ,मास्टर प्रोग्राम
ਮਾਸਟਰ ਸਟੇਸ਼ਨ,मास्टर स्टेशन
ਮਾਸਟਰ ਟੇਪ,मास्टर टेप
ਮਾਸਟਰ ਟਰਮੀਨਲ,मास्टर टर्मिनल
ਮਾਸਟਰ/ਗੁਲਾਮ ਜੰਤਰ,मास्टर/स्लेव्ह डिव्हाइस
ਮਾਲਕ / ਗੁਲਾਮ ਸਿਸਟਮ,मास्टर / गुलाम प्रणाली
ਮੈਚ,जुळवा
ਮੇਲ ਖਾਂਦਾ,जुळणारे
ਗਣਿਤ ਪ੍ਰੋਗਰਾਮਿੰਗ,गणितीय प्रोग्रामिंग
ਗਣਿਤਿਕ ਸਿਮੂਲੇਸ਼ਨ,गणितीय अनुकरण
ਮੈਟਰਿਕਸ,मॅट्रिक्स
ਮੈਟਰਿਕਸ ਪ੍ਰਿੰਟਰ,मॅट्रिक्स प्रिंटर
ਮੈਟਰਿਕਸ ਸਵਿੱਚ,मॅट्रिक्स स्विच
ਮੈਟ੍ਰਿਕਸ ਸਾਰਣੀ,मॅट्रिक्स सारणी
ਮੈਕਸੀ ਕੰਪਿਊਟਰ,मॅक्सी संगणक
ਮੈਕਸੀਕੰਪਿਊਟਰ,कमाल संगणक
ਅਧਿਕਤਮ ਤੱਤ,जास्तीत जास्त घटक
ਅਧਿਕਤਮ ਮਿਆਦ (ਮਿਆਰੀ ਜੋੜ ਮਿਆਦ),कमाल मुदत (मानक बेरीज टर्म)
ਮੈਕਸਵੈਲ ਡੈਮਨ,मॅक्सवेल डिमन
ਮਤਲਬ,मीन
ਮਤਲਬ ਮੁਰੰਮਤ ਦਾ ਸਮਾਂ,म्हणजे दुरुस्तीची वेळ
ਅਸਫਲਤਾ ਦੇ ਵਿਚਕਾਰ ਦਾ ਮਤਲਬ ਸਮਾਂ (MTBF),अयशस्वी दरम्यानचा वेळ (MTBF)
ਅਸਫਲਤਾ ਦੇ ਵਿਚਕਾਰ ਦਾ ਮਤਲਬ ਸਮਾਂ (MTBF),अयशस्वी दरम्यानचा वेळ (MTBF)
ਅਸਫਲਤਾ ਦਾ ਸਮਾਂ,म्हणजे अपयशाची वेळ
ਮੁਰੰਮਤ ਕਰਨ ਦਾ ਸਮਾਂ,दुरुस्तीसाठी वेळ
ਮੁਰੰਮਤ ਦਾ ਮਤਲਬ ਸਮਾਂ (MTTR),दुरुस्तीची वेळ (MTTR)
ਮੱਧਮ ਸਕੇਲ ਏਕੀਕਰਣ (MSI),मध्यम प्रमाणात एकत्रीकरण (MSI)
ਮੱਧਮ ਸਕੇਲ ਏਕੀਕਰਣ (MSI),मध्यम प्रमाणात एकत्रीकरण (MSI)
ਮੱਧਮ ਮਿਆਦ ਸਟੋਰੇਜ਼ ਜੰਤਰ,मध्यम मुदतीचे स्टोरेज डिव्हाइस
ਮੈਗਾਬਿਟ ਪ੍ਰਤੀ ਸਕਿੰਟ (MB Ps),मेगाबिट प्रति सेकंद (MB Ps)
ਸਦੱਸ ਵਸਤੂ,सदस्य ऑब्जेक्ट
ਸਦੱਸ ਰਿਕਾਰਡ,सदस्य रेकॉर्ड
ਮੈਮੋਰੀ,स्मृती
ਮੈਮੋਰੀ ਐਰੇ,मेमरी अॅरे
ਮੈਮੋਰੀ ਬੈਂਕ,मेमरी बँक
ਮੈਮੋਰੀ ਬਫਰ ਰਜਿਸਟਰ,मेमरी बफर रजिस्टर
ਮੈਮੋਰੀ ਬੱਸ,मेमरी बस
ਮੈਮੋਰੀ ਕਾਰਡ,मेमरी कार्ड
ਮੈਮੋਰੀ ਸੈੱਲ,मेमरी सेल
ਮੈਮੋਰੀ ਸੰਕੁਚਿਤ,मेमरी कॉम्पॅक्शन
ਮੈਮੋਰੀ ਕੋਰ,मेमरी कोर
ਮੈਮੋਰੀ ਚੱਕਰ,स्मृती चक्र
ਮੈਮੋਰੀ ਡਾਟਾ ਰਜਿਸਟਰ,मेमरी डेटा रजिस्टर
ਮੈਮੋਰੀ ਡੰਪ,मेमरी डंप
ਮੈਮੋਰੀ ਐਕਸਚੇਂਜ,मेमरी एक्सचेंज
ਮੈਮੋਰੀ ਲੜੀ,मेमरी पदानुक्रम
ਮੈਮੋਰੀ ਹਦਾਇਤ,मेमरी सूचना
ਮੈਮੋਰੀ ਪ੍ਰਬੰਧਨ,मेमरी व्यवस्थापन
ਮੈਮੋਰੀ ਨਕਸ਼ਾ,मेमरी नकाशा
ਮੈਮੋਰੀ ਮੈਪਡ I/O,मेमरी मॅप केलेले I/O
ਮੈਮੋਰੀ ਮਾਡਲ,मेमरी मॉडेल
ਮੈਮੋਰੀ ਮੋਡੀਊਲ,मेमरी मॉड्यूल
ਮੈਮੋਰੀ ਪੁਆਇੰਟਰ ਰਜਿਸਟਰ,मेमरी पॉइंटर रजिस्टर
ਯਾਦ ਸ਼ਕਤੀ,स्मृती शक्ती
ਮੈਮੋਰੀ ਸੁਰੱਖਿਆ,मेमरी संरक्षण
ਮੈਮੋਰੀ ਹਵਾਲਾ ਨਿਰਦੇਸ਼,मेमरी संदर्भ सूचना
ਮੈਮੋਰੀ ਨਿਵਾਸੀ ਪ੍ਰੋਗਰਾਮ,मेमरी निवासी कार्यक्रम
ਮੈਮੋਰੀ ਯੂਨਿਟ,मेमरी युनिट
ਮੀਨੂ,मेनू
ਮੇਨੂ ਪੱਟੀ,मेनू बार
ਮੇਨੂ ਡਰਾਈਵ,मेनू ड्राइव्ह
ਮੇਨੂ ਚੋਣ,मेनू निवड
ਮੇਨੂ-ਸੰਚਾਲਿਤ ਪ੍ਰੋਗਰਾਮ,मेनू-चालित कार्यक्रम
ਮਿਲਾਓ,विलीन
ਐਕਸਚੇਂਜ ਲੜੀ ਨੂੰ ਮਿਲਾਓ,एक्सचेंज क्रमवारी विलीन करा
ਕ੍ਰਮਬੱਧ ਅਭੇਦ,क्रमवारी विलीन करा
ਮਿਲਾਉਣਾ,विलीन करणे
ਜਾਲ ਨੈੱਟਵਰਕ,जाळी नेटवर्क
ਮੈਸੇਜਿੰਗ,मेसेजिंग
ਸੁਨੇਹਾ,संदेश
ਸੁਨੇਹਾ ਪ੍ਰਮਾਣਿਕਤਾ,संदेश प्रमाणीकरण
ਸੁਨੇਹਾ ਬਾਕਸ,संदेश बॉक्स
ਸੁਨੇਹਾ ਸਰਕਟ,संदेश सर्किट
ਸੁਨੇਹਾ ਫਾਰਮੈਟ,संदेश स्वरूप
ਸੁਨੇਹਾ ਸਿਰਲੇਖ,संदेश शीर्षलेख
ਸੁਨੇਹਾ ਮੋਡ,संदेश मोड
ਸੁਨੇਹਾ ਪਾਸ ਕਰਨਾ,संदेश जात आहे
ਸੁਨੇਹਾ ਪੋਲਿੰਗ,संदेश मतदान
ਸੁਨੇਹਾ ਕਤਾਰ,संदेश रांग
ਸੁਨੇਹਾ ਸਵਿੱਚ,संदेश स्विच
ਸੁਨੇਹਾ ਟੈਕਸਟ,संदेश मजकूर
ਸੁਨੇਹਾ ਟ੍ਰਾਂਸਫਰ ਏਜੰਟ,संदेश हस्तांतरण एजंट
ਮੈਟਾ ਅਸੈਂਬਲਰ,मेटा असेंबलर
ਮੈਟਾ ਕਲਾਸ,मेटा वर्ग
ਮੈਟਾ ਸੰਕਲਨ,मेटा संकलन
ਮੈਟਾ ਕੰਪਾਈਲਰ,मेटा कंपाइलर
ਮੈਟਾ ਭਾਸ਼ਾ,मेटा भाषा
ਮੈਟਾ ਨੈੱਟਵਰਕ,मेटा नेटवर्क
ਮੈਟਾ ਸਿਸਟਮ,मेटा सिस्टम
ਵਿਧੀ,पद्धत
ਮੈਟਰੋਪੋਲੀਟਨ ਏਰੀਆ ਨੈੱਟਵਰਕ (MAN),मेट्रोपॉलिटन एरिया नेटवर्क (MAN)
ਮਾਈਕ੍ਰੋ,सूक्ष्म
ਮਾਈਕ੍ਰੋ ਕੋਡ,सूक्ष्म कोड
ਮਾਈਕ੍ਰੋ ਕੰਪਿਊਟਰ,सूक्ष्म संगणक
ਮਾਈਕਰੋ ਕੰਟਰੋਲਰ,सूक्ष्म नियंत्रक
ਮਾਈਕਰੋ ਚੱਕਰ,सूक्ष्म सायकल
ਮਾਈਕ੍ਰੋ ਇਲੈਕਟ੍ਰਾਨਿਕ ਮਕੈਨੀਕਲ ਸਿਸਟਮ (MEMS),मायक्रो इलेक्ट्रॉनिक मेकॅनिकल सिस्टम (MEMS)
ਮਾਈਕ੍ਰੋ ਇਲੈਕਟ੍ਰੋਨਿਕਸ,सूक्ष्म इलेक्ट्रॉनिक्स
ਮਾਈਕਰੋ ਮਾਈਨਿਅਅਥਾਰਾਈਜ਼ੇਸ਼ਨ,सूक्ष्म सूक्ष्म प्राधिकरण
ਮਾਈਕ੍ਰੋ ਆਰਡਰ,सूक्ष्म ऑर्डर
ਮਾਈਕ੍ਰੋ/ਮੇਨਫ੍ਰੇਮ ਲਿੰਕ,मायक्रो/मेनफ्रेम लिंक
ਮਾਈਕ੍ਰੋਚਿੱਪ,मायक्रोचिप
ਮਾਈਕ੍ਰੋਕੋਬੋਲ,मायक्रोकोबोल
ਮਾਈਕ੍ਰੋਕੋਡ,मायक्रोकोड
ਮਾਈਕ੍ਰੋਫਾਈਚ,मायक्रोफिचे
ਮਾਈਕ੍ਰੋਫਲੋਪੀ,मायक्रोफ्लॉपी
ਮਾਈਕ੍ਰੋਫਾਰਮ ਰੀਡਰ,मायक्रोफॉर्म रीडर
ਮਾਈਕ੍ਰੋਫ੍ਰੇਮ,मायक्रोफ्रेम
ਮਾਈਕ੍ਰੋਗ੍ਰਾਫਿਕਸ,मायक्रोग्राफिक्स
ਮਾਈਕ੍ਰੋਫ਼ੋਨ,मायक्रोफोन
ਮਾਈਕ੍ਰੋਫੋਟੋਗ੍ਰਾਫ,मायक्रोफोटोग्राफ
ਮਾਈਕ੍ਰੋਪ੍ਰੋਸੈਸਿੰਗ ਯੂਨਿਟ,मायक्रोप्रोसेसिंग युनिट
ਮਾਈਕ੍ਰੋਪ੍ਰੋਸੈਸਰ,मायक्रोप्रोसेसर
ਮਾਈਕ੍ਰੋਪ੍ਰੋਸੈਸਰ ਚਿੱਪ,मायक्रोप्रोसेसर चिप
ਮਾਈਕ੍ਰੋਪ੍ਰੋਸੈਸਰ ਕੰਪਾਈਲਰ,मायक्रोप्रोसेसर कंपाइलर
ਮਾਈਕ੍ਰੋਪ੍ਰੋਸੈਸਰ ਯੂਨਿਟ (MPU),मायक्रोप्रोसेसर युनिट (MPU)
ਮਾਈਕ੍ਰੋਪ੍ਰੋਗਰਾਮ,मायक्रोप्रोग्राम
ਸੂਖਮ ਅਨੁਕ੍ਰਮ,सूक्ष्म अनुक्रम
ਮਾਈਕ੍ਰੋਸਾਫਟ,मायक्रोसॉफ्ट
ਮਾਈਕ੍ਰੋਸਾਫਟ ਵਿੰਡੋਜ਼,मायक्रोसॉफ्ट विंडोज
ਮਾਈਕ੍ਰੋਵੇਵ,मायक्रोवेव्ह
ਮਾਈਕ੍ਰੋਵੇਵ ਲਿੰਕ,मायक्रोवेव्ह लिंक
ਮਾਈਕ੍ਰੋਵੇਵ ਪ੍ਰਸਾਰ,मायक्रोवेव्ह प्रसार
ਮੱਧ ਪ੍ਰਬੰਧਨ,मध्यम व्यवस्थापन
ਮਿਡਲਵੇਅਰ,मिडलवेअर
ਮਿਡੀਕੰਪਿਊਟਰ,मिडीकॉम्प्युटर
ਮਿਡਪੁਆਇੰਟ,मध्यबिंदू
ਮਿਡਟਰਮ,मध्यावधी
ਪਰਵਾਸ ਮਾਰਗ,स्थलांतर मार्ग
ਮਿਲੀਅਨ ਨਿਰਦੇਸ਼ ਪ੍ਰਤੀ ਸਕਿੰਟ (MIPS),प्रति सेकंद दशलक्ष सूचना (MIPS)
ਮਿਨੀ ਕੰਪਿਊਟਰ,लघुसंगणक
ਮਿਨੀਡਿਸਕੇਟ,मिनीडिस्केट
ਘੱਟੋ-ਘੱਟ ਕਰਨਲ,किमान कर्नल
ਘੱਟੋ-ਘੱਟ ਉਤਪਾਦ,किमान उत्पादन
ਘੱਟੋ-ਘੱਟ ਰੁੱਖ,किमान झाड
minimax (ਘੱਟੋ-ਘੱਟ) ਐਲਗੋਰਿਦਮ,minimax (किमान-कमाल) अल्गोरिदम
ਘੱਟੋ-ਘੱਟ ਪ੍ਰਕਿਰਿਆ,किमान प्रक्रिया
ਘੱਟੋ-ਘੱਟ ਲਾਗਤ ਫੈਲੇ ਰੁੱਖ,झाडासाठी किमान खर्च
ਘੱਟੋ-ਘੱਟ ਲੇਟੈਂਸੀ ਕੋਡਿੰਗ,किमान विलंब कोडिंग
ਮਾਮੂਲੀ ਜੰਤਰ,किरकोळ उपकरण
ਮਿੰਟਰਿਮ,मिंटरिम
