English,Odiya
Four velocity,ଚାଟୁରୁଙ୍ଗା ବେଗ |
Four wire repeater,ଚତୁର୍ଥାଂଶ ତାର ପୁନରାବୃତ୍ତି |
Fourling,ଚାଟୁର୍ମିଲ୍ |
Fourmarierite,ଫର୍ମେରିଆଟାଇଟ୍ |
Fourth dimension,ଚତୁର୍ଥ ଆକାର
Fourth positive group,ଚତୁର୍ଥ ସକରାତ୍ମକ ଗୋଷ୍ଠୀ |
Fourtrack tape,କ୍ୱାଡ୍ ଟେପ୍ |
Fourtrack tape recording,ଚତୁର୍ଭୁଜ ଟେପ୍ ରେକର୍ଡିଂ |
Fox message,(ଠେକୁଆ) ପରୀକ୍ଷା ବାର୍ତ୍ତା |
Fractional code,ବିଭିନ୍ନ କୋଡ୍
Fractional crystallization,ଭଗ୍ନାଂଶ ସ୍ଫଟିକୀକରଣ |
Fractional gradient criterion,ଆଂଶିକ ope ୁଲା ବିନ୍ଦୁ |
Fractional horse power,ଭଗ୍ନାଂଶ ଘୋଡା ଶକ୍ତି |
Fractional ionic character,ଆଂଶିକ ଆୟନିକ ଚରିତ୍ରକରଣ |
Fractional load,ଆଂଶିକ ଭାର
Fractional modulation,ଆଂଶିକ ମୋଡ୍ୟୁଲେସନ୍
Fractional programming,ଭଗ୍ନାଂଶ ପ୍ରୋଗ୍ରାମିଂ |
Fractional shift,ଭଗ୍ନାଂଶ ବିସ୍ଥାପନ |
Fractional sine wave,ଆଂଶିକ ମାକ୍ସିଲାରୀ |
Fractional standard deviation,ଡିଭିଡେଣ୍ଡ ଷ୍ଟାଣ୍ଡାର୍ଡ ଡିଭାଇସନ୍ |
Fractography,ଲେଖା ଭାଙ୍ଗନ୍ତୁ |
Fracture stress,ଭଙ୍ଗା ଚାପ |
Fracture wear,ଭଙ୍ଗା ଭଙ୍ଗା
Fragment,"ବିଭାଗ, ଖଣ୍ଡ"
Frame,"ପୂର୍ଣ୍ଣ ଚିତ୍ର, ଫ୍ରେମ୍, ଫ୍ରେମ୍, ଫ୍ରେମ୍ |"
Frame amplilude control,ଫ୍ରେମ୍ ଡାଇମେନ୍ସନ୍ କଣ୍ଟ୍ରୋଲର୍ |
Frame antenna,ଫ୍ରେମ୍ ଆଣ୍ଟେନା |
Frame bend,ଫ୍ରେମ୍ ବଙ୍କା |
Frame blanking,ଫ୍ରେମ୍ ଡିଲିଟ୍
Frame blanking period,ଫ୍ରେମ୍ ଲିଭାଇବା |
Frame coil,"ଚିତ୍ର ନିୟନ୍ତ୍ରଣ କୋଇଲ୍, ଫ୍ରେମ୍ କୋଇଲ୍ |"
Frame deflection,ଫ୍ରେମ୍ ଡିଫ୍ଲେକ୍ସନ୍ |
Frame frequency,ଫ୍ରେମ୍ ଫ୍ରିକ୍ୱେନ୍ସି |
Frame grid tube,ଫ୍ରେମ୍ ଗ୍ରୀଡ୍ ନୋଜଲ୍ |
Frame key stone wave form,ଫ୍ରେମ୍ କୁଞ୍ଚି ଶୀଲା ତାରଙ୍ଗ ଫର୍ମ |
Frame linearity control,ଫ୍ରେମ୍ ରେଖା ନିୟନ୍ତ୍ରଣ |
Frame mechanism,ଗଠନମୂଳକ ଯାନ୍ତ୍ରିକ |
Frame monitoring tube,ଫିଲ୍ଡ ମନିଟର ଟ୍ୟୁବ୍ |
Frame of motion,ଗତି ପ୍ରଣାଳୀ
Frame of reference,"ନିର୍ଦ୍ଦେଶ ପ୍ରଣାଳୀ, ନିର୍ଦ୍ଦେଶ ଫ୍ରେମ୍ |"
Frame period,ଫ୍ରେମ୍ ଫ୍ରିକ୍ୱେନ୍ସି ସ୍ପାନ୍ |
Frame scan,ଫ୍ରେମ୍ ସ୍କାନିଂ |
Frame sequential system,ଫ୍ରେମ୍ କ୍ରମ ପ୍ରଣାଳୀ |
Frame simultaneous ststem,ଫ୍ରେମ୍ ଆରିଏଣ୍ଟେସନ୍ ସିଷ୍ଟମ୍ |
Frame suppression period,ଫ୍ରେମ୍ ଲିଭାଇବା |
Frame supprression,ଫ୍ରେମ୍ ଡିଲିଟ୍
Frame synchronisation,"ଫ୍ରେମ୍ ସିଙ୍କ୍ରୋନାଇଜେସନ୍, ଚିତ୍ର ସିଙ୍କ୍ରୋନାଇଜେସନ୍ |"
Frame synchronising signal,ଫ୍ରେମ୍ ସିଙ୍କ୍ରୋନାଇଜେସନ୍ ସଙ୍କେତ |
Frame time base,ଫ୍ରେମ୍ ସମୟ ସମାପ୍ତ
Framer,ଫ୍ରେମ୍ ବଣ୍ଟନକାରୀ |
Framework structure,ଭିତ୍ତିଭୂମି
Framing,ଫ୍ରେମ୍ ଆଡଜଷ୍ଟମେଣ୍ଟ୍ |
Framing control,ଫ୍ରେମ୍ ଆଡଜଷ୍ଟମେଣ୍ଟ୍ କଣ୍ଟ୍ରୋଲ୍ |
Framing mask,ଫ୍ରେମ୍ ଆଡଜଷ୍ଟମେଣ୍ଟ୍ ମାସ୍କ |
Frank-Condon principle,ଫ୍ରାଙ୍କ-କଣ୍ଡନ୍ ସିଦ୍ଧାନ୍ତ |
Frank-Read source,"ଫ୍ରାଙ୍କ-ରିଡ୍ ଉତ୍ସ, ଫ୍ରାଙ୍କ-ରିଡ୍ ଉତ୍ପତ୍ତି |"
Franklin antenna,ଫ୍ରାଙ୍କଲିନ୍ ଆଣ୍ଟେନା |
Franklin's theory,ଫ୍ରାଙ୍କଲିନ୍ କେସ୍ |
Fraunhofer absorption lines,ଫ୍ରାଉନ୍ହୋଫର୍ ଅବଶୋଷଣ ରେଖା |
Fraunhofer lines,faunhofer ରେଖା |
Fraunhofer region,Fraunhofer ଅଞ୍ଚଳ |
Fraunhofer spectrum,fraunhofer ସ୍ପେକ୍ଟ୍ରମ୍ |
Free air ionization chamber,ମୁକ୍ତ-ବାୟୁ ଆୟୋନାଇଜେସନ୍ ଚାମ୍ବର |
Free amplitude,ମାଗଣା ଆକାର
Free atmosphere,"ଶୁଦ୍ଧ ବାତାବରଣ, ମୁକ୍ତ ପରିବେଶ |"
Free atom,ମାଗଣା ପରମାଣୁ |
Free body diagram,ବଳ-ନିର୍ଦ୍ଦେଶକ ଚିତ୍ର
Free bound transition,ମୁକ୍ତ ବନ୍ଧନ
Free boundary,ମୁକ୍ତ ସୀମା
Free convection,ମାଗଣା ସଂକଳନ |
Free edge,ମାଗଣା କୋର୍ |
Free electorn theory,ମାଗଣା ଇଲେକ୍ଟ୍ରନ୍ ସିଦ୍ଧାନ୍ତ |
Free electromagnetic field,ମାଗଣା ବିଦ୍ୟୁତ୍-ଚୁମ୍ବକୀୟ କ୍ଷେତ୍ର |
Free electron,ମାଗଣା ଇଲେକ୍ଟ୍ରନ୍ |
Free electron laser,ମାଗଣା ଇଲେକ୍ଟ୍ରନ୍ ଲେଜର |
Free electron paramagnetism,ମାଗଣା ଇଲେକ୍ଟ୍ରନ୍ ପାରାମାଗ୍ନେଜିମ୍ |
Free end,ମାଗଣା ଶେଷ
Free energy,ଶକ୍ତି ଉପଲବ୍ଧ |
Free energy change,ମାଗଣା ଶକ୍ତି ରୂପାନ୍ତର |
Free energy density,ମାଗଣା ଶକ୍ତି ସାନ୍ଧ୍ରତା |
Free energy function,ମାଗଣା ଶକ୍ତି କାର୍ଯ୍ୟ
Free enthalpy (=Gibbs free energy),"ମାଗଣା ଏଣ୍ଟାଲପି, ମାଗଣା ଏଣ୍ଟାଲପି |"
Free expansion,ନିରବଚ୍ଛିନ୍ନ ଭିନ୍ନତା |
Free extension,ମାଗଣା ବିସ୍ତାର
Free fall,ମାଗଣା ପତନ |
Free field,ମାଗଣା ଜୋନ୍ |
Free field sensitivity,ମୁକ୍ତ ଜୋନ୍ ସମ୍ବେଦନଶୀଳତା |
Free hole,ମାଗଣା ଗର୍ତ୍ତ |
Free impedance,ମାଗଣା ପ୍ରତିରୋଧ
Free ion,ମାଗଣା ଆୟନ |
Free isotope hold up,"ମାଗଣା-ଆଇସୋଟୋପ୍ ପରିମାଣ, ମାଗଣା ଆଇସୋଟୋପ୍ ପରିମାଣ |"
Free jet boundary,ମାଗଣା ଚାର୍ଜ ସୀମା |
Free molecular flow,ମାଗଣା ମଲିକୁଲାର ପ୍ରବାହ |
Free molecular heat conduction,ମୁକ୍ତ-ଅଣୁ-ଉତ୍ତାପ ଚାଳନା |
Free molecular viscosity,ମାଗଣା ମଲିକୁଲାର ସାନ୍ଦ୍ରତା |
Free motional impedance,ମାଗଣା ଗତିଜ ପ୍ରତିବନ୍ଧକ |
Free non-linear vibration,ମାଗଣା ଅଣ-ରେଖା କମ୍ପନ |
Free oscillation,"ମାଗଣା ଦୋହରିବା, ମାଗଣା ଦୋହରିବା, ପ୍ରାକୃତିକ ଦୋହରିବା |"
Free parameter,ମାଗଣା ପାରାମିଟର |
Free particle model,ମୁକ୍ତ-କଣିକା ମଡେଲ୍ |
Free path,ମୁକ୍ତ ପଥ
Free progressive wave,ମୁକ୍ତ ଚଳନ ତରଙ୍ଗ |
Free radical,ମୁକ୍ତ ରେଡିକାଲ୍ |
Free rotation hypothesis,ମାଗଣା ଘୂର୍ଣ୍ଣନ ଅନୁମାନ |
Free running multivibrator (=astable multivibrator),ସ୍ୱୟଂଚାଳିତ ମଲ୍ଟିଭାଇବ୍ରେଟର |
Free self energy,ମାଗଣା ସ୍ ar ର୍ଜା |
Free space,ମୁକ୍ତ ଆକାଶ |
Free space characteristic impedance,ମୁକ୍ତ ଆକାଶ ପ୍ରତିରୋଧ |
Free space diagram,ମାଗଣା ଆକାଶ ଚିତ୍ର |
Free space field intensity,ମୁକ୍ତ ଆକାଶ କ୍ଷେତ୍ରର ତୀବ୍ରତା |
Free space impedance,ମୁକ୍ତ ଆକାଶ ପ୍ରତିରୋଧ |
Free space loss,ମୁକ୍ତ ସ୍ୱର୍ଗୀୟ କ୍ଷୟ |
Free space pattern,ମାଗଣା ଆକାଶ ଚିତ୍ର |
Free space propagation,ମାଗଣା ଆକାଶ ସଂକ୍ରମଣ |
Free space radiation pattern,ମାଗଣା ଆକାଶ ବିକିରଣ ମଡେଲ୍ |
Free space scattering corss section,ଖୋଲା ସ୍ଥାନ ବିଛାଇବା ସମ୍ଭାବନା କ୍ଷେତ୍ର |
Free space wave,ମୁକ୍ତ ଆକାଶ ତରଙ୍ଗ |
Free space wavelength,ମୁକ୍ତ ଆକାଶ ତରଙ୍ଗଦ eng ର୍ଘ୍ୟ |
Free stream line,ମାଗଣା ସାମ୍ପ୍ରତିକ ରେଖା |
Free stream velocity,ମାଗଣା କରେଣ୍ଟ୍ |
Free surface energy,ମୁକ୍ତ ପୃଷ୍ଠ ଶକ୍ତି |
Free vertical vibration,ମାଗଣା ଭୂଲମ୍ବ କମ୍ପନ |
Free vibration,ମାଗଣା କମ୍ପନ |
Free volume,ମାଗଣା ଭଲ୍ୟୁମ୍
Free wave,ମୁକ୍ତ ତରଙ୍ଗ
Free-running,ସ୍ୱୟଂଚାଳିତ
Freequency domain,ଫ୍ରିକ୍ୱେନ୍ସି ଅଞ୍ଚଳ |
Freeze,"ଫ୍ରିଜ୍ କରିବା, ଫ୍ରିଜ୍ କରିବା, ଫ୍ରିଜ୍ କରିବା |"
Freezing point,ଫ୍ରିଜ୍ ପଏଣ୍ଟ |
Freezing point curve,"ଫ୍ରିଜ୍ ପଏଣ୍ଟ ବକ୍ର, ଫ୍ରିଜ୍ ପଏଣ୍ଟ |"
Freezing temperature,ଥଣ୍ଡା ଗରମ
Freezing the equilibrium,ସନ୍ତୁଳନର ସ୍ଥିରତା |
Freight,"ଯାନର ମୂଲ୍ୟ, ମାଲ ପରିବହନ"
Freight traffic,ଟ୍ରାଫିକ୍ ଲୋଡ୍ କରନ୍ତୁ |
Frenkel defect,ଫ୍ରେଙ୍କେଲ୍ ତ୍ରୁଟି |
Frenkel disorder,ଫ୍ରେଙ୍କେଲ୍ ବ୍ୟାଧି |
Frenkel's equation,ଫ୍ରେଙ୍କେଲ-ସମୀକରଣ |
Freon,ଫ୍ରୋନ୍
Frequency,"ଆବୃତ୍ତି, ଆବୃତ୍ତି"
Frequency agility,ଫ୍ରିକ୍ୱେନ୍ସି ବିସ୍ଥାପନ କ୍ଷମତା |
Frequency allocation,ଫ୍ରିକ୍ୱେନ୍ସି ସେଟିଂ
Frequency band,ଫ୍ରିକ୍ୱେନ୍ସି ବ୍ୟାଣ୍ଡ |
Frequency bridge,ଫ୍ରିକ୍ୱେନ୍ସି ବ୍ରିଜ୍
Frequency changer,ଫ୍ରିକ୍ୱେନ୍ସି କନଭର୍ଟର |
Frequency compensation,ଫ୍ରିକ୍ୱେନ୍ସି ମଡ୍ୟୁଲେସନ୍
Frequency condition,ବାରମ୍ବାର ପ୍ରତିବନ୍ଧକ
Frequency constant,ଫ୍ରିକ୍ୱେନ୍ସି ସ୍ଥିର |
Frequency curve,"ଫ୍ରିକ୍ୱେନ୍ସି ବକ୍ର, ଫ୍ରିକ୍ୱେନ୍ସି ବକ୍ର"
Frequency cut of,ଫ୍ରିକ୍ୱେନ୍ସି ଶେଷ
Frequency departure,ଫ୍ରିକ୍ୱେନ୍ସି ଭିନ୍ନତା |
Frequency deviation meter,ବାରମ୍ବାର ବିଭ୍ରାଟ |
Frequency discrimination,ଫ୍ରିକ୍ୱେନ୍ସି ରିଜୋଲ୍ୟୁସନ୍
Frequency distortion,ବାରମ୍ବାର ବିକୃତି
Frequency distribution,ବାରମ୍ବାର ବଣ୍ଟନ
Frequency diversity,ବାରମ୍ବାର ପରିବର୍ତ୍ତନ
Frequency divider,ଫ୍ରିକ୍ୱେନ୍ସି ବିଛିନ୍ନକାରୀ |
Frequency division multiplex,ଫ୍ରିକ୍ୱେନ୍ସି ବିଭାଜନ ମଲ୍ଟିପ୍ଲେସିଙ୍ଗ୍ |
Frequency doubler,ଫ୍ରିକ୍ୱେନ୍ସି ଡବଲ୍
Frequency drift,ଫ୍ରିକ୍ୱେନ୍ସି ବିଭେଦ |
Frequency equation,ଫ୍ରିକ୍ୱେନ୍ସି ସମୀକରଣ |
Frequency factor,ଫ୍ରିକ୍ୱେନ୍ସି ଗୁଣନ
Frequency flutter,"ଫ୍ରିକ୍ୱେନ୍ସି ଫ୍ଲଟର୍, ଫ୍ରିକ୍ୱେନ୍ସି ଫ୍ଲଟର୍ |"
Frequency forgging,ଫ୍ରିକ୍ୱେନ୍ସି ସୁଇଚ୍
Frequency gradient,ଫ୍ରିକ୍ୱେନ୍ସି ଗ୍ରେଡିଏଣ୍ଟ୍ |
Frequency group,ଫ୍ରିକ୍ୱେନ୍ସି କ୍ଲାସ୍
Frequency interlace,ଆବଦ୍ଧ ଏଣ୍ଡୋଥେଲିୟମ୍ |
Frequency jumping,ଫ୍ରିକ୍ୱେନ୍ସି ଜମ୍ପ
Frequency locus,ଫ୍ରିକ୍ୱେନ୍ସି ଲୋକସ୍ |
Frequency meter,ଫ୍ରିକ୍ୱେନ୍ସି ଗେଜ୍
Frequency modulated laser,ଫ୍ରିକ୍ୱେନ୍ସି ମଡ୍ୟୁଲେଡ୍ ଲେଜର |
Frequency modulation,ଫ୍ରିକ୍ୱେନ୍ସି-ମୋଡ୍ୟୁଲେସନ୍
Frequency pass band,ବିକଳ୍ପ ଫ୍ରିକ୍ୱେନ୍ସି ବ୍ୟାଣ୍ଡ |
Frequency pulling,ବାରମ୍ବାର ଅବକ୍ଷୟ
Frequency response,ବାରମ୍ବାର ପ୍ରତିକ୍ରିୟା
Frequency sensitive load,ବାରମ୍ବାର ସମ୍ବେଦନଶୀଳ ଭାର
Frequency shift,"ଫ୍ରିକ୍ୱେନ୍ସି ଉତ୍ପାଦନ, ଫ୍ରିକ୍ୱେନ୍ସି ବିସ୍ଥାପନ |"
Frequency shift keying,ଫ୍ରିକ୍ୱେନ୍ସି ବିସ୍ଥାପନ କିଙ୍ଗ |
Frequency sliding,ଫ୍ରିକ୍ୱେନ୍ସି ସର୍ପ |
Frequency spectrum,ଫ୍ରିକ୍ୱେନ୍ସି ସ୍ପେକ୍ଟ୍ରମ୍ |
Frequency splitting,ବାରମ୍ବାର ବିଭାଜନ
Frequency standard,ଫ୍ରିକ୍ୱେନ୍ସି ମାନକ
Frequency swing,ଫ୍ରିକ୍ୱେନ୍ସି ସୁଇଙ୍ଗ୍ |
Frequency synthesizer,ଫ୍ରିକ୍ୱେନ୍ସି ସିନ୍ଥେସିସ୍ |
Frequency test,ବାରମ୍ବାର ପରୀକ୍ଷା
Frequency tolerance,ବାରମ୍ବାର ବହନ
Frequency translation,ବାରମ୍ବାର ସ୍ଥାନାନ୍ତର
Frequency tripler,ଫ୍ରିକ୍ୱେନ୍ସି ଟ୍ରିପଲର୍ |
Frequency type telemeter,"ଫ୍ରିକ୍ୱେନ୍ସି ପ୍ରକାର ଟେଲିମିଟର, ଫ୍ରିକ୍ୱେନ୍ସି ପ୍ରକାର ଟେଲିମିଟର |"
Frequency variation curve,ବାରମ୍ବାର ସ୍ଥାନାନ୍ତରଣ ବକ୍ର
Frequency woo,"ବାରମ୍ବାର ତାହା, ବ୍ୟାଘାତ |"
Frequency-modulated cyclotron,ଫ୍ରିକ୍ୱେନ୍ସି ମଡ୍ୟୁଲେଡ୍ ସାଇକ୍ଲୋଟ୍ରନ୍ |
Frequency-multiplier klystron,ଫ୍ରିକ୍ୱେନ୍ସି ଗୁଣକର୍ତ୍ତା କ୍ଲାଇଷ୍ଟ୍ରନ୍ |
Frerquency of unity current transfer ratio,ଟ୍ରାନ୍ସମିସନ୍ ଅନୁପାତ ୟୁନିଟ୍ ଫ୍ରିକ୍ୱେନ୍ସି |
Freshly formed ion,ନବଜାତ ଆୟନ |
Fresnel (=unit of frequency),ଫ୍ରେସେଲ୍ |
Fresnel biprism,ଫ୍ରେନାଲ୍-ଦ୍ୱିପାକ୍ଷିକ |
Fresnel coefficient,ଫ୍ରେସେଲ୍ କୋଏଫିସିଏଣ୍ଟ୍ |
Fresnel diffraction,ଫ୍ରେସେଲ୍ ବିଭାଜନ |
Fresnel ellipsoid,ଫ୍ରେନାଲ୍ ଏଲିପସଏଡ୍ |
Fresnel mirror,ଫ୍ରେନାଲ୍ ଦର୍ପଣ |
Fresnel prism,ଫ୍ରେନାଲ୍ ପ୍ରିଜିମ୍ |
Fresnel region,ଫ୍ରେନାଲ୍ ଅଞ୍ଚଳ |
Fresnel wave surface,ଫ୍ରେସେଲ୍ ତରଙ୍ଗ-ପୃଷ୍ଠା |
Fresnel zone,ଫ୍ରେନାଲ୍ ଜୋନ୍ |
Fresnel's equation,ଫ୍ରେସେଲ୍ ସମୀକରଣ |
Fresnel's formula,ଫ୍ରେସେଲ୍ ଫର୍ମୁଲା |
Fresnel's theory,ଫ୍ରେନାଲ୍ ମକଦ୍ଦମା |
Fretting,"ଘର୍ଷଣ କ୍ଷତି, ତତକ୍ଷଣାତ୍ |"
Fricative consonant,ଦ୍ୱନ୍ଦ୍ୱ ରେସିପି |
Fricative sound,ଶବ୍ଦ
Friction,ଘର୍ଷଣ
Friction couple,ଘର୍ଷଣ ବଳ ଯୁଗଳ |
Friction damping,ଘର୍ଷଣ ଡମ୍ପିଂ |
Friction drag,ଘର୍ଷଣ
Friction factor,ଘର୍ଷଣ କୋଏଫିସିଣ୍ଟେଣ୍ଟ |
Friction loss,ଘର୍ଷଣ କ୍ଷତି |
Friction of space,ବିବାଦ |
Friction torque,ଘର୍ଷଣ ଟର୍କ |
Friction velocity,ଘର୍ଷଣ ବେଗ |
Frictional dissipation,ଘୃଣ୍ୟ କ୍ଷୟ |
Frictional drag,ଘର୍ଷଣ ଡ୍ରାଗ୍ |
Frictional drag fractor,ଘର୍ଷଣ ଟ୍ରାକ୍ସନ୍ ଫ୍ୟାକ୍ଟର୍ |
Frictional effect,ଘୃଣ୍ୟ ପ୍ରଭାବ |
Frictional electricity,ଘର୍ଷଣ ବିଦ୍ୟୁତ୍
Frictional forces,ଘର୍ଷଣ ଶକ୍ତି |
Frictional grip,ଘୃଣ୍ୟ ଗ୍ରାଇପ୍ |
Frictional heat,ଘର୍ଷଣ ଉତ୍ତାପ |
Frictional resistance,ଘୃଣା ପ୍ରତିରୋଧ
Frictionless pulley,ଘର୍ଷଣହୀନ ପଲି |
Fringe,"ଷ୍ଟ୍ରାଇପ୍, ଫ୍ରିଙ୍ଗ୍, ଫ୍ରିଙ୍ଗ୍ |"
Fringe area,ସୀମା ଅଞ୍ଚଳ |
Fringe effect,ମାର୍ଜିନ ପ୍ରଭାବ
Fringe hawl,ପୂର୍ବାନୁମାନ ହାହୁ |
Fringe magnetic field,ମାର୍ଜିନ ଚୁମ୍ବକୀୟ କ୍ଷେତ୍ର |
Fringe pattern,ଫ୍ରିଙ୍ଗ୍ ପ୍ୟାଟର୍ |
Fringe shift,ଫ୍ରିଙ୍ଗ୍ ସୃଷ୍ଟି |
Fringe value,ମାର୍ଜିନାଲ ମୂଲ୍ୟ
Fringing,ଜୋନ୍ ବିସ୍ତାର
Fringing flux,ଧାର ଫ୍ଲକ୍ସ |
Frogging repeater,"ଫ୍ରିକ୍ୱେନ୍ସି ଇଣ୍ଟରଚେଞ୍ଜ୍ ରିପିଟର୍, ଫ୍ରିକ୍ୱେନ୍ସି ଇଣ୍ଟରଚେଞ୍ଜ୍ ରିପିଟର୍ |"
Frohlich theory,frohlish ନୀତି |
Front pinacoid,ପୂର୍ବ ପିନକଏଡ୍ |
Front projection,ଅଗ୍ରୀମ ପ୍ରୋଜେକସନ |
Front stop,ଉନ୍ନତିକାରୀ
Front-to-back ratio (=front-to-rear ratio),ଆଗରୁ ପଛକୁ ଅନୁପାତ |
Frozen equilibrium,କଣ୍ଡିଶନ୍ ସନ୍ତୁଳନ |
Frozen flux,ବନ୍ଧା ଫ୍ଲକ୍ସ |
Frozen in field,ବନ୍ଧା କ୍ଷେତ୍ର |
Frozen-in line of force,ସୀମାବଦ୍ଧ ବଳ ରେଖା |
Frrequency hysterisis,"ଫ୍ରିକ୍ୱେନ୍ସି ସିନ୍ଥେସିସ୍, ଫ୍ରିକ୍ୱେନ୍ସି ହାଇଷ୍ଟେରେସିସ୍ |"
Frrequency multiplex,ଫ୍ରିକ୍ୱେନ୍ସି ମଲ୍ଟିପ୍ଲେସିଙ୍ଗ୍ |
Fruit pulse,ପ୍ରତିକ୍ରିୟା ନାଡ
Ft-value,ft-value
Fuel,ଇନ୍ଧନ
Fuel assemble,ଇନ୍ଧନ ପ୍ୟାକେଜ୍ |
Fuel cycle,ଇନ୍ଧନ ଚକ୍ର |
Fuel decanner,ଇନ୍ଧନ ଆବରଣ |
Fuel element,ଇନ୍ଧନ ଉପାଦାନ |
Fuel pellet,ଇନ୍ଧନ ପେଲେଟ୍ |
Fuel ratio,ଇନ୍ଧନ ଅନୁପାତ |
Fuel reprocessing,ଇନ୍ଧନ ପୁନ oc ପ୍ରକ୍ରିୟାକରଣ |
Fuel rod,"ଇନ୍ଧନ ବାଡ଼ି, ଇନ୍ଧନ ଦଣ୍ଡ"
Fuel spike (fuel seed),ଇନ୍ଧନ କଣିକା |
Fuel technology,ଇନ୍ଧନ ପ୍ରଯୁକ୍ତିବିଦ୍ୟା |
Fuel value,ଇନ୍ଧନ ମୂଲ୍ୟ
Fuel-combustion efficiency,ଇନ୍ଧନ ଜାଳେଣି ଦକ୍ଷତା |
Fulcrum,"ସମର୍ଥନ, ସମର୍ଥନ"
Full load,ପୂର୍ଣ୍ଣ ଭାର
Full radiator,ସଂପୂର୍ଣ୍ଣ ବିକିରଣ
Full section filter,ପୂର୍ଣ୍ଣ ବିଭାଗ ଫିଲ୍ଟର୍ |
Full-arc spectrum,ପୂର୍ଣ୍ଣ ଆର୍କ ସ୍ପେକ୍ଟ୍ରମ୍ |
Full-duplex line,ପୂର୍ଣ୍ଣ ଦ୍ୱି-ଦିଗୀୟ ସର୍କିଟ |
Fuller-Kinyon pump,ଫୁଲର୍-କିନିଅନ୍ ପମ୍ପ |
Function,"କାର୍ଯ୍ୟ, କାର୍ଯ୍ୟ, ଗୁଣ (ଗୋଷ୍ଠୀ)"
Function digit,ଫଙ୍କସନ୍ ନମ୍ବର
Function generator,ଫଙ୍କସନ୍ ଜେନେରେଟର
Function multiplier,ଫଙ୍କସନ୍ ଫ୍ୟାକ୍ଟର୍
Function switch,ଫଙ୍କସନ୍ ସୁଇଚ୍
Functional,"କାର୍ଯ୍ୟ, କାର୍ଯ୍ୟ, ଚରିତ୍ର"
Functional switching circuit,କାର୍ଯ୍ୟକ୍ଷମ ସୁଇଚ୍ ସର୍କିଟ୍ |
Fundamental,"ମୂଳ, ମୂଳ"
Fundamental band,ମୂଳ ବ୍ୟାଣ୍ଡ |
Fundamental cube,ମୂଳ କ୍ୟୁବ୍ |
Fundamental dimensionality relation,ମୂଳ ଆକାରର ସମ୍ପର୍କ |
Fundamental equation,ମୂଳ ସମୀକରଣ |
Fundamental frame of reference,ମ basic ଳିକ ନିର୍ଦ୍ଦେଶ ପ୍ରଣାଳୀ |
Fundamental frequency,ମ basic ଳିକ ଆବୃତ୍ତି
Fundamental interaection,"ମ basic ଳିକ ପାରସ୍ପରିକ କ୍ରିୟା, ମ basic ଳିକ ପାରସ୍ପରିକ କ୍ରିୟା |"
Fundamental interval (of thermometer),ମୂଳ ବ୍ୟବଧାନ |
Fundamental lattice,ମୂଳ ଜଟଣୀ |
Fundamental law,ମ basic ଳିକ ନିୟମ |
Fundamental meridian,ମୂଳ ମେରିଡିଆନ୍ |
Fundamental mode,"ମ basic ଳିକ ମୋଡ୍, ମୁଖ୍ୟ ମୋଡ୍ |"
Fundamental note,ମୂଳ ସ୍ ow ର
Fundamental operation,ମ basic ଳିକ କାର୍ଯ୍ୟ
Fundamental pair,ମୂଳ ପର୍ଯ୍ୟାୟ ସୂଚକାଙ୍କ ଯୁଗଳ |
Fundamental particle,ମ basic ଳିକ କଣିକା |
Fundamental period,"ମୂଳ ପର୍ଯ୍ୟାୟ ସୂଚକାଙ୍କ, ମୂଳ ଅବଧି |"
Fundamental plane,ମୂଳ ବିମାନ |
Fundamental points,ମୂଳ ବିନ୍ଦୁ |
Fundamental qunatity,ମ fundamental ଳିକ ପରିମାଣ
Fundamental research,ମ fundamental ଳିକ ଅନୁସନ୍ଧାନ |
Fundamental scanning frequency,ମୂଳ ସ୍କାନିଂ ଫ୍ରିକ୍ୱେନ୍ସି |
Fundamental sequence,ମୂଳ କ୍ରମ |
Fundamental series,ମୁଖ୍ୟ ପରିସର
Fundamental tone,ମୂଳ ସ୍ ow ର
Fundamental unit,ମ basic ଳିକ ଏକକ |
Fundamental vector,ମୂଳ ଭେକ୍ଟର୍ |
Fundamental velocity,ମୂଳ ବେଗ
Fundamental vibration,ମୂଳ କମ୍ପନ |
Fundamental wavelength,ମୂଳ ତରଙ୍ଗଦ eng ର୍ଘ୍ୟ |
Funnel effect,ଫନେଲ୍ ପ୍ରଭାବ |
Funnel-shaped aerial,ଫନେଲ ଆଣ୍ଟେନା |
Furnace tube boiler,ଗ୍ୟାସ ବଏଲର
Fuse,"ଫ୍ୟୁଜ୍ କରିବା, ଫ୍ୟୁଜ୍ କରିବା, ଫ୍ୟୁଜ୍ କରିବା, ଫ୍ୟୁଜ୍ କରିବା |"
Fuse alarm,ଫ୍ୟୁଜ୍ ଆଲର୍ଟ |
Fuse holder,ଫ୍ୟୁଜ୍ ଧାରକ |
Fuse panel,ଫ୍ୟୁଜ୍ ପ୍ୟାନେଲ୍ |
Fuse wire,ଫ୍ୟୁଜ୍ ତାର
Fused junction,ଫ୍ୟୁଜ୍ ଚୁକ୍ତି |
Fusee,ଫୁଜି |
Fusible,ଦ୍ରବୀଭୂତ |
Fusible alloy,ଦ୍ରବୀଭୂତ ମିଶ୍ରଣ |
Fusible resistor,ଫ୍ୟୁଜନ୍ ପ୍ରତିରୋଧ |
