Telugu,English
నిమిషాలు,Minutes
దుర్వినియోగం,Misappropriation
దుర్వినియోగం,Misbehaviour
న్యాయం యొక్క గర్భస్రావం,Miscarriage of justice
ఇతరాలు,Miscellaneous
అల్లరి,Mischief
మిస్‌క్లాసిఫికేషన్,Misclassification
దుష్ప్రవర్తన,Misconduct
తప్పుదారి పట్టించేది,Mislead
దుర్వినియోగం,Mismanagement
తప్పుగా పేర్కొనడం,Misrepresentation
వాస్తవాలను తప్పుగా గుర్తించడం,Misstatement of facts
అపార్థం,Misunderstanding
దుర్వినియోగం,Misuse
మిశ్రమ ఆర్థిక వ్యవస్థ,Mixed economy
మాబ్,Mob
మొబైల్,Mobile
మొబిలిటీ,Mobility
మోడ్,Mode
మోడల్,Model
మోడరేటర్,Moderator
మార్పు,Modification
కార్యనిర్వహణ పద్ధతి,Modus operandi
ద్రవ్య మంజూరు,Monetary grant
డబ్బు,Money
మానిటర్,Monitor
ఏకస్వామ్యం,Monogamy
మోనోగ్రామ్,Monogram
గుత్తాధిపత్యం,Monopoly
మోనోటోనీ,Monotony
నెలవారీ టూర్ డైరీ,Monthly tour diary
నెల నుండి నెల,Month to month
నైతికత,Moral
ధైర్యం,Morale
నైతిక టర్పిట్యూడ్,Moral turpitude
తాత్కాలిక నిషేధం,Moratorium
మరణాలు,Mortality
తాకట్టు,Mortgage
చాలా రహస్య,Most confidential
మాతృ భాష,Mother tongue
కదలిక,Motion
చలన అధ్యయనం,Motion study
ప్రేరణ,Motivation
ఉద్దేశ్యం,Motive
నినాదం,Motto
మౌత్‌పీస్,Mouthpiece
కదిలే,Movable
కదలిక,Move
ఉద్యమం,Movement
బహుళ,Multifarious
బహుళార్ధసాధక,Multipurpose
మునిసిపల్ పన్ను,Municipal tax
మ్యూజియం,Museum
మస్టర్ రోల్,Muster roll
మ్యుటేషన్,Mutation
ముటాటిస్ ముటాండిస్,Mutatis mutandis
పరస్పర అవగాహన,Mutual understanding
పేరును చూపించే కార్డు,Name card
మాదకద్రవ్య,Narcotic
కథనం మదింపు,Narrative appraisal
కథకుడు,Narrator
దేశం,Nation
జాతీయ,National
జాతీయవాదం,Nationalism
జాతీయత,Nationality
జాతీయం,Nationalization
జాతీయ భాష,National language
నేషనల్ సేవింగ్స్ సర్టిఫికేట్,National savings certificate
స్థానిక,Native
సహజ,Natural
నాచురలైజేషన్,Naturalization
నావికా శక్తి,Naval force
నావిగేబుల్,Navigable
నావిగేషన్,Navigation
Nayes,Nayes
అవసరమైన చర్య,Necessary action
అవసరం,Needful
ప్రతికూల,Negative
నిర్లక్ష్యం,Neglect
నిర్లక్ష్యం,Negligence
అతితక్కువ,Negligible
చర్చల చర్చ,Negotiability
చర్చించదగిన పరికరం,Negotiable instrument
చర్చలు,Negotiation
సంధానకర్త,Negotiator
నేపాటిజం,Nepotism
నెట్,Net
నికర పెట్టుబడి,Net investment
తటస్థ,Neutral
వార్తలు,News
వార్తాలేఖ,Newsletter
వార్తాపత్రిక,Newspaper
న్యూస్ రీడర్,News reader
బంధువు తదుపరి,Next of kin
నైట్ డ్యూటీ,Night duty
నిల్ రిపోర్ట్,Nil report
ప్రవేశం లేదు,No admission
డిమాండ్ సర్టిఫికేట్ లేదు (= బకాయి సర్టిఫికేట్ లేదు),No demand certificate(=no dues certificate)
నామకరణం,Nomenclature
నామమాత్రపు ఖర్చు,Nominal cost
నామమాత్రపు విలువ (= ముఖ విలువ),Nominal value(=face value)
నామినేట్,Nominate
నామినేషన్,Nomination
నామినీ,Nominee
నాన్-ఏజ్,Non-age
నాన్-కాంట్రిబ్యూటరీ,Non-contributory
అనవసరమైనది,Non-essential
గెజిటెడ్ కానిది,Non-gazetted
వడ్డీ లేని బేరింగ్,Non-interest bearing
న్యాయ-కాని,Non-judicial
నాన్-మిస్టీరియల్,Non-ministerial
చర్చించలేనిది,Non-negotiable
నాన్-ఆఫీషియల్,Non-official
"ఎగవేత, చెల్లింపులో వైఫల్యం",Non-payment
పేమెంట్ కాని సర్టిఫికేట్,Non-payment certificate
ప్రాక్టీస్ కాని భత్యం,Non-practising allowance
పునరావృతం కాని వ్యయం,Non-recurring expenditure
తిరిగి ఇవ్వబడదు,Non-refundable
నాన్-స్టాట్యూటరీ,Non-statutory
టాక్సబుల్ కాని ఆదాయం,Non-taxable income
నాన్-టెక్నికల్ పోస్ట్,Non-technical post
సాంప్రదాయేతర,Non-traditional
అశాబ్దిక కమ్యూనికేషన్,Non-verbal communication
అభ్యంతర ధృవీకరణ పత్రం లేదు,No objection certificate
"లాభం లేదు, నష్టం లేదు","No profit, no loss"
ప్రమాణం,Norm
సాధారణ,Normal
పొగ త్రాగరాదు,No smoking
గుర్తించదగినది,Notable
వర్తించదు (N.A.),Not applicable (N.A.)
అందుబాటులో లేదు (N.A.),Not available (N.A.)
గమనిక,Note
నోటీసు,Notice
గుర్తించదగినది,Noticeable
నోటిఫికేషన్,Notification
నోటిఫైడ్ ప్రాంతం,Notified area
గమనించడం మరియు ముసాయిదా,Noting and drafting
నోషనల్ పే,Notional pay
బేరానికి వీలులేని,Not negotiable
చర్చించదగిన పరికరం కాదు,Not negotiable instrument
న్యూక్లియస్,Nucleus
శూన్య,Null
శూన్య మరియు శూన్యత,Null and void
సంఖ్య,Number
నంబరింగ్,Numbering
సంఖ్య,Numeral
ప్రమాణస్వీకారం,Oath
విధేయత ప్రమాణం,Oath of allegiance
కార్యాలయ ప్రమాణం,Oath of office
విధేయత,Obedience
సంస్మరణ,Obituary
వస్తువు,Object
అభ్యంతరం,Objection
లక్ష్యం,Objective
వస్తువులు మరియు కారణాలు,Objects and reasons
విధిగా,Obligatory
అశ్లీల,Obscene
అశ్లీల సంజ్ఞ,Obscene gesture
పరిశీలకుడు,Observer
వాడుకలో లేదు,Obsolete
అడ్డంకి,Obstruction
స్పష్టంగా,Obvious
అప్పుడప్పుడు,Occasional
ఆక్యుపెన్సీ,Occupancy
యజమాని,Occupant
వృత్తి,Occupation
ఆక్రమించు,Occupy
ఆక్ట్రోయి డ్యూటీ,Octroi duty
సెలవు,Off day
ఆఫ్ డ్యూటీ,Off duty
ప్రమాదకరం,Offensive
ఆఫర్,Offer
నియామకం ఆఫర్,Offer of appointment
కార్యాలయం,Office
లాభం యొక్క కార్యాలయం,Office of profit
అధికారిక,Official
అధికారికత,Officialdom
అధికారిక విధి,Official duty
అధికారిక సభ్యులు,Officialese
అధికారిక భాష,Official language
అధికారికంగా,Officially
అధికారిక నివేదిక,Official report
అధికారిక వెర్షన్,Official version
ఆఫీషియేటింగ్,Officiating
మనలో మనమాట,Off the record
సరే (O.K.),Okay (O.K.)
అంబుడ్స్‌మన్,Ombudsman
ఖాతా మంజూరులో,On account grant
కోరిక మేరకు,On demand
విధి నిర్వహణలో,On duty
ఏక పక్షంగా,One sided
లైన్‌లో,On line
ఆన్-స్పెషల్ డ్యూటీ,On-special duty
ఉద్యోగ శిక్షణ లో,On the job training
ఓనస్,Onus
ఓపెన్ డే,Open day
ఓపెన్ సిస్టమ్,Open system
తెరవడం,Opening
ప్రారంభ నిల్వ,Opening balance
తెరచు వేళలు,Opening hours
ఓపెన్ లెర్నింగ్,Open learning
ఓపెన్ లెటర్,Open letter
ఓపెన్ యూనివర్శిటీ,Open university
నిర్వహణ ఖర్చు,Operating cost
ఆపరేటింగ్ సిబ్బంది,Operating staff
ఆపరేషన్,Operation
ఆపరేటివ్,Operative
అభిప్రాయం,Opinion
వ్యతిరేకత,Opposition
ఎంపిక,Option
నోటి,Oral
ఆర్డర్,Order
ఆర్డర్ చెక్,Order cheque
రిజర్వేషన్ క్రమం,Order of reservation
నిర్ణయం,Ordinance
సంస్థ,Organization
వ్యవశ్థాపక పట్టిక,Organization chart
నిర్వాహకుడు,Organizer
ఆధారిత,Oriented
అసలైన,Original
అసలు విభాగం,Original department
ఒరిజినల్ సేల్ డీడ్,Original sale deed
అనియంత్రిత యజమాని,Ostensible owner
అకస్మాత్తుగా వ్యాపించడం,Outbreak
దుస్తులను భత్యం,Outfit allowance
అవుట్గోయింగ్ సభ్యుడు,Outgoing member
అవుట్గోయింగ్ ఫైల్,Outgoing file
వ్యయం,Outlay
అవుట్లెట్,Outlet
రూపురేఖలు,Outline
Lo ట్లుక్,Outlook
కోర్టు నుండి,Out of court
కాలాంతరం చెందింది,Out of date
పనిచేయటంలేదు,Out of order
ముద్రణ నుండి,Out of print
మలుపు తిరిగింది,Out of turn
మలుపు కేటాయింపు,Out of turn allotment
అవుట్‌పోస్ట్,Outpost
అవుట్పుట్,Output
పూర్తిగా కొనుగోలు,Outright purchase
Our ట్‌సోర్స్,Outsource
అసాధారణ,Outstanding
వయస్సు కంటే ఎక్కువ,Over age
మొత్తం,Overall
మొత్తం లోటు,Overall deficit
ఓవర్ బిల్లింగ్,Over billing
అధిక ఛార్జ్,Overcharge
మీరిన,Overdue
అతిగా అంచనా,Overestimate
ఓవర్ హెడ్ ఛార్జ్,Overhead charge
అతివ్యాప్తి,Overlapping
ప్రాధాన్యతను అధిగమించడం,Overriding priority
ఓవర్-రూల్,Over-rule
పర్యవేక్షణ,Oversight
ఓవర్ టైం పే,Overtime pay
ఓవర్‌వాల్యుయేషన్,Overvaluation
యాజమాన్యం,Ownership
ప్యాకేజీ,Package
ప్యాకేజీ ఒప్పందం,Package deal
ప్యాకింగ్ మరియు మార్కింగ్,Packing and marking
ప్యాకింగ్ జాబితా,Packing list
ఒప్పందం,Pact
చెల్లించిన,Paid
చెల్లింపుల మూలధనం,Paid up capital
కరపత్రం,Pamphlet
ప్యానెల్,Panel
కాగితం,Paper
పారా,Para
పారామౌంట్,Paramount
తల్లిదండ్రులు,Parent
తల్లిదండ్రుల,Parental
మాతృ కార్యాలయం,Parent office
అత్యద్బుతము,Par excellence
పారి పాసు,Pari passu
పారిటీ,Parity
పార్లమెంటు,Parliament
భాగం,Part
పార్ట్ ఫైల్,Part file
పాక్షికం,Partial
పాల్గొనండి,Participate
ప్రత్యేకించి,Particular
వివరాలు,Particulars
విభజన,Partition
భాగస్వామి,Partner
భాగస్వామ్య దస్తావేజు,Partnership deed
పార్ట్ చెల్లింపు,Part payment
పార్ట్ టైమ్,Part-time
పార్టీ,Party
సమాన విలువ,Par value
పాస్,Pass
పాసేజ్,Passage
పాస్వర్డ్,Password
పేటెంట్,Patent
పోషకుడు,Patron
చెల్లించండి,Pay
చెల్లించే బిల్లు,Pay bill
పే సర్టిఫికేట్,Pay certificate
పే రోజు,Pay day
చెల్లింపుదారు,Payee
చెల్లింపుదారు,Payer
చెల్లింపు,Payment
చెల్లించండి,Pay off
పే ఆర్డర్,Pay order
పేరోల్,Pay roll
పే స్కేల్,Pay scale
ధనవి,Pecuniary
శిక్ష,Penal
శిక్షా స్మృతి,Penal code
శిక్షా వడ్డీ,Penal interest
జరిమానా విధించండి,Penalize
పెనాల్టీ,Penalty
పెండింగ్‌లో ఉంది,Pending
పెన్ డౌన్ సమ్మె,Pen down strike
పెన్షన్,Pension
పెన్షనబుల్,Pensionable
పెన్షనర్,Pensioner
పెన్షన్ పథకం,Pension scheme
ఏడాదికి,Per annum
ప్రతి బేరర్‌కు,Per bearer
తలసరి (= తలకి),Per capita (=per head)
శాతం,Percent
శాశ్వత,Perennial
ప్రిఫరెన్షియల్ కొనుగోలు,Preferential purchase
ప్రదర్శించండి,Perform
పనితీరు,Performance
కాలం,Period
ఆవర్తన,Periodical
సమీక్షలో ఉన్న కాలం,Period under review
పెర్జరీ,Perjury
ప్రోత్సాహకాలు,Perks
శాశ్వత,Permanent
ప్రతి మెన్సెం,Per mensem
అనుమతించదగినది,Permissible
అనుమతి,Permission
అనుమతి,Permit
అనుమతి,Permitted
శాశ్వత,Perpetual
శాశ్వతత్వం,Perpetuity
Perquisites (= ప్రోత్సాహకాలు),Perquisites (=perks)
వ్యక్తి,Personal
వ్యక్తిగత ఆస్తులు,Personal assets
వ్యక్తిగత బంధం,Personal bond
వ్యక్తిత్వం,Personality
Persona non grata,Persona non grata
సిబ్బంది,Personnel
సిబ్బంది విధానం,Personnel policy
దృష్టికోణం,Perspective
పర్సుయేషన్,Persuasion
సంబంధిత,Pertinent
పెరెసల్,Perusal
పిటిషన్,Petition
పిటిషనర్,Petitioner
దశ,Phase
ఛాయాచిత్రం,Photograph
ఫోటోస్టాట్,Photostat
భౌతిక తనిఖీ,Physical checking
శారీరక లోపం,Physical defect
శారీరక విద్య,Physical education
శారీరకంగా వికలాంగులు,Physically handicapped
భౌతిక ధృవీకరణ,Physical verification
పీస్‌మీల్,Piecemeal
ముక్క రేటు,Piece rate
యాత్రికుడు,Pilgrim
పైలట్ ప్రోగ్రామ్,Pilot programme
పిన్,PIN
ప్లేస్‌మెంట్ సేవ,Placement service
పుట్టిన స్థలం,Place of birth
పనిచేసే ప్రదేశం,Place of work
వాది,Plaintiff
ప్రణాళిక,Plan
ప్రణాళిక,Planning
మొక్క,Plant
ప్లేయర్,Player
అభ్యర్ధన,Plea
ప్లీడర్,Pleader
ప్రజాభిప్రాయ సేకరణ,Plebiscite
ప్రతిజ్ఞ,Pledge
హాజరు కావలసిన సభాసమావేశం,Plenary session
ప్లీనిపోటెన్షియరీ,Plenipotentiary
పునాది ప్రాంతం,Plinth area
విధానం,Policy
రాజకీయ కార్యకలాపాలు,Political activity
ఎన్నికలో,Poll
కాలుష్యం,Pollution
రాజకీయ,Political
పూల్,Pool
పోర్ట్‌ఫోలియో,Portfolio
స్థానం,Position
అనుకూల,Positive
పోస్ట్,Post
పోస్ట్ డేటెడ్,Post-dated
ఫాక్టో అనంతర అనుమతి,Post-facto sanction
పోస్ట్ గ్రాడ్యుయేట్,Postgraduate
మరణానంతర,Posthumous
పోస్టింగ్,Posting
పోస్ట్ మార్టం పరీక్ష,Post mortem examination
వాయిదా,Postpone
పోస్ట్‌స్క్,Postscript (P.S.)
శక్తి,Power
పవర్ ఆఫ్ అటార్నీ,Power of attorney
ఆచరణీయమైనది,Practicable
ప్రాక్టీస్,Practice
ప్రీ-ఆడిట్,Pre-audit
ముందు జాగ్రత్త,Precaution
పూర్వదర్శనం,Precedent
Precis,Precis
ఖచ్చితమైనది,Precise
మూసివేయు,Preclude
ముందస్తు భావన,Preconception
పూర్వీకుడు,Predecessor
ప్రధానమైనది,Predominant
ముందుమాట,Preface
ఇష్టపడండి,Prefer
పక్షపాతం,Prejudice
ప్రాథమిక,Preliminary
అకాల,Premature
ప్రాంగణం,Premises
ప్రీమియం,Premium
ప్రీపెయిడ్,Prepaid
ప్రీపెయిడ్ కార్డ్,Prepaid card
ముందే ప్రణాళిక,Pre-planned
ప్రిపోన్,Prepone
ముందే రియోటెడ్ బిల్లు,Pre-receipted bill
హక్కు,Prerogative
సూచించండి,Prescribe
సూచించబడింది,Prescribed
సూచించిన రూపం,Prescribed form
ప్రదర్శన,Presentation
అధ్యక్షత,Preside
అధ్యక్షుడు,President
నొక్కండి,Press
కాపీని నొక్కండి,Press copy
ప్రెస్ గ్యాలరీ,Press gallery
.హించారు,Presumed
Ump హించిన వేతనం,Presumptive pay
Upp హించబడింది,Presupposed
సాకు,Pretext
వ్యాప్తి చెందడం,Prevail
నిరోధించండి,Prevent
నివారణ,Prevention
నివారణ,Preventive
ధర హెచ్చుతగ్గులు (= ధర కదలికలు),Price fluctuation (=price movements)
ధర,Pricing
ప్రిమా ఫేసీ,Prima facie
ప్రధానంగా,Primarily
ప్రాథమిక,Primary
ప్రాథమిక రశీదు,Primary receipt
ప్రిన్సిపాల్,Principal
ప్రధాన రుణగ్రహీత,Principal debtor
ప్రింటర్,Printer
ముద్రణ,Printing
ముందు సూచన,Prior indication
ప్రాధాన్యత గ్రేడింగ్,Priority grading
జైలు,Prison
ఖైదీ,Prisoner
గోప్యత,Privacy
ప్రైవేట్ మరియు రహస్య,Private and confidential
ప్రత్యేక హక్కు,Privilege
ప్రివిలేజ్ కమిటీ,Privilege committee
బహుమతి,Prize
సంభావ్యత,Probability
ప్రోబేట్,Probate
పరిశీలన,Probation
ప్రొబేషనరీ,Probationary
ప్రొబేషనర్,Probationer
పరిశోధన,Probe
విధాన నియమాలు,Procedural rules
విధానం,Procedure
ప్రొసీడింగ్స్,Proceedings
ప్రక్రియ,Process
ప్రాసెసింగ్,Processing
Procession రేగింపు,Procession
ప్రకటించండి,Proclaim
ప్రకటన,Proclamation
సేకరణ,Procurement
ఉత్పత్తి,Product
ఉత్పత్తి,Production
వృత్తి,Profession
వృత్తిపరమైన సాధన,Professional achievement
ప్రావీణ్యత ధృవీకరణ పత్రం,Proficiency certificate
ప్రొఫైల్,Profile
లాభం,Profit
ప్రోగ్రామ్,Programme
ప్రోగ్రామ్ షెడ్యూల్,Programme schedule
ప్రోగ్రామింగ్,Programming
పురోగతి,Progress
ప్రగతిశీల,Progressive
నిషేధించబడింది,Prohibited
నిషేధిత ప్రాంతం,Prohibited area
నిషేధం,Prohibition
నిషేధ క్రమం,Prohibitory order
ప్రాజెక్ట్,Project
ప్రొజెక్షన్,Projection
ప్రముఖ,Prominent
వాగ్దానం,Promise
ప్రామిసరీ నోటు,Promissory note
ప్రోత్సహించండి,Promote
ప్రమోటర్,Promoter
ప్రచారం,Promotion
ప్రాం,Promt
ప్రోమల్గేట్,Promulgate
ఉచ్చారణ,Pronounce
ఉచ్చారణ,Pronouncement
రుజువు,Proof
పంపకం యొక్క రుజువు,Proof of despatch
రుజువు పఠనం,Proof reading
ప్రచారం,Propagate
ప్రచారం,Propagation
సరైనది,Proper
ఆస్తి,Property
ప్రతిపాదన,Proposal
ప్రతిపాదించండి,Propose
ప్రతిపాదన,Propound
యాజమాన్యం,Proprietary
యాజమాన్యం,Propriety
ప్రో-రాటా,Pro-rata
ప్రో-రాటా కోటా,Pro-rata quota
ప్రోరోగ్,Prorogue
లాభాలు మరియు నష్టాలు,Pros and cons
నిషేధించండి,Proscribe
ప్రాసిక్యూషన్,Prosecution
ప్రాస్పెక్టస్,Prospectus
ప్రోటీంపోర్ నియామకం,Protempore appointment
ప్రోటోకాల్,Protocol
నిరూపించండి,Prove
అందించబడింది,Provided
భవిష్య నిధి,Provident fund
నియమం,Provision
తాత్కాలిక,Provisional
తాత్కాలిక జాబితా,Provisional list
ప్రొవిసో,Proviso
సామీప్యం,Proximity
ప్రాక్సీ,Proxy
ప్రజా,Public
ప్రచురణ,Publication
పబ్లిక్ డ్యూటీ,Public duty
ప్రజా ప్రయోజన వ్యాజ్యం,Public interest litigation
పబ్లిసిటీ,Publicity
ప్రచురించండి,Publish
ఆలస్యము కానట్టి,Punctual
శిక్ష,Punishment
కొనుగోలు,Purchase
పూర్తిగా తాత్కాలిక,Purely temporary
ప్రయోజనం,Purpose
వెంబడించండి,Pursue
ముసుగు,Pursuit
పరిధి,Purview
ఉంచండి,Put up
పుట్-అప్ స్లిప్,Put-up slip
అర్హత,Qualification
అర్హత కలిగిన అభ్యర్థి,Qualified candidate
అర్హత,Qualify
అర్హత పరీక్ష,Qualifying examination
క్వాలిఫైయింగ్ టెస్ట్,Qualifying test
గుణాత్మక పద్ధతులు,Qualitative techniques
నాణ్యత,Quality
నాణ్యత నియంత్రణ,Quality control
పరిమాణం,Quantity
దిగ్బంధం సెలవు,Quarantine leave
త్రైమాసికంలో,Quarterly
క్వాష్,Quash
పాక్షం,Quasi
పాక్షిక-శాశ్వత,Quasi-permanency
ప్రశ్న,Query
ప్రశ్న,Question
ప్రశ్నార్థకం,Questionable
ప్రశ్న గంట,Question hour
ప్రశ్నాపత్రం,Questionnaire
నిష్క్రమించండి,Quit
కోరం,Quorum
కోటా,Quota
కొటేషన్,Quotation
కోట్,Quote
జాతి,Race
జాతి వివక్ష,Racial discrimination
రాక్,Rack
దాడి,Raid
రైల్వే,Railway
పెంచండి,Raise
యాదృచ్ఛికంగా,Random
యాదృచ్ఛిక నమూనా,Random sampling
పరిధి,Range
ర్యాంక్,Rank
శ్రేణీకరించు మరియు దాఖలుచేయు,Rank and file
ర్యాంకింగ్,Ranking
రాపిడ్ యాక్షన్ ఫోర్స్,Rapid action force
అరుదైన,Rare
దద్దుర్లు,Rash
రేట్ విలువ,Ratable value
రేటు,Rate
రేటు ఒప్పందం,Rate contract
రేటు జాబితా,Rate list
ధృవీకరణ,Ratification
రేటింగ్,Rating
నిష్పత్తి,Ratio
రేషన్,Ration
హేతుబద్ధమైన,Rational
హేతుబద్ధీకరణ,Rationalization
రేషన్ భత్యం,Ration allowance
ముడి సరుకు,Raw material
ముడి ఉత్పత్తి,Raw product
స్పందన,Reaction
పఠనం,Reading
రీజస్ట్,Readjust
రెడీమేడ్ ప్లాన్,Ready-made plan
రెడీ లెక్కింపు,Ready reckoner
నిజమైన,Real
నిజమైన సంపాదన,Real earning
రియల్ ఎస్టేట్,Real estate
వాస్తవికత,Reality
సాక్షాత్కారం,Realization
గ్రహించండి,Realize
తిరిగి నియామకం,Reappointment
తిరిగి స్వాధీనం,Reappropriation
కారణం,Reason
పున ass పరిశీలన,Reassessment
రిబేటు,Rebate
గుర్తుకు తెచ్చుకోండి,Recall
తగ్గుతుంది,Recede
రసీదు,Receipt
రసీదు పుస్తకం,Receipt book
రశీదులు మరియు పంపిణీ,Receipts and disbursements
స్వీకరించండి,Receive
రిసీవర్,Receiver
ఇటీవలి,Recent
రిసెప్షన్,Reception
గ్రహణ,Receptive
విరామ కాలము,Recess
గ్రహీత,Recipient
పరస్పరం,Reciprocal
పరస్పర డిమాండ్,Reciprocal demand
పరస్పర,Reciprocate
పరస్పరం,Reciprocity
నిర్లక్ష్యంగా,Reckless
కోలు,Reckon
లెక్కించదగిన సేవ,Reckonable service
పునరుద్ధరణ,Reclamation
గుర్తింపు,Recognition
గుర్తించబడింది,Recognized
గుర్తుకు తెచ్చుకోండి,Recollect
సిఫార్సు చేయండి,Recommend
సిఫార్సు,Recommendation
సిఫార్సు లేఖ,Recommendatory letter
సయోధ్య,Reconcile
సయోధ్య,Reconciliation
పున ons పరిశీలన,Reconsideration
పునర్నిర్మాణం,Reconstitution
పునర్నిర్మాణం,Reconstruction
ఫైల్ యొక్క పునర్నిర్మాణం,Reconstruction of file
రికార్డ్,Record
రికార్డ్ బుక్,Record book
సేవా రికార్డు,Record of service
సహాయం,Recourse
కోలుకోండి,Recover
రికవరీ,Recovery
వినోదం,Recreation
నియామకం,Recruit
నియామక అధికారం,Recruiting authority
నియామక,Recruitment
నియామక నియమాలు,Recruitment rules
సరిదిద్దడం,Rectification
పునరావృత,Recurring
రీడీమ్,Redeem
విముక్తి,Redemption
మళ్ళించబడింది,Redirected
పరిష్కారం,Redress
RedRessal,Redressal
ఎరుపు-టాపిజం,Red-tapism
తగ్గింపు,Reduction
అనవసరమై,Redundant
తిరిగి ఉపాధి,Re-employment
రీ-ఎంట్రీ,Re-entry
చూడండి,Refer
సూచన,Reference
రెఫరల్,Referral
పే యొక్క రీఫిక్సేషన్,Refixation of pay
సంస్కరణ,Reform
కల్పించుకోకుండా,Refrain from
రిఫ్రెష్మెంట్,Refreshment
వాపసు,Refund
తిరిగి చెల్లించదగినది,Refundable
తిరస్కరణ,Refusal
తిరస్కరించండి,Refuse
సెలవు నిరాకరించారు,Refused leave
తిరస్కరణ,Refutation
గురించి,Regard
ప్రాంతం,Region
ప్రాంతీయ,Regional
రిజిస్టర్,Register
నమోదు చేయబడింది,Registered
రిజిస్టర్డ్ ఆఫీస్,Registered office
అధికారాన్ని నమోదు చేస్తుంది,Registering authority
రిజిస్ట్రేషన్ ఫీజు,Registration fee
సభ్యత్వ నమోదుపత్రం,Registration form
రిజిస్ట్రీ,Registry
చింతిస్తున్నాము,Regret
తిరిగి సమూహపరచడం,Regrouping
రెగ్యులర్,Regular
రెగ్యులర్ కేడర్,Regular cadre
రెగ్యులరైజేషన్,Regularization
సాధారణ సేవ,Regular service
నిబంధనలు,Regulations
పునరావాసం,Rehabilitation
రిహార్సల్,Rehearsal
రీయింబర్స్,Reimburse
పున in స్థాపన,Reinstate
పునరుద్ఘాటించిన,Reiterate
తిరస్కరించండి,Reject
తిరస్కరణ,Rejection
Reahinder,Rejoinder
సంబంధం,Relation
సాపేక్ష,Relative
సాపేక్ష మదింపు,Relative valuation
విశ్రాంతి,Relaxation
నియమాల సడలింపు,Relaxation of rules
విడుదల,Release
విడుదల తారీఖు,Release date
సంబంధిత,Relevant
సంబంధిత పత్రాలు,Relevant papers
నమ్మదగినది,Reliable
ఉపశమనం,Relief
ఉపశమనం మరియు పునరావాసం,Relief and rehabilitation
ఉపశమన జాబితా,Relief list
ఉపశమన రచనలు,Relief works
ఉపశమనం,Relieve
రిలీవర్,Reliever
విడిచిపెట్టడం,Relinquishment
ఛార్జ్ యొక్క వదులు,Relinquishment of charge
పున oc స్థాపన,Relocation
అయిష్టత,Reluctance
వ్యాఖ్య,Remark
వ్యాఖ్యల కాలమ్,Remarks column
నివారణా చర్యలు,Remedial action
పరిష్కార చర్యలు,Remedial measures
పరిష్కార బదిలీ,Remedial transfer
రిమైండర్,Reminder
ఉపశమనం,Remission
రిమిట్,Remit
రెమిటీ,Remitee
చెల్లింపులు,Remittance
రిమోట్,Remote
రిమోట్ కంట్రోల్,Remote control
తొలగింపు,Removal
పారితోషికం,Remuneration
రెండర్,Render
పునరుద్ధరణ,Renewal
డిమాండ్ పునరుద్ధరణ,Renewal of demand
త్యజించండి,Renounce
పునరుద్ధరణ,Renovation
అద్దె,Rent
అద్దె స్థలం,Rented space
తిరిగి తెరవడం,Reopening
పునర్వ్యవస్థీకరణ,Reorganization
పున or స్థాపన,Reorientation
మరమ్మతు,Repairable
స్వదేశానికి పంపు,Repatriate
సేవలను స్వదేశానికి రప్పించడం,Repatriation of services
తిరిగి చెల్లించండి,Repay
తిరిగి చెల్లించదగినది,Repayable
రద్దు,Repeal
పునరావృతమయ్యే ఆర్డర్,Repeat order
పునరావృత పని,Repetitive work
భర్తీ చేయండి,Replace
పున ment స్థాపన,Replacement
నింపడం,Replenishment
నివేదిక,Report
రిపోజిటరీ,Repository
ప్రాతినిథ్యం,Representation
ప్రతినిధి,Representative
మందలింపు,Reprimand
పునర్ముద్రణ,Reprint
ప్రతీకారం,Reprisal
పునరుత్పత్తి,Reproduce
పునరుత్పత్తి,Reproduction
రిపబ్లిక్ డే,Republic day
తిరస్కరించడం,Repudiate
అసహ్యకరమైన,Repugnant
పునర్ కొనుగోలు,Repurchase
కీర్తి,Reputation
అవసరం,Requirement
అవసరం,Requisite
అవసరమైన సమాచారం,Requisite information
అవసరాలు,Requisites
అభ్యర్థన,Requisition
అభ్యర్థన ఫారం,Requisition form
అభ్యర్థన స్లిప్,Requisition slip
రెస్క్యూ,Rescue
పరిశోధన పని,Research work
ఆగ్రహం,Resentment
రిజర్వేషన్,Reservation
రిజర్వేషన్ ఫీజు,Reservation fee
పోస్ట్ యొక్క రిజర్వేషన్,Reservation of post
రిజర్వ్,Reserve
రిజర్వు చేసిన వసతి,Reserved accommodation
రిజర్వు చేసిన నియోజకవర్గం,Reserved constituency
రిజర్వ్ ధర,Reserve price
పునరావాసం,Resettlement
పునర్నిర్మాణం,Reshuffle
నివాసం,Residence
నివాస అనుమతి,Resident permit
నివాసి,Resident
నివాస,Residential
నివాస వసతి,Residential accommodation
నివాస చిరునామా,Residential address
నివాస త్రైమాసికం,Residential quarter
రెసిడ్యూరీ,Residuary
రెసిడ్యూరీ పెన్షన్,Residuary pension
రెసిడ్యూరీ పవర్,Residuary power
రాజీనామా,Resignation
ప్రతిఘటించండి,Resist
స్పష్టత,Resolution
గౌరవప్రదంగా,Respectfully
వరుసగా,Respectively
ప్రతివాది,Respondent
ప్రతిస్పందన,Response
బాధ్యత,Responsibility
బాధ్యత,Responsible
ప్రతిస్పందించే,Responsive
విశ్రాంతి ఇల్లు,Rest house
