Tamil,Hindi
மேக்ரோ-குறியீடு,"1.स्थूल कूटलेखन, 2.स्थूल कोडन"
மாகாபைட் (MB),मेगाबाइट (एम बी)
மந்திர பாத்திரம்,जादुई संप्रतीक
மந்திர எண்,जादुई संख्या
காந்த குமிழி நினைவகம்,चुंबकीय बुदबुद स्मृति
காந்த அட்டை,चुंबकीय कार्ड
காந்த செல்,"1.चुंबकीय कोष्ठिका, 2.चुंबकीय सेल"
காந்த தன்மை,चुंबकीय संप्रतीक
காந்த மைய சேமிப்பு,चुंबकीय कोर भंडारण
காந்த வட்டு,"1.चुंबकीय चक्रिका,2. चुंबकीय डिस्क"
காந்த வட்டு முகவரி,चुंबकीय डिस्क पता
காந்த வட்டு நினைவகம்,चुंबकीय चक्रिका स्मृति
காந்த டிரம்,चुंबकीय ड्रम
காந்த குறியாக்கம்,"1.चुंबकीय कूटलेखन, 2.चुंबकीय कोडीकरण,3.चुंबकीय कोडन"
காந்த தலை,चुंबकीय शीर्ष
காந்த மை,चुंबकीय स्याही
காந்த மை எழுத்து அங்கீகாரம் (MICR),चुंबकीय स्याही संप्रतीक अभिज्ञान (एम आई सी आर)
காந்த ஊடகம்,चुंबकीय माध्यम
காந்த வாசிப்பு,चुंबकीय पठन
காந்த பதிவு,चुंबकीय अभिलेखन
காந்த சேமிப்பு,चुंबकीय भंडारण
காந்தப் பட்டை,चुंबकीय पट्टी
காந்த நாடா,चुंबकीय टेप
காந்த நாடா கெட்டி,चुंबकीय टेप कार्टीज
காந்த நாடா இயக்கி,चुंबकीय टेप ड्राइव
காந்த நாடா தலைப்பு,चुंबकीय टेप अग्रक
காந்த நாடா நூலகர்,चुंबकीय टेप लाइब्रेरियन
காந்த நாடா போக்குவரத்து,चुंबकीय टेप अभिगमन
காந்த நாடா அலகு,चुंबकीय टेप इकाई
காந்த மெல்லிய படலம்,"1.चुंबकीय तनु परत, 2.चुंबकीय तनु फिल्म"
காந்த பாதை,चुंबकीय पथ
காந்த ஒளி சேமிப்பு,चुंबकीय प्रकाशीय भंडारण
காந்தவியல் அச்சுப்பொறி,"1.चुंबकालेखी मुद्रक, 2.चुंबक लेखी प्रिंटर"
காந்தத்தடுப்பு,चुंबकीय विरुपण
காந்தத்தடுப்பு மாத்திரை,चुंबकीय विरुपक टिकिया
அஞ்சல் பெட்டி,"1.डाक पेटी, 2.मेल बाक्स"
அஞ்சல் இணைப்பு,मेल विलय
முக்கிய கட்டுப்பாட்டு அலகு,"1.मुख्य नियंत्रक एकक, 2. मुख्य नियंत्रक इकाई"
முக்கிய சட்டகம்,मेन फ्रेम
முக்கிய சட்ட அமைப்பு,"1.मेन फ्रेम सिस्टम, 2.मेन फ्रेम तंत्र"
முதன்மை நினைவகம்,"1.मुख्य स्मृति, 2.मुख्य मेमोरी"
முக்கிய திட்டம்,"1.मुख्य प्रोग्राम, 2.मुख्य क्रमादेश"
முக்கிய சேமிப்பு,मुख्य भंडारण
முக்கிய சுவிட்ச்,"1.मेन स्विच, 2.मुख्य स्विच"
பராமரிப்பு,"1.अनुरक्षण, 2.रखरखाव"
பராமரிப்பு குழு,अनुरक्षण पैनल
பராமரிப்பு நேரம்,अनुरक्षण काल
முக்கிய சுழற்சி,वृहत् चक्र
முக்கிய சாதனம்,मुख्य युक्ति
முக்கிய விசை,मुख्य कुंजी
முக்கிய மாநிலம்,मुख्य अवस्था
முக்கிய கட்டமைப்பு,मुख्य संरचना
முக்கிய பணி,मुख्य कार्य
பெரும்பான்மை உறுப்பு,बहुसंख्यक अवयव
பெரும்பான்மை வாயில்,बहुसंख्यक गेट
பெரும்பான்மை செயல்பாடு,बहुसंख्य संक्रिया
ஒப்பனை நேரம்,प्रतिपूर्ति काल
செயலிழப்பு வழக்கமான,कुसंक्रिया रुटीन
மேலாண்மை வளர்ச்சி,प्रबंधन विकास
மேலாண்மை தகவல் அமைப்பு (எம்ஐஎஸ்),प्रबंधन सूचना तंत्र (एम आई एस)
மேலாண்மை அறிவியல்,प्रबंध विज्ञान
மான்செஸ்டர் குறியீட்டு முறை,मैनचेस्टर कूटलेखन
பன்மடங்கு,बहुवलन
கையாளப்பட்ட மாறி,प्रकलित चर
குறியீட்டு முறையை கையாளுதல்,प्रकलित सूचकन
மனிதன்-இயந்திர உருவகப்படுத்துதல்,मानव यंत्र अनुकार
கையேடு முகவரி சுவிட்ச்,हस्तचालित पता स्विच
கையேடு பகுப்பாய்வு,मैनुअल विश्लेषण
கைமுறை பதில்,मैनुअल आह्वान
கைமுறை நுழைவு,मैनुअल प्रविष्टि
கையேடு பரிமாற்றம்,"1.हस्तचालित केंद्र, 2.मैनुअल केंद्र"
கைமுறை உள்ளீடு,"1.हस्त निवेश, 2. मैनुअल निवेश"
கைமுறை செயல்பாடு,हस्त प्रचालन
பல பல உறவுகள்,अनेकानेक संबंध
பல ஒரு குறிவிலக்கி,बहु-एक-विकोडक
வரைபட முறை,प्रतिचित्र विधि
விவரணையாக்கம்,प्रतिचित्रण
விளிம்பு,उपांत
விளிம்பு பிழை,उपांतीय त्रुटि
விளிம்பு சோதனை,उपांतीय जाँच
விளிம்பு சோதனை,उपांतीय परीक्षण
குறி கண்டறிதல்,चिन्ह संसूचन
குறி வாசிப்பு,चिन्ह पठन
குறி ஸ்கேனிங்,चिन्ह क्रमवीक्षण
குறி உணர்வு,चिन्ह बोध
குறிப்பான்,चिन्हक
குறியிடுதல்,चिन्हन
குறிக்கும் அலை,चिन्हक तरंग
மார்க்கோவ் சங்கிலி,मार्कोव श्रृंखला
மார்க்கோவ் ஆதாரம்,मार्कोव स्रोत
குறி மொழி,मार्क-अप भाषा
மாசர்,मेसर
மாசர்,मेसर
முகமூடி,"1.मास्क, 2.आच्छद, 3.प्रच्छाद"
முகமூடி பிட்,"1.प्रच्छाद बिट, 2.आच्छद बिट,3. मास्क दविअंक"
முகமூடி நிரல்படுத்தக்கூடிய சாதனம்,मास्क प्रोग्राम्य युक्ति
முகமூடி பதிவு,आवरण रजिस्टर
முகமூடி ROM,"1.आवृत रॉम, 2.आवृत आर ओ एम"
மறைத்தல்,आच्छादन
வெகுஜன தரவு,विपुल आँकड़ए
நிறை நினைவகம்,"1.विपुल स्मृति, 2.विपुल मेमोरी"
பெருமளவில் இணையாக,विपुलत: समांतर
குரு,प्रधान 
முதன்மை அட்டை,मास्टर कार्ड
முதன்மை கடிகாரம்,"1.प्रधान घड़ई, 2.नियंत्रक घड़ई"
மாஸ்டர் கன்சல்,प्रधान कन्सोल
பிரதான தரவு,प्रधान आँकड़आ
முதன்மை வரைபடம்,प्रधान आरेख
முதன்மை கோப்பு,प्रधान संचिका
முதன்மை குழு,प्रधान समूह
முதன்மை விசை,मास्टर कुंजी
முதன்மை நூலக நாடா,प्रधान लाइब्रेरी टेप
முதன்மை செயலி,प्रधान प्रक्रमक
முதன்மை திட்டம்,प्रधान प्रोग्राम
முதன்மை நிலையம்,प्रधान केंद्र
மாஸ்டர் டேப்,"1.प्रधान टेप, 2.मास्टर टेप"
முதன்மை முனையம்,"1.प्रधान अंतक, 2.प्रधान टर्मिनल"
மாஸ்டர்/அடிமை சாதனம்,प्रधान अधीन युक्ति
எஜமானர்/அடிமை முறை,प्रधान अधीन तंत्र
பொருத்துக,"1.मेल, 2.मिलान, 3.मिलना"
பொருத்தம்,मिलान
கணித நிரலாக்கம்,गणितीय प्रोग्रामन
கணித உருவகப்படுத்துதல்,गणितीय अनुकार
மேட்ரிக்ஸ்,"1.मैट्रिक्स, 2.आव्यूह"
அணி அச்சுப்பொறி,"1.मैट्रिक्स प्रिंटर, 2.मैट्रिक्स मुद्रक"
அணி சுவிட்ச்,मैट्रिक्स स्विच
அணி அட்டவணை,आव्यूह सारणी
அதிகபட்ச கணினி,मैक्सी कंप्यूटर
அதிகபட்ச கணினி,मैक्सी कंप्यूटर
அதிகபட்ச உறுப்பு,उच्चिष्ट अवयव
அதிகபட்சம் (நிலையான தொகை),योगपद
மேக்ஸ்வெல் டீமான்,मैक्सवेल डैमन
சராசரி,"1.मध्यमान, 2.माध्य"
பழுதுபார்க்கும் நேரம் என்று பொருள்,माध्य सुधार काल
தோல்விக்கு இடையிலான சராசரி நேரம் (MTBF),अंतर्विफलता माध्य काल
தோல்விக்கு இடையிலான சராசரி நேரம் (MTBF),विफलता मध्य माध्यकाल (एम टी बी एफ)
தோல்விக்கான நேரம் என்று அர்த்தம்,विफलता का माध्य काल
பழுதுபார்க்கும் நேரம்,मरम्मत माध्य काल
பழுதுபார்ப்பதற்கான சராசரி நேரம் (MTTR),सुधार माध्यकाल (एम टी टी आर)
நடுத்தர அளவிலான ஒருங்கிணைப்பு (MSI),मध्यम स्केल एकीकरण (एम एस आई)
நடுத்தர அளவிலான ஒருங்கிணைப்பு (MSI),मध्यम समाकलन (एम एस आई)
நடுத்தர கால சேமிப்பு சாதனம்,माध्य पद भंडारण युक्ति
ஒரு வினாடிக்கு மெகாபிட் (எம்பி பிஎஸ்),मेगा बिट प्रति सेकंड (एम बी पी एस)
உறுப்பினர் பொருள்,अवयव वस्तु
உறுப்பினர் பதிவு,अवयव अभिलेख
நினைவு,"1.स्मृति, 2.मेमोरी"
நினைவக வரிசை,"1.स्मृति सरणी, 2.मेमोरी व्यूह"
நினைவக வங்கி,"1.स्मृति कोष, 2.मेमोरी बैंक"
நினைவக இடையக பதிவு,"1.स्मृति बफर पंजी, 2.मेमोरी बफर पंजी"
நினைவக பேருந்து,"1.स्मृति बस,2. मेमोरी बस"
மெமரி கார்டு,स्मृति कार्ड
நினைவக செல்,स्मृति कोष्ठिका
நினைவக சுருக்கம்,स्मृति संहनन
நினைவக கோர்,"1.स्मृति कोर, 2.मेमोरी कोर"
நினைவக சுழற்சி,स्मृति चक्र
நினைவக தரவு பதிவு,"1.मेमोरी आँकड़आ पंजी, 2.स्मृति आंकड़आ पंजी"
நினைவக திணிப்பு,"1.स्मृति निपात ,2.मेमोरी डंप"
நினைவக பரிமாற்றம்,"1.स्मृति विनिमय, 2.मेमोरी विनिमय"
நினைவக படிநிலை,"1.स्मृति पदानुक्रम, 2.मेमोरी पदानुक्रम"
நினைவக அறிவுறுத்தல்,स्मृति अनुदेश
நினைவக மேலாண்மை,"1.स्मृति प्रबंधन, 2.मेमोरी प्रबंधन"
நினைவக வரைபடம்,"1.स्मृति प्रतिचित्र, 2.मेमोरी प्रतिचित्र"
நினைவக வரைபட I/O,"1.स्मृति प्रतिचित्रित निर्गम, 2.निवेश, 3.मेमोरी प्रतिचित्रित आई/ओ"
நினைவக மாதிரி,"1.स्मृति मॉडल, 2.स्मृति निदर्श, 3.मेमोरी मॉडल"
நினைவக தொகுதி,"1.स्मृति माड्यूल, 2.मेमोरी माड्यूल"
நினைவக சுட்டி பதிவு,"1.स्मृति सूचक पंजी, 2.मेमोरी सूचक पंजी"
ஞாபக சக்தி,स्मृति शक्ति
நினைவக பாதுகாப்பு,स्मृति संरक्षण
நினைவக குறிப்பு வழிமுறை,"1.स्मृति संदर्भ अनुदेश, 2.मेमोरी संदर्भ अनुदेश"
நினைவக குடியிருப்பு திட்டம்,"1.स्मृति-वासी प्रोग्राम, 2.मेमोरी वासी क्रमादेश"
நினைவக அலகு,"1.स्मृति इकाई, 2.मेमोरी इकाई"
பட்டியல்,मेनू
மெனு பார்,मेनू बार
மெனு டிரைவ்,मेनू चालित
மெனு தேர்வு,मेनू चयन
மெனு-உந்துதல் நிரல்,मेन-चालित प्रोग्राम
ஒன்றிணைக்கவும்,"1.अंतरनिहित, 2.विलय"
பரிமாற்ற வரிசையை ஒன்றிணைத்தல்,विलय विनिमय छंटाई
ஒன்றிணைக்கும் வகை,"1.छंटाई संविलय ,2. प्रसूची वरण"
இணைத்தல்,"1.विलय, 2.संविलय"
கண்ணி நெட்வொர்க்,जालाक्षि जालक्रम
செய்தி அனுப்புதல்,संदेशन
செய்தி,संदेश
செய்தி அங்கீகாரம்,संदेश अभिप्रमाणन
செய்தி பெட்டி,संदेश कोष्ठ
செய்தி சுற்று,संदेश परिपथ
செய்தி வடிவம்,संदेश आरूप
செய்தி தலைப்பு,संदेश प्रवेशिका
செய்தி முறை,संदेश विधा
செய்தி அனுப்புதல்,संदेश प्रेषण
செய்தி வாக்கெடுப்பு,"1.संदेश क्रमवरण, 2.संदेश क्रमचयन"
செய்தி வரிசை,संदेश पंक्ति
செய்தி சுவிட்ச்,संदेश स्विच
செய்தி உரை,संदेश पाठ
செய்தி பரிமாற்ற முகவர்,संदेश अंतरण अभिकर्मक
மெட்டா அசெம்பிளர்,अधि कोडांतरक
மெட்டா வகுப்பு,मेटावर्ग
மெட்டா தொகுப்பு,"1.अधि संकलन, 2.अधि अनुभाषण"
மெட்டா கம்பைலர்,"1.अधि अनुभाषक, 2.अधि संकलक"
மெட்டா மொழி,अधिभाषा
மெட்டா நெட்வொர்க்,"1.मेटा जालक्रम, 2.मेटा नेटवर्क"
மெட்டா அமைப்பு,अधितंत्र
முறை,विधि
பெருநகரப் பகுதி நெட்வொர்க் (MAN),महानगरीय क्षेत्र नेटवर्क (एम ए एन)
மைக்ரோ,सूक्ष्म
மைக்ரோ குறியீடு,"1.सूक्ष्म कूट,2.सूक्ष्म कोड"
மைக்ரோ கணினி,सूक्ष्म कंप्यूटर
நுண் கட்டுப்படுத்தி,माइक्रो नियंत्रक
நுண் சுழற்சி,माइक्रो चक्र
மைக்ரோ எலக்ட்ரானிக் மெக்கானிக்கல் சிஸ்டம் (MEMS),सूक्ष्म इलेक्ट्रॉनिक यांत्रिक तंत्र (मेमस)
மைக்ரோ எலக்ட்ரானிக்ஸ்,माइक्रो इलेक्ट्रॉनिकी
மைக்ரோ சிறிய அங்கீகாரம்,माइक्रो लघुरुपण
மைக்ரோ ஆர்டர்,सूक्ष्म क्रम
மைக்ரோ/மெயின்பிரேம் இணைப்பு,"1.माइक्रो, 2.मेनफ्रेम लिंक"
மைக்ரோசிப்,माइक्रो चिप
மைக்ரோகோபோல்,माइक्रो कोबोल
மைக்ரோகோட்,सूक्ष्म कोड
மைக்ரோஃபிச்,"1.सूक्ष्मिका, 2.माइक्रोफिश, 3.सूक्ष्म संचिका"
மைக்ரோஃப்ளாப்பி,माइक्रो फ्लापी
மைக்ரோஃபார்ம் ரீடர்,माइक्रोफॉर्म पठन यंत्र
மைக்ரோஃப்ரேம்,माइक्रो फ्रेम
மைக்ரோகிராபிக்ஸ்,माइक्रोग्राफिक्स
ஒலிவாங்கி,माइक्रोफोन
மைக்ரோஃபோட்டோகிராஃப்,माइक्रोफोटोग्राफ
நுண்செயலி அலகு,"1.माइक्रोप्रोससिंग एकक, 2.सूक्ष्म प्रक्रमण एकक"
நுண்செயலி,माइक्रोप्रोसेसर
நுண்செயலி சிப்,माइक्रोप्रोसेसर चिप
நுண்செயலி தொகுப்பி,माइक्रोप्रोसेसर अनुभाषक
நுண்செயலி அலகு (MPU),माइक्रो प्रोसेसर यूनिट ( एम पी यू)
நுண் நிரல்,"1.माइक्रोप्रोग्राम, 2.माइक्रो क्रमादेश"
நுண்வரிசை,माइक्रो अनुक्रम
மைக்ரோசாப்ட்,माइक्रोसॉफ्ट
மைக்ரோசாஃப்ட் ஜன்னல்கள்,माइक्रोसाफ्ट विंडोज
மைக்ரோவேவ்,सूक्ष्म तरंग
நுண்ணலை இணைப்பு,सूक्ष्म तरंग कड़ई
நுண்ணலை பரப்புதல்,सूक्ष्म तरंग संचरण
நடுத்தர மேலாண்மை,मध्य प्रबंधन
மிடில்வேர்,"1.मध्यवेयर,2. मिडल वेयर"
மிடிகம்ப்யூட்டர்,मिडी कंप्यूटर
நடுப்புள்ளி,मध्य बिंदु
இடைக்காலம்,मध्यपद
இடம்பெயர்வு பாதை,प्रवासन पथ
ஒரு வினாடிக்கு மில்லியன் வழிமுறைகள் (MIPS),मिलियन अनुदेश प्रति सेकंड (एम आई पी एस)
சிறிய கணினி,लघु कंप्यूटर
மினிடிஸ்கெட்,लघु डिस्केट
குறைந்தபட்ச கர்னல்,"1.अल्पिष्ट कर्नल, 2.अल्पिष्ट अष्ठि"
குறைந்தபட்ச தயாரிப்பு,अल्पिष्ट गुणनफल
குறைந்தபட்ச மரம்,अल्पिष्ट वृक्ष
minimax (min-max) அல்காரிதம்,"1.मिनिमैक्स एल्गोरिथम, 2.एल्गोरिथ्म"
குறைந்தபட்ச செயல்முறை,अल्पमहिष्ठ प्रक्रिया
குறைந்தபட்ச செலவு பரந்த மரம்,निम्नतम लागत विस्तारिक वृक्ष
குறைந்தபட்ச தாமதக் குறியீட்டு முறை,"1.अल्पतम विलंबता कूटलेखन, 2.अल्पतम विलंबता कोडन"
சிறிய சாதனம்,लघु युक्ति
மின்டெரிம்,"1.गुणाद, 2.गुणद, 3.गुणनयोग पद"
கழித்தல் கொடி,ऋण पताका
கழித்தல் கொடி,ऋण पताका
கழித்தல் மண்டலம்,ऋण क्षेत्र
கண்ணாடி,दिस्क्प्रतिबिंबित डिस्क
கண்ணாடி தளம்,"1.दर्पण स्थली, 2.छाया प्रति, 3.दर्पण प्रति"
கலப்பு-ரேடிக்ஸ் குறியீடு,मिश्रित मूलांक अंकन
கலவை,मिश्रक
நினைவாற்றல்,स्मरक
நினைவு முகவரி,स्मरक पता
நினைவாற்றல்,स्मरणोकारी
கைபேசி,"1.मोबाइल, 2.चल"
மொபைல் கம்ப்யூட்டிங்,"1.मोबाइल कंप्यूटन, 2.चल अभिकलन"
மாதிரி,"1.मॉडल, 2.निदर्श"
முறையற்ற ஆசிரியர்,विधारहित संपादक
மாடலிங்,"1.निदर्शन, 2.मॉडलन"
மோடம்,मॉडेम
மிதமான,"1.साधारण माध्य, 2.सामान्य, 3.मध्यम"
நிதானம்,विमंदन
மதிப்பீட்டாளர்,विमंदक
மாற்றியமைக்கப்பட்ட அறிவுறுத்தல்,आपरिवर्तित अनुदेश
மாற்றியமைப்பவர்,आपरिवर्तक
மாற்றி பிட்,आपरिवर्तक बिट
மாற்றியமைக்கவும்,आपरिवर्तन
மட்டு,मॉड्यूलर
மாடுலாரிட்டி,"1.अनुखंडीयता, 2.प्रतिरूपकता"
பண்பேற்றம்,माड्यूलन
தொகுதி,माड्यूल
தொகுதி கட்டமைப்பு,अनुखंडीय संरचना
கண்காணிக்கவும்,मॉनिटर
கண்காணிப்பு திட்டம்,"1.मॉनिटरन प्रोग्राम, 2.मानटीरन क्रमादेश"
மோனோக்ரோம் காட்சி,एकवर्णी प्रदर्श
ஒற்றைக்கல் ஒருங்கிணைந்த சுற்று,अखंड एकीकृत परिपथ
ஒற்றைக்கல் தொழில்நுட்பம்,एकाश्म प्रौद्योगिकी
மோனோஸ்பேஸ் எழுத்துரு,एकल स्थल फॉन्ट
மோனோஸ்டபிள்,एक स्थितिक
மோனோடோரிசிட்டி,एकदिष्टता
மார்பு,"1.आकार, 2.रूप"
மார்பிம்,रुपिम
மார்பிசம்,आकारिता
அடமானம்,"1.गिरवी, 2.बंधक, रेहन"
mosfet (MOSFET),मौसफेट (एम ओ एस एफ ई टी)
மிக முக்கியமான பிட்,"1.सार्थकतम द्विअंक, 2.सार्थकतम बिट"
தாய் பலகை,मदर बोर्ड
அம்மா பதிவு,मदर पंजी
இயக்க படம்,चलचित्र
மோஷன் பிக்சர் நிபுணர்கள் குழு (MPEG),चलचित्र विशेषज्ञ समूह (एम पी ई जी)
மவுண்ட்,आरोह
சுட்டி,"1.मूषक, 2.माउस"
நகர்வு,"1.चल, 2.विस्थापन"
பாத்திரத்தை நகர்த்தவும்,चल संप्रतीक
MS-DOS,एम एस-डॉस
MS-விண்டோஸ்,एम एस-विंडोज
பல அம்சம்,बहु अभिमुखता
பல செயலி,बहु प्रक्रमक
பல நிரலாக்க,"1.बहुक्रमादेशन, 2.बहुप्रोग्रामन"
பல பணி,बहुकार्यण
மல்டிபஸ்,बहुबस
மல்டிகாஸ்ட்,बहुप्रसारण
மல்டிகாஸ்ட் முகவரி,बहुरुपीय पता
மல்டிகாஸ்டிங்,बहुप्रसारण
மல்டிசிப்,बहुचिप
மல்டிக்ஸ்,मल्टिक्स
பல வேலை செயல்பாடு,बहु-कार्य प्रचालन
பல நிலை நினைவகம்,"1.बहुस्तर स्मृति,2. बहुस्तर मेमोरी"
மல்டிமீடியா தொழில்நுட்பம்,"1.बहमाध्यम प्रौद्योगिकी, 2.मल्टीमीडिया प्रौदयोगिकी"
மல்டிமோட்,बहुविधा
பல,बहु
பல துல்லியம்,"1.परिशुद्ध, 2.बहु सुनिश्चितता"
பல பின்னடைவு,बहु प्रतिगमन
மல்டிபிளக்ஸ்,"1.मल्टीप्लेक्स, 2.बहुसंकेत"
மல்டிபிளக்ஸ் முறை,बहुसंकेत विधा
மல்டிபிளெக்சர்,बहुसंकेतक
மல்டிபிளெக்சிங்,"1.बहुसंकेतन, 2.बहुभाजन"
பலமுனை நெட்வொர்க்,बहुबिंदु नेटवर्क
பல செயலாக்கம்,बहु प्रक्रमण
பல்செயலி அமைப்பு,बहु प्रक्रमक तंत्र
பல்நோக்கு இணைய அஞ்சல் விரிவாக்கம் (MIME),बहुउद्देशीय इंटरनेट मेल विस्तार (एम आई एम ई)
பல அட்டவணை,बनियोजन
மல்டிஸ்டேஷன்,बहुकेंद्र
மல்டித்ரெடிங்,बहुसूत्रण
பல மதிப்புள்ள தர்க்கம்,बहुमानिक तर्क
பன்முக பகுப்பாய்வு,बहुचर विश्लेषण
மல்டிவிபிரேட்டர்,बहुकंपित्र
பரஸ்பர விலக்கல்,"1.पारस्परिक बहिष्करण, 2.पारस्परिक अपवर्जन"
பரஸ்பர தகவல்,परस्पर सूचना
அப்பாவி பயனர்,"1.नौसिखिया, 2.सहज प्रयोक्ता"
பெயர் சேவையகம்,"1.नाम परिसेवक, 2.नाम सर्वर"
NAND செயல்பாடு,नैंड संक्रिया
நானோ,नैनो
குறுகிய இசைக்குழு,"संकीर्ण बैंड, संकीर्ण पट्टी"
தேசிய தகவல் உள்கட்டமைப்பு,राष्ट्रीय सूचना अवसंरचना
தேசிய தகவல் தரநிலை அமைப்பு (NAND NISO),राष्ट्रीय सूचना मानक संगठन (अँड एन आई एस ओ)
சொந்த குறியீடு,प्राकृत कोड
சொந்த தொகுப்பாளர்,"1.प्राकृत अनुभाषक, 2.प्राकृत क्रमादेशातंरक, 3.प्राकृत सकूलक"
சொந்த மென்பொருள்,प्राकृत सॉफ्टवेयर
இயற்கை தொகுப்பி,प्राकृत संकलक
இயற்கை மொழி செயலாக்கம்,प्राकृतिक भाषा प्रक्रमन
இயற்கை மொழி வினா,प्राकृतिक भाषा पृच्छा
இயற்கை எண்,"1.प्राकृत संख्या, 2.धन पूर्णांक"
வழிசெலுத்தல்,संचालन
நேவிகேட்டர்,संचालक
எதிர்மறை தர்க்கம்,विलोम तर्क
உள்ளமை வளையம்,"1.नीड़इत लूप,2.प्रविष्ट पाश"
உள்ளமைக்கப்பட்ட மேக்ரோக்கள்,"1.नीड़इत स्थूल,2.नीड़इत स्थूलक"
நிகர,"नेट, जाल"
நிகர முகவரி,"1.जाल पता, 2.नेट पता"
நிகர குடிமகன்,"1.जाल नागरिक, 2.नेट सिटीजन"
நெட்ஸ்கேப் நேவிகேட்டர்,नेटस्केप नेविगेटर
பிணைய அணுகல் கட்டுப்பாடு,नेटवर्क अभिगम नियंत्रण
பிணைய கட்டமைப்பு,"1.जालक्रम वास्तुकला, 2.जालक्रम संरचना"
பிணைய கோப்பு முறைமை (NFS),नेटवर्क संचिका तंत्र (एन एफ एस)
பிணைய ஒருமைப்பாடு,"1.नेटवर्क समेकता,2.नेट वर्क अखंडता"
பிணைய இணைப்பு,नेटवर्क अंत:संबंधन
பிணைய அடுக்கு,जालक्रम लेयर
பிணைய மேலாண்மை,नेटवर्क प्रबंधन
பிணைய இடவியல்,नेटवर्क सांस्थितिकी
நெட்வொர்க் மெய்நிகர் முனையம்,नेटवर्क कल्पित टर्मिनल
நடுநிலை ரிலே,न्यूट्रल रिले
நடுநிலை பரிமாற்றம்,न्यूट्रल संचरण
புதிய வரி எழுத்து,नव पंक्ति संप्रतीक
புதிய ஒத்திசைவு,"1.नव सिंक,2. नव तुल्यकाल"
NFS/நெட்வொர்க் கோப்பு,"1.एन एफ एस, 2.जालक्रम संचिका"
நிப்பிள்,"1.चतुष्वयंक, 2.चतुःबिट, 3.निबल"
ஒன்பது நிரப்பு,नव पूरक
முனை,आसंधि
சத்தம்,रव
இரைச்சல் முறை,रव विधा
சத்தமில்லாத குறியீட்டு முறை,रवहीन कूटलेखन
நிர்ணயம் இல்லாதது,अनियतता
விநியோகிக்காதது,अवितरक
காலியாக இல்லாத தொகுப்பு,अरिक्त समुच्चय
முதன்மை அல்லாத,भाज्य
ஊடாடாதது,अन्योन्यक्रियाहीन
முனையமற்ற அமைப்பு,"1.अनंतक तंत्र, 2.टर्मिनल रहित तंत्र"
நிலையற்ற நினைவகம்,"1.अह्रासी स्मृति, 2.अह्रासी मेमोरी"
ஆவியாகாத ராம்,अह्रासी रैम
எடையற்ற குறியீடு,"1.अभारित कूट, 2.अभारित कोड"
NOP அறிவுறுத்தல்,एन ओ पी (संक्रियाहीन) अनुदेश
NOR,नॉर
NOR வாயில்,"1.नॉर गेट, 2.नॉर द्वार"
இயல்பானது,"1.सामान्य, 2.सरल"
இயல்பாக்குதல்,प्रसामान्यीकरण
இயல்பாக்குபவர்,प्रसामान्यक
NOR-செயல்பாடு,नॉर संक्रिया
இல்லை,नॉट
சுற்று அல்ல,नॉट परिपथ
சமமான வாயில் அல்ல,नॉट तुल्यता द्वार
செயல்பாடு இல்லை,"1.नॉट संक्रिया, 2.पूरक संक्रिया"
இல்லை- மற்றும்,नॉट-एंड
மற்றும் செயல்பாடு அல்ல,नाट-एंड संक्रिया
இல்லை-அல்லது,नॉट-ऑर
இல்லை-அல்லது செயல்பாடு,नॉट-ऑर संक्रिया
NP முழுமை,एन पी संपूर्णता
NULL சுட்டி,रिक्ति सूचक
எண் கோட்பாடு,संख्या सिद्धांत
nyquist அளவுகோல்கள்,नाइक्विस्ट कसौटी
பொருள்,"1.वस्तु, 2.उद्देश्य, 3.लक्ष्य"
பொருள் சார்ந்த,लक्ष्योन्मुखी
எண் குறியீடு,"1.अष्टाधारी कूट, 2.अष्टाधारी कोड"
எண்ம எண்,अष्टाधारी संख्या
அக்டெட்,आकटेट
அக்ட்ரி,ऑकट्री
ஒற்றைப்படை சமநிலை,विषम समता
அலுவலக ஆட்டோமேஷன்,कार्यालय स्वचालन
அலுவலக மென்பொருள்,आफिस सॉफ्टवेयर
ஆஃப்லைன்,"1.ऑफ लाइन, 2.लाइन-इतर"
ஆஃப்-லைன் செயலாக்கம்,"1.लाइनेतर प्रक्रमण, 2.ऑफलाइन प्रक्रमण"
ஆஃப்-செட்,"1.ऑफसेट, 2.अंतलंब"
ஒமேகா குறியீடு,ओमेगा संकेतन
ஆன்லைன் தொடர்பு,आन लाइन संचार
ஆன்லைன் செயலாக்கம்,"1.आन-लाइन प्रक्रमण,2. युगपत प्रक्रमण"
OP பதிவு,संक्रिया पंजी
திறந்த முகவரி,विवृत पताभिगमन
திறந்த அமைப்பு இணைப்பு,अनावृत तंत्र अन्त: संबंधन
திறந்த கம்பி,"1.नग्न तार, 2.खुला तार"
ஓபராண்ட்,संकार्य
இயக்க முறைமை,प्रचालन तंत्र
ஆபரேஷன்,"1.संक्रिया, 2.प्रचालन"
ஆபரேட்டர்,"1.प्रचालक, 2.संकारक, 3.संक्रियक"
ஒளியியல் எழுத்து அங்கீகாரம்,प्रकाशिक संप्रतीक अभिज्ञान
ஆப்டிகல் ஃபைபர்,"1.प्रकाशिक फाइबर, 2.प्रकाशिक तंतु"
ஒளியியல் எழுத்துரு,प्रकाशिक फोंट
