Marathi,Odiya
जमीन क्षमता नकाशा,ଜମି କ୍ଷମତା ମାନଚିତ୍ର
जमीन अधोगती,ଜମି ଡିଗାଡ୍ |
जमीन समकक्ष प्रमाण,ଜମି ସମାନ ଅନୁପାତ |
जमीन समतल,ଭୂମି ସ୍ତର
जमीन पुनर्प्राप्ती,ଭୂମି ପୁନରୁଦ୍ଧାର
लँडस्केपींग,ଲ୍ୟାଣ୍ଡସ୍କାପ୍
जमीन योग्यता,ଭୂମି ଉପଯୁକ୍ତତା |
जमीन वापर नमुना,ଜମି ବ୍ୟବହାର pattern ାଞ୍ଚା |
लॅन्जरहन्स पेशी,ଲେଗେନହସ୍ ସେଲ୍ |
लॅप्स रेट,ଲାପ୍ ଲାପ୍ ହାର |
अळ्या,ଲାର୍ଭା |
विलंब,ବିଳମ୍ବ
सुप्त,ବର୍ଷା
सुप्त संक्रमण,ଲୁକ୍କାୟିତ ସଂକ୍ରମଣ |
बाजूकडील,ପାର୍ଶ୍ୱରେ |
नंतरच्या माती,ଜୁଏଇଟ ମାଟି |
लेटेक्स,ଲାଟେକ୍ସ
लॅथिरिझम,ଲେଟିରିମ୍ |
लॅटिन स्क्वेअर डिझाइन (एलएसडी),ଲାଟିନ୍ ବର୍ଗ ଡିଜାଇନ୍ (lsd)
जाळी,ଲାଟାଇସ୍
तडजोडीच्या फायद्याचा कायदा,ଅସାଧାରଣ ଲାଭର ନିୟମ |
निरंतर परतावा कायदा,କ୍ରମାଗତ ରିଟର୍ନର ନିୟମ |
क्षीण परतावा कायदा,ରିଟର୍ନ ହ୍ରାସ କରିବାର ନିୟମ |
वाढत्या रीटन्सचा कायदा,ରିଡ୍ୟୁନ୍ ବ increasing ୁଥିବା ନିୟମ |
मर्यादित घटकांचा कायदा,ଅଧ୍ୟାପକଙ୍କ ସୀମିତତାର ନିୟମ |
किमान कायदा,ସର୍ବନିମ୍ନ ନିୟମ
प्रतिस्थापनाचा कायदा,ପ୍ରତିସ୍ଥାପନର ନିୟମ
चल प्रमाणात कायदा,ଭେରିଏବଲ୍ ଅନୁପାତର ନିୟମ |
थर,ସ୍ତର
लेआउट,ଲେଆଉଟ୍ |
लीचेट,ଲିଚେଟ୍ |
लीचिंग कार्यक्षमता,ଲେକିଂ ଦକ୍ଷତା |
लीचिंग आवश्यकता,ଲେଚିଂ ଆବଶ୍ୟକତା
अग्रगण्य स्ट्रँड,ଅଗ୍ରଣୀ ଷ୍ଟ୍ରାଣ୍ଡ |
पानांचे क्षेत्र कालावधी,ପତ୍ର କ୍ଷେତ୍ର ଅବଧି |
लीफ एरिया इंडेक्स,ପତ୍ର କ୍ଷେତ୍ର ସୂଚକାଙ୍କ |
लीफ एरिया रेशो,ପତ୍ର କ୍ଷେତ୍ର ଅନୁପାତ |
लीफ खाण कामगार,ପତ୍ର ଖଣି
लीफ टेस्टिंग,ପତ୍ର ପରୀକ୍ଷା
पान,ପତ୍ର
पत्रक,ଲିଫଲେଟ୍ |
लीज,ଲିଜ୍
शेंगा,ଲେମ୍ବୁ
लीसा - (कमी उर्जा इनपुट टिकाऊ शेती),ଲେସା - (ନିମ୍ନ ଶକ୍ତି ଇନପୁଟ୍ ଇନପୁଟ୍ କୃଷି କୃଷି)
लेन्टिसेल,ଅବଶ୍ୟ
लेन्टो केशिका बिंदू,ଲେନୋ କ୍ୟାପିଲାରୀ ପଏଣ୍ଟ |
लेपटोनमा,ରେପୋନମା |
लेप्टोस्पायरोसिस,ଲିପଟୋସପିରୋସିସ୍ |
लेरो-मॉर्फिक,ଲେରୋ-ମର୍ଫିକ୍ |
घाव,କ୍ଷତ
प्राणघातक उत्परिवर्तन,ସାଂଘାତିକ ଗଣିତ |
ल्युकोप्लास्ट,ବିନ୍ଦୁ
स्तरीय टेरेस,ସ୍ତରୀୟ ଟେରସ୍ |
लेव्हलर (लेव्हलर),ଲିଭର୍ (ଲିଭର୍)
समतल (जमीन),ସ୍ତର (ଜମିର)
ले शेती,Ley ଚାଷ
लिबिगचा किमान कायदा,Liebig ର ସର୍ବନିମ୍ନ ନିୟମ |
बंधन,ଲସେକ୍ସ
हलकी भरपाई बिंदू,ହାଲୁକା କ୍ଷତିପୂରଣ ବିନ୍ଦୁ |
हलकी संपृक्तता तीव्रता,ହାଲୁକା ଶନିବାର ତୀବ୍ରତା |
प्रकाश ट्रान्समिशन रेशो,ହାଲୁକା ଟ୍ରାନ୍ସମିସନ ଅନୁପାତ |
हलका सापळा,ହାଲୁକା ଜାଲ |
मर्यादा,ଅଙ୍ଗ
मर्यादा,ସୀମା
मर्यादित घटक,ସୀମା ସୀମିତ କରିବା |
लिमोनाइट,ଲିମୋନାଇଟ୍ |
ओळ,ରେଖା
रेखीय प्रतिसाद,ରେଖା ପ୍ରତିକ୍ରିୟା |
दुवा,ଲିଙ୍କ୍
दुवा गट,ଲିଙ୍କ୍ ଗୋଷ୍ଠୀ
लिंकर,ଲିନର
लिंट इंडेक्स,ଲିନଟ୍ ଇଣ୍ଡେକ୍ସ |
लाइन्टर्स,ଲିନବାସୀ |
लिपिड,ଲିପିଡ୍
लिपोलिसिस,ଲିପୋଲୋଜି
लिक्विडेशन,ବାତିଲ
लिस्टर,ତାଲିକା
लिस्टर,ତାଲିକା
सूची,ତାଲିକା
लिथोस्फीयर,ଲିଥୋସେଫର୍ |
कचरा,ଲିଟର
लाइव्ह मल्च,ଲାଇଭ୍ ମଲେଚ୍ |
लिव्हरवॉर्ट,ଲିଭରୱର୍ଟ |
पशुधन,ପଶୁପଲ
स्थानिक नियंत्रण,ଲୋକାଲ୍ ନିୟନ୍ତ୍ରଣ
लोकस,ଲାକ୍ସ
टोळ,ପଙ୍ଗପାଳ |
लॉजिंग (पीक निवास),ଲଜିଂ (କ୍ରପ୍ ଲଜିଂ)
Lodicule,Ladiicule
लोस,ପ୍ରେମୀଶା
लॉगरथिमिक ट्रान्सफॉर्मेशन,ଲୋଗୀବସିମିକ୍ ରୂପାନ୍ତର |
लांब -दिवस वनस्पती,ଲମ୍ବା - ଦିନ ଉଦ୍ଭିଦ |
लाँग वेव्ह रेडिएशन,ଲମ୍ବା ତରଙ୍ଗ ବିକିରଣ |
लूप,ଲୁପ୍ |
लोपिंग,ଚାପି ଚାଇବା |
लाकूड,କାଠ
लक्स,ଲକ୍ସ
लक्झरी वापर (पोषक),ବିଳାସପୂର୍ଣ୍ଣ ବ୍ୟବହାର (ପୁଷ୍ଟିକର)
लक्झरी जीन्स,ବିଳାସପୂର୍ଣ୍ଣ ଜିନ୍ |
लाइकोपीन,ଲାଇକୋଲିଅନ୍ |
लिम्फ,ଲିସାନ
लायसिमीटर,ଲିଆସିମିଟର |
सेलचे लिसिस,କକ୍ଷର ଲସିସିସ୍ |
लायझोनी,ଲିସୋଜେନି
लायसोसोम,ଲାଇସୋମ୍
लायझोझाइम,ଲିଆଜାଇମ୍
लाख वृक्ष,ଲାକ ଗଛ
लाख,ଲକ୍ଷ
"बाईची बोट, भेंडी","ଲେଡିଙ୍କ ଆଙ୍ଗୁଠି, ଓକ୍ରା |"
लँड कॅलट्रॉप्स,ଜମି କାଲ୍ଟ୍ରୋପ୍ |
लँटाना,ଲାଣ୍ଟାନା
लॅथिरस,ଲେଟିନସ୍
लीक,ଲେକ
गवती चहा,ଲେମ୍ବୁ ଘାସ |
लिंबू,ଲେମ୍ବୁ |
मसूर,ମ ents ଼ିଦିଅ
लेक्वोरिस,Lequeorice
कोशिंबिरीसाठी वापरण्यात येणारा एक पाला व त्याचे झाड,ଲେଥୁସ୍ |
कमळ,ଲିଲି
चुना,ଚୂନ
अलसी,ଲିନ୍ସେଡ୍ |
लिची,ଲିଚି |
लहान बाजरी,ଲିଟିଲ୍ ମିଲେଟ୍ |
लांब खरबूज,ଲମ୍ବା ତରଭୁଜ |
लांब मिरपूड,ଲମ୍ବା ହଳଦୀ |
Loquat,ଲୋୟାଟ୍ |
कमळ,ଲୋଟସ୍
Lurcerne,Lourerne
लाख कीटक,ଲାକ୍ କୀଟ
लेडी बर्ड बीटल,ଲେଡି ପକ୍ଷୀ ବିଟଲ୍ |
लीफ खाण कामगार,ପତ୍ର ଖଣି
लीफ रोलर,ପତ୍ର ରୋଲର୍ |
लीफ वेबर,ପତ୍ର ୱେବର |
टोळ,ପଙ୍ଗପାଳ |
मॅक्रो इव्होल्यूशन,ମାକ୍ରୋ ବିବର୍ତ୍ତନ |
मॅक्रोक्लीमेट,ମାକ୍ରୋକ୍ଲିଅମ୍ |
मॅक्रोमोलिक्यूल,ମାକ୍ରୋମୋଲେକ୍ |
मॅक्रोमेशन,ମାକମରୁଟେସନ୍ |
मॅक्रोन्यूट्रिएंट,ମାକ୍ରୋନ୍ରିଏଣ୍ଟ୍ |
मॅक्रोपोरेस,ମାକ୍ରୋପୋରସ୍
मॅगगॉट,ମାଗଟ୍
मॅग्मा,ମ୍ୟାଗମା |
मॅग्नेशिया,ମ୍ୟାନ୍ସେସିଆ |
मॅग्नेशियम,ମ୍ୟାଗ୍ନେସିୟମ୍
चुंबकीय स्टिरर,ଚୁମ୍ବକୀୟ ଷ୍ଟିରର୍ |
परिमाण,ତିକ୍ତ
महुआ केक,Mahoha cake
देखभालकर्ता ओळ,ମେନିନାଇନର୍ ଲାଇନ୍ |
देखभाल,ରକ୍ଷଣାବେକ୍ଷଣ
मका शेलर,ମାଟର
नर निर्जंतुकीकरण,ପୁରୁଷ ନିର୍ଜଳ |
विकृती,ଅସମ୍ମାନ
विकृती,ଅସମ୍ମାନ
कुपोषण,ପୁଷ୍ପ
गैरवर्तन,ଦୁଷ୍କର୍ମ
माल्टिंग,ମାଲଂ
व्यवस्थापक,ହାଲୁକା
खारफुटी,ମାଙ୍ଗ୍ରୋଭସ୍ |
मॅनोमीटर,ମନୋମିଟର |
मॅनोमीटर,ମନୋମିଟର |
मॅन्टिसा (लॉगरिदमचा),ମାନିସାସା (ଲୋଗାରିଥମ୍ ର)
खत,ଖତ
खनिज,ସ୍ନାୟୁ
सीमान्त,ମାର୍ଜିନାଲ୍
सीमान्त खर्च,ମାର୍ଜିନାଲ୍ ମୂଲ୍ୟ
सीमान्त जमीन,ମାର୍ଜିନାଲ୍ ଜମି |
सीमान्त उत्पादन,ମାର୍ଜିନାଲ୍ ଉତ୍ପାଦ |
सीमान्त परतावा,ମାର୍ଜିନାଲ୍ ରିଟର୍ନ |
सागरी,ସାମୁଦ୍ରିକ
मार्कर (अनुवांशिक),ମାର୍କର (ଜେନେଟିକ୍)
बाजार,ବଜାର
विक्रेता,ମାର୍କେଟେବଲ୍ |
विक्रेता अधिशेष,ମାର୍କେଟେବଲ୍ ସରପ୍ଲସ୍ |
विपणन अधिशेष,ମାର୍କେଟେଡ୍ ସରପ୍ଲସ୍ |
विपणन,ମାର୍କେଟିଂ |
मार्श,ମାର୍ଶ
मोठा प्रवाह,ଜନ ପ୍ରବାହ
वस्तुमान निवड,ଜନ ଚୟନ
मास-स्पेक्ट्रोमीटर,ଜନ-ସ୍ପେକ୍ଟ୍ରୋମିଟର |
मास्ट,ମାଷ୍ଟ
मातृ वारसा,ମାନବର ଉତ୍ତରାଧିକାରୀ
वीण,ମିଳନ
मॅट्रिक क्षमता,ମାଟ୍ରିକ୍ ସମ୍ଭାବନା
परिपक्वता,ଚିକିତ୍ସା
परिपक्वता (पीक),ପରିପକ୍ୱତା (ଫସଲ)
जास्तीत जास्त उपलब्ध पाणी,ସର୍ବାଧିକ ଉପଲବ୍ଧ ଜଳ |
जास्तीत जास्त पीक,ସର୍ବାଧିକ କ୍ରପ୍ |
जास्तीत जास्त अवशेष मर्यादा,ସର୍ବାଧିକ ଅବଶିଷ୍ଟ ସୀମା |
जास्तीत जास्त टिकाऊ उत्पन्न,ସର୍ବାଧିକ ସ୍ଥାୟୀ ଅମଳ |
जास्तीत जास्त थर्मामीटर,ସର୍ବାଧିକ ଥର୍ମୋମିଟର |
जास्तीत जास्त पाणी धारण करण्याची क्षमता,ସର୍ବାଧିକ ଜଳ ଶୋ '|
कुरण बाग,ମଟର ବଗିଚା |
मीली,ମିଆଦେଖା |
म्हणजे विचलन,ଅର୍ଥ ବିଚ୍ୟୁତି |
म्हणजे जीवन (अणु),ଅର୍ଥ ହେଉଛି ଜୀବନ (ପରମାଣୁ)
म्हणजे समुद्राची पातळी,ଅର୍ଥ ସମୁଦ୍ର ପତ୍ତନ |
सरासरी चौकोन,ହାରାହାରି ବର୍ଗ |
उपाय,ମାପ
मोजमाप,ମାପ
यांत्रिक,ଯାନ୍ତ୍ରିକ
यांत्रिक विश्लेषण (माती),ଯାନ୍ତ୍ରିକ ବିଶ୍ଳେଷଣ (ମାଟି)
यांत्रिक प्रतिबिंब,ଯାନ୍ତ୍ରିକ ପ୍ରତିରୋପଣ |
यांत्रिकी शेती,ଯାନ୍ତ୍ରିକ ଚାଷ
मध्यम,ମଧ୍ୟମ
औषधी वनस्पती,Medic ଷଧୀୟ ଉଦ୍ଭିଦ |
भूमध्य हवामान,ଭୂମଧ୍ୟସାଗରୀୟ ଜଳବାୟୁ |
मेगागॅमेटोजेनेसिस,MegaGaGamescesiesis
मेगास्पोरंगिया,MeasgPorangia
मेगासपोर (मॅक्रोस्पोर),ମେଗାସପୋର (ମାକ୍ରୋସପୋର)
मेगास्पोरोजेनेसिस,Megasporogeresis
मेयोसिस,ମିଆଏସୋଇସ୍
मधुर माती,ମେଲୋ ମାଟି |
डीएनए वितळविणे,DNA ର ତରଳିବା |
पडदा फिल्टर,ମେମ୍ବ୍ରେନ୍ ଫିଲ୍ଟର୍ |
मेंडेलियन वारसा,ମେଣ୍ଡେଲିଆନ୍ ଉତ୍ତରାଧିକାରୀ |
मेंडेलिझम,ମେଣ୍ଡେଲିଜିମ୍ |
मेंडेलचा वारसा कायदा,ମେଣ୍ଡେଲଙ୍କ ଉତ୍ତରାଧିକାରର ନିୟମ |
व्यापारी,ବାଣିଜ୍ୟ
बुध,ମର୍କୁରୀ
मेरिस्टेम,ମେରିସମରଣ
मेसोक्लीमेट,ମିଆଁଲାକରଣ
मेसोडर्म,ମେସୋଡର୍ମ
मेसोफिल,ମେସୋଫିଲ୍ |
मेसोफाइट,ମେସୋଫାଇଟ୍ |
मेसो-पोर्स,ମେସୋସ୍-ପୋରସ୍ |
मेसोस्फीअर,ମେସୋସସେର୍ |
मेसेंजर आरएनए (एम-आरएनए),ମେସେଞ୍ଜର rna (m-rna)
चयापचय,ମେଟାବୋଲିଜିମ୍ |
चयापचय,ମେଟାବୋଲାଇଟ୍ |
धातू धरण,ଧାତୁ ଡ୍ୟାମ୍
मेटामॉर्फिक खडक,ମେଟାମୋର୍ଫିକ୍ ପଥର |
मेटामॉर्फोसिस,ମେଟାମୋର୍ଫୋସିସ୍ |
मेटाफेस,Metatafse
मेटास्ट्रस,ମେଟାଷ୍ଟ୍ରସ୍
मेटाक्सेनिया,ମେଟାକ୍ସେନିଆ |
हवामानशास्त्र,ପାଣିପାଗ ବିଜ୍ଞାନ
मेथेमोग्लोबिनेमिया,Methamemoblabinemia
पद्धत प्रात्यक्षिक,ପଦ୍ଧତି ପ୍ରଦର୍ଶନ
मीका,ମିକା
मायक्रो बेसिन,ମାଇକ୍ରୋ ବେସନ |
सूक्ष्म प्राणी,ମାଇକ୍ରୋ ଫୁନା |
सूक्ष्मजंतू,ମାଇକ୍ରୋବେକ୍ |
मायक्रोबियल बायोमास कार्बन,ମାଇକ୍ରୋବିଆଲ୍ ବାୟୋମାସ୍ କାର୍ବନ |
मायक्रोबियल डीग्रेडेशन,ମାଇକ୍ରୋବାୟଲ୍ ଅବନତି |
सूक्ष्मजीव कीटकनाशक,ମାଇକ୍ରୋବିଆଲ୍ କୀଟନାଶକ |
मायक्रोबायोलॉजी,ମାଇକ୍ରୋବାୟୋଲୋଜି |
मायक्रोबायोटिक,ମାଇକ୍ରୋବାୟୋଟିକ୍ |
मायक्रोक्लीमेट,ମାଇକ୍ରୋକମେଣ୍ଟ |
मायक्रोइन्वायरनमेंट,ମାଇକ୍ରୋନିଭ୍ରଏନସନ୍ |
मायक्रोफ्लोरा,ମାଇକ୍ରୋଫ୍ଲୋରା |
मायक्रोगामेटोजेनेसिस,ମାଇକ୍ରୋଗମେତିଟେଜେଞ୍ଜେସିସ୍ |
सूक्ष्मकरण,ମାଇକ୍ରୋରିଣ୍ଡେସନ୍ |
मायक्रोमेटोरोलॉजी,ମାଇକ୍ରୋମେଟ୍ରାକୋଲୋଜି |
मायक्रोन्यूट्रिएंट,ମାଇକ୍ରୋନ୍ୟୁଟ୍ରାଇନ୍ଏଣ୍ଟ୍ |
मायक्रोप्लॉट,ମାଇକ୍ରୋପ୍ଲଟ୍ |
मायक्रोपोर,ମାଇକ୍ରୋପୋର
मायक्रोपाईल,ମାଇକ୍ରୋପାଇଲ୍ |
मायक्रोस्कोपी,ମାଇକ୍ରୋସ୍କୋପି |
मायक्रोस्पोरॅंगियम,ମାଇକ୍ରୋସପୋରାଙ୍ଗସିୟମ୍ |
मायक्रोस्पोर संस्कृती,ମାଇକ୍ରୋସପୋର ସଂସ୍କୃତି |
मायक्रोस्पोर मदर सेल,ମାଇକ୍ରୋସପୋର ମାତା କକ୍ଷ |
मायक्रोस्पोर,ମାଇକ୍ରୋସପୋର |
मायक्रोटोम,ମାଇକ୍ରୋଟୋମେ |
मायक्रोटोपोग्राफी,ମାଇକ୍ରୋଟୋପୋଗ୍ରାଫି |
मध्य-हंगाम दुरुस्ती,ମଧ୍ୟମ ସିଜନ୍ ସଂଶୋଧନ |
स्थलांतर,ସ୍ଥାନାନ୍ତରଣ
दूध धान्य स्टेज,କ୍ଷୀର ଶସ୍ୟ ପର୍ଯ୍ୟାୟ |
मिलपीड,ମିଲଲେପେଡେ |
बाजरी,ମିଲେଟ୍ |
मिलिंग पुनर्प्राप्ती,ମିଲିଂ ପୁନରୁଦ୍ଧାର
मिलिंग,ମିଲ୍ କରିବା
खनिज पोषण,ମିନେରାଲ୍ ପୁଷ୍ଟିକର |
खनिज माती,ଖଣିଜ ମାଟି |
खनिजकरण,ଖଜୁରୀ
खनिज,ଖଣିଜ ପଦାର୍ଥ
किमान थर्मामीटर,ସର୍ବନିମ୍ନ ଥର୍ମୋମିଟର |
किमान नांगरलेली जमीन,ସର୍ବନିମ୍ନ ଟିଲଗ୍ |
किरकोळ पिके,ଛୋଟ ଫସଲ
मिओटिक इंडेक्स,ମାଇଟୋିକ୍ ଇଣ୍ଡେକ୍ସ |
मिसन्स उत्परिवर्तन,ମିସିସନ୍ ମ୍ୟୁଟେସନ୍ |
धुके सिंचन,କୁହୁଡି ଜଳସେଚନ |
धुके,କୁହୁଡି
माइटोकॉन्ड्रिया,Mitochonrial
माइटोसिस,ମିଟୋସାଇସ୍ |
मित्स्चरलिचचा कायदा,ମିଟର୍ଲିଚଙ୍କ ନିୟମ |
मिश्रित पीक,ମିଶ୍ରିତ କ୍ରପ୍ |
मिश्र शेती,ମିଶ୍ରିତ ଚାଷ
मिश्रित खत,ମିଶ୍ରିତ ସାର
मिश्र चरणे,ମିଶ୍ରିତ ଚରିବା |
मिश्रित स्वार्ड,ମିଶ୍ରିତ ସୁଇପ୍ |
मॉडेल,ମଡେଲ୍
मॉडेलिंग,ମଡେଲିଂ
सुधारित वातावरण पॅकेजिंग,ପରିବର୍ତ୍ତିତ ବାତାବରଣ ପ୍ୟାକେଜିଂ |
ओलावा उपलब्धता निर्देशांक,ଆର୍ଦ୍ରତା ଉପଲବ୍ଧତା ସୂଚକାଙ୍କ |
ओलावा तूट निर्देशांक,ଆର୍ଦ୍ରତା ଅଭାବ ସୂଚକାଙ୍କ |
ओलावा समतुल्य,ଆର୍ଦ୍ରତା ସମାନ |
ओलावा शासन,ଆର୍ଦ୍ର ଶାସନ |
ओलावा रीलिझ वक्र,ଆର୍ଦ୍ରତା ରିଲିଜ୍ ବକ୍ର |
ओलावा धारणा,ଆର୍ଦ୍ରତା ଧାରଣ
ओलावा ताण,ଆର୍ଦ୍ରତା ଚାପ |
ओलावा तणाव,ଆର୍ଦ୍ରତା ଟେନସନ |
ओलावा,ଆର୍ଦ୍ରତା
मोलर सोल्यूशन,ମୋଲାର ସମାଧାନ
गुळ,ଗୁଣ୍ଡ
तीळ ड्रेनेज,ମଲେ ଡ୍ରେନେଜ୍ |
आण्विक जीवशास्त्र,ମଲିକୁଲାର୍ ଜୀବବିଜ୍ଞାନ |
आण्विक प्रजनन,ମଲିକୁଲାର୍ ପ୍ରଜନନ |
आण्विक संकरीत,ମଲିକୁଲାର ହାଇବ୍ରିଡାଇଜେସନ୍ |
मोलस्किसाईड,ମଲୁସିସିଏସ୍ |
आर्थिक लाभ निर्देशांक (एमएआय),ମୁଦ୍ରା ସୁବିଧା ସୂଚକାଙ୍କ (MAI)
मोनोक्लोनल अँटीबॉडी,ମୋନୋକ୍ଲୋନାଲ୍ ଆଣ୍ଟିବଡି |
मोनोकोटायलेडन्स,Monocotyledlondon
मोनोक्रॉप (मोनोकल्चर),ମୋନୋକ୍ରୋପ୍ (ମନୋବୃତ୍ତି)
मोनोएसियस,ମୋନୋମିୟର୍ |
मोनोजेनेसिस,ମୋନୋଗେସିସ୍
मोनोहायब्रिड,ମୋନୋହାଇବ୍ରାଇଡ୍ |
मोनोझिगोटिक,ମୋନୋଜି ଗ୍ଲାଜିଟିକ୍ |
मॉन्सून,ମ so ସୁମୀ |
मॉन्टमोरिलोनाइट,ମଣ୍ଟମୋରିଲିୟନାଇଟ୍ |
मूर,ମୋର୍
मोर,ମଦିନ ସକାଳ
मॉर्गन युनिट,ମୋର୍ଗାନ୍ ୟୁନିଟ୍ |
मॉर्फोजेनेसिस,Morphogenesis
मॉर्फोलॉजिकल रुपांतर,Morphological ଆଡାପ୍ଟେସନ୍ |
मॉर्फोलॉजी,Morphology
गहाण,ବନ୍ଧକ
मोटल,ମୋଟର
चिखल,ଚଟାଣିବା
मूस,ଛାଞ୍ଚ
Multing,ମୁକାବିଲା
मॉंड संस्कृती,ମୁଣ୍ଡ ସଂସ୍କୃତି |
मॉंड लेयरिंग,ମାଉଣ୍ଡ ଲେଜର |
मॉवर,ମରୁଡ଼ି
Mowing,କାଟିବା
म्यूसीलेज,ମୁକିଲଜ୍ |
मक माती,ମକ୍ ମୃତ୍ତିକା |
चिखल,କାଦୁଅ
मफल,ମଫଲ
गवत शेती,ମଲଚ ଚାଷ
तणाचा वापर ओले गवत,ମଲଚ୍ ଟିଲଗେଜ୍ |
गवत,ମଲଚ
मल्चिंग,ମଲଚିଂ |
मुल,ମୁଲ୍
बहु -मजली ​​पीक,ମଲ୍ଟି ଷ୍ଟୋରୀ କ୍ରପ୍ |
एकाधिक परस्परसंबंध,ଏକାଧିକ ସମ୍ପର୍କ |
एकाधिक पीक,ଏକାଧିକ ଫସଲ
एकाधिक क्रॉपिंग इंडेक्स,ଏକାଧିକ କ୍ରପ୍ ଇଣ୍ଡେକ୍ସ |
एकाधिक क्रॉस,ଏକାଧିକ କ୍ରସ୍ |
एकाधिक प्रतिकार,ଏକାଧିକ ପ୍ରତିରୋଧ
मल्टिव्हिएट,ମଲ୍ଟିଭାରୀ
मल्टीझिगोटिक,ବହୁମୁଖୀ |
Mummification,ମମିଫିକେସନ୍ |
मुम्मीफाइड फळ,ମୂଖ୍ୟ ଫଳ |
मस्कोवाइट,ମୁସ୍କୋଭାଇଟ୍ |
मशरूम,ମୂଷା
म्युटागेन,ମୁଟାଗେନ୍ |
उत्परिवर्तन,ମୁଟିଆଣ୍ଟ |
उत्परिवर्तन,ମୁଟିସନ୍ |
परस्पर प्रतिबंध,ମ୍ୟୁଚୁଆଲ୍ ପ୍ରତିବନ୍ଧକ |
परस्परवाद,ମ୍ୟୁଚୁଆଲଜ
मायसेलियम,ମାଇସେଲିୟମ୍
मायकोलॉजी,ମାଇକୋଲୋଜି |
मायकोप्लाझ्मा,MyCoplaSma
मायकोरिझा,Mycorrihiza
गदा,ମାସ୍
मदार,ମାଦର |
मधुका,ମାଡାହାକା |
मका,ମେକାଇଜ୍
मखाना,ମାକାନାରୁ ମାକାନା |
मंदारिन,ମାଣ୍ଡାରିନ୍ |
आंबा झिंगर,ଆମ୍ବ ରୋଟିର୍ |
आंबा,ଆମ୍ବ
"मार्गोसा, कडुनिंब","ମାର୍ଗୋସା, ନେମେ |"
झेंडू,ମାରିଗୋଲ୍ଡ |
मॅस्टिक ट्री,ମାଷ୍ଟିକ୍ ଗଛ |
मेरिल,ମେରିଲ୍
मेस्ता,ମେସ୍ତା |
पुदीना,ମେଣ୍ଟ
मोलुका बीन,ମୋଲୋକା ବିନ୍ |
माकड जॅक,ମାଙ୍କଡ଼ ଜ୍ୟାକ |
मोरिंगा,ମୋରିଙ୍ଗା
सकाळचे वैभव (कॉन्वॉल्व्हुलस),ସକାଳ ଗ glory ରବ (convolvulus)
मोसंबी,ମସବବି
मॉथ बीन,ପୋକ ବିନ୍
तुती,ମୁଲବେରୀ |
मशरूम,ମୂଷା
कस्तुरी खरबूज,ମୁସ୍କର ମେଲନ୍ |
कस्तुरी,ମୂଷା
मोहरी,ସୋରିଷ |
मर्टल,ମିରଟ
मॅपियर गवत,ମାନଚିତ୍ର ଗ୍ରୀନ୍ ଘାସ |
मीली बग,Mealy ବଗ୍ |
मिज,ମିଡଜ
माइट्स,ମାଇଟ୍
माकड,ମାଙ୍କଡ଼
डास,ମଶା
मॉथ,ପୋକ
हवामानशास्त्रज्ञ,ପାଣିପାଗ ବିଜ୍ଞାନୀ |
मायक्रोबायोलॉजिस्ट,ମାଇକ୍ରୋବିଡିଓଲୋଜିଷ୍ଟ |
मायकोलॉजिस्ट,MyCoogistist
नॅनोटेक्नॉलॉजी,ନାନୋଟେକ୍ନୋଲୋଜି |
नेपिफॉर्म,Nappiform
मादक,ନାର୍କୋଟିକ୍ |
नॅस्टिक चळवळ,ନାସ୍ତିକ୍ ଆନ୍ଦୋଳନ |
राष्ट्रीय प्रात्यक्षिक,ଜାତୀୟ ପ୍ରଦର୍ଶନ
राष्ट्रीयीकरण (जमीन),ଜାତୀୟକରଣ (ଜମିର)
नैसर्गिक,ପ୍ରାକୃତିକ
नैसर्गिक इरोशन,ପ୍ରାକୃତିକ କ୍ଷୟ |
नैसर्गिक शेती,ପ୍ରାକୃତିକ ଚାଷ
नैसर्गिक संसाधने,ପ୍ରାକୃତିକ ସମ୍ପଦ
नैसर्गिक निवड,ପ୍ରାକୃତିକ ଚୟନ
नैसर्गिक वनस्पती,ପ୍ରାକୃତିକ ଉଦ୍ଭିଦ |
मान (हॉर्ट),ବେକ (ହୋର୍ଟ)
नेक्रोसिस,ନୋକ୍ରୋସାଇସ୍
अमृत,ଅମୃତଭଣ୍ଡା
नकारात्मक le लेलोपॅथी,ନକାରାତ୍ମକ ଆଲୋଲୋପାଥି |
नेमाटाइड,ନୋଟିସାଇଡ୍ |
नेमाटोड प्रतिरोधक रूटस्टॉक,ନେମାଟୋଡ୍ ପ୍ରତିରୋଧକ ମୂଳ ଅଟେ |
नेमाटोलॉजी,ନେମାଟୋଲୋଜି
निओटेनी,ନୋମୋନି
निव्वळ आत्मसात दर (एनएआर),ନିଟ୍ ଆସିମିସନ୍ ହାର (ନରୀ)
निव्वळ फायदा,ନିଟ୍ ଲାଭ
निव्वळ उत्पन्न (शेती उत्पन्न),ନିଟ୍ ଆୟ (ଫାର୍ମ ଆୟ)
निव्वळ सिंचनाची आवश्यकता,ନିଟ୍ ଜଳସେଚନ ଆବଶ୍ୟକତା |
निव्वळ उत्पादकता,ନିଟ୍ ଉତ୍ପାଦକତା |
निव्वळ परतावा,ନେଟ୍ ରିଟର୍ନ
नेटिंग,ଜାଲ
मज्जातंतू,ନୂର୍ନ
तटस्थ,ନିରପେକ୍ଷ |
